[14.881] 霧月むげつ: こんばんは お疲れ様です
[18.209] tsubame5204: umeSalute
[13464.395] ちぇんぷる: いい飛びだー
[13464.658] touruko: ｅｙｏとは
[13469.986] nyapittu: 普通の投げとは違ってカメラアングル変わってロックしたようになる投げってカウンターって事ですか
[13477.881] Goodwisp: evoはakiのpvきそうね
[13481.537] (S)ましゅダヨ: んんんんんんんまじか
[13492.180] (S)titilrin: チュンはSA2で運んだ上に詐欺飛び行けるから強い
[13492.855] (S)Ai_Ingu: i like this combo
[13493.428] ぷりにゃん: はっこぶぅ
[13493.915] (S)完全変態: @nyapittu パニカン投げかな？
[13495.941] (M)(S)gameinntwitch: この翻訳はブラウザでグーグル翻訳使ってるやつなので、学習とかは無理そう
[13496.717] あり0221: へーる
[13504.825] (S)りゅうぅ_: lackesis : ウメちゃん生ラッシュを簡単止める方法が発見されたらしい、暗転中ボタン押しっぱすればいい、中距離は長い技を、近距離は投げ、暗転に反応出来れば是非試してみてください
[13506.671] redbull_daisuki: なるほど
[13506.832] mogu0621: かっけー
[13507.776] (S)Jam10505: 立ち回りが硬派すぎる
[13509.960] (S)ハルキ10: っけい！
[13513.117] (S)ましゅダヨ: おおおお
[13518.193] akira_s_: さすがに読み切れないんじゃw
[13520.077] keikohiro: がんばえー
[13524.275] nyapittu: パニカン！ありがとうございます！
[13528.765] (S)完全変態: スト6は休む時間が無さすぎるから終わるまでは無理そうだな
[13543.889] ちぇんぷる: かっこいいやつきたー
[13546.410] RIKUTAMA: ウメハラさんこんばんわ。オススメの練習方法とかありますか？
[13550.062] (S)Itsfreakyyyy: Is jumping prohibited in japan damn they don't jump at all? 
[13550.528] domontyan: っしゃい
[13551.208] sistersguitarreplica: いいねん
[13552.170] no_name__yet: 10先終わったあとに教えてあげて
[13554.095] chachachakoma: わーお
[13554.854] keikohiro: つよい
[13555.152] あり0221: ッケイ
[13557.523] quwrof_sb: 老師か
[13557.594] (S)Ai_Ingu: Spearman Spearman!
[13559.229] prisira: マサすげぇため息ｗｗｗ
[13559.291] Insidiousl: jonabGoTryhard
[13562.418] mogu0621: （Bon）４－９（Daigo）
[13564.538] akira_s_: あと1本
[13568.307] saketyazu: 槍冴えてる
[13575.729] lucia_morgan: 日本では飛びが禁止されてるのかって海外ニキがｗ
[13579.189] ぷりにゃん: マサちゃん疲れてる？
[13581.389] kinako1222: kinako1222 subscribed with Prime. They've subscribed for 9 months! 
[13584.097] keikohiro: 昨日割とやられてたよね？4-10だっけ？
[13585.416] ネギトロガイル: 生ラッシュの止め方マジ？
[13585.525] prisira: 飛んだら落とされるじゃんねぇ
[13589.593] ちぇんぷる: 飛び禁止草
[13591.018] あり0221: 斧最強を広めるつもりがスピアマンにされて可哀想に
[13598.936] prosciu: w
[13601.047] ちぇんぷる: ww
[13601.274] (S)bikibiki999: ｗｗｗ
[13601.374] (S)完全変態: ダメでしたｗ
[13605.019] j_zima: つーよい
[13605.105] mogu0621: お互い色々あったなｗ
[13607.380] (S)hiro_chan: They both have perfect ascending dragons so they can't fly
[13609.318] 新ころりん: 斧と槍が合わさり ハルバード最強って事か
[13617.970] (S)cqc5555: ボンちゃんも疲れてるんだろうほんと1日一つだけ強くなるなうめちゃんは
[13619.000] (S)ましゅダヨ: ww
[13623.856] GG_sensay: @itsfreakyyyy it's what happens when you get anti aired too much
[13624.743] (S)完全変態: ハルバードって言うと浅いって怒られるよ
[13625.612] (S)Ai_Ingu: scared of the Shoryuken
[13625.867] (S)titilrin: シュート、ボンって今最強クラスなのにすごいな
[13627.004] ぷりにゃん: うおおおおおおお
[13632.861] touruko: ひょお
[13634.079] akira_s_: ハルバードは論破されるよ
[13636.699] (S)如月うづき: ぼんちゃん飛び全部落としてくるから飛ばない方が
[13641.004] (S)mtayaa: 飛んでいいことあるなら飛ぶんじゃね
[13644.716] かべ_娘は双子: えー今の見えてんのかすごいわ
[13645.255] GG_sensay: see @itsfreakyyyy
[13659.634] (S)完全変態: 返した！
[13659.690] (S)りゅうぅ_: うわぉ
[13661.740] だいこん_: 生還
[13661.786] (S)りゅうぅ_: wow
[13662.785] げろげろまる: 見ていた
[13663.031] keikohiro: かえすー
[13665.219] (S)Ai_Ingu: nice SA1
[13666.072] mogu0621: ねらってるう
[13670.139] colomboanashe: LuL
[13671.769] (S)Itsfreakyyyy: @GG_sensay Even in SFV I noticed that makes sense.
[13673.512] quwrof_sb: 狙ったね
[13675.859] ぷりにゃん: リュウビも飛びもうてねぇ
[13677.538] ronamu22: マリーザには飛びまくってる
[13679.236] redbull_daisuki: 昨日は処られてたシュートを倒し、今日は同じく処られてたマサを倒そうとしてるんだから進化がスゴイ
[13680.913] (S)完全変態: 端に詰められてるときのSA1便利よなあ
[13688.748] (S)bikibiki999: 緊張感ｗ
[13694.823] (S)完全変態: いい勝負だ
[13700.984] mogu0621: （Bon）５－９（Daigo）
[13701.619] ちぇんぷる: おもしろい試合だー
[13705.154] yomogi0610: 老師乱心してて草
[13709.826] (S)Ai_Ingu: Bonchan strong
[13709.831] (S)mm2351: マサのリアクション面白すぎる
[13710.013] akira_s_: さらに対策して勝ったり負けたり
[13724.519] saketyazu: 老師と2窓で見たくなる
[13726.438] chahaaaaan: 今日はシュートに勝ったんか？まじ
[13738.799] 496shikuro: お互い仕上がっとるなあ
[13739.042] あり0221: シュートは昨日だったかと
[13740.052] (S)りゅうぅ_: マサつらい
[13742.297] redbull_daisuki: シュートに勝ったのは昨日っす
[13742.558] akira_s_: 昨日かな
[13746.280] lucia_morgan: 翻訳ｗｗｗ
[13746.720] (S)hiro_chan: マルチツイッチでみれる
[13751.163] prisira: ルークのＳＡはやっぱ優秀
[13751.998] keikohiro: うまい
[13755.544] domontyan: おおお
[13755.613] (S)Ai_Ingu: cooool
[13755.726] prosciu: おお
[13757.403] (S)terumaJP: かっけえ
[13757.689] akira_s_: おしゃれ
[13757.737] chachachakoma: おおお
[13758.301] touruko: おしゃ
[13759.112] (S)りゅうぅ_: 温存
[13759.259] ちぇんぷる: うまーい！！！
[13760.793] あり0221: ケンかっこいいよおおお
[13760.828] redbull_daisuki: かっけー
[13761.243] johndoe6523rp: いいね
[13761.297] (S)bikibiki999: かっけええ
[13761.384] (S)maeda_sutemaru: 1日一つの一つって強さ順位のことなのかも知れん
[13762.507] ymdmad: かっけえっっw
[13762.688] (S)完全変態: 決めた！
[13763.765] 496shikuro: 神の判断
[13763.995] mogu0621: かっけー
[13764.803] lackesis: カッコいい！
[13765.170] hoshi_boshi_0: うま！
[13767.816] sistersguitarreplica: ウメちゃん最近の成長曲線バグってない?
[13768.127] keikohiro: ノーゲージナイス
[13773.050] (S)ましゅダヨ: ないす！
[13783.316] (S)yamato925925: あれノーゲージ最大なのかな？
[13787.543] akira_s_: バードをも吸収した
[13792.733] mitsuji: 次は翔JPにリベンジ見たい
[13794.426] あり0221: ウメちゃんは基本的に負けっぱなしで終わる男ではないので信頼度が高い
[13795.713] ぷりにゃん: リュウビ打ったw
[13802.866] (S)Ai_Ingu: i see spear changed his playing style these few days
[13803.490] 今井みどり: バイトくんさぁ・・・
[13804.465] (S)titilrin: アングリーとえいたが合わさってから伸びてるね
[13806.124] えこえこ: 最後だけリュウビｗｗ
[13842.831] GG_sensay: he watched angrybird replays
[13844.132] redbull_daisuki: マサがやりに来てる
[13850.042] akira_s_: これは偉い
[13855.182] keikohiro: まだある
[13856.804] (S)Ai_Ingu: angrybird sensei
[13877.960] domontyan: あああああああああああ
[13881.013] prosciu: あらら
[13882.746] dxgenre: あら。。。
[13887.609] mogu0621: （Bon）６－９（Daigo）
[13888.277] (S)koeda_587: 正仁さんｗ
[13891.083] ちぇんぷる: 老師がおいついてきたー！
[13893.376] えこえこ: 雑くなってやられた感じか
[13896.261] (S)Ai_Ingu: 69
[13896.299] イガ: このＴＣほんとゆるせねぇ
[13897.820] dxgenre: @mogu0621 nice 
[13898.911] matoo0777: あれはムズい
[13899.408] quwrof_sb: 危険なスコア…
[13907.219] tama_ko: 中P TC、-8のはずなのに確定めちゃくちゃ取りにくい
[13912.035] redbull_daisuki: 追い上げて来たー。逃げ切れー！！
[13919.768] ぷりにゃん: ルークがすげぇ運んでるな
[13921.404] Vitamin_Z7: sometimes I feel that sfv is more hype than sf6  , the matches in sf6 is kinda boring 
[13930.998] manof_steal: Wow
[13932.118] yomogi0610: やーる
[13932.137] (S)完全変態: うまーい！
[13932.804] (S)りゅうぅ_: おー
[13933.534] cosmoman78: Daigo's reaction is so slow man..
[13935.276] (S)bikibiki999: これはあぶない
[13937.046] あり0221: 倒しきり選択かぁ
[13938.453] keikohiro: リーサル完璧だな
[13941.342] ちぇんぷる: 老師ぱねぇ
[13942.369] えこえこ: 前に来られすぎてキツクなってる
[13946.330] (S)Itsfreakyyyy: @Vitamin_Z7 Well you are not wrong my friend.
[13946.731] ~MISSING_COMMENTER_INFO~: @Vitamin_Z7 then go play that boring ass game
[13948.592] mogu0621: ボンちゃんやっぱ老師やわ
[13953.280] YOUNG_GOPHER: @vitamin_z7 You’re wrong
[13974.580] Goodwisp: スト５の方が面白いにぃ総叩きで泣ける
[13976.988] redbull_daisuki: あ
[13978.561] mogu0621: いい裏投げ
[13988.498] Qweets: is Diago using sanwa buttons on his controller or something else?
[14005.212] keikohiro: おわた
[14005.265] cosmoman78: Daigo missed so many chance to punish. And made so many reaction mistakes
[14005.853] (S)完全変態: いったか！？
[14008.478] mogu0621: いったか？
[14013.408] えこえこ: つらくて置きの文字かられるか
[14014.441] thraximundaru: 立大Kを歩きガードで対処してるのかな
[14014.710] prisira: ＣＡだしね
[14018.212] (S)Ai_Ingu: 7 9
[14018.452] ちぇんぷる: リーサルばっちり！
[14018.637] 新ころりん: 老師追い上げ
[14021.173] mogu0621: （Bon）７－９（Daigo）
[14022.335] (S)完全変態: さすが
[14025.848] redbull_daisuki: がんばえー
[14029.036] touruko: あと１が取れん
[14034.815] saketyazu: 老師流石
[14034.967] (M)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[14035.674] quwrof_sb: あるんか…
[14035.729] Dregorar: @cosmoman78 Go fight him and show him how it's done then lmao
[14037.608] えこえこ: ふつうにボンのまくりペースか
[14039.387] (S)Ai_Ingu: bonchan is learing very fast lol
[14039.434] (S)ましゅダヨ: まじか
[14039.995] lvlyslzebra: umeCatGlare
[14059.832] yogaotoko: まだ杞憂できるチャンスは残ってるか？
[14069.032] (S)Itsfreakyyyy: @cosmoman78 brah he's playing aginst bonchan
[14069.691] chachachakoma: 波動拳があたるぅ
[14074.045] manof_steal: FailFish
[14075.741] (S)fahmy0825: @Ai_Ingu This, I think. Bonchan adapt very fast
[14084.797] あり0221: SAゲージの効率性から6は本当にラウンド先取大事よなぁ
[14086.948] (S)完全変態: お互いうめえ！
[14090.926] (S)bikibiki999: ウメちゃんこわいほど歩くね
[14092.294] mogu0621: 狙ってるのか！うますぎやろｗ
[14092.543] keikohiro: ここまでかおじさんもここまでだな
[14101.726] redbull_daisuki: ルークも運ぶよね〜
[14104.315] dxgenre: i love compeitive matches 
[14123.234] (S)mobageiskusoge: don't bother with @cosmoman78 comments. dude has legit mental issues
[14125.361] dxgenre: competitive* my bad
[14129.504] えこえこ: つかうっしょ
[14134.164] keikohiro: 使っていくー
[14134.757] pun20mie: これやっぱインパクト普通に返される世界？
[14136.753] あり0221: 先に吐けたッケイ
[14145.651] redbull_daisuki: 老師成仏してくれ〜
[14147.716] akira_s_: Dリバ
[14148.275] v401: 結局すげーラウンド長くなっていくな
[14151.349] えこえこ: 端攻めが課題かこれ
[14153.373] (S)りゅうぅ_: のこるよね？
[14158.240] (S)完全変態: まだわからん
[14158.359] yogaotoko: ここまでか
[14162.636] balthazar000: スコアおいくつ？
[14166.322] (S)りゅうぅ_: でも詰んでたか
[14167.857] (S)bikibiki999: つんだ
[14168.194] prisira: 今のはきついよな
[14171.602] akira_s_: ルークのBOはつよい
[14171.891] keikohiro: ここまでか
[14173.962] cosmoman78: @mobageiskusoge  I am just stating facts. Maybe you got anger issues? LOL
[14176.029] touruko: ７－９？
[14176.993] ちぇんぷる: インフィニティじゃん
[14178.016] (S)完全変態: BO中のルークの連携きついからなあ
[14189.982] (S)りゅうぅ_: おろ
[14191.035] yomogi0610: 端きちい
[14191.093] prisira: やっぱルークの通常技いいの揃ってるよな
[14191.245] balthazar000: いい感じのスコアっすね
[14196.093] げろげろまる: 流れはあっちにあるな
[14196.248] redbull_daisuki: うめー
[14196.906] (S)Ai_Ingu: 8-9
[14198.263] mogu0621: おおおおお
[14199.830] manof_steal: Amazing set
[14201.145] ぷりにゃん: ボン・・・遊んだな
[14203.676] ちぇんぷる: あと1が遠いねえ
[14203.717] (S)完全変態: 追い上げてきたな
[14204.192] えこえこ: 前ステ反応できなくなってきた、ここまでか
[14204.918] akira_s_: 8-9
[14205.236] あり0221: マサ、ギアあげてきたか？
[14205.895] mogu0621: （Bon）８－９（Daigo）
[14207.782] dogousouken: まくられそう
[14207.981] quwrof_sb: やるぅ
[14208.324] prosciu: まくられる？
[14208.476] (S)りゅうぅ_: 痴  女 ｗ
[14208.831] (S)ましゅダヨ: 頑張れウメちゃん！
[14210.090] llbastardll: @cosmoman78 Congrats you can make simple observations!
[14211.457] (S)Ganondorf_nulvi: Wow bonchan comeback
[14212.078] シミズム: マジかー
[14213.039] mogu0621: すごいねｗ
[14214.710] (S)fahmy0825: Daigo start very strong but Bonchan adapted
[14216.467] だいこん_: 老師怒涛の追込
[14216.750] Dregorar: @cosmoman78 You're being fake, you're an outside viewer observing seeing mistakes and then stating ''omg the mistake'' not realizing it's a reaction and guess based game and sometimes you mess up
[14218.863] domontyan: がんばれうめちゃん
[14229.629] dedoo0o: マサすごいな
[14232.787] cosmoman78: @llbastardll  Thank you
[14232.831] shashuh: How many fights have they had today
[14235.876] redbull_daisuki: 老師の攻めが鋭い
[14237.405] chanmipoin: 大フラにインパクト打とうよ
[14239.311] bahamaspajama_s: ^^
[14244.074] (S)~MISSING_COMMENTER_INFO~: 梅原さんガンバレ〜
[14252.556] llbastardll: @cosmoman78 😊
[14255.661] ~MISSING_COMMENTER_INFO~: @shashuh i think this is game 17
[14266.610] ぷりにゃん: コパでしたね
[14267.634] shashuh: @nani_fgc is it close?
[14267.986] (S)fahmy0825: Damn
[14274.475] domontyan: 完全に対応されたのか
[14275.392] えこえこ: ラッシュ通らんし、龍美もだめか、もうここまでみたい
[14275.720] ~MISSING_COMMENTER_INFO~: @shashuh 7-9 diago
[14277.618] quwrof_sb: 崩せねえな
[14278.827] cosmoman78: @dregorar  Nah, those are legit reaction mistakes, not guessing issue.
[14280.037] (S)Itsfreakyyyy: Let's go Bonchan !
[14280.480] johnnyppas: 勝ってくれウメさん
[14281.081] (S)Ai_Ingu: 8-9
[14284.357] prisira: 大フラにインパクトはＳＡで返されるんじゃないっけ
[14284.589] shashuh: @nani_fgc oh wow
[14289.923] leafade07: 老師最強
[14290.975] ~MISSING_COMMENTER_INFO~: 8-9 actually someone corrected me
[14294.311] PraiseTheCulprit: They doing a ft10?
[14297.762] (S)Itsfreakyyyy: "reaction mistakes" that's new
[14301.125] mogu0621: FT10
[14316.211] えこえこ: もう無理そう、ここまでか
[14320.182] keikohiro: お
[14320.719] (S)Ganondorf_nulvi: Someone wake daigo up
[14323.120] scottiever06: マサ本気出してきたな
[14324.148] (S)りゅうぅ_: ＣＡ
[14325.034] chanmipoin: じゃあﾊﾟﾘｨか
[14327.338] isekai7153: マサの連勝か
[14330.537] Dregorar: @cosmoman78 You make reaction mistakes because people don't always do the same thing? And sometimes it throws you off? Which is.. mostly the point? Bruh
[14333.506] (S)Itsfreakyyyy: 9 - 9 
[14333.543] shashuh: Do most people in here use a hitbox? I just looked it up and it looks awesome
[14335.264] (S)Ai_Ingu: umeHotoke
[14338.445] ~MISSING_COMMENTER_INFO~: are there any good Kims in japan
[14344.512] ~MISSING_COMMENTER_INFO~: or were they all smart enough to drop her
[14350.402] keikohiro: 何待ちなんだろうか
[14350.546] (M)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[14361.775] (S)idkenny: Intense
[14368.192] akira_s_: デュースなし？
[14368.316] ~MISSING_COMMENTER_INFO~: 9-9
[14368.506] (S)Ai_Ingu: 99
[14368.978] 496shikuro: おし
[14369.610] 新ころりん: フルフル
[14369.672] v_harumi_v: がんばれー
[14371.230] GuilesGardenYT: Freeze frame input *** hold Buttons to stop DR. Close range hold throw on freeze frame to always grab.
[14371.375] prosciu: 波動拳
[14371.405] (S)fahmy0825: Damn from 5-1 to 9-9
[14371.700] renoarenoa: ゲージ回復したいんだろうけどすーぐ後ろ下がるのやめたら
[14372.513] えこえこ: 昇竜でねぇ。。がんばれ。
[14372.531] (S)完全変態: お互い硬かったな
[14373.243] mogu0621: （Bon）９－９（Daigo）FT１０
[14377.476] johnnyppas: めちゃくちゃ粘ったけどくぅ
[14377.546] ちぇんぷる: フルフルだーーーー
[14377.805] lucia_morgan: おもしろ
[14378.626] (S)Ganondorf_nulvi: Incredibile
[14378.850] keikohiro: いっそインパクトだった
[14379.133] erisuk: 逃げ切れなかった～
[14379.218] nikukuisugi333: まじかよ
[14379.960] げろげろまる: これはやばいですね
[14381.401] dxgenre: すげい。。。
[14382.348] ぷりにゃん: ケンのテーマだいける
[14384.275] balthazar000: フルフルだけに白いねぇ
[14386.061] redbull_daisuki: 最後だー！頑張れ！！
[14386.602] mogu0621: すげえなｗｗ
[14388.685] (S)titilrin: master Bonchan
[14389.443] cosmoman78: @dregorar  Dyde, you dont even need 200IQ to see Daigo made so many mistakes. Just look at the score and how Bonchan overtake him now
[14390.585] yomogi0610: 老師ぱねぇ
[14395.195] (S)bikibiki999: あっつい
[14397.871] えこえこ: 端攻めに明確な課題じゃね
[14398.802] mogu0621: Daigo ! Daigo !
[14399.936] shashuh: Luke has to be S tier character, right?
[14400.728] カブトシロ: 大一番です！
[14404.383] quwrof_sb: 流れが悪い
[14406.512] potocki1810: パヒ
[14406.768] (S)Ai_Ingu: yes
[14419.031] redbull_daisuki: んー
[14423.974] (S)如月うづき: 後ろ下がるのはアングリーの参考にしてる
[14423.978] ぷりにゃん: ボンちゃんがどんどん成長してて草
[14425.094] (S)Itsfreakyyyy: @cosmoman78 No Bonchan just got the pictur so yeah THAT MAKES SNESE
[14428.402] ~MISSING_COMMENTER_INFO~: NotLikeThis
[14428.672] かべ_娘は双子: コメ欄にリーガーおる？
[14431.942] えこえこ: 六連勝されるってひどいぞ
[14434.355] (S)完全変態: うわ痛いな
[14434.447] King_Fuudo: もう雑談してんじゃねーぞ
[14434.994] keikohiro: 出すと思った
[14435.046] (S)Ai_Ingu: luke and ken both strong
[14435.795] v_harumi_v: がんばれがんばれー
[14436.919] prisira: ２０００だっけ今の昇竜
[14449.058] mogu0621: （Bon：Luke）９－９（Daigo：Ken）FT１０
[14452.101] 寸止め: beast! beast!
[14458.815] えこえこ: おつかれっした！
[14460.525] (S)Itsfreakyyyy: PogChamp
[14460.643] keikohiro: おわた
[14460.792] (S)Ai_Ingu: gg?
[14463.700] ymdmad: あまりにも匂ったパナし
[14464.050] kidcomb0: These characters are both s tier according to pros
[14464.300] ぷりにゃん: 明らかに最初と、ボンの動きが違うぞｗ
[14464.354] だいこん_: umeMezame
[14466.460] (S)完全変態: OD昇竜2000もあるのか
[14466.751] mogu0621: ウメちゃん！
[14468.787] scottiever06: 途中で本気出してきたから…
[14469.634] ~MISSING_COMMENTER_INFO~: 所詮スピアマン
[14474.537] quwrof_sb: ノリノリやん
[14475.397] (S)りゅうぅ_: たまたま体力で受けたｗ
[14476.207] gametilldawn: Keyboard commandos at work in chat 🤣
[14476.898] (S)bikibiki999: 対応されたかぁ
[14477.091] heijitusan: ウメちゃん成長したんじゃなかったん？ｗ
[14477.820] (S)idkenny: Lucky 
[14477.917] shashuh: COMEBACK
[14479.997] mogu0621: スピアマンで終わらないでえ
[14480.599] tazawa_1gousei: コメント欄クソガキ沢山だぁ
[14482.874] (S)kani7321: それでもビーストなら…！
[14484.704] erisuk: あとちょっとＣＡなのにな～残念
[14485.240] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[14488.725] えこえこ: 待って止まったら終わる
[14492.426] dxgenre: ＧＧ
[14492.440] dogousouken: なんか飲まれてもうたな
[14492.851] v_harumi_v: ＞＜
[14493.200] (S)Ai_Ingu: gg
[14493.538] domontyan: あああああああああああああああああああああああああああああああ
[14493.766] yomogi0610: あああ
[14494.137] MEEKaillim: LUL
[14494.240] ヨコグシ: ｗ
[14494.922] ~MISSING_COMMENTER_INFO~: gg
[14495.058] (S)Itsfreakyyyy: retroe9Ryuu
[14495.207] erisuk: いやなまけかたｗｗｗ
[14496.006] mogu0621: つえええｗｗｗ
[14496.032] akira_s_: うわあああああああああああ
[14496.176] (S)bikibiki999: 成長したから9勝なのでは？
[14496.218] johnnyppas: マサの対応力におそれいりました
[14496.623] potocki1810: ｗｗｗ
[14497.268] (S)fahmy0825: Daaamnn
[14497.272] nikukuisugi333: ぎゃああああああ
[14497.537] careful_crab: wwwwww
[14498.486] nocatnolife1: ｗｗｗｗｗｗ
[14498.880] haipung: gg
[14498.984] (S)idkenny: umeSad
[14499.019] (S)fahmy0825: Bonchan
[14499.248] えこえこ: おつかれっした、さすがに。。。。
[14499.451] ちぇんぷる: 急に色々湧いてきて大変だあ
[14499.495] keikohiro: えええ
[14499.582] tama_ko: 年齢チェックッケイ！！！
[14499.956] renoarenoa: 歩き投げ全部通ってんな
[14500.192] Ceciltaisa: あああああ
[14500.334] (S)Ai_Ingu: nice fight
[14500.573] 皇帝ルル: 最後はおじチェック
[14500.909] (S)fikat_0702: わあああああ
[14501.095] (S)完全変態: 中段！！！！
[14501.241] (S)tama_zx61: まずか
[14502.052] (S)idkenny: Gh
[14502.844] mogu0621: （Bon）１０－９（Daigo）FT１０
[14503.722] (S)idkenny: Gg
[14504.012] 寸止め: されちゃったw
[14504.789] burisuke: OD昇竜めっちゃくらった
[14505.076] (S)fahmy0825: amazing
[14505.426] だいこん_: おじチェック一閃！
[14505.713] hatomugi101: 6連敗はきつかったね
[14505.721] (S)yamato925925: お疲れ様！
[14505.724] 黒猫くん: あらまぁ
[14506.136] potocki1810: ＧＧ
[14506.793] げろげろまる: これは完全なる負けっすわ
[14506.861] v_harumi_v: lackesis: ウメちゃん生ラッシュを簡単止める方法が発見されたらしい、暗転中ボタン押しっぱすればいい、中距離は長い技を、近距離は投げ、暗転に反応出来れば是非試してみてください
[14507.163] tama_ko: 生ラッシュのやつ確認
[14507.399] (S)kani7321: GG！！！！！！
[14507.981] manof_steal: Amazing set man gg
[14508.036] ~MISSING_COMMENTER_INFO~: 遊ばれたな
[14508.239] t_orange1000: 後半完全に内容で負けちゃいましたね
[14508.515] (S)Nagare765: OITA
[14508.946] (S)fikat_0702: 成長を感じる
[14509.046] (S)りゅうぅ_: Spearman!!
[14509.218] johndoe6523rp: lackesis : ウメちゃん生ラッシュを簡単止める方法が発見されたらしい、暗転中ボタン押しっぱすればいい、中距離は長い技を、近距離は投げ、暗転に反応出来れば是非試してみてください
[14509.740] dxgenre: いーで
[14509.793] mogu0621: 大分よかった！
[14510.195] (S)mart_00_: GG
[14510.726] latenight000: チャン・ボン・ラオシー
[14511.186] (S)bikibiki999: おもろかった
[14511.423] ~MISSING_COMMENTER_INFO~: ｳﾜｯ ちいかわやん
[14513.434] 寸止め: gg
[14513.504] (S)Ganondorf_nulvi: What a comeback
[14513.653] あり0221: スマジかぁ珍しい大逆転
[14514.040] nikukuisugi333: これはいかんですよｗ
[14514.843] lucia_morgan: でもボンちゃんも自分にイライラしてたね
[14515.135] (S)りゅうぅ_: lackesis : ウメちゃん生ラッシュを簡単止める方法が発見されたらしい、暗転中ボタン押しっぱすればいい、中距離は長い技を、近距離は投げ、暗転に反応出来れば是非試してみてください
[14515.652] erisuk: ガラっと追い上げたね～
[14516.068] nebulous321: wow luke is cheap lol
[14516.099] shashuh: That guy was good
[14516.513] prosciu: すげーまくられたー
[14516.686] derwace_lifolve: 高橋大逆転正人
[14517.124] one596: おじ
[14517.921] Ceciltaisa: めちゃくちゃ良い勝負だった
[14518.420] ちぇんぷる: おしかったねえ
[14519.135] keithlee24: gg
[14519.177] johnnyppas: こっちが成長したら向こうも成長するんだなぁ
[14519.529] dogousouken: やっぱリーガーやね
[14520.304] rasrumbardio1: Daigo is look very bad 😕
[14520.495] BATAKE21: この前の処理から詰まったね～
[14522.148] blackuma: めっちゃいい勝負になってたね。ぱなし要所でとめられなかったのもったいなかった
[14522.541] (S)junjamaica: 槍折れた？
[14523.726] akira_s_: 怒涛のコペピ
[14524.409] chanmipoin: ウメハラ、俺悔しいよ
[14524.568] (S)hiro_chan: やりを磨いたおかげ
[14524.905] nen_100: これは老師
[14525.142] (S)otyenco: なんか良い
[14525.156] hoshi_boshi_0: っぱボンちゃん強いよ〜〜
[14526.064] redbull_daisuki: 決め切れんかった
[14526.515] King_Fuudo: 3時間しょーもない雑談してるおっさん
[14528.871] mogu0621: めっちゃ面白かったｗ
[14532.558] ﾃﾄﾗﾝ: 1-10が9-10になった
[14533.637] domontyan: ウメちゃんおつかれさまでしたああ
[14533.899] (S)hiro_chan: 反応速度は変わらんやん
[14535.055] (S)Itsfreakyyyy: What a set man
[14537.253] (S)Jam10505: lackesis : ウメちゃん生ラッシュを簡単止める方法が発見されたらしい、暗転中ボタン押しっぱすればいい、中距離は長い技を、近距離は投げ、暗転に反応出来れば是非試してみてください
[14539.247] thraximundaru: 暗転中に反応でボタン押すって無理じゃね
[14541.061] ledlight9413: 1-10から9-10だから次は勝つっしょ
[14542.555] ぷりにゃん: 途中で本気出してきたね
[14543.581] えこえこ: さすがに。。がんばれ。
[14544.650] renoarenoa: くっだらね雑談無駄だったな
[14546.116] (S)hiro_chan: 簡単になって無くね？
[14547.131] keithlee24: great match
[14547.860] qty11: もっとやり込めよ
[14547.906] cosmoman78: Yup from 8-4 got overtaken to lose. That was really bad. I love Daigo man, vut no offense his last 5 fights therr was terrible
[14548.113] nyata1234: 前半ボンのミス多すぎたけど、まだ実力差感じるなぁ
[14548.775] (S)mart_00_: 最後まくられちゃったなー
[14550.086] (S)bikibiki999: 大分成長したね
[14553.739] shashuh: @rasrumbardio1 he’s like 42 years old lil bro
[14556.176] v401: そもそも暗転するんか？
[14559.023] nebulous321: MASTER rank Lukes are not easy
[14559.070] (S)りゅうぅ_: spearman!!
[14560.744] necomuraneco: 暗転とは
[14564.197] burisuke: 前半はボンちゃんのミスの多さに救われてたけど、後半立ち直ったね
[14564.314] roytaly: どういうこと？
[14565.561] 1108044k: 数字的には良い勝負だったけど最終的には結構きつそうなかんじだった
[14566.586] オルた: 槍が最強ってことでいいか
[14568.157] isekai7153: 暗転がよくわからん
[14569.417] prisira: 暗転中コマンド消えるからじゃない？
[14570.914] (S)tabibitox: 1本とったあとの2本目でsa3使って仕切り直しはえいあが激怒してそう
[14575.257] (S)romamaloico: 暗転１０Fだっけ
[14577.216] 496shikuro: いい勝負見れたわ
[14579.432] (S)hiro_chan: 暗転の入力抜け防止だけやん
[14579.507] radi38: 暗転と言うか時計止まるときかな
[14586.441] johndoe6523rp: おもれった
[14586.971] (S)ふぁんつい: 10フレ止まることを、暗転って表現してるかんじかな
[14587.922] yomogi0610: 叩いてる奴なんなん
[14589.119] latenight000: それって簡単に止めれるんか
[14597.502] rasrumbardio1: @shashuh He is goated, just wanted to see how thin-skinned people are in this chat
