[32.079] れいとろん: にちは〜
[23838.273] モリケイ: 家族いる時は流石に？
[23842.107] kuuderia: ザンギ中アシコンと大アシコンほとんど一緒なの可哀想すぎる
[23842.435] siuman2: 空気読めってやつね
[23845.459] あはとぽけ: 高木がコーチしてて泣ける
[23845.704] かめめさん: スト6から色んな人を知ったんですが、各ゲーマーの人たちの小話や冗談が面白いのは、おじさんが多いからですか？
[23845.819] (S)nyamorine: アシコンって良いアシコンは上級者クラシック勢が欲しいやつあります？
[23846.467] pori7924: 電車の乗り換えとか？
[23851.105] (S)美濃屋善兵衛: うんこ我慢してる時にサインねだって良いですか？
[23851.350] (S)musi_namazu: スシローではやめとけ
[23852.761] (S)yamaasira: スロットしてても？
[23853.916] モリケイ: まじで？
[23854.356] odoroodoro: ザンギのアシコンも変わってるって聞きました
[23854.837] (S)masamasa_19: 草
[23860.123] aw11tara: 人が多すぎなければって感じっすかね？
[23860.316] 灰原_: 対応したの？
[23861.593] iamatomic45510: よー野崎ー
[23866.548] (S)aegis32006: パチ屋で並んでる時ツーショット頼みますわ！
[23870.623] p4seri: なんなら入学式でも話しかけられたし
[23871.071] Dev9ru: 小学校の行事参加で話かけられそう
[23873.011] (S)LooseDash: はい、おはよ！
[23875.591] atamamiru: 地下鉄でブリブリ～する漢だぞ！
[23876.449] カンラク: EVOJとかもお見かけしてそわそわして終わっちゃった..
[23880.934] daikun111: 入学式でも撮ってたよね
[23882.261] kuuderia: エド弱アシコン中ブリッツ締め本当ならだいぶ強いですね
[23883.036] 灰原_: すーご
[23883.794] aw11tara: 入学式でしたっけ？
[23889.930] (S)LooseDash: 園児「どぐらさん！！！！！！」
[23890.154] tibita72: ひなーの配信終わったので移動
[23890.745] 蒼い人: うんこ中に襲撃とかガンツの加藤かよ
[23896.259] 高カロリー豆腐マン: 長渕！
[23898.378] jay_jan: 初心者の自分は立ちガードばっかりで、中足バシバシあたるわ。斜め後ろ入れるの忘れる。。。
[23899.303] jyo9016: ひなーのを見守る会終わってたざんねんむねん
[23901.128] きそば: 仕込み疑われた話好き
[23902.995] mix_camp: ザンギのアシコンはなんでダブラリなんってみんな言うけど逆に他に何があんねんとは思う
[23903.126] purin115: どんどんいろんな人がストリートファイター6やってくれてて嬉しい
[23906.363] あつ氏_: トワ様プラチナ行ったーーーー
[23912.661] (S)sysysysy: ちゃんと娘さんの前では称える感じで行くって
[23913.138] (S)やぎう氏: トワ様プラチナおめー
[23918.098] (S)masamasa_19: おおーおめー
[23920.508] pori7924: どぐら知ってる幼稚園児とか親の教育疑うで
[23921.943] モリケイ: どぐらさんのサインってどんなの？
[23926.264] ただのぶいすぽ好き: どぐにゃん歌みた聞いた？
[23927.710] tkgnotamago: おめでたいなぁ！
[23927.814] aw11tara: おめー！
[23929.558] damuino_mark2: じゃあスロットでどぐにゃんが負けてる時に隣で当てて、白々しく「あれ？どぐらさん？」って話しかけますね
[23930.623] こすもどりっぷ: わーお
[23932.185] slmeret: トワ様がんばってるなーしかもデバイスかえたよね
[23932.946] daikun111: ゲーム好きな人なら身バレするわな
[23932.984] tibita72: マジか、すげえな
[23935.849] (S)ekiben_taro: トワ様やる気凄いじゃんねぇ
[23944.619] S_Aoi02: レバーレスに変えたもんねー
[23945.248] oreyuta: ようやっとる
[23947.589] yoshikawa_yo: 続けてくれるのがいちばんうれしい
[23947.741] dagimal: レバレスプラチナや！
[23949.459] モリケイ: 江戸でプラチナすごいな
[23950.918] tibita72: キツネに変えたばっかりなのによう頑張ったな
[23950.997] pawafu1_: レバーレスに変えたばっかりなのにすげえな
[23954.747] absolute093: どぐらさんって声ですごい分かりそう
[23957.036] autout: 今年もまだまだ盛り上がりそうですねえ
[23957.596] あつ氏_: レバレスに替えてプラチナ偉すぎ！
[23958.763] モリケイ: キツネ！？
[23964.304] ハルえもん: 大会終わってからも続けてくれてるのがまずうれしい
[23967.833] mix_camp: もしかしてエド村の民結構増えてます？
[23968.138] (S)うちま_: トワ様今レバーレスなんだ
[23969.323] pori7924: プラチナからボーナスなくなるから長い道のりが始まる
[23970.954] モリケイ: また高いﾚﾊﾞﾚｽ使ってますねえ
[23972.093] slmeret: レバーレスに適応すんの速すぎだ
[23972.750] tetsu_kaede: スパチャチャンスや！
[23974.392] (S)masamasa_19: 楽しそうで何より
[23976.428] (S)mayotama028: めっちゃASMR
[23976.474] (S)yamaasira: モダンでレバーレス大変そうだけど頑張ってんねぇ
[23976.619] kinama_92: レバーレス移行したばっかなのに凄いな
[23977.715] (S)美濃屋善兵衛: あー、デバイス変えてプラチナは本当に凄いな
[23979.579] purin115: これから豪鬼来てその後にまたシーズン2のキャラ発表があると考えるともっと人増える可能性がある
[23983.268] wakimon19: スト6の未来は明るい
[23984.633] mugikuro_: ひなーの始めたのきっかけでスト６復帰したけど、無事マスターいけました
[23984.926] なつき09: 皆よく話しかけられるな EVOJでどぐにゃん見かけたけど話しかけられんかった
[23985.021] (S)dodoi2: トワ様の台パンはとても楽しい気持ちになれる
[23986.537] headrokoko: 途中発狂しかけながらやってたw
[23987.959] ハルえもん: たちに貰ったキツネ
[23988.453] カットマン: トワ様とひなーのって接点あるのかな？
[23991.325] daikun111: パッド昨日からデビューで練習してるけど暫くはムズそう
[23992.984] bucho_0409: こう言っちゃ悪いけど続けるとは思ってなかった
[23998.514] (S)masamasa_19: マスターおめ！
[24002.098] pawafu1_: マスターおめでとーう
[24002.187] kinama_92: ちゃんとやってくれてんのまじで嬉しいね
[24006.116] tibita72: プラチナ行ったら立川のコーチング受けるって言ってたからこっから一時トレモだろうね
[24006.449] mugikuro_: ひなーのとトワ様接点あるよ
[24006.987] (S)ekiben_taro: ひなーのもパッドに慣れたらすぐランク上がりそうだよ
[24009.340] ぎめい: PADから板って移行時間かかりそうなのにね
[24013.948] (S)AKH233: 友人に教えてもらいながら今日ルークでダイヤ行けました！
[24018.867] (S)やぎう氏: アキロゼさんもガイル村で交流してるし、嬉しい限りや
[24022.996] モリケイ: Vtuberの人達まじで続けてくれてるのありがたい
[24024.055] raspberryjam88: トワ様とひなーのはリアルでも遊ぶ関係だよ
[24025.989] ただのぶいすぽ好き: どぐにゃんぶいすぽの歌ってみたとか聞かんの？
[24031.513] oreyuta: ダイヤおめ～
[24032.632] (S)masamasa_19: おめ！
[24032.780] (S)美濃屋善兵衛: ダイヤおめでとう
[24033.360] Tyokinhami0303: おめでとう🎉
[24034.556] hige_yarou: おめでとー
[24035.112] カンラク: だいやおめー
[24040.783] mix_camp: おめでとうやでー
[24041.882] あつ氏_: トワ様元々FPSうま娘だからなぁ
[24042.170] mugikuro_: おめー
[24043.702] pawafu1_: ダイヤおめでと～
[24045.002] goose0914: すごいなーダイアy
[24049.976] pkuzu: 本当に思ってるのに謎に白々しい
[24050.379] ただのぶいすぽ好き: おめ
[24051.626] pori7924: 個人的ソフィさんがあんなにイベント終わってもやるとは思わなかった
[24056.014] tkgnotamago: おめ！
[24056.445] (S)masamasa_19: みんな触ってくれるのええことやね
[24062.910] jay_jan: 今始める人って、レバーの棒人間って圧倒的少数だよね。。。どぐにゃん レバーレスの質問どうすんの？
[24066.204] モリケイ: ダイヤおめでとう！あとちょっとで魔窟MRやね！
[24067.538] headrokoko: 高木&りりむがなかなか意思疎通に苦労してますなーw
[24070.091] yohtube7s: 自分もエドで始めた
[24070.980] glock_tmt: おめでとぅ
[24071.990] あはとぽけ: ゴールド5から潜る気力無くなってきたので喝入れてください
[24076.253] 和や窯: この前まで1キャラしか使ってなくてサブキャラ使いだしたら更に楽しくなた
[24076.820] slmeret: 発売からもうすぐ1年なのに勢い落ちるどころか上がってない？
[24082.486] ツーたん: マスターまであと300まで来ました 一言応援貰えると嬉しいです
[24098.977] pori7924: 負けるの怖くてランク行けなくなるのわかる
[24106.635] (S)AKH233: 友人に何回か動画送って課題をもらながらやっました
[24107.280] モリケイ: トレモ楽しいよ？
[24110.464] 四畳半448: どぐらさんこんばんは。スト6やっててデバイス差を感じる瞬間はありますか？
[24110.762] matari2: 内容見よ
[24110.864] (S)美濃屋善兵衛: マスターまではチュートリアルおじさん「マスターまではチュートリアル」
[24111.178] pawafu1_: トレモに籠ったっていい
[24111.854] kinama_92: ランクマ潜る気力なくなるのよくなるわｗ
[24112.391] glock_tmt: モダンザンギでダイヤまですんなり行けたけどそこからエグいっす
[24114.677] nittao20: 格ゲー苦手意識あったけど今では一番ハマってる
[24117.508] buryuringo: むしろ負けた時こそ伸びしろよ
[24117.609] tig_hag: プロでもMRでヘラってるのに
[24118.394] カンラク: バトルハブたのしいよ
[24120.786] katanantoka: ポイント気になっちゃうよねぇ。わかってあげられるよ～
[24122.388] (S)AKH233: マスターまで頑張です！
[24125.385] bucho_0409: よく言われるけど何かを出来るようになることを目標にした方が腐りづらい
[24125.488] キングだーん: なんか大会でもあんの？
[24126.039] mugikuro_: 実際ひなーのきっかけで復帰したし配信者の影響かなり大きい
[24128.139] (S)yamaasira: 後7年遊べるゲームだから今のランクなんて気にしてもしゃーないねん
[24129.873] シルビィ: ランクマでLP気にしなくなったらランク上がったはマジである
[24131.999] sandy9012: カジュアルマッチいこうぜ楽しいよ
[24135.862] 地球最弱を継ぐもの: 俺はじめて格ゲーしたとき勝率10%とかだったよ
[24137.647] しゃうろ: 全然MR１５００安定しない件
[24139.227] 灰原_: ランク気にし出すとキリないのよね〜
[24140.182] モリケイ: 自己責任ってのがええよな
[24140.545] kinama_92: ポイント気にしすぎて疲れちゃうのよね
[24142.169] aw11tara: 勝ったら嬉しい、負けても普通って思わないと病む……今の俺がそう……病む……
[24150.981] カンラク: 誰かのせいにしたいけど自分の顔しか浮かばないゲーム
[24151.045] あはとぽけ: DinoDance
[24152.676] glock_tmt: モダンの偉大さよ
[24152.930] アンジエラ: レジェチャレは本当に参考になった。初格ゲーでC AKIでマスター行けた
[24154.780] mugikuro_: 操作難易度がね・・・
[24155.231] (S)masamasa_19: ランクマ戦場だと思いますがみなさんガンバ！
[24157.950] (S)muzai0128: 負けるとムカつくが故の中毒性も高い
[24158.904] headrokoko: コマンドがねー
[24159.271] yahohora: 上達を基準にすると辛くなるね
[24162.031] p4seri: LOLとかOWもそうよね
[24163.256] pori7924: 高かったねぇ見た目シンプルなのに難しすぎる
[24163.345] キョソ: ２、３日まえからA.K.I.始めたんですがむずすぎませんかこのキャラ？
[24163.898] pawafu1_: ポイント気にしないのが一番なんだろうけど気になるのわかるってあげられるよ
[24165.121] tig_hag: どこまでいっても自分より強いやつと当たり続けるから一生精神修行や
[24165.483] mugikuro_: モダンありがとー
[24169.044] (S)ekiben_taro: プロのランクマ配信見ると、プロも負けながら頑張ってるって勇気貰える
[24171.104] karakabocha: そこのハードルをモダンがさげてくれたと思います
[24171.637] slmeret: ワンボタン必殺とアシストコンボありがとー
[24173.634] tkgnotamago: モダンいつもありがとう
[24174.669] ラス爺: アシコンはありがとー
[24175.769] モリケイ: コンボという再現性の高さ
[24176.289] siuman2: ある程度動かせないと楽しくないですもんね
[24180.873] (S)AKH233: 格ゲー自体は初めてですが成長を実感しやすくて楽しいです！
[24181.083] ぴろりーぬ: 11月から初めて3月末でマスターいけました、勝っても負けても楽しかったから続いた気がする
[24181.684] ぎめい: 完封されたときの絶望感も格ゲーならでは
[24181.845] yamadasrm610: 立川さんトワ様に赤スパしてて草
[24190.936] 灰原_: 友達と一緒に始めたらやる相手いたりして楽しいと思う
[24192.113] daikun111: MR1400から1600 行ったり来たりで1700超えない
[24193.232] tibita72: 自分が読み切って勝った時にスーパー脳汁出るからねえ
[24193.925] しゃけはーと: 2日で沼ってダイヤ4からダイヤ2まで落ちたけど変わらず続けてるわ、このゲームおもろいっス
[24195.276] marosoon: 友達に最低限のこと教わるまでアイアン床ペロだったから教えてくれる人がいるかどうかはだいぶ大きい気がします
[24197.006] かめめさん: 各ゲーって、1人での勝負だから、配信聞きながらのんびりやったり、本気で集中するのも自分のかってだから、やりやすい
[24202.800] kinokaren: 最近はFPSでもスキルとかウルトとかあるけどそれでも格ゲーの技の多さ大変そうにしてるよね
[24203.482] (S)yamaasira: ときんすもMR100一気に溶かすんや
[24206.124] oreyuta: あの天才かじゅですら減らってたんやぞ
[24207.422] 灰原_: w
[24207.600] tenten9010: 対人戦ゲームで初めて怒りを覚えたゲームｗ
[24211.124] aw11tara: 普通に勝率6割～7割とかですよねぇ
[24212.348] (S)dodoi2: タチのイキリ報告助かる
[24212.812] たぬきの人: GBVSやってからスト６始めたけどホンマにおもろい
[24213.704] カンラク: どぐらさんのメインキャラ以外での戦い方とかの考え方すごく参考になってます
[24214.876] (S)美濃屋善兵衛: ちゃんと赤スパ送れる？
[24215.536] tig_hag: タチとかでも目標MR行けなかったりして足掻いてるのがもう
[24216.320] glock_tmt: プロでも対処が難しいインパクトの存在が絶妙なんよねぇ
[24218.822] ジュニアザンギエフ: ランクマ一生負けない人間いたら余裕でcc優勝します
[24220.233] p4seri: マゴさん溶かしまくってしなしなのやつ好き
[24223.310] mugikuro_: 10割は勝てないもんなぁ
[24224.603] ブラッドリンク: これもし鉄拳コーチングだったら、もっと難しかったです？？？
[24235.342] wakimon19: 勝率50%あればマスターは踏めるゲームだからね
[24235.847] (S)LooseDash: ちゃんと文章入れとくんだよ！！！間違って無言赤スパすんなよ！！！！！！
[24241.747] guubii39: キャラを知ることでストレスはかなり軽減できた
[24241.922] tibita72: 今日カワノが読み外しまくってひどい負けた時にコメント爆笑してたからなあｗ
[24243.475] モリケイ: 横移動むずいっす
[24253.364] hanaya1202: どくにゃん。。
[24253.567] ブラッドリンク: モダンのお陰だいぶありそうやなーって
[24255.456] atamamiru: リベンジ
[24260.348] tetsu_kaede: ぼたんさんのときとは違うんや！！
[24260.416] T_SHILVER: ランクマ負けなかったらMRで沼ってる配信が見られないからな
[24261.891] p4seri: ちゃんと文字入れや
[24262.112] hanaya1202: いいむひめを助けてください。。
[24264.168] あつ氏_: トワ様のプラチナ行くまで次コーチ受けないという固い意志！！
[24265.273] モリケイ: 広告w
[24266.438] キングだーん: 近いうちに大会あるの？
[24268.508] ただのぶいすぽ好き: ん？
[24268.839] リ一ベ: 高木は流石にコーチングの方は苦労してるなｗ
[24269.478] pori7924: 勝った時脳汁出るでほんま
[24270.912] (S)やぎう氏: 広告で草
[24271.909] headrokoko: クラシックもやってみたいけど左向きになったら昇竜出せなくなるのが辛い
[24273.081] glock_tmt: トワ様も続けてくれるのがありがたや～
[24273.164] domontyan: ！！？
[24276.900] hiiirooo777: 自然体で恋をするなら……
[24279.002] モリケイ: プレミアム入りなさいよw
[24279.265] 灰原_: 広告笑
[24282.667] ただのぶいすぽ好き: crカップどうなんやろ？
[24283.533] pori7924: なんでマッチングアプリの広告が出るんですか？？
[24287.923] oreyuta: えっちなさいといった？
[24288.174] pawafu1_: 自然体で恋をしろ！
[24290.286] (S)nyamorine: ASMR始まったかと
[24293.796] daikun111: パッドムズい
[24294.101] (S)美濃屋善兵衛: 練習の成果出ると本当に気持ちいいからなぁ
[24295.001] tetsu_kaede: 俺の画面の広告やとおもったｗ
[24296.277] (S)masamasa_19: 自然体でドスコイするなら？
[24297.017] ただのぶいすぽ好き: www
[24297.559] 再度落選の大統領マルモリ: 最近ウィズの広告ばっか出てくる
[24300.157] motsumotsumo: １８歳未満わな
[24301.342] mugikuro_: いいむもスト６始めたのか
[24301.351] 灰原_: スパチャ投げタイム
[24302.379] aw11tara: 可愛い声が
[24303.591] ettz7: トワ様、めっちゃ安定してて凄い
[24304.993] モリケイ: コンボが終わってるwww
[24307.635] glock_tmt: お父さん別Ver
[24312.235] towapon555: 音漏れとる
[24322.039] vra_oji: ｶﾁｬｶﾁｬｯﾀｰﾝｯ
[24324.140] 脚舐め太: こんやっぴ～
[24326.500] もぐるさん: トワ様のセンスやーばいな
[24329.885] ただのぶいすぽ好き: 違法視聴ですか？
[24331.802] pawafu1_: スパチャ準備中
[24336.896] サラバア: プレミアム加入してるアカウントで見ないのが配信者のセオリーなんやで
[24337.569] mugikuro_: 草
[24340.871] tkgnotamago: 悲鳴w
[24342.057] ただのぶいすぽ好き: 草
[24344.281] 羽根ペン: 音漏れてて草
[24344.365] oreyuta: 鳴き声が
[24344.514] tibita72: 草
[24347.381] (S)美濃屋善兵衛: 悲鳴がw
[24348.484] カンラク: ザンギやだ
[24348.917] marosoon: 音漏れてて草
[24349.656] hiiirooo777: 草
[24350.425] katanantoka: ｗｗｗｗｗ
[24353.181] (S)やぎう氏: ザンギ ザンギ
[24355.779] ただのぶいすぽ好き: www www
[24361.298] モリケイ: ｳｩﾝ…
[24361.545] tibita72: スクショマン
[24361.845] akueriasu0112: 2時間ずっと絵が変わってないらしい
[24364.922] ただのぶいすぽ好き: ザンギザンギ
[24365.878] kuuderia: りりむちゃん地頭は良いんだと思うけど理解するまで時間かかるのと考え方が結構独特なのがね
[24367.544] tkgnotamago: ｳｩﾝ
[24371.643] glock_tmt: うぅんのトラウマが
[24373.818] (S)美濃屋善兵衛: どぐらさんのせいでザンギアンチがまた一人
[24377.768] Tyokinhami0303: CRカップでひなーのとウメハラの絡みを期待する自分がいる
[24380.168] ただのぶいすぽ好き: ｳｩﾝ...
[24380.281] pawafu1_: 赤スパしたタイミングでゴールド落ちしたら気まずくない？
[24389.263] aw11tara: ザンギが来た時に「ウゥン」ってコメント流れるの最高やな
[24394.851] モリケイ: プラチナの下がゴールド？
[24405.169] 灰原_: そう
[24408.995] モリケイ: ほえー
[24411.920] (S)美濃屋善兵衛: ゴールド
[24414.224] カンラク: ぶれっしゅー
[24414.854] 脚舐め太: ｳｩﾝ
[24419.221] dosukoihokke: ｳｩﾝいかがですか
[24419.262] (S)やぎう氏: まめくしゃみたすかる
[24421.246] headrokoko: そろそろウゥンww
[24422.901] mame_riddle: やばw
[24424.912] towapon555: ｳｩﾝ
[24427.028] mugikuro_: ｗｗｗｗｗｗｗｗｗｗｗ
[24427.088] (S)dodoi2: 今ｳｩﾝされてるでしょ！
[24427.216] nolen9210: ほんとに投げに行ってるw
[24427.316] glock_tmt: そうかトワ様プラチナ行ったんか！
[24429.470] ジュニアザンギエフ: ウウンやめてね 
[24430.695] domontyan: やったｗｗ
[24431.316] tibita72: ええｗｗｗ
[24432.104] ハルえもん: おじさんさあｗｗｗｗ
[24432.619] shadowchiefzed: タチｗ
[24432.696] (S)美濃屋善兵衛: タチ？
[24432.971] mugikuro_: 音漏れやめてね
[24433.123] marosoon: そろそろｳｩﾝｗｗｗ
[24434.018] pawafu1_: ｳｩﾝ･･･
[24435.258] autout: いらないらしいw
[24435.346] tetsu_kaede: ｳｩﾝｗｗｗ
[24437.017] norapony: ウケたねｗ
[24437.318] (S)さとチャ: ええ”！？
[24437.881] (S)land200j: 草
[24438.315] ポンレー: いらないｗｗｗ
[24438.338] atamamiru: ｗｗｗｗｗ
[24438.689] 脚舐め太: いらないか～ｗ
[24439.749] p4seri: www
[24439.963] ryo6366: トラウマになってるやんけ
[24440.442] ricknicols: ｗｗｗｗ
[24440.892] oreyuta: なんやこれ
[24441.161] Biruron: ｳｩﾝいらない！
[24441.277] kochanmandayo: いらないってｗ
[24442.034] カンラク: ｳｩﾝ
[24442.749] (S)musi_namazu: ｳｩﾝ
[24443.684] dagimal: いらないって…
[24443.710] one596: ホロの配信の音載せるのはまずい
[24443.828] toto3210119: いらなかった
[24443.895] モリケイ: おい！どぐらさんのせいやぞ！
[24443.970] 灰原_: ｳｩﾝいらない言われてますよ
[24444.995] (S)さかじょん: ｳｩﾝいらないか～
[24445.168] ハルえもん: 音漏れやめてね？ｗｗ
[24445.871] つー__: いらないｗｗｗｗ
[24448.555] katanantoka: ｳｩﾝ
[24448.819] 梱包場のシン: あなたのせいでコメント欄にｳｩﾝが溢れてます
[24448.960] kangakus: ｳｩﾝハラスメント
[24449.033] hige_yarou: いらないかw
[24449.101] (S)ekiben_taro: なんかキモがられてません？
[24449.430] ぽぷらしーど: ウゥンやめてね
[24450.433] れいじー227: いらない言われたてます
[24451.437] aw11tara: いらねぇ(笑)
[24451.740] nana_121: 拒否ｗ
[24451.979] aviru428: 声けそっか
[24452.043] かめめさん: 各ゲーって、1人での勝負だから、配信聞きながらのんびりやったり、本気で集中するのも自分のかってだから、やりやすい
[24452.245] あつ氏_: ちょうどザンギ戦で草
[24454.285] (S)LooseDash: ネモさんに「どぐらってやつがVtuberにザンギで初狩りしてたぞ」っつったらどうなるんだろう
[24456.683] tetsu_kaede: ちょうどザンギやんｗｗ
[24456.831] mix_camp: 愛情の裏返し、ってやつかな？？
[24456.927] (S)masamasa_19: ウウンされてるｗ
[24457.773] may_you02: きしょいwwww
[24457.961] モリケイ: トラウマやんけw
[24458.226] dosukoihokke: きしょいｗ
[24458.971] (M)墾田永年私財砲: ｳｩ禁
[24459.098] DONKI_ch: そろそろ狩るか…♡
[24460.716] tkgnotamago: ｳｩﾝいかがですかじゃないんだよ！
[24461.315] ryo6366: キッショイwww
[24461.951] hanaya1202: ww
[24462.299] mugikuro_: 草
[24463.123] 脚舐め太: ｗｗｗｗｗ
[24463.165] ハルえもん: おまえのせいやぞｗｗｗｗ
[24463.217] pawafu1_: まずいっすｗ
[24464.576] ricknicols: BloodTrail
[24465.099] 灰原_: うおおおおおおおおおおおおおおおおお
[24465.189] ry0444: デバフｗｗ
[24465.291] ただのぶいすぽ好き: ｳｩﾝ...
[24465.977] aw11tara: 草
[24466.311] れんが: ｗｗｗｗ
[24466.813] 9211212a0105: ｗｗｗｗｗ
[24466.850] 羽根ペン: トラウマやんけｗ
[24467.044] kinama_92: ザンギにトラウマ抱える人多いなｗ
[24467.267] glock_tmt: ランク上がった毎にウゥンしてこかｗｗ
[24467.826] (S)LooseDash: んっBAN
[24468.620] domontyan: きずつくやつｗ
[24469.320] ヒガシ: NotLikeThis
[24469.915] ハルえもん: きしょいからやめてね？ｗｗｗｗ
[24470.329] (S)EMA__chan: にじホロぶいすぽにウゥン決めた男
[24470.686] モリケイ: 野崎さん！？
[24470.699] atamamiru: ｗｗｗｗｗｗｗ
[24472.129] ただのぶいすぽ好き: www
[24472.995] nolen9210: wwwwww
[24473.772] p4seri: シンプルに嫌われてるやんw
[24476.523] Dev9ru: のいず
[24476.617] aner10: あたさぁ～
[24476.731] ほいほい34: ｳｩﾝいかがですかじゃねーんだww
[24477.825] tanakazuki: キショイからやめてねｗ
[24479.291] huraikyuunekokakumei: きしょいwwwww
[24480.977] (S)美濃屋善兵衛: 出禁か？
[24482.441] tibita72: ひなーのもキショイって言ってたし人気やな
[24486.300] 脚舐め太: BloodTrail
[24487.157] ryo6366: 女性に大不評のウゥン
[24488.052] glock_tmt: デバフ言われてて草ｗｗ
[24488.633] ただのぶいすぽ好き: 嫌われてますやんwww
[24488.711] kentaro_y: BloodTrail
[24491.272] モリケイ: CRからのお知らせ
[24491.296] (S)dodoi2: どぐらさんのせいで負けたんですけど？
[24491.615] 灰原_: これはBAN
[24494.181] mugikuro_: BloodTrail
[24494.878] 黒魔: BloodTrail
[24496.273] vra_oji: キショいじゃなくて体調悪いは大分本気かもですw
[24497.102] oreyuta: おじはきしょがられると喜ぶんだよね
[24500.934] mmmmmuna: プロ２人に可愛がられてるのはスゴいな
[24502.275] DONKI_ch: なんで不評なんや…………
[24502.410] Ruca_JBF: 体調わるくなってきたは草
[24503.577] ぽぷらしーど: ちょうどザンギ戦なのも草
[24506.162] oitaku11: アレクに並ぶコンテンツになろうとしてる
[24511.097] モリケイ: これどくらさんCRカップでれます？w
[24511.782] headrokoko: ウゥンされてるw
[24512.926] aw11tara: 今のVTuber三大事務所の女の子にウゥンを決めた唯一の男！どぐら！
[24515.541] mix_camp: みんな素直じゃないな～^^
[24517.913] kuuderia: トワ様いつの間にかキャンセルラッシュするようになってるんですよね
[24521.179] katanantoka: ホラゲーか何かをしていらっしゃる？
[24522.396] ただのぶいすぽ好き: ｳｩﾝ
[24531.673] モリケイ: きっしょw
[24533.547] vra_oji: ｳｩﾝ
[24533.570] ただのぶいすぽ好き: www
[24533.985] glock_tmt: キルステでバックステップできてる
[24534.190] autout: 海賊王
[24534.804] kochanmandayo: えぐいｗ
[24534.909] marrymerrymary0203: えっど
[24536.164] しぼみ: ｳｩﾝハラスメント
[24536.323] gentarousdm: やったった
[24536.648] 折田馬場: やったりましたか
[24536.939] yamadasrm610: きめえｗ
[24537.408] yamo426: ただのセクハラおじさん
[24537.569] ハルえもん: CRさーーーーん
[24538.209] 灰原_: 覇権ゲーすぎる
[24538.637] tibita72: お？
[24539.229] ヒガシ: WutFace
[24539.288] toto3210119: 実績解除
[24540.238] 脚舐め太: きもすぎではある
[24540.565] oreyuta: 次は日向坂か？
[24540.946] ただのぶいすぽ好き: ｳｩﾝ
[24541.131] dagimal: 称号
[24541.421] むしぱんと申します: ｳｩﾝ...
[24541.638] mame_riddle: おじさんさぁ
[24541.859] headrokoko: どくらチルドレンが増えてるw
[24544.279] (S)nyamorine: 変態
[24544.466] domontyan: ｗｗｗｗ
[24544.515] (S)美濃屋善兵衛: やったったぜ
[24545.015] tibita72: 炎上か？
[24545.507] モリケイ: お前のせいやぞw
[24546.374] カンラク: 全部出禁になっておく？
[24546.814] lion394: どぐら一門
[24547.013] ハルえもん: ざんぎヤダｗｗｗ
[24547.451] (S)yusakoi58: やっばw
[24547.653] (S)masamasa_19: そのうちリベンジ喰らってくださいｗ
[24547.902] ﾃﾄﾗﾝ: ｳｩﾝまとめショート動画作って
[24548.716] あつ氏_: トワ様のコメントにウウンっ溢れてて草
[24549.214] atamamiru: トラウマで草
[24549.317] haribo1031: wwwww
[24550.374] はろるど236: Vの女はしごしてるどぐにゃん
[24550.961] glock_tmt: ネモ「ですよね～」
[24550.986] pawafu1_: 次はゆのしーか
[24551.492] aw11tara: ザンギやりたくないw
[24552.778] うめ本: どぐにぃのウゥンをボイス販売してください。目覚ましにしたいです。
[24554.325] p4seri: そろそろお知らせポストくるか
[24555.308] bucho_0409: ハイタニの座、狙っとるな？
[24556.286] 梱包場のシン: リアクションが皆同じなのほんとウケる
[24556.844] なつき09: 次はななしいんくや
[24557.972] underground0714: CRからのお知らせ
[24564.957] 折田馬場: 正直ｳｩﾝ……大好きです
[24565.808] (S)dodoi2: なんでこんなに嫌いなんやろなぁ･･･
[24566.852] ただのぶいすぽ好き: www www
[24568.923] i_river_r: 全部にキショい言われてるのがウケる
[24569.007] marosoon: ショートに収まるかなあｗ
[24570.300] モリケイ: シベリアンかw
[24571.559] aoi12124: ネオポルテにもいくか
[24572.726] ハルえもん: どぐらｳｩﾝ被害者の会
[24572.920] ただのぶいすぽ好き: 次はななしか
[24574.993] clocodyne1931: 【緊急】
[24576.654] ジュニアザンギエフ: ザンギやだ言われてます 泣き崩れてます
[24579.751] mmmmmuna: プラチナスゴいな マジで努力してる
[24581.213] (S)さとチャ: 反応が収束するのすごいなぁ
[24582.041] headrokoko: あおぎり参戦しないかなーw
[24583.195] pawafu1_: ｗｗｗｗ
[24586.334] autout: 基本的にキショイとしか言われてないの面白すぎる
[24586.504] atamamiru: ｳｩﾝ…が侵食してるｗ
[24587.296] Biruron: ジュニアさん；；
[24588.813] mayotyon: ｳｩﾝ･･･
[24589.049] p4seri: w
[24590.265] (S)masamasa_19: ななしいんくさんもGGSTイベで接点あるんだよなあ
[24590.384] ﾃﾄﾗﾝ: 男の被害者はしぶハルやろなぁ…
[24590.511] れんが: ｗｗｗｗ
[24590.797] シルビィ: トワ様めちゃくちゃ上手くなったなぁ
[24591.638] 灰原_: いい声で鳴く
[24591.878] (S)ekiben_taro: かわいい声が聞こえる
[24593.332] haribo1031: www
[24593.702] kochanmandayo: 楽しんでますねｗ
[24595.331] hiiirooo777: いい音なるなあ
[24596.215] あつ氏_: これはどぐにゃんのせいでザンギ戦嫌いになってるwww
[24596.771] kirikaze_jp: 悲鳴がｗ
