[4.124] (S)sakusannyo: きたーー
[14488.599] wawamf: ブラボは？
[14488.960] (S)oowatari: やぎもやろ
[14490.349] syann_0131: 人外が好きなのね
[14490.587] カナバ: 如く系やらんの？
[14490.829] arufortonisei: 鹿にはならんの？
[14491.097] るらま: 石鹸にもなったもんね
[14492.521] (S)yunoooa: サメになるやつあるよ。人食うゲーム
[14492.783] hakosannnnnn: アンテ
[14493.002] nae55: 人街
[14493.029] smallkundesu: 音ゲー音ゲー音ゲー音ゲー音ゲー音ゲー
[14494.052] ruvie_5681: ぼくなつ見たい
[14496.053] kina_320: らっだぁもう青鬼しないの??
[14496.292] Kuq120444: lol
[14497.148] ~MISSING_COMMENTER_INFO~: ちなみにキツネになるゲームあるぞ
[14497.270] ゎぐ: フリゲやろ？
[14497.703] みそギン: タマゴ
[14497.858] (S)みーだん: マイクラ最近やらんね、
[14498.549] sugo1nanika: 有名フリーゲーム
[14498.600] rioapr03: じゃあやれ
[14498.914] happa_yuki: 完結しててあんまり長くないゲーム良さそう
[14500.480] (S)orion_nnnn: シーマン……
[14500.486] るちのー: らっだぁのosu見てみたい
[14502.358] なまものだもの: ぼくなつ見たい
[14502.650] baketsu_091: ごっこみたい
[14502.908] (S)izayoi_77: なに？
[14503.490] prpr_friedrice2: シミュレーター系もっとやってくれ
[14504.678] root_1123: 全部行って
[14504.921] そふぃ3: ありすぎてのやつか？
[14505.203] a_mondoKojio: リズム天国やろうや
[14505.209] syann_0131: どれ？
[14505.844] siina_0424_: 原神はまじで無限に出来るぞ
[14505.954] ayuayuayuyu: !uptime
[14506.149] たくみん_1: おすは？
[14506.524] (M)Nightbot: らっだぁ が配信を始めてから 4 hours 1 minute 53 seconds 経過しています。
[14506.740] Z0kin: ふなふ
[14506.983] piisuke0428: リズム天国？
[14507.955] gorisan31: リズムドクター
[14509.616] ayunosioyaki0223: ？
[14510.432] (S)つむじのきもち: どれ
[14510.733] ずつうがいたい: 原神は今が始めどき
[14511.046] そふぃ3: え？
[14511.138] goodra00: hello neighborやってくれぇ
[14511.220] いぬひよこ: やれたらやろ
[14511.750] なまものだもの: リズム天国
[14511.912] れなぽんぽん: どれだ
[14513.081] (S)yunoooa: ？
[14513.323] (S)にわすずめ: ？
[14513.400] (S)izayoi_77: ？
[14514.271] (S)NORI25252: マインクラフト？
[14514.466] kosuke25252: 100万人行ったらアンテだからな
[14515.705] (S)1chigo_mochi: raft？
[14515.969] miina_cha: ？
[14516.313] awayuri: どれだ
[14516.493] ~MISSING_COMMENTER_INFO~: ？
[14516.579] るらま: リズム天国？
[14516.727] なまものだもの: ？
[14516.921] hakosannnnnn: ？
[14517.126] (S)バモスアジャ: カスタムロボ
[14517.135] (S)惰性さん: バトルロボ？
[14517.213] mo_coa: ？？
[14517.464] smallkundesu: リズ天?
[14518.440] (S)asagi51: もう少し詳しく
[14518.561] pappara02: ？
[14518.823] nyaaaaaaaaaaaa333: Raft?
[14519.250] ro_do_2525: ピザ屋さんやろ
[14519.416] カナバ: リズム天国？
[14519.436] 雪狐0143: どれ？
[14519.481] cacao_316: マイクラってゲーム？
[14519.521] rioapr03: アバウトすぎる
[14519.606] が_じゅ: ピカチュウげんきでちゅうでピカチュウの鼓膜破壊してほしい
[14521.180] sugo1nanika: リズム帝国
[14521.413] 廊下に立ってろらっだぁ: ？？？
[14522.881] syann_0131: マイクラ？
[14523.074] (S)にょまれ: クッキングシュミレーター
[14523.314] nashu_noike: マイクラかな？
[14524.284] オレオおおおおおお: ロストプラネット
[14524.647] (S)mochikamo: raft?
[14525.559] kamiusa1210: https://store.steampowered.com/app/736260/Baba_Is_You/?l=japanese
[14525.702] ゎぐ: ？？？
[14525.760] (S)あげのり: オバク
[14526.438] piisuke0428: らふと？
[14526.681] chiuchiupet: サティスファクトリー
[14527.334] (S)にわすずめ: なんかもっと欲しい
[14527.358] きのここ: なんだろう
[14527.980] mikan_san: RAFT？
[14528.691] smallkundesu: リズム天国
[14528.983] pottkin: あーく？
[14529.273] ~MISSING_COMMENTER_INFO~: マイクラやるかあ
[14530.844] jyoi9098: マイクラ？
[14531.024] ひのした: マイクラ？
[14531.063] 人生100年時代: ロボット戦士ロボビーム？
[14531.454] Z0kin: マインクラフト？
[14532.385] suiha_7: radaoNayami
[14534.918] miina_cha: マイクラしよ
[14535.229] siokara0427: fgo
[14535.808] sugo1nanika: 舞倉
[14536.594] noaaaan_5: 一回リズム天国やってみてほしい
[14536.770] おるがのる: まいくら？
[14537.296] dokukinoco: マイクラ？
[14537.533] smallkundesu: なんだろ?
[14537.538] ゎぐ: マイクラ？
[14538.228] re_sia0: マイクラ
[14538.253] さとうですよ: もの作るやつ…機械…🤔
[14538.977] shilva_0: びしーじゅ？
[14539.197] (S)yunoooa: YYさん？
[14540.561] オレオおおおおおお: ルイージマンション
[14542.070] root_1123: ラフトか？
[14542.411] (S)izayoi_77: わからん
[14542.579] (S)umekkko: 名前出てこない病
[14542.739] 夢現: リトルナイトメア？
[14542.832] syann_0131: マイクラか
[14545.212] smallkundesu: 音ゲー配信見てみたい
[14545.763] ドミノくん: ロボクラフト？
[14545.856] toyu315: マイクラか
[14547.675] 人生100年時代: 仮面ライダーギーツ？
[14549.129] miina_cha: マイクラだな
[14552.045] gonnbee774: マイクラやな
[14552.094] sinahalo: Besiege?
[14552.766] (S)mameta45: 陶器とかのやつかな
[14553.178] るらま: マイクラでしょ
[14554.786] ゎぐ: マイクラ？？？？？？？？？？？
[14555.796] 廊下に立ってろらっだぁ: Among Us？
[14560.622] そおお: いつやってた？
[14560.788] (S)1chigo_mochi: 7days？
[14562.495] ねむいねこ: サディスファクトリー？
[14563.138] bluepanda0603: サメ？
[14563.805] (S)mameta45: 美術館みたいな
[14564.069] hakosannnnnn: 分からん
[14566.184] (S)raguragu828: 難易度高め
[14566.715] (S)にょまれ: 戦車作るやつ？
[14567.104] あきのね: フォトナ?
[14567.378] きのここ: wwww
[14567.423] awayuri: wwww
[14567.733] hakosannnnnn: www
[14568.417] rioapr03: ごめん見てない
[14568.712] ayunosioyaki0223: www
[14569.278] おるがのる: マイクラしかでてこない
[14569.686] pj45887: ヒントごみ
[14571.483] miina_cha: むずすぎ
[14571.651] smallkundesu: なんだろ
[14571.722] Ichigo_Strawberry15: wwwwwww
[14572.042] ひのした: wwww
[14572.201] __あお: www
[14572.308] (S)バモスアジャ: wwww
[14573.462] みさお婆ちゃん: radaoW
[14574.144] そふぃ3: 検索しても出なかった
[14574.330] 夢現: わいわいさんなら知ってる
[14575.300] miina_cha: wwww
[14579.908] ちよび: なんちゃらメカニック…？
[14580.388] miina_cha: わいわいさんは分かる
[14582.546] sugo1nanika: wwwww
[14583.441] カナバ: 電話して聞いたら？
[14583.866] root_1123: らっでぃYYさんのよく見てるね
[14585.473] 桜瀬もも猫: らっでぃ。ミミズ久しぶりにやらんの？(・∀・)??
[14586.692] なかさぶ: わいわいさんに聞こ
[14587.793] hakosannnnnn: わいわいさんに電凸しよ
[14588.023] prpr_friedrice2: わいわいさん単発ばっかだから多すぎてw
[14588.040] (S)~MISSING_COMMENTER_INFO~: カスタムロボ？
[14592.471] kak1pi: Lost egg？
[14594.831] (M)Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[14595.556] sh1r0_8: わいわいさん色々ゲームしてるからわからん
[14595.981] 廊下に立ってろらっだぁ: ミミズやって欲しい！！！
[14596.437] が_じゅ: スクラップメカニック
[14597.279] きのここ: へー
[14598.523] shilva_0: へー
[14599.300] (S)aoiro0909: scrap
[14599.373] mikan_san: ほーん
[14600.191] おるがのる: へー
[14601.149] (S)1chigo_mochi: へー
[14601.512] hakosannnnnn: へー
[14602.062] tiger_bay: あー
[14602.268] ayunosioyaki0223: へー
[14602.488] awayuri: へー
[14602.663] (S)izayoi_77: へー
[14602.708] piisuke0428: へー
[14603.490] るらま: なんそれ
[14603.502] toyu315: へー
[14603.777] sugo1nanika: へー
[14604.418] konhamu: へー
[14604.832] wawamf: へー
[14604.924] (S)panno_mimi: へー
[14604.953] rioapr03: 何作れるの？
[14605.385] skull_head120: なにそれ
[14605.639] (S)kuuki1214: へー
[14605.699] smallkundesu: ミミズ
[14605.912] komamuro: あれ好き
[14605.958] (S)にわすずめ: へー
[14606.407] ドミノくん: しらなーい
[14607.059] バンバンジー: へー
[14607.084] さとうですよ: ほえー
[14607.280] k823: へー
[14607.749] なかさぶ: おもしろそう
[14607.772] (S)キラキラボシ: いいねww
[14607.893] suiha_7: radaoKyoton
[14608.023] __あお: へー
[14609.888] (S)ぽーてっと: どんなやつ？
[14610.649] なまものだもの: へー
[14610.724] mizusakura0326: へー
[14610.737] cacao_316: 今やろ
[14610.904] mikan_san: 何が出来るんや？
[14613.779] ~MISSING_COMMENTER_INFO~: you know
[14613.875] nakihai556: へー
[14614.590] (S)dim3820: ふえーー
[14614.828] honeytoast__73m: わからん
[14615.492] (S)umekkko: どんなゲーム？
[14615.575] smallkundesu: なんちゃらメカニック
[14615.583] おるがのる: どんなの？？
[14615.737] (S)izayoi_77: どういうの？
[14616.808] 桜瀬もも猫: らっでぃミミズやって欲しい。
[14617.413] komachi1011_: radaoHi
[14619.354] gahaha1568: おもろそう
[14620.380] ｶﾏｷﾘ: !uptime
[14620.514] るらま: やろ
[14620.749] konhamu: 名前がメカメカしいねー
[14620.814] (M)Nightbot: らっだぁ が配信を始めてから 4 hours 3 minutes 47 seconds 経過しています。
[14620.941] (S)yunoooa: おもろそう
[14622.123] が_じゅ: わいわいのスクメカガチでおもろい
[14622.493] そふぃ3: はぇー
[14622.967] (S)1chigo_mochi: どういうゲーム？
[14623.310] root_1123: 何年前だよ
[14625.383] prpr_friedrice2: あーこれか！
[14625.405] (S)takepanda04: らっだぁが小学生の頃やってたゲームやってみない？
[14625.426] Kuq120444: マルチならお前無理やん
[14626.122] おるがのる: どういうゲーム？？
[14626.339] 人生100年時代: へぇ
[14626.794] ちよび: 車とか作れるやつやね面白そう
[14628.910] きのここ: 面白そうではあるね
[14629.337] そふぃ3: 単発？？？
[14631.276] るらま: 説明よろ
[14631.585] (S)raguragu828: とりまやろう
[14631.747] arufortonisei: 単発になりそう
[14633.419] smallkundesu: スクラップメカニック
[14634.312] hakosannnnnn: 楽しそう
[14634.915] (S)yunoooa: ちょっとプレイして面白かったらやってくれ
[14635.283] (S)umekkko: やろー
[14635.525] kamiusa1210: 絶対向いてない
[14638.067] prpr_friedrice2: 6年前www
[14638.586] pappara02: 可愛い感じやね
[14640.845] kapoera3: とりあえず夜廻りはやっとこ
[14640.855] ayunosioyaki0223: ？
[14641.093] smallkundesu: なんだろ
[14641.120] なまものだもの: ミミズもいつでも待ってるぞ
[14641.540] るらま: マイクラ
[14642.257] mikan_san: あっさ
[14643.259] Mi_zua0: 大雑把すぎる
[14643.479] (S)バモスアジャ: 無職なんだからとりあえずやれば？
[14644.138] おるがのる: ｗｗｗｗ
[14644.570] chiuchiupet: 車とか作ってたっけ
[14645.058] awayuri: wwwwwww
[14645.404] kina_320: サバイバル系?
[14645.756] azure_nekolife: あードラえもん作ったやつ？
[14647.113] smallkundesu: やってみたら
[14647.114] (S)izayoi_77: ？
[14647.246] カナバ: マイクラやん
[14648.362] (S)にわすずめ: 他にないんか
[14648.559] hakosannnnnn: 大雑把
[14648.802] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[14649.550] 89monnnnn: お掃除のやつも見てみたいけどなー
[14649.746] nemulimuli: CarlSmile
[14649.796] piisuke0428: あっさwwww
[14650.023] 廊下に立ってろらっだぁ: ミミズやって欲しい、、入れなかったからもっかいやって欲しい
[14650.939] (S)yunoooa: 物作るの得意だっけ?
[14650.998] なまものだもの: 説明が浅い
[14651.574] そふぃ3: 説明下手かwwwwwwww
[14651.912] tarabaaaa: わかりやすいなあ
[14651.988] (S)panno_mimi: radaoNayami
[14652.273] 暗黙の緑茶: クッキング？
[14654.428] 桜瀬もも猫: ミミズ久しぶりにやって欲しい(っ ॑꒳ ॑c)ﾜｸﾜｸ
[14655.474] mo_coa: マルチプレイできるなら運営でやってほしい
[14655.729] miina_cha: あさすぎwwwww
[14656.810] そおお: マイクラ無理なのにできるか？
[14656.981] syann_0131: お前語彙が。。、
[14658.040] pottkin: 車作って特定の物体を壊すゲーム
[14658.101] nemulimuli: SeemsGood
[14658.137] ちよび: マイクラの回路系かな？
[14658.232] さとうですよ: 何作るの?
[14658.502] ねむいねこ: 単発やね
[14661.185] nemulimuli: LUL
[14661.511] mokken571: 単発でいいからマイクラのmodとかして欲しい
[14663.279] hakosannnnnn: www
[14664.956] りべる1105: 遊戯王やらないか？
[14665.886] hatsuna_m: ミミズ待ってる
[14666.656] (S)バモスアジャ: つまりハマってない…
[14666.829] るらま: あるんかい
[14668.950] kina_320: 壮大な感じなの?
[14674.932] (S)komasannsann: ハマらなければ潔く墓たてろ
[14675.050] smallkundesu: とりまやってみたら
[14675.298] omaru_ssr: 壊す方が得意だもんな
[14675.488] るらま: ならやめとこ
[14675.760] (S)にょまれ: じゃあダメやん
[14676.756] hakosannnnnn: 料理があれだもんな
[14678.814] (S)izayoi_77: じゃあ無理やんW
[14680.422] cacao_316: 不器用で有名
[14681.080] kamiusa1210: これやって欲しいhttps://store.steampowered.com/app/736260/Baba_Is_You/?l=japanese
[14681.146] カナバ: センスなさそう
[14681.998] rioapr03: steam見る会しよう
[14682.616] mikan_san: 壮大なBGMだけ聞こえてくるんだが
[14683.391] s_i_i_a: ネジ工場は嫌だ
[14684.219] honeytoast__73m: 釈迦さんがやってたやつ？
[14684.598] (S)zakry_39: ほう…スクラップメカニックですか…
[14685.318] なまものだもの: マイクラのドロッパー系も見たいけどな
[14690.043] たはと: できそう
[14692.013] smallkundesu: www
[14693.162] (S)umekkko: 説明めちゃくちゃ上手い時とめちゃくちゃ下手くそな時がある
[14693.888] (S)yunoooa: らっだぁ運営とやる？
[14694.216] piisuke0428: 壊す方がしょうに合ってる
[14695.040] mo_coa: 運営でやってほしい！！
[14698.647] (S)にくのじん: 内容見てきたけどなんか楽しそうだね
[14700.290] miina_cha: 運営でしてほしい！
[14705.837] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[14706.804] kematotochap: まじでマイクラ界隈以外も誘えるようになってくれ
[14708.532] カナバ: ハマらんと思う
[14709.534] なかさぶ: やってみよう
[14710.865] mokken571: 運営で遊ぶのたくさんみたい
[14711.833] dokukinoco: リングフィトせんか？
[14713.450] yuna_chan006: ohayo!
[14713.925] mikan_san: 1回やってみれば分かるやろ
[14714.672] 廊下に立ってろらっだぁ: 運営で即死トラップ？
[14714.911] sirura5425: パズルゲームとかやったことあるん？
[14717.143] (S)水ノ翠: やってみないと分からんやね
[14717.611] hakosannnnnn: やってみよう
[14718.041] kina_320: 運営でして欲しい
[14718.138] るらま: はまりたいけど？
[14720.868] miina_cha: ただ運営で遊んでるところがみたい
[14721.116] cacao_316: ラフト
[14722.199] いのりさん: ハマるのかい、ハマらないのかい、どっちなんだい！
[14723.107] (S)kounaaa: みどり君とかやってたよ
[14724.847] 黒髪マッシュ: LOL
[14725.405] sh1r0_8: やってみよ
[14726.887] ばりおくん: ラブandベリーやってみてほしい
[14727.577] kak1pi: サイクルフロンティアは？
[14727.730] (S)1chigo_mochi: 最近ハマったゲームってなに？
[14727.989] おるがのる: 一回やってみる？
[14728.461] kagura_kiba: とりあえずやるか
[14728.645] pappara02: お
[14730.341] cacao_316: Raft
[14730.936] (S)たゆう_はね: お
[14732.709] アーユン: お
[14732.955] eruuuDayonn: なにやるの？
[14733.335] hakosannnnnn: お
[14733.894] らお3: お
[14734.905] (S)nonaru4637: お
[14734.929] an_do121: お
[14735.137] smallkundesu: やってみな１回
[14735.689] Mi_zua0: らっだぁ的にはどういうゲームやりたいん？
[14735.876] miina_cha: お
[14736.546] さいのめ: お
[14736.748] akita_210: お
[14737.130] たはと: 音ｗ
[14737.444] (S)まだら25: お
[14737.475] (S)ポテチの子: お
[14737.628] 角角家: お？
[14737.766] Turtle2465: お
[14738.012] Daruta_star: 原神やらん？
[14738.692] hakosannnnnn: 凄そう
[14738.929] arufortonisei: 季節に乗じて僕夏
[14738.963] (S)haamisi: LOL
[14739.212] mizusakura0326: お
[14739.559] (S)たゆう_はね: なんの音楽？
[14739.632] koyaren: なんてゲーム？
[14742.132] suiha_7: radaoBikkuri
[14744.097] smallkundesu: お
[14744.288] kanenbutsu: 原神、今万葉来てるからいいのでは？
[14744.454] (S)あぷあぷえる: やってみな一度
[14747.544] smallkundesu: なんの音だ
[14748.426] るらま: 音ゲーをやりましょう
[14750.424] オレオおおおおおお: やってみな飛ぶぞ
[14750.640] (S)ｵﾝ: 原神コンちゃんやってたよね
[14750.988] wcat_pm: リズムドクターやって欲しい
[14752.304] ずつうがいたい: そう思うとrustのハマりようすごかったな
[14754.312] ミルクちょこれ: 崩壊
[14754.600] KinakoMochi_06: スプラまでの時間稼ぎになんかほしいね
[14755.219] kamiusa1210: 乙女ゲーやらん？
[14758.951] nakihai556: 一人でやるのむずそう
[14759.081] katagiriharu: やりたいのやろう
[14759.190] るらま: やろ
[14759.232] (S)たこわささん: ヴァンパイアは？
[14759.938] らお3: 原神やってみようや
[14760.452] もちもちの奇: 夏始まるし、ぼく夏とかやってほしい
[14760.720] るーじゃ: ポケモンはまろう
[14762.042] awayuri: おお
[14762.494] (S)yunoooa: いまやろ
[14762.912] hakosannnnnn: アンテしよ
[14762.977] (S)まだら25: 何やるの？
[14764.144] kina_320: スクラップメカニックっていうゲームらしい
[14764.937] 桜瀬もも猫: らっでぃ久しぶりにすりざりおやって欲しい(  '-' )
[14765.056] くろべぇ: osuとかどう？
[14765.197] うみぼし: ゲームの原点に戻ってマリオやろ
[14767.000] おるがのる: よし
[14769.120] ミルクちょこれ: 崩壊3rdは？
[14770.538] (S)つむじのきもち: www
[14772.459] 夢現: wwwww
[14772.872] ayunosioyaki0223: wwww
[14773.158] hakosannnnnn: wwwwwwww
[14773.277] pj45887: 誰のせいだ
[14773.744] (S)あぷあぷえる: www
[14773.832] (S)1chigo_mochi: wwwww
[14773.875] (S)にわすずめ: wwww
[14773.983] なかさぶ: やーいやーい墓場ー
[14774.203] KinakoMochi_06: はい墓場行き
[14774.401] (S)さめはる: ｗｗ
[14774.994] nostalgic8451: モンハンやろうぜ
[14775.260] awayuri: わーい
[14775.414] norara_tw: ww
[14775.576] アーユン: wwwwww
[14775.647] (S)ぽーてっと: wwwwww
[14776.190] sunomono8: wwwww
[14776.359] medo_710: 俺らのせいって言いたいのかよ
[14776.600] (S)yunoooa: wwwww
[14776.774] (S)ｸﾛﾈｺ: いいね
[14776.871] ~MISSING_COMMENTER_INFO~: お前のせい
[14777.001] そふぃ3: 人のせいにするな
[14777.011] (S)キラキラボシ: wwwww
[14777.034] rioapr03: 気軽に墓送り
[14777.196] mo_coa: wwwwwwwww
[14777.196] (S)かっふぇおーれ: それはごめん
[14777.235] mizusakura0326: wwwwwww
[14777.443] (S)rosemary0920: wwwwww
[14778.011] crowsuke96: ｗｗｗ
[14778.167] おるがのる: ｗｗｗｗ
[14778.404] sobayu120: いいね
[14779.013] めじぇどっ: ごめんて
[14779.387] ayunosioyaki0223: はぁ？
[14779.512] (S)peng1130: wwwww
[14779.521] (S)orion_nnnn: wwwww
[14780.040] jyoi9098: 人のせいにすんな
[14780.121] sakasuzusakana: それはそう
[14780.284] (S)yunoooa: メンタル弱い
[14780.655] 黒髪マッシュ: LOLぺんちゃんもやってるよ
[14781.026] nafunan: wwwww
[14781.049] (S)惰性さん: ｗ
[14781.183] fuu_maru: ？
[14781.348] 3000bitto: いいね
[14782.495] koyaren: その説はごめん
[14782.581] とうむ: え
[14782.721] hakosannnnnn: ？？？？
[14782.988] あきぬこ: ぽまえのせいだろ
[14783.086] (S)まだら25: は？
[14783.111] s_i_i_a: 気軽に墓場に送ってええよ
[14783.206] ogi_3: www
[14783.247] caf_coffee: ごめんて
[14783.255] piisuke0428: wwwwwwwwwww
[14783.324] さいのめ: 人のせいにするなよ
[14783.601] otux2_0205: えへへ
[14783.868] (S)umekkko: ごめん
[14784.011] (S)mitora2916: 完璧にお前
[14784.053] ちよび: 知らんやん
[14784.095] そふぃ3: は？？？？
[14784.187] めるめ: えへへ
[14784.232] るらま: ごめんね
[14784.465] himikokichi_06: ？？
[14784.492] (S)いちうら: 責任転嫁
[14784.565] が_じゅ: 人のせいにするな
[14784.677] ドミノくん: w
[14784.777] きのここ: ？
[14784.796] mizusakura0326: 人のせいにすんな
[14785.191] りまりす: wwwww
[14785.420] eggkake: 自分で捨てとるやろがい
[14785.659] shi_n_tou: 気軽に捨てようと
[14786.133] mikan_san: 責任転嫁すな
[14786.336] ~MISSING_COMMENTER_INFO~: お前が始めた物語だろ
[14786.632] (S)yunoooa: リスナーのせいにすんな
[14786.686] nijinora: ？
[14786.836] jyoi9098: ？
[14787.033] (S)たゆう_はね: それと墓場行になるのは違うだろ
[14787.045] Mi_zua0: すぐリスナーのせいにするじゃん
[14787.064] はるのね: ごめんね
[14787.095] おるがのる: あはは
[14787.273] arufortonisei: でもにげたのおまえ
[14787.295] suiha_7: radaoNayami
[14787.374] (S)みーだん: 人のせいにすんな
[14787.425] sugo1nanika: 墓場に行かせるらっだぁが悪い
[14787.596] crowsuke96: リスナーのせいにするな
[14787.679] muu_select: ごめんなぁ
[14787.682] (S)panno_mimi: 責任転嫁すな
[14787.855] (S)まだら25: えへへ
[14787.930] (S)ぽりごんのすけ: はいはい
[14787.966] sunomono8: ？
[14788.224] (S)ｵﾝ: 原神のpv見てみて欲しい
[14788.270] (S)あぷあぷえる: 他人のせいか？
[14788.308] pj45887: クソザコなめくじ
[14788.339] ogi_3: ？？？
[14788.452] (S)hiro1106nj: ごめんなさい
[14788.453] ラムネ味: 人のせいにするな
[14788.867] (S)せっきくん: ごめんね
[14788.962] hakosannnnnn: えへへ
[14789.054] yuuharu0502: 言い続けるけどねw
[14789.090] きゅうりのピクルス: !uptime
[14789.434] (M)Nightbot: らっだぁ が配信を始めてから 4 hours 6 minutes 36 seconds 経過しています。
[14790.061] りまりす: てへぺろ
[14790.211] azure_nekolife: 最後までしないぽまえのせい
[14790.285] さいのめ: じゃあアンダーテールやっていいよ
[14790.296] (S)にわすずめ: ごめんて
[14790.319] いのりさん: 逃げるのが悪い
[14790.728] mo_coa: お前がすぐ飽きるのが悪い
[14790.875] cacao_316: えへへ
[14790.942] テープ職人: 真実
[14790.955] エイさん: 人のせいにすんな
[14790.965] sirura5425: 裏でやっておもろかったら表でやろう
[14791.021] skull_head120: (￣∇￣;)ハッハッハ
[14791.121] 6atorokunen6: 逃げるお前が悪い
[14791.354] そふぃ3: やる気にならなかっただけだろ
[14791.356] awayuri: ははは
[14791.525] toyu315: 人のせいにすんな
[14791.589] ~MISSING_COMMENTER_INFO~: は？
[14791.611] (S)にくのじん: ごめんね
[14791.708] kina_320: 人のせいにするな
[14791.920] ayunosioyaki0223: radaoKasu
[14792.162] 人生100年時代: そんな事言われても
[14792.516] miina_cha: リスナーのせいにするな
[14792.919] 葛城真緒: 人のせいにするなよ
[14793.092] amani_zzz: だってホントに墓場行くじゃん
[14793.150] (S)つむじのきもち: ごめんて
[14793.229] honeytoast__73m: ちがうよ
[14793.325] (S)nagi147: やってー
[14793.423] (S)1chigo_mochi: ？
[14793.550] スカイウリ: 人のせいにするなよ
[14793.640] うみぼし: ひどい
[14793.862] ここねり: 人のせいにすんなよ
[14794.095] piisuke0428: は？
[14794.107] tanuki_pan: 良い心がけ
[14794.219] れなぽんぽん: えへへ
[14794.255] (S)yunoooa: 逃げるな
[14794.366] ken_shimura: 知るかハゲ
[14794.390] sudoooooooo66: 謝らんからな
[14794.433] 0かずのこ0: ごめんな
[14794.454] suiha_7: radaoNayami
[14794.876] りまりす: ごめんて
[14794.923] カラス屋: radaoHatena2
[14795.036] (S)sbo_frap: じゃあ閉じコンも？
[14795.053] annzu125: イイぞ！！！！
[14795.352] KinakoMochi_06: でも言うよ
[14795.525] あきぬこ: 逃げるからだろ
[14795.601] smallkundesu: 気軽に
[14795.917] (S)okada041: 俺らが大人になるわ
[14796.065] waraashi: なら、最後までやり通せ
[14796.500] yubaharu: ？
[14796.575] ﾏｲﾁｮ: なんで？？？？？
[14796.762] karasu57: 知るかボケ
[14797.207] ogi_3: どういたしまして
[14797.292] 桜瀬もも猫: 酷いな。
[14797.449] ligr0w_24: 元凶を考えろ
[14797.755] ミルクちょこれ: いいよ
[14797.932] ayunosioyaki0223: 逃げたのが悪い
[14797.983] (S)ぽーてっと: はいはいごめんなさいね
[14798.204] siokara0427: お前が始めた物語だぞ
[14798.288] mimipaadesu0428: 自我出すな
[14798.385] (S)kumo3389: ふーん、で？
[14798.412] (S)惰性さん: 自信もってゲームしなよ
[14798.720] ほのぼの: wwwwwww
[14798.993] kanenbutsu: やらないことを選択したのはぽまえ
[14799.106] (S)ポテチの子: お前の人生なんだから人の意見気にすんなよ
[14799.110] みさお婆ちゃん: 責任転嫁が過ぎる
[14799.333] prpr_friedrice2: 墓石たくさん用意しとくな^^
[14799.376] ai0902: ごめんね
[14799.405] remiiiii_28: www
[14800.031] るらま: 許して
[14800.071] なかさぶ: ぽまえがはじめた物語
[14800.116] rioapr03: ゲームやり切らないのはゲームがかわいそうだろ
[14800.591] さいのめ: アンダーテールやっていいよ
[14800.759] left_2_10: マジかよw
[14801.081] Mi_zua0: ごめんね
[14801.225] (S)いちうら: すーぐリスナーのせい
[14801.298] ラムネ味: はいはいそうですね
[14801.607] jyoi9098: 逃げるな卑怯者
[14801.936] あぐまる: ごめん
[14801.939] mono031296: radaoCry1
[14802.578] (S)あぷあぷえる: radaoNayami
[14802.770] (S)joeboy031: 逃げるのが悪いだろ
[14802.802] hakosannnnnn: 知るか
[14802.832] たはと: 逃げなきゃいいんだよ
[14802.905] toyu315: すぐ逃げるから
[14802.985] そおお: radaoNayami
[14803.037] (S)dim3820: でも墓場のいってるのが悪ない？
[14803.082] (S)City_0412: は？
[14803.233] ruvie_5681: DDLC...
[14803.405] ぼちゃまる: ぽまえのせいやろ
[14803.408] fuu_maru: 閉じコンも？
[14803.453] suiha_7: radaoHatena2
[14803.618] もねねん: 人のせいにすんな
[14803.631] たなから牡丹餅: ごめんなさい
[14803.635] ドミノくん: 気にしてるせい
[14803.695] おるがのる: でもやらなかったのらっだぁじゃん
[14803.739] そふぃ3: なんでそういうこと言うの？
[14803.835] piisuke0428: え？
[14803.950] yomogi415: じゃぁ、最後までやって
[14803.955] tarabaaaa: 送ったのは自分だぞ
[14803.996] (S)にくのじん: ごめん許して
[14804.162] (S)hanadango823: ごめんね
[14804.165] りまりす: そーならはよ言え
[14805.294] shiki_maru: 違うけどね
[14805.527] sakutaro_xyz: ライブアライブ面白いよ
[14805.550] saya__928: ごめん
[14805.558] (S)yunoooa: たとえば？
[14805.782] なまものだもの: 主体性を持っていけ
[14805.824] omaru_ssr: でもやれって言ってもやらんじゃん
[14806.018] syann_0131: いいね
[14806.105] pj45887: 途中で諦めたやつがわるい
[14806.530] smallkundesu: radaoCry1
[14806.637] kamiusa1210: 知るか
[14807.156] きゅうりのピクルス: 今来た(   ◜▿◝ )
[14807.557] あきぬこ: wwwwwwwwwwwwwwwwwwwwwwww
[14807.775] miina_cha: 人のせいにすんな
[14807.777] annzu125: radaoCry1
[14807.994] shi_n_tou: だったらなんやねん
[14808.218] (S)つむじのきもち: あ
[14808.460] たかぎ3: うう
