[16.618] tsukikage_saga: ウメちゃんおはよう
[19961.246] matyamatyatyatya: コメマス…
[19964.242] himatubusi2: コメハラ
[19965.498] Hiraki16133: 製氷機ASMR
[19966.454] despera_lk: ヒトボでケンってやっぱむずいんかな
[19968.229] (S)abeteru: みんなもまだマスター行っとらん感じだ？
[19969.830] ooharae: イヤホンしてる本人はそんなに気にならんだろ
[19970.062] yuni63: 入力遅延の軽減もしとるんよな？
[19972.143] kasai1967: 相手の体力ゲージ1割ぐらいまでは勝ってること多い気がする
[19973.234] nonsugar_436: 上位0.3%
[19973.740] (S)oceanp08: 5000くらいじゃないかな
[19974.805] theater_jpn: コメマスwww
[19976.224] son_gokutsubushi: コメハラは正直好き
[19977.709] 憂う者の弟子: 箱で4000
[19978.534] (S)jackal_kun03: キャミィ側からのアドバイスとかって貰えてるんだろうか？
[19979.708] 倫理規定: 原人まだいるの
[19979.992] yasubewe: ぐえー
[19980.239] m_k_style: キャラ変えるって選択肢はないのか
[19980.471] 生田公彦: 4000くらいじゃん
[19980.666] (S)2youyou2: パリィオタク
[19987.821] Syabazo_DX: パりぃえぐ
[19988.514] (S)chachachakoma: コメマスｗ
[19989.432] プリズムパワー: でも今作割とマスター簡単だしなぁ
[19992.862] hexxony: Locked on!
[19993.486] (S)gold_power1969: ウメさんにアドバイスできるリスナーは是非スパー相手してやってくれくださいな
[19995.055] amirigolo: Let's go Justin
[19995.649] ultimate_balla: @skrichur the Cammy player doesnt seem to be suffering from what's plaguing you and Daigo
[19997.101] kaigaizei: キャラ変えは草
[19997.645] (S)fahmy0825: 3-6
[19998.011] mero11778: ガイルに変える選択肢はあるんか？
[19998.615] 霧月むげつ: CRはキャラかえられないんだよ
[19998.866] son_gokutsubushi: ドスコイすることになるよ？来世蝉だよ？
[19999.492] diediedying: たから明日はケン以外ダメだから
[20007.296] moyoroy: ジャスパリされまくっパリダ戦法てて草
[20010.358] (S)You_nari: ラッシュ多いのがの仇になってるかもしれん
[20012.709] (S)aki1010japan: 流石に擁護無理
[20015.638] nyata1234: 動画勢「今マスター簡単だしなぁ」
[20020.544] takahashiseigi: マゴさんが、相当自信持ってる組み合わせだから
[20020.814] matyamatyatyatya: 多分ここでイキってる人は大会で入賞とかしてんだろうな…
[20021.785] Skrichur: @ultimate_balla i mean facts are facts, leniency and inputs are changed from 6
[20022.088] yasubewe: くるしい
[20027.941] ultimate_balla: This Cammy player is Cracked!
[20031.641] imako1219: なんかコメントの年齢層若くなったな
[20034.896] twitchyarutch: 養護じゃなくてアドバイスお願いします
[20035.845] rak_luk: 今作はマスター簡単らしいぞ君たち
[20038.271] tabibitox: コメと争って荒らしてるだけやで
[20040.114] brunoman1: 文字くらい好きにさせてやってくれ
[20043.476] akanesinzyou: あのウメハラが苦戦しているだと！！？
[20043.545] nanimonoda: 5のときにおじは去った
[20043.777] nomonomo11: いちいち煽るなって
[20045.526] nyata1234: つの」
[20047.299] 黒猫くん: いちいち突っかかるやつ多すぎて笑うわ
[20047.656] dassun1: うまい
[20049.430] son_gokutsubushi: 足りるんか
[20053.562] nakao86: 代えれたとしてもリュウかガイルで弾キャラだぞ
[20054.813] syouruu: 水派めちゃくちゃ仕上がってんな
[20055.842] プリズムパワー: ごめん５よりは簡単
[20056.407] (S)chachachakoma: うひゃあ
[20056.825] nyata1234: いいぞもっとやれ
[20060.882] オワオワタ: みんなウメちゃんが勝てなくてイライラしてるんだろう
[20063.915] pyamaaaa: これ水派か
[20066.873] koro3__: キャミィの新コスはいいなぁ
[20067.782] scumsculp: やべえコメントはむしろおっさん臭いだろw
[20069.848] tibusa8: 引き大二回はいるのか
[20069.910] (S)hakuchi11: クソコメはすかしBLしな？
[20070.410] 超パンダ: ウメ配信でケンカはやめなさい。
[20070.722] xSLay3rJ: These matches are crazy
[20070.823] realseikintv_: 感受性豊かだねえ
[20071.991] ooharae: 苦労の割に安いね
[20074.251] gohan0018: インパクトもしないし、インパクト返しも全然しない。。
[20074.591] (S)一1990: ケンに疑問を抱き始める
[20077.335] (S)aki1010japan: よっわ
[20079.263] (S)ラリメモ: そいやウメさんってダッシュから投げってダメージ優先しすぎてあんまり使ってないよね？
[20082.665] apacha: ウル4は5000で上位3%くらいじゃなかったかな？
[20084.856] dsc52: なんか今日賑わってるね
[20088.200] erisuk: 体力も同じだしダメージレースにも普通に勝てないのやばい
[20089.525] Hiraki16133: 足立区のゲーセンじゃないんだからさあ
[20089.893] smokingpiper: ダメージ差な気する
[20090.628] Nagare765: ラッシュするだけでバーンアウトしちゃう・・・
[20092.237] papipopon: 水派が慣れてきてかなりキツくなってきた
[20092.607] fus1on85: thats a wash
[20096.029] ultimate_balla: @skrichur you guys will adapt.
[20097.804] dxgenre: damm
[20098.013] despera_lk: これ10先かな？
[20098.169] えもんだよー: キャミィ相手には画面端よりもダメージ優先の方が良いかも
[20100.826] (S)log_zzz: どうやったら勝てるようになるんかなーって感じで見てる
[20102.315] curemikan: みんな酒飲みながらみてんだろ
[20104.712] hokoko: 今日も22時からスクリムですか？
[20106.537] (S)aki1010japan: 弱すぎぃ
[20106.783] nubiafire: feel bad for him, age catching up to the goat
[20107.431] (S)fahmy0825: 3-7 damn Mizuha so good
[20111.841] りあ仮称: 23時
[20113.719] pomodorojp: つよいなぁ
[20115.583] dxgenre: @despera_lk はい
[20115.714] (S)deep_cross: 新参者の動画勢ですがウメハラさんの配信見れるだけで嬉しいです
[20116.470] syouruu: ケンの強い技がキャミィにあんまり活きないんだよねえ
[20118.289] heijitusan: うま
[20119.486] mero11778: 対空えらすぎ
[20119.614] yasubewe: ついにつぶされたぁ
[20120.853] まみたん2007: 接待プレー指摘されて本気モードに切り替えた説
[20122.138] (S)fahmy0825: even during demo, Mizuha's Ryu was very good
[20123.248] Skrichur: @ultimate_balla oh for sure, i'm not saying it's ruining my experience, it's just a change like you said. and yes this cammy player is cracked
[20123.490] makoto9131: これかっこいいな
[20128.310] moricocoa: あきらさんの得意技
[20128.463] matyamatyatyatya: スト6ってゲーセンに出るの？
[20128.903] lackesis: マスター簡単かい、プラチナでももうやばいのに
[20131.767] 0208h: こちとらキャミィのケツが良すぎてイライラしてんのによー
[20133.093] nyata1234: つよー
[20137.052] Nagare765: BibleThump
[20137.876] fus1on85: welcome to the jungle
[20138.956] ayataka0718: 画面はじの意味があまりないから中央で戦っては？
[20140.979] (S)chachachakoma: きっついよぉ
[20141.246] syouruu: アクセルスピンナックルマジでやばい性能だ思うわ
[20141.536] (S)sigegather: キャミィ一強ってバレたか
[20141.891] take0901: インパクト返しができれば違いそうだけどガードになってるのがなぁ
[20145.291] Nagare765: イライラ？
[20147.443] おあしすさん: めっちゃ受けるな
[20148.093] えこえこ: 逃げ竜巻狩るのカッコいい！
[20152.604] akanesinzyou: ウメハラさんは今どこなの？
[20156.713] kaigaizei: そんなときにはチルアウト
[20157.175] (S)Qtr1214: 野球観戦と同じ 素人がプロにぼやきながら観るのがコンテンツなんや
[20159.299] (S)MYNK1981: 自宅だよ
[20159.665] akanesinzyou: マスターか
[20162.881] hexxony: @fus1on85 xqcL
[20163.883] (S)aki1010japan: スト5 のときからガン攻めに弱いのは変わらんな
[20165.185] makoto9131: キャミィ演出に力入れてるよね
[20166.634] 憂う者の弟子: 簡単ではないけど、ランク上がりやすいのは事実
[20166.933] erisuk: どう考えても手札でも負けてるから攻略でどうにかせなイカンけど一日しかない
[20172.411] prisira: インパクトだけ見てるわけちゃうぞｗ
[20175.108] SiomaiRlce: wait for Daigo to dowload
[20178.580] fus1on85: wassssssssssssh
[20181.554] despera_lk: ｗｗｗｗｗ
[20182.175] yasubewe: これもかられるのか やばいなぁ
[20182.453] りんごれっど: 色んなプロがだったり一般の人が使うケンの配信見てるけどウメさんのケンは仕上がり具合まだまだだから今はしょうがない
[20183.658] akanesinzyou: マスターカラ上はないの？
[20184.692] moricocoa: まぁプラチナとか5と比べると相当楽だよね
[20185.210] papipopon: あれも狩られるのか
[20187.447] sistersguitarreplica: あれはすげえな
[20187.898] 生田公彦: んほー
[20189.949] pomodorojp: それ当てるのか
[20190.468] (S)chocolat1234: よぉし
[20193.283] Nagare765: なんとかラウンドって感じだな
[20194.166] たきしぽ: ひぃー
[20196.034] nyata1234: 水派ちょっと怖いぐらいっす
[20197.526] (S)chachachakoma: あんな風になるのか
[20200.607] tabibitox: SA優秀組やなぁ、ケンもだけど
[20205.050] yougen1124: いいsa持ってんねぇ
[20209.718] nomonomo11: キャミィ最初はイマイチって言われてたのが信じられんな
[20215.947] (S)マンゴスチン: 水派やっべえな
[20217.357] nonsugar_436: まあケンのsa2もなぁw
[20217.666] Appleseed_aab: you guys talking in english are talking so much bs. this cammy is trash. the first one he fought was cracked, hes losing for 5 hours by now
[20224.379] syouruu: キャミィ火力ないって言われてたけど全然そんなことないよな
[20224.835] (S)2youyou2: SA２マジで弱いから許して
[20225.278] realseikintv_: 火力低いとかいう風潮はなんだったんだ
[20228.141] (S)chocolat1234: イイヨ～
[20229.027] Hiraki16133: あるか
[20231.177] (S)mart_00_: 体力も少なくないしね6
[20238.836] andyenigmacr: i dont see daigo going for that much meaty throw when mizuha is going for a lot of parry on wake up´
[20240.081] peroperoperorincho: めちゃくちゃアツいコンボ
[20240.681] ultimate_balla: @nubiafire he's a slow starter in games (apparently) and the general skill level is so much higher than back in the days. If these guys were around back then and we had the internet and community we had now, history might be completely different
[20241.348] rorimatu: rorimatu subscribed with Prime. 
[20242.570] niemalsaufgeben: プレイヤーが上手くなればキャラランク何て変わる
[20244.778] son_gokutsubushi: 5も6もプラチナの景色知らないから俺には楽かどうかすらもわからねぇ。インパクトも大体見えねぇ…。
[20246.192] RafRoughy: @Appleseed_aab was it akira?
[20246.339] オワオワタ: お互いバーンアウトならどっちが有利なんだろ
[20247.143] fus1on85: shut the fuck up appleseed you fucking cuck ass weibop
[20247.939] prisira: ｗｗｗｗ
[20248.399] erisuk: キャミィはコンボが後で開発されて火力おかしくなった
[20249.614] papipopon: うわぁー
[20250.501] yasubewe: NO!!!
[20251.823] nop64: あー
[20252.399] (S)chocolat1234: ；；
[20252.652] くまリンカ: ｗｗｗ
[20252.934] (S)moyashi117: あ
[20253.744] pomodorojp: 残る！？
[20254.538] れんぞね: 気まずい
[20255.344] umetyaahan: あなたさぁー
[20255.685] (S)Raynys: what?
[20256.539] 李小狼: !!
[20257.004] (S)箸くれ: 有識者から決定的なヒントが得られない時点で答えは出ているのか…！？
[20258.121] prisira: 気まずいやつｗ
[20258.397] moricocoa: いつも上に飛んでくからさぁ
[20258.615] tasukete: もったいない～
[20258.929] Jam10505: 削りで終わったかと
[20258.985] nyata1234: 今びっくりしたでしょw
[20259.157] (S)Qtr1214: 昇竜さえでれば！
[20259.162] megamedaka: 上行かないんか
[20259.989] makoto9131: みずはさんジェイミーのときはあんま強くなかったのに、キャミィがあってたんかな
[20260.213] ぶらーむ: あーー
[20260.906] Saitou60: おしい〜
[20260.993] twitchyarutch: いまいちだったのはコンボ開発前で火力出ないからよね？その他は評価されてた
[20261.285] yougen1124: え…w
[20261.996] えこえこ: 試合は最後まで。。
[20262.847] nanati_i: 飛びあがると思ったか
[20263.861] akanesinzyou: まさか、確定ではないの？
[20264.208] (S)aki1010japan: 流石に弱すぎる
[20266.695] Appleseed_aab: @Appleseed_aab yeap
[20269.714] 戸愚呂妹: あw
[20269.937] realseikintv_: 迅雷派生しないのなんで？
[20271.969] ultimate_balla: @fus1on85 relax, chief. We're civilized here
[20272.185] megamedaka: 飛び上がるのかと思ったらそこで終わった
[20272.741] ebiebi12: 集中力無くしてるから
[20273.574] うろすも: ストライクが予想以上にこのゲームにぶっ刺さってたのもある
[20273.827] (S)moyashi117: あれでおわりかとおもった
[20274.082] 憂う者の弟子: こんなほっそい娘がムキムキと体力同じなのが悪い
[20274.132] m_k_style: 反応が悪い
[20282.008] yasubewe: 派生しないのはSAで割り込まれるから読み合いだの
[20287.443] syouruu: 迅雷派生のみで無敵技喰らうから
[20289.921] 0208h: 俺もウメちゃんに勝ってほしいからウメちゃんの使うケンだけダメージ300%にしてくれ！
[20290.401] kasai1967: 攻めてるのにDゲージ枯渇が多いのはキャンセルラッシュのせいか
[20293.041] kotobuk: 上が出ない…
[20293.919] andyenigmacr: those perfect parries are call outs on daigos offense
[20294.320] nakao86: マゴとカズノコで連携して政治したんだろ能力わからないわけ無いからなキャミィ使いとして
[20299.787] (S)chachachakoma: ふぅ
[20301.805] nonsugar_436: ODストライクと通常技の長さはあるけどフレームと火力がって雰囲気だったなぁ
[20305.419] peroperoperorincho: ……ふぅ
[20309.925] valkilmar912: きもちわりぃコメント多くてブロックたいへんや。。
[20314.658] akanesinzyou: はやｗｗ見えんｗ
[20318.910] (S)aki1010japan: 上でなすぎだろw
[20323.154] syouruu: ケンってキャンセルラッシュが要だから結構バーンアウトしやすい気がする
[20325.885] 膝小僧: しかもブロックしても画面上に出ちゃうのよな
[20327.686] おあしすさん: 上落としたいね
[20329.551] gm_lris: なんとか取れるけど対策見つからずって感じですね
[20331.062] (S)若鶏の唐揚げ: umeCossack
[20332.641] erisuk: 最初は逆にうえからストライクいけるけどジャスパあるしなぁって思ってたんだけどね・・・
[20336.908] redbull_daisuki: かずのこは最初っからキャミィけっこう強そうって言ってなかった？
[20336.972] nynnysn: 今日の練習試合何時からですか⁉️
[20337.464] mu_chan: キャミイに対空しろとかいうわかりやすいエアプ
[20340.760] Nishi_Poteto: 7連勝？！うせやろ…
[20341.087] pomodorojp: うまい
[20342.634] 倫理規定: コメマスなんで急に増えたの？
[20342.781] valkilmar912: 画面のはもう見ない！ｗ
[20343.005] makoto9131: ブロックとかの報告もやめようよ…
[20343.794] demonbane_twosword: 今の龍尾で入れかえないんだ
[20344.538] ayataka0718: 見てるだけは簡単。やるのはくそ難しい。
[20346.011] nop64: リュウとルークしかいない頃に戻らんかな
[20348.427] 泣き虫サクラ: 23時じゃなかったかな
[20356.851] despera_lk: 氷！
[20357.610] mogu0621: ストライクでとりあえず触りにくるのが、マジでつよいね
[20361.738] (S)chachachakoma: 氷！
[20362.988] aztec_0: いいよぉ！
[20363.382] kaigaizei: かつてないご新規さん流入ブームだからそりゃ増えるわ
[20363.386] 憂う者の弟子: っけい！！！！！！
[20363.882] kkshkk: 今日も文字が文字してるな
[20364.308] (S)chocolat1234: ﾖ～ｼ
[20364.799] peroperoperorincho: 23時らしいですよ
[20366.863] (S)fahmy0825: nice
[20367.443] gt_26_t: 正直な中段ｗ
[20369.206] tabibitox: CAぶっぱはやってこなかったかｗ
[20369.297] 李小狼: SeemsGood
[20369.314] pomodorojp: やーる
[20370.832] bajjio1976: 氷むっかつくわー
[20372.950] hoshi120: 中断一閃
[20373.440] hiro_chan: 癒やしの製氷機
[20374.798] オワオワタ: 常連は慣れっこだけどこのコメ欄見て新規がいなくならないといいですね
[20375.451] akanesinzyou: 今回キャミ強キャラなの？
[20378.637] (S)sakubou398: umeCossack
[20380.426] daisya1919: 製氷機荒ぶってる
[20381.859] あり0221: おっさんだらけのウメ配信が懐かしいよ。大会中のYouTubeコメントみたいなっとる😭
[20382.409] kiton_taichi: CAブッパで終わってたかもね
[20388.184] twitchyarutch: 昔のCPUなら全反応出来るねw
[20389.448] (S)You_nari: ストライクが落とせれば、でもあれ落とせねーよ
[20390.265] うろすも: マゴもあきらもかじゅも様式美さんも初期は吐きそうになってたからマジでキャミィの強さ気付かれるまで時間差あった
[20395.034] 戸愚呂妹: このままじゃウメちゃんの家が氷で埋まっちまうよ！
[20395.112] moyoroy: 🤓キャミィに昇竜拳しろよ！
[20395.175] (S)sakubou398: 製氷機一閃
[20396.684] kaigaizei: つべのコメントみたいはほんまや
[20396.975] domontyan: うめちゃんいったれえええええ
[20400.960] erisuk: キャミィは現状じゃ間違いなく最高クラスの上位っす
[20405.641] syouruu: 春麗キャミィはここからどんどん伸びてくと思うわ
[20406.695] (S)chachachakoma: おお
[20411.320] 0208h: 製氷機「キャミィ強すぎ！」
[20411.987] niemalsaufgeben: 実際キャミィ使い負けてたしな
[20412.135] makoto9131: 格ゲー配信みるなら使用キャラのとこかここに落ち着きそうだからね
[20412.984] koro3__: すごい
[20413.524] despera_lk: ないす
[20414.286] rasuan103: これからの格ゲー界に重要ななルーキーを減らすようなコメ良くないね
[20416.965] megamedaka: ウメハラが苦戦してる時なんていつもこんな感じのコメント欄でしょ
[20418.280] xSLay3rJ: うわ〜！
[20419.558] brunoman1: いいね
[20420.800] (S)ヤーマニ: みんな梅ちゃんに勝ってほしくてしょうがない。みな等しくウメ信者。
[20423.418] Jam10505: 春麗は面白そうなキャラだな
[20423.508] tibusa8: 端のS１から表裏できるんだっけ
[20429.077] (S)roytaly: キャミィはミスったとき痛すぎるから慣れがかなりいる
[20429.762] 膝小僧: 実際界隈が賑わってるからなのか…？
[20430.954] pomodorojp: 先手先手
[20432.111] ulitan8181: ウメちゃんかっけー
[20437.927] EmsanArt: まぁでも変なコメ増えるのは人が増えてる証拠だしな、今後格ゲーが盛り上がって視聴者増えたらどんどん増えるよ。
[20438.304] mero11778: ウメハラ好きやからイライラしてる人多いんやな
[20438.642] おあしすさん: 通常技もつえー
[20441.705] (S)kazukitaiga: 知ったかマスターしなきゃみんな温厚だよ
[20442.235] valkilmar912: 数か月負けまくっても過去勝ち越しまで持ってきたのがかっこいいんじゃねぇか、見守れや、
[20443.433] nomonomo11: 練習の勝ち負けで騒いでどうすんの
[20444.515] (S)perfecttakahashi: ウメちゃんが勝てなくなると大変なコメ欄になるよね
[20444.829] demonbane_twosword: 端SA１→OD竜巻でいおりさんが歓喜してる動画あったね
[20446.399] mogu0621: ウメリスターいつも暖かいから、コメ欄おだやかなんだけど、今日はすこしトゲトゲしてるな。暖かくウメちゃんのプレイを見守ろう
[20447.584] (S)chachachakoma: うわ
[20448.871] volken3: ケンも最初は最上位だと思ったけど、対策進んだらちょっと落ちた感じする
[20451.354] Nagare765: きつい
[20451.948] akanesinzyou: 確かに、キャミ崩し豊富そうだな
[20455.622] babimaina: ウメちゃん、俺悔しいよ
[20457.130] (S)aki1010japan: 画面端で亀になる癖治ってねぇな
[20457.954] peroperoperorincho: 春麗大好きだからほんとに使い手増えろ
[20458.891] syouruu: 竜尾は見てからインパクト取れるのにアクセルスピンナックル咎められないのズルない？
[20459.174] (S)sakubou398: umeCossack
[20459.834] tabibitox: ミスったとの雑化現象
[20463.236] sayonata: 格ゲー界の羽生善治やぞ！
[20463.448] (M)(S)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[20466.285] makoto9131: どうせウメちゃん後から強くなるから
[20466.297] twitchyarutch: ラッキーで勝つんじゃなく攻略で勝つとこがみたい
[20467.605] 泥酔ケン: 落ちるタイミングかえれるキャミーに対空をどうしたらいいか教えて保身ですが？
[20468.940] matyamatyatyatya: 今は母数が増えてるからしょうがないよ、他のゲームでもそうだし
[20469.678] オワオワタ: スパーリングでも荒れるのがウメハラダイゴなんだなぁ
[20471.971] realseikintv_: 負け始めると棘生えるからな
[20473.690] (S)gold_power1969: 対空対空言ってる人は昇竜出せばキャミーの上からの攻めが解決すると思ってるのかな？
[20475.670] samzain: 今日はあまり、水飲んでない？
[20476.656] k0zy_k: umeNirami
[20486.945] erisuk: ケンはやっぱ成熟するまでに時間がかなりかかるとおもうぜ・・・
[20490.482] despera_lk: ウメちゃん今日筋トレしたんかな
[20492.798] yasubewe: 上ばっか見てたら生ラッシュとかスピンとかフーリガンがすんごいノイズになってくるのよね
[20493.633] 0208h: この苦戦してる時があるから勝った時嬉しいんだろうが！
[20493.745] crimgan: CAMMY IS NO.1
[20498.526] makoto9131: キャミィの上に全対応しようとしたらそれ以外が終わる
[20502.779] akanesinzyou: ゲージためモード
[20503.840] prisira: 重えいけねえ
[20509.436] toufupower: こんばんは
[20511.790] 膝小僧: コメントがみんなかるび口調になれば平和だよぉー
[20514.039] (S)pengetop: まだ生ラッシュ遅いね
[20517.777] (S)chachachakoma: おおお
[20518.450] fancy_ravioli: Lord Daigo
[20519.886] domontyan: ないすううう
[20521.080] (S)You_nari: 多少上を咎めないときついけどそれ以外もきついのがな
[20521.535] despera_lk: ないす
[20522.183] son_gokutsubushi: おちんついて
[20522.412] (S)blupon06: てかコメビュー消してほしい
[20522.856] (S)fahmy0825: noiiice
[20523.623] (S)chocolat1234: ないす～👏👏
[20524.569] ローレンシウム: もっかいw
[20526.392] Nagare765: 誠実な中段
[20528.608] nomonomo11: ないすぅ
[20528.785] xSLay3rJ: ナイス
[20529.311] (S)deep_cross: ナイス
[20529.541] kurokimi1234: 良くなってきた
[20529.771] despera_lk: umeMad
[20531.128] syouruu: ナイス
[20533.465] pomodorojp: おじ検定！？
[20534.926] (S)sakubou398: umeCossack
[20536.011] (S)kazukitaiga: 奮迅中フィニッシュ大好き
[20540.357] totomaru_chan: コメビュ消して欲しいはわかるw
[20542.388] (S)iwa1101: umeCossack
[20544.685] rasuan103: karubisDon
[20549.176] (S)perfecttakahashi: umeZen
[20550.494] EmsanArt: どっかのvtuberが指示コメは全部語尾に♡付けろって言ってて面白かった。
[20550.659] えこえこ: ビール飲みながら野球観戦みたいに好きなことコメントすりゃいいよ
[20551.212] tazawa_1gousei: 梅ちゃんアンチと武豊アンチがまじで似てる
[20551.991] arcylle: not a single fire ball
[20552.143] domontyan: うめちゃ～～～～うめちゃ～～～～ん 
[20553.639] mogu0621: 今日あんまりキャミィに勝ててないかもだけど、ウメちゃんが成長して後々攻略すると信じてるぜ
[20553.774] akanesinzyou: 今の中断ガードさすがｗ
[20555.151] nakao86: 対策っても本番明日だしそれ以降試合無いしな
[20556.920] mariannnu: なーいす！
[20557.451] gt_26_t: 理想のラウンドが
[20558.285] オワオワタ: ブロックする意味がないからな
[20559.399] soutyanneruuu: うめちゃん強いよおー
[20559.422] pyamaaaa: 運ぶな〜
[20559.986] (S)chocolat1234: ッケイ
[20560.206] まつもとっ: うめぇｗｗｗ
[20561.026] despera_lk: umeSmoosh
[20561.514] ぼっち王子: karubisDebu
[20562.859] son_gokutsubushi: 武豊アンチおるんか
[20565.756] albedomikan: つよーい
[20567.218] (S)perfecttakahashi: karubisDebu
[20567.816] gm_lris: 凄いなマジで
[20568.191] twitchyarutch: ようつべの為だからねえ
[20568.719] pikipikiman: ブロックしてもクソコメ見えるから意味ねえんだよな
[20569.052] (S)chachachakoma: 立ちまわりで先にキャミィにこさせてるのかな
[20569.295] (S)Qtr1214: 画面端に圧殺が正義だか
[20570.987] 膝小僧: 分かってあげられるよぉー
[20574.606] (S)からめろ: karubisDebu
[20578.388] nonsugar_436: キャミィ戦ずっとあるでしょw
[20584.869] 157655: 水派くんとやってるのか
[20585.995] ulitan8181: 立小足差し返しできてるすげえ
[20587.302] nikuzure_: うめちゃ～～～ん
[20596.917] Nagare765: 武豊アンチなんて数え切れないんだわ何言ってんの
[20599.724] furu13: 明日って勝敗そんな大事なの？
[20602.276] mogu0621: 今だけの結果なんて、あんまり意味がない。この後どう攻略するかが大事だ！ウメちゃんはそれが出来る俺の王様！
[20603.187] domontyan: かるびはウメちゃんよびかじゅよびするから勇気すごい
[20605.408] あり0221: でも一つ言えるのは負けてここまで荒れる人42歳のウメちゃんだけよ。ときどでも20代の若手でもこんなことにならん。凄い人ってこと。p
[20606.475] moyoroy: みんなウメちゃん以外の格ゲーマーの配信も見たげてぇ、、、
[20607.056] (S)perfecttakahashi: かるび何故かウメちょんの視聴者に大人気だよねw
[20609.707] myaaaaaa123: みんなお祭りじゃん、楽しもうぜ
[20611.190] akanesinzyou: 舐めプゲージためモードか？
[20611.929] prisira: スピンナックルとモーションおなじなのえぐい
[20617.392] オワオワタ: 実際相当注目されてるイベントだと思うよ
[20621.373] nomonomo11: 端キツすぎる
[20621.707] (S)chachachakoma: キャミィのインパクトわかりにくいんだよなぁ
[20624.816] 天然ベニテングダケ: 貴重な不敬枠だしな、かるびは
[20627.752] (S)roytaly: 頭に血が上りすぎやで
[20631.042] 憂う者の弟子: けんかはやめて！！！こんなの・・・ちがうよ！！こんなの＞＜
[20631.525] despera_lk: ウメケンの絵文字作ってくんねーかな
[20632.286] のな: おもむろにインパクト打たれるとまじで返せねえ
[20634.270] ミスターポポ: わざとか？
[20636.633] makoto9131: なんなキャミィのインパクト見辛いよね、色が最初ないからかな
[20642.368] domontyan: へる
[20643.115] matyamatyatyatya: 蛇足は荒れても目が追いつかなくて気絶だよ
[20643.123] yasubewe: ひえ０
[20643.724] Nagare765: 格ゲー広める機会やぞそりゃ大事
[20644.294] gm_lris: へりすぎ
[20645.264] jgdwu: お相手の方配信されてますか？
[20648.859] akanesinzyou: なんてこった
[20649.008] (S)fahmy0825: 5-9
[20650.579] magic_girls777: ほぼウェザーニュースのコメント欄
[20652.308] (S)凪水: 配信大手ばっかやからな
[20654.624] 0208h: キャメイ
[20655.760] realseikintv_: ペンキ格差酷いのやめろ
[20655.963] kiton_taichi: マジで中足にスト刺さるのやばい
[20656.036] syouruu: 見るところ多いからインパクト返すのむずいんよ。やればわかる
[20664.240] (S)Qtr1214: スト6盛り上げたいならウメちゃんの活躍は必要です
[20664.324] twitchyarutch: 広めるのに勝ち負けは直接関係ない
[20665.483] うろすも: どの界隈も第一人者はファンもアンチも臭くなってしまうもんや
[20666.836] (S)aki1010japan: グロ試合やな
[20667.473] mero11778: ワンちゃんCRカップで副将の人に１引かれて荒れそう
[20674.454] pomodorojp: ターン握られると辛すぎる
[20675.757] nyata1234: ダウン取った後密着して起き攻め行ったりジャンプで攻めたり全くしないのね
[20682.949] (S)chachachakoma: 上も下もインパクトもみなきゃいけない
[20684.168] tasukete: 対空でねぇ
[20689.115] (S)一1990: 昇竜切り捨ては危険な気が・・
[20692.594] akanesinzyou: このレートのキャミィはやっぱ本物だね
[20692.764] yasubewe: あれこれ考えてたら端のインパクトガードブレイク普通にもらっちゃうしなぁｗ
[20695.125] yamanashi_sp: 基本的に無言で練習してる配信にこれだけ人が集まるのもウメハラさんくらいだと、マゴさんもいうとりました。特別だと。
[20699.729] ミスターポポ: ケンはキャミィきついんやろな
[20701.392] makoto9131: やればわかるって… 誰もそんな話してない
[20704.761] suginaka56: アンチなんてやってて虚しいだろ
[20708.309] (S)perfecttakahashi: 副将に1引かれたら我々は荒れないだろうけど外は揺らぎそうだよね
[20710.665] 503_win: 水派の散らしがうまい
[20714.621] anaguma3: 練習だから色々試せばいいのよ
[20722.219] ayataka0718: とりあえずアンチはくそ。
[20722.431] (M)(S)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[20724.056] pomodorojp: 運ぶぅ！
[20724.073] nakao86: 関さんや釈迦さんはコメント認証制だけどな
[20724.706] rasuan103: 興行的にウメさんが勝つ必要は無いけど良い勝負はしたいよね誰も王のボロ負けは見たくない
[20726.378] prisira: １引かれたら相手褒めればいいだけだろ？
[20729.672] おあしすさん: 意識を割く選択肢が多すぎるんか
[20736.287] tazawa_1gousei: アンチはライン考えたほういいぞ、大体親の扶養だろうから迷惑かけることになるぞ
[20745.390] matyamatyatyatya: そもそもうめちゃんの配信モデレーターいるん？
[20746.747] 岡部ドラゴンです: アンチは梅原じゃなくて梅原信者を攻撃したいんだよ
[20747.912] (S)perfecttakahashi: 格ゲープロ弱いみたいに言われると嫌だ
[20748.411] masaou12: まだ始まったばかりのゲームやぞ、気楽に見ろよ
[20748.665] akanesinzyou: キャミのダッシュやばいｗｗ
[20749.151] anaguma3: 負けたら相手が上手いだけだしね
[20750.501] ~MISSING_COMMENTER_INFO~: 大事な大会じゃないから練習しないってダサくね？w
[20751.300] ミスターポポ: 立中Kでけん制しとこと思うとインパクトが
[20751.715] (S)chachachakoma: おお
