[5.260] (S)さいこりてぃ: こん塩～
[8201.424] (S)ituki13_12: お
[8201.530] yukitwitch14: あ
[8201.542] (S)meru_sen: あ
[8201.544] (S)n230385: www
[8203.413] sebasutinn: ど、すこい
[8203.502] (S)hkfnt: 名前バレません
[8203.791] (S)じゃがいも揚げ犬: あ
[8204.331] himajin_235: ｗｗｗ
[8204.464] (S)~MISSING_COMMENTER_INFO~: wwww
[8205.877] (S)ケチャラ: wwwwww
[8205.966] rinori_ddd: wwwww
[8206.053] (S)mira_koko: ｗｗｗｗｗｗ
[8206.325] yuchan_05: ほーう
[8206.453] (S)碇のあ: wwwwwwww
[8207.025] zlqde: wwwwww
[8207.804] ごーやちゃんぽ: あ
[8208.006] マーカス0908: 77win!?
[8208.036] ブルーレット奥岳: これ戦績バレはあるのかw
[8208.042] meshi_oji: あw
[8208.537] yukitwitch14: wwwww
[8208.646] (S)アジ7864: wwwwww
[8208.767] Loar_Mirror: wwwww
[8208.941] shavanii3: w
[8209.035] (S)まれい: スト、６
[8210.247] kskszzz: すと
[8210.574] (S)ayukatono: スト６ね
[8210.660] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗｗｗｗ
[8210.789] きのこのこのこー: す、と
[8210.793] sa_sya1: スト6w
[8211.514] (S)_やお_: スト、6
[8211.522] magunitude: www
[8212.183] くもちゃん1: CR
[8212.224] (S)のあゆずりは: スト6方式ｗ
[8212.575] sasimimaru_777: す、と6
[8212.860] hiryame: ストかぁ
[8213.283] tanio123456789: スト6やw
[8213.518] 暇人1231: www
[8213.846] (S)miruteer: 路上喧嘩です、か
[8214.793] (S)suzu25012: スト6やんけ！笑
[8215.038] (S)けー353: スト6
[8215.249] ebitiri135: 大会w
[8215.610] shavanii3: どすこーい！
[8215.791] (S)いうた: すと６
[8215.908] hako7hako7: 本田
[8216.271] rocomoco18: す、の
[8216.298] (S)karabina029: す、と
[8216.378] (S)こしつぶのハーフちゃん: す、と6
[8216.868] doriyama0721: suto6
[8217.176] yuchan_05: www
[8217.354] (S)つちのこ83: すと、6
[8217.620] (S)Jewel_meat: すと6
[8218.449] (S)YAMATO00_RoueN: スト6ww
[8218.533] (S)ちゃぃちゃぃ: すとろ、く
[8219.076] (S)碇のあ: どーすこい
[8219.575] gorirarara: ちゃんこ食わんかい
[8220.562] ファボン4747: スト６ｗ
[8222.041] xpmgjd: 既視感あるな
[8223.019] shion0000000: スト6じゃねぇか
[8225.307] (S)sakae_gumi: スト6でも勝ってるからなぁ
[8225.324] (S)~MISSING_COMMENTER_INFO~: かわいい
[8226.264] rocomoco18: 頭突き
[8227.953] (S)toraware3004: ストリート形式ね
[8228.550] yukito127: wwwww
[8230.414] liskingdom: NLロゴが
[8230.840] (S)碇のあ: wwwwwwwww
[8230.917] くもちゃん1: おお
[8231.677] sebasutinn: おお
[8232.560] (S)sheseec: すげえなｗ
[8232.603] あひる: あ
[8233.296] yuchan_05: LUL
[8233.363] (S)senbei_kun: wwwww
[8233.402] (S)アブソルート: NotLikeThis
[8233.447] もちごめ1134: おお
[8233.649] (S)めろん55: あ
[8233.850] (S)_やお_: ないwwwwww
[8234.146] (S)acro_10: wwww
[8234.236] 池袋ジム: さぶちゃん
[8234.300] (S)いうた: Www
[8234.484] オオゼキ: ｗｗｗｗｗｗｗｗｗｗ
[8234.575] (S)bakubaku52: ｗｗｗｗｗ
[8234.726] ごーやちゃんぽ: ガチだな
[8234.878] (S)ky1124boc: ｗｗｗｗｗｗｗｗｗｗｗｗ
[8235.161] (S)~MISSING_COMMENTER_INFO~: wwwwww
[8235.298] (S)mira_koko: ｗｗｗｗｗｗｗ
[8235.717] yukitwitch14: あ
[8235.780] (S)mkm_18: ｗｗｗｗｗ
[8235.912] tee4230: ないwwww
[8236.041] tocca00: なくて草
[8236.050] (S)susi0isii: ww w wwww
[8236.086] kurroko0965: ｗｗｗｗｗｗ
[8236.249] (S)parupuntte: ｗｗｗｗｗ
[8236.253] がやがやたま: ｗｗｗｗｗｗｗｗ
[8236.874] (S)rlrlpo: あれ？そこあるっけ？
[8237.417] rinori_ddd: 無いw
[8237.447] rosso_k: ないw
[8237.804] (S)アジ7864: あ
[8237.954] tomoomot1231: wwwww
[8238.027] (S)c_world_: wwwwww
[8238.040] (S)塩唐揚げ: ｗｗｗｗ
[8238.068] (S)八咫烏: ｗ
[8238.158] nkkaz: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[8238.246] kouchq_p: wwwwwww
[8238.437] (S)karabina029: あ
[8238.440] (S)けー353: あw
[8238.496] (S)だいふく3858: ｗｗｗ
[8238.586] (S)ねこたこす: ｗｗｗｗｗｗｗ
[8238.748] hal_ally: ないw
[8239.034] 東北のスロカス: ｗｗｗｗｗｗｗｗ
[8239.171] (S)もふーお: ｗｗｗｗ
[8239.185] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗｗｗ
[8239.433] (S)nana43: ｗｗｗｗｗ
[8239.647] (S)johnpeanuts: www
[8239.850] kyomaru03: www www
[8239.862] (S)ライハ0514: ｗｗｗｗｗ
[8240.131] mokkennn: まあね
[8240.608] Natsuko444: まあねw
[8240.882] (S)dakr5123: wwwwww
[8241.299] yukitwitch14: wwwwwwwwwww
[8241.494] hulkantos: wwwww
[8241.497] (S)でゅらんだる2: w
[8241.505] (S)ティターナ: さぶちゃん
[8241.895] (S)second_peanu2: wwwwww
[8242.391] (S)おかしなおおかみ: ｗｗｗｗ
[8242.433] ごーやちゃんぽ: ばれた
[8242.630] (S)タぬ: ｗｗｗｗｗｗ
[8243.444] あひょひょ: えぇ
[8243.948] kurroko0965: この車だしなｗ
[8244.496] piyochan10: ＷＷＷ
[8244.720] (S)めろん55: まあねw
[8245.205] (S)sheseec: まあね
[8245.952] komatsupanda: イ左山なら、竹刀使っても許される
[8247.117] hako7hako7: BibleThump
[8247.274] ebitiri135: まあねw
[8247.817] sorano00: ｗｗｗｗｗ
[8248.392] ただのジョジョ好き: 今北産業。どういう状況？w
[8249.662] (S)のりしお60: ばれてーら
[8249.971] shion0000000: まあね⭐️
[8252.113] (S)ぺんた326: まぁねカッコよ
[8255.261] (S)カメモチ: これボス車だしなw
[8255.404] (S)ccc020202: まあね
[8256.913] ファボン4747: ｗｗ
[8257.172] (S)碇のあ: wwwwwwwwww
[8258.311] dk0831: wwwwwwww
[8258.678] (S)バロン67: ｗｗｗｗｗｗ
[8258.881] yukitwitch14: wwwww
[8258.991] xpmgjd: wwwww
[8260.482] (S)ぽふぃん: ｗｗｗ
[8262.204] (S)ちゃぃちゃぃ: wwwww
[8263.756] (S)karabina029: ｗｗｗｗｗｗｗｗｗ
[8263.866] 正岡: wwwwww
[8264.196] yuchan_05: www
[8265.189] yukito127: ズズｗ
[8265.296] rinori_ddd: wwwwwww
[8265.321] (S)kiyoshi_1110: それも技術のうち
[8267.509] くもちゃん1: モダンとクラシック
[8268.269] (S)碇のあ: ズズw
[8268.640] (S)つちのこ83: ズズw
[8268.732] お松156: ズズだ
[8269.180] ファボン4747: ズズｗｗｗ
[8269.392] (S)senbei_kun: ズズwww
[8269.711] shavanii3: ズ、ズ
[8269.818] (S)sakae_gumi: 一般通過ズズ
[8270.255] おべいる: ツルギだからちょっと設定雑になってきてんの笑うｗｗｗ
[8270.485] (S)アブソルート: 一般通過ズズ
[8270.902] ごーやちゃんぽ: ズズw
[8271.109] (S)らる_: ズズｗ
[8272.107] meshi_oji: ズズw
[8272.772] あすてー: ズズじゃん
[8272.824] ebitiri135: ズズw
[8272.902] (S)ヨイチ41: オルカ…
[8274.468] tatyoro: ズ
[8286.148] (S)kooouhe: 野良ズズ
[8292.778] あひょひょ: きちゃあ
[8293.434] wanna1031: 範馬刃牙みたいだな
[8299.384] shavanii3: セーフ
[8302.055] (S)sakae_gumi: JOIN
[8306.736] (S)ばむるく: ０WINねえ
[8307.610] kurroko0965: フルコンタクトだ！
[8308.822] (S)sheseec: TOTAL WINS 0ｗｗ
[8311.185] ほまかな: 0
[8314.819] ファボン4747: なんでツルギパンツ一丁なんだｗ
[8315.800] till1022: 80勝ｗ
[8316.635] (S)stg_satoshi: 佐山さんや
[8321.223] moguro_: 0winです、か
[8321.378] (S)さちゃすけ: fantas22Syankzu
[8324.948] lagthemeek: 出るセンスはいい
[8326.355] kurroko0965: だっさｗ
[8326.413] (S)peho_okok: スターティン
[8326.796] (S)kohaku0782: ｗｗｗｗｗｗｗｗ
[8327.127] (S)もふーお: ｗｗｗｗｗｗｗ
[8327.249] (S)~MISSING_COMMENTER_INFO~: wwwww
[8327.302] ファボン4747: あ
[8327.664] (S)きゅむぉ: ｗｗｗ
[8327.879] (S)アブソルート: ｗｗｗｗｗｗ
[8328.089] (S)lycoris_crz: すたーてぃん
[8328.683] (S)karabina029: ｗｗｗｗｗｗｗｗｗｗ
[8329.008] (S)mira_koko: ｗｗｗｗ
[8329.216] xpmgjd: wwwwwwww
[8330.180] yukitwitch14: wwwww
[8330.525] azarasiiia: 格の違いを見せつけて！
[8331.230] (S)acane_zutomayo: ｗｗｗｗｗｗｗｗｗｗｗ
[8331.639] meshi_oji: www
[8331.942] (S)けー353: wwww
[8332.174] (S)バロン67: ｗｗｗｗｗｗｗｗｗ
[8332.522] (S)元気なデブ: ｗｗｗｗｗ
[8333.138] (S)いうた: Ww
[8333.677] あひょひょ: なにやってんw
[8333.841] norinorin777: なめてんのか！！
[8334.372] め_ちゃん: ｗｗｗｗｗｗ
[8334.842] yukitwitch14: wwwwwwwwww
[8334.875] rinori_ddd: 何してんだwww
[8335.038] 暇人1231: wwww
[8335.474] (S)碇のあ: wwwwwwww
[8335.498] (S)八咫烏: ｗｗｗｗｗｗｗ
[8335.667] yuchan_05: あれ？ww
[8336.267] dk0831: wwwwwwww
[8336.642] ttt2836: あほやｗｗｗ
[8336.854] (S)keidais: ｗｗｗ
[8337.525] (S)nana43: ｗｗｗｗｗｗ
[8337.732] もちごめ1134: よわw
[8337.749] GoMaDaRe_Ponz: トペスイシーダ出した？
[8338.184] (S)エンペリ: wwwww
[8338.230] ろいどです: ｗｗｗ
[8338.335] (S)ティターナ: ｗｗｗｗｗｗ
[8338.348] (S)もーーーたん: wwwwwwwwwwwwwwww
[8339.071] (S)雁木茉莉: wwwwwwwwwwww
[8339.742] yoruru19: www
[8339.745] (S)きゅむぉ: Ｐ
[8339.916] hulkantos: wwwwww
[8340.700] (S)Jewel_meat: wwwwwwww
[8340.703] (S)つちのこ83: あれw
[8340.816] (S)ごはんよりパンがスキ: www
[8340.909] (S)おいどん111: ん？ｗ
[8341.274] (S)sakae_gumi: ぼっこぼこやんけｗ
[8341.392] (S)rognuts: ｗｗｗｗｗｗｗｗｗ
[8341.422] till1022: ｗｗｗ
[8341.489] (S)tarako_0420: 草
[8341.507] (S)ぺろすけ3: wwwwwwwww
[8341.920] (S)sheseec: ｗｗｗｗｗｗｗｗｗ
[8341.973] 虚無サン: 佐山が出落ちすぎるw
[8342.080] (S)いうた: なめてんのかって
[8342.601] (S)c_world_: www
[8342.718] (S)sea99q: ｗｗｗｗｗｗｗｗｗｗ
[8343.496] yukitwitch14: wwwwwwwwwwwwwww
[8343.731] umechan4989: ボタン間違ったみたいなｗ
[8343.756] kukudddddo: wwwww
[8343.946] hulkantos: よわw
[8344.329] (S)tomoakiy: よっわw
[8344.559] yuta_ka_: 勝てるわけないww
[8344.620] クオハユ: ｗｗｗ
[8344.624] kurroko0965: なめてんのか！
[8345.855] mokobra: なめてんのかって
[8346.061] (S)ぺろすけ3: 腹痛てぇwwwwwwwww
[8346.491] akagi1031: P
[8347.048] (S)gorigorimandayo: P
[8348.076] (S)nvyf6flup11ffpbyzy3k: なめてんのかって
[8348.296] tanio123456789: 声枯れるってw
[8348.887] (S)碇のあ: wwwwwwwwww
[8349.040] (S)ばむるく: 舐めてんのか！って
[8349.863] moqsair: P
[8350.374] ゴルーン: なめてんのか？
[8350.432] (S)papopopo: なめてんのか！！
[8351.090] ttt2836: ｐ
[8351.386] yuchan_05: ほーう？
[8352.005] tatisjrfan23: 弱すぎwww
[8352.108] shion0000000: これは育て甲斐がありそうだ
[8352.224] (S)れーるがん: なめてんのか！？
[8352.263] あひょひょ: なおらんやろw
[8352.312] (S)あめすぴちゃん: 生ラッシュ
[8352.475] (S)~MISSING_COMMENTER_INFO~: 思いっきり、な
[8353.937] lagthemeek: お腹痛くなったか
[8355.097] roka_______: うさぎさん呼びてぇーw
[8356.649] ~MISSING_COMMENTER_INFO~: パーフェクト
[8360.318] coral_leaff: なめてんのかって
[8360.460] akagi1031: なめてんのか
[8362.213] gogontagonta: 頑張れツルギ！
[8366.534] (S)karabina029: ｗｗｗｗｗｗｗｗｗ
[8367.079] kurroko0965: ｗｗｗｗ
[8367.141] (S)kohaku0782: ｗｗｗｗｗｗｗｗｗ
[8367.628] N4POTA: w
[8367.750] (S)きゅむぉ: ｗｗｗｗ
[8367.963] ファボン4747: ｗｗｗｗｗ
[8368.533] (S)もふーお: ｗｗｗｗｗｗｗｗｗｗ
[8369.128] akabeko0003: それも技術のうち
[8369.390] (S)buju: wwww
[8370.095] (S)nana43: ｗｗｗｗｗｗｗ
[8370.958] xpmgjd: wwwwwwww
[8371.152] yukitwitch14: wwwwwwwwww
[8372.552] (S)bakubaku52: www
[8375.123] mokkennn: お
[8375.723] hiro_918: ｗｗｗｗｗｗ
[8376.404] 凪16: ロックの時に言ってたもう1人ってツルギやったん
[8376.861] (S)~MISSING_COMMENTER_INFO~: wwwwww
[8378.167] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗｗｗｗ
[8378.212] miyayou864: ｗｗｗｗ
[8379.013] (S)アブソルート: 本気ｗ
[8379.098] (S)いうた: Wwww
[8380.398] 暇人1231: wwww
[8380.880] (S)バロン67: ｗｗｗｗｗｗｗｗｗｗ
[8380.938] ろいどです: ｗｗｗｗｗｗ
[8381.471] (S)元気なデブ: ｗｗｗｗｗｗｗｗｗ
[8381.543] (S)meru_sen: ｗｗｗｗｗｗｗｗｗ
[8381.587] (S)alohapon: ｗｗｗ
[8381.920] (S)ふま6853: ｗｗｗｗ
[8381.971] ファボン4747: ｗｗｗｗｗｗ
[8381.974] kabocha0141: wwwww
[8382.078] yukitwitch14: wwwwwwwwwww
[8382.146] (S)もふーお: ｗｗｗｗｗｗ
[8382.185] (S)mira_koko: ｗｗｗｗ
[8382.354] (S)Jewel_meat: wwwwwwww
[8382.560] (S)keidais: ｗ
[8382.920] (S)ティターナ: ｗｗｗｗｗ
[8382.986] (S)senbei_kun: wwwww
[8383.211] _イチ_: ｗｗｗｗ
[8383.285] (S)八咫烏: ｗｗｗｗｗｗｗ
[8384.294] (S)エンペリ: wwww
[8384.372] (S)おいどん111: ｗｗ
[8384.406] (S)碇のあ: つんよい
[8384.437] rinori_ddd: www
[8384.527] (S)sheseec: 返せるんだよｗｗ
[8385.239] (S)ユキ_ノフ: ｗｗｗｗｗｗ
[8385.303] (S)ねこたこす: ｗｗｗｗｗｗｗｗｗｗｗ
[8385.329] (S)かつけん0331: ｗｗｗｗｗｗ
[8385.344] (S)らる_: ｗｗｗｗｗｗｗ
[8385.394] (S)もーーーたん: wwwwwwwwwwwww
[8385.588] meshi_oji: www
[8385.916] 民子たみこ: wwwww
[8386.232] udukitty: 流石強い
[8387.659] (S)ぺんた326: つよww
[8388.414] (S)second_peanu2: wwwwww
[8388.550] yakaponzu: さすがのつよさwww
[8388.875] (S)sakae_gumi: さすがしこー流
[8389.183] (S)ky1124boc: まずは１本
[8389.813] komatsupanda: w
[8390.192] (S)rognuts: ｗｗｗｗｗｗ
[8391.322] kurroko0965: ガンガンガンガンｗ
[8391.418] kukudddddo: つっよwwwww
[8391.454] (S)sheseec: 貴家ｗｗ
[8391.596] (S)ゆりぃー: wwww
[8391.657] yuchan_05: まだまだ、だなぁw
[8391.709] ozizi3: つよいwww
[8391.982] 343434a: 連打
[8393.310] mokkennn: でもワンちゃんありそう
[8394.481] the_goku_sf: wwwwwwww
[8394.519] (S)ごはんよりパンがスキ: つよーい
[8396.040] ろいどです: 思いっきりって言ったよな！！舐めてんのか俺を！
[8396.304] あひょひょ: 勝てんやろw
[8396.736] (S)stg_satoshi: 流石、左山さん
[8396.882] (S)mkm_18: さっき元ネタ見てきたけどマジうけるなｗ
[8397.339] (S)rinko626: ツルギファーム
[8397.473] gogontagonta: ツルギ～wwww
[8398.297] sebasutinn: さすしこ
[8398.308] (S)~MISSING_COMMENTER_INFO~: 腕鈍ってないなぁ
[8399.146] soraheb: 蹴りじゃない
[8399.247] komatsupanda: それがお前の本気か？？
[8400.345] yuchan_05: LUL
[8400.358] (S)nana43: 2×2やね
[8400.481] 東北のスロカス: 自分で言ったんだろｗ
[8401.343] (S)ayato3852: ツルギ育てがいありそう
[8401.458] autumn_ya: P
[8401.865] (S)lycoris_crz: pko
[8402.859] ANATAMori: P
[8403.296] ファボン4747: 舐めてんのかぁー？ｗｗ
[8404.004] miyayou864: 語気がつよいｗ
[8405.719] hiro_918: fantas22Muscle
[8406.012] shama0109: ブランクあるかなと思ったけど強いなw
[8407.274] (S)sheseec: おもろいなぁｗｗ
[8409.696] (S)benzacoverrr: 舐めてんのか！
[8410.479] スピリタスン: 勝ち数やばいやろｗ
[8412.342] yuchan_05: どーすこい！！
[8417.951] (S)ひるお: 焦げの発狂聞かせてくれ〜〜ー
[8418.025] (S)きゅむぉ: こいつｗｗｗ
[8418.365] kurroko0965: こそくｗ
[8418.919] (S)keidais: ｗｗｗ
[8418.968] (S)アブソルート: ｗｗｗｗ
[8419.598] (S)acane_zutomayo: こいつｗｗｗｗｗｗｗｗｗｗｗｗｗ
[8420.083] ちぇるちぇる: wwwww
[8420.312] (S)もふーお: ｗｗｗｗ
[8420.806] (S)テバ_02: 卑怯www
[8420.995] (S)kohaku0782: ｗｗｗｗｗｗｗｗ
[8421.166] mokkennn: ｗｗ
[8421.475] (S)c_world_: www
[8421.496] (S)mkm_18: きたねえやつだｗｗ
[8422.329] (S)蛙田いぶき: wwwwww
[8422.722] (S)sheseec: こいつｗｗｗ
[8422.739] 東北のスロカス: お
[8422.993] (S)nana43: ｗｗｗｗｗｗ
[8423.282] liskingdom: とんねるずｗ
[8423.786] hiropyon1242: こっすいwwww
[8424.497] as4kura3: やり口きたねぇｗｗｗ
[8424.516] yukitwitch14: wwwww
[8425.297] hiro_918: ｗｗｗｗ
[8426.476] ファボン4747: ｗっうぇ
[8428.409] (S)ライアルス: テーピング確認ww
[8428.619] ~MISSING_COMMENTER_INFO~: なにこらタココラ
[8430.012] (S)NAMAPASUTA_BABY: 字面おもろいなぁw
[8430.600] (S)acane_zutomayo: ｗｗｗｗｗｗｗｗｗｗｗｗ
[8430.960] (S)ぽこチャン: 流石だわww
[8432.188] あひょひょ: 鍛えがいあるなw
[8432.675] (S)~MISSING_COMMENTER_INFO~: スラ出せてないｗｗｗ
[8432.691] (S)アブソルート: ｗｗｗｗｗｗｗｗ
[8433.188] (S)kiyoshi_1110: 姑息すぎるwww
[8433.314] yu0mo: カッスカスw
[8433.397] yukitwitch14: wwwwwwwwww
[8433.779] (S)バロン67: ｗｗｗｗｗｗ
[8434.224] (S)もふーお: ｗｗｗｗｗｗｗ
[8435.631] (S)mira_koko: ｗｗｗｗ
[8435.821] れぶりみ: 声ｗ
[8436.950] rocomoco18: なにこれw
[8437.172] (S)元気なデブ: 声ｗｗ
[8437.485] ファボン4747: イチャイチャすなｗｗｗ
[8437.498] dk0831: wwwwwwww
[8437.613] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗｗ
[8437.813] rinori_ddd: 動きがwww
[8437.824] ブルーレット奥岳: 声w
[8437.869] atra_san: これは論理的戦略
[8438.309] okey3333: wwwwwwwww
[8438.569] (S)らる_: ｗｗｗ
[8438.829] (S)takeshogogo: 声かっすかすｗｗｗｗｗｗｗｗ
[8439.029] kurroko0965: 喉大丈夫かよｗ
[8439.225] tomoomot1231: 声wwwww
[8439.235] (S)あきにい: wwwwww
[8439.487] yukitwitch14: 声wwwww
[8440.302] zenith_ar: 声えぐw
[8440.385] (S)sakae_gumi: どこまでいくねんｗ
[8440.557] hal_ally: 声w
[8441.179] hotate_ex: wwwww
[8442.384] (S)rinko626: 声終わってるｗｗｗ
[8442.442] 東北のスロカス: 声枯れてるｗ
[8442.477] nyanmagi0: 声がw
[8442.706] ~MISSING_COMMENTER_INFO~: ｗｗｗｗっｗ￥
[8442.826] shoco89: 声ｗ
[8443.365] udukitty: 寂海王みたいなことすんな
[8443.383] (S)haru_mg: お互いなんかｗｗ
[8443.440] (S)バロン67: 声カッスカスｗ
[8444.015] ぷちょぺーい: カッスカスｗｗｗｗ
[8444.229] (S)カメモチ: 昔のシャンクズ見てる気分だw
[8445.372] (S)shingoshigaa: 声がｗ
[8445.465] ham_barger9: どこまでいくねんw
[8445.541] mokkennn: まずい
[8446.599] (S)p11chan_29yarooo: かすかすw
[8447.939] miyayou864: でも、うまいぞｗ
[8448.378] (S)いうた: Wwww
[8448.854] (S)ケチャラ: どこまでいくねんwwwwwww
[8449.391] tatyoro: 喉ｗｗｗｗ
[8449.944] yusei_no_pen: どこまでいくねんｗ
[8450.078] syunn10969: 声大丈夫かよwww
[8450.933] (S)sankakubuchishinjukyo: 声どないしたんw
[8451.491] (S)sea99q: ｗｗｗｗｗｗｗｗｗｗｗｗ
[8451.527] (S)~MISSING_COMMENTER_INFO~: wwwww
[8451.665] (S)まれい: ｗｗｗｗ
[8451.887] (S)きゅむぉ: ｗｗｗｗｗｗｗ
[8452.314] toriteba_: wwwwwwwwwwww
[8452.322] (S)猫も杓子も: ｗｗｗｗｗ
[8452.453] noriben0506: 声大丈夫かｗｗ
[8453.530] (S)nana43: ｗｗｗｗｗｗｗ
[8453.899] yu0mo: どこまでくんねんww
[8454.753] (S)xyz_3931: wwwwwwwwwwwwwww
[8455.283] norinorin777: 役者が違うわw
[8455.529] (S)ゆりぃー: wwwww
[8455.691] okey3333: www
[8457.495] as4kura3: 声ガッスガスｗｗｗｗ
[8457.945] (S)もふーお: 声まずいってｗ
[8458.362] (S)re_non921: 筋は良さそうｗｗ
[8458.373] umechan4989: 次始まったｗ
[8459.469] hotate_ex: 声www
[8460.377] ファボン4747: ｗｗっうぇ
[8460.447] (S)sheseec: 声カッスカスｗｗ
[8462.826] (S)rinko626: 舐めってるわ
[8462.844] azarasiiia: 小物感がスゴイｗｗ
[8464.677] yuchan_05: ソード、まだまだなぁw
[8464.897] rinori_ddd: 初めてあんな動いたなww
[8466.741] (S)umi1531: お互いがばったｗ
[8467.692] switw: 時間ぎれか？
[8468.822] tatisjrfan23: 筋はいいねー
[8468.973] kai_0301: 場外か？
[8469.000] ももけろ: 声大丈夫ww
[8469.948] (S)おきなわシャン: 声キツそう
[8470.606] (S)アブソルート: 喉壊れるｗ
[8471.963] gi_n_koro: ガッサガサw
[8474.522] びーびー3: 声ガッサガサｗ
[8474.687] (S)mis0kk4s: 喉調子悪いのか
[8475.285] atra_san: こんなものかソード
[8476.468] sorano00: 同時でも打ち勝てるね
[8477.532] hiro_918: karubisLllllllllllll
[8477.731] (S)rlrlpo: 時間やない？
[8480.149] yuchan_05: かかってきなさい
[8480.255] (S)ユキ_ノフ: ソードｗｗｗｗ
[8480.503] (S)オムご飯: ソード頑張れw
[8482.958] ファボン4747: 声枯れてるｗｗ
[8483.713] mokkennn: お
[8484.639] (S)ぺんた326: お
[8484.890] (S)きゅむぉ: おおお
[8485.605] (S)sheseec: ソード！もっとやれるよなぁ！
[8486.314] (S)nana43: お
[8487.072] kurroko0965: ｗｗｗｗ
[8487.409] (S)aptenodytes_patagonicus: おぉ
[8487.941] (S)元気なデブ: お
[8488.391] (S)もふーお: おぉ～
[8488.422] 東北のスロカス: お
[8488.974] (S)いうた: Www
[8489.640] (S)べねでぃくと: お
[8490.826] (S)tomoakiy: ぐにゃーw
[8491.324] (S)~MISSING_COMMENTER_INFO~: wwww
[8493.447] yuma655: 喉はすでに枯れてます
[8493.671] (S)あきにい: w
[8494.080] スピリタスン: アカン門下生で最弱やｗ
[8494.634] (S)ぺんた326: wwww
[8495.650] (S)ばむるく: しゃがむのなにｗｗｗ
[8495.887] (S)あめすぴちゃん: いちいちしゃがむのわらうｗｗｗ
[8496.306] sakunami_akiu: しゃがむのなんなんｗ
[8496.919] (S)kohaku0782: ｗｗｗｗｗｗｗｗ
[8497.730] (S)べねでぃくと: www
[8498.219] ファボン4747: ｗｗｗっうぇ
[8498.773] (S)おいどん111: ｗｗｗ
[8499.088] (S)インスタントきなこ: 喉大丈夫か？ツルギw
[8499.109] (S)keidais: ｗｗｗｗ
[8499.559] (S)バロン67: ｗｗｗｗｗｗｗｗｗ
[8499.691] (S)もふーお: ｗｗｗｗｗｗｗｗｗｗｗ
[8500.028] (S)Jewel_meat: wwwwwwww
[8500.330] (S)かつけん0331: しゃがむのﾂﾎﾞるｗｗｗ
[8500.492] toriteba_: wwwwww
[8500.700] rocomoco18: スタンw
[8500.831] hiro_918: ｗｗｗｗｗｗ
[8502.049] yukitwitch14: wwwww
[8502.929] (S)azukinoomochi: 顔ｗ
[8503.112] たねたね: www
[8503.569] (S)あきにい: 喉w
[8503.791] (S)べねでぃくと: wwww
[8504.488] hotate_ex: 声やばいwww
[8504.666] kuro_5417: 喉どうしたw
[8505.124] (S)アブソルート: ｗｗｗｗｗｗ
[8506.009] udukitty: 投げぬけｗ
[8506.519] kabochaisgot: 声がww
[8506.673] (S)sakurafrasca: ツルギ声大丈夫かww
[8506.680] ぷちょぺーい: 投げ抜けｗｗｗ
[8507.266] till1022: ｗｗｗｗｗｗｗｗ
[8507.625] (S)mira_koko: ｗｗｗ
[8507.664] くもちゃん1: モダンだな
[8507.802] (S)sheseec: 動き過ぎｗｗ
[8507.806] (S)_やお_: ツルギはおもろいなぁ
[8509.605] yukitwitch14: wwwwwwwwww
[8510.147] (S)NAMAPASUTA_BABY: 喉大丈夫かww
[8510.938] (S)らる_: 投げ抜けｗ
[8511.014] (S)八咫烏: ｗｗｗｗｗｗｗ
[8511.237] 東北のスロカス: ｗｗｗｗ
[8512.264] (S)きゅむぉ: あるあるｗ
[8513.437] N4POTA: yabaiw
[8514.141] (S)バロン67: なんやこれｗ
[8517.070] ham_barger9: まけたw
[8517.127] (S)ぽこチャン: wwww
[8517.405] (S)アジ7864: おおお
[8518.246] (S)meru_sen: ｗｗｗｗｗ
[8519.408] (S)八咫烏: 引き分けだあああああ
[8519.647] (S)sea99q: ｗｗｗｗｗｗｗｗｗｗ
[8519.723] (S)rich3352: お
[8519.814] mokkennn: ＴＩＥ
[8520.005] (S)sheseec: ＴＩＥｗｗ
[8520.653] (S)らる_: ｗｗｗｗｗ
[8520.855] rinori_ddd: おー
[8520.985] (S)karabina029: おおお
[8521.509] meshi_oji: www
[8521.827] (S)Jewel_meat: お
[8522.283] (S)おいどん111: おおおおお
[8522.307] (S)keidais: おー
[8522.320] yukitwitch14: wwwwwwwwwww
[8522.457] miyayou864: すごいぞｗｗ
[8522.671] (S)ぺんた326: 引き分けかww
[8522.718] あひょひょ: タイ！？
[8522.866] (S)xyz_3931: wwwwwwwwwwww
[8522.962] (S)いうた: ひきわけとかあるんかw
[8522.967] yuchan_05: LUL
[8523.124] (S)べねでぃくと: おおお
[8523.175] hulkantos: おおおお
[8523.180] rocomoco18: まじか
[8523.423] (S)aptenodytes_patagonicus: 引き分けあるのか
[8523.565] おおきいやまビッグ: tiew
[8523.779] (S)きゅむぉ: ＴＩＥ
[8523.922] sorano00: おーー
[8523.987] (S)lalalalalalala0322: ｸﾞﾀｸﾞﾀｗｗｗ
[8524.597] kouchq_p: おおお
[8524.700] hal_ally: 声wwwwww
[8524.707] (S)re_non921: ひきわけｗｗｗ
