[1.846] (S)ひなづき0712: わだこら!!
[7332.739] (S)rimrfy: なつ
[7332.955] とまとかれー: なっつ
[7333.088] oli_liriri: ブラクラやん
[7333.162] itoido: お前はバカだってよ
[7333.175] みりぃもち: 音怖い
[7333.340] (S)emisuba0730: ブラクラ草
[7333.509] sakuranoomoti: ww
[7333.624] takoyaki0917: なつかし
[7334.332] 愛の林檎: なっつ
[7334.552] (S)ねううう: なつかし
[7335.058] etoilenoire9: 煽られてるね
[7335.521] kuraha_0107: 久々に見た
[7335.650] (S)yu_rayui: なっつ
[7335.666] (S)惰性さん: なっつくね？
[7335.856] poratto_0622: なっつ
[7336.286] (S)かたくなったわたがし: なつ
[7336.867] yunchi_5648: 嫌な予感
[7337.147] hiromi131: めちゃくちゃ懐かしいのきたな
[7337.514] 悠斗0314: なつかし
[7338.084] kinakomochi426: 嫌な予感が
[7338.392] (S)mimitabu_92: なっつ
[7338.536] ha_dorio_o: ブラクラ
[7338.808] denou777: なっつ
[7339.212] noboriryuu0519: なつ
[7339.302] ただの絵描き: なっつ
[7339.430] (S)こまご: なっつ
[7339.701] (S)hunting_nimo: 懐かし
[7340.013] (S)seillane: お前はバカだってw
[7340.062] karage210: なつ
[7340.732] シイ_ラ: ブラクラやん（笑）
[7341.025] taakatuki1024: 壊すな
[7341.053] すてらいつ: ブラクラのやつじゃん
[7341.434] (S)ツインズ: なつ
[7341.464] moka_1311: めっちゃあおられてる
[7341.543] piiiiimao: なつかし！
[7341.675] sosko3260: 昔のブラクラやん
[7341.723] ui_nemutai: なっつ
[7342.140] (S)sintara12: なつ
[7342.337] ヒロスケ: 騙されたなぁ
[7342.771] みるあむ: なつ
[7342.802] argon_piz: なっつ
[7342.833] yakari_sk3: なつ
[7343.071] (S)冷ユレ: うわなっつ
[7343.098] suuuuun_666: なっつ
[7343.382] (S)seillane: なっつ
[7343.870] ~MISSING_COMMENTER_INFO~: なっつ
[7343.894] nazo_light419: ブラクラ
[7343.968] (S)レロキャン: なつ
[7344.424] 塩辛いカラスミ: 懐かしいやつ
[7344.433] rowbo2525: なっつ
[7344.692] (S)nobume0v0: 嫌な予感
[7344.710] minto13579: なっつwww
[7344.887] baceneKo: なっつ
[7345.203] yb2131: なっつ
[7345.216] cloverya: なっつ
[7345.331] nekomrnn930: なつ
[7345.643] YodoRa: 「お前はばかだ！！」
[7345.673] (S)SHUUUUUNTAKA: なつい
[7345.832] らお3: なっつ
[7346.371] morry1063: なっつwwwwwwww
[7346.444] 愛の林檎: ブラクラだぁ
[7346.542] 格好いいよねロックマン: ブラクラなんか
[7346.868] (S)つむじのきもち: ばーーーかだって
[7347.412] taco_tubo: なつ
[7347.640] そふぃ3: なちぃ
[7347.664] Soratandao: なっつ
[7347.778] えひもす: なっつ
[7347.813] _ヴォク: ばーかって言われてる
[7347.906] ワタメル0324: お前はバカ
[7348.754] (S)anruky: なっつ
[7349.135] まだら25: なっつ
[7349.156] kosei000: ？？？)騙されたな
[7349.484] cattleya_pink: wwww
[7349.672] アストモ: なっつ
[7349.969] evacoler: お前はバカだ！って言ってるあれ
[7350.148] ホタテまる: なっつ
[7350.264] 鳥貝: お前は馬鹿だ
[7350.337] tunamayo1234: なっつ
[7350.713] 雨傘ライ: なっつ
[7351.025] yuasee: ウイルスのやつじゃない？
[7351.242] compeki0022: なっつ
[7351.462] tawashida_3000: なついなこれ
[7351.603] ばむうまお: お前らバカやなって
[7352.030] 車海老姿焼き: ばーかwww
[7352.182] あぷあぷえる: 愚か者ってよ
[7353.685] kuuu03282009: 愚か者だって
[7354.745] 胡桃柚子: ばーか
[7354.960] (S)raguragu828: めっちゃバカにされてる
[7355.390] broccoli_Earl: なつかし
[7355.509] (S)mrgrtpsr: お前はバカって言われてる
[7355.519] tom_ato2563: ばーか
[7356.656] etoilenoire9: 煽られとるぞ
[7357.513] れむら: ばーかだって
[7357.667] (S)くろうるふ: ばーかって言われとる
[7357.764] 2004_raion: 煽られてるぞ
[7357.886] doriokun: なつかし
[7358.708] おもちｸﾝ: ゆーあーあんいでぃおっと
[7358.939] 愛の林檎: 愚か者だってよ
[7359.408] (S)inkainohea: お前はバカって言われてる
[7359.502] nanoha5201: 例のウイルスやね
[7360.159] _こなた_: お前ら馬鹿だなって
[7360.458] Tqke_leo: これ煽りだよ
[7360.625] (S)seillane: バカだってw
[7361.379] 悠斗0314: ウイルスやぞ
[7361.534] baceneKo: ｗｗｗｗ
[7361.573] (S)あるみ屋: You are an idiotって言われてるぞ
[7361.600] yb2131: ばーか
[7361.691] (S)sutolaba: こえー
[7362.323] (S)seillane: wwwwwwww
[7362.582] kuuu03282009: 愚か者だよ
[7362.739] ただの絵描き: ばーかって言われてる
[7362.942] milkycat616: なつ
[7362.962] そふぃ3: お前らバカやなぁってwwwww
[7362.975] 白玉のハルハル: w
[7363.187] Ishio_62113125: うぇーいバーカ
[7363.194] えりさ_: radaoMute
[7363.210] あさみや301: ばーかって言われてる
[7363.461] takoyaki0917: 騙されたな！
[7363.824] doriokun: めっちゃ煽られる
[7364.842] ばむうまお: はずれってこと？
[7365.090] 甘酒大好き: やーい
[7365.099] (S)sunsun_deshi: こわぴ
[7365.351] (S)kuugay0905: wwwwwwwwww
[7365.380] ui_nemutai: ばーかだって
[7365.489] denou777: これのＭＡＤおもろい
[7365.897] 和泉ぴけ: その通りやん
[7366.149] 雨傘ライ: 馬鹿にされてて草
[7366.353] ただの絵描き: wwwwww
[7367.047] (S)sintara12: なつかしいなぁ
[7367.263] えこぉ: くるぞ！
[7368.225] (S)yu_rayui: wwwww
[7368.424] (S)殴りちくわ: ウイルスのやつやん
[7368.439] みくりんご: らだこれ知らないんや
[7369.590] みそギン: なっっっっつwwww
[7369.728] AyutayaZ: 煽られまくってる
[7369.793] motizunnda: 煽られてるw
[7370.449] (S)siatosu: ばーかって言われてるwwww
[7370.516] ただの大学生や: こわい
[7370.902] drkotan: 床にtbsにしか聞こえん
[7370.935] moruchan1: wwwww
[7371.734] g4ckt_shining: バーロ
[7371.762] marochi_desu: ｗｗｗ
[7372.250] ikamodoki17: めっちゃウィンドウ増えるやつだ
[7372.365] そふぃ3: 馬鹿にされてて草
[7372.621] れむら: なつwwwww
[7372.854] neru_72: くさ
[7373.001] itoido: 煽りのブラクラ
[7373.271] (S)あるみ屋: 腹立つなw
[7374.965] いとりお: wwwwwwww
[7375.192] えこぉ: 怖、
[7376.255] oli_liriri: それ大昔のコンピュータウイルス
[7378.489] 白玉のハルハル: こわ
[7378.564] えこぉ: wwww
[7379.877] scarche00: バーカバーカってことか
[7382.871] 格好いいよねロックマン: こわ
[7383.155] 車海老姿焼き: これだれかカメラ室にいたらよかったんじゃない？笑
[7386.471] えこぉ: ｵﾚﾗｲﾄﾓｯﾃﾈｰﾓﾝ
[7387.363] かんぼ333: 一人だけで良さそう
[7387.977] ruuga_1113: こわ
[7389.299] taconomi8888: psビータだっけ
[7393.412] (S)にわすずめ: あ
[7394.230] YodoRa: 唐突な罵倒
[7395.334] えこぉ: あ
[7399.014] moruchan1: あ
[7400.001] れむら: a
[7404.126] ewokakou: あ
[7409.238] koiobori: テストなんでおちますおつ
[7412.717] ayunosioyaki0223: お
[7412.967] taakatuki1024: 荷物いっぱいなんよ
[7417.342] kuuu03282009: じゃあカメラの真下で待機したほうがいい
[7417.370] 風鬼くん: wwww
[7419.495] root_1123: 場所覚えゲーだなこれw
[7433.972] 風鬼くん: アスレ、、？w
[7434.464] えこぉ: もう戻れない
[7440.331] etoilenoire9: オブジェクトは動きません
[7442.473] taakatuki1024: 一通やな
[7443.500] moruchan1: なんかハコもってくる？
[7451.082] ﾐﾗ: what a...
[7452.440] kuuu03282009: 右にあったよ
[7452.998] ikicha_2525: radaoHi
[7453.611] baceneKo: あ
[7454.343] (S)seillane: え
[7454.551] えこぉ: え
[7456.330] mikan1185: え
[7456.552] 愛の林檎: え
[7458.063] えりさ_: あ
[7459.669] ただの絵描き: え
[7460.240] border_listener: え
[7462.965] えこぉ: 怖
[7466.337] kaito89774: timeis
[7469.596] kuuu03282009: 真下
[7473.695] 和泉ぴけ: リセット係
[7473.940] hitsugi14: やる人一人でよくね
[7474.109] mikan1185: 映ったらどうなるの？
[7477.292] かえで_じーじー: らいせっと！？
[7482.648] root_1123: 結局らっだぁも行かなきゃ行けない
[7483.919] (S)seillane: 定期的につくカメラが変わるのか
[7487.824] (S)あるみ屋: まあ…
[7492.268] omoti08022: らっだぁだろ
[7493.501] Ishio_62113125: 今のらっだぁじゃない？
[7494.163] 牛の爪の妖精: 結局らっだぁも行かなきゃだから
[7495.208] scarche00: らっだぁじゃね
[7495.485] (S)あのまの: らっだぁじゃね？
[7495.990] えこぉ: ぴ
[7496.228] Diamond_4870: おい
[7496.238] arufortonisei: いまのらだおじゃね
[7497.378] hashiyan848n: いまのらっでぃだよ
[7497.412] ポテチの子: お前じゃない？
[7497.778] omoti08022: みつかったの
[7498.621] 和泉ぴけ: GACKTの発音
[7498.790] _こなた_: らっだぁやん
[7498.968] kuuu03282009: 今のらっだぁだよ
[7499.172] (S)raguragu828: 普通に映りに行くじゃん
[7500.269] etoilenoire9: 今のはらっだぁが見つかったんだぞ
[7505.864] shamumumu14: お前が見つかった
[7508.146] shin0_25: らだおじゃね
[7510.468] えこぉ: そそ
[7512.443] ayunosioyaki0223: www
[7513.439] tsukamon23: tsukamon23 subscribed with Prime. They've subscribed for 16 months! 
[7514.368] れむら: 今のはらだお
[7516.467] yuasee: wwww
[7516.671] 愛の林檎: wwwwwwwww
[7518.108] (S)あるみ屋: wwwww
[7518.685] (S)mitsu2647: wwwwwww
[7519.222] 和泉ぴけ: おい
[7519.311] amar1chan: 煽るなwwww
[7519.815] えりさ_: ぽまえかwww
[7520.357] (S)seillane: えw
[7520.573] mirumiru_h: え
[7520.614] ~MISSING_COMMENTER_INFO~: wwwwww
[7521.198] mikan1185: wwwwww
[7521.566] puyopuyokun: wwww
[7522.781] (S)nobume0v0: カメラが動いてるのか
[7523.016] ゆちま: wwwwww
[7523.996] yutchqq: wwww
[7528.078] 愛の林檎: 今の映らんの？
[7528.191] _ヴォク: 屈伸煽りすんなw
[7532.076] taakatuki1024: スイングしてるのはアウトとかあるの？
[7532.744] kuuu03282009: 真下にいると映らないと思う
[7533.748] ばむうまお: ぴっ
[7537.496] mikan1185: お前
[7539.229] えこぉ: へ
[7540.278] (S)seillane: wwwwwwww
[7542.413] sosko3260: そうだぞ
[7543.737] mikan1185: がんばれ
[7544.271] ~MISSING_COMMENTER_INFO~: www
[7544.839] 雨傘ライ: www
[7546.661] れむら: www
[7547.070] kurari_complex: 主カメラ行け
[7547.703] ばむうまお: がんばれ
[7547.748] mikan1185: www
[7548.136] えこぉ: ほおん
[7549.190] (S)seillane: がんばれw
[7555.449] 暇な爆弾魔: radaoFight
[7556.112] kuuu03282009: 右奥
[7556.759] mikan1185: ミッションインポッシブル始まった？
[7557.462] etoilenoire9: あるよ
[7558.834] えこぉ: あ
[7562.551] ~MISSING_COMMENTER_INFO~: あ
[7568.837] moruchan1: スパイみたい
[7569.743] ちるぱん: かげ
[7572.629] yuinokawa: そろそろ落ちるわバイバーイ
[7576.845] えこぉ: おおおおお？
[7579.020] れむら: あ
[7580.651] rin5_3: おお
[7580.836] ~MISSING_COMMENTER_INFO~: お？
[7583.649] mirumiru_h: いけてる？
[7584.221] sayorin25256: おおお
[7586.013] えこぉ: おー
[7586.462] taakatuki1024: おー
[7587.233] kuuu03282009: おお
[7587.629] ayunosioyaki0223: おー
[7588.658] みりぃもち: おー
[7590.970] sirasu_do: おー
[7591.255] 愛の林檎: おー
[7591.588] 雨傘ライ: おぉ
[7591.755] moruchan1: おー
[7591.888] (S)seillane: 行けてるんだ
[7595.005] shi__409: おー
[7597.578] mikan1185: おー
[7600.115] tomato20232: 初見です(*ˊ˘ˋ*)♪
[7604.589] etoilenoire9: 製作者の意図しない通り方したなw
[7616.842] kurari_complex: リーン使わんの？
[7619.302] えこぉ: 怖
[7627.558] (S)seillane: お
[7628.198] えこぉ: おー
[7628.681] 愛の林檎: ないすー
[7629.012] ayunosioyaki0223: おー
[7629.413] nakihai556: おお
[7629.783] kurari_complex: リン
[7629.788] (S)あるみ屋: お
[7629.874] mirumiru_h: お
[7630.030] (S)わらびもち_11: おお
[7630.045] yuasee: おー
[7630.338] taakatuki1024: ナイスー
[7630.379] mikan1185: っ旦
[7630.413] えりさ_: おお
[7630.610] sosko3260: おおお
[7630.816] nekomrnn930: おお
[7631.109] まだら25: おお
[7631.519] れむら: おー
[7631.699] (S)kuugay0905: おお
[7632.056] (S)あるみ屋: ないすう
[7632.544] シイ_ラ: おー
[7632.779] noboriryuu0519: おお
[7632.803] kotetsu_yuzu0108: おお
[7632.880] mikan1185: ないす
[7632.901] (S)seillane: おー
[7633.110] mizusakura0326: おおお
[7633.340] (S)nobume0v0: ないすぅ〜
[7633.491] (S)にわすずめ: おー
[7633.626] どあちゃさん: おお
[7634.136] ~MISSING_COMMENTER_INFO~: おお
[7634.323] yuya_kura: ないすー
[7634.425] (S)mrgrtpsr: うまいやん
[7634.578] shamumumu14: おおー
[7634.732] Omochi_Gousei: ないすー！
[7634.738] あぷあぷえる: あ
[7634.780] shiu27: おお
[7634.845] yakari_sk3: おお
[7634.997] ｷｭｯｷｭ: ないすー
[7635.142] mikan1185: おお
[7635.325] _ヴォク: おおおお
[7635.805] くろざき: ないすー
[7635.960] 和泉ぴけ: 大活躍ジャーン
[7636.028] 暇な爆弾魔: ナイス〜
[7636.245] ruuga_1113: ないすー
[7636.802] れむら: ないす！
[7638.534] wakahr: うまー
[7638.778] えこぉ: ホテルジャーん
[7639.316] (S)にわすずめ: wwwwwwwwww
[7639.358] hii_1212: すごー
[7639.379] 麦藁帽子: wwwwwww
[7639.894] (S)seillane: wwwwwwww
[7640.268] (S)あるみ屋: あら豪華
[7640.557] ayunosioyaki0223: wwwwwwwww
[7640.755] あぷあぷえる: まっずい
[7641.186] yuasee: wwwwwww
[7641.202] sunomono8: wwwwwwww
[7641.290] 2004_raion: ないす～
[7641.688] oreo_oic101: wwwwwwwww
[7641.768] (S)わらびもち_11: wwwwww
[7641.910] 愛の林檎: wwwwwwwwwwwwwwwww
[7642.004] (S)kuugay0905: wwwwwwwwww
[7642.136] (S)ベニマル: wwwwww
[7642.146] neru_72: ないす
[7642.149] kotetsu_yuzu0108: wwwww
[7642.424] えこぉ: wwwwwwww
[7642.674] yutchqq: ｗwwwwwwwwww
[7642.932] itoido: ｗｗｗｗｗｗ
[7643.352] sumikko_ai: wwww
[7643.384] (S)にわすずめ: 偉そうwwwwwwww
[7643.587] Ishio_62113125: wwww
[7643.671] えりさ_: wwwwwwwwwwww
[7644.054] うぉ: wwwww
[7644.254] (S)あるみ屋: wwwwwwwwwwww
[7644.335] puyopuyokun: www
[7644.403] mikan1185: wwwwww
[7644.456] haruru3896: ナイスゥ〜
[7644.501] (S)gu_taranosuke: wwwwww
[7644.743] oldish_widow6: 一発やん
[7644.797] れむら: wwww
[7644.917] 雨傘ライ: www
[7644.964] eichan_2470: wwwwwwwwwww
[7644.996] (S)レロキャン: wwwwwwww
[7645.171] ゆちま: wwwwwww
[7645.323] シイ_ラ: www
[7645.384] みそギン: wwwww
[7645.450] とまとかれー: おお
[7645.966] kuuu03282009: おお
[7646.185] noboriryuu0519: wwwwwwwwww
[7646.663] yuasee: おおー
[7646.881] (S)seillane: うわお
[7647.206] たいぴーさん: 帝国ホテル系みたいやな
[7647.226] (S)その辺のねこ: wwwww
[7647.264] iriss3535: wwww
[7647.414] sayorin25256: Wwwwww
[7647.826] kosei000: wwww
[7647.902] yunchi_5648: www
[7647.923] shin0_25: wwwwwww
[7648.157] yusuzu_: wwwwww
[7648.306] (S)kuugay0905: おおおおお
[7648.310] ikarugabr: www
[7648.422] えこぉ: わお
[7648.437] warabimoti42: wwww
[7648.441] まだら25: wwwwww
[7648.555] (S)nobume0v0: おおお
[7649.019] Ishio_62113125: うえええええ
[7649.035] nekomrnn930: おおお
[7649.368] compeki0022: wwww
[7649.404] yakari_sk3: wwwww
[7649.844] (S)あるみ屋: 言葉がw
[7649.946] 格好いいよねロックマン: 猿いそう
[7650.126] (S)haruneo_s: おお
[7650.371] 愛の林檎: 日本語の難しいとこでてる
[7650.453] mirumiru_h: すご
[7650.585] etoilenoire9: 言い方よ
[7650.823] 暇な爆弾魔: おお〜
[7651.030] (S)SHUUUUUNTAKA: wwwwwww
[7651.677] shi__409: おおおおお
[7651.685] iriss3535: おおお
[7652.240] sunomono8: おお
[7652.258] yuasee: wwww
[7652.370] rin5_3: おおお
[7652.472] (S)seillane: wwwwwwww
[7652.737] taakatuki1024: www
[7652.922] mikan1185: 語弊がすごいwwwwww
[7653.143] 和泉ぴけ: え、たかそう
[7653.147] そふぃ3: 語弊がwwwww
[7653.163] ruuga_1113: おお
[7653.262] haruru3896: ｗｗｗｗｗｗｗ
[7653.666] neru_72: ごーじゃす
[7653.704] compeki0022: おお
[7654.085] くろざき: おおおお
[7654.385] misuma_miss: 豪華って言えよ
[7654.496] 愛の林檎: wwwwwwwwwwwwwwwww
[7655.395] シロップ3366: おおお
[7655.729] (S)いちうら: wwww
[7656.415] (S)mitsu2647: おお
[7657.790] rowbo2525: w w w w w
[7658.928] _ヴォク: 豪華ー
[7658.974] えりさ_: ウェルカムお菓子www
[7659.159] (S)あるみ屋: ウェルカムお菓子wwwwww
[7661.056] いとりお: wwwwwwww
[7661.671] potinkipotinki: っｗ
[7662.319] 夢現: ホテルは安心
[7662.520] ﾐﾗ: radaoKitya
[7664.204] そふぃ3: 部屋が偉そうってなんだよwwwww
[7664.383] ｷｭｯｷｭ: ウェルカムお菓子wwww
[7665.428] せおりー: めっちゃアプデあるやん！
[7665.887] itoido: スプレー
[7666.004] 和泉ぴけ: バグース？
[7666.028] yuasee: え？
[7666.358] 愛の林檎: え
[7666.976] arufortonisei: すぷれー
[7667.156] ayunosioyaki0223: ん？
[7667.208] Ishio_62113125: スプレーじゃね？
[7667.213] 車海老姿焼き: すぷれー
[7667.444] (S)冷ユレ: ??「何か今日すごいブツブツ言わない？」
[7667.812] baceneKo: え
[7668.407] すのうこーひー: 虫よけ？？
[7668.434] (S)seillane: wwwwww
[7668.985] itoido: え？
[7668.997] denou777: ｗっど
[7669.222] rosemary0920: スプレー
[7669.247] _ヴォク: スプレーな
[7669.305] (S)あるみ屋: スプレーやろ
[7669.314] ui_nemutai: え
[7669.423] ayato_shinami: めっちゃ走れってこと？
[7669.479] morry1063: ホテルはだいぶヤバイ
[7669.538] リライトパンダ: スプレーな
[7669.993] nonno0427: ウェルカムお菓子w
[7670.136] えりさ_: え？
[7670.207] 和泉ぴけ: え？
[7670.210] (S)レロキャン: え
[7670.686] れむら: ウェルカムお菓子ねwwww
[7670.790] shamumumu14: え?
[7670.884] (S)mitsu2647: え
[7670.908] せおりー: えっ
[7670.958] mikan1185: バグサプリ？？？
[7671.124] SIA00o: え
[7671.921] kosei000: radaoH
[7672.129] jasmugi: スプレーだろ
[7672.366] noboriryuu0519: え
[7672.552] (S)にわすずめ: なんだと？
[7672.583] 風鬼くん: wwww
[7673.213] compeki0022: え
[7673.448] (S)seillane: ああw
[7673.602] 2004_raion: 殺虫剤やね
[7673.698] みそギン: radaoH
[7673.954] ~MISSING_COMMENTER_INFO~: え？
[7673.982] baceneKo: おいｗｗ
[7674.166] noboriryuu0519: あー
[7674.332] yuasee: wwwwww
[7674.672] (S)SHUUUUUNTAKA: radaoH
[7674.719] stella_1213: え？？
[7674.853] (S)つむじのきもち: wwwwwwwwwwwwwwwwwwwww
[7675.084] 和泉ぴけ: おい
[7675.160] ayunosioyaki0223: wwwwwwwwwwww
[7675.220] えりさ_: radaoH
[7675.343] rowbo2525: え？
[7675.354] rosemary0920: 殺虫？
[7675.588] nekomrnn930: え
[7675.797] (S)kuugay0905: あ
[7675.852] うぉ: あ
[7676.047] (S)gu_taranosuke: www
[7676.262] mirumiru_h: え？
[7676.310] sunomono8: wwwwwwwwwwww
[7676.495] ~MISSING_COMMENTER_INFO~: radaoH
[7676.582] tawashida_3000: え
[7676.669] 愛の林檎: wwwwwwwwwwwwwwwwwwwwwwwwww
[7676.776] 神崎立夏: え？？
[7677.012] そふぃ3: おいwwwwwwwwww
[7677.073] (S)sakesake12: ん？
[7677.189] 甘酒大好き: がっかりするな
[7677.434] neru_72: なんだ
[7677.499] (S)あるみ屋: え？
[7677.590] potinkipotinki: てぃくび
[7677.616] ui_nemutai: おい
[7677.695] utanpo0227: え？
[7677.705] (S)nobume0v0: おい
[7677.760] (S)にわすずめ: radaoH
[7677.793] tunamayo1234: www
[7677.802] いとりお: あ
[7677.934] (S)miam_1018: え
[7678.002] taakatuki1024: なんだと思ったの？
[7678.228] itoido: なんだと思ったんだよｗｗｗ
[7678.263] (S)seillane: radaoH
[7678.684] shamumumu14: wwww
[7678.760] mikan1185: wwwwww
[7678.819] noboriryuu0519: wwwwwwwwww
[7678.837] rin5_3: え
[7678.993] (S)その辺のねこ: おい
[7679.075] puyopuyokun: え
[7679.183] yakari_sk3: え
[7679.199] 雨傘ライ: え
[7679.301] (S)kuugay0905: wwwwwwwwww
[7679.421] cocon0x0: おいｗｗ
[7679.510] (S)ベニマル: 言うな言うなwwwwww
[7679.626] draw2_history5: わこらだ〜
[7680.011] sayorin25256: Wwwwww
[7680.019] (S)厄介: アウトwwwwww
[7680.081] (S)mitsu2647: wwwwwww
[7680.116] どあちゃさん: え
[7680.239] nekomrnn930: おいwww
[7680.251] at_22_7424: は？
[7680.440] えりさ_: wwwwwwwwwwwwwww
[7680.672] そふぃ3: おっさんさぁwwwww
[7680.780] shi__409: はぁ？
[7680.865] rin5_3: おい
[7681.030] (S)miam_1018: どゆこと？
[7681.032] kosei000: radaoH
[7681.493] (S)湊ソラ: radaoH
[7681.672] 暇な爆弾魔: radaoH
[7681.725] toubun__: wwwww
[7682.102] スパーズ: radaoH
[7682.342] (S)Ruria00: おい?
[7682.353] ~MISSING_COMMENTER_INFO~: radaoH
[7682.354] yunchi_5648: 落胆するなwww
[7682.956] (S)yu_rayui: え
[7683.344] warabimoti42: wwwww
[7683.369] YodoRa: radaoH
[7683.542] 和泉ぴけ: ツボんな
[7683.743] yummy2580: ｗｗｗｗｗｗｗｗｗ
[7684.225] tomato20232: www
[7686.523] 愛の林檎: 躊躇全然しないやんwwwwwwwww
[7686.884] (S)シャチのおるか: radaoH
[7686.967] (S)あのまの: エスターの女の子みたい
[7687.103] haruru3896: あかん
[7687.457] ayunosioyaki0223: radaoH
[7687.587] (S)kuugay0905: radaoH
[7688.359] many7575: radaoH
[7688.550] (S)ドミノくん: え
[7688.623] (S)yuu_0704: radaoH
[7689.519] (S)kirimoti_03: radaoH
[7690.570] hii_1212: www
[7690.632] root_1123: 躊躇なくいったぞw
[7690.841] itoido: 女の子にボタンでも意味わからんだろｗ
[7691.121] YodoRa: めちゃアウトで九s
[7692.415] えりさ_: tkb 
[7692.948] s9z9zikcc: w
[7693.386] そふぃ3: 喜ぶなwwwww
[7694.448] (S)rimrfy: radaoH
[7695.210] hkr_r: ここ沼りそう
[7697.487] こねずみ: radaoH
[7698.070] (S)mimipaadesu0428: radaoH
[7701.760] そふぃ3: radaoH
[7702.527] (S)りすたむ: アウトww
[7702.791] etoilenoire9: 殺虫剤やな
[7703.037] ﾐﾗ: radaoH
[7703.350] tukky1208: radaoH
[7713.279] kukukiki1220: radaoHi
[7717.956] etoilenoire9: 要らんと思う
[7722.207] ruuga_1113: radaoHi
[7726.367] (S)あのまの: アーモンドウォーター配れよww
[7726.598] えこぉ: もぎ
[7728.010] (S)ゴミ以下でごめん: みどりくんが沼って意味？
[7735.154] tukky1208: radaoMasuo
[7738.606] えりさ_: www
[7740.403] みそギン: radaoMasuo
[7740.801] 麦藁帽子: radaoMasuo
[7740.821] スパーズ: radaoMasuo
[7741.029] (S)ゴミ以下でごめん: radaoMasuo
[7741.041] バナナチ: radaoMasuo
[7742.226] 暇な爆弾魔: radaoMasuo
[7742.502] (S)pocobokei: radaoMasuo
[7742.926] Takeko_da: radaoMasuo
[7743.920] (S)mitsu2647: radaoMasuo
[7745.447] pinok0_: radaoMasuo
[7747.008] (S)seillane: wwwwwwww
[7748.576] ayunosioyaki0223: www
[7748.697] oreo_oic101: wwwwww
[7748.929] baceneKo: ｗｗｗｗｗｗｗｗ
[7749.203] (S)わらびもち_11: wwwwww
[7749.300] まだら25: wwwww
[7749.717] nakihai556: wwwwww
[7749.731] えこぉ: wwwwwwww
[7749.848] (S)あるみ屋: wwwwwwwwwwww
[7749.914] 愛の林檎: wwwwwwwwwwwwwwwww
[7749.960] (S)nobume0v0: wwwww
[7750.625] sakuranoomoti: wwwww
[7750.638] kotetsu_yuzu0108: wwwwww
[7750.705] (M)Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[7750.811] えりさ_: wwwwwwwwwwww
[7751.043] mirumiru_h: ないすwww
[7751.193] itoido: ｗｗｗｗｗｗｗ
[7751.295] (S)なゆーた: www
[7751.472] kuuu03282009: 自分に間違ってかけにようにね
[7752.130] (S)kuugay0905: wwwwwwwwww
[7752.162] taakatuki1024: バーの色と艶やばいよね
[7752.215] れむら: wwwwwww
[7752.361] puyopuyokun: wwww
[7752.368] ~MISSING_COMMENTER_INFO~: wwwwww
[7752.798] nonsugar017: www
[7752.934] (S)Ruria00: wwwwwww
[7752.934] nonno0427: wwwww
[7753.044] noboriryuu0519: wwwwwwwwww
[7754.236] (S)さつまいもおいしい: www
[7755.349] fk3526: www
[7755.413] そふぃ3: wwwwwwwwwwwwwww
[7755.506] tunamayo1234: wwwww
[7756.211] mikan1185: wwwwww
[7756.385] iutades: wwwww
[7756.496] ruuga_1113: wwwwwwwwwww
[7757.520] (S)りすたむ: wwwwww
[7757.663] えこぉ: おおおう
[7757.888] sirasu_do: wwwwww
[7758.114] (S)にわすずめ: おお
[7760.567] れむら: 無視？？
[7760.782] 愛の林檎: さっきからそういうのばっかりwwwwwwwwwwwwwwwww
[7761.437] えこぉ: 虫が
[7761.592] ﾐﾗ: radaoMasuo
[7762.223] mikan1185: 開いちゃったwww
[7762.775] そふぃ3: 無視？？？
[7763.224] 甘酒大好き: それ無視
[7763.356] 和泉ぴけ: 無視
[7763.371] (S)miam_1018: なんで解けてる？w
[7763.848] mirumiru_h: それ無視
[7764.035] (S)わらびもち_11: 無視？
[7764.229] (S)あるみ屋: 無視やん
[7764.288] (S)kuugay0905: 無視？
[7764.533] (S)seillane: む⤵︎ ︎し
[7765.001] (S)冷ユレ: いじめ？
[7765.491] kuuu03282009: 蛾
[7765.708] こねずみ: wwwwwwwww
[7765.828] kawasemi2525: おおおおお
[7766.149] (S)惰性さん: 無視？
[7767.066] hii_1212: 無視やん
[7767.299] 愛の林檎: うわきも
[7767.995] mikan1185: 無視やん
[7770.447] みそギン: きっっっっっも
[7772.653] そふぃ3: イントネーションまで破壊されてるやん
[7772.901] ayunosioyaki0223: 無視
[7774.428] ~MISSING_COMMENTER_INFO~: うわ
[7774.765] shi__409: 無視
[7775.058] (S)pocobokei: イントネーションが…
[7777.451] えこぉ: おわ
[7777.941] (S)きのここ: もす
[7778.184] (S)あるみ屋: お
[7779.364] (S)りすたむ: 無視
[7779.526] 甘酒大好き: 蛾
[7782.860] (S)yu_rayui: お
[7783.353] rosemary0920: モスゼリー
[7783.604] hkr_r: もす
[7783.724] せおりー: ぐろ
[7784.342] ruuga_1113: お
[7784.555] うめた: うえ
[7784.809] itoido: 虫のゼリー？
[7785.167] rya_ya: うぅわ
[7785.920] 和泉ぴけ: もす
[7786.660] すのうこーひー: 蛾のジェル？
[7786.723] potinkipotinki: やば
