[14.078] 若鶏の唐揚げ: umeCossack
[3623.793] chin_56_: ｳｩ…
[3624.131] たむらまさかず: 卑猥すぎるｗｗｗｗ
[3624.501] chachachakoma: ふ！
[3627.360] no_name_0521: ももにビンタならしてる
[3627.424] BISAI3: それ良さそうー
[3628.158] (S)nakamura3278: 顔ww
[3628.295] ましゅダヨ: 訓練や……
[3628.891] よもぎです: 天才
[3629.246] 箸くれ: メンタルコーチウメハラ
[3629.445] poko97: god i wish i knew japanese
[3629.452] (S)inari_tencho: 周りから見たら滑稽だけど自分の為だからね
[3630.244] blackoutburn00: 深呼吸
[3630.340] (S)nakao1976: カラテカの勝負ありのポーズみたいなw
[3630.432] sonic_chop: ｗｗｗｗ
[3630.537] tabibitox: トイレか？ｗ
[3633.244] ナベさん: 王の寸止め
[3634.163] tsubucoro: 草
[3634.402] 箸くれ: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[3634.426] wananaki: wwwww
[3635.283] のら村長: www
[3635.447] ミジンコ隊長: umeYay
[3636.089] one596: ばーんw
[3636.274] une3333: 普段から発散しとくのか
[3636.351] guilegairu: 天才すぎる！！！！！
[3636.880] gularain: W
[3637.075] Justinfun456321987: ｗｗｗｗｗｗｗｗｗ
[3637.353] harunan808: 草
[3637.513] まるいとうふ: あいやー
[3637.573] akichi018: ばかー
[3637.665] prototypeie: ﾊﾞｧｰﾝ
[3638.225] degajun: 変人ｗ
[3638.724] nekodogneko: その時点で自制出来てね
[3638.756] tabibitox: バーン
[3638.929] (S)RFKage: umeYay
[3639.221] chin_56_: ﾊﾞｱ━━━━( ﾟДﾟ)━━━━ﾝ!!!
[3639.269] lucky7404: ｗｗｗｗｗｗｗｗｗｗｗｗ
[3639.483] mako6912: ばーん！
[3640.105] sho01: www
[3640.549] sourunidenwasiyou: かわいい
[3640.577] perfecttakahashi: wwwww
[3640.635] ましゅダヨ: ﾊﾞｱｰﾝwwwwwww
[3640.747] jrich4200: 自分の太もも殴るといいぞ
[3641.068] (S)ぐるえむ: LUL
[3641.245] くおお: www
[3641.283] (S)nakamura3278: ばぁーーーん！
[3641.478] une3333: ばーん！
[3642.149] (S)erisuk: トレーニングの成果を報告してほしいね
[3642.778] おやつハンター: umeYay
[3642.788] 憂う者の弟子: あほだｗ
[3643.189] BISAI3: 小出し
[3643.319] Fkdso555: バーン！
[3643.396] のら村長: バァーーン
[3643.693] gularain: それはかわいい
[3643.740] やあああ: こわいわw
[3644.325] okiyoo000: ｗｗｗｗｗｗ
[3645.817] しょうぐん777: 可愛いwwww
[3646.099] mame5rou: ｗｗｗ
[3647.906] Justinfun456321987: やばくなってきた
[3648.507] akichi018: バーンかｗ
[3650.334] okiyoo000: アケコンバーンｗｗｗｗｗ
[3651.690] chin_56_: ｾﾌｾﾌ
[3652.018] iguchiill: ｗｗｗｗ
[3652.021] yuken_t: 新しいバケモンではあるけどまだマシだｗ
[3652.601] ましゅダヨ: 笑っちゃってごめんやけどもww
[3654.950] yudedako: 一気にかわいくなった
[3656.096] yuzitadao: 敵褒めるようにしてる
[3656.297] ヌララザンギ: 発散は大事wwwww
[3656.317] prototypeie: ｗｗｗ
[3656.571] fractal_s: 「アケコンヴァーーーん」ｗｗ
[3656.822] (S)rockmantarou: ｗｗｗｗ
[3657.360] ピザマン117: バーンは草
[3657.367] ましゅダヨ: かわいすぎないかwww
[3657.534] ガスおじ: アンガーマネジメントだな
[3658.942] のら村長: wwww
[3659.951] (S)nakamura3278: セーフww
[3661.563] くおお: 負けるたびにかわいい人おるな
[3662.187] une3333: っせーふ！
[3663.535] (S)erisuk: ばきばきにアウトなんだがｗｗｗ
[3663.611] nyo_tio: ｗ
[3664.307] mako6912: 空綺麗やなー！
[3664.788] のら村長: LUL
[3665.078] 箸くれ: やってたの？ｗ
[3665.727] prototypeie: ｯｾｰﾌ…！
[3665.899] (S)rockmantarou: セ―――ーフ！！
[3665.960] raurakd: 草
[3666.241] shinobuchan4649: はは
[3666.432] (S)ぃさむ: 叫んじゃうの治したいなぁｗｗ
[3666.701] auau893: ｗｗｗ
[3669.350] sonic_chop: ｗｗｗｗ
[3669.407] (S)potata_725: オモロイ
[3670.419] ミジンコ隊長: セーフ!
[3670.603] ナベさん: アウッ・・・セフセフ
[3671.140] のら村長: おもしろおじさん
[3672.895] pakarantos24: あいやぁ〜って梅ちゃんも言うもんね
[3673.851] tsubucoro: おお〜
[3674.394] 無心に: 変なゲームw
[3678.319] chonpy46: 全部習慣だよね
[3679.483] yukinanyanko: うめちゃん流アンガーマネージメント
[3681.794] miruujyu: さすが、親父が医者なだけあるなーー
[3682.746] kisegawa_eternity: 天才w
[3685.938] よもぎです: まじ天才
[3686.220] guilegairu: セーフまじwwwwwww
[3686.235] Justinfun456321987: やるのもめんどくさくなるのかな
[3686.597] no_name_0521: オナ禁みたいなもんか
[3689.387] yuzitadao: 負けたら怒るのが常識になってんでしょ
[3689.499] (S)毒見ユッケ: 取り入れてみます
[3690.591] fractal_s: 笑えるけど素晴らしい解決策
[3691.616] disco4545: さーーすがに！！
[3693.163] akaoowasi: 別のクセに変えるトレーニングを段階的にやっていくわけね
[3693.820] teruharu_: 段階訓練いいねえ
[3694.887] ましゅダヨ: ウメちゃん負ける度にﾊﾞｧｰﾝて言って欲しい(ごめん)
[3695.624] ヌララザンギ: 天才だあ
[3700.076] のら村長: 自己肯定感か
[3709.777] guilegairu: ウメちゃんありがとう俺もこれに近いからまじでやるわ
[3711.583] sourunidenwasiyou: もうこれセラピストだろ
[3712.202] (S)potata_725: 台無しではない
[3712.872] ましゅダヨ: めちゃくちゃいいこと言う
[3714.322] ナベさん: カウンセラー成れるわ
[3715.974] ヌララザンギ: コツコツ行動変えていくわけですね
[3716.517] curemikan: カリスマだなぁ
[3717.062] BISAI3: 率が下がることを評価
[3717.336] (S)nakamura3278: 優しいなぁウメちゃんは
[3717.354] tsubucoro: w
[3718.185] akichi018: ぐーでちゃった
[3720.472] raurakd: umeYay
[3720.703] ましゅダヨ: なんでこんなこと考えられるの？すごいね
[3721.919] fractal_s: 小パンでいく
[3723.742] オワオワタ: 言ってること可愛いけどめちゃめちゃ大事なこといってるな
[3726.520] akaoowasi: アケコンが壊れる速度には絶対あらわれるからな
[3729.195] yomiiruuka: この試合はコンボできた～と同じか
[3730.024] kosmos5567: 認知行動療法
[3731.576] gularain: ウメちゃんやさしすぎてびっくりするだよ
[3731.914] ミジンコ隊長: 優しい 
[3732.861] chin_56_: またもどったあ
[3736.124] kumamaku100: いい
[3736.127] yuken_t: 許すのが下手はあるあるだ
[3736.375] (S)erisuk: 良いように捕らえすぎじゃないか？ｗ
[3738.019] 箸くれ: ほんと優しいなぁ
[3738.261] yuzitadao: いきなり変われないのよな
[3743.879] keromaru11234: スタヌはイラつくと寸止め＋筋トレ
[3746.482] 夜空兎亞: 希望を持てて涙がでそう
[3748.897] ましゅダヨ: うんうん、ほかの人もだいぶこれ染みてると思う
[3749.620] のら村長: メンタリスト
[3749.866] tsubucoro: 何事も地道にコツコツが大事なんだね
[3749.931] lucentsnow: 最後はチョキで指で突く
[3750.722] chin_56_: ふぅ…
[3754.979] tabibitox: 心の中で「セーフ」
[3755.974] ピザマン117: ウメさん優しいなー
[3756.082] おしおき: ( ´Д`)y━･~~
[3761.048] iq5000over: 息は俺も吐く
[3762.864] LagNyan: アンガーマネジメントの本とか読んでみては
[3766.241] まるいとうふ: ときんすがのめり込む理由が分かる
[3767.186] blackoutburn00: 評価大切だね
[3768.037] akaoowasi: タバコ吸えるならそれでもええよ
[3768.433] ましゅダヨ: それは、みんなため息でるからかなりいい方
[3771.108] Phenomer: 相変わらずすごいなあ言語化が
[3775.167] (S)びっくすまん: いずれリュウの勝利演出の呼吸みたいになってくる
[3777.965] tsubucoro: がんばれ
[3778.381] (S)nakamura3278: そうなんだよ
[3778.486] perfecttakahashi: ほんとだよな
[3779.257] fractal_s: ウメちゃんは勝っても負けても無反応すぎる
[3784.866] おやつハンター: 殺意を克服しよう
[3785.401] lucky7404: やべえヤツだとは思わない
[3785.972] ましゅダヨ: 頑張ってなあ……
[3787.973] BISAI3: 訓練だよな
[3788.564] 六角橋アキ: 小さな変化を評価するの、格ゲーの上達の仕方みたいだ
[3788.789] くおお: 一日一つ自分の成長を褒めてあげる
[3789.520] のら村長: そうだよ！がんばれ！
[3790.623] teruharu_: がんばって！
[3791.462] カザマツリ: 負けたら集中…っっ！！
[3792.292] たニ: 前頭葉の訓練や
[3795.585] れの__: ビートたけしみたいになってるｗ
[3796.246] raurakd: どれもお高いからなぁw
[3797.266] wananaki: がんばれー
[3806.631] sonic_chop: 怒りがないと強くもならないからうまく付き合ってほしいな～
[3808.463] 箸くれ: こんな優しい視点で答えられるのすげーーよ
[3812.290] akaoowasi: どれも万超えですからねー
[3813.397] guilegairu: こーれは切り抜き
[3823.316] めだ999: 泣ける( ;∀;)
[3824.242] kumamaku100: 訓練！良くなった自分褒めてがんばれー
[3837.960] (S)erisuk: どうやって戦うキャラなのか
[3838.942] ましゅダヨ: ウメちゃんこれ特殊能力なんじゃないか？
[3852.949] shinobuchan4649: ふむふむ
[3853.985] tsubucoro: わかりやすい
[3855.109] カザマツリ: ダルシムとか分かりやすいべ
[3856.478] しらお: OK
[3856.740] yuubinya: おけ
[3857.505] chin_56_: おｋ？
[3857.576] roi3s: 爆速
[3859.751] ミジンコ隊長: umeWhat
[3859.854] Loytory: わかりやすい
[3860.596] (S)nakamura3278: おけっ
[3862.578] sn0wf0x3: おけー
[3862.837] ガスおじ: おれのMond読まれないかなぁ
[3865.930] tsubucoro: 👍
[3866.352] shinobuchan4649: はは
[3867.392] suiyou_bi: w
[3867.888] ヨコグシ: あ
[3868.208] フラスク: ｗｗｗｗｗｗ
[3868.266] gokoussgss: ｗｗ
[3868.486] ましゅダヨ: ww
[3868.587] WhiteShoreDrive: 草
[3869.125] harunan808: 草
[3870.522] une3333: あれねw
[3870.978] suupu: ｗｗｗｗ
[3871.710] fbhjkl: LUL
[3871.948] sn0wf0x3: www
[3872.153] perfecttakahashi: wwww
[3872.830] ミジンコ隊長: ｗｗｗｗｗｗｗｗ
[3872.970] yuzubox: wwww
[3874.064] nyo_tio: ｗ
[3874.499] sonic_chop: ｗｗｗｗ
[3875.252] akiraz3: あれまじ有名で笑う
[3875.339] まるいとうふ: umeGu
[3875.374] no_name_0521: たはは
[3875.798] tmtm84: ジャスティンｗｗ
[3876.241] maya_g01: umeGu
[3876.637] chin_56_: 💓
[3877.145] kosmos5567: おい！
[3877.255] gularain: Www
[3878.019] roi3s: レッツゴージャスティーン
[3878.291] (S)rockmantarou: 努力だけじゃ勝てないからな～みんな努力してるから
[3878.320] amagigoe: ボム子・・
[3878.632] kaomoji3: 草
[3878.651] のら村長: LUL
[3879.669] nekodogneko: ジャスティンもこんな感じに認識されてるよな
[3880.478] ヨコグシ: ｗｗｗｗｗｗｗｗ
[3881.723] いぬみみ: やめたれｗｗ
[3883.490] 503_win: ジャスティンどうして・・・
[3883.507] sourunidenwasiyou: 飛び火
[3883.576] one596: ボム子の話から始まるぞ
[3883.702] 憂う者の弟子: れっつごーーーーーじゃすてぃーーーん
[3884.234] une3333: ボム子ですよねあれ
[3884.854] (S)potata_725: www
[3884.888] maddy2623: w
[3885.157] たニ: 元ボム子
[3885.976] gokoussgss: ジャスティン…
[3886.268] (S)軽く捻るか: ｗｗｗ
[3886.553] yuubinya: おれはみんな腕組みしてるのに一人だけしてない人だった
[3886.875] shinobuchan4649: あれ背水より有名じゃない
[3887.256] (S)nakamura3278: ww
[3888.289] WhiteShoreDrive: やめたれｗ
[3889.109] mako6912: wwww
[3893.497] kaomoji3: ジャスティン…
[3894.309] (S)triskeal: そこからTiktokでバズってmemeになると言う
[3894.712] tabibitox: ウメちゃんが恥ずかしがってああなって、ジャスティンはウメちゃんネタで遊んだだけｗ
[3895.145] akiraz3: 多分ウメちゃんより有名
[3895.357] ユキゆき: TwitchUnity
[3898.635] ぐぐっす: ジャスティン
[3899.125] prosciu: 格ゲーしない人も知ってる有名な写真
[3901.270] chin_56_: へーい
[3907.354] lucentsnow: あの写真なんか有名になってるよな
[3907.940] ましゅダヨ: うんうん
[3908.383] amagigoe: KSKポーズ
[3908.529] あかの: ボム子
[3908.949] (S)rockmantarou: 👍
[3910.804] (S)espellss: espellss subscribed with Prime. 
[3912.584] one596: ピースアウトの国もあるからね
[3914.927] (S)nakamura3278: 👍
[3916.114] ミジンコ隊長: 👍
[3916.584] suupu: 👍
[3919.157] maddy2623: ちょいちょい流行るあのポーズ
[3922.092] tsubucoro: wwww
[3922.127] ましゅダヨ: www
[3922.252] tabibitox: 元 な
[3922.369] やあああ: めっちゃかわいい子だよな
[3923.887] perfecttakahashi: ウメちゃん関連ってなぜか有名になってるやつ多いよなw
[3924.264] shinobuchan4649: またまたーｗ
[3924.965] one596: 元彼女
[3925.843] ヨコグシ: ｗｗｗ
[3927.184] サクラゼ: wwwwww
[3927.698] 憂う者の弟子: ＮＯＯＯＯＯＯＯＯＯＯ
[3929.707] gularain: 知り合いの彼女なのがわらうwww
[3929.844] Loytory: 👍
[3929.913] kumamaku100: まねっこw
[3930.015] zyangara2: ジャスティン知らない人にただのオタクに思われてるんよなｗ
[3931.483] perfecttakahashi: ほんとかよw
[3934.982] sn0wf0x3: 👍
[3935.339] degajun: ｗ
[3936.533] jagajaga1943: ジャスティンはｗ
[3936.895] Sakoloji: il est frais le daigo
[3944.939] une3333: ジャスティンはそれを真似しただけってこと？w
[3945.968] (S)rockmantarou: あれウメさん発祥か
[3946.199] kaomoji3: ジャスティンもレジェンドなんだけどね〜
[3946.415] (S)さえぐさたくま: 当人がツイートでネタにしてたからねw
[3953.359] Botamoti1: というかボム子だったのが知らなかったわ
[3954.624] d_1098: あれボム娘やったんか
[3955.732] Loytory: ジャスティンはネタでやったんだよね
[3957.621] kaban1192: 多いなぁ
[3959.677] (S)potata_725: ジャスティンのあれ好きすぎる
[3960.761] one596: ジャスティスはそれをネタとしてあれをボム子に頼んだだけなんだよね
[3961.023] aru_0928: ジャスティンはXでよくネタにされてて可哀想
[3969.437] fractal_s: ジャスティンのマジわらえる
[3972.969] tabibitox: ラストか
[3973.923] ミジンコ隊長: BibleThump
[3974.024] 箸くれ: 今日の文字、何になるのか楽しみだな
[3974.203] maya_g01: ほーい
[3975.105] suupu: はーい
[3976.346] yuken_t: ジャスティンはむしろ本望だろ
[3977.244] ましゅダヨ: はあーい！
[3978.190] teruharu_: はーい
[3979.038] akaoowasi: なーい
[3979.826] (S)nakao1976: おっけぃす
[3979.979] (S)yukikaze083: はーい
[3982.025] chin_56_: （きびしい）
[3988.234] (S)軽く捻るか: はーい
[3988.241] ガスおじ: ワイの消えてる可能性大！？
[3988.768] gularain: 軽いねたあってよかった
[3990.549] akaoowasi: はーい
[3994.437] (S)rockmantarou: 頂き男子？
[3997.100] ミジンコ隊長: あれ？
[3999.069] tsubucoro: おや
[4004.644] ましゅダヨ: あ
[4004.669] prosciu: セーフ
[4006.813] lucky7404: 卒業してるだけ偉いわ
[4015.667] yuubinya: この放送みてるの精神やばいやつばかりか
[4017.969] ましゅダヨ: かや？
[4018.162] chin_56_: かや
[4019.972] (S)erisuk: すがすがしいほどのごみ
[4021.456] tsubucoro: かや
[4022.299] roi3s: こく
[4024.640] Livan_Lilivan: こんなに世の中人やものあたるやつ多いのか
[4024.711] chin_56_: オレは悪くない
[4026.207] raurakd: 出来んがや？
[4027.489] perfecttakahashi: がや
[4027.633] zyangara2: でんがや
[4029.305] gettyozi: ｗｗｗｗｗ
[4029.338] tanaka_cyclone: 自分の作品ぶっ壊してそう
[4031.069] moricocoa: できないのか、や
[4031.417] d_1098: こく語
[4031.865] one596: か、や？
[4032.244] (S)inari_tencho: できないのか、や
[4032.669] ニューキングハナハナ: か、や
[4033.820] ミジンコ隊長: 反省は神さまからのギフト
[4036.785] たニ: か、や
[4037.841] ましゅダヨ: 愛知や長野の1部でありますww
[4041.633] amadori3: 愛知？
[4045.234] nino_chang: 長野かな
[4046.138] onigiri21: でんがや
[4049.502] ましゅダヨ: そうかや〜？？
[4050.576] lucentsnow: お前もそうめん屋やらないか？
[4053.161] (S)erisuk: 別に人より遅くて何が悪いのか
[4054.700] たけし84: 言われるときつい言葉ランキング上位
[4055.488] ガスおじ: 気持ちは分かるなぁ
[4056.690] noodles2223: 仙台とかでもいうよ
[4059.178] jrich4200: エルデンリングかな？
[4059.522] tsubucoro: FrankerZ
[4063.811] lucky7404: 「1年経ってもその仕事もできないのか」や、じゃない？
[4063.820] une3333: 受験で進学したのか知らないけど、芸術系に進学できたのシンプルにすごくない？
[4065.131] gorogorogorn: 遅くてもええんやで
[4065.502] noodles2223: +
[4066.274] ましゅダヨ: 長野の中部はバリバリいいますねw
[4070.797] androidand: 自己反省が苦手な方々のカウンセリング場になってる
[4072.143] gaia3333: 才能の差ってこと？
[4074.175] akaoowasi: つーか日本人は全員アラブの人たちに勝てねーじゃん
[4075.848] prosciu: 姉
[4079.320] BISAI3: 運命論者かな
[4079.508] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[4081.417] 000105: 長所を伸ばせ！
[4083.456] tabibitox: 来世なんてねーよ？
[4084.341] kaomoji3: 運動は諦めたんじゃないっけ
[4086.764] d_1098: きんげん
[4088.331] (S)inari_tencho: きんげん
[4090.111] yuubinya: きんげん
[4091.206] chin_56_: まだあきらめない
[4092.326] (S)nakamura3278: きんげん
[4092.476] suiyou_bi: 韻踏んでる
[4096.580] lucky7404: アドバイスをくれっチューこと？
[4097.115] une3333: 歌はオギャゼロで諦めてます
[4099.085] ミジンコ隊長: BibleThump
[4102.848] dokuyubi: ロマンチストやね～
[4103.710] (S)inari_tencho: あきらめが速すぎる
[4107.580] sonic_chop: ｗｗｗ
[4107.792] tsubucoro: 🚛
[4108.313] 憂う者の弟子: 異世界転生！！
[4108.926] じゃっｶﾙ: 20代ならなんでもできるのになぁ
[4109.738] WhiteShoreDrive: ラノベになるかー
[4110.058] tsubucoro: w
[4110.071] もちつき2000: まるで来世があるみたいな言い方だな
[4110.707] ましゅダヨ: そうねぇ
[4111.410] 000105: 来世あるのが才能ですね
[4112.307] poterongu555: 異世界転生したら楽だよ
[4116.092] sei_6: 1年ははやいよな
[4118.521] (S)nakao1976: 異世界転生ヒットの理由が明らかに
[4118.681] omacom_g: チート能力希望
[4119.107] chin_56_: 才能0の俺が異世界転生してみた
[4120.008] d_1098: なろう系の末路
[4122.697] おしおき: ここが異世界なんだがみんな気づいてないんか
[4123.276] (S)erisuk: 人並みになるまでやりこんだことなさそう
[4129.421] ミジンコ隊長: umeYay
[4131.050] yuubinya: しんでも次あったら地獄だぞ
[4131.100] tsuchi_poyo: なろう系
[4131.249] une3333: よぅ！
[4131.696] ましゅダヨ: wwwwww
[4133.337] kakitama5: あるよぉん！！
[4134.513] (S)nakamura3278: あるよぅ！
[4141.115] ましゅダヨ: あるさぁあ……
[4145.306] gokoussgss: 誰にだってある
[4145.399] fj_honey: 姉ハラ
[4146.862] sn0wf0x3: www
[4152.968] une3333: 負けまくってゲームだけで勝った人だからね
[4156.309] おやつハンター: ゲーム以外全て負けてる
[4163.966] poterongu555: 他人は完ぺきに見えるけどなー
[4173.272] (S)inari_tencho: ピッチピチの26歳
[4174.650] ミジンコ隊長: 例えでも買ってるから…
[4178.245] akaoowasi: 隣の芝は青いもんさ
[4178.655] zyangara2: 努力の量が桁違いなウメちゃん
[4179.778] 憂う者の弟子: ミギーーーー
[4180.816] kaban1192: ドラマ化するね
[4181.689] shinobuchan4649: 超名作
[4181.773] tsubucoro: ミギー！
[4182.340] よもぎです: ミギー
[4184.016] takemiso0331: たまに大槻ケンヂがでてきるよなw
[4186.028] jrich4200: 神作きた
[4191.839] Loytory: 好きなやつ
[4192.538] raurakd: 名作
[4202.193] chin_56_: 👁
[4202.453] ましゅダヨ: あ、すきなやつね
[4209.122] une3333: 寄生獣ってそんな感銘受けるタイプの漫画だったんだ、知らなかった
[4209.969] zyangara2: 王のミギー手
[4218.446] moricocoa: 寄生獣はいいぞ
[4223.386] jrich4200: 後藤さん
[4224.180] yuubinya: 後藤さん
[4224.415] raurakd: チートなラスボス
[4234.605] kaban1192: なつかしい
[4236.039] もちつき2000: やらなきゃゼロだっつってね
[4254.761] tsubucoro: ほう
[4258.568] 憂う者の弟子: はー！？
[4267.504] うみたく一番: 競うな、持ち味を活かせッッッ！！
[4284.371] prototypeie: 数字ゲー
[4291.873] ミジンコ隊長: umeWhat
[4294.005] lucentsnow: 競争社会で相手に勝つこと以外楽しみ方がなくなっていくって大昔の人も結構言ってるのよね
[4296.549] jrich4200: ならいっそ力を合わせないでやってみないか？
[4298.805] pekusuyada: なんかこの話聞いたことあるな
[4302.481] (S)豚ああ: ガイア
[4316.994] gomesu: ウメ散歩のときに話してたね
[4324.273] gomesu: 青森のとき
[4331.258] よもぎです: 学びとるう
[4339.862] tsubucoro: :(
[4340.002] ましゅダヨ: うん……
[4346.241] ミジンコ隊長: BibleThump
[4349.997] (S)inari_tencho: わかりみある
[4350.397] sonic_chop: ふぁーっｗ
[4356.053] naien3: へえ
[4356.341] yudedako: ﾊｲ…
[4357.931] (S)nakamura3278: そうかぁ
[4359.353] lucentsnow: BibleThump
[4359.389] daigorou1576: なんでも学ぶ力がすごいなあ
[4359.434] (S)ponponguripon: 反骨？
[4361.649] ten5280: 僕もでーす
[4367.893] chin_56_: 有能であれ
[4369.090] tsubucoro: 嗚呼
[4380.597] (S)ぃさむ: ｷﾞｸｯ
[4385.613] tsubucoro: 漫画にもいたね
[4390.114] sonic_chop: 父上の背中はでっかいんだぁ
[4400.076] fj_honey: 競うな！持ち味を活かせ！
[4408.298] しらお: ｗ
[4408.472] ミジンコ隊長: ん？
[4410.058] ten5280: いいはなしだなー
[4413.685] (S)inari_tencho: ねばりけは草
[4415.012] (S)nakamura3278: そうだよなぁ
[4415.235] chin_56_: ねちゃねちゃ
[4426.264] ローレンシウム: ﾆﾁｬｱ
[4440.057] (S)nen_100: 俺はおまえよりネバネバしてる
[4442.595] tsubucoro: FailFish
[4451.386] atsushi_kishi: 鉄棒抜く前の葛藤するシーン好き
[4455.994] curerikka: 成長曲線のプラトー現象であきらめてしまっているのではないか、という気もする。
[4457.156] しらお: @nen_100 ｗ
[4458.439] angofang: BibleThump
[4460.201] (S)nakamura3278: 泣いちゃう 
[4465.263] ましゅダヨ: BibleThump
[4465.299] ミジンコ隊長: BibleThump
[4468.968] ten5280: BibleThump
[4477.027] sonic_chop: なぜウメちゃんには見えるのかw
[4479.075] guilegairu: まじそれある…
[4479.237] じゃっｶﾙ: そうだなぁ
[4487.693] ten5280: ほんとそれ
[4489.120] nyo_tio: BibleThump
[4490.854] うみたく一番: 親の祝詞は薬にも成るし、毒にも成るね 
[4491.060] ましゅダヨ: うん
[4495.054] BISAI3: ほんと建前だよなー
[4495.760] chin_56_: 争いはやめてください！
[4501.353] lucentsnow: みんな室伏に最初は憧れる
[4505.556] Livan_Lilivan: 競争社会の闇・・・
[4508.133] tsubucoro: ほんとそれ
[4524.868] kaban1192: 王様は裸だ
[4528.685] ミジンコ隊長: NotLikeThis
[4530.379] nyo_tio: w
[4533.540] prototypeie: 草
[4533.564] auau893: ｗｗ
[4533.712] sonic_chop: ｗｗｗ
[4535.079] une3333: こらっｗ
[4536.188] chin_56_: ｸﾞｻｸﾞｻ
[4537.363] (S)nakamura3278: 誤字も多いはやめたれw
[4538.790] のら村長: LUL
[4539.290] tsubucoro: ダイゴ？
[4539.564] じゃっｶﾙ: やめてね
[4540.438] (S)inari_tencho: 急に牙をむく
[4547.184] strongzero0: 草
[4547.658] もちつき2000: 自分として生まれてきたのはもうしょうがないから、持ってるカードで勝負するしかないだろって思います
[4553.618] karataiser: 物理学や量子物理学以外はただのおすすめ。
[4556.752] ましゅダヨ: 個の時代が来ても、人間がついていくことはまだ難しいな
[4562.050] BISAI3: 自分を磨け
[4565.843] (S)inari_tencho: 絵は味だからなあ
[4566.221] akaoowasi: 今の絵だって説明の方が重要になってるやん
[4568.747] (S)ogawa3: うんうん
[4570.480] atsushi_kishi: 前ステ
[4570.996] chin_56_: ﾌﾞｩｳｳｳｳﾝ
[4576.452] lucentsnow: もう絵の巧さが漫画の面白さじゃないって色んな人が証明しとる
[4578.811] d_1098: 絵は特にそうだな、ワンパンマンの原作の人とか上手いとは言えないけど好きだもんなあの絵
[4582.749] nyo_tio: ラーメン最速の男
[4591.155] うみたく一番: 10年、20年続ける事が肝要。他人は他人、耳を貸すなッッッ！！
[4596.741] karataiser: 俺足の親指で立てるよ
[4597.995] sonic_chop: ｗｗ
[4598.488] micchio_: 進撃の巨人も絵が上手い訳ではないしね
[4599.293] のら村長: Kappu
[4600.593] (S)inari_tencho: スーパーニュートラルマン
[4605.204] une3333: 車のレースを徒歩で走ってみるか
[4607.036] chin_56_: ししょー
[4611.555] sn0wf0x3: ww
[4617.651] yuken_t: 仏教だなｗ
[4617.957] ten5280: ウメチャンのししよー
[4626.255] akaoowasi: あらてのイエスマンやな
[4627.769] うみたく一番: 足引っ張ってくる人種はぶん殴れ
[4628.841] Livan_Lilivan: 進撃の巨人は絵が下手って理由で集英社からボツくらったのにあの成功ぶりだからな
[4640.674] tsubucoro: スルー！
[4652.258] karataiser: 鼻からうどん啜る競争しようぜ
[4654.792] (S)nakamura3278: そうありたいね
[4658.474] ましゅダヨ: 害悪ぅ！
[4662.853] ミジンコ隊長: 一番比べない人間として比べている矛盾!
[4665.163] une3333: 邪魔！害悪！！
[4667.663] chin_56_: むしむし
[4672.948] mqlo_olpm: ﾀﾞﾙﾀﾞﾙ
[4675.381] WhiteShoreDrive: 毒を無理に飲む必要はないのよね
[4676.512] tsubucoro: うぬ
[4693.116] poterongu555: 難しいね
[4695.375] (S)nakamura3278: 自分を許すだよ
[4696.795] 熊ビッグベアー: 楽しさで勝てば良いよ
[4698.629] okiyoo000: アケコンバーン
[4698.724] chin_56_: 鬱
[4699.141] tsubucoro: ！
[4699.479] tmtm84: そうめん
[4699.522] kakitama5: 香ばしい匂いが出せます！
[4700.092] nikukuisugi333: そうめん屋
[4700.861] Botamoti1: そうめん
[4701.100] une3333: そうめんかなぁ
[4701.801] nasnoil: そうめん
[4701.802] inuneko201: そうめん
[4702.288] gokukeshi: そうめん被せ
[4702.521] nail06k: そうめん
[4702.604] sei_6: そうめん
[4702.933] Sunsun_the_Sunfish: そうめん
[4703.137] mikiyamadou: そうめん
[4703.360] tsubucoro: そうめん
[4703.440] トトロボッチ: 事業拡大の話かなー
[4704.081] 無心に: そうめん屋始めました
[4704.848] farandole_176: そうめん
[4704.888] gomesu: そうめん屋
[4705.400] ましゅダヨ: そうめん屋
[4705.980] prosciu: そうめん屋
[4706.375] auau893: そうめん
[4706.587] (S)moppu_gake: そうめん
[4707.665] tabibitox: セーフ バーン
[4708.230] naien3: そうめん
[4708.681] (S)でかちゃん: かぶせそうめん
[4709.595] のら村長: そうめん
[4710.379] (S)nakamura3278: そうめん
[4710.708] chachachakoma: そうめんかなぁ
[4711.203] sindou_ume: 寸止めにする？
[4711.505] ryuken_future: 期限切れ
[4713.928] うみたく一番: 親ってさ、”成人”まで扶養してくれる訳ぢゃん？それを後ろ盾で物言うなぁ
[4714.629] sonic_chop: そうめんかなぁｗ
[4716.699] だいこん_: そうめん屋ｗｗｗ
[4716.913] tsubucoro: ww
[4717.199] jambotanishi: セーフ
[4717.276] (S)ちぇんぷる: そうめん草
[4718.010] gokoussgss: ｗｗｗ
[4720.341] tmtm84: 初見意味わからんｗｗｗ
[4721.000] (S)inari_tencho: そうめんって2個書こう
[4722.418] ましゅダヨ: なんてかくの？？
