[13.787] (S)RFKage: umeCossack
[6663.453] (S)ましゅダヨ: wwww
[6664.726] ddb365: 滝くんみたい
[6666.659] adachikufgc: 三苫
[6671.426] chin_56_: うん
[6672.106] successmk2: ミートさんはなんだかんだ越えない側じゃない？
[6673.801] korekitwitch: ばらさないでＷ
[6677.621] neojapan01010: マネージャーさんが泣いちゃうから
[6678.631] aranami0: マージンとってるよね
[6682.556] ミジンコ隊長: ｗ
[6683.736] (S)noriyuki3: ミートさんはめちゃくちゃ気にしてるから
[6683.757] chin_56_: 精進しろ
[6683.931] erisuk: 肉はあくまでも音楽があるからな
[6686.450] sn0wf0x3: wwww
[6688.140] tanu_p: だめだぁｗ
[6693.194] adachikufgc: ミートマの一ミリ
[6695.389] korekitwitch: わかる
[6700.059] (S)pell09080511: 物申せるくらいの常識あるからね
[6700.402] goozy009: 正しい
[6702.272] zyangara2: 行き過ぎるとウメちゃんと共演NGになっちゃかもｗ
[6708.065] neojapan01010: ミートさんくらい地位がある人にしたらそうとうギリギリだと思うｗ
[6723.651] sh1zuku716: 誰だ
[6725.959] (S)ましゅダヨ: もうその言葉だけで怖いわw
[6726.192] 箸くれ: 思えば昔の深夜番組とかすごかったなぁｗ
[6726.612] 憂う者の弟子: うんこちんちんは盛り上がるやろ！！
[6729.648] ミジンコ隊長: ｗ
[6732.780] chin_56_: うんこ〜
[6747.062] bumpy671: うんこチンチンはいつの時代も大丈夫や
[6751.150] 箸くれ: ｗｗｗｗ
[6751.297] erisuk: 何で今それをやった・・・・
[6757.561] shiro_risu01: まっすぐw
[6758.696] tama_zx61: ストうん
[6758.905] bumpy671: どこの国でも大丈夫や
[6763.096] shibaponz: 自分のラインがズタズタに
[6763.143] chin_56_: ミートたけしくん
[6763.259] Akito0709: 小学生やん
[6769.817] squall_2017: BibleThump
[6771.561] hi_im_botti: その場のノリがあるからね
[6772.068] やあああ: そりゃそうだろ
[6772.184] ミジンコ隊長: ｗｗｗ
[6772.462] kame277: こわい
[6773.620] あまぞんさん: wwww
[6773.890] (S)ましゅダヨ: そりゃそうw
[6773.954] kimanaka28: そりゃそうだろｗ
[6773.957] gokukeshi: だろうね
[6774.165] nikukuisugi333: ｗ
[6777.881] tanu_p: 言うなよｗ
[6778.258] (S)demonbane_twosword: ｗｗｗ
[6780.132] 憂う者の弟子: うんこちんちんを止めるな！！
[6780.651] (S)おしるこ11: 呼ばれなくなるわ
[6782.336] (S)sharks_up: それ聴くのはいつでもだめでしょｗ
[6784.136] (S)rm_rf__: vは一枚皮を被ってるからね
[6784.616] mako_oswald: そういや仮装大賞のメダル渡す女性がバニーじゃ無くなったってXで見かけたな
[6786.373] 箸くれ: わたくしはいま！踏み越えた！
[6787.209] sichakamechaka: その人達の中では何周かした笑いだったんじゃないの？
[6789.887] erisuk: それはもう静かにフェードアウトしなきゃ関わっちゃいけない状態だよ
[6792.446] daichan1200: 踏み越えてるんかな。
[6795.013] raurakd: なんで聞いたしw
[6795.154] chin_56_: ｳｰｳｰ
[6796.406] ミジンコ隊長: 🚑
[6797.686] dcdryuya404: ！？
[6798.634] shibaponz: ほら、救急車キちゃったじゃん
[6800.424] sindou_ume: 🚑
[6800.669] shiro_risu01: うーーーーーー
[6800.761] goozy009: 大惨事の警報
[6801.019] v_harumi_v: ｗ
[6803.098] ddb365: カトケン見てる時の親父だ
[6804.170] (S)ましゅダヨ: こわいことするーw
[6805.040] dcdryuya404: お迎えきてますよ
[6808.391] ミジンコ隊長: まーじ？！
[6809.600] おざなり: ゴッサムシティ
[6812.430] あまぞんさん: そういうのを気にする空気じゃあなかったか
[6814.095] androidand: 警報なってる
[6814.553] korekitwitch: ダウンタウンで笑いの難しさのピークに行ったんだって
[6818.046] (S)~MISSING_COMMENTER_INFO~: ようこそメインストリームへ
[6824.650] (S)ましゅダヨ: メインはそう、でもストリーマーはあっち側
[6831.091] 箸くれ: だんごさんの微妙な表情の変化が癖になる
[6831.641] kkshkk: コロコロコミック必読なのか
[6836.521] (S)noriyuki3: おじたちはくだらないなと思ってみてるんだなw
[6837.189] chin_56_: ﾄﾞﾊﾊﾊ
[6837.762] erisuk: その場で言ったことは諸説あるが肉が正しい感覚だよ
[6841.101] (S)~MISSING_COMMENTER_INFO~: ｗｗｗｗｗ
[6841.433] aranami0: ｗｗｗ
[6842.123] kamiyama_t: ｗｗｗ
[6842.449] (S)demonbane_twosword: つれええｗｗ
[6842.468] あまぞんさん: wwwww
[6842.741] ミジンコ隊長: ｗｗｗｗｗｗｗｗｗ
[6843.795] gokukeshi: 悪夢
[6845.906] tama_zx61: ｗｗｗ
[6846.098] 闘劇のアルベルト: こっわ
[6846.262] hi_im_botti: そうなりそう
[6846.769] sn0wf0x3: wwww
[6846.788] (S)rm_rf__: それはDの屁やなw
[6847.577] shiro_risu01: BibleThump
[6848.279] evimayo88: 悪夢すぎるｗ
[6848.370] tabibitox: トラウマになるわｗ
[6848.452] 憂う者の弟子: うんこー！
[6848.759] ぷらんばー: WutFace
[6850.124] adachikufgc: おちんついては？
[6850.203] sh1zuku716: 屁
[6850.265] squall_2017: BibleThump
[6851.819] (S)ましゅダヨ: 恐怖すぎるwwwww
[6851.913] kkshkk: Dの屁と同じか
[6853.055] borkh3js: BibleThump
[6856.739] あまぞんさん: お前は違うやろって感じかw
[6859.838] (S)~MISSING_COMMENTER_INFO~: だんご問題と名付けようこの減少
[6861.713] neojapan01010: ミートさんは静まるのわかっててやってるでしょｗ
[6867.212] 1192m: こくはやってる
[6868.135] (S)ましゅダヨ: もうどうにもならんやんその展開w
[6887.082] daichan1200: 笑いのラインなのか、怒るラインなのか
[6899.288] tanu_p: ポイズン
[6899.338] (S)demonbane_twosword: 言いたいことも言えないこんな世の中じゃ
[6900.750] sengoku_cyber: 超えた時のリスクと見合うかで決めろよ
[6902.066] nihonsyu_: ポイズン
[6903.178] chin_56_: ポイズン
[6911.332] ぬかづけ: そうねーカオスのほうが楽しいんだよ
[6915.594] (S)sharks_up: 周りに合わせるのか
[6920.300] bumpy671: それは無理や
[6921.093] ミジンコ隊長: いいよー
[6922.982] hi_im_botti: 見られなくなるだけだから別にいいんじゃない？
[6926.150] (S)ましゅダヨ: カオスのが楽しい、わかる。
[6926.736] kkshkk: いいテーマだ
[6926.808] kame277: 思想盛り盛り
[6928.744] goozy009: それぞれの哲学w
[6930.674] chin_56_: 達人
[6931.348] aranami0: 思想強いひとらの集まりや
[6967.989] np2np: みなまで言うな的な
[6968.102] (M)(S)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[6974.670] shibaponz: ずるいな！
[6975.508] ミジンコ隊長: ずるい！
[6978.425] malionl: ずるいなぁ
[6981.040] (S)noriyuki3: ミートさん賢い
[6981.155] gokukeshi: ずっちーな
[6981.475] なっつぃ: ｗｗｗ
[6989.997] (S)Sunsun_the_Sunfish: 空間補完効果みたいな
[6990.228] 勤務中: しゃべりの技芸だ
[6991.150] (S)オーカミマン: ｗ
[6992.195] goozy009: 自分が面白いのか、他人が面白いのか
[6992.450] squall_2017: バイトテロとか何が面白いのか全くわかんない
[6992.912] (S)ましゅダヨ: それはねー楽しいやつだなあ
[6993.342] ミジンコ隊長: ｗ
[6993.354] 憂う者の弟子: だせない！
[6994.583] blackcoffee0821: 聞きてええ
[6996.135] chin_56_: ライン越え
[6997.078] aranami0: どんな話したんやｗ
[6997.804] Frasco006: それって結果同じじゃね？
[7007.139] 5don: 気になるw
[7010.866] ミジンコ隊長: あるある
[7025.549] gokukeshi: ライン見えてないとできないね
[7026.992] amadori3: AVのモザイク論
[7032.992] あまぞんさん: いる
[7045.955] (S)demonbane_twosword: 門番しちゃったかぁ…
[7064.185] (S)noriyuki3: 稲垣くんがずっと何か言いたげ
[7065.586] (S)sharks_up: 昔に遡ってライン引き直される時代
[7079.570] (S)rm_rf__: さすが人前立つ人間やな
[7094.616] bikibiki999: オフの場では5㎝
[7095.422] (S)ましゅダヨ: ww
[7096.486] 憂う者の弟子: 格ゲー界アブナイ！！！
[7097.189] chin_56_: 俺らは2m
[7097.692] ミジンコ隊長: ｗ
[7098.024] kame277: w
[7101.646] aranami0: マゴさん
[7105.069] やあああ: だがそれがいい
[7106.896] sh1zuku716: マゴさんcrカップめっちゃライン超えないようにやってたって言ってたな
[7107.816] ミジンコ隊長: こく・・・
[7108.058] goozy009: チキンレーサーの集まり
[7109.112] 憂う者の弟子: アブナイヨ！！
[7109.693] 1192m: マゴさん
[7112.607] koj100: でもそこがおもろいんよ
[7112.717] (M)(S)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[7113.859] Frasco006: ウメちゃん筆頭だから
[7116.391] bumpy671: だな たぬかなとか終わってんもんな
[7120.053] 勤務中: 子供が配信見てるでしょうが！
[7131.515] LGA2011: それで支持を得てる部分もあるからね
[7143.336] chin_56_: あれ？
[7143.565] shibaponz: あれ・・・？
[7145.020] daichan1200: おやおや
[7147.820] amadori3: ？
[7151.247] (S)ましゅダヨ: 女の人の方がライン読みうまそう
[7155.454] neojapan01010: ぱる？
[7173.273] (S)ましゅダヨ: あ
[7178.611] daichan1200: 言いたいことを言わせたいみたいな？
[7179.252] fujimike: 今日思想多めだな
[7181.725] goozy009: あっ
[7183.399] (S)noriyuki3: それよく聞くなぁw
[7184.652] chin_56_: (´ε(○＝(ﾟ∀ﾟ )
[7186.573] borkh3js: WutFace
[7191.308] (S)rm_rf__: あぁいるな
[7196.089] daichan1200: 言わせたいことがあって誘導するみたいな
[7198.873] (S)ましゅダヨ: 前にそんな動画見たきがするw
[7204.026] (S)~MISSING_COMMENTER_INFO~: ｊ
[7204.453] kamiyama_t: J
[7206.388] erisuk: Ｊ
[7206.551] zyangara2: J
[7207.001] evimayo88: J
[7207.530] sh1zuku716: J
[7208.440] ミジンコ隊長: Ｊ
[7209.790] (S)ましゅダヨ: j
[7210.284] tabibitox: J
[7211.251] sn0wf0x3: J
[7211.282] toshio0224: Jの旦那
[7214.485] 完全変態: 有名なあれだよなｗ
[7215.726] kaban1192: Jガイル
[7216.346] (S)Sunsun_the_Sunfish: マッハパンチの
[7216.502] Fkdso555: Jガイル
[7217.874] korekitwitch: jビン？
[7219.851] chin_56_: ｼﾞｮ
[7223.126] sengoku_cyber: Ｊピンだろ
[7224.842] tanu_p: おしっこ
[7225.600] mako_oswald: Jガイルの旦那
[7225.734] kimanaka28: JだのDだの
[7230.599] 4bunny: 〇ョ〇〇
[7244.207] adachikufgc: Jはハメられただけで自分は悪くないって言ってた
[7259.147] goozy009: ぴゅあ。。。。
[7262.125] やあああ: あっさ
[7262.669] korekitwitch: サイコＷ
[7263.309] kamiyama_t: wwww
[7264.220] chin_56_: やべえおじ
[7266.842] aranami0: 成長しないんだねぇ
[7270.124] kame277: 喜ぶかなぁ〜屁で
[7271.165] gokukeshi: 経験なのかなんなのか
[7272.204] ddb365: そう覚えるのか
[7272.902] Maloneal: 親戚のおじさんが諸悪の根源だったのか
[7273.078] MisaMisa_12: そんなシンプルな公式に見えたんだｗ
[7274.638] (S)rm_rf__: Dはアンドロイドかなんかなのか？
[7276.831] (S)ましゅダヨ: 育ちもあると思う、正直
[7277.183] np2np: 小学生の喜びを大人になっても
[7278.439] だいこん_: BibleThump
[7279.368] androidand: 自己解釈すぎる
[7281.494] (S)sharks_up: 悲しきモンスター
[7281.623] tanu_p: うんこちんちんじゃねぇか！
[7281.979] sh1zuku716: ｗｗ
[7285.513] ミジンコ隊長: ｗ
[7287.730] (S)メタルぱんだ: ｗ
[7289.044] chin_56_: ｸﾄﾞｸﾄﾞ
[7290.659] sn0wf0x3: www
[7291.058] tabibitox: 幾星霜
[7292.075] fujimike: 保護者ハンサム
[7295.052] (S)~MISSING_COMMENTER_INFO~: ｗｗｗｗｗｗ
[7296.222] (S)demonbane_twosword: ｗｗｗ
[7297.008] うしおとぬこ: 学び直す機会はあったと思うけどｗ
[7298.514] ミジンコ隊長: ｗｗｗ
[7299.224] aranami0: こっわｗ
[7300.343] (S)~MISSING_COMMENTER_INFO~: おもしろいけどしないねｗｗｗｗ
[7302.073] Frasco006: ｗｗｗｗ
[7302.248] tama_zx61: ｗｗｗ
[7302.479] erisuk: はっきり言ってまず真ん中が見えてないから上下のブレもわかってない
[7302.613] ミジンコ隊長: こわいｗ
[7304.544] bumpy671: wwwww
[7305.167] amadori3: ｗｗｗ
[7307.073] evimayo88: サイコうぎるｗ
[7308.167] kame277: やったのー？
[7308.496] daichan1200: それウケるひともいるよ
[7327.701] chin_56_: それは笑う
[7328.606] shibaponz: えぇ...
[7329.972] (S)pell09080511: その例えが面白い
[7330.056] senseiabcd: わかる
[7333.198] neojapan01010: 葬式とか笑っちゃう人いるね
[7335.174] (S)noriyuki3: それは笑うかもしれん
[7338.578] gorogorogorn: 大島渚かなｗ
[7338.606] LGA2011: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[7338.637] aranami0: ｗｗｗｗｗ
[7339.151] daichan1200: それはフリが大事だよ
[7340.095] toshio0224: 合気道の達人がボコられてるのは笑っていいかな？
[7340.120] ミジンコ隊長: ｗ
[7340.491] bumpy671: わかるよ
[7342.206] evimayo88: あーーー
[7346.580] pondenring0930: わかるｗ
[7347.573] goozy009: おぼんこぼん
[7348.172] erisuk: それが キャラ
[7348.494] LGA2011: ウメちゃんはわかってるわｗｗｗ
[7348.649] (S)ましゅダヨ: 師匠たちがやってるのはおもろい
[7350.365] daichan1200: フリがありきでしょ。全部
[7355.148] (S)おしるこ11: 野坂昭如と大島渚みたいな
[7359.053] Frasco006: あぶねえ あぶねえ
[7359.675] nishikawa_kun_: 柳龍拳だったらいいよ？
[7359.739] (S)ましゅダヨ: わかるわかる、それだよね
[7364.645] amadori3: 前フリあってこそ
[7367.708] MisaMisa_12: 笑ってはいけないの初代ビンタシーンね。蝶野がじいさんにビンタしてた
[7368.105] fujimike: その前が大切だよね
[7373.457] shougik: この中の誰かが誰かをビンタなら笑う
[7375.869] LGA2011: あーくぁかる俺ドッキリ無理だわ
[7377.092] senseiabcd: いじめになっちゃうドッキリもあるよな
[7385.702] カラメルキッチュ遊撃隊: ココロコネクトのドッキリね
[7387.191] kkshkk: 哀川翔とか
[7387.673] (S)ましゅダヨ: もう定番ネタね
[7388.420] Frasco006: タイミングってあるからなあ
[7388.917] Maloneal: 板東英二のやつな
[7392.795] ミジンコ隊長: あるやろなぁ
[7394.081] bikibiki999: 吉田栄作がガチギレしてたやつあったなあ
[7394.847] sh1zuku716: 芸能人でもガチキレしてる人普通に放送してね？ｗ
[7394.921] sengoku_cyber: ドッキリと種明かしされてもチャラになんないことあるよね
[7398.978] hanavy0564: 戦国時代とか
[7403.618] erisuk: テレビはそういうところちゃんとしてた、もちろんおｋだけ流してるからだからだけど
[7405.494] てべす1103: ナイツ塙の奴とか胸糞だったしな
[7409.234] (S)ましゅダヨ: うんうん
[7409.983] (S)demonbane_twosword: 寝起きドッキリも消えたね
[7418.506] サラバア: 放送できなかったドッキリの都市伝説あるよねw
[7421.905] なっつぃ: ガチギレまでもがネタなのもある
[7423.557] 憂う者の弟子: ドッキリは素人にするやつは無理
[7425.490] senseiabcd: ドッキリは仕掛ける側のセンスが問われるよな
[7426.182] (S)~MISSING_COMMENTER_INFO~: くろちゃん
[7429.259] LGA2011: てか普通にボツになってるだけでダメだったドッキリいっぱいあると思う
[7430.051] amadori3: 事前に知ってる感があったり
[7430.472] (S)sharks_up: やらせが丸いか
[7435.166] (S)ましゅダヨ: してたなあー
[7439.414] gorogorogorn: 岸部四郎かな
[7440.275] sh1zuku716: あ
[7442.908] (S)hal0087: a
[7443.877] やあああ: あれは。。。ね
[7445.700] ぬかづけ: あれは
[7448.289] sh1zuku716: まずい
[7452.491] (S)demonbane_twosword: 海外だとドッキリで銃殺された事件あったなあ
[7453.569] サラバア: 平和なやつだと有名人後ろから登場みたいな
[7453.784] (S)ましゅダヨ: あれは程々だからいい
[7457.150] monti370: 田中卓志は給料を賠償金と捉えてるからな
[7457.614] (S)noriyuki3: 一般人参加するテレビなくなったもんね
[7466.879] diediedying: ビックリさせて怪我させてたのあったな
[7467.409] sengoku_cyber: それこそプロレスやろ
[7468.150] sh1zuku716: 面白いも時代で全然違う
[7470.976] うしおとぬこ: 単純に不快な内容の番組企画とかあるよね
[7478.499] erisuk: 海外のドッキリはマジでごみみたいのかなりある
[7481.704] LGA2011: それは普通だろ
[7482.930] ぬかづけ: 水曜とかライン反復横跳びだもんねー
[7486.222] daichan1200: 水曜日のダウンタウンはうまくやってる
[7489.205] (S)sharks_up: 被害者がいるって理論が強すぎる
[7490.804] T4LB0: 小さい声がデカくなりやすくなった
[7515.847] amadori3: ドッキリこそラインが重要になって来ると思う
[7517.608] (S)ましゅダヨ: そうなのよ
[7520.045] (S)とも8はる: でもスポンサーに凸るからなぁ
[7528.054] (S)demonbane_twosword: 新婚夫婦が砂浜で落とし穴に落ちた事件もテレビの真似やしな
[7529.346] pondenring0930: ドッキリはなぁ
[7531.966] sh1zuku716: ノ、ーブル
[7539.635] kamiyama_t: ｗｗｗｗ
[7540.041] ミジンコ隊長: ｗ
[7540.876] (S)~MISSING_COMMENTER_INFO~: ｗｗｗｗｗｗｗ
[7541.100] (S)ましゅダヨ: いるよw
[7542.681] aranami0: 裏切り
[7542.938] neojapan01010: ｗｗ
[7544.237] amadori3: ｗｗｗ
[7545.361] gokukeshi: ｗｗｗ
[7546.261] (S)~MISSING_COMMENTER_INFO~: おもしろいｗｗｗｗｗｗｗ
[7546.449] chin_56_: いますぅ？
[7547.078] shibaponz: 草
[7547.177] (S)メタルぱんだ: wwww
[7547.777] ミジンコ隊長: ｗｗｗｗ
[7548.439] megurun: ｗｗｗｗ
[7548.717] erisuk: 嫌がらせとしては逆にレベルが低いよ屁
[7548.780] (S)オーカミマン: おもれーじゃねぇか
[7549.231] neojapan01010: ｗｗｗｗｗｗｗ
[7549.712] 憂う者の弟子: おらんやろー・・・
[7549.724] tanu_p: お前が言うなｗ
[7549.728] (S)~MISSING_COMMENTER_INFO~: 今の面白いｗｗｗ
[7550.604] (S)ましゅダヨ: www
[7551.255] ミジンコ隊長: お前も敵か？
[7552.281] (S)noriyuki3: dは清いな〜
[7553.964] goozy009: さすD
[7554.451] (S)Sunsun_the_Sunfish: ｗｗｗ
[7554.513] LGA2011: 何かを貶めたり露悪的な手段を取るのが問題なんだよね
[7556.615] gorogorogorn: 今のはおもろい
[7561.420] kimanaka28: ｗｗｗ
[7564.190] tanu_p: 門番
[7565.372] tabibitox: 伝説の
[7567.109] sh1zuku716: D＝ノーブル
[7568.621] 憂う者の弟子: ワカルワー
[7575.668] rias9121: 雰囲気似てるよね
[7576.821] aranami0: Dはほんまにアレなんやな
[7578.496] tabibitox: Dーブル
[7583.836] lobelia_c: ｗｗ
[7585.287] v_harumi_v: へー
[7585.983] nikukuisugi333: 闇話題の門番
[7586.366] (S)demonbane_twosword: マジかあ
[7592.524] (S)~MISSING_COMMENTER_INFO~: umeBlocking
[7595.070] (S)ましゅダヨ: wwww
[7595.192] chin_56_: あれはやりきるとよかった
[7595.268] LGA2011: ｗｗｗｗ
[7596.055] あまぞんさん: www
[7596.755] ミジンコ隊長: やってたね
[7597.907] kkshkk: 年齢考えればあるか
[7597.927] shibaponz: ランクマ負けるたびにドッグフードも食べてたしな
[7598.979] LGA2011: 素直すぎる
[7601.432] オムニスラッシュ: FeelsBadMan  Daigo stuck playing SF6 , cant enjoy other fighting games
[7603.890] sh1zuku716: ほう
[7616.149] (S)noriyuki3: 若いんだから許してやれよな
[7620.221] LGA2011: 共感力だよね
[7622.485] (S)sharks_up: 自分の都合良い想像してそう
[7625.350] あまぞんさん: 動画でも言ってましたね
[7627.653] MisaMisa_12: 一番安全側に配慮しなきゃいけないのキツイだろうなぁ
[7633.200] (S)メタルぱんだ: Dがやるかやらないかが、ラインかぁ
[7633.452] やあああ: 情報量大切
[7634.653] kakitama5: でもそれ気にしたら何もできなくなりそう
[7637.187] (S)rm_rf__: ネット時代以降はそれが大幅に広がったって感じかな
[7646.548] maaasaaa12221: 知識いうか経験というか
[7654.181] (S)ましゅダヨ: そう、それは絶対にある
[7656.171] daichan1200: 笑わせたいなら別にライン攻める必要ないと思うけどなぁ
[7657.155] (S)sharks_up: その方向性にいくのはねぇ
[7658.116] (S)~MISSING_COMMENTER_INFO~: ホントにそれ
[7658.484] erisuk: 切っていいやつらの評価は考えなくていい
[7662.226] chin_56_: 上手いこと言うね
[7670.608] pondenring0930: ウメちゃん寒そうだと思ったらＴシャツか
[7679.230] kkshkk: その割合を考えるのがバランス感覚
[7695.801] ぬかづけ: 正義の話になってきた
[7697.633] バーニングチャーハン: やりすぎてもバランス感覚ないとなるよね
[7699.433] (S)~MISSING_COMMENTER_INFO~: 今は弱いやつらが群れを作れるからなあ
[7699.947] あまぞんさん: 最近はかなり敏感やからね
[7701.894] (S)ましゅダヨ: 円環いいねぇ
[7702.468] (S)sharks_up: 伏線回収
[7703.098] daichan1200: ツッコミでも笑いが生まれるし
[7705.759] gokukeshi: 台本疑うまであるね
[7706.419] (S)ましゅダヨ: あーーーー。
[7710.403] ミジンコ隊長: umeCatGlare
[7710.464] shiro_risu01: umeCatHope
[7716.219] ミジンコ隊長: Ｇとか
[7717.149] (S)~MISSING_COMMENTER_INFO~: あるまじろｗ
[7718.369] (S)オーカミマン: アルマジにぃ～
[7719.051] gorogorogorn: サーベルタイガーは許さない
[7720.013] chin_56_: 猫はくさしずらい
[7720.322] サラバア: アルマジロあいつよー
[7720.693] erisuk: 例えがひどいｗ
[7723.472] 憂う者の弟子: アルマジロの悪口をいうなああああああああ
[7726.795] (S)yitojii: can anyone tell me which dp shortcut daigo uses with his hitbox?
[7727.987] のぶとも: アルマジロはいいだろうが！！
[7730.847] MisaMisa_12: カツカレー
[7731.439] ぬかづけ: たばことかはそうか
[7732.812] ミジンコ隊長: カレーがうまい！？
[7734.535] (S)sharks_up: カレー支持ですか・・・
[7736.923] gorogorogorn: カツカレーなｗ
[7738.108] zyangara2: カレーが嫌いな人もいるんですよ！
[7741.818] erisuk: 食いもんでそれはねぇよｗ
[7742.432] (S)ましゅダヨ: そうだね
[7743.676] gularain: カツカレーのはなしか？？
[7744.701] shibaponz: 阪神ファンかな？
[7745.167] sh1zuku716: ｗ
[7748.291] aranami0: ｗｗｗ
[7749.994] chin_56_: 粛清
[7750.393] sh1zuku716: 弱すぎる
[7750.546] kimanaka28: まあね
[7751.898] (S)noriyuki3: なるほど
[7752.567] 箸くれ: 痛くも痒くもねえ
[7755.634] (S)ましゅダヨ: 火も立たないw
[7760.902] sh1zuku716: 弱すぎるゆえに
[7762.541] あまぞんさん: カツカレーのコストの話で炎上する日も来るかもしれない
[7764.377] なっつぃ: おもろいな
[7765.255] (S)sharks_up: 自分が権力持ってるとこわいな
[7765.565] kkshkk: カレーはイメージの融通が効くから
[7766.965] tanu_p: ビーガン！ビーガン！
[7768.373] adachikufgc: 野田クリスタルはカレー嫌い
[7769.666] (S)ましゅダヨ: 煙もたたない、かw
[7772.788] (S)rm_rf__: 居酒屋レベルの話が世界的な問題になったりしちゃうしね
[7772.834] lobelia_c: 分かりやすすぎてきれそう
[7781.252] (S)demonbane_twosword: チャットですら言い辛いワードもあるしなあ
[7781.265] erisuk: そんなごみ共切っていいのにな～
[7783.846] goozy009: ポリコレ
[7787.149] (S)~MISSING_COMMENTER_INFO~: ｗｗｗｗｗ
[7787.261] monti370: その弱者も一部なんだよなあ
[7787.883] (S)ましゅダヨ: wwwwww
[7788.295] as6623: ｗｗｗ
[7789.016] tanu_p: 逆じゃねえの
[7789.422] kaban1192: ｗｗｗ
[7789.677] fujimike: あった
[7789.840] kkshkk: w
[7789.869] hi_im_botti: 叩かれてた
[7789.914] (S)おしるこ11: あっ
[7791.435] chin_56_: いやおもろいやろ
[7792.405] pondenring0930: 逆じゃね？
[7792.998] ミジンコ隊長: そんな時代合った？
[7793.078] あまぞんさん: w
[7793.358] lucentsnow: 昔も言われて不快な人が発言しやすくなってるだけな気もする
[7794.199] sh1zuku716: 逆じゃね
[7794.527] やあああ: 弱者の発言権が目立ちやすい時代
[7795.277] kame277: うーーーん
[7795.708] erisuk: それは面白くないときだったから
[7797.206] toshio0224: わかる
[7802.549] kaban1192: 矢口真里
[7803.317] (S)ましゅダヨ: つまんない時期があったんよw
[7803.819] gokukeshi: ワンピとか好きで～のやつな
[7804.138] np2np: ネットでの話ね
[7805.015] (S)sharks_up: 叩いてる人があれじゃね？ｗ
[7805.856] (S)~MISSING_COMMENTER_INFO~: 場所によっちゃある
[7808.970] kame277: w
[7809.196] dougazei123: ｗ
[7811.704] tanu_p: おじだからだろｗ
[7812.188] T4LB0: クラスターがおかしいｗ
[7812.937] rias9121: 漫画好きを名乗ってワンピ好きって言うと叩かれたね
[7813.390] sh1zuku716: それはネット限定じゃない？
[7813.437] adachikufgc: 矢口真里
[7813.781] shibaponz: でもあったかもしれない...
[7815.541] hi_im_botti: ワンピースの話しだすとにわか扱いですね
[7815.943] 完全変態: ショコタン現象だな オタクのニワカって扱いされてた
[7816.066] sichakamechaka: 鬼滅の刃褒めたら漫画好きから叩かれるみたいな
[7816.660] chin_56_: 魚人島か
[7816.712] senseiabcd: 芸能人が叩かれるやつね
[7816.851] niwakanoppo187: ニワカ検定的な感じだったな
[7818.284] (S)ましゅダヨ: あ
[7818.330] evimayo88: あっ
[7818.636] shibaponz: 危ない危ない
[7818.841] sengoku_cyber: ワンピースの何編？
[7818.864] ddb365: ニコニコはなんでも言われそう
[7819.571] だいこん_: あ
[7820.246] ミジンコ隊長: あっ
[7820.517] lucentsnow: あ
[7820.830] (S)hal0087: ｗｗ
[7821.049] amadori3: あ
[7822.665] sn0wf0x3: あ
[7822.734] kimanaka28: ひねくれものばっかだからニコニコは
[7824.020] (S)rm_rf__: 世論の流れってのは確かにあったな
[7824.789] LGA2011: それはリスナーが終わってるだけ
[7825.318] BiffTannen777: いやネットのワンピの逆張りはまじである
[7826.092] tabibitox: ずっちーな
[7826.255] mohuryun: にわかでしょって怒られるやつね
[7826.306] (S)ましゅダヨ: 営業が
[7826.835] daichan1200: 一蘭が美味いっていうと叩かれるやつ
[7827.148] sh1zuku716: ニコニコはな
[7828.186] pondenring0930: 矢口のせい
[7830.265] erisuk: 現行の話がつまなんかったらそらそういう評価になる
[7830.320] ebifal2: なんでしゃべれないの？
[7831.782] zyangara2: 仕事した作品にはイエスマン
[7832.430] adachikufgc: 田中公平w
[7837.160] あまぞんさん: あー
[7839.842] バーニングチャーハン: ネタバレだからやめろよは無敵ムーブ
[7840.069] (S)noriyuki3: 流行ワンピースに限らず流行りものよな
[7843.733] shibaponz: OPのベース轢いてるからミートさん
[7843.768] もきち555: リア充が読み始めた時期ね
[7845.490] 箸くれ: ニンゲン
[7846.260] (S)ましゅダヨ: 人間の年齢w
[7848.134] sh1zuku716: おばあさん好き？ｗ
[7851.710] chin_56_: おばさん好き
[7853.439] (S)おしるこ11: 熟マニか
[7853.900] aranami0: しらねえよｗ
[7855.384] (S)demonbane_twosword: しらねーよｗ
[7855.773] sugy72: ワンピースに参加している男
[7856.989] sindou_ume: え？
[7859.654] (S)sharks_up: 細けえｗ
[7859.809] とくじろう: わかるわー
[7861.963] ミジンコ隊長: ライン見えてる
[7866.109] (S)おしるこ11: 38はおばさん認定か
[7867.008] goozy009: それ、可愛いって言われた人が傷つくだろ
[7868.409] 完全変態: ニコニコ時代だけどニコニコだけのことじゃないぞ youtubeでもSNSでもあの時代はワンピースはニワカオタクだった
[7869.047] (S)ましゅダヨ: ほあー
[7869.383] らすたねこ: 38はおばさんじゃねえ！
[7871.427] lucentsnow: 38の線引なんだよｗ
