[49.886] えたーなるぶるー: culonyanKonChadoumodoumo
[14205.785] admjg23654: 飯というより、補給だからな。。。
[14212.015] (S)~MISSING_COMMENTER_INFO~: 1人で食べるご飯ってのは見た目気にしないからだよ
[14216.913] berurusuko: 沼だっけ
[14220.422] (S)アベ0206: 見た目は優先順位が最下位だからな・・・
[14227.825] (S)Hitode_noko: 栄養最重視だから
[14231.984] niemalsaufgeben: 自治体がやってる格安の健康診断もあるし。大きい病院行ならその日に健康診断もできる
[14233.255] _こぺ_: ときど飯というか筋トレ界隈で割と流行ってるやつやで
[14235.734] balthazar000: マグマ？
[14237.746] amagigoe: シャイニーときど
[14240.143] korerai314: 話題がぶりかえしそうだけど、ときんすが参考にしたご飯自体は、沼ってやつ。
[14241.583] (S)多抜深夜: 格ゲーマーとしてストイックってのは筋トレすることなのかゲームを細部まで詰めることなのかどっちかな 俺は後者だと思ってるけど
[14242.654] une3333: だってときどさん鍋から食べてたもん...w
[14246.627] (S)wahaha7788: 沼はレシピ通り作るとかなり硬派な味だよね
[14267.370] shuhei5623: 鳥ハム食いたい
[14272.934] _こぺ_: 鍋から食う人もいるし、炊飯ジャーからそのまま食う人もいる
[14280.012] lyo0822: やりますわ
[14282.398] Kenotkaj: PogChamp
[14285.968] (S)wahaha7788: つーよい
[14287.848] amagigoe: 今日のウメちゃん強いな
[14288.349] berurusuko: 筋トレ業界で沼とかマグマとか流行ってるからな 水分量多いほうが結局摂取カロリーに対して満足度が高いから
[14288.386] niemalsaufgeben: 安定感
[14291.852] (S)thunderbolt0422: MercyWing1
[14294.842] nishihaya8810: つよー
[14297.020] korerai314: 作ったことあるけど、確かに硬派な味
[14298.162] (S)Hitode_noko: 筋トレしながら細部まで詰めるやつが最強じゃない？
[14308.274] sasamidaisuki: マッスルグリル見てるひと結構いるんだな
[14313.492] prototypeie: ウメちゃんも沼食わない？
[14316.961] hojihojidx: 皿の洗い物が減るしフライパン直はよくやるぞ
[14317.985] 再度落選の大統領マルモリ: 沼、マグマ、セメント
[14319.289] lyo0822: ミルダム行かなくていいのかな？
[14320.678] tanakawatanabe: 筋トレ必須なのか、、、
[14323.323] (S)65vr39: 言葉の定義を議論するやつよぉ
[14328.536] (S)アベ0206: 一日2リットル水分とらなあかんって最近知ったわ
[14329.158] (S)おひで: シャイニー薊めっちゃネモさんに似てない？
[14329.453] _こぺ_: のがトレみてるとおすすめにあがってくる...
[14342.772] (S)wahaha7788: 沼は飯作るのがめんどくさい人はかなりおすすめだね
[14345.431] 江戸シーラン: マッスルグリル見てバイタミックスとBONIQ買ったわｗ
[14353.706] (S)ゴサク: ２リットルの水飲まなくても２リットル水分取れるよ
[14356.281] niemalsaufgeben: 東京のジムはまだ再開しないから自己管理が続く
[14356.375] korerai314: BONIQはいいよね。
[14356.520] tanakawatanabe: ユリアンの小物感とギルの大物感好き
[14357.212] une3333: でも実際美味しいらしいね沼
[14362.999] (S)ankoro123: きんにくんのマグマ中山ってそういう意味だったんや
[14364.136] (S)strange_love00: 栃木名物『しもつかれ』も見た目はアレやからね
[14365.015] (S)Hitode_noko: 一日3リットルコーヒー飲む人まだ生きてるかな
[14368.983] sasamidaisuki: 俺もばいたみっすく買ったｗ
[14374.623] 江戸シーラン: BONIQほんと買ってよかった
[14382.620] (S)セツリ: 沼は、べちょべちょに炊いた米を食べれないとキツイと個人的に思った
[14395.811] hojihojidx: 沢山入れてたくさん出さないと血が濁る
[14399.251] matsu_zalem: ウメさん、最近心拍数も、ホラゲのときと、デトロイトで窓開けてワーッ！て言ったときくらいしか上がってないのでは。
[14415.389] (S)wahaha7788: ユリアンのスパコンかっこいい
[14422.037] shuhei5623: 2リットルじゃなかった？
[14426.686] korerai314: そうだねー後、ずっと沼系のご飯食べてるともう少し固形物が食いたいっていう衝動が押し寄せてくる。
[14431.037] ぴろぴろまる: 野田を手にかけた時はあきらかに興奮してたよ
[14439.708] zackvasquezfr: any english speakers here? 
[14444.478] (S)wahaha7788: しょうへいにもゲームもらってたよね
[14451.210] (S)アベ0206: たくさん水分とるためにわく子さんを買った ウメ昆布茶とかコーヒーとか白湯を飲めるのではかどる
[14452.887] tanakawatanabe: やった！やった！があるじゃん
[14456.129] lyo0822: おおお
[14462.023] _こぺ_: 投げ飛ばすっ！
[14465.218] 5kigenyoh23: 梅ちゃんいつ晩飯食べてるの？
[14466.371] diediedying: すごっ
[14467.330] matsu_zalem: 確かに。
[14469.108] (S)Hitode_noko: やったやったやったやった！
[14474.014] prototypeie: やった！やった！って何だっけ？
[14484.825] (S)アベ0206: はっぱ隊
[14486.704] (S)wahaha7788: 確かにいつ食べてるんだ
[14489.140] (S)ebimayoo: やったは演技やろ
[14495.937] diediedying: 合間にウインナー食ってる
[14497.449] (S)多抜深夜: ゲーマーは重いもの持ち上げるより持久力つけたほうが恩恵があるよね
[14500.379] korerai314: ウメちゃんのご飯は、神速だからね。
[14517.405] (S)thunderbolt0422: はっぱ隊知ってる人はアラフォー
[14519.062] hiisan: うめぇ
[14519.302] lyo0822: ぺち
[14520.919] goblin_dx: やったーやったーやったーまん（昭和）
[14521.188] matsu_zalem: ２回目の雪山背水の逆転劇か。
[14525.975] umesecond: 立ち食いの店とか好きそう
[14536.025] (S)アベ0206: ウメ飯はキッチンから戻ってくるまでに完食してるまである
[14539.686] (S)Hitode_noko: ミル姐さんもあるぞ
[14541.030] Kenotkaj: TheIlluminati
[14549.223] (S)titilrin: 相方がサンタロー→KSKに変わった回すき
[14550.109] _こぺ_: バックジャンプはEXタックルもEXニーも対応できる
[14551.805] ememeume: しはーーっ
[14555.508] matsu_zalem: つよ。
[14559.387] une3333: ウメちゃんほんとこないだのご飯5分くらいで食べてたからね...w
[14560.898] (S)strange_love00: ごっつ世代です
[14562.445] ikinuki: 次の雪山人狼の予定とかあるの？
[14570.617] prototypeie: 神速飯
[14609.692] 5kigenyoh23: あいどるが💩しないみたいに、晩飯は食べないのかな？
[14646.531] shuhei5623: ブリブリしてますよ
[14650.640] tanakawatanabe: なに言ってだ
[14654.389] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[14659.611] (S)wahaha7788: 昔ツイッターに飯上げてたのは何だったんだ
[14669.359] (S)thunderbolt0422: ジャンプ刈ってきたw
[14669.627] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[14674.463] matsu_zalem: 床屋で「ガイルで。」って言った、言われた人っているのかな。
[14684.249] (S)ホナウド: 今日は猫ちゃん来ないな
[14687.083] admjg23654: 登り小Pで仕留めるかと思った
[14719.913] (S)アベ0206: 対空！？
[14725.505] (S)多抜深夜: ガイルって一日でどんだけ整髪量使うんだろ
[14725.873] left_dk: ｗｗ
[14727.900] (S)ホナウド: あら
[14731.453] niemalsaufgeben: やるわ
[14733.441] lyo0822: 食らうかと思ったｗ
[14741.483] ramosu123: めっちゃ笑顔
[14742.968] (S)thunderbolt0422: 勝ちたい気持ち凄いわ
[14744.336] ememeume: Squid1
[14750.020] _こぺ_: 起き上がりとか有利Fもらった後に後ろ歩きされると相当寒いんだよなぁ
[14750.023] (S)wahaha7788: りゅうせいさけんでそう
[14757.041] ememeume: かーわいっ 
[14769.374] une3333: でもガイル割と髪の毛動いてるのよね
[14794.513] ememeume: ただの剛毛かも 
[14809.190] (S)wahaha7788: たまにガイルの髪の毛変な形になるよね
[14810.369] (S)アベ0206: ガイルで生け花したいねえ
[14816.651] admjg23654: エイジスの爆発力はホントすごいわ
[14826.483] lyo0822: 内側ぁ
[14849.754] imamu25: 今夜は別ゲーの予定あり？
[14858.180] une3333: クシ如きでなおる髪質ってことよね
[14872.878] (S)thunderbolt0422: ウメさんエイジス対策完璧すぎて脅威に感じない 
[14882.937] bancho710: また髪の話してる・・・
[14891.297] (S)strange_love00: ボーボボみたいにアフロにして半分に切ったら、ガイルになる
[14896.694] (S)ledlight9413: ナチュラルにこの頭なら普通にかわいそう
[14897.648] _こぺ_: 逃しちゃった...
[14916.392] jojojoy001: bbcbc subscribed with Twitch Prime. 
[14916.481] (M)Moobot: @BBCBC with the Prime sub!
[14917.597] admjg23654: 完封
[14922.431] niemalsaufgeben: ミスは逃さない
[14923.046] (S)agmn123: Cheer100 Cheer100 Cheer100 Cheer100 Cheer100
[14923.249] (M)Moobot: agmn123 さん、ありがとうございます！ 
[14925.556] (S)wahaha7788: うまい
[14942.750] pandascal: 絶望の端入れ替え
[14946.633] _こぺ_: 画面端に追い詰めても逃げられちゃう
[14946.836] HamaChann: こんばんはー
[14948.754] きたやまです: 今日夜何やる感じですか？
[14953.201] (S)アベ0206: りゅうせい連コいいぞ
[14957.078] ememeume: 揚げ麺
[14958.566] ebikatsu39: 整えてるにしても平坦過ぎる髪型
[14972.852] (S)アベ0206: エリンギの精霊
[14977.529] (S)thunderbolt0422: ウメさんくらいエイジス捌けるようになりたい 
[14984.545] lyo0822: ガイルって髪下ろすとどうなるんや？
[15001.204] latenight000: そりゃーおかっぱでしょ
[15002.995] NYNeon: Hola diago how I get better at street fight
[15003.576] une3333: そりゃグレてるときのミッチーみたいになるよ
[15004.489] ayashiiokome: レミーになるよ
[15008.338] admjg23654: レミーだろうね
[15011.165] PvP_Enj0yer: why is he only 584 rank?
[15015.442] matsu_zalem: 小雪みたいな。
[15018.273] kimie_white: スーパーハードスプレー何本使ってんだろ
[15036.140] une3333: 「先生...俺...ソニックが撃ちたいです...!」
[15054.514] Kenotkaj: NotLikeThis
[15059.483] PvP_Enj0yer: any one know? 
[15072.361] NYNeon: Because he doesn’t play ranked that much
[15072.526] SaoudTV: pc
[15072.858] poincobollpen: たかしも いい加減 波動拳の軌道変化くらい身につけてほしいな
[15074.481] doumcono: 頭頂部にいくほど短いからpineappleみたいになる
[15074.525] niemalsaufgeben: nt play rank
[15077.305] (S)dyrusdesu: あの体力差でも全然まくれそうなのすごいわ
[15079.107] wednes12: Donno
[15082.571] (S)strange_love00: 軍人のくせに帽子もヘッドセットも付けれない髪型
[15083.473] (S)ジャンクばっち: 今日はぬこおらんのか
[15083.721] hiisan: たかしは波動の構えを思い出せ
[15083.819] Kenotkaj: Vai Ryussei 🙏
[15084.165] (S)thunderbolt0422: 食らっていい投げはちゃんと捨ててる。ほんとすごいわ
[15089.017] PvP_Enj0yer: I see
[15101.591] Kenotkaj: Ryussei 
[15104.185] NYNeon: He spends most of his time practicing
[15110.640] une3333: 制服コスで帽子かぶるよ
[15112.222] _こぺ_: プランB!!
[15112.983] Punfunsito: MASAKA
[15121.789] (S)ジャンクばっち: おお
[15126.203] PvP_Enj0yer: ranked = practice, no?
[15126.441] matsu_zalem: おわー
[15134.674] (S)アベ0206: ユリアンの勝ちパ
[15156.073] Kenotkaj: NotLikeThis
[15160.765] (S)thunderbolt0422: 気持ち入った肘だった
[15163.131] lyo0822: めっちゃ今日勝ってますな
[15168.892] diediedying: りゅうせいウメハラさんがミスると「疲れてそう」とか心配するのかわいい
[15172.144] wise_pain54: Hi Daigo Chan 
[15180.255] (S)agmn123: Cheer100 Cheer100 Cheer100 Cheer100
[15180.426] (M)Moobot: agmn123 さん、ありがとうございます！ 
[15184.667] wise_pain54: Is V skill 2 useless for YOu ?
[15186.047] admjg23654: たかしは師匠から上空に撃つ波動拳を教えてもらえなかったからなぁ
[15188.461] SaoudTV: not if you are matching diamonds
[15212.498] une3333: 剛拳はなぜ上から攻めることの有用性を説かなかったのか
[15232.323] (S)アベ0206: スト6でリュウ足から波動出さないかな
[15238.010] (S)ジャンクばっち: 百鬼は教えて良かったと思うんだ
[15261.836] prototypeie: 豪鬼に師匠いるの？
[15264.344] mameneko1124: 目から波動くらいしてもらわないと
[15272.046] kimie_white: ウル４オメガでケン足から波動出してなかったっけ
[15272.831] admjg23654: オプティック・・・
[15278.518] une3333: 豪鬼も一応剛拳の弟子よ
[15281.254] shupii097: 百鬼覚えるには体重減らす必要がありそう そんで体力減りそう
[15283.625] berasor: olum Daigo dobarlan bıragma gendini
[15293.383] malionl: 兄弟弟子じゃなかったっけ？
[15295.719] leoleon75: why am i hearing the boss song?
[15303.275] prototypeie: あーそうなのか
[15303.512] bu_bu_2020: つよ
[15305.409] mameneko1124: ゴウテツでしょ?
[15313.572] une3333: ゴウテツか
[15316.146] (S)ジャンクばっち: そうだゴウテツだ
[15325.018] (S)strange_love00: 制服コス見てきた。あの帽子の中どうなってんの・・
[15329.164] proofofconcept: beep
[15343.828] une3333: ゴウテツの弟子が剛拳、豪鬼、剛拳の弟子がリュウケン
[15349.774] (S)157655: 歩く歩く
[15363.313] bancho710: 今日、雪山or麻雀やるってウメさん言ってました？
[15377.409] (S)lunasolnars: さくらはダン？
[15387.390] diediedying: 決まってないらしい
[15389.878] lyo0822: 何するかも未定だってさ
[15401.225] (S)thunderbolt0422: ガイルにニー通らないのキツイだろうなぁ
[15406.527] bancho710: ありがとうございます＞決まってない
[15426.194] (S)agmn123: Cheer100 Cheer100 Cheer100 Cheer100
[15426.371] (M)Moobot: agmn123 さん、ありがとうございます！ 
[15428.364] funnuraba: ゴウテツってシャド研じゃ棒もってるけど棒術なん？
[15439.864] mameneko1124: サクラはダン
[15445.531] prototypeie: ゴウテツ強そうだな
[15449.943] (S)tabibitox: ６は時間一気に進めて現代になるだろうな。イングリッドが201X年のリュウに逢いに来るし
[15450.029] poincobollpen: 頭固いな 胴着一門はw
[15457.519] admjg23654: スト6のボスはゴウテツかな？
[15467.658] mameneko1124: 豪鬼に殺されてるよゴウテツ
[15476.076] sh1n0217: スト6出ない可能性ってある？
[15477.028] funnuraba: ６は風の拳のリュウがボス
[15496.327] une3333: 5で是空出てきたからなー
[15500.966] malionl: リュウと桜の子供が主人公ぐらい飛ばすとか？
[15505.448] une3333: ナッシュも生き返ったわけですしない話ではない
[15518.567] admjg23654: ワンターレンはどの世界にも存在する
[15522.509] lyo0822: おお
[15526.152] seiji141141: すげ
[15529.406] lapistaxx: 言うてもカプンコの人気タイトルだから必ずいつかは６出ると思われる
[15531.318] (S)~MISSING_COMMENTER_INFO~: なんだなんだ
[15532.389] (S)kwsk3: よしよし
[15534.926] (S)thunderbolt0422: 手堅いねぇ
[15537.745] funnuraba: スパ2Xくらいのシンプルさに戻すべき時が来てる。コンボも3段ゲージ１つ
[15537.800] (S)agmn123: Cheer100 Cheer100 Cheer100 Cheer100
[15538.016] (M)Moobot: Thanks for the support, @agmn123 
[15541.638] (S)tasukete: ４０代５０代の春麗とか逆に渋かっこいいキャラになっててよさそう
[15546.163] (S)kwsk3: あげめんさんきゅー！
[15547.063] pascal171012: めくった
[15556.957] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[15559.938] librabird: リュウと桜って何歳差だろう
[15577.580] une3333: 10〜15くらいじゃない？
[15578.348] lyo0822: なんだそりゃｗ
[15608.111] 再度落選の大統領マルモリ: 春麗の実年齢がバレルから歳の話はやめろ
[15613.609] left_dk: あげめんさんにお礼言ってあげてウメちゃん 
[15615.258] (S)strange_love00: 実年齢に合わせて全員ゲンみたいになろう
[15621.072] (S)kwsk3: いうて
[15630.261] ememeume: 揚げ麺さん太っ腹
[15633.728] funnuraba: 石田ゆり子で50だからいける
[15636.308] とりあえずちさと: スパ2みたいなシンプルを求めたのがこのスト5でしょ
[15640.114] (S)ジャンクばっち: 端きちぃ
[15640.852] (S)kwsk3: いうて作品によって時代が違うべや
[15651.034] DancinRic: atpRtsd
[15656.655] poincobollpen: ジジババ6おもろそうやな！
[15656.818] (S)thunderbolt0422: ウメさんユリアンの大Pクラカン全然もらわないの本当すごい。俺なんていっつもパッカーンや
[15668.503] (S)Naonao765: ウメちゃんこんばんは
[15670.512] (S)tasukete: ストシリーズは一回お休みして新規IPの格ゲーだしてこ
[15676.167] une3333: でもいぶきはずっといぶきなのよね
[15677.671] (S)kwsk3: むかし、バッチャンファイターっていうのがあってだな…
[15684.673] (S)naien3: 今日は雪山あるのかな
[15690.106] sh1n0217: スト3復活
[15694.447] funnuraba: リュウ桜の子ｖｓ豪鬼エレナの子とかか。胸熱やな
[15711.265] とりあえずちさと: 豪鬼エレナはもう犯罪やろ
[15712.023] (S)tabibitox: 主人公はリュウの娘だな
[15717.304] ebikatsu39: スト6以降ＰＣが主流になっていくのかな
[15721.670] une3333: ヒーリングと瞬獄殺持ちは流石に最強キャラ
[15722.488] goblin_dx: リュウとケンの子が主人公だからよ
[15723.318] (S)Naonao765: ちぇり太郎やばいっすよ
[15723.983] librabird: 豪鬼せっく
[15725.793] malionl: でもエレナって重病設定じゃなかったっけ？
[15726.772] (S)kwsk3: 世代交代か
[15729.735] yamayama0520: うまい
[15731.925] (S)strange_love00: ストリートファイター6 ニュージェネレーション
[15735.970] lyo0822: 鉄拳の世界観やね
[15736.358] librabird: 豪鬼SE〇するのかね
[15738.896] vidstudent: that was a very good Urien V-Trigger
[15740.981] funnuraba: エレナ側から豪鬼にいってるから・・・
[15752.926] sh1n0217: プレステがスポンサーにならないとPC主流になりそう
[15754.528] カリビアンコム: 夜も一瞬千撃やぞ
[15755.658] yukika1234: 雪山はないと思われる
[15757.088] (S)kwsk3: 種さえもらえりゃいいわけやもんな
[15759.309] une3333: エレナは友達になっただけでしょw
[15760.969] (S)thunderbolt0422: PS5で快適にスト5できれば最高や
[15765.371] duck_jhonson_lol: !uptime
[15770.614] (S)kwsk3: 雪山ないとしたら麻雀かな？
[15771.840] とりあえずちさと: 豪鬼もスマホ持ってるのだろうか
[15775.359] (S)naien3: 雪山無いか、ありがと
[15784.672] une3333: ps5のローンチタイトル流石にスト6は入ってないよねー
[15785.994] 再度落選の大統領マルモリ: 豪鬼も果物売るおっさんやからコミュニケーションは取れるはず
[15789.329] gekiretubaka: THEオタクの会話はキツイ
[15789.520] vidstudent: ...as was that one
[15789.854] funnuraba: 豪鬼はもうその気や。じゃないとあんな顔にならん
[15790.044] sh1n0217: サンちゃん今日罰ゲームっしょ？
[15796.649] poincobollpen: ちゅんりーはベガの子供はらまそう！
[15799.445] demolidor_sf5: Who is this ToyaAkira
[15804.440] yamayama0520: ウィッチなんちゃらはやらないのかなー
[15808.428] (S)Candy_yu317: ryusei
[15810.077] admjg23654: Ryusei
[15817.017] 緑ぺこ: ウィッチイットやってほしい
[15820.487] 再度落選の大統領マルモリ: 英語の壁は厚い
[15823.503] (S)kwsk3: ウィッチイットなぁ…やってほしいね〜
[15825.221] (S)Naonao765: 日本語化待ちだろあれは
[15831.885] funnuraba: PS5はハイスペックPCを超えるらしい
[15832.922] une3333: ウィッチイットは絶対やれば理解できる。
[15834.531] (S)kwsk3: modないのかな？
[15839.150] goblin_dx: 「ふーいずとーやあきら」笑う
[15842.284] (S)strange_love00: ryu-say!
[15843.506] demolidor_sf5: thank you
[15849.305] vidstudent: ...and a slick reset on the hitstring
[15854.181] (S)tabibitox: やっちゃったｗ
[15854.777] 再度落選の大統領マルモリ: 想定してたんか・・・
[15855.600] junchang31: ウメちゃんにMODは
[15855.988] lyo0822: やっちゃったかｗ
[15860.604] (S)thunderbolt0422: プロ厳しい
[15863.333] (S)ジャンクばっち: あー
[15863.617] (S)dyrusdesu: あれも死ぬ選択肢だというのか・・・
[15864.082] 緑ぺこ: 日本語なくても全然わかりそうだけどな
[15866.434] (S)tabibitox: 勝ちたい中段か・・・
[15867.591] Mirai95: DAAIIIIGOOOOO LOVE FROM GERMANY YOU GOD OF FIGHTING GAMES
[15867.688] pandascal: どうしても勝ちたかったやつ
[15871.422] lapistaxx: 強い気持ちが裏目に
[15871.714] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[15873.211] tarantarantaran: umeBoom
[15874.814] une3333: 欲が出ちゃった
[15876.370] (S)kwsk3: メンおじもロボもいるしなんとかなるんじゃない
[15880.033] (S)セツリ: Hikaru no Go
[15880.633] とりあえずちさと: 中段ガードで確反なのがスト５の辛いところ
[15892.763] funnuraba: 世界的に人口増えるとしたら現時点で決まってる中ではLOLの格ゲーだな
[15892.897] (S)thunderbolt0422: りゅうせいレディ押すの早いね
[15894.073] shinhina: 人狼みたいな！
[15897.878] 緑ぺこ: ウィッチイット一回みんなで試してほしい
[15898.925] (S)Naonao765: ロボってだれ？KSKさん？
[15899.806] (S)wahaha7788: いいリアクションしてそう
[15901.478] une3333: いぶき「そ、そっすね...」
[15901.598] ぼーちゃん02: これ相手だれ？
[15903.468] daftmania: @funnuraba 超えるわけがない
[15913.144] yomogi610: りゅうせい
[15916.470] (S)kwsk3: メンテロボ！
[15918.185] lapistaxx: 元ローパー
[15919.436] (S)thunderbolt0422: いぶきは発生遅いから許す
[15952.487] gekiretubaka: くだらねー
[15957.341] adam_markii2nd: やば
[15959.306] scottiever06: ひでぇw
[15963.647] lyo0822: ひどいなあ
[15964.146] vidstudent: siiiiiiiiiick
[15966.743] une3333: ぎゃーすw
[15969.148] ぬーぼー2: ぽよんぽよんされた
[15971.500] (S)thunderbolt0422: ゲージぴったり溜まったね
[15986.583] (S)strange_love00: ダイゴはヒカルだったのか
[15987.907] x_abu_xx: ほんまこのトリガー
[15992.990] (S)lunasolnars: すご
[16000.403] scottiever06: 無げのあとエイジス無効化にしよう
[16005.766] funnuraba: そら天帝の弟やぞ。弱いわけがない
[16014.398] megalomania13: Hey, today showheyhey was came here?
[16021.851] とりあえずちさと: サイいても格ゲー役に立たないだろｗ
[16022.670] lapistaxx: バッチバッチ
[16024.070] gekiretubaka: おいしー
[16032.361] admjg23654: おお
[16043.749] (S)wahaha7788: サイ最初は女だと思ってた
[16048.387] poincobollpen: 長井兄弟おもいだすなw
[16050.692] funnuraba: ヒカ碁って碁わからんでも面白いってやばない？
[16054.069] (S)lunasolnars: 遥かなる高みからのパナし
[16066.813] sh1n0217: アカギみたいなもんや
[16069.595] goblin_dx: 本因坊秀策に宿っていた格ゲーの達人が現代で宿ったのがウメちゃん
[16081.594] 緑ぺこ: 時系列的に次の3のボスとかだからギルコーリンユリアンはどうしても強くしないと
[16105.827] (S)wahaha7788: 響きの作者の新連載小説から将棋になっただけだった
[16115.428] (S)thunderbolt0422: umeWin
[16120.115] berurusuko: 囲碁結局あのブームあってもめちゃくちゃ人気ないからな
[16121.016] une3333: きつそーw
[16121.504] dorohedoro777: ふぇんたむぅ…
[16123.823] x_abu_xx: サマー早いな
[16127.884] funnuraba: 格ゲーわからん奴にも流行る可能性をヒカ碁が見せた
[16128.665] (S)strange_love00: わからんでもおもろいけど、もっとすごいのは全話見てもルールわからんところ
[16160.242] umesecond: PS5は2080Ti相当だから今のハイエンドパソコン50万ぐらいと同等で3080Tiもでるし超えはしない
[16164.154] malionl: よくわからんのに全部みたなｗ
[16166.288] goblin_dx: ルールは頑張って説明してたやろｗ
[16168.238] (S)ebimayoo: 題材が囲碁でなくてもよさそうだもんな
[16169.783] une3333: ウメちゃんめっちゃ通常技振るのねー
[16172.774] (S)thunderbolt0422: 初手真ん中に石置けば圧かけれるってことだけ理解した
[16176.395] 江戸シーラン: 初手天元しか覚えてない
[16190.212] sh1n0217: 最初は結構説明してたな
[16193.082] (S)mugixxmugi: ガイルが画面はじに追い詰めてるのがすごいわ
[16195.523] scottiever06: 囲碁は盤面の自由度が高すぎてやばい
[16200.352] funnuraba: ベストバウトは親父とサイの熱帯で異論はないな
[16206.947] (S)strange_love00: 監修の棋士のお姉さん綺麗だった
[16213.400] makurag: あんな基本が分かった所で何も分からんやろ
[16219.913] x_abu_xx: 哭きの竜も麻雀知らない層に人気あったってきいたことがある
[16233.246] poincobollpen: ps5はどうせマウス キーボード対応しないだろうしなぁ
[16234.757] prototypeie: 背中が煤けてるぜ
[16235.480] berurusuko: どうせ今までの傾向的に価格下がるまで誰も買わんからソフトも少ないPS5
[16239.707] (S)Naonao765: 囲碁も棋士でいいんだっけ？将棋より囲碁のプロ棋士のほうが稼げるんでしょ？
[16244.268] (S)wahaha7788: ｐｓ5の専用設計のSSDにPCが追いつくのに５年じゃ足りないみたいなことを見た
[16250.031] yamayama0520: 咲sakiとかも知らなくても面白い
[16250.707] megalomania13: エイジス ハメやんこれ 卑怯じゃね
[16258.686] une3333: ps4の初期ってどんなソフト出たんだっけ
[16260.177] 再度落選の大統領マルモリ: みんな月下の棋士読もう。あれプロ棋士から苦情こなかったんかな
[16264.494] funnuraba: でも神の一手て作者か監修が考えるんやろ？プロが見たら普通の譜面なんかな
[16270.467] x_abu_xx: 最強トリガーや
[16276.319] 緑ぺこ: PS5どうせPS4みたいに毎月850円払わないとオンラインできないよ
[16281.779] kimie_white: むこうぶちは袴田吉彦ファンに刺さった
[16292.351] dorohedoro777: スト6はよ
[16303.408] Dragon_SBall: Ltg best urien 
[16319.289] une3333: ps3→ps4でもそうだったけど、やっぱり高画質になって同じソフトが出るのかねー
[16332.173] 西田敏行アウトレイジ: 月下の棋士の名言といえば「しょ、しょっぱい！」を思い出します
[16334.517] balthazar000: PS5とPSNは別物、、、
[16334.990] (S)ebimayoo: 将棋は漫画より将棋界がおもしろかったりしたな
[16335.380] gekiretubaka: クソゲー
[16338.215] (S)dyrusdesu: 今回は互換あるしなぁ
[16340.695] despera_lk: つよすぎだろｗ
[16344.299] keigai02: エイジスつええw
[16346.728] orange88: ひどいわよ
[16347.541] (S)Naonao765: 格ゲーはもうコンソールのスペック上がっても大きな変化は起きないよな
[16353.724] goblin_dx: これぞユリアン
[16355.401] harunota: リッジ4のリメイク頼む
[16357.417] x_abu_xx: HDリマスター商法や
[16358.133] dorohedoro777: ps5でもんじゃ作るのだけはやだ！
[16362.386] malionl: 4.5で互換性あるのか
[16369.851] funnuraba: フォートナイト上位15名全員パッドとかなっててヤバい
[16375.628] ryo330: 格ゲーなら120FPSで作れるんじゃないの
[16382.021] x_abu_xx: もう4の時点で中身はPCと大して変わらんからね
[16383.220] (S)wahaha7788: ストシリーズ以外でも作ってくれないかな
[16385.311] (S)thunderbolt0422: ウメさんエイジス連携にパナさないのってなぜ
[16387.739] _こぺ_: PSのオンラインは年契約するもんじゃ
[16390.710] prototypeie: FPSってパッド有利なの？
[16393.802] matchforest: リッジ４のOP高画質で見たい
[16393.941] (S)strange_love00: あとはＶＲで格ゲーぐらいだな
[16396.811] じらふ: 互換はうれしいけどPS4とPS4Proが選べるのは何なんだろう
[16397.537] Dragon_SBall: Booty sweat 
[16401.424] funnuraba: フォートナイトは今はそうなってる
[16408.409] goblin_dx: ＦＰＳの中でもフォートナイトは特殊なのです
[16411.713] vidstudent: He's getting resets with the mirrors
[16412.769] (S)titilrin: ゲームの入力デバイスが脳波になる時代が来ればウメちゃん80歳現役とかありそう
[16420.033] x_abu_xx: フォートナイトはエイムより立ち回りって聞いた
[16420.439] (S)dyrusdesu: エイムアシストあるんじゃない？
[16423.878] megalomania13: でもどうせps5でも激遅ロードなんでしょ スト5もPCでしか皆やってないし
[16428.333] adam_markii2nd: ゲームによるけど基本マウス有利だよ
[16444.714] une3333: うつー
[16445.369] poincobollpen: 囲碁ができて1000年くらいかかって今の定石をつみあげたのをスパコンIが１ヶ月位で追い付いたらしいで
[16445.570] malionl: ほんとぉ？
[16450.315] (S)dyrusdesu: SSDだからロード早いっしょ
[16451.927] funnuraba: CCの上位3名パッドなのも凄かったのに
[16452.207] sh1n0217: エイムアシストありってまじ？
[16456.587] x_abu_xx: PS5は爆速SSDっていってるけどね、VRAMどれくらい積んでるかにもよるけど
[16456.596] (S)wahaha7788: リアルで雷に打たれると骨って見えるの？
[16459.953] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[16463.667] (S)thunderbolt0422: 最近ps4版で熱帯やるとラグ半端ない
[16471.079] seiji141141: いやみんなPCでやり始めるまでに4年かかったんやけど
[16472.030] じらふ: Gears5ではパッド勢が強すぎてマウサーがキレてた
[16475.782] keigai02: いいしのぎ
[16483.211] gennainob: ラグが出なくなれば競技として普及しやすい気がします
[16483.684] Papapadad: おおー
