[24.304] alyncoo: k4sen5ban
[13210.674] ponyonosioyaki_: マップ多いな
[13212.039] gogen_g: マジゴミ
[13212.374] inehami5: 学園アイドルマスターにすらチーターいるんだからこのゲームにもいるだろ
[13213.252] iyu_sea: MP7形が好みじゃないから使ったこと無いな
[13216.680] あああいあああ: cod金ないからmobileで触ってた やってみようかな
[13217.218] kira_awkward: ダンボ！？
[13217.753] ~MISSING_COMMENTER_INFO~: 真ん中にコンテナあるところだったか
[13220.667] valture_6969: おーディビジョンマップいいね
[13224.183] iambetterthanaceu: ハイパースケープ懐かしい
[13227.376] gogen_g: 砂
[13227.655] るーぷす1: ダ  ン  ボ
[13229.723] すとめーん: お○ゅぱい！？
[13230.796] ~MISSING_COMMENTER_INFO~: これ別ゲーのまっぷなん
[13235.183] さけの: 正直ハイパースケープ俺は好きだった
[13238.036] vqlva2525: 砂行こう
[13238.236] ~MISSING_COMMENTER_INFO~: 砂ｷﾀｧ
[13239.351] 瀬戸弘司はんじょう: ディビジョン途中で投げちゃった
[13242.105] rwjunsuki: お◯パイ！？
[13245.362] gogen_g: DMR
[13247.270] grave_ex2: ぶっちゃけowオワコンよな
[13248.851] valture_6969: これUBIゲーのマップでるお
[13248.897] tamono2: これディビジョンマップなのか
[13251.496] bacchiguu: 流石にシージのマップは無理かw
[13252.854] iambetterthanaceu: 最初は触ってたな
[13265.519] kira_awkward: ガスおじみたいな声
[13266.286] kubo_takefusa: バーストいいね
[13276.729] 瀬戸弘司はんじょう: この3点強すぎる
[13292.549] ~MISSING_COMMENTER_INFO~: この銃すき
[13299.691] tamono2: 強え
[13302.371] iambetterthanaceu: ヘムロック！？
[13303.550] さけの: オキュパイってゲームモードの話じゃない？
[13309.829] uichan_uwu: オキュパイまじでおっ◯いに見えるから日本語訳してほしかった
[13310.473] 瀬戸弘司はんじょう: アイロンマンならなぁ
[13321.324] gogen_g: naru
[13323.630] lightzamasu: 音は結構おかしい
[13337.096] (S)可能性の獣1: アイロンマンやめてね 
[13337.107] yasutaka_000: この武器強いな
[13337.707] ひょんほ: うっま
[13341.942] 蒼守: 状況が変わったって台詞髭男爵思い出す
[13348.706] iyu_sea: M16強いの珍しいな、大体ロマン武器なのに
[13360.338] kubo_takefusa: 俺が歴代で1番好きなマンオーウォーみたいな武器ないの
[13373.990] gogen_g: DMR
[13381.220] saju0601: バースト銃はやっぱ強いな
[13381.289] iambetterthanaceu: このゲームナイファーいないの？
[13385.334] chiikawa666: 無双
[13396.872] 瀬戸弘司はんじょう: 強いな
[13404.486] 瀬戸弘司はんじょう: 古のcod民
[13412.868] ponyonosioyaki_: 近接絶望的に弱い
[13420.655] コンソメあいく: 久しぶりにＣｏＤしてくれてるのうれしぃぃ
[13422.873] sazanamijp: SGはくそ
[13427.580] gogen_g: 体力増強
[13434.196] 瀬戸弘司はんじょう: 体力クソ強くなるよ
[13435.879] iambetterthanaceu: 近接が弱いだと？！codに似てるのに、
[13438.295] lightzamasu: ウルトってたまるのおっそくない
[13441.576] Annoymouse: 使いやすそう
[13443.669] ~MISSING_COMMENTER_INFO~: なんかサイト覗くfps見るだけで感動する
[13446.668] kira_awkward: 回復してる？
[13448.013] ひょんほ: おしい
[13457.988] c6erry: 体力200になって回復突き
[13461.909] kubo_takefusa: ナイファーには厳しいゲームだ
[13464.040] 銀杏ですよ: 別に今近接強くないぞCOD
[13465.739] kaedama_1: この武器強すぎだろw
[13468.784] ~MISSING_COMMENTER_INFO~: 🤡はは！
[13483.344] iambetterthanaceu: 俺モバイル
[13489.562] 瀬戸弘司はんじょう: 厳しいって
[13490.874] kira_awkward: つよ
[13493.823] valture_6969: ディビジョンみたいなダンゴムシグレあったらいいな
[13502.345] AxeIlfx: このウルトマジ溶けん
[13506.049] gogen_g: モバイルのガキがCOD語るな
[13511.298] iambetterthanaceu: ボドうまいね
[13513.477] ぐりーむ6: ウルト範囲内いないとだめっぽい
[13514.348] odangotiyan: ボド楽しそうでいいね 
[13528.444] sea_igaguri: そこつっよ
[13528.758] sazanamijp: あ
[13529.030] おやじです: キャラコンいいね
[13529.916] chiikawa666: 強ポジ
[13531.389] tamono2: SRマップ？
[13532.505] kubo_takefusa: LMG定点すべ
[13533.932] ひょんほ: ｗｗｗｗ
[13537.334] ~MISSING_COMMENTER_INFO~: そこそんなに強くないぞ
[13538.317] 瀬戸弘司はんじょう: グリッチ
[13544.943] (S)_ちょす_: w
[13545.150] yasutaka_000: 二人で両サイド見れば完璧だね
[13545.924] chiikawa666: うま
[13546.453] Annoymouse: SRは使えるか
[13554.137] AxeIlfx: エグw
[13555.881] ~MISSING_COMMENTER_INFO~: うーん
[13558.672] kokiniwa77: ツ
[13574.180] maaa_roku: 結局頭1個が強そう
[13575.583] ~MISSING_COMMENTER_INFO~: ガッツリ見えるし
[13578.922] コンソメあいく: これはPADゲーかな？
[13581.454] lightzamasu: パーマのおばはん飛び回るのやめてね
[13585.331] beeeko0n: どーゆーゲーム？
[13592.236] grave_ex2: bfってマジでオワコンなんだと実感する
[13594.637] ~MISSING_COMMENTER_INFO~: スナがちつよい
[13602.946] 瀬戸弘司はんじょう: キーマウとpad分かれるのいいな
[13605.386] zazen074: フルオートの方が使用感よさそうだけどそんなことないんですか？
[13607.678] 銀杏ですよ: この体力で砂一撃は覇権
[13621.756] valture_6969: bfは4までが全盛期でした
[13627.603] o_nigirisan: なっつ
[13627.898] ash02134: CoDと何が違うん？
[13628.930] gogen_g: キャラ数が若干少ないかなあ
[13629.211] iyu_sea: スナの覗き込み速度はどんなもんなの？
[13630.999] tamono2: bfはEAが56した
[13631.306] kuroo0202: 不利ナッツ🥜
[13631.807] 柴犬のしっぽ: ナッツ
[13635.012] ponyonosioyaki_: kamito誘って一緒にやってくれ
[13636.913] guri_guri: でもスナ前に出てこないし…
[13638.385] NepNerd: bf5からうんこになった
[13638.754] uichan_uwu: BF←本当のオワコンの話やめてね 
[13639.246] miso_kan: おこんなっつ
[13644.236] jojo_ko5: 今1番人気のFPSゲーなに？
[13644.802] ~MISSING_COMMENTER_INFO~: 全盛期は3だよ！💢
[13645.316] kubo_takefusa: キーマウとpad分かれるけどコンバーターはどうなの？
[13646.366] Souta_ow: これapexより重い？
[13647.192] 賽の瓦: BFはVと2042で再起できなかったからもう無理
[13650.202] grave_ex2: bf4至高はわかる
[13657.409] gogen_g: １０キャラしかいないっぽい？いまんとこ
[13659.227] lightzamasu: fpsおじさん老人ホーム行ってね
[13660.783] milf1you: 戦車で壁登れるゲームの話やめてね 
[13673.127] ash02134: BloodTrail
[13673.586] ジャガーン: このゲーム流行るかボドちゃんにかかってる
[13674.985] gogen_g: マジそんなんある？
[13679.575] ラーメンなべ: ないなら作ろう
[13680.775] rwjunsuki: BFは懲役ロッカーにみんないるよ
[13682.376] tamono2: そのうちapexもEAに56されるよ
[13682.794] ~MISSING_COMMENTER_INFO~: bfはaiしかやってないよ
[13682.867] 瀬戸弘司はんじょう: 2042←触れるな
[13682.893] wakamechanbot: コンバーターのことなんか聞くなクソガキ
[13683.869] iambetterthanaceu: 勝つじゃん
[13684.936] NepNerd: 未だにコンソールバグを直せないDICEさん
[13692.094] valture_6969: bfは3と4が至高なんよねメトロッカー最高
[13695.371] kokiniwa77: ロケランある？
[13698.012] 銀杏ですよ: つっよ
[13698.764] guri_guri: 大勝利！
[13699.348] iambetterthanaceu: ないす
[13699.860] タチャンカ先生: BF4は海外鯖でやるんが一番よ
[13701.166] tamono2: 大勝利
[13701.557] gogen_g: そいつ強い
[13705.550] rwjunsuki: コンソールバグとかいうまぬけ要素やめてね 
[13706.804] ~MISSING_COMMENTER_INFO~: ぶっさ
[13711.315] kuroo0202: サーチあれば良いのにな
[13713.065] kubo_takefusa: codはコンバーター当たり前ですよ📮👍
[13713.883] ash02134: ぶっさ
[13720.579] gogen_g: 草
[13723.025] kaedama_1: あ
[13723.180] ~MISSING_COMMENTER_INFO~: bfは3がおもろすぎた
[13723.184] ponyonosioyaki_: www
[13726.501] iambetterthanaceu: 自我持ってるじゃん
[13730.464] gogen_g: ４だぞ
[13730.806] ~MISSING_COMMENTER_INFO~: え
[13731.961] valture_6969: なにぃ！？
[13732.940] 瀬戸弘司はんじょう: 2042はEAが公式にgmっていってるからな
[13733.198] yasutaka_000: BF4でFPS始めたからちょっと悲しいな
[13733.306] wakamechanbot: あたりまえじゃねえよCS民がw
[13735.006] 銀杏ですよ: 時すでに遅し
[13735.596] tamono2: この話やめよっか
[13737.703] ~MISSING_COMMENTER_INFO~: クソゲーが普通になった
[13737.904] iambetterthanaceu: でも誰もやってないよ？
[13738.595] ほるもん8019: 2042
[13739.231] c6erry: 2042？
[13740.322] valture_6969: なってないよ
[13742.866] rwjunsuki: 2077
[13744.319] kubo_takefusa: bfクオリティ高いのに流行らんから時代が変わったんやろな
[13744.502] ~MISSING_COMMENTER_INFO~: 面白くない言うけど個人的にはおもろい
[13745.232] elite_elie_: BloodTrail
[13745.941] NepNerd: 2042はまだβ版だよ
[13746.640] コンソメあいく: BFは面白いことは面白いけど一人でやってても楽しくない
[13746.892] Annoymouse: 近代兵器とか出だしてから
[13749.097] o_nigirisan: 2042はくそ
[13750.599] ほるもん8019: まじゴミ
[13751.895] gogen_g: いやあ？
[13752.478] tamono2: BloodTrail
[13752.635] rwjunsuki: マップがgm
[13758.390] rwjunsuki: わかる
[13758.492] 虫けらさん: ごみのまま
[13759.288] (S)homuhomuqb: ワロタ
[13759.545] valture_6969: おもろくないよ
[13759.950] iambetterthanaceu: 笑笑
[13760.141] 銀杏ですよ: ストリーマー企画で大ゴケしたのクソ笑った
[13761.196] ひょんほ: ｗｗｗｗ
[13761.908] rwjunsuki: ほんとそれ
[13761.991] ほるもん8019: それ
[13762.827] 瀬戸弘司はんじょう: w
[13762.866] sazanamijp: それ
[13764.104] o_nigirisan: ｗｗｗｗｗ
[13765.644] kubo_takefusa: 俺はbf1かな
[13766.262] progamer_kk: 普通にクソゲーだよ2042
[13769.181] 虫けらさん: ヴァンガードより？
[13769.922] つきかぜ: 誰も配信してない時点でｇｍ
[13770.207] てむかう: 楽しくはなったけどやらんでいいって感じ笑
[13770.369] elite_elie_: 舐めてた
[13771.588] セグセグ: 買わんで良かった‐
[13772.238] ~MISSING_COMMENTER_INFO~: あ
[13772.425] rwjunsuki: まじで人生１なんだよな
[13773.687] iambetterthanaceu: へー
[13774.106] ash02134: このゲームおもろい？
[13774.109] Juicewisdom: axeumSip
[13774.619] tamono2: 今だから語れる
[13774.870] NepNerd: あれは流石にソ、バルトがかわいそうやったw
[13775.442] osyushi__014: めっちゃわかる
[13776.776] 瀬戸弘司はんじょう: BF4
[13778.067] neet_or_rable: あのイベントまじでやばかった
[13778.497] lightzamasu: 100円とかで出してなかったか？
[13781.261] とらよぴ: ヴァンガードと対を成す
[13785.004] 7tk4: BF…
[13785.290] ほるもん8019: １３０００円だした
[13785.754] gogen_g: そ
[13788.569] gogen_g: ば
[13790.949] rwjunsuki: 人生で一番後悔した買い物だわ
[13795.050] cell_complex: mp5つよいですか
[13799.679] yasutaka_000: 俺は予約購入してログインバグで遊べなくて泣いたぞ！
[13800.215] konnyakuna: 蕎麦やめてね
[13801.573] tamono2: bf2042よりヴァンガードの方が100倍面白い
[13803.752] ponyonosioyaki_: そ、ばるとやめてね
[13806.811] kubo_takefusa: codのiwとか10時間くらいで辞めたぞ
[13808.567] gogen_g: る
[13810.221] sea_igaguri: イベントも原因としてはゲーム側が悪かったしな
[13810.830] ~MISSING_COMMENTER_INFO~: その後がゴミすぎた
[13812.036] gogen_g: ｔ
[13812.504] スティーブン大阪: なんでスペリャリストとかいうクソみたいなの追加したんすかね
[13815.490] valture_6969: 余計な手を加えすぎなんよ2042
[13815.748] tukiyo_ac: しかももう2042アプデ開発終了でしょ？たしか
[13816.479] gogen_g: ｗｗｗｗｗｗ
[13820.313] (S)venven8: きた神マップ
[13823.834] gogen_g: 懐かしすぎる
[13824.894] tee_tqx: 終わってる
[13825.009] ひょんほ: ひどすぎるｗｗｗ
[13825.691] NepNerd: bf2042 ビル運べるUIバグ昨日おきたからガチのクソゲーw
[13827.466] とらよぴ: ゾウサンパオン
[13828.345] 瀬戸弘司はんじょう: ww
[13829.017] sazanamijp: 炎上したよね
[13829.650] kubo_takefusa: リス狩り
[13833.187] 座都: 2042結構好きなんだけどな
[13835.843] コンソメあいく: 凸砂してよ
[13837.026] てむかう: ビル運ぶ？笑笑
[13841.455] gogen_g: ゴミリスマップ
[13846.893] 瀬戸弘司はんじょう: 2042って何人対戦だっけ？
[13848.970] maaa_roku: マップの名前どうにかならんかなーw
[13849.465] valture_6969: なんか3と4好きだったから悲しいよ
[13849.596] 銀杏ですよ: 動物園の青くらいとこおもろい
[13850.170] o_nigirisan: それつよい
[13851.965] ~MISSING_COMMENTER_INFO~: ピュリファリアーきたあ！
[13852.353] tamono2: 🐿️狩の時間
[13856.067] sea_igaguri: 128人
[13860.519] iambetterthanaceu: これぺいろか
[13861.627] 瀬戸弘司はんじょう: えぐw
[13862.326] NepNerd: @temukaugg  ビル片手に持って走るから前見えないバグ
[13865.162] sazanamijp: ピュリファイア！？
[13865.269] amypr: パッドでやってるの？
[13872.979] iambetterthanaceu: 盾やめるんだ
[13874.296] yasutaka_000: BFに求めてたのはこういう実銃を撃ち合える32対32くらいのFPSなんだよなぁ
[13884.658] gogen_g: ピュリフィアー
[13890.886] vg7wr: 普通に暇な時適当にやるのにこのゲームおもろそう
[13900.252] milf1you: リスわかってねえwww
[13901.106] tamono2: 義務盾…
[13902.717] valture_6969: @yasutaka_000 ほんまそれ！あの頃のコンクエスト楽しすぎた
[13907.711] lightzamasu: SCARこんな序盤に使えるの
[13913.387] gogen_g: これをそのまま３２ｖ３２にしてくれ
[13920.584] 銀杏ですよ: ウルト吐かれたらロボット君絶対進まされるんだけど
[13921.352] o_nigirisan: し、
[13922.654] kubo_takefusa: 無料なら文句ないわこのゲーム
[13924.168] フォトラント: このゲームくそおもろくないか？Cod系やったことないけどおもろいぞ
[13928.095] コンソメあいく: このゲームはCoDと一緒で死体撃ちありよね？
[13939.395] タチャンカ先生: あのソバルトが呆れるくらい2042は終わってるからね
[13943.894] 虫けらさん: FPSは死体撃ちありです
[13944.232] konnyakuna: 最近ガチゲー多いから嬉しい
[13948.522] gogen_g: ペイロはゴミ、異論は認めん
[13951.523] tukiyo_ac: 正直2042やるならバトルビットのほうが安いしまだマシなんだよね…
[13951.682] o_nigirisan: 火が進む
[13956.051] 銀杏ですよ: 射程短いから気をつけて
[13958.666] sea_igaguri: パッケージドローンめっちゃおもしろい
[13959.007] guri_guri: ！？
[13959.934] さとうきび400: ｗｗｗｗｗ
[13963.750] わたまる1229: www
[13975.482] kubo_takefusa: セミオートのショットガン強かったらやります📮👍
[13980.422] yasutaka_000: アリーナ系FPSの決定版だね、このゲーム
[13980.452] tugi_ha_you: 絨毯攻撃したw
[13985.064] takuto135: このゲーム面白い？
[13993.071] sazanamijp: SGくそｗ
[14002.731] sea_igaguri: 透明SGはヘイト稼ぎそう
[14004.069] chloe3412: バーストの銃よりフルオートのが楽しそうですね！
[14014.448] valkbebebe: 一試合やってみたけど楽しい 
[14016.092] ponyonosioyaki_: 同じ名前の人と良くマッチすんなw
[14016.845] kubo_takefusa: SG強いゲームはやってる方はめちゃくちゃ面白い
[14018.330] o_nigirisan: このゲームリコイルないよね、ある？
[14020.812] 銀杏ですよ: これ早すぎちゃう
[14028.091] iambetterthanaceu: ボドカってやっぱこういう感じのゲーム上手いね
[14031.501] takuto135: 面白いんだやってみよ
[14032.501] aratahffhf: pcだけ？
[14036.684] kaikai_6565: CODみたいでおもろそうなんだけど有料？
[14051.894] さとうきび400: ｗｗｗｗ
[14053.521] すめりん: なんと無料
[14057.953] valture_6969: あ
[14061.090] kaikai_6565: なんだって
[14062.134] vg7wr: sbmmないから上手くなったらちゃんと無双できそうで楽しそう
[14064.101] oreo_3150: ww
[14070.935] c6erry: やっぱリニアが一番か
[14075.341] n4n4si: 一通りFPSやってきたけど脳死で撃ち合いしたいだけの人はおもろいと思う
[14080.070] valture_6969: 🐙
[14098.383] perfect_hage: 酒飲みながらやるゲーム
[14099.200] すめりん: ガチおもろそう
[14101.169] uichan_uwu: まだこのゲームダウンロードしてないやつ居るの?w
[14109.941] 銀杏ですよ: 1回ランクマやってくれ！
[14111.537] さとうきび400: それのもう一個の方のアビ、実質グラビティスパイクだぞ！
[14112.140] Yamada092: 火炎放射ドローン強そう
[14129.430] ezoharunobu: フレンドとやるのが1番おもろそう
[14135.580] valture_6969: ダウンロード 
[14137.698] 45__tissue: エイムアシストあるの？
[14146.057] iambetterthanaceu: 押そう
[14154.600] ~MISSING_COMMENTER_INFO~: キーマウの人スライディングどこに割り当ててる
[14156.108] kokiniwa77: 爆弾解除モードある？
[14170.894] kokiniwa77: @zakuoowo 普通にctrl
[14172.315] kaikai_6565: できないんか
[14174.475] guri_guri: ここなかなかクソマップやな
[14177.639] sea_igaguri: このゲーム硬めだから二枚抜きしづらいのがな
[14179.656] o_nigirisan: デフォルトのまんまだなあ
[14183.518] iguni_ru: マウス横
[14184.817] gogen_g: ペイロはゴミ
[14192.674] wakamechanbot: steamで出るらしいけどな
[14194.052] iambetterthanaceu: ここきついね
[14207.649] ~MISSING_COMMENTER_INFO~: ctrlなんか走りながらできないんよな、オート走りにするか
[14208.965] yasutaka_000: リコンのキャラのほうが強そう
[14216.324] Reo__________: こいつはドミネとかのほうが強そう
[14219.492] 銀杏ですよ: エスコート100パー直前位がいっちゃんおもろい
[14222.746] kubo_takefusa: vcないの？
[14233.599] natsulu_nacht: このゲーム、一人で気軽にできるのいいよね
[14234.185] tukiyo_ac: もうFPS民煮詰まってるから皆ちゃんと強いんだよねぇ…
[14256.751] kubo_takefusa: この手のゲームはみんなやってきたからな
[14260.142] o_nigirisan: 火柱つよいな
[14264.451] wakamechanbot: プッシュトゥトークって出てるだろw見ろや
[14265.069] 賽の瓦: こんな時にCOD:BO6のティザートレーラー出たってまじぃ！？
[14265.124] すめりん: これOW
[14272.653] kokiniwa77: 1hp
[14286.961] iambetterthanaceu: ow✖️cod
[14287.015] ohm_chaso: bo4みたいだな
[14292.962] lanalanav: 次BOシリーズだからみんな買ってね 
[14295.173] わたまる1229: ow2みたいにリグループ意識必要そうやな
[14323.652] 銀杏ですよ: COD民にそんなのあると思うな
[14325.103] (S)venven8: ぜんぜん時間ある！
[14332.970] maaa_roku: スキル強いからタイミングとか
[14337.442] kokiniwa77: 競技盛り上がりそう？
[14343.110] sakechats: どのくらい面白いですか？
[14343.734] sea_igaguri: インテルスーツ喰らったら詰みすぎないか
[14352.834] SteveNojobs4: テンポいいしかなり面白そう
[14353.361] iambetterthanaceu: ウルトこれ何？
[14357.460] o_nigirisan: おばお民が最強てわけか
[14364.800] コンソメあいく: CoD民には死体撃ちと暴言することに必死だからチームプレイは不可能です。
[14375.610] mrmaqlyz: この作品でfeedやりましょう
[14389.298] すめりん: sexyin1Why
[14395.078] valture_6969: 相打ちか
[14399.101] lanalanav: 日本人いる？
[14399.522] わたまる1229: リスがバカ早いからデスはそんなに重くなさそう
[14403.499] missban4: ピュリーファイア
[14411.704] sakechats: codみたい
[14420.448] タチャンカ先生: COD民はキルレ意識しかしないのでイノシシばっかです
[14439.499] kkttr: CODくらい命が軽いOWって感じか
[14440.350] すめりん: 敵めっちゃカバー意識して動いてて草なんよ
[14445.623] 銀杏ですよ: 押し込めええええ
[14447.198] kmtxj: codでよくないか
[14456.268] mitarashidesu: ?
[14457.310] ドヤコンガ亜種: それもうbo3やん
[14457.605] lanalanav: じゃあcodやっとけかす
[14461.664] iambetterthanaceu: キル数関係ないっていうけど結局みんなキル数見てるからなー
[14477.200] sea_igaguri: ここ敵リス目の前だからULTで押し切るしかないんよな
[14478.061] valture_6969: キルレ気にしちゃう民
[14484.680] 銀杏ですよ: おおおおおおお
[14485.480] 3eep_: バロ勢はボコられるんだろうなあ
[14486.627] わたまる1229: おお〜
[14487.807] iambetterthanaceu: nice
[14489.591] o_nigirisan: ねいす
[14498.125] valture_6969: かわいい
[14501.383] ohm_chaso: 基本プレイ無料？
[14506.101] lightzamasu: 勝つさ
[14506.174] donguri808: トラッキング出来なくて死んでるww
[14506.330] missban4: フルプライスのCODと無料のコレならこっちやるわな
[14506.402] gogen_g: 100パーセント初めて見た
[14509.878] tugi_ha_you: こういう銃が撃てるマリオパーティみたいなゲームを待ってた
[14509.957] kozatthi: ボタン配置って変えられるんですか？
[14511.858] 平成の光源氏まいきー: ランクモードやりましたか？
[14512.473] iambetterthanaceu: 👍
[14512.567] uichan_uwu: キルレ←真に価値あるもの 
[14513.078] wakamechanbot: Valo勢は絶対勝てないねw
[14524.336] guri_guri: 火炎兵イマイチやな
[14536.360] 銀杏ですよ: 火炎の射程みじけぇ
[14547.490] gogen_g: んなこたあない
[14549.348] lightzamasu: ｗｗｗｗｗｗｗｗ
[14549.831] guri_guri: ｗ
[14551.556] o_nigirisan: きたーーーーーー
[14552.688] kkttr: ｗ
[14555.881] valture_6969: でたw
[14560.972] guri_guri: ヨシ！
[14563.873] sea_igaguri: 炎フィールドみたいなの置くやつ旗系のルールでやるとクソ面白い
[14565.803] ketugou: これおもろい？
[14570.095] valture_6969: もう学ばれてますやん
[14572.554] missban4: 放火魔おじは防衛向きだと思うわ
[14573.343] わたまる1229: 守りはリス長いんやね
[14575.244] mrmaqlyz: jakkann
[14582.235] コンソメあいく: これ無料ならCoDやめちゃうわ
[14588.603] lightzamasu: ペイロの守りくそおもんね
[14601.068] 平成の光源氏まいきー: 炎スキルの特攻してくるやついてなんだこれなったw
[14606.164] milf1you: wwwwwwwwwwww
[14612.060] akv159: このゲーム最高や
[14614.111] valture_6969: COD卒は考えることをやめてます 
[14628.256] oreo_3150: 守りつまんなそうw
[14643.736] iambetterthanaceu: あれ？
[14654.265] gogen_g: ペイロがつまらんだけ
[14656.762] sea_igaguri: C9
[14664.398] unijo62: ただただスコープが欲しいと思ってしまうやったことない勢もみてます
[14672.087] kubo_takefusa: 角待ちショットガンいないな
[14681.682] コンソメあいく: このゲーム銃声がショボく感じるなぁ
[14686.912] 平成の光源氏まいきー: うまw
[14686.918] iambetterthanaceu: うまっ
[14690.615] G_Tech_: うっま
[14691.735] ドヤコンガ亜種: obey
[14692.607] gogen_g: うっま
[14692.975] valture_6969: うまっ
[14694.241] 銀杏ですよ: 凸砂いくぞ
[14695.831] sea_igaguri: うっま
[14696.659] Reo__________: うっま
[14696.776] ふりーる: うっま
[14697.349] kokiniwa77: うっま
[14697.929] コンソメあいく: それが見たかった
[14699.156] にどねツ: うまw
[14699.411] t3trc: これじゃん
[14700.166] rgbf7: 相変わらず砂うまいね
[14700.176] Yamada092: えぇうっま
[14700.322] わたまる1229: いやつっよ
[14700.368] kkttr: 凸砂うますぎ
[14700.428] kubo_takefusa: Obey_Vodka
[14700.512] perfect_hage: 当てやすすぎやろ
[14700.749] kuroo0202: うますぎ
[14701.459] dino9810: くそうまいw
[14701.928] tukinote: うっま
[14704.298] lightzamasu: スナまじでつよい
[14704.324] (S)venven8: うっまw
[14704.587] valture_6969: やっぱSRなんよ！
[14704.801] vanblackyyy: これは流石にobey
[14704.864] hasegawa0011: uma
[14706.987] iambetterthanaceu: sr適正◎
[14707.712] tomoya0309: これはobey
[14708.450] ふりーる: 本物だ
[14709.075] Souta_ow: うま
[14709.107] gogen_g: これで世界行こう
[14710.265] グリルです: えぐい
[14718.157] valture_6969: これぞボドカや
[14719.922] grlq__: クアッドやんけ
[14721.250] dino9810: 全盛期戻ってきてる
[14726.523] iambetterthanaceu: ウィドウじゃん
[14733.374] moriken_beats: bo3でこんなマップあったな
[14739.294] kubo_takefusa: 昔ならQSでやれてた
[14747.910] 銀杏ですよ: 10年ぶりの凸砂モンタージュ
[14751.185] わたまる1229: ここまで硬いとSMGむずそう
[14756.245] dadada___: トップファイブプレイズや
[14760.833] gogen_g: でも芋はよわいのがいい
[14762.588] lightzamasu: 2つ目のスナ胴体一発
[14763.980] tukiyo_ac: 他の所じゃ砂あんま強くないって言われてたからボドさんが上手いだけではありそう
[14765.110] コンソメあいく: 多分CoD全盛期のVDKなら砂使って最強かもね
[14771.973] iguni_ru: むずくないとSRまみれになるからね
[14782.683] sea_igaguri: 砂はちゃんと胸上あてないといけないから難しい
[14795.463] gogen_g: 凸砂はしやすいぞ本当に
[14806.012] kkttr: まあスナイージーだと一時期のMWⅢみたいになるから…
[14809.655] kubo_takefusa: 大事なのは脳汁
[14817.266] 平成の光源氏まいきー: キャラコンうまいw
[14822.442] arex_excl: https://clips.twitch.tv/ShortShortToothPeteZarollTie-_5VQ4skyz4uYC4hU
[14822.552] valture_6969: あ
[14823.612] sea_igaguri: 回復遅いよね
[14830.949] o_nigirisan: これプロシーンでたりするのかな
[14836.483] ドヤコンガ亜種: codと比べると激ローのわんちゃん感は無いな
[14843.612] iambetterthanaceu: 体力回復のアイテムかスキルあればいいね
[14844.761] lightzamasu: 負けやんこれｗ
[14848.727] guri_guri: いなくてもいい奴らしかおらん
[14849.505] やまちまる: まずくない？w
[14862.050] valture_6969: 味方ー？
[14868.048] kubo_takefusa: vcないのつまらんな
[14877.437] 銀杏ですよ: うせやろ
[14880.193] コンソメあいく: はやくね？笑
[14882.642] sea_igaguri: 謎ダンス
[14886.623] 平成の光源氏まいきー: ランクのトライアルってもうやりました？ちなみに
[14889.434] valture_6969: 🍻
[14890.242] lightzamasu: じゅん！？
[14891.558] ドヤコンガ亜種: 純！？
[14893.707] wakamechanbot: vc切ってるだけだろクソガキw
[14893.935] フェデラー: じゅん？
[14895.228] o_nigirisan: じゅん
[14896.206] iambetterthanaceu: ランクじゃないし
[14898.547] (S)venven8: 敵学習しやがったか
[14899.962] コンソメあいく: でゅん！？
[14900.201] valture_6969: でゅん！？
[14900.483] わたまる1229: プッシュトゥトークあるしVCはあるんちゃうか
[14904.673] o_nigirisan: unkochanPower
[14904.745] dino9810: もんたげ
[14906.089] kuroo0202: Twitterあげよ
[14906.305] gogen_g: 近くね
[14914.426] sea_igaguri: いいね
[14918.663] lightzamasu: BloodTrail
[14918.846] kubo_takefusa: vc誰もしないんや
[14934.943] ma1pull_gg: そーゆーもんやろ
[14949.311] kubo_takefusa: クアッドはモンタージュ行き
[14950.314] gogen_g: 懐かしい
[14953.575] sea_igaguri: 死語やめてね
[14959.902] kuroo0202: みせてくれ
[14960.006] valture_6969: 死語w
[14960.930] ドヤコンガ亜種: 昔のモンタージュにさらっと追加しろ！
[14966.726] iambetterthanaceu: 見せてよ
[14969.174] わたまる1229: www
[14970.498] 銀杏ですよ: 感度売ってくれ
[14980.372] arex_excl: https://clips.twitch.tv/ShortShortToothPeteZarollTie-_5VQ4skyz4uYC4hU
[14993.397] lightzamasu: あ
[14997.285] わたまる1229: あ
[14999.603] みるくちゃんねる: いいね
[15005.486] valture_6969: いいね 
[15006.331] kuroo0202: 調子乗ってる
[15007.167] kubo_takefusa: トリックショット永遠とかましてるカスみたいな味方になってくれ📮👍
[15007.365] iambetterthanaceu: @arex_excl ありがとう
[15010.064] 銀杏ですよ: 羽上砂つんよい
[15011.589] ma1pull_gg: きたぁ
[15026.593] ma1pull_gg: bo2
[15027.131] rgbf7: きたあああ
[15027.822] uichan_uwu: ルール無視オナイパーキターーー
[15030.054] valture_6969: ガン攻めおなしゃす
[15032.934] hako850: 味方はエサ役
[15033.104] ふりーる: オナスナきたぁ！
[15033.307] すめりん: あ
[15034.807] iguni_ru: あ
[15035.370] kubo_takefusa: オナサイ
[15036.918] fuka_wannabekoala: 最高
[15037.066] dnkfreed: あ
[15037.085] gogen_g: あ
[15037.621] tukinote: あ
[15037.751] grave_ex2: SR本来の使い方なら問題ないでーす
