[18.253] kiiroiinu88: O
[1468.107] sisyamo11: にやぁ…
[1468.213] か___: wwwwwww
[1468.345] sigma_187: ニヤァ
[1468.512] gencha_n: w
[1468.545] mukigentouketu4: ニヤニヤ
[1468.989] muu04: イイ！
[1469.084] Aigo109: バカにされてないか？
[1469.186] sekuharatandai4: www
[1469.723] atnb_: あ
[1469.770] (S)hina_korori_: geroki1P
[1469.774] unc893: 泣いちゃう
[1469.831] aren_1220: 同じことかよwwww
[1469.847] eenn_25: ニヤニヤ
[1469.853] おしょんぽ: ニヤニヤ
[1469.867] hatati2075: ニヤニヤ
[1469.873] kamakura66: www
[1469.961] イオリ04: こいつじゃないな
[1470.012] debudebudebu24: ニヤッ
[1470.047] (S)へのへのへのもへじ: にや
[1470.052] ~MISSING_COMMENTER_INFO~: ニヤニヤ
[1470.455] (S)ten76558: あれ？
[1470.534] (S)cochan417: お？
[1470.567] kuma0_0927: にやにや
[1470.795] tmkiti: ニヤけてるやんけwwwwww
[1470.798] (S)maru_mamitasu: ｗｗｗｗ
[1471.219] ナマケモノ0813: ええやん
[1471.228] risutarodesu: にやぁ
[1471.231] ほしチャン: まずい
[1471.438] sachansaikyou: それしかないww
[1471.473] okashiya: それにしてもたわわやなあ
[1471.646] 4runo_moon: 顔wwwwww
[1471.713] (S)kohaku_sazanami: あ、
[1471.831] aokoaoyama: にやけてない？
[1472.012] Oreo9_monster: にやにや
[1472.024] ixtxirzuctxitxurxlt: ひろきニヤニヤ中‼️
[1472.394] ペポーイ: すんっ
[1472.435] daikenhm: ｗｗｗｗｗ
[1472.620] (S)ten76558: ニヤけてる
[1473.104] みやてぃー: バカにされてない？w
[1473.109] michannnnnn1023: 睨むな
[1473.158] サルヴァトーレ: 古いギャルの人物像から開発者のおっさん想像するのやめてね 
[1473.309] (S)ryoulings: むくむくしてます？
[1473.386] (S)zoba_57: ムクムク
[1473.661] yukimiomochi: お前もしかして黒→白に変わったんか？
[1473.823] madcofffeee: ひろき？
[1473.890] reki_desu: ニヤニヤ
[1474.100] (S)meauchap: 😁
[1474.204] (S)risusiru: にやけてるだろ
[1474.302] gentou: わらけとるな
[1474.366] andante_mii: ニヤニヤ
[1474.477] しこたまコアラ: ちょっと良い
[1474.524] meimeimiko: ニヤニヤしとるwww
[1474.638] puwa_chomo: らぶりー？
[1474.687] (S)wanwan_5: すきいいいいい
[1475.101] tenpaiobake: ニヤニヤ
[1475.152] ねむ汰: ｗｗｗｗｗ
[1475.326] (S)megenai_suzume: げろさんギャル好きて蛇足さん言ってたっけ
[1475.350] (S)saaaawa: にやぁw
[1475.415] yuyu__uyuy2796: ひろきー？
[1475.936] sekuharatandai4: ニヤニヤやめてね
[1476.062] abarabob: 【飲酒】バニーガーデンでニヤけたら即終了配信
[1476.227] (S)piestmaru: にやけてますね？
[1476.242] kotori_10152: アウトか
[1476.649] mameusa: おや？
[1476.723] hitonastu: 金城！！！！
[1476.839] ichi_gatsu: ん？ｗ
[1477.015] (S)romakkuq: ニヤけてるよねぇ！？
[1477.123] himabito3: あれっ？
[1477.231] (S)n4tsumik4n: ニヤニヤやん
[1477.717] (S)swimkinpop: ニヤッニヤ
[1477.724] Sushir0ll23: にやにや
[1477.919] 2moji_: ニヤニヤ
[1477.964] (S)omaenoushiroda_0: 黙っちゃったwwwwwww
[1479.025] hayagriiber: 嬉しそうやね 
[1479.996] (S)三色おだんご: にやにやにやにや
[1480.515] onzoshi2664: マジでまかせとけ
[1480.930] kamakura66: ニヤニヤキャンセル
[1481.047] (S)巻き毛猫: SUBprise
[1481.060] 2moji_: あれ
[1481.171] okashiya: ひろきー？
[1481.571] aruha_0113: ギャルやん
[1481.609] sanuki_udonman: おい
[1482.171] shoutan1996: 耐え
[1482.587] kuromiya_you: ニヤニヤやめてね
[1482.652] sinkakei: アウトですよ
[1482.873] meimeimiko: ぴろちゃん？
[1483.258] (S)megenai_suzume: ニヤニヤ
[1483.294] biogician: （ちょっとええなぁ、、、、）
[1483.537] (S)mitsuki2525816: 目が泳いでますよ〜 
[1483.613] (S)zoba_57: コメチラもします
[1483.782] (S)hina_korori_: geroki1P
[1483.828] (S)ten76558: あれ
[1484.150] nemnem333: ア、ウト
[1484.479] appuppu2817: 顔wwww
[1485.051] michannnnnn1023: にやけてますやん
[1485.358] ナマケモノ0813: ぴくぴくひろき
[1485.469] (S)hirunaruna: にやにやにやにや
[1485.478] ~MISSING_COMMENTER_INFO~: 黄色にやにや
[1485.646] しこたまコアラ: 3回同じこと言うな
[1485.711] こいだま: ひろきくん？？？www
[1485.744] risutarodesu: ひろきにやにや隠せwwwww
[1485.788] Sushir0ll23: にやにやしとるやんーーーー
[1485.907] (S)choco609: にやにや
[1486.303] もこみの: ニヤけてますやん
[1486.335] hitonastu: 終わる？？？
[1486.506] (S)ten76558: アウトだろ
[1486.526] sekuharatandai4: 金城！俺にもハグしてくれ！！
[1486.842] ぎょっさん: 女版ふぉい
[1487.028] gentou: ギャル好きすぎん
[1487.612] yukimiomochi: しゃべれや！！！
[1487.739] にこにこうらら: あれ？
[1488.107] michannnnnn1023: アウト
[1488.376] ochiko115: 左の口角上がってんぞwwwwwww
[1489.164] しぃのうた: BloodTrail
[1489.731] いっちーと申します: ひろきー？
[1490.252] nayunayu_nnn: どうした？こっち見て
[1490.326] npa_a: きんぜう？？？？
[1490.817] (S)mizore_ame: ひろき、癒やされてる？ 
[1491.067] ~MISSING_COMMENTER_INFO~: ﾆﾁｬｧ…w
[1491.106] aki_gmn: ニヤニヤカメラチラッとみるじゃんwww
[1491.293] meimeimiko: 鼻の下www
[1492.484] ikumin08: ひろき？
[1493.386] jugon4343: あれ？
[1494.048] (S)zoba_57: www
[1494.817] しこたまコアラ: ありがとう
[1494.852] (S)yuu_harugami: おっと？
[1495.302] ほしチャン: あ
[1495.538] (S)mussannnn: にやけてない？
[1495.646] onzoshi2664: だめやんwwww
[1495.753] aruha_0113: ニヤニヤ
[1495.967] simosidesu: 常にニヤけてんじゃん
[1496.351] しのづき: ショートカットは？？？？？
[1496.580] aokoaoyama: ニヤニヤするな
[1496.587] 所情事: でもチェンジです
[1496.636] (S)quuuuis: ニヤニヤニヤニヤニヤ
[1496.749] nanohana20: 営業満点だな
[1497.389] kamakura66: ギャル響き過ぎｗ
[1497.431] yukimiomochi: アウトやなぁ
[1497.489] (S)osism_scpkm: あ
[1497.512] risutarodesu: にやにやすなwwwww
[1497.616] ohyohyoseijin: ？？
[1497.616] (S)cochan417: ひろき？
[1497.879] ぐあんぐあん: ・・・・
[1498.007] (S)hibari_1104: 口角上がってんな
[1498.076] ~MISSING_COMMENTER_INFO~: 口角上がってるぞw
[1498.300] ika_poppo_chan: にやついてんぞwww
[1498.307] (S)ankoroll: キャバですか？(´꒳`)
[1498.829] TOLOS_01: ・・・・・なるほど
[1499.540] michannnnnn1023: 鼻の下伸びてるぞジジイ
[1499.659] satomaru__: ほっぺ上がってるよ
[1499.745] みやてぃー: ニヤキャンのコマンド
[1499.967] 75tan: 金城アウトーーーーーーーーーーーーー！
[1500.173] (S)ten76558: おっと？
[1501.002] gominoyama123: こいつ黒く出来ないか？
[1501.296] gonzaress_aabb: なるほどw
[1502.353] (S)kamosuzo_: ひろきー？
[1502.987] jjaho18: ひろきー？
[1503.075] (S)yuu_harugami: いいひとすぎやな
[1503.471] 2moji_: 思考がしっかりしてるタイプのギャルか
[1503.558] mochi963: 会話上手いよな
[1503.683] しこたまコアラ: 感情移入してしまう
[1503.801] (S)zoba_57: 伸びてます
[1504.233] abarabob: FootYellow
[1505.032] ubibibibibibibibibi: あれれ
[1505.099] 内向的: geroki1Yametene
[1505.142] ほしチャン: あんたや
[1505.209] aruha_0113: いいギャルやん
[1505.317] ポルボローネ: 刺さった？
[1505.363] gentou: こういうの言われたい派か
[1505.705] puwa_chomo: きんぜう？？？
[1505.803] yukimiomochi: これアウトじゃね？
[1506.341] lemiko0919: ｗｗｗｗ
[1506.362] kamakura66: プロ
[1506.777] kazu0985: あげまん
[1507.579] tyarinko_twi: 口角上がってるねえ
[1508.135] nanohana20: 凄腕やね
[1508.687] michiwwwwwwwww: うまいねー
[1509.543] ~MISSING_COMMENTER_INFO~: プロ
[1509.788] (S)hirunaruna: 分析してます
[1510.254] mameusa: 上手いねー
[1511.230] (S)hibari_1104: いっちょ前に分析すんなｗｗｗ
[1511.709] ey64315: 営業
[1511.717] もこみの: 押されてるやん
[1511.934] futasika3: ニヤニヤすなて
[1512.042] puwa_chomo: 刺さってそうw
[1512.079] ~MISSING_COMMENTER_INFO~: プロのギャル
[1512.159] (S)zoba_57: えっど
[1512.592] ごーぐる: Gero椅子から立ってみろよ
[1512.630] renzmen: こいつにしよう、ひろき
[1512.806] しこたまコアラ: 落差でギャップ
[1512.852] meimeimiko: あげまんちゃん
[1512.918] haizi: wwwm
[1513.931] mochi963: キモいよ
[1513.941] ポルボローネ: おまけに好き
[1513.966] 4runo_moon: 好きやんwwwwww
[1514.487] lemiko0919: ちょっろ
[1514.552] (S)saaaawa: プロの犯行
[1514.597] riria_saeki: 伸ばすなよぴろき
[1514.658] (S)romakkuq: wwwwwwwwwwww
[1514.702] 成程娘猫: ｗｗｗ
[1514.922] (S)ちゃろまま: やりますな！
[1514.973] (S)かん69: ちょろ
[1515.088] aruha_0113: wwww
[1515.139] satomaru__: 営業です
[1515.678] aku107: プロ
[1515.700] 2moji_: www
[1516.086] nanohana20: 童貞かな
[1516.180] unc893: ほのじだよ
[1516.258] (S)ten76558: 可愛ええ
[1516.282] usagiraran: www
[1516.524] kamakura66: く、くる
[1517.292] risutarodesu: 詐欺師の手口
[1517.335] sekuharatandai4: 今日も配信お疲れ様様でした
[1517.452] sachansaikyou: www
[1518.288] (S)choco609: ちょろ
[1518.348] riz0022: wwwwww
[1518.519] appuppu2817: ちょろ
[1518.737] (S)hirunaruna: ちょろ
[1518.743] marakasu12395755: ちがった
[1518.753] meimeimiko: www
[1518.803] (S)omaenoushiroda_0: ギャルかわいい
[1519.451] (S)yukinochan115: wwwwww
[1519.461] (S)ギャ: んなわけねーだろ
[1519.627] rsadm: PJSugar
[1520.038] (S)yuu_harugami: かわいいやん？？？
[1520.095] きのこる大明神: 営業です
[1520.173] aruha_0113: え？かわよ
[1520.200] (S)cochan417: え？
[1520.340] (S)かん69: 営業ね
[1520.343] gentou: 好きなんやねギャル
[1520.556] (S)umttmm: geroki1Kawaii
[1520.664] sinkakei: しゅきになっちゃう～
[1520.691] michiwwwwwwwww: チョロ
[1520.720] (S)meauchap: チョロ
[1520.979] himabito3: 分析
[1521.067] まなぴぃちゃん: 出会って数分なのに何がわかるんだ！w
[1522.113] (S)makiwoooo: ぴろきみたいじゃん
[1522.247] s_yupi05: かわいい
[1522.348] ぱか10: 誰にでも言ってる
[1522.447] ey64315: ？？
[1523.051] ~MISSING_COMMENTER_INFO~: （ギャルもいいな、、）
[1523.257] (S)osism_scpkm: geroki1Kawaii
[1523.410] (S)nyon_1026: おじちょろ
[1523.460] (S)mussannnn: 最高か
[1523.470] (S)へのへのへのもへじ: きゃわ
[1523.634] biogician: 営業うまい
[1524.064] kireazing: 営業です
[1524.134] tenpaiobake: かわいい
[1524.157] (S)wanwan_5: かわいいいい
[1524.354] (S)ちゃろまま: かわいい
[1524.407] sigma_187: きもいよ金城
[1524.578] riz0022: ちょろ
[1524.610] kona_1435: でもこれ仕事だから他の人にも言ってるよ((
[1525.044] おしょんぽ: プロ
[1525.375] 2moji_: プロです、か
[1525.470] tykioty: 殴れ
[1525.611] udon48273: 何でもできます
[1525.684] riria_saeki: ちょろおじじ
[1525.839] ika_poppo_chan: ギャルかわいい
[1526.058] 75tan: 金城センラ氏と同じことゆってんのーww
[1526.298] ロビンソン7: 正直好き
[1526.527] rxrx2525: 心理戦
[1526.611] (S)ankoroll: ちょろいなｗ
[1526.774] haizi: ええ子や
[1527.483] onzoshi2664: うめえ
[1527.694] (S)ten76558: 金城チョロ
[1527.978] (S)巻き毛猫: linaaarrLick
[1528.096] ~MISSING_COMMENTER_INFO~: 全員に言ってます
[1528.188] 瑠菜_: ちょろ
[1528.308] (S)meauchap: チョロ金
[1528.312] unc893: ホの字だよ
[1528.845] hatati2075: 営業上手いね
[1529.040] hitonastu: ちょろき
[1529.089] yukimiomochi: かんわいい
[1529.182] aku107: 営業うま
[1529.511] nano_gr: うまいな
[1530.672] kaneco24: 営業のプロ
[1530.891] mochic4n: こういうのに弱いのねひろき
[1531.188] hopma_7: 仕事だよ
[1531.245] hayagriiber: 営業うっま
[1531.257] ikumin08: でもこの子かわいい
[1531.496] (S)kometsubutsubu: 営業プロ彼女
[1531.930] pelican666pp: テクニカルやな
[1532.016] keeeeeeeeei_13: 可愛い〜
[1532.626] しこたまコアラ: くそ！可愛いじゃねーか！
[1532.693] satomaru__: 金落としてくれたらね
[1532.979] tai_archaeo: 相当場数踏んでるわ
[1533.108] mikiangels: 騙されてる
[1533.640] (S)megenai_suzume: 分析しつつ手にハマっとるよ
[1533.858] aruha_0113: そうやない？
[1534.784] (S)yuu_harugami: かなー？
[1535.145] (S)zoba_57: そう
[1535.462] kakaroo2: プロやな
[1535.653] (S)hibari_1104: ３人
[1536.501] kireazing: うん
[1537.201] (S)cochan417: うん
[1537.258] (S)mussannnn: そう
[1537.491] いっちーと申します: ひろきー？
[1537.500] kotori_10152: うん
[1538.467] Aigo109: プロやな───。
[1538.580] 所情事: ブラックだね
[1538.680] yukkiyoko: うまいな
[1538.756] おしょんぽ: そう
[1538.835] (S)omaenoushiroda_0: 追加で出そう
[1539.144] ichi_gatsu: ほかの子あげ
[1541.898] lemiko0919: ；；
[1542.099] pelican666pp: だがチェンジだ
[1542.263] (S)hirunaruna: やさしい；；
[1542.629] (S)zoba_57: やさしい
[1542.892] yukimiomochi: かわいい！！！
[1543.314] aruha_0113: え？
[1544.125] (S)hibari_1104: ええこ
[1545.298] (S)zoba_57: いいやつ
[1545.324] ixtxirzuctxitxurxlt: ぴろきー？
[1545.605] nanohana20: 優しい
[1545.608] risutarodesu: いい人〜〜〜
[1545.931] muzoudokozo: いい子やぁ
[1546.025] muu04: もうあと二人ぐらいほしかったよなぁ
[1546.307] yusuke0329: アップデート待ちやな
[1546.571] 4runo_moon: やさすい
[1546.578] mumindaniel: やさしい
[1546.695] sekuharatandai4: 優しい
[1546.912] (S)yuu_harugami: すきやん
[1547.393] aruha_0113: 優しつ
[1547.472] rxrx2525: 一番性格がいい
[1547.692] ~MISSING_COMMENTER_INFO~: こいつ習字ならってそう
[1548.005] しこたまコアラ: この子いい子じゃん…
[1548.349] ~MISSING_COMMENTER_INFO~: ええこ❗️
[1548.551] mmmmayuuuuu: ギャルいいやつ
[1549.342] (S)koma_6611: まんまとハマってるw
[1549.820] (S)三色おだんご: ええこ
[1549.945] (S)yukinochan115: 良すぎる
[1549.968] (S)y_htomo10: いい人
[1550.042] Oreo9_monster: この子良い
[1550.075] ika_poppo_chan: いいやつ
[1550.099] keeeeeeeeei_13: できる子〜
[1550.904] (S)piestmaru: この子すち
[1551.116] (S)romakkuq: 仕事できる
[1551.324] aruha_0113: 好き！！
[1551.945] ixtxirzuctxitxurxlt: ひろきニヤニヤ中‼️
[1552.145] sekuharatandai4: イイ
[1552.332] mochi963: うわーめっちゃ良い
[1552.465] nemnem333: いい子過ぎないか
[1552.555] nanohana20: じゃあチェンジで
[1552.594] yukimiomochi: ひろきー？
[1552.708] (S)かん69: ひろき好きそう
[1552.920] ~MISSING_COMMENTER_INFO~: （好き）
[1553.491] ふゆりす: 気配りも出来ます
[1553.513] (S)yukinochan115: 推せる
[1553.765] ey64315: え、ええこやあ
[1553.929] (S)umttmm: 凛…！
[1554.120] ochiko115: 呼び捨てwwwww
[1554.136] riria_saeki: ん？ぴろき？
[1554.348] なっしー0812: 向こうにこくにい居るやん
[1554.518] ゆたぼんパパ: ええやん
[1554.932] (S)おぎゃわん: 本当は行って欲しくないんだぞ！
[1555.330] sotyan_a: でっか
[1555.370] hqrcaaaaa: いい子だ、、
[1555.571] (S)ryoulings: っていう計算だよ
[1555.600] tatsuya1126: geroお前の服どこで買ったんだ？
[1555.754] gentou: 自己肯定感低めか、かわいい
[1555.963] michannnnnn1023: ギャル最高
[1556.143] jjaho18: やさしいこだ
[1556.192] ロビンソン7: 凛行くわ 
[1556.635] (S)hibari_1104: りんちゃんかわいいよなぁ
[1556.851] (S)hirunaruna: オキニ！？
[1556.879] おしょんぽ: この子にすべ
[1556.991] kagaribi_0000: この子好き
[1557.026] aruha_0113: オキニにしよ！！
[1557.156] マックンくん: じゃあ浮気も出来るな
[1557.196] superkimoiman: オキニ
[1557.533] rice_kom: かわいい
[1557.706] (S)かん69: オキニ！？
[1557.736] (S)megenai_suzume: イントネーションw
[1557.906] (S)yuu_harugami: この子好きやわ…
[1558.162] (S)zoba_57: 呼び捨て
[1558.370] yassan_n: ええやつ。
[1558.993] (S)kometsubutsubu: いい子好きになった結婚してくれ
[1559.026] takitategohann: 周りの子にも気配りしててめっちゃいいじゃん
[1559.522] marakasu12395755: ふっる
[1559.792] puwa_chomo: 凛がショートだったら絶対好きやろ
[1560.025] risutarodesu: り、凛//////
[1560.235] mochic4n: ほほう？
[1560.518] (S)kohaku_sazanami: 好きになっちゃった？
[1560.824] rice_kom: いい子だ
[1563.116] michannnnnn1023: かわいい
[1563.176] aruha_0113: この子すきぃ！
[1563.288] yukkiyoko: ぴろき好きになってる
[1563.487] jjaho18: うますぎ
[1563.870] (S)tapitapi0114: いい声
[1564.073] sekuharatandai4: オキニ
[1564.561] aku107: 古いのよw
[1564.628] (S)へのへのへのもへじ: めちゃいいこ
[1565.032] lemiko0919: ｳﾝ
[1565.049] (S)zoba_57: キープで！
[1565.507] (S)choco609: ｳﾝｯ
[1565.605] (S)pon8_k5: いい子！
[1565.662] みやてぃー: あ
[1565.881] sachansaikyou: www
[1565.983] (S)hirunaruna: うんっ
[1566.080] 2moji_: 華道とかやってそう
[1566.365] yae_karasu: ｳﾝ
[1566.741] (S)umttmm: うん！
[1566.950] riria_saeki: こら
[1566.954] tomynattu: いい子すぎんか？！
[1566.998] yukimiomochi: やさしいこだ
[1567.165] ixtxirzuctxitxurxlt: きっも
[1567.456] puwa_chomo: ｳﾝｯ
[1567.479] michiwwwwwwwww: 好きになってる
[1567.948] mameusa: wwwww
[1568.309] (S)zoba_57: ｳﾝｯ
[1568.731] (S)まつば: と言いつつ、裏で泣くタイプか
[1568.836] unc893: きた
[1568.857] ペポーイ: のび太
[1568.912] 4runo_moon: ｳﾝｯ
[1568.924] (S)ryoulings: とりあえずパンツ見ないか
[1568.946] usagiraran: 可愛い
[1569.244] mokeke_kemono: ｱﾝｯ！
[1569.376] gerugerugeruge: ウ”ン！
[1569.652] risutarodesu: ｳﾝｯ
[1569.655] kotori_10152: 犬
[1569.778] (S)yukinochan115: ｳﾝｯ
[1569.968] okashiya: 仕事です
[1570.161] mochic4n: ごますりすり
[1570.187] gominnn__: ｳﾝ‼️
[1570.434] yuzupikon: 普通にいい子
[1570.797] riria_saeki: きも
[1570.878] 所情事: チェンジで
[1571.192] ika_poppo_chan: うんっ
[1571.391] yocchin_2525: イントネーションに違和感すげえ
[1571.752] (S)wanwan_5: うん！
[1571.955] (S)musshuuuuu: ｳﾝｯ
[1571.957] michiwwwwwwwww: チョロ
[1572.353] ばんじょい: ｳﾝ!!
[1572.830] aruha_0113: チェンジ！！
[1572.857] しのづき: 犬おった？
[1573.561] sekuharatandai4: ｳﾝｯ
[1573.585] (S)tansann_0: ｳﾝ
[1573.761] karinto_h: 延長してから、買わない押したらショートちゃんくるよ
[1574.316] しもんぬぅ: wwww
[1574.542] (S)megenai_suzume: さあどうする
[1574.548] きのこる大明神: ニヤ
[1574.862] nanohana20: 買わないと
[1575.055] mikiangels: おー怖 
[1575.418] puwa_chomo: しろ
[1575.871] リスキーダイス: チェンジ
[1576.035] ロビンソン7: wwww wwww wwww
[1576.275] pelican666pp: チェンジ！
[1576.523] (S)omaenoushiroda_0: チェンジ？
[1576.660] おしょんぽ: チェンジ
[1576.727] flyingpizza104: あーあ
[1576.744] (S)mussannnn: はい
[1576.819] ayabe008: チェンジで
[1576.855] ace1ace1111: チェンジや
[1577.326] ichi_gatsu: 結局酒や！
[1578.026] (S)ten76558: 仕事です
[1578.029] mameusa: うんwwwww
[1578.206] aku107: 犬もいます
[1578.219] rxrx2525: はい、、
[1578.470] (S)romshiyo: だねぇ
[1578.579] (S)hirunaruna: いいやつ！！！
[1579.108] まなぴぃちゃん: ショートの子見たいね！
[1579.203] riria_saeki: ちょろ過ぎ🤣
[1579.648] 4runo_moon: 揺らいでて草
[1580.014] gencha_n: ww
[1580.265] (S)三色おだんご: いい子やね
[1580.300] sinkakei: 延長したらチェンジできるぞ
[1580.326] (S)へのへのへのもへじ: いいこ
[1580.398] gentou: まじかよなんやねんww
[1580.544] おしょんぽ: 帰宅
[1580.598] リスキーダイス: チェンジしよう
[1580.618] hatati2075: ヴゥン
[1580.731] (S)ten76558: チェンジ
[1580.806] satomaru__: チェンジ
[1580.878] ゆたぼんパパ: ちょろ
[1581.048] sichakamechaka: 青もみてみようよ
[1581.417] ポルボローネ: まじでいい子だぞ
[1581.797] lemiko0919: とりあえず延長はしよ
[1581.994] sekuharatandai4: チェンジしろ
[1582.007] (S)mitsuki2525816: どうする？
[1582.040] takitategohann: ぴろちゃん？？？
[1582.147] 2moji_: チェンジで
[1582.203] (S)hibari_1104: チェンジやろ
[1582.205] (S)yuu_harugami: チェンジで
[1582.540] nano_gr: 悩んでら
[1582.719] ~MISSING_COMMENTER_INFO~: ﾆﾔﾆﾔ
[1582.927] nanohana20: でもチェンジしていいって言ってたし
[1583.119] atnb_: チェンジしよう
[1583.168] puwa_chomo: 青は？
[1583.196] (S)kometsubutsubu: 延長しよ
[1583.332] ynw0123: 心を鬼に！！！！
[1583.413] meimeimiko: www
[1583.493] yukimiomochi: はいチェンジで！！！
[1583.500] risutarodesu: いい子や
[1583.562] Sae0613: いけいけ！
[1583.613] renzmen: こいつにしよう、ひろき
[1583.682] udon48273: チェンジで
[1583.688] mameusa: だねー
[1583.891] muu04: どうするんだよ！青か黄色か
[1584.247] (S)zoba_57: 延長
[1584.310] nayunayu_nnn: チェンジチェンジチェンジチェンジ
[1584.509] (S)tapitapi0114: うん❤︎
[1585.508] satomaru__: チェンジで
[1585.839] Aigo109: とりあえず全員な
[1585.928] mmmmayuuuuu: わかるよ～
[1586.578] sakuraxxkouzuki: シャンペンいこ
[1586.603] りあち__: 凛さんまじやばい
[1586.639] (S)mizore_ame: いい子だね
[1586.821] (S)ryoulings: パンツみろ
[1587.480] しこたまコアラ: とりあえずひと通り見よ
[1587.559] (S)maru_mamitasu: ちょろ過ぎるかｗ
[1587.564] karinto_h: とりま延長しよ
[1587.572] Oreo9_monster: いい子！
[1587.582] hachcah: 見てみよ
[1587.700] meimeimiko: 迷うとるやん
[1587.783] (S)yuu_harugami: いいね
[1588.068] めめせー: 一旦見よ
[1588.291] (S)mussannnn: あ
[1588.413] (S)hirunaruna: やっす
[1588.758] (S)musshuuuuu: 一旦な
[1588.777] yusuke0329: でもギャルだよ？
[1588.832] (S)kohaku_sazanami: ちょろすぎ
[1589.057] michiwwwwwwwww: 延長
[1589.102] atmgmwgs: どうする？
[1589.311] (S)ten76558: そうだね
[1589.335] (S)hayakenta: 一旦な
[1589.467] ynw0123: ショートカットやろ！！
[1589.636] yukimiomochi: wwww
[1589.636] しこたまコアラ: うむ
[1589.653] puwa_chomo: 可哀想w
[1589.701] rxrx2525: いいやつ
[1589.904] ace1ace1111: たけえ
[1590.252] しもんぬぅ: トラップにはまるwww
[1590.369] sichakamechaka: 延長して買わなきゃいいのよ
[1590.386] sekuharatandai4: ノーセンキュー
[1590.447] (S)へのへのへのもへじ: やっす
[1590.652] (S)romshiyo: wwww
[1590.736] nanohana20: 延長しないｗ
[1591.204] ayabe008: それチェンジじゃねえよｗ
[1591.328] 084bean: おい
[1591.879] (S)romakkuq: wwwwwwwwwwww
[1592.028] (S)ren_noze: 延長
[1592.407] atnb_: そうだね
[1592.457] nuuuum_: それはいにしたら見れるぞ
[1592.636] mochi963: 一回ね
[1592.708] nano_gr: せやな
[1592.711] (S)kamosuzo_: やっす
[1592.990] rein310: それチェンジじゃないよ
[1593.115] haizi: ほな
[1593.155] (S)omaenoushiroda_0: 一旦な
[1593.232] aku107: そうだね
[1593.241] (S)tapitapi0114: そうね
[1593.424] (S)yuu_harugami: ちゃう
[1593.602] もこみの: とりあえずショートの子も行こう
[1593.840] aruha_0113: www
[1594.051] mumindaniel: そだな
[1594.849] しこたまコアラ: ごめんなぁ
[1594.867] yuzupikon: ｳﾝｯ
[1594.917] (S)hibari_1104: 細客
[1594.936] takitategohann: 延長キメよ
[1595.070] イオリ04: 帰ったw
[1595.304] (S)mussannnn: 行けたよ今
[1595.507] sekuharatandai4: wwww
[1595.763] shoutan1996: 延長しよう
[1595.813] (S)koma_6611: せやで
[1596.204] risutarodesu: すっかり友達です
[1596.363] (S)hirunaruna: ごめんねえ；；
[1596.744] (S)zoba_57: 延長はしません
[1596.953] (S)wanwan_5: 帰っちゃった
[1597.260] siahrip: おい
[1597.354] riz0022: めっちゃ楽しんでます
[1597.434] superkimoiman: ハズレ客
[1597.480] (S)yuu_harugami: それチェンジやない
[1597.490] kenchi0122: どうする?
[1597.529] nano_gr: wwwwwwwwwwww
[1598.290] onzoshi2664: ひやかしやんw
[1598.327] kireazing: 延長してからチェンジできるよ
[1598.449] sigma_187: 行けたよ
[1599.860] ayabe008: 延長はしていいんだよ
[1600.094] mochic4n: 席代たけぇよ
[1601.209] atmgmwgs: そうだね
[1601.728] lemiko0919: 延長しないのとキャストチェンジは違うよ
[1601.889] mameusa: お
[1601.954] hayagriiber: 帰ってら
[1602.260] Hiyori__123: 1回ずつなww
[1602.823] (S)piestmaru: 延長して酒頼む時がチェンジだよ
[1602.947] nanohana20: この客ハズレだろｗ
[1603.809] muu04: はっや
[1603.869] ace1ace1111: 使えるぜ
[1603.934] s_yupi05: おおお
[1603.972] きのこる大明神: 見送りなし
[1604.319] yukimiomochi: 延長いくか
[1604.553] (S)y_htomo10: おおお
[1604.643] しこたまコアラ: おおお！
[1605.034] (S)megenai_suzume: 早いな！
[1605.135] (S)wowzowee: はっや
[1606.238] sigma_187: 延長してからチェンジできるよ
[1606.637] sinkakei: GO
[1606.850] (S)へのへのへのもへじ: 即入店ww
[1606.853] yocchin_2525: 延長して、奢らんかったらええねん！
[1606.920] kotori_10152: ww
[1607.074] risutarodesu: うおおおおおおおお
[1607.474] (S)hibari_1104: 延長はしろｗ
[1607.975] meimeimiko: おおー
[1608.025] kireazing: はっや
[1608.174] ika_poppo_chan: はっや
[1608.422] (S)quuuuis: GO
[1608.649] sachansaikyou: www
[1608.842] (S)zoba_57: きっしょ
[1608.949] ポルボローネ: GO????
[1609.043] sakuraxxkouzuki: めっちゃ細w
[1610.171] michannnnnn1023: wwwwww
[1610.621] unc893: きもいな
[1610.883] mogurara3: ごーwwwwwww
[1610.906] yukkiyoko: wwwww
[1610.956] syoshi0311: ギャンブルして増やさないと！
[1611.752] michiwwwwwwwww: やったー
[1611.900] rxrx2525: きも
[1611.950] (S)ten76558: うぉぉぉぉ
[1613.337] riz0022: わーい！
[1613.444] (S)hirunaruna: あ
[1613.728] ikumin08: りーん
[1614.053] pelican666pp: w
[1614.130] 4runo_moon: 通ってんなぁwwwww
[1614.288] みやてぃー: やめた？
[1614.429] atnb_: 延長してからチェンジできたのにw
[1614.510] yukimiomochi: やっす
[1615.136] (S)tansann_0: GO
[1615.249] (S)zoba_57: おやすみ
[1615.910] kotori_10152: きたあ
[1616.272] onzoshi2664: あ
