[6.359] (S)peho_okok: PopNemo
[25077.385] (S)れのん03: GBCの傭兵って感じで島の貢献に関しては何もしない感じだろうね
[25077.962] (S)みゆ5252: そうだよねw
[25078.727] alphardweskar: 難しいよねwww
[25080.445] (S)tukino_00: あー
[25080.655] naotora3456: ルール多すぎ問題w
[25081.359] ぷつん: そりゃわかんないよねぇ
[25083.480] (S)komachi0715: うむ
[25083.515] (S)chipa_5013: えらいな魔王w
[25084.874] (S)かぉちゃん: 餡
[25095.501] (S)みほまる_: 久しぶり来たし大変そう😂
[25102.988] (S)くうれい: 大型は！
[25104.711] (S)nemuiyoru: 銀行とか？
[25119.663] (S)aaaepoeo: 大型はおけ
[25120.354] (S)ikutarian122: ブースティングのルールはむずそうｗ
[25125.851] (S)はな8910: ブースティングじゃなく、他の犯罪を聞きたいのでは？
[25128.438] (S)くせげーむ: 基本的な犯罪で使っていいか知りたいのではｗ
[25129.536] _ねねね_: 覚えるの大変よね🥺でも覚えようとしてくれてるのね🥺魔王なりに楽しめたらいいね🥺
[25133.800] (S)まろんぬ__: ブースティングじゃなくて犯罪のこと知りたそうw
[25136.126] kagu8g: 大型とか銀行強盗の話じゃなくて？
[25136.409] (S)hehe_kun: 魔王可愛い
[25138.650] ~MISSING_COMMENTER_INFO~: 他の犯罪の話じゃないのかなw
[25142.189] (S)_ぴぴまる: そすさん居たらねえ
[25142.275] mini_gori: ふつーの犯罪のことじゃないw
[25148.470] (S)とらまり: ブースティングじゃなくて犯罪の時の話？
[25150.318] (S)chipa_5013: ブースティングだけじゃなく全体的な話を聞きたいんだろうな、言い方的に
[25153.040] (S)hehe_kun: 教えて欲しいって話になっちゃったw
[25155.979] (S)aaaepoeo: フツーの犯罪じゃなくて？
[25159.516] (S)ららるる0206: ww
[25160.135] (S)kitchan777: 普通の犯罪の事じゃない？
[25161.691] (S)iiiiiikiiik: 全然魔王の話聞かなくて草ｗ
[25163.728] とらまる115: 空き巣しよう
[25168.690] (S)biscuit_oliver10: w
[25170.256] (S)atsumori_pop: 話聞いてあげて・・ｗｗ
[25170.432] (S)みゆ5252: ww
[25170.971] (S)あかさたなやらわ: そんなのあんの！？
[25173.246] (S)aaaepoeo: 普通の犯罪ww
[25175.552] (S)pokorugon: すんくんもやってるんじゃ
[25175.744] (S)ke_rberos: 空き巣ｗｗｗｗｗ
[25176.979] (S)hehe_kun: ボス脳溶けなのです
[25177.012] (S)chipa_5013: でたw
[25177.768] (S)しょぼん_: 車wwww
[25178.434] martal9111: 疲れてる笑
[25184.701] (S)くせげーむ: これは疲れているなｗ
[25186.043] (S)はな8910: ブースティングじゃなくて、他の犯罪の自家用車okか聞きたいのでは？
[25187.096] (S)tukino_00: ボス疲れてるな
[25187.683] ~MISSING_COMMENTER_INFO~: 溶けてるねw
[25189.203] (S)あちゃでぃー: 疲れてるなw
[25193.765] (S)ららるる0206: これは疲れてるw
[25195.373] (S)あいつぉん: やることないよねえ
[25195.574] (S)あいなぁ: 3時からは犯罪出来ないしねー
[25198.400] (S)青崎すみれ: トロトロ
[25200.295] muniman_1: 魔王なんか哀愁漂ってるな
[25204.564] meme_o3o: クリスタルの場所つれてくとか
[25204.771] (S)ten001: 魔王寂しそうw
[25206.238] (S)aaaepoeo: 3時からは犯罪できないから仕方ないね
[25206.510] (S)nenenba3: 魔王が起きてくる時間、もう殆どやる事ないからなぁ
[25208.091] (S)九州しょうゆ: 空き巣はこの時間だめ？
[25209.535] (S)yuiiiiii04: wwww
[25210.046] (S)あいつぉん: wwwwwwww
[25211.084] Miyachi_Bravo: ｗｗｗｗｗｗ
[25212.194] (S)るえん: できた！ないす！
[25213.053] (S)ららるる0206: www
[25215.126] (S)るびぃ0708: wwwwww
[25217.398] enotirab5: 大型と普通の犯罪で使える車聞いてたよ
[25217.939] (S)すゃるち: wwww
[25218.409] (S)しょぼん_: wwwwwwwww
[25219.041] (S)バブみわかりみありけり: 寂しい魔王
[25219.822] (S)jinseimuri: wwwww
[25219.961] (S)_ぴぴまる: www
[25220.047] (S)りりお__: wwwwww
[25221.745] (S)kiara3_55: wwwwww
[25222.122] (S)ピン汰: wwwwww
[25223.059] (S)あいつぉん: いや、きいてたよちゃんとwwww
[25223.112] (S)rhythmout: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[25223.357] (S)hidarime003: gocchaWww
[25223.558] (S)あいなぁ: wwwwww
[25224.468] (S)garakee: ｗｗｗｗ
[25224.993] (S)tm_171717: wwww
[25225.244] (S)みいひょん: wwwww
[25225.485] くみのプーさん: wwwww
[25225.562] (S)ムムタソ: 車の使い分けだよw
[25225.685] (S)いとあ: www
[25225.982] (S)tukino_00: www
[25226.031] (S)ちゃんちゃんちゃん753: wwwwww
[25226.291] (S)るえん: ｗｗｗ
[25226.766] (S)milky_herb_candy: wwwww
[25227.202] (S)なおみみ: wwwwww
[25227.477] (S)atsumori_pop: ブースティング教えてくれとは言ってねえ・・ｗｗｗ
[25228.047] (S)くせげーむ: ｗｗｗ
[25230.010] (S)あちゃでぃー: 理解力低下してますw
[25231.250] manrikiking: 今は爆発させて欲しかったw
[25234.743] (S)あーさん__: 𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀
[25235.911] (S)あーみゃ2525: ちょっとズレてたね
[25236.948] shin_1930: うむ
[25241.202] (S)あかさたなやらわ: うむ
[25243.036] (S)garakee: うむ
[25243.383] こはるぅ: 餡カラ攻められない+手伝ってはグッパイが一方的に得じゃない？餡は他から攻めてほしいなら
[25244.340] (S)_ふるる_: 犯罪に使う車についてだね
[25245.023] (S)はな8910: もう疲れてるじゃんw
[25249.336] 201utsunomiya: 察したｗ
[25250.202] (S)デクだよ: うむ
[25252.180] (S)ららるる0206: www
[25252.332] (S)hehe_kun: ボスも魔王も可愛いです
[25253.645] (S)yukichi1222: 普段の犯罪の話なんだよねw
[25254.843] あもしえる: wwwwww
[25255.920] (S)くた_: うむ
[25259.730] shisabaray: 犯罪に使う車の話ねｗｗｗ
[25260.774] muniman_1: なんでこんな哀愁漂ってるの笑
[25261.081] (S)ichisanniiroku: うむ
[25264.451] (S)あいつぉん: ww
[25264.651] はなうさまる: 魔王優しいな〜
[25264.677] gkbn413: 魔王まさか白市民？？笑
[25264.700] (S)野苺: 強盗や大型の車は自家用車OKか？とは聞いてたけどww
[25266.209] shin_1930: 産む？
[25267.604] (S)なおみみ: ボスお疲れで頭の回転がw
[25267.632] oyakoDon38: カジノ
[25269.541] (S)maicha1212: 魔王いっぱい起きてきて欲しいなぁ
[25272.405] (S)mamiiiiiiiiinco: gocchaLove
[25275.216] (S)いとあ: クリスタル
[25276.843] (S)あいつぉん: 魔王がおきたいなら 
[25277.529] (S)こよい__: 起きてくれたら嬉しいねぇ
[25280.382] (S)nemuiyoru: 麻雀、カジノ、サバゲー、街ブラ？
[25281.372] (S)yuiiiiii04: お、早起きしてくれるの ？ 
[25281.583] (S)くた_: 我起きてきてくれて嬉しい
[25281.804] (S)ららるる0206: それは嬉しい 
[25281.941] (S)hidarime003: 魔王おきる!
[25282.376] (S)_ぴぴまる: 嬉しい 
[25282.936] (S)わかめ__777: gocchaLove
[25283.171] (S)ちゃんぴ30: 魔王と
[25283.208] (S)あさ_0017_: クリスタルは今のところ足りてるのかな
[25286.045] とぅるお: 魔王にクリスタルあげれるからな
[25287.147] (S)ピン汰: 魔王起きてくれるの嬉しい 
[25290.596] (S)みほまる_: いま魔力足りてる感じ？
[25292.197] (S)ちゃんぴ30: 魔王と街ブラ
[25294.405] (S)h2tua: 街ブラ面白そうw
[25298.210] そよカゼ: 何この空気w
[25298.541] naotora3456: 餡で遊びたいのはあるよね
[25299.971] (S)あいつぉん: 魔力とりすぎてもねー
[25304.085] (S)biscuit_oliver10: 息抜きに街ブラか
[25307.981] (S)あいつぉん: うむっ
[25308.558] (S)くた_: うむ
[25308.786] (S)みゆ5252: うむ！
[25309.220] (S)maicha1212: なんかないかなぁ
[25309.867] (S)atsumori_pop: うむ
[25310.937] (S)だーまめ: うむ
[25310.965] (S)hidarime003: 街ブラデート 
[25311.876] (S)デクだよ: うむ
[25313.369] (S)あかさたなやらわ: おきるも暇なときこんな感じだよね
[25313.421] (S)ららるる0206: うむ！
[25313.582] (S)tukino_00: うむ
[25313.596] とぅるお: うむ
[25313.654] (S)ankosan0375: うむ
[25315.151] (S)野苺: うむ
[25318.718] (S)わかめ__777: うむ！
[25320.846] (S)とらまり: クリスタル一緒に取りに！
[25321.690] tsubada19: 見に行くか
[25322.303] (S)ichisanniiroku: うむ
[25324.152] (S)あいつぉん: おー 
[25327.435] (S)ららるる0206: おー
[25328.773] (S)ピン汰: おおおお
[25328.932] (S)しろくも3: おー
[25328.961] (S)_ぴぴまる: おお
[25334.466] (S)わかめ__777: おおおお
[25338.347] (S)あさ_0017_: 黒服の魔王きたー！！
[25342.476] さぶおー: まし、ろとかもあるからか
[25344.578] (S)チェリー0201: 大丈夫か？うさぎさんいるのに
[25345.196] (S)くた_: うむ
[25345.936] unagiinu012: 金落とすか手伝うか迷ってる？www
[25346.048] (S)ke_rberos: 客としてきたいんじゃｗ
[25347.423] (S)チル110011: うさぎさんか
[25347.663] りお210: 客でもええんやで。。
[25348.095] ムジナりんね: じゃあ来れないかw
[25348.327] (S)tukino_00: どっちでくるんだろうなwww
[25348.547] (S)るびぃ0708: 客になりたいかな？www
[25349.215] (S)みすたぁ801: イベント制ね
[25349.507] (S)くせげーむ: うむ
[25351.734] (S)yuiiiiii04: 何を言ってるかあれだけどキャバは客じゃなくていいの？w
[25354.525] (S)くうれい: BMCはとりあえず１日かｗ
[25354.746] (S)maicha1212: なんとマニュアルもあります
[25356.424] (S)_ぴぴまる: なんか分からないけどましまし客で来たいよなww
[25358.569] nakajima0105: え？！？！？！
[25360.146] (S)とびうお30匹: 不定期開催的な？？
[25360.912] (S)hehe_kun: 魂はダブルワークです
[25363.412] (S)あいつぉん: 客としてきたっていいww
[25365.214] (S)ららるる0206: どっち側で起きるか迷ってるw
[25373.172] (S)h2tua: あーそういうことかw
[25375.238] (S)くた_: 7？
[25376.106] temagakakaru: 魔王で出勤するかましろで貢ぐかｗｗ
[25383.189] こはるぅ: 10日に1回で券を回収したらいいw
[25390.887] (S)ららるる0206: 推すか働くかww
[25391.616] (S)あちゃでぃー: やさしいw
[25395.228] (S)マドリディスタ: 週1とか2とか曜日決めてもいい気がする
[25395.351] (S)いとあ: ましろで貢いでくれた方がええかww
[25397.151] (S)tukino_00: 優しい
[25402.549] (S)わかめ__777: 貢ぎにきてくれていいよwww
[25407.035] akiaki1109: gocchaLove
[25407.263] (S)ﾊﾑﾀﾛｻﾝ: 反響次第だね
[25407.414] (S)yuiiiiii04: 魔王のホスト楽しみ 
[25408.847] (S)みゆ5252: gocchaLove
[25410.097] naz0308: 全員揃うの難しそー
[25411.703] (S)ららるる0206: gocchaLove￼ 
[25412.410] (S)くた_: うむ
[25414.337] (S)ピン汰: 嬉しい 
[25414.785] (S)デクだよ: wwww
[25415.580] (S)atsumori_pop: gocchaLove
[25416.080] nick__ski: ましろが来るからｗ
[25416.880] (S)hidarime003: gocchaLove
[25417.458] (S)あかさたなやらわ: ましろでお金落としてくだちい
[25419.885] (S)kiara3_55: gocchaLove
[25422.513] tosaken_010: ホスト似合いすぎるか
[25424.965] (S)patu0329: たぶんリクエストくるだろうなぁ
[25428.405] saikoro_koro_koro: もう一個のほうが助かるｗｗ
[25428.653] (S)maicha1212: 魔王好きだわwwww
[25432.006] れおれあ: 魔王、白市民パス取れば？笑笑
[25433.960] (S)ペにやん0901: 魔王人気ありそーw
[25441.042] (S)あいつぉん: たしかにそうねえ
[25441.324] (S)ららるる0206: www
[25442.742] (S)kitchan777: 白市民魔王w
[25445.648] (S)だーまめ: いいタイミングだった
[25446.077] dattekare_panjyan: 我じゃなくて俺なんだw
[25447.146] さぶおー: いいねｗ
[25449.582] (S)ららるる0206: ホストの客か
[25450.668] (S)しょぼん_: 確かに！
[25450.691] (S)みけてん: ホストやるならねw
[25451.257] (S)みゆ5252: たしかに！
[25452.204] (S)あかさたなやらわ: うむ
[25452.338] (S)あーみゃ2525: たしかに
[25452.715] (S)あちゃでぃー: 確かにw
[25454.499] (S)_ぴぴまる: たしかに
[25454.738] (S)しろくも3: 魔王人気ありそうだなー
[25454.988] (S)tukino_00: たしかに
[25456.608] the_devil_m: いいね
[25458.059] (S)maicha1212: 着替えとかもね
[25458.148] さぶおー: 俺もね
[25459.068] (S)ピン汰: 魔王えらい！！
[25459.293] (S)あいつぉん: 白市民と関わりあるのは助かるね 
[25462.236] (S)kiara3_55: 白市民に売り込みがんばれー！
[25463.295] (S)くた_: うむ
[25466.189] (S)しょぼん_: かわいいw
[25467.223] (S)るえん: おお～！！
[25469.048] (S)あいつぉん: いいね！
[25469.854] (S)明日は晴れかな: 宣伝する魔王えらい
[25471.236] (S)あかさたなやらわ: おしゃ
[25471.257] (S)_ぴぴまる: かわちいww
[25471.406] (S)ららるる0206: かわいい
[25471.960] (S)夜食はお茶漬け: かっこいいｗ
[25472.859] (S)みゆ5252: gocchaLove
[25473.421] (S)しろくも3: かわいいwww
[25473.427] (S)だーまめ: うむ
[25473.518] (S)zowee55: カッコイイ！！
[25475.100] happeacehal05: うむ！
[25475.365] (S)ケロるん: うむ
[25476.873] (S)hehe_kun: かわいい
[25477.173] そよカゼ: かわよ
[25478.841] flower_happin027: キャバの時ましろ先生来ないかな？
[25479.036] (S)デクだよ: かっこいい
[25479.453] のあ3: いってくる！
[25480.260] __とうふ__: うむ！
[25480.593] そーりー: かわいい
[25480.819] (S)あいつぉん: 可愛いwwww
[25481.312] (S)hidarime003: 良き 
[25482.152] (S)お散歩隊長: うむかわゆ
[25482.252] (S)nanashi3774: かっこいい
[25482.291] 斑目るる: 行動力の化身...！
[25482.861] (S)るえん: かわいいねぇ
[25483.417] (S)tm_171717: かわいいwwww
[25483.663] kayachim12: いってくるかわいい
[25484.104] (S)ららるる0206: gocchaLove￼ 
[25484.327] (S)yaminabe_yummy: かわいい
[25484.471] akiaki1109: w w
[25485.007] (S)しょぼん_: 自慢してて可愛いw
[25486.167] (S)patu0329: 魔王もかわいいw
[25486.385] sheied: かわい
[25486.410] さなちゃん__: かわいいww
[25486.789] akiaki1109: うむ
[25486.832] (S)くせげーむ: ｗｗｗ
[25487.009] (S)tukino_00: かわいい
[25487.178] (S)nanashi3774: いってらっしゃーい
[25487.392] (S)くた_: かわいいねw
[25488.162] (S)hatchi_88: かわいいね
[25488.206] (S)デクだよ: かわいい
[25488.208] (S)なおみみ: 可愛いねww
[25488.352] (S)ひちゃそ: かわいい
[25488.415] (S)maicha1212: かわいい
[25488.477] (S)あちゃでぃー: ｗｗｗ
[25488.527] (S)_ぴぴまる: 可愛いw
[25488.618] (S)あいつぉん: ねー、かわいいww
[25488.726] (S)ペにやん0901: Ww
[25488.849] (S)ユイぴ: 魔王かわちい
[25488.883] (S)kiara3_55: かわいい 
[25489.038] (S)あいなぁ: 可愛い
[25489.091] (S)みゆ5252: かわいい 
[25489.204] (S)atsumori_pop: かーわいいｗ
[25489.822] (S)twmonitor: ホイールが魔族っぽかったｗ
[25490.138] (S)まぁﾁｬﾝ: コミュニケーションwwwwww
[25490.212] (S)makaron0807: かわいいねえ
[25490.232] nick__ski: うむ
[25490.557] (S)こよい__: うむ
[25491.169] (S)わかめ__777: かわいいい
[25492.502] (S)かぉちゃん: かわいwwwww
[25492.707] (S)ゆっぽむ: かわいいねw
[25492.871] (S)ms35f: かわいいねｗｗ
[25493.478] (S)yabancha: 街知り尽くしてるなぁ
[25493.590] (S)青崎すみれ: かわいい
[25493.600] (S)kitchan777: うみ
[25493.735] (S)みけてん: 魔王かわいいwww
[25494.774] tsubada19: めちゃくちゃ可愛いw
[25494.920] (S)ピン汰: 可愛い 
[25495.419] (S)みゃみゅみょん: かわちぃw
[25495.473] (S)るびぃ0708: うむ
[25495.660] (S)darumario: かわいい！
[25495.955] (S)silk_yun: かわいいね
[25496.410] (S)九州しょうゆ: うむ
[25496.851] (S)miwa_jesee: 魔王人気がでるのがもう予測できるw
[25497.345] alphardweskar: www
[25497.446] (S)_真琴_: 癒しだわw
[25497.563] (S)しろくも3: かわいいーーwww
[25498.245] (S)あいなぁ: みんな可愛い
[25498.794] (S)tukino_00: みんな見せに来るよね かわい
[25499.367] (S)たつみん: かわいい！
[25499.631] (S)お散歩隊長: みんな可愛い
[25500.746] 桃鬼777: 可愛いな魔王ww
[25501.913] (S)かぉちゃん: うむかわいいw
[25502.581] __とうふ__: 餡のメンバーたちみんなかわいいとこある
[25503.718] (S)uutannn: ボスの好きな犬だねw
[25505.317] mini_gori: ちょっと皇帝感あるんよなぁw
[25505.603] (S)ankosan0375: かわちい
[25506.153] (S)わかめ__777: 魔王はかわいい
[25506.736] rush00001: かわいいな
[25510.258] たくま12345: 木曜どうなってるか楽しみ〜
[25511.704] さなちゃん__: みんな見せに来るのかわいいw
[25512.732] (S)maicha1212: しかし餡ブレラには新人入らんね
[25513.746] こはるぅ: ブースティング教えてじゃないしボスとお話ししたかったんじゃ？w
[25515.227] (S)ﾊﾑﾀﾛｻﾝ: どんなコミュニケーションとるのか気になるｗ
[25517.454] (S)しぃ茶: VFってもう行ったんだっけ？ｗ
[25517.822] the_devil_m: かっこいいしかわいい
[25518.132] (S)あかさたなやらわ: 3時以降一番暇をもて余してるよボス
[25519.434] (S)ららるる0206: やーと静かになったww
[25522.219] tanabata25252: 薬の島は地域貢券で取りにいくの？
[25522.468] (S)九州しょうゆ: 大人しめのワンちゃんみたい
[25522.755] (S)hidarime003: 働く魔王 
[25524.576] (S)デクだよ: 今日も雀荘コース？ww
[25525.302] (S)とびうお30匹: 入った時もうちょっとヤバいような気がしたけど気のせいか
[25526.498] (S)しろくも3: 癒し枠な魔王www
[25531.625] tekomaru_55: あ
[25535.930] (S)あいつぉん: 暇だったんちゃうwww
[25536.437] (S)zowee55: あ
[25538.151] __とうふ__: あ
[25539.758] (S)ワイズ911: ブースティングの話じゃなくて、各々の犯罪に盗難車自家用車のどっちが使えるかってことだと思う
[25541.742] (S)シヨンたん: あw
[25541.869] momiko12345: あ
[25542.211] (S)atsumori_pop: うむ
[25542.615] (S)メロ_02: ｴｩ？
[25543.296] (S)ららるる0206: あ
[25544.970] (S)にらたまさん: gocchaWww
[25546.523] (S)biscuit_oliver10: その話はもうやめようw
[25547.718] (S)わかめ__777: あ
[25548.216] (S)sasugashota0209: えぅ？
[25548.757] dattekare_panjyan: ええやろ別にもう終わったんやから
[25550.857] (S)ムムタソ: 自家用の使い時を知りたかった
[25551.130] いかたこ: まあまあw
[25552.701] (S)あいつぉん: んー？ww
[25553.499] (S)hehe_kun: そ、そだね
[25555.063] (S)あかさたなやらわ: ｴｩ？
[25555.602] (S)ペにやん0901: まぁまぁ
[25557.380] kenken9622: もう終わったのにw
[25557.855] (S)バブみわかりみありけり: まあまあ
[25559.248] __とうふ__: 一旦その話やめようか
[25559.962] raimu_love: 普通の犯罪に
[25561.607] alphardweskar: もうええてw
[25562.386] (S)あちゃでぃー: えぅ🤡
[25563.333] (S)pokorugon: gocchaLove
[25563.458] (S)しょぼん_: wwww
[25565.488] (S)maicha1212: 終わった話しだよ wwww
[25567.253] (S)夜食はお茶漬け: ｗｗｗｗ
[25567.471] (S)みゆ5252: www
[25568.785] (S)はな8910: 終わった話だ
[25568.998] (S)なおみみ: wwwwww
[25569.113] (S)ﾊﾑﾀﾛｻﾝ: エゥ？
[25569.454] (S)hayato09228810: そんな気が僕もした
[25570.433] (S)あいつぉん: 本人それだけって言ってたしよくないwwww
[25570.510] (S)ららるる0206: www
[25570.625] (S)atsumori_pop: 🤡ｴｳ
[25571.749] (S)rhythmout: まぁまぁ
[25571.937] (S)あいなぁ: アレルギーもでるってw
[25572.177] 201utsunomiya: 過ぎたことは
[25572.754] (S)dolphin_1_: まあまあまあまあｗ
[25573.430] さぶおー: まあまあまあまあ
[25573.793] (S)しぃ茶: 各犯罪で、どの車が使えるかだったねｗ
[25574.111] (S)はづきちゃん: まあ確かに聞いてたけどww
[25574.778] (S)みゆ5252: まあまあ
[25574.944] いかたこ: すぎた話や!w
[25575.390] あもしえる: ええて
[25575.555] korelof: 今後聞く言うてたから気にせんで良いでしょ
[25575.727] akiaki1109: この時間にできることないか？ってことかな 
[25575.932] (S)このか_024: もうええやん•́ω•̀)?
[25576.050] tekomaru_55: まあまあまあまあ
[25576.317] (S)なおみみ: まーまーまー
[25576.619] (S)ペにやん0901: えぅ？
[25576.735] (S)わかめ__777: まあまあw
[25577.155] (S)こよい__: 分からなかったらまた聞いてくるよｗｗ
[25577.296] (S)pokorugon: くすけぇ 
[25577.302] momiko12345: えぅ？
[25577.310] (S)darumario: まあまあまあまあ
[25577.529] mini_gori: えぅ？わかるよ
[25578.275] (S)みゃみゅみょん: まーまーまーまー
[25578.276] (S)ピン汰: gocchaWww
[25579.152] (S)ムムタソ: 言うじゃん
[25579.749] (S)ke_rberos: 疲れてるｗｗｗ
[25579.913] enotirab5: 今日は頑張ったよほんとうに
[25579.976] (S)yukichi1222: 犯罪者全般のルールの勉強してたんだろうね
[25579.996] (S)yu006: ぶれすゆー
[25580.386] (S)hidarime003: ｴｩ!
[25580.417] (S)ららるる0206: また後で聞くでしょ
[25580.606] yuzimorioka: 銀行とかコンビニとかの強盗？
[25580.807] (S)メロ_02: 🤡ｲｳｼﾞｬﾝ
[25580.973] (S)いとあ: ボスと遊びたそうではあったけどもう終わった話しや
[25581.227] (S)九州しょうゆ: まーまーまー
[25583.028] (S)バブみわかりみありけり: すぎたことだ
[25583.539] (S)野苺: まあまあまあまあw
[25584.829] shin_1930: お気持ちアレルギー？
[25585.516] nero197575: お前らは魔王じゃねえんだよ
[25585.617] akiaki1109: そうね
[25587.428] (S)atsumori_pop: 🤡ﾜｶﾙﾖ
[25587.794] (S)naonari: まぁまた教えれば良い
[25588.197] (S)みゆ5252: うんうん
[25588.946] __とうふ__: 🤡えぅ
[25590.832] (S)patu0329: うんうん
[25593.446] (S)ペにやん0901: うんうん
[25593.610] (S)くた_: 実践あるのみ
[25596.247] (S)野苺: うむうむ
[25598.192] (S)るえん: ｗｗ
[25599.164] Miyachi_Bravo: 今日もう疲れてるからｗｗｗ
[25599.406] (S)patu0329: 同意
[25599.519] (S)ペにやん0901: ぷり
[25599.603] mini_gori: 間違えたっていい
[25600.241] (S)あちゃでぃー: 聞いてって言ったのにｗｗｗ
[25600.394] (S)kiara3_55: 魔王もその時に聞くって言ってたしね
[25600.502] (S)ワイズ911: まぁまぁw
[25602.283] (S)あいつぉん: わからなかったらまた聞けばいい 
[25602.877] kagu8g: ボスもお疲れなんだ 
[25605.078] (S)ららるる0206: ww
[25608.867] (S)みけてん: 結果実践あるのみだから
[25612.376] (S)patu0329: 一旦読むけど
[25612.403] (S)あねむ: gocchaLove
[25613.070] pirori__: 一緒にやるときでええんよな
[25616.795] lunar00_: りえるの時もそうだったねw
[25618.114] (S)春雨前線: でも結局それが一番応用きくんだよねえ
[25618.737] (S)patu0329: お疲れ様です
[25619.531] (S)あいつぉん: お疲れ様ね 
[25620.068] (S)るえん: おつかれさまです 
[25621.187] __とうふ__: 何言ってるか分からないけど、市長にも六法読まないタイプって言われてたしね
[25622.009] (S)hehe_kun: ボスお疲れ様です
[25622.066] (S)みゆ5252: お疲れ様です
[25625.036] (S)pokorugon: にゃんこの声に聞こえた 
[25625.265] (S)お散歩隊長: お疲れ様です
[25626.121] (S)makaron0807: 犯罪は那須くんが教えてくれるよww
[25626.917] (S)かぉちゃん: ぼしゅもゆっくり休んでねー！
[25627.096] (S)九州しょうゆ: お疲れ様です
[25628.332] (S)ペにやん0901: 一旦お疲れ様です 
[25628.986] (S)ららるる0206: 本当にお疲れ様です
[25629.046] (S)milky_herb_candy: お疲れ様です
[25629.412] (S)わかめ__777: おつかれさま
[25629.460] (S)あいつぉん: ゆっくり休んでおくれw
[25629.495] (S)kiara3_55: お疲れ様です 
[25630.184] (S)yaminabe_yummy: お疲れ様です
[25631.288] (S)maicha1212: 大丈夫？
[25631.457] (S)シヨンたん: もうぱちぱちない？
[25631.490] (S)はな8910: 今日犯罪したっけ？って位他が濃かった
[25632.882] (S)このか_024: お疲れ様です
[25633.182] (S)thegorira: 卒業の時も説明書みなかったの？
[25634.713] こはるぅ: ボスが考えるグッパイとの同盟の利点は？
[25634.935] (S)お散歩隊長: gocchaLove
[25634.947] (S)yukichi1222: 犯罪に一緒に行くようになれば自然と覚えるよね
[25635.263] (S)zowee55: gocchaLove
[25637.043] (S)みこ03: お疲れ様 
[25637.219] (S)ムムタソ: キャバは完成？
[25637.720] (S)しろくも3: お疲れ様です本当に
[25637.949] __とうふ__: ゆっくりお休みしてください
[25638.021] souken_rush: 今日濃かったなぁ
[25640.925] alphardweskar: お疲れ様よほんと
[25646.070] (S)atsumori_pop: しょうじと遊んでただけなのに・・
[25646.264] (S)みゃみゅみょん: お疲れ様
[25647.366] (S)みゆ5252: 高カロリーだった
[25648.230] (S)darumario: お疲れ様です
[25652.488] ウリム: ボスは、れむちゃんといっしょにねてるの？
[25658.337] (S)uutannn: 東京楽しんで
[25663.290] (S)かりん_86: ボスの体調だけが心配
[25665.797] (S)お湯さん2533: ここ1.2ヶ月マジで濃い
[25669.999] (S)あいつぉん: 考えることいっぱいだねえ
[25671.343] (S)0ovalentaino0: わざとプリズン行ってチルしてたのに怒涛だったね笑
[25676.956] tanabata25252: 地域貢券強すぎるか
[25683.062] (S)hidarime003: 夏！BBQ！カブト虫！
[25689.576] こはるぅ: ほぼ毎日劇団ｗ
[25695.259] (S)デクだよ: ぼしゅおやすみ〜
[25697.126] (S)あちゃでぃー: プリズンチルしたかっただけなのに 
[25701.624] mamo0_0: 魔王が今日の街ブラによってホストに太客連れてきたらおもろいなぁw
[25702.559] (S)maicha1212: 同盟組んだーってマック色んな人にいうだろうねw
[25702.622] (S)patu0329: もう寝たっていい👌
[25707.164] (S)あいつぉん: チル 
[25707.165] れおれあ: 見事に赤色になった瞬間、電話がきて濃い時間を楽しめましたw
[25714.247] (S)atsumori_pop: 年末クリスマスあたりはヘリで爆散カエル飛びするぐらいチルだったのに
[25714.280] (S)makaron0807: 来週には、キャバの準備が進むといいねえ
[25725.303] (S)くた_: お疲れ様です 
[25725.808] (S)ikutarian122: 30分で終わったプリズンチル
[25726.055] (S)biscuit_oliver10: 今年はまたクワガタ捕りあるかなーw
[25728.573] (S)みゆ5252: 今日もいっぱい笑ったぁ
[25729.612] (S)ピン汰: Cheer1000 Cheer1000 色々お疲れ様でした 
[25732.446] (S)ちゃんぴ30: Iris、868、マダラ電話こなかったね
[25738.349] (S)patu0329: 心無きめっちゃ通る〜
[25738.844] (S)kiara3_55: gocchaLove
[25741.110] akiaki1109: ないび 
[25741.284] (S)あいつぉん: ないび 
[25742.295] (S)みゆ5252: gocchaLove
[25749.691] (S)このか_024: ないび 
[25750.325] (S)hidarime003: ナイスビッツです 
[25753.967] (S)るえん: gocchaLove
[25754.759] (S)ペにやん0901: gocchaLove
[25769.712] (S)よるべに: 同盟って言っても島関係だけですよね？
[25769.741] (S)ららるる0206: かれんちゃんだ
[25773.062] (S)hehe_kun: wwwwww
[25775.069] (S)ms35f: かれぴかｗｗ
[25775.497] vanquire_: ｗｗｗｗｗｗｗｗｗｗｗｗ
[25776.365] (S)ららるる0206: ww
[25778.143] (S)みゆ5252: www
[25778.883] (S)こよい__: wwwwww
[25779.000] (S)ペにやん0901: まま？
[25779.825] さなちゃん__: www
[25780.120] (S)ピン汰: www
