[1.988] 哀れな人の子: radaoTrain
[5770.463] ひのした: radaoKitya
[5770.472] (S)uw_azu_wu: radaoKitya
[5770.564] (S)key_1950: あすれ？
[5772.352] shiba_ou: ！
[5772.373] shinon218: っしゃぁぁぁ
[5772.463] amechiya: きちゃあ
[5772.500] anzuuu_23: きちゃぁぁああああぁあ
[5772.502] kuronekosaaaan: きちゃあああああああ
[5772.508] 鉛筆びー: うおおおおおおおおおお！
[5772.510] (S)tommyy_0430: ごるふ？
[5772.517] tkmof: おお？
[5772.572] morizodazo: ありがとう!!!!
[5772.580] sirokuro_yuuki: きちゃああああああああああ
[5772.581] kittyrxxy: きちゃあ
[5772.593] (S)poncho_popo: チキンレース?
[5772.598] (S)tora25_22: やったぁ！！
[5772.659] haru1486: スマブラ
[5772.779] harugasaku: wwwwwwww
[5772.972] omoti1208: きちゃぁぁぁぁ！！！！
[5772.980] 酢橘: マイクラかスプラみたい！
[5773.039] tukareta15: スマブラみたいなー
[5773.078] aruto_33: おおおおお！！！！！
[5773.094] にこぱん: きちゃぁぁぁぁぁぁ！！！！！！！
[5773.165] suima131: やったぁ！！！！！！
[5773.186] 光龍: うおおおおおおおおお
[5773.194] kinako_kun: うおおおおおおお
[5773.211] pepeyan: マイクラ？
[5773.220] tomatotto_: ゆったぁぁぁぁぁぁぁ
[5773.285] nodoka111: やたぁぁ
[5773.305] SUMAsuuumaaa: この感じおもろい
[5773.457] amo_0723: おおおおおおおおおおおおおおおお
[5773.484] しかくのさんかく: まじでいってる？
[5775.400] wpj575: それはそう
[5775.430] haru_anura: wwwwwww
[5775.594] yonimaru_: きちゃあああああああああああ
[5775.617] kapi_0411: やったぁー！！
[5775.620] gonsuke796: 青鬼！
[5775.621] nonoha_111: お！！！！！
[5775.623] しがー: お？
[5775.656] sachan_606: うおおおおおおおおおおおお
[5775.778] アマノジャクだよ: うおおおおおおおおお
[5775.802] aika_0317: やったー！
[5775.822] aoao_san: 楽しくなってきたあ！！！
[5775.962] たまごかけごはんさん: ゴルフする？
[5775.982] miuta_aruru: カワセの扱いwwww
[5776.011] tmakaronn: おおおおお、、
[5776.194] ずーふり: スマブラ？
[5776.217] anzuuu_23: やたぁぁぁ！！！！！
[5776.261] ken18790: ゴルフイット
[5776.416] (S)yoichimu: radaoKitya
[5776.424] (S)haaayatee: radaoKitya
[5776.492] pepeyan: スプラ？
[5776.497] 8分19秒: スマブラ起動しろおい
[5776.616] (S)sutolaba: やったぁ！！
[5776.645] yuria____: うおおおおおお
[5776.743] さばっとっと: ホントだよwwwww
[5776.927] jun_ju_jun: radaoKitya
[5776.931] さばあいす: やったー！
[5777.344] kotonoha039: 駆け引き始まってるなww
[5777.349] (S)n4m3ko: Phasmophobia
[5777.368] harusame1209: 三次会きちゃぁぁぁぁ！
[5777.373] (S)ほのぼの: radaoKitya
[5777.457] (S)kagemoegi81: ねぇまた生活リズム壊れるwww
[5777.494] todome28: やたー
[5777.539] gguzuta: ᐠ( ᐛ )ᐟﾔｯﾀｱｱｱｱｱｱｱｱｱｱｱｱ
[5777.559] えるーにゃ: まじ？？？？？！！！
[5777.570] 4lpxy: radaoKitya
[5777.571] せきつい: マイクラじゃない？
[5777.599] onisuzumea: きちぁーーーーーー
[5777.608] (S)NORI25252: うるせぇ行こう！
[5777.764] ｿﾙﾄ: やったああああ
[5777.790] (S)しょこら25: おおおおおお
[5777.815] ウォシュレット最高: たしかにw
[5777.871] sjindoa: wwwwww
[5779.045] takoyaki01414: ふぁすもふぉびあやろう
[5779.069] ーももー: ゴルフ？
[5779.081] ベリー_: やったぁ！
[5779.088] karinn0323: スマブラいくぞーーー
[5779.106] nonoha_111: やろおおおおおお！
[5779.252] rijri_d: リスナー逃げるってまじ！？
[5779.260] arufortonisei: うぉぉぉぉ
[5779.288] 97peanut: マイクラアスレチック
[5779.292] tkmof: まじか
[5779.322] nekohakase_2525: radaoKitya
[5779.419] (S)dojango_87: radaoKitya
[5779.487] amo_0723: おおおおおおおお
[5779.615] shiro_0814: エンドラ？
[5779.654] (S)鳥野郎の蘭: やったーーー！！！！
[5779.688] uziro0836: お
[5779.768] (S)suiha_7: それはそう
[5779.807] monokuro_muu: ヤッタァぁぁ
[5779.815] (S)mimi_fuwa1489: スマブラしたい
[5779.822] 年中頭痛: おおおおおおお
[5779.851] kuuhaku417: radaoKitya
[5779.862] kanon_nnn: radaoKitya
[5780.000] you_min0611: スマブラ来ちゃー！
[5780.028] タダクニ: スマッシュブラザース
[5780.177] まりるー: かたん？
[5780.244] mizuno0624: え
[5780.244] ドコサヘキサエン: ！？
[5780.283] kapu_seru: 青鬼？
[5780.391] きりふみ: きちゃぁぁぁぁ！！！！！！
[5780.539] sunomono8: おおおおお
[5780.640] (S)jima922: radaoKitya
[5780.710] Oozora96: おおおお
[5780.744] rk_ne4rl: カタン！？
[5780.763] (S)mosu_834: radaoKitya
[5780.775] soumen652: 三次会きちゃ！
[5780.829] yu__0402: かわせよんでカタンやるかー
[5780.858] ranbosann: カタンやる？
[5780.866] myuu2001: radaoKitya
[5782.098] otakeraisu: やったぁああああああああああああ
[5782.117] つなまる: え
[5782.162] こうか: カタンやるの？ｗｗｗｗ
[5782.179] wpj575: お
[5782.264] (S)スパーズ: radaoKitya
[5782.324] tomatotto_: やったぁぁぁぁぁぁぁぁぁああ
[5782.358] たまごかけごはんさん: カワセｗ
[5782.360] (S)ほのぼの: カタン！？
[5782.404] arichiki0602: きたぁぁぁぁぁぁ！！
[5782.415] (S)すぃま: え
[5782.478] (S)maaarimon: カタン!
[5782.532] (S)ra1two: カタンは4人
[5782.580] n_k_shi: おおおおおおおおお！
[5782.585] koukoukoy: 今から！？
[5782.633] (S)ちゃば00: radaoKitya
[5782.721] 五色椿: あ
[5782.746] kanon_nnn: wwwwwww
[5782.757] (S)星空くん: カタン！？
[5782.766] ねねねい: うお！
[5782.787] yuyayayaya: やっっっったああああ
[5782.790] 年中頭痛: きちゃぁ
[5782.804] (S)りゅうのす: え
[5782.894] mitora2916: おおおおお！
[5782.898] ちよび: カタン？！？！！
[5783.051] (S)rinka59: ！？
[5783.180] (S)nnaakkii2: うおおおおお！！！！
[5783.396] (S)akaneko_2232: かたん！？
[5783.405] (S)sutolaba: たしかにwwww
[5783.532] (S)ルディナ: まじかｗｗｗ
[5783.565] (S)mizore_0m0: カタン！？！？！？！？！
[5783.701] minibanbi: カタン！？
[5783.900] WANCHOBI0706: ４
[5783.932] mameta45: www
[5785.119] (S)ナリー19: おおおおおおおおお
[5785.177] duruduru911: やたぁぁぁぁぁ！！！れ
[5785.216] みあたん: カタン！？
[5785.231] きのここ: お
[5785.235] 伊丙カオル: ま！？
[5785.283] taketoke2525: お
[5785.289] nishina___: まじかwwwwww
[5785.301] foxy1003: まさか
[5785.318] mimoru_385: カタン？！
[5785.321] unpolished_stones: カタンはなげぇぞwww
[5785.381] bamubamu615: きちゃああああ
[5785.384] (S)domesuke: カタン？
[5785.419] (S)ずれ: えぐ
[5785.465] (S)アララギ: え？？！！！！
[5785.512] (S)みそチョコ: カタン！？
[5785.746] (S)tora25_22: 今から！？
[5785.844] chocoame: ゴルフ？
[5785.893] かかおしてます: きちゃあああああああああ
[5785.904] (S)edamame0417: おお
[5785.906] (S)mosu_834: radaoKitya
[5785.943] (S)猫又01: radaoKitya
[5786.019] rk_ne4rl: これからカタン？？？？？
[5786.058] ドコサヘキサエン: カタンするの！？
[5786.130] syunta_: かたん！？！
[5786.192] skkmrsaki: お
[5786.207] wakaba1018: お
[5786.232] aoka04: やるんだ笑笑
[5786.264] manatsuyu0719: おおおお
[5786.280] Oozora96: やった
[5786.352] ねねねい: radaoKitya
[5786.721] (S)ゆきとよ: カタン？！
[5786.785] (S)そゆる: radaoKitya
[5786.841] miuta_aruru: カタンするの！？3時間コース！？
[5786.863] nenuidot: カタン
[5786.897] nananananananaaa: きちゃぁぁぁ
[5788.162] たまごかけごはんさん: 勝たん
[5788.264] (S)kouam428: マジ？
[5788.434] Hiraga_Name: マイクラカタン！？
[5788.675] tokoivu1125: え！！！！
[5788.830] kuru053: マイクラカタン？？
[5788.911] ベリー_: きちゃーーーー！
[5788.941] (S)kojimanominato: カワセもっかい呼ぶ？
[5789.098] gotsuhe: カタン！？
[5789.108] nmk0707: いまから！？
[5789.194] hina_hina_2: 4人
[5789.226] chun_taro2004: え！？
[5789.239] (S)nin__zin202: 今からカタン!?
[5789.258] yuimo_1823: まじ！？
[5789.299] うたさゐ: マイクラカタン？
[5789.395] ripen_r: きちゃぁぁぁ
[5789.463] silver_3z: カタン！？
[5789.552] mikanoisiiyoooooo: きちゃぁぁぁ
[5789.606] tumabeko: カタン？( ﾟдﾟ )ｶﾞﾀｶﾞﾀｯ
[5789.649] karinn0323: うおおおおおおおおお
[5789.718] you_min0611: マイクラやろう！
[5789.731] (S)kota0513: カタン？！？！
[5789.777] もねねん: かたんするの！？
[5789.854] くらげてん: カタン
[5789.897] pan_dawa_: マジ
[5789.922] hamati0511: カタンきた
[5789.937] (S)an_do121: おおお？
[5789.964] waon_point: マイクラカタン
[5790.058] 咲虎: おお！
[5790.068] ponta_mido: だよね
[5790.068] ぴあの0429: カタン！？
[5790.543] sobayu120: カタン！？
[5790.553] (S)furutto110: カタン？？
[5790.683] toitoi_526: チキンレース？
[5790.697] (S)woontion0013: 今から？？
[5792.034] irohas_822: ま？
[5792.059] dis_min: w
[5792.116] 8分19秒: えぐ！
[5792.124] (S)bread_3969: カタンはやばい
[5792.141] kainn_1114: カタン！？
[5792.148] namakemono_d: かたんする？
[5792.161] sjindoa: カタン？
[5792.231] WANCHOBI0706: マイクラ方ん
[5792.244] kapu_seru: お
[5792.249] (S)mayu_329: radaoKitya
[5792.388] ruk1q: カタン？
[5792.446] kagura_kiba: お
[5792.491] ホーリー3: カタン？
[5792.508] potate1111: きちゃああああああ
[5792.633] (S)aauauau: カタン！？
[5795.127] ebiebleb1: radaoKitya
[5795.166] (S)yukidaruna: カタン長いぞ！？
[5795.215] あや2003: ゴルフイットみたい
[5795.236] kittyrxxy: カタン！？
[5795.358] aromamoon_: カタン！？
[5795.368] ruk1q: wwwww
[5795.463] (S)drem_chan: カタンやるの！？
[5795.533] (S)kouam428: やばくね？
[5795.576] (S)who_tawn: 今からカタン！？
[5795.600] 俺だよおれ: おっつぅ
[5795.735] (S)yona_0724: カタン？？
[5795.746] (S)鳥野郎の蘭: カタン！？
[5795.807] kuronekosaaaan: カタン！？
[5795.811] suna0056: それはヤバいwwwww
[5795.999] kkanoki: きちゃーーー
[5796.026] (S)moti14925: それはしぬ
[5796.101] honekara: マイクラカタンやる？
[5796.140] たまごかけごはんさん: かたんしかかたん！！！！
[5796.254] kanon_nnn: カタン！？
[5796.406] bbroan: dtnの罪がデカすぎる
[5796.436] おろしポン酢: 日が昇っちゃう
[5796.458] やおにいち: かたん！？
[5796.462] ユゥジサン: まじｗ
[5796.503] (S)sutolaba: カタン！？
[5796.548] (S)スパーズ: 初狩り
[5796.722] merumeru77: 今からカタンマジ？
[5796.797] mina_0327: きたーーーーーーー
[5796.890] mi_tyan0: まじ!?
[5796.942] ta_tago: スプラ
[5796.969] (S)じゅんせぇ: きちゃあああ
[5797.055] YzMnKii: おーーーー
[5797.215] rakku0805: カタン＞
[5797.294] aika_0317: カタンするの？
[5797.301] lara_3o: カタン！？
[5797.377] (S)ちゃつう: カタン？
[5797.429] しがー: カタンきた？
[5797.460] 五色椿: カタン！？！今から？！
[5797.621] (S)あげだし丸: 今からカタン？
[5797.622] (S)M0o0F: カタン？！？！
[5797.693] (S)haaayatee: カタン？
[5797.807] 大宮瑞樹: カタン！？
[5797.823] (S)panndaman1: カタン！？
[5797.825] 和食定食: これからカタンってまじ？？
[5797.852] (S)しょこら25: カタン？
[5799.144] (S)そらじろろろろろ: お
[5799.263] tkmof: カタン！？
[5799.271] neu_rose: 今からカタン！？
[5799.315] アマノジャクだよ: 今からカタンはやばいwwwwwwwwww
[5799.329] みさお婆ちゃん: 時間やばいよ
[5799.357] jun08081031: カタン！？
[5799.363] soumen652: カタンは時間取りまくる
[5799.377] kawaharaya: えっぐ
[5799.469] maguuuuuun: スプラ
[5799.552] anzuuu_23: かたん！？！？！？
[5799.704] yubaharu: wwwwww
[5799.719] (S)Mac1919: 1時間じゃ終わらんぞ
[5799.749] vanilla_621: かたん今からはやばいw
[5799.762] mikan9400: 長時間コースw
[5799.768] (S)マシュマロ: 頭使うのか
[5799.772] 燐だよ: スプラ
[5799.822] pirokasugg: か、かたん！？
[5799.869] shiro_0814: カタン！？
[5799.903] (S)goma35: かわせ君誘お？
[5799.912] (S)ameringoame: カタン？！
[5800.065] (S)an_do121: きちゃ！？？！？！！？
[5800.083] な_を: もしかして今から4時間コース？
[5800.403] (S)らむ麦: カタンはなっがい
[5800.507] (S)iwasbone: しんどそう
[5800.563] (S)lou_0912: カタン！
[5800.823] kuuhaku417: この時間からはしぬぞ
[5800.845] (S)ﾏｲﾁｮ: カタン！？
[5802.215] shiki365: きたああああ
[5802.217] もぎ: 今から？wwww
[5802.224] kyo_kaaa: カタン！？！？！
[5802.246] (S)shima6789: ま？
[5802.250] fuyukeshiki: よっしゃあああああああああああああ
[5802.312] kanzaka_000: 今からカタンやばい
[5802.374] 7むし: カタンきちゃ！？
[5802.404] ranbosann: カタンやろうぜ
[5802.456] myuu2001: カタン！？
[5802.496] cha_ti: カタン…？
[5802.497] ei_ae: カタン！
[5802.508] rona0525: カタン！？
[5802.522] あかましまし: 今からカタン？
[5802.531] no172tio: マイクラカタン…！？
[5802.545] (S)jima922: マイクラ？
[5802.750] 碧威: カタンはきついw
[5802.783] (S)らむねーど: カタンきちゃww
[5802.807] くもおとこ: 死ぬが！？www
[5802.836] なむーる: カタン！？
[5802.872] ウォシュレット最高: スマブラ！！！！
[5802.894] posati_: 初狩り来たな
[5803.011] pepeyan: カタンやるん！？
[5803.053] kaku7293: カタンやるの？！
[5803.066] (S)そゆる: カタンした勝たん！！
[5803.080] seiyou_817: カタン！？
[5803.087] sachan_606: マイクラカタン？
[5803.150] kuru053: 建築伝言？
[5803.257] いりいりこ: カタン！？
[5803.315] mimoru_385: 遠足かな？
[5803.651] おろしポン酢: 深夜カタンはやばそう
[5803.738] aren_crow: 今から…!?
[5803.805] mameko_7: カタン！？w
[5803.827] argon_piz: きちゃ！？
[5803.851] unagipazr: 今から？！
[5803.895] aiyu_12112205: カタン？
[5803.909] (S)sign_c: 今からカタン！？
[5805.296] YzMnKii: きちゃーーーーー
[5805.319] bbroan: かたんかたん
[5805.366] yoshi4949: やばい こっからカタンは....
[5805.501] suima131: カタン！！？！？
[5805.531] dim3820: 死んだな
[5805.672] irohas_822: ow
[5805.717] kaname17ksb: これから2時間？！
[5805.801] (S)_ゆずれもん: マイクラカタン！？
[5805.904] 狂人おかき: まいくらかたんか！？
[5805.940] 年中頭痛: マイクラカタン？
[5805.991] azusamann: カタン？？？！！！？
[5806.010] (S)shame_daia0130: 初狩りくる？
[5806.037] kkanoki: ＯＷ？
[5806.038] honekara: カワセはワンチャンくる
[5806.134] (S)スパーズ: カタンいいね
[5806.158] yamaaaaaa0616: まじ？？？？！！！
[5806.171] 縮緬雑魚: カタンいくのか
[5806.175] ベニマル: これからはえぐいって
[5806.278] koya_cha: wwwwww
[5806.411] 鉛筆びー: カタン！？！？
[5806.472] harugasaku: 今からカタンはえぐい
[5806.708] shuvi_k0627: この時間から！？
[5806.832] rk_ne4rl: カタン死ぬよ
[5806.844] (S)bread_3969: こっからカタン？w
[5806.888] _よーぐる: カタン！？
[5806.921] amo_0723: カタンっ！？
[5806.930] (S)ゆずしろ: 今時間から！？
[5806.968] nmk0707: かたん？！
[5807.079] (S)rinne1221: カタン！？
[5807.102] にこぱん: ま？？
[5807.152] ayunosioyaki0223: 今から！？
[5807.294] (S)moris1013: ぷよてと！？
[5807.387] gguzuta: カタン？
[5807.642] kakeru_0183: カタン！？
[5807.818] 愛の林檎: こっからカタン！？
[5807.864] rin_0505: スプラね
[5807.866] iriss3535: いまからカタン！？！？
[5807.878] (S)tommyy_0430: カタンはきつくない？
[5807.893] すみ14: カタンは長い…
[5809.017] coufuu: 今から！？
[5809.062] yukumero1022: 俺達が死ぬぞ
[5809.095] amadnm: 日が昇るなぁ
[5809.144] mumadoo: カタン！？
[5809.242] kumada111: 仲悪くなっちゃう
[5809.247] あや2003: ゴルフ
[5809.330] sizu7: 建築伝言？？
[5809.338] (S)lou_0912: カタンやろ！
[5809.369] karinn0323: スマブラ！
[5809.565] 朱宇奈: カタンやるの！？
[5809.673] mina_0327: かたんしよ
[5809.757] ひのした: 今から！？
[5809.765] アマノジャクだよ: スプラもやってほしい
[5809.878] samurai0928: やったぁ！！！
[5810.028] 灰白色_: やんの？
[5810.116] toitoi_526: これから3時間4時間コース？
[5810.200] tsuyuki77: かたん？！
[5810.266] yubaharu: カタン？
[5810.278] anzuuu_23: カタンすんの！？！？
[5810.344] (S)にゃなと: 初狩りのらだお始まるぞｗ
[5810.467] harusame0921: マイクラカタン
[5810.501] tanuki_pan: 7人集めよ
[5810.598] もえもん: スプラだよ！
[5810.758] entralll: かたん？
[5810.886] Oozora96: あれは大人数やな
[5810.886] pino_1022: カタン.......
[5810.998] koya_cha: カタン！？
[5811.035] you_min0611: マイクラやるってマジ?
[5811.308] ずーふり: カタンやんの？？
[5811.417] pinapina1003: こっからカタンは死ぬって
[5811.513] kyusm: 今から？！
[5811.638] honekara: マイクラカタンやる？
[5811.859] riraaaaa: 今から？！？！
[5812.109] mr_sword893: 今からカタン？！
[5812.397] ちょーみん: まいくらかたんか？
[5812.594] namakemono_d: 言ってた
[5812.615] nibosichan_0403: 今からかたん？
[5812.616] takoyaki01414: カタンは最後にしてけれ
[5812.616] soumen652: 先に勉強しないと辛そう
[5812.716] nana_om: 今からだとやばいのよw
[5812.829] waon_point: カタンいいねぇ
[5813.298] まおーん: スプラかスマブラ？
[5813.301] momo04152566: ベニ様？！
[5813.366] やおにいち: カタン今からってまじ？？
[5813.398] (S)ﾏｲﾁｮ: カタンは今からはｗｗｗｗｗｗｗｗｗｗｗｗ
[5813.418] えぱああ: 今からカタン？
[5813.479] (S)suiha_7: カタンは寝ちゃう
[5813.522] onisuzumea: カタン
[5813.728] otakeraisu: ありありありあり
[5813.809] nijinora: カタン？！だと？
[5813.850] (S)lou_0912: カタン！
[5813.897] べりさとべりか: かたんまじ？
[5813.902] mazirou: カタン時間すごいぞw
[5813.906] ponta_mido: スマブラ？？？
[5813.939] ーももー: ゴルフ
[5813.967] mimitomimi: カタンいこう
[5814.036] (S)なん69: 今から！！？！？！？！？
[5814.069] 年中頭痛: カタンは2時間笑
[5814.102] manatsuyu0719: カタンみたい
[5814.217] surume_GG: らだお死んじゃう( ；∀；)
[5814.327] (S)夏目信乃: カタンは朝チュン
[5814.431] (S)kota0513: カタンやろ
[5814.656] (S)マシュマロ: 今からカタンしぬwww
[5814.706] aoka04: 今からカタンはえぐい
[5814.719] mafuyu256: 脳死かたんになる
[5814.869] shuvi_k0627: カタンはきつい…
[5815.497] hamati0511: カタン、見たい
[5815.568] (S)てとらぽっと: この時間はやばい
[5815.981] momo04152566: ベニ様？
[5816.216] yuiponzusuki: スプラ？
[5816.219] (S)juuuuuun1: 今からカタンはえぐいw
[5816.251] でにぃ: カタンはやばいってwwwww
[5816.387] 碧威: マイクラ…？
[5816.439] えいぺる: 近く青鬼？
[5816.450] kuru053: カタンは3時間コース
[5816.466] (S)ゆずしろ: カタンちょっとながい
[5816.608] chitose0917: カタンはつらくね
[5816.708] たまごかけごはんさん: カタンしか勝たん！
[5817.281] 0_1_2_7: チャンネル誘う？
[5817.329] karinn0323: 今から？www
[5817.372] iriss3535: カタンはえぐ
[5817.442] rona0525: 今から！！！？？？
[5817.472] minippu_haima: 今からカタン さいこー
[5817.600] (S)chisatooo_87: えんどら討伐いこ
[5817.690] (S)ふぉるお: カタンいこ
[5817.692] otya_warabi: ゴルフ?
[5817.915] にゃいむ: カタンは長いのでは
[5818.158] (S)こぺと: カタンwwwww
[5818.378] tomatotto_: カタン長いよー
[5818.568] mibuxmibu_: カタンやろーぜw
[5818.589] waon_point: カタンやろうぜ
[5818.654] tonkatsu_0413: こっからカタンは2時間コース
[5818.791] honekara: 今から⁉︎
[5818.835] astra_veg: カタンいこ
[5818.895] amearame: 朝までコース確定だな
[5819.292] ドコサヘキサエン: あぶないからね
[5819.337] (S)peroki0531: 深夜カタンはえぐい
[5819.417] momo04152566: ベニ様？！
[5819.429] pan_dawa_: そうだね
[5819.492] (S)Mac1919: 伝言は今から人集めるのきつそう
[5819.505] nenuidot: みたい
[5819.548] 和食定食: 今からカタンはやばいw
[5819.591] (S)らむねーど: かたんきちゃ？？
[5819.714] riraaaaa: カタンはやばい
[5819.838] (S)ほのぼの: 改めてやろ
[5819.899] kuronekosaaaan: 友情築いたのに破壊すんのか...
[5819.924] arupasomaso: ゴルフイット
[5819.943] ぱるぱふ: こっからカタンはえぐい
[5820.051] mugicha_sandesu: かたんやろ！？
[5820.165] cogetaoyu: こっからカタンいくぞぉぉぉぉぉぉぉぉぉぉぉ
[5820.310] jun_ju_jun: 今からカタンえぐそうww
[5820.392] いる1023: なが
[5820.531] ウォシュレット最高: wwwwwwwww
[5820.753] (S)きっこまん: エンドラいこ
[5820.755] nibosichan_0403: 今からカタンはきつい
[5820.877] 4101212: マイクラアスレ
[5821.128] ei_ae: カタン見たい
[5821.524] haru1486: スマブラスマブラ
[5821.557] sjindoa: いまからかたんはきついよ
[5821.592] sakura_03_: 今からはやばそうw
[5821.677] (S)roro_131: いいね
[5821.808] Oozora96: すぷら
[5821.817] yanderere_0325: ゴルフ？
[5821.874] inakano_tako: 今から時間かかる
[5821.909] (S)犬ﾚ: カタンはきついよ
[5822.014] (S)an_do121: あー
[5822.024] そおお: ごるふ？
[5822.252] (S)drem_chan: いまから人呼ぶか
[5822.255] anzuuu_23: マイクラカタン！？
[5822.265] からす_4110: まさのりちゃと合流？
[5822.633] kotonoha039: 頭使うわ
[5822.653] tsuyuki77: カタンは頭爆発する
[5822.714] mikumiku_ru: 今からカタンはやめよう
[5822.973] 五色椿: 今からカタンは沼よ
[5823.224] (S)roy_rag: カタンは絶対脳死なりそー
[5823.256] あや2003: ゴルフイット
[5823.413] (S)鳥野郎の蘭: カタンはやばいw
[5823.423] 嵯峨蘭丸: しんどいぞ？？？
[5823.431] yanke021: カタンはもうなのよ
[5823.438] (S)furutto110: かたんは脳が死んじゃうよ
[5823.446] nenuidot: カタンいこ
[5823.454] ぱるぱふ: やめろ
[5823.548] (S)mizore_0m0: エンドラ討伐ｗ
[5823.625] かがりごまだれ: エンドラ討伐？
[5823.636] しえん__: let's go‼︎‼︎
[5823.664] mizuno0624: ３時間コースやぞ
[5823.684] いよかんちょこ: カタン！？！？！！今から！？！？
[5823.867] Toga_Bx: 今からカタン？？？？？
[5824.148] sizu7: 視聴者ありで青鬼ごっこ？
[5824.189] (S)jima922: カタン？
[5824.332] you_min0611: マイクラやるってマジ？
[5824.361] syuria10y09: カタンは頭がふわふわだと…w
[5824.415] m0g018: カタン！？
[5824.547] (S)藤之助: 建築
[5824.578] tomatotto_: カタンは長い
[5824.580] (S)アララギ: エンドラ、、、、
[5824.753] hamati0511: カタンにしよ
[5824.814] (S)わらびモち: 2時間はかかるよ？？
[5824.857] (S)raynidayooo: ま？
[5825.373] boookaaan: 視聴者も死ぬ
[5825.469] mira_889: ゴルフいくぞーー
[5825.651] pepeyan: 頭使うで笑
[5825.860] ーももー: カタンながい
[5825.868] irohanipopet0: こっからカタンやばいww
[5825.970] sakiritu: カタンはやばい
[5826.064] 碧威: カタン結構ピッタリだけどね…??
[5826.077] coufuu: カタンはえぐい
[5826.085] (S)NORI25252: ゴルフやろ
[5826.484] bamubamu615: カタンはやばいぞ
[5826.588] (S)ほのぼの: あ
[5826.684] puddingmaster02: エンドラ行くぞおおおお
[5826.706] yasino1504: wwwww
[5826.804] takoyaki01414: ファズもフォビアやろう
[5826.807] hima_norita: あ
[5826.826] たいやっき: 今から面白そうやけどかたんは死にそうw
[5826.883] samurai0928: カタンいいね
[5826.996] ruu_ha: あ
[5827.024] Oozora96: あれ
[5827.066] ｿﾙﾄ: アスレチック！
[5827.100] yanderere_0325: ゴルフしよ
[5827.131] manatsuyu0719: 楽しみ
[5827.136] (S)unavele_nobu: ここからカタンは重たいｗｗｗ
[5827.164] ken18790: まさのりさんの二次会ないの？
[5827.306] amo_0723: カタン？
[5827.517] (S)ortho_0: カタンいくべ!
[5827.623] (S)スパーズ: カタン
[5827.742] (S)nostalgic8451: ごるふ？
[5827.772] (S)tora25_22: マイクラ！？
[5827.802] harusame1209: 4.5時コース？
[5827.915] 8分19秒: ぶいすぽー
[5828.397] kyo_kaaa: カタンはきついんよ
[5828.404] (S)Ichigo_Strawberry15: あ
[5828.407] haruto412: まさか？
[5828.426] ミッシぇる: やたー
[5828.622] (S)an_do121: wwww
[5828.639] surume_GG: @4する？
[5828.652] (S)tommyy_0430: ギアさん呼ぶ？
[5828.681] ta_tago: 逃げ？
[5828.689] karinn0323: スマブラいくぞーーー
[5828.815] ch0colatepumpkin: カタンは本当に6時なるぞww
[5828.858] cogetaoyu: 明日休みだぞ！
[5828.900] l___haru___l: カタンいこーー
[5829.073] naonaokio: スマブラ
[5829.088] いのりさん: ランク？
[5829.367] kaku7293: エンドラ討伐？
[5829.462] (S)ふちてゃん: エンドラ？
[5829.507] 狂人おかき: ゴッフィーでもいいぞ
[5829.586] (S)nyakku0720: カタンやるか
[5829.617] (S)猫又01: カタン？
[5829.666] (S)maaarimon: 逃げるの????
[5829.690] soumen0305: あ
[5829.888] waon_point: カワセ呼ぶ?
[5829.925] (S)suiha_7: ゴルフイット
[5830.140] ぱるぱふ: ゴルフ！
[5830.324] happasan88: ゴルフとか？
[5830.368] ひかでぇーん: カタンは流石に寝る
[5830.449] (S)monoqlo4696: じゃあカタン
[5830.459] nishina___: カタンは死ぬww
[5830.502] kinote3: ほらげー
[5830.532] しろわにさん: ゴルフ
[5830.576] (S)haruu_603: お？
[5830.925] lewis_craine: 初狩り？
[5830.941] (S)みそチョコ: あ
[5830.957] kapu_seru: カタンは脳死
[5830.974] みとまろ: そうね
[5831.087] WANCHOBI0706: マイクラカタン
[5831.164] yoshi4949: golf
[5831.178] ベニマル: ゴルフやろ
[5831.195] honekara: 今からカタンはえぐい
[5831.203] (S)ほのぼの: 逃げる？
[5831.211] みさお婆ちゃん: www
[5831.306] yuusoccer24: まさのりさんから呼ばれてなかった？
[5831.362] ruk1q: エンドラRTA
[5831.475] かがりごまだれ: あぁ
[5831.524] (S)すぃま: アスレ？
[5831.615] 燐だよ: あ
[5832.226] しかくのさんかく: また今度やろ
[5832.356] (S)sasasa_kama: わーい
[5832.371] (S)moti14925: ゴルフしかなくね？
[5832.398] tsu_ca_sa: ゴルフやろ！！
[5832.414] aoka04: ゴルフ
[5832.440] teralia398: カタンいーなー
[5832.441] sumikko_ai: 脳死にそう
[5832.549] thanks_039: ゴルフ
[5832.576] しえん__: カタン！
[5832.628] (S)furutto110: ごるふ？
[5832.685] syu_0317: マイクラ討伐？
[5832.690] ari120515: 逃げ！？
[5832.698] ふわたん: ゴルフしよか
[5832.861] sjindoa: つぎがある
[5833.235] (S)mimi_fuwa1489: スマブラ
[5833.350] (S)akaneko_2232: おっとぉ
[5833.375] ワタスですわ: 逃げるwwwww
[5833.430] asaborake0408: マイクラでなんか？
[5833.432] (S)slt_silk: ゴルフきちゃう？
[5833.440] (S)rinka59: あ
[5833.494] omoti1208: wwwwww
[5833.495] haru_anura: あ
[5833.510] (S)peroki0531: マイクラサバイバルいいんじゃない？
[5833.519] kittyrxxy: ゴルフイット
