[4.490] Pear10257: O̤̮K̤̮で̤̮ー̤̮す̤̮
[4484.335] 神崎立夏: ぴえん
[4484.607] (S)yu__0316: 魔法大丈夫？
[4486.398] harou_momiji: 石３金３じゃね
[4488.703] kaziki_1213: らっでぃは育ちがいいねぇ
[4490.486] よわぷりん: うききまてないってまじ？
[4492.367] nikkouak: うききまてないってまじ？
[4492.577] tatsumaru_3100: だからゴミ袋マンなんだよ
[4493.614] いのりさん: 石3金3
[4494.488] 夢現: オレンジ必須
[4497.706] (S)461kuma: ぴえん
[4499.800] oisu_ois: ぐしけん？
[4500.831] morimori_0000: 🥺
[4501.612] サカ単: うききまてないってまじ？
[4501.873] yakiudooon: キュアは神アイテム
[4502.397] 神崎立夏: キュアらっだぁ
[4504.898] 1__matsu: うききまてないってまじ？
[4505.096] りゅい: むしゃむしゃww
[4506.236] kaziki_1213: うききまてないってまじ？
[4506.760] aono_kasisu: 記憶力おじいちゃんか？
[4506.858] (S)kujirai___: おじいちゃん
[4508.930] yuu118: 配信気づくの遅れた最悪〜
[4509.430] micha23214: ダークネスは？
[4510.389] 月無水2420: うききまてないってまじ？
[4510.770] (S)れんれむ: おじいちゃん
[4510.872] (S)torikko_: おじいちゃん！？
[4511.883] (S)izumi_0520: おじいちゃん？
[4513.656] スプラザコ: ポーション強いよ
[4513.932] (S)metoronoomu: おじいちゃん？
[4513.974] himokata: おじいちゃん
[4514.749] 夢現: 乞食の考え
[4516.740] myutanto2525: おじいちゃん
[4517.415] 五色椿: うききみよna
[4518.563] メープルなフロスト: わこらだ遅れた
[4518.652] (S)takenokoooo__: キュアらっでぃだもんね
[4518.842] (S)zabuton5mai: おじいちゃん
[4519.037] よわぷりん: あげねーよ
[4519.127] awakuri: 松明
[4519.760] gray_q2: おじいちゃん！？
[4520.190] nerikondapan: 選択肢ｗｗ
[4520.210] ray_0216: おじいちゃん
[4521.036] aono_kasisu: 歯
[4521.192] (S)lv_0_: おじいちゃん？
[4521.411] (S)ベに: おじいちゃん
[4521.506] anne00ume: おじいちゃん！？
[4522.626] rikorikor: おじいちゃん
[4523.508] (S)いぞんしょうちゃん: 歳ってこわいね
[4524.764] (S)takenokoooo__: 乞食じじい
[4525.236] kio_uoxou: おじいちゃん……
[4525.788] りゅい: もう歳なんだよ
[4525.982] danon0613: おじいちゃん
[4525.994] (S)n_emu_: おじいちゃん！？
[4527.739] いのりさん: 乞食
[4527.799] (S)yu__0316: 死ぬな…
[4529.461] lohdtda: この配信残る？
[4530.249] 碧威: おじいちゃん､､､
[4532.093] (S)ちゃば00: 介護
[4532.352] bouningen1: 高齢だから
[4532.590] 五色椿: おじいちゃん・・
[4533.489] gray_q2: 老いたな…
[4533.549] よわぷりん: はよホーリー
[4537.822] roze1412: 剣士さん？？
[4538.398] shin2958: お前ががんばれ
[4538.717] bucket_niwatori: おじいさん…
[4539.648] (S)ronelyboy: radaoTariki
[4540.250] ranmaru_dmps: 乞食
[4540.801] ビーキュー: 剣ふれや
[4540.819] (S)takenokoooo__: おじいちゃんしっかりして…
[4550.573] mizupe_528: わこらだ
[4552.098] (S)zero_gram77: 住職すんな
[4556.012] (S)ryo_ngz: 世代交代
[4556.584] よわぷりん: お
[4558.312] kaziki_1213: おじいちゃん…老人ホーム行こ？
[4559.129] (S)mazirou: せめて否定してくれ
[4559.962] 夢現: おじいちゃん…！
[4561.248] (S)byakuya_557: はやくね？
[4561.670] (S)haruu2525: おいじじい
[4563.098] スプラザコ: 会社つくろうぜ
[4564.134] matutu0420: プルスウルトラしてけ
[4564.718] lohdtda: おじちゃん！
[4566.517] いのりさん: おじいちゃん…
[4566.754] bucket_niwatori: 戦えおじいちゃん
[4567.147] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[4567.348] よわぷりん: お○よ？
[4567.364] (S)debuff_o__: 納得
[4567.559] (S)umeumeboshi: そして眼を積む
[4568.124] hima_norita: おじいちゃん…;;
[4568.899] Ichigoore0110: おじいちゃん？
[4569.403] りゅい: ふーん
[4570.042] るっこらら: はやくね？
[4570.700] (S)izumi_0520: ；；
[4570.745] ばかおーれ: 押しつけか……
[4571.137] roze1412: ？
[4571.455] sino_3: 消えるのか…
[4571.528] nerikondapan: 何歳ですか?
[4572.331] kaziki_1213: らっだぁ最近否定しなくなったな
[4572.640] ヴァリオレッドゼノン: 引退か……
[4572.834] 神崎立夏: 若い芽は潰すんじゃなかったの？
[4574.015] (S)umbrella_3373: おじいちゃん…
[4574.403] (S)zyaga_b: 若手育成ですか？？
[4574.633] ray_0216: 引退？
[4575.652] (S)mintochanncha: おじいちゃん？
[4575.920] (S)ringoame___0412: ひかないで
[4576.254] shin2958: らっでぃも旧世代か
[4576.625] nari1005: 引退か～
[4576.886] あきぬこ: 引退か……
[4577.258] okasi_tabetai: 今までありがとう
[4577.262] watashida1: 業務委託よ
[4577.613] waiyaiyu_wai_yui: まだ舞える
[4578.075] (S)みどふぃ: らっだぁやめんなよ
[4578.083] (S)yuuuma_s: そこは否定してほしい
[4578.371] (S)byakuya_557: いや、はやいやろ
[4578.512] 紅天狗: まだはやい
[4578.654] (S)n_emu_: 引退？
[4579.158] (S)ろひくん: 企画カレンダーおじさん
[4579.905] (S)skylark_25: 悲しいこと言うなよ
[4580.177] ねこたろー: さよなら…
[4580.418] (S)いぞんしょうちゃん: あー
[4580.667] yuna_aaaaaaaaa: あー
[4580.674] べるみ: やめないでくれ
[4580.945] 五色椿: 引退するの？
[4581.155] kio_uoxou: 引退か
[4581.315] (S)hi_oyu: 引退か
[4581.985] (S)はくとうさゆ: おじじ？
[4582.227] (S)outinoyami: もう引退かぁ…
[4582.466] hibiki325: 引退かぁ
[4582.658] (S)n_emu_: まだはやい
[4583.278] (S)lv_0_: 引退か
[4583.524] himokata: やめんなよ
[4583.561] (S)ryo_ngz: あ
[4583.700] (S)しかくのさんかく: ；；
[4583.753] nyantono0930: まだ舞える
[4583.833] kio_uoxou: 今までありがとう
[4583.897] (S)Camellia_SSBU: 自惚れんな
[4584.133] (S)カプチーノ2: あ
[4584.321] (S)matchamochi117: それ自分で言っちゃだめ
[4585.197] karintou_painappuru: らだおは時代遅れ
[4585.438] (S)koukoukoy: あ
[4585.470] りゅい: 2代目らっだぁはおいよさんだよな!!!!
[4585.747] ray_0216: 化石になるのか……
[4585.903] しろみそ: 今までありがとうな…
[4586.315] narua_kiyo: 今までありがとう
[4586.415] (S)雪華0830: 引退かぁー
[4587.122] (S)ボンレスブス: 運営解散の次はらっだぁ引退か・・・
[4587.281] sorabosi: 引退か
[4587.387] 月無水2420: 引退？
[4587.761] (S)魔神モマン: おまえはこれからやであ
[4587.965] (S)kujirai___: 青鬼ごっこも相続するのか…
[4588.113] (S)のぴ_: それ言うとかっこ悪いよ
[4588.617] るっこらら: 引退匂わせないで？
[4588.645] (S)mintochanncha: 引退かぁ〜
[4588.748] pimoon_15: 引退かぁ
[4589.596] lohdtda: らっだぁさん好き！
[4590.102] (S)kinononki: 引き時わかってるなら人から肉とるなよ
[4590.384] 碧威: 引退､､､；；
[4590.437] (S)ゆずしろ: 引退か
[4590.589] edamame010: でも若い芽詰むんでしょ
[4590.608] bon_sai: 生きる化石として働くんだよ
[4590.626] りゅい: 引退かー
[4591.306] あめのさま: 引退かぁ
[4591.474] (S)takenokoooo__: もう引退か…
[4591.940] sinikun420707: じいじ？
[4592.802] (S)zabuton5mai: ありがとう
[4592.960] (S)metoronoomu: いつまでもしがみついていろ
[4593.565] kaede0521: 今までありがとうな
[4594.001] _まぐ_: 7.8年青鬼にしがみつく男
[4594.477] ダクト飯宮殿: ;;
[4595.108] h20323: radaoBikkuri
[4595.130] (S)outinoyami: 今までありがとうございまいした。
[4595.306] aze1228: 引退おめでとう...
[4595.384] (S)hazuki_153: お疲れ様
[4595.394] (S)かみらちゃん: あと１０年はしてな
[4595.595] himokata: 後20年ぐらい
[4596.394] kio_uoxou: ダサない？
[4596.603] (S)kuru053: ぽまえまだ20代じゃないのかよ
[4596.951] aono_kasisu: 事実だろ
[4597.838] (S)ryo_ngz: 滋賀？
[4597.848] shin2958: 滋賀?
[4598.160] gray_q2: らっでぃは不死身でしょ？
[4599.215] (S)mazirou: JKだって信じてたのに
[4599.517] れしぃと: 今までありがとう
[4599.817] らのか: 引退; ;
[4600.071] (S)独炎レイト2525: 若い芽は潰すとかなんとか
[4600.859] まぐやた: 引退匂わせ？？
[4600.939] (S)mikan_san: ぽまえの口から直接でた言葉だぞ
[4601.231] (S)kujirai___: 滋賀
[4601.631] (S)ろひくん: 滋賀？
[4602.451] Ichigoore0110: 今までありがとう
[4602.980] (S)みどふぃ: お雨はまだまだだろ
[4602.989] rikorikor: 滋賀
[4603.103] (S)torikko_: その通りだろ
[4603.154] (S)いぞんしょうちゃん: ww
[4604.356] zo_0910: 引退かぁ〜
[4604.597] うめた: らっだぁ今までありがとう
[4605.105] (S)lv_0_: 滋賀
[4605.304] yui_sumomaru: 滋賀？
[4605.402] kaziki_1213: 滋賀？
[4605.667] (S)zyaga_b: 滋賀？
[4605.798] りゅい: 滋賀
[4606.301] 柏木きゅうり: 滋賀？
[4608.646] (S)umbrella_3373: 滋賀？
[4608.951] rikorikor: 琵琶湖
[4609.402] (S)しかくのさんかく: 滋賀
[4609.426] よわぷりん: 匿名希望でマイクラの未来任されたのにな
[4609.631] (S)れんれむ: 滋賀？
[4610.213] aono_kasisu: 死｢やぁ｣
[4610.428] r0_0Ru_ruru: 滋賀
[4610.645] (S)n_emu_: 滋賀？
[4610.700] (S)metoronoomu: 滋賀？
[4611.143] (S)arumame: 滋賀？
[4611.946] tonton_0110: 滋賀？
[4612.195] (S)461kuma: 滋賀？
[4612.239] (S)aono_202: 滋賀？
[4612.972] あきぬこ: 滋賀ん
[4613.197] taiseiyounokami: らっだぁ運営やめるの？
[4613.387] らのか: 滋賀？
[4613.606] kio_uoxou: 滋賀？
[4613.611] (S)fukumegane: 滋賀？
[4614.339] (S)mameinu_: 滋賀？
[4614.689] gray_q2: 滋賀…？
[4615.439] ysch717: 佐賀？？
[4615.753] りもものうち: 滋賀？
[4615.950] りおりんご: 蘇生まだですか
[4616.013] matutu0420: 滋賀行かずに自粛しろ
[4616.526] ぐーーん: 佐賀
[4616.950] 碧威: 滋賀？
[4617.180] (S)karasu57: 滋賀？
[4617.190] okasi_tabetai: 滋賀さん？
[4617.863] (S)mintochanncha: 滋賀？
[4618.552] rikorikor: 滋賀
[4618.807] はちのこ: らっだぁさん今までありがとうございました！次の職場も頑張ってください。
[4619.770] pimoon_15: 滋賀？
[4619.999] yuna_aaaaaaaaa: 滋賀
[4620.517] main94: 滋賀？
[4620.553] aimnpp: 滋賀
[4620.554] noga_892: 滋賀
[4620.818] (S)kiri_girisu: 滋賀？
[4620.842] sorabosi: 滋賀？
[4622.067] danon0613: 滋賀？
[4622.627] りゅい: そう
[4622.725] (S)ゔぁあ: 滋賀？
[4622.962] いのりさん: レストアは+じゃないとキツい
[4624.082] (S)debuff_o__: そうw
[4624.872] (S)_えゐ_: 滋賀県くんちゃんたそさん！？
[4626.740] りゅい: そうそう
[4627.996] (S)mikan_san: 千葉滋賀佐賀
[4629.134] awakuri: 死が急速に迫ってくる？
[4631.032] (S)attomaku_rito: 滋賀県
[4631.397] elm095: 滋賀
[4632.866] shinana_: 滋賀バカにした？？？
[4633.432] うどんめん: 次はホワイトだといいね
[4634.013] らのか: そうw?
[4634.097] (S)雪華0830: 滋賀？
[4635.605] rikorikor: 琵琶湖
[4636.548] aru____77: 滋賀
[4636.764] simarinrin: 琵琶湖？
[4637.033] 夢現: まだ
[4637.902] (S)_えゐ_: もうした
[4639.462] anne00ume: わこらだ
[4640.151] bucket_niwatori: らっでぃまだjkじゃん()
[4641.201] elm095: 滋賀？
[4648.481] よわぷりん: 匿名希望でマイクラの未来任されたのに引退？
[4648.669] りゅい: JK
[4652.409] (S)raama_03_16: わこらだ
[4652.996] いのりさん: まだコア出てないぞ
[4653.987] aze1228: ぽまえのことは3日くらいは忘れないよ
[4655.282] ysch717: 滋賀千葉佐賀
[4656.348] karintou_painappuru: おじいちゃんは青鬼大好きだなー
[4664.437] りゅい: A
[4671.219] いのりさん: 金の剣使え
[4673.338] aono_kasisu: 停電きた
[4673.914] りゅい: はっ
[4674.051] gray_q2: そんなに声出るなら置いてないよ…
[4677.299] zo_0910: ラーメンズ
[4678.824] いのりさん: まだだよ
[4683.849] さゃ: 金剣使おうね
[4684.041] (S)Camellia_SSBU: 金つかえ
[4684.265] りゅい: 金の剣使え
[4684.276] tonton_0110: はいー
[4692.828] deccslomp: 気持固いね
[4692.882] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[4693.120] あきぬこ: 金の剣は？
[4694.071] (S)pannnakottajp: 金の剣つかえ
[4694.535] minto13579: 硬いね
[4695.597] りゅい: 金の件つかえ
[4699.194] (S)36maru: 剣
[4702.666] himokata: 硬い
[4702.913] (S)torikko_: 金見える？
[4705.551] りゅい: 金の剣使えよwwww
[4706.378] nari1005: いけよ
[4707.245] 月無水2420: なんで金剣使わないの
[4709.892] nari1005: ちきんな
[4709.969] rikorikor: 金の剣を使えよ
[4710.473] いのりさん: ウイッチはもともと硬い
[4710.917] りゅい: おお
[4716.106] ねこたろー: 鉄の剣にしても硬い気がするね
[4720.015] karintou_painappuru: らっだぁが強くなればいい
[4721.588] 柏木きゅうり: ぱぉ
[4723.187] (S)izumi_0520: おお
[4724.399] (S)mazirou: 不安しかない
[4724.879] mist_3: なんで鉄剣？
[4727.900] aono_kasisu: 前世の記憶？
[4731.755] nerikondapan: 不安になる
[4738.435] kaziki_1213: らっだぁが憑いてるとか逆に心配しかない
[4738.753] (S)torikko_: できねえよ
[4741.685] いのりさん: 泥舟に乗った気分
[4743.112] (S)metoronoomu: 不安の塊
[4743.195] dorakota: お前が置けや
[4747.381] watashida1: それが不安なんだよ
[4747.872] (S)maro_72: 泥舟だね
[4748.537] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→ https://twitch.amazon.com/prime
[4749.026] bouningen1: お前じゃ不安しかない
[4751.418] りゅい: 不安
[4752.628] (S)かみらちゃん: し
[4755.607] (S)独炎レイト2525: 不安の塊
[4756.242] (S)_えゐ_: 滋賀
[4756.699] (S)mazirou: 紫外線
[4756.988] (S)mizuno0624: SHI!
[4757.842] deccslomp: ４
[4758.076] (S)ゐそやん: 4
[4758.709] mizikayo: 滋賀
[4759.444] (S)pannnakottajp: 滋賀？
[4759.664] (S)kujirai___: 滋賀
[4759.687] (S)yuuuma_s: 滋賀？
[4759.850] 月無水2420: 滋賀
[4760.040] (S)ろひくん: 滋賀
[4760.128] よわぷりん: やっと自立したと思ったらまだはいはいだったか
[4760.404] minto13579: 滋賀でｔNe
[4761.324] (S)をきう: 滋賀
[4761.524] (S)ocha179: ４
[4761.562] (S)shapu_meg: 滋賀
[4761.772] tuki_kage556: 滋賀？
[4762.040] (S)kaomodi22: 滋賀
[4762.160] shin2958: 滋賀?
[4762.180] (S)ぴーよよよ: 滋賀
[4763.055] (S)mizuno0624: 滋賀
[4763.170] mugityoko_08: 滋賀
[4763.715] rikorikor: 滋賀
[4763.858] (S)mozuku_3: 滋賀
[4764.786] (S)ryo_ngz: 死っ！！
[4764.958] (S)れんれむ: 滋賀？
[4765.058] (S)aono_202: 滋賀
[4765.070] (S)lv_0_: 滋賀
[4765.377] nikkouak: 滋賀？
[4765.465] 碧威: 滋賀？
[4766.176] (S)saisai_tmc: 滋賀
[4766.436] りゅい: Ⅳ
[4767.066] robot252525_: 滋賀
[4767.126] (S)sjindoa: 滋賀？
[4767.656] okasi_tabetai: 滋賀？
[4767.885] いのりさん: 滋賀
[4767.956] styleofdeps: 4
[4768.102] (S)36maru: 滋賀
[4768.488] (S)n_emu_: 滋賀
[4768.746] dorakota: 滋賀さん！？
[4768.884] (S)takenokoooo__: 滋賀
[4768.977] (S)ringoame___0412: 結局滋賀
[4769.153] 夢現: 千葉滋賀佐賀
[4769.208] tonton_0110: 滋賀
[4769.341] 神崎立夏: シガー
[4769.541] 柏木きゅうり: 滋賀？
[4769.744] kaziki_1213: 滋！賀↓
[4769.949] (S)kiri_girisu: 滋賀
[4769.973] bucket_niwatori: 滋賀
[4770.580] (S)torikko_: 滋賀県民ブチ切れ
[4770.853] (S)ゆずしろ: 滋賀？
[4771.059] (S)karasu57: 滋賀？
[4771.171] (S)kuru053: 滋賀
[4771.289] (S)ワタメル0324: 滋賀？
[4771.312] 五色椿: 滋賀？
[4771.510] bouningen1: 滋賀
[4771.864] りゅい: 4
[4772.041] noga_892: 滋賀
[4772.479] r0_0Ru_ruru: 滋賀
[4772.797] mugitixya: 滋賀
[4772.993] (S)arneb257: 滋賀？
[4773.355] (S)umbrella_3373: 滋賀行きたいの？
[4773.569] e_w_n_s: 滋賀？
[4773.574] Ichigoore0110: 滋賀？
[4774.124] (S)metoronoomu: 滋っっ賀
[4774.414] ijyu3947: SH GA
[4775.188] なのね: 滋賀
[4775.416] (S)0itimaru: 滋賀
[4775.636] (S)syuga__: 滋賀
[4775.785] (S)461kuma: 滋賀
[4776.032] あきぬこ: 誰か
[4776.242] aono_kasisu: 滋賀
[4776.458] yuna_aaaaaaaaa: 滋賀
[4777.615] 巡1: 琵琶湖に敬礼して
[4777.912] らのか: 滋賀？
[4778.068] gray_q2: 滋賀………？
[4778.916] lohdtda: し！！！が！
[4778.984] rikorikor: 全力で滋賀と叫ぶ男
[4780.137] (S)ngdvl: 滋賀
[4780.580] りゅい: ④
[4781.084] たそかれん: 滋賀？
[4782.520] nari1005: 他力本願
[4782.569] ~MISSING_COMMENTER_INFO~: Shhhhhh
[4782.719] うどんめん: 滋賀るな
[4783.841] (S)雪華0830: 滋賀
[4785.023] aono_kasisu: ぽまえが働け
[4785.074] (S)haruu2525: 千葉？
[4785.935] nikkouak: 千葉ッ！滋賀ッ！佐賀ッ！
[4787.342] 五色椿: おまえもやで
[4788.733] (S)menecchi: 滋賀?
[4788.924] (S)さおりん_: 滋賀
[4788.940] shinana_: やっぱり滋賀バカにしてるんか？？？
[4789.629] bon_sai: 弓か
[4789.863] maroooooo_n: 滋賀に浮気しないで
[4791.443] (S)na_mo: radaoTariki
[4791.965] りゅい: ぽまえ本当に滋賀好きだな
[4792.157] 神崎立夏: 檀家やしな
[4797.300] kaziki_1213: お前も含まれてるぞ
[4797.815] matutu0420: 滋賀行かずに自粛しろってばよ
[4797.903] karintou_painappuru: 働いた人が損するんだよ。
[4798.590] bucket_niwatori: おまいう
[4799.289] (S)yukinakomochi: 琵琶湖行きたいの？
[4800.017] (S)maro_72: 脳筋しかいないやん
[4800.653] (S)ここああああ: 死が急速に迫ってくる瞬間が一番性を実感する
[4800.881] (S)36maru: radaoTariki
[4801.164] (S)byakuya_557: おい
[4801.578] dorakota: 他↑力↓本願
[4801.997] (S)takenokoooo__: お前もやぞ
[4802.548] (S)mazirou: びびりさんですか？
[4802.752] りゅい: お前に似たんだよ
[4802.918] (S)karasu57: radaoTariki
[4803.494] himokata: おまいう
[4804.319] river_1805: 滋賀？
[4804.478] (S)rascal_techonol: 弟子たちか
[4807.383] gray_q2: 自分でやらんとな(＾ω＾)
[4807.451] (S)みどふぃ: 滋賀？
[4807.629] sinisbi: お前もやん
[4808.259] minto13579: 他力本願寺住職多いね
[4808.588] (S)mayu1222: radaoTariki
[4809.088] novel_sky_taku: radaoHonganzi
[4809.776] (S)oshibori_sappou: radaoZiriki
[4810.510] (S)1003_barbara: リスナーは生主に似るからな
[4815.982] 夢現: MP上限あげとけ
[4818.506] 神崎立夏: 袈裟www
[4819.287] bon_sai: ぽまえの檀家たちだからな
[4821.217] (S)bunchaan: 米加減 subscribed at Tier 1. They've subscribed for 7 months! 
[4827.582] 五色椿: おい
[4828.395] dorakota: ミュート
[4829.596] りおりんご: 蘇生？
[4830.256] (S)かみらちゃん: キョロキョロ
[4832.593] aono_kasisu: チェストはあげれない
[4839.562] 五色椿: すっごいｗ
[4840.865] aono_kasisu: うっさ
[4841.512] rikorikor: なつい
[4842.096] (S)mazirou: www
[4843.240] namiki_: すごいｗｗ
[4843.784] saayu3132: あなたはいつでもキョロキヨロ
[4843.952] りゅい: ラムちゃん!!!!
[4844.054] (S)torikko_: ミュ
[4844.122] shin2958: うっさw
[4844.482] (S)ameneko3: すっご( ꒪꒑̰꒪)
[4844.502] 46_kulo: うるさ
[4845.042] (S)mizuno0624: めっちゃいるｗｗ
[4846.167] (S)neyuki135: やばwww
[4846.197] nerikondapan: ｗｗｗｗ
[4846.987] hibiki325: うっさｗｗ
[4847.013] himokata: チェストはあげません
[4847.031] (S)_えゐ_: やば
[4847.168] part2_2: 大混戦
[4847.611] (S)ryo_ngz: うっさ
[4847.890] 碧威: すごw
[4847.951] 夢現: 無双ゲーで草
[4848.435] (S)karasu57: あなたはいつでもキョロキョロ
[4849.673] あきぬこ: 湧きやばいな
[4849.890] kaziki_1213: うっさ
[4850.086] (S)izumi_0520: 草
[4850.210] narua_kiyo: ミュート
[4850.346] minto13579: やば
[4850.413] main94: うっさ
[4850.478] 巡1: ぽまえがナンバーワン
[4850.578] 神崎立夏: だっちゃ
[4850.823] (S)byakuya_557: 密やん
[4850.830] (S)ぬこが好き: ぽまえの声でぞわぞわした
[4852.353] (S)かみらちゃん: うるさ
[4852.953] ikaryakun: ラムさん！？！？！？！？！？！！？？！？！？？
[4853.391] burukuremu: うっさ
[4853.393] ban_anarchy: うっさ
[4853.603] りゅい: うっさ
[4853.613] (S)lv_0_: うっさ
[4854.717] (S)shapu_meg: めっちゃ死んでる
[4855.229] (S)_はた_: おじさんの声うるさい
[4855.509] (S)そまる: 音がww
[4855.941] (S)pannnakottajp: 集合体恐怖症のひとヤバいやつ
[4856.550] rikorikor: うっさ
[4856.703] mugitixya: うっさ
[4857.229] (S)Unininini114: うっさ
[4857.309] (S)しかくのさんかく: うっさ
[4857.505] (S)metoronoomu: うっさ
[4857.696] (S)zyaga_b: うっさ
[4857.726] (S)1003_barbara: うっさ
[4857.731] himokata: うっさ
[4857.905] (S)amairot: うっさ
[4858.179] tonton_0110: うっさ
[4858.191] 46_kulo: 爆音すぎるｗ
[4858.424] ねこたろー: 多すぎる
[4858.720] (S)ocha179: いっぱい
[4858.860] minto13579: おっさんの声がｗｗｗ
[4859.339] ringo_0311: www
[4859.389] 1__matsu: 重そう
[4859.914] (S)れんれむ: うっさ
[4860.355] (S)mozuku_3: うっさ
[4860.489] 柏木きゅうり: うっさ
[4860.556] ちおちお: うる星
[4860.563] kyabetsux: うっさ
[4860.708] (S)みどふぃ: きっも
[4860.883] (S)mazirou: いすぎやろw
[4860.938] namiki_: やばｗ
[4861.257] (S)こうか: うっさ
[4861.698] あきぬこ: うるさ
[4861.743] narua_kiyo: うっさw
[4861.846] noga_892: あなたはいつでもキョロキョロ
[4861.945] (S)hi_oyu: 密
[4862.018] pimoon_15: うっさ
[4862.277] (S)ameneko3: うっさ
[4862.545] sumomomom: うっさ
[4862.711] (S)neyuki135: www
[4862.917] りゅい: ふんふんうるせ
[4862.983] てこくん: うっさ
[4863.147] (M)いこまき: ﾌﾝ
[4863.190] hima_norita: うご
[4863.652] 夢現: 山手線
[4863.812] (S)koukoukoy: やっば
[4863.885] (S)まかろにあ: 多すぎやろwww
[4864.170] matutu0420: 音が全部おっさんで草
[4864.381] (S)karasu57: うっさ
[4864.408] (S)yukiyamagumi: うっさ
[4865.455] あんりりり: うっさ
[4865.482] h20323: うるさ
[4865.729] (S)mintochanncha: うっさ
[4865.954] bucket_niwatori: うるせぇwwwwwwwwwww
[4866.128] いのりさん: 旧青脱のクリア前みたいになってる
[4866.418] aono_kasisu: 何が起こった
[4866.638] (S)lara_3o: うっさ
[4867.173] kaziki_1213: フンｯ！フンｯ！フンｯ！フンｯ！
[4867.859] masukis: 密です
[4868.340] (S)4lpxy: うっさ
[4868.737] dorakota: いろんな意味でうっさ
[4868.781] gray_q2: うｯｯさ
[4869.208] (S)aro_0922: うるせえw
[4869.406] Ichigoore0110: めちゃおるw
[4870.523] てらたく: ホーリーあれば楽しそう
[4870.882] (S)mikan_san: ぽまえだよ
[4871.069] (S)lara_3o: やば
[4871.140] (S)こしつぶ: やば
[4871.694] 月無水2420: お前が落ち着け
[4871.803] himokata: 音www
[4872.584] (S)umbrella_3373: 多すぎやろwww
[4873.389] (S)_えゐ_: おっさんめっちゃおって草
[4874.128] (S)れんれむ: やば
[4874.163] (S)ryo_ngz: おっさんばっかやん
[4874.214] maquereau_AsH: バーゲンセール
[4875.182] 神崎立夏: ^ら^ムちゃん…
[4876.470] (S)ぬこが好き: 密です密です
[4876.616] dairyu1128: やばwww
[4876.981] shin2958: お前が落ち着け
[4877.229] りゅい: Σ(*oωo艸;)エェ!?
[4877.427] bouningen1: 多いw
[4877.914] (S)mazirou: おっさんのバーゲンセール
[4878.357] saayu3132: ぽまえが落ち着け
[4878.840] (S)zyagaimo__: やばw
[4879.076] kyabetsux: やば
[4879.169] udgej5: 青鬼風呂
[4879.267] (S)mayu1222: やばw
[4879.504] (S)みどふぃ: ホーリー買おうぜ！！！
[4879.655] (S)さおりん_: 音やば
[4879.730] (S)よわはと: やば
[4880.180] (S)gyuhimoti: 見えんwww
[4880.476] anne00ume: マイクラ音デカない？
[4880.536] h20323: やば
[4880.815] (S)takenokoooo__: めっちゃおるやんw
[4881.176] (S)Camellia_SSBU: 魔法使お
[4881.411] りゅい: (꒪ꇴ꒪ (꒪ꇴ꒪ (꒪ꇴ꒪ ;)ｴｴｴｯ?
[4881.610] ファクタ: 今北わこらだ
[4882.424] (S)torikko_: お前が落ち着け
[4882.503] ねこたろー: 昔の青鬼思い出すね
[4882.554] (S)oshibori_sappou: 沸きすぎｗ
[4882.914] lohdtda: すごw
[4882.954] yusagi1: 防具買った方がいいんじゃない?
[4883.001] (S)yu__0316: めっちゃ湧いてる
[4883.504] himokata: おまいう
[4883.534] kyabetsux: ww
[4883.687] 柏木きゅうり: 密です。
[4884.285] (S)oshibori_sappou: ｗｗｗ
[4885.317] (S)zyaga_b: きっしょいくらいおる
[4886.201] matutu0420: ラギアクルス
[4887.598] (S)zabuton5mai: どした？？？
[4888.304] りゅい: !?工エエェ(ﾟ〇ﾟ ;)ェエエ工!?
[4891.667] (S)雪華0830: www
[4891.673] (S)yu__0316: 防具買わないの？
[4892.132] りゅい: ∑( °口° )!?
[4892.668] karintou_painappuru: 重くないのいいね
[4892.887] ファクタ: カオスやな
[4893.443] minto13579: やーばｗ
[4895.107] lohdtda: 湧きすぎw
[4896.590] gray_q2: ぽまえの声もうるさいよ( *´꒳`* )
[4898.296] ちおちお: 夏フェスだっあ
[4898.515] bon_sai: 誰か連れてきた？
[4902.718] (S)lara_3o: やば
[4903.663] (S)owatativv: 慎吾！？
[4904.977] 五色椿: うっさｗｗｗｗ
[4905.959] minto13579: しんご！？
[4905.985] saltester: BEN
[4905.992] 夢現: BEN
[4906.060] 月無水2420: うっさ
[4906.298] hima_norita: 漏らすな
[4906.328] dorakota: おい
[4906.618] tuki_kage556: 漏らすな
[4906.691] (S)mikan_san: 楽しんご！？
[4906.751] aono_kasisu: 汚い
[4906.807] (S)かみらちゃん: きたないよ
[4906.969] (S)おまるさんん: BEN
[4907.048] (S)みどふぃ: BEN
[4907.050] あきぬこ: あぶな
[4907.246] kaziki_1213: BEN
[4907.322] (S)ameneko3: あぶなw
[4907.683] (S)koukoukoy: BEN
