[25.270] careful_crab: Oh 
[14596.888] mogu0621: ｗｗｗｗｗｗｗｗ
[14597.075] (S)yoyo_443: ｗｗｗｗｗｗ
[14598.110] sh1zuku716: ウメナリとはなんだったのか
[14598.548] (S)オワオワタ: たいありでした
[14598.585] keigunnoikkaku: 黙っててあげなさい
[14599.167] (S)f_black: さーすが
[14599.489] potocki1810: ｗｗｗｗｗｗｗｗ
[14599.555] (S)絵馬にょ: wwwwwwwww
[14599.936] (S)choco_mint6: wwwwww
[14601.040] (S)monpiipop: フレンド周り、メンおじに設定してもらってもいいかもね
[14601.236] dosukebeboy: 後の二人は本物だったから・・・
[14601.267] をかし: よろしくお願いします
[14601.591] misokatsu_1128: 自分あげェ
[14601.815] あり0221: wwwwwww
[14601.816] だんつま: w
[14602.033] (S)haicro_zm: きついなあw
[14602.525] maddy2623: 一生擦ろう
[14603.198] mikaze0001: どんな自己紹介
[14603.216] (S)brutal9998: トラボとこくとナリとで最弱王決定戦やるかあ
[14604.864] neon_d99: ちゃんと踏み台にするｗ
[14605.217] izawa2001: 個性だな
[14605.558] SUGAKIYA: リザーバー リザーバー
[14606.160] プロレス王: よろしく！
[14606.406] Ochimusha123: 最悪だよその自己紹介ww
[14606.818] sarah_0519: やめたれwwww
[14607.196] mifune1046: やめたげて…
[14607.743] (S)ましゅダヨ: wwwwwwwww
[14607.812] tondemonaiyo: なお出番はほぼなかった模様
[14608.813] 無心に: 社会人だなあ
[14609.669] (S)kani7321: どうもどうも
[14611.805] だいこん_: マジで凹みそうｗ
[14611.820] (S)junpei_11: ウメナリよりウメヌキなんだよなぁ
[14612.358] meimay0: 足枷つけて
[14612.380] shirorenka: 石井プロの方が弱そうでも戦ったら石井勝ちそう
[14613.389] (S)homu0117: 初めましてできてえらい
[14613.632] mo_mo_mo_3: syaruruUC
[14613.805] だんごうお: ナリ君とはビジネス
[14614.009] potocki1810: リーグ勝率単独一位です、ウメハラダイゴです
[14614.145] toki0823: 0勝だからなぁ
[14614.814] (S)monpiipop: 応援してます！！
[14615.081] そらたま: 梅ちゃん、ベース弾いてるのー?
[14616.376] ﾃﾄﾗﾝ: 俺を獲れにナリくん来なかったのかな
[14618.257] aztec_0: さり気なくデレたのかな！
[14618.320] DancingSheep1119: wikiに永遠に残ります
[14618.428] poodle0420: 置物だったからな
[14619.030] derwace_lifolve: 新たな材料が強力過ぎるのよw
[14619.456] (S)一1990: ※ネタで言ってます
[14620.306] ちょうど良いです: こくとナリくんどっちが強いん？
[14622.052] chanmipoin: ん、0勝
[14622.718] erisuk: もうこれ以上施すとなりくん食いすぎで腹から爆発しちまうよ
[14622.937] anz121823: 出番なかったじゃねえかよw
[14623.326] quwrof_sb: チームメイトは夢物語
[14623.617] utubusi: こく兄より？
[14626.284] mogu0621: 五木ひろしみたいな声のトーン
[14626.573] daisan777: やめたれwwww
[14627.326] (S)monpiipop: お！井戸落ちぃ！
[14627.620] (S)ましゅダヨ: 代名詞になっちまった……w
[14630.326] レンコン太郎: さすがに？
[14630.761] Justinfun456321987: ベースはあかん呪われる
[14631.473] mo_mo_mo_3: あ
[14632.012] (S)泣き虫サクラ: ３ナリ君と５ナリ君を使って４ナリ君を作る方法
[14632.126] (S)miracle_flash: ベースの質問呪われるぞ
[14632.139] (S)ババシャツ: ナリくんを背負いし者
[14632.700] (S)こんぽち: 井戸くるぞ！
[14632.908] yomogi0610: 井戸落ちぃ
[14635.753] mifune1046: とぐろにぃいいいいい
[14636.321] savas23: あったかいナリ
[14636.574] たあぼ0126: 井戸ー
[14636.956] goroutai: 井戸落ちっケイ！
[14637.061] 496shikuro: 勝率最下位と最上位
[14637.496] ビフィダス: 婚活失敗
[14638.508] icyblue1985: 井戸落ち
[14641.972] おじキッズ兄: まあじかｗ
[14642.993] mogu0621: 井戸が落ちてくる
[14643.073] そらたま: いゃーーー
[14643.223] keikohiro: 井戸
[14644.101] (S)オワオワタ: ナリ君って一応プロじゃなかったっけ？
[14644.637] カブトシロ: また一人闇に…
[14644.791] HirocoT: 井戸～
[14644.878] (S)ましゅダヨ: あーーーーー
[14645.417] 霧月むげつ: 草
[14646.205] azu_maru: 呪いきたー
[14647.675] v_harumi_v: ＞＜
[14653.112] (S)monpiipop: そ……それは……！
[14653.810] mifune1046: とぐろ妹仕事だぞ！
[14653.917] nemu_less: ウメさん、春麗の中足って確反ないすか？
[14654.316] (S)こんぽち: それ結婚してたら井戸落ち一択じゃんｗ
[14654.553] usamaru_noir: こいつさっきも聞かなかったか
[14655.968] 戸愚呂妹: ウメハラさんはベース弾いてます！
[14656.603] sh1zuku716: あ
[14656.612] Justinfun456321987: あ
[14657.529] v_harumi_v: 井戸は落ちたら死ぬコース？
[14657.719] (S)オワオワタ: えっ
[14657.763] hukohuko: 結婚はしてるだろ
[14657.909] (S)ましゅダヨ: 井戸に落ちます、必ず……
[14658.497] bau80: そうだったの？
[14658.540] despera_lk: いやまさか
[14658.950] SUGAKIYA: 興味がない
[14659.427] buturin093: wwwwwww
[14659.929] (S)itomax5: 一応プロですね
[14660.053] maddy2623: 興味もない
[14660.224] (S)fikat_0702: ；；；
[14660.720] あり0221: 井戸落ちしにきた無知がまた1人…
[14661.571] torahanda: ひでえｗｗ
[14662.140] kebiisi: 知らない
[14662.625] (S)ゴリゴリのゴリ: ｢知らない｣
[14663.417] Ochimusha123: やめなさい
[14663.460] Tetsuya5963: BibleThump
[14664.162] be1surprise: BibleThump
[14664.525] dosukebeboy: ダイゴ、何故知らない
[14665.246] Hitode_noko: ナリくんは自己プロデュース
[14665.957] (S)ぺりんご: ウメナリ公式切り抜きアップされた日にせつないナリくん
[14666.185] icyblue1985: ｼﾗﾅｲ
[14666.588] ちょうど良いです: SFL出てたのにw
[14666.602] だいこん_: BibleThump
[14666.818] mikaze0001: プロじゃなきゃＳＦＬには・・・
[14667.965] (S)kobetaf: プロ（自称）って事！？
[14668.433] sh1zuku716: 元チームメイト・・
[14671.493] potato198504: たけしは井戸の底ですか？
[14671.753] bau80: 初めて知った
[14672.064] potocki1810: 毎日ウメ配信見て「ベースは弾いてる」とコメを打たない限り解かれない呪いｗｗ
[14674.491] レンコン太郎: 井戸落ちから貞子と婚活
[14675.613] hiiirtf: そうだっけｗ
[14675.727] (S)ましゅダヨ: どっちも詰んだ
[14678.453] kakutora_no_o: プロ配信者なんだよなぁ
[14683.235] だんごうお: ナリP
[14683.422] (S)romamaloico: SFLはプロしか出れない、、、
[14683.663] (S)brutal9998: ビフィにいは1000ビッツで婚活失敗を回避した
[14688.156] ka_z_ha: 春麗はつよなった
[14690.785] avellana_7: 来月には知らない人になってそうだなｗ
[14694.435] (S)monpiipop: ベースは、弾いてまぁす！
[14697.540] (S)kamishiro00000: 兼業でしょ？仕方ない
[14699.103] fcbernar: do you mind showing your arcade controller?
[14699.157] pandascal: 春麗の小Pケンよりつえー気がするのは地上強いからなのかな
[14701.459] SoftKirinsan: 小パンから発勁結構ヒットしてなかった？
[14702.170] mikaze0001: 虫さん
[14708.402] pizzaguy_mo: ケン対策ちょっとしかしてないっていってましたね
[14710.071] ビフィダス: あ、純愛
[14710.080] (S)hoshi_boshi_0: 強かったよね
[14710.644] Ceciltaisa: うん
[14710.711] Qtr1214: スピード違反だったる
[14711.008] 4sukaryo: 伸び代
[14711.571] yuzubox: それは絶対そう
[14712.214] (S)monpiipop: ほんとそれな
[14713.251] 無心に: エールいいね
[14713.348] mogu0621: へー
[14713.978] erisuk: まだ知識がないだけだよね
[14714.063] echa_pi: うん
[14714.569] (S)miracle_flash: 経験積まないでしょ多分
[14715.189] (S)泣き虫サクラ: ｷｭﾝｯ
[14715.298] neon_d99: 純愛
[14715.447] misokatsu_1128: そりゃなるでしょ！
[14715.658] ﾃﾄﾗﾝ: こくのガイル対策みたいな感じね
[14715.675] moricocoa: EVO後も続けてくれたらね
[14715.867] feel2525: 切磋琢磨ってわけ
[14716.163] ビフィダス: すごいなあ
[14716.185] mifune1046: 急にマジレス
[14716.308] (S)mm2351: 倒されそうだったｗ
[14716.661] domontyan: めっちゃ褒める
[14718.274] shi_e_n: ケン倒すマンw
[14718.842] tokiomari: 5と一緒のこと言ってる・・・
[14718.910] SUGAKIYA: 明らか人だけでやってた
[14718.984] ちぇんぷる: 強かったねー
[14719.223] (S)monpiipop: まじで強かった
[14719.448] aran1637: アイイイイイイ
[14719.609] aranami0: ヌキさん伸びしろすごそう
[14719.965] もきち555: 急にデレる
[14720.367] bec118_japan: 勝負強さめっちゃ感じた
[14720.582] (S)kani7321: ヌキのゲーム…！
[14721.150] (S)osarusan26: ヌキさんはちゃんとやれば絶対強いのは間違いない
[14722.028] (S)junpei_11: 知識があれば強いは20年言われてるよ
[14722.288] HirocoT: たおすまん
[14722.414] (S)Nagare765: EVOのプール・・・わからん殺しされそうで怖いよウメちゃん
[14723.158] Ochimusha123: 純愛
[14724.345] (S)axchuuu: トゥンク
[14724.618] (S)shifoncafe: まさに天才
[14725.134] 戸愚呂妹: ヌキさんケン得意で自信持ってたよ
[14725.985] (S)monpiipop: 合ってるよね
[14726.899] icyblue1985: センスだけでやってた
[14728.368] masmas999: ウメちゃんには嬉しい話だね
[14728.473] Ceciltaisa: 今後が楽しみになった
[14728.496] (S)haicro_zm: 6合ってそう
[14728.648] kebiisi: ツンデレ
[14728.692] (S)gularain: デレきた
[14729.486] 4sukaryo: 過去の格ゲー筋で勝ってる
[14729.631] keikohiro: ゲージ大分軽視してたよね
[14729.766] みえけん: ウメちゃんがそれ言うのが一番キクのよｗｗ
[14729.862] dosukebeboy: ヌキさん濡れちまう
[14732.460] yuhi_N: 飴と鞭
[14734.146] wmddgpt: マジな話
[14734.266] domontyan: 愛してる
[14734.313] shinku_klein: リーガーに比べてキャラ対策の深さがね
[14735.063] mendokusaiu: でもさースロがさー忙しくてさー
[14736.771] 黒猫くん: まあランクマメインでやってるだけやしヌキさん
[14737.075] (S)brutal9998: ヌキさんが天才なのは今更だからナリくんいじめないであげてw
[14738.741] mifune1046: 「鳩」飛びそう
[14738.958] erisuk: プロとも全然やれてないならそこに差が出たかな？
[14739.790] ちぇんぷる: ガチ
[14744.972] あり0221: ヌキさん濡れちゃうよ？
[14745.164] mogu0621: コパンに勝ってる
[14745.258] Tetsuya5963: ちな豪傑はヌキさんと五分
[14745.543] thraximundaru: 今作最強の中足じゃない？これ
[14747.114] (S)絵馬にょ: ヌキ育成計画スト6編ありますか？
[14747.366] (S)きしー: キャラ対策間に合うんかな、、、
[14749.711] perosuperosu: 昇竜練＞＞＞＞知識
[14751.232] 5godsfan: 調べたヌキさんｻｲｷｮ
[14754.526] masakintv365: リリーあたりに分からん56しされてそう
[14755.873] neon_d99: 3rdかよ
[14759.429] (S)axchuuu: ヌキさんの純愛コメント誰か教えて…；；
[14759.603] (S)junpei_11: まあヌキが強いのは疑いようがねえよ
[14768.360] Ceciltaisa: 豪傑も強いらしいね
[14769.064] dosukebeboy: 昔強かったおじさんが強い
[14770.184] nyata1234: うわ、翻訳付けてるの今知ったわ
[14770.366] ﾃﾄﾗﾝ: ケン対策練習しといてって頼むとやりまくりそう
[14772.457] utiyamasatoshi: 豪傑とやろ
[14772.575] SUGAKIYA: 豪傑もモノはいいから
[14773.365] もきち555: ヌキよろこんでるｗ
[14773.403] 000105: 豪傑 座れ
[14775.249] prisira: 今おじリーガーはヌキ豪傑２強っぽい
[14776.119] (S)hoshi_boshi_0: 春麗のスパーとして今後もあり？
[14776.878] shinku_klein: 長さはグラフィック通りじゃないから最長じゃないけど 歩きとあいまって強いね
[14778.212] saibabasan: 「10先なの？ずっとやれよｗ新要素ためしてたら終わったんだけどｗ」って言ってたからヌキさん
[14783.628] (S)brutal9998: ちなみにヌキさんは未だにさっきの対戦の話を語り続けてる
[14785.302] (S)tabibitox: 春は小Pもケンよりつおい
[14785.626] kyosuke1476: ヌキさんはいいけどウメハラがevo前に知識無いとか言ってんの問題だろ
[14791.008] nyata1234: ラッシュ中段よく当たってたね
[14792.629] tatara72: ハメコさんはKSKに壊されちゃったよ
[14796.126] (S)homu0117: ヌキさんウメハラが褒めたからツンデレになったって大喜び
[14796.178] shirorenka: 昔強かった人ってやっぱモノが違うんだな
[14796.634] itijiku111: ヌキさんゲージ見ないで勝手にバーンアウトしちゃうから伸びしろしかない
[14798.915] meganesandesuyo: もう一回やってほしそうなヌキさん
[14801.787] (S)kani7321: ずっとやれよは草
[14802.926] あり0221: 一生ウメハラを語り続ける男、その名もヌキ
[14804.092] hausumf: 出たばっかのゲームで知識あるわけないだろ
[14810.253] poodle0420: ヌキさんウメハラさんの家遊びに来るそうです
[14813.219] (S)bikibiki999: 問題って言っても事実そうっぽいしなあ
[14814.026] SUGAKIYA: リリーとかジェイミーとかにサクッと轢き殺されそうで怖いな
[14816.244] 新ころりん: スト筋がムキムキだしな
[14816.450] (S)ohyoi2002: KSK本田結構強いっぽいねｗ
[14817.123] nobunobu312: 大貫がケン倒すから俺はほか全部の展開くるか
[14820.702] kakutora_no_o: リーガーとの差は完全に知識よね
[14822.621] sh1zuku716: ヌキさん家に行きたがってる？
[14823.292] (S)nnmdfs: ここでトレモしないのがヌキさんなんだなあ
[14826.299] (S)axchuuu: しかも今日調整？入ったもんなぁ
[14827.014] icyblue1985: 知識教え合えばいいじゃない
[14827.955] pandascal: 中足差し返しできるならOD龍尾かな
[14830.834] yaminoiiii: ヌキさんウメちゃんの家に行くってｗ
[14831.418] 無心に: ヌキさんまだ火照ってるのか
[14831.794] blupon06: 春麗とリリーあたりが心配だね
[14833.405] despera_lk: KSK本田つえーぞ
[14834.421] (S)monpiipop: まぁまだ一回目のEVOだしな。まだ6年くらいあるしよ…！
[14834.583] (S)Nagare765: 知識あるわけないはさすがに舐めてる
[14834.824] Hiraki16133: ケイスケホンダ
[14836.746] doiyasannn: ヌキさんは気持ち良くなってるから
[14837.980] Tetsuya5963: 本田ケイスケではない
[14838.557] tak1on_: ksk本田は意味変わってくるなｗ
[14839.603] homoludens8: ksk本田ｗｗｗ
[14840.329] nutsberry1701: なんか最初は東大小パンと中段にやられてたよね
[14841.592] おじキッズ兄: イノシシ
[14841.635] dosukebeboy: KSKが一回もインパクト返さないでマスター行ったって聞いて悲しくなった
[14845.291] (S)箸くれ: 捨てられたジェイミーが天下取ってくれたら最高
[14845.551] (S)hoshi_boshi_0: 春麗のスパーとして今後もやるのあり？
[14846.871] hikky722: 伸びしろですねぇ
[14847.224] noritchan: ヌキさん普通にsakoさん対策で呼ばれそうやな
[14847.460] kaigaizei: めちゃくちゃ前のめりだったよな
[14847.585] pizzaguy_mo: ヌキさんはイノシシって言われてますからね界隈で
[14848.857] foriqos: 猪突猛進
[14849.020] 503_win: ksk本田ｗｗｗ
[14849.849] ビフィダス: 知識を得るのと基礎練と、優先順位はあるんですか？
[14850.038] demonbane_twosword: ずっとボタン押してた
[14850.974] Hitode_noko: おじリーグの歌広場ケン対策付き合ってあげましょ
[14851.515] (S)haicro_zm: 攻め攻め
[14851.689] (S)monpiipop: 猪突猛進な感じだったよねw
[14852.695] ドリアンくん: ピロートークが止まらない
[14852.775] mogu0621: ヌキさんは、練習と知識補充しないんよ。それで強いんだ＞＜
[14859.020] どみのん: ヌキさんといえば攻め
[14860.675] (S)kani7321: ヌキ春麗かっこいいんだよな〜
[14860.886] kebiisi: ケイスケホンダ
[14860.909] yuhi_N: 三ちゃんとは全然違うタイプ
[14861.183] erisuk: ヌキさんの地上戦の自信の現れ
[14861.242] hasrolyagami: daigo stream has english sub now!!! yeah
[14861.573] Hiraki16133: 伸びしろですねえ！
[14863.163] (S)きしー: メナブランカと当たったら大丈夫なんだろうか
[14865.635] perosuperosu: 本腰入れるゲームほど
[14866.399] nyata1234: あんなに大K振ってくるならインパクトガン刺さりだけどな
[14869.516] (S)shifoncafe: 伸びしろしかねえ
[14870.913] poodle0420: SAKOさんとはタイプ違いすぎない？w
[14873.142] perosuperosu: 基礎やるって言ってたね
[14875.459] yunyun_ada: でもああいうキャラじゃないの？
[14878.044] ~MISSING_COMMENTER_INFO~: アキラみたいな戦い方
[14878.368] hikky722: ヌキさんのぼったくりはきよきよしかった
[14879.266] (S)本物の赤ちゃん: テクノロジー発動でしょ
[14884.252] pizzaguy_mo: ヌキさんウメちゃん家いっちゃおっかなーってラブコールしてて笑う
[14885.049] SUGAKIYA: 3rd春は知識バリバリだったからやる気があれば勝手に仕込むはず
[14887.059] 戸愚呂妹: 攻めの大貫 変幻自在のダイゴ 林のマゴ
[14899.087] Hitode_noko: ウメちゃん立ち回りでインパクト打たないから大K振られまくってたね
[14901.939] nyata1234: ラッシュ中段見とこ
[14902.170] あり0221: ヌキさんが勤勉だったらウメちゃんをも？って思えるけどそれもまたあり得ない世界線
[14903.018] ドリアンくん: 満足できなかったんだねぇヌキさん
[14905.900] どみのん: ヌキ「ウメハラの家で30先やる」
[14906.105] (S)axchuuu: 攻めがヌキさん… _φ(･_･
[14906.857] jasmin3rd: @reklats12
[14909.433] quwrof_sb: 林のマゴ草
[14910.345] moricocoa: 元キックインパクトがヌキさんのお気に入りっぽい
[14911.775] (S)monpiipop: ヌキさんかわいいな
[14915.905] 1108044k: ヌキさんモチベあがってそうでよかった
[14916.021] (S)buildingoodman: ヌキさんがコーチくれだって
[14920.843] ちぇんぷる: てえてえ
[14921.102] sh1zuku716: ぬき「やってなくてウメちゃんに勝てたからスト6合ってる」だってさ
[14922.419] (S)shifoncafe: そらマゴは林やろがい
[14922.574] dosukebeboy: 確かにヌキさんって何か可愛いんだよな
[14922.592] mogu0621: ヌキさんは、ウメちゃんの家にいきたいんだ！
[14922.757] (S)fikat_0702: インパクト打たないことがデメリットにもなるのいいですね
[14926.122] (S)pfl2: ウメヌキやってたなんて、、、見逃した
[14928.818] yunyun_ada: 中足確認あんなに出来るんだね
[14935.861] (S)daichan1200: 鳩がすげえ情報置いてくるな
[14938.911] (S)gularain: ヌキさんすごいもちべあがってる
[14939.216] hausumf: ヌキさんとの再戦楽しみやな
[14939.973] balthazar000: シンヤ 襲来
[14942.669] (S)junpei_11: ワラキア先生をヌキに貸せばいいのでは？
[14943.091] (S)Nagare765: アーカイブ見ればいいやん
[14944.485] (S)axchuuu: 可愛いおじさんが2人もいる…
[14945.696] kakutora_no_o: 余韻あるなぁ
[14946.791] merkava_mk2: ウメさんあまり端で重ねなかったのは理由あるんですか？
[14947.293] poodle0420: また大貫最強伝説やってもらえませんか？
[14950.065] (S)~MISSING_COMMENTER_INFO~: zero3の決勝思い出しますね。二人とも可愛らしかったww
[14950.696] SUGAKIYA: 大量の鳩と大量の手紙
[14952.984] sucynokinoko: ヌキが本気でやってスト６壊すの見たいな
[14953.660] chanmipoin: 毎日やってるやろ
[14955.773] bobonchuaaaa: 鳩の大群がすーごい
[14960.706] (S)buildingoodman: ヌキさん自分だけで強くなるの苦手だからな
[14962.713] shinku_klein: どの手紙がほんものかわっかんねーよ
[14975.711] (S)junpei_11: 鳩で会話する2人
[14979.615] (S)axchuuu: 平和だったかもしれん
[14980.063] 1108044k: ウメちゃんもコーチ必要だし結構似てるのかも
[14986.016] wmddgpt: 覇権コンテンツやなぁ
[14988.833] Hitode_noko: まだ端の3f重ねが完成してないからあまり重ねてないだけ？
[14991.559] moricocoa: 立ちコパ＞中足がカウンターで繋がるから強い
[14995.997] nutsberry1701: コパコパコパくらいまくってたね
[14996.216] 4sukaryo: ヌキさんを最強にするコーチ居ないの
[14997.081] LelePenyet: さこさん家にいきたいらしい（オオヌキ
[14997.236] (S)pfl2: 来年ウメヌキでのSFLが見たいです
[15001.621] tatara72: 立ちコパは最強
[15005.413] (S)moyashi117: それほんと邪魔
[15006.481] yunyun_ada: 春難しいのによくやるわ
[15008.917] ぢょごぢゃん: あるきも早いし強い
[15009.492] tabibitox: 立コパはケンよりつおい
[15009.736] (S)Nagare765: ウメちゃんEVOまでキャラ対間に合うんか？
[15009.774] balthazar000: 電子伝書鳩による会話。流石令和。
[15011.371] valhalla5555: オオヌキ最強計画またお願いします
[15012.265] Tetsuya5963: jwongCHUN
[15018.922] nikkou18: ヌキさんにSFLの長期取り組みは絶対むりやろ
[15023.884] 反省済2: オオヌキさんここ数年で一番強くないですかどうですか？
[15026.209] mogu0621: スト６の試合で初めて、くぐり対空見たわ。しびれた。
[15032.324] Youhei6251: 先端にやられ判定ないって聞きましたけど……
[15033.451] balthazar000: Sakoさんに任せよう
[15034.901] ﾃﾄﾗﾝ: ヌキさんにGO1のグラサン渡すか
[15038.714] (S)monpiipop: wwww
[15039.350] GG_sensay: www
[15039.920] (S)fikat_0702: ｗｗｗ
[15040.200] (S)tama_zx61: www
[15040.609] icyblue1985: 草ｗ
[15041.007] aranami0: www
[15041.663] Hitode_noko: 貸したくないもん！
[15042.017] yomogi0610: ｗｗｗ
[15042.329] HirocoT: ｗｗｗｗｗ
[15042.388] erisuk: ヌキさん育ててる場合じゃねぇんだよｗ
[15045.033] mogu0621: 先生！
[15045.409] sunu_p: そんなこと
[15045.904] blupon06: ヌキさんもローンチ最強クラス
[15045.990] ちぇんぷる: 草
[15047.645] merkava_mk2: そんなことｗ
[15047.928] あり0221: wwwwwww
[15048.816] (S)Hiclere: ぬき対策
[15049.308] icyblue1985: なぜか強くなるオオヌキ
[15049.318] balthazar000: 5割り増しくらいじゃない？
[15049.382] (S)絵馬にょ: ヌキ「ワラキア貸して」
[15049.425] (S)homu0117: そ ん な こ と
[15050.818] valhalla5555: たしかに
[15050.868] syrup9000g: それは確かに
[15050.994] のぞみくん: 俺のﾜﾗｷｱ先生
[15051.857] (S)エムクロ: そんなことw
[15051.971] (S)moyashi117: たしかに
[15052.469] 霧月むげつ: でも春麗普通にGO1とかいるやんｗ
[15052.643] dosukebeboy: ウメハラナッシュVSオオヌキは熱かった
[15054.096] sh1zuku716: たしかに
[15054.935] tenten2156: ウメちゃんの対策にもなるし
[15055.218] papipopon: 流石になカネ払ってるしなぁ
[15056.157] johndoe6523rp: 確かに
[15056.815] (S)tama_zx61: ヌキ「斧 一本」
[15056.993] (S)monpiipop: 入るのかね
[15058.566] chanmipoin: いいぞ～😃
[15058.756] ちぇんぷる: よく勝てたねw
[15059.664] bec118_japan: まずウメハラ最強化優先でww
[15059.753] icyblue1985: チュンリー対策にはいいのか
[15060.431] 反省済2: 業務委託w
[15060.452] bobonchuaaaa: ミリオンダラーキック でどうですか？
[15060.533] 何も知らないジョンスノウ: 企画として面白そうじゃんw
[15061.449] potocki1810: さんちゃん雇いましょ
[15063.199] umesecond: 対話が必要
[15063.670] kaigaizei: 三太郎が嫉妬でキレない？
[15064.091] aztec_0: いい案
[15064.298] poodle0420: 貸してあげよう
[15065.744] goroutai: 敵にワラキアを送る
[15066.580] yuzubox: 春麗強くなっていきそうだしなぁ
[15066.604] daizin0716: ヌキさんTwitterで既に先生に頼んでたよ
[15067.057] valhalla5555: ウメさんにもプラスになる
[15067.114] nyata1234: 三太郎でいいやんLP全1の
[15067.684] ruruyama0108: ウメちゃん、貫さん、三太郎さん、KSKでSFLチームに殴り込もう
[15068.326] erisuk: アイハブヌキ（ワラキア先生）くるか？
[15069.197] (S)Nagare765: SAKOさんと10先やろうぜ
[15070.961] uwbxlwyhsiqj: 俺ケンやるからワラキア先生あと全部
[15074.078] neon_d99: ナリくんも鍛えてキャミィも積もう
[15074.301] mogu0621: ワラキア先生の知識をもったヌキさんを作れば、ウメちゃんのチカラに変わる！
[15076.327] balthazar000: Xで？
[15079.922] foriqos: ヌキさんが強くなればウメちゃんも強くなるじゃんねぇ
[15080.514] sh1zuku716: チュンリー対策にいいんじゃない
[15083.157] wmddgpt: 春麗対策したい？じゃあヌキさんとやろう
[15084.493] kitkit3: わらきあ先生は喜びそうな気もする
[15085.677] yunyun_ada: Sakoさんでええやんになってまう
[15087.265] あり0221: ヌキさんと三太郎さんで10先やって勝ったほうで
[15089.413] takahashiseigi: 先生は、ラシードの宿題あるし大変そう
[15090.600] icyblue1985: ドーピングオオヌキ
[15092.707] nikkou18: ウメヌキ6-7で席外しちゃったけど結局どうだったの
[15092.989] だんごうお: 俺を獲れにヌキさんがきてたらワンちゃんあった
[15100.878] SUGAKIYA: ヌキさんはまずYoutubeから離れないと
[15102.766] ビフィダス: うめちゃんかったよ
[15103.087] (S)箸くれ: sakoさんは2オオヌキぐらい強いんじゃないのか
[15104.481] (S)axchuuu: ウメさんが勝ちました！
[15106.172] (S)itomax5: １０－８でウメの勝ち
[15116.282] のぞみくん: ﾜﾗｷｱ先生「今日すか」
[15117.407] nikkou18: あざす
[15123.205] nyata1234: 新しいキャンセルラッシュやってる？66？
[15125.768] erisuk: 特大の勝利煽りは必見
[15126.147] itijiku111: ヌキ三太郎はさすがにボコボコにされると思うヌキさん
[15131.261] keikohiro: 最速うまなってきた
[15132.681] johndoe6523rp: いやーおもれった
[15134.016] daizin0716: ヌキさんTwitterで既に先生に頼んでたよ
[15136.519] yunyun_ada: Clip見てきた方がいい
[15146.601] SUGAKIYA: 同キャラは如実に知識差が出るからね
[15149.929] balthazar000: 野菜育ててウメハラ育てて、オオヌキまで育てる。畑がもたん、、、
[15171.727] あり0221: ヌキさん20年ぶりにガチでウメちゃん倒したくなってきちゃった感じ？
[15177.092] のぞみくん: ラシードのたつまき散歩🌪️も今日だっけ
[15178.578] jigen0104: 起き上がりの低空百裂、前ジャンプ、三角全対応のしかたがもしあったらいい気がする
[15185.051] 4tyoume: ヤナイさんとかカスタム募集してるよ
[15185.315] (M)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[15193.036] takahashiseigi: ラシードをまず丸裸にしないと
[15200.591] ぢょごぢゃん: マリーザ
[15200.760] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[15214.780] nyata1234: パッドだと最速ラッシュ結構簡単だけどレバーレスがむずいのか
[15214.997] Qtr1214: マリーザか
[15215.501] v_harumi_v: Yanaiyanaikai
[15218.622] ぢょごぢゃん: yanaiyanaikai
[15220.386] johndoe6523rp: まだ対戦中かな
[15220.441] ビフィダス: やないやないかい！
[15224.362] (S)Reopon_: 王のおなーりー
[15225.354] SUGAKIYA: やないやないかい！
[15226.099] mikaze0001: ヌキ「梅原に『ぼったくってきた』って言われてうれしかった」
[15228.711] のぞみくん: やないやないかーい
[15238.522] renthe_invorker: そういや鶏めしさんフレンドにした？
[15243.499] 反省済2: yanaiyanaikaiやないかーい
[15244.100] neon_d99: ねえ
[15246.127] dosukebeboy: タイピング早くなっとる
[15251.723] (S)pfl2: ヌキいい勝負したんだな ゲームが合ってそう
[15253.036] SUGAKIYA: やないやないかいないやないかい！
[15254.247] v_harumi_v: 今ランクマ
[15260.954] ぢょごぢゃん: やっとらんやないかい
[15261.501] 4tyoume: 今、対戦中
[15266.811] shibaponz: ランクマやないかい！
[15269.897] ~MISSING_COMMENTER_INFO~: ちっ
[15271.552] 1108044k: クソ鳩ほんま
[15275.946] tosh_gamekids: ごめんて
[15276.873] あり0221: ランクマやないやないかい
[15278.255] 4tyoume: あ、鳩いったっぽいｗ
[15278.739] (S)junpei_11: みんなラシードに夢中か
[15279.290] mt7f: ないやないかーい
[15280.822] v_harumi_v: 連絡取るといいかも
[15281.294] からあげくんレッド: 下の翻訳適当すぎんか？w
[15281.740] のぞみくん: ランクマやないかーい
[15284.721] chanmipoin: 俺も飛びてー
[15286.157] keikohiro: ほんま
[15292.256] SUGAKIYA: アイアン鳩信じる人おる？
[15300.731] (S)Nagare765: 鶏めしウメちゃんのリクエスト気付いてない
[15312.589] kokushimusou1600: ランクベアー
[15313.736] LelePenyet: もう一度ヌキさんとやろうか
[15314.516] potocki1810: 翻訳はもはや誤解を生む装置になりつつあるｗ
