[8.841] ゆにゆにゆにーく: wakorad
[19778.749] きなこもち46: デデン
[19779.563] つむじのきもち: コウシロウ
[19780.732] logic_gori: でやんすじゃん
[19780.868] すいぺりあ: デヤンスいる
[19781.997] ゴードン松尾: くいなな
[19782.423] komitanara: クイナじゃ
[19782.443] twikashi: クナイ？
[19783.626] dokukinoco: クイナね
[19785.528] many7575: くいなね
[19785.678] sora_mameee: クナイ？
[19785.699] lacus_34: くない？
[19785.957] nattoniboshi: くない？ｗ
[19786.024] mittii_yatugare: クナイw
[19786.239] れもんちぃ0: クイナな
[19786.248] (S)seillane: ｗｗｗ
[19786.822] kuzuboshi: コウシロウだっけ？
[19787.260] あげだし丸: くない？
[19787.363] むろ_: クナイ？
[19787.369] rotty531: ｗ
[19787.772] mi_tyan562: あれ？w
[19787.928] an_do121: クイナね
[19787.971] panndaman1: コウシロウ
[19788.101] 大宮瑞樹: くいな
[19788.718] しゃしゃも_: wwwwwww
[19788.858] ログリア: wwwwww
[19788.870] 慧沙: ww
[19789.099] のらごま: wwwwwwww
[19789.379] らぺん: こうしろう
[19790.103] miyamiya138: wwww
[19790.235] yona_0724: wwww
[19790.589] すかあと: wwwww
[19790.652] himekana_: wwwwwww
[19791.156] にわすずめ: クナイwwww
[19791.390] すいぺりあ: wwwww
[19792.285] はくまい_45: www
[19792.890] (S)seillane: 大丈夫かｗｗ
[19793.143] nobisiro11: wwwwww
[19793.149] dokukinoco: こうしろう
[19793.168] sakeoo_0102: あれ？www
[19793.417] むろ_: wwwwww
[19794.441] gsucix: www
[19794.522] さいのめ: こうしろう
[19794.607] nmk0707: こうしろう
[19794.845] (S)ほたて12: デデンで笑ってしまう
[19794.963] くらげ9089: 霜月こうしろう
[19795.425] mimitabu_92: クナイwww
[19795.435] ponnu1611: しもつきこうしろう？
[19796.522] justin01120707: 霜月こうしろう？
[19796.689] an_do121: もしかしてあんまり知らない…？
[19796.998] rowbo2525: あれにわか？
[19797.499] たまごガチアンチ: わかんねー
[19797.565] (S)Hinakong717: にわかっぷりがすごいなあ
[19797.799] zarame0531: www
[19798.046] のらごま: あれ？
[19798.046] ayunosioyaki0223: あれ？
[19798.190] meroasu_: 大丈夫か？
[19798.303] mittii_yatugare: 間違えすぎw
[19798.866] antette: 難しいなぁ
[19799.030] (S)shun_2539: radaoNayami
[19799.031] jizou13: 霜月こうしろう？
[19799.859] れもんちぃ0: あれ？www
[19801.168] ぐつぐつ茶釜: でやんす
[19801.508] (S)goaraaaaaa: こうしろう
[19801.589] kanayawa_118: コウシロウじゃね
[19801.635] sora_mameee: おっとぉ？
[19801.759] ペネロペ: こうしろう？
[19801.799] むろ_: あれ
[19802.296] logic_gori: 霜月幸四郎
[19802.704] みるあむ: あれ？
[19803.144] (S)ラキ2525: あれ？
[19803.361] ちゃんめん: お？
[19803.513] (S)seillane: おっと
[19803.753] (S)jeremiah_9s: radaoNayami
[19804.099] Ishio_62113125: コメ確認中
[19804.738] Nikomi_hanbagu: コウシロウ
[19804.784] himekana_: あれ？
[19805.599] 御繰丸: コウシロウじゃね？
[19805.646] cyarasu: でやんすじゃん
[19806.476] komitanara: 急にむずいよ
[19806.759] カローリー: うそだろ？
[19807.747] root_1123: いい問題出すなぁ
[19807.953] (S)shun_2539: radaoNayami
[19808.095] many7575: リスナーすげーな
[19808.154] にわすずめ: しもwwwwww
[19808.216] isaco135: にわかか
[19808.477] 朔玖ちゃん: コメント見ないでな
[19810.549] 宙海: wwwwwww
[19810.592] miine1221: 出ないんかwww
[19810.609] リライトパンダ: 頑張れ
[19811.334] ちゃんめん: しも？
[19811.932] サジタリアス: 霜月コウシロウ
[19812.904] (S)ククリン: コウシロウだったかな？
[19813.436] kyukun1765: 霜月しか出てこんかった
[19814.041] ざらめめ: こうしろう？
[19815.373] むろ_: がんばれw
[19816.771] うもうくん: radaoNayami
[19817.489] chokemimi: がんばれw
[19817.728] itumi434: にわかがよぉ
[19818.755] (S)seillane: ｗｗｗ
[19818.817] logic_gori: しもつきこうしろう
[19818.853] sakeoo_0102: ｗｗｗw
[19819.220] (S)コンニャクぜりー: しもへいへ！？
[19819.865] ayunosioyaki0223: こっち見んなよー^^
[19819.899] (S)shun_2539: radaoYabee
[19820.114] ここねり: クイズもにわかか？
[19820.136] mi_tyan562: www
[19820.384] ma_wt: がんばれww
[19820.389] (S)mira_o: radaoFight
[19820.668] れもんちぃ0: wwwwww
[19821.143] にわすずめ: はぁ！w
[19821.339] lilyfwarugotto33: いけるか！？
[19821.459] (S)seillane: がんばれ
[19822.056] rowbo2525: コメントみんな
[19822.394] 御繰丸: コウシロウ師匠ですね
[19823.465] many7575: ちゃんとむずいなー
[19823.694] ureshiin: wwwww
[19823.700] (S)ほたて12: radaoLimit
[19824.013] (S)ゆずシフォン: radaoFight
[19824.527] (S)norato041197: wwwwww
[19824.742] shog00326: コウシロウかな？
[19824.994] のらごま: がんばれ
[19825.349] rin12027: radaoFight
[19825.958] (S)ラキ2525: radaoNayami
[19826.094] いんたーる: 霜月が出るんだなｗ
[19826.172] same__15: 捻りだぜ！
[19826.187] Gerugerumanimani: 観てる～？
[19826.686] nmk0707: むずくはないw
[19827.223] ayata_1110: がんばれー
[19828.180] jacj0412: しっかり難しいw
[19828.489] つむじのきもち: がんばえー
[19829.476] many7575: 顔はわかるな
[19830.367] peperonn17: にわかがよおwww
[19830.554] karokaro23: radaoFight
[19830.558] カローリー: むずくないだろw
[19830.644] (S)海にぃ: むずくね
[19831.189] yona_0724: www
[19831.482] (S)ラキ2525: radaoLimit
[19834.485] dokukinoco: radaoFight
[19834.950] Mira7510: ｗｗｗｗ
[19835.826] にわすずめ: wwwwwwwww
[19836.721] (S)Tori_Kara_99: radaoOtaku
[19836.813] めるめ: ﾋｨﾝﾄｫ!?
[19836.911] mirina017: www
[19837.136] ayata_1110: ｗｗｗ
[19837.167] ayunosioyaki0223: www
[19837.178] naas1616: wwwwwwwww
[19837.273] むろ_: 顔は出るよなw
[19837.951] sora_mameee: wwwwww
[19837.970] (S)shun_2539: radaoLimit
[19838.278] (S)seillane: ｗｗｗｗｗ
[19839.005] mimitabu_92: wwwww
[19839.100] ハムスターのたみよ: デヤンスさん来たなｗ
[19839.149] jizou13: そうねｗ
[19839.373] ちゃんめん: wwwww
[19839.399] himekana_: wwwwwww
[19840.305] のらごま: wwwwwww
[19840.530] つむじのきもち: W
[19840.574] すかあと: wwwww
[19840.780] (S)わらびもち_11: wwwwww
[19840.894] mittii_yatugare: ヒント?w
[19841.639] (S)seillane: ｗｗｗｗｗｗｗｗｗ
[19841.764] many7575: www
[19841.943] sakeoo_0102: ｗｗｗｗｗw
[19842.186] yona_0724: wwwwwwwwww
[19842.439] renkuwa0331: 誰が覚えてんだよそいつの名前
[19842.806] mizuhusen_aq: wwwwwwwww
[19843.016] (S)ラキ2525: チェンジwwwwww
[19843.069] (S)いぬひよこ: ヒント下手かw
[19843.400] sutila_13: wwww
[19843.661] あげだし丸: デヤンスさんいるやん
[19843.799] meroasu_: wwwwwwwwwwww
[19843.981] nobisiro11: wwwww
[19844.009] sin__46: ワノ国だな
[19844.089] chokemimi: wwwwwwwww
[19845.304] kakeru_0183: チェンジ！？
[19845.532] ログリア: wwwwwwwww
[19845.541] gccxhhhui: wwwww
[19845.750] にわすずめ: チェンジ！w
[19845.977] mi_tyan562: wwwwwwwwwwww
[19845.993] an_do121: ずるすぎるだろw
[19845.997] たまごガチアンチ: wwwwwww
[19846.030] jizou13: wwwwwwwwwwww
[19846.293] suna0056: まあ急にレベルあがっとるなｗ
[19846.390] lilyfwarugotto33: wwwwww
[19846.530] antette: それありかよw
[19847.139] (S)shun_2539: チェンジw
[19847.165] すいぺん: チェンジw
[19847.172] のらごま: wwwwwwwwwwwwwwww
[19847.172] 佐野ちャん: あり？ｗｗｗｗ
[19847.272] めるめ: チェンジ草
[19847.365] みるあむ: wwwwwwww
[19847.370] ちなこぽっぷ: チェンジwww
[19847.732] same__15: なんだコイツwww
[19847.782] すてらいつ: チェンジすなwwww
[19847.975] baberuboburu3939: wwwwwwwww
[19847.983] 4182nysn: www
[19847.983] キャホー: 大人の店かよwww
[19847.990] miyamiya138: wwwwwwwwwwww
[19848.003] (S)Tori_Kara_99: チェンジwwwwww
[19848.181] かなるる: wwwwwww
[19848.190] naas1616: wwwwwwwwww
[19848.238] rira_nyan: wwwwwww
[19848.238] あぎょう2525: wwwwww
[19848.293] touhikou_: radaoLimit
[19848.436] にょまれ: チェンジ！w
[19848.586] mochi_00v: wwwwwwwwwwwwwwww
[19848.749] ray_0227: wwwwww
[19848.767] roikn: wwwwwww
[19848.793] isaco135: こいつwwwwwwwww
[19849.660] miine1221: wwwwww
[19849.916] 颯華: ｗｗｗｗｗｗｗ
[19849.951] mimitabu_92: チェンジwww
[19850.106] itumi434: ひどいwww
[19850.413] ラミリア: いいクイズおじさんだなぁ…
[19850.761] koyaren: wwwwwwwwwwwwwww
[19850.889] an_do121: 100万はなしだな
[19850.993] lacus_34: チェンジ！？
[19851.007] (S)tiroru202: 自由すぎるwwww.w..
[19851.114] うりもち: やりたい放題w
[19851.136] シイド: 感じでGOじゃないんだぞ
[19851.460] nashu_noike: 図太いwwww
[19851.782] mashiri96: ヒントもらっといてチェンジｗ
[19852.647] さいのめ: チェンジｗ
[19852.697] (S)minaduki37: ずるだろ！w
[19853.301] re__pi: wwwwww
[19853.824] かふねちやん: ずるｗｗｗ
[19854.046] いんたーる: ｗｗｗｗ
[19854.238] ぐつぐつ茶釜: おいwwww
[19854.720] sakeoo_0102: 負けず嫌いがすぎるｗｗｗｗw
[19854.949] nanashico27: ごねまくりwwww
[19856.068] yui_0x0: wwwwwww
[19856.098] バザァァァド: 漢字でGOかよ
[19857.053] sjindoa: wwwwwww
[19857.288] kyouka581: 漢字でGO出てるｗ
[19858.329] gsucix: チェンジするなww
[19858.627] touhikou_: radaoW
[19859.832] antette: ずっる
[19860.598] sora_mameee: ごねるｗｗｗ
[19863.364] さいのめ: テレフォンでも要求するか
[19863.503] 湊ソラ: 漢字でGOじゃねんだぞwww
[19863.534] yakinikuu256: プライド高すぎるじじい
[19863.883] カローリー: デヤンスいるやん
[19865.176] world_kohaku: デヤンスさんいるw
[19866.223] miine1221: 負けず嫌いすぎるwww
[19867.378] many7575: わかんないわ
[19870.377] にわすずめ: wwwww
[19870.615] 囚人番号: あーーーーーー
[19875.272] (S)mira_o: ちゃんとむずいね
[19877.298] 御繰丸: 100万円取られたくないんだな
[19880.439] れもんちぃ0: 3問目急にムズいよなw
[19880.668] maru_tyan__: 塩梅がすげー
[19882.388] maskmeronn: ご先祖様ね
[19882.603] isaco135: ちゃんとムズい
[19884.184] ゴードン松尾: むっず
[19885.711] (S)seillane: うわお
[19885.943] さいのめ: リューマはゾロと戦った奴や
[19886.060] maskmeronn: カヤック
[19886.182] 囚人番号: うわあああああ
[19886.506] jizou13: ええええええええええ
[19887.378] (S)ラキ2525: むっず
[19887.458] nattoniboshi: むっず
[19887.954] つむじのきもち: バンキーナ
[19888.241] ayata_1110: むっず
[19888.421] justin01120707: おぼえてねー
[19888.474] chokemimi: むず
[19888.648] ログリア: むっっずw
[19888.700] ちなこぽっぷ: むっず
[19888.887] kuzuboshi: かや？
[19888.904] an_do121: むっずw
[19889.188] kon0703: むっず
[19889.426] rain_less: もっとむずいww
[19889.707] miyamiya138: むっず
[19889.848] にょまれ: むっっっっっず
[19889.945] あげだし丸: むっず
[19890.031] ちゃんめん: むず
[19890.076] (S)shun_2539: radaoScream2
[19890.280] のらごま: むっず
[19890.347] 4182nysn: スゲー
[19890.412] (S)わらびもち_11: むっず
[19890.494] miine1221: ちゃんとムッズ
[19890.494] 0nnozaakira: むっず
[19890.749] リライトパンダ: むっずw
[19890.988] むろ_: むっずw
[19891.135] (S)seillane: むっず
[19892.360] bourururu: 番きーな？
[19892.599] panndaman1: バンキーな
[19892.815] ayunosioyaki0223: むっず
[19893.077] (S)norato041197: うわぁw
[19893.107] dokukinoco: radaoFight
[19893.358] れもんちぃ0: むずwww
[19893.607] (S)minaduki37: むっっず
[19894.341] kanayawa_118: むっず
[19894.834] an_do121: 親族シリーズむずいなぁw
[19894.969] けとせとら: バンキーナか
[19895.350] ここねり: もっとむずい
[19895.384] zarame0531: ？
[19895.666] (S)soda_navy: バンキーナ
[19897.173] たまごガチアンチ: 難易度設定がうまい
[19897.421] lacus_34: もっとむずいwww
[19897.451] noooi4: むず
[19897.921] mimitabu_92: むっず
[19898.221] sutila_13: むっず
[19898.342] (S)mira_o: むっずwww
[19898.390] logic_gori: ばんきーな
[19898.798] にわすずめ: wwwwwwwww
[19898.909] yona_0724: wwww
[19898.997] (S)shun_2539: radaoScream2
[19899.102] sora_mameee: ちゃんと自信あるジャンルじゃないときついなｗ
[19899.150] rekrex_09: むっず
[19899.271] chokemimi: wwwwwww
[19899.316] ﾏﾙﾏﾙ: www
[19899.376] (S)seillane: ｗｗｗｗｗｗｗｗｗ
[19899.571] 佐野ちャん: ちゃんといいクイズｗｗｗ
[19899.677] meroasu_: むずwwwwww
[19900.433] itumi434: むっっっっず
[19901.118] jizou13: くっそムズいｗｗｗｗ
[19902.061] くらげ9089: ばんきーな？
[19902.155] 4182nysn: ちゃんとむっず
[19902.214] suna0056: うわああああ
[19902.566] ayunosioyaki0223: wwwwww
[19902.987] rin12027: むっず
[19903.236] のらごま: wwwwwwwwww
[19903.437] (S)ラキ2525: むずー！
[19903.577] kon0703: リスナーすげぇ
[19903.902] pirokasugg: wwww
[19904.161] antette: むっず
[19904.384] (S)Tori_Kara_99: すげぇな
[19904.629] にわすずめ: がんばれw
[19904.929] gsucix: むっずww
[19905.274] (S)goaraaaaaa: 全然知らんわw
[19905.393] ayata_1110: 知ってるのスゲーな
[19905.624] すかあと: wwwww
[19906.691] many7575: 顔の特徴は覚えてるwww
[19906.827] 囚人番号: ちゃんといいクイズだわ
[19907.174] sjindoa: wwwwwww
[19907.961] (S)seillane: ｗｗｗｗ
[19909.018] らぺん: wwwwww
[19909.303] zusshin_sushi: wwwwwww
[19909.309] (S)norato041197: むずっ！w
[19909.615] ruurii2525: 普通にいい問題出すなぁwww
[19909.670] nmk0707: W
[19909.976] みりぃもち: wwwwww
[19909.990] antette: ハナちゃん！？
[19910.074] peperonn17: wwwwwww
[19910.247] mirina017: www
[19910.518] れもんちぃ0: wwwwwwwwwwww
[19910.957] (S)ラキ2525: wwwwww
[19911.190] かなるる: wwwwwww
[19911.221] のらごま: wwwwwwwwwwwwwwww
[19911.349] ayunosioyaki0223: wwwwwwwwww
[19911.566] ちゃんめん: wwwww
[19911.914] baceneKo: ｗｗｗｗｗｗ
[19912.157] 御繰丸: www
[19912.204] mi_tyan562: wwwwww
[19912.332] キャホー: マリオかよｗ
[19912.421] むろ_: www
[19914.240] ここねり: wwwwwww
[19914.431] ログリア: wwwww
[19914.585] mittii_yatugare: なんでw
[19914.823] mimitabu_92: wwwwww
[19915.079] (S)norato041197: wwwwwwwww
[19915.162] same__15: wwwwwww
[19915.187] にょまれ: wwwww
[19915.242] 大宮瑞樹: wwwwww
[19915.977] rekrex_09: w
[19916.072] 宙海: wwwww
[19916.892] (S)seillane: 普通にむずいなｗｗ
[19916.974] sobayu120: コメで言われたら納得したわ
[19917.127] kinakon_69: wwwww
[19917.473] (S)goaraaaaaa: それマリオやろw
[19917.647] naas1616: マリオwwwwwwwwww
[19918.744] gsucix: ハナちゃんwww
[19918.947] さいのめ: マリオかよ
[19919.030] なぬを: wwww
[19919.165] (S)Tori_Kara_99: わははは
[19919.477] komitanara: むずすぎ
[19920.303] mbando55: wwwwwww
[19920.602] roikn: wwww
[19920.750] (S)seillane: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[19921.186] maru_tyan__: wwwww
[19921.362] ﾏﾙﾏﾙ: ああwww
[19921.775] yururano_0: wwwwwww
[19922.027] にわすずめ: wwwwwwww
[19922.857] (S)nekonaaa: wwwwwwwwwwwwwww
[19922.945] kyouka581: バンキーナか
[19923.117] yona_0724: wwwwwwwww
[19923.255] jizou13: wwwwwwwwww
[19923.465] an_do121: あ
[19923.855] many7575: むずすぎる
[19925.221] sora_mameee: wwwwwww
[19925.549] むろ_: wwwwww
[19925.601] (S)mira_o: www
[19925.798] himekana_: wwwwwwww
[19926.625] つむじのきもち: 知っとけよ〜w
[19926.861] (S)ほたて12: www
[19927.596] nobisiro11: wwwwwww
[19928.008] koyaren: wwwwwwwwww
[19928.200] ここねり: wwwwwwww
[19928.923] ruurii2525: wwwww
[19930.333] (S)shun_2539: radaoNannann
[19931.018] モンドカッツェ: wwwwwwwwww
[19931.188] ゴードン松尾: ダメ出しｗ
[19931.439] のらごま: wwwwwwwwwww
[19932.907] chokemimi: www
[19932.965] mbando55: wwwwwwww
[19933.956] 御繰丸: おい、尾田っち侮辱するのか？wwwww
[19934.075] いちうら: ｗｗｗｗｗｗｗｗ
[19934.469] れもんちぃ0: 作者批判ですか？www
[19934.848] nobisiro11: wwwwwwwwww
[19935.090] noooi4: ww
[19935.775] (S)ゆずシフォン: wwww
[19935.878] baceneKo: 腑に落ちないのｗｗ
[19936.214] (S)naki_516: wwwwww
[19936.368] ちなこぽっぷ: wwwwwwww
[19937.137] (S)いぬひよこ: www
[19937.652] many7575: むずかしい
[19937.920] yona_0724: wwwww
[19938.150] にわすずめ: wwwwwwwwww
[19938.426] ayunosioyaki0223: むずwww
[19938.836] ログリア: wwwwwwww
[19939.281] meroasu_: wwwwwwwww
[19939.608] cyarasu: www
[19940.048] mi_tyan562: wwww
[19940.184] (S)seillane: ｗｗｗｗｗｗｗ
[19940.800] jizou13: wwwwwwwwwwww
[19940.806] logic_gori: 段階の踏み方が悪いよ・・・
[19942.145] (S)わらびもち_11: wwwwww
[19942.160] すかあと: wwwwwwwwwww
[19942.625] miine1221: wwwwww
[19942.785] かんがえるー: wwwww
[19942.881] mimitabu_92: wwwwwww
[19943.078] れもんちぃ0: wwwwww
[19943.203] pirokasugg: wwww
[19943.717] tukirima: wwwwwww
[19943.763] (S)しああき: 優しいwwwwww
[19943.805] okara25: wwwww
[19943.834] (S)tadanohituzi: wwwwww
[19943.846] (S)海にぃ: wwwww
[19943.965] さえだ: wwwwww
[19943.979] (S)minaduki37: www
[19944.197] にわすずめ: やってくれるのwwwwwwww
[19945.000] せきつい: wwwww
[19945.179] kon0703: やさしいな
[19945.202] かなるる: やさしい
[19945.219] (S)Tori_Kara_99: wwwwww
[19946.019] すてらいつ: え
[19946.162] bourururu: え
[19946.236] isaco135: めんどくせえなwwwwwwwww
[19947.254] ureshiin: 注文が多いwwwwwwww
[19947.549] みるあむ: wwwwww
[19947.614] 宙海: wwwwwwwww
[19947.779] sora_mameee: やさしいｗｗｗ
[19947.825] mi_tyan562: え
[19948.057] (S)seillane: え
[19948.118] koyaren: wwwwwwwwwww
[19948.897] (S)いぬひよこ: 言いたいことはわかるw
[19948.947] many7575: おまえが難しい問題だすなwww
[19949.161] (S)minaduki37: 優しい
[19949.239] (S)naki_516: 難しいww
[19949.256] same__15: え
[19949.260] 4182nysn: 三問目だけクソむず
[19950.229] chokemimi: え
[19950.383] (S)狂人おかき: え
[19950.384] lacus_34: あ
[19950.857] のらごま: え
[19951.357] nobisiro11: やさしい
[19952.073] rekrex_09: 注文が多いww
[19952.119] 宙海: やさきいかwww
[19952.878] kuzuboshi: がみともーー
[19953.172] (S)seillane: がみともー！？
[19953.281] maru_tyan__: いつもあーってならんもんな
[19953.782] jizou13: クイズには真摯なんよなｗ
[19954.735] しっぴぃ: がみさん
[19954.768] same__15: がみともさん！！！
[19954.852] yuu_1010: ワガママ過ぎるwww
[19954.907] せきつい: 注文が多いw
[19955.229] kyouka581: がみともさんダウゥン
[19955.438] にわすずめ: やっさしwwww
[19956.283] Channats11: 優しいwwww
[19956.368] (S)wasabitab: ミステリオンクイズの厄介客らだお
[19956.819] karokaro23: 用意してくれるの優しいなwwwww
[19958.972] mashiri96: でやんすだ
[19960.086] (S)Tori_Kara_99: クイズ出す方が困ってるwwwwwwwwwwww
[19960.698] nyamo04: ともさーん
[19961.492] (S)Tori_Kara_99: 困らすな
[19961.989] many7575: わどういちもんじ
[19962.035] ハムスターのたみよ: 注文が多い警察屋さん
[19962.960] kon0703: おー
[19963.029] つむじのきもち: 和銅1文字かな？
[19963.401] (S)狂人おかき: デヤンスさんいるな
[19966.020] maskmeronn: いいねぇ
[19966.072] justin01120707: 和道一文字
[19967.151] にょまれ: いい問題やな
[19968.144] kyouka581: 和道一文字だっけ？
[19968.331] ぷちます: 和
[19968.751] (S)白蓮佑1142: 雪走？
[19969.266] sutila_13: 和道一文字
[19970.887] (S)soda_navy: わどういちもんじ
[19972.190] (S)seillane: おおお
[19973.097] (S)ラキ2525: おぉ〜
[19973.489] yuasee: おー
[19973.788] ayunosioyaki0223: おおおお
[19973.825] chokemimi: www
[19974.635] リライトパンダ: radaoBanzai
[19975.064] sakeoo_0102: おおー
[19975.204] lilyfwarugotto33: 8888888
[19975.301] ここねり: おおお
[19975.870] むろ_: おおおお
[19975.878] yona_0724: おお
[19976.043] のらごま: 888888888
[19976.297] にわすずめ: ないすー
[19976.314] 御繰丸: おおおー
[19976.488] らぺん: 簡単か
[19976.879] mimitabu_92: おおおおお
[19977.022] ayata_1110: ｗｗｗ
[19977.498] ちなこぽっぷ: おおおおおお
[19977.756] (S)mira_o: おお〜
[19977.933] komitanara: さすがにね
[19978.185] (S)わらびもち_11: おおおお
[19978.236] (S)ほたて12: radaoBanzai
[19978.366] ちゃんめん: 8888
[19978.409] ログリア: wwwwww
[19978.414] zarame0531: おお
[19978.550] karokaro23: radaoBanzai
[19978.845] (S)白蓮佑1142: 和道一文字の方か
[19979.019] さいのめ: 和道一文字
[19979.257] kurono1627: さすがに簡単か
[19979.412] twikashi: ちょうどいいやん
[19979.617] (S)いぬひよこ: さすがにね
[19979.632] an_do121: おおお〜
[19979.946] mi_tyan562: おお
[19980.546] maru_tyan__: むず
[19980.912] 宙海: おおおおお！
[19981.195] nobisiro11: 8888888
[19981.467] roikn: おおおお
[19982.082] 御繰丸: 8888888
[19982.449] いんたーる: これ出す側むずいなｗ
[19983.235] しゃしゃも_: おお
[19983.290] radao_love12: radaoKasu
[19983.438] (S)Tori_Kara_99: それはね
[19983.501] むろ_: さすがにかw
[19983.562] なぬを: 88888
[19983.686] rekrex_09: おおお
[19983.846] さいのめ: これは簡単
[19984.106] luumasu: radaoEhehe
[19984.447] たまごガチアンチ: radaoBanzai
[19984.845] momo_plate: なんで答える方が偉そうなんだよwwwwww
[19984.976] roikn: 888888
[19985.834] (S)ゆずシフォン: おおおお
[19986.110] れもんちぃ0: あ
[19987.456] めるめ: それはそう
[19989.043] yona_0724: お
[19989.628] すてらいつ: おおー
[19989.810] many7575: おもしろかったね
[19990.604] (S)mira_o: すごいな
[19990.788] an_do121: まぁそれはね
[19991.034] sakeoo_0102: お
[19991.275] のらごま: お
[19991.399] chokemimi: お
[19991.496] こめつぶつぶ: 漫才してる？wwww
[19991.605] (S)seillane: うおおおおお
[19991.638] ayata_1110: おおお
[19992.220] ログリア: お
[19992.344] momonoizu: あ
[19992.510] むろ_: お！
[19993.441] miyamiya138: お
[19993.468] mimitabu_92: おおおお
[19993.837] isaco135: 優しい
[19994.088] goodmanpppp: おお
[19994.122] mirina017: お
[19995.840] (S)seillane: あ
[19995.840] ここねり: うおおおお
[19995.950] ラミリア: やさしい
[19996.335] どぅみ: 優しい
[19997.112] さいのめ: お
[19997.191] 宙海: おお！
[19997.342] many7575: ばらてぃえ
[19997.875] justin01120707: バラティエ
[19997.982] (S)わらびもち_11: やさしい
[19997.991] maru_tyan__: 優しいw
[19998.883] same__15: キャップ？？？
[19998.889] mizuhusen_aq: あ
[20000.219] ハムスターのたみよ: キャップｗｗｗｗｗｗｗｗｗ
[20000.270] sutila_13: バラティエ
[20000.839] dokukinoco: バラティエ
[20001.151] shikiyama_0426: shikiyama_0426 subscribed with Prime. They've subscribed for 25 months! 
[20001.412] cyarasu: キャップ？www
[20002.448] mbando55: あ
[20002.553] kuzuboshi: ばらてぃえ
[20003.164] すてらいつ: キャップwwwwwwww
[20003.197] gaiantufan: wwwwwwwww
[20003.572] mittii_yatugare: キャップw
[20003.959] つむじのきもち: これはよゆうね
[20004.275] twikashi: 急に簡単やんけｗ
[20005.147] ruurii2525: クイズさん優しいなwww
[20005.169] maskmeronn: 殴ってるw
[20005.182] (S)seillane: キャップｗｗｗｗｗ
[20005.201] ちなこぽっぷ: キャップwwww
[20005.206] tarabaaaa: キャップｗ
[20005.737] (S)狂人おかき: なんで分かる？
[20005.787] ﾏﾙﾏﾙ: おおお
[20006.147] ﾅﾏﾁｬ: バラティエ
[20006.395] yona_0724: wwwwwww
[20006.556] のらごま: 888888888
[20006.729] すかあと: wwwwww
[20006.957] Rimon_sky: wwww
[20007.197] chokemimi: wwwwwwww
[20007.284] mi_tyan562: キャップw
[20007.373] suna0056: 有名なとこはわかるなｗ
[20007.406] ayunosioyaki0223: おおw
[20007.504] さいのめ: バラティエ
[20007.624] むろ_: おおおお
[20008.054] miine1221: www
[20008.123] many7575: むずくないよ
[20008.178] えんそのなみだ: キャップwww
[20008.452] なぬを: 888888888
[20009.182] jizou13: さすがにね
[20009.619] isaco135: キャップwwwww
[20009.789] れもんちぃ0: wwwwwwwwwwww
[20009.854] aqua_marin0619: キャップwwwww
[20009.863] むろ_: 88888
[20009.893] mbando55: うしろwwwww
[20009.919] (S)seillane: 優しいｗｗｗ
[20009.950] (S)れうたろう: radaoBanzai
[20009.974] つむじのきもち: 88888
[20010.033] ﾅﾏﾁｬ: おおおお
[20010.216] (S)ほたて12: 壊してるね
[20010.866] にわすずめ: おー
[20011.009] kon0703: 急に簡単
[20011.031] re__pi: キャップ wwww
[20011.103] のらごま: おおおおお
[20012.265] nemu_1213: キャップwwwwww
[20012.291] 宙海: おおおおお！
[20012.382] rei7002: キャップ！？
[20012.674] kanayawa_118: キャップ?！
[20012.941] 御繰丸: wwwwwwwww
[20013.008] okara25: キャップwwwww
[20013.232] さいのめ: これは簡単
[20013.338] peperonn17: キャップwwwwww
[20013.623] ﾅﾏﾁｬ: wwwwww
[20013.859] mimitabu_92: wwwww
[20014.164] ayata_1110: なぐっとるｗ
[20014.401] (S)Tori_Kara_99: それは簡単
[20014.418] justin01120707: おいキャップ
[20014.495] つむじのきもち: 888888888888
[20015.361] らぺん: キャップwww
[20015.581] renkuwa0331: 急に簡単w
[20016.225] (S)seillane: キャップｗｗｗｗｗｗｗｗｗｗｗｗ
[20016.553] キャホー: キャップwww
[20017.806] otux2_0205: あ
[20017.917] むろ_: ええ問題やな
[20018.453] 御繰丸: キャップ！？！？！？
[20018.453] same__15: 後ろに変な人が……
[20019.356] tukirima: wwwwwwww
[20019.483] yona_0724: www
[20019.509] つむじのきもち: いい問題だなぁ
[20019.789] すいぺりあ: キャップwwwww
[20020.408] lacus_34: キャップwww
[20020.697] (S)seillane: お
[20020.873] naas1616: wwwwwwwwww
[20020.950] ruurii2525: キャップ！？
[20021.573] 0nnozaakira: キャップwww
[20021.788] にわすずめ: キャップwwwwwwwwwwww
[20021.967] いんたーる: 後ろがｗｗ
[20022.085] mi_tyan562: お
[20022.152] kuzuboshi: キャップｗｗｗｗｗｗ
[20022.248] sutila_13: キャップｗ
[20022.672] maru_tyan__: キャップ？
[20022.806] のらごま: お
[20022.949] kurono1627: キャップ……？www
[20023.368] an_do121: お
[20023.374] めるめ: 後ろwww
[20023.520] chokemimi: www
[20023.595] itumi434: 塩梅むずそう
[20024.501] rain_less: キャップwww
[20024.606] ﾅﾏﾁｬ: 後ろwwwwww
[20024.654] sakeoo_0102: キャップｗｗｗw
