[7.203] (S)はくまい_45: 何事？
[8889.011] mizuno0624: wwwwwwwwww
[8889.454] mizuumi_3: ちくさんｗｗｗｗｗｗｗｗ
[8889.589] ayunosioyaki0223: wwwwwwwwwwww
[8889.766] hima_norita: wwwwwww
[8890.508] 愛の林檎: wwwwwwwwwwwwwwwww
[8891.536] はるのてゃん: wwwwwww
[8891.714] ゆうれいさん: wwwwww
[8892.183] mizusakura0326: wwwwwwwwwwww
[8893.183] (S)わらびもち_11: wwwwwww
[8893.490] 神崎立夏: www
[8894.568] (S)壱代目: wwwww
[8894.814] (S)~MISSING_COMMENTER_INFO~: wwwwww
[8894.832] (S)mrgrtpsr: チクwwwwwwwwwwww
[8895.056] dafukani_z: wwwww
[8895.632] goshi_kuma: wwwwwwwww
[8895.906] 苗路なまえ: ちくさん！？！？！？
[8895.967] ganma0626: wwww
[8896.142] (S)Ruria00: なんでもいい?!w
[8896.160] (S)mueokun: トレーサー難しいもんね
[8896.339] maqurari: wwwwwwww
[8896.574] natubatch: wwwwwwwwww
[8897.001] nakihai556: wwwwwwwwwwwww
[8897.206] (S)にわすずめ: ちくさんwwwwwwwwwwww
[8897.367] sunomono8: wwwwwwwwwwww
[8897.454] crowsuke96: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[8897.659] (S)sora_mameee: ちくさん火力たっかｗｗｗｗｗｗ
[8898.035] aki_mokomoko0209: wwwwwwwww
[8898.040] ゆうれいさん: ʬʬʬʬʬʬʬʬʬʬ
[8898.752] kyuurinotyazuke: なんでもw
[8898.985] pan_dawa_: ちくちくｗｗｗｗｗ
[8899.021] himikokichi_06: wwwwwwwwww
[8899.236] (S)るんぱっぱ12: なんでもいいwww
[8899.893] amane73: wwwwwwwww
[8899.934] そふぃ3: 火力えぐwwwwwwwwww
[8900.384] putokotoko: ｗｗｗ
[8901.515] crowsuke96: ちくさんｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[8901.987] sayorin25256: Wwwwww
[8903.299] (S)にわすずめ: どした？どした？wwwwwwwwwwww
[8903.466] おつむぎぃ: ちくがみのちく出てんねぇwwww
[8903.483] (S)あかね0313: wwwwwwww
[8903.548] yu_rrr0409: ちくさん？？www
[8903.558] hima_norita: ちくちくwwwwwww
[8903.697] いとりお: wwwwwwwww
[8903.736] (S)mrgrtpsr: wwwwwwwwwwwwwwwwwwwwwwww
[8904.089] mizuno0624: wwwww
[8904.421] 苗路なまえ: 火力がwwwwewe
[8904.508] 神崎立夏: めっちゃツボってるwwwwwwwww
[8904.731] じゃがビぃ: wwwwwww
[8904.839] (S)ウツル: それ以上はｗｗｗｗｗ
[8904.940] mizusakura0326: ちくさんwwwwwwwww
[8905.533] いのりさん: 本性出てる
[8905.562] ぁきぃ: ちくがみ？！
[8905.763] dafukani_z: ちくさんwwwwww
[8906.032] ゆうれいさん: wwwwwwwww
[8906.393] kanagawa28247: wwwwwww
[8906.562] 甘酒大好き: グッサリ
[8906.624] honekara: ともさん⁈
[8906.753] (S)koharapi: wwwwwwww
[8907.000] はるのてゃん: 黒髪のちくwww
[8907.062] rei_0610: wwwww
[8907.065] meyfu_: wwwwww
[8907.226] 和泉ぴけ: 止まらん止まらん
[8907.387] koyaren: wwwww
[8907.446] utayori: Toxic出とるw
[8907.862] (S)壱代目: 火力やばいw
[8908.191] __あお: wwwwwwwwww
[8908.415] amane73: ちくさんwwww
[8908.416] えりさ_: ちくwww
[8908.641] ottottopuro: チクチク
[8909.501] putokotoko: wwwwwwww
[8909.923] (S)Ruria00: ちくさんストップw
[8910.169] yu_rrr0409: ちくがみw
[8910.629] ayunosioyaki0223: ちくさんwww
[8910.870] (S)あかね0313: やばすぎwwwwww
[8911.066] goshi_kuma: えぐw
[8912.301] (S)rive1563: ちくさんwwwwwwwwwwwww
[8912.439] そふぃ3: 玉当たってないから関係ないは草
[8912.513] 慧沙: wwwwwwwwww
[8912.563] tanuki_pan: うつ君来ないかもww
[8912.565] chitose0917: ちくがみさん！？
[8912.678] (S)_りんく_: wwwwwwwww
[8912.690] (S)にわすずめ: 今日元気いいねwwwwwwwwwwww
[8913.307] 愛の林檎: それ以上は枕濡れちゃうwwwwwwwww
[8913.416] koyaren: フォローうまい
[8913.862] hotallu_42: こーれちくともですwwwwww
[8915.328] (S)sora_mameee: wwwwwwww
[8915.333] rei_0610: ちくさん！？wwwww
[8916.006] natubatch: ちくがとまらねぇwww
[8916.080] honekara: 火力ありすぎん⁈
[8916.369] mo_coa: よしおのライフはもうゼロよ！！
[8916.538] (S)~MISSING_COMMENTER_INFO~: チクチクの威力高いw
[8916.857] hima_norita: そうねwww
[8917.148] (S)nerikondapan: ちくさん ww
[8917.323] 茶葉_645: 黒髪のちくwwww
[8919.182] mizusakura0326: wwwwwwwwww
[8920.640] tora25_22: 今日のちくさん元気だなぁwwww
[8920.644] kanagawa28247: ちくさんｗｗｗｗｗ
[8923.184] yutty21: 黒髪のちくが止まらないwww
[8923.395] 愛の林檎: wwwwwwwwwwwwwwwww
[8923.536] ゆうれいさん: やべぇーーwwww
[8924.177] akaihi: エクストリームゼニ出ちゃうよ
[8924.198] mizuumi_3: 遅刻の罰だこれはｗｗｗｗｗ
[8924.349] aki_mokomoko0209: wwwwwwwwwwww
[8924.865] hima_norita: wwwwwwwwwwwww
[8925.105] (S)sora_mameee: ｗｗｗｗｗｗｗｗｗｗ
[8925.408] chitose0917: かりょくがwww
[8925.731] そふぃ3: ちくさんが止まらねぇwwwww
[8926.487] __あお: wwwwwwwwwwww
[8927.080] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[8927.428] maqurari: wwww
[8928.116] 愛の林檎: 見てぇwwwwwwwww
[8929.146] ayunosioyaki0223: wwwwwwwwwwww
[8929.169] mizusakura0326: wwwwwwwwwwwwwww
[8929.552] はるのてゃん: wwwwww
[8929.693] cyarasu: www
[8930.046] ゆうれいさん: wwwwww
[8930.242] おのこ: wwwwww
[8931.282] (S)mrgrtpsr: wwwwwwwwwwww
[8932.048] らみせ_0626: wwwwwwwwww
[8932.273] (S)あかね0313: 泣いちゃうてwwwwwww
[8932.901] meyfu_: wwwwwww
[8932.948] kohq_Loco: ちく髪はとまらない…w
[8933.035] おつむぎぃ: 鬱くん枕濡らしちゃうwww
[8934.199] chitose0917: 絶対おもろい
[8934.422] border_listener: wwwwww
[8934.652] rin5_3: みたいな
[8936.539] renkuwa0331: やっぱりオバウォになると黒髪のちくが出てしまうともさんwwwwwww
[8936.596] ぁきぃ: アイクさんびっくりよwwww
[8937.232] honekara: 黒髪のちくやめて欲しいwww
[8937.476] れのれの: wwwwwwwwwww
[8938.762] chitose0917: 泣いちゃうw
[8939.450] (S)壱代目: wwwwww
[8939.968] sono_ringo: www
[8940.972] sakiritu: リ、リーパーなら…
[8940.975] dafukani_z: wwwwww
[8941.176] らみせ_0626: 鬱くんw
[8941.680] goshi_kuma: みたいw
[8942.307] 愛の林檎: wwwwwwwwwwwwwwwww
[8942.845] そふぃ3: 明日チーム決まってないんだww
[8946.673] (S)にわすずめ: 死にかけwwwwwwwwwwww
[8946.794] akabeko0130: わこらだ
[8948.954] 揚げたこ焼き: メンタルぶっ壊れるってwww
[8951.377] nakihai556: wwwwwww
[8953.355] (S)sora_mameee: ｗｗｗｗｗｗｗ
[8953.687] ayunosioyaki0223: wwwwwwwwwwwwwwwwww
[8953.828] __あお: wwwwwww
[8954.741] (S)Ruria00: ちくさんおもろいなwwww
[8955.679] hima_norita: wwww
[8955.771] tanuki_pan: wwwwww
[8955.858] (S)おるがのる: wwwwwwwwww
[8956.898] mizusakura0326: wwwwwwwwwww
[8957.430] yuriira: デバフみたいないいかたｗｗ
[8960.158] meyfu_: wwww
[8962.993] 愛の林檎: 現場wwwwwwwww
[8964.059] ほのぼの: wwwww
[8967.456] goshi_kuma: よしおとも
[8967.996] tanuki_pan: みんな見たいwww
[8968.187] nasimaru18: www
[8969.796] いとりお: wwwwwwwwwwwwww
[8970.538] kohq_Loco: 現場wwww
[8971.603] 愛の林檎: wwwwwwwwwwwwwwwww
[8971.999] kouam428: そこ決定で
[8972.202] そふぃ3: 挙手制wwwww
[8972.363] __あお: wwwww
[8972.868] mocupu: www
[8974.129] mizusakura0326: wwwwwwwwww
[8974.751] すてらいつ: がやだらけwww
[8974.751] honekara: 健康の時のともさんはハメ外してる感があるw
[8974.996] maqurari: wwwwwww
[8976.059] (S)壱代目: wwww
[8976.937] 愛の林檎: 逃げたwwww
[8977.714] sayorin25256: Wwwwww
[8979.674] tora25_22: 一生ｗｗｗｗ
[8980.724] hima_norita: wwwwww
[8983.399] おつむぎぃ: おもろwwwwwwww
[8992.378] 愛の林檎: wwwwwwwwwwwwwwwww
[8994.827] putokotoko: wwwwww
[8995.676] goshi_kuma: あえてねw
[8997.499] Ru_iiii: wwwwww
[8998.358] そふぃ3: 確かになwwwww
[8998.647] __あお: wwwwwwww
[9001.133] sono_ringo: さすが鬱先生
[9001.972] はるのてゃん: wwwwww
[9004.165] roikn: wwwwwww
[9006.720] 愛の林檎: なんか笑ってたもんなwwww
[9009.013] ぁきぃ: wwww
[9010.186] いとりお: wwwwwwwwwwwwww
[9011.159] dafukani_z: wwwwww
[9012.123] (S)にわすずめ: お
[9012.922] __あお: お
[9014.896] maqurari: さすがだwwwwwwww
[9014.923] 愛の林檎: お
[9015.631] mizusakura0326: お
[9016.058] hima_norita: お
[9017.942] (S)レロキャン: お
[9018.263] yumemiruneco: かっけぇ
[9018.663] そふぃ3: お
[9019.195] sono_ringo: あ
[9019.299] yuriira: いったな？
[9020.654] honekara: お
[9021.203] (S)koharapi: お
[9022.729] おつむぎぃ: お
[9023.177] honekara: かっけぇ
[9024.526] 愛の林檎: 空くことは確定してんのおもろい
[9024.933] (S)壱代目: お
[9027.832] ぁきぃ: 結果残せよ！
[9029.532] sayorin25256: お
[9031.727] ゆうれいさん: ww
[9042.439] kurose_i: しにー？
[9046.109] 和泉ぴけ: さすがAttack on rader
[9054.079] とうむ: お
[9057.740] (S)にわすずめ: お
[9059.577] (S)koharapi: お
[9061.017] (S)にわすずめ: え？
[9061.752] yuriira: お
[9061.836] (S)mrgrtpsr: わろクリきチャァ
[9063.064] mizusakura0326: お
[9063.710] honekara: 不仲きちゃ
[9063.923] tora25_22: おお
[9063.978] (S)mrgrtpsr: お
[9064.158] hima_norita: おおお
[9064.775] __あお: wwwww
[9064.944] はるのてゃん: お
[9065.141] maqurari: wwwww
[9065.350] そふぃ3: ほんとだwww
[9065.847] himikokichi_06: お
[9066.527] (S)壱代目: おおお
[9066.830] ゆうれいさん: おお
[9067.289] (S)Ruria00: お
[9069.309] 神崎立夏: wwwwwwwww
[9069.527] 愛の林檎: 侵食www
[9069.639] mizusakura0326: wwwwwwwww
[9069.812] nakihai556: wwwwwwwww
[9070.569] (S)sora_mameee: ｗｗｗｗｗｗ
[9070.877] honekara: おおおおお
[9071.137] (S)surooooooooo: お
[9071.859] himikokichi_06: wwwwwwwww
[9071.925] hima_norita: www
[9072.041] roikn: おおおお
[9072.082] (S)にわすずめ: のあさんはまずいん
[9072.467] 愛の林檎: wwwwwwwwwwwwwwwww
[9072.585] yuriira: みてぇｗｗｗ
[9073.066] ぁきぃ: キャリーしよwwww
[9073.127] (S)レロキャン: wwwwwww
[9073.749] はるのてゃん: wwww
[9073.776] 0707_shinn: wwwwwwww
[9074.014] そふぃ3: 新生我々だ？wwwww
[9074.638] goshi_kuma: wwwwwww
[9074.710] くろざき: wwwwww
[9074.941] roikn: wwwwwww
[9074.955] まだら25: wwwww
[9075.023] border_listener: wwwwwwww
[9075.386] yukino_toudou: www
[9075.416] (S)sora_mameee: ノアさんｗｗｗｗ
[9075.545] (S)mrgrtpsr: wwwwwwwwwww
[9075.546] えりさ_: wwwwwwwww
[9076.445] 愛の林檎: いよいよだろwwwwwwwww
[9076.862] mizusakura0326: wwwwwwwwwwww
[9077.016] (S)にわすずめ: wwwwwwwwww
[9077.096] (S)koharapi: wwwwwww
[9077.554] __あお: wwwwwwwwww
[9077.581] ゆうれいさん: wwwwwwwww
[9078.135] sayorin25256: Wwwwww
[9078.372] dafukani_z: wwww
[9078.398] crow_0226: wwwwwwwwwwwww
[9078.714] meyfu_: wwww
[9079.524] mizuumi_3: ｗｗｗｗｗｗｗ
[9079.656] mira_o: www
[9079.854] おつむぎぃ: ノアさんプッチン
[9080.525] iriss3535: www
[9080.666] (S)sora_mameee: それは見たいｗｗｗｗ
[9080.787] 園崎狩兎: ww
[9080.800] だてんちゃん: www
[9081.358] (S)mrgrtpsr: wwwwwwwwwwwwwwwwwwwwwwww
[9081.438] natubatch: めっちゃ見てぇwwww
[9081.614] kohq_Loco: 見たいwwwww
[9081.883] himikokichi_06: みてぇwwwww
[9082.026] mizuno0624: ノアさんのキレ怖いって
[9082.116] (S)わらびもち_11: みたいなぁwwwwww
[9082.393] ayunosioyaki0223: wwwwwwwwwwww
[9082.640] goshi_kuma: みたい！！
[9083.120] (S)にわすずめ: まじで怖いってwwwwwwwwwwww
[9083.613] aki_mokomoko0209: wwwwwwwwwwww
[9084.382] honekara: wwwww
[9085.273] そふぃ3: そっちの方が見たいwwwww
[9085.314] ぁきぃ: 順番に切れてくの草
[9087.026] 08_01_: 見たすぎるwwwwwww
[9088.872] 愛の林檎: ノアさんがキレたらもうとんでもないってwwwwww
[9089.081] 和泉ぴけ: ノアさんに言われたら流石にへこむわ
[9090.484] sono_ringo: www
[9092.611] ゆうれいさん: wwwwwwwwwwwwwwwwww
[9092.631] おつむぎぃ: 見てえwwwwww
[9093.276] そふぃ3: ノアさんキレるはガチすぎるwwwww
[9093.617] (S)壱代目: 見てみたいwwww
[9093.962] maqurari: やべぇwwwwww
[9098.371] honekara: 最後の砦w
[9103.175] (S)mrgrtpsr: 最後の砦アイクさんだろ
[9103.610] はるのてゃん: ノアさんはやばいwww
[9103.954] honekara: 見たいなぁwww
[9104.679] crow_0226: wwwwww
[9106.060] サノウラ: うつせんおもれーw
[9113.562] (S)にわすずめ: wwwwwwwww
[9115.389] いとりお: wwwwwwwwww
[9116.597] meyfu_: wwwww
[9117.189] 愛の林檎: wwwwwwwwwwwwwwwww
[9117.595] まチャチャ: www
[9117.613] mizusakura0326: wwwwwwwwwww
[9117.923] そふぃ3: wwwwwwwwww
[9118.572] 和泉ぴけ: 我々だきたなぁ
[9123.120] mawt___: 効いてるw
[9127.226] ayunosioyaki0223: wwwwwwwwww
[9129.905] __あお: wwwwwwwwww
[9131.072] まチャチャ: wwwwwwww
[9131.321] 5mugenn: wwwwwwww
[9132.160] 愛の林檎: wwwwwwwwwwwwwwwwwwwwwwwwww
[9132.162] maqurari: wwwwww
[9132.385] (S)にわすずめ: wwwwwwwwww
[9133.485] pinguu_gg1: www www www www
[9133.592] yukino_toudou: www
[9134.681] ichinomyo_taro: wwww
[9134.893] (S)a_mondoKojio: wwwwwwwww
[9135.175] dafukani_z: wwwww
[9136.677] そふぃ3: 黄金セットwwwww
[9137.651] まチャチャ: 黄金セットwww
[9138.431] mizusakura0326: wwwwwwwwwwww
[9138.758] はるのてゃん: wwwww
[9140.162] (S)mrgrtpsr: wwwwwwwwwww
[9140.383] honekara: wwwww
[9142.771] kinugoshi_douhu: wwwwww
[9144.551] 大福饅頭: wwwww
[9144.587] (S)koharapi: wwwwwwww
[9145.843] mizuumi_3: なにもなかったｗｗｗ
[9146.658] 愛の林檎: 別に…
[9146.689] yuriira: やめてあげてｗｗ
[9150.219] 愛の林檎: wwwwwwwww
[9157.603] そふぃ3: よく分からない人はあってたのかwww
[9162.804] (S)sora_mameee: ｗｗｗｗｗ
[9166.907] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[9169.415] honekara: wwww
[9171.740] (S)にわすずめ: wwwwwwwww
[9172.330] ayunosioyaki0223: www
[9173.242] meyfu_: www
[9173.930] (S)yamamurame: www
[9175.019] crow_0226: 魅せてくれww
[9175.087] (S)minippu_haima: wwww
[9175.381] maqurari: wwwwww
[9176.428] dafukani_z: wwwww
[9177.488] (S)めしゅ麻呂: www
[9179.033] はるのてゃん: www
[9179.256] noboriryuu0519: www
[9179.415] honekara: 頑張ろうらっだぁ
[9183.847] おつむぎぃ: えぐ
[9188.335] (S)sora_mameee: ないす０
[9189.245] (S)da1marrrr: radaoW
[9190.588] mizuumi_3: ゼロ！
[9190.745] nonsugar017: ぜろ！
[9192.338] 愛の林檎: 0wwww
[9192.355] そふぃ3: 0www
[9199.330] tanuki_pan: 0報告ナイス〜
[9200.554] ゆうれいさん: ww
[9204.544] (S)a_mondoKojio: radaoHatena2
[9206.899] ゑぬ: www
[9219.553] 縮緬雑魚: radaoTrain
[9221.921] まチャチャ: うま
[9222.879] (S)わらびもち_11: ないす
[9223.435] (S)~MISSING_COMMENTER_INFO~: うま
[9223.906] 愛の林檎: うんま
[9224.024] (S)めしゅ麻呂: ないすぅ
[9224.133] (S)a_mondoKojio: うま
[9225.286] mizusakura0326: うま
[9225.762] サノウラ: うま
[9226.389] (S)koharapi: うま
[9227.589] ゆうれいさん: ないす
[9229.934] ayunosioyaki0223: あ
[9230.492] (S)壱代目: うま
[9230.606] (S)sora_mameee: ｗｗｗｗｗｗｗ
[9233.039] (S)にわすずめ: ﾎﾞｺﾞｫ
[9233.182] まチャチャ: ボォフ
[9233.996] 5mugenn: wwwwwwww
[9234.255] (S)めしゅ麻呂: wwwww
[9234.763] (S)yamamurame: ﾎﾞｺﾞｫ
[9234.854] maqurari: wwwwww
[9235.080] __あお: wwwww
[9235.140] 甘酒大好き: ボフゥ
[9235.815] (S)a_mondoKojio: ﾎﾞｺﾞｫ
[9236.063] (S)~MISSING_COMMENTER_INFO~: wwwwww
[9236.387] 狂人おかき: 爆発した？
[9236.634] roikn: い
[9236.726] mizusakura0326: wwwwwwwww
[9237.181] tayam59: オゴオオオオ
[9237.896] dafukani_z: wwwww
[9239.511] roikn: wwww
[9240.342] ewokakou: wwww
[9240.870] (S)サモにゃん: ﾎﾞｺﾞｫ
[9241.471] honekara: 爆破かな？
[9242.071] 愛の林檎: あー
[9245.408] ゆうれいさん: w
[9247.045] (S)ウツル: あｗｗｗ
[9247.453] himikokichi_06: wwww
[9248.423] (S)~MISSING_COMMENTER_INFO~: ヤミー
[9249.041] (S)わらびもち_11: あ
[9249.087] RBlue_Lyco: 89
[9249.801] chromu06: 163w
[9250.481] ayunosioyaki0223: wwwwwwwww
[9250.670] まチャチャ: wwwww
[9251.028] (S)sora_mameee: いいよー
[9252.047] (S)にわすずめ: wwwwwwwwwwww
[9252.102] hima_norita: おお
[9252.518] 愛の林檎: wwwwwwwwwwwwwwwww
[9252.520] はるのてゃん: あwww
[9252.685] maqurari: wwwwwwwww
[9253.109] (S)a_mondoKojio: wwwwwwwww
[9253.585] 甘酒大好き: １００ｗｗｗｗ
[9254.696] (S)~MISSING_COMMENTER_INFO~: wwwwww
[9255.107] mizusakura0326: wwwwwwwwww
[9255.114] (S)sora_mameee: ｗｗｗｗｗｗ
[9256.507] (S)koharapi: wwwww
[9256.520] natubatch: wwwwww
[9256.559] (S)壱代目: wwwww
[9256.873] meyfu_: www
[9258.102] (S)ログリア: wwww
[9259.841] goshi_kuma: wwwwwww
[9260.305] iriss3535: www
[9260.378] サノウラ: トレーサーしか倒せんてw
[9260.939] (S)にわすずめ: 精神攻撃すんなwwwwwwwww
[9261.046] yuriira: 実況されるのやばｗｗｗ
[9265.177] はるのてゃん: wwwwwww
[9265.378] __あお: wwwww
[9265.438] 5mugenn: wwwwwwww
[9268.690] ~MISSING_COMMENTER_INFO~: !sens
[9272.711] ゆうれいさん: ww
[9274.035] (S)コヂマだよ: いちいち言われるの草
[9285.772] (S)コヂマだよ: いやな試合だなぁww
[9286.670] 愛の林檎: ないす
[9287.453] (S)~MISSING_COMMENTER_INFO~: ないす
[9296.099] 紺コフ: ナイスー
[9298.337] おつむぎぃ: 楽しそうでなにより
[9299.616] (S)sora_mameee: ｗｗｗｗｗ
[9301.061] (S)にわすずめ: wwwwwwwww
[9301.097] 模倣的な生徒: wwwwwww
[9301.518] 神崎立夏: wwwwwwwwwwww
[9301.717] hima_norita: wwwwwww
[9301.912] (S)rascal_techonol: ｗｗｗｗ
[9302.092] ayunosioyaki0223: www
[9302.605] まチャチャ: www
[9302.972] 愛の林檎: wwwwwwwwwwwwwwwww
[9303.329] 5mugenn: wwwwwwww
[9303.555] はるのてゃん: wwww
[9303.612] (S)わらびもち_11: wwwwww
[9303.855] 大福饅頭: wwww
[9304.951] (S)~MISSING_COMMENTER_INFO~: wwwwww
[9304.999] dorechicchhi: wwwwwww
[9305.233] gaiantufan: wwwwwww
[9305.418] dafukani_z: wwwwww
[9305.427] mizuumi_3: やさしいねｗｗｗｗｗ
[9305.452] maqurari: wwwwwwwww
[9305.695] __あお: wwwwwwww
[9306.253] rototokonbu: wwwwwwww
[9306.693] (S)壱代目: wwwww
[9306.772] melonmelo_: wwww
[9307.960] goshi_kuma: www
[9308.189] ewokakou: wwww
[9308.391] (S)tanakasan_29: www
[9308.406] mizusakura0326: wwwwwwww
[9308.745] (S)peng1130: wwwwww
[9309.379] (S)koharapi: wwwww
[9309.578] rya_ya: 可愛いなぁw
[9311.388] そふぃ3: めちゃ効いてるやんwwwww
[9312.187] 08_01_: こんな俺でもwwwwwwww
[9315.703] まチャチャ: ヘラるな鬱
[9318.223] 愛の林檎: うんま
[9318.290] (S)にわすずめ: wwwwwwwwwwww
[9320.926] 榊原紅葉: 面白すぎ
[9321.277] 愛の林檎: wwwwwwwww
[9321.417] えりさ_: www
[9323.478] そふぃ3: wwwwwwwwwwwwwww
[9324.351] 5mugenn: wwwwwww
[9324.961] ta_ka92: www
[9325.837] 神崎立夏: 大先生何喋ってもおもろいwwwwww
[9329.723] 愛の林檎: 447wwwww
[9331.514] gaiantufan: 447w
[9333.772] いとりお: wwwwwwwww
[9335.991] (S)mrgrtpsr: 500は出るかw
[9336.945] honekara: wwwww
[9338.435] (S)nanohasu: nanohasu subscribed with Prime. 
[9340.589] kohq_Loco: ちーのより低いw
[9342.607] (S)sora_mameee: ｗｗｗｗｗ
[9342.650] tanuki_pan: よしおがんばえw
[9344.587] chromu06: 1人だけ？
[9347.421] サノウラ: 5倍くらいちがうw
[9348.004] (S)にわすずめ: WOW
[9350.417] そふぃ3: うわ
[9351.512] 甘酒大好き: 溶けたｗｗ
[9351.667] 愛の林檎: うわあああああああ
[9352.468] (S)わらびもち_11: やば
[9352.723] おつむぎぃ: うわぉ
[9353.032] まチャチャ: えっぐ
[9353.554] 和泉ぴけ: えぐ
[9353.730] honekara: うわーお
[9354.695] chunchumu: すげぇ飛んだなぁ
[9355.835] (S)レロキャン: うわ
[9356.041] (S)mrgrtpsr: そんな飛ぶ?w
[9356.891] goshi_kuma: うわ
[9357.993] ayunosioyaki0223: えぐ
[9358.121] ta_ka92: がみちゃーん
[9358.593] yuriira: これはやばい
[9358.798] maqurari: マジか
[9358.807] 大福饅頭: えっぐ
[9360.440] mizusakura0326: えぐ
[9360.614] (S)sora_mameee: うまいなぁ
[9362.799] そふぃ3: エッグ
[9364.811] 愛の林檎: うめぇ
[9365.448] (S)にわすずめ: wwwwwwwwwwww
[9366.586] 有酸_: 上手かった
[9366.884] まチャチャ: 今！？
[9367.606] yuriira: きた
[9369.321] goshi_kuma: wwwww
[9369.470] 愛の林檎: wwwwwwwwwwwwwwwww
[9369.634] はるのてゃん: www
[9372.019] (S)~MISSING_COMMENTER_INFO~: まずい
[9372.105] (S)peng1130: ぐえー
[9372.255] (S)sora_mameee: ｗｗｗｗｗ
[9375.234] maqurari: wwwwwwwwwww
[9375.468] そふぃ3: ぐぇーwwwww
[9375.472] (S)わらびもち_11: wwwwwww
[9377.058] ayunosioyaki0223: www
[9377.255] (S)レロキャン: wwwwww
[9377.539] ewokakou: wwww
[9377.903] (S)壱代目: wwww
[9378.036] (S)mrgrtpsr: wwwwwwwwwwww
[9378.042] 愛の林檎: wwwwwwwww
[9379.641] (S)koharapi: wwwwwwwwww
[9380.110] dafukani_z: wwwww
[9380.143] (S)sora_mameee: 一旦ね
[9380.582] ぁきぃ: wwww
[9381.161] (S)にわすずめ: 一旦ねwwwwwwwwwwww
[9382.831] __あお: wwwwwwww
[9383.341] meyfu_: wwwww
[9384.358] roikn: wwwww
[9384.716] nakihai556: wwwwwwww
[9385.248] himikokichi_06: wwwwww
[9386.604] nice_cream04: うつすの草
[9386.620] はるのてゃん: wwwwwww
[9386.691] mizusakura0326: wwwwwwwwww
[9387.251] rya_ya: wwwwwww
[9387.485] 和泉ぴけ: よしおww
[9387.548] そふぃ3: あれ？？？wwwww
[9388.271] (S)oreo_oic101: wwwwww
[9388.279] (S)にわすずめ: 1チーノwwwwwwwwwwww
[9388.368] 有酸_: wwwwww
[9388.476] まチャチャ: ヒーラーと同じwwwww
[9388.643] (S)ウツル: ヒーラーとならんどるｗｗｗ
[9389.225] (S)sora_mameee: wwwwww
[9389.477] 大福饅頭: wwwww
[9389.652] tanuki_pan: wwwww
[9389.892] ぁきぃ: エンジョイしてんなwwww
[9389.960] (S)mrgrtpsr: wwwwwwwwwwwwwwwwwwwwww
[9390.011] 愛の林檎: ヒーラーと同じぐらいwwwwwwwww
[9390.397] (S)peng1130: wwwwwwwwwwwwwwwww
[9391.578] minidaru00: 一旦ねwwwww
[9392.442] (S)壱代目: 一旦wwww
[9393.072] ayunosioyaki0223: wwwwwwwwwwww
[9393.732] 5mugenn: ノアさんの方が多いwwwwwwww
[9393.816] 愛の林檎: wwwwwwwwwwwwwwwww
[9394.444] (S)レロキャン: wwwwwwwwww
[9394.648] そふぃ3: 味方からプレッシャーで草
[9394.684] goshi_kuma: 鬱先がんばえw
[9395.350] glass5278130: ヒーラーとほぼ同じww
[9396.244] ta_ka92: wwwwz
[9396.644] 狂人おかき: ラインハルトにミンチにされた？
[9397.409] maqurari: 一旦おちついてねwwwww
[9397.589] おつむぎぃ: 一旦ねwwwwwwwwwww
[9399.117] mizusakura0326: 一旦ねwwwwwww
[9399.189] ゆうれいさん: wwwwww
[9399.293] yuriira: ヒーラー同じってまｗｗｗ
[9402.696] (S)da1marrrr: radaoBigcry
[9402.787] mawt___: らっだぁの3分の1w
[9405.748] ご機嫌なシャチ: ちょっとねw
[9407.014] ta_ka92: いったんねw
[9410.826] goshi_kuma: wwwww
[9413.402] (S)にわすずめ: wwwwwwwwwwww
[9413.475] (S)sora_mameee: wwwwwwwww
[9413.547] oyazigarisan: 意思のあるbot
[9413.919] 狂人おかき: wwww
[9414.168] 愛の林檎: wwwwwwwwwwwwwwwwwwwwww
[9415.068] (S)mrgrtpsr: wwwwwwwwwwww
[9415.552] そふぃ3: 3分の1は草
[9415.968] hima_norita: wwwwwww
[9417.875] えりさ_: wwwwwwwww
[9418.272] まチャチャ: ほぼEXTREME TANKでワロタ
[9418.990] (S)~MISSING_COMMENTER_INFO~: www
[9419.645] ewokakou: wwww
[9419.855] すかあ: wwwwwwwwwwww
[9419.868] dafukani_z: wwwww
[9420.775] (S)壱代目: wwwwww
[9421.003] (S)にわすずめ: 瀕死wwwwwwwwwwww
[9422.097] (S)yamamurame: www
[9422.358] tanuki_pan: クロノアさんキレてる？ww
[9422.616] (S)mrgrtpsr: ツボっとるやんwww
[9422.859] にくにっく: ﾔﾊﾞｲﾖ……
[9424.088] himikokichi_06: まだね
[9424.606] 愛の林檎: wwwwwwwww
[9425.343] honekara: wwww
