[18.565] ゆかりんりん: わこらだ！！！
[3471.410] kank3621: おっかぁが……
[3472.043] torafuku59: あ
[3472.064] あきぬこ: うっさ
[3472.675] who_tawn: 目の前にキルポが降ってきた
[3472.878] musashipopo: ヴァロでもゼロキル
[3472.932] (S)matchamochi117: wwww
[3473.212] (S)Setiara: www
[3473.956] SnRbrdrit: 可哀想だかららっでぃだけ恨んどくわ
[3474.017] (S)ぱんだぁぁぁ: ww
[3474.181] boookaaan: 親も恨んでるぞ
[3474.231] 魔神モマン: うっさ
[3474.506] ebiebleb1: おっかぁ許さねぇ…
[3475.509] (S)Ichigo_Strawberry15: wwww
[3476.114] (S)kurohei6: ホラゲーかな？
[3476.160] (S)初菓: 楽しそう
[3476.246] okasi_tabetai: 親を盾にするな
[3476.522] sunomono8: wwww
[3476.654] (S)ゆう77: www
[3476.780] maritoshp0202: 親可哀想
[3476.814] watchan_arm: なさけな
[3477.256] いのりさん: 情けない声
[3477.647] azuun1136: wwwww
[3477.761] (S)ruchi_13: 馬ですか？
[3479.024] otux2_0205: なさけなｗ
[3479.557] (S)りょうきち: どっから声でてんだよｗｗｗ
[3479.802] りかお: wwwwww
[3480.492] itoido: 情けない声www
[3480.558] mikan_san: 声なっさけなwwww
[3480.741] (S)peroki0531: 情けなww
[3480.950] miine1221: wwwwwwww
[3480.980] (S)Setiara: 猫？w
[3480.992] t_bit888: どっから声出してんだよ
[3481.615] tiger_bay: にゃー
[3481.802] 魔神モマン: それ猫
[3481.840] azuun1136: 馬がいたw
[3481.846] nattu__: 情けない声
[3482.811] ta_tago: 馬？
[3482.986] 五色椿: wwww
[3483.307] (S)torikera0124: ネコ？
[3484.075] (S)an_do121: かっこわる
[3485.277] (S)Ichigo_Strawberry15: それ猫
[3485.335] あきぬこ: やーい玉無し〜
[3485.914] せおりー: 猫
[3485.917] (S)なーぽん: wwwwwww
[3486.293] (S)きっこまん: タマ
[3486.584] otux2_0205: あ
[3486.605] (S)ssnyzk: 猫かな？
[3486.800] (S)ameringoame: wwwww
[3487.041] (S)ぱんだぁぁぁ: イントネーション
[3487.289] (S)negishio___: wwwww
[3487.319] (S)hanyuneko10: 馬いた？
[3488.081] koukoukoy: あ
[3488.109] 夜の星海: 見せるか？
[3488.163] prpr_friedrice2: 🐎
[3488.227] koshiankoOUO: 🔥
[3488.317] maro_72: あ
[3488.476] PEI_OwO_: wwwww
[3490.286] syumawok: wwwwww
[3490.703] nobume0v0: 馬いない？w
[3491.388] さつまいもおいしい: あ
[3492.012] haneko_zip: おっかぁに罪を背負わせるな
[3492.068] world_kohaku: 翼男きた
[3492.428] ryuso1012: にゃおーん
[3492.535] (S)まここま: それは持つな
[3494.002] ebiebleb1: そんな綺麗なビビり方ある？
[3494.300] すしまる: 神頼みエイム決めてけ
[3494.363] otux2_0205: おわた
[3494.624] soda10395: 猫？ww
[3494.837] スカイウリ: wwwww
[3494.916] KinakoMochi_06: めす？
[3495.060] (S)unavele_nobu: 負け確イベ
[3495.102] にゃんねね: ネコ？
[3495.554] (S)ぱんだぁぁぁ: wwwwww
[3495.555] maritoshp0202: どっから声でてんねん
[3495.748] raisiro: ポチならある？
[3495.765] (S)なーぽん: 玉？
[3496.339] kank3621: ฅ(^^ฅ)
[3496.614] koukoukoy: 終わった
[3496.705] o_satou: 玉？！？
[3497.483] (S)himikokichi_06: お
[3497.486] tyontyon: どんな声だよwww
[3497.623] prpr_friedrice2: それネコ
[3498.250] だのち: 声高w
[3498.523] (S)みそギン: 玉無しじゃん
[3499.042] musashipopo: たまなし！？
[3499.216] ふれーく: 🐎
[3499.254] kira1493: それ猫
[3499.848] miumii_330: にゃーん
[3500.526] gaiantufan: お
[3500.557] (S)Ichigo_Strawberry15: Sellyさん！？
[3501.310] nashu_noike: ？？
[3501.356] watchan_arm: なんて？
[3501.538] 金髪キンキンパツパツ: ガチ怯え声出すな
[3501.648] (S)ぜろんろ: なんて？
[3501.771] komeokun85: 終わった
[3502.169] taich35: うっさ
[3502.471] (S)初菓: 学ばない男
[3502.708] いる1023: おわった
[3502.726] (S)りょうきち: だからどっから声でてんだよｗｗｗ
[3502.754] sakutaro_xyz: デッキww
[3503.077] みずい1472: うっせ
[3503.093] (S)しかくのさんかく: ４のかほり
[3503.138] sarami_33: ？？？？？？
[3503.635] poteito: デッキ破壊ウイルスさん！？
[3504.071] (S)mattyarate113: 何回目だよ
[3504.494] ruruyank: 遮蔽って知ってるか？
[3504.772] つりねこ: タマナシ
[3504.815] (S)Ichigo_Strawberry15: wwwwww
[3504.818] 6choco2: 声何wwwwwww
[3505.215] yuity_: なにそれ
[3505.308] 前髪が長い: oh wing man
[3506.269] koueno: しとおとー
[3507.339] syumawok: やめてくれ
[3507.636] koukoukoy: 海馬さん！？
[3508.944] (S)kijinrin: radar_o
[3509.151] まりるー: つら
[3509.531] who_tawn: やっぱローバなんだよ
[3510.249] mokkaaaaa: 今日のsellyさん
[3511.377] o_satou: 情けない声助かる
[3511.913] azuun1136: どっから声出てんの?w
[3512.800] PEI_OwO_: wwww
[3513.614] prpr_friedrice2: www
[3514.026] SnRbrdrit: た↑ま↓
[3515.527] だのち: すげぇ声
[3516.154] いのりさん: さっき出してたよ
[3517.306] (S)shi_n_tou: 声が情けなさすぎる
[3518.049] hotallu_42: ほんとに情けない
[3518.143] syumawok: www
[3518.742] (S)ゆう77: 4の香り破壊ウイルスとは
[3519.736] kazutaka1177: フレンジーとシェリフか
[3520.283] ogi_3: 学ばない男
[3520.498] (S)なーぽん: どうしたの声まで
[3521.457] みずい1472: 俺の貸してやるよ
[3521.686] who_tawn: こじき
[3521.851] (S)Ichigo_Strawberry15: やさc
[3524.178] あきぬこ: 優しさ
[3525.117] kro_cat: 遊戯王か
[3526.591] maritoshp0202: 切り抜きされるでここｗ
[3528.310] PEI_OwO_: 死のデッキ破壊ウイルスなw
[3528.831] (S)Setiara: ぇ
[3535.396] musashipopo: やさいせいかつ
[3537.992] (S)ぜろんろ: 情けない声すぎて笑った
[3539.281] prpr_friedrice2: 欲しいなーとか思ったり
[3539.651] who_tawn: クソエイムぅ
[3540.518] SnRbrdrit: らっでぃには贅沢な
[3545.996] (S)kijinrin: リスナー？
[3548.710] utubox: すきんかっこえ
[3550.926] つりねこ: sellyならダウンとってた
[3555.173] アリーガちゃん: わこらだ
[3559.551] (S)しかくのさんかく: ﾊｲ↑
[3560.679] tiger_bay: ウイングマンの精が乗り移ればいけるぞ
[3561.061] otux2_0205: はい
[3561.552] (S)ゆう77: ﾊｲっ
[3561.993] あきぬこ: ﾊｲ↑
[3564.122] (S)ドコサヘキサエン: ﾊｲｯ
[3565.099] (S)himikokichi_06: ﾊｲ
[3565.942] sarami_33: それ好き
[3566.422] (S)Ichigo_Strawberry15: ﾊｲ↑
[3567.746] (S)みそギン: ﾊｲｯ↑
[3568.512] ryuso1012: それ好き
[3568.974] (S)negishio___: ﾊｲ↑
[3568.976] (S)kojimanominato: ﾊｲ↑
[3570.749] はまこ0724: アイドル
[3571.837] prpr_friedrice2: ﾊｲｯ
[3572.773] kohq_Loco: ﾊｲｯ⤴︎
[3573.439] (S)露木ロコ: それすき
[3573.649] sora602: それ好き
[3574.292] 五色椿: ﾊｲ↑
[3574.484] (S)そおお: ﾊｲ
[3575.607] shinon218: 女子バレー部？
[3576.224] 大宮瑞樹: ﾊｲ
[3576.316] (S)ゆう77: ﾊｲｯ↑
[3577.431] (S)なーぽん: ｱﾝ(高音)
[3578.982] koshiankoOUO: バレー部
[3579.358] PEI_OwO_: ﾊｲ
[3579.685] (S)ぱんだぁぁぁ: ﾊｲ↑
[3581.773] SnRbrdrit: ハイッ↑
[3581.876] 8分19秒: リズム天国見てー
[3584.154] maritoshp0202: 女の声より高いかよｗ
[3584.268] n0murak0uhe1: はい！↑
[3586.610] (S)ぜろんろ: こっち見てー！
[3588.971] gaiantufan: ﾊｲ↑
[3590.705] (S)minamo_ss: ちょっとリズム天国見てくる
[3593.029] おねこもち: ﾊｲ↑
[3594.075] 贄ﾁｬﾝ: あれ、目離した瞬間にプラ2になってる
[3594.079] rei_0610: ﾊｲ⤴︎
[3595.693] x_kuroganex: ﾊｲ↑
[3598.529] 6choco2: ﾊｲ↑
[3601.291] (S)御膳: ｱﾝ↑
[3613.912] (S)kijinrin: ボルトウィングマンいいね
[3619.247] (S)Setiara: ぎゃいーん
[3621.028] komeokun85: 初発当てるやん
[3621.306] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[3621.422] prpr_friedrice2: ウィズビー？
[3621.691] musashipopo: せりぃさん見せたれ
[3622.276] (S)negishio___: ぎゃいーん
[3623.586] (S)みそチョコ: ぎゃいーん
[3625.332] sunomono8: ぎゃいーん
[3625.539] SnRbrdrit: 誰だ今喘いだ奴ww
[3626.873] rei_0610: ぎゃいーん
[3627.765] (S)Setiara: 久しぶりに聞いた
[3630.907] (S)ゆう77: ぎゃいーん
[3632.723] nobume0v0: ウィングマン初弾は当たるね
[3633.132] prpr_friedrice2: ぎゃいーん
[3636.230] mea586: なんでえぺなんよ
[3636.300] PEI_OwO_: ぎゃいーん
[3636.882] haadx116: ぎゃいーん
[3640.026] (S)ameringoame: ぎゃいーん
[3645.026] hotallu_42: 本家ぎゃいーん
[3646.313] prpr_friedrice2: 欲しがりねー
[3647.800] (S)なーぽん: 強欲らっでぃ
[3648.556] (S)Setiara: うまい
[3653.472] えびぃん: 強欲の壺やん
[3653.558] (S)雪代: あれローバじゃない！！
[3654.496] SnRbrdrit: 欲しがりさん
[3655.055] koshiankoOUO: 強欲の壺
[3655.433] ンンー: 強欲な壺
[3658.066] who_tawn: 頭蓋骨割れた
[3658.677] itoido: すごい勢い
[3661.772] (S)なーぽん: おおおお
[3661.965] (S)初菓: 気持ちいいいい飛び方
[3666.414] prpr_friedrice2: きんに君?!
[3666.874] naonaomeow: imperial らだ
[3670.189] kohq_Loco: ちょっとぶつけたねw
[3671.713] すしまる: 禿げたぞ
[3672.655] tiger_bay: いいねみんなはやい
[3673.166] PEI_OwO_: 脳天かち割れだぞ
[3673.376] SnRbrdrit: 記憶喪失なってそ
[3675.527] (S)御膳: らだおwm
[3676.578] rokomoko0415: 頭蓋ないなった
[3676.799] ogaoga7815: ライナーすぎる笑
[3677.435] kazuki2759: radaoNikkori
[3684.202] r1ooooooo: tuneki5 subscribed at Tier 1. They've subscribed for 16 months! 
[3686.152] (S)なーぽん: だからイントネーション
[3687.973] (S)ssnyzk: 竹の子のイントネーションで言うな
[3691.444] musashipopo: もともこもこもこ
[3694.345] えびぃん: 元↑も↓じゃない
[3698.268] SnRbrdrit: イントネーション気になルゥ
[3701.475] ogaoga7815: 竹の子は草
[3701.644] (S)Setiara: ニット帽で隠せる
[3702.226] はまこ0724: お前だけに見えていない
[3706.396] (S)りょうきち: 知ってる
[3706.677] who_tawn: たしかに
[3708.130] poteito: 老人だもんな
[3708.155] (S)Setiara: たしかに…
[3709.300] mikan_san: あーぽい
[3709.420] (S)Ichigo_Strawberry15: あー
[3709.604] りかお: そうだな
[3709.934] 五色椿: 鋼鉄製？
[3709.986] ryo_ngz: あー
[3710.019] mokkun_fesiro: じじい
[3710.259] いのりさん: 頭でっかちだもんね
[3710.263] (S)ゆう77: 知ってる
[3710.780] bith1618: ひとつの意味だけだよ
[3711.341] (S)peroki0531: たしかに
[3712.066] ~MISSING_COMMENTER_INFO~: だめじゃん
[3712.304] loupe_5385: たしかに
[3712.307] (S)himikokichi_06: あー
[3713.173] (S)Ichigo_Strawberry15: 老害
[3713.603] itoido: 老人だもんな
[3714.371] nattu__: ばーか
[3714.393] rararasandayo: 言ってて悲しくないの?
[3716.678] KinakoMochi_06: 確かに
[3717.723] (S)negishio___: 知ってた
[3717.875] gaiantufan: あー
[3718.593] (S)ameringoame: あー
[3719.214] (S)なーぽん: え
[3719.432] ebiebleb1: しってる
[3719.435] みずい1472: 脳震盪っていうバフ付いたぞ
[3719.447] KAKKO_7120: 自分で言うんや
[3719.642] ogi_3: たしかに
[3719.854] koshiankoOUO: 人外だもんな
[3721.363] 金髪キンキンパツパツ: たしかに
[3722.331] hotallu_42: 時代に置いてかれてるよ
[3722.463] PEI_OwO_: あーたしかに
[3723.329] rokomoko0415: おじいちゃん、、、
[3723.972] ryuso1012: コンクリに勝てるとでも？
[3724.390] 金髪キンキンパツパツ: そうだね
[3725.061] KinakoMochi_06: 老害だもんな
[3725.782] musashipopo: じぃちゃん！？
[3726.796] はまこ0724: 意味深いですわ
[3727.015] kuni_9240: 頑固じじぃやん
[3727.883] 贄ﾁｬﾝ: 頑固親父が
[3730.146] hiina_091426: だめじゃん
[3732.051] 肘丸: これだから老害は
[3732.780] 金髪キンキンパツパツ: 自分のことよくわかってるじゃん
[3734.422] (S)なーぽん: おじいちゃんしっかり
[3737.968] (S)Setiara: 早送り多かったもんね
[3738.587] meito678: はい？
[3738.725] SnRbrdrit: あ、フーン察
[3741.181] noririnmonrou: ないす
[3742.375] (S)りょうきち: ないす
[3742.949] (S)ぱんだぁぁぁ: ないすぅー
[3744.034] sunomono8: ないすー
[3744.578] nashu_noike: ないすぅ
[3744.739] (S)Ichigo_Strawberry15: ないすー
[3745.062] (S)しかくのさんかく: ないす
[3746.584] (S)negishio___: ないす
[3747.091] (S)初菓: radaoNice
[3747.578] (S)ゆう77: ないす
[3749.303] 金髪キンキンパツパツ: 頑固な親って子供に嫌われるよ
[3749.615] (S)himikokichi_06: ないす
[3752.356] prpr_friedrice2: おつ
[3753.194] (S)ameringoame: ないす
[3754.088] watchan_arm: ナイスカバー
[3755.520] (S)なーぽん: ナイス
[3756.264] nobume0v0: ないす
[3756.437] kohq_Loco: ないす
[3757.115] musashipopo: 最初から場所一緒
[3757.598] SnRbrdrit: ないすー
[3757.959] mid_koa: うまい
[3758.256] PEI_OwO_: ナイスゥー！
[3759.814] pirokasugg: ないす
[3765.270] (S)Setiara: ないす！
[3767.179] 6choco2: ないす
[3774.394] (S)りょうきち: sellyさんになるまででしょ
[3782.632] haku1219: gutituNice
[3789.012] (S)abokadooisii666: radaoNice
[3802.327] dhango0430: ウィングマン強いってかわせいってたぞ
[3802.821] (S)Ichigo_Strawberry15: ミュート
[3802.967] SnRbrdrit: お、ピーキー
[3805.654] (S)ゆう77: ミュート
[3806.755] kazushan: いつまでも
[3807.834] アララギ: ミュート
[3808.640] n0murak0uhe1: ん？
[3809.351] (S)Setiara: いつまでも…あ、ミュート
[3810.465] (S)negishio___: ミュート
[3810.580] PEI_OwO_: ミュート
[3813.457] 五色椿: ミュート
[3813.605] prpr_friedrice2: ミュート
[3814.433] ta_tago: ミュート
[3814.500] odamame: ミュート
[3816.193] gaiantufan: ミュート
[3816.435] (S)初菓: 古いよ
[3817.160] (S)dopepe_0316: でたショガンボ
[3817.166] (S)ssnyzk: 待つな行け
[3817.275] musashipopo: ウィングマン90発でダブハンよ？
[3819.620] (S)Setiara: マスオさん！？
[3819.856] 金髪キンキンパツパツ: お前さーすーわ
[3821.776] who_tawn: それやばいって
[3822.352] 五色椿: あ
[3822.417] mittsu58: しょがんぼダサいからやめて
[3822.486] (S)こうか: あ
[3822.591] (S)露木ロコ: マスオさん！？
[3823.966] (S)ドコサヘキサエン: マスオさん
[3824.138] s4nshow: あみん
[3824.566] prpr_friedrice2: いつまでもまーつーわ
[3825.934] (S)ゆう77: マスオさん！？
[3825.934] hatiti88: おネエ感すごい
[3826.862] (S)Ichigo_Strawberry15: あ
[3828.073] (S)negishio___: あ
[3828.089] siitake102: なにその歌
[3828.627] tiger_bay: 運はないな今日はｗ
[3829.382] (S)dokokara_dokomade: ええ！？！？
[3830.824] kazushan: びっくりしたわ
[3830.972] itoido: あ
[3831.030] amiigomigo: ピーキーでＣR練習3タテしたでしょ？
[3831.221] (S)himikokichi_06: あ
[3831.441] dashi_take: いまきた
[3832.851] アララギ: wwww
[3833.029] (S)ameringoame: ええ
[3833.355] ryuso1012: ｗｗｗｗｗｗｗｗ
[3834.889] ryo_ngz: それはおもろい
[3835.081] koshiankoOUO: マスオさん？！
[3835.578] (S)なーぽん: マスオさん！？
[3835.628] すしまる: ええっ！？
[3836.379] (S)Ichigo_Strawberry15: www
[3836.734] kohq_Loco: びびるわw
[3837.694] SnRbrdrit: マスオさんwww
[3837.706] sunomono8: wwwww
[3838.421] who_tawn: 模範的オクタン
[3838.662] nobume0v0: www
[3840.094] prpr_friedrice2: wwwww
[3840.342] n0murak0uhe1: 早いよ～
[3840.398] itoido: マスオさんが出て死んだ
[3841.251] oo1016: そんなことある？
[3843.232] asaborake0408: 草
[3843.410] (S)ameringoame: それはびびるわ
[3843.599] (S)dopepe_0316: えぇーへへぇー
[3843.917] (S)Setiara: こっちの方がぇぇぇえぇえええ？だわ
[3844.936] komeokun85: 模範的オクタン
[3845.130] tiger_bay: 良い御味方だ
[3845.147] (S)しかくのさんかく: 頭オクタン
[3845.873] 五色椿: あったけぇ
[3847.226] hiyamugi_2na: あったか
[3847.991] (S)初菓: 手厚い
[3849.260] watchan_arm: 敵もびっくりしてた
[3849.470] (S)なーぽん: 目の前におったなぁ……www
[3850.152] (S)Ichigo_Strawberry15: 頭オクタン
[3850.314] shinon218: 今の腰うちでいいと思う
[3850.525] まみやﾁｬﾝ: 頭オクタンさん！？
[3851.111] (S)shinichan227: へったぁさん
[3852.603] ramerikku: ピーキー腰うちしろ
[3852.933] gaiantufan: 事故すぎるw
[3853.113] (S)ameringoame: あったけえ
[3855.739] はなきち: プラチナ帯の模範的オクタン
[3856.135] りかお: 味方つよ
[3856.359] tasuke_: 手厚い介護
[3856.504] (S)ssnyzk: 事後？
[3856.983] asaborake0408: いい味方にあったなぁ
[3857.634] (S)ぱんだぁぁぁ: あ
[3857.802] kazushan: こんにちはしたな
[3857.820] (S)しかくのさんかく: あ
[3858.508] hotallu_42: トロールと紙一重
[3858.853] 五色椿: あ
[3859.460] kohq_Loco: 交通事故並み
[3859.742] (S)ゆう77: 事後？
[3860.203] (S)Setiara: へっ
[3860.238] nobume0v0: あったけぇ
[3860.825] (S)torikera0124: 春日
[3860.946] meito678: トロール？
[3861.018] (S)初菓: うわ
[3861.170] PEI_OwO_: らだおの配信ずっと見てたからショガンボって言うようになったわ
[3861.231] 雪華0830: あ
[3861.675] (S)Ichigo_Strawberry15: あ
[3861.913] sijimijiru_: あったけぇ
[3862.640] oo1016: まぁ仕方ない
[3862.668] bith1618: 斜線がぁ
[3862.821] おねこもち: あ
[3862.873] nehar_maki: ないす(半ギレ)
[3862.995] wtgshi_kasi: 春日
[3863.013] sunomono8: あ
[3863.084] poteito: 鬼瓦
[3864.083] いのりさん: トゥース
[3864.143] (S)しかくのさんかく: トゥース
[3864.272] (S)dokokara_dokomade: うっ
[3864.300] aya3tori: しゃあない
[3864.845] mikan_san: トゥース
[3864.848] nashu_noike: 斜線んんん
[3864.920] musashipopo: その声はどこから出てるんだい？⤴︎
[3865.018] ruu_ha: トゥース
[3865.412] itoido: あ
[3865.419] あらんえむかーびぃ: 粕が
[3865.846] (S)shinichan227: らだおピーキーはこれだから不安しかない
[3866.170] otux2_0205: 春日
[3867.348] mokkun_fesiro: それはトロール気味
[3867.840] 贄ﾁｬﾝ: 手厚い介護
[3867.935] (S)ameringoame: あ
[3867.949] 夢現: IKEAの椅子壊すな
[3868.042] (S)himikokichi_06: 春日
[3868.753] ruruyank: 遮蔽いい
[3868.819] koukoukoy: トゥース
[3869.757] (S)ゆう77: トゥース
[3869.884] (S)りょうきち: イントネーション的にそっちだったなｗｗｗ
[3871.209] bith1618: 味方つええ
[3871.399] (S)れなぽんぽん: 春日
[3871.778] rqiny94xyz: 何この春日！？ｗｗｗ
[3873.013] (S)をぺ: トゥース
[3873.533] enu_xo: 春日
[3873.726] tayam59: 介護ペクス
[3873.976] pu_tyan: トゥース
[3874.085] (S)なーぽん: かーーーすが
[3874.154] Gralyz7: はい
[3874.536] sunomono8: トゥース
[3874.768] oo1016: へっ!
[3874.851] redoo_iro: 模範的オクタン
[3875.085] koukoukoy: 俺らの取るな
[3875.158] (S)よっしぃ37: トゥース
[3875.234] 五色椿: radaoKasu
[3875.298] SnRbrdrit: 春日
[3875.304] (S)abokadooisii666: とゅーす
[3875.686] スカイウリ: はぁ
[3875.818] who_tawn: 味方がつよい
[3875.917] tyontyon: カバーがあったけぇ
[3876.602] (S)ramune_ko___: とぅーす
[3876.762] dor1nku: 撃ちたくなるよね
[3877.152] KinakoMochi_06: トゥース
[3877.358] enu_xo: トゥース
[3877.363] kingking_127: あ
[3878.280] prpr_friedrice2: トゥース
[3878.941] いる1023: でました
[3880.504] (S)Setiara: ヴッ(絶命)
[3880.764] kaizokuodayoo: 今のはぽまえが悪い
[3880.935] (S)dopepe_0316: トゥース
[3881.002] hotallu_42: radaoKasu
[3881.076] mettyam: ギリギリアウト
[3881.150] (S)kijinrin: 鬼がわら
[3882.289] rei_0610: トゥース
[3882.444] watchan_arm: やさｃ
[3883.256] (S)poncho_popo: 不用意だねー
[3883.371] dor1nku: 隠れろアホ
[3883.584] (S)shichi_ni: radaoKasu
[3883.607] スカイウリ: 模範的オクタンが
[3884.012] 8分19秒: CRカップフェニキア出た
[3884.799] ks203509: はぁぁあ
[3885.852] おねこもち: トゥース
[3886.069] 贄ﾁｬﾝ: トゥース
[3887.227] (S)Ichigo_Strawberry15: 味方つよい
[3888.791] tyontyon: 今日の春日
[3889.014] ~MISSING_COMMENTER_INFO~: そこでフェニキ巻くのは沼やろ〜ｗ
[3890.708] nehar_maki: 介護pex
[3891.434] 五色椿: あったかすぎんか
[3892.152] すいぺりあ: トゥース
[3892.378] coconuts_803: 今北わこらだ
[3893.165] haneko_zip: radaoKasu
[3894.310] kingking_127: 味方やるねー
[3894.511] zusshin_sushi: 👹
[3895.556] sakuramotikun: とぅーす
[3895.916] ruruyank: 回復しながら顔出すのなんなん？
[3896.093] (S)himikokichi_06: あったけぇ
[3898.792] nobume0v0: いい味方
[3898.983] asaborake0408: 味方が強いのよ
[3899.703] (S)kurohei6: あったけぇ
[3900.583] つなまる: あったかドーム
[3900.745] aisathank: 味方あったけぇ
[3901.155] PEI_OwO_: あったけぇ
[3901.240] mirumiru_h: あったか
[3903.223] ryuso1012: 介抱
[3903.446] nattu__: 介護やん
[3903.701] nashu_noike: 手当があったかい
[3903.798] (S)ameringoame: 味方やさc
[3904.076] (S)ゆう77: あったけぇ
[3904.087] (S)torikera0124: 味方あったかいね
[3904.170] (S)なーぽん: ライフラインさんあったけぇ
[3906.255] prpr_friedrice2: 助けなくていいのに
[3906.256] (S)Ichigo_Strawberry15: あったけぇ
[3908.464] mettyam: フェニキ再挑戦させてくれた
[3909.266] tasuke_: フェニキコピペ飛んでくるぞ
[3909.323] ほのぼの: Cheer300
[3909.868] (S)negishio___: あったけぇ
[3909.878] kohq_Loco: あったけぇ
[3911.265] (S)Ichigo_Strawberry15: 味方やさしいな
[3915.835] (S)Setiara: 味方やさc
[3915.914] kingking_127: 一生そばにいるから〜♪
[3918.131] hotallu_42: あったか
[3919.559] スカイウリ: この人本当にCR出た?て思ったけどそういえばこの人本番0キルなんだった
[3921.179] (S)matchamochi117: 手厚いサポート
[3921.418] (S)tanoko070: ジブのドームあったか
[3922.399] jgpmwp: 俺なら見捨てる
[3924.497] Gralyz7: キャリー
[3924.500] ogaoga7815: 味方やさし
[3927.011] turning___: ほっこり
[3927.268] rana_121: あったけぇ
[3929.320] (S)御膳: あったかいねぇ
[3938.363] (S)kijinrin: 本番0キルだったんですね
[3940.347] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[3944.121] (S)Setiara: あったかいんだからぁ〜
[3944.259] kuromame0749: !uptime
[3944.443] おひまー: ドームも手当もあったけぇ…
[3944.538] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 5 minutes 53 seconds 経過しています。
[3945.789] who_tawn: その射線はえぐい
[3956.585] kingking_127: 一生そばにいるから〜一生そばにいて〜♪♪♪
[3958.077] (S)なーぽん: デスボあされたらなぁ……
[3961.640] えびぃん: まぁ、練習で三タテしたから（）
[3968.740] musashipopo: ヴァロもほんとは出てたけど0キルだったのか？
[3970.839] PEI_OwO_: ボセックガチわからんよな
[3974.745] (S)ameringoame: 痛いなあ
[3977.358] とれいら: とれいら subscribed with Prime. They've subscribed for 18 months! 
[3985.941] (S)Setiara: 近づけんな…
[3986.204] 五色椿: がんばれ
[3988.718] いのりさん: ここの上強いなぁ
[3989.998] (M)Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[3994.975] (S)初菓: 向こうのシールド無限に成長してそう
[4002.970] (S)Setiara: 味方上手いな…
[4006.999] who_tawn: エネアモ人気ないねえ
[4008.493] maritoshp0202: 明日学校なんやけどらだおの配信みるからオールするね
[4010.169] (S)Ichigo_Strawberry15: evaあったよ
[4019.830] (S)なーぽん: カービンきちゃ
[4022.213] nashu_noike: 弾きつい
[4030.103] シユウ: ライト落ちてたよ
[4032.950] つりねこ: ぽまいのevaを見せてくれ
[4035.197] musashipopo: 拡張ライトを探す旅
[4036.961] mizuno0624: わこらだ
[4040.226] tonari_1945: ライアモ落ちてたよ
[4042.876] (S)shinichan227: らだおevaはまじつよさん
[4043.791] aya3tori: ライト落ちてたよ
[4047.222] なのらいぶらりー: わこらだ
[4048.893] kingking_127: ぽまええええ
[4049.022] (S)銀河ポテト: おいしい
[4049.043] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[4050.265] nashu_noike: ブラマあったけー
[4053.094] ｳﾐ: わこらだ
[4053.275] (S)ameringoame: いいねえ
[4055.425] who_tawn: ドロボー！！
[4055.653] prpr_friedrice2: めちゃある
[4056.063] hiyamugi_2na: セルありすぎん？
[4056.284] (S)なーぽん: ブラマいいねぇ
[4058.540] aya3tori: いいねぇ
[4064.406] kingking_127: やじゃるん
[4065.924] 魔神モマン: あざす
[4069.099] (S)dokokara_dokomade: いいね
[4070.804] しゃあろっく: EVA…
[4073.180] スカイウリ: 今回味方"は"強いよね
[4074.206] midori115: らだお視野狭いよね
[4074.970] who_tawn: カバーうまいし恵まれてる
[4075.182] musashipopo: 間違いない
[4075.297] noririnmonrou: 時間が時間だから？
[4078.837] (S)初菓: 他人のブラマで取る物資うめぇ！
[4079.741] 雪華0830: 時間帯かな？
[4081.263] (S)Ichigo_Strawberry15: らだおも強いぞ
[4083.956] kingking_127: み か た は強いね
[4084.184] kokosa330: 今北、わこらだです。
[4084.699] hatiti88: 早くピーキーを捨てて安心させて欲しい
[4088.982] r1ooooooo: この時間にやったらええやん毎日
[4090.296] PEI_OwO_: らだおもつよいぞ
[4092.435] (S)an_do121: はいはい
[4092.807] poteito: まぁお前も珍しく強いな
[4093.263] tiger_bay: 今日は運がイマイチないけどね
[4093.621] (S)Setiara: 味方運もいいしエイムも良い"今日は"
[4095.243] Gralyz7: これ9時くらいにやってたらマイナスだね
[4096.855] (S)なーぽん: がひょーん
[4097.025] (S)ameringoame: らだおもエイムめちゃいいよ
[4097.212] 五色椿: ふむ
[4098.631] itoido: そういやEVAくん
[4100.952] (S)りょうきち: 味方はだよ
[4103.950] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[4104.059] ta_tago: 今日はどれも調子良い
[4104.687] asaborake0408: 味方が強いのよ
[4104.887] musashipopo: 最近ジブ増えてない？CR効果？
