[13.348] aki_0122: こんちわ
[22160.303] domontyan: 僕ものれねえええ！
[22161.460] oinari6: 一輪車は女子が上手い
[22162.568] (S)kakutora_no_o: 一輪乗れる気しなかったなぁ
[22163.757] umetyaahan: 小学生のとき謎に練習してたわ
[22164.188] あかちゃんキラー: 一輪車出来る人すごい
[22167.801] 1108044k: 盛ってない？
[22175.422] maddy2623: ウメちゃん自転車で手放しでマンガ読んでそう
[22176.958] katsuo73: オラ、ドイツに住んでるんだけど、時々一輪車をガチの移動手段で使ってる人みかけるよ
[22178.707] fescap110: 一輪車乗れても意味なくね？
[22180.290] (S)a_isana: 小学校の休み時間一輪車の練習する時間だった
[22181.412] moricocoa: あんな怖い乗り物よく乗れるな
[22187.005] 箸くれ: 股間が痛くないからじゃね
[22189.924] 雅人さん: 草
[22192.500] 犬舐めんなよ: モテるから
[22192.699] (S)sai927: こっわ
[22193.934] saibabasan: 性の目覚めがね
[22195.082] chin_56_: 股間か！
[22195.742] (S)ponponguripon: ちょっとした移動にちょうどよかった
[22196.695] tabibitox: 股間のバランス
[22197.110] (S)monpiipop: わからん。けどめっちゃ練習して乗れたよむかし
[22197.398] あかちゃんキラー: 金玉差
[22199.121] umetyaahan: 男は物理的におちんちん当たるから痛い
[22199.629] latenight000: 女子は一輪車が上手い、カーチャンはパズルゲームが上手い
[22203.818] Hiraki16133: 一輪車意味ないな
[22207.147] おやつハンター: 金玉が当たるから男はつらいよ
[22208.184] cielcloudy248: 鉄棒も女子がうまい
[22209.020] のぶとも: 俺も自転車乗りながらジャンプ読んでたな…
[22211.788] domontyan: ？
[22217.177] udonsan11: 体幹を鍛えるため、とか？
[22217.189] androidand: 竹馬の車輪ver
[22217.661] (S)kakutora_no_o: 移動手段じゃなくて娯楽なんよ一輪車は
[22223.738] 温玉_: 一輪車乗れるか乗れないかで女子カーストが決まる
[22233.934] maddy2623: 実質無限じゃん
[22234.089] umetyaahan: 止まれはしない
[22235.147] chin_56_: ｷｷｰｯ
[22237.746] yi0331: 手放しで曲がれるの？
[22239.144] jigojigo: 手放し運転する奴はパンクだったねえ
[22239.949] (S)monpiipop: いるww
[22240.229] domontyan: こわ
[22240.769] ラリメモ: 一輪車って男子の言う所の竹馬みたいな物だと思う
[22240.817] hitmehitme: ｗｗｗ
[22241.483] sn0wf0x3: wwww
[22242.336] udonsan11: ベガ
[22243.025] chin_56_: ウメハランプ
[22243.660] flashbacks18: きっしょw
[22243.769] よもぎです: w
[22243.891] Hiraki16133: こわいｗ
[22246.674] 1108044k: 足立区を？
[22246.748] (S)potesaraudon: ハンドルいらないじゃん
[22247.143] v_harumi_v: 魔人ｗ
[22247.220] (S)monpiipop: そういう人いるww
[22248.130] Ceciltaisa: まぁできるできる
[22248.179] tabibitox: ベガこぎ
[22248.585] v_harumi_v: えー
[22248.947] latenight000: ベガこぎ
[22249.395] (S)kakutora_no_o: wwww
[22249.714] Hiraki16133: ベガ乗り
[22251.907] Umipuzzle: つええ
[22252.581] v_harumi_v: どうやって？
[22252.721] umetyaahan: サーカスじゃんねぇ
[22254.190] yut7xot8: ブレーキは？？
[22254.462] よもぎです: 足立区こわい
[22255.182] (S)nakao1976: AKIRAにそういうキャラ居たなあ
[22255.367] udonsan11: 自転車ベガか…
[22259.105] 吉田じんぎ: 一説によると女性の方が危険に忌避感がなくむしろスリルを楽しいと感じるらしい
[22260.063] 雅人さん: 上手い人できるよね
[22261.064] 戸愚呂妹: 足立区の魔神
[22261.964] のぶとも: 重心で曲がれるんよね
[22264.234] 037ys: パンジャンドラムって知ってる？
[22266.100] 1108044k: それいつ攻撃されてもいいように？
[22268.646] matsu_zalem: ひとりケンタウロス
[22269.544] 犬舐めんなよ: 足立のケンタウロス
[22273.781] (S)kakutora_no_o: ランプの魔人ウメ
[22274.643] umetyaahan: ケンタウロスｗ
[22279.343] HRN476: ちなみに、警官に見つかったら切符切られる
[22280.033] たるさん: 急ぐ時は前後に手を振って両手離しする
[22282.423] (S)nakao1976: 流鏑馬できそう
[22286.986] udonsan11: おもろいこというなしｗ
[22289.927] 泣き虫サクラ: ハンドルとかは角度つけて前輪に刺さってるから倒れないようになってる
[22295.068] maddy2623: 昔は緩かったんだよ
[22296.465] prisira: 自転車は車両だから
[22298.059] v_harumi_v: ありましたねー
[22298.090] kokushitan: ヘアピンカーブでも同じこと言えんの？
[22301.390] latenight000: ステップあったなぁ
[22301.429] domontyan: 今はきびしいよ
[22303.088] おやつハンター: やってたｗ
[22305.609] v_harumi_v: やってたやってた
[22305.916] Youhei6251: AKIRAの鉄雄みたいな乗り方できるんですね
[22306.245] (S)a_isana: www
[22306.481] catsxx: 懐かしいw
[22306.663] isekai7153: ｗｗｗ
[22307.016] moricocoa: 携帯とかイヤホンもだめだしなぁもう
[22307.490] mirin_melon: あったあった
[22307.731] sn0wf0x3: www
[22307.800] (S)sai927: ｗｗｗｗ
[22308.928] terry_man630: 鎌ハンにしてね
[22309.464] umetyaahan: あれ二人乗り以外に用途あんの？
[22310.809] isekai7153: ステップ懐かしいｗ
[22311.338] ハイレグ男爵: 荷台に座って運転してハーレー！とかしてたなぁ
[22311.418] (S)rt3191: あったｗ
[22312.528] 吉田じんぎ: 足立区って警察いたのか
[22313.075] (S)ponponguripon: 二人乗りでよく補導されたわ
[22314.546] chin_56_: ﾃﾞﾍﾍﾍｽﾝﾏｾﾝ
[22316.177] (S)kakutora_no_o: まぁ今は自転車にもヘルメットっていう時代やからね
[22316.437] tabibitox: 今はかなり厳しくなってそのうちノーヘルが罰金になりそう
[22318.009] 箸くれ: 射程ｗ
[22319.806] 000105: 自転車での痛かったエピソードある？
[22320.449] yut7xot8: 超スローハンドル手放しが最強だよ
[22320.644] 1108044k: 緩かった
[22325.125] (S)monpiipop: 今あんま見ないな
[22325.569] catsxx: あれ楽しかったなぁw
[22326.619] ddb365: 学校の前も
[22333.937] saibabasan: トリック用で使うから
[22335.488] loopy000401: あれ横倒し防止じゃないかね
[22341.936] maddy2623: 昔のおおらかさマジでヤバすぎる
[22343.535] v_harumi_v: ええええええ
[22344.540] (S)potesaraudon: やば
[22346.956] myonchan_daisuki: あれは横倒し防止ですねw
[22347.756] 1108044k: バグってるｗ
[22348.169] (S)sai927: 緑て
[22348.197] umetyaahan: 珍しい色
[22348.425] (S)monpiipop: エラーw
[22348.536] v_harumi_v: 無事でよかった
[22348.938] chin_56_: 🟩
[22348.977] 雅人さん: えぇぇ
[22350.344] perfecttakahashi: 緑ww
[22352.173] isekai7153: 頭打った時ほんとに星見えた
[22353.135] (S)nakao1976: バグった
[22353.972] ラリメモ: 最近は自転車でも歩道走れないからね
[22355.405] 犬舐めんなよ: 草むらにつっこんでて草
[22356.614] androidand: ピヨり
[22358.593] balthazar000: 転倒時のギア防御って聞いたな、あのシャフトは
[22359.305] mirin_melon: 生きてて良かった
[22362.830] udonsan11: 後輪に足をつっこんで皮がベロベロになった…おれの弟が
[22363.899] 泣き虫サクラ: それ以降JPアンチになったんだよね・・・
[22364.451] カブトシロ: グリーンアウト！
[22365.264] のぶとも: ファミコンのカセット部分触った時じゃんw
[22365.831] tokyo_incidents: グリーンアウト・・・
[22367.979] umetyaahan: グリーンバックなんだ
[22370.661] たるさん: ？レバガチャした
[22371.585] Youhei6251: ダルシムステージ！？
[22372.740] sullensenpai: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[22374.892] tabibitox: バゴーン
[22375.682] v_harumi_v: こわいこわい
[22375.919] potocki1810: 視界に影響ｗ
[22377.758] sn0wf0x3: ぴよった
[22379.297] maya_g01: ひゃー
[22379.497] perfecttakahashi: ヤバすぎるw
[22380.422] hitmehitme: 壊れたテレビｗ
[22381.456] 新福菜館マン: ロボだったんか…
[22382.442] mirin_melon: 危なすぎる
[22386.734] isekai7153: わかるよ～
[22387.831] hago232: !event
[22389.810] 雅人さん: 痛かった？
[22391.832] だいこん_: umeSnooze
[22393.058] (S)近未来バスター: スタンまで〜
[22393.168] 000105: 失神はしなかったのか
[22396.526] noapanda42: 古いテレビみたいやな
[22397.250] v_harumi_v: そうなんでしょうね。ゾっとする
[22398.505] 吉田じんぎ: 自転車同士衝突して気がついたら倒れてて、次の瞬間上から降ってきた自転車が頭に落ちてきたことある
[22401.484] gold_power1969: 腕をクロスさせて運転したら一回転して頭縫った事あるわw
[22404.367] jigojigo: 子供の時って今考えると普通に命の危機あるよね
[22405.025] maddy2623: 三原色のうち2色失われちゃったんだね
[22406.757] myonchan_daisuki: セピア色は走馬灯www
[22407.599] mirin_melon: えっ？
[22407.789] (S)nakao1976: たんこぶ出来てそう
[22409.431] Umipuzzle: 流石である
[22410.277] sullensenpai: ウメハラ は めのまえが まみどり に なった！
[22415.282] isekai7153: あったなｗ
[22419.812] (S)monpiipop: あぶねぇーwww
[22422.154] 箸くれ: こわいこわい
[22423.489] perfecttakahashi: あぶねぇ
[22425.081] ilm0806: 俺もやったなぁ、それ
[22427.181] 戸愚呂妹: 腕クロスやべえんだよなw
[22427.212] Youhei6251: クロスファイアじゃん
[22429.109] demonbane_twosword: いたいたｗ
[22429.118] maya_g01: ｗｗｗｗ
[22429.287] moricocoa: ｗ
[22430.107] takemiso0331: 原付きでガードレールに突っ込んだ時、それになったw
[22431.125] umetyaahan: 肱クロスって何であんな難易度あがるんだ？
[22432.016] isekai7153: それもできたねｗ
[22432.520] 温玉_: ｗｗｗ
[22432.706] potocki1810: ｗｗｗｗはんたいｗ
[22432.971] sn0wf0x3: www
[22435.632] kokushitan: ウィリーできる？
[22435.740] (S)ponponguripon: どうして
[22435.838] latenight000: 競輪じゃんねぇ
[22436.222] (S)a_isana: 普通に乗ろうよwww
[22436.742] udonsan11: Xでストリートファイターがトレンド入り、なんやろ
[22437.607] (S)monpiipop: ヤンキーやんけw
[22438.696] あかの: リバースカマキリ
[22438.987] hitmehitme: え？ｗ
[22439.235] androidand: 鎖に座ってたら一回転して緑になった
[22439.276] maddy2623: MからWみたいな
[22441.794] yi0331: ｗｗ
[22442.790] 吉田じんぎ: 意図は？
[22444.104] matsu_zalem: ヤンキー！
[22444.118] 1108044k: 傘が前輪に引っかかって一回転はあるわ
[22446.448] (S)sai927: ｗｗｗｗ
[22448.918] 雅人さん: 競輪じゃん
[22449.900] のぶとも: バカが多すぎるwww
[22450.311] isekai7153: かごついてたらできないやつ
[22451.599] diego_ohunabara: umeYay
[22452.078] latenight000: 意図はなんなの？
[22452.326] だいこん_: クワガタ
[22452.367] (S)nakao1976: ニューギア
[22453.137] v_harumi_v: サーカスかな？
[22454.208] maya_g01: 謎の工夫をしたがるよね
[22455.647] joynjo: カゴ取るんだよね
[22458.374] (S)potesaraudon: やりたくなっちゃったか
[22459.102] カブトシロ: 悪い子やで・・・
[22461.905] (S)monpiipop: 地方あるあるなんだがwあれ…地方…？
[22463.128] 泣き虫サクラ: 男を試してんの！
[22464.503] たるさん: 隣の人の自転車の持ち手をもったり
[22468.039] maddy2623: その頃からチャレンジャーなんだね
[22469.860] chin_56_: 飽いている
[22471.260] demonbane_twosword: 自転車の技術に謎の自信があった
[22473.999] Ceciltaisa: 飽いていたｗ
[22474.367] latenight000: 自転車・・・あまりにも退屈、乗りこなしてしまっている・・・刺激が欲しい
[22475.936] 箸くれ: 兄弟と二人乗りするとき何故か後ろじゃなくて前に乗せられてて前輪に足挟まって一回転したことある
[22476.284] kodekodechan: 子どもの頃のバカエピおもろすぎる
[22476.728] 千葉県おっさん: あまりにも刺激に飢え過ぎている
[22477.336] udonsan11: うちは田舎だから、カマキリけっこういた
[22477.922] isekai7153: やったｗ
[22478.178] sn0wf0x3: わかる、自転車乗ってると暇よね
[22478.216] sukehiro_z: 車輪に付ける変な飾りとかあったよね
[22479.834] singer_songer: ライダー乗りとか
[22482.480] umetyaahan: 2人乗りで後ろに向いて立つとスリルあるよ
[22483.162] 1108044k: ブレーキのない自転車なんだっけ
[22483.434] v_harumi_v: ＢＭＸとかあったら、よかったのにね
[22487.207] (S)monpiipop: 原チャに引っ張ってもらったりとか
[22497.927] favorite4155: 一人タイタニックとかやった
[22499.529] Hiraki16133: 二人乗りは漕ぐ係とハンドル係になる
[22510.093] 泣き虫サクラ: シーン
[22511.037] matsu_zalem: コンビ
[22511.986] isekai7153: でてこんかー
[22512.249] (S)nakao1976: もすとでんじゃらすあぁぁ
[22513.276] potocki1810: ｗｗｗｗｗｗ
[22515.186] (S)kakutora_no_o: え？w
[22518.313] chin_56_: あぁああいぃい
[22523.014] teruharu_: ；；
[22527.069] (S)kakutora_no_o: ウメのもすとでんじゃらすああぁぁ
[22527.167] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[22528.177] kokushitan: 飽くと後輪の荷台にケツおいてこいだりしだすよね
[22529.404] 1108044k: インザ
[22530.942] (S)ﾄｪｪｪｪｲ: 入るのか・・・
[22530.956] sn0wf0x3: wwww
[22531.311] latenight000: 敵は車ですか、トラックですか
[22532.355] 157655: 子供の時一歩間違ってたらって経験結構あるよね
[22533.096] umetyaahan: オンじゃない？
[22533.505] Hiraki16133: イン
[22534.420] potocki1810: 自転車のなか
[22535.146] 箸くれ: なんて？
[22536.704] maya_g01: ｗｗｗ
[22536.772] bikibiki999: もうええわｗ
[22543.627] (S)artri4: on ｗ
[22544.867] gold_power1969: 昭和生まれは子供の時に何回も死にかけた事があるはずw
[22554.226] (S)yukikaze083: たしかにｗ
[22564.756] ilm0806: チャリに、インはしない
[22567.065] umetyaahan: 分かるわ
[22568.392] 1108044k: わっかるー
[22568.680] (S)a_isana: わかるー！
[22570.232] potocki1810: わかるうううううｗ
[22570.861] (S)monpiipop: わかる
[22571.128] v_harumi_v: わかる
[22571.157] umetyaahan: 見えてるからね
[22571.517] jambotanishi: ???
[22574.288] newriver824: わかる
[22574.347] cielcloudy248: 視界に入るからかな
[22575.259] sn0wf0x3: わかる
[22577.599] (S)yuukida39: わかる
[22577.829] prisira: 車運転してると怖いんだが逆走
[22577.844] 吉田じんぎ: わかるけど、車が見えるから
[22579.536] ラリメモ: わからんでもないｗ
[22579.739] (S)nakao1976: 抜かれるより安心
[22579.804] (S)y_proto: 後ろから来る方が危険
[22581.157] 箸くれ: 子供の時はそうｗ
[22581.450] (S)a_isana: 後ろから車くるのこわい
[22581.637] (S)kakutora_no_o: あー言いたいことはわかる
[22581.703] erisuk: 前から来て見えるからでしょ？
[22584.062] hitmehitme: 後ろからくるのこわいよねｗ
[22584.717] singer_songer: 後ろから来るのは読めない
[22585.167] potocki1810: 今でもそうｗｗ
[22585.430] 雅人さん: 意味はわかる
[22588.408] (S)monpiipop: 後ろから抜かれるの怖かったわ
[22588.837] Umipuzzle: クソわかる
[22594.656] (S)yukikaze083: わかるわ～
[22595.692] カブトシロ: 前から来るから確認しやすいのね。
[22600.670] chin_56_: 当たったら終わる
[22601.915] cielcloudy248: マリオカート理論
[22603.927] (S)monpiipop: 車運転してる側からしたらマジ切れるけどな！
[22604.235] (S)nakao1976: ハリケーンミキサーやあ
[22607.403] E_chan1908: 当たらなければどうということはない
[22607.526] maddy2623: 子供の頃車に轢かれてファミコンのドラゴンバスター（金色のカセット）がめちゃくちゃになった上に逆に叱られて帰らされた
[22609.577] ラリメモ: でも今それやると道路交通法違反になるねｗ
[22615.870] v_harumi_v: うんうん
[22617.211] prisira: 車運転してる人は逆走まじでキレるよ
[22618.521] umetyaahan: ﾎﾞｸﾊｺｺﾆｲﾙﾖ
[22619.160] potocki1810: やまざきまさよし
[22621.591] erisuk: あたったらどうせ10割やしｗ
[22622.732] Youhei6251: 青山テルマ状態ね
[22624.950] 1108044k: 見えてたら自衛できると思ってた
[22625.343] udonsan11: おれは高速をチャリで爆走して…交通警察きたｗ
[22629.874] jambotanishi: Uberは大人でも逆走してる
[22635.817] 相田俊介: 気持ちわかる
[22665.397] v_harumi_v: スピード出てそう
[22665.915] jin_m7: 環七か
[22671.990] Youhei6251: 二度目！？
[22672.051] (S)monpiipop: 下りはあかんw
[22675.844] chin_56_: あぁあぁああ
[22677.474] 1108044k: インザバイクね
[22677.509] v_harumi_v: ひえー
[22678.094] 雅人さん: 下りはヤバそう
[22682.253] newriver824: 出てこないなら英語やめてw
[22683.053] kokushitan: 白線の上って摩擦抵抗小さいからかちょっとスピードでるよね
[22684.516] umetyaahan: 背水
[22686.413] myonchan_daisuki: モストデンジャラス言いたいだけw
[22698.766] Umipuzzle: 下りはブレーキがね
[22700.636] teruharu_: 生きててよかった
[22704.529] v_harumi_v: 十分な危なさ
[22708.551] bikibiki999: 本能がスリル求めてね？
[22709.144] matsu_zalem: モストデンジャラー
[22714.449] 吉田じんぎ: ウメちゃんが死んでたらヌキさんが王になってたな
[22716.949] cielcloudy248: その時から2択通してたのか…
[22724.302] singer_songer: モストデンジャラスひやっと
[22725.298] v_harumi_v: その可能性ありますね。こわいこわい
[22733.907] カブトシロ: 命懸けのグレイズ
[22738.609] prisira: わい車にひき逃げされたことあるわ
[22738.616] v_harumi_v: 生きてて良かった
[22749.786] ラリメモ: 昔歩道の先端（道路側）歩いてたら車に片手引かれかけたわｗ
[22749.973] umetyaahan: 車インパクト
[22752.128] v_harumi_v: ひき逃げ💦
[22763.412] たるさん: バックトゥザフューチャーみたいな
[22772.383] 吉田じんぎ: 目の前で人が轢かれて3メートルくらい吹っ飛んだ
[22773.891] Youhei6251: KSKなんか最近ひかれて保険降りなかったじゃん
[22778.469] myonchan_daisuki: カマキリハンドルの人はなんであんなにハンドル絞るんですかね？
[22783.341] prisira: 左折だったからいいけど普通に吹っ飛んだよ
[22790.081] umetyaahan: そういやkskのひき逃げ裁判どうなったんだ
[22794.870] latenight000: 俺の中学の友達は「原付き、無免許、二人乗り、高速道路、逆走」して、死んじゃったよ、あれは100悪かったけど悲しかった
[22795.967] suupu: 軽トラにひかれて引きずられて頭禿げた
[22801.140] cielcloudy248: 道行く車に石ぶつけたら怖いおっちゃん降りてきたなぁ
[22803.260] 1108044k: KSKのやつはなんか怪しいよね
[22807.303] しらすねぎ: とびだしてドアミラーにびんたされた
[22814.121] 太鼓のヒマジン: チャリは風になれる
[22816.517] Norsest: シノギズム
[22817.465] (S)nakao1976: 前輪フルブレーキで吹っ飛んでタクシー飛び越えたことある
[22819.683] maddy2623: 逃げられてないのに頑なにひき逃げにあったっていい続けてるそうしにぃ
[22820.826] (S)sai927: 役満
[22820.943] katsuo73: 絞りハンドリはヤンキー憧れ
[22821.058] 吉田じんぎ: 足立区って自転車イキリ過ぎるとヤンキー寄ってこないの？
[22822.139] umetyaahan: 役満
[22822.653] せんじ肉: 中学の頃曲がってる車にチャリでぶつかってバンパー破壊して怒られた
[22825.323] (S)yuukida39: 垂直ハンドルねw
[22825.324] prisira: それ相手がかわいそうだわ
[22825.399] (S)ponponguripon: 乗り物乗りたくないよー
[22825.614] chin_56_: 全部やってる
[22827.743] 1108044k: 自業自得感
[22827.844] (S)monpiipop: 手が寄るようにするってことじゃね
[22828.502] v_harumi_v: ；＿；
[22829.485] 温玉_: 車引かれて10m吹っ飛んだことあるが擦り傷だけだった
[22831.807] (S)a_isana: 役満がすぎる
[22831.962] だいこん_: 数え役満すぎる
[22835.380] latenight000: 中学生だったから高速道路を逆走してるの気づかないで死んじゃったやつ
[22836.172] bikibiki999: 役満じゃねえか
[22836.242] tabibitox: それ車側が可哀そうやろ
[22839.267] Hiraki16133: KSKは当たり屋したと思ってる
[22845.756] (S)geriyaro: geriyaro subscribed at Tier 1. They've subscribed for 7 months! 
[22850.042] matsu_zalem: ヤンキー、トンカチで叩いて目一杯くっつけてたね。ハンドル
[22853.259] prisira: 相手悪くないのに人殺したことになるからな
[22858.122] jamxqc: 今の運転手はたまにスマホを見る、逆走は本当に危険
[22867.385] Youhei6251: そんな奴はそこで死ななくてもいずれいつかやらかして死ぬでしょ
[22873.059] umetyaahan: 内側に折るってことか
[22874.623] ddb365: カマキリ
[22874.818] chin_56_: UU
[22876.142] 吉田じんぎ: 中央に寄せる？
[22879.192] だいこん_: UじゃなくてCってこと？
[22879.687] teruharu_: 中央にきゅっと
[22880.986] v_harumi_v: 生きてる人トラウマになるやつ
[22884.451] (S)monpiipop: 前ならえみたいに握るってことじゃ
[22886.675] lucentsnow: 片側2車線とか中央分離帯超えて逆走してくる車たまにいるから怖い
[22887.191] udonsan11: 暴走族のまねごと
[22887.778] prisira: スマホみながら運転はよーやるわ、簡単に人死んじゃうのに
[22888.018] choco_curo: まず原付で高速乗る時点でアホだよな
[22893.202] 雅人さん: 曲がりにくそう
[22894.220] (S)monpiipop: 曲がれないやん…
[22897.974] umetyaahan: ヤンキーってなんでけつ上げすんの？
[22906.341] たるさん: ハーレーみたいな
[22919.939] katsuo73: あれ段差で手がすっぽ抜けるからマジで危ない、シボハン
[22920.073] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[22923.026] ラリメモ: ちなみに原付なら約５Ｍの距離を走ってたら警察に捕まって切符切られた事あったわｗ
[22926.294] androidand: かつあげ？
[22931.339] matsu_zalem: 原監督のグータッチみたいな乗り方になる
[22931.372] (M)gameinntwitch: こっちの放送終わったぁ。トラブルは無さそうかな？
[22933.538] potocki1810: 二人乗りするためかな
[22934.549] kokushitan: うめちゃんジュニアスポーツ車乗ってそう
[22936.163] myonchan_daisuki: 子供の頃大人が乗ってる自転車乗った時のサドルの高さが怖すぎました。
[22944.688] umetyaahan: 後ろの座るとこ背もたれみたいに折るやつ
[22947.269] (S)sherufala: 二台の後ろをクイっと上げるやつか
[22948.012] sitikomi: 最近アケコン買ったんですけどSAが出なくて困ってますなんかコツありますか？
[22950.659] udonsan11: 自転車の呼び名「ケッタ」ってありますよね
[22954.951] ~MISSING_COMMENTER_INFO~: チャリの荷台めっちゃ上にあげるやつちゃう？
[22955.855] chin_56_: 足つかない自転車怖いわ
[22962.816] 吉田じんぎ: 足立区のレジェンドが隠れるバイクに乗ってた人何者だったんだろ
[22965.177] ラリメモ: メンおじお疲れ様です。問題はなさそうです
[22965.468] lucentsnow: 俺は駅に原付き置いてたらパクられた
[22976.281] だいこん_: 最初はゆっくり入力、どんどん速く◇るう
[22979.472] goemon0814: ウメハラさん眼悪くなったんですか？
[22981.324] umetyaahan: 大人自転車（ただのママチャリ）乗ってるのちょっとかっこ良いって思ってた
[22981.798] v_harumi_v: メンおじさま、お仕事お疲れ様ですー。問題なさそうです
[22985.769] takemiso0331: にだいのところを、サドルで曲げるやつ？
[22986.249] v_harumi_v: 乗りづらそう
[22987.587] (S)sai927: ｗｗｗ
[22990.280] potocki1810: 北斗の拳ｗｗ
[23000.419] (S)monpiipop: 今でも時々見るよ。ハーレーみたいなアメリカンタイプのやつを…
[23001.021] udonsan11: 普段はコンタクトですか？既出でしたらすみません
[23009.328] lucentsnow: アメリカンサイクル
[23009.565] latenight000: そう考えると色々悪いことしてるけど、偶然死なずに俺等は生きてる
[23012.773] goemon0814: 昔モアで見かけたときメガネとか見たことなかったから
[23018.053] avareinu: 自転車のギアでエンジンブレーキの仕組み覚えた
[23019.147] matsu_zalem: 毎年人間ドック受けてー
[23019.713] (S)monpiipop: いのちだいじに
[23045.415] たるさん: ゲームゲノムみたよ
[23048.721] 箸くれ: 自分も普段裸眼だけど百均とかでこまごましたもの買おうとすると全然見えなくてびびる
[23053.530] lucentsnow: 文字読むのにメガネでゲームでメガネいらんとかすごい
[23060.035] 吉田じんぎ: 鯖生き返った
[23062.292] (S)monpiipop: 裸眼で生きていけるなんて羨ましい
[23071.864] goemon0814: 確かに
[23073.943] ilm0806: NHKのインタビュー、相当長いってあったけど、どんなこと聞かれたか覚えてる？
[23089.058] 泣き虫サクラ: コメント見てる方が眼の負担
[23094.753] ラリメモ: 最近散歩してるとオジ＆オバが堂々歩道を自転車で闊歩してるから怖いんよなぁ…
[23101.362] (S)monpiipop: 我らは小さい
[23101.584] abbbe6774: 加藤さんとトパチャリでるのまじ？
[23102.359] v_harumi_v: NHKの番組、終わり方良かった
[23110.885] 箸くれ: ゲームゲノムの人が「この人はリュウなんだ」って思ったらしいよ
[23112.749] aranami0: 番組ディレクターさんのnoteも面白かったよ
[23112.888] tabibitox: 夏撮影なのに放送が年明けってすごいな
[23113.416] matsu_zalem: 半年前のインタビューだったみたいすね。
[23116.173] ilm0806: VTRでは、短すぎとか
[23117.351] サルクモ: わしもウメちゃんにインタビューしたい
[23119.230] maya_g01: しんのかくとうか
[23119.575] katsuo73: 今回は別れ話しにしか食いつかないディレクターじゃなかった？
[23132.322] 吉田じんぎ: また鯖死んだ。あかんは
[23132.503] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[23133.935] Ceciltaisa: ケンだけどね・・・
[23135.986] 箸くれ: ｗｗｗｗｗ
[23136.680] cielcloudy248: 4時代に特集されたウメちゃんはバリバリリュウト重ねてたね
[23142.009] (S)a_isana: はーい
[23144.942] (S)monpiipop: 今日は休めと
[23145.367] v_harumi_v: あらら
[23147.103] aranami0: そうね
[23147.398] 箸くれ: なんだぁ 
[23149.518] (S)a_isana: あらまー
[23150.450] 1108044k: カプコンくん頑張ってくれ
[23151.228] 000105: あーゲーム知らん人のインタビューか
[23151.293] 箸くれ: 最近ネセスないね
[23151.393] maddy2623: そんなことあるんだ
[23151.442] (S)akatoki_mk1: 今日は休もう！
[23153.040] ilm0806: ネセスの出番やな
[23153.734] chachachakoma: よ～く休もう
[23157.342] zyangara2: そういう日もある
[23162.001] perfecttakahashi: ウメちゃんは今でも俺たちのリュウ
[23165.646] esutark: ランクできるよ
[23166.917] umetyaahan: 昨日から調子悪かった
[23168.254] prisira: 掃除のおばちゃんがコンセント抜いちゃったんじゃ
[23168.785] shochann: 地震の前とか電波悪くなったりする
[23169.736] omochi09: 珍しいね
[23171.093] もきち555: お休みしろってことやな
[23174.195] サルクモ: いっぱいいるからじゃない？
[23174.365] 1108044k: 別に特別負担かかるようなタイミングじゃないと思うけど
[23174.417] (S)artri4: 全然俺出来てるな
[23175.502] (S)monpiipop: 運用チームは大変やろな…
[23181.302] esutark: ソフィアが今やってる
[23183.465] 雅人さん: 昨日の人狼面白かった
[23191.449] v_harumi_v: NHKの番組で、また皆やりたくなったとか？
[23194.560] (M)gameinntwitch: 一回タイトル戻ってもだめなん？
[23199.338] yut7xot8: ネセる？？
[23200.076] maddy2623: 闇話題ってやる曜日決まってますか？
[23206.309] (S)monpiipop: 民がいないとね
[23207.238] (S)ponponguripon: ネセスが足りないよー
[23207.545] prisira: えいたはヴァロやってるしな
[23208.728] daikun111: マスターリーグで梅チャンと当たらない
[23213.146] umetyaahan: トパンガとかビーストカップあるからねぇ
[23218.329] (S)monpiipop: おっ！
[23220.858] umetyaahan: 明日か
[23221.165] v_harumi_v: そうなんですね
[23221.506] yut7xot8: おおおおお！！！
[23221.683] aranami0: こく大丈夫なん？
[23221.784] だいこん_: 明日か！
[23222.236] chin_56_: ｷﾀ━━━━(ﾟ∀ﾟ)━━━━!!
[23222.473] matsu_zalem: やるのか
[23224.156] maya_g01: おおー
[23224.784] tabibitox: こく復活したのか
[23225.037] (S)セルベリア: 明日だったかー
[23225.850] (S)monpiipop: 楽しみがいっぱいや
[23227.361] androidand: お！
[23227.730] ilm0806: CPT切符とったら、また、みんな集まるよ
[23228.098] 戸愚呂妹: おお
[23228.409] j_zima: 楽しみ
[23229.354] esutark: トパンガはキャンセル
[23229.407] gyu_nyuu_pann: こく喉平気なんかなw
[23229.557] こんぽち: こくもう復帰できるの？
[23230.642] umetyaahan: なにやるの？
[23231.319] teruharu_: やったあ
[23231.600] johndoe6523rp: やったぜ
[23233.495] (S)yukikaze083: おお楽しみ
[23233.525] Ceciltaisa: 40台楽しみ！
[23236.012] goozy009: こく元気になりました？
