[15.553] momouni: わらこだ
[7739.102] (S)1chimare: wwww
[7739.657] けーきぱん: www
[7739.812] (S)nakihai556: wwwwwww
[7742.404] taketoke2525: wwww
[7742.935] (S)スペルタン: あ
[7743.505] カナバ: メガネ？
[7743.571] (S)fuu_maru: 無音！？
[7743.669] 神崎立夏: wwwwwwwww
[7744.870] pu_tyan: wwwww
[7745.108] (S)kuuki1214: wwwwwww
[7746.940] 雪狐0143: wwwwwww
[7747.587] (S)atush1_: www
[7747.660] rona0525: wwwwww
[7747.865] (S)うもうくん: やばくねw
[7747.918] (S)nobume0v0: wwwwwwww
[7748.055] miki_15g: www
[7748.651] itoido: 無音でヴァロｗｗ
[7749.186] すいぺりあ: メガネてww
[7750.804] sora602: ボム落ち共有大事です
[7751.057] tanuki_pan: 無音ヴァロ
[7752.036] (S)えりさ_: wwww
[7752.040] hanadango823: wwwwww
[7753.217] (S)sjindoa: wwwww
[7753.841] jasmugi: wwwwwwwww
[7754.025] 遅れます: ｗｗｗ
[7755.047] zeno1725: wwww
[7755.086] (S)nakihai556: wwwwwwwww
[7755.282] ayunosioyaki0223: まじで無言なやつだw
[7755.954] (S)8分19秒: やーいさぼてーん
[7756.164] Soratandao: wwwwwwwww
[7756.200] (S)ほのぼの: wwwww
[7756.622] (S)nekodama2155: メガネはええやろw
[7756.783] hima_norita: www
[7757.023] saboten0527ratami: ｗｗｗｗ
[7757.804] (S)スパーズ: wwww
[7757.896] びすこ大魔王: 無音ヴァロやば
[7757.962] (S)sqltcandy: 無音ヴァロはエグいてw
[7758.043] アラル海: ここぞとばかりにwwww
[7758.259] ファルム: えぐww
[7759.442] drem_chan: w w w w
[7759.837] mizusakura0326: wwwwwww
[7760.018] tanuki_pan: 無音だからなw
[7760.589] syamuneb: やばすぎるwwwwwww
[7760.875] (S)nobume0v0: やばいだろ無音w
[7761.151] ひのした: wwwww
[7761.915] (S)田伐まい: わこらだ！
[7763.374] 狐日和2014: wwwwww
[7763.507] 沙央: wwwwww
[7763.758] miki_15g: 無音ヴァロwwww
[7763.895] かいかいじゅ: パソコンから音出せないのか
[7768.624] miam_1018: wwwwwww
[7768.852] navyblue___: ｗｗｗｗｗｗ
[7769.285] koyaren: wwwwww
[7769.298] drem_chan: ある意味無敵
[7770.633] frisk_39: 無音ヴァロはエグい
[7770.883] mary611: wwwwww
[7770.923] (S)スパーズ: 虚偽報告
[7773.562] kanoaaa8: 無音はつよい
[7774.178] miki_15g: 足音…そうねwwww
[7778.866] 夢川海月: 今から悪口言おうぜ
[7780.504] 2jqtpja: そりゃそう
[7781.119] syamuneb: ハンデがやばいw
[7783.317] mizusakura0326: 無音はやばいだろww
[7783.798] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[7788.491] カナバ: 視覚情報しかないのむずw
[7789.218] (S)1chimare: ないすー！
[7791.838] hima_norita: ないす
[7792.329] youkan_umai: ないすー
[7792.511] saboten0527ratami: ないす
[7792.556] すいぺりあ: radaoNice
[7793.534] tanuki_pan: radaoNice
[7793.623] (S)キラキラボシ: radaoNice
[7794.404] frisk_39: ないすー
[7795.286] (S)saku_103: ないすー
[7795.765] hanadango823: ないすぅー
[7796.013] miki_15g: ナイスぅ
[7796.857] mikan__1124: ないすー
[7797.639] syamuneb: ないすー
[7797.839] sonopiti: わこらだ
[7798.361] ayunosioyaki0223: ないす
[7798.785] Soratandao: ないす
[7800.283] 雪狐0143: ないす
[7800.827] mizusakura0326: ないす
[7800.903] (S)nakihai556: wwwwww
[7801.068] 神崎立夏: www
[7802.065] (S)kuuki1214: radaoNice
[7802.958] (S)nobume0v0: なーいす
[7803.268] satouwaamai: ないすー
[7803.437] びすこ大魔王: ないすぅ
[7803.700] tanuki_pan: 無音がいても勝てるってこと？！
[7804.024] (S)sjindoa: wwww
[7804.642] zeno1725: ないすう
[7804.689] (S)nekodama2155: ないすー
[7806.633] hima_norita: wwwww
[7806.689] hanadango823: www
[7806.693] (S)タクトン: radaoW
[7806.833] よぞら_: radaoNice
[7808.717] (S)himikokichi_06: wwwww
[7810.169] (S)58hatsunone: 一人でしゃべってる....
[7812.138] navyblue___: ｗｗｗｗｗｗ
[7812.589] (S)nari_0602: wwwwww
[7812.656] (S)saku_103: ｗｗ
[7813.250] itoido: 聞こえてないなｗｗｗ
[7813.312] Soratandao: wwwwwwwww
[7813.648] ayunosioyaki0223: ・・・
[7813.699] (S)なむーる: radaoNice
[7814.352] (S)nekodama2155: www
[7814.541] 遅れます: ｗｗｗ
[7814.825] (S)nobume0v0: wwwww
[7815.817] aoao_0217: wwwwww
[7816.533] りむりん: ｗｗｗ
[7817.525] mizusakura0326: wwwwwww
[7817.751] 雪狐0143: wwwwwwww
[7817.902] ayunosioyaki0223: wwwwwwwww
[7818.670] syamuneb: wwwwwww
[7818.930] カナバ: おもろw
[7819.941] (S)nakihai556: wwwwwwwww
[7820.051] (S)きなこもち46: wwwwww
[7820.558] (S)スペルタン: 耳ないなった
[7820.689] koyaren: えwwwww
[7820.930] (S)kuuki1214: wwww
[7821.290] (S)sjindoa: wwwwwwwwwwww
[7821.347] m0g018: wwwww
[7821.363] (S)nari_0602: ぽんぽこぽんぽん
[7821.421] (S)レだん: wwwwwwwww
[7821.846] rona0525: wwwwww
[7821.981] (S)こめま: ここで彼の通信は途絶えていた...
[7822.228] (S)ichigomilk_252: wwwwwwwww
[7822.307] kagura_kiba: wwwwww
[7822.888] miam_1018: wwwwwww
[7822.914] (S)saku_103: 独り言ｗｗ
[7823.195] (S)harusame55: wwwwwwwww
[7823.427] hanadango823: wwwwwww
[7823.442] ラボア: wwwwwwww
[7823.718] remiiiii_28: wwwwww
[7823.897] kinote3: wwwwwww
[7824.144] ファルム: wwwwwww
[7824.388] 神崎立夏: wwwwww
[7825.220] tanuki_pan: ぽんぽこぽんぽん
[7825.685] (S)なむーる: wwwwwww
[7825.925] zeno1725: wwwwww
[7826.395] peperon_C1no: ぐっちは独り言喋りながらやってます
[7826.398] (S)田伐まい: ｗｗｗ
[7826.422] (S)tukune94: ぽんぽこぽんぽんｗｗｗｗｗｗｗ
[7826.435] (S)sqltcandy: わかるw
[7826.512] びすこ大魔王: 噛み合わない2人
[7826.837] わらびもち73: ぽんぽこぽんぽんwww
[7826.944] hima_norita: wwwwwwww
[7827.573] ｻｧｻ: wwwwwwwwww
[7827.731] すいぺりあ: ぽんぽこぽんぽんw
[7828.439] syamuneb: これおもれぇなw
[7828.532] (S)fuu_maru: ぽんぽこぽんぽんwww
[7828.601] rui_0728: wwwwww
[7829.329] jasmugi: ダメな時の音やww
[7829.536] (S)nobume0v0: wwwwwwww
[7829.543] のんﾁｬ: wwwwwww
[7829.566] panndaman1: wwwwwww
[7830.281] (S)Ragu__1878: wwww
[7831.100] (S)ruk1q: おわったwwwww
[7831.199] ayunosioyaki0223: ﾎﾟﾝﾎﾟｺﾎﾟﾝﾎﾟﾝ
[7834.482] peperon_C1no: wwwwwww
[7835.067] non_tako: 終わったwwwwwww
[7835.270] (S)えりさ_: wwww
[7835.693] (S)そふぃ3: wwwwwwwwwwww
[7835.929] kanoaaa8: じゃあ充電ない音や
[7836.311] ゆきゆた: wwwwwww
[7837.090] ひのした: wwwwwwww
[7837.703] (S)ruk1q: radaoOwari
[7838.354] (S)urullowo: ぽんぽこぽんぽんwww
[7839.091] (S)ねこすず: nekosuzu106 subscribed with Prime. They've subscribed for 10 months! 
[7839.188] syamuneb: wwwwwwwwww
[7839.215] hima_norita: 配信もないのwwwwww
[7840.542] びすこ大魔王: ポンポコポンポンwww
[7840.805] midori0089: wwwwww
[7841.018] toubun__: おわってる音やww
[7843.467] 雪狐0143: ダメな音だww
[7843.670] nana_om: 充電ない音きたwwwww
[7844.223] kagura_kiba: まっずwww
[7844.266] (S)スペルタン: 配信音なしはまずい
[7847.479] miki_15g: えw
[7848.639] (S)nekodama2155: まじ！？w
[7848.980] midori0089: ぽんぽこぽんぽんw
[7851.420] (S)ruk1q: 充電無いなったなぁw
[7851.891] aoao_0217: ぽんぽこぽんぽんぽん
[7852.198] syamuneb: 終わってんなーw
[7853.042] asaborake0408: 全体的に不味い
[7853.253] machi_mtb: 配信も音無いはやばいww
[7854.956] (S)nobume0v0: 普通のイヤホンは？w
[7855.199] わきるか: らだおの声も聞こえんw
[7860.702] ファルム: 終わってんな
[7869.351] (S)sjindoa: ないすぅ
[7870.750] tanuki_pan: これが後に語られる伝説のぽんぽこぽんぽん回…？！
[7884.541] kanoaaa8: でもAirPodsって15分くらいでフル充電ならん
[7896.552] ayunosioyaki0223: radaoNice
[7897.011] poyasmi_kusai: ぐち配信音なさ過ぎたからきた
[7901.548] (S)nakihai556: radaoNice
[7904.376] ruu_ha: ないすぅ
[7904.550] syamuneb: ぐちさんの配信すごいことになってんな...w
[7904.782] hanadango823: ないす
[7905.026] kanoaaa8: radaoNice
[7905.056] youkan_umai: ないすー
[7905.067] ayunosioyaki0223: wwww
[7905.922] (S)きなこもち46: radaoNice
[7906.658] カナバ: ないす
[7906.796] tanuki_pan: radaoNice
[7907.641] (S)sjindoa: wwww
[7907.662] (S)ruk1q: wwwww
[7909.054] syamuneb: ないすー
[7909.613] hanadango823: www
[7911.157] すいぺりあ: wwww
[7911.777] (S)58hatsunone: ｗｗｗｗｗｗｗｗｗ
[7911.856] asaborake0408: 一試合目はらっだぁのメンタルが死んで二試合目はぐちつぼの耳が死んだ
[7912.452] (S)nobume0v0: radaoNice
[7912.971] 雪狐0143: ないすー
[7913.199] poyasmi_kusai: きこえてないよ
[7914.524] でっでゅー: だからこっちにきや
[7914.664] おにおにおん: ぐち配信くそおもろい
[7915.223] (S)Jun877: wwwwwwww
[7916.251] りろ31: wwww
[7916.570] (S)nakihai556: wwwwww
[7917.409] 神崎立夏: wwwwwwwww
[7917.766] (S)スパーズ: 聞こえてない
[7917.975] taketoke2525: wwwwwwww
[7918.505] びすこ大魔王: ないすぅー
[7918.580] ayunosioyaki0223: wwwwwwwwwwww
[7918.908] mizusakura0326: wwwwww
[7919.137] (S)hisoka_HyskoA0606: ｗｗｗｗｗｗｗ
[7919.395] nazu_7z: ｗｗｗｗｗ
[7919.488] poyasmi_kusai: ｗｗ
[7919.505] 雪狐0143: wwwwwwww
[7920.027] (S)ruk1q: おい
[7920.157] (S)きなこもち46: wwwwww
[7920.236] Soratandao: wwwwwwwww
[7920.303] (S)taku202: 聞こえてないよ
[7921.074] syamuneb: え？wwwwwww
[7921.153] (S)sjindoa: リスナーと話してるんじゃない？
[7921.330] (S)nobume0v0: wwwww
[7921.503] 哀れな人の子: ｗｗｗｗ
[7921.576] ayunosioyaki0223: えw
[7922.031] よっしぃ37: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[7922.051] tanuki_pan: ぽんぽこぽんぽんでも勝てる！
[7922.325] (S)fuu_maru: おいwwwwww
[7922.573] (S)ナラ抹茶: wwwwwwwwww
[7922.758] kujirai___: wwwwwwwwwww
[7923.011] (S)ruk1q: wwwww
[7923.277] (S)スペルタン: wwwww
[7923.597] navyblue___: ｗｗｗｗｗｗ
[7923.743] (S)58hatsunone: 独り言やんｗｗ
[7923.764] (S)ちゃつう: ｗｗｗｗｗ
[7924.082] あらんえむかーびぃ: wwwwwww
[7924.321] kagura_kiba: wwwwwwwww
[7924.327] (S)えりさ_: wwww
[7924.766] (S)タクトン: radaoW
[7924.826] kamimi339: ｗｗｗｗｗ
[7924.840] 1225maron: wwwwwwwwwwwwww
[7924.918] peperon_C1no: 聞こえてないよ
[7925.068] ちゃだいん: www
[7925.797] (S)aina___10812: ｗｗｗｗｗｗｗｗｗ
[7926.030] tanuki_pan: 確かにそうw
[7926.205] (S)そふぃ3: めっちゃおもろwwwwwwwww
[7926.296] 沙央: wwwwww
[7926.534] (S)r4diiiii: wwwwwwwwwwwwwwwwwwww
[7926.716] 0秒: え？wwwwwww
[7926.758] (S)fuu_maru: え？www
[7926.785] hanadango823: wwwwwww
[7927.038] honehone_2: wwwwww
[7927.682] びすこ大魔王: おい
[7927.721] (S)haru_anura: wwwwwwww
[7927.832] kagemoegi81: wwwwww
[7927.979] (S)urullowo: どっちwww
[7927.984] miam_1018: wwwwwww
[7928.205] peperon_C1no: wwwwwww
[7928.231] カナバ: よくわからんw
[7928.451] metoronoomu: www
[7928.691] ラボア: wwwwwwww
[7928.706] (S)のせ太郎: wwwwwwwwwwww
[7928.731] mope716: www
[7928.957] (S)ichigomilk_252: wwwwww
[7929.163] (S)baberuboburu3939: wwwwwwwww
[7929.210] すいぺりあ: ！？ww
[7929.228] sobayu120: wwwwwww
[7929.604] 遅れます: 聞こえてないよｗ
[7930.134] (S)ruk1q: え？w
[7930.917] toubun__: wwwwwww
[7931.542] hanadango823: え？wwww
[7931.639] さちよさん: 無音の人の喋りじゃないwww
[7931.664] yakko_sann: wwwwwwww
[7931.751] (S)スパーズ: え？
[7932.087] 夢川海月: 逆に行ってこよ
[7933.592] ayunosioyaki0223: wwwwww
[7933.630] (S)きなこもち46: え？w
[7935.499] miam_1018: ？www
[7935.533] (S)nekodama2155: え？w
[7935.728] 神崎立夏: 時々噛み合うのが草
[7935.954] (S)えりさ_: やばwwww
[7935.966] (S)ruk1q: 会話成立してて草
[7936.011] (S)harusame55: wwwwwwwwwwww
[7936.118] (S)nakihai556: 雑に返事してるwwww
[7937.139] もちゃぽこ: え？！
[7937.324] pop_xoal: ちょこちょこ話通じてんのwww
[7937.342] のんﾁｬ: え？w
[7937.410] kanoaaa8: 会話できてるんかできてないんかわからんwwwwwwww
[7937.447] (S)kuuki1214: え？
[7938.201] mikan__1124: wwwww
[7938.240] miki_15g: wwwwwww
[7938.262] 雪狐0143: え？
[7938.380] わきるか: wwwww
[7938.909] (S)nari_0602: wwww
[7938.935] (S)sjindoa: wwww
[7939.995] gana_000: wwwwwwwwwwwww
[7940.040] (S)atush1_: え？www
[7940.058] でっでゅー: ｗｗ
[7940.186] youkan_umai: あー
[7940.286] (S)58hatsunone: 適当言ってら
[7940.494] (S)koromu_rom: 聞こえてないな笑
[7941.076] sunomono8: wwwwwwwwww
[7941.629] satouwaamai: え？
[7941.757] mikan__1124: え？wwww
[7941.848] (S)aya_ksar: wwwwwww
[7941.874] 湯とうふ: えwww
[7942.347] (S)fuu_maru: wwwwww
[7942.458] カナバ: やばw
[7942.561] taketoke2525: wwwww
[7942.617] syamuneb: wwwwwwww
[7942.846] (S)なむーる: www
[7942.996] non_tako: どっちwwww
[7943.028] Soratandao: 聞こえてないけど聞こえてるフリしてるんじゃないの？
[7943.221] (S)ほのぼの: wwww
[7943.647] chiuchiupet: アンジャッシュやめろ
[7943.698] yuzu_0216: wwwwwww
[7943.929] 6choco2: wwwwwwwww
[7944.283] amaikazitu: あれ？wewwww
[7945.223] びすこ大魔王: 大丈夫か？
[7945.661] (S)nari_0602: 光ってるかどうかwwww
[7945.727] satouwaamai: wwwwwwwwwwwwww
[7947.688] 村長の孫の嫁: えwwww
[7947.858] (S)1chimare: 適当言ってて草
[7948.204] midori0089: えw
[7950.984] (S)そふぃ3: 空中で会話してるwww
[7951.594] (S)nobume0v0: www
[7951.821] Yakishio_1219: アンジャッシュ現象w
[7952.062] purinndaifuku: さっきから聞こえてね？w
[7953.879] syamuneb: やばい神回すぎるってw
[7953.920] にゅーん: wwwwwwwwwwwww
[7954.119] (S)akiiroi: !uptime
[7954.512] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 12 minutes 39 seconds 経過しています。
[7955.041] (S)ruk1q: これは聞こえてないなぁw
[7955.549] (S)tukune94: 面白すぎるｗｗｗｗｗｗｗｗ
[7955.805] (S)sqltcandy: 腹筋しぬw
[7955.834] fuyuki_noa: ｗｗｗｗ
[7956.044] aoao_0217: えwwwww
[7956.215] (S)nekodama2155: 空想の誰かと話してるw
[7956.256] rawalpi: 思い出しとるww
[7957.893] オデち: 適当言ってんね
[7959.336] mikan__1124: www
[7959.721] hijikki: わこらだ！
[7962.516] カナバ: まぁまぁ成立してて草
[7966.057] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[7966.289] gumio_0: !uptime
[7966.663] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 12 minutes 51 seconds 経過しています。
[7966.801] zeno1725: 聞こえてないの草
[7967.436] hiina_091426: ｗｗｗｗ
[7969.683] にゅーん: 聞こえてなくねwww
[7971.413] Yakishio_1219: ちょっと、会話出来てるのなんなんだよw
[7974.569] tokotto: ちょっと成立するのやめて
[7974.848] 神崎立夏: 急いでコンビニ行ってイヤホン買ってこいよwww
[7975.080] natubatch: わこらだ何この状況w
[7975.823] zeno1725: 会話成立してんのすごいw
[7976.289] hanamaru_chan323: わこらだ
[7976.740] ayunosioyaki0223: www
[7979.641] でっでゅー: ｗｗｗ
[7980.348] tanuki_pan: 好きな食べ物聞こう
[7982.930] satouwaamai: 地味に会話成り立ってるのおもろいわ
[7984.413] (S)きなこもち46: wwwwww
[7985.077] Amam1ya0000: ちょっと話噛み合ってるの笑う
[7988.067] てぃすか: ほんとに無音だった(笑)
[7988.984] (S)なむーる: wwwww
[7990.873] (S)スペルタン: まじ！？
[7993.285] Ral_2525: まじで聞こえてないwww
[7995.053] とんぼむ: 離れてたんだけど何起こってるんだこれ
[7998.484] hinono_nashi: 器用だなぐち
[7998.667] 2jqtpja: wwwwwwww
[7999.235] ayunosioyaki0223: え
[8000.965] (S)ruk1q: ジェットうま
[8001.044] (S)58hatsunone: うま
[8001.781] (S)スペルタン: うんま
[8001.786] (S)himikokichi_06: うま
[8002.230] (S)ruk1q: え
[8002.486] rimirimi1205: 今きたわこらだ
[8002.791] (S)baberuboburu3939: うんま
[8002.940] (S)きなこもち46: て
[8003.052] youkan_umai: うま
[8003.482] (S)1chimare: えぇー？！
[8003.482] (S)nakihai556: nt
[8003.597] オデち: うづ
[8003.636] カナバ: うっま
[8003.956] りろ31: うま
[8004.080] hima_norita: うま
[8004.709] syamuneb: うんま
[8005.014] すいぺりあ: radaoMasuo
[8005.190] sunomono8: うま
[8005.231] satouwaamai: うま
[8005.263] rona0525: うんま
[8005.446] hanadango823: うま
[8005.628] nazu_7z: うま
[8005.673] (S)キラキラボシ: radaoMasuo
[8005.864] metoronoomu: うま
[8005.905] あーわ: うま
[8006.391] tanuki_pan: nt
[8006.555] honehone_2: うま
[8006.617] mizusakura0326: うま
[8007.130] (S)あるとと: radaoMasuo
[8007.375] hanadango823: nt
[8007.478] aoao_0217: うまw
[8007.788] オデち: うっま
[8008.214] ラボア: うま
[8008.792] (S)きなこもち46: うま
[8009.046] (S)nobume0v0: うま
[8009.278] 雪狐0143: うっま
[8009.464] (S)そふぃ3: うんま
[8010.547] (S)saku_103: んｔ
[8011.708] 神崎立夏: www
[8012.317] (S)himikokichi_06: www
[8012.662] hiina_091426: うまあ
[8012.785] (S)kanio319: radaoMasuo
[8012.903] tomatotto_: うま
[8013.210] あーわ: wwwww
[8013.462] ruu_ha: wwww
[8013.721] syamuneb: wwwww
[8014.025] ayunosioyaki0223: wwwwwwwwwwwww
[8014.086] (S)58hatsunone: ｗｗｗｗｗ
[8014.216] (S)taku202: www
[8014.438] (S)えりさ_: え
[8014.512] (S)nakihai556: wwwwww
[8014.523] (S)sjindoa: wwwwww
[8014.603] hima_norita: wwwww
[8014.675] miki_15g: うま
[8014.694] のんﾁｬ: うんま
[8014.711] sunomono8: wwwwww
[8015.324] (S)そふぃ3: wwwwwwwwwwww
[8015.414] mizusakura0326: wwwww
[8015.439] kujirai___: wwwwww
[8015.610] (S)ruk1q: wwwww
[8015.713] __あお: www
[8015.933] (S)fuu_maru: wwwwww
[8016.049] (S)nari_0602: wwwwww
[8016.079] remiiiii_28: wwwww
[8016.110] 雪狐0143: nt
[8016.158] kagura_kiba: wwwwww
[8016.408] zeno1725: www
[8016.455] honehone_2: wwww
[8016.928] びすこ大魔王: うま
[8017.036] Soratandao: wwwwwwwww
[8017.153] hanadango823: wwww
[8017.287] miam_1018: wwwwwww
[8017.412] (S)ochaaaa: ochaaaa subscribed at Tier 1. They've subscribed for 5 months! 
[8017.523] 村長の孫の嫁: wwwww
[8017.879] かいかいじゅ: ｗｗｗｗｗｗｗ
[8018.020] kamimi339: ｗｗｗｗｗ
[8018.094] 12031213: www
[8018.174] kanoaaa8: wwwwww
[8018.555] shiki_maru: wwwww
[8018.945] sannma0325: wwwwwwwww
[8019.153] satouwaamai: うっま
[8019.167] aoao_0217: wwwwwww
[8019.196] (S)nobume0v0: wwwww
[8019.389] (S)きなこもち46: wwwww
[8019.539] よっしぃ37: ｗｗｗｗｗｗｗｗ
[8019.621] rona0525: wwwwww
[8020.290] (S)スパーズ: wwww
[8020.539] (S)makaron593: wwwwww
[8021.729] すいぺりあ: www
[8021.902] (S)さくららて: www
[8022.131] satouwaamai: wwwwwww
[8022.276] (S)harusame55: wwwwwwwww
[8022.557] 沙央: wwwwwww
[8022.730] (S)nekodama2155: がちうめぇ
[8023.765] 雪狐0143: wwwwwww
[8023.960] ラボア: wwwwwwww
[8024.190] midori0089: うんま
[8025.044] (S)sjindoa: wwwww
[8025.705] toubun__: wwwwwww
[8026.431] (S)tukune94: 独り言配信おもしろすぎるｗｗｗｗｗｗｗｗ
[8026.673] (S)スペルタン: wwww
[8026.987] __あお: wwwwwww
[8027.294] (S)えりさ_: wwww
[8027.468] 桃内: wwwwwwwww
[8028.019] tunamayo1234: ｗｗｗｗｗ
[8028.634] mizusakura0326: wwwwwwww
[8028.832] (S)タクトン: 適当いってんねぇ
[8029.012] 神崎立夏: 女医さん？
[8029.277] sannma0325: wwwwwwww
[8030.377] 哀れな人の子: ｗｗｗｗｗｗｗ
[8031.101] (S)atush1_: radaoMasuo
[8031.431] ふうり: なにもおとない
[8031.439] てぃすか: 独り言
[8031.556] (S)1chimare: 無言配信
[8032.093] (S)nari_0602: wwwww
[8033.043] ayunosioyaki0223: 何がw
[8033.056] (S)モノクローム: 常時アンジャッシュみたいやんw
[8033.237] あーわ: wwwwwwwwwwwwww
[8033.263] yabuki___: 配信なんも聞こえん
[8033.315] (S)sjindoa: wwwwwwww
[8033.342] ちろろ_: なんもきこえん
[8033.585] 村長の孫の嫁: なんも聞こえん
[8033.704] かいかいじゅ: これは切り抜き
[8033.801] (S)nakihai556: wwwwwwwww
[8033.825] amaikazitu: wwwwwwwww
[8034.001] sunomono8: wwwwwwwwwww
[8034.209] みそすうぷ: 独り言配信
[8034.212] (S)sqltcandy: なんだこいつw
[8034.496] (S)taku202: 独り言配信なってる
[8034.752] youkan_umai: wwwww
[8034.776] (S)hisoka_HyskoA0606: ｗｗｗｗｗｗｗ
[8034.820] __あお: wwwwwwwww
[8035.484] シンガリ: 全部無音
[8035.670] hima_norita: wwwwwwwww
[8035.757] mizusakura0326: wwwwww
[8035.765] satouwaamai: wwwwwwwwwwww
[8035.867] (S)わんここ: らっだぁの声聞こえてない
[8035.937] forti_000: 独り言配信してる
[8035.955] (S)onmini_pei: ゲームの音市内
[8036.280] hiina_091426: ｗｗｗｗ
[8036.483] ruu_ha: wwwwwwww
[8036.993] あらんえむかーびぃ: wwwwwwwwwww
[8037.171] (S)kuuki1214: wwww
[8037.247] カナバ: wwwww
[8037.368] kuzu92_: wwww
[8037.381] tanuki_pan: もちろんですよw
[8037.566] kamimi339: ｗｑｗｗｗｗｗ
[8037.865] ちゃだいん: wwww
[8037.962] sora08281: 銃声も聞こえんｗ
[8038.132] ゆかりんりん: ぐちつぼの声以外聞こえてない
[8038.224] 4869yy: ゲーム音なしで独り言
[8038.322] ayunosioyaki0223: wwwwwwwwww
[8038.475] 伝説のおかず: ぐちつぼの声以外聞こえない
[8038.614] (S)nari_0602: wwwwww
[8038.623] (S)saku_103: ｗｗｗｗ
[8038.717] (S)kanio319: らだおの声聞こえてない
[8039.065] hanadango823: 何がwwwww
[8039.147] sarami_33: 無音
[8039.167] (S)peng1130: wwwwwwwww
[8039.241] (S)スペルタン: wwwwww
[8039.286] kanoaaa8: なにいっとる？wwwwww
[8039.385] remiiiii_28: wwwwwwwwww
[8039.555] (S)ちゃつう: ｗｗｗｗｗｗｗｗｗ
[8039.581] よっしぃ37: ｗｗｗｗｗｗｗｗｗｗｗｗ
[8039.648] (S)himikokichi_06: ゲーム音無し
[8039.747] prk_666: なんだこいつｗｗｗｗｗｗｗ
[8039.838] honehone_2: wwwwww
[8040.063] (S)r4diiiii: それはさすがにwwwwwwwwwwwww
[8040.300] kenp1n_8: wwwwww
[8040.317] amaikazitu: おもろすぎるてwwww
[8040.359] taketoke2525: wwwwwwwww
[8040.952] 1225maron: wwwwwwwwwwwwww
[8041.197] 村長の孫の嫁: wwwwwww
[8041.200] (S)さくららて: wwww
[8041.538] mizusakura0326: wwwwwwwww
[8041.774] kagemoegi81: wwwwwww
[8041.990] Amam1ya0000: wwwww
[8042.134] ばんちゃちゃ: ゲーム音ないよww
[8042.141] hanadango823: wwwwwwww
[8042.213] sakasa_n: 独り言配信
[8042.265] kamimi339: ｗｗｗｗｗｗｗｗｗ
[8042.367] tanuki_pan: まぁまぁまぁ
[8042.368] ルロア: ぐちつぼの声だけ
[8043.070] 紗弥0926: wwww
[8043.142] itoido: かみ合わねーーｗｗｗｗ
[8043.320] sobayu120: wwwwwww
[8043.320] aoao_0217: wwwwwwww
[8043.592] カナバ: おもろw
[8043.741] みかぬです: wwww
[8043.783] peperon_C1no: ただの独り言
[8043.846] sakanoooo: wwwwww
[8044.188] (S)えぬあい: wwwww
[8045.575] gato_____: 無だよ
[8045.577] かいかいじゅ: 切り抜き確定ｗｗ
[8046.248] (S)ri_1826: wwwww
[8046.436] miki_15g: wwwwwww
[8047.239] astrsk1321: 無音
[8047.340] mi1ukun3690: ぐっち以外聞こえない
[8047.465] ファルム: 音無し
[8047.467] スカイウリ: ぐちつぼ以外無音
[8047.701] のんﾁｬ: wwwww
[8047.706] navyblue___: ｗｗｗ
[8047.930] Ral_2525: らっだぁの音入ってないw
[8047.986] てぃすか: ぐちつぼがずっと喋ってるw
[8048.065] マシュマロ: ｗｗｗ
[8048.167] hanamaru_chan323: wwwww
[8048.289] Soratandao: wwwwwwwww
[8048.357] jasmugi: アンジャッシュやwwwww
[8048.511] eyu_ni: ディスコが光ったら相槌打ってる
[8048.589] 夢川海月: 無音でワロタ
[8048.630] 折々: ｗｗｗｗｗｗ
[8048.920] yuzu_0216: wwwwwww
[8049.046] 桃内: 虚空と喋ってるよ
[8049.171] Monmomonmon: 声のみ
[8049.272] (S)taku202: ゲーム音なしのぐちの声だけ
[8049.388] 強炭酸マイルド: ぐちつぼの声だけしか聞こえん
[8049.404] ひのした: えぇ?wwwww
[8050.068] panndaman1: wwwwww
[8050.251] (S)fuu_maru: ただの独り言だね
[8050.529] バンバンジー: 独り言だよ
[8050.741] でっでゅー: 本人の声だけ
[8051.153] (S)nari_0602: おもろすぎwwwww
[8051.212] (S)そふぃ3: 誰と話してるwwwwwwwww
[8051.405] miam_1018: wwwwwww
[8051.564] (S)58hatsunone: カチャカチャ言ってる
[8052.019] zeno1725: 無音配信www
[8052.090] poyasmi_kusai: ない
[8052.122] peperon_C1no: 配信にも音入ってないよwwwww
[8052.266] (S)nekodama2155: ぐちの声のみ
[8052.330] kuzu92_: らだの声もないよ
[8052.580] 賭博はやめましょう: ぐちつぼの声とタイプ音が響き渡ってる
[8052.723] (S)8分19秒: らっだぁが味方に説明すれば？
[8052.808] さらしゃ: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[8053.825] harusame0921: 独り言
