[31.102] reo_821: unkochanYaa
[14132.135] 昼さん: 商人まったく出会わないなw
[14172.400] HaknaMatataaaa: らむちゃんおはよう☀️
[14178.641] kokohan4: タガが外れてそう
[14183.973] hoshino1234563: ラムちゃんがんばえー！
[14203.897] ダダダーク: サンクチュアリから道なりに行けば確かコンビニ的なやつあったはずだが
[14206.667] manyyao: ここケミストリーもあるやん
[14224.142] kokohan4: 本当の私デビュー
[14234.128] pihioo: ラムの声聞きやすいな
[14237.394] mandsomone: Save
[14259.736] manyyao: 拠点間移動はどうだっけか
[14262.990] 昼さん: 施設間は無理かも
[14306.889] 昼さん: サンクチュアリのかなりわかりづらい場所に ケミステありますね
[14311.819] ダダダーク: 右脚4つも持ってるで
[14368.589] cazuya999: ダイアモンドシティ行くと世界が広がるよ
[14403.102] daidaidaidesu: 使い切らないで売ったほうがいい
[14433.961] berosky1: 旧型のパワーアーマーやん
[14458.342] kokohan4: おしゃかどうかやな
[14469.375] 昼さん: もはや面影もない
[14488.031] manyyao: だっsssss
[14514.424] 昼さん: 安定の爆睡
[14535.310] manyyao: 途中で睡眠キャンセルもあり
[14540.588] helpman0912: RaMuさんも普段から爆睡？
[14556.840] 昼さん: 細木ィ！
[14600.614] 昼さん: カチコミいくんすね！
[14604.091] berosky1: T60パワーアーマーじゃないんかい
[14657.240] kokohan4: レイダーに分からせるしか無いな
[14676.041] どんとこい超常現象: w
[14677.172] kappa3969: ｗｗ
[14677.185] kokohan4: ｗｗｗｗ
[14690.221] 昼さん: いいね
[14711.401] Ippo360: ５ｍｍ弾無くなりそう
[14712.066] どんとこい超常現象: 目の前にダンジョン入口あるね
[14713.381] kappa3969: おいｗ犬うつなｗｗ
[14718.872] tkkhiro: 犬が有能
[14721.725] kokohan4: ドッグミート辛そう
[14724.500] 昼さん: 戦い方ロボコップ
[14732.501] ダダダーク: 左のメーター
[14732.623] kokohan4: 左下
[14733.333] 昼さん: 左下
[14738.375] urushido1: 左下
[14747.720] helpman0912: まあ仲間は自動復活するから・・・
[14748.302] 昼さん: 近接も駆使しよう
[14748.709] berosky1: 動物虐待
[14753.940] kappa3969: 犬肉が、、、
[14756.037] tonkatsuudj: パイプ銃で節約もあり
[14767.091] ダダダーク: あ
[14770.278] 昼さん: 罠でした
[14802.281] ダダダーク: ゴリ押し過ぎて草
[14813.544] 木下ともお: ゴリラ過ぎる
[14822.923] 昼さん: もう特効スレッジでいいんじゃないかな
[14824.013] groovelivegroovelive: 🦍
[14847.944] eqless01: 犬殴ろうとするな
[14852.309] kokohan4: お酒やクスリ決めて基礎能力あげるのもいいよね
[14854.405] よしぴこー: フォールアウトおもろい？
[14856.404] manyyao: 絵に書いたような脳筋
[14917.409] 昼さん: これはいけそうｗｗｗ
[14926.300] 木下ともお: 犬＞人だよなやっぱ
[14936.543] helpman0912: 脳筋すぎて笑うけど自分と違うプレイで見てて面白い🤣
[14937.327] groovelivegroovelive: セーブしないと死ぬぞ
[14948.174] kokohan4: １発ｗｗ
[14971.571] 昼さん: グルグルガンｷﾀｰｰｰ
[14981.450] 昼さん: ボス瞬殺
[14982.846] daidaidaidesu: よーし
[14997.865] toda0613: ボス倒したのに気づいてなくて草
[15008.132] nisuich: ジャレドはいつも不憫
[15021.456] kokohan4: これなら直接エイムしたほうがいい
[15041.801] groovelivegroovelive: 車気をつけろ
[15042.209] ~MISSING_COMMENTER_INFO~: 索敵にしか使ったことないな
[15059.739] groovelivegroovelive: 車大爆発するぞ
[15076.630] ダダダーク: ここ隠し金庫あるぞ
[15086.528] groovelivegroovelive: バグった？
[15101.078] Ippo360: VATSのクリティカルも使ってみてほしい
[15119.068] daidaidaidesu: 撃ち落とせる
[15139.052] 昼さん: CRITメーターMAXだから いざッという時つかえばV.A.T.S.で100%クリティカル攻撃当てられますよ！
[15152.103] kokohan4: 打撃のほうが早いかもな
[15180.561] toda0613: ちなみにさっきのボスの部屋の階段にわかりにくいボタンあって押せばボスアサリに行けるぞ
[15181.018] ダダダーク: ちなみに銃持ちに脚壊しはあんま意味ないぞ
[15199.684] manyyao: これでこそ脳筋
[15204.989] 昼さん: じんわり回復～
[15224.372] berosky1: チビのびっちは正解
[15225.711] HaknaMatataaaa: チビのビッチ！？
[15227.017] daidaidaidesu: パイプ武器縛りなんか
[15242.381] 昼さん: 血まみれやが
[15249.714] kitakitakitan: プレイの仕方が上手いな
[15307.972] nisuich: ボス部屋戻れなくなるに１０CAP
[15308.578] 昼さん: AP回復させたいときにはヌカコーラうまいっすよ
[15312.642] groovelivegroovelive: ゴリラすぎて草
[15313.586] kokohan4: 返り血がな
[15318.019] 摩利支天尊: 探すのにVATS連打よ
[15346.653] eqless01: ショットガンシェルも弾だよ
[15364.753] 昼さん: あごめんｸﾞﾜｼｬ
[15369.599] groovelivegroovelive: ゴリラム
[15369.780] manyyao: まじでパワーが全てを解決しそうな勢い
[15373.815] cazuya999: ごめんw
[15378.762] 昼さん: がんばれ
[15400.202] カズヤ5963: すごい戦い方してる・・
[15414.860] sukesan56: 近接キモティー
[15443.715] HaknaMatataaaa: そうだよ
[15453.683] akazukin_san: そこから飛んでみろ
[15456.896] 昼さん: よっしゃ
[15459.669] manyyao: きたー
[15461.100] mado357: 飛ぼう
[15478.725] opennnnnnnn: 燃料なくなりそうだな
[15483.733] kokohan4: スーパーヒーロー着地
[15497.349] 昼さん: ボスはやったからね
[15497.713] kokohan4: ミッションログ見てみる？
[15504.527] tonkatsuudj: ボスからはぎ取ってない
[15506.728] daidaidaidesu: ついでにロケラン野郎もやりにいこう
[15522.696] daidaidaidesu: ボスがいた部屋にアイテムいっぱいある
[15531.950] 昼さん: そんな早くは消えないから大丈夫
[15570.341] manyyao: 念の為バグ対策でセーブ分けとくのもあり
[15613.419] 昼さん: 睡眠 ファストトラベルもセーブされるので 直後はおｋですよ～
[15632.406] 昼さん: 一人 ネームドがいた
[15643.535] helpman0912: ⭐️ついてるやつがボスだね
[15648.172] toda0613: ボスの部屋の階段に通路伸ばして橋掛けるボタンあるぞ
[15655.095] manyyao: オートセーブ枠何個あるのかな
[15664.976] groovelivegroovelive: 敵リスボーンしてるしょ
[15670.574] 昼さん: グルグルガン一発ヘッショで４んでたからなあ
[15673.218] helpman0912: 名前の端に⭐️ついてるけど小さいから見逃しやすい
[15694.954] deus_ex_machina88: もこういたね
[15699.156] eqless01: ｗ
[15718.208] kitakitakitan: そういえば今コミコンやってるのか
[15740.465] groovelivegroovelive: ドックミートに指示してて草
[15744.844] eqless01: (悲しそうな鳴き声)
[15801.167] 昼さん: ドギー
[15830.248] 玉ヒュンケル: これ神ゲー？
[15832.948] groovelivegroovelive: これもう服泥棒だろ
[15866.136] kokohan4: 装備が出なければそうです
[15867.517] eqless01: 全部人用
[15887.946] 昼さん: 犬装備はレイダー犬が落とす感じかな
[15908.931] groovelivegroovelive: 拾いすぎ
[15932.468] daidaidaidesu: エレベーター
[15934.347] groovelivegroovelive: いや違う
[15945.660] 昼さん: なんか天上広い箇所がそうみたい
[15960.373] daidaidaidesu: ピッキングうまい
[15972.079] daidaidaidesu: エレベーターあったとろこの階段
[15976.544] groovelivegroovelive: 車がたくさんある所だよ
[16017.560] tonkatsuudj: マママ
[16019.127] toda0613: こいつらいつもキャラバン始末してるな
[16082.307] akazukin_san: ﾎﾟｷ
[16101.245] 昼さん: ヘアピンの残数いい感じ
[16113.945] groovelivegroovelive: その部屋
[16137.364] manyyao: 出ちゃうのもあるある
[16144.694] kokohan4: 追い剥ぎｗｗ
[16153.719] nicopon_213: 奪衣婆
[16156.025] toda0613: 羅生門のBBAが武装してたらこんな感じなんだろうな
[16165.869] eqless01: インストールしてる場所がよくないとか
[16166.137] groovelivegroovelive: ここじゃなかったわ
[16194.923] 昼さん: デンデデンデデンデン
[16200.437] groovelivegroovelive: うま
[16215.193] gorikiiiiiiiiiii: モンハン2g並のロード
[16235.930] tonkatsuudj: パイプライフルつかえば？
[16251.721] nicopon_213: 玉無し
[16275.557] groovelivegroovelive: 🔨でやるか
[16296.285] daidaidaidesu: パイプ武器の弾なら大量にある
[16305.175] manyyao: 戦闘中も収集癖もでるのは手癖やばいねw
[16335.984] kitakitakitan: スレッジハンマーのラム
[16362.356] gorikiiiiiiiiiii: ちっちゃい方のぎあ
[16395.307] eqless01: 980発あるやん
[16443.131] 昼さん: 防御１か
[16444.394] groovelivegroovelive: レザーアーマーの方が強くね
[16467.361] daidaidaidesu: レザーアーマーは軽くてつおい
[16470.734] manyyao: レザーのが見た目いいし
[16478.212] groovelivegroovelive: 上やろたしか
[16481.046] 昼さん: 工場の部品も拾っていく！
[16482.528] eqless01: いらんもん取りすぎ
[16488.212] KAMEsaburo: 服
[16515.914] amagase11: 剝ぎ取りすぎたな
[16545.441] eqless01: グレネードとスティムパックはとった方がいいぞ
[16549.153] nicopon_213: スティムパックは取った方がいい
[16563.521] 昼さん: 重さ０だしね
[16577.881] uheioku: 懐かしいゲームやってるね
[16580.565] daidaidaidesu: デスクローの皮いる
[16583.710] todorokikongou: スてィムムパックはとれ
[16594.739] eqless01: クソ長ローディング
[16609.416] 昼さん: 行き方忘れたなあ
[16638.085] cazuya999: さっきのエレベーターで上がる
[16639.973] karscars: お！フォールアウトやってんのか
[16691.279] yakinikuok: これそろ？
[16736.438] ねこめんさん: ジャンク品って何に使うの
[16757.172] nisuich: @yakinikuok FO4はソロゲーです
[16768.923] 昼さん: クリティカルメーターつかおう 必中だよ
[16790.286] groovelivegroovelive: ロードタイム
[16810.454] manbeeee: 神げー
[16812.441] 昼さん: ここだ
[16813.389] groovelivegroovelive: あれ？ここじゃね？
[16823.743] hee_hee_3150: この部屋にボスがいるはず
[16826.869] groovelivegroovelive: この部屋だ！
[16832.011] eqless01: ハッキングしたら味方にできる
[16837.716] daidaidaidesu: そっちやない
[16838.522] 昼さん: ここだよもどって
[16843.677] groovelivegroovelive: 戻れ戻れ戻れ戻れ戻れ
[16847.354] daidaidaidesu: 今のロボットある部屋だよ
[16860.349] groovelivegroovelive: 戻れ戻れ戻れ戻れ戻れ戻れ戻れ戻れ
[16860.554] sy9696: 今のところ
[16866.034] kokohan4: 上で撃ち合ってたぞ
[16872.658] 昼さん: そこは正面玄関
[16892.451] kokohan4: めっちゃおるやんけｗ
[16900.979] manyyao: まずい
[16917.546] 昼さん: 弾が弱いからねー
[16937.113] gubervstx: ゴリ押しｗ
[16973.780] 昼さん: さっきロボが容れ物はいってた部屋がボス部屋ですよ
[16989.657] toda0613: さっきボスの部屋にいたけど降りたぞ
[17015.586] toda0613: ロボの部屋
[17038.703] kokohan4: 行ったり来たりしてるで
[17042.346] eqless01: w
[17077.363] nisuich: ここ
[17078.027] 昼さん: そこ
[17078.245] toda0613: これ
[17078.462] kokohan4: せや
[17092.225] 昼さん: じっくりさがして
[17116.183] groovelivegroovelive: ここだ
[17128.912] gubervstx: つよい武器ほしいねえ
[17134.935] toda0613: hpヤバくて草
[17136.559] kokohan4: 上田晋也
[17142.817] groovelivegroovelive: 車爆発するぞ
[17156.983] manyyao: 回復警察だ！
[17158.297] huwahuwatt: 回復警察だ！
[17165.251] 昼さん: ４にそう
[17179.326] manyyao: 連投みたいなったw
[17193.933] gubervstx: 全部緑で体力気がつきにくいよな
[17209.445] hee_hee_3150: そのあたりにボスの死体が転がってるはず
[17230.479] ~MISSING_COMMENTER_INFO~: 今のやつの隣で死んでるやつかな
[17231.232] manyyao: どさくさにセーブ警察も出勤中
[17237.706] nisuich: ジャレドってのがボスです
[17251.993] daidaidaidesu: この部屋の下に金庫
[17287.779] 昼さん: グリッスルがブレストンたちを襲っていた一団のリーダー
[17332.736] 昼さん: グリッスルもミニガンで瞬溶けしてたw
[17355.415] toda0613: マママーフィーここ出身だったのか
[17378.990] 昼さん: そうすね
[17411.618] 昼さん: 雑誌読んでくれー
[17428.496] sy9696: 今机の上に雑誌あったよな
[17428.898] gubervstx: 雑誌警察です
[17457.007] eqless01: 詰み
[17458.523] daidaidaidesu: ボスの部屋の真下に隠し金庫
[17462.971] manyyao: レイダーが読書の邪魔しやがった
[17493.236] kokohan4: さっきのターミナルの横や
[17571.284] 昼さん: 強固
[17584.269] akazukin_san: ﾎﾟｷ
[17587.236] 昼さん: 残り６w
[17637.040] 昼さん: あったけどいいんじゃないすかねｗ
[17642.358] ~MISSING_COMMENTER_INFO~: ボスの部屋の脇にまだ死体あると思う
[17656.818] toda0613: ボスの死体のすぐ横の死体さっき漁ってた
[17663.305] 昼さん: 重なってる
[17681.698] kokohan4: 360度見渡すんやｗｗ
[17699.468] toda0613: サミュエルLジャクソンみたいな見た目だった
[17701.394] 昼さん: ジャレドって名前ですね
[17704.458] tonkatsuudj: ジャレドっていう名前
[17704.759] gorikiiiiiiiiiii: ボストロール
[17719.464] IK4MARU: 自販機の横じゃない？
[17722.700] 昼さん: 階段上った場所ですね
[17727.282] daidaidaidesu: ボス部屋横の足場にいた
[17731.501] tonkatsuudj: 上にある
[17740.334] 麻倉です: 登ってみ
[17752.588] akazukin_san: ｗｗｗｗ
[17768.758] kokohan4: 戻りましょうｗｗ
[17772.592] tonkatsuudj: ナイス
[17775.844] 昼さん: まあ大したものもってないw
[17794.231] toda0613: ミニガンが普段持ち歩く分には重すぎるのかも
[17794.486] 昼さん: 完全制覇っしょ
[17817.566] gubervstx: なにかS
[17819.779] picopon_: ホラゲなの？
[17825.496] manyyao: ここはみんな最初苦労するだろうね
[17832.350] 昼さん: 屋内だからか
[17860.233] kokohan4: 分かる
[17863.167] 昼さん: わかりみ
[18054.290] kamemochi: コルベガは序盤の難所のイメージありますね
[18157.133] 昼さん: 序盤でコルベガクリアはなかなかやーる
[18173.786] gubervstx: と、と、と特濃？！
[18185.943] groovelivegroovelive: あれ、クリアしたのか
[18210.420] manyyao: 突撃感がおもろかった
[18212.120] groovelivegroovelive: コルベガで詰む人多いからな
[18214.676] kitakitakitan: 確かに進め方がうめえ 俺とは大違い
[18267.288] groovelivegroovelive: 謎の儀式きた
[18288.730] karasukafuka112: ワークショップの中に入れておけば、クラフトするときに分解してくれる
[18288.924] gubervstx: 作業台で解体できない？？
[18289.494] urushido1: それやらなくていいんだよ
[18296.451] yuyuu9917: そのままいれていいぞ
[18296.499] kokohan4: このやり方は初めて見るんよな
[18298.419] 昼さん: いやそれ入れとくだけで大丈夫です
[18299.883] ディディ24: やり方おかしいぞ
[18304.102] groovelivegroovelive: やる必要がそもそもない
[18304.929] tonkatsuudj: なにその作業は・・・
[18320.038] 昼さん: そもやる必要はない
[18329.764] helpman0912: クラフトする時に自動的に解体してくれる
[18330.957] gubervstx: Yで保管
[18331.759] 三毛三郎: 拾って中に入れるだけです
[18332.538] kokohan4: 移すで全ての廃棄品を保管するを選べば全部素材になるぞ
[18333.529] karasukafuka112: 何か作るときに分解してくれる
[18337.414] geeron25: そう
[18339.048] tonkatsuudj: ガチ
[18347.554] 昼さん: 必要時自動で解体してくれる
[18351.880] groovelivegroovelive: しかもクッキングステーションバラしただろ
[18363.294] ねこめんさん: でも解体屋さんのお仕事見るの好きなので続けてください
[18370.978] helpman0912: みんな3回くらい言ってくれる🥺
[18379.766] nobita18: 神ゲーやってるやん
[18386.669] 昼さん: 解体が好きなんだろなあって思ってた
[18386.803] ディディ24: ベゼスダがそんなめんどいゲーム作るわけない
[18393.105] kokohan4: いやそれは解体しないとあかん
[18404.350] manyyao: 謎ばらまき好きなのに
[18413.571] 昼さん: アーマー武器は自分で解体する必要があります 自動はジャンク品だけ
[18464.745] groovelivegroovelive: 急にばら撒き始めた時は草が生えた
[18520.396] kokohan4: 何回もツッコミ入ってたでｗｗ
[18521.574] ダダダーク: 普通にね
[18527.321] nisuich: 理解が及ばなかった
[18531.365] 昼さん: ”ありやな”って
[18550.566] ディディ24: あーあ
[18574.757] 昼さん: マットフルーツ！ふやしてこ
[18577.770] tonkatsuudj: 浮いとる
[18589.867] nicopon_213: 適当に散りばめられる草で草
[18634.131] kokohan4: 私達の実力が足りなかったんや
[18635.547] 昼さん: そういう新鮮なのも欲しいの！
[18647.672] 昼さん: 残念ながら
[18657.162] donkoi_t: それは拠点ごとに作るしかないか
[18687.196] manyyao: オートセーブをロードするとか？
[18747.575] ユウト7: ガンバレ～👋
[18790.421] ディディ24: マイクラとやってること同じで草
[18812.556] 昼さん: 解体でけるよ！
[18814.456] (S)mimimiumiu1: ゾロゾロ出てきた
[18821.367] kokohan4: ROLANDかな？
[18823.221] akazukin_san: ローランドいたなあ
[18825.091] HaknaMatataaaa: ローランド？
[18880.618] 昼さん: カボチャらしい
[18949.385] ディディ24: 一通りプレイ終わったら、ドラマ見るつもり？
[19010.592] ダダダーク: 俺は人間派
[19013.888] potemkin1018: 犬より可愛いのか
[19018.993] 摩利支天尊: ガービー連れ歩くとノイローゼになる
[19020.243] ねこめんさん: 犬が死んじゃったら俺悲しいよ
[19024.374] 昼さん: 人間は恋愛要素あるよ
[19032.298] kokohan4: 人間の場合は好感度によってイベントが起きたり、色々喋ってくれる
[19037.839] 堀北まかない: 居住地作らせおじさんの集団
[19041.877] やんぬさん: らむさんフォールアウトやってるのナイスすぎ
[19050.936] kokohan4: 草ｗｗｗｗ
[19051.643] 昼さん: ｗｗｗｗｗ
[19052.264] toda0613: あるし好感度下がりすぎたら絶交される
[19054.795] daidaidaidesu: 同性同士もいけるぞ
[19076.907] 昼さん: いっぱいコンパニオン（仲間）いるから探してほしいな
[19104.995] ディディ24: すーばーみゅーあんと
[19108.543] 昼さん: あら～＾
[19120.366] potemkin1018: 裸にするか
[19121.915] urushido1: ダイヤモンドシティに美人いますよ
[19130.468] tonkatsuudj: 帽子パクれるっけ
[19138.256] やんぬさん: スリしよう
[19197.882] やんぬさん: 日本にもダイヤモンドシティは存在する
[19208.997] かとじゅんラブラブ: なつかしいゲームやってんねえ
[19223.768] kokohan4: 預けていいよ
[19238.514] 昼さん: そう考えると 植物でんぷんをつくれたクッキング喪失はでかいな
[19250.408] なぐ7: 堺北花田
[19259.586] 昼さん: それは弱いやつ用に使うといい
[19260.734] daidaidaidesu: パイプピストル
[19266.326] ディディ24: 悪人プレイは難易度上がるよ
[19270.955] ショウヘイ: 弾とパークで好みで変わる武器
[19273.663] groovelivegroovelive: 弾がねえとキツいよな
[19274.397] ダダダーク: 余ってる弾使うでいいんじゃない
[19275.544] rare_bird333: ここは控えめに38にしよう
[19280.486] tonkatsuudj: パイプオートピストルでいいんじゃね
[19283.240] helpman0912: まあ最初だからパイプかなぁ弾腐らすの勿体無い
[19295.138] yuyuu9917: ほんまは10mm使いたいけど
[19305.668] berosky1: オートが良いど
[19306.340] helpman0912: 他の弾が補充できてきたら乗り換える感じ
[19321.098] Tntk01: 弾が豊富なのでVATSで頭狙ってたらいい
[19322.226] 昼さん: パイプは改造したりパーツ強いのあつめてやっと使い物になるイメージ
[19333.784] daidaidaidesu: グロウサイトにすると多少見やすくなる
[19339.930] ディディ24: 38は手に入りやすいから普段使いには良い
[19340.735] groovelivegroovelive: サイトが必要
[19352.481] ダダダーク: 銃剣にして近接することもできるぞ！！！
[19355.661] 昼さん: マジで接着剤不足になるよね
[19411.906] groovelivegroovelive: バヨネットきた
[19436.106] shu2453345: フォールアウトハマってる？
[19445.984] groovelivegroovelive: バレルいる
[19446.019] kokohan4: レンジは伸びる
[19496.745] groovelivegroovelive: しばらく弾には困らないな
[19532.941] kokohan4: 次はどこに行くんや？
[19541.069] 昼さん: ｷｭｰｰｰ
[19559.259] daidaidaidesu: ダイアモンドシティ行った？
[19595.422] 昼さん: そういうのはないかな
[19603.023] gubervstx: 回復とか時間の経過くらいしか関係しなかったと思う
[19639.615] 昼さん: 多いな
[19691.634] (S)ヒイロジーエム: だいぶ慣れてきたね
[19719.419] 昼さん: まずい
[19719.633] groovelivegroovelive: やべえ
[19724.921] daidaidaidesu: 逃げろ
[19726.294] groovelivegroovelive: 逃げろ
[19727.127] kokohan4: ドクロマークは格上や
[19728.477] mado357: おわった
[19728.862] 昼さん: 💀はヤバい
[19730.764] (S)ヒイロジーエム: 軍事用だ
[19731.505] donkoi_t: つっよ
[19739.763] daidaidaidesu: 骸骨マークは強敵
[19743.055] groovelivegroovelive: ドクロは格上
[19747.528] gubervstx: ステルスとvatsを駆使すべ
[19771.715] (S)ヒイロジーエム: ラッキーだw
[19798.396] 昼さん: 残り６！！
[19802.072] (S)mimimiumiu1: うま
[19804.634] kokohan4: やりやｍぇ
[19805.691] 昼さん: ｗｗｗ
[19811.594] (S)ヒイロジーエム: 草
[19813.724] groovelivegroovelive: いらないもんでた
[19832.271] groovelivegroovelive: レイダーいるぞ
[19839.020] (S)ヒイロジーエム: トラップかな
[19852.823] (S)mimimiumiu1: あけたくなるぅ
[19865.344] 昼さん: マスターですね
[19866.836] groovelivegroovelive: メモあった？
[19869.034] (S)ヒイロジーエム: マスターだからかなり上だね
[19895.302] groovelivegroovelive: マスターレベルは大体出口だよ
[19928.902] (S)ヒイロジーエム: 人間のコンパニオンもたくさん居るよ
[19934.936] 昼さん: おお
[19977.963] (S)ヒイロジーエム: かっこいー
[19980.184] 昼さん: かっこいい～～～わ＾お
[19981.936] groovelivegroovelive: あ、教授だ？
[19982.208] donkoi_t: こわれてら
[19991.024] akazukin_san: 純！？
[19991.219] kokoa1238: www
[19991.270] mado357: 草
[19993.653] tonkatsuudj: かっさん
[19995.575] kokohan4: 純は草
[19997.025] (S)ヒイロジーエム: 草
[19997.234] toda0613: AI加藤純一
[19998.627] 堀北まかない: AI純
[20003.712] ダダダーク: unkochanSmile
[20012.399] urushido1: ふざけてるときのね
[20013.449] groovelivegroovelive: どりゃああああって言え
[20014.208] 昼さん: こうふざけかたする
[20015.825] (S)ヒイロジーエム: ロボになっちまったのか
[20018.906] kokohan4: ふざけたときのね
[20022.664] (S)mimimiumiu1: なれの果て
[20035.826] manyyao: オープニングの松に続き純w
[20042.574] nisuich: AI加藤
[20054.058] akazukin_san: ｗ
[20066.996] 昼さん: ５文字はむずいぞー
[20080.793] berosky1: まずは顔文字で選択肢消す
[20095.178] 昼さん: うおーーー
[20104.981] (S)ヒイロジーエム: 3文字被り
[20109.779] akazukin_san: 減ったｗ
[20112.411] groovelivegroovelive: あるある
[20116.216] 昼さん: 慎重になろう
[20124.147] (S)ヒイロジーエム: あと1回！
[20152.380] 舞茄子: ワークステーションがあるから拠点を作れる場所だね
[20156.715] berosky1: 顔文字みたいなの選択しろ
[20162.695] (S)ヒイロジーエム: 消去法で考えればいける
[20171.928] 昼さん: ３つの条件で当てはまればほぼ勝ち
[20207.130] groovelivegroovelive: このパターンよくあるよな…
[20236.638] berosky1: 顔文字で選択肢削減か、回数回復できるぞ
[20239.202] ダダダーク: 脳筋プレイばっかしてるから脳まで...
[20241.038] helpman0912: まあ、キャンセルすればやり直しできるんで…
[20248.566] groovelivegroovelive: deathじゃね？
[20259.289] akazukin_san: ｗ
[20262.276] groovelivegroovelive: あ、ごめん
[20266.185] 昼さん: かっこいい～～
[20266.456] akazukin_san: かっこいい
[20267.114] たぬき饅頭: ざんねーん
[20268.807] (S)mimimiumiu1: 皮肉るw
[20268.866] kokohan4: 煽ってきたｗｗ
[20269.749] amagase11: 純に煽られてるぞ
[20271.495] 昼さん: 煽ってくるねえ
[20277.223] akazukin_san: わおなんと！
[20278.463] (S)ヒイロジーエム: 煽りw
[20295.820] groovelivegroovelive: 伝わらないモノマネ
[20309.765] ダダダーク: unkochanKunkun
[20326.626] berosky1: 記号配列選択すれば、偽物削減、思考回数回復するぞ
[20334.926] (S)ヒイロジーエム: 0被り
[20336.935] 昼さん: Ｌ消えた
[20340.797] 舞茄子: ワード消すのを使わない縛り？
[20343.504] akazukin_san: ｗ
[20344.192] kokohan4: 草
[20346.211] 舞茄子: おめー
[20347.107] (S)ヒイロジーエム: 草
[20356.636] 堀北まかない: 数増えると正直運
[20356.852] kokohan4: これ面倒だったからMODで簡易化したわ
[20391.259] 堀北まかない: グットフィールズ純
[20424.032] 昼さん: あ
[20431.219] gagagagapo_12: ドラマみたらやりたくなるよね
[20434.027] Badgersan: ()、<>、{}、[] を探して不合格を取り除き、より多くのチャンスを与えます
[20442.241] kokohan4: あり得る
[20448.766] (S)ヒイロジーエム: せんめつ
[20461.141] 昼さん: 滅殺！！
[20484.319] (S)ヒイロジーエム: 草
[20506.973] daidaidaidesu: 帰った
[20508.308] groovelivegroovelive: 普通の奥さんにしては戦い慣れすぎてる
[20519.328] berosky1: 純は外配信してるよ
[20540.390] (S)mimimiumiu1: 干からびるんだ
[20544.836] (S)ヒイロジーエム: VATS使うと生きてるかどうかわかるよ
[20552.146] nicopon_213: グールはたいていゴミしか携帯してない
[20583.741] groovelivegroovelive: あるがままにな
[20591.588] urushido1: ちょうど純来ました
[20610.657] 昼さん: ここのアイドルになってほしかったな
[20622.648] (S)ヒイロジーエム: 加藤さんの音は草なんよ
[20638.334] (S)ヒイロジーエム: 嵐きたね
[20641.109] nicopon_213: ヌードルカップくさそう
[20648.374] akazukin_san: ほんとに放送やってて笑う
[20658.932] toda0613: 放射能嵐っていう天気イベントやね
[20679.725] (S)ヒイロジーエム: 4から追加されたイベントやね
[20690.541] groovelivegroovelive: 教授どこ行ったんだ？
[20696.743] (S)ヒイロジーエム: 椅子とかでもいける
[20702.859] toda0613: くらってない時なら寝れる
[20724.413] (S)ヒイロジーエム: 1時間で大丈夫
[20751.613] (S)ヒイロジーエム: ナイスエイム
[20771.581] groovelivegroovelive: 君…培養されてるよ？
[20798.378] 舞茄子: 脳みそきのこはだしがよく出て美味よ
[20805.634] nicopon_213: がっごい”い”
[20817.735] (S)ヒイロジーエム: 解体タイムだ！
[20846.751] (S)ヒイロジーエム: 死体消したいよねw
[20849.863] groovelivegroovelive: 掃除結構楽しい
[20866.745] (S)ヒイロジーエム: 全部消すの気持ちいい
[20888.021] (S)ヒイロジーエム: ベッドはどっかに残しておきたいね
[20916.965] groovelivegroovelive: 食い物
[20927.455] (S)ヒイロジーエム: 倉庫に入れられるよ
[20955.095] groovelivegroovelive: 死体は消えるやろ
[20993.480] groovelivegroovelive: もう5時間やってんのか
[21010.205] (S)ヒイロジーエム: 薬は大事ね
[21019.648] guri_guri_nico: こんにちは。らむさんテレビドラマ版フォールアウトみました？
[21083.138] toda0613: スマホだと配信タイトル見切れちゃうのだけなんとかして欲しいなツイッチ
[21099.166] (S)ヒイロジーエム: 死体けっこう残るのよねw
[21101.898] (S)mimimiumiu1: 花粉症？
[21105.748] (S)ヒイロジーエム: くしゃみw
[21110.590] guri_guri_nico: いや、すいませんでした。先に見ておけばよかった
[21118.432] toda0613: 風邪かな
[21124.175] monchan_man: 放射能にやられた？
[21143.359] groovelivegroovelive: 無線ビーコンきた
[21145.880] (S)ヒイロジーエム: クラフトだね
[21161.618] (S)ヒイロジーエム: 電球のとこ
[21190.845] (S)ヒイロジーエム: やー！
[21195.823] guri_guri_nico: きんにくん！？
[21220.087] (S)ヒイロジーエム: それに発電機繋げば完了
[21221.247] guri_guri_nico: できるのかい！？できないのかい！？どっちなんだい！！
[21226.051] tonkatsuudj: 発電機もいる
[21237.344] groovelivegroovelive: 発電機きたか
[21237.861] manyyao: 部屋中に鳴り響くパワーすき
[21260.752] groovelivegroovelive: 小さいのでいいよ
[21261.458] (S)ヒイロジーエム: ちょっと離れていても大丈夫だよ
[21297.040] nisuich: 発電機蹴りに来るキラーも居ないんで安心
[21307.002] groovelivegroovelive: できたー
[21310.764] (S)ヒイロジーエム: これで人がバンバン入ってくる
[21338.759] groovelivegroovelive: 任務完了
[21353.912] (S)ヒイロジーエム: そんで入ってきた人に仕事与えて拠点を強くする感じ
[21377.405] toda0613: そういえば人増えたら勝手にパワーアーマー着られて奪われるみたいなことなかったっけ
[21384.982] tonkatsuudj: これ無限だから無視してもいい
