[5.367] da1marrrr: うおおおおおおおおおおおお
[17055.490] ayasan1202o0: radaoCry1
[17056.060] papikopinoo: たくさん配信できるやん！
[17056.113] rona0525: なし、と
[17056.146] yaa_myc: あえてのスプラやる？
[17056.226] yuki_1111y: radaoCry1
[17056.492] (S)2001mei: radaoScream2
[17056.626] オレオおおおおおお: radaoCry1
[17056.631] Sironoawa_: radaoCry1
[17056.677] 狐日和2014: 涙拭けよ
[17056.833] (S)まななのだ: radaoCry1
[17056.859] SoLAnIN_r: なんかやれ
[17056.880] のらごま: radaoCry1
[17057.024] woodm9o: ニー、ト
[17057.103] 神崎立夏: ん？
[17057.701] gawrib: radaoCry1
[17057.777] ~MISSING_COMMENTER_INFO~: じゃあ東京タワー来るしかないやん
[17057.829] むろ_: それでこそらっだぁだぞ
[17057.842] hima_norita: 配信するか…
[17058.004] otohimitu: radaoCry1
[17058.026] (S)ささみみさん: 比べちゃダメだってw
[17058.065] (S)セレちゃ: radaoCry1
[17058.253] hii_1212: あした夜配信できる？
[17058.416] shiro_an: そろそろ健康？
[17058.563] とんぼむ: お前には東京タワーがあるぞ
[17058.837] Lycan0174: ミリしらバロいつやるのー？
[17059.149] tanuki_pan: 花粉症だしね…家で寝てよ
[17059.363] sirsu2525: 俺らがいる
[17059.367] (S)あるみ屋: 朝までゲームしよ
[17059.544] soraha00: radaoCry1
[17059.545] みりむ_423: 生きてる世界が違うのか
[17059.569] tsugu_0: ん
[17059.575] toyu315: お前には配信があるだろ
[17059.591] (S)~MISSING_COMMENTER_INFO~: radaoCry1
[17059.681] みさお婆ちゃん: 通常運転だね！
[17059.951] vash_246: 昼配信ってこと？
[17060.000] Mira7510: なしか
[17060.055] Kuq120444: ヴァロするヴァロ
[17060.155] まっしろしろすけ_: 泣くなよ
[17060.200] Ishio_62113125: 東京タワーがあるよ!!!!
[17060.793] okome_maan: 1人だけ何も無いやん
[17061.033] melon__006: 東京タワーすごいじゃん
[17061.040] まだら25: ん？
[17061.067] しゃろっく: 山田君についてこう
[17061.130] komitanara: ビッ、ビックランでもしよーぜ
[17061.131] 23gou: ん？
[17061.281] そふぃ3: 配信があるだろって
[17061.734] hana1016: radaoCry1
[17061.783] めるめ: うん
[17061.882] MIKU_J0311: ん？
[17061.922] akaihi: お前には配信があるぞ
[17062.114] (S)miam_1018: radaoGutyaaaa
[17062.400] mizuhusen_aq: お
[17062.556] ruk1q: 俺らと大人しく配信しよう
[17062.603] ふうくんだよ: 、、、、
[17062.724] azure_nekolife: 配信だよなぁ？
[17062.813] mikan_san: お
[17062.943] sui_68: radaoCry1
[17063.027] ryusei2929: かなしいなぁらっだぁ
[17063.316] からたべ: はい
[17063.477] (S)つむじのきもち: お
[17063.494] ほのぼの: お
[17063.561] アラル海: それでこそらっだぁだよ
[17063.657] mi_tyan562: お
[17063.675] まここま: ん？
[17063.728] rona0525: お
[17063.769] sjindoa: はい
[17063.816] (S)dhisan_ino: お
[17063.827] takenokomusi: お
[17063.833] めるめ: お
[17063.910] kakinoyama: 配信という仕事しません？
[17063.931] momocha_0126: うん
[17063.977] (S)sora_mameee: はい
[17063.987] (S)しょぼん0423: radaoCry1
[17064.109] hima_norita: お
[17064.173] (S)ライリキ: …
[17064.456] sunomono8: お
[17064.475] otux2_0205: お
[17064.512] nakihai556: おおお
[17064.584] ねこすず: ん？
[17064.703] 23gou: お
[17065.021] あらんえむかーびぃ: ま？？？？？？？？？？？？
[17065.128] 神崎立夏: ふーん
[17065.228] ~MISSING_COMMENTER_INFO~: お
[17065.237] (S)sora_mameee: お
[17065.351] いのりさん: お
[17065.418] syachoo_: おお！
[17065.468] 莉田: お
[17065.521] aina___10812: おお
[17065.541] rya_ya: お
[17065.646] suiuuuuuu: お
[17065.659] mocomocyan: お
[17065.686] nekodama2155: お？
[17065.716] yuyu1013_: おおおおおおお
[17065.760] gaiantufan: お
[17065.776] (S)niina0127: お
[17065.838] who_tawn: おお
[17065.877] ainoseeeee1111: お
[17065.901] はくまい_45: おお
[17065.911] (S)mea108: お
[17065.945] kagura_kiba: お
[17066.968] miyamiya138: お
[17067.026] (S)a_mondoKojio: おおお
[17067.093] himikokichi_06: おお
[17067.126] スパーズ: お
[17067.139] mbando55: お
[17067.179] riku0572: お
[17067.213] (S)わらびもち_11: おお！
[17067.272] (S)yuki_empty: お
[17067.291] さくいろか: お！？
[17067.294] (S)Shime_2: お
[17067.379] (S)kajishun_doiya1016: お
[17067.406] ankoro0825: おおお
[17067.436] (S)yu_rayui: お
[17067.561] ねこすず: お
[17067.640] (S)ch0colatepumpkin: お
[17067.746] hana1016: お
[17067.747] (S)emazkirin: おおお
[17067.817] にわすずめ: おー
[17067.838] (S)じゃがビぃ: おお
[17067.915] ｱｵｲﾊﾙ: お
[17067.924] あらんえむかーびぃ: すご！！！！！！！
[17070.023] (S)yukitooooo0313: おおおおお
[17070.024] やくとみ: お
[17070.044] mary611: おおお
[17070.059] hisoka_HyskoA0606: おおおお
[17070.107] (S)おまめぃ: おおおおお
[17070.109] (S)kuugay0905: おおおおお
[17070.165] Takeko_da: お
[17070.170] (S)まいなこ: お！！
[17070.202] (S)kakozooora: おおおおおおお
[17070.236] (S)しあーー: おおお
[17070.238] nekodama2155: つまり？
[17070.277] (S)taiyousinnaporo: お
[17070.296] (S)なゆーた: おお
[17070.397] (S)レロキャン: おお
[17070.437] haruame0622: お
[17070.723] たいやっき: おおおお
[17070.823] (S)naota_ry: おお！
[17070.888] ameonnasan: わんちゃん？
[17073.073] okashi1016: めっちゃやってるやん
[17073.102] yumeaki12: おお
[17073.105] tsugu_0: 配信
[17073.120] かなるる: やろう
[17073.207] うりもち: いこう
[17073.319] Ishio_62113125: 帰ってきたのか…！？
[17073.365] kai_4869: いつまでだっけ？
[17073.394] yoneto_: おお
[17073.527] elm095: おおー
[17073.548] mikan_1225: お
[17073.609] gawrib: 行こうよ！！
[17073.749] ホトトギス: プラチナ耐久待ってます
[17073.925] yuyu1013_: いける！！！！
[17073.973] ruk1q: あと2日ぐらいじゃね？
[17073.986] ikuuraa: すご
[17074.025] しばふの: うおおおおおお
[17074.154] れもんちぃ0: 今から行くか
[17074.261] しゃむむーん: つまり
[17074.384] (S)inuyo: まじ！?
[17074.456] syachoo_: 過去最高記録
[17074.502] (S)kakozooora: 見えてる
[17074.505] そふぃ3: プラチナいけるやんけ！！！！
[17074.608] バナナチ: いけそうやん
[17074.653] Paste1: radaoBikkuri
[17074.678] shi__409: 行けますね？
[17074.682] (S)a_mondoKojio: 配信待ったナシ
[17074.707] とんぼむ: 今から行くぞおおおおおおおお
[17074.710] nanadefo: おお！
[17074.714] ainoseeeee1111: 明日ヴァロね
[17074.726] oshousantotanbo: おおお
[17074.828] jasmin72: 自己最高更新やん
[17074.860] papikopinoo: いけるぞ！
[17077.096] tiger_bay: この流れでいこうや
[17077.253] piisuke0428: プラチナいけそうやん
[17077.325] (S)めめんと森鴎外: 今から？
[17077.330] rarara93: やるしかない
[17077.346] (S)renkuwa0331: 戻れたんだ
[17077.482] (S)kajishun_doiya1016: このまま耐久か
[17077.526] tori10_40: めっちゃ増えてる
[17077.560] MIKU_J0311: 今からやる？
[17077.562] otohimitu: いまから？
[17077.566] (S)rikurou56: お
[17077.740] fukut403: プラチナ耐久
[17077.758] でにぃ: あと4日やぞ
[17077.774] nanyasore: 行こうぜ
[17077.796] (S)kurono1627: おお！
[17077.832] (S)めろろろ: 明日はヴァロだな
[17077.944] (S)ふぉー040: おお
[17077.976] (S)gyouzachann: 頑張れ！
[17078.072] uruma_1213: おお
[17078.080] なっち: おおお
[17078.173] 莉田: やろう
[17078.384] takenokomusi: すみーさそうか
[17078.406] えぬあい: もうそろ終わっちゃうね
[17078.414] rin5_3: このまま行ってほしい
[17078.638] zonzon_00: じゃあいこう
[17078.799] トマト狩り: ソロ行くぞぉ
[17078.866] kagura_kiba: やるか
[17078.878] chito246: やろうぜ
[17078.881] gaiantufan: いつまでだっけ？
[17079.699] のらごま: シャークんプラチナ言ってたね
[17079.797] (S)しあーー: いこう
[17079.808] marumuudesu: もうおわるやん
[17079.909] tsugu_0: 配信しようか
[17079.915] nanasi___0: おおお
[17080.136] (S)choco3143: やるしかないな
[17080.242] めるめ: もうすぐ終わるぞ
[17080.280] さくいろか: レッツゴー！！！
[17080.427] (S)rikurou56: やろうぜ
[17080.451] mocomocyan: 裏では強い
[17080.502] しょーーーん: 今やろ
[17080.505] Kuq120444: 裏コンペめっちゃしてるやんお前
[17080.564] まだら25: 今からするヴァロ！？
[17081.055] (S)yukitooooo0313: 頼む、このままやってくれ
[17081.102] ゆりあっ: いける!!!
[17081.247] melonmelo_: おおお
[17081.276] 年中頭痛: いまからいく！！？？
[17081.300] (S)つむじのきもち: 今からやるよなぁ
[17081.334] Sironoawa_: おおお
[17081.365] 日向です: しゃーけんに続き？
[17081.422] unavele_nobu: 今から行くか
[17081.496] saltscatter: しゃーけんに置いて行かれたからね
[17081.530] suiha_7: radaoMoeru
[17081.605] (S)miam_1018: すごい
[17081.616] urullowo: プラチナいくど
[17081.714] otux2_0205: あと二日とかじゃない？
[17081.755] momocha_0126: 今なら調子いいかもよ
[17081.833] samehurai1028: プラチナいけるじゃん
[17082.369] ameonnasan: 耐久企画？
[17082.600] 雪代: 配信で行っておねがい
[17082.654] yuyu1013_: いっかいやらん？？
[17082.707] uruma_1213: いけるぞ
[17082.764] (S)niina0127: れっつごー
[17082.776] huton_9: がんばえ
[17082.913] ama0526: レッツファッキンGOでしょこれ
[17082.983] komitanara: きてるやん
[17082.985] (S)ドミノくん: 配信でいってね
[17083.052] ichigomilk_252: お
[17083.309] (S)ムラさん: 配信でするな
[17083.328] せおりー: 明日やるべ
[17083.515] mi_tyan562: いける！！
[17083.530] yasutamu: アクト終わりじゃなかったっけ？
[17083.731] ふうくんだよ: おお
[17083.856] yukaru0120: 耐久頼む
[17083.878] (S)まななのだ: 今日もやる？
[17083.996] そふぃ3: 行こうぜ！！！！！
[17084.061] papikopinoo: 今いこう
[17084.229] (S)湊ソラ: 配信外の方が強いのか
[17084.250] hii_1212: ソロコンペ
[17084.470] (S)new_men1111: 昼から耐久か
[17084.695] gawabara: 釈迦さん今VALOしてるよー
[17084.713] rin5_3: もどったんだね
[17084.794] okashi1016: 明日やろうや
[17084.914] とぬ: いまからいく？
[17085.105] moa_522: いまから？w
[17085.108] (S)あるみ屋: 今からやるしかないな
[17085.333] akatsuki_tera: 明日はフルパ？
[17085.750] 和食定食: 頼むやってくれ
[17085.845] 甘酒大好き: 朝まで行くぞー！
[17086.088] sidemenuhapotatode: ちょっとヴァロ寄ってこうぜ
[17086.100] (S)寝ろさん: やるバロ
[17086.346] sobayu120: 今から耐久マジ！？
[17086.406] hisoka_HyskoA0606: 今からするしかねぇか
[17086.493] 愛の林檎: 今から行くか？
[17086.535] なつおよ: いこいこいこ
[17086.608] 銀河ポテト: 配信でやったら落ちるかな
[17086.782] わんちゃしむ: レッツゴー！
[17087.042] akaihi: もうすぐ終わるよね?
[17087.102] Fukenn59: まもなくや急げ！！！
[17087.206] すてらいつ: いまからいこう
[17087.460] yaa_myc: つい先日プラチナ行った人いたなぁ
[17087.467] 莉田: ヴァロするヴァロ？
[17087.517] (S)sora_mameee: プラ耐久すっべ
[17087.728] 23gou: 今からやるヴァロ？
[17087.757] (S)rikurou56: 今やればいける
[17087.958] fenlxsaito: 釈迦さんとやろ
[17087.962] 犬ﾚ: れっつごーー！
[17087.988] yuu_1010: プラチナいけますやん！
[17088.173] かりんりんだよぅ: このままソロコンペかおっけい
[17088.300] ほのぼの: ほな、エペちごてヴァロやるか～
[17088.400] みりむ_423: プラチナ耐久配信待ってます
[17088.619] toyu315: 今からするヴァロか
[17089.325] きょぴ: フルパヴァロま！？
[17089.328] (S)a_mondoKojio: さてと、ヴァ
[17089.565] o_neo: おっつぅ
[17089.754] omaru_ssr: エペの後でも行くぞ
[17090.280] あぷあぷえる: 今から下げランしよう
[17090.497] うりもち: なんだかんだ盛れてるやん
[17090.534] souta_0516: 釈迦さんにキャリーしてもらおう
[17090.582] nekodama2155: 今からでも間に合うぞ？
[17090.647] (S)tanakasan_29: 今から？
[17090.728] haruame0622: シャケさんに続こう
[17091.692] tsugu_0: 明日？プラチナ配信？
[17091.754] えりさ_: 今からやるる
[17091.993] maromaro222: 今やろう
[17092.304] suiha_7: radaoMakasero
[17092.511] mazikku: 明日ヴァロか
[17092.587] rawalpi: マイクラ勢プラチナ増えたしな
[17092.634] eijiniki: 今から行こうぜ
[17093.818] (S)おまめぃ: 義務エペから解放されたか
[17093.906] ヒデちょん: あとチョイでACT終わるど
[17094.010] ama0526: ヴァロヴァロしてきた？
[17094.021] HAINe8v: もうなくない？時間
[17094.222] nayu2992: あと2日位です
[17094.445] otohimitu: 明日フルパ？
[17094.492] ふうくんだよ: 今からやるか
[17094.636] ruk1q: 残り2日くらい
[17095.453] sirsu2525: え
[17095.688] seeker_41528: 今actそろそろ終わりぞ
[17095.878] まっしろしろすけ_: 今からいっちゃう？
[17095.950] oymyanda7: 配信でプラチナ行こうな
[17096.500] (S)izayoi966: radaoOtu2
[17096.507] nae_051: え
[17096.795] あぷあぷえる: 明日
[17097.139] yuyu1013_: えぺのあとエイムいいよ！！！！
[17097.190] siokara0427: 今からは死ぬ
[17097.298] 日向です: しゃーけん行ったもんねぷらちな
[17097.347] (S)a_mondoKojio: 今なら間に合うぞ
[17097.365] chikuwa66: 今からやろう
[17097.448] waon_point: 東京タワーからご利益貰ってるからいける
[17097.577] ~MISSING_COMMENTER_INFO~: 明日朝からプラチナ耐久ま？
[17097.839] agdwat: いこう、何とかフルパにして
[17097.880] ふぁる_: 二次会ありそう？
[17097.918] tukky1208: 今からやるか
[17097.989] kakinoyama: ヴァロ久しぶりに見たいよ明日でもいいから
[17098.025] rin5_3: うわ
[17098.059] yuu_1010: 今からヴァロか
[17098.078] (S)るんぱっぱ12: 今からやるヴァロ？
[17098.117] (S)pottkin: フルパ７日
[17098.138] rarara93: プラチナいくまで寝れまてん
[17098.208] (S)waterdragon131: 急げ
[17098.311] okome_maan: そういえば今回スプラのビッグランはやる？
[17098.856] Mac1919: 新エージェント発表されるで
[17098.926] peperon_C1no: 今からァァァ？？？
[17098.983] SoLAnIN_r: いつメンみんなプラチナいける？
[17099.208] __あお: おお
[17099.454] のらごま: 今からやるしかないか
[17099.457] tsugu_0: え
[17099.622] ~MISSING_COMMENTER_INFO~: ３かな？
[17100.307] syachoo_: 新エージェント来るね
[17100.377] hii_1212: あと2日
[17100.543] ちゃむいか: やるしかない
[17100.738] gawrib: 間に合うか…？
[17101.499] (S)ドミノくん: え
[17101.723] ikuuraa: ？？
[17101.940] 天童: ヴァロの時間？
[17102.187] しゃくみ: フルパヴァロきちゃー！
[17102.573] (S)rikurou56: 今からバロってこと？！
[17102.618] (S)つむじのきもち: 今からだよなぁ
[17102.624] らるとす_99: 耐久だぁ！
[17102.821] うりもち: 今からやるぞ
[17102.840] fukut403: いそげー
[17102.913] (S)sora_mameee: 急げ
[17102.963] takenokomusi: まっず
[17103.020] ruk1q: 今週まで？
[17103.256] rin5_3: 急がんと
[17103.363] mi_tyan562: え
[17103.457] peperon_C1no: やるかああ、、？
[17103.527] あらんえむかーびぃ: 火曜？
[17103.764] らくだちょこ: 二次会ヴァロま？
[17103.766] とんぼむ: 時間ないし今からやるべ
[17103.992] ra1kyu: はやく！！
[17104.023] 23gou: 明日とかじゃね？
[17104.646] batakooooooooooo: 配信すれば強くなる呪文かけたから
[17104.755] れもんちぃ0: しゃーけんはプラチナいったもんな
[17104.799] ｱｵｲﾊﾙ: ？
[17104.858] ホトトギス: 明日ヴァロ配信了解
[17104.939] うもうくん: マイクラ勢valo力上がってるよね
[17105.215] hima_norita: え
[17105.241] sirsu2525: プラチナいけ
[17105.463] 元気くん: 釈迦さんにww
[17105.700] (S)まななのだ: 急げ
[17105.878] akabeko0130: GEKKOたのしみ
[17105.948] (S)kajishun_doiya1016: 明日
[17106.091] tsugu_0: 明日プラチナ配信待ってる
[17106.677] yuyu1013_: エイムいいよ！！！！
[17107.070] のらごま: 今からやる？
[17107.440] (S)iza__13: 時間ないぞ今やるしか
[17107.479] ゆりあっ: 今からフルパ
[17107.546] you_min0611: 正直裏でもいいから頑張って欲しい
[17107.647] (S)Shime_2: 今から？
[17107.694] nanyasore: え
[17107.702] (S)わらびもち_11: え
[17107.724] takenokomusi: あ
[17107.925] 愛の林檎: え
[17108.339] あげだし丸: 今からやるか
[17108.474] (S)a_mondoKojio: エイムがいい今なら…？
[17108.530] risukao: はよ、やらないと！！
[17108.613] akaihi: 今からやるしかないな
[17108.651] sjindoa: え
[17108.834] ぱる_071: 今からやるしかねぇな
[17108.840] kakinoyama: 3か2
[17109.092] ama0526: プラチナ耐久配信
[17109.571] きょぴ: あ
[17109.609] okome_maan: www
[17109.661] yukki_46: あ
[17109.683] (S)dhisan_ino: 今やるしかねえなあ
[17109.713] そふぃ3: 明日wwwww
[17109.812] yuasee: え
[17109.931] (S)あるみ屋: え
[17110.124] gawrib: え
[17110.171] tsugu_0: え
[17110.223] sirsu2525: は
[17110.317] piisuke0428: あ
[17110.320] ほのぼの: え
[17110.353] (S)seillane: え
[17110.366] (S)kuugay0905: え
[17110.373] どあちゃさん: あ
[17110.407] (S)つむじのきもち: 今日までだよ
[17110.567] (S)mrgrtpsr: あ
[17110.605] fukut403: あ
[17110.795] haruame0622: え
[17110.843] Ishio_62113125: え？
[17110.990] (S)Shime_2: え
[17111.001] nanasi___0: え
[17111.020] さくいろか: まっずい
[17111.031] dannbelll: え
[17111.050] Kuq120444: 今からやってもいいぞ
[17111.115] ikuuraa: え
[17111.253] (S)yukitooooo0313: actの期間結構短いね
[17111.275] 愛の林檎: まっずいか
[17111.410] zonzon_00: あ
[17111.703] まだら25: え
[17111.742] ゆりあっ: え
[17112.275] しかくのさんかく: あ
[17112.278] raruaaa: え
[17112.301] yuya_kura: え
[17112.494] emeraru_: あ
[17112.541] ginger_1202: え
[17112.587] mocomocyan: あ
[17112.675] Rimon_sky: あ
[17112.744] えぬあい: え
[17112.847] (S)tanakasan_29: え
[17113.031] yam4yuu_otaku: でもエピソード変わるわけじゃないからそんなランクは下がらなくね？
[17113.420] kainn_1114: え
[17113.426] Ichigo_Strawberry15: あ
[17113.566] うもうくん: ばれたか
[17113.618] tsugu_0: あ
[17113.642] ねこすず: 今からやるしかない
[17113.772] norato041197: え？
[17113.873] むろ_: 明日やな
[17114.057] morry1063: やるなら今しかねぇ！
[17114.270] __あお: え
[17114.272] elm095: あ
[17114.290] ｲﾇﾐ: え
[17114.295] rin5_3: ま？
[17114.310] HAINe8v: 明日、変わる
[17114.562] はるきち02: 今日までだよ
[17114.658] でにぃ: 嘘松
[17114.856] ~MISSING_COMMENTER_INFO~: ３だろ
[17114.871] おた: え
[17114.975] itoido: え
[17115.063] しょーーーん: え
[17115.181] mbando55: あ
[17115.676] のらごま: やるしかなくて草
[17115.768] ruk1q: 本当だけど
[17115.777] nanyasore: まっっずい
[17115.808] (S)あるみ屋: 見ようぜ！
[17115.988] woodm9o: あ
[17116.057] 元気くん: れっつごおおおおおおおおおお
[17116.382] suna0056: 配信モード入ってないほうがええやん
[17116.435] toyu315: え
[17116.567] 天童: え
[17116.595] れもんちぃ0: 善は急げや
[17116.663] AoironoMalco: wwww
[17116.808] (S)inuyo: あ
[17117.025] otum4ru: あと3日
[17117.027] otohimitu: まっずい
[17117.145] トマト狩り: えぺエイム見せてけ
[17117.348] (S)koharapi: 今からするしか……
[17117.522] yuasee: 間に合う？
[17117.561] 愛の林檎: 今からやるべ！
[17117.641] (S)rikurou56: え
[17118.313] ねお0525: あ
[17118.352] kumo3389: 明日はプラチナ行くまで終われませんやろう
[17118.384] にこみのささき: 今から寝れまてんやろうぜ！
[17118.489] hima_norita: この後やるしかねぇ
[17118.568] (S)nobume0v0: 耐久配信きちゃ？
[17118.717] (S)gyouzachann: ずっとトイレ我慢したらワンチャン
[17118.749] 日向です: 明日ゔぁろ配信確定やんありがと
[17119.056] 23gou: レイドくん今日までとか言ってたもんな
[17119.227] (S)imagabell: え
[17119.366] 神崎立夏: え
[17119.459] papikopinoo: 今やった方がいいってこと？
[17119.500] mikan_san: おや…？
[17119.620] あぷあぷえる: wwwwww
[17119.665] sirsu2525: え
[17119.818] sayorin25256: え
[17120.374] raime0905: え
[17120.647] (S)torue_p: 明日行けばいいってことね
[17120.649] nekodama2155: あ
[17120.794] クロイア: え
[17121.466] 愛の林檎: え
[17121.535] ゆりあっ: 今からとか…
[17121.603] (S)ドミノくん: おわりだぁ
[17121.718] (S)つむじのきもち: Wwwwwwwwwwww
[17121.962] suipi___: え
[17122.093] yuasee: あ
[17122.143] しかくのさんかく: え
[17122.163] nazu_7z: え
[17122.183] ねこすず: え
[17122.312] peace3511: え
[17122.448] むろ_: いそげ
[17122.517] yuyu1013_: 今から耐久？？？？？
[17123.434] shiroinuno_roa: 今日までじゃなかった？
[17123.602] みてんぞ: レッツゴー！！！！
[17123.767] (S)mrgrtpsr: え
[17123.820] omomo67: あ
[17123.883] れなぽんぽん: wwwww
[17123.998] siokara0427: え？
[17124.001] piisuke0428: え
[17124.025] (S)38_0501: え
[17124.115] border_listener: え
[17124.185] (S)miam_1018: え
[17124.276] takenokomusi: やるか！！！！！
[17124.445] ねお0525: え
[17124.459] 夢現: 嘘だよじゃあな
[17124.528] jasmin72: え
[17124.716] okome_maan: え
[17124.724] まっしろしろすけ_: 昨日まで
[17124.736] nyana_71530: え
[17124.930] えぬあい: あ
[17124.938] (S)gyouzachann: え
[17124.943] (S)mea108: え
[17124.985] (S)ライリキ: プラチナの世界が見れるってこと…？
[17125.127] mizusakura0326: え
[17125.175] ｲﾇﾐ: え？
[17125.560] えりさ_: www
[17125.568] (S)セレちゃ: え
[17125.587] h2ts_: 昨日まで
[17125.657] (S)かちまくら: え
[17125.708] miyamiya138: え
[17125.788] (S)さえだ: え
[17125.789] (S)あーしゃん: え
[17125.867] charlotte0ra: www
[17125.956] (S)nibosichan_0403: え
[17126.096] morry1063: 昨日まで
[17126.105] キラキラボシ: え
[17126.173] ruk1q: wwwwwwwwwwww
[17126.318] annapam0320: radaoCry1
[17126.349] mizuhusen_aq: え
[17126.486] mbando55: wwwww
[17126.543] elm095: え
[17126.698] tsugu_0: え
[17126.925] (S)netaiyo: 早いねぇ
[17127.302] hatuta1113re: え
[17127.324] ひょーり: え
[17127.461] 愛の林檎: まずいか
[17127.477] nao_naon: 昨日まで
[17127.519] uchichan_p: 昨日まで
[17127.541] Mira7510: え
[17127.545] konopagu: え
[17127.575] (S)robstar1008: 昨日まで
[17127.580] eijiniki: いそげー
[17127.846] (S)miam_1018: やるしかない
[17128.046] takenokomusi: さてと
[17128.066] (S)waterdragon131: きょうまでだぞ
[17128.249] (S)おまめぃ: やってほしい勢
[17128.568] uruma_1213: え
[17128.728] (S)seillane: wwwww
[17128.759] ホトトギス: 今からやるしか無いな
[17128.815] (S)2001mei: え
[17129.127] でにぃ: レッツゴー
[17129.147] 神崎立夏: 駆け込みヴァロするか
[17129.594] えぬあい: 昨日まで
[17129.764] kelutan_1128: え
[17129.901] gonzabu25252: もう終わったよ
[17129.973] (S)a_mondoKojio: 今からやれ
[17130.154] nanyasore: 自分で調べろよ
[17130.308] まだら25: え？
[17130.390] hii_1212: もう終わったよ
[17130.578] Rimon_sky: 今日まで
[17130.608] さくいろか: レッツゴーー
[17130.641] Ishio_62113125: 流石に嘘かw
[17130.826] のらごま: 一昨日まで
[17130.827] ねこすず: 昨日まで
[17130.834] mxesan: 笑
[17130.887] たいやっき: え
[17130.903] あぷあぷえる: 明日まで行かないとまずいよ
[17131.003] いのりさん: もう終わった
[17131.052] とんぼむ: 誰か助けてくれ
[17131.069] tukky1208: リスナーに頼るな
[17131.127] you_min0611: 新エージェント楽しみだー
[17131.237] suiha_7: 今から耐久配信ってマ？
[17131.339] ゆりあっ: radaoCry1
[17131.589] (S)ささみみさん: だんだん早くなってってるw
[17131.649] siokara0427: 耐久か
[17131.864] waon_point: 今からフルパ集めるかぁ
[17131.889] (S)rikurou56: 今行くしかない
[17132.148] あじゃこん: アイアンマン4？
[17132.170] (S)あるみ屋: 急にタイムリミット迫って草
[17132.532] ~MISSING_COMMENTER_INFO~: 3日だよエアプども
[17132.564] takenokomusi: さて
[17132.686] fukut403: 今からやろ
[17132.719] gaiantufan: ggrksということで
[17132.781] ginger_1202: え？
[17132.823] yuasee: 耐久？？
[17132.910] mazikku: もうおわった？
[17133.088] piisuke0428: 今からやるしかないってことだよね
[17133.152] mizore_0m0: 耐久はじまるマ？
[17133.260] (S)つむじのきもち: 一昨日までだぞ
[17133.436] nekodama2155: 今から行くか！！
[17133.515] みりむ_423: あと1時間で終わり
[17133.624] oli_liriri: 急げ
[17133.626] otum4ru: 3月7日までやね
[17133.652] tanuki_pan: 前にあぺでも同じ事言ってたよね
[17133.676] luca24992: やれ
[17133.697] (S)mrgrtpsr: 耐久配信か？
[17133.744] ひょーり: まっずい？
[17134.078] vash_246: プラチナ行けるまで終われまてん？
[17134.132] (S)niina0127: 新エージェント見た？
[17134.173] mocomocyan: プラチナ耐久？
[17134.324] にこみのささき: 一昨日まで
[17134.643] バナナチ: radaoCry1
[17134.815] border_listener: れっつ？
[17134.862] 黒川るぅか: レッツゴーくる？
[17134.872] (S)torue_p: またまたー
[17135.055] SoLAnIN_r: 時間は有限だぞ
[17135.296] (S)38_0501: 今からか
[17135.715] taimeshi3: らっだぁさん初めてゴールド昇格してから７か月がたちました
[17135.739] uruma_1213: あと1時間
[17135.899] でにぃ: 今やるしかないな
[17135.910] (S)maroni_kun: 昨日まで
[17136.026] yuya_kura: 今から耐久かー
[17137.097] 甘酒大好き: 俺らが嘘ついたことあったか？
[17137.378] ama0526: 昨日か
[17137.557] (S)tanakasan_29: 今からやると
[17137.778] スパーズ: 昨日まで
[17138.122] sirsu2525: プラチナいってほしー
[17138.418] (S)霞ちゃん: あーあ
[17138.677] あぷあぷえる: 今から
[17138.714] ねお0525: 終わったってさ
[17139.109] 古橙: 明日新エージェント発表やろ？
[17139.657] ホチキスポテト: プラチナの世界みてくれ！
[17140.043] yuyu1013_: 耐久しよか
[17140.119] ゆりあっ: 耐久で
[17140.276] giunea_: 今から？
[17140.278] papikopinoo: もう間に合わなくなる
[17140.332] okome_maan: やるしかないぞ
[17140.785] koushi_kun: 今から耐久するしかないってこと？
[17141.409] (S)kamuni47: 今からやらん？
[17141.784] tanutanusan: 昨日まで
[17142.340] o_neo: 嘘だよじゃあな
[17143.547] luca24992: 命令です
[17143.688] まっしろしろすけ_: 先週まで
[17144.045] にこみのささき: 耐久やらなきゃね
[17144.114] Mira7510: 昨日やで
[17144.713] ホトトギス: やるしか無いぞ
[17144.964] (S)じゃがビぃ: ほな昨日か
[17145.059] (S)rikurou56: 今からフルパ集めるか
[17145.061] hima_norita: 耐久れつごー
[17146.856] otohimitu: 今からかー
[17146.916] tatsukiti07: ほんとは明後日
[17146.949] tadaboshi: radaoOtu2
[17147.407] piisuke0428: 耐久やらん？
[17147.605] yaa_myc: 帰れま10しよ
[17147.770] Ichigo_Strawberry15: wwwwwwwwwwwwwww
[17147.815] (S)つむじのきもち: Wwwwwwwwwwwwwwwwwwwwwwww
[17147.898] omoti1208: wwwwwwwww
[17147.904] ruu_ha: wwwwwww
[17148.027] あらんえむかーびぃ: wwwwwwwwww
[17148.095] nekodama2155: ｗｗｗｗｗｗｗｗｗｗ
[17148.515] otux2_0205: ｗｗｗｗｗｗｗｗｗ
[17148.730] 神崎立夏: wwwwwwwww
[17148.891] tukky1208: あ
[17149.010] yuyu1013_: ｗｗｗｗｗｗｗ
