[8.629] unlimited_teddy: おかえり
[6582.410] keiji25nico: おつかれさまです
[6586.455] ちいトラ: umeSalute
[6588.277] son_gokutsubushi: ウメさん目の前で痴漢にあってる人いたら助けに入る？
[6589.814] gaia3333: お疲れさまです
[6591.618] vespa127g: 直接先生に話すこと
[6592.666] しっぷーー: おっつー 楽しかったです雑談
[6592.967] 天然ベニテングダケ: 🏆散歩の王の実績解除
[6596.705] (S)teruharu_: お疲れ様です
[6600.593] 東北のスロカス: 終わり際にいい凸だった
[6602.501] son_gokutsubushi: お疲れ様でした！
[6605.204] leonhard_mage: 散歩配信初めてリアルタイムで見たけど楽しかった、おつかれ！
[6605.960] HirocoT: たしかに押切先生になんか話したいって、だいぶ前に仰ってましたねｗ
[6609.787] (S)ほっきょく: いかがにぃは適当？
[6610.625] danny_love_danny: 絶対途中で寝るww
[6610.656] hiro_chan: おつです
[6610.847] myodent21: 夜の部も楽しみにしてます〜
[6611.536] (S)v_harumi_v: ノシ
[6611.666] ~MISSING_COMMENTER_INFO~: 配信再開座して待ちます
[6613.357] urinomo: おつ
[6614.179] だいこん_: ほい
[6615.466] naginagi99: おつかれさまでした
[6615.776] やきにくマン: ノシ
[6616.735] (S)ほっきょく: おつおつです
[6617.465] びっくすまん: おつ
[6617.481] mmiiacha: umeSalute
[6617.832] あさつき教: おつ
[6618.055] ken_arto: おつ
[6618.303] 何も知らないジョンスノウ: おつおつ
[6618.854] gaming8898: 糸冬
[6618.939] HirocoT: ほいです
[6619.645] yogai2paopao: お疲れ様でした。
[6621.146] (S)binbougachiyaba: お疲れ様でした
[6621.171] kajiryoji3310: 急すぎて切ないな
[6621.444] ビフィダス: お疲れ様でした！
[6622.056] ちいトラ: ウメちゃんおつかれー
[6622.389] x_abu_xx: ちょうど17時
[6622.709] mutuizumi: beast!
[6623.351] HirocoT: おつです
[6623.573] 清潔なおしり: お疲れ様でした
[6623.856] だいこん_: umeSalute
[6623.908] 天然ベニテングダケ: おつかれっした
[6624.559] マジカント: おつ
[6626.001] ふときよし子65歳です: お疲れ様です
[6627.215] ツィッギー: お疲れ様です
[6627.755] (S)erisuk: おわた
[6628.185] wankoro_moti: おつしたー
[6629.187] rm_rf__: ちょうど17:00
