[18.310] ねこのけだま: selly55Lurk
[23493.295] 月_ゆえ: うまーいwwwww
[23493.482] goodmanpppp: うまーいww
[23493.527] ゆららぴこ: うまい
[23493.862] harou_momiji: うまーい
[23493.998] nemu_1213: なんで上手いんだ？()
[23494.200] cyarasu: うまいねえw
[23494.322] rui_sk39: うまーい
[23494.335] ラミリア: なんか知らないけどめちゃくちゃ上手いよな…
[23494.577] ruurii2525: うま
[23494.704] 海星三十: うますぎて草
[23494.709] sosko3260: うまw
[23494.755] なっち: うま！
[23494.936] (S)雪狐0143: うまーい
[23495.150] (S)minaduki37: うっま
[23495.272] shariko_w: うまーーい
[23495.526] (S)sayapi_ppi: うまーい
[23495.752] (S)neruyma8: 最強主人公wwwwwwww？
[23496.083] 御繰丸: 安定してんな〜
[23496.094] nekodama2155: センスあるねぇ！！ｗ
[23496.784] 0nnozaakira: うっまw
[23497.011] melonmelo_: うま
[23497.260] (S)vasukodagama: しらこいなぁwww
[23497.342] zarame0531: www
[23497.446] めるまろん: うまーい！！
[23498.172] oyazigarisan: はやいねえ
[23498.529] Shime_2: できるやん
[23498.624] 和泉ぴけ: 犬ないすー
[23499.220] mirina017: うま
[23499.463] らにてゃ: はやいなー
[23499.502] ミリこ: 地面と近くね？
[23499.668] もずく_37: うっま
[23500.532] cyarasu: ほんとにうまいねえw
[23500.747] an_do121: うま
[23500.884] めるめ: 初めて（）
[23500.980] haruito_222: www
[23500.990] ruka_mobu213: うま〜いwww
[23501.113] 猫です_11219: うまーい
[23501.759] gaiantufan: ﾅﾝﾃﾞｺﾝﾅﾆｳﾏｲﾝﾀﾞﾛﾅｰ
[23502.382] magasawa: ご先祖さまがねぇ…
[23502.623] (S)main94: なんでだぁ
[23502.712] kohakoha921: うまいねぇw
[23503.307] emaaaru1: 普通にうまい
[23505.346] miine1221: お
[23506.431] many7575: 初めてとは思えないほどウマーい
[23506.581] rui_sk39: あ
[23507.246] PON_cc: デジャブだ
[23507.969] kon0703: うまいなぁ
[23508.222] ここねり: うま
[23509.097] goodmanpppp: すごw
[23509.195] スズメ_0610: 既視感
[23509.336] らにてゃ: お
[23509.474] ウツル: 頭が
[23509.893] chokemimi: うまいね
[23509.915] ぺんたくまさん: 犬優秀ww
[23510.099] an_do121: おー
[23510.408] 灰鷹: う。。。記憶が・・・
[23511.368] yakkooo630: あ
[23511.491] qb_walk: デジャブ
[23511.968] (S)雪狐0143: お
[23512.614] 御繰丸: 運転は上手いからあとは着地か
[23512.920] yuasee: 既視感
[23513.184] harou_momiji: ｗｗｗｗｗ
[23513.409] にわすずめ: なつかしーwwww
[23513.566] おくださん: あ
[23514.026] an_do121: wwwwww
[23514.072] (S)meichannel519: 安定感ある
[23514.136] よもぎモチモチ: wwwwww
[23514.170] ログリア: wwwwwww
[23514.223] gaiantufan: あ
[23514.439] (S)ばふちゃん: う…
[23514.696] suzuyayaya: 既視感
[23515.483] yrare16y: 記憶がw
[23515.736] アーラジーン: 既視感
[23515.771] changes559: あ
[23515.773] えね_えね: わこらだ
[23516.432] 阿賀月: すごい既視感あるけど、気のせいかぁw
[23516.746] rya_ya: うおぉ～～
[23516.763] もずく_37: おおおおお
[23516.826] ruka_mobu213: 最近の新人はヘリ上手いなwww
[23516.905] asahi__s: あ
[23516.959] ayunosioyaki0223: www
[23517.045] gawrib: wwwww
[23517.059] ウツル: うっ頭が
[23517.125] yuzu_306: あ
[23517.183] natsu_mikan_ame: デジャブ
[23517.211] スズメ_0610: デジャヴ
[23517.418] らにてゃ: まっずい記憶が
[23517.912] ~MISSING_COMMENTER_INFO~: 記憶がｗｗｗ
[23518.133] ac111807: 記憶が
[23518.346] harou_momiji: 既視感が
[23518.347] ハムスターのたみよ: 嫌な記憶が
[23518.693] nattoniboshi: デジャヴ
[23518.910] tatsuo1018: 既視感
[23519.263] 2446_hituji: おぉ
[23519.613] oshousantotanbo: なつかしいww
[23519.695] (S)いぬひよこ: 遠い記憶
[23519.745] shi__409: なっつー
[23519.915] kapu_seru: ドッキリな
[23521.117] ウツル: デジャヴが
[23521.603] クララクラピカ: Wooooo
[23521.614] めるめ: 隣？
[23521.819] zakomoti: 既視感…
[23522.272] mimitabu_92: おお
[23522.706] mike39cc: うまいなあ
[23522.948] 宙海: デジャブかw
[23523.171] gsucix: ドッキリかぁ
[23523.184] goodmanpppp: 既視感
[23524.278] よもぎモチモチ: 隣？
[23524.662] わるぷるぎしゅ: なっつw
[23525.475] スズメ_0610: う゛っ
[23526.858] (S)ゆなべ: なんか、うっ…記憶が…
[23526.942] kapu_seru: ドッキリ大成功
[23526.952] yopidao: 走馬灯見えた
[23527.090] oyazigarisan: となりではないか
[23529.122] peperonn17: ｗｗｗｗｗｗｗｗ
[23530.187] にわすずめ: wwwwwwww
[23530.260] ayata_1110: ｗｗｗｗ
[23530.462] mimitabu_92: デジャヴ
[23530.908] miine1221: マンゴーwww
[23530.990] many7575: マンゴーwww
[23531.102] ミリこ: wwwww
[23531.245] chokemimi: wwwwww
[23531.263] gerogero185: うまい
[23531.653] ウツル: ｗｗｗｗ
[23531.917] アーラジーン: wwwwww
[23531.973] 和泉ぴけ: ﾁｯ
[23532.853] sosko3260: wwwwww
[23532.992] ayunosioyaki0223: wwwwwwwwwwww
[23533.109] okara25: wwwww
[23533.133] (S)sayapi_ppi: wwwwwwwwww
[23533.330] an_do121: 初めてなわけないんだよなぁw
[23533.340] mizuhusen_aq: wwwwww
[23533.975] (S)わらびもち_11: wwwwww
[23534.093] oshousantotanbo: wwwwww
[23534.134] nanashico27: なんか頭痛いなw
[23534.259] melonmelo_: wwww
[23534.826] kapu_seru: www
[23535.097] mimitabu_92: wwwwwww
[23535.157] (S)ゆずシフォン: wwww
[23535.408] すかあと: wwwwwwww
[23536.996] nekodama2155: ｗｗｗｗｗｗ
[23537.163] panndaman1: wwwwww
[23537.235] taru_taru_k: 確カニ？
[23538.204] (S)cokeraita: ですよねー
[23539.503] oyazigarisan: あ
[23539.805] otokana0274: この先がなんか怖いなー
[23539.915] アーラジーン: 100年前もそんなだったよな
[23540.183] みるあむ: wwwww
[23540.500] harou_momiji: それもなんか既視感が
[23541.323] aqua_marin0619: え
[23541.767] oshir__ko: マンゴーと比べんなwwww
[23541.769] yuasee: え
[23541.771] ゆゆうごだじぇ: wwww
[23542.391] peperonn17: ｗｗｗｗ
[23542.489] 宙海: あ
[23542.736] (S)youser729: 再放送.....?
[23543.092] harou_momiji: え
[23543.121] にわすずめ: え
[23543.292] めるまろん: まじで上手くね？
[23543.704] kapu_seru: 100年前の記憶が
[23543.715] tarabaaaa: ｗｗｗｗｗｗｗｗ
[23544.033] cyarasu: wwwwwwwwwwwww
[23544.507] tokky0718: 既視感
[23544.593] sora_mameee: wwwwww
[23544.789] an_do121: え？
[23544.790] many7575: www
[23544.859] らにてゃ: あ
[23544.866] ウツル: ｗｗｗｗｗｗ
[23544.957] skkmrsaki: wwwwww
[23545.112] rui_sk39: ｗｗｗｗｗｗｗｗｗｗｗｗ
[23545.529] しゃしゃも_: wwww
[23545.550] chokemimi: www
[23545.778] ログリア: wwwww
[23545.805] (S)sayapi_ppi: え
[23546.020] oyazigarisan: ん？
[23546.131] meroasu_: wwwwwwwww
[23546.190] ~MISSING_COMMENTER_INFO~: ｗｗｗｗ
[23546.233] moufu3: え
[23546.356] (S)ゆずシフォン: え
[23546.377] himekana_: え
[23546.408] kuugay0905: wwwwwwwwww
[23546.563] taru_taru_k: ？
[23546.700] sjindoa: 既視感wwwwwwww
[23546.704] miine1221: あwww
[23546.889] すかあと: wwwwwwwwwww
[23547.031] ayunosioyaki0223: えw
[23547.211] wata_mitsu: www
[23547.269] koyaren: wwwwwwwwwww
[23547.384] aina___10812: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[23547.593] rya_ya: ちょwww
[23547.638] (S)わらびもち_11: wwwwwww
[23547.830] Ishio_62113125: wwwww
[23548.005] sutila_13: wwww
[23548.042] an_do121: wwwwwwwwwwwwww
[23548.092] mirina017: www
[23548.222] sakeoo_0102: wwwwwwwww
[23548.347] (S)キャ口ﾉﾚ: wwwwww
[23548.443] アーラジーン: wwwwww
[23548.964] gawrib: wwwwww
[23549.226] Miyachi_Bravo: モテそう
[23549.291] yumatya: wwww
[23549.374] (S)_りおん: wwwwww
[23549.402] rain_less: ちょっと？www
[23549.535] こんにゃ: wwwwwwwwwwww
[23549.645] oshir__ko: wwwww
[23549.865] baberuboburu3939: www
[23550.011] (S)ラキ2525: おっと
[23550.221] すいぺりあ: wwwww
[23550.257] ﾅﾏﾁｬ: wwwwww
[23550.478] goodmanpppp: え？wt
[23550.560] 阿賀月: wwwwwwwwww
[23550.584] nekodama2155: ｗｗｗｗｗｗｗｗｗｗｗｗ
[23550.756] yuzu_306: wwwwww
[23550.831] smile_826: えwwwww
[23551.011] ruurii2525: え
[23551.020] ラミリア: wwwwwww
[23551.309] かんがえるー: wwwwwwwwわ
[23551.373] maru_tyan__: え？
[23551.769] mary611: wwwwww
[23551.955] ~MISSING_COMMENTER_INFO~: wwwww
[23552.003] (S)しああき: wwwwww
[23552.148] ﾏﾙﾏﾙ: wwwwww
[23552.211] panndaman1: wwwwwwww
[23552.216] 和泉ぴけ: ないよw
[23552.238] わるぷるぎしゅ: www
[23552.348] (S)sandyany: wwww
[23552.364] si_nn_me_319: www
[23552.396] asahi__s: ｗｗｗｗｗｗｗｗｗｗｗ
[23552.495] なっち: 冷静wwwwwwwwww
[23552.558] クララクラピカ: wwww
[23552.814] シュウ米: wwwwwwww
[23553.326] めるまろん: wwwwww
[23553.475] (S)toneka8284: すごい止まり方wwww
[23553.574] コケ国旗: www
[23553.602] ここねり: wwwwwwww
[23553.755] chun_taro2004: びたっ！
[23553.953] gito64: ブレーキ（物理）
[23554.248] れもんちぃ0: wwwwwwwwwwww
[23554.297] kohakoha921: おいw
[23554.517] kapu_seru: え？
[23555.106] takoyaki10010: う…うまーい！
[23555.199] rui_sk39: ださｗｗｗｗｗ
[23555.238] (S)meichannel519: wwwww
[23555.400] ayata_1110: あーねｗｗ
[23555.741] zarame0531: wwwwwww
[23555.910] PON_cc: やばいぶつかり方したじゃんｗ
[23556.016] (S)いぬひよこ: あえてね
[23556.163] よもぎモチモチ: wwwwww
[23556.849] 猫です_11219: www
[23556.986] natubatch: やめてくれよwwwww
[23557.540] スズメ_0610: 逆にすげぇwww
[23558.329] ログリア: 既視感ww
[23559.597] bosabossa: 狙ってる？
[23560.067] (S)muiisgod: 壁着地？w
[23560.153] otokana0274: おい、なんか見た事あるってw
[23561.774] めるめ: 口プは上手いです
[23561.803] (S)cokeraita: ちゃんとコントロールできてるもん
[23562.027] nasube8: www
[23564.761] ow_Razer: なんか知らんけどあったなーw
[23564.967] gawrib: かなりダイナミックな停め方っすねww
[23565.169] lilyfwarugotto33: え？？？
[23566.444] haruito_222: www
[23567.413] れんこんまん: 吊り橋効果？
[23567.889] takoyaki0917: 付き合おうとしてる？
[23568.115] heat_island: セミ？
[23571.253] あゆもちきよ: 壁に着陸w
[23571.473] シュウ米: 恋しちゃうw
[23573.711] ruvie_5681: これをイキりっていう
[23574.966] maru_tyan__: 壁にぶつかった鳥みたいな
[23577.339] reo11118: ドキドキさせにきたってこと？w
[23580.855] (S)ばふちゃん: 恋したがってる？
[23584.334] oyazigarisan: ないすー
[23585.638] ﾏﾙﾏﾙ: なーいす
[23586.356] ruurii2525: ないすー
[23587.829] harou_momiji: なーいす
[23588.450] rya_ya: なーいす
[23588.730] (S)sayapi_ppi: なーいす
[23589.071] (S)ゆずシフォン: ないすー
[23590.499] chokemimi: www
[23591.348] oyazigarisan: ヘリ大臣なる？
[23594.141] justin01120707: おるか？？
[23594.296] (S)雪狐0143: なーいす
[23594.873] oshousantotanbo: www
[23597.732] いんたーる: でも絶対に必要
[23597.745] (S)cokeraita: 下っ端
[23603.290] よもぎモチモチ: おお
[23603.981] ハムスターのたみよ: ヘリ操縦できる下っ端あんまり居ないしね
[23604.192] many7575: お前下っ腹やん
[23605.678] origin873: うまいな
[23605.960] れんこんまん: 大事よ
[23606.655] (S)ばふちゃん: 切り返しうまwww
[23607.486] aqua_marin0619: 合コン！？！？！？
[23607.528] chokemimi: でも大事な仕事
[23607.866] cyarasu: 上手いw
[23608.138] (S)雪狐0143: でも大事
[23609.160] (S)狂人おかき: えび男最近いないしな
[23611.043] sain1059: けどすごく大切な仕事
[23611.569] (S)cokeraita: 事務を押し付ける先輩
[23611.738] gawrib: うますぎん?
[23612.972] (S)waterdragon131: 合コン？！
[23615.661] 0kokurou: 合コン？！
[23615.706] ruka_mobu213: でも必要な仕事だよな
[23615.785] ボンゴレパスタ: 合コン？
[23616.120] スズメ_0610: 三代目ヘリ大臣
[23616.681] 八坂乃宮: そういやもう一人の大臣おらんな
[23622.516] rui_sk39: れむ先輩！？
[23624.052] sjindoa: 犬退勤するのかぁ
[23626.270] aqua_marin0619: radaoOtu2
[23626.478] many7575: 前々
[23626.881] bosabossa: 犬退勤かぁ・・
[23627.090] にわすずめ: radaoOtu2
[23628.421] (S)naosiki: こういうところから上司のポイント貯めていくんよ
[23629.259] yuasee: radaoOtu2
[23629.316] Ishio_62113125: radaoOtu2
[23629.414] ﾏﾙﾏﾙ: radaoOtu2
[23629.858] しゃしゃも_: radaoOtu2
[23630.082] cyarasu: radaoOtu2
[23630.452] ayunosioyaki0223: radaoOtu2
[23630.541] ak_type: radaoOtu2
[23630.863] ram0150: radaoOtu2
[23630.996] (S)sayapi_ppi: radaoOtu2
[23631.051] an_do121: radaoOtu2
[23631.105] 御繰丸: radaoOtu2
[23631.116] (S)わらびもち_11: radaoOtu2
[23631.137] ログリア: radaoOtu2
[23631.197] アーラジーン: 第3代ヘリ大臣
[23631.329] kuugay0905: radaoOtu2
[23631.403] 宙海: おやすみーー！
[23631.412] oyazigarisan: radaoOtu2
[23631.417] ゆゆうごだじぇ: radaoOtu2
[23631.621] aina___10812: radaoOtu2
[23631.728] ~MISSING_COMMENTER_INFO~: radaoOtu2
[23631.872] harou_momiji: radaoOtu2
[23631.935] rui_sk39: radaoOtu2
[23631.999] goodmanpppp: radaoOtu2
[23632.008] yuzu_306: radaoOtu2
[23632.143] (S)いぬひよこ: radaoOtu2
[23632.196] oshousantotanbo: radaoOtu2
[23632.809] mary611: radaoOtu2
[23632.870] ここねり: radaoOtu2
[23633.209] (S)ゆずシフォン: radaoOtu2
[23633.348] gawrib: おやすみ〜
[23633.366] chokemimi: radaoOtu2
[23633.406] (S)雪狐0143: radaoOtu2
[23633.423] (S)ほたて12: かなりうまいかも
[23633.431] 早坂秋: radaoOtu2
[23633.512] many7575: radaoOtu2
[23633.881] gaiantufan: radaoOtu2
[23634.082] bosabossa: 忙しくなりそうやな
[23634.125] shariko_w: radaoOtu2
[23634.306] si_nn_me_319: お
[23634.484] ぺんたくまさん: radaoOtu2
[23634.796] mochi_00v: radaoOtu2
[23634.980] みるあむ: radaoOtu2
[23635.044] 阿賀月: radaoOtu2
[23635.064] (S)meichannel519: radaoOtu2
[23635.218] めるまろん: radaoOtu2
[23635.259] kapu_seru: こればいな
[23635.263] mimitabu_92: radaoOtu2
[23635.360] Shime_2: radaoOtu2
[23635.604] アーラジーン: radaoOtu2
[23635.638] 月_ゆえ: radaoOtu2
[23635.745] あっすー_: radaoOtu2
[23635.916] 宙海: radaoOtu2
[23635.948] urullowo: radaoOtu2
[23635.959] rain_less: radaoOtu2
[23635.998] コア21: radaoHi
[23636.599] (S)るきこちゃ: 大型来るか〜？
[23636.898] rei_sui_val: radaoOtu2￼ 
[23637.158] rei_mizuiro: radaoOtu2
[23637.449] (S)naosiki: radaoOtu2
[23637.625] (S)黒ごまソフト: 犬退勤か
[23637.757] (S)ククリン: radaoOtu2
[23638.679] (S)yoshitakahh: radaoOtu2
[23638.808] mizuhusen_aq: radaoOtu2
[23639.334] (S)るきこちゃ: radaoOtu2
[23639.629] zakomoti: radaoOtu2
[23639.679] ikurafromshake: radaoOtu2
[23639.857] 和泉ぴけ: モンDくるか？
[23640.009] 漆黒のホタテ: radaoOtu2
[23640.185] hanimini0018: radaoOtu2
[23641.483] yuuka_kizuki: radaoOtu2
[23641.673] nekodama2155: radaoOtu2
[23641.886] changes559: 大型くるぞ～
[23642.046] よもぎモチモチ: radaoOtu2
[23642.072] kapu_seru: 忙しくなるぞー
[23643.434] luumasu: D目覚めるのかな？
[23643.509] v_ryokoubato: 大型来そうだな
[23645.285] (S)sayapi_ppi: 大型来そうだなぁ
[23645.499] (S)ほたて12: radaoOtu2
[23646.171] 八坂乃宮: なんか分からんけど忙しくなりそうやな
[23646.776] gu_taranosuke: radaoOtu2
[23646.918] Sparituda9: ほな大型かあ
[23647.118] zaza_kun: なんか大型来そうだなぁ〜
[23647.588] せりか: radaoOtu2
[23648.753] aoi_yatu: 何故かわからんけど大型来そう
[23649.410] harou_momiji: なんかそろそろ大型くる気がするナー
[23650.016] ペネロペ: 大型来るね〜
[23650.337] many7575: モンモンしてきたか
[23650.638] アーラジーン: 何言ってるかわからんと思うけど、大型来そうだな
[23652.022] namoyan0809: radaoOtu2
[23653.040] rin12027: 大型来そうだな
[23654.045] gerogero185: クルクル
[23654.971] chokemimi: うまいな
[23656.036] ゆかりんりん: なんでかわからんけど、大型きそうだなぁ
[23656.912] nekoto01: 嫌な予感やな、寝るなら今だぞ
[23660.460] (S)elm095: 天才だな
[23661.970] oyazigarisan: みえないねえ
[23662.030] namakemono_d: そろそろか、、笑
[23662.198] rui_sk39: 大型くるかなー
[23663.520] shiroinasu: 忙しくなる予感
[23665.225] (S)雪狐0143: なんか知らんけど大型来そうだな
[23668.276] asui1122: さぁ地獄の時間です(￣▽￣;)
[23670.081] 阿賀月: なんか大型来そうな予感がするな
[23673.943] (S)elm095: そろそろ来そうだな
[23674.484] ぷてゃん: なんでか知らんけど大型おきそう
[23674.561] にわすずめ: お
[23675.601] ruurii2525: お
[23675.634] sjindoa: お
[23675.634] ﾏﾙﾏﾙ: お
[23676.306] あっすー_: お
[23676.334] an_do121: お
[23676.701] tukirima: お
[23677.091] ayunosioyaki0223: おお
[23677.446] rain_less: お
[23677.578] harou_momiji: お
[23677.783] chokemimi: お
[23677.787] (S)ゆずシフォン: お
[23677.908] peperonn17: パッドなんか！
[23678.170] si_nn_me_319: お
[23678.179] かんがえるー: お
[23678.746] rui_sk39: お
[23678.798] melonmelo_: お
[23678.911] aina___10812: お
[23678.965] gsucix: お
[23679.016] れもんちぃ0: おー
[23679.044] nattoniboshi: お
[23679.147] (S)sayapi_ppi: お
[23679.237] しゃしゃも_: お！
[23679.251] 宙海: お！
[23679.450] sakeoo_0102: おおー
[23680.109] an_do121: これは有望
[23680.254] ミリこ: お
[23680.542] (S)黒ごまソフト: お
[23680.640] gawrib: わお
[23680.865] (S)わらびもち_11: おお
[23680.937] oshousantotanbo: お
[23681.065] reo11118: お
[23681.074] (S)elm095: おおー
[23681.931] 0nnozaakira: おお
[23681.981] シュウ米: お
[23682.231] niko_14rail221: おおおお
[23683.744] (S)雪狐0143: お
[23683.862] goodmanpppp: おお
[23684.543] クララクラピカ: www
[23684.942] rya_ya: お
[23685.183] ak_type: おおお
[23685.606] よもぎモチモチ: お
[23686.211] とまとﾁｬﾝ: 天才か
[23686.416] らにてゃ: おおー
[23686.949] なっち: 着地うまあ
[23687.135] ruurii2525: 期待大
[23687.485] rura_0704: うま
[23687.722] ハムスターのたみよ: やっぱりパッドの方が操縦しやすいのか
[23688.660] sjindoa: おおお
[23691.643] nekodama2155: 超有望！
[23691.765] (S)sayapi_ppi: おお
[23692.361] (S)雪狐0143: 期待大
[23692.420] mimitabu_92: お
[23694.305] rui_sk39: いいね
[23695.008] mike39cc: 有望なやつ
[23695.063] れんこんまん: 出来てる
[23696.663] (S)cokeraita: よくご存知
[23697.952] しゃしゃも_: 有望
[23698.855] haruito_222: お
[23699.133] アーラジーン: 新たなヘリ担当参戦！
[23699.607] あっすー_: 新たなヘリ大臣か！？
[23701.363] momotayasan: 優秀だ！！！
[23701.634] 海星三十: ヘリめちゃくちゃ有望
[23701.793] otokana0274: よし、離れよう
[23701.929] (M)Nightbot: マイクラ参加方法はサブスクティア３のみ。サブスクdiscordから→https://twitter.com/rader2525/status/1167079316754067456
[23702.789] oyazigarisan: うごかないやつ？
[23703.505] 御繰丸: おおおおおおおお
[23706.045] ミスターウィスキー: なんか大型きそうだなぁ
[23706.237] goodmanpppp: 有望だ
[23706.966] tarabaaaa: 後継者きたか
[23708.747] peperonn17: 新たなヘリ大臣誕生？！
[23709.642] れんこんまん: お、ヘリ大臣
[23709.970] aqua_marin0619: え
[23710.477] rui_sk39: 次のヘリ大臣きたか
[23711.893] chokemimi: 優秀ヘリ大臣
[23713.060] 2446_hituji: ヘリ大臣任命か？
[23715.703] ラミリア: ヘリ大臣来たなぁ
[23718.283] かんがえるー: 警察多っ
[23718.309] oyazigarisan: お
[23718.435] sjindoa: ヘリ大臣きたか？
[23719.273] スズメ_0610: うまいなぁ
[23720.240] Ishio_62113125: おおお
[23720.429] cyarasu: うま
[23720.708] ruurii2525: うまーい
[23720.822] PON_cc: うま
[23721.197] ﾏﾙﾏﾙ: お～
[23721.394] あっすー_: うまい
[23721.924] rui_sk39: うまい！
[23722.030] bosabossa: うまいなー
[23722.391] よもぎモチモチ: おお
[23722.451] ayunosioyaki0223: うま
[23722.564] 宙海: うまいなぁ
[23722.607] urullowo: 有能ヘリ大臣
[23722.645] (S)わらびもち_11: うま
[23722.758] 0nnozaakira: うま
[23722.942] panndaman1: おお
[23722.973] アーラジーン: ナツメとらだおに並ぶか？
[23723.041] 御繰丸: 上手いなー
[23723.278] ぺんたくまさん: うまくね
[23723.528] (S)pocobokei: うま
[23723.536] (S)いぬひよこ: うま
[23723.605] isaco135: うまい
[23723.812] ねる㌨: うんま
[23723.882] zarame0531: うま
[23723.933] chokemimi: うまぁい
[23724.029] しゃしゃも_: うま
[23724.125] sorasorako_: うっま
[23724.243] nattoniboshi: うまーい
[23724.284] si_nn_me_319: うまぁー
[23724.460] yrare16y: 上手ぁ
[23724.528] (S)黒ごまソフト: うまーい
[23724.710] (S)ばふちゃん: うますぎる
[23724.801] oshousantotanbo: うまーい
[23724.958] nanashico27: うまー
[23724.997] aqua_marin0619: うまーい
[23725.061] mirina017: うま
[23725.083] (S)ゆずシフォン: うまー
[23725.208] (S)ずーーーーみん: うまーい
[23725.210] sutila_13: おー
[23725.249] harou_momiji: おおー
[23725.311] ruka_mobu213: うまいな
[23725.457] goodmanpppp: 次のヘリ大臣だ
[23725.531] mizuhusen_aq: うまい
[23725.541] あじろやた: うまー
[23725.573] 2446_hituji: うっま
[23726.005] yogharu: ぉおおお
[23726.160] クララクラピカ: Woooooo
[23726.167] mary611: うまい
[23726.253] gaiantufan: うまーい
[23726.312] ~MISSING_COMMENTER_INFO~: うまい
[23726.798] (S)sayapi_ppi: うっまい
[23727.045] melonmelo_: うま
[23727.339] れもんちぃ0: うまい
[23727.358] とりここ: うや
[23727.900] kabasuke02: うっま
[23728.140] めるまろん: うまーい
[23728.217] (S)けんん1203: うんま
[23728.387] (S)elm095: うまいなー
[23729.116] yuzu_306: うま
[23730.244] とりここ: うま
[23730.991] れんこんまん: うまい
[23731.460] (S)雪狐0143: うまーい
[23731.725] わるぷるぎしゅ: うまい
[23732.650] kabasuke02: うまいなー！
[23734.145] syake0801: 上手すぎ
[23735.165] gerogero185: ウマ
[23735.342] ashikabi691: 代なら届く
[23737.108] (S)minaduki37: ヘリ大臣の海老が最近ね…
[23739.813] シオマル: 上手や
[23745.063] (S)秋月える: 一人称視点？
[23746.153] (S)狂人おかき: Vの筋肉つかってる？
[23748.296] aqua_marin0619: え？
[23748.448] ﾏﾙﾏﾙ: え
[23748.957] (S)zeeebtg: 一人称じゃないんじゃ
[23749.180] mgyr2525: 一人称
[23749.629] かんがえるー: え
[23752.381] ﾏﾙﾏﾙ: やって～
[23753.109] rui_sk39: え？
[23754.167] 囚人番号: 一人称視点になってるかな
[23756.059] aqua_marin0619: あ
[23758.475] ざらめめ: 一人称かな
[23758.561] chokemimi: w
[23758.567] ruurii2525: あ
[23758.793] いんたーる: のれなーいｗ
[23759.201] sora_mameee: wwww
[23759.541] あじろやた: やってーー
[23759.886] peperonn17: あｗ
[23760.311] ﾏﾙﾏﾙ: あーね
[23760.499] kuugay0905: あ
[23760.655] (S)ゆずシフォン: え
[23762.199] melonmelo_: あ
[23763.161] an_do121: あーw
[23763.576] rui_sk39: あー
[23764.683] しゃしゃも_: www
[23764.684] ふろーと77: 一人称にしてないんじゃない？
[23766.542] (S)oreo12190: wwwww
[23769.566] (S)雪狐0143: あーね
[23778.174] 2446_hituji: 魔法のテープ
[23779.590] (S)ばふちゃん: 神テープ
[23780.508] urullowo: 有能テープ
[23782.657] oyazigarisan: 緊急時にね
[23785.174] 宙海: 魔法のテープ
[23785.902] chokemimi: 素晴らしいテープ
[23786.304] sora_mameee: 魔法のテープ
[23789.634] many7575: 万能テープ
[23790.433] アーラジーン: チートテープ
[23791.277] oshousantotanbo: 魔法のテープ
[23791.956] rui_sk39: 神のテープ
[23793.187] si_nn_me_319: 赤までだけどね
[23793.684] (S)雪狐0143: 魔法のテープ
[23794.010] すいぺりあ: BIGテープ
[23796.192] chokemimi: wwww
[23796.315] sora_mameee: wwwww
[23796.648] many7575: あかげじ
[23796.883] aqua_marin0619: wwwww
[23796.969] ねけめれ: www
[23797.528] isaco135: www
[23797.629] (S)ばふちゃん: wwwwww
[23797.858] (S)seillane: ｗｗ
[23797.886] ayunosioyaki0223: www
[23797.915] はまえり: ｗｗｗｗ
[23797.992] aina___10812: ｗｗｗｗｗｗｗｗｗｗ
[23798.626] あじろやた: ｗｗｗｗｗ
[23798.741] かんがえるー: あかぎじーじ
[23798.938] sakeoo_0102: www
[23799.340] sjindoa: www
[23799.395] (S)sayapi_ppi: wwwwwwwwww
[23799.454] Ishio_62113125: 赤城ジジイ！？
[23799.525] utadaoooooo: 魔法のガムテープ
[23799.598] (S)ゆずシフォン: wwww
[23799.644] 雨傘ライ: wwwwww
[23799.778] ミリこ: 赤ゲジ
[23799.803] ~MISSING_COMMENTER_INFO~: wwwww
[23800.312] ﾏﾙﾏﾙ: あかぎGG？w
[23800.358] yuzu_306: wwwwww
[23800.397] s95618: WWWWWWWWWWWWWW
[23800.992] いちうら: ｗｗｗｗ
[23801.231] adwdbv: 赤城gg
[23801.458] dolaldo: 赤ゲージゲージww
[23801.722] mimitabu_92: wwwww
[23802.643] __あお: wwwwww
[23802.813] おくださん: ｗｗｗｗｗｗｗｗｗｗｗｗ
[23802.854] minibanbi: wwwwww
[23802.975] すかあと: wwwww
[23803.040] 和泉ぴけ: 赤城ジジイ？
[23803.742] さーそー: 赤城じーじw
[23804.517] (S)cokeraita: 赤城GG
[23805.627] 阿賀月: 赤ゲジゲジww
[23805.792] yona_0724: wwww
[23806.707] oshousantotanbo: wwww
[23806.980] (S)meovx2: 赤城GG
[23807.148] しゃしゃも_: 赤城ジジィw
[23807.969] smile_826: wwwwww
[23808.260] rya_ya: wwww
[23809.578] (S)seillane: ああああ
[23809.630] cyarasu: wwww
[23810.317] rui_sk39: あああああ
[23811.379] れんこんまん: wwww
[23811.794] edmm___: 署長になんてことをw
[23811.979] 宙海: wwwwwwww
[23812.538] (S)seillane: あぶなああｗｗｗ
[23813.539] ruurii2525: wwww
[23813.709] many7575: プロペラケアwww
[23813.917] aqua_marin0619: あぶなーい！！
[23815.530] chokemimi: あぶいw
[23819.244] いんたーる: れむさんの運転だったな
[23820.163] ゆゆうごだじぇ: 赤城GGw
[23822.499] アーラジーン: れむさん寝るのかな？
[23827.233] oyazigarisan: こわいよなるせ
[23827.635] PON_cc: 落ちた？
