[3.050] (S)Seiran7343: radaoRainbow
[11424.109] (S)ねこのみー: トリック
[11424.644] mikomikoto0: ね
[11424.852] そうまぎ: あなたの番ですとかは？
[11424.867] (S)tyesyaneko_: アンフェア
[11425.163] (S)亜琉斗: シグナルもおもろいよ
[11425.494] yuu_gg_fps: 結婚できない男
[11426.163] navyblue___: うん、ない
[11426.268] (S)ゾゾゾンビ: やってない
[11426.721] yumesawa: BOSSマジで大好きおもろい
[11426.783] (S)kosuke_2525: ＡＬＩＦＥいいよ
[11426.799] (S)ｼｷ_: 死役所
[11426.806] くるくく: 緊急取調室
[11427.385] きのお: コードブルー
[11427.453] ぬぴーーー: 不適切にも程があるは見てて面白かった
[11427.595] (S)chantera73: シグナル
[11427.650] (S)笑滝: 勇者ヨシヒコ
[11427.651] ていとかい: 悪夢ちゃん
[11428.058] 雪華0830: やってない…
[11428.343] chiuchiupet: MERおもろいけどネトフリじゃないんだよな
[11429.152] (S)かみふうせん: SPECどう？
[11429.355] jubilo_dayo: VITANTか闇金ウシジマくん
[11430.058] (S)marukunai_: やまとなでしことかその辺のやつ見たい
[11430.110] (S)けいと0611: リーガルハイ好きなら99.9もいいと思う
[11430.196] merokarimero: ないと思うリーガルハイ
[11430.317] nem_kun_peco: TikTokで無断転載されてる
[11432.398] (S)ねこちゃ22: 東京MER
[11432.498] yuu_gg_fps: ハガネの女
[11433.073] (S)るりあげは: 今際の際のアリス
[11433.518] mikomikoto0: みたい
[11433.577] (S)ユーミア: ブラッシュアップライフ推させてもらいます
[11434.376] manami361: 最愛は本当に面白いぞ
[11434.456] (S)totrisasa: 流星の絆
[11435.024] (S)青藤色: 3年a組みた？
[11435.259] (S)みぃぽこ: インビジブル
[11435.386] (S)あかいし: モンスター
[11435.971] (S)しゃけみしゃけ: Tokyo MERは？
[11436.338] (S)dgiwicmat: ごめんね青春
[11437.981] (S)たむちゃん1号: 御手洗家炎上する
[11438.777] (S)ぁちゃも: 家族ゲーム見たいと思ってる
[11440.008] shintanjent: トリック
[11441.296] (S)masato103: シグナル
[11441.389] (S)ゾゾゾンビ: ワンピは？
[11443.265] (S)alt123h: アバランチ
[11443.312] merokarimero: アバランチみた？
[11443.437] (S)rikoris41ss: 映画だめ？
[11444.414] nem_kun_peco: 3年a組とか？
[11445.027] kon0703: SPEC
[11445.203] (S)rion_y: 罪の声は
[11445.972] (S)SakuraSieru: 掟上今日子の備忘録（おきてがみきょうこのびろうろく）
[11447.080] ayunosioyaki0223: いいね
[11449.228] (S)ちばりん02: 韓国版の寄生獣は？
[11451.279] (S)冷凍みかん3: 3年A組
[11451.884] (S)tavu_0214: MIU
[11452.305] (S)ぽたぽたせんべい: 合理的にあり得ない
[11453.788] an_do121: 3年A組
[11455.210] many7575: 花咲舞が黙ってない！
[11456.281] (S)たむちゃん1号: おもろい
[11456.286] (S)michelleena: サンクチュウアリ
[11457.120] (S)ふちあ: ふちあ subscribed at Tier 1. 
[11457.138] crossick_osi: ウシジマくんは？
[11459.221] yuu_gg_fps: 結婚できない男
[11459.321] (S)クリスタルマンボウ: 美食探偵
[11460.264] (S)秋月える: コウノドリおすすめ
[11462.227] (S)みってやん: 御手洗家はおもろかった
[11463.686] (S)anko_mochi0319: シェフは名探偵
[11464.046] (S)hayufan: 漫画はおもろい
[11465.377] (S)nico_kk_mp: 渡会家はちょっとどろどろ
[11466.155] ryo_ngz: 綾野剛やで
[11466.368] (S)rikoris41ss: 美食探偵
[11474.086] (S)tasogaresyunya: 浦安鉄筋家族
[11474.156] nem_kun_peco: 黙ってくれ花咲舞🌸
[11477.279] (S)tavu_0214: 砂の塔とか？
[11477.333] ぴあす: 勇者ヨシヒコ
[11477.940] そうまぎ: 観たいジャンルないの？
[11478.014] (S)まゆむら_: 高校入試
[11478.518] まほんぬ: おいハンサム
[11479.061] yuu_gg_fps: 喰いタン
[11479.447] maria__midi: 火の粉おもろい！
[11479.646] (S)pes838: 教場おもしろい
[11482.094] (S)kaitendai: 洋画だけどブレーキング・バッド
[11482.641] (S)koko55557373: MIU404
[11484.155] gonsuke796: 離婚しようよ
[11484.722] (S)ねこちゃ22: 勇者ヨシヒコ
[11484.928] chamo_chako: ストロベリーナイト
[11487.374] (S)青藤色: 謎解きはディナーのあとで
[11489.293] (S)alt123h: ガチでおもろいぞ
[11492.151] (S)ぐぐぐる: 離婚しようよ
[11492.249] (S)おおるり: アバランチおもろかった
[11492.302] (S)akimuriaki: 全裸監督
[11494.490] (S)さやえび: ドクターX
[11496.414] (S)rikoris41ss: 美食探偵
[11496.968] (S)hapi_tama: IWGP
[11497.013] (S)にゃろろ: シグナル
[11497.133] (S)るりあげは: 僕のヤバイ妻
[11498.859] nem_kun_peco: AVAL∀NCHE良き
[11501.483] (S)kou20120707: テセウスの船
[11504.356] (S)やなちゃそ: ドラマじゃないけど、ゴールデンスランバーって映画おもろいよ
[11505.945] (S)ももねこ: やっぱり事件ものとかおもろいよな
[11506.131] (S)komomaru0316: ウォーキング・デッド
[11506.714] (S)ゾゾゾンビ: オタクだからアニメしかわからないよ
[11506.792] (S)tasogaresyunya: 浦安鉄筋家族
[11510.652] merokarimero: カルテット
[11510.802] (S)rinchan1917: 海外ドラマは見ないの？
[11510.990] (S)hukoiooo: 最愛
[11512.218] many7575: 今日から俺は！！
[11512.531] (S)yunyun7171: だれ？
[11514.155] (S)tavu_0214: ガリレオの映画とか、マスカレードナイト、ホテル面白い
[11515.847] nem_kun_peco: だれ
[11516.536] (S)璃喜: だれ？
[11517.115] (S)コンさん: あら
[11517.724] (S)iris_r5: 最愛
[11518.216] kuro_300: だれ
[11518.435] (S)suuchaaa: 重そう
[11518.539] (S)rikoris41ss: 最愛
[11520.030] (S)うみやま: ｗｗｗｗ
[11520.080] 臓もつ煮: だれ
[11520.103] an_do121: 重そうだ
[11520.810] (S)ねけめれ: www
[11520.924] nem_kun_peco: ホントに誰
[11520.999] (S)しゃけみしゃけ: 夫を抹殺する５つの方法！
[11521.528] にこにこなんだ: 3年A組おすすめ
[11522.057] 紗弥0926: ？
[11522.932] rui_sk39: だれ？www
[11522.961] crossick_osi: 僕のヤバイ妻
[11523.037] (S)maro__ma: だれ
[11523.085] ミリこ: wwwww
[11523.232] (S)あっひょ: wwwwww
[11524.151] 御輪: ディエ
[11524.239] れもんちぃ0: 誰やねん
[11524.266] (S)yunyun7171: www
[11524.445] ゆずシフォン: www
[11525.129] (S)amiiii_go: VIVANTはみた？おもろいよ
[11525.641] (S)matou_06: Die
[11526.173] そうまぎ: でぃえ！
[11526.403] (S)亜琉斗: だれだよｗ
[11526.535] merokarimero: 誰やねん
[11526.611] rina81820: wwwwww
[11526.947] (S)璃喜: ディエさん
[11527.181] (S)abara_129: やばそうね
[11527.284] (S)kuro_kuro03: Die!
[11527.368] (S)maro__ma: www
[11527.623] しめざめ: wwwww
[11527.774] nem_kun_peco: ディエ
[11527.837] (S)suuchaaa: みんな起きる気がある時にwww
[11527.984] すしまる: だれwwww
[11528.035] kinugoshi_douhu: wwww
[11528.218] many7575: でぃえ
[11528.733] (S)逆叉洸奈: ディエさん
[11528.966] _ヴォク: ダイだろ
[11529.538] (S)voxovwwj: wwww
[11529.546] 雨傘ライ: www
[11530.303] (S)にゃろろ: ww
[11531.182] piroropiro: wwwwww
[11532.230] (S)あっひょ: 誰や
[11532.258] (S)hinakononichijou: ゴミ太郎からディエ
[11532.366] (S)red_S10: Die!
[11533.096] (S)hukoiooo: ディエ
[11533.279] tarabaaaa: ｗｗｗｗｗｗｗ
[11533.413] (S)serapi_pi: ｗｗｗｗｗ
[11533.875] nem_kun_peco: ヴィエ
[11534.346] (S)ねこちゃ22: だれ笑
[11534.798] many7575: だれぇ
[11536.364] (S)haru_chan92: 重いな
[11536.763] ryo_ngz: だいさん
[11537.468] (S)ほりいしなぁる: もう141なのかID
[11538.130] (S)ky0to23: だれぇ
[11538.603] aoneko_san: ディエさんよろしく
[11538.818] (S)excel_noa: だれ
[11539.149] れれんれ89776: 偽名にしよう
[11539.260] (S)Rio__44: だれよ
[11539.682] jubilo_dayo: ドラゴン桜は見返してもおもろい
[11540.513] (S)みぃぽこ: クライシス、イノセンス、インビジブルはまじおすすめ
[11540.527] (S)yukito_00168011: 誰よその男
[11540.751] sumire408: だれ？
[11540.792] (S)ぽぽんぬちゃん: ヴィエ
[11541.081] (S)meria777: 深夜食堂
[11541.930] (S)hapi_tama: 膝当てww
[11542.293] (S)masato103: 死さん？
[11543.587] すしまる: クソガキ感溢れる服装
[11544.237] (S)やなちゃそ: 映画やけどゴールデンスランバーは面白いから見て欲しい
[11545.216] (S)たゆう_はね: はじめましてー
[11545.306] (S)unagi_0w0: アニメだけどサイバーパンクも好き
[11545.708] 痲芽: ディエ君ちょっと重いか～
[11546.607] (S)rinchan1917: めっちゃスケボー乗ってそうディエ
[11547.145] (S)~MISSING_COMMENTER_INFO~: シグナルは見た事ある？
[11547.254] mg_rafu: 何してる人？
[11548.008] そうまぎ: しさん
[11548.204] (S)yunyun7171: 3キャラ目？
[11548.922] (S)ユーミア: ログイン戦争起きてる？
[11549.836] (S)壬風: VIVANT面白かったよ
[11551.936] (S)hukoiooo: De！
[11555.397] あるみ屋: めっちゃ重いな
[11555.610] nem_kun_peco: 売れないスケートボーダーみたいなやつ出てきて草
[11558.774] れいるさん: ブラッシュアップライフは見れん？
[11559.270] rui_sk39: まじか
[11559.369] (S)むちゃこっこ: ディエくんは何しにこの街へ？
[11559.525] suiha_7: new RP
[11559.622] tarabaaaa: 単語に対してフォントがポップすぎる
[11559.899] (S)tasogaresyunya: コメディ全開は好きじゃない？
[11560.285] (S)青藤色: 他の人も落ちてるよ
[11560.593] (S)yutankonasu: 重そうではある
[11560.946] ryo_ngz: なんかサポーターついてる
[11561.666] kotutuki_: おま環？
[11562.300] (S)あかいし: ヴェエ
[11562.447] (S)ayatimbre: IDmo
[11562.456] べ_た: これみんな出たり入ったりしてんのかな
[11564.046] (S)komomaru0316: 他も重たいから世界全体やね
[11564.596] Key_1_: インフォーマおもろそうだなっておもってまだ見てないから感想教えて
[11569.226] あるみ屋: 動きがお前すぎる
[11571.995] (S)hukoiooo: 3キャラ目？
[11576.431] (S)ttebasakii: 青井らだお、レダーヨージロー、ゴミ太郎、ディエ
[11577.130] ゆめきり: 調子悪いね？
[11578.394] (S)璃喜: 落ちたか
[11580.375] (S)ritoxx12: あら
[11583.170] (S)meria777: 光のお父さん
[11594.651] ryo_ngz: ねー
[11596.548] kuro_300: 綾野剛すき
[11597.227] ぎむきょういくろせ: 高橋一生
[11597.276] (S)ringodaga: テセウスの船は？
[11597.985] minibanbi: いい趣味してんな
[11599.037] (S)ねこちゃ22: 民王 もおもろい
[11599.210] suiha_7: radaoEhehe
[11599.269] Key_1_: 高橋一生
[11599.633] nem_kun_peco: AVAL∀NCHEもBORDERも人によりけり
[11600.355] kon0703: わかる〜
[11600.668] (S)北見: 高橋一生？
[11600.754] (S)冷凍みかん3: 高橋一生
[11600.901] _ヴォク: いっせい
[11601.656] (S)sara_hosi: 高橋一生
[11601.759] (S)みぃぽこ: 高橋一生
[11601.877] mikomikoto0: 攻撃されてる？
[11601.928] (S)まゆむら_: 髙橋一生
[11602.093] 雨傘ライ: ね
[11602.128] ぬぴーーー: 佐久間由衣さん！
[11602.347] れもんちぃ0: 高橋一生ね
[11602.913] (S)ちす: 高橋一生
[11603.009] (S)amiiii_go: 高橋一生ね
[11603.267] (S)yui1yui: 高橋一生
[11603.564] (S)ぽぽんぬちゃん: いい男
[11603.864] crossick_osi: 高橋一生
[11603.871] (S)ボンゴレパスタ: 高橋一生
[11604.053] ぺぺまる_0727: 高橋一生ね
[11604.078] nem_kun_peco: 高橋一生？
[11604.784] (S)とろネギ: 高橋一生
[11605.010] kon0703: 高橋一生
[11605.216] (S)hisuiiiiiiiiiiin: 高橋一生
[11605.473] niraoka: 高橋一生
[11605.571] (S)あっひょ: 高橋一生ね
[11606.215] 佐野ちャん: 高橋一生
[11606.250] (S)komomaru0316: 高橋さん？
[11606.343] (S)totrisasa: いっせい
[11606.626] pirunn: 一生
[11606.780] (S)さやえび: 高橋一生
[11607.100] (S)iris_r5: 高橋一生
[11607.312] (S)ぐぐぐる: 岸辺露伴
[11607.442] (S)コンさん: radaoOldradaoOld￼￼ 
[11607.956] (S)トモモチ: 高橋一生さん
[11608.354] (S)marukunai_: radaoOld
[11608.655] miharu_415: 高橋一生ね
[11608.890] (S)あにゃも: 高橋一生
[11608.946] (S)こゆるさん: 高橋一生
[11608.950] an_do121: あーw
[11609.093] (S)ちばりん02: 高橋一生ね
[11610.490] そうまぎ: 高橋一生
[11610.809] (S)meria777: え、まじ？
[11611.389] reo_014: そ
[11612.049] (S)しゃけみしゃけ: 恋愛系はあんまりみないかな、？
[11612.257] (S)chino052520: 岸辺露伴は動かないね
[11612.381] (S)けいと0611: ジョジョ婚熱い
[11614.233] (S)たかなしはな: いいよね、わかる
[11615.178] (S)kanayawa_118: 岸辺露伴は見たの？
[11616.090] (S)hisuiiiiiiiiiiin: radaoOld
[11616.206] navyblue___: 岸辺露伴婚ね
[11616.435] (S)hatt_u: 岸辺露伴のね
[11617.230] (S)ｼｷ_: いいよねー
[11617.485] kuro_300: 岸部露伴みとる？
[11617.701] (S)amiiii_go: カルテットもオモロいよ
[11618.228] mikomikoto0: 高橋一生そーなの
[11618.254] chiuchiupet: めっちゃ好き
[11618.267] 明日花ちゃん: 分かる
[11618.416] berichako: わかる
[11618.621] ryo_ngz: イケおじよね
[11618.716] (S)komomaru0316: わかる
[11618.837] luno_snow: 岸辺露伴見た？
[11618.877] (S)rinchan1917: そうなの！？
[11620.511] nem_kun_peco: ぽめでとたろう
[11620.691] (S)ky0to23: わかる
[11620.738] (S)suuchaaa: 結婚したね
[11620.920] sakuma1201: 岸辺露伴おもろいよな
[11623.696] (S)majorythem: JOJO婚
[11624.147] (S)けいと0611: 岸辺露伴おもろいよ
[11624.267] (S)meria777: 結婚したんか
[11624.805] suiha_7: かっこいいよね～
[11626.229] mg_rafu: 岸辺露伴まじおもろい
[11627.065] root_1123: ジョジョ見たことあんの？
[11627.483] (S)こゆるさん: 岸辺露伴ちょうおもろい
[11627.736] mikomikoto0: 岸辺露伴いいぞ
[11628.370] (S)ｼｷ_: 天国と地獄好きだった
[11629.522] (S)haku_kiriko: 今話題の
[11630.662] (S)青藤色: ニュース流れてたね
[11630.743] (S)ぽたぽたせんべい: 岸辺露伴いい
[11632.180] (S)hukoiooo: サスペンス好きなら相棒シリーズおすすめ
[11632.347] (S)totrisasa: ジョジョ婚
[11633.193] (S)hisuiiiiiiiiiiin: 結婚かぁ
[11634.209] nem_kun_peco: 岸辺露伴は動かない良き
[11634.655] (S)あにゃも: これを機に岸辺露伴見なきゃ
[11635.157] (S)やなちゃそ: かっこいいよねー
[11635.376] (S)みぃぽこ: インビジブルは高橋一生だよ
[11639.410] なっち: わかってんじゃん
[11639.410] jubilo_dayo: 歳の差婚やねぇ
[11642.007] (S)あにゃも: わかる
[11643.405] ぎむきょういくろせ: 高橋一生は民王の時のが好きだったな
[11646.245] manakaito: わかる
[11648.301] (S)ゆう1151: わかる
[11648.772] れもんちぃ0: ww
[11649.027] many7575: わかる
[11649.200] (S)ねけめれ: wwww
[11650.589] (S)iris_r5: ｗｗｗ
[11650.591] (S)ぽたぽたせんべい: wwww
[11650.744] (S)うみやま: ｗｗｗｗｗｗｗ
[11650.839] ayunosioyaki0223: www
[11651.737] (S)あっひょ: wwwww
[11652.159] そうまぎ: wwww
[11652.348] (S)ケリーモン: えw
[11653.126] many7575: www
[11653.678] (S)あにゃも: wwwww
[11653.893] (S)青藤色: www
[11654.073] (S)やなちゃそ: わかる
[11654.100] (S)hisuiiiiiiiiiiin: wwwww
[11654.592] (S)とろネギ: なんでだよ
[11655.452] (S)nanun03: www
[11655.699] (S)tavu_0214: わかる
[11656.161] (S)tasogaresyunya: 世界一受けたいんだよ
[11656.239] (S)夏吉: wwwwww
[11656.282] (S)たゆう_はね: w
[11656.437] (S)ｼｷ_: おわってるwwww
[11656.971] mg_rafu: 好きすぎだろ堺雅人
[11658.093] nem_kun_peco: 福田修也もかっこいいよ
[11658.124] (S)ほりいしなぁる: わかる
[11658.140] merokarimero: ひとりw
[11658.437] (S)meria777: ガンツの綾野剛まじでかっけぇ
[11659.719] なっち: 倍返し好きすぎるだろ
[11660.734] あっすー_: わかる
[11661.283] suiha_7: radaoW
[11663.488] ぬぴーーー: 半沢直樹やん笑
[11663.600] (S)ttebasakii: radaoOld
[11665.288] (S)marukunai_: パートのおばちゃんたちと同じこと言ってる
[11665.873] an_do121: それはもう半沢直樹なんよw
[11670.737] (S)やなちゃそ: 半沢直樹やんw
[11670.743] many7575: 半沢直樹やん
[11670.943] (S)ｼｷ_: わかる
[11672.470] (S)tavu_0214: わかる人多くて良かったww
[11673.340] (S)あっひょ: 半沢直樹すぎるw
[11674.347] nem_kun_peco: 半沢直樹やん
[11676.449] (S)hinakononichijou: 半沢直樹好きすぎやろ
[11677.140] nem_kun_peco: リーガルハイやん
[11677.902] (S)たゆう_はね: あのひといいよな
[11680.969] (S)あっひょ: あー
[11682.679] (S)ぐぐぐる: 鈴木亮平さん好き
[11683.247] (S)篠影: 昔やってたドラマ見るの？
[11683.761] nem_kun_peco: こみかど弁護士やん
[11685.281] (S)青藤色: 半沢直樹ずっと好きだねw
[11685.628] ぎむきょういくろせ: 不適切みた？
[11685.723] (S)逆叉洸奈: 分かってあげられるよぉ～！！
[11685.824] たろぴょん: ムロツヨシがいい
[11686.955] kotutuki_: あー
[11687.681] (S)ケリーモン: VIVANT観たの?
[11687.881] an_do121: わかるけどもw
[11688.100] ryo_ngz: じゃあ不適切いいぞ
[11688.556] kuro_300: わかりみ
[11689.398] many7575: だいたいおもろい
[11689.519] (S)やなちゃそ: じゃあゴールデンスランバーみて
[11689.688] (S)pes838: 医龍
[11689.901] そうまぎ: 優しさがでてる
[11689.962] root_1123: 大泉洋すき
[11690.091] suiha_7: radaoGJ
[11690.100] (S)ｼｷ_: まじそれ
[11690.120] ぬぴーーー: じゃあ不適切みてるのか
[11690.154] (S)ぽたぽたせんべい: 女優は？
[11692.477] (S)hatt_u: 母さんと同じこと言うとるわ
[11692.700] (S)みってやん: 阿部サダヲなら不適切にも程があるおもしろかったよ
[11693.800] (S)kanayawa_118: お前ビックマック好きそうだな
[11694.408] なっち: 作品のクオリティ上げる役者だよね
[11697.708] (S)にびびび: 阿部サダヲ好き
[11699.922] (S)ky0to23: キャラがたちすぎよね
[11700.610] いくらプチプチ: 大河の新選組は？
[11701.187] ぎむきょういくろせ: おわった
[11703.297] (S)ますまる137: 阿部サダヲの医龍永遠に好き
[11703.673] (S)ぐぐぐる: めっちゃおもろいよ
[11704.789] (S)おおるり: 不適切良かった
[11705.947] many7575: 天海祐希のでてるドラマもいい
[11706.277] (S)hinakononichijou: ムロツヨシ好きそう
[11706.466] ぬぴーーー: おわったー
[11707.030] (S)tavu_0214: それもわかるww
[11707.091] (S)yunyun7171: 一気見か
[11707.263] (S)vam_y_a: わかる
[11707.751] an_do121: 不適切は見たほうがいい
[11707.991] tarabaaaa: わかる
[11708.411] goshawk1152: わかる
[11708.623] ゆずシフォン: わかる
[11709.053] あるみ屋: わかるー
[11709.678] (S)ぽぽんぬちゃん: わかる
[11709.988] (S)逆叉洸奈: うんうん
[11710.120] ayunosioyaki0223: わかる
[11710.570] (S)とろネギ: わかる
[11710.761] (S)しゃけみしゃけ: わかる
[11711.234] nem_kun_peco: 一気見の醍醐味
[11711.993] mimitabu_92: おわったよー
[11712.687] (S)ｼｷ_: 結婚できない男は？
[11712.910] (S)yui0177: yui0177 subscribed at Tier 1. 
[11713.071] manakaito: わかる
[11713.100] (S)Rio__44: わかる
[11713.599] many7575: わかる
[11713.860] (S)zaaaaaaaakio: 分かる
[11714.060] (S)monaka_217: 今からあなたを脅迫します
[11715.806] (S)ほりいしなぁる: 待ちたくないんだ
[11717.875] (S)とろネギ: イッキ見したいよな
[11720.627] (S)海にぃ: わかる
[11720.808] suiha_7: radaoGJ
[11721.308] (S)ぽぽんぬちゃん: 一気にみたい
[11722.628] (S)hinakononichijou: ムロツヨシ好き？
[11724.777] (S)逆叉洸奈: アクマゲームっておもろい？
[11727.774] (S)ボンゴレパスタ: 一気見できるのいいよなぁ
[11732.226] (S)kaitendai: 連ドラって疲れん？
[11732.828] nem_kun_peco: お前やん
[11733.737] many7575: トリックすき
[11735.110] (S)amiiii_go: コウノドリもネトフリあるよ、綾野剛主演の医療ドラマ
[11735.956] (S)monaka_217: 今からあなたを脅迫しますってやつめっちゃ面白かったよ
[11736.171] (S)ｼｷ_: いいよね〜
[11736.357] jubilo_dayo: 闇金ウシジマくんは？
[11736.450] ぎむきょういくろせ: お前は東大に行け
[11739.926] mimi1111_kuken: VIVANTは見た？
[11740.793] kon0703: アンメットもおもろい
[11749.822] (S)ringodaga: テセウスの船は！？
[11751.224] kuro_300: 空飛ぶ広報室好きなんだがネトフリ来ない
[11751.860] (S)壬風: 堺雅人と阿部寛ならVIVANT見れば一石二鳥
[11757.167] many7575: 少しずつね
[11757.662] (S)michelleena: ネトフリだけでやってるサンクチュアリ
[11759.065] (S)たかなしはな: わかる
[11759.572] nem_kun_peco: テセウスの船は流行り過ぎね
[11762.380] (S)たか3: わかる
[11762.905] an_do121: いつでも最後まで見れるってのがでかいよ」
[11764.795] (S)ぽぽんぬちゃん: わかる
[11764.984] (S)ｼｷ_: わかる
[11766.201] (S)rikoris41ss: 映画だけど、22年目の告白 私が殺人犯です
[11767.339] (S)まゆむら_: わかる
[11767.707] many7575: わかる
[11768.387] (S)みってやん: 逆におすすめのアニメある？
[11769.389] (S)亜琉斗: めちゃくちゃわかる
[11771.146] (S)おおるり: 忘れるよね
[11775.782] nem_kun_peco: 一日に何本も見るタイプか
[11775.857] navyblue___: へー
[11776.509] (S)hinakononichijou: 結果気になってウズウズする
[11778.288] many7575: わかったー
[11779.962] (S)ｼｷ_: あれがちやばい
[11781.458] an_do121: あれはマジでおもろかった
[11782.561] jubilo_dayo: VIVANTはがち
[11783.416] nem_kun_peco: おぉー
[11783.474] (S)たかなしはな: みてみる
[11784.750] kon0703: へー
[11784.805] (S)いぶちゃんぶ: あれやばい
[11785.811] (S)壬風: あれはホント面白かった
[11786.042] あるみ屋: ほんとに好きよね
[11786.131] (S)むぎ丸: わかったー
[11786.332] (S)かむーあ: アニメ見やんの？
[11786.560] れもんちぃ0: おもろいよな
[11787.269] (S)おちゃスロット: おもろかった
[11788.013] suiha_7: radaoGJ
[11789.133] (S)amiiii_go: あれはもはや映画だった
[11790.573] navyblue___: リーガルハイおもろかったよなー
[11791.402] (S)Rio__44: へー
[11791.712] (S)pomhono: おもしろかった
[11792.353] kon0703: そんなおもろいんや
[11793.362] nem_kun_peco: リーガルハイと並ぶね
[11796.261] yumesawa: そんなおもろいんだ
[11798.453] (S)haru_chan92: あれはおもろかった
[11800.950] (S)suuchaaa: リーガルハイまじで好き
[11802.991] nem_kun_peco: こみかど弁護士最高
[11805.276] そうまぎ: もう堺雅人じゃん
[11805.307] (S)ぽぽんぬちゃん: 半沢直樹見たことない
[11806.319] (S)monaka_217: 弁護士系好きだね
[11807.005] (S)yomoyomoyomochan: コンフィデンスマンJP
[11807.470] ryo_ngz: それな
[11808.148] (S)tavu_0214: ゲオのレンタルあるよ
[11808.236] あっすー_: おもろいよね
[11808.359] (S)ｼｷ_: リーガルハイ何回でも見れる
[11810.337] (S)yui1yui: うーんロード長いなぁ
[11812.901] nem_kun_peco: TikTokで無断転載されてるよ
[11812.934] kon0703: リーガルハイはまじでおもろかったな
[11814.844] kazmaru427: コンプラ
[11816.715] tarabaaaa: radaoOwari
[11817.482] ゆずシフォン: あら
[11817.672] (S)ぐぐぐる: 木更津キャッツアイ久々観たらおもろい
[11819.632] (S)nico_kk_mp: かなしい
[11820.357] (S)hisuiiiiiiiiiiin: おつ？
[11821.361] an_do121: リーガルハイまだ見た事ないから見たいんだよなぁ…
[11821.969] (S)suuchaaa: それもあり
[11822.579] (S)けいと0611: radaoCry1
[11822.617] (S)ｼｷ_: あらw
[11822.691] あるみ屋: あらー
[11822.831] manakaito: 諦めないで
[11823.643] (S)pepechi80: あら
[11823.650] ぎむきょういくろせ: radaoCry1
[11823.696] (S)ゾゾゾンビ: ジブリも追加してほしいわ
[11823.863] kon0703: radaoCry1
[11824.070] nem_kun_peco: radaoOwari
[11824.602] あっすー_: radaoCry1
[11825.632] (S)yunyun7171: 入れてる人いるかな
[11825.690] そうまぎ: 調子悪いね
[11825.867] many7575: radaoCry1
[11826.752] (S)逆叉洸奈: いきなり！！？
[11826.995] shuna3312: radaoCry1
[11827.038] suiha_7: radaoOwari
[11827.404] (S)にゅーとらる496: radaoBigcry
[11827.946] aoneko_san: radaoCry1
[11828.047] (S)あっひょ: 街重いか
[11829.063] とまとﾁｬﾝ: radaoCry1
[11829.231] (S)たゆう_はね: radaoBigcry
[11829.613] (S)たこれ: リーガルとスペックが好き
[11830.560] (S)むぎ丸: 諦めるな
[11830.768] (S)nico_kk_mp: せっかく3時以降人が多いのに
[11831.258] (S)amiiii_go: ステキな金縛りも好きだなー
[11831.949] (S)Makottyann14: いきなりやね
[11832.148] (S)ひなしろ: 一話完結型のドラマが増えちゃって少し寂しい近頃
[11833.831] (S)tavu_0214: しょうがないか…
[11834.698] (S)hatt_u: やる気あったのに 
[11835.364] suiha_7: radaoBigcry
[11835.394] kanariatobu: みんな同時に入ろうとしてるからじゃね？
[11837.016] yuina_oko: もうちょっと生きて
[11841.719] (S)tavu_0214: 何かあったのかな
[11844.487] manakaito: せっかくみんなやる気あるのに……
[11844.612] (S)ringodaga: 諦めないで 
[11844.728] (S)monaka_217: レダーヨージロー BANされた？
[11851.013] kon0703: 滅多にないのに；；
[11853.812] (S)meria777: なんでこんな重いんやろ
[11854.623] (S)yunyun7171: 世界頑張れ〜
[11863.208] (S)amiiii_go: 3時以降は珍しいかこんなになるの
[11865.166] kanade_1008: このあとも見たいです
[11868.546] ぎむきょういくろせ: 今日きょせめそも多かったしね
[11869.622] (S)nico_kk_mp: こゆときってしょぼすけの胃はキリキリしてるんかね
[11869.815] (S)壬風: 阿部サダヲはなぁ…マルモのおきて も良かったけど…
[11871.008] (S)とろネギ: あと5分粘ろ
[11876.380] (S)篠影: しょぼすけさんが頑張って直してそうではあるよ
[11878.012] nano_2x: 洋画は見ないの？
[11879.223] nem_kun_peco: ボーダー
[11884.127] (S)ｼｷ_: BORDER
[11887.136] (S)けいと0611: 99.9もおすすめ
[11888.109] many7575: BORDER おぐしゅん
[11893.959] (S)やなちゃそ: 映画やけどゴールデンスランバー見らん？？
[11898.836] nem_kun_peco: おぐしゅ
[11906.453] (S)arisa_184: 99．9おもろい
[11906.711] kon0703: 松潤
[11908.452] (S)みぃぽこ: おぐしゅん繋がりだとクライシス
[11908.666] Key_1_: インフォーマ
[11909.874] (S)推しを見守る独身女性: ブラッシュアップライフも面白かった
[11910.881] (S)るりあげは: ウロボロスも面白かったなぁ
[11912.757] (S)うみやま: ｗｗｗ
[11912.872] nem_kun_peco: 松潤やん
[11913.632] reo_014: まつじゅん
[11914.042] (S)suuchaaa: www
[11914.926] (S)北見: インフォーマ
[11915.172] (S)ｼｷ_: 99.9めっちゃいい
[11915.180] ayunosioyaki0223: www
[11916.287] ぎむきょういくろせ: 99.9はガチ好き
[11916.426] reo_014: ｗｗ
[11916.435] れもんちぃ0: 好きじゃんw
[11916.932] (S)iris_r5: 99.9おもろい
[11917.129] (S)とろネギ: wwwww
[11917.528] (S)ぱるふぇさん: 緊急取調室好き
[11918.239] (S)komomaru0316: ウォーキング・デッド
