[13.960] hachi8ee: :(
[4693.890] 失地王: どこに向かって歩いてるの？
[4694.189] AUnknownLegendA: Same here it’s very unique and different from here
[4702.631] despera_lk: 知らんがな！
[4702.983] natolajoe: though daigo was a mega celebritie, not so hollywoodian gamerstar  fame right?what if it was ninja
[4704.941] (S)v_harumi_v: わからーん
[4706.906] ~MISSING_COMMENTER_INFO~: APELO
[4707.078] prosciu: 通り過ぎたでしょ
[4711.703] enuemu3: わからんです！
[4712.067] ToolBoxer: he sure doesn't walk very fast
[4714.938] hirochi0413: アペロ？
[4716.719] une3333: カフェさん！ナビ！w
[4717.676] ~MISSING_COMMENTER_INFO~: 午後1時半
[4720.981] checker_od: where is he headed?
[4728.223] SublimeDBX: i've never seen hin streaming outside before
[4730.254] kitori_17: avex本社
[4738.765] dobuokun: 主役の選手は服装昔と変わらないのに、ハメコやRがここ何年かでブランドものばかり着始めたのがすげーださく感じませんか？
[4744.471] AUnknownLegendA: He dose it every now n then
[4760.114] une3333: あれもしかしてカフェさんジンバルだけ渡してこれにて！した？
[4762.455] ~MISSING_COMMENTER_INFO~: ｗｗｗ
[4764.637] suzan_star: そこ右じゃない？
[4767.370] (S)v_harumi_v: みんな好きなもの着ればいいの
[4767.739] Aronaiello: DOUTOR is Doctor in portuguese
[4769.593] StrongToshimichi: エイベックスのとこ右ですかね
[4775.512] (S)imokun888: 選手はスポンサーとの兼ね合いもあるから…
[4775.760] AUnknownLegendA: It’s night here n it’s day there
[4782.779] (S)v_harumi_v: 好きなもの着た方が、元気になれる
[4784.082] SublimeDBX: i probably wouldn't recognize Ninja right away if i saw him... not with normal hair at least
[4790.094] une3333: カフェさんウメちゃんをお願い...
[4790.175] kitori_17: お金がないのでビル売却して賃貸になりましたけどねavex
[4791.684] jojojoy001: 人の服装なんかでいらいらするとかｗ
[4793.341] akiaki0612: 3階
[4794.585] prosciu: 3階
[4806.967] メタルぱんだ: お？
[4809.559] StrongToshimichi: 左手側にファミマが見えたらそこを左かな
[4811.168] AUnknownLegendA: Blue hair ninja?
[4822.990] enuemu3: 超必
[4825.923] hirochi0413: ガラス張りビルの三階
[4826.197] SublimeDBX: yea
[4832.549] AUnknownLegendA: Lol 😂
[4835.725] nikukuisugi333: 愛
[4838.953] 失地王: 永井先生がミルダムでスト５配信してましたが、梅原さんとのコラボはあり得ますか？
[4840.020] ねこざけ: スナックみたいな名前のうどん屋ゆな
[4842.807] (S)v_harumi_v: 愛ってネーミングｗ
[4843.151] kitori_17: ビル風が強いね
[4847.485] (S)v_harumi_v: 確かに！
[4850.406] butch1008: あえてなにも言わないカフェ
[4851.778] une3333: 誰でしたっけ愛って、戦国武将の
[4854.230] hirochi0413: 親父ギャグ！
[4856.573] (S)neogreenlife: 愛ゆえに
[4860.582] west_dogs: ウメハラさんの試合はいつからですか？
[4862.038] checker_od: daigo, time for lunch
[4864.423] (S)imokun888: 隠れ家的な？
[4866.437] suupu: 直江？
[4870.722] メタルぱんだ: 待ち合わせで「愛」に来いって事じゃないの？
[4882.330] (S)imokun888: たぬき！
[4883.319] SublimeDBX: time for dinner here, see ya
[4884.521] une3333: やっぱりこれウメちゃんが斜めにもってるから傾いてませんかw
[4887.342] みそらの: たぬき！！
[4898.384] akiaki0612: 行き止まり
[4899.222] chataro0: 行き止まり
[4900.070] hirochi0413: 行き止まり
[4902.315] une3333: Cleo!!
[4903.267] (S)imokun888: オカノ…
[4904.597] ~MISSING_COMMENTER_INFO~: 違ったｗ
[4904.648] ある_____: これはオカノ
[4905.359] ねこざけ: クレーオ
[4911.691] ぽんです: 違うんかい
[4912.897] enuemu3: おかーの
[4922.160] ~MISSING_COMMENTER_INFO~: 全然違った？
[4923.662] une3333: 騙された？
[4927.915] SublimeDBX: they looked like NPCs lol
[4929.485] (S)imokun888: 何回言うのよ
[4935.929] SublimeDBX: k g2&
[4937.340] (S)ほっきょく: →
[4940.709] SublimeDBX: g2g
[4953.459] AUnknownLegendA: @sublimedbx  see you around
[4955.200] kitori_17: お天気の良さがウメちゃんを陽気にさせるw
[4957.367] (S)v_harumi_v: 昭和生まれだけどちょっとわかりませんでした。
[4965.149] (S)ほっきょく: ３つ目を左折
[4967.659] mogugu67: たのしそー
[4969.528] checker_od: 昼食の時間
[4982.746] (S)funacchi15: 何屋さん？
[4982.879] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[4983.274] enuemu3: ほっきょくにぃありがと〜
[4990.674] (S)v_harumi_v: ほっきょくさんありがとー
[4991.141] メタルぱんだ: ｗ
[4997.278] AUnknownLegendA: Daigo where’s the lambo n girls @
[4997.370] ~MISSING_COMMENTER_INFO~: ガチプロの道案内
[5004.209] (S)v_harumi_v: 頼もしい～
[5008.516] (S)ほっきょく: 今２つ目
[5010.241] レム__: ナビ付き
[5014.593] une3333: く、首が傾く...w
[5022.265] (S)imokun888: 数えてないし
[5023.857] メタルぱんだ: ファミマの交差点左折ってコメントで言ってる人居たよ？
[5041.368] 浣熊俠: veiLost
[5042.097] (S)ヤギー: Daigo the lost boy
[5043.699] StrongToshimichi: あ、そこ左折でいけます
[5053.308] (S)v_harumi_v: ここ左折みたいですよー
[5054.633] (S)imokun888: 画面傾くのは無調整でいってるからしょうがないよ…
[5062.571] une3333: あぺーろー
[5063.369] suzan_star: いい天気
[5064.288] AUnknownLegendA: Daigo smoke that good good
[5066.067] (S)imokun888: 揺れが収まってるだけで御の字
[5072.399] checker_od: schön lol
[5073.408] akiaki0612: 裏道やね
[5075.796] (S)v_harumi_v: 何があるのか？わくわく
[5076.582] ~MISSING_COMMENTER_INFO~: 全然違う場所だったねｗ
[5078.044] checker_od: that means beautiful in german
[5079.131] hirochi0413: アペロでランチ？
[5079.154] メタルぱんだ: こんな路地なん？
[5083.604] みそらの: ｗｗｗ
[5084.526] orange88: 裏道ほっそ
[5085.873] chataro0: アペロで何食べるの？
[5086.508] une3333: 記憶頼りにならねー！w
[5087.263] enuemu3: フレンチ
[5107.607] une3333: 初見のときはどうやってこんなとこ来たんですか？
[5108.367] DonmaiJP: これどこ？？
[5111.623] みそらの: この右の建物？
[5117.390] (S)v_harumi_v: 食べないの？
[5120.609] (S)teruharu_: 折笠さんと2人で最初よくたどり着いたねｗ
[5122.444] natolajoe: show us your car
[5125.963] akiaki0612: なんでアペロ行くの？
[5141.066] AUnknownLegendA: He gots a Bugatti
[5142.546] (S)v_harumi_v: おしゃれ
[5142.737] (S)imokun888: ほんまかいな
[5149.388] (S)v_harumi_v: えー
[5152.124] akiaki0612: ？
[5155.531] mmiiacha: お洒落で殴られる
[5156.324] une3333: オフェンシブオシャレ
[5158.756] chataro0: 攻撃的おしゃれ
[5159.944] balthazar000: これがおしゃれなのか
[5159.980] kitori_17: 丸見えじゃんねえ
[5160.177] suupu: オシャレ恐怖症
[5162.340] hirochi0413: 俺のデザインをみろ！みたいな感じ？
[5162.657] メタルぱんだ: ん？
[5166.141] (S)kanzakinaochan: おしゃれやー
[5169.348] みそらの: 3F？
[5170.755] gooddayzard: japan 行きたいです
[5171.331] ~MISSING_COMMENTER_INFO~: ウメちゃんは堂々としていい。成功者だし
[5172.718] enuemu3: ！！
[5174.223] 失地王: おしゃれ山脈
[5174.771] ねこざけ: おしゃれやなー
[5178.236] メタルぱんだ: おおお
[5180.526] 浣熊俠: veiZOOM
[5180.761] enuemu3: オシャレっすな
[5184.067] bimmybeutron: nice architecture
[5187.861] (S)teruharu_: オシャレすぎんか
[5187.863] (S)v_harumi_v: お、ウメちゃんだー
[5190.422] (S)imokun888: カシャハラ
[5190.636] chipstar9: おしゃれのパワハラ
[5190.637] une3333: かしゃりんこ
[5191.883] みそらの: 写真撮っとるｗ
[5192.013] balthazar000: おおカメラ
[5192.436] suzan_star: 不動産屋かなにか？
[5195.168] hirochi0413: 冷やかしにいくの？
[5196.789] (S)ひえさま: 今日定休日
[5200.130] ~MISSING_COMMENTER_INFO~: 食わない、視察のみかｗ
[5204.483] akiaki0612: 何しに来たの？
[5204.807] みそらの: ワインバーっぽい
[5205.613] une3333: ちょっとお茶してきては
[5208.707] hirochi0413: 定休日は草生えますよ
[5210.780] kimie_white: 裏原宿？
[5213.081] 4444446666: 記録な
[5229.196] レム__: 不審者
[5229.521] checker_od: daigo got stream sniped?
[5230.531] une3333: あ、ほんとだカフェさん頭スッキリしてる
[5233.769] momiji4431: 不審者
[5235.057] suupu: 不審者
[5235.645] tataktkr7: 不審者w
[5237.543] (S)imokun888: 不審者感あるぞ
[5237.617] nikukuisugi333: ｗ
[5237.841] despera_lk: カフェ頭涼しいな
[5240.070] jagajaga1943: 不審者ｗ
[5241.011] hirochi0413: 不審者だ！
[5242.278] mako6912: 不審者やんw
[5242.833] sne_con: 風貌があかんｗ
[5244.019] (S)murabito06: あやおじ
[5244.090] natolajoe: daigo is visiting his grandma
[5245.132] (S)v_harumi_v: かわいい
[5245.741] ancient_mushroom: fallenBR
[5245.832] kame277: ウメ不審者
[5248.429] NEALtt: LUL
[5250.391] 4444446666: おじさん
[5251.766] 失地王: そこの窓から入ろう
[5253.999] peperon17: あやしすぎｗ
[5255.111] despera_lk: みんな電話しないでね！
[5255.173] mmiiacha: 不審なオジ
[5257.326] enuemu3: お巡りさんこっちこっち👮👮
[5257.653] ~MISSING_COMMENTER_INFO~: 勇気あるな
[5260.033] chataro0: 殴り込み
[5262.378] suzan_star: なぞのオブジェあるねぇ
[5263.055] hirochi0413: 警備員とかに捕まったらどうしよう
[5263.574] chipstar9: 空き巣狙ってない？
[5264.219] ぽんです: ｗｗ
[5265.484] みそらの: 着いてっちゃダメでは？
[5269.761] AUnknownLegendA: Arriba rohlandino
[5271.735] 4444446666: ズボンのせいか足短く見える
[5273.579] enuemu3: なんだろあれ
[5273.838] akiaki0612: カフェにいが怪しい人に
[5277.650] (S)teruharu_: ちょっと痩せてた？
[5278.759] une3333: カフェさんそのまま逃げるんだ！
[5284.831] mako6912: 行っちゃったw
[5285.509] (S)imokun888: ジンバル持たされ刑
[5288.477] ~MISSING_COMMENTER_INFO~: 逃げていいと思うｗ
[5289.902] kame277: 洒落てんねぇ
[5292.682] みそらの: カフェさん、取り残されて不安
[5295.755] akiaki0612: さあカフェにい、喋るんだ
[5301.124] suzan_star: シェアオフィス的な雰囲気だ
[5303.881] 戸愚呂妹: 息をするように忍び込む
[5305.092] ある_____: 泥棒の下見か？
[5306.613] kitori_17: なぜ坊主に？
[5309.987] bunkichi23: 調整について語る？
[5313.354] (S)imokun888: 一人で来てたらどうしてたんだ…
[5327.159] enuemu3: このカメラワーク
[5329.415] 4444446666: この店ってウメハラが昔行ってた店とかなん？
[5330.874] sne_con: なにしに行ったんだっけ？
[5333.738] suupu: スジャータ
[5335.352] tokogonish: 隠れる？
[5336.617] une3333: ウメちゃんにはできないカメラワーク
[5348.751] enuemu3: 安定してるよぉ
[5349.303] kitori_17: 周りの様子がよくわかる
[5349.627] checker_od: dynamic camera angles
[5351.436] (S)teruharu_: 都会だあ
[5351.783] akiaki0612: オシャレ空間
[5357.009] (S)imokun888: デテキハラ
[5357.885] chataro0: 王の帰還
[5359.699] une3333: あ、変なおじさん帰ってきた！
[5369.871] 戸愚呂妹: 不審者いた
[5370.652] akiaki0612: サイフぼと
[5371.400] 0mblo: Daigo collecting that pimp money
[5371.618] (S)imokun888: でけえ財布
[5375.030] ddaoenrttrneoadd: Man purse
[5376.296] triskeal: お金もってそうなお財布
[5377.099] sne_con: 分厚いなｗ
[5377.421] (S)v_harumi_v: おかえりなさーい
[5377.474] kame277: ビースト
[5377.620] checker_od: hmm
[5378.066] mogugu67: 変なおじさん!
[5381.447] 5don: 定休日情報がジョークで良かった
[5381.925] ancehutn: かっこいい
[5382.918] Real_Zenith: umeLaugh
[5386.261] suzan_star: 何目的だったんだろう
[5393.740] une3333: ウメちゃんさらにお腹へっこんだ感ありますね
[5394.705] jagajaga1943: 何の店だったのいま
[5394.835] ねこざけ: 懐かしみに来た
[5399.323] kitori_17: あ、入らないのですねw
[5399.703] (S)imokun888: ウメちゃん持つと傾くＷＷ
[5408.387] tonyudx2025: 後々誰かと行くんじゃない？
[5412.942] (S)ほっきょく: 信号←
[5413.271] bando_eiji: 酔うな
[5414.373] orange88: ウメさん痩せ始めたかー
[5418.401] enuemu3: ウメちゃんカメラ
[5419.117] une3333: ウメちゃんがもつと傾くのなんでw
[5424.903] mogugu67: ツケの支払い?
[5430.224] (S)ほっきょく: 信号左折
[5431.761] butch1008: スジャータが3時をお知らせします
[5432.358] enuemu3: カフェさんが上手いのか
[5432.803] レム__: なんでぇ！？
[5439.917] (S)teruharu_: ｗｗｗ
[5442.906] balthazar000: そりゃもう獣の圧っすわ
[5454.151] shiro_risu01: umeCatHope
[5456.870] (S)imokun888: ジンバルにもプレイヤー差あるみたい
[5457.505] une3333: ウメちゃんてから変な電磁波とか出てるんじゃ
[5459.061] chipstar9: なんか揺らぐね
[5462.177] ~MISSING_COMMENTER_INFO~: たまには傾いていこう
[5468.133] (S)ほっきょく: そっち目黒＾＾；
[5475.185] massaaan: クロックスの影響でウメ自身が傾いてる
[5484.444] あかの: ぼぼぼぼｂ
[5486.439] balthazar000: 面白そうじゃない？
[5487.796] (S)ほっきょく: ←だよ新宿は
[5490.491] une3333: ぼぼぼぼぼ
[5494.764] (S)teruharu_: ボボボボ
[5496.642] kame277: 風がああ
[5499.493] unchikong12: 今日風強いの？
[5506.201] jojojoy001: 風の音やっば
[5507.645] bo_kansha: ﾋｭｫｰ
[5509.283] une3333: ぐえええw
[5510.352] shiro_risu01: ぼぼぼぼ
[5511.644] suzan_star: 首が
[5514.460] みそらの: 90度傾いたｗ
[5528.280] (S)ひえさま: 食べログ情報だと日月火休みなってたでさっきの店
[5532.183] (S)ほっきょく: ずーーと真っすぐ行けば四谷４丁目で新宿が近い
[5535.971] une3333: 額縁？
[5537.932] shiro_risu01: なおったぁぁぁ
[5541.640] (S)teruharu_: カフェさんありがとー
[5553.131] (S)imokun888: 若干俯いてるけど
[5553.704] kame277: 額縁あるといいね～
[5573.843] (S)ほっきょく: 明治通りから行く？？？
[5576.350] ねこざけ: なんでがや？
[5578.394] suzan_star: ホープ軒いけんく
[5580.405] une3333: ポスターか何か飾るんですか？
[5581.737] みそらの: そこを大通りも渡って道なりに行くと国立競技場方面ですね
[5600.124] レム__: 突然の問題
[5608.725] あさご: 北区
[5610.265] (S)ほっきょく: このまま真っすぐ行って新宿御苑が桜満開な気が
[5610.580] 4444446666: 港区
[5610.774] suzan_star: 大田区
[5611.983] mohita_3: 荒川区
[5613.653] 5don: @une3333 色紙を飾るとのことです
[5617.710] ~MISSING_COMMENTER_INFO~: 板橋ザンギエフ
[5617.782] NEALtt: 板橋区
[5618.283] (S)imokun888: 大田区いってなさそう
[5618.805] chataro0: 品川区
[5620.031] kame277: 大田
[5620.971] (S)neojapan01010: 千代田
[5622.022] cicada_moons: 豊島区
[5622.594] bo_kansha: 下の方か？
[5623.510] (S)arotadiph: 江戸川区
[5624.151] peperonnnnnn: 足立区
[5624.643] (S)ヤギー: 江東区
[5626.399] (S)kanzakinaochan: 23区分かんない🥺
[5626.654] 無心に: 江東区
[5630.963] Ch1nza: 練馬
[5631.208] kitori_17: 練馬とか？
[5636.775] ~MISSING_COMMENTER_INFO~: へー
[5636.993] une3333: そもそも23区が分からないです
[5638.740] enuemu3: 区わからんです！
[5645.792] (S)ほっきょく: 千葉
[5645.925] (S)murabito06: 亀有
[5648.815] ~MISSING_COMMENTER_INFO~: 確かに千葉方面に用がないと行かないよね
[5651.065] みそらの: 葛西とか行ってない？
[5652.588] suzan_star: 小岩
[5653.344] fffpt119: 篠崎
[5653.744] code0401: マジか！？
[5675.301] (S)arotadiph: 小岩、江戸川よ
[5676.442] くろせん: 葛西のゲーセンであったことあるよ。江戸川区やで
[5677.807] code0401: 亀有は葛飾
[5678.250] (S)ほっきょく: ゴマキが江戸川に住んでる
[5687.889] machakyuro: 南側は江戸川
[5693.219] kobi3070: umeCatHope
[5695.401] mohita_3: 人狼みつけたぁ
[5696.575] 戸愚呂妹: うそついた！
[5700.042] une3333: 嘘ついたわけ！？！？
[5706.864] 4444446666: さすがにな
[5706.975] kitori_17: ダメとは
[5709.553] (S)murabito06: 多摩地区行くか
[5711.629] kame277: 東京未開の土地ないの？
[5712.255] shiro_risu01: umeCat
[5715.120] ねこざけ: ｶﾞﾋﾞｰﾝ
[5715.218] massaaan: 全国制覇しよう
[5727.437] (S)ほっきょく: 市は奥多摩とかそこら
[5736.138] (S)ヤギー: 散歩で制覇してほしい
[5754.383] une3333: 見聞を広げていこうというわけだ
[5782.904] 黒魔: 一緒の方？は誰だ
[5795.580] みそらの: 準レギュラーの96カフェさんです
[5804.206] ShiroHojingu: 真夏になったら、湘南シリーズとかお願いしたいわ。
[5805.498] suzan_star: お金ないとみじめになる街
[5809.912] 黒魔: ありがとー
[5815.253] ねこざけ: 色髪ショートええなあ
[5818.836] 戸愚呂妹: オシャレの頂点にクロックス
[5819.094] (S)ほっきょく: 知り合いのタクシーが停まってたｗ
[5820.444] une3333: カフェさんも爽やかオシャレさんだものなぁ
[5821.239] ~MISSING_COMMENTER_INFO~: 今日はイケてる人いなかったね
[5843.054] une3333: ひとつの区にひとりボスが？w
[5844.154] (S)imokun888: 知らないだけであるんちゃう
[5844.513] checker_od: german bakery!
[5850.592] 失地王: 足立区は暴力が売り？
[5852.147] checker_od: german glasses, nvm
[5857.550] ねこざけ: 一応あるはあるんでない？区ごとのウリ
[5879.807] suzan_star: 萌えキャラ23種作ろう
[5895.390] ねこざけ: スカイツリー大ボスだからええやんw
[5895.495] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[5896.503] サーフイ: 散歩こんにちわ～😼💦
[5897.517] akiaki0612: 足立代表ウメハラ
[5912.172] mohita_3: ｗｗｗ
[5917.914] kitori_17: 頭数
[5921.543] サーフイ: 足立区の星😼💦
[5925.054] (S)imokun888: もやんとした売りだ…
[5926.810] hirochi0413: 足立区の人にガチギレされそう
[5928.461] 4444446666: 俺たち、"ダチ"だよなあ？？
[5928.664] une3333: 売られたくねぇww
[5928.702] shiro_risu01: どうしてw
[5934.613] akiaki0612: 暴虐
[5952.606] hirochi0413: 格闘技選手に足立区の人結構いたりする
[5956.627] une3333: 過酷な環境で育ったが故に
[5961.654] サーフイ: 10年も散歩してるな😼💦
[5963.327] (S)imokun888: 世界のキタノちゃうの
[5975.890] hirochi0413: 千代田区
[5979.632] 失地王: 都庁がロボだから
[5981.635] (S)ほっきょく: 新宿かと
[5981.947] ねこざけ: 新宿は都庁がロボに変形するよ
[5998.950] despera_lk: 練馬打つ手なし？
[6000.949] hirochi0413: 江戸川区も強そう
[6002.854] メタルぱんだ: ｗ
[6004.770] サーフイ: 毎日散歩😼💦
[6004.800] 失地王: 府中も刑務所がつよそう
[6008.212] みそらの: 寅さんもあるよ！
[6013.934] prototypeie: 北区はすぐ敗退か
[6016.012] (S)ほっきょく: 練馬自衛隊があるわｗｗｗ
[6016.622] OSAAAAMU: 港区も強そう
[6020.977] despera_lk: やめて！！！
[6023.501] itinitizaku: 足立区
[6027.864] akiaki0612: 練馬は車
[6028.790] (S)imokun888: 大根あるやろ！
[6029.846] (S)murabito06: 武器が大根
[6030.012] despera_lk: ふざけんなｗ
[6034.768] 失地王: 稲城市も辞退
[6036.576] あかの: 練馬はなんもない。住んでて感じるわ
[6037.114] suzan_star: 板橋区は？
[6037.502] hirochi0413: 区じゃないけどダークホースの八王子市が
[6040.304] NEALtt: 現都知事が練馬区在住
[6041.749] machakyuro: 江東区はタワマンが腐るほどあるよｗ
[6044.262] (S)arotadiph: 練馬はアニメ
[6047.742] akiaki0612: 大田区
[6048.793] じゃむじゃむお: 区じゃないけど町田は神奈川県が間違えて味方してくるから強い
[6057.784] 失地王: ザンギ
[6058.568] しみずのりお: 北区
[6063.310] ~MISSING_COMMENTER_INFO~: おおん？
[6068.980] サーフイ: 足立区で散歩じゃないのか😼💦
[6073.187] まるまり_: 日本初のカラーアニメは練馬区
[6075.896] 失地王: 板ザン
[6077.062] (S)neojapan01010: 3人に勝てるの？
[6079.341] hirochi0413: もう何の話なんだよw
[6085.584] ~MISSING_COMMENTER_INFO~: 練馬ナンバーは他県からしたら恐怖だけどねｗ
[6087.766] tataktkr7: 練馬タワー笑
[6090.235] (S)imokun888: 赤羽
[6090.648] bo_kansha: 公園くらい
[6091.521] stillMAT1K: stillmat1k subscribed with Prime. 
[6091.574] (M)Moobot: @STILLMAT1KさんTwitch Prime登録ありがとうございます！
[6092.160] machakyuro: 北区は赤羽があるじゃないｗ
[6098.692] suzan_star: なんの勝負ｗ
[6102.352] サーフイ: 白蛇伝😼💦
[6103.526] ねこざけ: 何の勝負やねん
[6104.672] メタルぱんだ: え？ｗ
[6109.616] SteveyoTTV: ride bikes
[6109.837] sne_con: 練馬は大根がある
[6110.147] (S)teruharu_: 23区最強決定戦
[6110.543] machakyuro: 赤羽はくせがつよいんじゃｗ
[6112.207] kame277: 一番を競うのね
[6113.914] haniwa09: 練馬には東映なかったっけか
[6119.912] サーフイ: ハゲ😼💦
[6119.942] akiaki0612: 文化人多い北区
[6120.048] NEALtt: 中野区新宿区文京区すら練馬ナンバーになってしまうという
[6122.038] SteveyoTTV: nemohand1No
[6125.835] massaaan: チャリ敷き詰めていけ
[6129.045] emaplusplus: 吊り下げ型GSだ
[6139.987] kame277: 文京は？
[6140.057] melmel_melme: 絶対負けるなよ
[6143.628] ~MISSING_COMMENTER_INFO~: 練馬ナンバーは関東じゃ一番評判悪い
[6152.066] akiaki0612: 大田区もなんもない
[6157.480] (S)imokun888: 大田区は空港あるから
[6167.835] (S)imokun888: 日本の玄関でいうと
[6172.314] サーフイ: 亀🐢💦
[6172.855] (S)ほっきょく: 大田区は羽田
[6178.195] (S)arotadiph: 空港…
[6178.612] sne_con: 田園調布は大田区じゃないの
[6181.562] ~MISSING_COMMENTER_INFO~: 税収強い感じか
[6189.166] despera_lk: 結局、千代田と新宿の一騎打ちになりそう
[6192.056] 失地王: 八王子は？
[6194.203] incorrectdefense: japan must really have good internet
[6195.403] machakyuro: 競馬場も大田区じゃなかったっけ？
[6202.913] ちぶるすきー: 田園調布は大田区
[6204.020] (S)binbougachiyaba: 田園調布は大田区だよん
[6210.114] suzan_star: 平和島もある
[6212.535] ねこざけ: エンゲル係数が高い区ってどこかな？
[6213.422] サーフイ: イカ🦑と亀🐢💦
[6223.881] nanpao124: 武蔵野市
[6225.153] side_box: 武蔵野市
[6227.224] despera_lk: あれは武蔵野じゃね？
[6227.637] ロンレン: 武蔵野市
[6229.165] (S)たなかん: 武蔵野市かな
[6231.366] (S)ヤギー: 武蔵野市
[6233.597] 4444446666: 武蔵野市です
[6233.924] side_box: 区外
[6239.954] (S)arotadiph: 区じゃねぇ
[6240.975] despera_lk: そもそも区ではないな
[6244.784] サーフイ: カリアゲ
[6249.256] suzan_star: となりの西荻窪までが荒川区らしい
[6255.182] 4444446666: 荻窪あたりが杉並区
[6270.938] mohita_3: 唯一23区に対抗できる
[6278.573] 4444446666: 荻窪から高円寺が杉並区 その隣が中野区
[6278.662] だわさワサワサ: 荻窪阿佐ヶ谷高円寺が杉並区か
[6291.391] suzan_star: 間違った杉並区
[6301.467] erukima: こんにちは、ウメハラさん
[6311.509] (S)arotadiph: ブロードウェー
[6347.329] suzan_star: 左手にあるクレープ美味しいっす
[6366.631] akiaki0612: 今のところ、忘れられてる区ないかな？
[6419.170] suzan_star: ちょっと過ぎちゃった
[6423.437] (S)arotadiph: 豊島区出た？
[6446.287] ぽんです: 文京区
[6461.869] (S)arotadiph: 23って結構な数だしね
[6478.830] sne_con: 足立区の人口は島根県に匹敵する
[6480.423] ねこざけ: 港区
[6484.095] machakyuro: 品川
[6489.927] taro_ymd: 葛飾、江戸川
[6505.150] model342: 天気いいねえ今日
[6521.137] ちぶるすきー: 品川はなにもない
[6525.205] (S)brunoman1: オフィス街
[6530.435] bo_kansha: オフィス街ってイメージ
[6532.121] Eigyotyu440: Eigyotyu440 subscribed with Prime. They've subscribed for 66 months! 
[6532.163] (M)Moobot: @EIGYOTYU440 with the 66 months re-sub! 
[6534.218] ちぶるすきー: 品川駅も港区という罠
[6534.231] kaigaizei: 企業と飲み屋
[6534.940] StrongToshimichi: 発展してるだけで名物的なものはあんま無い気がする
[6535.913] CIS_LACIMA: 目黒区
[6546.400] (S)ほっきょく: 国立
[6546.887] 失地王: 目黒駅は品川区じゃなかったっけ？
[6549.387] peperon17: 国立
[6552.046] ねこざけ: 新国立？
[6552.065] (S)タシオニ: 品川安い飯屋がうまいとこが多いイメージ
[6607.912] kame277: ホープ軒いたぁ！
[6614.454] mohita_3: もっとオシャレな印象
[6617.996] side_box: 野方ホープとホープ軒は別物。
[6620.324] (S)ほっきょく: あのホープとは別
[6626.777] (S)neogreenlife: えらいポップだな
[6637.308] side_box: ここは、背脂ちゃっちゃ系の元祖
[6651.228] side_box: 吉祥寺のホープ軒がホープ軒始祖
[6667.060] konjac_0419: 石井プロもラーショの最強店興味なかったっけ？
[6696.505] sne_con: 野方ホープずっとホープ軒だと思って食ってた…
[6716.187] (S)saparann: うまそ
[6739.698] kaituburi: ホープ軒ってよく考えると変わった名前
[6745.609] balthazar000: へ〜。じゃんがら複数系統あるんか
[6746.970] (S)清潔なおしり: おしりの親子 subscribed at Tier 1. 
[6747.067] (M)Moobot: Thanks for subbing, @OSHIRIPEROPERO 
[6751.483] maemaemaema: 王将と大阪王将
[6756.729] hasitaka0: ウメさんが高円寺で行ってたのってホープ軒じゃなくタロー軒じゃない？
[6778.676] blackcoffee0821: クロック…
[6779.619] side_box: 野方ホープは、女性店主が野方でラーメン屋始めた時、その時はやってたホープ軒の名前にあやかって付けただけだったきがする。
[6783.541] junjamaica: うめちゃんラーメン登山用のバーナー買ったの？
[6790.325] ねこざけ: 高尾山はクロックスで行ける
[6832.345] sne_con: ピッケルと銀の筒を用意しなきゃ
[6832.502] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます → https://bit.ly/2YE2nLB
[6846.398] junjamaica: 山頂で食うラーメン最高だぞ
[6847.057] gaming8898: ベッドと思ったら散歩だった
[6850.974] (S)neogreenlife: 脳みそ入った筒
[6874.548] model342: BibleThump
[6876.101] hasitaka0: 山で食って一番美味いのは疲れた時のチョコレートだなー
[6878.412] 失地王: ゲーミングベッド？
[6879.775] (S)erisuk: そんな；；
[6882.066] suzan_star: 巧大塚
[6882.786] (S)たなかん: BibleThump
[6883.296] ねこざけ: さよならなんて言わないで！
[6883.857] (S)清潔なおしり: 都合の良い関係
[6885.800] (S)saparann: えぇ！？
[6885.962] 戸愚呂妹: ひどい
[6886.542] kame277: やだやだ
[6887.418] (S)neojapan01010: やっぱ大塚家具か
[6888.285] mako6912: BibleThump
[6888.544] blackcoffee0821: 担いで帰るの
[6894.323] enuemu3: BibleThump
[6908.353] kaituburi: ヤマダHDの子会社だっけ
[6910.270] (S)清潔なおしり: また大塚と寝るのね
[6911.402] maemaemaema: ミートさんもベット買ってたな
[6931.491] kern_tucker: ほぼ１代でデカくして娘が１代で潰した
[6936.782] junjamaica: 高尾配信もしてくれるの？
[6937.769] bunkichi23: 結局父親追い出して会社をダメにしただけだった
[6943.020] gaming8898: 親父が凄すぎたね
[6949.142] prototypeie: 親父さんが強キャラだったのか
[6953.321] (S)kireboshibasyato: アフターケアとか顧客一人一人に対する手厚さとかが良かったみたい
[6953.429] balthazar000: 囲い込むような営業方法したんだっけか
[6960.256] kaituburi: 新宿のあそこにあるの大きいよね
[6966.926] (S)erisuk: 2代目は本当に身内にすると無能
[6969.371] nagonago13: 娘は今経営コンサルしてるらしい
