[0.436] nihonsyu_: kskｗｗｗ
[2336.851] tooyasan1: ｗｗｗ
[2336.986] 東北のスロカス: ｗｗｗ
[2338.546] yuubinya: ゆるして
[2338.588] fujimike: 人狼いたああああ！！
[2339.456] mujina627: 体拭かないと
[2339.505] (S)ishiwata1234: www
[2341.108] onigiri21: 許さねぇからなぁ！？
[2341.691] (S)tilia211: ｗｗｗｗｗｗｗｗ
[2343.470] akasanz3x: もう見えるんだってｗ
[2344.071] fin_fannel: 全然じゃねえかw
[2345.194] kasukabeharu: ｗｗｗｗｗ
[2347.348] のぞみくん: ない！？
[2347.545] (S)闘劇のアルベルト: と思うじゃん？
[2350.344] chinpocor: どっちなんだ
[2350.481] chin_56_: 夢見させやがって
[2351.651] (S)neo_jsk: パチ兄
[2352.582] 1108044k: 希望をあたえて絶望させる
[2352.845] fin_fannel: どっち！？w
[2353.822] right_8: デカイ顔見えないけど？
[2354.070] squid4chan: どっちだよw
[2356.259] maddy2623: ないんだなこれが
[2358.248] mixvegi: ああん💢
[2358.926] (S)mogetasan: うおおおお
[2359.309] (S)patriot_ryoma: 悲報：明日（日）弘前も降水確率７０％
[2359.429] wattmin: ほんとえいた嫌い
[2359.905] LEE4646: ええんやで
[2360.211] pascal171012: バシャバシャいっとるｗｗ
[2361.212] (S)baebae_6: 木しかねぇよ・・・
[2362.064] さっぽさんぽ: 左側にホテル
[2363.479] (S)Hiclere: やったぁ
[2363.637] (S)ishiwata1234: すっと伸びるロングロードで草
[2363.868] (S)jin0073: ないなぁ
[2364.319] umesecond: ホテルどこ・・・
[2366.519] 戸愚呂妹: ぜってえだな？
[2366.587] nishikawa_kun_: ホテル隣接のレストラン、ガチガチのフレンチなんだけどｗ
[2366.770] feel2525: 全員に飯！
[2367.735] NagOutSide: 許そう
[2368.922] バチ0628: リスナー全員で押し掛けてメシおごってもらおう
[2369.688] (S)rm_rf__: 最後に過酷すぎるw
[2369.976] forthemoment_elt: オシャンな建物がある
[2370.309] (S)gazesd: 奢る気のないやつ
[2370.514] (S)foo_twitch: 入り口が川沿いでぐるっと回ってる
[2371.685] osman_kotarou: 風呂入った後遅くまでやってる店探すのか
[2371.687] 5don: NPC？
[2372.363] (S)しゅごいよ: どこぉぉ
[2372.485] sansiki205: 空島はあったんだ
[2372.663] pascal171012: 村人登場するか
[2374.580] れんぞね: それ
[2375.278] valkbebebe: なんとかセンター
[2375.911] (S)~MISSING_COMMENTER_INFO~: いいかんじ
[2376.524] あとぅ: おつかれーー
[2376.736] syugi3: ん
[2377.802] (S)ys120: 5千人との会食
[2378.276] sanagi55: きたぁ？
[2378.615] morige55: ゴールが見えた！？
[2380.214] tw_numa: 夢みさせるようなこと言うな！
[2380.322] kuniyoshi8: これくらいしか無さそう
[2380.976] 戸愚呂妹: 4700人に飯を奢る男
[2381.236] (S)jin0073: おおお？
[2381.800] poposuke: さっきウメちゃんが言ってた店も良さそうだね
[2381.880] 東北のスロカス: ｇｇ
[2382.608] かふぇらて_: おつかれーーー
[2382.635] feel2525: ホテル来たな
[2382.656] 静声乙: アレです
[2383.057] HirocoT: メシ権
[2385.206] (S)景彡才支: アレ
[2385.208] akasanz3x: えいた、許そう
[2385.459] sonic_chop: 皆風邪ひかないようにね
[2385.859] momochan6: すぐそこ
[2387.017] anaguma3: フレンチでお上品に食べてもろて
[2387.359] oishinbouya: 村が見えたぞ
[2388.676] poyoyon915: 左の建物だよ
[2389.472] 今夜も赤こんにゃく: 罰として全員結婚式に招待しろ
[2389.651] yuubinya: 文明の光
[2391.653] (S)レトロじじい: NPCがいる
[2392.131] (S)闘劇のアルベルト: アレやで
[2394.614] 1108044k: KSKスタンバイ
[2400.301] のぞみくん: あれか！？
[2400.456] hirarilemon: 光ってるのがレストランか？
[2402.310] mememe10: やったか？
[2402.392] orewaotoko: モールス信号か？
[2403.271] fin_fannel: 優しい光が
[2403.995] chamomile21: NPCもいる
[2405.081] onigiri21: NPCだ！
[2405.246] Roze1019: くるか・・
[2406.469] imokun888: これ違ったら他になくね？
[2406.475] fujimike: NPCスタンバイしたぞ
[2406.731] akasanz3x: NPC待機してる
[2410.808] (S)adamsky111: NPCおるやん
[2411.131] shifoncafe: レストランやな
[2411.340] anaguma3: NPCくるわ
[2412.709] osman_kotarou: レストラン19:30までだから間に合うな
[2412.758] (S)ys120: 敵が来たって言ってるのかも
[2414.187] 動画勢0: ここなのか
[2414.339] feel2525: 総師範！
[2415.786] potocki1810: くるまあるー
[2418.585] kurone_2022: シュートカメラとの明るさの差がすごい
[2419.235] chin_56_: わくわく
[2419.334] syugi3: セーブポイントおるんか
[2419.456] LEE4646: NPCいるのかな？
[2420.082] syrup9000g: あのNPCもう出がらしやろ
[2420.385] yamada12321212: 東北にも明かりってあるんやな
[2420.793] 有栖川333: えいたさんお疲れ
[2421.302] pascal171012: ごくろうさまー
[2421.718] right_8: NPCいたぁー！
[2422.184] HirocoT: NPC撮影も頑張って下さい～
[2423.936] danny_love_danny: おお
[2424.604] 東北のスロカス: 不審者来た
[2424.717] kuniyoshi8: 照明ｗｗｗ
[2425.648] (S)foo_twitch: NPCに多めにお礼いってあげて
[2426.515] chinpocor: おおお
[2427.152] rxz_2017: NPCおったああああああ
[2427.964] (S)闘劇のアルベルト: NPCだー
[2428.238] (S)mart_00_: wwwwww
[2428.284] valkbebebe: でっか
[2428.325] (S)しゅごいよ: 不審者だ
[2428.568] (S)vungo_mr: こっわ
[2428.742] ~MISSING_COMMENTER_INFO~: WutFace
[2429.560] (S)tilia211: NPCこわ・・・
[2429.690] 東北のスロカス: こっわ
[2429.723] (S)みはる_雨月: ホラー
[2429.989] (S)しゅごいよ: こっわ
[2430.120] ebiebi12: 顔
[2430.162] 1108044k: 怖い
[2430.252] norishio523: 88888
[2430.778] fin_fannel: こわ
[2431.023] danny_love_danny: こえええええ
[2431.308] kasukabeharu: ｗｗｗｗｗｗｗ
[2431.349] nail06k: こわっ
[2431.882] syrup9000g: 顔でかっ！！
[2431.946] (S)Truth_function: 怖い
[2432.181] (S)nanddeya: 顔でけぇNPCだなあ
[2432.494] akasanz3x: こっわｗ
[2433.044] (S)green_tea_power: こわ
[2433.071] potesaraudon: 老婆
[2433.311] 不渡哲也: 顔でか
[2433.541] oh_yama329: こわ
[2433.556] oimo: ｗｗｗｗｗｗ
[2433.579] feel2525: 召使
[2433.616] のぞみくん: こわ
[2433.874] mmiiacha: 顔のお化け
[2433.908] kuniyoshi8: ｗｗｗｗｗｗ
[2434.047] mako6912: こわ
[2434.091] suzuha1112: でっか
[2434.235] amaneko_0723: www
[2434.482] (S)闘劇のアルベルト: こっわ
[2435.017] (S)レトロじじい: こわ
[2435.075] 今夜も赤こんにゃく: www
[2435.483] sajiseijuro: ゴーーーーーーーーーーーーーール！！！
[2435.519] nanashi644: ｗｗｗｗｗｗ
[2435.577] poposuke: 小坂にある店 居酒屋 瀧観 ホルモンとか地物ワイン
[2435.725] shifoncafe: 草
[2435.730] poapo13: ホラゲーｗｗｗ
[2435.794] borkh3js: WutFace
[2436.011] (S)patriot_ryoma: 宿の主人ｗｗｗ
[2436.236] right_8: これは、夜に襲われるイベントだわ
[2436.368] Roze1019: ｗｗｗｗ
[2436.525] delpel10: ホテル＆レストランだね
[2436.766] PUCHU7788: フラグすぎる
[2437.076] mamimemou: 普通やん
[2437.137] (S)ishiwata1234: 怖い怖い
[2437.301] momiji4431: ｗｗｗｗ
[2437.624] バチ0628: 寒いしｗｗｗｗｗｗｗｗｗｗ
[2437.677] invisible_focus: ｗｗｗｗｗ
[2437.878] aranami0: あれ？
[2437.993] 水増し: あっ…
[2438.163] (S)エムクロ: コワイコワイ
[2438.367] tw_numa: こわっ
[2438.831] demonbane_twosword: ホラゲーやんｗｗ
[2438.878] (S)nitro_7171: こっわ
[2439.354] 大作_: 呪いの館かな？
[2440.081] (S)misosiru: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[2440.200] (S)tilia211: このホテル行きたくねぇ・・・
[2440.232] faiueo: 顔のテクスチャおかしくない？
[2440.448] (S)shinobuchan4649: ｗｗｗｗ
[2440.613] mememe10: アヤシイ
[2440.798] 動画勢0: 金田一にでてきそうなノリｗ
[2440.848] chachachakoma: ｗｗｗ
[2440.893] LEE4646: ｗｗ
[2441.022] meet_across: 正統派執事
[2441.184] TOYBOTA: トリックの村人
[2441.353] nishikawa_kun_: 寒いし（物理）
[2441.425] 5don: むだｗ
[2442.188] sanagi55: ないなった
[2442.818] syugi3: 事件起きそうなNPC
[2443.323] akasanz3x: ネタギレｗ
[2443.530] kuniyoshi8: 引き出し無しｗｗｗ
[2443.566] アベ0206: 出がらし
[2443.813] (S)shinobuchan4649: 余裕がない
[2443.840] momochan6: つまんなｗｗ
[2444.033] (S)pondenring0930: 引き出しすくなっ
[2444.053] (S)neo_jsk: 出し尽くした
[2444.131] tsubame5204: umeFail
[2444.254] (S)tasuminn: ネタ切れ
[2444.282] pascal171012: 引出しからっぽ
[2445.468] UNCHI123456: 妖怪
[2445.663] chin_56_: カラッポ
[2445.769] 1108044k: 搾りかす
[2446.414] low_single: 振り絞った
[2446.870] oishinbouya: 笑えないのが面白かった
[2446.982] Roze1019: ｾﾞﾝﾌﾞﾅｲ
[2447.483] NagOutSide: www
[2447.511] 水増し: ｶﾅｼｲ…
[2448.993] feel2525: 出尽くした
[2449.631] kiichang: 考える時間はいくらでもあっただろ！！
[2449.635] 東北のスロカス: レパートリーオワ
[2449.683] 有栖川333: ネタ切れ
[2450.115] _ピート_: おつかれー
[2450.279] fujimike: ksk・・・
[2450.628] icyblue1985: こわっ
[2451.148] onigiri21: 早くも使い切った男
[2451.665] のぞみくん: 早く
[2451.756] hukohuko: まだあるだろ〜
[2451.904] valkbebebe: なにこのドラクエのセバスチャンみたいな人
[2452.029] evimayo88: NPCにい
[2452.196] (S)rm_rf__: えいた優しいな
[2453.317] (S)みはる_雨月: 面白くなかったけど頑張ってる
[2454.100] 1108044k: 出涸らし
[2456.022] 水増し: ゼンブナイ
[2456.414] danny_love_danny: 血吸いそう
[2456.546] tsubame0614: 大丈夫？宿泊者名簿に金田一一ちゃんいない？
[2456.882] mememe10: 絞り出して
[2457.293] (S)しゅごいよ: なるほどね
[2458.784] neon_d99: だんごさんじゃん
[2459.172] (S)shinobuchan4649: ちゃんと拾ってあげる
[2461.345] kebiisi: 敵だ！
[2462.226] (S)しゅごいよ: 誘い出してからの～～
[2462.326] ゴン攻め: そっかそっか
[2463.290] potocki1810: かなしげｗ
[2465.201] (S)ishiwata1234: かなりそういう雰囲気出てたよ
[2465.993] 5don: お前も敵か？パターン
[2466.155] neon_d99: だんごさんＫＳＫ
[2466.591] 静声乙: ココのホテルのレストランにも比内鶏メニューあったと約10年前の記憶
[2466.745] (S)shinobuchan4649: ケアしないと金返してもらえないからな
[2466.980] invisible_focus: か、鍵がかかってる！ってパターンな
[2467.690] fin_fannel: もうネタ切れw
[2469.973] (S)patriot_ryoma: ｋｓｋも頑張ったのよｗ
[2470.018] oishinbouya: 団地みたいだ
[2471.370] chinpocor: ｋｓｋも疲れてそうだね
[2471.379] (S)nanddeya: このNPC次の早朝しんでるよ
[2472.055] umesecond: お前も敵か？
[2472.121] arthur_funkyslicer: むずすぎw
[2472.177] chin_56_: 洋館かな
[2473.354] syrup9000g: 団地じゃんねえ
[2474.989] nabe_labo: がんばったねー
[2475.031] (S)hone253: 明日ラストかな？？
[2475.447] kuniyoshi8: 早く暖かい所にｗｗｗ
[2475.755] low_single: これはしんどかった
[2475.877] (S)neo_jsk: レストラン併設か
[2476.576] tw_numa: ただの団地じゃんね
[2477.625] sajiseijuro: マジでみんなすげえわ
[2477.907] (S)mart_00_: ここで食べよう、寒いし
[2478.248] akasanz3x: こちら締めで
[2478.448] rock_takeshi: なんかこええな
[2479.229] (S)shinobuchan4649: おつかれーーー
[2479.362] 大作_: 団地じゃん
[2479.393] ebiebi12: ハンサム場所取りしてるのか
[2479.441] 東北のスロカス: あったかそうな建物
[2479.630] LEE4646: おつかれさま
[2480.667] fin_fannel: 着いたねー！
[2481.024] pityutyunpa: 疲れてんねー
[2482.390] anaguma3: 10年前ニキ
[2483.189] HirocoT: 実は敵ー
[2483.715] (S)tilia211: ゴールだあああああ！
[2483.753] pascal171012: 団体団地みた
[2483.920] nabe_labo: 風邪ひかないでね
[2483.974] のぞみくん: あれはレストランか？！
[2485.268] shifoncafe: 明日でおわりかー
[2486.621] chinpocor: いやーおつかれ
[2488.058] (S)foo_twitch: 鉱山系の会社の再利用感
[2488.148] totokarutyo: 〆
[2489.256] (S)patriot_ryoma: お疲れ！！！
[2489.583] maddy2623: 明日最終回
[2489.704] mamimemou: お疲れー
[2490.128] 澤中翔: ついたあああああああ
[2490.694] (S)nanddeya: 風邪はひかないで
[2491.382] (S)闘劇のアルベルト: お疲れ様〜
[2491.674] pascal171012: ｇｇ
[2492.077] ribbone: ganbare
[2492.152] (S)もこ69: お疲れ様です〜
[2492.548] ddb365: おつかれさま～
[2492.684] mako6912: おつかれー！
[2492.894] manifu_: おつかれ〜〜
[2493.004] v_harumi_v: よかったよかった
[2493.164] (S)nakao1976: おつかれさまですノシ
[2493.393] HirocoT: よ！
[2493.527] poposuke: PokPikachu
[2493.821] leefen6: お疲れ様です
[2494.103] (S)binbougachiyaba: お疲れ様でしたぁー！
[2494.204] chin_56_: だよお
[2494.277] や8: お疲れさまー
[2494.490] 何も知らないジョンスノウ: おつおつ
[2494.804] (S)mogetasan: おおおおおおおおお
[2494.996] Papapadad: おつかれさまー
[2495.181] nengu4u: お疲れ様ーーーー！
[2495.366] (S)shinobuchan4649: おつかっれーーーー
[2495.757] LEE4646: 雨の中お疲れさまでした！
[2495.763] buretan555: おつかれ～ｗ
[2495.793] aranami0: お疲れさまでした！！
[2496.143] right_8: 全員生還おめでとー！
[2496.449] (S)ガヤン0521: おつかれさまー
[2496.457] (S)ryabegaming: お疲れ様でした 
[2496.579] nanashi644: GG
[2496.641] chachachakoma: おつかれー！
[2496.676] tw_numa: 風邪引くなよー！
[2496.746] oh_yama329: おつかれー
[2496.826] (S)haicro_zm: おつかれー
[2496.967] (S)mart_00_: いたるー！！
[2497.258] feel2525: いたる！
[2497.380] mmiiacha: 花見たのまい
[2497.571] (S)やすぽこ: お疲れさまです
[2497.766] tsubame5204: umeSalute
[2497.824] fujimike: うおおおおおおがんばれーーーーーー！！！！
[2498.030] (S)tilia211: 折笠頼むぞ
[2498.128] tarantarantaran: FortOne
[2498.189] アベ0206: おつ！
[2498.354] imokun888: 天気大丈夫なんか？？
[2498.412] Boogie9071: お疲れ様ー
[2498.447] パイモン狐村: 頑張れ〜！
[2498.480] あば2: お疲れさまですから
[2498.740] 今夜も赤こんにゃく: お疲れ様
[2498.908] akasanz3x: おつかれー
[2498.949] (S)neo_jsk: gg
[2499.004] King_Fuudo: 落ち武者復活きたあああああああああああ
[2499.149] pascal171012: ひろまえおつ
[2499.238] myaaaaaa123: うおおおおお！！！！
[2499.278] (S)misosiru: BibleThump
[2499.308] neon_d99: おつかれさまああああああああああああああああああああああ
[2499.435] HirocoT: YO!
[2499.484] 不渡哲也: おつおつ！
[2499.547] v_harumi_v: おつかれさまでしたーーー
[2499.561] バチ0628: うおおおおおおおおおおおお
[2499.748] syugi3: ほんまおつかれ
[2499.796] (S)みはる_雨月: GG
[2499.948] 東北のスロカス: 今日もおつかれぇい！
[2500.205] ukiyo55: sekiDST
[2500.340] demonbane_twosword: お疲れ様でしたーーー
[2500.400] (S)shinobuchan4649: またねーー
[2500.796] 澤中翔: ゆっくりお休みーーーー
[2500.990] NagOutSide: おつかれー！
[2501.073] aorca: おつかれさまでした！
[2501.393] yuubinya: 明日も弘前あめだぞー
[2501.473] kuniyoshi8: おつかれーーーー
[2501.675] tw_numa: 雨やめ雨やめ雨やめ
[2501.876] (S)binbougachiyaba: がんばれ！がんばれ！
[2501.943] sakryan: ハナミスルヨ！
[2502.249] (S)n242f45aa: いたる〜
[2502.436] danny_love_danny: うおおおおおお
[2502.592] (S)清潔なおしり: えいたありがとう
[2502.635] Fanta198: おつかれーーー
[2502.653] (S)methotrexate_aym: 皆さん本当にお疲れ様です
[2502.693] neojapan01010: お疲れさまでした
[2502.706] fin_fannel: 疲れたねー
[2503.122] (S)goma_dara: サバイバーたちよ！
[2503.178] faiueo: 天国の折笠…
[2503.417] norishio523: お疲れ様ー
[2503.515] (S)kkshkk: ロキソニンありがとー
[2503.551] chachachakoma: 生存確認！
[2503.583] mamimemou: よかったねー
[2503.664] hotsumaowo: おつかれさまでした
[2503.665] chamomile21: みんな頑張った
[2504.138] crownpecis: おつかれさまでした
[2504.146] (S)shinobuchan4649: 最後まで付き合うよーーー
[2504.152] (S)inkgran: お疲れ様です
[2504.434] kasukabeharu: BibleThump
[2504.501] nabe_labo: 暖かくしてください
[2504.710] (S)rm_rf__: Dよく頑張った
[2504.734] shochann: おつおつ
[2504.814] chinpocor: よかったよかった
[2504.866] 静声乙: マジ乙でございます
[2505.027] ddb365: ナイＤ
[2505.258] Coedawg: umeGrin
[2505.889] blackcoffee0821: おつかれー
[2506.100] nanashi644: お疲れ様でした！
[2506.720] amago_fg: お疲れ様でしたー
[2506.828] keigunnoikkaku: 死ぬんじゃねえぞ！
[2506.845] pascal171012: おつ
[2506.867] puertoescondidomota: 待ってろ弘前
[2507.044] (S)レトロじじい: 生きのこり～！
[2507.232] かふぇらて_: おつかれさまでした！！！
[2507.286] evimayo88: がんばれー
[2507.417] (S)nanddeya: 気は抜かないで！
[2507.625] feel2525: おつかれー
[2508.021] comeco2017: お疲れさま！
[2508.139] pupurasu: おつおつ
[2508.317] momiji4431: お疲れ様ー！
[2508.431] tokiomari: 最終日いってみましょおおおおおおお
[2508.659] kuniyoshi8: ばいばい
[2508.671] (S)kirakirapunch: otaniOtsu
[2508.919] depu: おつかれー
[2509.033] v_harumi_v: ありがとーー
[2509.104] (S)みはる_雨月: おつかれーぃ！
[2509.224] anaguma3: おつかれでした！
[2509.280] (S)foo_twitch: お風呂入ってもろて
[2509.282] (S)n242f45aa: おつっした
[2509.334] yusan090: gg
[2509.438] (S)Truth_function: ホテルは19:30までだな
[2509.484] (S)tilia211: 皆落ちるなよおおおおおおおお！
[2509.501] omo7144: おつかれでしたー
[2509.564] mememe10: えいたありがとー
[2509.585] (S)nitro_7171: イキノコッタイキノコッタ
[2509.594] (S)hone253: 影のmvpえいたさんw
[2509.637] King_Fuudo: えいたありがとおおおおおおおおおおおおお
[2509.752] potocki1810: ありがとーーー
[2509.780] のぞみくん: だーんーご！だーんーご！
[2509.790] (S)P03Nekk0: お疲れ様でしたーー
[2509.808] poposuke: ナイスえいた！
[2509.833] (S)mogetasan: おつかれええええ
[2509.899] じゅうしまる: お疲れ様ですーーー
[2510.148] yut7xot8: エイタナイス
[2510.262] porcupinepine: ようやり通した
[2510.281] ツーフーリン: PokPikachu
[2510.301] amagami14: おつかれー
[2510.438] danny_love_danny: えいたありがとーーー
[2510.629] (S)yukke85: お疲れ様でした！！
[2510.695] zyangara2: ハンサム召喚
[2510.699] chinpocor: ありがとー
[2511.276] こんぽち: おつかれ！！
[2511.383] (S)_ぷっちょ_: えいたありがとう
[2511.452] (S)wankoro_moti: お疲れ様ー！
[2511.519] しろしずく: おつー
[2511.523] gekizawa: おつかれーーー
[2511.767] ヨコグシ: お疲れ様でした
[2511.977] oyukakete3min: おつかれ～！
[2511.999] tamachan_5: ゆっくり休んでくださいね！！
[2512.048] (S)エムクロ: お疲れ様
[2512.401] ebiebi12: ばーい
[2512.414] sonic_chop: おつかれー
[2512.507] chamomile21: お疲れさまでした
[2512.556] neon_d99: やったぜ
[2512.622] sarah_0519: お疲れ様
[2512.707] v_harumi_v: ノシ
[2512.819] oishinbouya: おつ
[2512.833] osman_kotarou: otu
[2512.928] (S)hone253: おつ～～～
[2513.169] (S)binbougachiyaba: もりもり食べてねー
[2513.171] fin_fannel: 頑張った！
[2513.193] pascal171012: ばいにー
[2513.217] depu: ゆっくりやすんでね
[2513.246] mako6912: また絆が深まった
[2513.479] AtomPeter: お疲れさまです
[2513.662] 不渡哲也: umeYay
[2513.766] (S)tilia211: お疲れ様～～～～～～～～！
[2513.806] HirocoT: ないすぅ
[2513.869] (S)shinobuchan4649: あたたかくしてねーーー
[2513.893] inori1929: えいたおつかれ！
[2514.123] higan1983: お疲れ様！
[2514.412] mangoarmy009: おつかれー
[2514.414] rob_z03: お疲れ様ー
[2514.449] kibinago_k: おつですー
[2514.614] kasukabeharu: おつかれさまでしたーーー
[2514.707] tarantarantaran: umeSalute
[2514.951] (S)ishiwata1234: お疲れ！ナイスえいたさん！
[2514.953] (S)nanddeya: おつうううううううう
[2515.145] tamagon_: おつかれさまー！
[2515.398] (S)ninjin125: お疲れ様でした！
[2515.421] ferumosu: お疲れ様
[2515.551] 東北のスロカス: 明日もがんばれー
[2515.978] れんぞね: おつ
[2516.254] fin_fannel: ありがとー
[2516.496] ecm621: おつかれさまー
[2516.672] cook_5921: topang1Bye
[2516.680] (S)~MISSING_COMMENTER_INFO~: おつかれー
[2516.721] mmiiacha: umeSalute
[2517.175] じゅうしまる: またね
[2517.322] (S)choco_mint6: お疲れ様
[2517.398] カンダ: おつかれさまー
[2517.797] nosveral: あなたはよく眠るでしょう
[2517.850] hk_takoyaki: お疲れ様です！明日もがんばれ〜！
[2517.918] (S)しゅごいよ: おつかれーー
[2518.183] oimo: おつ
[2518.413] anymore777: おつ
[2518.513] hakuha2: お疲れ様です。
[2518.540] 台パン丸: おつかれー
[2518.586] 動画勢0: おつー
[2518.613] poapo13: おつかれさま！
[2518.781] しろしずく: ノ
[2518.966] poposuke: KSKはうつらない
[2519.184] shochann: とりえあず風呂でしょ
[2519.272] Boogie9071: えいたもお疲れー
[2519.289] oh_yama329: おつかれさまでしたー
[2519.365] Roze1019: おつ～～
[2519.472] balthazar000: おつ
[2520.362] sam21111: おつう
[2520.404] v_harumi_v: umeSalute
[2520.465] (S)ishiwata1234: いいエンド！！！！！
[2520.526] squid4chan: お疲れ様でした
[2520.528] nanashi644: ｗｗｗｗ
[2520.870] tw_numa: 最終回！
[2521.005] syugi3: GG
[2521.057] x_abu_xx: おつかれー
[2521.846] chin_56_: びしゃびしゃ
[2521.982] yusan090: 生き残れ
[2522.147] puertoescondidomota: お疲れ様
[2522.684] tabibitox: おつおつ～
[2523.208] ragdoll303: おつかれさまです！
[2523.432] (M)Moobot: That's a tad too many emotes, @mogurappp (warning)
[2523.964] (S)hone253: ウメさんwww
[2524.107] HirocoT: おつかれさまですーｗ
[2524.151] aranami0: ｗｗｗ
[2524.615] 澤中翔: 最終日にあおうーーーーー
[2524.627] 東北のスロカス: ｗｗｗ
[2524.926] (S)wankoro_moti: umeSalute
[2524.939] kasukabeharu: うまいものたべてー
[2525.106] (S)rm_rf__: 雨すげえw
[2525.507] danny_love_danny: 切えええ
[2525.831] ヤサカヒデタカ: おつ
[2525.896] さいぞう: お疲れ様
[2526.844] HirocoT: ノシ
[2527.094] leefen6: アールさんかっこいい
[2527.387] King_Fuudo: みんなえーーーーーーーーーーーーーらい
[2527.459] sonic_chop: ｗｗｗ
[2528.023] ヨコグシ: wwwww
[2528.154] (S)tasuminn: 明日は特殊OPだな
[2529.466] mozu_882a: おつした
[2529.600] tabibitox: 切ってぇえええ
[2529.858] kebiisi: 二次会会場行くぞー
[2529.899] さっぽさんぽ: 限界ｗｗｗｗ
[2530.293] (S)shinobuchan4649: 小学生かｗ
[2531.016] ddb365: お風呂～ｗ
[2531.077] potocki1810: ｗｗｗ
[2531.112] aerly_ring: おつかれちゃん
