[7.670] もきち555: こんうめちゃん
[16131.752] gmpmwtwz: EXタクシー
[16137.886] aspirin_29: 次日本人くるか
[16140.029] mifune1046: ウメちゃん目しぱしぱしてる…
[16143.214] (S)umetyaahan: きまず
[16149.286] yarakasitarou: 釈迦ねたま？
[16149.933] (S)~MISSING_COMMENTER_INFO~: 先に寝るねウメちゃん
[16149.938] tomorock21: 寝ろ
[16152.951] kaomoji3: 優しかったね
[16153.091] (S)rockmantarou: うめさん ロートZ使おう
[16158.847] ピヨさん: バランス理論
[16159.498] (S)軽く捻るか: ウメさんの限界が近い…
[16176.678] gmpmwtwz: そろそろ日本人来て欲しい
[16182.354] ピヨさん: 日本人対決の可能性も
[16185.938] yukki401: 試合内容と試合が始まるまでが長すぎて寝落ちしそうや・・
[16191.950] (S)rockmantarou: ボンメナー
[16202.042] moricocoa: 日本人こい
[16210.762] aspirin_29: ぼんがちー
[16212.714] (S)umetyaahan: マサこい
[16221.202] meganesandesuyo: 目きついならランクマやめた方が...
[16222.388] ゆきがら: ウメちゃんねむそうｗ
[16224.343] (S)コムコムぽん: 日本人来てー
[16230.474] agarbotnet818: ウメちゃんトレモしてんの？
[16245.864] yukki401: たぶんなにかしてないと寝そうｗ
[16246.531] ametuti: ウメさん何時間起きてるんです？
[16248.596] セイクちゃん: ウメちゃん…
[16255.165] hojihojidx: ケビン、シュートに似てない？
[16269.059] gorogorogorn: ワイプ寝顔でも成立しそうだけど
[16306.297] aspirin_29: 次日本人こなかったら寝るか
[16311.319] (S)~MISSING_COMMENTER_INFO~: ウメちゃんお仕事中！
[16317.555] usa_sa_bmp: 一回このまま眠ってみて欲しい
[16364.567] (S)軽く捻るか: おお
[16367.621] sigek1: クリスきたぁ
[16368.882] (S)kakutora_no_o: ルークミラーかどうか
[16369.758] (S)firefly860130: 同キャラ
[16375.005] mifune1046: あーボンクリなかったかー
[16377.022] takahashiseigi: ガチくんとボンがやるのかw
[16378.409] gmpmwtwz: これボンガチだろもう
[16378.640] ピヨさん: 日本人残るなぁ
[16381.228] sndkzfm1: ガチボン
[16381.784] momochan6: 日本人同士もありそうやな
[16383.828] ゆきがら: これ初戦で日本人対決あるで
[16384.612] bec118_japan: 日本人同士はやめてくれー
[16397.443] aspirin_29: 残ってる人鬼畜やぁ；；
[16398.280] yousuke778: ウメちゃんｗ
[16407.776] (S)nanakusan793: ガチボンの可能性出てきたやん
[16409.683] adai1123581321: wongかっこいいな
[16412.750] gularain: かわいい
[16413.134] mac011400: ボンガチ勝っても潰しあいか
[16414.016] momochan6: 仮眠してきたら
[16429.457] gmpmwtwz: 今最も最強に近い男
[16447.816] moricocoa: ボンの株をあげていく
[16448.140] aspirin_29: うめちゃん仕事先で大ゲンカしたことある？
[16457.310] イイタマゴ: クリスウォン若く見えるなぁ
[16461.926] takahashiseigi: クリスウォンは謙虚
[16484.521] mifune1046: この強さで兼業なのがバケモンなのよ
[16509.177] moricocoa: グラブルもやってたクリスウォン
[16509.301] usa451: 寝たらめんおじが電流ながしてくれる
[16519.251] zan_k9: 1日3時間だっけ？すごいよな
[16544.484] tomorock21: ビーストモードやって
[16555.145] (S)suzan_star: メリハリがすごいね
[16566.922] librabird: これボン、ガチ確定？
[16573.721] tarako7016: ウメちゃんほぼ喋ってないｗ
[16577.049] aspirin_29: メナのこってるよ
[16586.917] konechan013: あと4人残ってる
[16587.384] librabird: 余った一人はシード？
[16597.520] librabird: ４人残ってんだ
[16607.351] nanaumemayo: 2中p多めなクリスウォンだけど弱体化でどれだけ影響あるのかな？
[16620.988] mifune1046: ラシードルークかなぁ
[16628.234] librabird: いう程屈中P弱くなってないしほぼ影響ないと思う…
[16628.437] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[16663.999] senseiabcd: あ
[16665.494] librabird: もちろんあります
[16666.974] fbhjkl: NotLikeThis
[16667.338] キャン房: ・・・
[16667.427] konechan013: 仕事だよ
[16667.574] life270: え？
[16668.082] gorogorogorn: あるよー
[16668.251] monpiipop: あるる
[16668.643] supermotio: あります
[16668.655] kobetaf: まずいですよ
[16669.498] yukimaruti: deviou74Woah
[16669.549] こんぽち: 有給とったで
[16669.583] Fkdso555: あ
[16669.807] ともぱい: ないよー
[16670.031] (S)firefly860130: あるよ
[16671.317] shochann: ないよ
[16672.390] おにゃにん: 夜勤だったけど風邪で休みにしました(´・ω・｀)
[16672.480] gularain: あるよ……
[16672.742] 硝子窓: 働いてないですv
[16673.342] zan_k9: あるよ？
[16673.887] Shido_moco: 休みや
[16674.601] prosciu: ある
[16675.248] (S)erisuk: ；；
[16675.899] ピヨさん: 仕事しながらみてます
[16676.049] fukurou21: 今日｢も｣ないです
[16676.112] rise_matsumoto: 休みでっせ
[16676.834] ぬんす: 寝ずに行くよ
[16677.558] ぜんでん坂人生: 仕事あるの忘れてた
[16678.910] kimie_white: あるにきまってんだろ!
[16681.111] mm2351: ６時頃寝る
[16681.527] かささぎ: 仕事……？
[16681.640] (S)suzan_star: "無い"
[16681.771] monpiipop: 仕事してる………
[16684.683] mifune1046: ルークラシードか
[16684.849] ゆきがら: あるけど在宅
[16685.742] 超パンダ: や、休みですよやだなぁ…はははw
[16686.596] manmosu16: 夜勤
[16686.618] usa451: ないに決まってんだろ！
[16687.453] (S)ひじきもち: 専業主婦ですすみません
[16687.570] Aoep: 昼からなので大丈夫です👌
[16689.020] binbougachiyaba: 休み〜
[16690.778] monpiipop: 今仕事してる……
[16691.357] aspirin_29: 仕事中です
[16692.500] jjgttw885: 春休みだったりします
[16694.441] goto888: 今日締切の資料作りながら見てます
[16696.009] librabird: ダメ社会人だからすごくはない…
[16696.459] gorogorogorn: ウメちゃんも仕事してるやん
[16698.331] おにゃにん: 皆えらい！
[16699.678] konechan013: ウメちゃん代わりに言ってください
[16700.095] ライリー: リモートワークです
[16701.811] librabird: 凄い人は寝てる
[16702.624] tarako7016: ありますー
[16717.810] momijibiglove: 学生です
[16727.533] (S)てんつくてん: みんなレッドブル飲んで仕事に行くんだ
[16731.127] おにゃにん: 風邪って嘘ついて仕事休んでごめーん
[16736.850] sakubou398: 中パンナーフされたけど動き変わるのかな
[16744.993] roytaly: 正直2時くらいに眠気との戦いになる
[16749.158] (S)suzan_star: 振ってるねぇ〜
[16749.649] roytaly: 昼の
[16753.437] usa_sa_bmp: 分かる、眠気は唯一逆らえない
[16760.007] (S)~MISSING_COMMENTER_INFO~: 今寝たら気持ちいいぞーウメちゃん
[16761.358] makotomi: 絶賛仕事中！
[16761.386] tabibitox: しゃがちゅうぱん
[16764.959] ゆきがら: 眠気に勝つには寝ることよ
[16769.766] librabird: 別に変らんよ屈中Pは
[16770.781] gularain: 仕事に影響はでるからなにもほめられない
[16800.763] takahashiseigi: 大して弱くなってない説があるルーク
[16814.153] meganesandesuyo: 全然変わってないらしいねルーク
[16822.869] shiro_sabafugu: 接戦が見たい
[16824.182] イイタマゴ: クリスウォンラシード戦のときいつもの2倍ぐらい中P擦ってる気がする
[16826.379] ニャガレ: 結局すげえ中パン擦ってる
[16831.583] ダイナソー龍崎: まああの調整は前座やからな
[16838.541] ともぱい: JPくらい変えないとなあ
[16846.227] (S)suzan_star: 痛すぎる
[16872.525] thraximundaru: ルークのしゃが中を差し返すのにルークのしゃが中が必要
[16872.701] takahashiseigi: 結局しゃが中Pブンブン丸のクリスウォン
[16876.296] (S)~MISSING_COMMENTER_INFO~: ウメちゃんまだハゲそうにないね
[16877.619] bec118_japan: 確かに
[16886.120] usa_sa_bmp: 大会の試合後とかってドッと眠くなったりする？
[16914.312] ピヨさん: こんなにラシードをみるようになるとは
[16926.944] usa451: ウメちゃんアイドムみたいになってる
[16932.980] ピヨさん: おーーー
[16947.785] (S)nanakusan793: レッドブル飲んでカフェインを摂取するんだ
[16958.890] chicken7n8n: ラシードのSA1ダメージ高いかんね地上ヒット
[16992.592] sigek1: ようやくね
[17000.984] zan_k9: 1番いい試合かもしれん
[17008.071] (S)shog1994: ルーク対策もかなり成熟しつつある
[17035.416] 健康な野菜: これいくんか
[17038.554] fox09090: 主人公じゃけえ
[17040.140] 皇帝ルル: 火力たけぇ
[17040.350] thraximundaru: それ分かっちゃうんだ～
[17040.375] shizuku_72: 主人公すげーや
[17044.102] ともぱい: アウトローっす
[17051.706] (S)suzan_star: 邪ッ
[17060.768] tabibitox: ガンメタ
[17062.781] fox09090: これはバグ
[17063.165] librabird: ルークは主人公だしたぶん弱くならないよ。スト５もそうだったし
[17082.788] kaomoji3: うは
[17085.031] shochann: あのジャンプ大パンはKOF
[17088.661] スクルージおじさん: うますぎやが。。。
[17089.585] monpiipop: 盛り上がってんな
[17097.519] ko23458: ルークが一番悪役に感じる
[17128.864] librabird: そうなんよ、主人公にしたいのは分かるけどもうなんかヒールなんだよな…ｗ
[17130.068] monpiipop: クリスがんばれー
[17157.764] manmosu16: うっま
[17227.740] (S)suzan_star: wwwwww
[17229.607] monpiipop: ？！！
[17235.103] fox09090: さあすがにw
[17236.027] monpiipop: 混沌がww
[17237.543] life270: むちゃくちゃだ
[17239.202] thraximundaru: えらいかと思ったが間に合わないかw
[17241.541] kaomoji3: アドリブ悪くなかったねぇ
[17241.634] FA_UMA: 色々あった
[17244.848] (S)ZettonMS: オリコンでちゃｔｔｑ
[17247.816] tabibitox: 初の2-2
[17248.868] perota69: ついにか
[17250.962] mifune1046: やっと2-2
[17253.839] sigek1: 大会らしくなってきたなｗ
[17255.553] ニャガレ: こらケビン応援しちゃうなあ
[17256.208] (S)nanakusan793: 2-2きたああ
[17267.848] siderss936: Hi .Daigo
[17305.109] gatz0523: Hi daigo! a big fan! greetings from the philippines!
[17327.593] siderss936: Why you're not in tournament ?
[17331.594] monpiipop: あーーーー
[17332.746] fox09090: 痛えなこれ
[17334.250] demonbane_twosword: マジかいな
[17348.032] Real_Zenith: Lord Daigo
[17353.811] librabird: 深夜だからか増えた
[17356.654] siderss936: You re the best player of the world
[17362.388] coon_99: 音声日本語なのね
[17379.730] mimiprettybot: カリンの中足と一緒。はずさなければ性能変わらない
[17387.857] Nagare765: kumiteはいつも日本語
[17391.541] monpiipop: ww
[17409.328] (S)suzan_star: キャラ言語普段と違うとやりづらいとかあるのかな
[17428.800] Real_Zenith: @siderss936 He was busy hosting his own LAN tournament today
[17442.569] ZetuboJiroooo: ウメちゃんて花粉症？
[17467.595] akikaze31: 解説聞きたいなー
[17475.665] prosciu: すごい止める
[17486.355] gularain: あるね
[17488.834] gorogorogorn: 喋ったー
[17489.067] gettyozi: 今年きついねー
[17489.423] ZetuboJiroooo: きついって皆言ってる
[17490.707] シャンウー: 目が死ぬほど痒い
[17492.366] ゆきがら: 今年の花粉は辛いねぇ
[17495.308] mifune1046: ついにシーソーゲーム
[17496.405] monpiipop: きてますね。感じる花粉を
[17499.970] Haro022: 昨日はすごかった
[17504.434] kaomoji3: 全然分からんのよなぁ、花粉
[17509.081] smpalh1: まあ毎年きついんですけどね
[17513.529] hojihojidx: 前まで花粉症認めてなくなかったっけ？ｗ
[17517.516] (S)erisuk: どんな症状でる？
[17518.871] シャンウー: これ以上キツくなったらしんでしまうよ。
[17524.900] shiu0: え？
[17525.375] ニャガレ: やーる
[17527.813] gularain: 耳鼻科か。
[17531.249] (S)suzan_star: 粘膜を焼いていく
[17532.769] めると0: 焼くのいいよね
[17534.029] ピヨさん: SA3
[17536.038] sigek1: 今年シーズン入った時に初めて鼻が完全に塞がってビックリした
[17537.262] ラリメモ: 花粉症なのか鼻炎なのか全くわからないｗ
[17541.936] yukimaruti: deviou74NessieJAM
[17544.447] (S)suzan_star: ハッピーアイスクリーム！
[17545.431] ko23458: ミラー放送ですから
[17547.354] sinchaaaaaan: 笑
[17547.469] konechan013: あれ保険効くから結構安いらしいね
[17555.656] chinnen1: 貴様、見てイるなっ！？
[17555.673] Misosoup_power: スギ全部焼いて
[17565.319] shochann: 花粉症のひとたち、大変だな
[17569.560] のべ1014: 一進一退の攻防
[17572.566] (S)軽く捻るか: いい勝負ですね
[17574.257] ピヨさん: 急にここまで拮抗するとは
[17576.398] aiukake: こんな強い人NAにいるんやね
[17577.151] mifune1046: すーごいいい試合
[17580.144] ライリー: 花粉症ですけど、今年は注射打ってみたら、まったく花粉感じなくなりましたよ
[17586.039] kimie_white: 舌下療法が効くって聞いた
[17597.455] monpiipop: 舌下療法やりたいんだよなぁ
[17609.158] シャンウー: スギ植えまくりやがって
[17615.037] kimie_white: ぜっかりょうほう
[17617.289] ZetuboJiroooo: ぜっか
[17617.627] ニャガレ: ぜっかじゃないすかｗ
[17618.691] ピヨさん: したした
[17619.905] りゃーー: 22
[17621.590] gorogorogorn: ウメガイルと名勝負演じた人だよ
[17626.030] gularain: かわいい
[17627.631] Youhei6251: 22コマンドなのよ
[17628.680] curryko: 22対空
[17629.868] exdesu: ↓↓
[17632.071] kimie_white: 舌下免疫療法は、アレルゲン免疫療法（減感作療法）の一種で、アレルギーの原因物質（アレルゲン）を少しずつ体内に吸収させることで、アレルギー反応を弱めていく治療法です。
[17632.289] lucky7404: ↓↓ではない
[17637.255] 右上のたけ: 花粉を取り込むんだっけか
[17640.363] thraximundaru: 集中コマンドでしょ
[17642.384] exdesu: アムネジア療法
[17644.603] (S)nanakusan793: 集中！
[17646.940] 鉄分補給: ケビン危なっかしいけど凄いな
[17655.752] (S)suzan_star: 花粉の時期にはやれないんだけどね
[17655.962] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[17658.202] smpalh1: 身体に慣れさせていく
[17661.318] demonbane_twosword: AKIの毒鍛錬みたいな
[17663.377] ピヨさん: 投げ返した
[17663.721] sanhon3: 舌の下に薬たらす感じやな
[17664.282] sinchaaaaaan: 注射はよく効くけどなぁ
[17665.927] monpiipop: 舌の裏にアレルギー起こすものを置いて、体になれさせてく
[17668.115] ピヨさん: 毒手
[17670.812] sinchaaaaaan: よく聞く
[17674.234] mifune1046: クリスうんま
[17677.332] meieki_ramen_fun: 柳
[17680.047] ゆきがら: 毒を毒で制する感じか
[17680.787] (S)kakutora_no_o: 範馬刃牙復活ッ！
[17685.219] シャンウー: 注射は目の痒みにも効くのだろうか
[17686.743] monpiipop: 何もしない選択
[17702.379] life270: 目ん玉取って洗いたいわ
[17707.602] sigek1: ジャスパだぁ
[17710.037] Haro022: ヒ素に慣れるアレな的な
[17710.726] ピヨさん: ぴったり
[17711.471] manmosu16: 完璧だ
[17721.550] 鉄分補給: 中段ジャスパマジか
[17730.433] ゆきがら: 花粉の時期は鼻うがいが捗る
[17732.477] thraximundaru: そもそも立てません…
[17736.266] ピヨさん: 立てるならボタン押せよ確かに
[17737.123] aspirin_29: クリスウォンがカードぐしゃぐしゃにされるの想像つかない
[17764.359] まキびシ: おれ花粉症だけど目はかゆくならんのよな
[17781.577] SleepShiva: 杉だらけの山の中で働いてたけど花粉症の人間とか1人もいなかったな
[17804.088] せんじ肉: それはたまたまだよ
[17811.553] maruta0612: 花粉注射って調べたらステロイド使うって出たから怖いな
[17816.677] smpalh1: おおお
[17820.071] ニャガレ: 一番盛り上がったｗ
[17820.118] (S)kakutora_no_o: 削るぅw
[17821.355] ピヨさん: ごりごりごり
[17821.578] shizuku_72: なにこれw
[17821.962] sinchaaaaaan: ドリルすな
[17822.191] 右上のたけ: うっわｗ
[17835.962] 鉄分補給: ごりんごりん削った
[17859.559] fox09090: めくり跳びどころが良いな
[17890.726] Youhei6251: ちなみに初めて削りkoができなくなった格ゲーはACジョジョ
[17892.020] konechan013: フルフルいきそう
[17894.440] usa_sa_bmp: ウメニキおやすみなさい
[17895.399] monpiipop: あー
[17896.240] demonbane_twosword: おおお
[17896.724] 鉄分補給: うまい
[17899.137] y_proto: 熱い
[17900.444] pugya7: あちい
[17901.183] (S)suzan_star: いきなり盛りってきた
[17903.950] (S)nanakusan793: いい勝負だあ
[17907.460] mifune1046: めっちゃいい試合
[17908.983] smpalh1: 盛り上がってる
[17910.688] kaomoji3: 盛り上がってきますた
[17927.563] meieki_ramen_fun: ここに来て盛り上がる
[17927.588] (S)suzan_star: 相変わらず会場かっけぇな
[17932.109] monpiipop: クリスがんばれーー
[17936.510] ラリメモ: メンおじに連絡してネコさんダミーにお願いしますか？ｗ
[17944.124] gularain: クリスがんばってほしいねえ
[17947.579] (S)~MISSING_COMMENTER_INFO~: 目合いてない
[17949.321] スタガフェイド: これウメちゃん起きてるの？
[17951.910] meieki_ramen_fun: ねむおじ
[17959.117] (S)Opening_Runner: 誰か呼ぶのは駄目な感じ？
[17963.721] gorogorogorn: ｗｗｗ
[17964.046] (S)~MISSING_COMMENTER_INFO~: テープで固定して
[17964.961] キャン房: つらそう
[17965.016] (S)kakutora_no_o: www
[17965.463] gularain: それ www
[17970.142] (S)~MISSING_COMMENTER_INFO~: ドライアイ不可避
[17970.266] konechan013: 削りで4にそう
[17972.887] gorogorogorn: キグナスやってｗ
[17974.413] 鉄分補給: ウメちゃん色々限界っぽいｗ
[17976.295] セイクちゃん: 限界っす
[17977.579] kaomoji3: まだ長いもんね
[17980.040] fahmy0825: Mr bean?
[17981.748] gularain: もうねてもろて。配信ながしとこ
[17988.640] hojihojidx: ファルコンか？
[17991.104] Haro022: 冷水シャワーで一発ですよ
[17991.107] maruta0612: 釈迦さんは配信しながら寝てるよ
[17991.120] meieki_ramen_fun: wwwwwww
[17993.654] thraximundaru: 格ゲーが怖くなる治療じゃん
[17997.912] hvbsjsbsdhjd: ときどさんってどうなりました？
[18001.710] ピヨさん: まぶた固定してスト6見せられる
[18001.877] smpalh1: クリスうめーや
[18007.459] konechan013: 人格変わっちゃうよ
[18008.898] one596: 格ゲー恐怖症に
[18012.804] mozuk310: まぶた強制開き機どこ？
[18023.550] tibusa8: こういうときのレッドブル
[18024.887] kaomoji3: ときどはタクシーに乗っちゃった…
[18025.575] duranduran5: 実況して？
[18028.349] (S)~MISSING_COMMENTER_INFO~: 今寝たらきもちいいぞー
[18037.532] meieki_ramen_fun: アマプラで最近見れるようきなってちょうど昨日観た
[18043.417] (S)suzan_star: 5分だけ寝よ
[18046.118] maruta0612: 今寝たら丁度決勝見れるんじゃない
[18046.530] pugya7: ふるふるきたー
[18047.363] gularain: Www
[18049.845] ピヨさん: 眠いと認めましたね
[18057.676] セイクちゃん: レットブルガブ飲みしてもろて
[18061.445] ニャガレ: これはやばい
[18061.471] Youhei6251: りゅうせいのマネする時みたいに瞼かっぴらいて
[18061.596] (S)kakutora_no_o: あいたー
[18062.258] (S)erisuk: 今日事前に寝とかなかったの？
[18063.558] curryko: 散歩ミラーするか
[18067.193] キャン房: 窓開けて外の空気吸うといいですよ
[18070.414] sigek1: 一番あかんの食らった～
[18072.636] mozuk310: 前といえば青森徒歩旅行ももう1年前カー
[18075.806] SleepShiva: 30くらいで急に眠気を我慢できなくなった
[18076.012] (S)kakutora_no_o: あああ
[18079.128] sigek1: GG
[18079.705] gularain: さすがっす
[18082.711] (S)sullensenpai: 一旦立ちながら見るとかどう？
[18083.197] rip_jimmywopo: gg
[18083.337] maruta0612: 前までストレート試合多かったから感覚おかしくなってるわ。だるく感じる
[18083.705] ピヨさん: 接戦だった
[18084.256] smpalh1: クリス流石だね
[18085.143] Haro022: やーナイスゲーム
[18093.725] (S)Opening_Runner: じーじー 
[18094.627] gorogorogorn: おお
[18095.089] kaomoji3: ここで勝つのがクリスウォンなんだよなぁ
[18095.486] ゆきがら: 徹マンといえばペヤング
[18095.723] gularain: それはよかった！
[18096.250] Ganondorf_nulvi: daigo get some sleep
[18097.063] セイクちゃん: GG
[18097.265] (S)kakutora_no_o: こーれはGG
[18098.474] shochann: やっと大会らしい内容に
[18098.583] sigek1: 本日初のGG
[18101.067] ラリメモ: 少し散歩してきたら？ｗ
[18101.730] y_proto: クリスも根性値高い
[18102.579] ピヨさん: 血管開いた
[18102.714] junjamaica: shaka ありけんも仮眠してるから無理せず
[18103.109] ko23458: 寝たら？
[18103.314] meieki_ramen_fun: ねちゃううううふにゃむにゃ
[18104.295] 箸くれ: よかった
[18104.314] NishiYu8: 流石すぎる
[18105.192] イイタマゴ: イウサールこんだけ凌がれたらラシードきついなw
[18109.804] るるぅこ: w
[18110.150] ZetuboJiroooo: ｗｗｗ
[18111.949] Ganondorf_nulvi: ahahaha
[18112.149] ゆきがら: ｗ
[18113.793] meieki_ramen_fun: すぐそれ
[18117.910] monpiipop: 楽しかった
[18120.650] 鉄分補給: 試合も面白いけどウメちゃん見てるのも面白い。
[18124.321] librabird: 釈迦はもうハイゲの後で観戦は流石に無理があったよ
[18124.359] sigek1: 釈迦さん配信してること自体おかしいやろｗｗ
[18127.278] (S)suzan_star: クリスウォンイケメンだなー
[18127.539] dosukoiyahhoi: ゲームオブスローンズの話しよ
[18128.654] (S)switchdv: ねっっむ
[18133.305] gularain: そしてランクマはやる
[18135.151] (S)~MISSING_COMMENTER_INFO~: nagaiMasamune
[18138.072] ゆきがら: スクワットするとちょっと目が覚めるぞ
[18148.703] (S)adachikufgc: アメリカのバン仲村
[18150.146] (S)コムコムぽん: 釈迦さんなんでミラーしようと思ったんだｗ
[18150.489] librabird: あのイベントの後で観戦できるわけがないｗ
[18154.960] (S)nanakusan793: ゲームしてないと寝ちゃうんだよ
[18158.924] maruta0612: 一回戦の内から寝るのは正しい
[18159.439] ko23458: 圧倒的不審者になってるよ
[18169.402] たったた: 眠気覚ましにウメちゃん使用キャラどうなりそうか話して〜
[18173.859] sigek1: いい笑顔
[18177.644] ZetuboJiroooo: 水で顔洗えば？
[18183.638] junjamaica: 寝ておいで、このまま見とくからｗ
[18188.540] kaomoji3: 讃えるねぇ
[18194.642] librabird: 勝ったかのようなｗ
[18196.910] monpiipop: いいね。地元でやるっていいね
[18204.320] ゆきがら: これ煽ったら暴動起きそう
[18223.700] zyangara2: クミテ断っちゃったしミラーは断れないよね…
[18224.175] ラリメモ: 少し散歩して目覚ましてくるか、ちょっと動きますか？ｗ
[18237.685] dalhi: 冷水で顔洗おう
[18245.405] monpiipop: いうねww
[18248.642] ましゅダヨ: ！？
[18249.376] pugya7: 失望ｗ
[18250.256] ピヨさん: 眠そう
[18251.522] ko23458: まぶたがCA圏内になってる
[18252.513] sigek1: 結局煽りｗ
[18253.606] (S)suzan_star: 誰やねんｗ
[18256.233] (S)adachikufgc: アメリカの宇多丸
[18258.836] kaomoji3: なるほどね
[18264.154] お兄ちゃんお姉ちゃん: あと4時間くらいあるよね
[18271.796] sigek1: 破ったあああああ
[18271.895] monpiipop: あーーーーーっ
[18272.827] pugya7: やぶったｗ
[18273.084] 38sn: うわあ
[18273.416] ピヨさん: ひどい
[18273.742] junjamaica: うめちゃん初睡眠配信
[18275.984] sigek1: Boooooo
[18276.793] ましゅダヨ: あううううう
[18277.139] kobetaf: ゴリラみたいにドラミングすると眠気さめるよね
[18279.484] demonbane_twosword: BOOOOOOOO
[18285.301] kaomoji3: いいねぇ
[18287.573] Haro022: 燃やすまで行っても驚かんぞー
[18289.736] Code_z2: wwwwwwwww
[18291.268] zyangara2: おもろすぎw
[18291.593] せんじ肉: ウメちゃん眠い
[18292.986] smpalh1: いいパフォーマンスね
[18300.607] sigek1: さぁどうなる
[18301.381] hero_2s: rexnorPet
[18302.405] ゆきがら: 叱咤激励だったｗ
[18303.097] mifune1046: 貫いたな
[18308.533] ピヨさん: あと何種類バリエーションを用意しているのか
[18310.809] (S)sullensenpai: この音は…？
[18312.466] Sonniix11: wwwwwwww
[18315.513] junjamaica: Ｄみたいにねっぺこいても黙っとくｗ
[18318.978] monpiipop: 応援してたからこそってことなんかな！
[18339.774] kaomoji3: 中立！？
[18340.273] zunda_power1415: ウメちゃん意識ある？
[18342.261] (S)suzan_star: マーダー足踏みしよ
[18343.229] (S)shog1994: ウメちゃんビーストカップ打ち上げ二日酔い明けだから…そら眠い…
[18344.600] gularain: 解説も交代で休憩してるから
[18348.071] (S)adachikufgc: ランクマ中w
[18357.517] maruta0612: 仮眠
[18363.151] ピヨさん: あと5時間もつんですか
[18381.267] kaomoji3: ほう？
[18382.009] librabird: それは思ったｗ
[18384.421] (S)suzan_star: じゅん！？
[18391.585] gorogorogorn: ？？
[18392.065] (S)adachikufgc: ネモさんと赤被り防いだ
[18393.947] Hex_Hub: hexhubTadanoBroWhat
[18396.620] ましゅダヨ: おこらないでぇーってなってるw
[18399.482] monpiipop: メナ……
[18417.726] ましゅダヨ: wwww
[18417.829] shiu0: ｗｗｗｗｗｗｗ
[18418.339] ko23458: 坂田師匠
[18418.567] ゼロ円: w
[18420.153] (S)adachikufgc: 張り手強化
[18420.401] ピヨさん: ！？
[18420.755] (S)Opening_Runner: kuzuyoPachipachikuma
[18420.775] chikotsu: umeYay
[18421.287] fbhjkl: WutFace
[18421.368] lucky7404: なんで？
[18421.405] gularain: かおあらう？w
[18422.182] 38sn: ぺちぺち
[18422.435] ringo_35: がんばれっ
[18422.837] gorogorogorn: ウメ味盛
[18423.259] bec118_japan: 睡魔との戦いが
[18424.204] シャンウー: まぶたに目の絵を書いておくと良いよ。寝ても起きてるように見えます👀
[18424.267] Rodianis: wwww
[18424.380] osarusan26: 化粧水かな？
[18424.445] 箸くれ: wwwwwwww
[18425.740] (S)軽く捻るか: ８８８８
[18425.754] yukimaruti: deviou74Woah
[18425.831] ハルキ10: どしたw
[18426.656] ピヨさん: 集中！
[18427.243] monpiipop: ほっぺた叩いても眠いときは眠いんだよなぁ
[18427.392] justhit123: 壊れちゃった…
[18429.908] manmosu16: 本田
[18429.913] 飛行荷蘭人: PrideHeartL
[18431.114] kram217: 可愛いw
[18434.692] lucky7404: 集中！
[18435.552] kobetaf: 捻じ込む！
[18435.721] (S)suzan_star: ホンダ使うってことだな
[18436.675] Hex_Hub: Is Daigo trying to keep himself awake? 
[18438.746] demonbane_twosword: 大阪名物パチパチパンチや
[18438.871] gularain: もうねちゃえよ！
[18439.370] zyangara2: これスタンプにしよ
[18443.155] junjamaica: 無りすな、無りすな
[18443.442] (S)nanakusan793: ウメちゃんがバーンアウトしてしまう
[18444.011] ぬんす: 急用思い出しますか？
[18447.787] びすこーど: ストレッチしよう
[18458.845] ピヨさん: 処刑タイム
[18460.711] gatz0523: eat some instant ramen it would help you keep awake
[18463.789] astrogate_0: 無理しないでええんやで
[18465.962] 皇帝ルル: 休養思い出すのも有り
[18466.816] KEI_kgd: 手や顔にある目覚ましのツボぐりぐりするのおすすめです
[18471.170] vesper0105: 梅ちゃん、これ仕事なんだろ、、寝られないんだよ。きっと。
[18482.673] monpiipop: ガチ地元だったんかw
[18487.793] (S)suzan_star: umeStretch
[18488.798] tibusa8: なにか咀嚼すると眠気マシになる気がする
[18493.932] Hex_Hub: @gatz0523 Instant Ramen? How does that keep folks awake? 
[18500.073] 欠損: そんな余裕ってキャラではないよマリーザ
[18503.508] ko23458: 眠すぎて、もう内容頭入ってないやろ
[18514.558] ゼロ円: 顔洗ってこよう
[18526.345] gularain: 頭さげると血の流れてきにいいんだっけ？
[18542.357] (S)adachikufgc: ラーメン食って満腹になったら寝てまう
[18552.789] monpiipop: 笑顔がかわいいなケビン
[18561.129] zyangara2: せめて誰か話す相手がいれば良いんだろうけどね
[18563.919] 壱万円札: umeHo
[18568.080] (S)kakutora_no_o: 顔がw
[18573.106] Hex_Hub: hexhubGetItPopuko
[18574.724] (S)suzan_star: umeSnooze
[18576.683] gatz0523: @Hex_Hub  eating will stop you from sleeping.
[18578.202] ゆきがら: 顔洗う？ｗ
[18579.271] junjamaica: 限界だなｗ
[18579.697] ko23458: ウメハラ歌舞伎
[18595.750] (S)adachikufgc: きたー！
[18596.811] zabuton1mai: きたあああ
[18598.221] demonbane_twosword: きたあああああああああああああああああ
[18598.432] (S)kakutora_no_o: ガチくんだぁぁ
[18601.930] junjamaica: ５秒で寝れそうｗ
