[14.222] (S)mimoru_385: wako
[9840.215] (S)aina___10812: 裏切られた…
[9840.248] raynidayooo: 衝撃的
[9840.251] 麻宵酔: ビジネス人外？？？
[9840.417] a__res: アバターってコト！？
[9840.440] ケーブル接続: リスナーやめます
[9840.464] (S)nanasino0131: は？
[9840.905] mii2590: 信じない
[9840.906] (S)himikokichi_06: 人間CO
[9840.982] りょうきち: 風呂入りながらご飯食べて寝たらたくさんできるね
[9841.238] tenkorokke: またまた〜w
[9841.507] star281_: 睡眠時間とかいろいろ抜いても150時間くらいあるよ？
[9841.678] kurono1627: 騙してたなんて……
[9842.059] きゅうりのピクルス: ８０万人に謝らな
[9842.258] ミニミニ: 腕3本生えてないの？
[9842.363] zqel3z: ファン辞めます
[9842.426] (S)nonaru4637: 純粋なリスナーが悲しんでるぞ
[9842.479] nekomrnn930: えぇ
[9842.516] kodama220753: ビジネスかぁ
[9842.602] (S)もぎ: いつも肌色塗ってるんでしょ？
[9842.652] しーすら: まじかよ
[9842.823] gahahahahhg: ほらいぞんらっでぃ
[9843.118] a1f_pa: 青い人間はいないよ
[9843.283] NY0R0M0: えっ、肌の色は？
[9843.302] 469646: ひど
[9843.307] shonaganegi: 詐欺だ
[9843.330] umeshuuuu: マジ！？！？
[9843.335] Hamutyaro_126: 人外でも寝るでしょ
[9843.370] kimiga_disuki: 化け物
[9843.522] shu_piiiiiii: 嘘つくのは、泥棒の始まりだぞ
[9843.596] onigiri_860: まじか裏切られた気分です
[9843.615] リムア: エグチー
[9843.746] eb_fly39: ビジネス人外ってこと？
[9844.161] (S)peng1130: この10日間頑張ってみんか
[9844.181] silua24: 冗談キツいぞらっだぁ
[9844.222] cheche291: ショックでお腹すいたわ
[9844.249] arikomochi: 今までそうやって騙してたのね……
[9844.273] (S)fuu_maru: サブスク辞めるね
[9844.329] rincho22: え............
[9844.385] (S)ちゃつう: 信じてたのに...
[9844.575] しょーーーん: こんどから人外なのるなよ
[9844.802] hua_uoxou: うそでしょ
[9844.810] ry0351: 嘘つくの辞めてもらってもいいですか？
[9845.062] (S)Ichigo_Strawberry15: そんな…信じてたのに…
[9845.292] haya_o0: 人外のふりしてたってコト！？
[9845.319] (S)~MISSING_COMMENTER_INFO~: 人間だったの初めて知った
[9845.522] miyaba_: 人間？
[9845.583] あるみ屋: だって素の肌青いんでしょ…？
[9845.733] ちおちお: またまた〜笑
[9845.755] karinn0323: 解釈違いです
[9846.045] 無睦月: ここに来て人間バレ？萎え
[9846.273] 抹茶のゴルゴンゾーラ: 解釈違いやめてください
[9846.295] tomo0729w: 炎上だ
[9846.316] (S)鶏のからあげ: ご飯は食べながらでできる
[9846.427] akatsuki030303: うそだ！？
[9846.546] (S)nekodama2155: 炎上だわ
[9846.598] kuru053: エイプリルフールまだだよ
[9846.658] (S)ta__mei: 解釈違いです
[9846.780] mugicha315: 解釈違い
[9847.317] maroni_kun: それは人にあわせるためでしょ？
[9847.347] poze154: 信じてたのに
[9847.534] gotoyu: !uptime
[9847.540] kanade03091: 騙されました、次は法廷で会いましょう
[9847.763] あっすー_: 騙されないぞ
[9847.783] tara_zusi: 人間（人外）
[9847.786] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 44 minutes 13 seconds 経過しています。
[9847.813] oyazigarisan: 解釈違いですファン辞めます
[9847.991] lina_468: 腕三本もうそ？
[9848.013] buruburu6425: ビジネスかよ
[9848.106] たこーーー: 嘘は泥棒の始まりだよ
[9848.231] (S)sqku1255: まじかよ
[9848.452] nanadefo: 信じてたのに…
[9848.464] natsu_mikan_ame: ビジネスってま？
[9848.483] (S)うもうくん: 人間でも頑張ればいけるよ
[9848.601] (S)みるきい: 解釈違い...
[9848.682] えいリアン: え！？腕アシンメトリーって信じたのに……
[9848.753] バナナ民: それこそ嘘だろ…？
[9848.890] (S)みーだん: 今日何時に起きたの？
[9848.996] きょぴ: シャンクス？
[9849.059] 神崎立夏: 信じてたのに……
[9849.126] (S)sapichaaan: 騙してたの...？
[9849.211] (S)taku202: ビジネス人外かぁ
[9849.245] たっきーーー: 人外詐欺ですか？
[9849.286] shiro1030yn: damasitetano？
[9849.440] (S)kanpan0346: 青色の人間がいるかよ
[9849.491] mimipaadesu0428: 仲間だって思ってたのに…
[9850.369] aoao_0217: 嘘、、、、だろ、、、？
[9850.397] haya_o0: ヤハ
[9850.782] konoha_aocha: まじか…
[9850.799] prpr_friedrice2: しゃんくすー
[9850.799] makirion: はじめてしった
[9850.809] kanikuchan: 人外じゃなかったってコト…？！
[9851.016] 抹茶のゴルゴンゾーラ: うわ
[9851.247] kyo_kaaa: 解釈違い
[9851.275] a_mitsuki: 人外って言ってたじゃん…
[9851.466] tasorin1212: ひどいよ、、、
[9851.691] (S)kosuke25252: ビジネス人外かー
[9851.882] itoido: つっよ
[9851.898] nishina___: 腕が脇から生えてる話信じてたのに
[9851.909] ny61: 10秒チャージならいける
[9852.090] ranturn2735: まじか
[9852.368] colerie: zederさんは32時間でソロマス行ってたよ
[9852.510] kanranseki: 枕濡らしました
[9852.621] _紺碧_: ファンやめます
[9852.721] リムア: ウソだるいって
[9853.107] さいのめ: 人間なのに肌青いのか
[9853.333] ぱんだぁぁぁ: 仲間がいると思ってたのに、、、
[9853.435] raynidayooo: じゃあ青くないの？
[9853.643] akuwa0621: ありがとう今まで
[9853.666] murasaki_chan: ビジネス人外…ってこと！？
[9853.754] syamuneb: ビジネス人外だったのかよ...リスナー辞めます
[9853.926] (S)hatuta1113: wow
[9854.309] さめちーず: 人間のうんこに興味ねえや
[9854.513] r_kino: らっだぁさんもうんちでるんですかあ！？
[9854.524] nekomrnn930: 嘘だよね
[9854.540] (S)orio_1024: 騙された…
[9854.599] にそめ: まぢむり。。。
[9854.883] (S)fuyuki_noa: つんよ
[9855.032] oredaaaaaaaaaa: ミッキー的な奴ね
[9855.161] makirion: まじか
[9855.433] shavuto3: 今言うのかよ…
[9855.795] (S)なつおよ: つよ
[9855.832] (S)naetoru0901: 悲しきモンスターじゃないの
[9855.981] drem_chan: ビジネスモンスター…ってコト？！
[9856.038] どりんく_397: 行けるのか！？
[9856.077] ケーブル接続: おんなじだと思ってたのに…
[9856.103] きゅうりのピクルス: はぁ坊主確定
[9856.203] 抹茶のゴルゴンゾーラ: 酷いよ·····
[9856.671] appledddw: 詐欺師め
[9857.681] sena7723: 騙してたってコト？
[9857.690] ネオだいる: 人のご飯食べてるの？
[9858.469] (S)kotori_py: 仲間だと思ってたのに、、、、
[9858.479] mofumofu30: つよっ
[9858.667] makaron593: そっかー
[9859.162] chiho_sosei: ビジネス人外！？
[9859.809] (S)鬼田: 24時間しかできないってこと？
[9859.875] (S)Nanatuki_96: ビジネスってこと!?
[9859.888] shiki_AbC: 飯くいながらエペ、マッチ待機に睡眠で解決じゃん
[9860.284] mimi0804a: 唯一の仲間を見つけたと思ってたのに
[9860.417] akatsuki030303: 仲間だと思ってたのに…
[9860.862] sakasuzusakana: あー…
[9861.019] butatyan2525: 信じてたのに…
[9861.090] (S)鉛筆びー: 嘘…人外だと思ってたのに…
[9861.110] (S)スティコ: 今年1ショック
[9861.126] saboten0527ratami: そんないない
[9861.181] yonku_2512: でもお前人外発言するじゃん
[9861.575] hua_uoxou: ビジネス人外だったのか
[9862.020] ome_mui: 嘘をつくな？
[9862.204] neu_rose: 設定崩壊とか……
[9862.345] kj1101: ここで人間CO
[9862.489] リムア: さーぎー
[9862.693] 4bel11: いる
[9863.525] (S)taku202: 爪ダブやん
[9863.770] (S)もぎ: 腕三本って言ったじゃん！
[9863.794] ミッシぇる: グリッジすごい
[9864.099] kuru053: 解釈違いだからやめて欲しい
[9864.553] (S)otux2_0205: いるよ
[9864.851] 大河と申します: ゴロゴロいるけど
[9865.114] ケーブル接続: まぁいいだろ。マスター行くぞ
[9865.177] saboten0527ratami: ｗｗｗ
[9865.716] fuyuki_kun1119: ぽまえポケモンじゃなかったの！？
[9865.758] (S)nashu_noike: そんなわけないだろ
[9865.872] ふうぺん: リアルな肌の色
[9866.318] waraashi: 本物ですか？
[9866.397] a_mitsuki: 全部嘘だったの？
[9866.482] (S)himikokichi_06: wwwww
[9866.496] (S)amsrad: うそだうそだうだうそだ
[9866.679] 夜伽らぁ: いる
[9866.969] 2jqtpja: wwww
[9867.524] (S)nakihai556: wwwwww
[9867.578] ranturn2735: 悲しみが強いなあ
[9867.770] makirion: はあ
[9868.049] keton0821: 最近暴露多いねwww
[9868.071] (S)komeokun85: 悲報 らっだぁ 人間
[9868.200] (S)なつおよ: いるよ
[9868.284] prpr_friedrice2: wwwww
[9868.290] 燐だよ: やば
[9868.296] ネオだいる: 最近聞かないね
[9868.356] ayunosioyaki0223: wwww
[9868.748] (S)taku202: やばい
[9868.883] haruchan4625: 味方強い
[9869.083] hinakai_46: そんなわけない
[9869.273] itoido: 礼儀正しい
[9869.594] (S)mazirou: wwwwww
[9869.606] どりんく_397: wwww
[9869.846] (S)fuu_maru: wwwww
[9869.877] (S)Ichigo_Strawberry15: wwwwww
[9869.899] 就眠: いるよ
[9870.015] ｻｧｻ: wwww
[9870.055] (S)medo_710: 少なくなった
[9870.062] あるみ屋: wwww
[9870.076] taketoke2525: えっぐ
[9870.149] maromaro0106: 人間ってね、少しくらい寝なくても大丈夫なんだよ
[9870.372] (S)aina___10812: ｗｗｗｗｗｗ
[9870.605] chun_taro2004: wwwwww
[9870.860] (S)ららら0913: きっつい
[9870.917] (S)ナラ抹茶: www
[9871.022] (S)スパーズ: あ
[9871.043] shiro1030yn: いる
[9871.129] ケーブル接続: いるぞ
[9871.315] (S)semper296: ほんそれ
[9871.575] (S)nonaru4637: 最近めっちゃ減ってるらしい
[9871.685] sunomono8: wwwwwww
[9871.768] ぱんだぁぁぁ: 減ってるらしいね
[9871.889] nacl_jf: ｗｗｗｗｗｗｗｗ
[9872.135] (S)ヒデちょん: プレマスはえぐい
[9872.153] (S)mochi_00v: えぐ
[9872.389] (S)なつおよ: wwww
[9872.581] ruu_ha: wwwwwwww
[9872.688] hima_norita: wwwww
[9872.744] (S)ogapaka: ちょこちょこ
[9872.807] uni_mm: えぐ
[9872.906] きゅうりのピクルス: らっだぁがチーター
[9873.104] ミニミニ: 少ないらしいよ
[9873.460] nishina___: ｾﾞﾀﾞｰになれってこと…！？
[9873.873] ぱんだぁぁぁ: wwwwww
[9873.995] hiyamugi_2na: wwwwww
[9874.020] リムア: wwwww
[9874.168] (S)fuyuki_noa: ｗｗｗｗｗ
[9874.270] (S)うもうくん: wwww
[9874.329] しょーーーん: ｗｗｗｗｗｗｗｗ
[9874.366] まみまる: やば
[9874.477] きぃぃくん: チーターはおらん
[9874.985] omoti1208: wwwwwwwww
[9875.066] negishio___: wwwww
[9875.107] toyu315: wwwwwwww
[9875.500] mamemaru1018: つんよwww
[9875.787] itoido: wwwwwwww
[9875.856] あっすー_: やばwwwww
[9875.970] きょぴ: ｗｗｗｗｗｗ
[9876.120] 無睦月: wwwwwww
[9876.811] syamuneb: えぐwww
[9876.885] waraashi: ｗｗｗｗ
[9877.553] (S)nekodama2155: www
[9877.558] (S)taku202: www
[9877.755] (S)えりさ_: wwwwwwww
[9877.777] (S)howlin_0: それはzeder だからな
[9878.241] gu_1212: wwww
[9878.351] tanuki_pan: 比べるのも烏滸がましいw
[9878.456] かかおしてます: wwwww
[9878.643] arikomochi: www
[9878.743] あるみ屋: 次元が違うんだよ
[9879.012] リムア: いないー
[9879.049] ゆきとよ: ぜだ氏とはちょっと違いすぎる
[9879.259] marin_0916: wwwwwwwwwwww
[9879.406] jasmugi: チーターがいないわけがないぞ
[9879.472] (S)kosuke25252: つよ
[9879.511] (S)sapichaaan: wwwww
[9879.639] drem_chan: ビジモンw w w w
[9880.151] iriss3535: wwwww
[9880.298] karinn0323: wwwwwwww
[9880.360] (S)ららら0913: えっぐ
[9880.388] ケーブル接続: やばすぎwww
[9880.498] 夢現: じゃあらっだぁは24時間で行けるか…
[9880.613] ranturn2735: wwwwwwwwwwwwww
[9880.825] oyazigarisan: おお
[9880.833] nekomrnn930: wwwww
[9880.981] (S)amsrad: マスターがやばい
[9881.043] kyo_kaaa: wwwwwwwww
[9881.174] foxy1003: プレマス帯の配信にはそこそこチーターいたね
[9881.217] omuraisu0806: えぐ
[9881.224] shu_piiiiiii: えぐー
[9881.229] とろとろトロリ: www
[9881.381] NY0R0M0: すっご
[9881.833] (S)Yukimaru__31: wwwwww
[9882.422] まここま: wwwww
[9882.433] 無限叉焼魚肉ソーセージ: radaoW
[9882.639] (S)sqku1255: wwwww
[9882.660] kurono1627: wwwwww
[9882.707] rincho22: wwwwww
[9882.832] prpr_friedrice2: 同じ人間やん
[9882.849] shuan_desu: えぐ
[9882.927] きゅうりのピクルス: 君がチーター
[9883.113] 碧威: www
[9883.567] (S)ta__mei: らっだぁもプロやんww
[9883.576] (S)kotori_py: いるいる
[9883.785] murasaki_chan: えぐwwwww
[9884.271] アラル海: wwwwww
[9884.381] (S)nakihai556: あ
[9884.392] ayunosioyaki0223: まただw
[9884.416] oyazigarisan: 比べちゃならん
[9884.544] mii2590: 人は人うちはうち
[9884.618] 小トロ: www
[9884.735] haru1486: らりー
[9884.974] (S)なつおよ: プロと比べちゃいかんwwww
[9885.013] すてらいつ: ラリー、でしょ？
[9885.095] (S)fuyuki_noa: あ
[9885.198] (S)みーだん: あ
[9885.215] rincho22: えぐ
[9885.509] main94: えぐｗｗｗｗ
[9885.693] (S)asopasomaso0224: 同じ人だから行ける
[9885.716] momiju: すっご
[9885.748] (S)アキレゐト: あ
[9885.909] waraashi: ｗｗｗｗｗｗｗｗｗｗｗｗ
[9885.916] sayano99_: すごww
[9885.947] リムア: すげえ
[9886.141] natsu_mikan_ame: wwwwww
[9886.225] ネオだいる: 比べたらあかん
[9886.329] ruu_ha: あ
[9886.537] (S)s_i_i_a: でもらだおだがら
[9886.609] streliziaz4n: お前プロだと思ってたのに...
[9886.757] (S)きっこまん: www
[9886.782] saboten0527ratami: お前がチーターになるんだよ
[9886.799] ラボア: wwwwwwww
[9886.841] gana_000: エグwwwww
[9886.927] (S)sapichaaan: ！？
[9887.046] (S)nobume0v0: えぐwww
[9887.167] _イオ_: あ
[9887.345] (S)fuu_maru: wwwwwwwwww
[9887.533] (S)舞蹴: raderだからいけるだろ
[9887.576] kyo_kaaa: 比べるもんがおかしいwww
[9887.592] asaborake0408: すんげーw
[9887.939] れいるさん: バケモンで草
[9887.999] 1682_dnda: 人外勢だから行ける
[9888.196] たこーーー: あ
[9888.209] nekomrnn930: エグいね
[9888.538] maromaro0106: あの人と比べちゃあかん
[9888.653] sen_0912: あ
[9888.735] (S)orio_1024: あ
[9888.882] あるみ屋: wwwwwwwwwww
[9888.956] zyagaimo__: wwwww
[9889.035] (S)0to___: ぜださんはもうプロやからww
[9889.250] リムア: wwwwwww
[9889.765] きょぴ: Rallyならいけるってこと！？
[9889.782] (S)そおお: かわせチーターにゴースティングされてた
[9889.795] (S)medo_710: あ
[9890.010] ミニミニ: 32！？
[9890.175] くまべりー: ｗｗｗ
[9890.501] (S)yuujyuufudann: あ
[9890.945] 村長の孫の嫁: いつも見てますwwwww
[9890.987] yugu_ktkr: お前もRallyだろ？
[9891.091] (S)eggkake: 同じ人外じゃん
[9891.156] (S)pirunn: また
[9891.253] めりすま: らだおくんもそのぐらいうまいって思ってるってことだよ
[9891.256] (S)ちゃつう: あ
[9891.435] (S)cloverya: あ
[9891.668] 無睦月: プロすげぇな……
[9891.775] hima_norita: あ
[9891.790] (S)kosuke25252: あ
[9891.875] (S)ららら0913: らりーだろ
[9891.969] (S)ぱけ: 有名人さん！？
[9892.044] mamemaru1018: おるんちゃう？
[9892.146] なるか3: あ
[9892.182] Soratandao: あ
[9892.357] さめちーず: チーターなんているわけないでしょ、バカバカしい
[9892.721] ラボア: あ
[9892.968] hakusei11124: あ
[9893.012] non_tako: リスナーやん
[9893.178] Hibi_10000: あ
[9893.238] 燐だよ: らっだぁと比べるとか失礼だぞ
[9893.271] kanna0730: ww
[9893.657] ぱんだぁぁぁ: え
[9893.827] しおおおおおおお: あ
[9893.939] (S)きなこもち46: あ
[9894.204] (S)Ichigo_Strawberry15: あ
[9894.446] shinonome___: あ
[9894.611] bepoa: らだぁさんは？
[9894.663] prpr_friedrice2: あ
[9894.927] ayunosioyaki0223: きm
[9895.194] ケーブル接続: 人外じゃねぇなら行けるだろ
[9895.205] a_mitsuki: あ
[9895.324] (S)s_i_i_a: w
[9895.340] れいるさん: こｙ
[9895.420] kurokurone: 同じ人間だぞ
[9895.496] 碧威: あ
[9895.574] Hamutyaro_126: えぐ
[9895.579] (S)fuu_maru: こy
[9895.616] いのりさん: またリスナーやん
[9897.756] (S)ナラ抹茶: あ
[9897.817] ぱんだぁぁぁ: きｍ
[9897.829] ちおちお: よそはよそうちはうち
[9897.849] せらナミ: あ
[9897.850] トマト狩り: きｍ
[9897.963] (S)Ichigo_Strawberry15: www
[9897.980] (S)和食定食: あ
[9898.009] tasorin1212: あ
[9898.193] ゆきとよ: ？？
[9898.230] (S)アキレゐト: こｙ
[9898.243] higiomi: らっだぁもプロでしょ 配信の
[9898.403] saboten0527ratami: こｙ
[9898.450] hukuren: こy
[9898.673] ruchi_13: 草
[9898.696] (S)hisoka_HyskoA0606: こｙ
[9898.719] 尾猫: こy
[9898.806] omoti1208: こy
[9898.873] ｻｧｻ: あ
[9898.898] hinakai_46: ？？？
[9898.925] (S)nekodama2155: あ
[9899.050] hima_norita: こy
[9899.074] tanuki_pan: こy
[9899.100] mary611: あ
[9899.239] 沙央: こy
[9899.271] 夢現: 相互だったか～
[9899.339] jhonnymorimori: え
[9899.376] (S)yuujyuufudann: こｙ
[9899.475] (S)みりむ_423: きm
[9899.679] jasmugi: ？
[9899.684] (S)sapichaaan: こy
[9901.070] (S)taku202: ぽまえもコーチつけたらいけるってこと
[9901.077] koha0605: きも
[9901.134] yona_0724: こｙ
[9901.136] itoido: こｙ
[9901.300] 抹茶のゴルゴンゾーラ: 逆ギレすんなって·····
[9901.317] (S)yoichimu: 挨拶〇
[9901.370] あらんえむかーびぃ: wwwww
[9901.393] (S)ちゃつう: こｙ
[9901.504] rsk010: あ
[9901.666] なるか3: こy
[9901.726] おまる太郎: きm
[9901.737] futunooryo: こy
[9901.862] yui_1109: こy
[9901.920] リムア: らっだぁチーターだから行ける
[9901.940] waraashi: こｙ
[9902.054] (S)nobume0v0: またリスナーw
[9902.077] kokonoichi: こy
[9902.091] hakusei11124: こわ
[9902.116] (S)harudesuyooo: すみれさんも頑張ってたよ？
[9902.139] (S)sjindoa: あ
[9902.313] すてらいつ: あ
[9902.342] soruuuuu: らっでぃならいけるよ！！
[9902.352] (S)11ket: それは怖い
[9902.502] (S)スパーズ: こy
[9902.562] (S)sinahalo: ストーカー
[9902.719] (S)asona_c: きｍ
[9902.759] さめちーず: きも
[9902.789] まみまる: こy
[9902.811] f_erick: 誰だよ定期
[9902.865] (S)nakihai556: こｙ
[9902.884] が_じゅ: Sellyの名を騙るならそれくらいやれ
[9903.675] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[9904.221] suna0056: こｙ
[9904.222] masamasa2525: 誰をだよw
[9904.223] mofumofu30: こy
[9904.250] kaede__29: こy
[9904.285] maroni_kun: っっっっっ
[9904.438] kj1101: こｙ
[9904.450] ケーブル接続: こy
[9904.519] (S)yoneRu_: こわい
[9904.542] onigiri_860: きも
[9904.669] toubun__: wwwwwww
[9904.674] rai2109: こy
[9904.730] yoppiy_: お前座禅プロじゃん
[9904.755] Oozora96: こｙ
[9904.832] tanuki_pan: 見ないで
[9904.852] ch0colatepumpkin: こｙ
[9904.977] negishio___: こy
[9905.015] (S)who_tawn: 誰だよお前は
[9905.083] kanna0730: 比べるのは…
[9905.170] いのりさん: こy
[9905.226] kakeru_0183: こy
[9905.288] (S)kosuke25252: こる
[9905.344] main94: こｙ
[9905.374] ラボア: こy
[9905.397] sen_0912: ？
[9905.650] たっきーーー: 3戦連続と
[9905.665] nanadefo: こy
[9905.849] mirumiru_h: mwww
[9905.874] shonaganegi: エイプリルフールはエブリデェーってこと！？
[9905.878] 碧威: こy
[9906.082] makirion: あ
[9906.084] ch1111z: あ
[9906.213] narunaruchan4: こy
[9906.218] しょーーーん: こｙ
[9906.507] _もちもち_: こｙ
[9906.645] ruu_ha: こｙ
[9906.685] nekomrnn930: こy
[9907.258] (S)kosuke25252: こy
[9907.259] 神崎立夏: www
[9907.336] shore0926: !uptime
[9907.446] (S)うもうくん: きm
[9907.561] rincho22: こy
[9907.749] (S)moimo_moi: こｙ
[9907.753] (S)Ichigo_Strawberry15: ？？？
[9907.827] (S)taku202: こy
[9907.852] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 45 minutes 13 seconds 経過しています。
[9907.976] ryokuhasan: www
[9908.057] kurono1627: こy
[9908.236] mary611: こy
[9908.381] ぱんだぁぁぁ: あｗｗｗｗｗｗｗｗ
[9908.460] (S)Yukimaru__31: こy
[9908.559] iza__ya: プロじゃないの
[9908.587] (S)ogapaka: え？
[9908.596] minibanbi: こy
[9908.774] lara_3o: こy
[9908.786] (S)nekodama2155: こy
[9908.870] をぺ: こy
[9908.891] nonoami0702: 誰のを
[9909.153] きょぴ: ｗｗｗｗｗｗｗｗｗ
[9909.249] ミリこ: こっわ
[9909.323] panndaman1: こy
[9909.373] saku4529: らっでぃもプロでしょ？
[9909.481] (S)mazirou: こy
[9909.502] mimipaadesu0428: こy
[9909.511] きゅうりのピクルス: 今見てるひとチーターなんだけど
[9909.536] neu_rose: こy
[9909.618] piisuke0428: ｗｗｗｗ
[9909.640] あらんえむかーびぃ: wwwwwww
[9909.729] あるみ屋: 誰だよ
[9909.926] (S)nakihai556: wwwwwwwww
[9910.206] なるか3: wwww
[9910.290] (S)haruse_24: Cheer1000
[9910.382] syamuneb: wwwwwww
[9910.393] (S)yoneRu_: 今日どうしたｗ
[9910.415] cyaso_desu: こy
[9910.595] pyonpyokooo: rader……ってコト？！
[9910.874] ひのした: こy
[9910.892] ネオだいる: ストーカーですか？
[9911.090] 住良木: Zedar批判ですか！？
[9911.096] buruburu6425: 深淵じゃん
[9911.101] tomomo252: wwwww
[9911.123] saiki0528: ストーカー
[9911.288] 哀れな人の子: ｗｗｗｗ
[9911.295] itoido: ｗｗｗｗｗｗ
[9911.299] (S)ﾐｵさん: こy
[9911.355] (S)もえもん: こy
[9911.360] (S)koronn1101: きも
[9911.516] フェネックだよ: こy
[9911.566] (S)ナラ抹茶: wwwwwwwwww
[9911.589] かしぱん_: ｗｗｗ
[9911.678] (S)sjindoa: wwwwwwwwwwww
[9911.930] (S)piroropiro: wwwww
[9912.239] ryo_ngz: wwwwwwww
[9912.316] ｻｧｻ: wwwwwww
[9912.338] rincho22: wwwwwww
[9912.364] きょぴ: …？
[9912.379] harusame55: wwwwwwwww
[9912.415] iriss3535: こわ
[9912.420] takowasa9280: こｙ
[9912.443] (S)vananua: 視聴者1人減ったよ
[9912.509] shu_piiiiiii: え？
[9912.598] (S)ららら0913: こy
[9912.656] (S)スパーズ: ？
[9912.709] makirion: こy
[9912.768] アラル海: 連続じゃん
[9912.816] omuraisu0806: ww
[9912.857] omoti1208: wwwwwwwww
[9914.541] 神崎立夏: wwwwwwwww
[9914.565] りむりん: リスナーだｗｗｗ
[9914.567] gu_1212: wwwwww
[9914.580] yaaanagi_09: こy
[9914.600] (S)venibear3466: こy
[9914.612] nacl_jf: こわ
[9914.616] すてらいつ: wwwwwwww
[9914.725] tasorin1212: こy
[9914.750] ruu_ha: wwwwwww
[9914.789] nya0k0: wwwww
[9914.869] (S)mochi_00v: www
[9915.069] さめちーず: 笑笑笑笑
[9915.092] (S)なつおよ: wwwwwwwwwww
[9915.160] tunamayo1234: こy
[9915.228] Ragu__1878: wwww
[9915.308] 尾猫: ｗｗｗｗｗｗｗｗｗｗ
[9915.425] (S)みりむ_423: wwwwwww
[9915.481] ayunosioyaki0223: wwwwwwwww
[9915.511] sunomono8: wwwwwwww
[9915.633] (S)しおなみ: 困惑しとる
[9915.638] connozi: ｗｗｗｗｗ
[9915.664] まめひよこ: くそわろ
[9915.844] saboten0527ratami: ｗｗｗ
[9915.854] (S)sapichaaan: wwwww
[9915.873] tanuki_pan: ？？
[9915.884] mofumofu30: wwwwww
[9915.973] れいるさん: wwww
[9916.072] atto224: こy
[9916.249] (S)うもうくん: ？
[9916.293] kamimi339: wwwwww
[9916.450] shavuto3: きゃー
[9916.479] negishio___: wwwwwww
[9916.532] atuono: こy
[9916.684] yukii0913: wwww
[9916.687] huku_mm: wwwwwww
[9916.734] ta_tago: こy
[9916.754] ryokuhasan: wwwwwww
[9916.774] (S)harudesuyooo: ストーカー？
[9916.880] yoko__0702: こわw
[9916.918] em21__: 困らせるな
[9917.726] れたすさんど: わこらだ〜
[9917.734] (S)きなこもち46: wwwwwwww
[9917.929] remiiiii_28: wwwwwwwwww
[9918.090] (S)kotori_py: おy
[9918.139] kj1101: 恐怖
[9918.231] akatsuki030303: こわ
[9918.487] su_gar__25: ？
[9918.498] ぱんだぁぁぁ: こわがってるって
[9918.701] whisky_jp: カオスw
[9918.707] arasin2157: wwwww
[9918.758] (S)orio_1024: wwwwwwwwwwww
[9918.763] mashumayu: こy
[9918.983] ome_mui: こy
[9919.013] (S)maru_1214: ぽまえだれ？
[9919.176] mirumiru_h: wwwwwww
[9919.232] onigiri_860: ｗｗｗｗｗ
[9919.245] ミッシぇる: wwww
[9919.437] umi_umiy: ナルシストってこと！？
[9919.497] (S)yoneRu_: 困ってるやん
[9919.578] (S)medo_710: 天井張り付くな
[9919.711] さいのめ: 今見てないじゃん
[9919.721] maromaro0106: 発言きも
[9919.824] ta_tago: wwwwwwwww
[9920.015] (S)ta__mei: 誰やねんww
[9920.131] (S)semper296: これはリスナー
[9920.143] (S)のせ太郎: …？
[9920.182] zyagaimo__: wwwww
[9920.578] (S)えりさ_: wwww
[9920.775] (S)kuromonnn: そりゃそうだｗｗｗｗ
[9921.028] ひのした: wwwww
[9921.399] (S)taku202: www
[9921.426] 住良木: こy
[9921.776] (S)mazirou: wwwwwwww
[9921.808] (S)yoneto_: wwwwww
[9921.871] (S)fuyuki_noa: 確定視聴者
[9921.930] 碧威: www
[9922.027] Ragu__1878: …？
[9922.160] hima_norita: wwwwwwwww
[9922.312] phenix25252: こy
[9922.503] つー1012: こy
[9922.546] せらナミ: wwww
[9922.567] すいませんでした: きんも
[9922.755] (S)kotori_py: radaoHatena2
[9923.043] 哀れな人の子: 困っちゃった
[9923.138] kumo3389: 混乱してるｗｗ
[9923.163] syamuneb: ストーカーさん！？
[9923.221] (S)nekodama2155: www
[9923.307] kanikuchan: こy
[9923.309] あるみ屋: wwwwww
[9923.340] masaba014147: wwwwwwwww
[9923.377] rincho22: ...？
[9923.416] (S)nobume0v0: wwwww
[9923.488] (S)kk09073333: これはリスナー
[9923.610] toiu_113: ？
[9923.825] (S)みるきい: こy
[9924.529] ケーブル接続: え？何？監視カメラ？
[9924.728] (S)bobubibobu: wwww
[9924.739] emitsubo723: www
[9924.744] _もちもち_: これはリスナー
[9924.745] (S)スペルタン: wwww
[9924.748] (S)sapichaaan: 引かれてるwwwww
[9924.753] umeshuuuu: 今見てるかが大事
[9925.107] まみまる: …？
[9925.280] ruchi_13: ……？
[9925.327] かかおしてます: wwwww
[9925.396] takowasa9280: ｗｗｗｗｗｗｗ
[9925.464] chun_taro2004: 困らせるな
[9925.549] souta0712likeblue: wwwwww
[9925.746] kanade03091: きm
[9925.819] azure_nekolife: 困惑させたるなや
[9925.978] murasaki_chan: wwwww
[9925.985] ネオだいる: 困ってるよ
[9926.062] おまる太郎: …？
