[33.317] arare_1567: こんこんこん
[30693.483] nagatomo_123: 5は修行だった
[30697.139] (S)bronze1932: MRは基本ゼロサムゲームだからマジでシビア
[30760.037] 八船テルー: 最強じゃん！！
[30774.688] しゃかりきおにぎり: ファジーコパンわかりませんどぐ先生
[30775.573] lucky7404: ちなみにシミー読んだ時って遅らせ中足的な入力もできる？
[30777.897] sai0079: 単純にそういうことですが
[30781.717] Hi_takumi: w
[30785.810] kimagure444: 立川絶好調
[30788.752] (S)ﾅﾑ魂: 私事,長文失礼。鉄拳勢の2D格ゲー初心者です。最近GBVSR,バザラガにてSランク到達できたので、どぐらさんの活動をモチベにいよいよスト6も頑張っていきたいと思います。応援しております
[30790.423] tankbba146: どぐらベガ早くみたいお
[30790.431] 優羽さん: ハイタニさんも使ってましたね
[30791.509] 八船テルー: 遺伝子にクラシックを打ち込まれとるやん
[30792.596] (S)bronze1932: 遅らせグラは公式で練習モードあるの神じゃないですか？
[30799.977] pitch_hamamama: 押したり離したり難しいねん
[30802.374] lucky7404: 神ゲー
[30804.431] (S)takafumi_tuji: クラオジにモダンは難しいんや
[30804.890] Hi_takumi: 大事ですよぉ〜
[30809.737] 鮭物語: アシストボタンが凶悪にムズい
[30826.938] コーギー畑ヶ山: 持続ヒットとフレーム消費について教えてほしいです。
[30829.084] コーゼット: ってことは遅らせグラ狩りの練習をする際に、ダミーにはディレイ10Fの投げ抜けをさせるのが正しい練習方法ですか？
[30839.535] (S)コムコムぽん: @sai0079 あとキャラによっては重要な技が減ってるので上級帯では大変らしい
[30850.190] (S)LooseDash: プロシーンにモダンおらんの普通に火力低くてリターン差で死ぬからだと思ってた
[30876.614] コーゼット: 3~5Fすね。ご回答あざす！
[30879.683] (S)LooseDash: 「早め遅らせグラップ」という最速パラドックス概念
[30916.391] tarakon_bu: これが理由だったのか！
[30943.894] pitch_hamamama: 持続に当たると格ゲーマーは喜ぶ
[30973.287] Hi_takumi: 持続当てさいこー！
[30977.211] (S)shi_a__: そんなにあったんかw
[30998.784] (S)shi_a__: やーばい
[31000.520] 都会の鳩は勇ましくて太い: なにーーーー
[31014.424] Hi_takumi: ザ・ワールドぐらい余裕ある
[31019.448] 鮭物語: ルフィが不思議○○で済ますタイプの御託
[31042.709] nutigusui: だから調整でたった1フレーム変わっただけでバランスが激変しちゃうんですね。
[31052.782] かごちゃんツ: djの引き大Kもそうですか？
[31060.567] (S)LooseDash: ちなみに打撃の持続重ねして、起き上がりにパリィを押されていると〜〜〜？
[31077.835] tankbba146: どっちメインかわからないけどベガエドだと両方サイコパワーだね
[31082.495] pocochin08: この流れで聞きたいんですけど2フレ有利と5フレ有利ってどんだけ違うんです？
[31108.152] Hi_takumi: フレーム消費レシピを発掘・確認をするのは強者の道
[31119.161] コーゼット: 豪華！！！
[31120.905] (S)shi_a__: フルセット！
[31122.351] lucky7404: おもしろいw
[31123.147] Hi_takumi: ww
[31123.821] tig_hag: お得～～
[31124.532] カンラク: お得
[31124.824] majesta179999: 豚汁では無かった！
[31124.930] 高確中段チェリー: やば
[31128.069] iranai02: シミーできるから
[31129.448] jinsei2212: セットやん
[31133.076] 鮭物語: 松屋やんけ！
[31133.514] pitch_hamamama: 年取ると汁物がありがたい
[31134.095] (S)さかじょん: トッピングが定食になった
[31134.494] lucky7404: 味噌汁連ガ
[31135.054] ゆきがら: 味噌汁を豚汁にチェンジで
[31135.547] hornet_within: セットになった！？
[31136.153] (S)再度落選の大統領マルモリ: 追加の牛皿までつくとなると何フレ有利ですか
[31136.507] (S)amakusa_akaikitune: 5フレ有利はもはや寿司
[31137.121] (S)baluboi_3: 豚汁まではいかない？
[31138.106] fallleaf36: 空中攻撃ガードさせたら毎回セットがついてくるってこと！？
[31139.458] (S)鉄板: 定食じゃんねぇ
[31139.531] nameless510: +3と+4で超えられない壁無い？
[31139.995] 毛玉41号: じ、じゃあ42F有利もあったら…？？？
[31140.488] tankbba146: 10Fは？
[31140.685] (S)EMA__chan: ちょうどいいのがみそ
[31144.152] zFiesty: hii dogura 
[31148.103] azuma1012: 詐欺とびできる+44は牛丼特盛ですか！？
[31163.814] 都会の鳩は勇ましくて太い: 無料で食べ放題や
[31165.670] (S)shi_a__: デザートくるか！？
[31173.165] 毛玉41号: うおおおおお
[31177.291] nameless510: 無料券うおおおお
[31177.701] faust39: 次回かよｗ
[31179.249] ゆきがら: でも詐欺矢ぞ
[31181.322] Hi_takumi: 熱い！！
[31181.619] コーゼット: あまりに有利Fが多いと逆に投げがスカちゃって困りません？
[31182.217] (S)shi_a__: ただ券きたー！w
[31182.602] nutigusui: おかわり無料！
[31183.813] (S)ssr_patoranran: 1万人目にしてはしょぼないか？
[31184.803] (M)(S)ぱぱすぬわ: 何当てても牛丼タダにすんなエド
[31190.376] (S)コムコムぽん: 嬉しいけど1万人目ならもうちょっとください
[31195.288] tankbba146: じゃあ52Fでやる集中ってすごいゴミ行動なんだな
[31196.025] しゃかりきおにぎり: マックのポテトはいつ食べても美味しいのはなんでですか？
[31196.841] (S)bronze1932: 支払いを詐欺れるってワケ
[31197.957] iranai02: タダ券（安全飛び）ついてくる
[31199.893] Hi_takumi: w
[31201.199] tenkas10: 地味に的確
[31203.989] (M)墾田永年私財砲: 企業努力
[31209.324] 高確中段チェリー: タダでくれるんならいいやろがい
[31221.779] azuma1012: タダより高いものはなんたら
[31225.974] (S)LooseDash: NiceTry
[31226.383] 毛玉41号: タダ券＝詐欺飛びは言い得て妙
[31227.425] pitch_hamamama: 詐欺飛びは実質タダとかマジの詐欺師かな
[31230.114] 鮭物語: どうすれば高菜トッピングが付きますか？
[31233.618] lucky7404: プラ1は寿司屋のガリくらいか
[31241.390] (S)shi_a__: www
[31249.073] (M)(S)ぱぱすぬわ: イウサールかなぁ
[31255.162] majesta179999: 詐欺飛びとタダ券すごい例えうまいw
[31257.471] カンラク: 豚汁に変更できますか？
[31268.746] pitch_hamamama: 豚汁はゲージ払ってどうぞ
[31272.441] 都会の鳩は勇ましくて太い: うおおおお
[31276.511] syamunuko: うめ、うめ
[31280.880] edgeyoshi: 高菜は辛いから不利フレームかな
[31284.818] tenkas10: うめ、うめ、、
[31285.862] かごちゃんツ: そらよ！じゃなくて、いっけ！のセリフもあるんですね
[31288.239] nutigusui: うめ！うめ！
[31290.844] (S)再度落選の大統領マルモリ: 夜中にこんな話題出して俺達を苦しめたいんですか？
[31296.433] (S)mori_123: エドでダルシム戦するときに気を付けてることありますか？
[31300.181] tenkas10: 今からバーンアウトを開始する！
[31304.633] azuma1012: 今のザンギは牛丼食べ放題までないですか？
[31307.992] 都会の鳩は勇ましくて太い: ｳｹﾄﾘﾅｧー
[31313.819] (S)horikawa_r_i_k: そういえば新ももちドリームコンボは実践的なんですか？
[31317.306] 高確中段チェリー: へー
[31318.421] (S)LooseDash: 只今よりジャストパリィを開始する！
[31320.560] (S)EMA__chan: ブランカもなんか言って欲しい
[31321.212] pitch_hamamama: 弱以外うったことねぇ
[31325.324] (S)ssr_patoranran: メナトみたいな違い
[31333.822] (S)yamaasira: 思いだしてる間に気づいたら食らってそう
[31334.891] (M)(S)ぱぱすぬわ: コンボ以外で撃たれる機会ほぼないからまぁ…
[31335.822] (S)bronze1932: ももち曰く“所長なら可能”
[31342.460] syamunuko: ももちならなぁ（テンプレ）
[31344.923] (S)acrofiora: 大Pチェイス一生安定しないんですけどなんかコツありますか
[31346.091] コーゼット: 弱中強判断を弱中強で覚えてると英語ボイスの時こまりません？
[31347.020] taku_ur: そんな…今日必死にトレモしたのに…
[31347.030] (S)horikawa_r_i_k: 難易度たかし？
[31351.829] hornet_within: 実用性はどうあれ浪漫は大事
[31351.894] (S)コムコムぽん: 今日立川さんチャレンジしてた？
[31355.629] (S)shi_a__: 牛丼の例えでお腹が空いてしまった...
[31363.783] しゃかりきおにぎり: そいえばアプデ後のホンダはまだ嫌われ者ですか？
[31367.796] 都会の鳩は勇ましくて太い: 終わらせるかぁ❗😡🥊決・め・るぜぇ❗👉🥊💥よそ見してるからだ‼️💥👊😡三😡三😡👊💥(ｷｭｯｷｭｯﾊﾟﾝﾊﾟﾝ!ｷｭｯｷｭｯﾊﾟﾝﾊﾟﾝ!ｷｭｯｷｭｯﾊﾟﾝﾊﾟﾝ!)いくぜ‼️✋💥どぉ〜〜⤴️だぁ⁉️⁉️楽しいねェ❗👏👏👏
[31371.423] zackz_fair: 牛丼食べてぇ〜
[31383.933] pakorepukins: ｗ
[31384.400] (S)bronze1932: WutFace
[31392.775] 鮭物語: 荒らしかと思ったらただのエドか
[31393.011] (S)shi_a__: 楽しいねぇ！
[31397.253] どげざしろよ: なんだこいつ！？！？！
[31400.680] (M)(S)ぱぱすぬわ: 荒らしかとおもった危ない危ない
[31406.829] azuma1012: なんだ、SA3か
[31408.878] syamunuko: すべてザンギがもっていった
[31411.458] (S)horikawa_r_i_k: ザンギがそのヘイト全部吸ってるよ
[31412.080] しゃかりきおにぎり: ついに相撲する気になったか
[31413.255] gurin04: いまの本田前より戦おうと思うよ
[31413.549] anchan0116: 楽しいねぇ！
[31417.551] (S)yamaasira: いーや変わってないね
[31418.292] (S)amakusa_akaikitune: でも追い詰めたら本性表すよ
[31419.833] コーゼット: 本田戦、ちゃんと楽しくなってると思う
[31420.716] (S)コムコムぽん: もう本田使いは全員澄んだ心になってるんですか！？
[31420.893] 毛玉41号: 真面目にスト6やってるよ彼は
[31424.125] tenkas10: そんな簡単に世間の評価が変わるわけねぇよなぁ
[31428.340] morinokumasansp: 変わってないッス
[31429.534] zackz_fair: 今はザンギがヘイト溜めてますか？
[31429.841] (S)あしゅりーぬ: 今までの悪行がさァ…
[31431.213] ma121448: むしろザンギが吸い取った
[31432.975] (S)LooseDash: エドのSA3別に変なこと言ってないのになぜかコピペにされてるの面白い
[31434.287] beretta_ninamori: シン本田ほぼバルログ
[31437.147] 都会の鳩は勇ましくて太い: あいつら３ラウンド目に化けの皮はがしてくる
[31437.947] ぎんがさん: 更生した不良に甘すぎる
[31438.860] (S)再度落選の大統領マルモリ: さっき3ラウンド目でそれまでと違う狂ったように頭突きと百貫してくる本田いたんですけどまだ心入れ替えてないやつもいますね？
[31440.929] パチキ: 家帰った後もけいこしてたよあいつ
[31442.874] (M)(S)ぱぱすぬわ: 改心した不良が誉められるあれね？
[31443.833] 鮭物語: 真顔で連打してくる立ち中Pの張り手が今までの狂った技たちよりよほどバグってるのほんま
[31446.395] ねっし: きれいな本田
[31448.507] azuma1012: 世間は許してくれあせんよ
[31449.833] すいすえーす: 本田って相撲界から追放されたような奴やで
[31452.025] hornet_within: 相変わらず相撲はしてないけど
[31455.571] chimara_game: 初心者なんですけど格ゲーって何から練習すればいいですか？？
[31458.534] ccccnnnnaaaa: どぐにゃんってギタドラやってた時も間奏で何も降ってこないとき空打ちでアレンジプレイしてた？
[31464.360] パンクラトプス: 本田が振る技が頭突き百官から中pに変わっただけでは？
[31475.186] kusarin3: JPも許される時代か？
[31479.570] taku_ur: BGMパック買いたいんですけど過去作やったことないので、どぐらさんのオススメ教えて欲しいです！
[31499.081] (S)amakusa_akaikitune: ギターはから打ちするとミスになる
[31500.962] 都会の鳩は勇ましくて太い: バイソン全部当たり
[31505.576] beretta_ninamori: ５の曲もかっこいいよ
[31507.144] pitch_hamamama: 配信者みんなエルフォルテ流してて笑っちゃう
[31509.414] tenkas10: ゲーム内のチュートリアル、コンボトライアル、ワールドツアーあたりがおススメだと思います
[31510.087] ひいらぎなおり: どぐらさんこんばんは～
[31512.208] zackz_fair: キャミィとか好きです
[31514.588] (S)LooseDash: んっ
[31516.279] (S)bronze1932: スト4と3rdとか？
[31518.844] (S)shi_a__: タッカー氏...
[31520.237] Hi_takumi: w
[31523.826] 青山悠: ザンギ強くなった割にプラチナダイヤ帯で人口少ないのは何でですか？
[31527.128] (S)ssr_patoranran: 他のカプコンゲーからBGM輸入とかしてくれんかな
[31534.162] 鮭物語: 君のような勘のいい小結は…
[31535.240] nutigusui: ダイヤ帯までやっと来ましたけど、ガード後に打ち返すとかなりの確率でカウンター取られるのは振る技が悪いんですかね？
[31537.174] (S)LooseDash: 実際初心者帯だと百貫頭突きガード後ナーフの恩恵あんま受けられてないとかあったりしない?
[31538.844] (S)horikawa_r_i_k: すぐにマスターになったのかもしれない
[31539.383] どげざしろよ: 君勘ガキ嫌
[31541.018] かごちゃんツ: マノンのツンツンもきらい
[31542.190] ccccnnnnaaaa: 一番好きな曲は？
[31544.156] pinpiro7: ダイヤ帯ですが頭突きと百貫連打する15連勝本田がいました
[31545.913] tamio1: タメキャラやるに当たって練習しておいた方がいいことありますか？
[31547.508] すいすえーす: ザンギがイケメンだったらもっと人口増えてましたよね
[31550.862] (M)(S)ぱぱすぬわ: ルークだってしゃが中ぶん回してたしそんなもんや
[31556.685] しゃかりきおにぎり: ベガ待ち勢はホンダ使って待てみたいなツイート見たけど使い方一緒って事？
[31559.424] beretta_ninamori: 無料で追加されたエクストルーパーズのbgmおすすめ
[31570.909] カンラク: でもタッカーさん勘の悪いガキも嫌いそう
[31579.870] 農家ゆん: あんな攻撃するから横綱になれない
[31580.731] nitta3desu4: 豪鬼来てからダイヤ帯が魔境なんですがなんでですか。
[31580.807] lzeroar: どぐらさんの使ってるコントローラーは市販のものですか？改造とかいりますか
[31582.914] (S)bronze1932: 今でも角界追放なんだっけ？
[31584.918] tukuyomi_l: PC格ゲーはキーボードでやってたんですがスト6キーボードでやるのってやっぱきつい…？
[31588.310] catsoccer: じゃあこの世界の横綱はどんなバケモノになっちまうんだよ
[31597.047] (S)再度落選の大統領マルモリ: 今期酒臭そうなジェイミー使ってますけど小技補正きつないすか
[31598.193] (S)LooseDash: ベガ待ち勢意外とマリーザなんじゃね？っていうのも見たことある
[31602.387] tenkas10: ５みたいに自社作品コスとか出して一緒にBGM来たらアツい
[31603.237] ccccnnnnaaaa: 序二段の本田
[31603.916] io3810: どぐらさんのアンガーマネジメント方法を教えてください。ムカつきすぎて頭の血管切れそうです
[31612.997] seven_bluewave: 関係ない話なんですけど、SEED FREEDOM最高だったんですけど
[31615.275] (M)墾田永年私財砲: スト5終盤からずっとキーボードでやってるけど一切困ってないよ
[31618.123] (M)(S)ぱぱすぬわ: あいつ追放なんてされてたか？横綱にあげてもらえないは聞いたことあるけど
[31619.992] (S)コムコムぽん: @tukuyomi_l キーボードの人結構います
[31621.477] カンラク: ワンチャン大会に出れないのでキーボード
[31621.822] zackz_fair: 小結と小錦さんがごっちゃになってたわ…
[31626.084] (S)EMA__chan: そういえばエルデンリングやるん？
[31629.938] kusarin3: JPも2大P対空だからベガ
[31632.217] sai0079: 3DSのスト4って今のモダンシステムよりやばかったって本当ですか
[31633.441] tenkas10: お 前 を 幼 稚 園 児 に し て や る
[31636.776] (S)LooseDash: ？？？「お前を幼稚園児にしてやる」
[31636.853] ma121448: ソフィアさんがやってたやつ？
[31638.967] (S)gmg_kn: ストと鉄拳どっちがムカつきますか？
[31639.563] (S)再度落選の大統領マルモリ: ちなみに指導した保母さんキレっぱなしなんですが
[31643.796] catsoccer: 幼稚園児にもむかつける人はどうすればいいですか
[31644.259] jotbolt: ベガに惹かれてフォーム崩したプロにルーク刺さりますか？
[31644.529] すいすえーす: エルデンリングDLCあと10日やでリハビリしてない人はお早めに
[31649.382] (S)horikawa_r_i_k: でもそのせいで相手を幼稚園児にするこでてきたよね？
[31656.748] (M)(S)ぱぱすぬわ: キーボードの欠点はPS5の大会出れないこと
[31664.200] chang_una: お前をママにしてやる！
[31667.775] (S)コムコムぽん: あれでソフィアさんリスナーの新しい扉を開いたらしい
[31673.279] (S)ssr_patoranran: 相手を幼稚園児だと思うという話がどうしてあんなことに・・・
[31675.824] (S)yamaasira: 正直友人のラグ使いにむかついて2週間ぐらい触ってない
[31691.280] 鮭物語: プロがこのムカつきに太鼓判押してくれるの、何よりも救われる
[31694.191] Lisuuru: スト6プラチナ沼から出れなくて苦しいです
[31695.996] (S)LooseDash: スマブラSPのあとこのゲームやってるけど、全然マシだなって思っちゃった
[31717.351] (S)再度落選の大統領マルモリ: 「スマブラは愉快なパーティーゲーム」
[31718.757] ccccnnnnaaaa: ソフィアねえさん声クッソかわいいだけで言ってることはもこうとほぼ同じで笑う
[31720.584] カンラク: 一番むかつくのはスプラっす
[31721.697] syuumia: ザンギの判定やばくないですか あとスクリュー
[31722.971] やく満: そんなに
[31723.184] hornet_within: 何が違うんだろう
[31726.385] niju1_: 回避されまくってる時きれそうになる
[31726.479] 都会の鳩は勇ましくて太い: 任天堂のゲームはスプラといいむかつくものが多いのか…
[31726.947] (S)yamaasira: 任天堂のゲームあまりにむかつき性能高いのすごい
[31731.057] (S)LooseDash: 人生で一番キレた瞬間スマブラやってる時です
[31732.985] しゃかりきおにぎり: 今までFPSしかしてこなかったけどスト6初めて口悪くなったし台パンしてしまうし最悪なゲームだよ。愛してるぜ
[31741.516] (S)再度落選の大統領マルモリ: 任天堂もしかして教育に悪いのか？
[31745.009] seven_bluewave: スプラに限らず、チームゲーはギスるよ
[31745.911] (M)(S)ぱぱすぬわ: スプラは人格変えるよ、危ない
[31746.901] 毛玉41号: スマブラもスプラもムカツキ度はストファイの比じゃないっす…
[31748.340] カンラク: スプラにボイチャあったら殺人事件起こる
[31750.417] (S)yusakoi58: パーティーゲームをガチになるとムカつくんかな
[31751.744] すいすえーす: 気にせず気楽にやるのとムカついてがむしゃらにやるのどっちが成長しますか
[31752.780] (S)bronze1932: スプラトゥーンホントに闇を凝縮したゲーム
[31753.366] ねっし: 任天堂のゲームなんであんなにムカつかせるのうまいんだろ
[31755.017] パンクラトプス: スプラはvcあったら最悪の治安になると言われる・・・
[31755.108] zackz_fair: スマブラは友人たちとやっててもキレる奴いるから空気が悪くなる
[31764.731] (S)ssr_patoranran: チームゲーでムカつかないのは無理よ
[31765.035] (S)ﾅﾑ魂: スマブラは対戦ツールとしてプレイすると難しすぎるし「楽しむ」のが難しい印象
[31768.073] こがや: スプラは机パンチしましたけどスト６は自己責任なので大丈夫でした
[31768.751] edgeyoshi: そういえばまめスパさんはマルチバーサスの方が好きそう
[31769.806] tenkas10: 匿名コメでゲームにムカつく奴かわいそうｗみたいな煽られ方されると死ぬほど炊きます、絶対にランクマしてないし俺より強くなってからそのセリフ言えや
[31770.339] tukuyomi_l: 成程 ありがとうございます！慣らしていきます>キーボード
[31770.728] (S)LooseDash: マジで喧嘩になるのはアイスクライマー
[31771.989] おぎん_: 仲間にむかつくか、自分にむかつくかの違いはあるよね チームゲーとソロゲー
[31777.383] sai0079: DOAシリーズ好きなんだけど、プロでもやってる人少ないのはなぜだろう？
[31778.691] どげざしろよ: あのゲームのストレス値エッグいよスプラ 俺VALOでクソみたいなトロールと当たったこともあるけど スプラの方がよっぽどキレたもん
[31785.786] Lisuuru: FPSに比べて行動の善し悪しがハッキリしてるからとてもムカつく
[31791.529] かごちゃんツ: スマブラやってる奴は初心者を容赦なくボコす
[31792.866] (S)再度落選の大統領マルモリ: あの・・・任天堂のゲーム尽く終わっているのですが・・・
[31793.952] SHOU17: ドカポンやって友達失くそう
[31794.909] どげざしろよ: スプラは人生で初めて無意識に台パン出た
[31808.986] (S)bronze1932: いっそのことスマブラXは全員メタナイトだからムカつくもクソもなかった
[31809.576] (S)ゆはたけ: カズヤ使ってる友達いるとギスりがち
[31813.172] ねっし: 全年齢対象です♡みたいな顔してるからだろうか
[31813.357] ぎんがさん: スプラはヤバいよ
[31814.978] 高確中段チェリー: 自分はコンボやってるつもりなのにでないのにむかついたりするからそういうのもあるんかなぁ初心者だけど
[31815.737] (S)再度落選の大統領マルモリ: マリパも友情破壊されてませんかね
[31819.254] zackz_fair: 桃鉄、ドカポンもヤバいですね
[31833.093] パンクラトプス: もしかして任天堂は子供たちに怒りを与えてゲームから離れさせようとしてくれているんじゃないんですか？
[31833.598] しゃかりきおにぎり: スマブラは格ゲーってジャンルになるん？
[31833.851] pinpiro7: ドカポンは友情ブレーカー
[31834.684] (S)shi_a__: 友情破壊ゲーw
[31835.644] 高確中段チェリー: ドカポンはなぁ
[31837.008] tarakon_bu: ドカポンはガチ
[31839.541] nutigusui: 友情破壊ゲー
[31848.815] (S)再度落選の大統領マルモリ: そんな事言われたら俄然使いたくなるじゃんねえ
[31851.802] seven_bluewave: 大丈夫、エクバよりマシやで。未だにゲーセン行くけど、一人でずっと相方にガイガイしてる奴おるもん
[31852.052] mooooooooooolll: そんなもんか。おれは台パンしたことあるのはスパロボFくらいだわ
[31855.504] りょうた__: カスタムロボはもっとムカつく
[31856.597] (S)yamaasira: 友情破壊ゲー友情破壊ゲーって言われすぎてて一生遠慮しながらプレイしてるわ
[31859.253] おぎん_: そもそも運ゲーって相当むかついてしまう
[31860.978] (S)ローテーターカフ: 頭にうんこ乗せられるのほんま
[31861.737] zackz_fair: 桃鉄も牛歩とかでリアルファイトになるらしいですよ
[31864.427] tig_hag: あんだけ集中攻撃されたらそら怒るよ
[31866.379] nameless510: ドカポンはマジでムカつく
[31868.418] kumikaw4: 捨てゲー悪魔化した奴に荒らされる
[31868.553] hornet_within: 対人でムカつかないゲームってあるかな
[31868.860] カンラク: モノポリーも結構やばいって聞くが
[31872.432] (S)ツバサ__: まめすぱさんとドカポン321やってほしい
[31876.278] (S)kinokogidora: デビラーマンになったら媚びタイムが始まる
[31876.417] kimagure444: 近年だとスプラトゥーンは相当ヤバいらしい
[31876.883] ゆきがら: それってどんくらいの年齢層なん？
[31885.013] chang_una: マリカ
[31889.361] (S)ゆはたけ: アソビ大全なんかは全くムカつかないでワイワイできる
[31900.857] (M)(S)ぱぱすぬわ: 友達を長崎にうんちカード置いて閉じ込めたら2ヶ月ぐらい口効かなくなった
[31901.079] (S)再度落選の大統領マルモリ: こないだゲーセン行ってガンダム勢大人しくて時代変わったなと思ったんですけど30分後に叫びだしてやっぱだめだと思った
[31908.103] (S)LooseDash: スマブラSPのアイスクラ イマーは二人分のヒットストップがかかって攻撃側の停止時間が長くなるせいで本来繋がるコンボが繋がらないという事象が頻発します 主な被害者はフォックスです
[31912.683] 都会の鳩は勇ましくて太い: 楽しいパーティゲームのはずなのに
[31913.261] りょうた__: カスタムロボは？
[31914.087] SHOU17: 実はやばい雰囲気になる空気読み
[31917.268] (S)yusakoi58: 年末桃鉄からのギスギス年始よくあります
[31917.666] (S)コムコムぽん: その点カプコンは
[31919.465] nitta3desu4: 今日パチンコ打ちながらどぐらさんの動画見てたら2万発出た。ありがとう
[31920.682] edgeyoshi: FallWinning
[31922.909] kumikaw4: 武器商人か
[31923.137] beretta_ninamori: 射幸心
[31923.527] (S)ssr_patoranran: パーティゲーのはずがどうしてこんなことに・・・
[31925.006] カンラク: ボイチャとかチャットが無いことが証明してる
[31927.665] pinpiro7: MTGアリーナも中々っす
[31927.880] しゃかりきおにぎり: アソビ対戦にプライド持ってやる奴おらんやろw
[31929.597] (S)gmg_kn: 結局ゲームがムカつくんじゃなくて人間がムカつくのでは？
[31930.723] おぎん_: むかつかない対戦ゲームなんて売れないからね
[31938.349] (S)再度落選の大統領マルモリ: カスタムロボも黙って違法パーツ使ってはめたらキレられた思い出
[31940.663] すいすえーす: 日本のクリエーターってプレイヤーが苦労する仕様にすればウケると思ってそう
[31942.096] 高確中段チェリー: 負けず嫌いに刺さるほうが長くプレイしてくれるんじゃない？
[31943.487] 4649funamushi: 7ならべで暴言が飛び交うぞ 遊び大全
[31948.054] tenkas10: MMOの高難易度よやっぱり
[31950.877] hornet_within: 任天堂さんこの人です
[31951.450] どげざしろよ: スプラ本当にやばい 友人とスプラやろうぜから１時間後には険悪な空気と罵詈雑言が飛び交って最終的にお通夜になって辞めるのが毎回
[31957.527] (S)さかじょん: 最初のマリオの時点でねぇ
[31961.171] 鮭物語: 紫箱のウノはつまんなくて1時間ギスった末に誰も上がらず終わったことある
[31965.536] (S)LooseDash: カプコンもカプコンでモンスターハンターとかいうPvPでもないゲームで台パンさせてるからな
[31966.055] kein8549: プレイヤーが苦労すれば良いだろって思ってるのは間違いなくカプコン（特にモンハンスタッフ
[31971.885] カンラク: 「クリア目的ですよね？」
[31980.391] パンクラトプス: ソロゲーで黙々と作業しているときが精神的に安定する
[31982.346] どげざしろよ: 毎回お通夜なる
[31984.414] ハトパン: それゲームのせいにしてるだけでしょｗ
[31984.595] tenkas10: これ、クリ目ですよね？
[31989.242] (S)kinokogidora: オーバウォッチでキーボードとマウス一回づつ壊した
[31991.139] ぎんがさん: スプラは味方にキレるゲーム
[31991.264] 都会の鳩は勇ましくて太い: 大学の友達もスプラのせいで対人戦を引退しちゃった
[31992.682] pinpiro7: 予習してます？
[31993.361] edgeyoshi: ソロの方がいいなぁ
[31996.961] (S)再度落選の大統領マルモリ: スプラやってると旦那の人格が変わるとか真面目に相談してる嫁さんがいるゲームだぞ
[31997.809] sasimi96: 関さんのスプラの切り抜き見て欲しい
[31998.610] pitch_hamamama: FF14でいやほど見た
[32001.108] (S)ssr_patoranran: どういう時に使う言葉？
[32003.438] (S)godog02: 捨てゲー率すごいよ
[32005.093] kimagure444: スプラは格ゲーと同じで、普段温厚な人が尋常じゃない切れ方するの複数回見たことある
[32005.781] おぎん_: 友達とチームゲーやってそんなギスるんだ
[32006.296] (S)どらどら14だす: よくいてますよ！！
[32008.068] (M)(S)ぱぱすぬわ: MMOの初見のタンク、絶対やりたくないっす
[32009.483] (S)LooseDash: ワールドのクシャルダオラまっっっっじでやってる人全員悪口言っててえぐい
[32012.242] tig_hag: MMOの大縄跳びはとても野良で出来るもんじゃない
[32012.515] すいすえーす: カプコンといえばいつかのロックマンにあったノーミスクリアのトロフィー。死ぬほど神経つかった
[32013.060] ccccnnnnaaaa: 逃げんの？レベル
[32013.965] パンクラトプス: だいぶヤバイ
[32014.916] ハトパン: クリア目的ですよね？は俺10回は言った
[32016.895] (S)ゆはたけ: スプラは誰かが悪態ついたときも笑ってくれる友達いると楽
[32018.133] 都会の鳩は勇ましくて太い: とんでもないっすよｗ
[32021.586] Hi_takumi: マジでヤバい
[32024.434] njpw2017: あれはヤバい、OWに並ぶ闇のゲーム
[32024.625] sai0079: スクエニって最近格ゲー出さないな
[32024.890] nameless510: キレてない人のが珍しい
[32026.625] tapemon: スプラのクソ武器列伝して欲しい
[32029.395] 空花13: パッド食べてたの関さんだっけ
[32029.674] hornet_within: モンハンはプレイヤーvs開発のゲームとか一時期言われてたっけ
[32040.666] こがや: みんなスプラでキレてて安心した
[32043.294] (S)LooseDash: そういえばどぐらさんPvPじゃないゲームであったまったゲームってあります？
[32045.606] nameless510: もこせんとか何個潰してるんやろうな
[32049.760] tenkas10: どぐにゃんのFF１４はいつ頃始動できそうすか
[32049.955] ゆきがら: スナック感覚で友達にスプラを進めたら、本当に炊いちゃってダメだった友人が前にいた
[32050.403] tig_hag: ギミック予習して担当して練習してようやくできるものをギミック知らない人間が平然と入ってくる
[32051.118] しゃかりきおにぎり: ボイチャさせたら終わりの始まり
[32052.907] (S)yamaasira: コントローラー壊したら家族会議やな
[32053.054] まつみん: 決まったフェーズで失敗してる特定の人がいる場合、他のプレイヤーに寄生してるんじゃないかと疑われて発せられる言葉→「クリ目ですよね？」
[32053.808] (S)ssr_patoranran: クソリッター４ね！くらいは言っててもおかしいくない
[32054.238] SHOU17: きっと味方になんだこいつって言いながらプレイしてる
[32054.627] pitch_hamamama: 関さんも一番切れるFPSと評してたな
[32057.507] catsoccer: https://youtube.com/shorts/5dJAMvuwado?si=i83rV1mJkH_5f3Tu
[32060.824] njpw2017: 徐々にマイクラに移行させることをおすすめしたい
[32060.829] どげざしろよ: スプラは死ぬときの意味わかんなさがひどくて脳みそいかれる 不快武器の温床 クソの投げつけあい
[32061.253] (S)再度落選の大統領マルモリ: 関優太さんのスプラ探したら初っ端ジョイコン投げて寝る動画出てきた
