[29.783] yatomn55: うす
[3989.216] アズリッド: ほぉ
[3996.574] yusei0304: いいよそれ
[3996.965] (S)96san_788: 良い
[3997.542] fkc_lemond: めっちゃいい
[3998.958] str_ao: これ軽いしめっちゃいいぞ
[4000.157] あぷあぷえる: それいい
[4002.141] kou18881: かわいいなこれ
[4002.651] (S)sas4m_: それいうほどエルゴじゃないけど、気にいる人は気にいる
[4003.224] るれめ: x2v2どうなん
[4003.432] yusei0304: 4000hz対応してるし
[4003.937] iamive6: それがちいい
[4004.911] fkc_lemond: かぶせいけるよ
[4006.933] リビングデッドの呼び声: 初期ソール形くそだけどマウスはマジでいい
[4009.064] shoki_40: pulsar V3はどう？
[4009.404] (S)96san_788: あり
[4009.692] (S)venven8: いいな
[4010.097] pasuta0089: 覇権になろうとしてたらしい
[4011.185] (S)ぎあちゃん: フナコラボの方が安いんだよねw
[4011.620] あぷあぷえる: かぶせしやすい
[4012.983] str_ao: ガチでオススメ
[4013.280] garakutra: 左右対称か
[4013.425] のっし: あり
[4013.539] (S)sas4m_: Pulsar Xlite v3とかのほうが
[4018.837] 末期3: 非対称ならTOPTIER
[4021.942] MrET507: Pulsarに形似てるな
[4021.993] carefreed: ソールはｋｓ
[4022.155] (S)96san_788: ｗｗｗｗ
[4023.679] reu2501: Lamzu Mayaは？
[4024.590] Aug_Leaf: ギアさんにおねだりすればワンチャンくれない？ 
[4025.716] (S)venven8: もちやすそう
[4029.776] wicksan_: Viper V2 PRO使ってる
[4030.882] minto2207: それくそだお
[4032.049] kou18881: フナ様ご愛用か
[4032.648] ディスタンス津田: エルゴ好き
[4036.676] tguarr: https://amzn.asia/d/cYKabVz
[4037.871] ねこてん2: v3Pro買いましたか？
[4039.638] str_ao: 4000ヘルツも対応してる
[4040.504] 成宮なり: ドットソール付けてる
[4044.482] (S)sas4m_: Artisanか
[4045.121] dippzy____: いいね
[4046.201] fkc_lemond: かぶせ持ち結構いける
[4048.777] トムケイシー: カスなんやwww
[4049.254] pasuta0089: マウスパッドもしや零か？
[4049.849] cceureka7: Pulsar Xlite v3も良き
[4050.590] アズリッド: マウスはもはや冒険よね
[4051.314] misoshiru343: 手ちっちゃかったらしんどい
[4051.880] iamive6: いいと思う
[4054.475] リビングデッドの呼び声: フナの方だと4000hzドングル同梱で安い
[4059.541] minto2207: バッテリー1日持たないしやめとけ
[4059.569] wabisabeaf: クリック柔らかめでもいいならあり
[4062.904] わもん: マウスは冒険だけど結局GPROだよ
[4069.426] temotodakei: ラムズはめっさんも使ってる
[4069.703] (S)96san_788: え
[4073.987] carefreed: 終わりですｗｗ
[4076.226] kontyakontya: beast x 神
[4078.411] aoi_brz: ま？
[4078.955] (S)mao_o9: まじか
[4079.139] 成宮なり: ４k８時間とかじゃね
[4081.856] あぷあぷえる: ま？
[4084.985] ggfdsfjioejefo: thornは4kにしたら終わり
[4088.266] yusei0304: 4kならかな
[4091.887] dippzy____: でも4Kって短いの多くね？
[4100.409] str_ao: 4000ヘルツは大体そんなもんだぞ
[4102.220] yusei0304: 4kそんなもんだよ
[4103.084] carefreed: ４ｋが売りのマウスで８時間は終わりじゃね？
[4104.134] vava767: ４ｋ８ｋほとんど短いでしょ
[4104.893] da1320: 充電忘れたら負けやん
[4104.935] cqrr0t_: 2個買ったら大丈夫だぞ！
[4105.445] (S)sas4m_: 最近は8Kでも17,8時間持つよ
[4105.527] pudding229: 4Kだとどのメーカーも1日持たないよ
[4109.277] (S)96san_788: えー終わり
[4112.964] カツラギ3: ZOWIEのU2みたいなやつは？新しいやつ
[4115.911] いっぺー25: thornは4kでapex3時間やったら充電65%ぐらいだった
[4133.668] take_me1412: フナLAMZU持ってる
[4135.746] yusei0304: エーペックスって4k対応してなくない？
[4137.774] スタゼロ: ロジクール4Kは？
[4140.077] dippzy____: 3個買えば24時間だぞ
[4140.595] carefreed: お試しで買ってみれば？
[4143.018] kou18881: 長時間valoとかだとキツいか
[4143.348] 成宮なり: 4kで軽量のマウスは大体そんな感じ
[4143.714] pasuta0089: とりあえず一旦買っとく？
[4143.925] (S)sas4m_: いいね
[4144.473] シンラくん: 残り二点
[4144.671] reu2501: それに濃かったら2日もつぞ
[4144.857] アズリッド: レビューまってる
[4146.068] hamagly: せや!2個買えばええにゃ
[4146.709] iamive6: おお！
[4147.966] syu1127: いいぬや
[4148.094] レフトハンド: 一旦ね
[4148.526] (S)96san_788: いいね
[4148.625] tomtommy624: 残り2点
[4148.665] わもん: よっしゃ
[4152.085] witrare_sk: thornはマジでいいぞ
[4152.905] (S)激ローメタモン: ふなw
[4153.020] minto2207: あーあ はずれなのに
[4153.129] (S)venven8: 愛着わく
[4153.976] ikarosu_3: 残り2点
[4154.029] melt_sei: まあ仕事道具なんで
[4155.815] はらいそ: すぐチャタる
[4155.923] kou18881: 残り2点ね
[4158.664] ryooooobb: apex4000hz対応してなくない？
[4158.908] reu2501: それ二個かったら2日もつぞ
[4159.925] yuzupondering: 残り2個やぞ！
[4160.711] str_ao: 合わなかったらrazer行けばいいから
[4161.929] めちん: マウス2個買えば長時間いけますね
[4162.728] Aug_Leaf: しかも残り２点や！
[4163.666] 成宮なり: 白４kで浸かってるけどめっちゃいいです
[4164.694] minto2207: ゴミマウスきたぁーーー
[4167.486] yusei0304: エーペックスって2kまでじゃない？対応してるの
[4167.904] シンラくん: アトランティスハ？？？？
[4170.293] vava767: 電池でこまったら２個かえばええ
[4170.500] temotodakei: 小森めとおそろやな
[4170.505] リビングデッドの呼び声: 二使えば解決やん
[4174.964] kachitoma: レビュー動画上げて稼ぐべ
[4176.865] panapppp: ninjutso sora 4k めっちゃいいぞ
[4177.950] mysk77: 今まで何買ったん
[4182.084] 柊悠ト: あっ
[4182.820] (S)96san_788: あ
[4183.594] carefreed: あ
[4183.909] アズリッド: リスナーにかわれるぞｗ
[4184.096] kou18881: wwwwwwww
[4185.018] ikarosu_3: あ
[4185.190] ぽむ帝: あ
[4185.316] melt_sei: あ
[4185.377] yuzupondering: ｗ
[4185.377] Aug_Leaf: あ
[4185.936] あすか810: あ
[4186.555] iamive6: あ
[4186.871] pudding229: 更新したらなくなってそうｗ
[4187.113] レフトハンド: あーあ
[4187.398] kachitoma: ＾＾
[4187.452] progamer_kk: すまん買ったわ
[4187.530] hamagly: まかせろ
[4187.540] 羊ぐも: 買います
[4187.630] きつね__: あ
[4187.732] 電気マツモト: wwwww
[4188.389] DeMEKiCHi: あ
[4188.514] (S)激ローメタモン: あーあw
[4188.607] (S)sas4m_: 金ないから大丈夫
[4188.941] あとらすです: あ
[4189.536] MilkMix: おわりや
[4189.558] (S)mao_o9: よし
[4189.769] (S)venven8: みんな急げ
[4190.659] ikarosu_3: 更新したら売り切れるぞ
[4190.660] cqrr0t_: 買います
[4191.081] ssssssssszx: あぅ
[4191.681] str_ao: 一旦買っておこう
[4192.182] きつね__: ｗｗｗ
[4192.247] shirona0303: フリにしか聞こえんて
[4192.464] kumatadao: あ
[4193.270] dippzy____: GGGG
[4193.656] あすか810: まずい
[4194.064] 柊悠ト: 急げ
[4194.625] kou18881: みんないくぞ
[4195.141] takeeee_: www
[4195.339] トムケイシー: あ
[4195.541] mysk77: 今買っとけよｗ
[4195.551] ぽむ帝: おｋ
[4195.991] reu2501: guguB
[4196.048] da1320: すまん、フナ行くわ
[4196.152] melt_sei: もー手遅れです
[4196.320] レフトハンド: ざんねーん
[4198.873] アズリッド: それでアケコン買えなかった人何人もみた
[4200.419] とっしーです_: よーーーーーーーーーーーし
[4200.505] tomtommy624: セーフ
[4200.552] ikarosu_3: セーフ
[4200.556] あぷあぷえる: ありがとうボドカ
[4203.821] ピタパンです: スマホで先にかったら
[4207.848] りおいおり226: 買うか
[4208.119] organic_cotton_: 無くなるな
[4208.399] (S)96san_788: zowieのマウスどう？
[4210.332] yushiro_t88: ninjutso sora まじですよ！
[4220.952] vava767: まぁどうせすぐ入荷する
[4225.278] yushiro_t88: ninjutso sora 4k まじでいいですよ！
[4227.800] わもん: あったくね？
[4230.344] 柊悠ト: ロジみたいなやつなぁ？
[4232.038] 姫戸: Ninjutso Sora V2
[4232.532] アズリッド: あるけど接触悪すぎておわってる
[4234.466] witrare_sk: sora v2いいぞ！！！！！
[4234.969] a5bannnn: マウス充電スタンド買えば？
[4235.017] はなわれ: V2ね
[4238.278] str_ao: あれかぶせ持ち結構きつくないか？
[4240.007] 一般通過メガネ: ニンジュツオ
[4240.392] fkc_lemond: RIDDLEはデバイス出さないの？
[4240.755] (S)ぎあちゃん: 昨日買った！
[4242.170] yusei0304: それでーもん1や
[4243.767] リビングデッドの呼び声: 被せはむずいから見るだけ無駄sora
[4245.148] str_ao: あ、それ神です
[4245.327] (S)sas4m_: それちっさいからかぶせ無理
[4247.875] 成宮なり: Demon１
[4250.996] witrare_sk: v2最近入荷されたぞ！
[4251.536] とうぶんかた: それもよく聞くよね
[4251.623] aoi_brz: それいいらしい
[4256.958] gizali011: demon1じゃないすかそれ
[4257.580] mizuki_96mi: それつかみ
[4257.713] 末期3: Demon1つかっとるよ
[4258.506] fkc_lemond: それめっちゃいいけどかぶせはむりかも
[4258.907] (S)sas4m_: かぶせやめるならあり
[4261.691] pasuta0089: それDemon1で有名になったぞ
[4262.843] carefreed: かぶせなら大きいマウス一択でしょ
[4265.599] smidgezzz: D衛門１
[4266.197] アズリッド: すごいシンプルだ
[4266.229] miyrror3: dragonflyいいですよ。コスパがいい。
[4268.841] ryooooobb: さく爺lamzuのatlantisminiだよ
[4268.878] yushiro_t88: テンズが空つかってる
[4268.927] makkengg: hts+は最近AMAZONで買えるようになりました！
[4269.007] kou18881: あのデヌモヌが？！
[4270.828] yamabatopoppo74: Sora v2最強ですよ
[4270.938] (S)sas4m_: ｗ
[4271.482] xos_83: ちっちゃいgpro
[4271.655] 焼肉くん: soraは軽くて小さいからデスアダーからだとキツイと思う
[4272.070] natadosu: Doraemon1
[4275.619] あーるびーい: BEAST Xのマウスは？
[4276.976] neosuitoutakesi: だえもん←笑
[4277.897] shoki_40: かぶせってどの形状が合うん？
[4277.987] yusei0304: jingも使ってた
[4279.201] naka248: pulsar v3 被せいいよ
[4280.913] minimaisgod: ファイナルマウス
[4282.465] (S)mao_o9: 大門壱
[4285.257] dippzy____: サクじいちっさ
[4287.555] kou18881: キーボードは？？
[4287.977] リビングデッドの呼び声: hts最高やけど被せは無理
[4288.296] St2ong: みみたやさんこれだよね
[4290.527] str_ao: pulsarならX2V2もいいぞ
[4292.109] _びすけっと_: PM1とかよさそう
[4292.526] baaaaayan: viperでおけ
[4294.971] pasuta0089: かぶせだとViperじゃね？
[4296.695] (S)sas4m_: サイドボタン押しにくい
[4298.293] (S)sas4m_: つかれないけど
[4300.098] qolggx: ぱるさーのx2v2が神
[4301.675] カツラギ3: Sprime PM１はガチでいいぞ
[4302.794] fkc_lemond: 正直つかれる
[4305.112] xos_83: viper v3じゃね
[4306.479] リビングデッドの呼び声: それで自然な状態だから疲れん
[4307.507] sleazo1d: ogm pro  razerと形状似てますよ
[4308.243] Aug_Leaf: かぶせ慣れると他の持ち方疲れる
[4308.406] weeeeed: Sprime PM1は非対称
[4309.014] cqrr0t_: 疲れない
[4309.316] アズリッド: つまみようのマウスじゃないと疲れる
[4311.365] kou18881: グリップテープつけてます？？
[4311.909] 成宮なり: 指がつかれる
[4315.095] ごまくまぁ: X2Hもいいぞ
[4318.335] あーるびーい: 被せならパルサーのxliteいいぞ
[4318.887] spinet12345: sora4K使ってるわ
[4320.340] わもん: Mouse Dock Chroma 無線充電
[4320.808] reu2501: Finalmouse Ultralight X Lion
[4321.928] yusei0304: Thornで被せ持ちしてて、掴みに変えてPM1にしたけどまじでよかった
[4323.921] str_ao: X2V2
[4325.290] (S)sas4m_: Pulsar Xlite v3ってやつがかｇぶせむき
[4325.459] pudding229: Pulsarいいぞ
[4325.732] mysk77: 神
[4327.417] shigi0225: コスパがいい
[4327.969] MrET507: 軽い
[4327.978] makkengg: wlmouse beast Xはどうでしょう？ 8Kまで行けます
[4328.227] shoki_40: V3興味ある
[4328.239] witrare_sk: エルゴなら確かにPM1使いやすい
[4329.134] kou18881: おしり綺麗こいつ
[4329.208] naka248: 被せはV3
[4329.662] ぽむ帝: ｖ３のESgaiizo
[4331.580] DSR_1_Grizzly: パルサーは個人的にチャタリング起こしやすい
[4331.887] ごまくまぁ: 神
[4332.257] str_ao: V3もあり
[4332.289] 電気マツモト: 俺は苦手な形だった
[4332.806] ryooooobb: x2hは神
[4333.019] qolggx: x2v2一択
[4334.523] reu2501: Finalmouse Ultralight X Lion→これリオンっぽくていいぞ
[4335.538] vava767: つかみならxlite v3
[4336.102] くて: 今、pulsar きめつきてる
[4336.952] まっちょ君: 今日xliteV3買った
[4338.806] (S)とらまるちゃん: 浅めならパルサーめっちゃいいと思うよ
[4340.027] fkc_lemond: パルサーはつまみ持ちマウスメーカー
[4341.129] naaaa221: 全部いいって言うやん
[4341.937] yushiro_t88: ジェムキンがつかってる
[4343.894] (S)sas4m_: Xlite v3
[4344.215] とうぶんかた: wwwwwwwwww
[4344.651] アズリッド: ｗｗｗｗ
[4345.282] naka248: ｗｗｗ
[4345.453] pasuta0089: Pulsarはいいけど被せには向いてない
[4345.902] カツラギ3: パルサーはコスパいいけど、クリック感へん
[4346.247] MrET507: ｗ
[4346.796] リビングデッドの呼び声: 俺かったpulsar全部初期不良のごみ
[4347.046] kou18881: 鬼滅きたああああああああああ
[4347.244] (S)mao_o9: 鬼滅www
[4347.339] (S)96san_788: vodkav2SayYO
[4348.231] carefreed: ｗｗｗｗ
[4348.608] きつね__: ｗｗｗ
[4349.387] DeMEKiCHi: 買おう
[4349.616] (S)sas4m_: 伊之助えぐい
[4350.480] yuinanooo: wwwww
[4351.072] (S)はむはむ_: ｗｗｗ
[4351.172] (S)96san_788: vodkav2Eguui
[4352.006] cqrr0t_: 似合ってる
[4352.121] (S)とらまるちゃん: 被せならv3一択
[4352.224] kou18881: wwwwwwwwww
[4353.532] Aug_Leaf: wwww
[4353.917] きつね__: 判断が早い！
[4354.087] yuzupondering: たんじろーいこう
[4354.181] あぷあぷえる: wwwwwwwww
[4354.690] str_ao: xlite v3
[4355.586] れいよん04: ｗｗｗ
[4355.705] yk177228: 誰が買うん？w
[4355.894] ぽむ帝: Xlite v3
[4356.481] RinLinP: ダサいｗ
[4358.181] vava767: ｗｗｗ
[4358.248] qolggx: v3はrazerじゃね
[4359.098] kou18881: オセロ盤やん
[4359.623] pokpokpink: えぐい
[4360.141] etrachin: きっしょw
[4360.144] ダニエル25: 乳柱？
[4360.149] makamaka66: 派手やなwww
[4360.174] tORa610: だっさw
[4360.939] naaaa221: ださすぎるｗｗ
[4361.716] あすか810: 善逸いいやん
[4362.418] 成宮なり: マウスパットもあります
[4364.976] Juicewisdom: axeumBlush
[4365.117] yusei0304: なくない？
[4366.409] carefreed: 海外向けのマウスなのかな
[4370.733] レフトハンド: 在庫ダブついてそうｗ
[4371.707] yusei0304: 公式じゃないと
[4375.622] (S)sas4m_: Xlite v3 ってやつ、かぶせのは
[4375.728] MrET507: ソールが多くて結構選べる
[4376.580] ぽむ帝: 今在庫ないかも
[4376.825] あとたろ: こんばんはですー
[4377.629] arisudayo0419: G-WOLVES HTS plusは？PRX jingggが使っているやつ
[4381.760] るれめ: x2使ってるプロっておる？
[4385.388] nekota_boy: v3 largeすき
[4385.970] うぇっじ: 禰豆子モデルはレシーバーが木箱です
[4386.040] hvzjgxex18: 評価みようぜ
[4387.710] yusei0304: Xlight V3
[4389.126] あーるびーい: 公式いけ。
[4390.623] (S)sas4m_: 今在庫ねぇのかな
[4390.912] 成宮なり: @arisudayo0419 さっき見てた
[4391.338] str_ao: pulsar xlite v3
[4396.025] harugroury_14: いらねぇ
[4397.415] (S)sas4m_: それ
[4402.031] arisudayo0419: ありがとう
[4403.968] yusei0304: ES
[4408.136] リビングデッドの呼び声: xlite v3サイズ展開多くてそれだけいい
[4412.113] TRUEpopopopooon: 今来た、pm1ダメか？
[4415.502] (S)keita0812: つまみだとなにがおすすめ？！
[4416.580] (S)sas4m_: それ家で使うならいらん
[4421.679] (S)sas4m_: バッテリー容量が多い
[4424.122] 成宮なり: より軽量
[4428.277] a5bannnn: フォトナ時代に流行ってたマウスってなに？
[4428.599] pasuta0089: 4Kどんぐりついてるかどうかじゃなかったっけ？
[4430.577] makkengg: eSはマウス単体で設定できるやつです
[4430.800] yusei0304: esports向けがesじゃないけ？
[4431.234] リビングデッドの呼び声: マウスにモニターついてる
[4431.764] tguarr: BEASTX
[4434.030] あとらすです: ソフトウェア使うかどうか
[4435.606] weeeeed: 競技者向け仕様
[4436.434] str_ao: esはガチ仕様、裏にバッテリーとかの表示がある
[4437.069] fkc_lemond: esは４Kじゃない
[4437.266] (S)sas4m_: してる
[4438.739] リビングデッドの呼び声: してる
[4439.548] vava767: 競技シーン用がes
[4443.771] あーるびーい: してる
[4444.382] Classyjp: 速報メルトステラみあけー率いるmm号24キルチャンピオン獲得
[4446.084] (S)96san_788: いいね
[4447.057] (S)sas4m_: ドングrうついてたっけ？
[4453.615] wabisabeaf: まあ値段気にしないならデスアダーの下位互換感ある
[4458.019] naka248: ドングル別売りだけどアマゾンになかった気がする
[4458.904] ぽむ帝: ドングル別売りだよ
[4459.671] (S)sas4m_: フツーの方はドングル別売りだったかも
[4461.133] makkengg: ｖ３の方がでかいです
[4464.085] あーるびーい: ミディアムでも結構デカいよ。
[4465.239] リビングデッドの呼び声: 正直デスアダーでいいと思う
[4469.878] mamudam: beast X最高です
[4471.056] (S)sas4m_: それはそう
[4472.186] fkc_lemond: 圧倒的デスアダー
[4472.475] カツラギ3: ４ｋドングルは別売りだったきがする
[4473.808] 羊ぐも: BibleThump
[4473.993] pudding229: デスアダーでいいよ
[4474.436] sugamo_jp: うん
[4474.587] kinggg_13: でもxlite v3はhiroronが使ってる
[4475.024] (S)96san_788: デスアダー最強
[4475.178] carefreed: デスアダーでいいよ
[4475.425] yosuke131259: MM号強すぎるぞ
[4475.543] WtYnT: うん
[4476.015] dadadaisu: デスアダー持ってるならいらん
[4476.067] とうぶんかた: うん
[4477.096] yusei0304: eloshapesっていうサイトみればマウスの大きさ比較できるよ！
[4478.829] 成宮なり: デスアダーでいい
[4480.253] アズリッド: Razerアレルギーの人がそっち勝てるイメージ
[4481.009] siona7: 結論
[4483.242] ryooooobb: すーちゃんとsakuさん同じマウス使ってなかった？
[4483.589] ねこてん2: 金ない人のデバイス
[4483.913] ぽむ帝: そうね
[4484.684] pasuta0089: dav3は神マウスだって
[4485.386] marukoo1059: たかまさたち24キルチャンプ
[4486.231] まっちょ君: mini以外ならデスアダーのほうがいい
[4486.625] reu2501: Finalmouse Ultralight X Lion
[4490.513] weeeeed: Razerはソフトウェアがね
[4492.512] veihv: Aaceはthorn使ってるぞ！
[4493.985] たおああ: ガラスマウスパッドは？
[4494.051] str_ao: 性能面はデスアダーが良いけど、表面のコーティングはpulsarかなりいいぞ
[4494.273] rnxrr0: ALGSでみあKたち24キルチャンピオン
[4497.228] (S)kamakiri_batta: kamakiri_batta subscribed with Prime. 
[4499.257] dadadaisu: 安さが良い
[4511.421] choregisarade: ゆきおもデスアダー使ってたよね
[4511.495] makkengg: pwnage stormbrakerはどうでしょう？
[4512.263] witrare_sk: thornはガチでいいぞ
[4515.112] str_ao: オススメして良かった
[4515.588] アズリッド: いいね
[4516.311] carefreed: Thornのソールかっておこう
[4521.027] yusei0304: 今何使ってるっけ？
[4523.568] cqrr0t_: ガラスマウスパッドは使わないの？
[4523.959] shoki_40: pulsarのグリップ好き
[4526.787] ryooooobb: たかまさもv3なはず
[4532.954] papyrus_o: viper v3 は？
[4533.478] dippzy____: ソールこだわり無いの？
[4535.119] 羊ぐも: viperはだめか
[4536.309] reu2501: 安定の
[4536.329] kotatsucoolerohutonn: ソーンとpulsar同時に買ってソーン俺も使ってるよ
[4540.498] pasuta0089: Fakerエディションじゃね？
[4542.524] kou18881: かわい
[4543.227] 成宮なり: ハーフエルゴで背高いの似たり寄ったり感ある
[4545.395] a5bannnn: DAREU A950PROこれ使ってる
[4549.201] わもん: ソールとか沼だからやめとけ
[4549.962] yu3s: pulsar X2Hはいかがでしょうか？
[4551.407] naka248: esdportsかcorepad
[4553.817] ねこてん2: v3 最初からついてる奴すごい良いですよ
[4553.889] xos_83: corepad 一択じゃね
[4555.581] mizuki_96mi: ソールはcore pad一択
[4555.906] WtYnT: 微妙だった
[4558.099] yusei0304: eスポーツタイガーかコアパッド
[4558.977] あーるびーい: スーパーグライドいいぞ
[4559.082] ryooooobb: ソールは丸のほうが使いやすい
[4560.513] karac112233: ソールはマジで丸形がいいぞ
[4560.648] TRUEpopopopooon: fakerいこう
[4562.196] yusei0304: かわります
[4565.866] carefreed: ソールはかわるぞ
[4566.574] 姫戸: 変わる
[4566.807] dadadaisu: 消耗したら変える
[4571.507] St2ong: ふぇいか―モデル買いましょ
[4571.590] りおいおり226: かわる
[4572.452] makkengg: 中間層が柔らかいマウスパッドだと引っ掛かります
[4573.320] とうぶんかた: 変えだしたら面倒だよ
[4573.451] schwarzekatzzz: 変わる
[4575.273] カツラギ3: Sprime PM1まじで試してほしいけどな
[4576.742] pasuta0089: マウスによる
[4577.297] ryooooobb: 絶対丸型がいい
[4577.361] dippzy____: 俺は変えて良かったと思ってるけど知らなくて良い沼かも
[4578.687] 篠_: 変わるけど気にならん
[4580.415] 成宮なり: 汎用ドットソールお勧めします
[4580.676] a5bannnn: DAREU A950PRO どう？
[4581.654] (S)sas4m_: 慣れればなんでもいい
[4583.818] 姫戸: 汎用おすすめ
[4583.848] o_m_o_ti: ドーナッツ方おすすめ
[4583.861] fkc_lemond: ばっかかわる
[4584.214] progamer_kk: こだわりだしたらめんどい
[4585.849] あーるびーい: くそ変わる。
[4585.991] yamage4: LAMZU Atlantis mini はどう？
[4586.299] あぷあぷえる: いったん買わなくて良いんじゃない？
[4586.586] わもん: かえんくていい
[4589.905] カノぴー: ソールはコアパッド一択
[4590.911] (S)96san_788: あ
[4591.051] dojuu_mk2: YONEXのグリップマウスに貼ったら謎にいいかんじでした笑
[4591.078] 9cf7o8uyt: 形のほうが大事や
[4592.024] リビングデッドの呼び声: あ
[4592.163] レフトハンド: これも沼か
[4592.343] smidgezzz: ソールはガチだぞ
[4592.696] (S)sas4m_: パパパｗ
[4593.835] アズリッド: ガラスマウスパッドならね
[4596.666] hatatv: パパパ
[4598.814] temotodakei: タロンいいぞ。 気がつくと机からマウス落ちてる。
[4599.082] (S)とらまるちゃん: まじでいい意味でも悪い意味でも変わるからやめといた方がいい
[4600.799] yusei0304: crowは手出さないようにしてた
[4601.694] かるぱすげぼうま: yuki aimいこ
[4606.459] kotatsucoolerohutonn: 変えるなら丸型かドーナツ型の2択だよ
[4610.220] とうぶんかた: フリークくらいめんどそう
[4611.963] vava767: 困ってから考えればいい
[4612.721] misao330: デバイスのせいにしがち
[4613.562] reu2501: マウスパッドなんかシリコンスプレー掛けとけばどれも一緒
[4613.947] カツラギ3: ソール安いぞ
[4624.793] kou18881: 普段使い分けるの？？
[4627.581] makkengg: めちゃ分かります
[4627.588] mophie24: Padは買わないの？
[4627.777] あーるびーい: 騙されたと思ってパルサーのスーパーグライド買ってみろ。
[4629.812] kotatsucoolerohutonn: それはそう
[4632.317] アズリッド: ほぉ
[4632.518] carefreed: 滑り止めなかったっけ
[4633.614] tguarr: ついでにskypad行っとく？
[4635.344] dadadaisu: パルサーのグリテ神やで
[4638.036] みらんだ: 6月15日に出るajazz apexとか面白そう
[4642.427] 成宮なり: 滑るん分かる
[4642.869] siona7: わかるぅ
[4643.649] たおああ: ガラスパッドいこうや
[4644.783] (S)96san_788: WALLHACKいくべ
[4645.614] ねこてん2: ヴァイパーはもう持ってるんですか？
[4645.796] shoki_40: pulsarのグリップテープ買おう
[4648.706] pasuta0089: グリップテープ貼っとけば大丈夫
[4649.466] (S)とらまるちゃん: グリップ力ならviper v3がいいよ
[4652.308] ArteNq: op1weとか俺好きだけどな
[4652.959] mizuki_96mi: v3加工違うぞ
[4654.267] カノぴー: フェイカーエディションはグリップ感上がってたとおもいます
[4658.658] (S)sas4m_: ｗ
[4658.949] (S)96san_788: あ
[4659.932] carefreed: ｗｗｗｗｗ
[4660.880] schwarzekatzzz: あ
[4661.739] とうぶんかた: ガラスマウスパッドのやつか
[4662.163] アズリッド: ｗｗｗ
[4663.439] あぷあぷえる: wwwwwwwww
[4663.798] 成宮なり: あ
[4664.906] fkc_lemond: イヤホンには興味ないの？
[4665.845] あとらすです: wwwwwwwwwww
[4667.001] dojuu_mk2: テニスラケットのグリップいいですよ
[4667.166] kotatsucoolerohutonn: 貰っとこう
[4667.747] きつね__: BibleThump
[4668.637] 羊ぐも: NotLikeThis
[4668.954] (S)mao_o9: あらー
[4670.972] ryooooobb: それfrenzysoraじゃね？笑
[4671.570] kou18881: 俺にくれ
[4671.891] TRUEpopopopooon: fakerどう？
[4677.223] (S)96san_788: 最近布出してなかったっけ
[4677.778] mizuki_96mi: ｖｖ３すべりにくくなってるぞ
[4678.011] yusei0304: wallhackヴァロでも使えるよ。アカメとかヒロロンが使ってた
[4678.977] 成宮なり: 買うのマウスだけ？
[4687.427] makkengg: artisanから新しいマウスパッドがでました！
[4693.575] TRUEpopopopooon: あ
[4702.088] xos_83: グリップかわるのかな
[4703.562] kotatsucoolerohutonn: 売ってたらすごいよね
[4705.116] pasuta0089: でもk4senさんってい人はほしいって言ってたなぁ
[4706.284] kou18881: 公式ストアって何がいいの？？
[4707.316] veihv: てかリドルはデバイススポンサーは付けないの？
[4707.615] (S)96san_788: ロマン詰まってる
[4717.708] 羊ぐも: アメリカなら売ってるぞ
[4721.877] yusei0304: Artisan飛燕とそれ合わせないか？
[4722.065] カノぴー: 滑らなくなってるはず
[4722.785] わーぴ: 6万のスキンセットも買え
[4725.130] 姫戸: ガラスパッド使うならソールは専用のやつを使うことをおすすめする
[4730.643] a5bannnn: 俺デスアダーに耐震マットみたいの貼り付けてるわ
[4735.308] pasuta0089: もうちょい安い気がする
[4748.720] 羊ぐも: て，んばい
[4748.911] Aug_Leaf: グッドセレクトショップってどこやねん
[4750.096] carefreed: 転売か
[4750.106] (S)sas4m_: サクラってか転売
[4751.388] (S)96san_788: 販売元amazonじゃないからあぶない
[4756.976] mysk77: sqla
[4761.860] pasuta0089: 倉庫がAmazonじゃない
[4764.543] カツラギ3: ミオニきたー
[4765.560] (S)96san_788: みおにきたああああああああああ
[4766.589] yusei0304: ミオニいいぞ！
[4770.204] ペコパグ: みおにきたー
[4770.698] (S)sas4m_: Faker editionのコーティングいいって言われてるな、確かに
[4771.050] あとらすです: きたああああああああ
[4774.584] weeeeed: きたああああああ
[4774.944] 成宮なり: 安心安全の
[4776.635] _びすけっと_: mionigMioni
[4778.597] TRUEpopopopooon: みおーに
[4778.784] (S)96san_788: おとなし
[4780.848] アズリッド: 色良いな
[4781.296] ぬめりツ: amazon mastercard作れば2%ポイントつくぞ
[4782.148] carefreed: おとください
[4785.633] 白糸氏: ミオニが一番よ
[4786.204] witrare_sk: みおーにいつも
[4789.378] とっしーです_: なんにも聞こえん
[4796.051] カツラギ3: ミオニー
[4796.476] かつお1: おー
[4802.329] あぷあぷえる: パッケージいいね
[4802.627] きつね__: フナフナしてきた
[4803.155] とうぶんかた: 動画の音が
[4805.684] pokpokpink: チラッ
[4806.594] (S)96san_788: ｗｗｗ
[4808.586] 羊ぐも: その人のブログ見たほうが早いで
[4811.700] とうぶんかた: wwwwwwwww
[4812.548] tamaharu2222: ボドAmazonのCMでやってた犬ライオンのやつ買おうぜ
[4812.784] アズリッド: そうなのｗ
[4813.005] yuzupondering: ｗｗ
[4813.255] popodera02: ですあーだv3公式でコーティング違うの売ってた気がします
