[23.824] わらじは多い方がいい: 待ってた！！！！！！
[9010.647] (S)焼芋太郎: gutituHappy
[9010.706] あーたく: あぶねえええええええええ
[9010.838] hakamekisakura: gutituHappy
[9010.987] latch18: gutituHappy
[9011.007] (S)rain_bow_wow: よっしゃー！！
[9011.216] shouyumoti: おおおおお
[9011.237] __たう__: gutituNice
[9011.271] levia_11: 引くんだよね
[9011.444] 256番: gutituHappy
[9011.489] (S)クロりぬ: gutituHappy
[9012.359] (S)nasugon0141: gutituHappy
[9012.377] (S)トリア: gutituHappy
[9012.517] kannra34: gutituTensai
[9012.751] ドレイン: おおおおおお！！！！
[9012.940] (S)ravello_italy: gutituHappy
[9012.950] ちびちゃん12: おおおおおおおおおお
[9012.974] うゆ__: ラッキー！！！
[9013.110] いちりま: gutituHappy
[9014.029] (S)といなみ: あっつ
[9014.201] 狐_火: おお
[9014.380] とや_: 耐えた〜〜〜〜〜〜
[9014.382] puch1111: gutituHappy
[9014.433] (S)さめざぁ: gutituHappy
[9014.506] (S)_ビビ_: gutituHappy
[9014.651] ram_nia: gutituHappy
[9014.767] (S)しおりんりんかべー: 勝ち
[9014.869] うさきみん: 引くと思ってたぞ
[9014.933] gtsbsk: おおおおおおお
[9014.983] レイト_: gutituNice
[9015.552] (S)イカスミてんぷら: gutituHappy
[9015.606] (S)shishamo____: gutituHappy
[9015.612] (S)亜鉛0604: gutituHappy
[9016.397] miorink: gutituHappy
[9016.398] (S)小火_: gutituHappy
[9016.864] ぐっちーつぼつぼ: gutituHappy
[9017.095] (S)ゅうしゃ: gutituHappy
[9017.309] icemilk0: 主人公補正
[9017.317] shouyumoti: gutituFlag
[9017.590] 宮倉_: gutituHappy
[9017.733] (S)turu_yume: gutituHappy
[9018.285] えびれど11: マジで引くとは
[9018.505] ちびちゃん12: gutituHappy
[9018.830] karume_yaki: gutituHappy
[9018.931] うさきみん: さすがだぜ
[9019.034] loxoln: gutituHappy
[9020.035] komaru8825: あぶねーー
[9020.444] miina317317: 引ける男
[9020.955] karakaraku: 危なすぎwww
[9023.198] vigrfcli: おー
[9023.257] りらるら: こわすぎ
[9023.410] ドレイン: あっぶね〜〜〜〜〜！！！
[9027.372] (S)トリア: こわすぎ
[9029.437] uirou256: てか初速オッソｗｗ
[9030.085] __たう__: ここで引く男
[9031.007] yuidayo2_ab: 命だいじに
[9037.383] あーたく: 怖かったwww
[9039.168] うさきみん: wwwwww
[9041.266] ギンバリ: ｗｗｗｗｗｗ
[9043.616] mirin_rinririn: wwwwwww
[9043.857] 1nv2: gutituKnife
[9044.881] davallia_: あぶなかったw
[9047.454] (S)隼人さん: gutituKnife
[9051.023] (S)トリア: www
[9054.230] (S)eiya_soiya: gutituKnife
[9055.176] (S)はなかん: 体力こえぇ
[9059.313] karakaraku: 死にかけ笑
[9065.725] miina317317: www
[9070.847] (S)レばにら: とほほ
[9072.404] umeneranai: トホホ
[9075.412] icemilk0: はーあ
[9077.080] __たう__: はーあ
[9079.739] nemo2130: ーpーーっっlーおlーーーーーーlpっlーpーpーーっっlpー※っpっlっpーーっlpおっlーー※※ーおpっっっlーーlpppおlpp0ーー0ぽおぽlpーーpっlplplおl0ーーーlpっっlpっlplーー※lpppっっっっっlpーplplーpおlpぉpっっlーppーpっplppおっっlーー※pーーpplpお0lplーーっppplplp0っlppっlLーppー※plppp
[9082.031] ざらめめ: 死にそうw
[9082.728] (S)トリア: www
[9083.453] バブちゃん太郎: きょがそが～
[9083.934] (S)はなかん: きょがそが
[9084.737] しおのおにぎり: きょがそが
[9085.191] えびれど11: wwwwwwwwww
[9085.192] __たう__: きょがそが〜
[9086.302] (S)rain_bow_wow: 今日のきょがそが
[9086.596] (S)とつぜんげんき: きょがそが〜
[9086.738] miina317317: wwwww
[9087.324] ドレイン: ギャル？
[9087.501] hakamekisakura: ｷｮｶﾞｿｶﾞｰ
[9087.775] hiyamugi_2na: きょがそが
[9089.231] miromiso: gutituNice
[9090.156] (S)トリア: 寝落ち勢も応援してます
[9092.034] 多々良359: きょがそがw
[9092.609] (S)eiya_soiya: gutituNice
[9092.831] かぶら_: おお
[9092.854] うゆ__: すごい寝落ち勢
[9092.930] うきひな: gutituNice
[9093.417] へいほーさん: 寝落ちもいます
[9093.727] ギンバリ: ないすー
[9093.760] (S)_花_: gutituNice
[9093.960] loxoln: gutituNice
[9095.080] アリメ: おおー
[9095.989] youyouchin0429: おー
[9096.131] kamonohashihamigi: おお
[9096.221] __たう__: gutituNice
[9096.299] miina317317: 寝落ちもいます
[9096.819] 多々良359: gutituNice
[9097.377] (S)といなみ: gutituNice
[9098.594] hakamekisakura: 寝落ち勢もいます
[9098.789] つきあかり: gutituNice
[9099.771] (S)小火_: gutituNice
[9100.120] (S)lost1mil: gutituZzz
[9100.339] (S)トリア: gutituNice
[9102.600] (S)とつぜんげんき: gutituNice
[9102.763] (S)はなかん: gutituNice
[9106.547] (S)turu_yume: gutituNice
[9108.995] えびれど11: 寝落ち勢も大喜び
[9109.523] aoinomicoto: 体力少ない時水飲むと回復少しですがしますよ！
[9112.455] tammkenawa: 🤔
[9113.665] 1nv2: あの車は
[9113.853] icemilk0: 車だぁ？
[9120.414] (S)トリア: www
[9120.678] miina317317: wwww
[9120.790] アリメ: ｗｗｗ
[9121.546] kamonohashihamigi: wwww
[9121.678] つきあかり: wwwwww
[9121.900] youyouchin0429: ｗｗ
[9121.922] (S)_花_: wwww
[9122.847] miromiso: wwwww
[9123.524] karume_yaki: www
[9123.735] hakamekisakura: www
[9123.754] loxoln: wwwww
[9123.761] __たう__: wwwwwwwww
[9123.961] うゆ__: またばけさんだ
[9124.088] こやはやみ: ww
[9124.717] 多々良359: www
[9124.778] むネオ: よく会うな
[9126.166] levia_11: wwww
[9127.317] (S)べんべむ: wｗｗｗｗ
[9127.433] かぶら_: wwwww
[9127.677] (S)0ㅏ아: wwww
[9128.062] ギンバリ: ｗｗｗ
[9128.253] hakamekisakura: カメラマン？
[9129.223] uzura7373: またwwww
[9151.688] miina317317: こえー
[9155.950] ざらめめ: パトがずっとちけぇw
[9160.062] 1nv2: あ
[9160.834] icemilk0: ひぇ！
[9162.068] miina317317: あああ
[9162.142] りらるら: ﾊﾟﾀﾊﾟﾀ
[9162.332] 梨一: あ
[9162.478] (S)べんべむ: あ
[9162.591] efferu_t: wwww
[9162.711] つきあかり: あ
[9163.463] しおのおにぎり: ああ
[9163.660] karume_yaki: ああ
[9164.114] youyouchin0429: ああw
[9164.161] 多々良359: あ
[9164.325] とや_: wwwwwwwwwww
[9164.450] うゆ__: wwwwwww
[9164.538] (S)トリア: gutituSuperUltraMegaCry
[9164.795] のかちゃん_: あああ
[9164.983] (S)べお005: あ
[9165.229] __たう__: あ
[9165.233] (S)raro12346: あ
[9165.239] (S)小火_: ｗｗｗｗｗｗｗ
[9165.411] loxoln: ああ
[9165.494] 薮坂: gutituSuperUltraMegaCry
[9165.521] saisai_tmc: gutituSuperUltraMegaCry
[9165.799] (S)クロりぬ: あああ
[9165.844] なみのりを覚えない: gutituSuperUltraMegaCry
[9166.022] (S)eiya_soiya: gutituSuperUltraMegaCry
[9166.034] (S)といなみ: gutituSuperUltraMegaCry
[9166.087] (S)あひるごよ: gutituSuperUltraMegaCry
[9166.363] 三日ぼう主: gutituSuperUltraMegaCry
[9166.428] Hinakong717: gutituSuperUltraMegaCry
[9166.466] nek0wood: www
[9166.508] うちのまめ: あ
[9166.529] ドレイン: あ
[9166.600] バブちゃん太郎: gutituSuperUltraMegaCry
[9166.611] むネオ: gutituSuperUltraMegaCry
[9166.639] 1nv2: gutituSuperUltraMegaCry
[9166.824] chris_vect4045: gutituSuperCry
[9166.863] (S)_ビビ_: gutituFinalMegaRage
[9166.951] (S)rain_bow_wow: wwwww
[9167.239] ギンバリ: ああああ
[9167.506] (S)隼人さん: あ
[9167.525] davallia_: gutituSuperUltraMegaCry
[9167.740] うゆ__: gutituSuperUltraMegaCry
[9167.949] masaba014147: wwwwww
[9168.155] mirin_rinririn: gutituSuperUltraMegaCry
[9168.157] kamonohashihamigi: gutituNicetry
[9168.168] (S)さめざぁ: gutituSuperUltraMegaCry
[9168.312] yuidayo2_ab: ああああああああ
[9168.396] __たう__: gutituSuperUltraMegaCry
[9168.467] oci_neco: やっぱり
[9168.701] puch1111: gutituSuperUltraMegaCry
[9168.744] levia_11: wwwww
[9168.850] Late1120: wwww
[9169.107] (S)ravello_italy: ああああ…
[9169.147] 多々良359: gutituSuperUltraMegaCry
[9169.342] (S)saaya_24: gutituSuperUltraMegaCry
[9169.456] つきあかり: gutituSuperUltraMegaCry
[9169.672] (S)_花_: gutituSuperUltraMegaCry
[9169.909] miina317317: gutituSuperUltraMegaCry
[9169.911] とくん: gutituSuperUltraMegaCry
[9170.426] uzura7373: gutituSuperUltraMegaCry
[9170.494] のかちゃん_: gutituSuperUltraMegaCry
[9170.565] shuriii0110: gutituSuperUltraMegaCry
[9170.695] (S)ゅうしゃ: gutituSuperUltraMegaCry
[9170.896] (S)rain_bow_wow: gutituSuperUltraMegaCry
[9170.932] loxoln: gutituSuperUltraMegaCry
[9171.176] (S)turu_yume: gutituSuperUltraMegaCry
[9171.698] (S)レばにら: 鉄板着ようとしてたな
[9171.779] (S)とつぜんげんき: gutituSuperUltraMegaCry
[9172.372] (S)まこト: gutituSuperUltraMegaCry
[9172.416] アリメ: gutituSuperUltraMegaCry
[9172.495] rutile_8: wwwwwww
[9172.573] 眼鏡3: gutituSuperUltraMegaCry
[9172.586] (S)たれまゆ_: gutituSuperUltraMegaCry
[9172.643] (S)nasugon0141: gutituSuperUltraMegaCry
[9173.292] かぶら_: gutituSuperUltraMegaCry
[9173.843] うゆ__: やっばw
[9174.052] (S)隼人さん: gutituSuperUltraMegaCry
[9174.139] (S)はなかん: gutituSuperUltraMegaCry
[9177.878] (S)nakihado: gutituSuperUltraMegaCry
[9179.047] ドレイン: パトヘリつっよ
[9181.277] (S)shishamo____: gutituSuperUltraMegaCry
[9182.355] yuidayo2_ab: かばん漁られることはないから…
[9183.467] うさきみん: gutituSuperUltraMegaCry
[9185.427] 讃岐ノ造: w
[9186.348] (S)ぽよぁ: gutituSuperUltraMegaCry
[9188.534] りらるら: ずっと鳴ってるのホントｗｗ
[9190.885] てらでん: なにがダメなんだよ
[9194.928] kyou2887: カードだめよｗｗｗｗ
[9195.270] 瑠璃唐草: 粘着ヘリやったなw
[9195.703] うさきみん: gutituNicetry
[9198.674] miina317317: ずっとおる
[9200.064] __たう__: パタパタなー
[9201.989] うゆ__: ずっといるなあ
[9202.078] rutile_8: アイツ暇や
[9205.691] うさきみん: gutituFlag
[9206.983] とや_: お帰りにならない
[9208.373] 1nv2: へー
[9209.281] karakaraku: カードもダメなん？笑
[9211.544] アリメ: へー
[9213.143] (S)といなみ: まじか
[9214.735] mirin_rinririn: へー
[9216.950] (S)rain_bow_wow: だいぶ徹夜待機勢ではあった
[9218.737] 1nv2: www
[9218.776] miina317317: 目良すぎだろ
[9219.291] バブちゃん太郎: 目が良い
[9220.149] ドレイン: 目にスコープ付いてる
[9220.538] (S)トリア: 目良すぎる
[9221.442] ka_su_mi_27: 視力高い
[9222.313] davallia_: 目がよすぎ
[9223.214] shuriii0110: 目がいいな
[9224.359] むネオ: 千里眼
[9227.688] うきひな: wwww
[9229.162] (S)トリア: 目飛び出てる多分
[9236.337] mirin_rinririn: gutituSuperUltraMegaCry
[9238.295] (S)あひるごよ: 発信機みたいなもんでもついてそう
[9248.696] (S)といなみ: wwwwww
[9249.424] (S)まこト: wwwwww
[9249.768] うさきみん: それもまた一驚
[9250.216] icemilk0: はや
[9250.948] もくまげ: はや
[9251.745] hiyamugi_2na: wwwwww
[9252.964] うさきみん: はやwww
[9253.100] (S)さめざぁ: はっやwwww
[9253.301] mirin_rinririn: wwwwww
[9253.426] (S)フトン貝: ｗｗｗｗ
[9253.467] かぶら_: wwww
[9254.236] バブちゃん太郎: 一瞬だった
[9254.446] ドレイン: 早かったな
[9256.693] こやはやみ: ww
[9258.109] かぶら_: 一瞬だったｗ
[9262.893] ruratto: ruratto subscribed with Prime. They've subscribed for 18 months, currently on a 2 month streak! 
[9271.979] うさきみん: いいね
[9276.583] (S)べんべむ: ｗ
[9278.850] アリメ: ｗｗｗ
[9279.688] (S)_花_: www
[9279.941] こやはやみ: www
[9282.204] (S)あひるごよ: ｗｗ
[9282.371] むネオ: みんな気合入ってます
[9282.429] miina317317: www
[9282.892] 1nv2: みんな抱き枕を狙ってる
[9283.116] とや_: もう2時だぞ
[9284.764] (S)といなみ: みんなガチ
[9285.410] mirin_rinririn: みんな抱き枕を……
[9285.538] うさきみん: お
[9286.010] davallia_: むしろ増えてる
[9287.365] umeneranai: ガチ勢やん
[9289.225] miina317317: ガチだ
[9289.464] うゆ__: いこうぜ
[9289.649] とくん: gutituLetsGo
[9290.635] うさきみん: 行けるとこまで行け
[9290.831] __たう__: つの
[9290.939] 梨一: ｗｗｗｗｗ
[9291.129] (S)turu_yume: gutituHappy
[9291.171] (S)saaya_24: 嬉しい〜
[9291.519] うもうくん: スタダ頑張ってるなぁ
[9292.027] つきあかり: ガチか
[9292.089] バブちゃん太郎: スタートダッシュガチ勢
[9292.759] こやはやみ: ww
[9293.006] __たう__: つよ
[9293.146] (S)あひるごよ: ｗｗｗ
[9293.352] 256番: www
[9293.827] へいほーさん: 無限ファーム
[9294.187] kamonohashihamigi: wwwww
[9294.451] (S)_花_: wwwww
[9294.472] あーたく: w
[9294.531] levia_11: wwww
[9294.662] loxoln: wwwwww
[9296.012] うさきみん: gutituLetsGo
[9296.254] うきひな: wwww
[9296.763] (S)mot_tchan: wwwww
[9297.356] (S)とり肉: wwwww
[9297.660] karume_yaki: wwwwwwwww
[9298.123] えびれど11: 狙いにきてる
[9298.674] (S)kou7586g: wwwwwww
[9299.225] うゆ__: 抱き枕のために
[9299.436] (S)とつぜんげんき: wwww
[9299.533] あやまる水産: 欲しいねぇ
[9299.869] kyou2887: 服二つ以上、カード、弓矢や近接武器以外の武器、デカイバックパックもダメ
[9300.233] あーたく: 照れんなって
[9300.328] ram_nia: www
[9300.488] 薮坂: ガチじゃん
[9301.429] うさきみん: 抱き枕狙って毛
[9301.937] (S)saaya_24: 抱き枕いける
[9302.112] (S)ねむむいむい: 抱き枕ガチ勢か
[9304.014] とや_: w
[9304.279] umeneranai: ｗｗｗｗｗ
[9304.434] nyaaaannyann5372: 抱き枕ガチ勢
[9304.819] miina317317: あり
[9306.838] rutile_8: wwww
[9306.999] よたろ: あり
[9308.491] (S)rain_bow_wow: 昼狙いか
[9308.586] あやまる水産: ほんみん
[9308.913] (S)turu_yume: おお
[9309.992] うさきみん: あり
[9310.614] うゆ__: え！いい！
[9312.717] とや_: 抱き枕すぎる
[9316.158] __たう__: あり
[9318.705] うさきみん: 疲れてるか
[9321.560] ドレイン: さすがにか
[9322.935] miina317317: 疲労溜めるの良くない
[9325.136] (S)rain_bow_wow: 外出てるしな
[9325.349] あやまる水産: ガチで枕狙ってくれ
[9330.653] kyou2887: あと５５６や９ｍｍの弾もダメ
[9332.028] (S)トリア: 流石に抱き枕
[9334.856] うさきみん: いいな
[9336.444] nyaaaannyann5372: 抱き枕のための新居だったか
[9337.308] ドレイン: 遠いよ
[9340.428] (S)といなみ: 行きたい
[9341.347] 1nv2: gutituSing
[9343.385] (S)turu_yume: 行きたい
[9343.846] davallia_: いいなぁ
[9350.511] mirin_rinririn: 近くに持ってきてくれ
[9363.526] うさきみん: 都市部に住んでたら気軽にいけるようになるんかな
[9371.353] mirin_rinririn: おお
[9371.577] アリメ: いいね
[9372.970] こやはやみ: いいね
[9374.090] バブちゃん太郎: 体力ついてる
[9374.964] (S)あひるごよ: いいね
[9376.210] (S)隼人さん: いいね
[9377.126] (S)といなみ: いいね
[9377.404] miina317317: 体力ついた
[9377.618] ドレイン: おお
[9378.066] __たう__: めっちゃいいやん
[9378.292] karume_yaki: いいね
[9382.663] davallia_: 脚力ついてきた
[9383.278] にうな: いいことだ
[9384.070] うさきみん: イベントって普通に楽しい
[9389.361] (S)隼人さん: ヘルスあるのは良いこと
[9391.022] apricot_0819: いいね
[9421.421] mirin_rinririn: さすがに気付かれるか
[9429.105] なみのりを覚えない: アタヘリって後処理時間かかるよね
[9441.911] うさきみん: まぁ今は安牌
[9446.075] mirin_rinririn: wwwwww
[9446.995] kyou2887: 落とした時マップにアイコン有るから無理ｗｗｗｗ
[9449.958] うさきみん: www
[9451.536] こやはやみ: ww
[9453.044] miina317317: www
[9454.932] saisai_tmc: www
[9454.979] (S)あひるごよ: ｗｗｗ
[9455.492] アリメ: ｗｗ
[9457.126] nek0wood: www
[9457.550] miina317317: わらわらと
[9457.811] levia_11: wwww
[9458.381] loxoln: wwwww
[9458.522] ドレイン: wwwwww
[9458.737] kamonohashihamigi: wwww
[9459.385] (S)0ㅏ아: wwww
[9459.881] とや_: w
[9460.884] うさきみん: それはそうwww
[9461.423] かぶら_: wwwww
[9463.794] (S)といなみ: そうねw
[9465.462] __たう__: わらわらと
[9473.326] うさきみん: コソコソしようぜ
[9476.960] うゆ__: gutituDance
[9478.619] mirin_rinririn: お？
[9480.444] (S)トリア: gutituDance
[9480.926] 1nv2: gutituDance
[9481.354] (S)_花_: gutituDance
[9481.473] __たう__: gutituDance
[9482.861] (S)ゅうしゃ: gutituDance
[9484.936] (M)Nightbot:  ぐちつぼ が配信を始めてから 2 hours 38 minutes 11 seconds 経過しています。
[9485.010] pimu025: gutituZunzunzu
[9485.987] (S)あひるごよ: gutituDance
[9486.516] mirin_rinririn: wwwwwww
[9488.815] rutile_8: ああ…
[9489.357] (S)トリア: gutituSuperCry
[9489.587] (S)べんべむ: ｗ
[9491.428] ka_su_mi_27: wwww
[9492.494] (S)_花_: www
[9494.023] __たう__: gutituBye
[9499.150] アリメ: ｗｗｗ
[9499.614] たゆたや: ｗ
[9501.838] かぶら_: wwww
[9502.436] ねけめれ: wwww
[9506.090] mirin_rinririn: gutituKnife
[9506.382] miina317317: ちょっと待てば壊し放題
[9507.552] ドレイン: ええやん
[9509.027] (S)jeremiah_9s: gutituKnife
[9513.721] 1nv2: まだ始まってないのに
[9519.312] vigrfcli: 物騒だなぁ
[9523.727] ooku0900: やろうぜやろうぜー！
[9528.929] (S)concon0223: アタヘリ誘導して壊すくらいしかできないか
[9530.229] mirin_rinririn: wwwwwww
[9530.464] __たう__: gutituWaruikao
[9530.677] (S)トリア: wwwww
[9531.202] (S)_花_: wwwww
[9533.733] (S)といなみ: wwww
[9533.859] (S)あひるごよ: えぐｗｗｗ
[9533.909] アリメ: ｗｗｗ
[9533.989] hakuseki13: ｗｗｗｗ
[9534.158] miina317317: wwwwww
[9534.490] こやはやみ: ww
[9535.596] うきひな: wwwwwww
[9536.394] loxoln: wwwww
[9536.521] karume_yaki: wwwwwwwww
[9537.203] ぽつかれ: gutituWaruikao
[9539.330] hakamekisakura: wwwww
[9539.981] 瑠璃唐草: www
[9541.525] うさきみん: www
[9542.698] levia_11: wwww
[9552.325] uirou256: 大事な物バンクじゃない？
[9556.398] miina317317: ガチガチにしないだろうし
[9564.658] (S)はなかん: 逆もまたしかり
[9567.035] たゆたや: ｗ
[9568.368] mirin_rinririn: gutituTroll
[9569.335] hakamekisakura: 中に侵入したらね
[9569.857] hakuseki13: ｗ
[9569.860] アリメ: ｗｗｗ
[9569.943] single_94: ww
[9571.290] kamonohashihamigi: www
[9571.880] (S)フトン貝: ｗｗｗｗ
[9572.524] とや_: 馬はフリー素材
[9573.028] (S)あひるごよ: gutituTroll
[9573.831] かぶら_: www
[9574.628] (S)といなみ: おや
[9575.888] ドレイン: 外はセーフ……ってこと！？
[9582.307] うさきみん: 既にヘイト管理が
[9584.079] パンのアレ: 野良馬かもしれん
[9590.185] うもうくん: 話は変わるけど外に馬がいるね
[9598.257] dekaidno: 憎しみが憎しみを生んでしまう
[9603.022] single_94: これが法の穴ってやつか
[9603.364] nico_kk_mp: 人の馬殺すのもOKだまんな
[9607.688] 1nv2: gutituTroll
[9607.862] うゆ__: gutituTroll
[9608.600] とや_: ｗｗｗｗｗｗｗ
[9610.423] ドレイン: wwwwwwwww
[9610.618] アリメ: ｗｗｗ
[9610.806] mirin_rinririn: wwwwww
[9611.240] kamonohashihamigi: wwwwwwww
[9611.266] こやはやみ: ww
[9611.730] 瑠璃唐草: gutituTroll
[9611.803] davallia_: gutituTroll
[9612.284] puch1111: gutituTroll
[9612.805] なみのりを覚えない: gutituTroll
[9613.007] hakuseki13: ｗｗｗｗｗ
[9613.030] loxoln: gutituTroll
[9613.040] (S)id7741f8: gutituTroll
[9613.469] (S)_ビビ_: gutituTroll
[9613.471] かぶら_: wwwww
[9613.653] shuriii0110: gutituTroll
[9613.698] (S)といなみ: gutituTroll
[9614.157] (S)あかねまる22: gutituNice
[9615.392] (S)トリア: gutituTroll
[9615.621] (S)eiya_soiya: gutituTroll
[9615.713] うきひな: wwwwwww
[9616.137] (S)小火_: gutituTroll
[9616.398] levia_11: wwwww
[9617.246] うさきみん: gutituTroll
[9617.838] karume_yaki: www
[9617.936] ドレイン: 最高すぎる
[9618.074] rutile_8: wwww
[9620.400] nico_kk_mp: 馬殺していいなら乗ってもいいってわけ
[9621.099] _トリコ_: ｗｗｗｗｗｗ
[9621.503] (S)turu_yume: やったわwwww
[9622.572] (S)とつぜんげんき: gutituTroll
[9622.805] うゆ__: ちょっと借りまーす
[9622.864] たゆたや: ｗｗｗ
[9624.182] 1nv2: +1
[9625.279] __たう__: gutituTroll
[9625.789] (S)トリア: wwwwww
[9627.115] lilya0130: wwwww
[9627.963] 梨一: ｗｗｗｗｗｗ
[9628.349] たゆたや: ｗｗｗｗｗｗｗ
[9628.707] umeneranai: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9628.845] (S)concon0223: wwwww
[9628.847] efferu_t: ww
[9629.039] (S)トリア: wwwwwwwwww
[9629.041] mirin_rinririn: wwwwwwwwwwwww
[9629.285] バブちゃん太郎: ｗｗｗｗｗｗ
[9629.401] kamonohashihamigi: wwwwwwwwwwwwwww
[9629.415] のかちゃん_: ｗｗｗｗｗｗ
[9629.430] shuriii0110: wwwwww
[9629.594] (S)はなかん: gutituTroll
[9629.675] かぶら_: wwwwwww
[9629.754] (S)kou7586g: wwwwwwwwwww
[9629.824] __たう__: wwwwwwwww
[9629.858] karume_yaki: wwwwwwwwwwwwwww
[9629.893] nek0wood: wwww
[9629.943] (S)フトン貝: ｗｗｗｗｗｗｗｗ
[9630.053] うゆ__: wwwwwww
[9630.291] puch1111: www
[9630.438] おれおお食べ: wwwww
[9630.528] うさきみん: wwwwwwwwwwwwwww
[9630.566] アリメ: ｗｗｗｗｗｗ
[9630.700] えびれど11: wwwwwwwwww
[9630.766] (S)turu_yume: wwwwwwww
[9630.919] (S)といなみ: wwwwwwwww
[9630.935] yomogi143: www
[9630.991] ゆんふぁ1123: www
[9631.074] にうな: ｗｗｗ
[9631.128] ドレイン: wwwwwww
[9631.189] Hinakong717: wwwwwwwww
[9631.208] こやはやみ: wwwwwww
[9631.310] zakuzakuya: ｗｗｗｗｗｗｗ
[9631.312] (S)あひるごよ: ｗｗｗｗｗ
[9631.348] ka_su_mi_27: wwwwwwww
[9631.383] りらるら: ｗｗｗｗｗｗ
[9631.515] (S)nasugon0141: wwww
[9631.525] loxoln: wwwwwwwwwwwwww
[9631.942] (S)レばにら: それはそう
[9632.166] ねけめれ: wwwwwwwwwwww
[9632.230] hakuseki13: ｗｗｗｗｗｗｗｗ
[9632.376] なんでもいい: wwww
[9632.562] fofopop: wwwwww
[9632.595] うきひな: wwwwwwwwwww
[9632.723] (S)宇多菜夏: www
[9632.802] rutile_8: wwwwwwwww
[9632.840] (S)suyori11: wwwww
[9632.940] つきあかり: wwwwww
[9632.971] レイト_: wwwww
[9632.979] (S)とつぜんげんき: wwwww
[9633.010] (S)mot_tchan: wwwwwww
[9633.113] (S)pro_cyon_: ｗｗｗｗｗｗｗｗｗ
[9633.183] あーたく: wwwwwwwww
[9633.203] (S)_花_: wwwww
[9633.389] ギンバリ: ｗｗｗｗｗｗｗｗｗｗｗｗ
[9633.547] miromiso: wwwwwwwwww
[9633.634] (S)さめざぁ: wwwwwwwwwwww
[9633.651] よたろ: wwwww
[9633.760] (S)亜鉛0604: www
[9633.774] ｶﾆﾁｬﾊﾝ: www
[9634.039] かなこ11: wwwwwwwww
[9634.140] 瑠璃唐草: 失礼すぎるwww
[9634.759] (S)ゅうしゃ: WWWWWWWWW
[9634.809] のうまめ: www
[9634.841] kusutunu: wwwwwwwww
[9634.939] (S)おいも___: wwwwwwww
[9635.173] (S)イカスミてんぷら: ｗｗｗｗｗｗｗｗｗｗｗ
[9635.348] yojyou_han: www
[9635.366] (S)_ビビ_: www
[9635.563] (S)suto_salad: wwwwwwww
[9635.624] monpan1066: wwwwwwwwww
[9635.780] (S)ぽめらにあんりぞっと: wwwwwww
[9635.991] ram_nia: wwwwwwwwww
[9635.996] (S)ヤナです: それはそうwww
[9636.007] kamonohashihamigi: 的確
[9636.265] ロックピジョン: wwwwww
[9636.820] mint_310: wwwwwwww
[9636.900] むネオ: わきまえてるんだそこ
[9637.328] 子わまと: wwwwww
[9637.569] karankoe_sp: wwwwwwww
[9639.165] やそ: wwwwww
[9639.290] r_rreiki: www
[9639.614] hiyamugi_2na: wwwwwwwwwwwwwww
[9640.465] とや_: ±0
[9641.181] nousagi2525: wwwwwww
[9641.277] うさきみん: つまりプラマイゼロってこと！？
[9642.934] davallia_: 分析完了
[9643.395] umeneranai: 自覚あってよかった
[9643.864] levia_11: wwwwww
[9650.148] 或日: 天才だろ
[9651.694] ぽつかれ: ±0
[9651.938] あーたく: けっこうすき
[9658.977] えびれど11: 高評価ポイントで補えない
[9673.283] 1nv2: 誰の馬だったんだろう
[9680.017] mirin_rinririn: wwwwwww
[9684.809] (S)あひるごよ: ｗ
[9685.248] (S)べんべむ: ｗｗｗｗ
[9687.176] 瑠璃唐草: www
[9688.992] uirou256: そのうち取れなくなるのが硫黄
[9694.892] (S)do_donpa: gutituRage
[9698.089] sundayashiita: さ”あ”
[9702.909] miina317317: なんぼあってもいい
[9715.105] mammal085: んだとこら
[9715.775] うもうくん: 攻めるの大変だからな
[9726.194] miina317317: wwww
[9728.285] とや_: w
[9730.577] mirin_rinririn: wwwwww
[9730.699] __たう__: こんちには世界
[9732.092] (S)_花_: www
[9732.783] ram_nia: wwww
[9733.346] うさきみん: w
[9737.490] うもうくん: 出る杭
[9739.289] davallia_: ここですー
[9739.479] (S)宇多菜夏: ハローワールドしちゃう
[9741.966] うさきみん: 爆破してえなあ
[9751.040] (S)レばにら: フリー素材
[9779.553] うゆ__: まだいなさそう
[9782.076] うさきみん: 存在してないのか
[9790.074] ドレイン: 見てないね
[9792.870] (S)といなみ: gutituHmm
[9799.948] 1nv2: どう暴れるか楽しみではある
[9802.048] davallia_: いなそう
[9802.706] (S)カニかに: たぶん来てないね
[9806.620] うさきみん: へえー
[9807.819] アリメ: ね
[9809.462] __たう__: へー
[9810.656] mirin_rinririn: へー
[9813.462] 1nv2: へー
[9817.454] ドレイン: へー
[9819.237] (S)といなみ: へー
[9826.793] davallia_: フェーズ１は一個だっけ
[9856.390] (S)トリア: wwwwww
[9856.572] (S)隼人さん: ﾋﾄﾉｳﾏ
[9859.440] うさきみん: 人の馬
[9862.599] てらでん: アイテムは消えない？
[9864.655] (S)_ビビ_: gutituFlag
[9872.504] 1nv2: gutituSuperCry
[9873.742] オーガニック侍: 還す
[9875.280] (S)宇多菜夏: www
[9876.212] バブちゃん太郎: 還す方ね
[9876.439] レイト_: wwwww
[9876.641] うさきみん: gutituKeosare
[9877.329] (S)犬すぎる犬: www
