[27.069] pettan_omochi: かっこいいの着てるねぇ
[6839.247] sphere0315: ナノックスは香りがとてもいい
[6845.518] (S)みょんみょんあかみ: でも最近は液体洗剤の方が楽でいいや
[6845.582] (S)n242f45aa: 洗濯王でもやる？
[6848.388] hato_pizza: 洗濯マグちゃんは加齢臭とか部屋干しの臭いのが消える
[6850.383] desugage: オキニの柔軟剤あるんだw
[6850.569] takahashiseigi: 海外製のは、量多いけど、香りがキツ過ぎ
[6851.340] (S)ももしろてゃん: ジェルボールが楽でいいと思う
[6852.040] (S)maya_g01: かいでる
[6852.431] shifoncafe: どれつかってるん
[6853.977] zyangara2: 王御用達の柔軟剤
[6856.239] (S)GG_sensay: 柔軟剤使ってない
[6856.535] (S)shiru042: 一回替えばそこそこ持つしいろんな種類の洗剤使う機会あんまりないよね
[6858.920] tw_numa: アタックだわ
[6862.578] v_harumi_v: どんな匂いでしょ？
[6864.621] (S)ハルキ10: ウメちゃんは柔軟剤の香りするってわけか
[6865.284] triskeal: 無印の洗濯ネットいいよ
[6865.971] (S)黒猫くん: 柔軟剤とかしゃらくせえもん使ってんのかウメさん
[6868.503] プラスマイナス: 洗濯王ｗｗｗｗめっちゃオモロそう
[6869.160] (S)jinkun80: 何故洗剤トークが始まっているのか
[6869.233] thunderbolt0422: ガチ恋勢はメモ用意してそう
[6871.760] Ritu654321: ここから広げるのはKSKでもキツないか？
[6874.489] ポンポン: ｸﾝｸﾝ
[6875.337] ~MISSING_COMMENTER_INFO~: ランドリン
[6875.937] tw_numa: ハミング？
[6876.147] Loytory: 甘い匂い好き
[6876.681] v_harumi_v: いいなーーいいなーー
[6877.877] カブトシロ: レノア？
[6878.577] masarin763: ボール度？
[6879.666] とぷろ: ジェルボール楽すぎてもうこれでいいや感ある
[6881.115] jigokunonekomatu: 洗濯王やる？
[6882.750] (S)taku_yzfr1: オジのにおいけし
[6882.793] chin_56_: すーっ
[6884.439] desugage: なんの配信だw
[6885.089] bunbun0880: さらさ
[6886.600] (S)maya_g01: ランドリー！
[6887.392] thunderbolt0422: 一発目すごいｗ
[6887.434] lucentsnow: チャーミーグリーン
[6889.280] furu13: え、案件？
[6889.766] shifoncafe: 白黒のやつか
[6891.667] aranami0: 買うわ
[6892.228] (S)sakata0031: おそろ💛
[6892.946] yomogi0610: ランドリンいいよね
[6894.949] zyangara2: ランドリンが店から消えるな
[6895.255] kanimiso2345: アタック抗菌EXがゾンビ臭に効くってうたい文句です
[6897.612] sphere0315: 選択王って何すんのw
[6897.741] (S)taku_yzfr1: 加齢臭と闘う世代
[6899.911] (S)1108044k: どこに情報があったんだ
[6906.477] desugage: ランドリン需要高まってきたな
[6907.753] (S)maya_g01: ランドリンだった いい香りですよね
[6913.244] tw_numa: ｸﾝｸﾝ
[6913.386] chin_56_: クセになってきた
[6915.474] zyangara2: 一つ上の男
[6916.893] kahaku91: へー
[6916.947] aranami0: それ自分の体臭かいでない？
[6917.422] (S)jinkun80: マスクかな？
[6917.467] カブトシロ: ジャミラ
[6917.697] (S)taku_yzfr1: 素材www
[6918.837] kaigaizei: ランドリンのホームページ落ちるぞ
[6918.933] ロンロ: やばいやつやん
[6919.205] (S)みょんみょんあかみ: 銀行強盗みたいｗｗ
[6919.477] (S)ハルキ10: ランドリン買ったら同じ匂いになる！
[6920.076] v_harumi_v: ランドリン使ってる。良い匂いよね
[6920.272] (S)憂う者の弟子: ランドリン買い占めろおお
[6920.456] (S)n242f45aa: ランドリンなんだよなあ
[6921.898] kanegon7237: 何してん？wwww
[6922.117] une3333: 変な人だーー！！
[6925.470] mifune1046: キメ配信
[6926.273] (S)askrra: 嗅覚王する？
[6927.919] sphere0315: 上の男
[6929.265] eremin_39: スタンプ追加か？？
[6930.322] lucentsnow: いい匂いだけど化学物質すごいんだろうなって思う
[6931.278] arata0421: 柔軟剤使ってるの意外ですね
[6933.028] thunderbolt0422: ランドリンは白いのでOK？
[6934.023] (S)食用ばるさみこす: 俺もランドリン使ってるから実質ウメちゃんだわ
[6934.026] chin_56_: それ吸っていいやつ？
[6935.203] ちっくんたっくん: 小学生みたいな事する人きたー
[6936.443] (S)n242f45aa: やっぱランドリンなんだよなあ
[6936.560] hojihojidx: 首ないやん
[6941.661] (S)jinkun80: うっとりしなくていいです
[6944.266] bunbun0880: 40歳児
[6946.144] zyangara2: 嗅覚王
[6946.183] kirakiraname: 嗅覚王www
[6947.082] desugage: 嗅覚王はやってもよさげw
[6949.648] v_harumi_v: ほうほう
[6954.546] (S)ハルキ10: 赤だ！買いに行けー！
[6955.539] thunderbolt0422: 赤のエレガントフローラル買います
[6959.038] aranami0: エレガントフローラル！！
[6959.950] gumi1113: 柔軟剤って柔らかくなんの？
[6963.848] odoreminv2: たしかに
[6964.984] (S)maya_g01: 気分で変えちゃうんだ
[6965.425] (S)黒猫くん: せやな
[6968.017] kirakiraname: ランドリンわからず？？
[6968.545] v_harumi_v: 白使い終わったら今度赤も使ってみよ。
[6968.785] (S)flashbacks18: 赤買います‼︎
[6969.546] rockmantarou: テイストキング
[6970.723] tabibitox: ゴンタ不利やん
[6970.944] eremin_39: 嗅覚王は三太郎
[6974.255] mikan_otoko: 柔軟剤の値段当てになるやんけ！！
[6975.267] ebibadi: 敏感王
[6979.730] lucentsnow: ウメちゃんなんでじゃんがら当てる問題がでたの？
[6979.826] onesolo52: 嗅覚なら酒いけるじゃん
[6981.414] kaigaizei: でも味覚王は根回し王だったじゃん
[6982.274] bunbun0880: 聴覚王は？
[6982.417] kahaku91: 高いやつノリで買ってそう
[6984.181] 太鼓のヒマジン: ランドリンの赤使えばウメちゃんと同じ匂いになれる…！
[6985.009] Kanquez05: 値段順に並べてください
[6985.226] jigokunonekomatu: 糖尿王
[6987.103] leleira: 小手先王
[6988.925] (S)sistersguitarreplica: 借金王
[6990.168] kanimiso2345: 糖質入れないからゴンタむしろ有利だぞ
[6991.109] (S)みょんみょんあかみ: 嗅覚王は靴の臭いで人を当てるゲーム
[6994.853] (S)ももしろてゃん: 何人かの枕集めて、誰の枕か当てるとか
[6999.433] 戸愚呂妹: 触覚王
[7000.704] ロンロ: そっちかｗ
[7001.009] v_harumi_v: なるほどー
[7001.804] lucentsnow: なるほど
[7002.167] desugage: なるほどw
[7006.826] (S)kani7321: なるほどw
[7008.752] (S)残り8万: じゃんがらがすごいってことはわかった
[7008.922] (S)ハルキ10: そっちか
[7011.692] (S)brutal9998: ああそっちかw
[7012.000] (S)sistersguitarreplica: なるほど
[7015.469] aranami0: 確かに外したらボロクソ言われるなｗ
[7015.539] (S)flashbacks18: なめやがって‼︎
[7015.721] 157655: じゃんがら万一外したら相当擦れるもんな
[7016.685] mifune1046: 問題作ったのやすきさん？
[7016.710] kei1980: 盆栽王は？
[7016.954] hukohuko: でもあれ間違えようがない択だったぞ
[7017.385] poposuke: いーや、だまされないね！
[7023.289] masarin763: 枕の臭いはさすがにきつい
[7024.876] eremin_39: 体内虫飼い王
[7032.948] (S)shiru042: 当てたら当てたで忖度を疑わせて外したら外したで滅茶苦茶煽られるって最強の2択じゃない？
[7035.754] lucentsnow: じゃんがらと似たとんこつラーメンある？
[7036.645] (S)brutal9998: でもインスタントが比較対象はねえ
[7037.120] yomogi0610: 柔軟剤じゃないけどランドリンのファブリックミスト For Menすこ
[7040.199] ロンロ: まぁ味噌間違えるやついるから
[7043.560] kaigaizei: 赤みそディスポーザーの話はやめな？
[7044.611] (S)kani7321: じゃんがらミスったらやーばい
[7046.182] arata0421: 日本酒間違えた時と同じ攻め方
[7054.536] (S)みょんみょんあかみ: 最後の肉食べてみたいなぁ
[7060.171] kinakobuta: 山頭火？
[7062.863] (S)sakata0031: あれってじゃんがらの市販のがあるのかな、そんなに旨いなら買ってみたい
[7063.771] desugage: あの感じのさっぱりとんこつって今あんまないよね
[7063.959] kanegon7237: おおお！
[7064.795] mifune1046: ごんたさんとにゃん師の問題難しすぎなかった？
[7065.644] (S)しすてむえらー: ミートさん見たかったTwitchでは無理か
[7065.697] Ritu654321: 明らかに一流の品とその辺の食材でやってほしかった金かかるけど
[7067.587] (S)sistersguitarreplica: スーパーカップ美味しい
[7068.224] ジャンクばっち: いやー結構違うなぁ
[7068.770] kahaku91: じゃんがらはテイクアウトしたのかな？
[7070.149] eremin_39: じゃんがら結構リスクあったよね
[7073.727] オシュ: ひぐちぷげらのトパチャン予選みますか？
[7075.403] (S)taku_yzfr1: もうラーメンとは決別
[7076.891] balthazar000: メン？
[7078.816] lucentsnow: なかなかないんやなーじゃんがら
[7083.086] カブトシロ: へぇ、あんな感じなんや。
[7084.527] kanegon7237: そりゃ美味いわ
[7092.145] yukimax5819: うめちゃんカレーは甘口派？辛口派？
[7094.582] oinari6: 先日ゴン太が奥さんと貰ったフグ食べる配信してたけど奥さん食事制限させるの大変そうだった
[7095.530] takahashiseigi: 一蘭や一風堂は食べないんでしたか…
[7095.809] gjthbkhtd_: じゃんがらのカップ麺があるんですか？
[7096.223] (S)taku_yzfr1: 人間ドックいった？
[7096.451] (S)perfecttakahashi: 最近はじゃんがら食べに行かないの？
[7098.507] bunbun0880: 麺のみだとむずい？
[7101.020] yomogi0610: じゃんがら食べた事ないなぁ
[7103.015] (S)pondenring0930: パスタのうんちく語った後ソース問題出されたにゃん師も…
[7107.410] aranami0: 中辛かー
[7119.123] desugage: 食い物系企画はまた欲しいなー
[7120.659] thunderbolt0422: ゴンタさん替え玉４個って聞いたんですが、さすがにフカしですか？
[7123.381] oinari6: じゃんがらのカップ麺昔限定で売られてたわ
[7126.649] (S)taku_yzfr1: 特に健康なんやね
[7129.174] (S)brutal9998: パスタソースの味じゃなくて値段当てるのはヤバすぎた
[7136.167] masarin763: ジャワカレー系？
[7137.000] thunderbolt0422: ゴンタさんすごいｗｗｗ
[7138.849] そうたマン: bday100
[7141.850] v_harumi_v: やっぱりそうなんですねー。本当に凄い
[7147.782] lucentsnow: 糖質の化け物やないか
[7147.949] aranami0: ！！
[7150.634] (S)1108044k: スープ完飲してるってこと？
[7151.890] kinakobuta: 親戚のおじさんTVチャンピオンのインスタント麺王チャンピオンだった
[7154.050] (S)黒猫くん: やっぱカップケーキなんや
[7155.594] kahaku91: たのしくない食事は何食べるの？海？
[7155.641] (S)evimayo88: 汁が枯渇するｗ
[7156.546] tarantarantaran: umeCossack
[7157.328] v_harumi_v: すごい！カップケーキあった！
[7158.346] (S)pondenring0930: 古のカップケーキ
[7158.628] (S)perfecttakahashi: ！？
[7159.293] (S)kazukitaiga: 4個くらいでフカシとかないでしょｗ
[7159.473] sakana_twi: あー、替え玉でスープ無くなるのかｗ
[7165.161] (S)sakata0031: 糖尿病は必然だったか
[7182.946] triskeal: メンおじじゃん
[7183.380] lucentsnow: MAXさんのわんこそば600杯もびびった
[7187.585] masarin763: チャーハンと半チャーハン
[7188.683] kanegon7237: 炭水化物祭りwwww
[7189.715] thunderbolt0422: ｗｗｗｗｗｗｗ
[7190.981] 157655: メインとサブのチャーハンか
[7191.363] (S)nikukuisugi333: ｗｗｗ
[7191.686] (S)憂う者の弟子: みた！
[7193.221] tarako7016: えｗ
[7194.306] (S)やすぽこ: ええ・・・
[7194.448] ロンロ: バカやんｗ
[7196.384] DieselakaKEIYU: スト6のモダンでもウメハラさんみたいなコンボ出せますか？
[7196.595] (S)sistersguitarreplica: 金持ちやんw
[7197.546] aranami0: イかれてるよｗ
[7197.761] tarako7016: 最後がおかしい
[7197.828] (S)perfecttakahashi: w w w
[7199.626] (S)ハルキ10: やばw
[7200.762] cook_5921: umeSnooze
[7201.050] bunbun0880: 糖が多い
[7201.471] たあぼ0126: 大盛り×2
[7201.474] ddb365: ｗｗ
[7202.014] darisu_k: www
[7202.032] arata0421: 3人分じゃん
[7203.125] (S)omega312312: それはまっしぐら
[7203.309] thunderbolt0422: イカれてるゼ
[7203.347] (S)shiru042: チャーハンおかずにチャーハンは狂ってる
[7203.797] (S)みょんみょんあかみ: 三人分かしら？
[7204.253] v_harumi_v: まっしぐら！＞＜
[7206.451] rt340: 注射勢まっしぐら
[7207.774] chin_56_: 死ににいってる
[7207.850] poposuke: 納得のインスリン
[7208.895] (S)taku_yzfr1: チャーハンかぶっとる
[7209.996] agouwha: 注射ＲＴＡ
[7210.121] thunderbolt0422: ブレーキ壊れちまってる
[7210.265] kirakiraname: (๑˃́ꇴ˂̀๑)www
[7210.905] kaigaizei: あの後もビビンパ食ってたらしいじゃん
[7210.982] jigokunonekomatu: バカの注文
[7212.307] (S)gorogorogorn: 米だけで糖尿
[7213.894] kinakobuta: お湯入れる前の麺かじって品名当てたり、AのかやくとBの麺とCのスープで出来たやつ食べて全部当ててた
[7215.579] towai8: マックスさんはよく糖尿ならんな
[7216.153] mifune1046: チャーハンと…あとチャーハン
[7216.504] (S)evimayo88: 一直線っすわ
[7216.610] twitwitwich17: 半チャーハンとチャーハン大盛り
[7218.865] siba510: 糖のバーゲンセールｗ
[7219.047] lucentsnow: それが3食ならもうしんじゃう
[7219.389] xxzoids: 食欲の擬人化。
[7219.681] shifoncafe: すごいな
[7220.017] 戸愚呂妹: お注射マシマシで
[7220.742] taroumaruh: そらお腹が穴だらけになりますわ
[7220.842] チョコミんト: サナダ必須
[7220.959] one596: こくミートとの大食いで醜態を晒したのは年月？
[7224.368] カブトシロ: 俺は見たんです！
[7225.574] (S)sakata0031: 漫画のキャラじゃん
[7226.997] yomogi0610: ｗｗｗｗ
[7227.276] (S)perfecttakahashi: おかしいよ…
[7227.593] masarin763: チャーハンセットとチャーハン
[7227.678] (S)taku_yzfr1: ご飯をおかずにチャーハンレベル
[7227.692] (S)Norsest: チャーハンx
[7227.933] umesecond: チャーハンおかずにライスならちょっとわかるけど
[7228.951] 我がゴイチ: 糖尿まっしぐら
[7229.727] TEIKETTO: ゴンタになんとかして大食いさせたいなあww
[7230.166] sakana_twi: 味覚王でいきなりいびきかき始めたりしなくて良かったよ
[7230.537] furu13: それであのレベルの体重って逆にスゴい
[7231.675] (S)sistersguitarreplica: 店員さん混乱しそう
[7232.093] haruka33: １食５０００円位いってない？
[7232.581] ロンロ: 半チャーハンで調整したんやな
[7233.790] takahashiseigi: 昔の若い頃のゴンタさんは、イケメン
[7234.605] (S)1108044k: 食欲の権化
[7237.256] piggy1022: じゃんがら3,000食は本当ですか？
[7238.111] (S)latenight000: サナダも育ちますわ
[7239.395] oinari6: ゴン太配信でそうめん6束食べてたって言ってたな
[7239.795] (S)みょんみょんあかみ: そこは天津飯とかにしないのかね
[7240.265] (S)Maloneal: それ単純に頼み方知らなくてバカなだけじゃなくて？
[7240.792] たあぼ0126: 糖尿まっしぐら
[7240.967] (S)ハルキ10: ヤバ過ぎw
[7242.372] ジャンクばっち: 理由が理由になってない
[7242.836] (S)gorogorogorn: 連続は気が引けたから挟んだのかな
[7242.973] mifune1046: 店員どんな顔してたの？
[7243.053] uguisupan1192: スラムダンクの合宿飯じゃん
[7247.445] kirakiraname: カッコイイ
[7248.109] poposuke: ペヤングの大きいやつは、ゴンタさんの口には合わなかった
[7250.003] kentarocom: 年齢考えると凄い胃腸強いね
[7251.044] tw_numa: 追いチャー
[7251.133] ビフィダス: ゴン太さんすげ
[7251.410] (S)low_single: 厨房もざわついたんじゃない？ｗ
[7253.364] (S)Norsest: 命と等価交換
[7253.524] lucentsnow: ウメちゃんがラーメンと白米きて白米だけくってラーメン残した話すき
[7258.301] ddb365: 奥さんも米への執着がすごいって言ってた
[7262.631] akinikuihuku: ゴンタって名前似合うよな
[7265.250] (S)sistersguitarreplica: はやw
[7267.931] ジャンクばっち: 歴史だなぁ
[7268.126] masarin763: レタスチャーハンと五目チャーハンは別腹！
[7270.612] gannaranna: 3000替え玉ならうなずける。。
[7271.588] v_harumi_v: すごい
[7284.963] (S)kani7321: じゃんがら毎日を10年 
[7292.477] xxzoids: さすがに飽きるでしょ。
[7293.636] sphere0315: やば
[7293.903] kahaku91: 昼夜夜じゃんがら
[7296.716] desugage: 3000！！
[7297.128] cook_5921: 1日1食で８年かかるよ
[7298.023] TEIKETTO: 1日1食×９年弱よ？
[7298.249] tw_numa: ？！
[7301.296] (S)kazukitaiga: 1日1回でも9年近くかかるぞｗ
[7303.186] lucentsnow: ウメちゃん替え玉何回するの
[7303.555] v_harumi_v: なるほど
[7309.135] magurosann: 替え玉3000戦でも十分すごい
[7311.690] chin_56_: はいじゃんじゃん
[7312.828] (S)daichan1200: 最初から入ってるのは替え玉じゃないぞ
[7317.053] medamaoyabun: 平均週２回じゃ足りないよ？
[7317.354] one596: 何年通ったの？
[7319.128] tw_numa: 年300回行ってるの
[7320.514] desugage: 14からだもんなあw
[7323.546] 無心に: 信じます
[7324.362] v_harumi_v: それでも飽きない美味しさ
[7324.905] masarin763: 年間100食として
[7326.831] カブトシロ: 理屈じゃないんだ。
[7327.244] arata0421: 1日2回のときもあるんですか
[7327.316] shumatsu623: じゃんがらと時の部屋
[7329.205] lucentsnow: おやつもじゃんがら
[7331.186] (S)ハルキ10: どうやればいけんの？
[7333.511] (S)sakata0031: でもちょっと盛りましたよね？
[7338.052] mssg41: 好きなじゃんがらの店舗は？
[7338.476] ロンロ: ２８年ならあるんじゃない？
[7338.767] esutark: いつも何を頼んでますか？ ぼんしゃん？
[7345.744] umesecond: 一番行ったとこでも50ぐらいだなぁ
[7347.685] yomogi0610: 食べてないメニューもある？
[7347.952] (S)1108044k: この流れ歩ける距離話してる時ににてるなｗ
[7350.078] (S)kani7321: 味はずっと変わってないの？
[7354.404] kakko130: 無粋なコメやめな？
[7359.822] desugage: とりま飯は…じゃんがらか
[7362.297] (S)kazukitaiga: 1000はいってると思うけど3000はちょっと
[7363.392] thunderbolt0422: ｗｗｗｗｗ
[7364.542] shifoncafe: それはそう
[7365.897] tw_numa: あるねぇ
[7366.571] tabibitox: 食うよね？
[7367.390] zyangara2: 何も起こらないはずがなく
[7367.454] kentarocom: 若い時によくお金持つねぇ
[7368.241] カブトシロ: 腹ペコですね。
[7369.134] ムエタイ: 原宿駅前のじゃんがらいったわ
[7369.903] ジャンクばっち: www
[7370.454] (S)sistersguitarreplica: そりゃーね
[7372.107] lucentsnow: じゃんがらに吸い込まれる
[7372.194] (S)taku_yzfr1: くうよね？
[7373.567] (S)vungo_mr: 食べちゃうじゃんねえ
[7373.840] triton11519: 他の選択肢は？
[7374.487] krs3737: そらね
[7374.497] たあぼ0126: 必然
[7374.906] taroumaruh: 3000いくって訳
[7375.149] (S)やすぽこ: なっとく
[7375.802] (S)evimayo88: 食うじゃんねえ
[7377.396] (S)kani7321: 飽きないのがすごい
[7381.654] tw_numa: じゃんがら、素通りできるわけもなく
[7382.802] sphere0315: 健康でいられるのすごい
[7382.836] kahaku91: どうなると思う・
[7382.936] ジャンクばっち: umeNirami
[7384.836] homoludens8: よく体が無事でしたね
[7385.984] piggy1022: 3,000玉は本当に超えてそう
[7387.584] (S)ぎんぎらぎん: じゃんがら行ってみたい
[7387.735] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[7387.877] (S)perfecttakahashi: そっかぁ…
[7389.405] desugage: ww
[7390.389] thunderbolt0422: ｗｗｗｗｗｗｗ
[7393.098] tw_numa: じゃんがらにサインありますか？
[7393.603] mAsA0852: カワムラ君より食べてたんですか？
[7395.300] (S)ハルキ10: こーれは本当っぽい
[7396.860] SquallBerserk: fala velhote
[7396.891] aranami0: こーれ3000です
[7397.542] TUBE_MAN: ｗｗｗｗｗ
[7398.318] cac_gwd: その4,5回は何だったのｗ
[7399.002] v_harumi_v: ！？
[7400.066] shumatsu623: ﾌﾌｯ
[7400.106] (S)pondenring0930: どっちやねんｗ
[7400.302] yomogi0610: ｗｗｗｗｗｗｗｗ
[7400.687] thunderbolt0422: LUL
[7401.097] balthazar000: ？
[7401.715] ebikatsu39: ｗｗｗ
[7401.950] the_blow02: あるっちゃあるな
[7402.311] (S)憂う者の弟子: うそだったああああああああああああ
[7403.600] ライム_: 証人はいますか？
[7404.484] chin_56_: 撤回
[7404.551] (S)みょんみょんあかみ: え？
[7405.322] sarah_0519: wwww
[7405.784] tabibitox: どっちやねんｗ
[7406.807] tsubame5204: umeYay
[7407.752] rt340: はやw
[7409.595] (S)おやつハンター: umeBoom
[7410.704] (S)maya_g01: ｗｗｗ
[7411.152] (S)kani7321: ❓ 
[7412.318] donder112: なんで嘘つくの
[7412.816] magurosann: 手のひら返しはえぇｗ
[7413.949] カブトシロ: 何で嘘付いた？
[7414.034] 5don: www
[7416.598] もきち555: うそつくなし
[7419.603] (S)ハルキ10: 嘘なの！？
[7419.945] (S)taku_yzfr1: じゃんがらとは
[7424.852] (S)みょんみょんあかみ: 川村君てメガネ割れてる人？
[7427.203] rt340: 川村君
[7428.247] balthazar000: よかった。家がじゃんがらかと思ってた
[7428.822] kahaku91: umeGrin
[7433.037] thunderbolt0422: ｗｗｗｗｗｗ
[7434.388] shifoncafe: 草
[7435.071] hizahashin: ｗｗｗ
[7439.450] 5don: 本気
[7440.320] hojihojidx: うそｗｗｗｗｗ
[7442.408] (S)ハルキ10: umeNirami
[7445.480] 無心に: 何を信じたらいいのか
[7448.922] potocki1810: umeNirami
[7451.191] (S)憂う者の弟子: なんと
[7454.398] (S)sistersguitarreplica: なにしてたん?
[7454.515] (S)sakata0031: その心は？
[7454.912] pawavel: 本当か？ｗ
[7456.154] mococyoko: なんで入れ始めたの？
[7456.697] aranami0: 遅ない？
[7456.732] balthazar000: 3000食目の味変
[7459.166] 第四宇宙速度: どんだけ深いんだ・・・
[7460.104] v_harumi_v: ついに変化が
[7461.359] hanzou3: ぼんしゃん 縛り？
[7463.046] もきち555: そろそろ
[7464.534] homoludens8: 深すぎる
[7465.586] naginagi99: 3000食にしてようやく変化を
[7468.310] tw_numa: ついに味変
[7468.375] (S)熱田神宮: 基礎練長いなー
[7468.662] lucentsnow: 途中で麺とかスープ変わったなって思ったことある？
[7469.904] (S)gorogorogorn: あるのは気づいてた？
[7470.763] masarin763: 総武線で5駅くらいだから。。。亀戸から
[7471.670] (S)askrra: 「じゃんがら」なの？「ぼんしゃん」とかは？？
[7471.989] v_harumi_v: あらら
[7472.287] taroumaruh: ｗｗｗｗ
[7472.643] ddb365: えｗ
[7472.745] aranami0: ｗｗｗｗｗ
[7473.700] tarako7016: 弔いｗ
[7473.785] (S)vungo_mr: ｗｗｗｗｗｗｗｗ
[7473.919] maddy2623: ｗ
[7475.995] ジャンクばっち: 弔い
[7476.257] (S)taku_yzfr1: 味がぼやけないのか
[7476.404] Loytory: ｗｗｗ
[7476.615] ちっくんたっくん: とむらいｗ
[7476.621] thunderbolt0422: ｗｗｗｗｗ
[7477.174] (S)sistersguitarreplica: とむらいwwwwww
[7477.319] arata0421: 私からのレクイエムです
[7477.680] tsubame5204: umeFail
[7478.068] gannaranna: 弔いwww
[7478.483] カブトシロ: そろそろ味変してもエエやろと…
[7479.316] desugage: 素の味が良いってのはあるよね
[7479.346] umesecond: えｗ
[7479.559] 5don: BibleThump
[7480.076] (S)evimayo88: 弔いｗｗｗｗｗｗｗｗｗｗ
[7480.309] (S)taku_yzfr1: 弔いwwww
[7480.352] krs3737: www
[7480.530] naginagi99: 弔いてｗｗｗｗ
[7480.780] (S)憂う者の弟子: 川村さん みてますか？
[7480.862] rt340: とむらい？
[7481.537] gontwomaru: 高菜あんの？最高じやーん
[7482.072] mmiiacha: 鎮魂歌
[7482.402] (S)kani7321: 弔いwwwwww
[7482.488] (S)ハルキ10: 理由w
[7482.535] esutark: ぼんしゃん？トッピングなし？
[7482.932] tarako7016: 川村くん、どうして・・・
[7484.747] lucentsnow: お供物ちゃうぞｗ
[7485.297] Kanquez05: え、ちょｗｗｗ
[7485.901] takahashiseigi: 生きてる？
[7485.975] TUBE_MAN: 鎮魂辛子高菜
[7486.555] morinagasyuya: BibleThump
[7487.842] gannaranna: 理由がよーーww
[7489.374] (S)syain7720: 人
[7489.589] (S)vungo_mr: 「安らかに」とか思いながら高菜いれてるわけだ
[7489.695] balthazar000: RIP?
[7489.809] tw_numa: あなたへのレクイエムです
[7492.854] (S)gorogorogorn: 音信不通大丈夫なん？ｗ
[7496.469] taroumaruh: 天国の川村くんも喜んでる（辛いねぇ…）
[7497.295] (S)pondenring0930: ウボォーさん
[7497.772] (S)asaka139: じゃんがらの店舗は秋葉原ですか？
[7499.087] (S)daichan1200: ウナちゃんまんの件もあるからなぁ
[7499.546] potocki1810: ウヴォーギンｗ
[7500.289] mococyoko: 弔いまでフェイク
[7500.889] gannaranna: 高菜は弔い
[7500.898] (S)maya_g01: まさかの動機
[7501.023] 我がゴイチ: 弔いwwww
[7504.273] (S)黒猫くん: ３０００食無駄にしたね
[7505.572] ちっくんたっくん: おいしい人をなくしてしまったか・・・・
[7510.655] 5don: BibleThump
[7510.749] lucentsnow: ウメちゃんが連絡してもでないんか
[7511.372] desugage: まじかー
[7511.643] (S)n242f45aa: 川村くんどうして・・・
[7512.210] caruvi: ・・・
[7512.641] yomogi0610: 注文するラーメンって固定なんですか？
[7514.090] maddy2623: 川村くんはランダム性高い
[7514.202] mifune1046: 週5日/年＝約260食なので10年でも3000食いけないよ！😭
[7514.677] kirakiraname: ランダム
[7515.114] v_harumi_v: 住んでる場所とかもわからないんですね
[7515.208] oinari6: カワムラくんも結構不摂生だったりするの？
[7517.226] (S)perfecttakahashi: あ…
[7517.605] aranami0: 辛いねぇ
[7517.844] (S)taku_yzfr1: umeFail
[7528.572] (S)shinobuchan4649: ウナちゃんまんのように・・
[7533.813] 我がゴイチ: 辛いねぇ
[7535.063] (S)sistersguitarreplica: 今頃じゃんがらのダシにされてない?
[7535.314] (S)kani7321: 川村くんの弔いからの→うまくね？
[7538.434] desugage: w
[7539.355] tamachan0530: ヨネモトさんも連絡とれないの？
[7541.889] maddy2623: 生きてるか死んでるか ん～～～ランダムっ！
[7542.524] thunderbolt0422: ｗｗｗｗｗｗ
[7543.836] jigokunonekomatu: なんで大阪にじゃんがら無いんや・・・めっちゃ食いたいやん
[7544.895] (S)n242f45aa: だから〜俺だよ？
[7545.737] (S)Norsest: 14歳でやってんの！
[7546.588] mococyoko: 今40超えってことはわかるよなぁ
[7546.607] masarin763: 好きなものをこするのわかる
[7546.858] 文月修: 豚骨にコショウ入れるのどう思いますか？ 個人的には臭みが打ち消されるのでナシです
[7547.741] triton11519: これはカワムラ君の分！（高菜パサー
[7547.758] hiyokko3: W
[7548.563] tsubame5204: umeNirami
[7548.678] (S)shigepedia: 既に推しの子に転生してたりして
[7549.150] tw_numa: 華原朋美が昔Mステでぼんしゃん麺推してたな
[7549.684] onesolo52: 味で作ってる人変わったな？って分かるの？
[7551.294] たあぼ0126: わかるよね？？ 
[7552.555] ロンロ: ２８年で３０００ってことでしょ
[7552.632] (S)黒猫くん: kokuji3Wakaranai
[7553.639] ムエタイ: うまいと思って食ってる？惰性で食ってる？
[7554.075] カブトシロ: 察しろと・・・
[7555.718] (S)taku_yzfr1: じゃんがらそんな昔からあるのか
[7556.186] TUBE_MAN: 10年以上経ってるってわけ
[7557.030] takahashiseigi: 良い人のエビハラさんからでも、音信不通…
[7557.213] (S)Maloneal: うめさんのこと24歳だとおもってるんじゃない？
[7557.450] medamaoyabun: 平均週２回行ったの～？
[7559.167] taroumaruh: 計算できんか～
[7560.139] hizahashin: 28年よ
[7560.691] lucentsnow: ウメちゃんもしかして5000食くらい食べてない？
[7560.753] kahaku91: 俺だよ？
[7561.989] njpw2017: 初めて食ってから何年経ってますか？ってはなしよ
[7562.168] (S)gorogorogorn: 27年って言ってんの！
[7563.286] (S)askrra: ウメちゃん埼玉のスープ激熱のもちちの木って店いった？
[7564.768] gannaranna: 14歳からやったらもっとあんのか、、w
[7565.253] (S)evimayo88: 年季がちげンだわ
[7565.944] arata0421: そこらのじゃんがらーと一緒にするなって高尾t
