[12.660] ねこざけ: おｋ
[11463.432] pekusuyada: 現役のリーガーにいきなり勝つはないでしょ、ステップってもんがあるよ
[11466.256] une3333: マリーザが走ってー！ケンがダウーン！
[11470.471] mukimukipanda: モダンでパッドが最強な気がする
[11471.673] huji0009: こんだけ火力でるならモダンが正解だな
[11476.861] hatter_51: やばw今のSFって大味なんですね
[11479.224] minmaxkk: レバーレスもコントローラー
[11480.046] zyangara2: モダンが最強なのが宣伝的には一番良くない？
[11487.877] いちのろく: 下がったら負け感ある
[11491.054] thescrb: 火力出したいときはクラシック入力してるんじゃないですかね
[11492.676] フィズバン2023: どこが大味なんだ
[11493.127] あり0221: クラシック派は別にいつでもモダンに移行できるのでモダン最強でも問題ない
[11494.017] (S)Nagare765: 同じ負け方
[11494.259] ちぇんぷる: シュートつよすんぎ
[11494.531] x_abu_xx: かずのことシュートがマジ仕上がってる感じある
[11495.413] latenight000: スト5は"繊細"だった、提唱していけ
[11496.259] (S)オワオワタ: カプコンとしては将来的にクラシックなくしたいだろうな
[11497.139] intaisita: うおおおおおおお
[11498.058] reklats12: パナシ当たらねー
[11500.410] 薬毒: 大味とはまた違う感じだな
[11500.732] (S)tamanegi30: 空対空は～やい
[11500.986] (S)meat114kg: ああ、お仕置きが
[11503.625] intaisita: いやああああ
[11504.348] (S)れんぞね: モダンの自前コンボは別の難しさがあるぞ
[11504.357] papipopon: これ当たらんな
[11504.748] roro_gc: モダンでここまで使いこなせる気しないっす
[11505.117] xyz1648: 大味？
[11505.825] booby_one: 早く次のSFLシュート戦見たいねー
[11507.672] key_tw: 対空の反応よ
[11507.758] (S)bikibiki999: モダンでも結構コマンドで入れてるみたいだからアケコンかレバレスが強いんじゃねえかな
[11508.842] ynwa_8_stevieg: 単純にシュートが強え
[11510.495] 戦う山田: モダンクラシックよりレバーレスのほうが敷居高いっすw
[11510.577] teaeuaunofune: ウメは来年のsfl出れんのか
[11511.074] haenoou61: マリーザがＭ適正高いだけで他はまぁまぁデメリットある
[11511.095] (S)yomoyansan: 共通システム使うのに遜色無いのがえらい＞モダン
[11517.269] moscat0c7: ひざ
[11518.152] (S)SOLAS1D: ケン使いって皆端に行ったらぱなすよね
[11518.742] こう___: 毎回膝くらうwww
[11519.214] ironia_: 想像で話進むのおもろ
[11519.481] gomeeeeeeen: ももちのパナしも全部ガードしてたよな
[11520.766] wave731: ひいい
[11521.367] (S)tama_zx61: ひえぇ
[11521.721] るぶさん: まーじか
[11522.031] prototypeie: ひえー
[11522.102] intaisita: つよ
[11522.305] taiyaki_ltd: クラシックがオジ救済措置という考え方
[11523.282] だいこん_: 空対空の反応速すぎる
[11523.707] (S)bikibiki999: ちょｗ
[11524.260] lackesis: モダンには0F対策が必要ね
[11524.386] (S)Nagare765: モダン
[11524.849] chahaaaaan: これは勝てん
[11524.872] ridler0021: ?!
[11525.038] イケ_: 仕込み
[11526.346] tig_hag: シュートがモダンなのはマリーザの弱点の対空と前進しながらのコマ投げをカバー出来るから
[11527.249] semiwdog: M
[11527.286] nocatnolife1: うめえ
[11527.403] kiton_taichi: すげえええ
[11527.405] nobunarixx: スタートが6割からとかきつすぎ
[11528.584] (S)fahmy0825: Bro wtf
[11528.989] iluvatar_gr: holy hit confirm
[11529.603] emptyeyes666: モダンコンボまじむずいよなー アシスト押したり離したり
[11530.008] oleo0227: シュートどっちも使えるから立ち回りで有利な相手だったらクラシック選ぶとかもあるかもね
[11530.293] ledlight9413: この仕込みやべえ
[11530.366] sharks_up: M
[11531.863] niha01: シュート、ほんとに強い
[11533.207] ynwa_8_stevieg: BO上等の立ち回り強えなマリーザ
[11533.632] (S)chachachakoma: こわいｗ
[11533.908] (S)right_8: これはM
[11534.911] (S)NekkyOne: モリーザの強さはシュートがツベで詳しく語ってた
[11535.814] るぶさん: あのコパン痛すぎる
[11536.361] intaisita: ぺちSA3
[11536.572] retra39: あぅ
[11537.882] RafRoughy: M hit confirm 
[11542.827] だいこん_: umeYay
[11543.845] jake_hoffman: dude what
[11543.974] une3333: モダンの歴史感じまくり
[11544.490] pekusuyada: ラシードくるときにナーフされるだろうねこれは
[11545.902] kichijo555: NotLikeThis
[11548.936] mukimukipanda: インパクト返せない人は負けると思うんだよねー
[11549.965] blueplanet96: あぅ
[11550.198] takahashiseigi: 先にこっちがセットプレーなりで、ハメ56さないとアカンのか…
[11550.364] prisira: いやされねーよｗｗｗ
[11552.964] iluvatar_gr: @RafRoughy Modern has absolutely nothing to do with that
[11553.530] x_abu_xx: 海外勢がパッドで勝ってるんだからデバイス差はそんなにだと思うけどなぁ…
[11554.335] ちぇんぷる: はー、すっげえなあ
[11558.044] (S)tama_zx61: されるわけねぇだろ
[11558.378] booby_one: 昇竜化けなー
[11558.610] kakane0908: されないだろ
[11559.132] ぽろり225: ナーフなんかされねーよｗケンはされると思うけど
[11559.231] reklats12: モダンはナーフされないっしょ
[11559.555] (S)bikibiki999: 1か月でナーフはねえよ
[11561.605] (S)gorogorogorn: シュートはキャラによって使い分けてるよ
[11562.460] masumasumotomoto: シンプルにシュートが強いだけだろ
[11562.764] (S)こたのすけ: 相手がバーンアウトしてるときぐらいじゃ無いとインパクト出せないな
[11563.391] xyz1648: ナーフはないな
[11563.634] kiton_taichi: ナーフなんてやめてほしい、これはシュートさんが凄いよ
[11563.910] happyturn223: ナーフは流石にアホw
[11564.144] (S)chachachakoma: されないだろｗ
[11565.799] kaigaizei: ナーフされるは草
[11567.257] こう___: 弱い方なのにナーフされねえよw
[11567.831] muck_339: 赤犬ガイルとかパッドだもんなあ
[11568.918] prototypeie: ケンはやっぱりところどころ難しいな
[11570.777] BATAKE21: キャラ調整まだ入らんと思うけどね
[11571.437] のりゆき0125: ナーフなんてないやろ 誰や
[11572.112] proajus: モダンに弱点を残し、クラシックで弱点を潰すべきではないのか！
[11573.908] heijitusan: ケンの方がされるがわだろｗ
[11574.272] shikopage: ケンをナーフだろ
[11575.188] oleo0227: なんかあったらすぐナーフってｗ
[11575.355] ynwa_8_stevieg: マリーザナーフなんてあるわけないやろw
[11575.537] るーるい: ナーフされるのは最低半年～１年後
[11575.715] aztec_0: されないかなぁ
[11577.027] (S)mtayaa: マリーザはモダンじゃないとキツい事が多々あるからモダンにしたって言ってたもんね
[11577.095] 1108044k: ウメちゃんができてないだけでここまでの差はないっす
[11577.568] xxxjaime: 一番のナーフ候補は明らかにケン
[11578.138] prpr72: マリーザ良キャラじゃん、これでナーフは草
[11578.371] kamiya1979: マリーザが強いってよりもシュートが上手いよ
[11579.190] (S)dameninngennorz: dameninngennorz subscribed with Prime. 
[11579.639] templecat35: ナーフされるならケン
[11580.114] (S)オワオワタ: ナーフの筆頭はディージェイだろうな
[11580.904] zyangara2: コメもいちいち怒らないでもろて
[11581.256] prisira: まじで最近ナーフ言い過ぎじゃね？
[11581.750] torochansan: ナーフされないぞ
[11581.831] gomeeeeeeen: シュートとビグバでキャラランク変えそう
[11582.712] xyz1648: 普通にもMリーザ使えばわかるけど、シュートが強いだけだよ
[11582.938] latenight000: これは"ナーフ"されるねぇ～
[11583.930] syrup9000g: 寄ってたかってあなたたちさぁ～
[11585.829] kendrick_km: ひええええ
[11587.066] johnnyppas: いつになるかは分からんけどいずれモダンは火力もっと減らされるんじゃないかな
[11589.388] twitchyarutch: 正直ナーフするべきキャラ見当たらない
[11590.496] forutis: ケンの方が最強キャラだからケンの方がナーフされる可能性は大
[11591.509] (S)johndoe6523rp: まあまあ
[11592.143] kichijo555: そんな責めなさんな
[11593.667] key_tw: ひざw
[11594.111] RingoChung32: EVOの前はない
[11594.593] (S)chachachakoma: このスパーはしゅーとがちゃんとケン対策してるからこうなってるだよｗ
[11597.088] akiraku07: これは対策差であってキャラ差ではないね
[11599.087] librabird: いやBO時もインパクトとるんで基本インパクトはこのキャラしないほうが良いです
[11599.554] (S)bikibiki999: スマホゲームのやりすぎじゃねえかな
[11600.365] wmddgpt: さっきからモダンつえーモダンつえーって、シュートがつえーんだろうが
[11601.238] tabibitox: 知識差が
[11602.333] こう___: ひざwwww
[11603.569] teaeuaunofune: これはナーフですよー
[11604.424] まししま: どうしたお前ら腹減ってんの？
[11604.988] (S)Nagare765: 膝 膝 膝
[11605.628] emptyeyes666: みんな仲良くしな？
[11606.879] フィズバン2023: ラッシュ強Pからの投げは下がっても確定です
[11607.797] prisira: だからシュートがコマンドで入れてるから火力あるだけでモダン関係ないっつの
[11608.403] lucky_shocker: シュートが強すぎる
[11609.047] (S)mtayaa: ww
[11609.201] だいこん_: フルボッコで草 エアプにも優しくしてやれよお前ら！
[11610.206] bobonchuaaaa: これはナーフだろ！！！！
[11610.482] erisuk: シュートは相当攻略先行ってる
[11612.969] moyoroy: ひざくらいすぎてて草
[11613.529] kagami3510: 現状このゲームバランスよくない？そんなことないの？
[11613.796] ぶしぶ: この界隈怖すぎ
[11614.031] tig_hag: シュートで対空きついならクラマリ対空ほんとにムズいんだろうな
[11615.440] yappyyjp: 一個のコメントに20人くらい噛みつくの笑う
[11616.898] (S)オワオワタ: いつものコメ欄じゃん
[11619.070] johnnyppas: シュートが強いとモダンが強いは両立するでしょ
[11621.013] sunsusun881107: マリーザ特別強いわけではないんだろうけど、体力ちょっと多いのはよくわからん
[11621.182] retra39: セージ活動！？
[11621.264] ynwa_8_stevieg: シュートが強えんだよ
[11621.608] tentough: コメランが一気に
[11622.619] latenight000: エアプには優しくねw
[11623.193] ぽろり225: 対策差というか実力差では？ウメさんがサボリまくってる結果だよ
[11625.197] booby_one: いやクラシックだと折れかけてたからモダンは強いよ
[11625.334] nasi1129: ｗｗｗｗ
[11625.951] (S)mac011400: mac011400 subscribed with Prime. They've subscribed for 4 months, currently on a 4 month streak! 
[11626.352] sharks_up: ｗ
[11626.358] もいきぽ: えっぐ
[11626.387] nameless_774: ｗｗｗｗ
[11626.415] herumann: シュートをナーフしよう
[11626.463] hotshotqq: lol
[11626.638] shikopage: エアプがモダンモダン言ってるのなんなん？
[11627.265] あり0221: ウメちゃんとシュート仲良いのにお前らだけよく喧嘩できんなw
[11628.098] (S)testacount2: w
[11628.369] blueplanet96: ｗｗｗ
[11628.499] イケ_: どんな攻めだよ
[11628.572] librabird: このキャラにインパクトはBO時でもなんでもしないほうが良いです
[11629.252] jackpotteemo: ｗｗｗ
[11629.785] ロマン兄: コメで戦争してて草
[11630.122] rt340: なにそれw
[11630.141] niemalsaufgeben: 今年のプロリーグ終わって攻略終わってないのに答えはでないって
[11630.627] pekusuyada: シュートがマリーザ見つけた慧眼が相当すごいね
[11630.927] (S)chachachakoma: ｗｗｗｗ
[11631.145] (S)meat114kg: 膝ｗ
[11631.224] jake_hoffman: wat
[11631.225] iililllill: www
[11631.292] tentough: コメ欄が一気に！！！！！！！！！
[11631.306] kichijo555: ウメハラが負けててみんなイライラしてる
[11631.404] kamiya1979: w
[11631.451] jigen0104: すーぐ強すぎるとか言ってRPGとかと勘違いしとるヤツ多いよな
[11631.948] (S)yomoyansan: ワロタ
[11631.951] shin4567890: バランスいいよ。それぞれうんｋもってていい感じ
[11631.996] yakinikuu256: マリーザは突出した有利キャラいないけど不利キャラもダルシムくらいだよな
[11632.002] chicken_dumpling: spends it all
[11632.156] 体調不良は背中をほぐせ: 膝w
[11632.190] (S)mtayaa: wwww
[11632.232] taiyaki_ltd: すぐモダンクラシック論争起こるのね
[11632.992] blueplanet96: さすがに？？
[11633.171] noai1234: 圧すご
[11633.333] (S)gorogorogorn: 現状かなりバランスいいです
[11633.897] kiton_taichi: 膝！膝！膝！
[11634.171] tqneko: www
[11634.318] xyz1648: ｗｗｗ
[11635.384] なまこすき: 舐めプか？
[11636.582] lucky_shocker: 膝www
[11637.688] あすかみ: シュートがナーフされるかしれん
[11638.251] usugesaan: やってる本人たちが楽しいんだから いいんやない
[11639.255] syrup9000g: 中足にヒザがかみ合います
[11639.749] (S)てべす1103: 一瞬でBOしたw
[11640.228] (S)SOLAS1D: 強さ的にはケンがナーフされるんだろうけど本田とマリーザとJPは別の理由で調整される気はする
[11640.425] suginaka56: コメリーグ
[11641.120] zyangara2: コメ欄もたまにドライブラッシュする
[11641.831] fknteemoo: 喧嘩すんなよ
[11642.229] prototypeie: 釣りなら大漁
[11642.286] (S)chachachakoma: 執拗な膝ｗ
[11644.407] (S)noriyuki3: ラッシュにdリバは理に適ってるな
[11645.069] 梓樹: 膝ゲーオブジイヤー受賞
[11645.842] x_abu_xx: シュート、対空ほんとうまいからね。それでも出ないんだな
[11646.561] shin4567890: キャラ相性ゲーにもってきそうな感じは受ける
[11646.922] semiwdog: shutofBouzuu
[11648.337] syan1114: 回復して膝3回撃って即バーンアウトｗ
[11649.109] ebimayoo: 膝はガー不なん？
[11650.470] (S)homu0117: 格ゲー村の日常にご新規さんが引いてる図ですか
[11650.509] 体調不良は背中をほぐせ: 強欲な膝
[11651.833] emptyeyes666: あれのどこかにコマ投げがくる
[11652.454] une3333: 膝を3回！
[11654.526] (S)sasanqua1985: シュートがこのまま連戦どうするか確認したそうです
[11654.875] Lifestyles703: that grab is hella fast lol
[11654.982] radi38: リリース初期にしては過去最高くらいバランスいいですね
[11655.058] フィズバン2023: 膝はモダンマリーザの強みなのよ
[11657.725] wave731: かてえｗ
[11658.287] pupurasu: ｳｺﾞｸﾝｼﾞｬﾅｲﾖ
[11659.618] (S)tama_zx61: ｗｗｗ
[11659.633] (S)foo_twitch: マリーザの強さが評価され始めたのってここ２週間ぐらいだろ
[11659.736] kamiya1979: まじ？
[11660.029] ロマン兄: シュートはナーフされたよ髪が
[11660.050] hotshotqq: lolol
[11660.754] torochansan: やーる
[11661.011] xyz1648: ｗｗｗｗ
[11661.469] (S)シンノ: ｗｗ
[11662.749] iluvatar_gr: holy reads
[11662.805] kiton_taichi: あれ読むのすげえ
[11663.605] (S)chachachakoma: ガードしてるんだｗ
[11663.696] tabibitox: そういう方針なんだろうね
[11664.078] (S)mocha799: サブスクもらってたまじでサンクス 
[11664.435] jackpotteemo: ｗｗｗ
[11664.661] ynwa_8_stevieg: このブレーキングよ
[11665.420] ちぇんぷる: え、入らないんだ
[11665.463] (S)chachachakoma: ｗｗｗｗ
[11665.608] こう___: 膝ラッシュ後に昇竜だめっす
[11666.230] ヨコグシ: wwwwww
[11666.664] フィズバン2023: そうです
[11666.668] Skitztiger: Bullshit
[11667.087] zyangara2: ゲージ使い放題！ｗ
[11667.203] librabird: BOしてもそこまでデメリットがないからね
[11667.374] harumaki040212: すげーなw
[11668.266] oleo0227: 早くこのノリにのってるシュートがでかい大会で結果出すのが見たい
[11668.290] Vodrin: what a mixup
[11668.303] (S)bikibiki999: 回転率ｗｗｗ
[11668.331] だいこん_: ブレーキも効いているーーー！
[11669.013] るぶさん: パナシがぜんぜん当たらねぇーー
[11669.880] ynwa_8_stevieg: うますぎる
[11671.001] booby_one: バーンアウトに愛された女
[11671.256] 雀鉢: かてぇww
[11672.739] wmddgpt: いい加減気づきな？シュートが強いだけってことに
[11674.653] reklats12: マリーザは開発に愛されてそう
[11675.475] (S)tamanegi30: しゃがみからレバー入れずに出せるというメリット
[11675.681] caNjutsu: is modern a thing at tournament
[11676.379] moscat0c7: 攻めさせ対応の練習し始めた
[11676.813] イケ_: バーンアウトすることによって回復してる 野焼きみたいなやつや
[11677.264] gomeeeeeeen: ゲージ持ってたらバーンアウトしてもいいって言ってたな
[11679.363] aztec_0: これは人間性能
[11679.434] harumaki040212: 楽しいw
[11679.473] (S)Nagare765: シュートとDISCORD繋げばいいのに
[11679.972] フィズバン2023: アシスト押してたらしゃがんでても出せるので>膝
[11681.157] emptyeyes666: 同時押しで出るからね
[11681.257] (S)gorogorogorn: 前入力なしで膝出るからね
[11681.486] nakayubi15: 膝ラッシュはガード出来るから強いんだよねー
[11681.602] suginaka56: はーそれにしてもテンポよすぎる
[11683.883] RafRoughy: @RafRoughy How does it not when moder has one button super? You can easily and quickly confirm into super
[11684.112] iluvatar_gr: @caNjutsu yes
[11685.957] こう___: モダン関係ない笑
[11687.148] zyangara2: 確定してんのかねー
[11687.449] bunbun0880: 技が化けにくいのかな
[11688.443] muck_339: 確ってそう
[11688.967] たかちゃん06: umeFail
[11690.989] Gorgomus: 18 - 6 
[11692.180] ぬーぼー2: なんだかんだ全一マリーザの基礎力よ
[11692.238] (S)fahmy0825: After SF5 Shuto's Urien, now Shuto's Marisa....
[11693.101] mari_nao: 中足に売ってるらしいよDリバ
[11694.012] (S)あばたあ: ドライブゲージぐるぐる回ってるの気持ちいいな
[11694.236] tig_hag: 定期的に放熱しないとマリーザは死ぬ
[11694.634] fknteemoo: ささてぃっくに負けた男。shuto
[11694.709] chahaaaaan: 出直そう
[11695.996] puertoescondidomota: いいじゃないシュートが強くてウメさんが弱いで
[11698.414] (S)playatlas: Dリバね
[11700.389] ~MISSING_COMMENTER_INFO~: 今日ずっと2人でやりそうな勢いだな
[11701.912] forutis: BOしても攻められて倒されないなら全然いいんだよな
[11702.190] まししま: コメ欄モダン使えば簡単にマスター行ける人なんやろなぁ
[11703.356] あり0221: シュートが強いなんて5の頃から知ってるで。なんも驚いてない。
[11704.184] ぽろり225: シュートが強いしウメさんもプロのケンじゃ一番弱い
[11708.939] mukimukipanda: モダン勢勝ちまくってほしいわ
[11710.908] (S)mocha799: umeFail
[11711.858] (S)tama_zx61: Ｍ
[11714.111] wave731: 火力もあって固いとかどうすりゃいいんだ
[11715.574] reklats12: ももちウメの次はときどだ！
[11717.023] iluvatar_gr: @RafRoughy He could confirm in classic also. Modern is not what makes the difference here
[11720.040] harumaki040212: 勉強なるね
[11720.155] (S)meat114kg: そういうのもあるのか
[11720.506] Marcow360: @canjutsu at fav tournament every m player won their games including this marisa
[11720.914] johnnyppas: ウメちゃんが弱いんじゃなくてモダンマリーザ対策できてないだけでは
[11721.413] sakasaka4649: しゅーとつええ
[11724.136] haenoou61: 中足はだめ？
[11724.696] otukaresanbo: あまりSF6をやってない人がキャラ評価するのは良くないね
[11726.820] Vodrin: @RafRoughy no one cares about one button super confirms - its one button raw supers
[11726.946] ebimayoo: シュートEvo勝たんかな
[11727.023] templecat35: そうなんだ
[11727.884] usugesaan: 前はもっとぱりってたみたいな気がするけど ぱり弱いん？
[11731.792] vungo_mr: むしろモダンって別の難しさあるよな
[11732.712] debuchocobo: -8とかじゃなかったっけ
[11733.971] hotshotqq: that was a modern super
[11734.562] booby_one: モダン強くて良いよね
[11735.025] (S)gorogorogorn: ウメが弱いだと？ｗｗ
[11736.188] prisira: プロのケンで一番弱い！強さわかるのすげーな
[11737.825] oleo0227: ウメちゃんがこんだけ疑問出てる時点でまだ対策できてないってわかるやろがい
[11738.120] morningrule: 波動拳を出せない反応が凄い
[11738.963] muck_339: Ｄリバガードされた時は一応不利あったはず
[11739.466] だいこん_: お前らスト6買え！
[11739.484] bobonchuaaaa: おじは歴史があるからMは嫌がりそう
[11742.045] pekusuyada: にゃんぴさんにコーチングお願いされてたよね？ついでにマリーザ教えてもらうか
[11743.616] (S)mocha799: ９万ポイントはだてじゃない
[11744.912] (S)mameneko1124: シンプルにシュートが上手い
[11745.019] bunbun0880: パリィどうなの？
[11747.822] tig_hag: 実際マリーザは追わされるとほんとに難しいよ
[11748.432] オリエ: シュート１億の漢
[11748.920] iluvatar_gr: @Vodrin exactly
[11749.113] (S)オワオワタ: コメ欄マスターが暴れてるな
[11749.188] (S)johndoe6523rp: みんな試合みてくれ
[11750.153] ppooppy: 単純にイベントであんまやれてないから置いてかれてるでしょ
[11750.355] lawson_noswal: ナーフはやめてほしいな！弱いキャラを強化だけでいい！
[11750.836] levanloc03: Shuto is better than daigo not about modern
[11751.021] dra666: コメランすぐにへらりすぎｗｗ
[11751.355] wmddgpt: 対策っていうかそもそもプレイ時間に差がある
[11751.590] tentough: コメランズ喧嘩だぁぁぁぁぁぁぁぁぁぁ
[11751.822] kichijo555: コメハラが湧いてきた
[11753.969] 天内崇: ウメさんは弱くないだろ。
[11756.191] (S)sasanqua1985: アケコンでモダン触るとボタン追加したくなる
[11756.532] haoo888: シュートもレバレスにしてからさらに強くなったな
[11758.244] v_harumi_v: おお
[11758.309] 1108044k: 量で強くなるウメちゃんだけど今は明らかにやってないからね
[11759.598] ynwa_8_stevieg: wwwww
[11760.160] るーるい: お前ら喧嘩すんなｗｗｗｗ
[11760.815] (S)romamaloico: ラッシュにDリバは無敵技みたいな感覚だと思う
[11761.424] (S)SOLAS1D: プロのケンならももちが一番であとは団子でしょ
[11761.649] 雀鉢: おおお
[11763.162] videoneon: フォールガイズ！！
[11763.901] kuini__: モダンむずいわ パッドでしか無理
[11763.935] (S)chachachakoma: おお
[11764.910] (S)Nagare765: ワメハフ
[11768.355] jackpotteemo: コメ落ち着こう
[11769.297] harumaki040212: 楽しい〜
[11769.624] あり0221: 足立区コメ欄
[11772.449] kaigaizei: お前らワメスレでやれ
[11773.018] bobonchuaaaa: コメ欄最高に場外乱闘で草
[11775.358] pua_a: ウメハラが負けてるとコメ欄盛り上がるねぇ
[11777.951] erisuk: シュートが強過ぎてこんなことに・・・
[11779.032] ぽろり225: ウメさんもあんな変な企画するくらいならもっと練習してほしいわ
[11779.059] macovochan: 今日も平和だなー
[11779.217] niemalsaufgeben: sakoさんのJP攻略しかり、これをどう攻略するかもSFL楽しみ
[11783.985] prisira: 本人たちは楽しくしてるんだから楽しくみよーぜ
[11784.557] librabird: てかケン相手だけでキャラ語れないよね。まずJPいけますかっていう話になる
[11785.121] jhkkhfdathvd: 荒らしてるのアンチだから無視無視
[11785.465] tabibitox: あぶない
[11785.623] ちぇんぷる: ワメスレ草
[11785.627] (S)bikibiki999: コメ欄はクラシックだなぁ…
[11786.218] wasabisteak: 相打ちこわｗ
[11786.772] muck_339: コワー……
[11787.278] prototypeie: ワメスレ池
[11787.379] xxppkkee: 民度 
[11789.154] (S)foo_twitch: まだ公式戦で当たってもいないのに序列とはいったい
[11789.353] tentough: 負け続けると喧嘩になる
[11789.498] (S)オワオワタ: お前らもう一度CRカップ見返してこい
[11790.536] あり0221: 格ゲー盛り上がってるなよし
[11793.528] xyz1648: コメ欄ファイター6
[11795.440] harumaki040212: パワーがすげーw
[11798.352] bunbun0880: こえーーw
[11798.632] emptyeyes666: お前らが喧嘩しようが仲良くしようが王には関係のない話
[11799.473] akinikuihuku: シュートの配信は全然荒れてないぞw
[11801.569] ~MISSING_COMMENTER_INFO~: 2人が楽しんでるなら、おれはOKよ
[11802.208] (S)moko15: おっさん達のプロレス会場はここか
[11802.429] papipopon: まぁ明らかに煽りに来てる人いるからそりゃ荒れる
[11803.175] johnnyppas: モダンはクラシックとは対策がまた変わるんだからちゃんとモダン用のキャラ対できてなかったらこうなるっしょ
[11804.098] noritchan: ウメちゃんもちょっとずつ強くなってる
[11805.528] ppooppy: 元々シュートのが強かったのに最近のプレイ時間相当差がついてるから勝てる方がおかしい
[11805.826] pekusuyada: ウメさんが弱いっていうか練習してないだけだからね
[11807.083] hodanonn: おもしろいなー
[11807.524] justhit123: モダンマリーザやりたくなってきた
[11809.168] kumi115: ときどさん見てるかな
[11811.319] negimael: ここのコメント欄ってcrの時もそうだけど負けてる時だけやたらと煽り増えるよなw
[11811.480] ksevenx: I think we havent seen pros specifically game plan around modern. Its more of a generic frame data matchup knowledge
[11812.380] booby_one: レバレスでモダンだとパリィボタン押すのムズい
[11813.751] (S)tama_zx61: こえぇ
[11814.826] zyangara2: 練習で負けてるだけでこのコメ欄のスピードはウメちゃんならではだねｗ
[11815.998] sharks_up: 喧嘩するなら10先しな？
[11816.039] yama0283: コメ欄のそこ、対戦決定ね
[11816.669] tnk13cm: ２ｃｈと変わらん民度
[11817.584] tabibitox: コパンで死ねる
[11818.846] (S)testacount2: しゅーとのほう行ってきます
[11819.808] kiton_taichi: CAで終わる
[11822.356] ロマン兄: 俺はモダン焼き派だな
[11823.321] 戦う山田: ももちの凄さが際立つね
[11826.735] tentough: 加藤純一
[11828.769] ssss2010: 強いってつみだね
[11828.968] (S)オワオワタ: ここのコメ欄は劣化ウメスレだからな
[11828.993] 下から失礼: 今格ゲー人気あるウ内にウメさんにはガンガン企画やって欲しい。
[11830.995] tig_hag: 自分から触りに行くのはマリーザきついはず
[11831.895] yottando_o: おっさんがコメ欄で喧嘩なんてするの！？
[11832.756] kichijo555: ここまでおいつめても怖い
[11837.233] erisuk: マリーザの攻略が進んだ後の再戦が楽しみだねぇ
[11838.845] (S)あばたあ: あんなパンチ顔面に食らって生きていられるケン
[11839.172] nasi1129: こえー
[11839.631] de3hyper: 未知に立ち向かってる感じでワクワクするわ
[11839.899] suginaka56: CRの時はコメ早すぎてあんまり見れてなかったな
[11840.079] rojyoooha: 膝を当てるゲームやってるな
[11840.324] (S)homu0117: 生ラッシュも波動も打てないの息苦しいなぁ
[11841.248] (S)tama_zx61: あぶね～
[11841.711] syrup9000g: 差し替えしもエグいのよねえ
[11842.074] nike4245: 全く跳んでないんだが
[11842.919] (S)chachachakoma: おおおお
[11843.295] まししま: みんなまだ黒電話なのか
[11845.274] harumaki040212: ないすー
[11847.107] niemalsaufgeben: いいね
[11847.140] johnnyppas: 競り勝った～
[11847.672] だいこん_: 怖すぎるw
[11852.810] punpunjp_: 民度良くしてけー
[11853.362] るーるい: 膝さえ気を付ければ・・・
[11855.528] haoo888: モダンは無い技もあるしな
[11856.248] vector_56: ADSLです…
[11858.224] potechisuki4: スト6が出る前はウメハラさんの視聴者どのくらいだったんだろ。
[11858.304] iguchiill: 残念ですがおっさんはコメ欄で喧嘩します
[11858.903] gondawaragon: こどおじだから喧嘩するのは仕方ない
[11863.024] 天然ベニテングダケ: 電話回線かもよ？
[11863.977] (S)bikibiki999: ﾋﾟｰｶﾞｶﾞ
[11864.207] don_taco555: このゲーム今はいいけど煮詰まってくるとめちゃくちゃ息苦しくなりそう
[11865.234] (S)meat114kg: ゲージ3本もってるMリーザこわｗ
[11865.964] (S)gorogorogorn: 荒れてるコメント全く表示されてないなあ
[11867.303] harumaki040212: どんどん分かってきたね
[11868.268] ledlight9413: ウメちゃんがプレイヤーとして弱いなんて思ってるやつ誰もいないよ
[11869.674] kaigaizei: ワメハフ終わったな・・・
[11869.728] いもの天然水: 溜めパンチの時なんて言ってるの？
[11870.252] (S)tilia211: ﾋﾟﾋﾟｰｶﾞｶﾞｰって鳴ります
[11871.508] (S)chachachakoma: 波動うつのこわいｗ
[11874.352] (S)sasanqua1985: ここまでタイムアウト無しって凄いよね。
[11875.917] あり0221: ウメちゃんが一生あなたに勝てませんってなったの歴史上ただの一度もないのでリクライニングチェアーでくつろぐように見れる
[11878.666] tabibitox: 膝膝
[11878.801] vungo_mr: モダン膝の強味ってどういうところなの？
[11880.233] yottando_o: まじか！反面教師にしよ！
[11880.856] lclc98765: ミルダム時代は３ケタだったよ
[11883.162] ohajiki01: またこいつか
[11884.562] (S)chachachakoma: なるほどぉ
[11886.610] muck_339: これマリーザの膝にDリバ返すのがいいんか？
[11887.674] johnnyppas: スト6前に青森散歩成功させて1万人いってたっけな
[11888.372] tentough: ベース弾きたい
[11889.919] (S)foo_twitch: スト５時はミルダムだったので比較が難しい
[11890.105] karumememe: とりあえず１年くらいの成績で誰が強いかじゃね
[11891.992] templecat35: つえー
[11894.113] 戦う山田: いやこのゲームマジでタイムアウトしないよ
[11894.711] ynwa_8_stevieg: こっの壁際 1億です
[11895.638] semiwdog: つええええ
[11896.217] jake_hoffman: bruh
[11899.003] (S)chachachakoma: おわｗ
[11899.093] potechisuki4: なるほど教えてくれた人ありがと
[11900.525] フィズバン2023: ネタの宝庫だなこれ
[11900.792] iililllill: シュートうめえなあ
[11901.283] ynwa_8_stevieg: 1億の壁際や
[11902.116] debuchocobo: やっぱモダンはコマ投げの威力低いな
[11905.416] (S)kizuchi95: ひざあ
