[35.791] tarantarantaran: umeYay
[7735.428] sengoku_cyber: 青葉もね
[7735.694] kaituburi: 実際当時の方が美味しかったのとか多そう
[7737.498] kkei2022: いまじゃ普通のらーめん
[7740.728] kokusairengou: ラーメンの口になってきたなあ
[7740.764] moznie: 燕三条ラーメン再遊記でちらっとはなしてしったな
[7741.098] イイねね: めちゃめちゃ本名呼ばれまくって変な感じ
[7743.771] (S)uwamonq: 青だった？！
[7744.836] triton11519: 当時はパイオニア
[7747.437] しなしなのポテト: なりたけ食ったことありますか？？
[7748.484] sakuya122: ああいう専門店がなかった
[7753.002] kame277: 偉大なラーメン屋だな
[7754.708] rm_rf__: 往々にしてそういう事はあるね
[7757.001] アベ0206: 武蔵無難にうまいしトッピングの肉が特徴的だしいっても損はないよ
[7757.750] yuuubin: どんどん濃くなったきたね
[7758.405] ぺけ_ぺけ: KSKじゃん
[7761.027] リエオ: ラーメン食べるとこ配信でみたい
[7761.752] masabonchicken: KSKってコト・・・？
[7764.337] gorogorogorn: けーにぃの配信も
[7768.034] latenight000: 先行者有利はもう無くなってしまったか
[7776.840] 残り8万: パイオニアってこと
[7777.772] sakuya122: そう考えると吉村家はすげーな
[7781.725] simple_geek: なりたけも天一も食うのきちぃ
[7789.313] 65vr39: ビートルズみたいなね
[7790.346] ishiwata1234: 先駆けかぁ、行ってみよ
[7791.545] hodanonn: 床ｗ
[7792.059] balthazar000: 床びしゃびしゃ？
[7797.869] triton11519: もう舌の偏差値が上がっちゃった
[7808.185] donder112: ラーメンレベル上がりすぎだね
[7809.239] いぬみみ: なつかしｗ
[7810.070] moznie: フォーマットとして強い家系二郎系は残り続けそう
[7810.539] あさつき教: ラーメンは進化してるからでしょ
[7813.895] piyopiyomaru555: 家系総本山の吉村家も他の家系とそこまで違いがわからん
[7818.151] komine58: 恵比寿のアフリ好き
[7822.121] kkei2022: ラーメン屋とつぜんまずくある時ある
[7826.231] うどんチャン: 日暮里と浅草にある馬賊って知ってる？坦々麺のとこ
[7831.335] 泣き虫サクラ: あー俺も行ったわ
[7849.647] gomeeen: 思い出補正だけじゃないんだな
[7850.746] ishiwata1234: 急に潰れたりするからとりあえず行っとくのが吉よね
[7860.960] 天然ベニテングダケ: こんばんは
[7866.433] adachikujin: アフリのカップ麺好き
[7870.078] simple_geek: 川崎の麻ぜろうおいしい
[7871.151] ~MISSING_COMMENTER_INFO~: 馬賊は接客gm
[7873.472] komine58: シノギ場所
[7874.439] toro0524: 界隈情報
[7875.324] suzan_star: ウバ情報
[7876.424] nitamago33: 激熱スポット
[7876.984] triton11519: KSKの家の近くにある「戸みら伊」って所美味いですよ
[7878.573] HirocoT: プロｗ
[7880.768] ishiwata1234: ウーバー脳w
[7881.742] 天然ベニテングダケ: 便利な時代になったもんだねぇ
[7882.073] donder112: 東中野か
[7883.224] side_box: 馬賊の手内麺、真夏に汗がぼたぼたで作ってるの見てから食べれなくなった・・・うまいのに。
[7887.352] lm312v04wo: シノギの血が騒ぐ
[7887.712] moznie: 店主恒例により、病気によりとかかなしくなるね
[7889.115] kokusairengou: しのぎスポットとしてはどう？
[7891.370] アベ0206: ぽかおじ～
[7893.053] 5don: 「絶対良い」ｗｗ
[7896.976] triton11519: いたぁ！
[7897.048] kame277: お
[7901.299] 5don: ポカさん、ありがとー！
[7905.035] toro0524: いたぁ！
[7905.493] redbull_daisuki: 封筒チャンス！！！
[7907.958] balthazar000: 絶対良いからの確認はさすがに？
[7909.968] もきち555: 横断歩道の前危なくない？
[7910.266] (S)dufushi: 答えないｗ
[7910.319] laponta: ｗｗｗ
[7914.313] feel2525: けーにぃホクホク
[7914.878] myaaaaaa123: ぽかぽかしてきたぞ
[7916.603] kame277: 乗ってくー？
[7919.753] nagilay1: 学生服かと思ったｗ
[7920.057] nitamago33: ぽか兄
[7925.231] DACKT711: 封筒チャーーーーンス！！！
[7926.190] 5don: バックにはトラウマが
[7926.423] 泣き虫サクラ: 後ろ下がる・・・
[7926.855] nagilay1: 乗せてどっかいけば？ｗ
[7927.265] triton11519: 交差点内？
[7928.016] celsior_chan: 後ろ載ってもらえば？
[7928.549] kokusairengou: 封筒がみてえよ
[7932.856] shiro_risu01: umeCatHope
[7934.233] tansan_cola: 慣れない車は難しいよね
[7934.435] gomeeen: これはきつい
[7936.581] balthazar000: 二車線で路駐はやばない？
[7937.169] kame277: ふとふとしてきた…
[7938.288] _ピート_: ゴンやるなよー
[7939.054] れく太: KSK引かれた？
[7941.905] ishiwata1234: なんかドキドキする
[7942.114] porcupinepine: しのがれてしまう
[7944.543] kkei2022: にいだけどおじ
[7944.758] (S)uwamonq: KSK発動してく？
[7948.671] kkshkk: 横断歩道もあるしな
[7949.458] nitamago33: 乗ってもらう確かに
[7950.325] wakky1114el: ｶﾞｻｶﾞｻ（封筒
[7951.562] kaomoji3: ガッツ石松
[7951.808] ekusu00x: ポカにぃ
[7960.647] 残り8万: あ
[7962.215] ユ一キャン: 今日はドラレコもあるし配信閲覧3000人もいるしシノギ勝率高いから安心していけ！
[7963.229] onyancoscratch: えいた、コラ！
[7965.549] furu13: 運転上手いねぇ
[7969.262] kame277: くそがよぉ
[7970.390] ぺけ_ぺけ: お怒り
[7970.750] 5don: そんなわけないでしょうねｗ
[7975.564] アベ0206: 再現VTR
[7983.098] junjamaica: でもそのおかげでこの企画がｗ
[7987.638] 泣き虫サクラ: 気付かなかったは魔法のコトバ！
[7990.579] GelidiumJellyCat: ミスド
[7993.582] kame277: 事故っても面白い男
[7998.270] kkei2022: そこげーせんあったな
[8000.698] kokusairengou: ウキウキ
[8001.218] 天然ベニテングダケ: 目の前ミスドか
[8003.237] kkshkk: いいじゃん
[8004.225] 5don: スカルありがとー！
[8004.296] やあああ: スカルやん
[8004.503] アベ0206: どーもー 逆ウーバーイーツでーす
[8005.121] laponta: ウキウキＫＳＫ
[8005.239] buretan555: こくがキレちゃう
[8005.914] HirocoT: あ
[8006.060] nitamago33: スカルいいね～
[8006.156] ぷりにゃん: みんなに届けて回るなんてウメハラさん優しい
[8006.854] toshio0224: スカルいいなー
[8006.945] mmiiacha: スカルじゃーん
[8007.542] gettyozi: おおおお
[8008.005] baibai29: 気持ちね
[8008.067] mako6912: うおおお！
[8008.578] oh_yama329: おお
[8009.415] enuemu3: おお良いね！
[8010.865] porcupinepine: へぇー
[8012.094] nitamago33: 名作
[8012.231] muucrs: いいねえ！
[8012.560] ヨコグシ: お
[8013.016] ~MISSING_COMMENTER_INFO~: とらぼと遊べるね
[8013.301] momochan6: ほー
[8013.585] wankoro_moti: おお～
[8014.590] baibai29: 懐かしい
[8014.635] yuuubin: これいいじゃん！！
[8014.643] green_tea_power: いいね
[8015.003] ドリアンくん: こくとトラボとやらないと
[8015.091] tsubame0614: いいねー
[8015.210] ~MISSING_COMMENTER_INFO~: （イラね、、）
[8015.609] ekusu00x: おお
[8015.739] gorogorogorn: こくが切れるやつ
[8016.450] 5don: こくじんさんが "マジ" になったことで知られる
[8017.057] kaituburi: スカルは盛り上がる
[8018.013] kkshkk: ふう…
[8018.048] (S)uwamonq: お金無いか確認すな！
[8018.296] myaaaaaa123: トラボとこく
[8019.084] suginaka56: トラボ
[8019.239] feel2525: スカル見たい！
[8020.317] イゼット: 伝説のゲーム
[8020.589] kaomoji3: こくじんがキレたやつ？
[8023.693] enuemu3: こくとトラボ呼んでやろう！
[8023.838] GelidiumJellyCat: トランプで出来るんや
[8025.184] simple_geek: いいね
[8025.363] osipon: 良いな！
[8025.997] yoyo_443: ええもんや
[8026.256] gorugoru123: ありがとー
[8026.280] triton11519: 封筒。。。
[8027.091] アベ0206: トラボとこくの仲を引き裂いたスカル
[8027.612] shikiso49: 見てえ
[8028.498] ddb365: ありがとー
[8029.225] ishiwata1234: w
[8029.323] ~MISSING_COMMENTER_INFO~: とらぼとこく仲直りさせてくれウメちゃん
[8029.532] kkshkk: ふう…と
[8029.536] もきち555: ボードゲーム勢
[8029.773] HirocoT: ｗｗｗ
[8030.567] baibai29: ｗｗｗｗｗ
[8030.849] osipon: w
[8031.113] feel2525: こく・・・
[8032.169] 天然ベニテングダケ: トラボェ
[8032.602] スーパー対魔人4: トラボｗｗ
[8032.781] mmiiacha: こくがキレっちまう
[8033.388] shishigamibungu: ｗ
[8033.430] toshio0224: ｗｗｗ
[8033.760] yukke85: ｗｗｗ
[8033.944] buretan555: ｗｗｗｗ
[8034.375] triton11519: こくが切れるから
[8034.419] simple_geek: wwww
[8034.629] やあああ: ダジャレｗ
[8034.819] TUBE_MAN: ｗｗｗ
[8035.229] いぬみみ: ｗｗｗｗ
[8035.262] low_single: トラボだけNG
[8035.854] ~MISSING_COMMENTER_INFO~: ksk（うわ、、、）
[8035.952] kkei2022: ｗｗｗ
[8036.078] kaituburi: おおw
[8036.128] アベ0206: 草
[8036.178] Ryotatata: www
[8036.507] 無心に: 今封筒確認した?
[8036.677] nikukuisugi333: ｗｗｗ
[8037.201] redbull_daisuki: (あれ？封筒まだかな？)
[8037.384] yoyo_443: ｗｗｗｗ
[8037.610] gettyozi: ｗｗｗｗｗ
[8037.750] gorugoru123: ｗｗｗ
[8037.819] morinagasyuya: トラボごめんな
[8037.907] enuemu3: www
[8038.147] mako6912: wwww
[8039.256] toro0524: トランプ大統領
[8039.346] kokusairengou: 草
[8039.776] HirocoT: ｗｗｗｗ
[8040.041] ミジンコ隊長: どうして・・・
[8040.489] moscat0c7: 封筒授与
[8040.589] osipon: wwwww
[8040.820] buretan555: あ
[8040.948] momochan6: 封筒ないからテンション低いな
[8041.058] i_am_spartan300: いいね
[8041.584] inkgran: まずい
[8042.088] hodanonn: 草
[8042.265] kame277: あ！
[8042.329] れく太: 隠せ隠せ！
[8042.749] 5don: ままままま
[8042.789] クラクラ777: あ
[8042.963] wakky1114el: あああああああああ
[8043.187] G_AKUMA: LUL
[8043.279] GelidiumJellyCat: あっ！！！
[8043.383] mizu0525: あ！！
[8043.440] yuuubin: 封筒！！！
[8043.546] mevius003: あっ
[8043.767] toshio0224: あ
[8043.784] ヨコグシ: ｗｗｗｗｗｗｗｗｗｗｗ
[8043.917] nikukuisugi333: あ
[8043.950] simple_geek: wwwww
[8043.990] gorugoru123: あ
[8044.190] pondenring0930: あ
[8044.470] アベ0206: あっ
[8044.479] 泣き虫サクラ: あ
[8044.545] nitamago33: ああああああ
[8044.600] sakata0031: あ！
[8044.983] ddb365: あ
[8044.987] iguchiill: ｗｗｗｗ
[8045.069] chamomile21: 無類の封筒好き
[8045.082] 157655: あっ
[8045.220] mako_oswald: あ！
[8045.251] tsubame0614: 封筒ｗ
[8045.333] kokusairengou: あああああ
[8045.364] nail06k: Kreygasm
[8045.463] porcupinepine: 封筒うおおおおおおおおお
[8045.489] くういぽ: あ
[8045.833] gorogorogorn: ｗｗｗ
[8045.852] 戸愚呂妹: 伏せ
[8045.853] myaaaaaa123: あっ
[8046.052] enuemu3: あ
[8046.073] krs3737: シノギ
[8046.116] momiji4431: まずい
[8046.297] feel2525: 封筒！
[8046.404] oh_yama329: あ
[8046.422] mako6912: 見せられない…
[8046.575] (S)dorayann: ｗｗｗｗｗ
[8046.808] kagaff11: あああああ！！！！！
[8046.848] morinagasyuya: 隠せ隠せ
[8046.853] 5don: 封筒がねｗ
[8046.954] wankoro_moti: サッ
[8046.971] wakky1114el: きたああああああああああああああ
[8047.058] ekusu00x: あっ
[8047.100] mmiiacha: 封筒！封筒！
[8047.269] momochan6: あっ
[8047.409] gomeeen: しのっ
[8047.462] 憂う者の弟子: うおおおおおおおおおおおおおおおおおおおおおおお
[8047.554] shishigamibungu: ふふふ、封筒
[8047.750] shiro_risu01: umeCatHope
[8047.786] nitamago33: 封筒
[8047.815] imakuni3: 封筒ね
[8048.050] tama_zx61: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[8048.505] masabonchicken: 封筒だ！！！
[8048.645] baibai29: うおおおおお封筒
[8048.818] toro0524: あっ
[8049.035] オーカミマン: ソウシハンの封筒
[8049.263] suginaka56: あっ
[8049.877] aoi80085: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[8049.914] もきち555: ん？
[8049.963] くせげーむ: 今回の封筒
[8050.052] oguricapg1: あ
[8050.107] kebiisi: 封筒www
[8050.148] Spike_rod: 袖の下
[8050.345] tasuminn: わかってるねえ
[8050.721] celsior_chan: あ 封筒もらった顔はやく！！！
[8050.758] (S)kuritin: あっ
[8050.933] (S)uwamonq: 封筒収集家ｗｗｗｗｗｗｗｗｗ
[8051.034] amaterasdesign: ああああああああ
[8051.275] oimo: aw
[8051.438] アベ0206: 「受け渡し」
[8051.447] あと1983: 封筒マニア
[8051.596] kkshkk: 良くない流れ作ったなぁw
[8051.831] tama_zx61: サッ
[8052.289] 顔面ユッケ: いけない！
[8052.315] tonpon53: あｗ
[8052.493] ~MISSING_COMMENTER_INFO~: 良質な封筒
[8052.516] kaituburi: 封筒がね
[8052.546] 粉の民くんちゃん: 封筒wwwwww
[8052.632] 不渡哲也: まずいまずい
[8052.649] れんぞね: 封筒定期
[8052.787] porcupinepine: 封筒コレクター
[8052.791] 弾き一閃: 封筒一閃
[8053.007] つさつ: うおおおおおおおお
[8053.048] kame277: 封筒マニアライター
[8053.543] NekoPunchKick: あらー
[8053.557] suzan_star: 袖の下すぎるｗ
[8053.609] ドリアンくん: 心底嬉しそうだな
[8053.647] mememe10: スッ
[8053.657] ぐのたお: 封筒集めてるからな
[8053.665] ~MISSING_COMMENTER_INFO~: ksk（これだけ、、、）
[8053.819] gorogorogorn: カメラを止めろ
[8054.435] triton11519: 封筒きたあああああ
[8054.661] tamagon_: 封筒いいなぁーｗ
[8054.752] wakky1114el: ｗｗｗｗｗｗｗｗｗ
[8054.819] tsubame0614: 封筒の専門家・KSK
[8054.906] nitamago33: あー
[8055.056] GelidiumJellyCat: 封筒は映してえやろｗ
[8055.117] aoi80085: 顔はよ
[8055.346] suginaka56: まずいですよ
[8055.396] low_single: 封筒がね
[8055.731] usitora707: 封筒マニアの彼
[8055.766] ddb365: 封筒集めてるから
[8056.015] chipstar9: 封筒好きだねー
[8056.266] i_am_spartan300: 封筒がね
[8056.543] kkei2022: 封筒マニアだからしゃあないね
[8056.723] puertoescondidomota: 恒例の
[8057.664] enuemu3: 素敵な封筒
[8058.566] ゴン攻め: 封筒集めてるだけよ
[8058.592] shikiso49: 全くよおｗｗ
[8058.699] kokusairengou: 色んな封筒を集めてるんですよ
[8058.789] myaaaaaa123: ｽｯ
[8058.932] Coedawg: naru04Uooo
[8059.068] muucrs: いい顔
[8059.178] (S)dufushi: 恥を知れよ
[8059.477] kaigaizei: 政治献金
[8060.554] ~MISSING_COMMENTER_INFO~: ちょっと太そうだったｗ
[8060.628] ハルキ10: 封筒だぁいすき
[8060.836] nabe_labo: 封筒収集家だからな
[8060.990] yuuubin: きたきたきたってw
[8061.184] 4444446666: トラボじゃなくて黒人だろww
[8061.371] momochan6: これで食っていけるなｗ
[8061.698] もきち555: 封筒集めてるんすよー
[8062.121] クラウ07: きたーw
[8062.322] (S)uwamonq: 恒例の封筒ｗｗｗｗ
[8062.362] tama_zx61: スススッ
[8062.372] shiro_risu01: 封筒がががが
[8063.206] imakuni3: KSKは封筒が好きだから
[8063.631] Papapadad: あかんでえ
[8064.859] junjamaica: 必須項目になってきたやんｗ
[8065.096] amaterasdesign: ニヤけちゃうぜー
[8066.800] nitamago33: 封筒買取専門店
[8067.655] リエオ: 封筒よかったねー
[8070.020] oguricapg1: 封筒には目が無くてね
[8070.777] komine58: なんだその白いの！？
[8070.984] puertoescondidomota: 封筒は写したらダメなのかw
[8072.530] 泣き虫サクラ: これが日本の同調圧力だ！
[8075.130] kame277: 封筒が一番好きだもんねぇ
[8075.420] ~MISSING_COMMENTER_INFO~: 10枚ぐらいあるか？
[8077.254] pot1111111: 封筒の誠意
[8078.012] OGPG_mendokusai: 封筒はいくつあっても困らない
[8078.090] suginaka56: みんな後から用意してるんだろうなぁ
[8079.165] AdrianoHirai: 封筒マニア
[8079.613] (S)uwamonq: 封筒映ってるぞ！！！
[8082.615] chipstar9: 封筒が好きなだけなんで
[8082.780] 弾き一閃: 封筒隠せ！
[8087.123] gomeeen: 封筒ないと失礼な空気
[8089.543] mako_oswald: 封筒規制する？
[8090.512] triton11519: その封筒分厚くない？
[8091.040] ぷりにゃん: ありがとうを集める配信ですか？
[8092.758] hodanonn: ウメハラ封筒って書いて
[8093.686] chin_56_: おぬしもワルのよぉ
[8097.702] footingmoizu: 封筒草
[8099.913] (S)uwamonq: 封筒だけ急いでポケットに隠せって
[8100.641] porcupinepine: 「封筒」
[8110.145] zanpei501: 封筒トレーダー
[8111.652] redbull_daisuki: 封筒って書け
[8117.815] kokusairengou: 封筒ありがとう KSK
[8119.134] komine58: その下の
[8120.572] yuuubin: 封筒見えるねぇ
[8121.247] (S)uwamonq: 封筒チョイ見せ笑うわｗ
[8121.622] wakky1114el: ✉
[8122.620] mack_yy: いいねぇいいシャツ出来上がってる
[8122.891] yukke85: トランプｗ
[8124.442] shiro_risu01: 生ウXハラ
[8125.533] kame277: 封筒の形にはこだわらない封筒マニア
[8126.300] もきち555: サイン見たい〜
[8127.652] GelidiumJellyCat: 封筒の存在感
[8128.319] nitamago33: 封筒ありがとうございます
[8128.618] shikiso49: 都会の音だー
[8129.010] ekusu00x: ガッツリ映すw
[8129.261] (S)uwamonq: チョイ封
[8132.860] tonpon53: 封筒専用入れ物いるなぁ
[8133.018] gorogorogorn: 封筒チラ見せ
[8133.171] porcupinepine: 普通の本に挟んでレジに持っていくあれね
[8138.344] ハルキ10: うおおおおおおお
[8140.970] simple_geek: 今日寒そうだね
[8142.732] shokupan_10301220: ウメハラ
[8143.410] triton11519: 茶封筒でも白封筒でも良い
[8143.742] もきち555: わかってる
[8143.881] 泣き虫サクラ: ウメハラはまっっさらなところｗ
[8144.334] kame277: でっか
[8144.394] no_name_0521: ｗｗｗｗｗｗ
[8144.553] kokusairengou: ウメハラ
[8144.756] aranami0: 離れた場所に
[8144.830] ドリアンくん: ウメハラ
[8144.835] てべす1103: 黄色眩しいぜ
[8145.166] 憂う者の弟子: Daigooo
[8145.234] tasuminn: いつもの
[8145.302] tamagon_: ｗ
[8145.582] simple_geek: wwwwwwwww
[8145.603] karumememe: X
[8146.083] (S)uwamonq: きたなｗｗｗｗｗ
[8146.196] aoi80085: 背中の真ん中ｗ
[8146.616] nikukuisugi333: でっか
[8147.163] osipon: wwwwww
[8147.203] yukke85: ウ✗ハラ
[8147.236] nitamago33: すごいいいお兄さん
[8148.127] shiro_risu01: おっきいスペースへ
[8148.491] Nishi_Poteto: いつもの
[8148.760] 天然ベニテングダケ: いつもの
[8149.167] komine58: 久々にみたｗ
[8149.311] れく太: 伝統芸
[8149.535] user_5960: うめ
[8150.154] enuemu3: でっかwww
[8150.312] kkei2022: しあがっておる
[8150.402] tama_zx61: ｗｗｗ
[8150.651] blackcoffee0821: いいな
[8150.670] chamomile21: いつもの
[8150.910] Coedawg: yucchoAiroru
[8151.201] 粉の民くんちゃん: wwwwww
[8151.323] hhheattt: wwwww
[8152.103] moscat0c7: ２度書きｗ
[8152.400] mmiiacha: ウＸハラ
[8152.850] くういぽ: ぐにゃ
[8153.533] ヨコグシ: ｗｗｗ
[8153.624] kame277: ｳﾒﾊﾗ
[8154.573] nitamago33: ウメバラ
[8154.762] oimo: ｗｗｗｗｗ
[8154.940] ~MISSING_COMMENTER_INFO~: ゴシック体ってわけ
[8155.300] ddb365: いつもの
[8155.631] ekusu00x: ウXハラ
[8155.709] kaomoji3: ウXハラ
[8155.872] もきち555: きったねえw
[8156.289] porcupinepine: ウメバラ
[8156.931] osipon: でたwwww
[8157.390] gomeeen: 本物だ
[8158.799] ささみ_: ウ✕ハラ
[8159.344] アベ0206: いつものサイン
[8160.380] myaaaaaa123: ウ✕ハラ
[8161.211] baibai29: 動画で証拠残るのいいね
[8161.299] hosp1990: 黄色
[8161.361] triton11519: ウメハラ
[8162.409] 泣けるぜ: ｗｗ
[8162.663] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[8163.464] porcupinepine: おおおおお
[8163.471] リエオ: 梅ちゃんの素敵サイン
[8163.518] しびれ: 俺もかけそう
[8167.553] 何も知らないジョンスノウ: ちょっと丁寧w
[8169.047] 5don: ｗ
[8169.778] クラクラ777: ん
[8171.034] kkshkk: はい
[8171.236] amaterasdesign: 謎の加筆微修正
[8172.518] hodanonn: ｗｗｗｗｗｗ
[8172.739] 泣き虫サクラ: 圧力
[8172.798] toro0524: ん？
[8173.426] aranami0: ｗｗｗ
[8173.806] showsbsp: 金属探知しろ
[8174.295] oh_yama329: ww
[8174.426] ハルキ10: はい
[8175.323] enuemu3: www
[8175.833] gomeeen: どうせえいたのゲーム
[8176.024] つさつ: wwwww
[8176.417] toshio0224: やれよお！
[8176.510] アベ0206: なんだｗ
[8176.638] porcupinepine: ヨシ
[8176.877] pluto_firey: ハゲたなえいた
[8176.978] takashi315: こっれっはっ本物
[8177.879] tokogonish: よしｗ
[8178.236] GelidiumJellyCat: へー
[8178.371] tama_zx61: ﾔﾘﾏｽ ｵﾏﾁｼﾃﾏｽ
[8178.620] Coedawg: naru04Kei
[8179.380] osipon: wwwwwww
[8179.403] sarah_0519: wwww
[8179.606] hodanonn: 何ｗ
[8181.530] triton11519: はやくやれ
[8183.135] kkei2022: もちだしで病んだか
[8183.346] kokusairengou: 無職の宣伝
[8183.381] tasuminn: 自腹でやれ
[8184.487] momochan6: へえ
[8185.441] muucrs: www
[8188.638] myaaaaaa123: おたやど頼むーー！！
[8188.772] toshio0224: クラファンいけ
[8189.142] chin_56_: 急にどうした
[8191.416] nitamago33: それは実際見たい
[8191.485] balthazar000: そんなにかかるんだ
[8192.313] ヨコグシ: 88888888
[8193.533] osipon: はやくやれよー！
[8194.099] suzan_star: ありがとー
[8194.724] nicolchan1212: えいたさんって今仕事してるんですか？
[8195.083] baibai29: ありがとー
[8196.838] toro0524: 88888
[8199.864] simple_geek: そういやえいたって結婚してたな
[8199.988] masabonchicken: スポンサーさーーーーーん
[8200.018] choco_mint6: ありがとー
[8200.951] feel2525: ありがとー
[8207.593] puertoescondidomota: 順調だなー
[8207.784] nitamago33: えいたの”企画” 楽しみにしてるぞ
[8208.285] doomosan: 無職
[8209.553] kame277: えいた漏れちゃう
[8209.825] hotokemax: 俺はいいよ？
[8211.455] ekusu00x: ありがとー
[8214.694] nyata1234: これ誰の車？
[8215.873] shiro_risu01: umeCatHope
[8216.963] ~MISSING_COMMENTER_INFO~: ウメサインで成り立つ企画
[8217.266] ハルキ10: 封筒ありがとー
[8220.272] junjamaica: パチやあるやん
[8223.027] adachikujin: レンタカーです
[8223.482] triton11519: あと何件だっけ
[8224.053] ザワチョク: パチ屋にトイレあるっしょｗ
[8224.327] blackcoffee0821: パチスロあるなぁ
[8225.570] gomeeen: 封筒って言うなよ
[8226.851] balthazar000: 封筒封筒言ってる時点でガチっすよ
[8226.985] chibaxx: 封筒集め
[8227.877] (S)uwamonq: 完全に封筒回収業になってきたな
[8230.499] miseumo: 12時跨いでもやるの？
[8230.651] yuki_aion_aion: パチ屋のトイレいけ
[8231.970] kkei2022: 封筒好きにはたまらない配信
[8232.154] Ryotatata: 封筒当たり前のようにもらってるな
[8232.636] shishigamibungu: 封筒
[8236.073] mack_yy: しみじみ
[8236.807] triton11519: 封筒には目が無い
[8238.241] nappamatei: トイレも逆Uberしてもらおうよ
[8238.917] tama_zx61: 封筒すきだねきみ
[8239.577] kokusairengou: ゼニ・メグンダル
[8239.715] hodanonn: よかったね
[8239.824] もきち555: スロットはお祓いしてから
[8241.289] tasuminn: ミスター封筒
[8241.776] kaomoji3: 封筒はもうちょいオブラートに包んでこ
[8242.014] shiro_risu01: 今までずっと封筒あり？
[8242.641] kkshkk: 遅延か?
[8243.172] ~MISSING_COMMENTER_INFO~: 封筒以外いらんからなｗ
[8243.207] gorogorogorn: ホクホクやんｗ
[8245.465] tabibitox: 封筒配信
[8246.362] shishigamibungu: 封筒マニア
[8246.503] nitamago33: 口だけは滑らさないでくれなｗ
[8247.163] 泣き虫サクラ: （中身チェック中・・・・）
[8247.529] あさつき教: パチスロ
[8247.751] amaterasdesign: ニヤけちゃうよなぁ
[8247.831] ユ一キャン: えいたは車降りて最速でスロ店みてたね
[8250.011] yuuubin: ミスタードーナツ券か！？
[8251.867] sakata0031: ミスド好き
[8252.851] junjamaica: さんちゃん差し込んでないか
[8253.592] (S)uwamonq: 次回は封筒以外禁止でいこ
[8257.955] 65vr39: 封筒回収の旅
[8258.476] nikukuisugi333: 封筒置いていった？
[8258.477] enuemu3: ﾆﾁｬｧ（ ◜ω◝ ）
[8258.696] kame277: 封筒全部中身ぬこう
[8261.457] yudedako: 封筒はティア１
[8261.678] triton11519: スパチャか封筒
[8262.100] momochan6: ドーナツ食いたい
[8262.152] shiro_risu01: あくまでも封筒だからな！
[8263.549] kkei2022: パチスロにすいこまれていく二人
[8264.444] doomosan: 黄金色のお菓子
[8264.626] GelidiumJellyCat: 謎の封筒
[8267.085] buretan555: ファンレターだから
[8268.456] zanpei501: 封筒チェックか
[8268.623] もきち555: まんじゅう勢こないかなー
[8271.443] toro0524: ミスドでトイレ借りるんかな
[8276.929] MisaMisa_12: 封筒もってパチスロ行かないか？
[8280.225] snowman_head: 中身がスルメであれ
[8282.301] ~MISSING_COMMENTER_INFO~: 新鮮な空気
[8282.686] junjamaica: 逆にうめちゃんなら増やすまであるｗ
[8285.161] 弾き一閃: お気持ちですから
[8285.540] ユ一キャン: ksk早速封筒使いに行った？
[8286.140] あさつき教: 増やしに行くか！
[8289.792] momiji4431: あと何人だっけ？
[8290.905] shiro_risu01: 封筒が好きだから
[8291.526] ~MISSING_COMMENTER_INFO~: 全部回収したら50ぐらいあるのかなー
[8294.467] ハルキ10: そうだね
[8296.380] tsubame0614: 鬼畜ｗ
[8297.632] リエオ: ただの封筒収集家だもんね
[8298.555] ~MISSING_COMMENTER_INFO~: 常識人だねいまんとこ
[8298.867] nappamatei: そろそろ裸封筒勢こないかな
[8299.681] hotokemax: みんな社会人だから
[8299.683] 泣き虫サクラ: KSK！俺が競馬で倍にするから貸せ！企画にしよう
[8300.429] 1678923482: 今のうち封筒没収しない？
[8300.479] 憂う者の弟子: うまい棒でいいのに
[8302.984] アベ0206: 煽ってくる人おらんねえｗ
[8304.094] onyancoscratch: 笑顔が見れてよかったね
[8305.747] (S)uwamonq: 確かに一人くらい「ババ」が欲しい頃合い
[8306.335] kame277: けーすけも大変そうだし
[8306.829] shishigamibungu: あったけぇ
[8307.770] EDN3rd: 封筒を後から用意させるのも悪いよね
[8308.438] mizu0525: そろそろそういうのも期待したい
[8308.825] chibaxx: 飴玉と封筒
[8309.731] kkshkk: これワンチャン遅延か
[8309.791] kaomoji3: この流れで飴玉一つはツワモノすぎる
[8310.149] miseumo: そこはウメハラさんのネームバリューですよ
[8310.174] low_single: 3000人に見張られて狂人ムーブできないよｗ
[8310.462] momochan6: 飴１個はさすがに
[8310.876] junjamaica: 先駆者がｗ
[8311.506] nyata1234: それやりたいけど、遠かったら申し訳ない
[8311.663] shikiso49: それだけ顔がでかいってこと
[8312.275] tama_zx61: 封筒の中に入れればいけそう
[8312.885] moznie: 配信で飴玉はなかなか
[8313.814] amaterasdesign: 中身をご照覧あれ
[8314.820] hodanonn: この辺から大喜利でお願いします
[8314.953] tabibitox: ちゃんとしてない人も1人くらい居てほしいｗ
[8315.083] イゼット: すげーハードル上がってる気がする
[8315.515] TUBE_MAN: さすがに面と向かって飴玉一個は勇気いる
[8315.997] kebiisi: 飴玉もええんやで
[8316.870] laponta: そんなことできねえｗ
