[33.508] (S)クヲーター: わこつ
[5645.047] remonegi: さぼさん
[5645.050] kinusaya38: あ
[5645.136] ぷちちゃん: 炎上
[5645.249] たぽ_25: ww
[5645.261] (S)アルセレニア: あ
[5645.379] (S)itoido: あ
[5646.186] kotobuki_twich: ぐちつぼにコルペンよきよっきでは？
[5646.429] (S)peace3511: あ
[5646.657] kawausoooo: ぐっちさん？
[5646.901] blaumouse: あ
[5646.909] ryo_ngz: はい炎上
[5647.015] みえのえ: あーあ
[5647.021] チバニアアアアアン: ぐっちさん！！
[5647.113] (S)46_kulo: あ
[5647.134] (S)konpe1to: あ
[5647.202] (S)アシッド: 調子乗ってますね
[5647.211] ryu_un: こら炎上だ
[5647.212] (S)ぺーきち: うわぁ
[5647.238] koyomi25: ぐちつぼきらい
[5647.441] (S)そまる: あ
[5647.445] eguma_1610: あ
[5647.473] tsunayoshi2744: あ
[5647.574] (S)MistRain01: あ
[5647.661] (S)楓___: さいてー
[5647.736] (S)アンリ_こしあん: ｗｗｗｗｗｗｗｗ
[5647.885] Alpha_5665: あ
[5647.920] (S)ほたころ: はい炎上
[5647.934] nyoiiinsan: 見損ないましたわ(
[5648.041] わっふる09: ぐっちさん！？
[5648.063] (S)さゃ: 襲ってる...
[5648.101] poteito: しかも煽ってますよ
[5648.116] AstRisk2071: 炎上
[5648.172] teile: あ
[5648.315] (S)foxy1003: うわ
[5648.860] sammy_0214: ぐっち？！
[5648.904] (S)かんぱちさん: 炎上
[5648.919] satoshisato: あ
[5649.376] ふろんてん: わるいこ
[5649.455] rukua0522: ぐっちさん...
[5649.487] (S)いのりさん: gutituStrike
[5649.544] るこるる: あ
[5649.571] (S)cillie390: 炎上
[5649.577] (S)アキレゐト: 大天狗
[5649.577] tumooon: あ
[5649.750] 気合い: あ
[5649.805] ginsyu_424: あ
[5650.220] (S)茶芝木: これは低評価付きますわ
[5650.332] kamabbo: 鼻高やなぁ～
[5650.350] _まぐ_: 炎上
[5650.386] (S)甘夏0930: あ
[5650.413] mikan_san: サボテンの恥
[5650.423] berukuuu: あーあ
[5650.462] (S)lein2: あ
[5650.468] ゐぬぬ: うわ、酷いならっだぁの登録解除したわ
[5650.489] moka___21: 草
[5650.502] macaron_pm: あ
[5650.642] kym_oon: あ
[5650.740] (S)kero_ppi1: これはＢＡＮ
[5650.848] remonegi: うわ
[5651.046] cha_hhan: あ
[5651.060] noa_hakobune: www
[5651.070] siriusu: 炎上
[5651.190] (S)safbuker0295: 草
[5651.226] rakeruta_0308: おい
[5651.275] kandenti39: あ
[5651.325] (S)mido_0510: あ
[5651.599] marker_03: あ
[5651.706] yumatya: あ
[5651.738] はむおくん: うわきも
[5651.739] (S)るびてん: あ
[5651.770] naruse_oo: あ
[5651.802] (S)ameougi: ｗｗｗ
[5651.808] applebell: 炎上ですか？
[5651.811] yukichan2525: 天狗やな
[5651.925] (S)seiyu0331: 炎上
[5652.027] (S)黒板たかし: うわ
[5652.096] (S)ぺーきち: 帰っちゃうよ
[5652.135] ぷちちゃん: ぐちつぼ炎上
[5652.236] なななの: 台湾NO.1
[5652.584] takaters: あー
[5652.613] mr82_: 炎上
[5652.873] cres256: 炎上だな
[5653.252] (S)haruuu1031: これは炎上案件
[5653.253] ポン酢さん: ひっどー
[5653.324] みかのぶ: あ
[5653.417] sora_yr: 炎上
[5653.465] kotobuki_twich: あ
[5653.474] (S)r1ooooooo: 炎上のさぼてん
[5653.490] mazirou: ナンパ？
[5653.494] (S)ねおちくん: うわ
[5653.511] (S)ずきゅきゅんた: 炎上
[5653.573] tumooon: 炎上
[5653.633] ロックピジョン: あ
[5653.809] sammy_0214: あ
[5653.816] menta1kochan: サボさん！？
[5653.891] woodstooya: これは炎上
[5654.294] kaizokuou1117: 燃えろサボテン
[5654.963] ぷちちゃん: あーあ
[5654.998] しゃこばサ: あ
[5655.015] (S)おねこもち: あ
[5655.198] (S)uragami0805: 炎上不可避
[5655.238] (S)くうた_: うわキm
[5655.496] てりふる49: 炎上
[5655.575] (S)aso_beat: かなしい
[5655.738] うめおにぎり: ありゃー
[5655.912] ねぎとろ爆弾: あ
[5655.926] (S)miyato7771: はい炎上
[5655.945] (S)てと0903: ｗｗ
[5655.979] gottsuan4646: はい、炎上
[5656.011] (S)ossushisama: 炎上
[5656.023] りらん1110: はい炎上
[5656.092] もちもか: ストーカーw
[5656.111] (S)boris94: なるほど
[5656.130] bbe766: 友達いないやつやん
[5656.143] AoironoMalco: 炎上
[5656.377] maru_aoi: ストーカー
[5656.601] _まぐ_: ばんしといたほうがいい
[5656.930] (S)yuzuyumochi: かわいちょう
[5657.076] たぽ_25: あ
[5657.121] peginnu: 炎上
[5657.157] (S)mtar_21st: 凍結させんぞ
[5657.319] ema_nana: はい炎上
[5657.322] (S)こしつぶ: あ
[5657.531] ginsyu_424: 炎上
[5657.647] blaumouse: あまっきさんいるー
[5657.946] (S)kazu10041: 襲ってるｗｗｗｗ
[5657.991] らみら: サボテン界の闇
[5658.026] (S)Jyugame: ありゃー
[5658.027] (S)53です: ｗｗｗ
[5658.545] ぷちちゃん: 必死なの草
[5658.658] エアクラウド: 炎上
[5658.660] (S)akuji_king: 泣かした
[5658.807] (S)ずきゅきゅんた: 最低
[5658.873] mihamu0725: 焼きサボテンになるー
[5658.948] hanayuki19: 炎上
[5659.128] (S)まひろ0918: 大炎上時代だ
[5659.169] tunamayo1234: あー
[5659.315] ゆてのる: あｗｗｗｗｗｗｗ
[5660.070] eguma_1610: 炎上
[5660.197] _くの_: いこまきちゃん！？
[5660.440] (S)かんぱちさん: はい嫌われた
[5660.648] (S)神崎立夏: 修復不可能
[5660.866] (S)あめたあめ: するめくんいりゅ
[5660.956] (S)ほたてかも: wwwww
[5661.107] (S)yuimo_1823: こy
[5661.150] inu3_3: ｗｗ
[5661.205] (S)s1__m: 不審者？
[5661.310] あおやぎ: 嫌われてるw
[5661.340] tekisyutusyuzyutu: 炎上不可避
[5661.583] うめおにぎり: こりゃー凍結だぁ
[5661.767] (S)uragami0805: 焼きサボテン
[5661.814] funinki_32: 炎上案件？
[5661.854] 紫水七瀬: 炎上やな
[5662.202] ryo_ngz: 草
[5662.303] hakua_p13: 炎上
[5662.395] (S)itoido: あーあ
[5662.440] teile: 炎上不可避
[5662.505] ozibumaru: 最低
[5663.073] sakusaky: 今北産業
[5663.214] (S)miki_15g: ぺこぺこww
[5663.397] muru1113: 草
[5663.627] (S)konpe1to: 凍結させよ
[5663.734] yoroyoromaru: 引き殺し？
[5663.867] (S)甘夏0930: 炎上不可避
[5663.870] _々: www
[5663.907] sasa1626: これは…炎上ですね
[5664.130] (S)pit01285: とげを燃やすからな
[5664.356] kurisuzu: 風邪をうつさないようしたんだよ
[5665.203] rio12030114: 台湾Ｎｏ．1！！！！！！
[5665.254] rukua0522: (´・_・`)ｶﾜｲｿｳﾅﾋﾄ…
[5665.307] apple_ri: 取り繕いがすごい
[5665.416] おさしみくん: 炎上
[5665.442] sammy_0214: ありゃー
[5665.680] ナきち: ぱこるな
[5665.705] ~MISSING_COMMENTER_INFO~: 炎上
[5666.249] (S)r1ooooooo: だから、Twitter凍結されるんだなぁぁ
[5666.574] (S)ぺーきち: けつかぐな
[5667.089] ナインズ: 草
[5667.211] mikan_san: 天災だね
[5667.321] (S)そまる: www
[5667.893] hakka_pear: 炎上サボテン
[5667.988] ぷちちゃん: 無理wwwwww
[5668.120] (S)おねこもち: radaokunW
[5668.134] (S)sannnami: 頑張ってる
[5668.188] るはら: はい炎上
[5668.651] yumatya: 炎上
[5668.851] すかあと: なるほどな
[5669.047] (S)黒板たかし: そういう人だとは思わなかった
[5669.176] kawausoooo: あー
[5669.190] (S)神崎立夏: スルメさんだ
[5669.219] tsunayoshi2744: 泣かせた
[5669.350] (S)itoido: こりゃ凍結にもなるわな
[5669.382] (S)kero_ppi1: ぐちつぼさん最低！！！！！
[5669.575] (S)miloriblue: 草²
[5669.655] kinokonokonoko814: あ
[5669.799] Alpha_5665: ありゃー
[5670.353] yuucoma: あーあ
[5670.381] (S)siki49: ストーカーになってるやん
[5670.559] sammy_0214: w
[5670.883] yo_chan_09: 手のひらドリルのようにお辞儀してて草
[5670.959] wagasa06: あーあ
[5671.406] takaters: さすがぐちつぼ
[5671.949] (S)るびてん: wwwwwwww
[5672.387] hanayuki19: はいTwitter凍結
[5672.423] kotobuki_twich: 悲しい現実
[5672.440] yuru_yara: アンチ増えた
[5672.860] (S)a_re_n_: それ名誉なことなの？
[5672.860] kaizokuou1117: お前も一緒に燃やすぞ
[5672.986] おいもけんぴ: 孤高の戦士気取ってんやぞ
[5672.998] (S)rererebi: 他人を悪いやつに仕立て上げる天才
[5673.017] yoroyoromaru: 炎上
[5673.074] (S)shiitake0130: さすがぐちつぼ
[5673.672] (S)楓___: かぼちゃがサボテンにいじめられる図
[5673.761] (S)MistRain01: するめいる
[5673.852] 紗優: 凍結
[5673.860] おさしみくん: あ
[5673.992] (S)ukiuki2021: 草
[5674.063] (S)plam7: wwww
[5674.200] kinote3: 草
[5674.703] (S)seiyu0331: サボテンとかぼちゃなんだから同族だろ仲良くしろ
[5674.813] kawausoooo: ありゃー
[5676.048] _まぐ_: 天災
[5676.349] (S)onsen_pengin: あっ
[5676.666] ぷちちゃん: マジでそうかもしれんな
[5676.682] (S)まゆこ: 他人を悪いやつに仕立て上げる天才
[5676.817] (S)ほたころ: いやでもぐちさんだし
[5676.996] 我はエンチャントの精: あーあ
[5677.232] takachan0630: 燃えるサボ
[5677.436] applebell: さすが
[5677.511] yoroyoromaru: は？
[5677.589] naruse_oo: 炎上不回避
[5678.641] (S)ぺーきち: 帰っちゃうよ
[5678.644] sabakan317: 変わっちまったな
[5678.757] agrqua: 草
[5678.920] cres256: 天狗からストーカーにジョブチェンジｗ
[5678.968] marker_03: らだお炎上
[5678.992] あじさ: 草
[5679.720] AoironoMalco: 変ならだおのツイート来て草
[5679.834] (S)mikage110203: w
[5679.923] (S)pit01285: 最低
[5680.012] yottuka: 褒めたくない
[5680.138] (S)r1ooooooo: だから、Twitter凍結するんだよなぁ
[5680.427] (S)urotti: 悲しんでるカボチャさんにパコろうとしてた？
[5680.514] (S)あおいりおん: ｗ
[5680.718] sasa1626: ｈ？
[5681.105] (S)yasino1504: 草
[5681.458] yuru_yara: さすらだ
[5681.518] funinki_32: それやなヤツ
[5682.204] 白い骨: 草
[5682.954] nanasi0917: 草
[5683.514] (S)ぺーきち: いじめるな
[5683.928] yukichan2525: おー
[5684.009] ryo_ngz: は？
[5684.108] (S)あめたあめ: あ
[5684.855] ~MISSING_COMMENTER_INFO~: 陥れのプロ
[5686.099] (S)てと0903: ガラスのハートなのに…
[5686.294] (S)loupe_5385: 一発
[5686.517] こんにチハ: ほってるようにしかみえない
[5686.976] わっふる09: 最低
[5687.189] pizzahat2015: うy
[5687.848] sammy_0214: 草
[5687.965] (S)シヤクナ4897: 自慢じゃない
[5688.087] (S)いのりさん: 他人を悪い奴に仕立て上げる天才のらだおくん！？
[5688.655] riku0572: 炎上
[5688.788] 我はエンチャントの精: 草
[5689.897] (S)shiitake0130: するめちゃん！
[5690.076] watato_ushipi: 甜菜
[5690.428] (S)アキレゐト: またきゅうりのピリ辛あえさんになっちゃう…
[5690.709] あおやぎ: 天災
[5691.090] ゆてのる: おーー
[5691.151] applebell: またぴりからきゅうりになっちゃう
[5691.336] マポ酢: DTには優しくしろ！
[5691.345] AoironoMalco: らだおなんか変なツイート来て草
[5691.354] (S)そまる: え
[5691.381] tekisyutusyuzyutu: おい
[5691.931] ぷちちゃん: 【ぐちつぼ炎上】【検索】
[5691.947] (S)yamaziso: するめさん！
[5692.190] hanayuki19: ぐっちさん青鬼だ
[5692.427] (S)るびてん: ただの畜生で草
[5692.434] (S)あめたあめ: 炎上
[5693.134] おさしみくん: 天災
[5693.763] ~MISSING_COMMENTER_INFO~: ？
[5693.888] kawausoooo: 草
[5694.255] kotobuki_twich: 草
[5694.700] tekisyutusyuzyutu: radaokunHatena
[5694.941] woodstooya: またピリ辛キュウリになっちゃう
[5697.219] ema_nana: お
[5697.504] (S)mido_0510: 草
[5697.956] peginnu: 草
[5698.336] hariromu: 今北です。何してる？
[5698.809] funinki_32: おー
[5699.336] らみら: おお
[5700.033] (S)ぺーきち: すーぐ蔑め
[5700.178] berukuuu: ひろしー
[5700.994] numbers57: 炎上
[5701.224] yukichan2525: つわ
[5701.491] (S)kero_ppi1: おい、他人を悪い奴に仕立て上げる天才。
[5701.560] (S)神崎立夏: やったね
[5701.682] みえのえ: やれやれ～！
[5702.200] てりふる49: 草
[5702.224] AstRisk2071: おお
[5703.060] (S)itoido: おー
[5703.384] (S)peace3511: おお
[5703.420] (S)emmma___: うわぁ
[5703.730] yukichan2525: うわ
[5703.773] りらん1110: ひろし
[5703.784] mikan_san: 今のうちにやっとかないと...
[5704.025] (S)まゆこ: 青鬼強そう
[5704.238] koukoukoy: ぐちさん鬼か
[5705.646] noske_sksk: ぐっちさんがパコパコ
[5705.911] _々: おおー
[5706.367] (S)sannnami: ぐっちさんとわかれたね
[5706.377] mazirou: ビート？
[5706.940] pantan0173: 自己中！？
[5707.419] player_zod: 他人を悪い人に仕立て上げる天才さん！？
[5707.641] (S)himasora: 今のうちにkick？
[5707.673] うめおにぎり: あ
[5708.537] Alpha_5665: お
[5709.034] ~MISSING_COMMENTER_INFO~: 一番嫌われる人の型やん
[5709.355] (S)mido_0510: ぐっちさん敵やん
[5709.495] yukichan2525: やばいな
[5709.827] (S)samuuu0515: こるさん！
[5710.150] りらん1110: あ
[5710.496] ~MISSING_COMMENTER_INFO~: お
[5710.525] ema_nana: あ
[5710.557] yoroyoromaru: さぼさんをころせ
[5711.072] (S)神崎立夏: ぐちてぼボコボコにしよ
[5711.300] _まぐ_: さぼぺんてきか
[5711.449] (S)shiitake0130: ぐちつぼ敵かー
[5711.501] yukichan2525: かえよー
[5711.735] (S)とれいら: あ
[5711.939] たぽ_25: ぐちさん鬼か
[5712.011] (S)teritama5: あ
[5712.177] hanayuki19: 負け
[5712.386] (S)loupe_5385: は？
[5712.623] (S)甘夏0930: お
[5712.845] nyoiiinsan: あ
[5713.215] みえのえ: は？
[5713.297] (S)milk_0930: やばいな
[5713.787] ぷちちゃん: うわぁ
[5713.803] (S)chaonan_23: は？
[5713.902] Alpha_5665: こるさん
[5713.945] (S)rererebi: 不正
[5714.016] koukoukoy: あ
[5714.041] (S)うめめめめめ: あ
[5714.252] AstRisk2071: ぶちのめしてけ
[5714.356] (S)safbuker0295: おい
[5714.469] 気合い: おい
[5714.545] brown_0822: ?
[5714.600] teile: ぶちぶちにしろ
[5714.712] (S)五色椿: あぁぁ
[5714.947] (S)アンリ_こしあん: あ
[5715.055] gottsuan4646: おい
[5715.179] (S)ameougi: あ
[5715.215] てりふる49: は？
[5715.288] (S)53です: は？
[5715.397] (S)くうた_: おい
[5715.537] (S)aso_beat: おい
[5715.640] (S)アシッド: 濫用するな
[5715.678] 伴造大連: は？
[5715.907] (S)jaja319_: radaokunHa
[5715.942] (S)いのりさん: たいあり
[5716.303] (S)まゆこ: え？？？？
[5716.779] おさしみくん: は？
[5716.991] omiz77777: しんだ
[5717.012] (S)here_________: 負けたか？
[5717.158] (S)kiriya_453145: radaokunHa
[5717.205] (S)a_re_n_: おい勝負しろ男だろ
[5717.388] (S)minoto_0312: は？
[5717.502] ゆてのる: もっかい
[5717.569] (S)raraaaby: radaokunHa
[5717.633] _々: ﾔﾊﾞｲ
[5717.836] yoroyoromaru: 草
[5717.860] 紗優: おい
[5717.984] noa_hakobune: 不正
[5718.110] (S)samuuu0515: あ
[5718.314] nebusoku_zz: は？
[5718.584] (S)かれめ: コア減らすか！w
[5718.848] 86m4ki: 不正
[5718.960] 音夢: は?
[5718.995] olumu0426: 歪
[5719.107] (S)mugityoko_08: 臆すな
[5719.162] うめおにぎり: 負けたな
[5719.315] posupopi0910: PvP勢ほぼ青鬼だぞ
[5719.570] mikan_san: これはしゃーないねw
[5719.623] kinusaya38: は？
[5719.679] ぷちちゃん: あー
[5719.819] (S)teritama5: 強者が
[5719.902] (S)emmma___: わーぉ
[5719.943] naruse_oo: は？
[5720.244] (S)boris94: 歪
[5720.343] (S)kero_ppi1: は？？
[5720.439] kaito_m_634: おい
[5720.842] _まぐ_: たいあり
[5721.309] hgk_king: バレたら謝るやつやん
[5721.423] ねこたろー: あまつきちゃんも！？
[5721.528] yukuten12: は？
[5721.615] (S)ossushisama: おい
[5721.615] (S)パソスタ: gg
[5722.018] apple_ri: は？？
[5722.056] koukoukoy: は？
[5722.260] (S)甘夏0930: たいあり
[5722.468] ぷちちゃん: は？？？
[5722.682] (S)safbuker0295: 不正
[5722.844] yoroyoromaru: 対あり
[5722.852] sans_ka: は？
[5723.075] berukuuu: これは戦犯賞に期待!!
[5723.089] funinki_32: 対あり
[5723.160] (S)s1__m: 甘え
[5723.171] kamabbo: 不正
[5723.251] みえのえ: みんなを信じろよ
[5723.315] (S)ずきゅきゅんた: あ
[5723.456] ryu_un: 負けたやん
[5723.478] りらん1110: あー
[5723.524] peginnu: 不正
[5723.640] _まぐ_: おい
[5723.737] Alpha_5665: おい
[5723.744] ヽ丶: gg
[5723.764] (S)itoido: たいありか
[5724.000] きりん_あめちぇり: は？
[5724.438] (S)satela_A: は？
[5724.462] sasa1626: 歪
[5724.556] omiz77777: おい
[5724.767] (S)akuji_king: あっ...
[5724.978] (S)46_kulo: は？
[5724.989] amanojaku_0415: 対あり
[5725.010] ぷちちゃん: やめろや
[5725.182] たぽ_25: え？
[5725.219] (S)楓___: は？
[5725.319] (S)アキレゐト: は？
[5725.529] ozibumaru: は？
[5725.533] (S)namiki_: は？
[5725.560] yukichan2525: それな
[5725.683] (S)tonosan37: 逃げんな
[5725.746] (S)here_________: おい
[5725.747] (S)lein2: あ
[5725.751] (S)かんぱちさん: たいあり
[5725.752] (S)こかげ_: radaokunHusei
[5725.933] (S)甘夏0930: は？
[5726.154] すかあと: ん？
[5726.175] satoshisato: は
[5726.324] (S)cillie390: おい
[5726.360] (S)salt_w12: radaokunHatena
[5726.555] yottuka: あ？
[5726.567] AstRisk2071: 対あり
[5726.629] mihaji_1227: おい
[5726.654] (S)dohidoide19: おい
[5726.805] (S)こしつぶ: おい
[5726.849] hakka_pear: は？
[5726.865] kandenti39: あー
[5726.895] (S)ぺーきち: radaokunHa
[5726.993] (S)あめたあめ: は？
[5727.220] tekisyutusyuzyutu: もう一回まわす？
[5727.370] apple_ri: このままやれ
[5727.447] rinne_____: は？？？
[5727.593] (S)アルセレニア: ひろし陣営の勝ちかー
[5727.664] marker_03: は？
[5727.792] applebell: たいあり
[5727.794] ozibumaru: ふせい
[5727.866] shoooootingstar: radaokunHusei
[5727.886] にゃんこ侍: wwww
[5727.969] (S)miki_15g: 敵だーww
[5728.025] (S)yuimo_1823: おい
[5728.037] _々: は？
[5728.083] てりふる49: 歪
[5728.166] tibisuki0236: たいあり
[5728.337] ~MISSING_COMMENTER_INFO~: 対あり
[5728.381] (S)shiitake0130: は？
[5728.384] ema_nana: 不正
[5728.388] (S)peace3511: radaokunHusei
[5728.629] (S)甘夏0930: 歪
[5728.699] (S)Jyugame: は？
[5728.707] (S)アルセレニア: は？
[5728.811] ぷちちゃん: 対ありでいいんだよ
[5728.833] (S)r1ooooooo: はい、だめー
[5728.879] teile: は？
[5728.950] らみら: 不正
[5729.057] AstRisk2071: は？
[5729.237] eririn_qol: は？
[5729.330] yukichan2525: かえよう
[5729.351] hanayuki19: 職権乱用だぞ！
[5729.373] (S)emmma___: するめちゃんいる
[5729.437] (S)pit01285: 甘え
[5729.543] (S)千隼: は？
[5729.569] eguma_1610: は？
[5729.793] hakua_p13: は？
[5729.996] satoshisato: いきるな
[5730.021] skz46_: おい
[5730.201] (S)MistRain01: 怒るぞ
[5730.242] (S)Bamboo_1021: は？
[5730.252] しゃこばサ: 歪
[5730.266] (S)itoido: おい
[5730.454] おさしみくん: 対あり
[5730.648] (S)さささちゃん: 歪
[5731.058] (S)arneb257: は？
[5731.344] (S)mido_0510: radaokunHusei
[5731.611] saba_basa_: 歪
[5731.847] barion_ysi: 歪
[5731.895] ハヤヒデ: は？
[5732.277] menrui0006: 対あり
[5732.334] mr82_: は？
[5732.495] pypyboo: は？？？？
[5732.516] かなででか: おい
[5732.559] sammy_0214: おい
[5732.591] yukichan2525: つよすぎるな
[5732.668] ぷちちゃん: ボコられろ
[5732.692] (S)cillie390: radaokunHusei
[5732.720] (S)miyato7771: 不正
[5732.836] kaizokuou1117: らっだあひろしなら大丈夫だろ？
[5732.904] reisa_1020: は？
[5733.102] ~MISSING_COMMENTER_INFO~: 歪
[5733.108] applebell: 歪
[5733.483] kotobuki_twich: 歪
[5733.578] 86m4ki: お前1人で十分
[5733.605] ~MISSING_COMMENTER_INFO~: は？
[5733.705] (S)ぺーきち: radaokunHusei
[5733.775] (S)chaonan_23: らっでぃがいれば１００人力よな
[5733.919] shinpaku_: は？
[5733.949] ぴーよよよ: 不正
[5734.219] 伴造大連: 自分の仲間を信じろ
[5734.245] (S)千隼: 歪
[5734.360] (S)アキレゐト: 歪歪
[5734.410] ポン酢さん: 対あり
[5734.467] ぷちちゃん: いいよ
[5734.804] _くの_: あまぺんなかいいな
[5734.822] kistama_x: 歪
[5734.887] yoroyoromaru: 歪
[5734.900] otoshimae: おい
[5734.957] riku0572: おい
[5735.137] hakua_p13: 歪
[5735.689] (S)shiitake0130: お前だけ鬼だよ
[5736.485] teile: 歪
[5736.597] tag0630: 男？
[5736.851] (S)アクシス: リスナーを信じろ
[5736.977] るはら: お気に入りリスナー的で草
[5736.998] poteito: でも青鬼勝った所みたくない？
[5737.185] (S)ameougi: 不正ですか？
[5737.203] (S)mawnoko: 歪
[5737.240] ryu_un: 対あり
[5737.241] woodstooya: 小学校のドッチボールかよ
[5737.376] koukoukoy: 歪
[5737.383] (S)miyato7771: radaokunHa
[5737.413] 紫水七瀬: 一理ある
[5737.488] ぷちちゃん: 歪
[5737.820] (S)itoido: あまくすんな
[5738.054] berukuuu: は？
[5738.294] AstRisk2071: 歪
[5738.319] kinusaya38: 草
[5738.496] inu3_3: こっちにはらっだぁがいるでしょ
[5738.514] funinki_32: 歪
[5738.534] (S)おねこもち: radaokunHusei
[5738.569] らみら: 歪
[5738.789] nonomi_onup: 自分が頑張れよ
[5738.856] (S)kero_ppi1: するめちゃんもや
[5738.887] (S)ほたころ: 歪
[5738.889] hanayuki19: 歪
[5739.002] gaiantufan: は？
[5739.101] (S)guutyan: 丁度いいんだろ？
[5739.620] yukichan2525: かえよう
[5739.829] あじさ: は？
[5739.831] ぷちちゃん: は？？？？
[5740.037] nekozume2525: は？なに甘えとんねん
[5740.142] (S)emmma___: ちゃん…？
[5740.154] aya_road_: ブランケットが言うなら…
[5740.466] ema_nana: 歪
[5740.857] (S)yamaziso: 歪
[5741.059] (S)pit01285: 堂々と不正するな
[5741.078] mihamu0725: それでも勝つのがらっだぁ
[5741.648] (S)てと0903: ？
[5741.780] (S)satela_A: 新参を信じろ
[5741.821] ゐぬぬ: ブランケットはがせ
[5741.897] _々: 歪
[5742.592] (S)おねこもち: radaokunHa
[5742.673] apple_ri: 青鬼に１回勝たせとこ？
[5742.869] (S)mido_0510: 歪
[5743.096] berukuuu: 不正
[5743.176] (S)teritama5: らっだぁは３人分の強さ持ってるぞ
[5743.321] renfene: らっだぁいたら勝ち確やん
[5743.388] rio12030114: 楽しいよー
[5743.559] (S)かんぱちさん: 草
[5743.625] yukichan2525: これはかえるべき
[5743.733] (S)まゆこ: このままでどうぞ
[5743.957] hakka_pear: 歪
[5744.181] ozibumaru: 味方を信じろ
[5744.225] (S)アルセレニア: 擦り付けるな
[5744.277] sasa1626: 歪歪
[5744.446] (S)うめめめめめ: radaokunHusei
[5744.472] パッック: ぐちつぼといっしょ
[5744.674] おさしみくん: 歪
[5744.892] (S)あめたあめ: 歪
[5745.475] blaumouse: 歪
[5745.539] るこるる: 草
[5745.641] (S)さゃ: ちょっろ
[5745.680] (S)46_kulo: 歪
[5745.773] ねこたろー: お前の知らないPVP勢おるかもしれんやろ
[5745.824] hanayuki19: 無理だ
[5746.033] ryo_ngz: 味方を作るな
[5746.055] 紗優: ちょろｗ
[5746.357] trafalgar5: らっだぁっていう戦犯ヒーローがいるだろ
[5746.455] sans_ka: 歪
[5746.479] ぷちちゃん: 楽しいよ
[5746.595] Alpha_5665: は？
[5746.802] (S)miki_15g: おもしろいと思うよ〜
[5746.994] rukua0522: 不正...？
[5747.138] yukichan2525: いや無理だろ
[5747.316] (S)azucha_z: ちょろ
[5747.790] (S)yuimo_1823: わからないよ
[5747.855] (S)laagu21: radaokunHusei
[5748.460] kai_4869: ちょっろ
[5748.675] (S)sannnami: 相手にぐちつぼいるから大丈夫👌
[5748.832] (S)まゆこ: ちょっろ
[5748.903] (S)shiitake0130: 歪
[5749.059] Alpha_5665: おい
[5749.066] (S)compass____: かあいい
[5749.157] hanayuki19: 負ける
[5749.394] yukichan2525: まけるよ？
[5749.690] mihaji_1227: 歪
[5750.098] kamabbo: ちょっろ
[5750.228] 紫水七瀬: お誕生日おめでとう
[5750.298] (S)南部考三郎: ちょＲっろ
[5750.350] みえのえ: せやぞ
[5750.430] koukoukoy: ぱくるな
[5750.666] (S)アシッド: バランスとってけ
[5750.776] ぷちちゃん: これでいいんだよ
[5750.845] (S)akuji_king: ガックガクで草
[5751.000] yottuka: そう言うなら、、、
[5751.242] reokun256: ちょろ
[5751.790] ryu_un: ちょろ
[5752.054] (S)kabosuq15: 歪 
[5752.748] 神楠かなん: 動画映えを優先する男
[5752.901] yoroyoromaru: まきちゃんいるから
[5752.930] チバニアアアアアン: ちょろ
[5752.935] mr82_: 脅迫は良くない
[5753.168] らみら: 草
[5753.376] (S)seiyu0331: 今青鬼ボコれるほど強いのか？
[5753.426] ~MISSING_COMMENTER_INFO~: あんたならできる
[5753.896] (S)here_________: かわいそう
[5753.943] (S)pit01285: 甘えるな。
[5754.000] teile: ブランケットちゃん！？
[5754.224] kinusaya38: ちょろ
[5754.414] (S)raraaaby: お前と一緒のチームがいやだからやぞ
[5754.524] 紫水七瀬: もうちょっとだね
[5754.659] (S)甘夏0930: radaokunHusei
[5754.856] applebell: ブランケットちゃんが言うなら,,,
[5755.008] gottsuan4646: すーーーぐ調子乗る
[5755.114] (S)rinrin510: らだおならできる
[5755.226] pizzahat2015: ダメです
[5755.252] nyoiiinsan: チョロチョロのチョロ
[5755.424] (S)aso_beat: ちょろ
[5755.445] yukichan2525: これはたいあり
[5755.628] kotobuki_twich: ブラちゃん
[5755.684] (S)あめたあめ: 対あり
[5755.846] apple_ri: ちょろちょろ
[5755.954] (S)minoto_0312: ちょろ
[5756.008] (S)emmma___: ちょろ
[5756.131] gany_24: 負け試合も果敢にむかっていくのが漢だ
[5756.255] 86m4ki: まかせろ↑
[5756.306] (S)まひろ0918: ちょろ
[5756.677] ぷちちゃん: ちょろwwwwwwwww
[5756.728] (S)yasino1504: お前はそんなものなのか
[5756.770] satoshisato: 不正
[5756.829] (S)uzuberrypan: お前なんでも自己中やな
[5757.074] 我はエンチャントの精: かわいーん
[5757.139] peginnu: ちょろ
[5757.303] (S)tonosan37: ちょっろ
[5757.352] nanasi0917: 歪
[5757.623] _くの_: 言うと思った
[5758.046] (S)kero_ppi1: ちょっろwwwwwwwwwww
[5758.083] (S)さゃ: おい
[5758.167] cha_hhan: 歪
[5758.677] (S)alaky_ushira25: ちょっろ
[5758.713] moka___21: ちょろ
[5758.798] (S)神崎立夏: らだおもおだてりゃ木に登る
[5759.013] (S)いのりさん: チョロイン
[5759.149] (S)himasora: おい
[5759.206] (S)cillie390: ちょろ
[5759.739] poteito: あ
