[16.631] Aelynoth: lirikA
[26097.828] (S)chicken_dumpling: kyaaaa
[26097.992] mmiiacha: umeYay
[26098.135] (S)gorogorogorn: キメハラｗ
[26098.288] chipstar9: www
[26098.362] ekusu00x: ピヤー
[26098.425] chin_56_: ﾋﾟｨﾔｰ
[26098.531] daichan1200: きたぁ
[26098.926] rt340: MercyWing1
[26099.086] akiraku07: 嬉しそうｗ
[26099.110] maddy2623: ブルパワー
[26099.325] tw_numa: とめたぁ
[26099.336] hanabusa_haru: 嬉しそー
[26099.450] (S)raitaso: ちょっとちょうだい
[26099.507] fapfapjpn: LUL
[26100.141] なかむら6: ピーヤ＾ｗｗｗｗ
[26100.349] aru_0928: パなし3発
[26100.351] nfsb3ui: 鳴き声
[26100.463] (S)raurakd: ぴゃあ中断w
[26100.693] nakao86: 顔芸するんだw
[26101.185] ボブ牧原: うれしそうなおじさん
[26101.359] kamonohasi77: ぴゃーーーーｗ
[26102.193] ohakonbanchiwa: ｗｗｗｗ
[26102.482] BigbossJP: ももち久々に立ったｗ
[26102.506] hifumi_poyo: ウメモモ7-15
[26102.768] 黒猫くん: どけーい
[26103.008] yomogi0610: ｗｗｗｗ
[26103.932] merkava_mk2: びゃー
[26104.088] hikky722: レッドブル強い
[26104.432] nnmdfs: レッドブル買ってくる
[26105.016] au0724: かなり久しぶりに負けたねぇ
[26105.031] iguchiill: 宣伝宣伝
[26105.099] ばななうんこ: うおおおおおおおおおおおおおおおお
[26105.437] fliege1515: ｳｯｷｳｷ
[26105.504] (S)Tetsuya5963: umeYay
[26105.641] moscat0c7: やっとどかした
[26105.802] 1up_kinoko: ブルありがとー
[26105.829] domontyan: えうぇｗｗｗｗｗｗｗｗｗｗｗｗ
[26106.098] daichan1200: ドーピングみたいやん
[26106.214] kamonohasi77: ｗｗｗｗ
[26106.460] shifoncafe: ブル宣伝
[26106.650] (S)gazesd: うおおおおおお
[26106.713] ミジンコ隊長: レッドブルすげええええええええええええええええええ
[26106.751] aonami27: LUL
[26106.810] crownin_fumizuki: 買ってこよ
[26106.822] ddsato316: レッドブルすげええええええええ
[26106.951] wahaha7788: 買います
[26107.023] umesecond: ももガチできず
[26107.237] Coedawg: umeGrin
[26107.400] しびれ: レッドブル買う！
[26107.527] だいこん_: 宣伝は基本
[26107.642] niboshidaiashi: 宣伝ｗｗ
[26107.841] tosshy_type89: LUL
[26107.894] uncledoon: まぁじかレッドブル買います！
[26107.960] yomogi0610: 翼を授かったｗ
[26108.111] danny_love_danny: ブルスゴーイ
[26108.515] (S)naginagi99: これがブル効果ｗｗｗｗ
[26108.901] yutama0502: ｗｗｗ
[26108.943] gorilla_osaka: 負けず嫌い
[26109.059] kyros0002: スポンサーにも優しい
[26109.288] scarlet_ammo: 隙あらば宣伝
[26109.573] pandascal: おじさん"立て"んか～
[26109.657] highspeedwarakia2: ほんとかなぁ
[26109.897] koro3__: ｗ
[26109.944] (S)yut7xot8: うぉぉぉぉぉぉぉ
[26110.039] mis0kk4s: ブル最強！
[26110.134] フﾄ: 暖かそうな椅子だ
[26110.159] one596: ブル買うわ
[26110.172] akasanz3x: ｗｗｗ
[26110.239] おにゃにん: はーい！
[26110.540] (S)ガヤン0521: 2杯飲んだ効果出た！
[26110.710] yuzubox: レッドブルすげえええ
[26111.225] icyblue1985: ぴぃやー
[26111.393] sndkzfm1: レッドブル効果w
[26111.400] smith0920: 草
[26111.566] ddb365: すぐ買います！
[26111.915] (S)brutal9998: いい宣伝w
[26111.966] moviepassion: 買ってきます
[26112.277] cruseaguar2: ちょっと買ってくる
[26112.294] feikasso: キマッタなｗｗｗｗｗｗ
[26112.317] syugi3: ん
[26112.565] domontyan: ぴゃああああああああ
[26113.059] ばななうんこ: ぴーやあああああああああ
[26113.268] ys120: レッドブル！レッドブル！
[26113.516] kumanobed: はーい
[26113.519] hinachan172: これはガンキマってる
[26113.766] chikumin007: あ
[26114.016] stopriverk: レッドブルきめるとこうなる
[26114.280] debuchocobo: やったな？
[26115.005] msyyy: レッドブルこわ～
[26115.039] morinohayashi: ブル最強！！
[26115.067] (S)buretan555: 立たされた
[26115.210] v_harumi_v: 飲もう飲もう！
[26115.380] tabibitox: ブル同士
[26116.043] suzu_mushi: 買いまーすｗ
[26116.109] kamonohasi77: ブルありがとー
[26117.236] takashi726: レッドブルすげえ
[26117.317] tw_numa: ツバサを授かった
[26117.453] ekusu00x: レッドブルってすげーなー
[26117.614] カブトシロ: レッドブルすげぇ！
[26118.088] (S)neojapan01010: wayaRedbull
[26118.240] (S)naginagi99: 宣伝するくらい気分いいｗｗｗｗ
[26118.328] zazumi: Hahahahaha
[26118.471] nameless510: ももち金貰ったか
[26119.191] hikky722: そこまでやるか！
[26119.679] izawa2001: 翼生える
[26120.367] danny_love_danny: いますぐ買いに行きます
[26120.680] momochan6: レッドブルすごｗ
[26120.861] ツツーラ裏: おかしいテンションと引き換えに強さを手に入れた
[26121.136] aru_0928: ガチくん一生ももちとやれないやん
[26121.223] kiton_taichi: ブルを飲めばももちに勝てる！
[26121.604] ~MISSING_COMMENTER_INFO~: ダイゴの飲み物を調べろ！
[26122.215] chin_56_: ブルブルしてきた
[26122.506] aranami0: 買いまーす
[26122.839] toyboze: ブル一味
[26122.869] inkgran: レッドブルアスリートだ！
[26123.107] yomogi0610: レッドブルすげぇ
[26123.260] Sonic73131: 7-15
[26123.660] hato_pizza: ブル ブル
[26124.504] bunbun0880: 副作用がアイヤー！
[26125.039] kaworuko19: モンスターなんだよなぁ
[26125.250] kamonohasi77: レッドブルすげえ
[26125.309] rebando: ブル飲んでテンションがｗ
[26125.389] 憂う者の弟子: のめのめ
[26125.920] (S)gorogorogorn: 逆にイメージダウンｗ
[26125.972] pandascal: ムスビうそをつけっ！
[26126.787] umesecond: レッドブル買わないと！
[26127.608] だいこん_: 今日お昼飲みました
[26127.662] v_harumi_v: レッドブルありがとー
[26128.273] potocki1810: 買いまーすｗ
[26128.385] msyyy: 人間やめますか？レッドブルやめますか？
[26128.420] takashi726: 翼が生えてる
[26129.373] tw_numa: こーれがレッドブルのちからかぁぁぁぁぁぁぁぁ
[26129.981] nnmdfs: これがプロ
[26130.448] BigbossJP: それダイゴの飲み物？
[26130.793] takahashiseigi: 翼を授けるー♪
[26130.910] wahaha7788: ブルってわけ！
[26131.539] (S)neojapan01010: wayaDoya
[26132.141] (S)ばななうんこ: ばななうんこ subscribed with Prime. 
[26132.182] bunkichi23: RB vs RB
[26133.153] ys120: すれ違う二人
[26133.833] (S)gazesd: ブルなんだよね
[26133.910] akasanz3x: レッドブルアスリート2人ｗ
[26134.073] BATAKE21: レッドブルさんありがとー
[26134.903] HirocoT: ｗｗｗ
[26134.996] fujimike: ももがち見たいんだけど
[26135.432] fliege1515: ブルブル
[26135.496] ddsato316: ももちブレオン持ってきてないのか？
[26136.009] kamonohasi77: 買いマース
[26136.012] danny_love_danny: ブルありがとー
[26137.638] hanabusa_haru: 昼飲みましたー
[26137.693] redbull_daisuki: それ中身レッドブルじゃないやろ
[26138.419] rxz_2017: ブルでももちにかった
[26138.437] tondemonaiyo: ブルアピール
[26138.683] カブトシロ: レッドブル対決だ。
[26139.082] なかむら6: レッドブルすげええ
[26139.973] nakao86: 眠いんだろ飲んでこいか
[26141.639] ビフィダス: ブル
[26142.878] sndkzfm1: 久しぶりにももちが立った
[26143.163] maddy2623: ｗｗｗ
[26145.209] hato_pizza: 言い方が違法なんよ
[26145.504] 将門ゴルゴロ: ガチくんだ！
[26145.532] mako_oswald: 宣伝効果6600人！
[26145.800] lazy0717: 乾杯しないと
[26146.819] rt340: ww
[26147.127] balthazar000: 翼授かる
[26147.379] ボブ牧原: ブルで乾杯
[26147.958] yomogi0610: ｗｗｗ
[26148.157] クレちゃ: ワルトパで燃えてるガチくん
[26149.238] otk8192: ブルで乾杯
[26149.678] aru_0928: どっちもキメてるとどうなる！？
[26149.699] ビフィダス: ガチくん？
[26149.787] (S)otyenco: 買うか
[26152.524] yutama0502: ブレオンがあればなー
[26154.944] めっとくん: ガチくんってレッドブル飲んでるイメージない
[26155.001] negi328: 毎日大会見てるような面白さ
[26155.090] nanimonoda: ガチくんってコントローラー何使ってるの？
[26155.916] ウィーク333: テンション高いのおもろい
[26156.089] (S)chicken_dumpling: momochi still have better tech, daigo won by footsies.
[26159.222] だいこん_: キマっとるけぇ
[26159.394] fujimike: これはレットブル協力ですか？
[26161.190] safari211: PJSalt
[26161.311] derwace_lifolve: たった一人のリュウ決戦
[26163.680] jitajita: レッドブル買ってきます
[26163.816] hanabusa_haru: ガチくん解説お疲れ様
[26165.151] (S)puertoescondidomota: あのももちに勝てるレッドブル
[26165.232] (S)naginagi99: あのときんす見たらそりゃ燃える
[26166.444] wahaha7788: ねむそうだった大吾はいない
[26169.244] takahashiseigi: ウメさん、もうヘトヘトだろw
[26175.525] kahaku91: クララが立つくらい珍しい
[26178.716] sndkzfm1: ガチくんはレバーレス
[26181.343] amazontomato: みんな体力お化けだ
[26182.846] BigbossJP: みんなサブキャラでリュウかルーク使える状態でスタートできるな
[26183.527] fujimike: 7時間やってんのかよ
[26185.034] nanimonoda: レバーレスなのか
[26198.042] えまにえる夫人: ご飯食べるの忘れてるよね
[26202.836] balthazar000: リュウルークに行けるキャラが選ばれるメタ
[26203.790] hifumi_poyo: クララは立たないんじゃなく立てないんです
[26205.874] sndkzfm1: ガチくんは自分のコントローラーYouTubeで公開してるぜ
[26207.283] ekusu00x: 立川情報によるとEWはあの後すぐにときんすにの試合申し込んだらしい
[26225.012] ekusu00x: 野試合
[26226.049] (S)brutal9998: ご飯はトラボに買って運ばせるか
[26226.598] syugi3: おー
[26227.269] wahaha7788: うま
[26227.306] めっとくん: punkworksのボタン増設だった気がす
[26230.347] だいこん_: 確った？
[26234.254] kamonohasi77: うま
[26234.400] のってる: 去年のトパチャンですでにレバレスだったけどね
[26234.427] likemotilike: かっこいい
[26234.682] (S)naginagi99: ウメさんの仕上がりが一段上がった
[26236.342] balthazar000: EWと書いてモチベと読みます。
[26237.068] stopriverk: 今日全員レバレスか
[26240.625] nanimonoda: 情報サンキュー
[26241.397] rlbread: ももちとやってたら強くなるな
[26241.637] dmzkn: daigo which controller is using now?
[26246.644] takahashiseigi: トパンガ終わりに、即日ときど襲来あるかな
[26247.173] クレちゃ: EW可愛いやん
[26248.654] hifumi_poyo: ハイジガチ勢がいる
[26250.798] esutark: ガチももを阻止するウメハラ「
[26257.333] tondemonaiyo: hitbox
[26262.666] shifoncafe: daigo hitbox
[26263.722] tabibitox: 激安ｗ
[26264.514] maddy2623: ん？
[26264.943] (S)naginagi99: ｗｗｗ
[26265.522] tololo86: がちさんｗ
[26265.719] ほげええ: あら
[26265.905] yomogi0610: ｗｗｗ
[26267.508] kamonohasi77: ｗｗｗ
[26269.039] umesecond: 経験を積ませないウメハラ
[26269.201] dmzkn: ok
[26269.617] syugi3: ん
[26269.963] (S)chicken_dumpling: @dmzkn he always play hitbox since he is sponsored.
[26269.965] feikasso: 激安ｗｗｗｗ
[26275.761] yomogi0610: わや
[26276.995] fujimike: 6000人集めてるけどこれ体験版
[26277.656] ekusuyam: シノビズムはメンバー入れ替えでウメハラ入れれば最強だな
[26283.839] (S)ガヤン0521: 声の圧
[26285.512] 倫理規定: あれ、ももち誰がどかしたの？
[26289.498] bunkichi23: wwww
[26291.024] dillle623: もう体験版にオンラインつけてくれ
[26291.839] takahashiseigi: ミスしまくりじゃんw
[26292.438] ほげええ: 頂きまーす
[26292.543] 憂う者の弟子: ＮＯＯＯＯＯＯＯＯＯ
[26293.799] shifoncafe: ｗｗ
[26294.232] yomogi0610: ｗｗｗｗ
[26294.296] tabibitox: テンションがｗ
[26294.774] dmzkn: @chicken_dumpling ok
[26294.899] yuzubox: ｗｗｗ
[26295.048] kamonohasi77: wwww
[26295.785] rt340: 元気w
[26295.960] だいこん_: umeYay
[26296.013] feikasso: いただかれたｗ
[26296.377] akiraku07: ここでミスれば面白かったｗ
[26296.569] maddy2623: キマってんねぇ！
[26297.089] (S)naginagi99: ウメさんのテンションｗ
[26297.414] 1up_kinoko: 煽りすげえｗ
[26298.598] gonta555: にやにや
[26298.835] fliege1515: ブルやばない
[26298.952] たあぼ0126: umeLaugh
[26299.514] balthazar000: やりたい放題
[26299.584] amazontomato: うめちゃん、やはり力士だった
[26299.918] (S)宮本燈: テンション高
[26300.275] kinokaren: ごちです！
[26301.013] stopriverk: RBウメチャン
[26302.782] syugi3: ドシャー
[26302.792] suzu_mushi: 元気ｗ
[26303.565] hifumi_poyo: 頂きもーす
[26304.123] kamonohasi77: ウメちゃんテンションｗｗ
[26304.490] derwace_lifolve: いただいちゃうおじさん
[26304.681] debuchocobo: 急にテンション上がったｗ
[26304.776] one596: ブルやべぇ飲み物じゃんw
[26305.304] (S)gorogorogorn: ブルなんよｗ
[26305.516] feikasso: 草
[26305.664] ekusu00x: wwwwww
[26305.669] めっとくん: いっちゃってる↑
[26306.018] みゃおお: ｗｗｗ
[26306.173] tabibitox: ブル効いてきた
[26306.285] nnmdfs: お注射すげえｗ
[26306.306] (S)ばななうんこ: テンションたけえｗ
[26306.319] sndkzfm1: レッドブルがね
[26306.452] potocki1810: すもうとりｗｗ
[26306.458] yomogi0610: ｗｗｗｗｗ
[26306.991] nearco1935: 翼付いているねぇ
[26307.351] ishio_game: 面白い人
[26307.717] hinachan172: キマってんなぁ
[26308.016] smith0920: みんな疲れてるじゃん
[26308.451] ys120: ガチくんがゴチくんになっちまうよ
[26308.972] azisiotaro: アゲウメ
[26309.288] ry0444: 翼授かってるねー
[26309.691] tondemonaiyo: いただきマンモス
[26310.588] (S)nhhhe: レッドブルで性格もかわる？
[26310.699] HirocoT: ｗ
[26311.019] v_harumi_v: ｗｗ
[26311.173] ほげええ: キマった
[26311.285] balthazar000: ももガチは実現するか
[26311.459] ボブ牧原: ウメちゃんのブルを検査しろ
[26312.403] chipstar9: キマってる
[26313.038] BigbossJP: 効きすぎｗｗｗｗｗ
[26313.463] ツツーラ裏: これ飲んだのレッドブルじゃないよ
[26313.639] kamonohasi77: いただきモース
[26313.857] (S)ばななうんこ: 元気になりすぎｗ
[26314.123] なかむら6: 元気になりすぎでしょ・・・ｗ
[26314.308] ddsato316: ブルヤバすぎだろｗ
[26314.313] misopotato: いただきCA
[26314.317] (S)latenight000: ガンギマリ
[26314.415] wahaha7788: やばい飲み物
[26314.913] クレちゃ: ブルキメかなw
[26315.497] みゃおお: 即効性ありすぎでしょｗ
[26315.737] だいこん_: キメハラ
[26316.378] otk8192: キメハラ
[26316.693] metoro3: お注...レッドブル
[26317.058] v_harumi_v: キメてよかったレッドブル
[26317.240] dillle623: やっぱブルって禁止薬物なんじゃ・・・
[26317.704] pandascal: ブル"キメ"てねぇからこうなる
[26317.930] あり0221: キメハラ
[26319.427] レム__: その飲み物の成分を調べろ！
[26319.522] ronamu22: 頂きもぉあす
[26319.527] (S)junjamaica: ありがとうございまーす
[26320.443] BATAKE21: つこてるね
[26320.819] syugi3: 翼キメチマッタ
[26321.273] shifoncafe: バキバキｗ
[26321.602] kinokaren: いけない成分！？
[26322.209] ichi_gatsu: カフェインさすが
[26322.796] icyblue1985: キマッてんなｗ
[26325.941] ekusu00x: ブルで元気になろ！
[26326.382] yomogi0610: 翼が見える
[26326.911] Natsuri_k: 勝つためにキメたブル
[26327.529] kamonohasi77: ガンギマリウメちゃん
[26328.538] bunkichi23: 即効性はまずいｗ
[26328.857] wahaha7788: 糖が大事ってわけ
[26331.835] HirocoT: ｗｗｗ
[26332.815] misopotato: あの砂糖水をチェックしろ
[26335.171] ヴィヴィ2046: キマっちゃたか、、、
[26337.088] derwace_lifolve: レッドブルに反応する体に作り変えられてる
[26337.585] bunbun0880: 電池切れかけの症状なんよw
[26338.078] successmk2: ※個人差があります
[26340.674] nikkou18: ダイゴのドリンク？じゃあだめだよ
[26342.752] sndkzfm1: ブルが禁止になっちまう
[26346.203] (S)raurakd: どう見てもブルきめてる
[26349.226] 何も知らないジョンスノウ: 配信的にもおもろいw
[26349.842] おじキッズ兄: "薬湯"
[26351.362] あり0221: パンク『ダイゴの飲み物をチャックしろ！』
[26356.640] maddy2623: SFLぶりに飲んでるね
[26364.645] yutama0502: チャック草
[26367.406] ほげええ: インパクトうまい
[26369.122] 新ころりん: レッドブル ウメハラエディション
[26371.288] bunbun0880: ウメちゃんジェイミーだったー
[26373.936] (S)ばななうんこ: ＯＤ
[26374.784] めっとくん: パンクラックん草
[26390.834] korekitwitch: まるでガイルのバンスト
[26393.316] hifumi_poyo: サブやってないじゃん
[26395.055] takahashiseigi: 隣、シノビ先生の臨時講義
[26403.123] 憂う者の弟子: ぱに！
[26403.360] (S)junjamaica: 草食っとるけぇ
[26404.032] neon_d99: 節約した
[26406.595] 新ころりん: シノビの先生
[26408.010] しびれ: ゲージ残した
[26409.461] (S)空気にふれて即死: 紅茶花伝飲んで投げてろパンク
[26410.164] クレちゃ: エロ投げ
[26410.182] maddy2623: なんか後ろで講座してる
[26411.002] stopriverk: 知識の泉
[26411.471] dillle623: ウメガチは見たい
[26411.830] ほげええ: 知識の泉
[26413.243] オーシタ: ももち先生
[26413.263] yomogi0610: ももち講座
[26414.532] icyblue1985: 頭領感凄いな
[26425.966] highspeedwarakia2: ー２Fなのかぁなるほど
[26427.019] 平一一平: この放送ゲーセンに来た感覚になって好き
[26428.240] stopriverk: 授業はじまってる
[26429.078] kamonohasi77: ももち先生
[26429.590] sndkzfm1: オーナーによるルーク講座
[26430.478] balthazar000: シノビの教えを広めている
[26430.515] akimasa1977: パンクはフライングしちゃダメです
[26430.735] yutama0502: そら弟子みんな強くなるわ
[26434.147] (S)gorogorogorn: ブルｖｓ草
[26437.088] tondemonaiyo: ダイゴの飲んでるブルは普通のと違う成分が入っているらしい…。
[26438.276] takashi726: 大先生CPU
[26438.800] dillle623: こんだけウメに勝ってるルークの講座が無料！？
[26438.823] 三角_: さすもも
[26443.626] teya1337: ベガ多くね？
[26445.973] maddy2623: さすがジョニィを育て上げた男
[26449.504] kent_8791: この配信が一番の販促になっている説
[26449.773] amazontomato: 弾うてなーい
[26451.581] だいこん_: 8っさんの教え
[26453.512] 温かいやさむぎ: フレームはよく分かりません
[26454.570] (S)tibusa8: パニカンの投げ演出ほんと気持ちい
[26455.982] sndkzfm1: うーまい
[26465.079] クレちゃ: 波動撃てんか
[26468.541] easter19xx: 原人狩り！
[26471.878] tw_numa: 立ってる
[26480.914] takahashiseigi: あのコンボは遅らせ入れるから、超ムズイ
[26483.315] ishiwata1234: こういう何気ない意見交換たまらん
[26486.231] アラフォーおっさん: ルークの腕嫌い
[26488.150] hinachan172: 6400人が後ろで腕組んで観戦してるゲーセン
[26493.912] ツツーラ裏: これ聞いても大谷フワフワしてんのってやっぱ別方向の天才なんだろうな
[26495.806] HirocoT: 色
[26499.298] (S)空気にふれて即死: ６でも忍は強いのか
[26502.428] あり0221: それもう会場なのよ
[26503.026] ishiwata1234: 6400ベガ
[26507.079] syugi3: お
[26507.436] tei_tei_tei_tei: ももち先生のヤジ
[26508.253] 新ころりん: 6400名がベガ立ちで見てる配信かぁ
[26525.033] akimasa1977: 勢力図変わりそう、マサは6苦戦しとる
[26531.992] neon_d99: 今日は閉店時間遅めだね
[26533.665] hifumi_poyo: 全員立って見てるの？俺は立ってる
[26534.510] (S)junjamaica: ガチニキの笑み
[26539.727] あり0221: うますぎる人いると割とずっと立ってられる
[26546.915] stopriverk: マサは5も序盤苦戦
[26549.993] 平一一平: マサはどうせ仕上げそう
[26550.817] 三角_: つよ
[26551.279] maddy2623: うま～
[26554.377] ~MISSING_COMMENTER_INFO~: マサは割りと攻略進んでからだからなぁ
[26555.514] neon_d99: やーる
[26557.144] syugi3: おー
[26559.366] kamonohasi77: やーる
[26560.857] クレちゃ: 強いのう
[26564.310] esutark: ガチもも来たり
[26568.584] spudas2k: daigo playing luke?
[26570.232] sndkzfm1: ガチもも頼む
[26571.887] だいこん_: ガチ君やーる
[26574.032] hifumi_poyo: 今日店長立つね
[26574.557] potocki1810: ガチももー
[26576.053] bluesummer114: ガチもも
[26576.437] ishiwata1234: ガチくんもつよーい
[26576.554] ほげええ: ガチもも
[26577.595] hinachan172: ももちガチ見たいね
[26577.709] kamonohasi77: ガチもも
[26578.702] (S)chicken_dumpling: momochi vs gachi?
[26578.982] azisiotaro: 来た
[26580.422] easter19xx: ソニック見てから抜け続けた男だし
[26584.066] rt340: くるか
[26584.734] 憂う者の弟子: きたか
[26585.387] だいこん_: ふしゅ～
[26585.853] BATAKE21: ガチももキタッ
[26587.537] kamonohasi77: ももガチ見たい
[26588.316] akasanz3x: ガチももか
[26588.527] owawan3: グッパチゲーセンも強いんだ
[26593.040] あり0221: ガチもも
[26594.033] debuchocobo: ガチくん7年ラシードだったのに昇竜筋落ちてないな
[26595.538] (S)2youyou2: ガチち
[26596.590] hifumi_poyo: 空割れるわ
[26596.963] クレちゃ: 緑だ
[26597.074] ビフィダス: ありゃん
[26597.237] もっとー: ももガチ
[26598.654] syugi3: 意識配分の研究かあ
[26598.750] takashi726: ガチくんも強いな
[26600.913] akimasa1977: 上手い人見たさでゲーセン行ってたわ そういう事
[26604.063] ishio_game: ガチモモ
[26604.137] korekitwitch: ガチくん嬉しいｗ
[26604.248] kamonohasi77: ガチもも来たか
[26605.575] uroitann: ももっさんおる！
[26606.297] (S)buretan555: ガ 
[26606.638] cubespin: きたな
[26608.415] HirocoT: お
[26608.510] pukeshi: ガチモチ
[26609.105] (S)naginagi99: グッパチは体験版の時点で設備がすげえんだよなあ
[26609.422] bagooon20: ガチち
[26610.353] misopotato: もがち
[26610.515] rt340: スカイオーナーvsグッパチ店長
[26610.785] syugi3: お
[26612.453] don_kusao: 緑victrixかっけぇ
[26612.850] (S)raurakd: ルークの王決めるか
[26613.308] ry0444: SFL始まったか
[26613.869] kiton_taichi: ガチもも！
[26614.421] macaron_machine: どっちのルークが上か
[26616.863] みゃおお: この二人も何気に貴重だな
[26618.544] kurone_2022: SFL始まった
[26618.887] yomogi0610: にょん
[26621.894] めっとくん: 昇竜対空は通常技対空より簡単説ある
[26626.047] 平一一平: 販売されてからもたまにこういう配信してほしいな
[26626.780] あり0221: ももち会話混じって！
[26626.867] (S)gorogorogorn: リーチ差あるんだ
[26634.918] umesecond: 貴重な絵面
[26636.386] HirocoT: みょん
[26646.703] 黒猫くん: 激レア
[26650.299] kurone_2022: ヤマパンチ！
[26651.767] hmivf: 弾抜けと言えばぷげらさん上手いイメージだから来て欲しいな
[26653.418] あり0221: 激レア回
[26653.576] yomogi0610: ももちは忍ぶ
[26654.208] esutark: 世界王者達
[26657.372] ishiwata1234: 頭領は何を思う・・・
[26658.945] 平一一平: ｗｗｗ
[26664.500] azisiotaro: 下画面の3人の絵面よ
[26667.094] (S)ばななうんこ: バチバチバチ
[26667.413] kamonohasi77: 激レア絵面
[26671.006] fujimike: 下の画面世界王者しかいない
[26671.034] stopriverk: 覇者
[26672.751] akimasa1977: 6販促でウメハラ邸で体験版トナメやって欲しい
[26673.495] カブトシロ: チームのトップ対決か。
[26674.812] ほげええ: ガチももウメハラ
[26676.534] ekusuyam: これはカプコンカップ覇者対決！！
[26676.904] 平一一平: アケコンの音いいなー
[26677.754] amazontomato: このワイプは確かに凄い
[26679.902] あり0221: スカウター壊れそうな絵面
[26683.552] みゃおお: この3人の絵面めっちゃ貴重じゃない？ｗ
[26684.407] (S)puertoescondidomota: 他店の店長達が強すぎるな
[26684.709] takahashiseigi: まさにSFLで闘う二人か…
[26688.014] (S)enuo26: enuo26 subscribed with Prime. 
[26690.405] yudedako: 格ゲー界のビッグ３
[26691.211] だいこん_: 弾だからダメか
[26691.594] (S)naginagi99: つぶれるの
[26698.465] yousuke778: それコンボなるんかｗ
[26706.611] (S)gorogorogorn: 雷禅、躯、黄泉かな
[26707.265] HirocoT: 店長のバーゲンセール
[26708.779] sndkzfm1: Daigo playing Ryu anytime
[26716.363] redbull_daisuki: ももちのボタン音よう響くね
[26732.614] cruseaguar2: TheIlluminati
[26737.811] nearco1935: 優勝候補の2チームの大将同士
[26738.565] 生田公彦: おー
[26741.290] aru_0928: 雷禅腹減ってて弱くなってるやん
[26747.035] au0724: ガードさせてインパクトの予定が当たって
[26748.886] takahashiseigi: シノビでも、ルークの弾へのパリィ率は低いか…
[26751.032] hifumi_poyo: ウメゲーセンの起源「俺よりちょっと弱い奴来てよ」
[26751.432] くろき: ｗｗｗ
[26751.754] yomogi0610: ｗｗｗｗｗ
[26752.124] 平一一平: ｗｗｗ
[26753.679] ishiwata1234: w
[26756.346] rt340: wwww
[26757.150] ddsato316: ｗｗｗｗ
[26757.599] (S)latenight000: 僕だって！
[26758.793] あり0221: www
[26759.127] syugi3: おほー
[26759.987] suzu_mushi: ｗｗｗｗ
[26760.597] めっとくん: ももちは三和だからじゃない？多分ガチくんのやつはチェリー系のキースイッチ
[26761.069] tabibitox: つねかわいい
[26767.586] yking0122: 速攻マネｗ
[26771.597] kurone_2022: うんま
[26773.638] yomogi0610: ｗｗｗｗ
[26774.900] ishiwata1234: www
[26775.564] (S)naginagi99: ｗｗｗｗ
[26777.897] suzu_mushi: ウメさんに褒められたいツネ
[26781.946] umesecond: ｗｗｗｗ
[26785.899] stopriverk: ラシードならなー
[26788.837] ishiwata1234: 色出そうと思ってw
[26790.815] (S)naginagi99: ガチくんラシードまだ来ないからな
[26819.250] (S)junjamaica: ツネ色弱かったw
[26824.295] だいこん_: 特大リターン垂直
[26825.252] ishiwata1234: 飛んでる！
[26825.829] bunkichi23: ぴったり！
[26827.481] suzu_mushi: ジャンプうま
[26831.061] Sonic73131: のこった
[26833.903] au0724: ぴったりたまった
[26841.058] akimasa1977: 6でワールはやめてね
[26844.603] justhit123: ダッシュ投げえぐい
[26845.862] sndkzfm1: 静かになった
[26846.522] suzu_mushi: ダッシュ投げつよいねー
[26856.184] もっとー: ラシードは2023夏だったか
[26860.733] めっとくん: 正直ラシード来てほしくないと思うの自分だけ…？
[26860.885] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[26862.483] LogicalDashGG: みんな飯も食わずに昼からずっとやってるの？
[26862.841] ishiwata1234: 6のワールはさらに凶悪そう
[26878.875] sndkzfm1: 大会で使えるようになるのはいつからかな
[26879.846] (S)gorogorogorn: ラシード良キャラとして生まれ変わってくれ
[26879.900] あり0221: ウメちゃんリュウルークの相性の印象変わった？
[26907.049] hmivf: 既にキンバリーがラシード以上に不快だからどっちでもいい感ある
[26924.607] (S)junjamaica: 6はマジでミス誘発ゲームになりそう
[26927.873] 平一一平: JPもやばそうじゃない？
[26942.441] のってる: キンバリーは対策強いられる
[26943.442] akimasa1977: キンバリはポリコレ枠ですからw
[26950.846] hifumi_poyo: 俺はずっとサブの方見てますよ？
[26954.532] キクちゃん: キクちゃん subscribed with Prime. 
[26967.303] akimasa1977: どんな視力よ
[26969.081] GoGoNEKOMAJINsuper: メナ納豆食ったんか
[26970.831] tabibitox: このゲーム性で５のラシードだと無法すぎるな
[26982.627] ekusuyam: これ何時までやるんだ？9時とか
[26996.177] masarin763: 疲れるまで
[27002.755] esutark: ももち＝キン肉アタル ガチくん＝キン肉マンフェニックス
[27003.571] みゃおお: JPは近接の持ってるモノでヤバさ変わりそう
[27011.539] クレちゃ: ももち強し
[27017.774] potocki1810: 頭領つーおい
[27020.684] bunkichi23: 頭領つえー
[27026.616] prosciu: 今日長いな
[27027.854] aru_0928: 1点読みしないとプロでもインパクト投げれんか
[27037.595] balthazar000: キンバリーは設置がな～
[27044.003] tondemonaiyo: やはりやり込みの差が。
[27044.347] 温かいやさむぎ: おなつは？強そうだけど
[27045.339] uhpa84: かしらってわけ
