[65.005] (S)kobayan86BRZ: きたああああ
[21762.896] (S)gon19911112: トリガーためるのに食らうかも？
[21767.514] あと1983: ソニックは危ない、ジレットは安全
[21769.799] NagOutSide: これはヒットボックスじゃ無くても出来る
[21776.459] qk10min: 当たったら284減るソニック
[21781.677] LT123456: 最後の削りで使える？
[21787.654] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[21788.858] (S)piyopiyomaru555: うめちゃんの影響でシックからジレットに変えたわ
[21795.271] leere1017: ちけえｗ
[21795.754] (S)おろし大根: ワラキアさんってメルブラの人？？
[21799.511] highspeedwarakia: それなら普通にスパキャンＣＡするなぁ
[21803.751] (S)une3333: ガイルは今んとこ投げシケには投げなのがなあ
[21804.436] (S)playatlas: umeShave
[21807.013] (S)wakigajanai: wakigajanai subscribed with Twitch Prime. 
[21807.241] (S)valhalla5555: ｗ
[21813.658] highspeedwarakia: はいメルブラ勢ワラキア使ってます
[21816.749] とりあえずちさと: ジレットって結局スポンサーなの？
[21818.785] (S)papipopon: ｗ
[21819.752] (S)donachan: ｗｗｗ
[21820.417] (S)桜風かなた: umeShave
[21821.359] (S)auroradon5: ｗｗ
[21821.851] yamame: ｗｗｗ
[21822.431] user81023: ヒエッ・・
[21822.746] (S)山田たろう太郎: ｗｗｗ
[21824.124] ttp_hayato: ｗｗｗｗ
[21824.292] kahaku91: 否定
[21824.463] leere1017: 大声でｗ
[21825.884] (S)pem97476: ｗｗ
[21825.916] dswlm: ワキガありがとー
[21826.559] (S)zakkn: 嘘っぽい！
[21827.557] brain_cells: 絶対ワキガ
[21829.467] (S)山田たろう太郎: ワキガじゃないほうがいいねｗ
[21830.738] lucentsnow: わきがｗ
[21831.464] あと1983: じゃない、はワキガ
[21831.693] pandascal: すごい告白
[21831.966] Joker_plus237: ワロタw
[21832.745] (S)papipopon: 名前で否定
[21832.746] neon_d99: 絶対ワキガじゃん……
[21834.082] kumihachan: あえて否定するということは・・・
[21834.946] (S)makibisi8787: ワキガだろうなぁ・・・
[21836.839] なまこもの: ワキガありがとー！！
[21838.718] (S)auroradon5: 言い聞かせてて笑う
[21839.063] (S)たあぼ0126: いやわきがでしょ
[21840.318] ttp_hayato: ワキガありがとー！
[21841.276] (S)une3333: 俺もジレットだけどほんとにヒゲのほうからきますね 
[21841.345] SleepShiva: でもお前ワキガじゃん
[21842.636] (S)momijimanjuu: なんか臭ってきた
[21844.224] (S)nikkou18: はいワキガ
[21844.406] ryo330: ワキガセンキュー
[21845.095] pot1111111: ｗ
[21846.922] lstang: 自分じゃ気付かない系もワンチャン
[21846.929] あと1983: やってない、はやってる
[21848.119] LT123456: くっさ
[21851.808] FuToDoKiMoNo: なんかくさくね？
[21856.939] (S)myruju: アニメじゃないもアニメだしなぁ
[21857.373] panzamu: ウメハラ さんのお陰で禁煙続いてます。ありがとうございます。
[21857.485] なかしょう: ワキガなら治せるぞ
[21858.162] bb08763: 激臭
[21860.898] (S)るぅの: アポクリン汗腺ありがとー 
[21861.404] (S)ソルダ: ２回言うなｗ
[21863.650] (S)だんごうお: なんかこの配信臭いです
[21866.265] moscat0c7: 何言ってんだと思ったらサブスクかｗ
[21866.524] aliciana1999: 誰かここにワキガおらんか？
[21879.596] (S)pem97476: ｗ
[21880.139] (S)playatlas: umeGrin
[21883.737] leere1017: ｗｗ
[21884.993] khide05: 怪しい広告かな？
[21885.548] あと1983: 祈ります
[21886.546] enegoristf5: ウメハラさんはタバコ吸いますか？
[21887.558] (S)shupii097: 保険適用らしいから診断うけてみても
[21887.903] user81023: （棒
[21888.699] (S)valhalla5555: umeCat2
[21890.014] lucentsnow: なんで禁煙ウメちゃんのおかげなんや
[21890.103] (S)超アンディー: 禁煙つれーよな
[21890.139] may0nn_aaaisee: 宗教かな
[21892.414] イガ: どういうこと？ｗ
[21893.733] neon_d99: umeShave
[21895.645] (S)たあぼ0126: 満員電車には乗らないで
[21895.945] (S)une3333: ｱﾅﾀﾉ ｼｱﾜｾｦ ﾈｶﾞｯﾃﾏｽ
[21899.547] niva_niva: 今日12時間以上配信してる？
[21902.243] thunderbolt0422: 存在が幸福をもたらすとか神かな？
[21903.224] (S)Aatyu: ウメは万病に効果がある
[21903.478] snowX23: 梅ちゃんと禁煙関係あるの？
[21904.309] Shingoal_0519: 誕生日同じって初めて知りました！おめでとうございます㊗️
[21905.010] LT123456: 保険効くってマジなんだ
[21907.623] (S)shomarusan: 梅原さんを始めてから幸せになりました！みたいな宗教できてる？
[21908.166] neon_d99: ボンちゃんならわかるが
[21908.368] (S)ソルダ: 宗教かな？
[21909.784] bb08763: umeCat
[21911.390] ebismine47: ありがたやー
[21911.438] FuToDoKiMoNo: !uptime
[21912.001] kireboshibasyato: あれだけゲーセン入り浸ってタバコ吸わなかったのは凄い
[21913.625] time_again666666: 抱き枕買ってる？
[21914.976] fl0kis: 意志力だろそんなん
[21915.362] (S)Kanquez05: さ、さすがウメちゃん！（便乗）
[21915.804] (S)Hanahiro: カワノみたいに改造して
[21921.231] gengoro1198: 3mくらい離れててもワキガ臭う人たまにいるよな。
[21926.579] hachi_mitsu: ウメハラはガンにはまだ効かないがそのうち効くようになる
[21928.788] snowX23: タバコを吸わない意志力
[21929.320] (S)るぅの: ゲーム代だよね
[21931.147] xenys3: 対戦部屋って基本禁煙？
[21935.035] gomak: 今日誕生日なのか
[21936.030] (S)farronef: ピクミンでかくなってね？
[21937.469] lucentsnow: そういやよくたばこ吸わなかったなウメちゃん
[21938.588] LT123456: ちな今日満月 ウメ誕生日満月
[21939.186] (S)SunnyGuile: 😎😎😎
[21939.843] fina_thankyou: ウメちゃんの誕生日に熱出ちゃったよ……
[21940.443] gomak: おめでとう
[21944.499] balthazar000: 1000mに聞こえた
[21945.015] 多抜深夜: 海外とか凄そう
[21947.713] SleepShiva: イヤイヤ１０ｍクラスがまじでいるからな
[21949.525] kumanobed: アクタージュファンいるな？
[21954.279] とりあえずちさと: １０ｍでも臭うやつマジでいるよ
[21954.479] (S)playatlas: 親ありがとー
[21954.854] user81023: 医療系なんだ
[21955.073] ~MISSING_COMMENTER_INFO~: 吸ってた時期もないの？
[21956.204] (S)valhalla5555: ほ
[21956.356] balthazar000: ご両親ありがとー
[21956.525] ~MISSING_COMMENTER_INFO~: 格ゲーマーで煙草吸ってる人って誰いる？
[21957.155] kurokimi1234: ウメハラさんのおかげでさっきゆうゆうさんと握手してきました。ありがとうございます。
[21957.457] gengoro1198: マジでいました
[21958.218] kireboshibasyato: なるほど
[21958.540] 不渡哲也: 昔コンビニでバイトしてた時わきがの客来てゲボ吐くかと思ったぞ〜
[21959.979] (S)orange88: あの世代で吸ってないのすごいわ
[21965.622] leere1017: やっぱ15むずいんか
[21966.179] thunderbolt0422: 素晴らしい親御さんやね
[21966.631] chikumy: いい環境で育ってる
[21967.836] prisira: たばこはいいことひとつもないからね
[21972.694] (S)shomarusan: sakoさんはよく吸ってる
[21973.316] なまこもの: 唐突なキャミィ
[21973.646] あと1983: そろそろヒットボックスで対戦部屋ある？
[21973.973] (S)playatlas: 受動なんちゃら
[21974.725] (S)sei_6: ゲーマー結構吸ってる人いるでしょ
[21979.044] gomak: ウメハラの世代とか灰皿飛んできそう
[21979.156] snowX23: さこさん、まごさん、ぼんちゃん、ガチくんが吸うんだっけ？
[21982.017] なかしょう: ワキガを超越した何かを纏ってる人いるよね
[21985.180] neon_d99: 今日はもう疲れてる？
[21986.116] yamame: はつめも
[21986.307] thunderbolt0422: ぼんはやめた
[21990.391] (S)るぅの: movも？
[21990.845] お灸: ゲーセンにいるほうが、直接吸うより身体に悪そうｗ
[21991.220] loccomoco65: スーパーの半分をワキガで染める逸材が世の中にはいるときいた
[21991.435] kireboshibasyato: 水派も吸う
[21992.261] lucentsnow: ボンちゃんはやめたすごい
[21995.489] xenys3: 足立区のゲーセンで喫煙率100パーセントじゃないの？
[22002.245] FuToDoKiMoNo: ワキガミ様
[22002.810] prototypeie: はつめちゃんは吸いそう
[22004.686] owa4gamer: ゲーセンで副流煙かー
[22007.729] kumanobed: どぐらさんも喫煙者じゃないかな
[22008.738] ~MISSING_COMMENTER_INFO~: ガチくん吸うんだ。なんか意外
[22009.933] leere1017: 副流煙のが悪い説
[22012.010] (S)valhalla5555: ウメは吸う代わりに食べる系か
[22013.612] (S)domontyan: タバコは煙よりあちこちにポイ捨てするゴミが多すぎて規制が強いんだよ
[22018.188] (S)tk1021: tk1021 subscribed with Twitch Prime. They've subscribed for 5 months, currently on a 1 month streak! 誕生日おめでとう
[22021.670] Tigerfirery: あれ今来たんですけどキャミィつかうんですか？
[22029.009] (S)non_violence: 灰皿ソニックより椅子の脚を蹴って来るやつの方が圧倒的に多かったけどな
[22029.465] (S)myruju: ガチくん高校の時からヤンチャやぞ
[22029.713] (S)telrunchan: ワキガで飯3杯食べれないやつはいないのか?
[22031.558] snowX23: キャミィ対策？
[22035.144] お灸: 若手はほとんど喫煙する人いないのかな
[22038.695] Tigerfirery: 誕生日おめです
[22039.650] (S)Kanquez05: それは嘘ｗ
[22047.964] (S)playatlas: コマンドが
[22049.115] leere1017: 出ないならアカン
[22049.777] (S)shomarusan: コマンド入力してるのにでてない
[22053.996] hanpamon: ヒットボックスで中足波動は本当にムズイらしい
[22056.408] oyu3: タバコは非効率ってイメージじゃないのかな
[22057.802] (S)川195の6515: お風呂
[22062.287] highspeedwarakia: キャミィ等の１５Ｆ確認安定するのウメハラさんくらいすよ…？
[22064.957] kamisimeru: キャミィ15フレ難しいってずっと言われてる
[22066.275] prototypeie: 証明できず
[22067.164] Joker_plus237: バーディーに大足クラカンVスキルEXソニック前ジャンプ弱K(中段)で強制２択
[22071.780] (S)るぅの: 昇竜にしたら？
[22073.516] だわさワサワサ: どうせならリュウにしよう
[22074.074] kumanobed: キャミィの確認で遊んでる感じです
[22074.207] siuva7: タバコはお金かかる
[22075.410] (S)zakkn: うっちゃったー
[22082.182] snowX23: 梅ちゃんが女子キャラ使うの新鮮
[22083.933] lucentsnow: 確認だけならレバーでやってみたら
[22086.875] lutz001: セロブラストのリプレイとかみたら参考になるかもね
[22099.965] (S)zakkn: やってみて
[22109.930] ttp_hayato: おー
[22114.112] xdfwjfpf: うめはら式ってことにしよう
[22115.039] (S)playatlas: ウル４のウメキャミィ知らず
[22116.773] xenys3: ジョーカーさんは何者なんだ
[22118.459] (S)shupii097: ガイル強化研究所やろっか？
[22137.424] pandascal: それ面白いねー
[22140.554] lstang: タバコ吸う人の部屋はヤニ付きまくりなのがな・・・
[22155.344] (S)andy_of_a_down: andy_of_a_down subscribed at Tier 1. 
[22156.209] neon_d99: ボタンはマジで押してるな
[22161.955] イガ: キャンセル猶予短いのかな
[22172.577] (S)radi38: 639の簡易入力は？
[22174.566] Hujimakitaichi: キャミィの確認一切できる気がしない
[22196.291] tokorozawabeast: うめさんまだ練習してるｗｗ
[22207.932] (S)kametori: 中足トリガーからは立ち小pアロー
[22213.439] (S)heatup8: 昇竜は626pが簡単に出た
[22221.187] (S)playatlas: お誕生日おめでとう中足確認
[22227.995] (S)Akakuro6: 出ないってことは確認猶予内に入力完了してないからだよね？
[22231.792] neon_d99: ボタンはマジで押してるな。出ないけど
[22235.561] siuva7: ウメキャミイもいつかくるか
[22239.271] ryo330: キャミィの純粋確認は無理でしょ
[22250.264] tokorozawabeast: これは今年のevoスゲ～楽しみだゾ。
[22271.344] neon_d99: おい安定してるぞ……
[22281.393] (S)山田たろう太郎: できちゃってるー
[22286.168] balthazar000: ますます上がる
[22288.035] (S)rdstus: ウメがおかしいだけだよ
[22296.935] dreamsinapie: 実際あんまり変わらんらしい
[22297.073] tokorozawabeast: ウメさんエルフ説。
[22299.932] (S)shomarusan: 努力してるからじゃないか？
[22300.836] oyu3: 落ちなかった
[22303.086] kamisimeru: 38歳にして完全に羽化
[22304.500] (S)naraikana: 経験がまさってるのかも
[22305.919] SleepShiva: 確認が単純な反応ではないからでしょ
[22306.481] FuToDoKiMoNo: イチローみたいなやばいヤツだけが維持できるんじゃない
[22310.048] (S)farronef: ケンの中足迅雷やってみよ
[22312.888] (S)nikkou18: 見てるとこの反応は鍛えて維持できる。周辺視野が衰える
[22314.365] pandascal: 周辺視野が落ちるんだっけ
[22315.585] ttp_hayato: さっきの強制２択ってバーディー限定なの？
[22317.978] (S)playatlas: サブスクきてたよ
[22318.640] (S)Akakuro6: できてないでしょ
[22319.440] Hitode_noko: （一般的にね）
[22320.215] ヤナイ: ゲマビやっとるしね
[22328.203] (S)Livan_Lilivan: 格ゲーとかで訓練してれば落ちないとかじゃない？
[22331.790] nappamatei: 豪鬼の立ち中kは出来る？
[22332.737] (S)myruju: マサ曰くトレモでほぼ100％じゃないと実戦は無理らしいからなぁ
[22335.028] hanpamon: あれ13Fとかじゃないの？
[22339.125] (S)farronef: あれ12Fだよね？やばすぎ
[22341.722] xenys3: 見た目的にもいぶきに差し返しよりも簡単そうに見えるんだけど合ってるのか？
[22344.108] highspeedwarakia: １４Ｆかなぁ？
[22345.008] makurag: 14だったかと
[22346.106] starkabokabo: 周辺視野は落ちるって言われてるね。高齢ドライバーとかの教習でよく言われてる
[22347.988] rotyokoro: やっぱりやってたのかアレは
[22349.131] 157655: 訓練してるから落ちにくいってことかな
[22350.063] thunderbolt0422: 12確認とかマ？
[22355.845] nozomaro: 中足迅雷とか波動挟まないと無理だ
[22357.094] makurag: そう
[22357.683] (S)kametori: 16
[22358.133] tokorozawabeast: 反応落ちるのは肉体だけで脳波の反応は落ちなさそう。
[22358.333] (S)shupii097: インプットラグの問題でできるのかな？
[22362.019] (S)kametori: 15だ
[22371.599] 感謝の正拳: 逆に子供だからってむちゃくちゃ反応いいわけじゃないよね
[22374.163] kamisimeru: キャミィは15 これは覚えてる
[22377.133] lucentsnow: ウメちゃん春麗の中足に迅雷差し替えす
[22396.210] tokorozawabeast: ヒットボックスはウメさんのイメージスピードをさらに加速させている感じがする・・
[22404.565] xenys3: 音確認
[22406.104] oyu3: 子供も反応良くても体が追いつくのかな
[22407.533] (S)farronef: やっぱきついよねあれ
[22414.224] レム__: 遅延なしだと人間の限界は11F辺り
[22417.007] grororopat: 3rdケンの中足確認はヌキさんですら完璧は無理らしいからな
[22425.821] lucentsnow: いやそれ簡単だったような
[22425.996] snowX23: 音で判断してたのかー
[22437.404] OswaldoV: Is Daigo still playing on Hitbox?
[22438.399] (S)kametori: そゆこと
[22443.160] lucentsnow: トリガーだと簡単だったような
[22448.572] コックローチ: 野球とかサッカーに比べたら反応を反映させるのが指先だけだから、選手寿命は長くなりそう
[22449.853] prisira: 膝のノックバックすごいな
[22450.243] ttp_hayato: yes
[22451.859] cazotte1776: 70ぐらいの元アナウンサーの方がバイオめっちゃうまかったし、反応は年齢でも衰えなんじゃないかな
[22452.512] ryo330: 必殺キャンセルとトリガーキャンセルじゃ猶予ちがくない？
[22457.590] (S)Youkan56: かりんの中足確認って何フレ？
[22459.737] xenys3: スト5でウメ豪鬼はトレモとはいえレア
[22463.547] (S)kametori: かりん17
[22474.434] 多抜深夜: 膝灼熱
[22477.764] (S)Akakuro6: さっきのキャミィも中足アローじゃないから多分できてないよ
[22480.428] hanpamon: ケンの中足迅雷って弟子犬さんでも状況確認じゃなかったっけ
[22488.828] dspread: 同じキャンセルなら猶予同じじゃないの？
[22491.099] tokorozawabeast: 反応が落ちるっていうよりイメージどおりの動きができなくなるって感じですよねスポーツ選手の場合は。
[22495.601] prisira: 確認できても技がでない
[22497.111] highspeedwarakia: 中Ｋトリガー確認だとやってみた感じ１８Ｆ以上猶予あるすね
[22502.238] kamisimeru: 何いってんだと思ったらヒットボックスかｗｗｗ
[22504.035] makurag: トリガーだと21Fやね
[22505.670] starkabokabo: 3rdとかだと点数の増え方でヒット確認とかしてる人もいるみたいね
[22506.072] (S)Kanquez05: 必殺技が14FでVトリが21Fっぽい
[22527.205] grororopat: さっきのキャミィもトリガーだもんな
[22534.742] makurag: 14
[22537.843] dspread: へ〜、そんな違いあるんだ
[22538.348] lucentsnow: それできんのウメちゃん
[22538.799] (S)Kanquez05: 14です
[22543.983] コックローチ: 野球の場合、年を取るとスイングスピードが落ちるので、むしろ反応を若いときより速くしなきゃいけない
[22560.902] (S)cheeseeater: 誕生日終わるまでやるのかな
[22561.640] (S)nikkou18: BeasTV杯に弟子犬エントリーしてたな
[22569.388] siuva7: 野球は動体視力大事
[22570.641] (S)farronef: 野球の民もいるねぇ
[22584.117] tokorozawabeast: 格ゲープレイヤーって意外とメチャクチャ選手寿命長そうｗ
[22585.187] (S)Akakuro6: でないのは確認間に合ってないからでてないんでしょ
[22589.796] 平本: ヌキさんエントリーしないかな
[22593.254] (S)thefrozensun_: 中足エイジスも１４じゃないっけ？
[22597.370] Ukechi: 今来たなにしてるの？
[22600.228] kamisimeru: 風呂上がりにレッドブル飲んで挑戦してみて！
[22604.635] tokorozawabeast: ウメさん６０くらいまでガチで現役やってそう
[22605.612] (S)naraikana: ヒットボックスだからでは？
[22616.543] grororopat: 3rdだとTMさんがQの中K確認ほぼ完ぺき
[22618.899] 多抜深夜: 確認系の限界に挑戦
[22627.806] xenys3: 弟子犬ランクマで100連勝してたよね
[22627.881] (S)Kanquez05: 15ができるかできないかギリギリっぽいよね
[22649.369] fl0kis: 確認が出来てないのを技が出ない事にして誤魔化してるんだから黙っとけ
[22652.985] thunderbolt0422: 3rd勢とカリンは相性よさそうやねぇ
[22656.604] gowest2018: 100ですか
[22658.614] dspread: 竜巻出来てませんね
[22664.573] highspeedwarakia: １５Ｆ猶予の確認が人間の限界だということなのかストＶは・・・なるほど
[22667.139] 鶏肉: 639の昇竜コマンド試しました？
[22685.546] crytina: 豪鬼使ってんの？
[22689.943] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[22695.925] siuva7: 出来る人いるの？
[22707.234] Joker_plus237: 勝ちたいだけの14…
[22707.707] レム__: スト5はデフォで遅延あるから15Fが限界
[22718.763] STARfromTOKYO: そもそも膝ガードしたら-4だから確反くらうんじゃない？
[22720.430] thunderbolt0422: 毎回膝確認できたらヤバそう
[22721.259] 多抜深夜: お
[22724.214] makurag: 遅延が無いゲームなんか無いだろ
[22724.290] (S)farronef: レバーきた
[22725.363] (S)shomarusan: 久しぶりのレバーくん
[22726.541] tk3333: めっちゃ練習したら出来る人はいるかもね〜。
[22727.168] ryo330: ウメチャレ
[22729.638] (S)ohigara: うおおおおおおおおウメレバー
[22729.669] tokorozawabeast: 二刀流きたぁ！
[22730.336] kamisimeru: ついにレバー解禁
[22735.712] (S)valhalla5555: 癒しのレバー
[22741.029] balthazar000: w
[22744.379] (S)lyo0822: レバーの方がええだろねこれは
[22747.994] レム__: 昔の格ゲーは遅延なかったっしょ
[22749.625] (S)shomarusan: レバーに戻れないか？
[22749.861] (S)Da01fn: Punkならできるとかあるの？
[22754.608] (S)farronef: ウメチャン頭が...
[22755.488] panzamu: ウメ豪鬼
[22757.690] avmajvm: ここにボタンあった。
[22757.872] makurag: 無いわきゃない
[22758.806] kamisimeru: 30年のレバー技術
[22765.355] (S)makibisi8787: 来週レバーつかえないじゃんｗ
[22776.178] (S)Kanquez05: Punkがスタンゲージ見てどこまでできるか知りたいね
[22776.252] nappamatei: あとはボンちゃんがやってたけど、サガットで2中kトリガー発動で、発動後に2中pが繋がると15f確認とかだったかな？うろ覚えだけど
[22778.420] kanetsucross: さすがにできる人間は存在するでしょ
[22778.564] fl0kis: ときどさんが"ブースト"を使えば出来るよ
[22780.567] 157655: さすがに疲れもありそうだけど
[22781.830] (S)valhalla5555: ｗｗ
[22786.442] kenitama: 感覚がｗ
[22789.179] (S)shomarusan: 大丈夫かそれw
[22792.033] (S)kametori: punkはスタン値確認じゃないから15もきついと思う
[22793.924] 多抜深夜: HITBOXの体に
[22803.742] tokorozawabeast: レバー変わった説
[22808.339] (S)papipopon: カワノが配信始めた
[22810.634] lutz001: ヒットボックスの天板はアケコンに近くした方がいいかもね
[22811.833] fina_thankyou: 人ってすぐ忘れるよねw
[22817.343] moyoroy: コンボブレイカー大丈夫かなw
[22819.701] レム__: 3rdなら12F確認とかできるからスト5は3Fは遅延があるんでしょう？
[22824.074] panzamu: ヒットボックス純正もかなり近いよ
[22825.154] Hujimakitaichi: どこ見るのが一番楽なの？やっぱスタン？
[22830.198] tk3333: 無理って言われる限界とか誰かが破っていくからなぁ。
[22833.442] grororopat: 単発確認だとクロダ最強説は根強い
[22837.563] (S)farronef: 1Fだけでそんな変わるのね
[22847.860] (S)kyon_404: ゲームとして遅延あるって致命傷よね
[22848.152] Hujimakitaichi: クロダ…なんで…
[22850.089] thunderbolt0422: おもしろいね、こういう検証
[22850.656] lucentsnow: 違うよね
[22853.648] (S)山田たろう太郎: 60分の1秒の違いすごいね
[22855.521] crytina: 深いね
[22855.836] xenys3: 見た目の違いは関係ない？
[22857.163] (S)thefrozensun_: teiuka
[22865.359] kamisimeru: できるー（漏らし）
[22865.543] Ukechi: すっげ
[22866.607] えるだん: しゃがんでるってのもありそう
[22867.289] STARfromTOKYO: 一回ミスっただけで4ぬから本番だと出来なそう
[22869.130] tokorozawabeast: 震度５と６くらい違う
[22869.718] (S)kyon_404: 他のハードでも遅延あるの？
[22870.993] ヤナイ: クロダさん才能だけはすごかったのに
[22871.706] (S)papipopon: 1Fの差ってでかいんだな
[22873.087] dspread: パンクでもって、ヒット確認にプロ勢で大差ないじゃん
[22873.379] 多抜深夜: 人間の反応限界だね
[22880.502] (S)thefrozensun_: ていうか１５F確認できるんだ・・・
[22882.538] Joker_plus237: しゃがみ状態は？
[22883.143] siuva7: ウメの限界がみえた
[22884.832] (S)shupii097: スタン値だからしゃがみは関係ないんじゃね
[22895.518] kenitama: キャミィの中足もあやしいって言われてたりしない？
[22895.774] snowX23: かりんの中足テンコは？
[22898.497] obo_006: 0.016秒の壁・・・うーん常人にはわからない感覚
[22901.577] grororopat: トレモなら95%出来ないと出来るって言っちゃダメって3rd勢が言ってた
[22908.694] highspeedwarakia: パンクさんはエフェクト確認だからすごいすね
[22909.192] thunderbolt0422: かりんは１７でしょ？
[22909.353] xenys3: そうだったのか
[22911.728] tk3333: 練習すれば出来るようになる…かもしれない。
[22915.771] (S)farronef: かりんの17Fの中足確認でも俺は無理だよ
[22915.912] prisira: 後は実戦の精度かね
[22917.321] (S)ソルダ: つまり0.25秒が限界？
[22919.488] kanetsucross: 人間の限界ってことはなさそうだけどな
[22921.581] hanpamon: キャミィができるならかりんは余裕でしょ
[22926.908] 快楽天ビ一スト: どうせ実戦では無理でしょ
[22931.280] tokorozawabeast: スタン値ってそういうアドバンテージもあるんですね
[22942.288] (S)shupii097: かりんのスタン値じゃない確認はできる？
[22944.508] fina_thankyou: スタン値の変化で見てるんだ
[22946.465] grororopat: 7割くらいはありそう
[22946.732] dspread: 前もしゃがみ確認は？っていう会話聞いたね
[22957.571] highspeedwarakia: 多分人間で一番精度高いすね・・・
[22958.890] SleepShiva: スタン値確認って状況確認は同時にできないってことだよね？
[22961.260] kenitama: ほとんどの人がスタン値確認
[22961.551] (S)Akakuro6: おもらしさえなければ出なくてもいいしねー
[22965.749] thunderbolt0422: ウメちゃんすごい・・・
[22966.704] (S)shupii097: すごい
[22968.023] Hujimakitaichi: うまいね
[22969.167] orange016: 少しは衰えなさいw
[22972.334] 子亀の親分: かなりの精度
[22974.349] (S)shupii097: 38歳なのに
[22977.074] grororopat: 流石にシャオハイのが高そう
[22984.085] snowX23: 対戦中スタン値見てる暇がない、我々凡人には
[22987.834] lucentsnow: 遅延があるから0.25秒じゃないよ
[22990.255] (S)valhalla5555: お
[22995.534] えるだん: レバーの入力的にしゃがみからのほうがやりやすくない？
[22996.156] neon_d99: しゃがみあるのか
[22997.106] dspread: かりんの中足からのリターンは異常
[23009.431] Hujimakitaichi: ストVってどれくらい遅延あるんだっけ
[23012.198] (S)nauti1us123: ウメハラできーるアロー
[23014.283] Joker_plus237: 立ち状態も知らず知らず確認してるんじゃない？
[23016.061] STARfromTOKYO: スタン値見てる隙に前飛びされたらどうするの
[23026.084] grororopat: かりんの中足猶予を2F減らしました。でも世界変わるな
[23030.304] kamisimeru: ごめんごめんうそうそ来て
[23056.217] (S)shupii097: 戻してみたら？
[23058.251] prisira: スタン値だけじゃないってことがわかった？
[23058.826] lucentsnow: やっぱりしゃがみのほうがやりずらいのか
[23064.906] dspread: スタン値確認できるなら状況確認する必要ないじゃん
[23066.479] (S)Akakuro6: ケンの立ちくらいモーションがスタン値といっしょにみえるからじゃない？
[23071.812] balthazar000: 己を知れば100戦、、、
[23073.142] ryo330: ボンちゃんもスタン値確認なのにふーど相手だとやりづらいとか言ってたね
[23084.107] SleepShiva: あースタン値ガン見してても状況も見れるな
[23089.310] prisira: やっぱり全体見てるんだね
[23089.792] kirsch_jing: ふ～ど値ある？
[23093.445] prototypeie: 不思議だねぇ
[23105.426] レム__: スタン値確認だけじゃあかんの？
[23106.192] thunderbolt0422: 深いね
[23107.519] xenys3: 自分が思ってる以上に視野角広かったかー
[23120.312] コックローチ: スタン値と一緒にケンの頭のあたりを見てそう
[23122.802] イガ: ガードするときケンはしゃがむのに？
[23124.492] gowest2018: 面白い
[23125.252] kamisimeru: そんなに見てた？
[23125.338] (S)Akakuro6: しゃがんだ方がスタン値から遠いから
[23126.083] thunderbolt0422: 見てるわ（確信）
[23127.559] (S)sodomu: でも入れ替わってる時もあるじゃんね
[23127.907] highspeedwarakia: 自分でやったらしゃがみでも確認できるから人によるかなぁ？
[23134.067] Hujimakitaichi: はえ〜
[23137.270] kamisimeru: 自分で自分に騙されてる
[23141.714] レム__: ｗ
[23145.179] tk3333: 見てるなら上見なくても出来るのでは？
[23151.427] kirsch_jing: 慣れやったかー
[23154.499] Joker_plus237: 出来てるw
[23154.566] neon_d99: 二転三転ｗ
[23155.144] prototypeie: 迷宮入り
[23155.583] (S)桜風かなた: 相手の姿勢によってうちづらいとか感じるとかあるからねー
[23161.458] rockman0120: www
[23162.206] レム__: 14はできたとしても安定は無理そう
[23162.996] balthazar000: がんがん挑戦しよう
[23164.827] dspread: あるとしたら背景が夜だからじゃない
[23165.132] thunderbolt0422: 今ならいける
[23167.072] xenys3: 14チャレンジ
[23175.234] lucentsnow: いけんのかウメちゃん
[23176.734] (S)Kanquez05: 14は朝じゃないとｗ
[23176.743] silvermucym: さあ
[23178.901] あと1983: 上＝スタン値？
[23179.578] neon_d99: できなかったらまた朝やろう
[23181.784] gowest2018: 色々検証するですね
[23185.339] highspeedwarakia: できたら膝灼熱いらなくなる
[23190.870] hanpamon: 38にて成長し続ける男
[23194.261] grororopat: GO1が春麗の中足確認精度やばいけどあれなんFなんだ
[23195.508] 名無しベータ: サンドバッグケン
[23196.423] thunderbolt0422: できなくても膝灼熱がある
[23209.612] (S)Kanquez05: 反応時間とか研究してる人と対談してほしい
[23216.251] (S)てりー: ヒット確認の練習？
[23217.244] kahaku91: もん！
[23219.685] prisira: あのいぶきの練習も大概だけどねｗ
[23221.364] (S)zak1818: カワノのヒットボックスサンリオやんｗ
[23229.069] (S)shomarusan: １f早くコマンドを成立させるのだ
[23230.064] kirsch_jing: ｗｗｗｗ
[23237.808] xenys3: 1フレームの壁
[23238.098] hanpamon: 何F目にボタン押してるとか見えればいいのにな
[23242.114] dspread: 弱竜巻は？
[23245.350] thunderbolt0422: この１フレがイジらしいね
[23252.523] (S)playatlas: 人間の限界？
[23254.740] kamisimeru: イブキのは全体フレームで動きはじめの認識がわかりにくいからね
[23256.103] neon_d99: UNIのトレモ表示されるよね。あれほしい
[23256.178] irohas3: いないでしょ
[23260.437] highspeedwarakia: 流石に見たことないなぁ
[23263.825] prisira: ときどがやってないならいないと思う
[23265.017] thunderbolt0422: 無理でしょ
[23266.584] kamisimeru: 絶対いない
