[12.561] momiji4431: おかえり
[7267.459] pokumin2: ｗｗｗｗｗｗｗ
[7267.460] nidogami: ハンサムで死か
[7267.607] updox: ４でした
[7267.670] けいず: 霊柩車wwww
[7267.707] 寝るポイント: 面白すぎるｗｗ
[7267.935] ~MISSING_COMMENTER_INFO~: wwwwwwww
[7267.967] poposuke: 霊柩車
[7268.062] yattunohoo: ｗｗｗｗｗ
[7268.126] porcupinepine: ハンサムもありがとう
[7268.231] nanddeya: 霊柩車はライン越えてるｗ
[7268.241] usa451: おもしろすぎるｗ
[7268.324] (S)wankoro_moti: 4が・・・
[7268.353] fireworks777: ガチファンｗ
[7268.358] (S)gyu_nyuu_pann: wwwww
[7268.427] (S)nakao1976: ハンサム霊柩車
[7268.631] fujinami_shintarou: おもろ
[7268.759] afuring: 笑う
[7269.007] hayashi01: ベストタイミング
[7269.070] 可視化: 死ぞ
[7269.149] Revelation3: これはハンサムでした
[7269.173] (S)yukke85: 霊柩車ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[7269.242] (S)kaituburi: wwwww
[7269.247] (S)hinemosu4: 死
[7269.277] 北極やさい背脂: LUL
[7269.543] momochan6: お棺だよｗ
[7269.666] orange88: ｗｗｗｗｗｗｗｗｗ
[7270.058] あおきりん: 収容ｗ
[7270.214] toro0524: 給油ｗ
[7270.226] komine58: 霊柩車ｗｗｗｗｗ
[7270.927] akiaki0612: 燃やそう
[7271.058] chamomile21: 霊柩車
[7271.162] QUENCH666: ww
[7271.222] Jnouchi: 霊柩車はやめろｗｗｗ
[7271.250] HirocoT: ｗｗｗｗｗ
[7271.755] nekosamu59: マジでメリー号だなｗｗｗｗ
[7271.944] dd4m: クラクション鳴らして発車しよう
[7272.175] moscat0c7: ハンサム専用
[7272.280] (S)ディコトミー: 霊柩車到着
[7272.693] tw_numa: 霊柩車きめした
[7272.745] shinobuchan4649: ちゃんと給油してて草
[7272.747] kinokoyaki: ハンサムかシカ
[7272.801] samalunch: 霊柩車わろた
[7273.466] fin_fannel: 来るの早w
[7273.633] (S)leonhard_mage: これやばい絵面www
[7273.852] Truth_function: 収容
[7273.889] (S)hodanonn: ８８８８８８８８８８８
[7273.946] botamochibouya: 痛車
[7274.021] (S)gyu_nyuu_pann: 霊柩車ww
[7274.078] kiichang: ちょっと面白すぎるでしょ
[7274.099] 凹しろへび: ハンサムか４か
[7274.394] neon_d99: ハンサム号が死を運んできた
[7274.642] 大先導者抬冝: 前のめりハンサム
[7274.683] 2bs_02: 棺桶ｷﾀｰ
[7274.907] hukohuko: 死
[7274.962] enuemu3: wwwww
[7275.769] kai1654865: なにこれwww
[7276.157] Hitode_noko: 死ぬまで前のめりだった
[7276.415] nitamago33: このオチはすごいｗｗｗｗ
[7276.524] (S)enco201133: 死w
[7276.556] ポンポン: ハンサムありがとうな
[7276.633] ~MISSING_COMMENTER_INFO~: ずるいなぁw
[7276.674] bakedonion: 最高のお迎え
[7277.145] umesecond: ｗｗｗｗ
[7277.396] ohigekujira: ピットイン
[7277.972] nanddeya: 杖回収
[7278.024] porcupinepine: 杖ｗｗ
[7278.163] にわごり: ドロップｗｗ
[7278.264] (S)大鳥秀ん: まじで何用の車なのｗ
[7278.531] maruOMEGAmaru: 至言すぎるやろ
[7278.969] icyblue1985: 霊柩車
[7278.987] (S)yukke85: ｺﾛﾝ…
[7279.059] towai8: なんだよこれw
[7279.198] zetton7: これは有能
[7280.044] afuring: ハンサム号笑う
[7280.344] 記入漏れ: ハンサムなまま逝く
[7280.344] (S)_ぷっちょ_: ドロップアイテム
[7280.576] kakugehadouken: 霊柩車 笑
[7280.621] umechin7: 100キロ以上歩いたんだから、頑張ったよ
[7280.757] momoha422: ハンサム号www
[7280.809] (S)kaituburi: かっけぇよ…
[7281.060] (S)昼さん: ハンサムのつえ
[7282.245] mitsuyasf6: 杖よこせ
[7282.647] ddb365: ハンサムありがとう！
[7283.747] akasanz3x: 杖置いてけｗ
[7283.882] (S)食用ばるさみこす: 杖ドロップ
[7284.197] kobayan86BRZ: 形見
[7284.622] rxz_2017: 「死」
[7284.955] かみこくりょう: handsome or die
[7285.218] (S)yoshiaki1986: 笑っちゃいけないけど笑うわ！
[7285.219] ahum108: ハンサムか死か
[7285.791] ババシャツ: www
[7285.815] xxxmach: 急に笑いの雰囲気強くなったｗ
[7286.167] (S)junjamaica: 握手しよう
[7287.221] spring__thief: はよ移動しないとエネオスに迷惑かかるぞ
[7287.356] az1283: 折笠さんおつかれさまでした！！
[7287.427] ebiebi12: 杖返せ
[7287.598] (S)ノア1844: ウメハラさん、hokaに変えた方が良いのでは？
[7287.776] sourunidenwasiyou: 形見
[7288.094] samuraichampoo: ドロップアイテム
[7288.132] orange88: これはひどいｗｗｗ
[7288.185] (S)gyu_nyuu_pann: 杖よこせ！！
[7289.223] itokoba11058: ハンサムスティック
[7289.409] 凹しろへび: 遺品
[7289.691] akiaki0612: 杖返せ
[7289.736] たぬきーですね: ハンサムか死か→ハンサムなまま死
[7289.878] (S)ｾﾀﾒﾝ: 遺留品
[7289.970] caesa55: 伝説のアイテム
[7290.025] mamimemou: 装備脱がせ！
[7290.065] meganesandesuyo: アールさんww
[7290.099] あおきりん: 遺品
[7290.559] (S)wankoro_moti: 妖怪杖おいてけ
[7290.760] mitsuyasf6: 伝承
[7290.825] afuring: 泣ける
[7291.089] kazuyaxxxxx: オルテガのつるぎ
[7291.124] 寝るポイント: タンポポｗ
[7291.260] massaaan: がんばった
[7291.353] お灸: 形見
[7291.372] totokarutyo: 死してのちやむ
[7291.638] (S)mart_00_: wwwwww
[7292.112] Revelation3: 使うと死ぬぞ
[7292.384] ~MISSING_COMMENTER_INFO~: FallCry
[7292.547] gonzou1986: 形見
[7292.922] ごまさんです: お疲れ様でした
[7292.932] Magmoog: デュアルハンサムスティック
[7292.944] mmiiacha: ボスドロップ
[7292.984] usa451: あるけるの？
[7293.557] nanddeya: 形見としてな
[7293.774] enuemu3: 形見
[7293.999] khumama: 遺品ｗ
[7294.007] hukohuko: まさかの伏線回収
[7294.551] umesecond: 装備ゲット
[7294.606] purinpa: たんぽぽあったけえ
[7294.834] showsbsp: 呪いのアイテム
[7294.853] porcupinepine: 受け継がれる
[7295.023] ~MISSING_COMMENTER_INFO~: 遺品
[7295.920] olivemocomichi: 愛着湧いてるｗ
[7296.293] nidogami: 遺品
[7296.481] pinkdark01: 形見
[7296.674] ぐぐっす: ハンサムステッキ
[7296.713] (S)ぐるえむ: LUL
[7296.715] (S)haicro_zm: 杖継承
[7296.881] potesaraudon: 妖怪杖置いてけ
[7296.948] (S)ys120: ハンサムスティックをてにいれた
[7297.326] wakuwakusandayo: ハンサムの杖を手に入れた
[7297.391] しずさん: ハンサムのぬくもりが
[7297.434] komine58: オルテガｗｗｗ
[7297.441] 将門ゴルゴロ: ドロップアイテムｗ
[7297.493] caesa55: ｗ
[7297.656] にわごり: ハンサムの遺志ってわけ
[7297.692] (S)noriakiisreal: 呪物手に入れたな
[7297.732] (S)gyu_nyuu_pann: 遺品
[7297.859] にな207: 形見；；
[7298.138] あきル: ロトの杖
[7298.217] kuniyoshi8: 剥ぎ取り！！！
[7298.556] momochan6: 杖持ち逃げはあかんｗ
[7298.652] syoheihei: 呪いのアイテム
[7298.715] kazukitaiga: 折笠ソード
[7298.791] (S)yudedako: パパスの剣
[7298.847] kinokoyaki: ｗｗｗｗｗｗｗｗ
[7298.935] tanutanu_3: 杖ドロップ
[7298.985] 可視化: 遺品
[7299.047] ぷらさん: だんごさんに
[7299.154] shinobuchan4649: ありがとねー
[7299.169] ライム_: 死の杖
[7299.206] jtopnbsd: あー確かに靴買えた方がいい
[7299.244] une3333: ドロップアイテムw
[7299.610] afuring: 遺品
[7299.673] doublepush_da: おいいいい
[7300.242] (S)Nao_iwt222: 形見
[7300.375] mamimemou: ｗｗｗｗｗ
[7300.691] toro0524: 杖使いだしたらあぶないというジンクス
[7301.255] 大先導者抬冝: トラポ回収
[7301.815] tabibitox: 車に荷物あるんじゃないん？
[7302.023] akiaki0612: 装備回収
[7302.273] もきち555: ドロップした
[7302.469] sikusi: はっや
[7302.852] Maxxyy_m: 壊したｗ
[7303.130] (S)gokukeshi: 形見
[7303.322] yattunohoo: ドロップｗｗ
[7303.540] ペプシ男: とりあえずハンサムは病院いって考えようぜｗ
[7303.669] mokeke_kemono: 過酷さがｗ
[7303.744] fin_fannel: えw
[7304.209] balthazar000: 強めに言った
[7304.476] (S)食用ばるさみこす: www
[7304.523] (S)mart_00_: おつかれー！！！
[7305.091] (S)leonhard_mage: まず病院だねぇ
[7305.125] ポンポン: 草
[7305.198] poyoyon915: 折笠ぐっばい！安静にしろよ
[7305.250] (S)ゆなっこ: ハンサムさんお疲れ様ーーーー
[7305.320] mc_cat_and_dj_dog: 杖ドロップ
[7305.922] chamomile21: ひでぇ
[7305.923] mifune1046: エルデンリングのアイテム
[7306.102] weeep1: おつかれ～
[7306.244] habutaedango: ゆっくり冷やせ
[7306.466] じゃべりんまん: ｗｗｗｗｗｗ
[7306.702] y4ki29: っっっw
[7306.743] (S)hinemosu4: wwww
[7306.895] porcupinepine: ありがとーーーーーーーーー
[7306.963] umechin7: ハンサムおつかれー
[7307.223] じゃっｶﾙ: 折れてるのwww
[7307.447] suginaka56: えええ
[7307.491] ババシャツ: 受け継がれし意志
[7307.549] Coedawg: umeSalute
[7307.604] tw_numa: じゃあの
[7308.041] fujinami_shintarou: おつかれさん
[7308.746] rxz_2017: 人のもんをｗ
[7308.894] HirocoT: アイテム！
[7308.938] nitamago33: 壊されたｗ
[7309.546] ど正論パンチ: ごみどもwwwwwwwwwwww
[7309.968] burisuke: レアドロップ
[7310.016] gonzou1986: お疲れ！！
[7310.332] caesa55: おつかれ！
[7310.850] senseiabcd: 呪いのアイテムw
[7310.871] updox: 折れてるから膝壊れた？
[7311.083] kuniyoshi8: おつかれーーーーーーー
[7311.138] ~MISSING_COMMENTER_INFO~: hansamu
[7311.230] shinobuchan4649: かっこよかったよ
[7311.301] poposuke: おつかれーー
[7311.390] 歯抜けじじぃ: 形見
[7312.091] umesecond: KＳＫめっちゃ嬉しそう
[7312.575] (S)ディコトミー: 継承
[7312.613] (S)hodanonn: お疲れ様です！
[7312.636] Fanta198: お疲れさま！
[7312.863] tama_zx61: ｗｗｗｗｗ
[7312.935] perushi8: おつかれ！
[7313.000] かに〇: おつかれー
[7313.039] hanzou3: ハンサム 
[7313.153] (S)yaohkobe: ごみどもｗ
[7313.411] (S)Hiclere: おつかれ！
[7313.439] (S)ノア1844: hokaに変え無くて良いんですか？
[7313.527] unagimaccha: 形見？
[7313.672] (S)enco201133: 泣けてきた
[7313.716] (S)waradosa: アイテムげっとｗｗ
[7313.982] 13th_arcadia: お疲れ！
[7314.068] forthemoment_elt: 8888
[7314.109] toro0524: お疲れ様！
[7314.368] 将門ゴルゴロ: お疲れさん
[7314.474] tw_numa: またねー
[7314.630] 閃光の: 呪いアイテムやろ
[7314.683] samalunch: おつかれさん
[7314.988] (S)yukke85: ｗｗｗｗ
[7314.997] amachuchu: おつかれさまでしたあああああああ
[7315.215] (S)gyu_nyuu_pann: おつ！！！
[7315.344] sourunidenwasiyou: お疲れ
[7315.359] ohigekujira: お疲れ様
[7315.535] ~MISSING_COMMENTER_INFO~: ごみどもｗｗｗ
[7315.562] 大先導者抬冝: お疲れ様！！！
[7315.571] ゴン攻め: おつかれー
[7315.575] (S)やすぽこ: お疲れさまです
[7315.579] まとご: 弘前に杖さそう
[7315.643] (S)junjamaica: お疲れ様
[7315.651] ゆうマン: おつかれー
[7315.675] みみち_333: お大事に！
[7315.766] mamimemou: お疲れ！！！！
[7315.802] (S)なべを: おつかれさまでした！
[7315.825] chin_56_: 手汗凄そう
[7315.895] fallere825zzzz: umeSalute
[7316.216] (S)_ぷっちょ_: 爪痕
[7316.266] rxz_2017: なんでだよｗ
[7316.656] ポンポン: さよならハンサム
[7316.819] (S)binbougachiyaba: おつかれさま！
[7317.145] kenken_0987: お疲れ様です
[7317.187] az1283: おつかれさま！！
[7317.304] (S)ancehutn: ｗｗｗｗｗｗ
[7317.393] やきにくマン: ハンサムスティックw
[7317.413] フォグ: ハンサム ありがとう
[7317.419] 寝るポイント: 泣いちゃう
[7317.485] updox: おつ
[7317.542] bakedonion: ハンサム号作った甲斐あったな
[7317.695] てつのすけ_: おつかれー！
[7317.739] にな207: ｗｗｗｗ
[7318.083] mayoichankick: おつかれ！
[7318.141] (S)gazesd: umeFail
[7318.266] kaname178: おつかれ
[7318.316] (S)mac011400: おつかれ！
[7318.574] ワイエム: ハンサムお疲れ！！
[7318.853] nitamago33: ｗｗｗｗｗｗｗｗ
[7318.899] kaminagi1637: おつかれさんです
[7319.183] afuring: www
[7319.361] shinobuchan4649: かっこ悪かったけどかっこよかった
[7319.733] fabregas123456789: おつかれだあ
[7319.780] myodent21: お疲れ様ーーーーー
[7320.012] 浅草ガッツマン: 折笠リタイア？
[7320.178] AtomPeter: お疲れさまです
[7320.405] 毛だま: 頑張った！
[7320.408] プーゴリちゃん: ハンサムおつかれ！
[7320.789] showsbsp: 捨て台詞わろた
[7320.880] Revelation3: 最後までハンサムだったな
[7321.205] ~MISSING_COMMENTER_INFO~: じゃあなーごみども＾＾
[7321.501] (S)yukke85: おつかれさま
[7321.542] hairi0610: 折笠さんおつかれ
[7321.809] suginaka56: なんだそりゃw
[7321.979] r_indou: おつかれーーー！
[7322.009] matsu_zalem: お疲れ様ー
[7322.499] maysannnn: お疲れ様ー！
[7322.707] momoha422: お疲れ様折笠さん！
[7322.781] じゃない方のたなか: おつかれさま！
[7322.784] (S)冷製カミス: 口わっるｗお疲れ様です！
[7322.862] (S)redpeppar510: さきっぽは消耗品だからｗ
[7322.889] (S)wankoro_moti: 心なしか表情が晴れやかになった…
[7322.926] yui_arsene: お疲れっす！
[7322.952] lapistaxx: 魂は預かった
[7323.059] samuraichampoo: ひどい捨てセリフｗ
[7323.118] _ピート_: 荷物
[7323.247] kaigaizei: 悪態ついて消えてった
[7323.393] ohigekujira: 凄い頑張った
[7323.988] (S)gorogorogorn: ハンサムありがとー
[7324.102] 大先導者抬冝: 前のめりハンサム
[7324.106] fin_fannel: ハンサム、散る
[7324.171] (S)s0ft0fu: おつかれー
[7324.250] クマモンド本渡: お疲れ様！！
[7324.551] m_k_style: umeYay
[7324.836] ごまさんです: ガソスタでやんなｗ
[7325.252] chatamaru: 呪い感じるw
[7325.920] nitamago33: 最後の強がりｗｗｗ
[7325.923] HirocoT: おつかれさまです！！ 
[7325.947] enuemu3: お疲れ様
[7325.991] une3333: なんだその言い草w
[7326.038] sikusi: umeYay
[7326.095] (S)monmon_petitpetit: おつかれ！！！！！
[7326.370] レトロじじい: おつかれ！
[7326.451] porcupinepine: ハンサムがいない写真
[7327.463] (S)昼さん: ありがとう折笠さん おじリーグは石井プロ応援します！
[7327.526] (S)やあああ: どういう構図？ｗ
[7327.664] じなーな: ハンサムお疲れ
[7327.672] (S)メタルぱんだ: ｗｗｗｗ
[7327.719] akiaki0612: 謎の悪態
[7328.039] akiuri7521: 折笠さんおつかれ
[7328.185] chin_56_: dead
[7328.189] (S)ｾﾀﾒﾝ: 死して屍拾う者なし
[7328.359] chamomile21: おつかれさま
[7328.485] umechin7: 残り◯名っ・・！！
[7328.495] ~MISSING_COMMENTER_INFO~: ｇｍ
[7328.503] にわごり: 壊れちまったよ
[7328.741] (S)shevaseaborn: お疲れさま！
[7329.546] loran_t: つぎ込んだ種返して！
[7329.884] alienpistoljp: 急に元気だなおいw
[7330.190] moricocoa: ｗ
[7330.429] てつのすけ_: 病院行けよー
[7330.495] (S)mart_00_: ？？
[7330.507] tw_numa: 散歩やめて帰るだけや
[7330.664] sasanqua1985: 最後の強がり
[7330.927] ラリメモ: お疲れ様 病院行けよ
[7331.506] matumatu777: お疲れ様です
[7332.901] jtopnbsd: 死体が写真をｗ
[7333.162] ~MISSING_COMMENTER_INFO~: カフェさん；；
[7333.272] suzuha1112: そして、バトンは引き継がれまた
[7333.358] tabibitox: ハンサム戦死
[7333.481] gennainob: お疲れ様でした！
[7333.732] (S)nakao1976: これは…思ってたより本気で悲しい気持になるな。
[7333.802] kanabuso: そのさきっちょ、ノルディックじゃね？
[7334.997] weeep1: ハンサムを取れよｗ
[7335.598] みみち_333: 寂しくなるぜ
[7335.701] ~MISSING_COMMENTER_INFO~: ウメさんになんてこというんだ！
[7335.708] porcupinepine: ハンサムのいない集合写真
[7336.506] ahum108: 給油してるし
[7337.078] toro0524: 写真とらされるｗ
[7337.158] POK2hy: 最後までハンサムだった
[7337.262] にわごり: 死者の視点
[7337.325] tissuepaper857: ハンサムの居ない写真・・・
[7338.144] habutaedango: なんで折笠さんがとるの
[7338.313] Maxxyy_m: umeSalute
[7338.745] (S)pirosue_: 歩き方おかしいもんなしゃーない
[7338.801] (S)mogetasan: ハンサムであれ
[7338.811] 寝るポイント: ハンサム号のフラグがここで回収されるとは。。。
[7339.224] balthazar000: kskの会話相手出来ると思ったのに
[7339.468] matsu_zalem: umeCat2
[7339.660] showsbsp: 遺影！
[7339.675] onihey: 友達に撮ってもらえよ
[7339.974] (S)wankoro_moti: TTours
[7339.999] フォグ: なんで ハンサムが撮るw
[7340.222] khumama: はんさむうつらねーのかよｗ
[7340.253] bara_567: ここの可愛いスタッフまだいるかな
[7340.360] (S)osenbei10: お疲れ様でした
[7340.669] voyager029: お疲れ様
[7341.067] QUENCH666: お疲れ様でした
[7341.331] (S)gyu_nyuu_pann: マッスル…
[7342.054] (S)黒鼓ぜろ: バラエティ的にはリタイアするとハンサム号が来るは面白すぎる
[7342.474] (S)_ぷっちょ_: よたよた
[7342.536] kuniyoshi8: 痛そう；；
[7342.804] kaigaizei: 結局ひとりぼっちのKSK
[7342.968] (S)junjamaica: 握手は
[7343.013] une3333: 声がw
[7343.408] ぷらさん: 温泉いって病院いきなさい
[7343.601] (S)yukke85: ヨロ・・・
[7343.676] (S)issui_orga: おつかれ！
[7343.797] fabregas123456789: ほんまに無理しないほうが膝は
[7344.166] はぐれ512: ハンサムさんお疲れ様でした
[7344.797] xxxmach: ハンサム抜きの写真は草
[7344.893] njpw2017: だいぶヤバい姿
[7344.908] toro0524: 一人いなくなった･･･
[7344.981] ポンポン: 一人死亡
[7345.425] akiaki0612: 足が
[7345.522] shinobuchan4649: 歩き方もうやばいもんなｗ
[7345.846] komine58: 酔ってる
[7346.164] トール_0213: 右上にハンサムの顔写真だけ貼っとこう
[7346.398] myodent21: 本当に寂しい
[7347.458] puertoescondidomota: ハンサムを忘れない
[7347.767] (S)waradosa: さようなら・・・
[7347.949] senseiabcd: 体ぐにゃぐにゃじゃねえか
[7348.083] tokage5577: おつ～～
[7349.277] matsu_zalem: umeBoom
[7349.780] chin_56_: 友情
[7349.875] (S)kaituburi: 折笠さんGG Cheer100 Cheer100
[7350.312] machakyuro: 最後にみんなで撮ったら？
[7350.743] grove0301: どんどん人が減っていく写真が撮れるんだな？
[7350.747] akasanz3x: リアルだからねえ
[7350.845] (S)haicro_zm: おつかれハンサム
[7351.201] mamimemou: ハンサムはハンサム号とともに
[7351.595] ペプシ男: フォーエバーハンサム
[7351.796] folnarock: リタイアしたやつに撮らせるのうける
[7352.545] あさつき教: ハンサムお疲れ！
[7352.972] az1283: 折笠さん、足のケアしてな！！
[7353.219] showsbsp: 野田ァ
[7353.292] toaluH2O: 脱落…
[7353.395] tw_numa: じゃあの
[7354.234] (S)gazesd: umeZen
[7354.442] (S)gorogorogorn: ハンサムの死は無駄にしないよー
[7356.727] porcupinepine: いずれ・・・
[7356.905] sourunidenwasiyou: 戦友
[7356.978] (S)Hiclere: ほんとそうだね
[7358.081] feel2525: かなり膝きとるね
[7358.347] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗ
[7358.418] さいぞう: お疲れッス
[7359.432] あーるわいねっとわーく: ハンサムだけがいない世界
[7359.434] 黒魔: ハンサム・・・おめっぇ・・・足が・・・・！！！
[7361.578] akasanz3x: みんな必死だったから
[7361.959] suginaka56: 握手w
[7362.128] chikotsu: BibleThump
[7362.257] iguchiill: ｗｗｗｗ
[7363.689] ぷらさん: 戦友離脱
[7364.841] (S)hodanonn: ｗｗｗｗｗｗｗｗｗｗ
[7364.885] sikusi: 結局、kskさん一人
[7365.085] (S)メタルぱんだ: ｗｗｗｗ
[7365.485] nitamago33: いやちょっと泣けてくる
[7365.868] (S)misosiru: ｗｗｗｗｗｗｗｗｗ
[7366.322] shikiso49: 死体蹴りしろ！ｗ
[7366.362] rxz_2017: 明日は我が身だからなぁｗ
[7366.392] kuniyoshi8: どうして感動する；；
[7366.536] fin_fannel: 頑張ったの分かるから
[7366.573] khumama: 今の写真の右上にハンサム遺影はっとこ
[7368.085] もきち555: いや よく頑張ったよｗ
[7368.666] emonga000: ハンサム入れた写真撮ろうぜ
[7368.677] une3333: 俺たちもだよw
[7368.708] フォグ: 泣けるぜ
[7368.970] usa451: ふーどさんにもいてほしかったな
[7369.121] (S)ancehutn: ｗｗｗｗｗ
[7369.376] mokumoku_walking: BibleThump
[7369.396] mifune1046: これは茶化せねぇよ…
[7369.522] (S)waradosa: おいしいビールのみたいだけなのに・・・ｗ
[7370.665] (S)inkgran: ｗｗｗｗｗｗ
[7370.671] 4444446666: こんなくだらねえよｗｗｗ
[7371.595] porcupinepine: 握りしめてんだよ
[7371.617] (S)ディコトミー: 予想外の悔しさw
[7371.697] (S)junjamaica: ｗｗｗ
[7371.919] wowowo_quicksilver: ハンサムまじハンサム
[7372.321] prosciu: wwwww
[7372.596] (S)kaituburi: ギャグ漫画だと思ってたのに…
[7372.791] (S)mart_00_: wwwww
[7373.144] ごまさんです: ；；
[7373.414] (S)シンノ: wwww
[7373.515] Hitode_noko: 自分がこうならないと言えないからな...
[7373.525] mamimemou: ｗｗｗｗ
[7373.797] samuraichampoo: ハンサム船降りる
[7373.942] toro0524: 折笠毒はいてけｗ
[7374.380] (S)gyu_nyuu_pann: ちょっと泣けるw
[7374.501] satotuno: (*´꒳`ﾉﾉﾞ☆ﾊﾟﾁﾊﾟﾁﾊﾟﾁﾊﾟﾁ
[7374.909] chamomile21: 茶化せねえよ
[7375.096] (S)昼さん: くだまくんじゃねぇよｗｗｗ
[7376.145] プーゴリちゃん: ｗｗｗｗｗ
[7376.443] ババシャツ: ｗｗ
[7376.521] jtopnbsd: ｗｗｗ
[7377.042] ゴン攻め: 寂しいなぁ
[7377.055] une3333: もっとバカにして笑って終わるかと思ったよww
[7377.870] にな207: ｗｗｗ
[7378.007] fin_fannel: 泣く泣く
[7378.033] syoheihei: 忘れるな、この思い
[7378.188] (S)noriakiisreal: 精一杯の笑顔が痛ましい
[7378.892] akiaki0612: キレてるw
[7379.494] dopweb: ksk車どけないと
[7379.996] (S)nakao1976: たんぽぽ
[7380.129] spike_san: いいシーンだｗ
[7380.421] tentough: w
[7380.515] kazukitaiga: ついてきたのはてめえだろｗ
[7381.240] mmiiacha: たんぽぽｗｗ
[7381.480] mnktjn: たんぽぽｗ
[7381.747] ddb365: ｗｗｗ
[7382.743] icyblue1985: 捨てられないタンポポ
[7383.401] az1283: 寂しい
[7384.155] (S)gyu_nyuu_pann: wwww
[7384.386] myodent21: BibleThump
[7384.702] pokumin2: ｗｗ
[7386.707] momoha422: 折笠さん弘前待ち？
[7386.828] 大先導者抬冝: 優しい男だよ。
[7387.305] mitsuyasf6: たんぽぽw
[7387.487] 新福菜館マン: ドモンがGガンダム呼んだくらいの速さでハンサム号来たよ？
[7389.048] porcupinepine: ありがとうハンサム
[7389.582] ババシャツ: たんぽぽ折笠
[7390.050] tw_numa: 8000にんが
[7390.820] forthemoment_elt: おしばなしよ
[7390.965] にわごり: 忠臣いてよかったな
[7393.066] rxz_2017: まずガソリンｗ
[7393.347] uroitann: えいたさんだったらもっと煽りコメだらけになりそう！w
[7393.350] Hitode_noko: 悔しいな
[7393.396] space_odyssey2001: 脱退者ってもっとイジレルと思ってたけど、むりだな
[7394.366] poyoyon915: あばよ！
[7394.599] game8818: ありがとうな！
[7395.268] 感動詞: あーおもしれえなあ折笠さん
[7396.253] ahum108: した！
[7396.573] nitamago33: まあガソスタですからｗ
[7397.613] shumatsu623: じゃあの
[7398.363] sei_6: ここから脱落続くか、、
[7398.451] chin_56_: 受け継がれる意志
[7399.289] shinobuchan4649: 笑えるけど泣けるね
[7399.664] (S)ハルキ10: ありがとー！
[7399.780] (S)enco201133: 感動をありがとうございました
[7399.950] shib16: ハンサム脱落
[7400.535] (S)tasuminn: 給油しないと叩かれるだろ
[7400.555] umechin7: ハンサムおつかれ
[7400.604] 大先導者抬冝: 原付きで参戦
[7400.797] caesa55: ふらふらｗ
[7400.897] (S)昼さん: ナイスハンサム
[7401.026] teruharu_: お疲れ様！
[7401.140] (S)raurakd: さらばハンサム
[7401.675] pinkdark01: kskとハンサムカー合流したらいいんじゃ
[7401.683] Mendoh: サンサーラ流してあげてほしい
[7401.968] 2bs_02: わりぃ、オレ死んだ
[7402.601] myodent21: せつねぇ
[7402.861] user_5960: いたる…
[7402.952] (S)ディコトミー: 盛り上がった
[7403.091] koudou3: 歩き方ｗｗｗｗｗｗｗ
[7403.223] ekusu00x: ｡･ﾟ･(ﾉД`)･ﾟ･｡
[7403.828] vemiho: かなしいな
[7404.297] onihey: てきとーにな
[7404.481] hato_pizza: Gガンの早さw
[7404.567] 浅草ガッツマン: さよならー
[7404.798] あさつき教: 悔しいな
[7404.959] 凹しろへび: ありがとう！
[7405.019] itokoba11058: 一緒にお花見ようね
[7405.083] samuraichampoo: 過酷な旅である
[7405.163] hinokihinoki: 別れたら号泣しそうだなｗ
[7405.178] ごまさんです: 病院いけ
[7405.330] hukohuko: 良いシーンなんすよ。
[7405.458] (S)yoshiaki1986: いろんな感情が押し寄せてくるw
[7406.205] ~MISSING_COMMENTER_INFO~: そりゃタダで場所使う訳にもいかないからな
[7406.461] (S)ノア1844: hoka変えなくて良いんですか？
[7407.159] 寝るポイント: 花見は一緒にやろう
[7407.398] (S)hodanonn: 感動した
[7407.827] caesa55: 気を付けてｗ
[7407.945] pokumin2: ｗｗｗｗｗ
[7408.014] maysannnn: ナイスハンサム！
[7408.254] (S)mart_00_: ありがとうーー！！
[7409.082] umechin7: ありがとー！！
[7409.125] micaTM: ありがとう、おつかれさま！
[7410.327] (S)daichan1200: 時間ねぇかんな
[7410.363] sasanqua1985: おじリーグでも応援するぞ！
[7410.551] Coedawg: yucchoG
[7410.584] kosmos5567: ふらふらだ…
[7410.823] prototypeie: お疲れ様でした！
[7411.202] (S)憂う者の弟子: 死亡確認！
[7411.264] ebiebi12: 誰これ
[7411.533] comeco2017: おつかれさまでした！
[7411.847] conscell: 足ｗ
[7412.506] sikusi: 酒飲んで、ゆっくりして
[7412.934] nicknocknocken: ほんとありがと
[7412.963] porcupinepine: うおおおおおおおおお
[7413.238] icyblue1985: おつかれー
[7413.243] (S)メタルぱんだ: ハンサム伝説ｗ
[7413.865] np2np: うめちゃんも靴をどうするのか
[7413.923] balthazar000: 乙
[7414.123] ババシャツ: ｗｗ
[7414.320] (S)junjamaica: 医者行けよハンサム
[7414.848] Truth_function: ナイスハンサム
[7414.920] (S)inkgran: ｗｗｗｗｗｗｗｗｗｗ
[7415.363] embercleave4rr: 謎の感動
[7415.578] kuniyoshi8: ありがとうございました。
[7415.767] れんぞね: ハンサムありがとー
[7415.938] 大先導者抬冝: 原付きで付き添おう！
[7416.045] ぷらさん: お見送り
[7416.301] (S)gyu_nyuu_pann: 生きてぇ〜生きて
[7416.409] tyiiophf: BibleThump
[7416.981] doiyasannn: した！
[7417.048] khumama: 死んだ
[7417.300] makebuta: 振り返るなｗ
[7417.307] 勤務中: 格ゲーの世界観まんまだ
