[32.049] junichi_pad: 🐮🖐にょっす！
[4994.076] rain_on_friday: つーかこてっちゃん元気なの？
[4994.197] Van_dain: わかりにくw
[4995.367] ___繭6: きつ
[4995.750] yakinikuft: 土やん
[4995.979] reona92: 真剣に虫の味説明してる人他におる？
[4996.399] chiitakun_a: くさそ
[4996.526] xxxstmxxx: あったかそう！
[4996.605] (S)kana19850914: 腐葉土の時点でおわてる
[4996.607] gap18690511: カブトは幼虫だとまだ食えるんだけどな。
[4996.654] taiga___01: 山のカニミソって言ってたね
[4997.258] ニホン語少しだけ: 食レポお上手です
[4997.818] neruta21: アイツラ人生の殆ど腐った植物の中で生きてるから
[4998.726] kakeru32: ゲテモノ専門家
[4998.846] lulukal: わからん
[4999.002] (S)kerokerokurop: クモ蟹味噌は？
[4999.070] (S)りおそぐわないネキ: オトナの味か
[4999.302] soukainasu: それ 腐ってない？味
[4999.391] gachapin_4869: しんど
[4999.777] Jinbk_: 形容しがたい
[5000.956] denemon_matudo39: ほぼ土よね
[5003.132] (S)koyoru358: 最悪が４乗くらいしてる
[5003.776] (S)blood_rose_home_96: うげぇぇぇ🤮
[5004.508] 4yoichi1: それもう土じゃん
[5004.590] (S)aki444444: 🤢
[5006.050] (S)アイソンキャリー: 【お食事中の方いたら申し訳ございません】
[5006.090] tea_party_0: いやーーーー
[5006.275] moshorimoshori: 銀太美味しかったって言ってなかったけ
[5006.831] takesi37564: 土
[5008.526] koj100: カニ味噌の部分があまいんかな
[5009.262] potetooo8: 香りのほうが強いんですかね
[5009.883] へか帝: ブリーチ剤よりはマシやろ
[5010.541] zen_maikun: 腐葉土は食いもんじゃないw
[5010.819] 果汁100のサブ垢: 自然の味か
[5011.034] chiitakun_a: きもぉ
[5011.626] kakeru32: そういえば闇鍋とかしてたよね？
[5012.784] reona92: 最近まともすぎて頭ぶっ飛んでるん忘れてた
[5012.826] kuiijichan: 混ぜん混ぜん
[5013.008] (S)バキュ美: geroki1Au
[5013.680] sinochan_: 腐った味？
[5014.464] お野菜ベジタブル: 栄養はあるのか？
[5014.539] ザーサイふぉい太郎: 腐った味？
[5014.632] (S)さち_0421: 無理🤮
[5015.957] 64natsu: 新しい！
[5016.190] yuco_923: 腐葉土だけでもきついのき
[5016.281] (S)kerokerokurop: 槌
[5017.447] (S)みい_0615: 夢見そうで今日寝るの怖いwww
[5017.591] takesi37564: クワガタはどうなの？
[5018.272] ma_mamama14: ふぉいは野生のゴギブリ食べたことある？
[5018.475] r_yoro: まずい虫美味しい虫の時点でおかしいww
[5018.953] (S)kerokerokurop: 土
[5019.208] ラプラスの悪魔2: うわくそ
[5020.490] rain_on_friday: 「DJふぉいを殺したい」以来みてないな、こてっちゃん
[5020.679] gk_seikimatsu: きちゃねぇ
[5020.749] gachapin_4869: 癖になるんやろね
[5021.045] Fancy5510: うゎあ
[5022.758] キラキラカジキマグロ: 飲尿どうやったん
[5023.231] oooohhii: 臭いと臭いのマリアージュ
[5023.449] kpiko22nu: 腐葉土の味がわからんてw
[5023.476] ukiukigindaruma: ふぉい君……おかしな配信になってるwww
[5023.535] はるこみん: え
[5023.676] kurohime___83: 例えが1ミリも美味しくなさそう
[5025.275] かつらどん: 玄人になる必要があるのかと
[5026.038] tea_party_0: TSUYOSHI！！
[5026.601] kakeru32: 食欲が失せてくる おれはノーマルが1番
[5027.139] jindogggggg: おかしい
[5027.880] (S)さち_0421: すごーい
[5029.906] 64natsu: ブリーチ剤？！？！？！
[5030.358] (S)バキュ美: 虫界隈の玄人こわい
[5030.686] love__stick: 😎🖖"凸”凹"凸"凹”凸…”凹"凸"凹“凸”凹"凸,,"凹‥😭💣️
[5031.627] gachapin_4869: 確かに
[5032.510] 4yoichi1: コスパがね
[5032.738] gmkz774: 普通のカブトムシはうまいのか？？
[5032.904] soukainasu: 磯臭さと山の腐った草のコラボレーションは 嫌やわ
[5033.088] 106chan: バブとか食ってなかった？
[5033.231] Fancy5510: 説明うまいな、いやぁ
[5033.406] green_tea028: コオロギなら食べたことある
[5033.653] なりもつお: こわい
[5033.740] ヌオゥ: コスパ問題
[5035.194] takesi37564: たしかに
[5035.485] キラキラカジキマグロ: 闇鍋は？
[5035.540] ぽんジュース: 虫初心者にオススメは？
[5035.696] kakeru32: 食欲が失せてくる おれはノーマルが1番、
[5035.705] mikuno0705: ブリーチ剤どんなん？！
[5036.320] gachapin_4869: 日本には居ないもんね
[5036.704] moshorimoshori: 虫よりおしっこの方が無理
[5037.327] sakurarako: もったいない
[5037.339] (S)blood_rose_home_96: ブリーチ剤よぉ舐めたなぁ💦
[5037.361] (S)aki444444: ブリーチって💦
[5038.202] nicojwele2525: 闇鍋とどっちが無理?
[5038.426] abababon: 聞くだけで無理
[5038.911] (S)koyoru358: なんでも口に入れてええわけじゃないんやぞ
[5040.085] 64natsu: ブリーチ？！
[5040.183] melonball_: ブリーチ剤なめるの！？
[5040.784] taiga___01: 最近人食いバクテリアっていうやばい菌流行ってる
[5041.552] 4yoichi1: かっこいいしな
[5041.865] クッカイイ人: 食材？
[5042.274] reona92: 最近まともな姿ばっか見すぎてて頭ぶっ飛んでる忘れてた
[5043.849] せのび_: 銀太食べるの嫌がってた
[5046.000] (S)アイソンキャリー: 【⚠️お食事中の方いたら申し訳ございません⚠️】
[5046.011] takesi37564: じゃあゴキブリが一番なんやね
[5046.223] (S)ねこ三匹: 辛いこと、大変なこと、オブラートに包んだりする相手の気持ちを大切にする所が好きで推してます💜人の心♡自分よりも相手を尊重できるところ尊敬してます。
[5046.242] (S)kuda_rk: しってる
[5046.545] ザーサイふぉい太郎: 食材ww
[5046.850] nepia58: ヘラクレスかっけえ
[5047.086] kakeru32: ヘラクレス食材なの？
[5048.375] (S)kana19850914: ｗｗｗ
[5048.665] rain_on_friday: 猿の脳ミソとかは行かないのか
[5048.734] fuku0216: 友達にウシガエル捕まえて食べてた人いたけど美味しいって言ってた
[5050.030] moshorimoshori: もしかせんでもや
[5051.130] (S)takemarufoy: 今日家にクワガタ出たわ
[5052.183] reu2501: 野生のはマジでやめてね
[5052.290] yum_yu_carol: ハイター？
[5053.613] botti4285: 確かにあれ成虫で2.3万するしね
[5054.782] musclekaeru: 昆虫食の話してるの？
[5054.967] ラプラスの悪魔2: 腐葉土とかにみその良くないところが混じった味とかこの現世に生まれ落ちて初めて聞いたわwwwwww
[5055.878] na1245789356: wwwww
[5056.084] 果汁100のサブ垢: ヘラクレス観賞用w
[5056.933] 4yoichi1: 愛着
[5057.016] ひんど: セミはおいしい
[5057.699] (S)aki444444: お願い何でも食べないで🤢
[5057.922] ggggg__ggggg: なんでブリーチ舐めた？
[5058.122] tea_party_0: 人は探求する生き物ww
[5058.235] (S)blood_rose_home_96: へ？
[5058.405] kakeru32: ヘラクレス食材なの？？
[5058.989] kurohime___83: なんでも口に入れるのはもはや赤ちゃん
[5059.255] mikuno0705: 虫の話まだ続く？
[5059.456] ぽんジュース: 友達だから？
[5059.559] takesi37564: ぎんたw
[5060.666] wawawajp: ！？
[5061.498] oooohhii: なんでも食べるの赤ちゃんなん？
[5061.681] (S)island_33: wwww
[5062.967] (S)kana19850914: ムシキングだからな
[5062.997] (S)みい_0615: 哀れんで？
[5063.291] バジル12: 昆虫食界のドリアンか
[5063.439] ___繭6: 理屈w
[5064.550] botti4285: ムシキング笑
[5065.055] yuu_ge: 愛情が芽生えてる
[5065.965] kazumi0321_: 優しい子ｗ
[5066.483] gachapin_4869: ゲテモノ格付けチェック大好きなんよね
[5066.920] (S)2017eve2: やっとわかったのか、何でも食べていいわけじゃないって、、、
[5067.083] ザーサイふぉい太郎: カブトムシは飼うもの
[5067.334] ヌオゥ: 親近感だったのかよ
[5067.762] takesi37564: 友達なんだー
[5067.910] chiitakun_a: 食べた物でヘラクレスが過去一まずい？？
[5068.058] かつらどん: ともだちを食べるなんて！
[5068.929] rain_on_friday: あらしのよるに
[5069.323] taiga___01: 最近人食いバクテリアっていうやばい菌流行ってるけどふぉいさんの周りは大丈夫？
[5069.382] gk_seikimatsu: ジャイアンシチューやんw
[5069.568] giarurur2: 観賞用虫と食用虫がやっぱりあるんだな。
[5069.635] (S)りおそぐわないネキ: 優しい
[5069.671] (S)koyoru358: 銀太さんはかわいそうだから嫌がったんよな
[5070.658] (S)blood_rose_home_96: そーなんｗｗｗｗｗｗ
[5072.046] yuco_923: 友達は食えないよね
[5072.560] (S)さち_0421: 友達www
[5073.034] royroyrooy: うんこちゃんと同じ
[5073.953] (S)小_星: 友達食べたらダメｗ
[5074.160] kakeru32: 無人島でも暮らしていけそうな食べ合わせだね
[5075.710] (S)nishinyanko: 銀ちゃん可愛い//
[5076.365] rhiic: ムカデたべたことありますか！！
[5077.072] mikipanthu: ꉂ🤣🤣🤣
[5077.984] 4yoichi1: ｗｗｗｗ
[5078.187] yuu_ge: ピュア
[5078.191] reona92: 真剣になにを聞かされてるんやろ
[5078.462] gachapin_4869: ゲテモノ格付けチェック大好き過ぎる
[5079.142] koj100: ｗｗｗｗｗｗｗｗ
[5079.416] (S)アイソンキャリー: 罪悪感？ww
[5079.627] (S)バキュ美: ムシキングの銀太
[5081.982] ザーサイふぉい太郎: 純も言ってたーーー！！！
[5081.984] (S)kana19850914: 友達食べちゃった
[5082.230] Fancy5510: www
[5082.802] kakeru32: じゃあ食うなよw
[5082.874] tomosaboten: 心やさしきギンタ
[5083.808] 果汁100のサブ垢: ふぉいもゴキブリ友達？
[5084.100] 129_haha: 共食い的な
[5085.330] バジル12: 友達食べてしもうたのか
[5085.362] hptm_rabbit: 優しい子
[5085.367] 64natsu: ブリーチはベロ溶けない？？
[5086.576] toma0000000: ふぉい
[5086.972] ukiukigindaruma: うん、なんでも食べちゃダメなんは知ってる
[5087.390] キラキラカジキマグロ: ヘビは美味かった？
[5087.770] (S)koyoru358: 共食い感覚
[5088.624] オマワリ: よりグロいよwww
[5088.824] virtual_2000: 愛くるしいな
[5089.421] rit1125: ウミガメのスープかな
[5089.741] (S)blood_rose_home_96: さすがムシキングだなｗｗｗｗｗｗ
[5090.448] saki0511: ふぉいがゴキブリ好きなのは伝わってきた
[5090.562] tea_party_0: ピュアなムシキング
[5090.663] (S)aki444444: ピュア🥺
[5091.089] gap18690511: 重いなゲロの理由www
[5091.362] pado_ma: 味より先に思い出
[5091.381] そこら辺のヒグマ: あいつ友達食ったんか
[5091.395] ラプラスの悪魔2: ふぉいからしたら、虫にビビっとるやつそーとーしゃばいね。
[5091.901] r_yoro: PikaRamen
[5092.077] love__stick: 🌱🦗🦗…🦗‥🦗🦗🦗…‥🦗🦗🦗‥‥🦗‥💨💨
[5092.516] 4yoichi1: ただのいい子ｗｗ
[5093.127] ggggg__ggggg: 仲間意識つよ
[5093.666] reona92: どこでも生きていけそう
[5094.668] soukainasu: 食べることでゴキブリに愛着が湧く ふぉいと、昔 捕まえたことで愛着が湧く銀太のコンビ
[5095.190] rain_on_friday: 『あらしのよるに』っていう絵本があってな。
[5095.263] 焼き鳥ランチ: ウミガメのスープみたいな
[5097.907] chiitakun_a: かわいいな
[5098.280] かつらどん: ほんまレペメンはキャラが濃すぎる
[5101.791] ﾅｲ: カニバリズム的な
[5101.938] yum_yu_carol: ムツゴロウさんも飼ってたうさぎを知らずに食べちゃって、もどしてた
[5102.101] mikipanthu: www
[5103.389] せのび_: ゴキブリじゃないwwww
[5103.553] wawawajp: wwwww
[5103.870] (S)blood_rose_home_96: ｗｗｗｗｗｗｗｗｗ
[5103.969] はるこみん: ｗｗｗｗｗ
[5104.783] namebagu: 好きなかっさん発表ドラゴンが 好きなかっさんを発表します  頬骨 クカカじじい カトジュン ストレス与えたら美味しくなるやつ 正式名称がわからないかっさんも 好き 好き 大好き  好きなかっさん発表ドラゴンが 好きなかっさんを発表します  かとさん ちくらっぽ チクラウド イキイキ働く障がい者ぁ！ 正式名称がわからないかっさんも 好き 好き 大好き  好きなかっさん発表ドラゴンが 好きなかっさんを発表します  純ちゃん 乱入デブ じゅぴちゃん とんかつの衣剥がしたやつ  とんかっさんかな それってとんかっさんだね とんかつ大好き  好きなかっさんがまた出てきたその時は 発表したい
[5106.317] takesi37564: うんこ食うよりましやろ
[5107.800] tea_party_0: 罪悪感もビックリ
[5107.882] reona92: 絶対どこでも生きていける
[5108.939] はぴおかです: 純も同じこと言ってたぞ
[5109.300] kurohime___83: もうもはや赤ちゃんじゃん
[5109.395] (S)みい_0615: 優しい銀太
[5110.598] tanda0507: そりゃ戦力外通告されるわ
[5112.185] 64natsu: 罪悪感wwwwww
[5112.264] giarurur2: 好感持てるゲロ吐きよな、かかっても許せるかも
[5114.332] gk_seikimatsu: カニバゴキ
[5115.574] kakeru32: 大人しく豚さん魚さん食べましょう
[5116.084] anko0705: カブトムシの幼虫は食べたことない？
[5117.601] (S)kana19850914: カブトムシは足と羽根を取って食べるのがオススメだって
[5117.822] mikipanthu: それでも喰う銀太神！
[5118.378] ぽんジュース: 目隠ししてもイモムシ食えんかったやんw
[5120.334] muteki911: なんてハッピーなやつなんだ
[5120.408] dogs9625: ギネスに登録されてる飛行機完食した人がいるらしい
[5121.029] roki5432100: ムカデどう？
[5123.497] 64natsu: 幼虫！
[5125.191] バジル12: けんきにも進めて欲しいわ
[5128.630] mnmr_e: こてっちゃんと動画撮ってるぞ
[5129.441] gachapin_4869: ハンミョウとウデムシどっちが美味しいの？
[5130.069] (S)blood_rose_home_96: Dj会長スゲー
[5130.283] 果汁100のサブ垢: おお
[5131.183] htz334: 銀太さんって戦力外通告された方でしたっけ？？
[5131.210] takesi37564: 幼虫食べてよ
[5133.337] オマワリ: つら
[5134.250] (S)バキュ美: うんこちゃんとこてっちゃんコラボしてたよ
[5134.745] (S)aki444444: 🤢
[5134.992] 64natsu: 銀太泣いた？？
[5136.598] reona92: だんごむしは？
[5136.830] ラプラスの悪魔2: 銀太とLINE１ヶ月してみたいわぁ絶対楽しい。
[5136.903] (S)みい_0615: プニプニ系？
[5136.942] rain_on_friday: 『友情は食欲に勝てるか』っていうテーマの、『あらしのよるに』って絵本があるんだ
[5137.502] gachapin_4869: 見た目がエグかった
[5137.531] (S)アイソンキャリー: 社長は？
[5137.930] mnight118: 幼虫は慣れればおいしそう
[5138.098] mikan9778: やべえ
[5138.129] (S)パープルサワー: あれ見てるのもきつい
[5138.726] franken5150: さすが銀太
[5139.497] ヌオゥ: パきっとジューシー
[5139.578] taiga___01: 黒い液体出てた
[5139.807] (S)りおそぐわないネキ: 黒いのがwwww
[5140.912] 64natsu: 見る！！
[5141.769] tomosaboten: 黒いん出てた
[5142.092] virtual_2000: はじめしゃちょーの動画やろ
[5142.315] sakurarako: 見たい
[5142.553] 果汁100のサブ垢: けんきにも味わってほしいな
[5142.667] wawawajp: なんか土みたいなやつでてなかった？
[5143.572] ザーサイふぉい太郎: だからカブトムシは食えないって言ってたよ！！！
[5144.319] kurohime___83: 幼虫はクリーミーって聞くよ
[5144.701] xxxdeeep: ты красивый)
[5144.844] はるこみん: どんなあじだろ
[5144.910] うしゃ丸: 冬虫夏草！
[5145.208] jyager_ken: なにが？
[5146.358] oooohhii: 幼虫美味しい説ない？
[5146.796] kakeru32: 自然に野放しにさせてやれよ
[5147.115] (S)kana19850914: 見たら吐くｗｗｗｗｗｗ
[5147.355] (S)ちゃみ半額: すごい色の液体出てたもんな
[5148.242] takesi37564: YouTubeで見れる？
[5148.371] 106chan: でかかったよねあれ
[5149.006] (S)kerokerokurop: ムシリタス
[5149.797] mikan9778: 黒いのでてた
[5150.021] Ramen4398: うんこ溢れてた
[5150.267] (S)katotokato: いぃいいいいいい
[5150.709] sakurarako: 見よ
[5150.787] ラプラスの悪魔2: 銀太がおっさんになったらおえちゃんみたいな感じになるんかね？
[5151.150] gachapin_4869: やばかったよね。あれ。
[5151.264] (S)バキュ美: あれマジでゾッとした
[5151.641] takesi37564: みせてー
[5152.313] ぷっちゃんは猫: 怖かった
[5152.421] ぽんジュース: 黒い汁出てたしね。。
[5152.824] potetooo8: 見ました
[5152.935] (S)koyoru358: ブリンブリンなやつ
[5152.965] NELO1357: 絵面凄かったなぁあれ
[5153.267] mnmr_e: BloodTrail
[5153.307] 6らま3: あいつもギチギチ言うしな
[5153.424] botti4285: 汁出てきそう笑
[5153.440] 果汁100のサブ垢: みたい
[5153.606] jyager_ken: えっど
[5154.389] daiya18129: みんなで見るのか
[5154.796] (S)blood_rose_home_96: 正月にやったやつか？
[5155.406] hotaru_hotartu: 見たい
[5156.342] クッカイイ人: みる
[5156.549] neruta21: カブトムシの幼虫はうんこ爆弾だろ
[5156.618] taiga___01: みねくーんのちんこよりデカかった
[5157.355] 4yoichi1: ウォチパたすかる
[5157.382] (S)mozurara: ぐああああああああああ
[5157.608] niramansan: ふぉいにぃはギリ人は食べたことないんですか？
[5157.685] (S)パープルサワー: 新年のやつよね
[5158.321] kurohime___83: クリーミーらしい
[5158.987] (S)takemarufoy: 今配信来たらヘラクレスの話www今日家にクワガタ出たからタイムリーでおもろい。
[5159.135] (S)イシヘンジンの匡くん: でっかいやつだよね
[5159.357] ﾅｲ: 黒い汁のやつ？
[5159.972] tackoooo: しかも毛生えてるしな
[5160.508] gk_seikimatsu: おゥえ
[5161.231] tea_party_0: これから夏だしねwww
[5161.337] love__stick: "🌪️,,🌪️🥶“🌪️“🌪️😧”🌪️➰,,🌪️“🌪️“🌪️”
[5162.522] motiduki06: わはーーー
[5162.528] takesi37564: 観覧注意しときいや
[5162.749] (S)りおそぐわないネキ: 黒い液体
[5163.261] mikan9778: みんなで見よっか
[5163.696] chiitakun_a: 幼虫のが食べられてるイメージあるけど
[5164.298] 猫ラブ: ヤバかったね
[5164.316] (S)みい_0615: あれは想像つくわ
[5164.378] バジル12: あれは普通にえぐかった記憶がある
[5165.255] かつらどん: 同接が増えるか減るか楽しみ
[5165.466] sssiiioooooo: 親指1.5倍ぐらいある
[5166.229] ggggg__ggggg: 噛んでるよね？確実に
[5166.236] あみふわ: お前ら、本当に見たいのか？
[5166.717] Fancy5510: うわぁ
[5168.641] gachapin_4869: 何回も大笑いしたわwww
[5169.322] (S)aki444444: 泣く😭
[5169.648] sarry34: やだやだバイバイ
[5170.042] gmkz774: ライオンキングのは美味そうだった
[5170.679] kakeru32: 自然に野放しにさせてやれよ、
[5170.710] (S)kana19850914: カブトムシの幼虫は基本大き目よな
[5171.367] ぷっちゃんは猫: ごりっとしてた
[5172.807] (S)イシヘンジンの匡くん: あれ、、どれ？
[5173.182] うしゃ丸: 冬虫夏草どんな味なのか気になる！漢方だし
[5173.504] takesi37564: レペゼン地球が世界一ー
[5173.682] soukainasu: ヤスデは食うなよ キバに毒は無いけど体液に毒あるからね
[5174.609] mitubati_gjjj6: ハムナプトラかよ
[5175.537] (S)blood_rose_home_96: チバニャンかんだやつ？
[5175.969] yakusimanzu: 中三男子です、長文失礼します。今年の夏祭りに同い年の女の子誘いたいと思ってます。女の子遊びに誘ったことないんですが、どうやって誘えばいいでしょうか？教えてください🙏
[5178.334] nicojwele2525: 見るのもきついって😭
[5180.492] NELO1357: 衝撃強つぎてあれゾワッてするんですよね。
[5180.505] (S)アイソンキャリー: 【⚠️お食事中の方いたら申し訳ございません⚠️】【⚠️お食事中の方いたら申し訳ございません⚠️】【⚠️お食事中の方いたら申し訳ございません⚠️】
[5182.981] rain_on_friday: 4回くらいは見たぞ
[5183.670] ぽんジュース: あれ餃子でしょ？
[5185.741] (S)kerokerokurop: ムシリタスはどうだった？
[5187.112] (S)りおそぐわないネキ: 何色！？ていうやつやwwww
[5188.128] ggggg__ggggg: わしは見たいぞ
[5188.628] (S)バキュ美: ふぉいがハンミョウで恥かいたくだりも見よう
[5188.652] wataro71: 幼虫考えるだけで鳥肌立つ
[5188.884] moshorimoshori: なつかしいね
[5190.321] ラプラスの悪魔2: オーストラリアは虫の幼虫食うぞ
[5190.566] oooohhii: サナギになる前なんてウインナーよね、
[5192.408] 毎日初学者: フォイ君初めてのコメントです！
[5193.259] ぷっちゃんは猫: 餃子🥟餃子🥟餃子🥟
[5194.896] kurohime___83: ⚠️お食事中注意
[5195.316] kakeru32: 食欲失せちゃうてか食べるもんちゃうやろ
[5196.529] (S)パープルサワー: 餃子♪餃子♪
[5196.662] r_yoro: 最近みた
[5196.734] yuco_923: 注意書きありがとうございます
[5197.387] virtual_2000: 新年のやつか
[5199.038] 64natsu: 社長タランチュラ食べてた動画の？？
[5199.061] gachapin_4869: あの時から脇さんビジュ良くなったよね
[5199.205] tea_party_0: 前の配信で言ってた、銭湯のラップの人達上手だったよーー(*´ω｀*)♡
[5199.438] taiga___01: 餃子♪餃子♪
[5200.614] jyager_ken: 中３のガキやめろ
[5201.398] takesi37564: 飯テロやめてくれよ
[5201.826] nuuuum_: え、見んの？
[5202.632] 猫ラブ: 黒い液体
[5202.701] MaVeRiCkHjZ: oppai
[5202.894] kaoco55: 今きたー
[5203.183] 果汁100のサブ垢: 練乳かけたらいけるっしょ
[5203.685] andthatit: 食べ応えすごそうやね
[5204.798] muteki911: お菓子食べてたけど食べるのやめたわ
[5205.811] gap18690511: ムシリタスなっつwwwwww
[5205.879] (S)アイソンキャリー: 【⚠️お食事中の方いたら申し訳ございません⚠️】【⚠️お食事中の方いたら申し訳ございません⚠️】【⚠️お食事中の方いたら申し訳ございません⚠️】【⚠️お食事中の方いたら申し訳ございません⚠️】【⚠️お食事中の方いたら申し訳ございません⚠️】
[5208.868] (S)イシヘンジンの匡くん: お正月のやつ？
[5208.990] gk_seikimatsu: ヤバみ
[5209.637] (S)kana19850914: ｗｗｗｗｗｗｗｗｗ
[5209.845] soukainasu: ぶっといミニ餃子こと カブト幼虫
[5210.353] takesi37564: 食べたくなっちゃう
[5211.389] ヌオゥ: ※注意ｗ
[5211.619] oooohhii: さよならっ
[5212.047] 毎日初学者: めっちゃ好きな人との初デートの後のLINEってどうすればいいの
[5212.655] (S)2017eve2: ｗｗｗｗｗｗｗｗｗｗ
[5212.814] borumomo: うんこ？
[5212.861] mikipanthu: 🫣🫣🫣🫣🫣
[5213.338] botti4285: ピンポンパンポーン
[5214.026] nnnnnmonoooou: いいね
[5214.822] na1245789356: やだー
[5215.272] ザーサイふぉい太郎: コンプラつくよww
[5215.587] (S)blood_rose_home_96: おけおけ～(*´∇｀*)🎵
[5215.666] jyager_ken: 楽しみですねええ
[5216.047] yosikake: 任せろ
[5216.273] nuuuum_: 終わったら教えてくれ
[5217.193] ぽんジュース: その動画めっちゃリピしてるw
[5218.512] (S)さち_0421: はーい🙋‍♀️
[5219.110] sarry34: 終わったら教えて欲しい！！
[5219.895] franken5150: くるぞおー
[5219.924] クッカイイ人: yuyutaB
[5220.234] rain_on_friday: まず食事中にレペゼンみんな
[5220.370] (S)kuda_rk: 動画をワイプにして。。
[5220.528] (S)パープルサワー: 虫苦手な人気をつけてね
[5220.875] gachapin_4869: 閲覧注意
[5221.388] borumomo: うんち？
[5222.099] nepia58: 🫡
[5222.248] dryabocado: 覚悟した
[5222.529] bosh6: えらいタイミングできちゃった
[5222.603] kaoco55: 何が行われんの？！！
[5223.536] kakeru32: 注意喚起⚠️⚠️⚠️
[5224.146] (S)みい_0615: 18禁です🈲
[5224.378] pongi_34: レペゼン地球はそういうもんやろ
[5224.868] (S)a_zuzu_: Www
[5224.954] (S)りおそぐわないネキ: やったー
[5226.749] 64natsu: どの動画だっけな？
[5229.574] 嶋_: 同接4000人でなんて恐ろしい配信してるの
[5230.350] (S)イシヘンジンの匡くん: 和服似合うよね、レペゼンって
[5230.723] tea_party_0: ドキュメンタリー
[5230.786] (S)kana19850914: 閲覧注意
[5230.835] love__stick: 🦂“🦂,,🦂,,🦟🦟〰️〰️〰️💥“🔫🦾🤖“
[5231.037] ggggg__ggggg: ドキドキドキドキドキドキ
[5231.069] gmkz774: 8888888
[5232.009] (S)kerokerokurop: ムシリタスは？
[5234.060] ヌオゥ: この先自己責任です
[5234.360] kaoco55: 虫？？？！
[5235.124] toma0000000: Banされんように気をつけてな
[5236.582] tea_party_0: ドキドキ
[5236.636] (S)バキュ美: 年始の動画だよ
[5236.929] takesi37564: ﾜｷﾃｶﾜｷﾃｶ
[5238.261] (S)アイソンキャリー: 【⚠️お食事中の方いたら申し訳ございません⚠️】【⚠️お食事中の方いたら申し訳ございません⚠️】【⚠️お食事中の方いたら申し訳ございません⚠️】【⚠️お食事中の方いたら申し訳ございません⚠️】【⚠️お食事中の方いたら申し訳ございません⚠️】
[5238.466] kakeru32: 注意喚起⚠️⚠️⚠️、
[5238.503] moshorimoshori: ゲテモノ企画好きやったなあ
[5239.086] はるこみん: この配信でレぺゼンの動画初めて見るかも
[5239.791] ~MISSING_COMMENTER_INFO~: kleagueMurash
[5240.009] hotaru_hotartu: 888988
[5240.012] 果汁100のサブ垢: 🤮
[5240.528] NELO1357: ⚠️閲覧注意⚠️
[5240.774] tea_party_0: 88888888
[5240.913] gachapin_4869: ゲテモノ格付けチェックだよ
[5241.532] (S)aki444444: 胃痛くなってきた
[5242.303] ースターマイン: クソ懐かしいw
[5242.770] ysn___1: いまきた、なにがはじまるんじゃ
[5242.779] (S)blood_rose_home_96: レペゼン地球時代のやつ‼️
[5244.608] nicojwele2525: モザイクある?
[5244.873] かつらどん: ムシは嫌いでも、ふぉいのことは嫌いにならないでくださーい
[5247.109] gap18690511: 年始の過激企画よね。
[5247.881] らむ12: 懐かしい
[5247.932] ぶたごりら_: 視聴者厳選タイム
[5248.121] dango0821: 来たばっかりなのだけど何がおこなわれるんだ
[5248.588] (S)ねこ三匹: 🤣🤣🤣🤣🤣🤣
[5248.617] (S)みい_0615: 知ってるだけにキモい
[5248.805] taku3304: noezfoxxのヴァロ部門の話終わった？
[5248.974] (S)kana19850914: 若いなｗｗｗ
[5249.008] nuuuum_: ワイプでかくして
[5249.626] daniel18782: うわ
[5252.204] 果汁100のサブ垢: お
[5252.336] (S)blood_rose_home_96: おおおお見た見たｗｗｗｗｗｗ
[5252.806] kaoco55: それかwww
[5253.447] hotaru_hotartu: こい
[5254.780] ラプラスの悪魔2: これでバンされたら伝説やなw
[5254.812] ヌオゥ: ふっといなぁ
[5255.027] (S)バキュ美: ここがいっちゃんやばい
[5255.170] オマワリ: うわあああああああああ
[5255.866] ke_i1024: あ、みたみた😂
[5256.079] muteki911: この前見た！！
[5256.332] mikipanthu: うわ🤢
[5256.542] yuu_ge: でっか
[5256.579] kakeru32: いや映像つきキツい
[5256.845] ハナノユメ: うわぁ
[5256.876] soukainasu: あー懐かし
[5257.067] leon632545: うえwww
[5257.384] rosemary6483: 無限オムレツ、怖すぎて、一度も見れない
[5257.485] daniel18782: でっかれ
[5257.716] (S)パープルサワー: なっつ
[5258.242] (S)kuda_rk: でっか
[5259.126] クッカイイ人: うわ
[5259.293] takesi37564: あれ生きてるの？
[5260.127] うしゃ丸: www
[5261.147] 果汁100のサブ垢: お皿めっちゃゴージャス
[5261.377] 明太皇: まだ整形前じゃん
[5261.419] (S)kana19850914: あいつら噛んでくるしな
[5261.832] はるこみん: でかすぎ
[5263.045] ザーサイふぉい太郎: ヤバすぎ
[5263.047] tanaka0313: ふぉいさんの配信みたくてTwitch取りました✋
[5263.483] kyawkyawnyein17: Hi
[5263.594] gachapin_4869: マジで無理www
[5263.992] jyager_ken: でっっっっっっっっっっっっっっっっか
[5264.883] (S)りおそぐわないネキ: wwwwwwwww
[5265.178] (S)blood_rose_home_96: ｗｗｗｗｗｗｗｗｗ
[5266.413] gmkz774: 足生えてないか
[5266.450] ハナノユメ: うわああああああああ
[5266.576] mikipanthu: えぐ
[5266.595] ぷっちゃんは猫: ごりっとしてた
