[11.762] (S)~MISSING_COMMENTER_INFO~: ｷﾀ━(ﾟ∀ﾟ)━!
[16115.509] しああき: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[16115.576] goriie1222: あ
[16115.674] mizumoti_42: wwwwww
[16115.738] yunoooa: wwwwwww
[16115.820] いちうら: ｗｗｗｗｗｗｗｗｗｗ
[16115.901] いちごきゅうり: wwwwww
[16115.942] Ichigo_Strawberry15: radaoOld
[16116.142] (S)kuro_kuro03: ｗｗｗｗｗｗ
[16116.142] fuga_334: これ相手の点になるんじゃね
[16116.186] (S)rain_less: radaoOld
[16116.265] 紗弥0926: wwww
[16116.314] 猫の髭: wwwwwwwwwwwwwwwwww
[16116.431] (S)halcloud: あ
[16116.440] (S)suzunone_: あ
[16116.617] sora_mameee: あｗｗｗ
[16116.887] sutolaba: wwww
[16117.261] ui_nagaseui: ｗｗｗｗ
[16117.395] (S)そら_1907: radaoOld
[16117.524] KatsuragiMea: wwwww
[16117.568] noiren_: radaoCry1
[16117.605] (S)ゆう1151: ｗｗｗｗｗｗ
[16117.783] (S)hakurin12: radaoOld
[16117.807] Hana_305: 笑笑
[16117.870] (S)nekonaaa: radaoW
[16117.876] (S)Entuner: wwwwwwww
[16118.094] (S)nem_kun_peco: radaoOko
[16118.100] (S)komatuna_pipipi: radaoOld
[16118.156] compeki0022: wwwwww
[16118.278] harou_momiji: あ
[16118.305] kamkame35: やめてね 
[16118.327] ばのさん: radaoOld
[16118.336] kinakomochi_1210: wwwwww
[16118.509] 雨傘ライ: あ
[16118.741] てとてと: radaoOld
[16118.837] おが0428: おじいちゃんwww
[16118.962] 00kurosuke: radaoOld
[16119.006] のらごま: wwwwwwwwww
[16119.107] 猫又01: radaoOld
[16119.146] (S)星映天下: radaoOld
[16119.343] (S)コンさん: radaoOldradaoOld￼￼ 
[16119.351] begomakain: ｗｗｗｗｗｗ
[16119.367] minibanbi: radaoOld
[16119.690] (S)ヒロスケ: BloodTrail
[16119.921] kaminoryu_zeno: あw
[16119.961] satou_036: 腹痛てぇら
[16119.964] 冷たい南風: www
[16119.995] (S)るでぃにあ: wwwwww
[16120.269] many7575: wwwwww
[16120.312] 井田: radaoOld
[16120.398] MORIYA_37: wwwww
[16120.443] charlotte0ra: wwwwww
[16120.448] (S)マロン_: radaoOld
[16120.585] (S)nem_kun_peco: radaoOld
[16120.702] (S)かめいいんふ: radaoOld
[16120.921] のらごま: あwwwww
[16120.948] (S)nek0_is_cat: radaoOld
[16121.008] (S)八坂乃宮: radaoOld
[16121.039] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[16121.042] (S)ぽてち3: radaoOld
[16121.061] kurageru: ｗｗｗｗｗｗ
[16121.128] sugani0511: radaoOld
[16121.265] (S)ねるなよ: radaoOld
[16121.295] (S)Rimon_sky: radaoOld
[16121.388] ぱる_071: wwwwwwwww
[16121.452] suiha_7: radaoOld
[16121.522] タクトン: radaoW
[16121.638] an_do121: radaoOld
[16121.738] (S)amadnm: やめてね 
[16121.755] gencharionx: radaoOld
[16121.755] (S)てっちゃん115222: radaoOld
[16121.919] (S)おはおはお: radaoOld
[16121.947] akayayee2: wwwwwwwwwwwwwwww
[16122.160] ayunosioyaki0223: wwwwwwwww
[16122.251] Riisu_amms: おもろすぎるやろ
[16122.351] darkmoca331: radaoOld
[16122.372] (S)nekonaaa: radaoOld
[16122.473] ゆき2525: 言われたい放題WWWW
[16122.572] buruguri: wwww
[16123.006] (S)kokone0927: radaoOld
[16123.027] siatosu: radaoOld
[16123.030] ねこでよ: wwwwww
[16123.208] (S)うぷしろ: radaoOld
[16123.268] (S)saraniron: radaoW
[16123.292] (S)ni_ha218: radaoOld
[16123.309] あきぬこ: 火力高いなwwwwww
[16123.532] りあるやめる: wwwwwwwww
[16124.513] (S)suzunone_: 火力がwww
[16124.569] (S)dash_1324: radaoOld
[16124.678] (S)mo_mo_mo_mon: radaoW
[16124.738] (S)honeytoast__73m: radaoKonro
[16124.754] ドミノくん: radaoOld
[16125.173] (S)かやふー: radaoOld
[16125.201] pyiman1461261: ^ふ^
[16126.637] mbando55: radaoOld
[16126.650] (S)tatuo252: radaoOld
[16126.859] ayunosioyaki0223: radaoOld
[16127.497] (S)dai2syokudou: radaoOld
[16127.687] ゆなべ: radaoOld
[16128.615] おが0428: ローレンえぐ！！
[16128.815] のらごま: ぽんぽんぽんバンッ
[16129.049] many7575: したいうちwww
[16129.065] sunomon_o: 火力えぐwww
[16129.133] 唐辛子ガール: radaoOld
[16130.286] (S)nem_kun_peco: ゲーム好きのおじいちゃんwww
[16130.353] satou_036: ガチお腹痛いwwwwww
[16130.501] にわすずめ: ほんとだ
[16130.513] Gomichandovuti: 味方火力たけえwww
[16131.182] (S)syungiku_0209: radaoOld
[16131.389] ogiogi0213: radaoCry1
[16131.867] shi__409: ほんとだ
[16132.349] (S)suzunone_: ほんとや
[16132.562] (S)syamuneb: ほんとだw
[16132.647] yunoooa: 正直なんで負けた？いまの
[16132.818] しろかすか: radaoOld
[16133.185] fuga_334: すご
[16133.954] スペルタン: ^ふ^
[16134.272] tukky1208: あ
[16135.064] りあるやめる: wwwwwwwwwwwww
[16135.290] (S)ぱわ一: すご
[16135.512] (S)radaofan: radaoOld
[16135.676] (S)そら_1907: あ
[16135.741] harou_momiji: あ、
[16136.430] himikokichi_06: キレてる
[16136.824] ryotamk_2: ほんとだ
[16137.074] (S)syamuneb: あ
[16137.101] conpota09: ほんとだ
[16137.306] いちごきゅうり: あ
[16137.412] のらごま: あ
[16137.516] (S)rain_less: まずい
[16137.758] harou_momiji: 圧が
[16137.802] ゆなべ: www
[16138.079] 猫の髭: あ
[16138.095] ゆいーら: あ
[16138.612] nobume0v0: www
[16138.673] あらんえむかーびぃ: wwwwwwwww
[16139.220] (S)suzunone_: あ
[16139.274] (S)ぱわ一: あ
[16139.289] おが0428: やばい
[16139.441] (S)hakurin12: あ
[16139.651] miki_15g: wwwwwww
[16140.079] ねこでよ: あ
[16140.184] goriie1222: ロレさっきから火力高すぎｗｗｗ
[16140.289] 877kuskus: ピキってる？w
[16140.456] gencharionx: radaoOko
[16141.285] gawrib: あ
[16141.440] kuro_300: あ
[16141.539] GT_YOROZUYA: 圧ｗｗｗ
[16141.556] (S)houroukanban: ｗｗｗｗ
[16141.672] ハルマ: 無言でwwww
[16141.748] (S)ｼｷ_: やばいやばいw
[16141.809] 雨傘ライ: wwww
[16141.928] おが0428: あ
[16142.188] ユキウサギ0425: っっっw
[16142.296] (S)syamuneb: キレてるキレてるw
[16142.401] yunoooa: ああああ
[16142.651] mayoeru0116: あ
[16142.744] ゆなべ: おつと
[16143.224] (S)tabasukomothi: あｗ
[16143.362] peace3511: あ
[16143.434] nekodama2155: おっと
[16143.442] れもんちぃ0: キレてるw
[16143.536] (S)八坂乃宮: 無言w
[16144.021] ばのさん: 無言w
[16144.095] (S)おはおはお: wwwwww
[16144.243] のらごま: wwwwwwwwwwwwww
[16144.591] karori0300: あ
[16144.810] (S)suzunone_: 無言でwww
[16145.015] yunoooa: きれてる
[16145.117] (S)akaigori: ともさんwwwwww
[16145.150] takenokomusi: 無言wwwwww
[16145.222] 紗弥0926: wwwwww
[16145.247] わさびじる: wwww
[16145.256] いちごきゅうり: ピキピキしてる？
[16145.445] (S)yunyun7171: 向こうお通夜か？www
[16145.451] tankobu_me: あ
[16146.071] Ichigo_Strawberry15: ピキッてるw
[16146.117] (S)syamuneb: radaoOko
[16146.160] harou_momiji: まっずい
[16146.289] (S)ラウド25: radaoW
[16146.778] (S)ぽてち3: キレてるな
[16146.806] やまふ: 無言www
[16147.074] (S)るでぃにあ: ぴきぴきか
[16147.144] (S)ぽちゃぽちゃにゃんこ: radaoFight
[16147.162] おが0428: あかんwww
[16147.599] (S)3Knek0: きれてるww
[16147.805] lemondaifuku: こーれちくさんです
[16148.391] (S)Rimon_sky: キレてるか
[16148.410] ft2828: キレてるwキレてるw
[16148.422] (S)otooto_: 無言でww
[16148.460] ねこでよ: おっと？
[16148.530] shi__409: 勝つまでやる？w
[16148.773] のらごま: キレてるwwwww
[16148.823] (S)mo_mo_mo_mon: キレてるわこれｗ
[16149.419] 777kamikami: ﾊﾞﾁｷﾞﾚ
[16149.636] (S)pomhono: wwww
[16150.138] (S)___しゅり: バチギレのともさんｗｗｗ
[16150.553] (S)nem_kun_peco: (  ^ふ^  )
[16151.688] (S)chokemimi: キレてるか
[16153.467] potinkipotinki: 圧髪のとも
[16154.449] gawrib: ピキピキしてんねぇw
[16157.487] やまふ: これ勝つまでやりそうw
[16157.746] ako1129: 一旦怖いか
[16157.967] Hana_305: 笑笑
[16158.158] あらんえむかーびぃ: オープン設置
[16158.475] ミリこ: やばwww
[16158.661] リムヲ: 手前にねw
[16158.695] (S)るでぃにあ: wwwwww
[16158.735] クロマメアリ: バチギレですw
[16158.798] nekomarutomo: キレてるかこれｗ
[16159.130] tankobu_me: これバチギレですw
[16159.404] KatsuragiMea: オープンすぎwwww
[16159.709] (S)ワカドゥリ: 勝つまでか？w
[16160.491] (S)syamuneb: オープン設置wwww
[16160.506] Ichigo_Strawberry15: www
[16160.731] ハルマ: オープンw
[16161.683] (S)hakurin12: オープンだwww
[16161.854] 雨傘ライ: wwwww
[16161.968] (S)nem_kun_peco: キレ髪のちく
[16162.012] (S)おはおはお: こめかみピキピキよ
[16162.167] (S)coco8q: オープン設置w
[16162.184] nekodama2155: オープン設置www
[16163.006] むろ_: オープンw
[16163.607] sora_mameee: オープン設置ｗｗ
[16163.764] goriie1222: 逆にね
[16165.936] buruguri: オープンw
[16165.993] an_do121: オープン設置強い説はあるw
[16166.996] ゆなべ: オープン設置www
[16167.215] (S)suzunone_: オープンwww
[16169.378] わしもおお: 勝てるまでやろうとしてない？ｗｗｗ
[16169.621] (S)つなまよ07: ハーフw
[16169.671] (S)syamuneb: ハーフwwwwww
[16169.829] (S)KoRoMoKo2828: めっちゃオープン
[16170.462] クロマメアリ: ピキピキのとも
[16171.578] Riisu_amms: ヴァ？
[16173.147] snhr0831: いけー！
[16173.385] yuuto_1004: こーれやってますw
[16173.637] (S)suzunone_: お
[16174.728] 社畜丸: バチギレのとも
[16175.182] (S)halcloud: 脳筋すぎｗ
[16175.602] おが0428: うま
[16175.630] harou_momiji: マイクラハーフ解除できるね
[16176.205] ゆいーら: ぴき
[16180.023] ハルマ: ヴァロやってないひともいるんよw
[16180.944] goriie1222: 別げーの話しかしてないんよｗ
[16182.283] (S)syamuneb: やっぱこれヴァロかw
[16192.228] sora_mameee: つっよ
[16194.394] おが0428: つよ
[16195.470] (S)syamuneb: つっよ
[16197.317] (S)つなまよ07: 強すぎか()
[16198.223] のらごま: つよ
[16203.637] ねこでよ: つよ
[16207.946] ゆなべ: つんよ
[16222.189] (S)ラウド25: radaoFight
[16224.401] harou_momiji: え
[16224.705] (S)きなこ117: だっさあ
[16224.934] 00kurosuke: いるいる
[16226.876] (S)syamuneb: え
[16227.630] (S)おはおはお: www
[16227.879] しろかすか: radaoFight
[16227.967] (S)rain_less: だせぇwww
[16228.200] おが0428: え
[16228.227] 777kamikami: え？
[16228.898] sjindoa: ださw
[16229.382] むろ_: あw
[16229.700] harou_momiji: だｓｓｓｓ
[16232.845] おが0428: 雑魚いか
[16233.167] (S)nem_kun_peco: あ
[16234.378] (S)syamuneb: うそでしょw
[16234.471] (S)yamato333kaki: だれがやるって？
[16234.794] さねとも: だっs
[16235.401] (S)dtf417: 本当にださいｗｗｗｗ
[16235.699] 猫の髭: だっさあ
[16236.388] ハルマ: FFじゃねW
[16236.685] gawrib: ないす！
[16237.362] (S)a_onemu: ごり
[16237.367] kuro_300: おお
[16237.567] nekomarutomo: ないす
[16237.718] harou_momiji: おー
[16238.162] わしもおお: おおおお
[16238.325] おが0428: ないすー
[16238.399] (S)syamuneb: ないす
[16238.416] (S)nem_kun_peco: お
[16239.007] kinakomochi_1210: ないす
[16239.170] 00kurosuke: ごりっ
[16239.224] のらごま: ないす
[16239.344] 雨傘ライ: ないす
[16239.653] (S)halcloud: ゴリｗ
[16240.339] (S)そら_1907: ごり！
[16240.381] Hana_305: 笑笑
[16240.431] an_do121: ないすー
[16240.726] 橙紺: ごり
[16241.420] (S)chokemimi: wwww
[16241.484] ねこでよ: ないすないす
[16241.609] kaminoryu_zeno: おー
[16241.614] ako1129: ごり
[16241.645] sora_mameee: wwwwww
[16241.654] リムヲ: www
[16241.675] (S)baceneKo: ごり
[16241.794] (S)MIKU_J0311: www
[16241.910] howa_desu: ゴリッ
[16242.069] のわーる__1212: ないす
[16242.300] cornsorp888: ごり
[16242.647] スペルタン: ごりw
[16242.819] (S)syamuneb: wwwwwwww
[16242.838] おじょーー: radaoNikkori2
[16242.876] れもんちぃ0: wwwwwwwwwww
[16243.279] (S)ウルトラ戦士: wwww
[16243.283] 雨傘ライ: wwwww
[16243.375] goriie1222: ｗｗｗ
[16243.754] (S)るでぃにあ: wwwwww
[16243.972] (S)おはおはお: wwwwwww
[16244.270] suiha_7: radaoW
[16244.494] sutolaba: wwwwwwww
[16244.565] mizumoti_42: wwwww
[16244.671] tentan_0v0: w
[16244.911] のらごま: wwwwwwwww
[16244.942] darkmoca331: radaoGJ
[16244.951] oshousantotanbo: wwww
[16245.490] buruguri: www
[16245.774] cornsorp888: 🦍
[16245.814] 井田: radaoTENGU
[16246.069] わらびもち_11: wwwwww
[16246.146] (S)ura__5: wwww
[16246.279] bucket_niwatori: ごり
[16246.512] (S)petaguuu: ないすごり
[16246.711] Riisu_amms: wwwwwww
[16246.754] (S)baceneKo: www
[16246.878] ちびでび: www
[16247.074] スパーズ: wwwww
[16247.226] ぁきぃ: チクチクwwww
[16247.421] (S)suzunone_: wwwwwwwwww
[16247.452] (S)ぱわ一: wwww
[16247.648] an_do121: wwwwww
[16247.717] (S)ラウド25: radaoFight
[16247.867] mitsuxx00: ははw
[16248.166] (S)dtf417: ｗｗｗｗｗｗ
[16248.203] (S)otooto_: wwwww
[16248.323] (S)halcloud: wwwwww
[16248.372] (S)syamuneb: ちくちく
[16248.530] (S)oggiooo: wwww
[16248.667] (S)nem_kun_peco: 嬉しそうw
[16248.808] 3noq1: www
[16249.574] (S)マロン_: radaoW
[16250.998] (S)TaichiTakedaJPN: ｗｗｗｗｗｗ
[16251.890] (S)nem_kun_peco: radaoGJ
[16251.940] ねこでよ: www
[16252.412] わしもおお: ととｗｗ
[16252.510] (S)ばなばなな: どういう効果音
[16252.743] goriie1222: 歯茎ニコッ
[16253.278] suiha_7: radaoTENGU
[16254.014] 干し柿次郎: www
[16254.530] ドミノくん: めっちゃ嬉しそうww
[16256.162] (S)tatuo252: wwww
[16256.192] 唐辛子ガール: wwww
[16258.747] スペルタン: ともさんキレてる！
[16261.109] siro_wara: あたんねえ
[16262.442] (S)PON_cc: まじ？
[16266.211] ハルマ: 色分かりにくw
[16267.324] kaminoryu_zeno: ま？
[16268.647] an_do121: ちゃんと外す
[16270.223] おが0428: イケイケー！
[16271.639] (S)remuril: ともさんチート？
[16281.751] ハルマ: あれ旗いける？
[16283.231] (S)PON_cc: 旗いけね？
[16284.933] あらんえむかーびぃ: あ
[16284.951] harou_momiji: まっずい？
[16285.672] sjindoa: あ
[16285.806] ばのさん: あ
[16285.814] (S)Soratandao: あ
[16286.367] harou_momiji: あ
[16286.394] gawrib: あれ
[16286.525] (S)MIKU_J0311: まけてる
[16286.562] nekodama2155: あ
[16286.679] (S)そら_1907: あ
[16286.689] sora_mameee: a
[16286.905] わしもおお: あ
[16287.100] (S)ウルトラ戦士: あ
[16287.103] (S)るでぃにあ: え？
[16287.413] Ichigo_Strawberry15: あ
[16287.423] (S)おはおはお: あ
[16287.482] 旗波: あ
[16287.662] おじょーー: あ
[16287.802] 00kurosuke: あ
[16288.033] hima_norita: あ
[16288.068] koko_chan55: あ
[16288.243] (S)syamuneb: あ
[16288.267] 雨傘ライ: あ
[16288.267] kinakomochi_1210: あ
[16288.319] (S)pochama120: あ
[16288.325] スペルタン: あああ
[16288.365] のらごま: あ
[16288.501] む_むちゃ: あ
[16288.682] (S)kokone0927: あ
[16288.891] an_do121: あ
[16288.933] わさびじる: あ
[16289.000] shi__409: 負けてる
[16289.087] にわすずめ: あ
[16289.094] Halu0401: 負けた〜
[16289.112] (S)マロン_: あ
[16289.159] (S)MIKU_J0311: いかれてる
[16289.310] (S)halcloud: あ
[16289.320] れもんちぃ0: え？
[16289.571] 777kamikami: あ
[16289.615] 橙紺: 旗か
[16289.733] (S)Rimon_sky: あ
[16289.831] Hana_305: え
[16289.903] (S)hakurin12: あ
[16289.940] (S)kazu_1453: あ
[16289.954] goriie1222: 負けたか
[16290.143] ネギ犬: え
[16290.390] (S)yukiinu1195: あ
[16290.455] (S)nem_kun_peco: まけた
[16290.558] 猫の髭: あ
[16290.560] mitsuxx00: あ
[16290.579] (S)ぱわ一: あ
[16290.725] nekomarutomo: あ
[16290.790] ミリこ: あ
[16290.868] スペルタン: 負けた
[16291.165] おが0428: 旗が壊れた？
[16291.390] 00kurosuke: 旗やられた
[16291.398] (S)ｼｷ_: あ
[16291.412] compeki0022: あ
[16291.553] むろ_: あ
[16291.591] (S)syamuneb: まけたか
[16291.607] oshousantotanbo: あ
[16292.207] いちごきゅうり: あ
[16292.245] ムラさん: あ
[16292.273] (S)Rimon_sky: まけた
[16292.408] lemondaifuku: あ
[16292.418] (S)reiki_1220: え
[16292.441] のらごま: 負けてるか
[16292.457] mikann7: あ
[16292.511] (S)chokemimi: あ
[16292.617] ふらんすパン: あ
[16292.660] メガーネ00: あ
[16292.815] ryotamk_2: あ
[16292.818] ゆなべ: あ
[16293.948] (S)otooto_: あ
[16294.632] darkmoca331: あ
[16294.940] cupirus: 色で混乱するw
[16295.005] yunoooa: あ
[16296.054] harou_momiji: 旗いかれたか
[16296.111] おが0428: あ
[16296.343] shira623: あ
[16296.585] tentan_0v0: あ
[16297.642] (S)るでぃにあ: 壊されたんか
[16298.230] しなやかしょうゆ: あ
[16299.079] (S)suzunone_: あ
[16299.326] (S)yunyun7171: 旗か〜
[16299.756] ネギ犬: 旗誰も見てないか
[16300.010] ばのさん: ん？
[16300.012] (S)おはおはお: radaoCry1
[16300.819] (S)hakurin12: ん？
[16301.629] あらんえむかーびぃ: ｗｗｗｗｗｗｗｗｗｗ
[16301.926] (S)八坂乃宮: 守りいなかったかw
[16302.874] (S)baceneKo: ん？
[16303.097] gawrib: あ
[16303.697] (S)Rimon_sky: ん？
[16303.703] (S)shiro_buuu: wwwww
[16304.357] おが0428: え？
[16304.494] 猫の髭: wwwwwwwwwwwwww
[16304.711] (S)そら_1907: wwwwwwww
[16304.764] (S)suzunone_: wwwwwwwwww
[16305.632] れもんちぃ0: wwwwwwwwwwwwwwwwwwwwww
[16306.085] ゆなべ: wwwwww
[16306.086] hima_norita: え
[16306.118] harou_momiji: え？
[16306.142] (S)a_onemu: wwwwwww
[16306.406] (S)rain_less: wwwwwww
[16306.578] トマト狩り: え
[16306.809] (S)未来から北鮭: え？
[16307.041] nobume0v0: wwwwwwwwww
[16307.187] Ichigo_Strawberry15: え！？
[16307.213] 00kurosuke: え？
[16307.261] (S)Soratandao: え？
[16307.291] ユゥジサン: え
[16307.393] (S)るでぃにあ: え？
[16307.403] (S)hakurin12: え？
[16307.420] ログリア: え
[16307.422] yunoooa: え？
[16307.474] にわすずめ: wwwwwwwwwwwwwww
[16307.524] (S)黒ごまソフト: え
[16307.580] (S)mattsun_02: ｗｗｗ
[16307.622] ムラさん: wwwwwwwww
[16307.698] (S)そら_1907: え？
[16307.747] mbando55: え？
[16307.748] (S)kuro_kuro03: ｗｗｗｗｗ
[16307.756] ばのさん: え？
[16307.880] (S)oreo_oic101: あwwww
[16307.886] (S)syamuneb: wwwwwwwwwww
[16307.889] 旗波: え？
[16307.928] わしもおお: えｗｗｗｗｗｗ
[16307.934] tukky1208: え？
[16307.972] gawrib: え？？
[16308.073] ui_nagaseui: ｗｗｗｗｗ
[16308.171] (S)ぽてち3: www
[16308.195] sora_mameee: えｗｗｗｗ
[16308.596] (S)halcloud: え？
[16308.615] harou_momiji: クリエ？ｗｗ
[16308.680] にわすずめ: え
[16308.782] an_do121: wwwwwwwwww
[16308.837] む_むちゃ: wwwww
[16308.842] かんこ: wwww
[16308.851] satou_036: え！
[16308.879] (S)きなこ117: やってる？
[16308.898] goriie1222: え
[16308.902] (S)ウルトラ戦士: え？
[16308.944] (S)マロン_: え
[16310.070] ui_nagaseui: えｗｗ
[16310.142] jun08081031: え？
[16310.162] むろ_: え？
[16310.254] しああき: えｗｗｗｗｗｗ
[16310.281] ゆいーら: え
[16310.368] oshousantotanbo: え
[16310.379] (S)ni_ha218: え？wwww
[16310.497] タクトン: radaoWradaoW￼￼ 
[16310.585] mitsuxx00: え
[16310.607] nekodama2155: え？w
[16310.629] 雨傘ライ: え？？？
[16310.735] (S)kokone0927: え？
[16310.840] ハルマ: クリエwwwwww
[16310.847] sutolaba: え
[16310.958] (S)kin6100: www
[16310.968] じゃがビぃ: えw
[16311.144] (S)nem_kun_peco: え
[16311.150] (S)wasabitab: radaoHatena2
[16311.194] ft2828: え
[16311.200] nekomarutomo: やってる？？？
[16311.374] kaminoryu_zeno: え？
[16311.409] わらびもち_11: え？
[16311.422] MORIYA_37: wwww
[16311.509] 猫又01: え
[16311.584] (S)ｼｷ_: えwwwwww
[16311.614] (S)syamuneb: え？
[16311.728] an_do121: え？
[16311.804] (S)rukan_x3: え
[16311.901] nyaru_nyarusan: え
[16311.953] おが0428: ま？？？？
[16311.984] (S)Rimon_sky: え？wwww
[16311.993] (S)ラウド25: radaoW
[16312.008] やまふ: え？
[16312.033] Hana_305: え笑笑
[16312.055] lemondaifuku: え？
[16312.060] kaomodi22: www
[16312.153] (S)るでぃにあ: ええ？
[16312.499] key_1950: え
[16312.543] (S)chokemimi: え？？ｗ
[16312.596] (S)suuchaaa: え？？
[16312.665] のらごま: ともさん？
[16312.719] (S)そら_1907: あ？
[16312.940] sayorin25256: え
[16313.135] salted_Wani: え？
[16313.195] (S)yunyun7171: え？
[16313.208] スパーズ: え
[16313.265] (S)ホトトギス: く、りえ
[16313.345] miki_15g: radaoW
[16313.527] 惰性さん: え
[16313.551] (S)ぱわ一: え
[16313.552] む_むちゃ: えww
[16313.567] (S)abara_129: え
[16313.683] Ichigo_Strawberry15: つこうた？
[16313.735] sjindoa: wwwww
[16313.740] ゆなべ: え
[16313.802] 777kamikami: wwwwww
[16313.877] hima_norita: wwwwww
[16314.116] kinakomochi_1210: え
[16314.133] neko1107: え
[16314.179] 橙紺: やってる？
[16314.578] (S)pochama120: え
[16314.689] goriie1222: やってる？
[16314.934] (S)wasabitab: radaoW
[16315.149] erena0417: www
[16315.265] miyamiya138: え
[16315.397] darkmoca331: え？wwww
[16315.469] same__15: え？？
[16315.493] rikurou56: え？w
[16315.542] karori0300: やってる？
[16315.585] ろくはの: C？
[16315.740] きつね61: チーター？
[16315.797] harou_momiji: ｗｗｗｗｗｗ
[16315.804] ぁきぃ: え？wwww
[16316.023] おが0428: えぐwwwwww
[16316.028] スペルタン: ww
[16316.059] 俺だよおれ: チー、ト
[16316.102] (S)pochama120: ｗｗｗｗｗｗｗｗｗｗ
[16316.177] 唐辛子ガール: え
[16316.220] (S)halcloud: クリエ？
[16316.267] jun08081031: つかった？
[16316.285] (S)ｼｷ_: やった？wwwwww
[16316.308] gawrib: つこうた？ww
[16316.372] (S)おはおはお: wwwwwwww
[16316.587] mbando55: Cか？
[16316.640] 抹茶の午後: ｃ
[16316.709] (S)ぱわ一: wwwwwwwwww
[16316.781] shira623: え？
[16316.782] 00kurosuke: わんぱん？
[16316.808] ayunosioyaki0223: えw
[16317.329] しめざめ: え
[16317.422] keisukeogi: え？笑笑
[16317.439] kotaroabc: つこた？
[16317.639] kaminoryu_zeno: チート？
[16317.713] satou_036: バカおもろいwwwwwww
[16318.214] re0mi1283: なに？www
[16318.239] やまふ: チー…..
[16318.260] むろ_: ワンパンがち？w
[16318.304] emitsin: ｗｗｗ
[16318.412] koorogi07: クリエイティブきちゃ！？！？！？
[16318.434] same__15: やってる？
[16318.464] haruito_222: えwww
[16318.554] (S)nem_kun_peco: クリエ？
[16318.683] にわすずめ: ！？
[16318.703] (S)k0ku3: つこうた？
[16318.745] (S)らいちょむ: え？
[16318.755] (S)syamuneb: やってる？？wwww
[16318.768] ごんのすけ: 粉粉なったかww
[16318.776] sora_mameee: つっよｗｗｗ
[16319.160] 甘栗ちゃん: クリエ？
[16319.213] (S)hakurin12: くり、え？？
[16319.321] panradaluv: え？ｗｗｗ
[16319.388] (S)ばなばなな: つかった？w
[16319.496] (S)マロン_: ワンパンwww
[16319.528] わしもおお: ｃ
[16319.645] 唐辛子ガール: wwwwwwwwwwww
[16319.646] かんめん: えっw
[16319.751] のらごま: やってる？
[16319.919] (S)Taaai2626: C
[16319.978] radao_yome: クリエ？
[16320.410] sutolaba: 怒りのパンチwwww
[16320.607] (S)スコーンをすこーん: わんくり？？
[16320.751] 逢碧はる: wwww
[16320.892] (S)kin6100: 根っこから抜いた？w
[16320.991] メガーネ00: www
[16321.262] おが0428: やってるwww
[16321.303] papikopinoo: クリエイティブモード！？
[16321.740] 777kamikami: 強すぎwww
[16321.833] (S)てっちゃん115222: wwwwww
[16322.528] (S)nekonaaa: radaoW
[16322.608] のらごま: クリエ？
[16322.679] re0mi1283: www
[16322.753] (S)ni_ha218: wwwwwww
[16323.663] 877kuskus: えwwwww
[16323.685] (S)yamato333kaki: 黒髪のちくだったか
[16323.830] (S)tatuo252: wwwww
[16324.246] あきぬこ: つこうた？
[16324.323] namoyan0809: クリエ！？
[16324.475] yunoooa: 絶対嘘www
[16324.560] (S)夏吉: わんぱん？
[16324.696] (S)baceneKo: ブチギレw
[16324.721] (S)PON_cc: 怒りの拳か
[16324.779] にわすずめ: レベルかwwwww
[16325.130] Ichigo_Strawberry15: C
[16325.264] すわンナ: へし折ったか
[16325.797] (S)syamuneb: cマジかwwwっw
[16325.963] ドミノくん: えw
[16326.492] (S)らぺん: 渋ハルつよ
[16326.802] (S)nem_kun_peco: radaoHusei
[16326.903] ユキウサギ0425: ワンパンw
[16327.032] (S)KoRoMoKo2828: 遂にやったか
[16327.907] コア21: ちく？
[16328.555] (S)ｼｷ_: 力強すぎたかwww
[16329.808] mira_o: ともさん？www
[16330.072] re0mi1283: おっとwww
[16330.293] (S)3Knek0: ぶちギレのとも
[16330.671] あらんえむかーびぃ: そのレベルねｗｗ
[16331.788] たまおれ: 旗ごり折ったwwwwwwwwwwww??
[16331.809] (S)suzunone_: Ｃかwww
[16333.015] (S)nem_kun_peco: そのレベルねw
[16333.223] kaminoryu_zeno: とうとう
[16333.226] (S)おはおはお: wwwwww
[16333.449] tankobu_me: さすとも
[16335.041] gawrib: おっとっと
[16335.543] harou_momiji: ｗｗｗｗｗｗｗ
[16336.221] Ichigo_Strawberry15: C(reative)かw
[16336.737] 紗弥0926: wwwww
[16337.017] nekomarutomo: 無言えぐいｗ
[16337.200] (S)syamuneb: 勝ち逃げwwwwwww
[16337.428] 雨傘ライ: wwww
[16338.282] 井田: 無言の変更ｗ
[16338.936] (S)あんジュ: 力強すぎたか？www
[16339.223] satou_036: 黒髪出すぎかw
[16339.240] (S)ねこねこお嬢: ハンク出てるね
[16339.894] (S)nem_kun_peco: キレ髪のちく
[16339.983] (S)るでぃにあ: 勝ち逃げか
[16340.188] スペルタン: 勝ち逃げまじかwww
[16340.441] 777kamikami: バチギレだったか
[16340.785] goriie1222: これはガチギレです
[16342.268] (S)suzunone_: 勝ち逃げwww
[16345.204] わしもおお: 楽しそう
