[10.556] ほるす_: DinoDance
[7091.078] (S)みすたぁ801: w
[7091.242] (S)re1chans2: wwwwww
[7091.289] (S)nenenba3: 終わってますw
[7091.323] (S)こたち_123: wwww
[7092.379] (S)おーちゃん21: gocchaWww
[7092.498] (S)まりん_112: wwwww
[7092.669] (S)ななみ0717: キモすぎwwwww
[7093.235] (S)ruuu_a: gocchaWww
[7093.493] (S)ぴこりん3: 終わってるｗ
[7093.554] (S)w_andon_w: 声えぐいwww
[7093.609] (S)mari_atsu_kai: www
[7093.847] (S)黒亜_: www
[7094.062] (S)あーさん__: 𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀
[7094.072] (S)うちのわんこしか勝たん: えんぐいwwww
[7094.103] (S)あさ_0017_: 最低wwwwwww
[7094.309] さんっ: やめｗｗｗｗｗｗ
[7095.883] (S)氷崎光輝_こうき_: gocchaWww
[7100.460] (S)chip_chop122: おわってるよwww
[7102.169] (S)re1chans2: 小学生wwww
[7103.072] さんっ: キャッキャっｗｗｗｗ
[7103.512] (S)miwa_jesee: おもろッwww
[7106.085] (S)逝き活きとした玉袋筋太郎: またロケラン来るぞwwww
[7106.309] (S)まりん_112: 小5 
[7108.635] (S)みすたぁ801: 休み時間感すごいw
[7110.231] (S)みゆ5252: wwwww
[7116.503] (S)ぽろなる: これはまたれりあが喜びそうｗ
[7118.085] (S)ke_rberos: これがCRかｗｗｗ
[7118.291] (S)いおりさ: ひまかｗｗｗｗｗｗｗ
[7129.428] (S)後ろ姿のあさり: gocchaWakotu
[7130.435] (S)ruuu_a: えw
[7131.811] (S)ひちゃそ: ｗｗｗｗ
[7178.381] うしの子: やめなさいｗｗ
[7180.278] (S)ひちゃそ: ｗｗｗｗｗ
[7180.462] (S)ruuu_a: おいwwww
[7180.801] (S)瑠璃__るり__: ｗｗｗｗｗｗ
[7181.034] (S)みみまい: こらーーーーー
[7181.804] (S)dolphin_1_: ｗｗｗｗｗｗｗｗ
[7182.358] (S)___み___: ｗｗｗ
[7184.230] (S)blau_lira: おいw
[7184.462] (S)ゆきち178: www
[7184.756] (S)Hiroki_gtr34: 終わってる
[7187.038] (S)るえん: gocchaWww
[7187.243] (S)おやつはほねっこ: この二人🤣🤣🤣
[7187.457] (S)___み___: 終わってるｗｗｗ
[7187.477] (S)ちゅんんんん: しぬWWWWWW
[7188.315] (S)うちのわんこしか勝たん: こらぁ男子ィー！
[7188.605] (S)ななみ0717: やめとけwwwww
[7188.990] (S)nouka5hima: 終わってるwwwwww
[7189.214] (S)nuupu_pu: まだ9時やでw
[7191.114] (S)ちゅんｯ: wwwwwwwww
[7192.865] (S)hisa_to__: シミ犬です
[7193.314] (S)リイア: こらwwwww
[7193.325] (S)きくリン: 終わってるよwww
[7194.175] (S)いとあ: www
[7195.735] (S)re1chans2: おわってますwwww
[7195.880] (S)あさ_0017_: 終わってますwwwwwww
[7197.541] (S)末廣堂: まだ早いてw
[7197.719] (S)ななみ0717: wwww
[7205.378] (S)re1chans2: こーれーは深夜ww
[7205.778] (S)ke_rberos: 日付超えてないよｗｗ
[7210.484] (S)みみまい: セリーかわいいな
[7214.496] (S)nuupu_pu: 先輩逃げてw
[7216.008] (S)たくま12345: www
[7216.226] tm_171717: かわいいー
[7216.436] (S)いおりさ: かわいいなぁ
[7217.650] (S)ろこづ: かわちぃ
[7218.255] (S)ruuu_a: かわいいww
[7218.355] (S)まりん_112: せりーせんぱい 
[7218.482] (S)ちゅんんんん: かわちいWWW
[7219.761] さんっ: かわいいい
[7219.958] (S)___み___: かわいい 
[7222.338] (S)mxnya_: かわいいいい
[7222.539] (S)たおちゃ: かわいいwwww
[7222.577] (S)リイア: wwwww
[7222.683] (S)野苺: かわいい
[7222.784] (S)かなち__93: ☺️
[7223.362] (S)おやつはほねっこ: Selly 
[7223.784] (S)うちのわんこしか勝たん: かわゆ(* ॑꒳ ॑*)でも逃げてww
[7223.951] (S)まりん_112: かわち 
[7223.961] (S)ゆきち178: おお！
[7224.075] (S)ななみ0717: gocchaLove
[7224.149] (S)おーちゃん21: gocchaLove
[7224.198] (S)けいこ0630: かわいい 
[7225.102] (S)ruuu_a: いぇーいww
[7225.796] (S)ない_: 可愛い
[7225.978] (S)ちゅんんんん: わーーー！
[7227.684] うちのまめ: かわちいなー
[7228.263] (S)re1chans2: かわいい
[7229.544] hachiko0000: gocchaWww
[7229.609] (S)みほまる_: あああ！！
[7229.841] (S)ななみ0717: おお！！！！
[7230.100] (S)kiara3_55: gocchaLove
[7232.207] (S)ななみ0717: ほんとだ！！
[7232.737] (S)mari_atsu_kai: セリー可愛い 
[7233.035] (S)氷崎光輝_こうき_: いえーーい 
[7234.443] (S)re1chans2: gocchaLove
[7234.523] (S)アイシュ: おおお！
[7235.719] さんっ: 久しぶりの！？
[7235.954] (S)リイア: いえーい
[7237.915] (S)けいこ0630: おお！
[7238.141] (S)まりん_112: うぇーい 
[7238.458] (S)みみまい: きれんかったｗｗｗ
[7238.763] (S)らりれら: ヴィランTいいな～w
[7239.884] (S)__ゆっちゃん__: サイズがww
[7240.529] (S)ruuu_a: あwww
[7243.709] (S)ななみ0717: wwww
[7244.057] (S)リイア: きれなかったのw
[7244.754] (S)けいこ0630: 入らんかったかw
[7245.830] (S)みほまる_: wwwwwwwwww
[7246.660] (S)ゆきち178: ww
[7246.926] (S)ななみ0717: デカすぎww
[7248.195] さんっ: かわいいー！
[7248.216] うちのまめ: www
[7248.359] (S)まりん_112: 着れんかったwww
[7249.558] (S)37kkk: 着れない･･･ww
[7251.353] jajaja_nn: ｗｗｗｗ
[7251.706] (S)みみまい: やめいｗｗ
[7254.947] うちのまめ: 飾っとこw
[7256.045] (S)ruuu_a: やめてwwww
[7256.194] (S)ちゅんんんん: やめWWWWWW
[7257.418] (S)うちのわんこしか勝たん: こらwwwww
[7258.007] (S)たおちゃ: wwwwww
[7259.935] (S)ぷつん: ねぇwww
[7260.768] tm_171717: やめなさいwwww
[7261.415] (S)ななみ0717: やめとけwww
[7261.817] (S)みゆ5252: wwwwww
[7262.027] (S)hisa_to__: www
[7262.233] hachiko0000: やめてwwwww
[7262.346] (S)みみまい: セリーにはやめいｗｗ
[7263.882] (S)nouka5hima: www
[7264.015] (S)ーてるまー: wwwwww
[7265.631] (S)ke_rberos: やめてｗｗｗ
[7267.007] (S)リイア: wwwwwwwwww
[7267.090] (S)ちゅんんんん: こらWWWWWW
[7268.272] (S)あーさん__: やめなさい𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀
[7268.899] うちのまめ: それはヤバい
[7269.167] (S)ななみ0717: wwwww
[7269.538] さんっ: こらｗｗｗｗｗｗ
[7272.005] (S)のーれい: 炎上するwww
[7273.107] (S)ななみ0717: やめなさいよwwww
[7273.617] (S)こたち_123: だめwwww
[7274.594] (S)ruuu_a: あw
[7275.192] (S)ろこづ: ｗｗｗｗｗｗｗｗｗ
[7275.198] (S)mxnya_: ｗｗｗｗｗｗｗｗｗ
[7275.283] (S)瑠璃__るり__: ｗｗｗｗｗｗ
[7275.873] (S)ゆきぃにゃん: やめなさいｗｗ
[7275.935] (S)らりれら: wwwwww
[7276.435] (S)___み___: ｗｗｗｗｗｗｗｗｗ
[7276.504] (S)ちゅんんんん: しぬWWWWWWWWWWWW
[7276.938] (S)makaron0807: やめなwww
[7276.939] (S)ぷつん: 正しいwwwwwwwww
[7277.146] tm_171717: wwww
[7277.184] (S)ゆきち178: www
[7277.303] (S)みみまい: ナイスｗｗｗｗ
[7277.392] sub_chan_d: wwww
[7277.531] (S)ゆう_黒: wwww
[7277.844] (S)うちのわんこしか勝たん: Wwwwwww
[7277.916] (S)おやつはほねっこ: 🤣🤣🤣🤣🤣🤣🤣
[7278.057] (S)みゆ5252: gocchaWww
[7278.669] (S)ダーヨ: ｗｗｗｗ
[7278.890] (S)ーてるまー: wwwwwwwww
[7279.109] (S)みこ03: www
[7279.216] (S)はにちっく: やめーwww
[7279.504] (S)kiara3_55: wwww
[7279.561] jajaja_nn: やばいｗｗｗｗ
[7279.693] (S)37kkk: セリーにはやめて
[7279.725] (S)うなぎや: wwwww
[7279.794] (S)パチモーノ_ウェスカー: majideyamerow
[7280.322] hachiko0000: 先輩wwwwww
[7280.586] (S)氷崎光輝_こうき_: wwwwwwww
[7280.624] (S)meiko_1327: wwwwwwwww
[7280.815] (S)かなち__93: gocchaWww
[7281.097] (S)ひちゃそ: www
[7281.132] (S)リイア: wwwwwwwwwww
[7281.836] (S)けいこ0630: wwwwwww
[7281.962] (S)るえん: www
[7282.549] うちのまめ: あかんあかん
[7282.886] (S)ruuu_a: おもろwwwwwwwwwww
[7283.197] (S)おーちゃん21: gocchaWww
[7283.248] (S)kobo_gm: えぇwwwwww
[7284.215] (S)みほまる_: わろたwwwwwwwwww
[7284.460] (S)後ろ姿のあさり: wwwwwwwww
[7284.608] (S)しょぼん_: いってw
[7284.673] (S)パチモーノ_ウェスカー: Yamanashi’s
[7284.833] (S)ちゅんんんん: しんどWWWWWWWWW
[7284.897] (S)ななみ0717: wwwwww
[7286.205] (S)ちぇりぴー: gocchaWww
[7286.380] (S)かりん_86: wwwww
[7286.416] (S)あーさん__: 𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀
[7286.881] (S)黒亜_: www
[7286.934] tm_171717: 先輩wwww
[7287.748] (S)re1chans2: gocchaWww
[7288.282] (S)みゆ5252: とれちゃうwwwww
[7289.054] (S)リイア: 発砲wwwww
[7289.230] (S)ぽーぽー: 触り方www
[7289.580] (S)いとあ: wwwww
[7290.376] (S)ちゅんｯ: wwwwwwwww
[7291.808] (S)パチモーノ_ウェスカー: やめなさいwwwwwwww
[7292.581] (S)nuupu_pu: パーン
[7293.379] (S)ruuu_a: おもろすぎるwwww
[7293.754] (S)みみまい: さすセリー
[7295.055] (S)ちゅんんんん: おもろすぎやろWWWWWW
[7295.151] (S)ke_rberos: ないすｗｗｗｗｗ
[7295.250] (S)おーちゃん21: もげた🤣🤣🤣🤣🤣
[7295.344] (S)リイア: 乳首取れちゃうwwwww
[7296.879] jajaja_nn: 笑いすぎて死ぬｗｗｗｗｗ
[7296.943] ~MISSING_COMMENTER_INFO~: 先輩からの洗礼だ〜wwwww
[7297.732] うちのまめ: 激しかったw
[7298.466] (S)たまたまたまでねたねこ: おわってる
[7302.541] (S)みすたぁ801: おわってるw
[7303.148] hachiko0000: わかってないwwww
[7304.852] (S)37kkk: 硬派なんだから
[7304.974] (S)ゆきち178: 怒られるww
[7305.781] (S)おーちゃん21: 陥没か🤣🤣🤣🤣🤣
[7305.840] (S)氷崎光輝_こうき_: おわってらーw
[7306.866] (S)nouka5hima: 終わってるwwwwww
[7308.034] (S)renge46: 正解やｗ
[7308.805] tm_171717: おわってるwwww
[7308.904] (S)うちのわんこしか勝たん: 純粋なせりーがwwww
[7309.416] (S)ななみ0717: wwwww
[7309.618] さんっ: やめなさいwww
[7311.151] (S)みほまる_: wwwwwwwwww
[7311.363] (S)あーさん__: 𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀
[7313.864] (S)_そら_しろ_: gocchaWww
[7315.815] (S)ke_rberos: セクハラしたのが悪いｗｗｗｗ
[7316.251] (S)ぽろなる: セリーは純粋だからｗｗｗ
[7317.261] (S)リイア: 伝わらないのつらwwwww
[7317.835] (S)きくリン: 頼むから頭撃たれてくれwww
[7318.147] (S)ななみ0717: wwww
[7318.832] (S)_ぴぴまる: wwwww
[7328.668] (S)re1chans2: www
[7339.154] (S)パチモーノ_ウェスカー: きにしないでwww
[7342.103] (S)けいこ0630: wwwwwww
[7360.086] (S)アイシュ: やっと自慢できたｗｗｗ
[7361.179] (S)ゆう_黒: 届いてるしw
[7361.392] (S)逝き活きとした玉袋筋太郎: ツルギきたw
[7363.150] (S)ruuu_a: wwww
[7364.446] (S)リイア: 見せびらかしw
[7382.876] hachiko0000: ありけんが牛にw
[7391.638] (S)りゅうとうだび: 鞄もじゃない？
[7407.959] (S)37kkk: そうな感じなんだ！
[7481.062] (S)chip_chop122: 落ち葉掃除する人みたいw
[7556.111] (S)るえん: gocchaZannnen
[7560.131] (S)かなち__93: ご無理なく☆
[7563.291] (S)まりん_112: 頭痛いやだね 
[7565.707] (S)kohalu_: ごっちゃんは最終日までrust駆け抜けるんですかー？
[7566.572] hachiko0000: wwwww
[7568.523] (S)けいこ0630: すぐ鎮痛剤飲んじゃう 
[7576.553] (S)みすたぁ801: ありがとうありけん 
[7584.461] (S)ke_rberos: ぱぱーーー；；
[7586.124] hachiko0000: ありけんパパ優しすぎるから
[7587.122] (S)ななみ0717: ありけん 
[7596.966] (S)みみまい: マジか、ありけん
[7633.128] (S)gardenia_1024: 我慢せずにお薬飲みましょう！
[7661.941] (S)なおみみ: 今からwwww
[7663.575] (S)るえん: gocchaWww
[7666.885] hachiko0000: wwwwww
[7668.318] (S)うちのわんこしか勝たん: え？w
[7668.323] (S)ruuu_a: 今からwww
[7672.876] (S)みゆ5252: www
[7674.073] さんっ: ｗｗｗｗｗｗ
[7675.211] (S)るえん: いいなぁ 
[7675.452] (S)まりん_112: 今www
[7677.893] (S)_ぴぴまる: www
[7678.654] (S)みすたぁ801: それは見たい
[7680.161] (S)ruuu_a: おもろそうw
[7680.381] (S)みほまる_: 見てえええ
[7681.027] (S)リイア: やりたいんだねw
[7685.463] hachiko0000: 見たいwwww
[7685.598] t_ugumin: バイオのタイムアタック好き
[7689.027] (S)zilloll2: バイオ５がいっちゃんおもろいｗ
[7692.675] (S)yuiiiiii04: gocchaWakotu
[7718.126] (S)jansanpubg: とおこさん？
[7754.415] (S)ruuu_a: www
[7754.633] (S)なおみみ: wwww
[7784.130] (S)みゆ5252: wwwww
[7784.616] (S)みゃみゅみょん: gocchaWakotu
[7792.818] (S)逝き活きとした玉袋筋太郎: wwww
[7795.147] (S)_ぴぴまる: www
[7795.317] みぃねこ: wwww
[7796.206] (S)37kkk: ありけんまじいつも食ってる😂
[7797.228] (S)まりん_112: www
[7797.463] (S)みほまる_: wwwwwwwwww
[7797.688] (S)みゃみゅみょん: www
[7801.392] (S)なおみみ: うどんは消化早いからねww
[7801.757] hachiko0000: wwwwwww
[7802.092] (S)うに073: www
[7812.931] (S)yogore_jp: おれもｗｗｗ
[7814.914] (S)0ちくわぶ0: 自分もはがれてきてる
[7817.414] (S)ke_rberos: みんな
[7820.222] (S)zowee55: 私もw
[7839.280] (S)Stella7777: 剥がれるね
[7839.794] (S)yogore_jp: 内側だけはがれるなんでやろｗ
[7840.870] hachiko0000: 合皮？
[7843.186] みぃねこ: そうなんだw
[7845.936] (S)みみまい: ｗｗｗ
[7847.770] batten0809: 私も内側だけに亀裂入ってますよ
[7850.812] (S)たくま12345: www
[7854.083] sk2020s: カバー売っとるで
[7855.033] (S)黒亜_: www
[7855.596] hachiko0000: 黒いポロポロ？
[7856.168] (S)みほまる_: 😂😂
[7856.845] (S)まりん_112: gocchaWww
[7857.035] (S)re1chans2: イス壊れるwww
[7857.883] さんっ: 擦れてるのかな？w
[7860.523] (S)みすたぁ801: 汗で酸化するとか?
[7861.826] 幸福なバクテリア: 摩擦かな？
[7861.896] (S)nouka5hima: あ～なるほどね
[7863.118] (S)あしゅだったもの: カバー買うといいですよ
[7864.101] (S)gogobra1: 加水分解ダメージとスレダメージ
[7871.996] (S)なおみみ: 擦れるからだろーね
[7876.719] みぃねこ: へぇぇ〜カバーとかあるのか！
[7879.380] (S)しゃくれ大先生: ある程度壊れないと長持ちすると売れなしからね
[7888.505] (S)nouka5hima: カバーつけてる
[7894.917] (S)ぽろなる: れむくんが噛んでるとか？
[7897.573] さんっ: はき？
[7901.424] (S)Stella7777: どこのイスも同じだね
[7901.671] kazuyoyoyo1: 剥がれたら捨てるの？
[7918.904] (S)ke_rberos: 真ん中に圧かかるからサイド割れるのでは
[7919.035] 幸福なバクテリア: 気づいたら剥がれてる
[7936.159] るーるる1: 何度も触ったり擦れたりして剥がれるっぽい
[7937.758] (S)gogobra1: メーカーによっては肘のみだけで売ってる場合もある
[7948.027] (S)nouka5hima: まぁ結局剥がれはする
[7955.501] (S)tennis5009: お！
[7955.868] hachiko0000: ストグラ行ったっていい
[7957.348] (S)__ゆっちゃん__: あり
[7957.546] (S)mxnya_: え！
[7958.010] (S)ちゅんんんん: お？！
[7958.870] (S)jansanpubg: あり
[7959.540] (S)みゆ5252: お？
[7960.393] (S)ke_rberos: あきちゃったｗｗｗ
[7960.466] (S)たくま12345: あり
[7960.547] (S)のーれい: お
[7960.608] (S)みほまる_: ！？
[7961.419] (S)_凛_: え
[7962.477] (S)野苺: あり！
[7962.501] (S)まりん_112: お
[7962.667] (S)re1chans2: わ？！
[7962.778] (S)さく__12: こんばんは！ 
[7963.111] (S)tennis5009: 少しでもみたあ
[7963.728] さんっ: んあ！？
[7965.071] (S)re1chans2: gocchaKirakira
[7965.312] うちのまめ: え
[7965.489] (S)ぽーぽー: お
[7965.726] (S)37kkk: ホームシック
[7966.874] (S)w_andon_w: お
[7967.089] (S)後ろ姿のあさり: あら
[7967.106] (S)かなち__93: したいのするのが1番◎
[7967.124] (S)ゆう_黒: お？
[7967.504] gorogoro_nyann: あり！
[7969.647] (S)re1chans2: みたい
[7970.647] (S)kiara3_55: お
[7972.395] (S)たけちゃん軍団: おおｗ
[7974.644] hachiko0000: 久々に餡のみんなに会いたい
[7976.681] (S)jansanpubg: 顔出しにいきましょ！
[7979.262] (S)あさ_0017_: ボスいないし海賊もおいしくないし...
[7980.645] (S)__ゆっちゃん__: みんな元気かな
[7980.742] (S)らりれら: 様子見してもいいねw
[7981.457] さんっ: みんなに！？
[7983.199] (S)re1chans2: ゴンどうなったかな〜
[7984.674] (S)みゆ5252: やばいねー
[7986.359] tm_171717: 少し行ったっていい
[7986.747] (S)p3qp3q: やりたい事やるのが1番だよ
[7987.517] (S)mxnya_: 餡のみんなが恋しい
[7987.586] (S)野苺: ゴン動きがあったのかな
[7988.926] (S)ななみ0717: そうね
[7989.038] (S)__ゆっちゃん__: ゴン！
[7990.660] (S)dolphin_1_: みかじめ回収しよ！
[7994.596] (S)みゆ5252: いろいろ気になる
[7995.417] (S)ひちゃそ: ゴンくんどうなったかな
[7996.016] (S)ななみ0717: どうなってるんだろうね
[7997.635] (S)re1chans2: ウェスカーさん恋しかった 
[7998.785] (S)kobo_gm: 気になるねぇ
[7999.950] (S)hisa_to__: 楽しみ
[8001.054] (S)たけちゃん軍団: 最後日曜日では？
[8001.553] (S)_凛_: いろいろ気になる～
[8001.867] (S)るぅなまる: 気になる
[8001.998] (S)ke_rberos: ゴン！！！！
[8002.204] さんっ: ごーん！
[8003.249] (S)__ゆっちゃん__: みかじめ貯まってそう！
[8004.677] (S)イルヘイスト: ロスサントス！
[8005.614] (S)ななみ0717: 気になるー
[8006.605] 匿名_1203: 新しくなってるねー
[8008.054] (S)みゆ5252: wwwww
[8008.104] (S)yuzimorioka: ゴンゴンにおはよう
[8008.183] hachiko0000: wwwwx
[8008.238] (S)kiara3_55: 気になるね〜w
[8008.317] (S)___み___: あれみたｗｗｗ
[8008.757] (S)uutannn: ギャンブルできないしねw
[8009.069] (S)おやつはほねっこ: 🤣🤣🤣🤣🤣
[8009.188] (S)みすたぁ801: 見たw
[8009.290] (S)なおみみ: ゴンも気になるしなー
[8009.520] (S)__ゆっちゃん__: みたw
[8009.760] (S)ruuu_a: wwwwwwwwww
[8009.816] (S)氷崎光輝_こうき_: www
[8010.370] (S)_凛_: みたｗ
[8011.098] (S)ちゅんんんん: みたWWWWWW
[8012.259] tm_171717: 地下鉄とか貨物とかね
[8012.438] (S)ゆきち178: 見たw
[8012.885] (S)みゆ5252: みたwwwww
[8013.126] (S)野苺: ごんが気になりすぎる！
[8013.273] (S)らりれら: 見たw
[8014.229] (S)re1chans2: wwwww
[8014.705] (S)__ゆっちゃん__: かっこよかったw
[8014.793] さんっ: え！？
[8014.978] (S)まりん_112: みたみたw
[8015.309] hachiko0000: キャップの見たいwwww
[8015.490] (S)みょん25: みたwww
[8015.526] (S)みほまる_: wwwwwwwwww
[8016.042] (S)ワタシ0221: ゴンも気になるよー
[8017.307] (S)けいこ0630: みたwwwwwww
[8017.426] (S)黒亜_: みたw
[8017.626] (S)ななみ0717: ねwwww
[8018.186] (S)kiara3_55: みたwwwww
[8018.197] (S)jansanpubg: 見たww
[8018.721] (S)あさ_0017_: みたwwww
[8019.143] (S)dolphin_1_: ガメラみたいなやつねｗ
[8019.483] うちのまめ: wwww
[8019.506] (S)ワタシ0221: 見た見た（笑）
[8019.945] (S)ke_rberos: みたｗｗｗ
[8020.747] (S)nouka5hima: 今日で七日目ですから一週間やってないですね
[8020.844] (S)ユーイング: ゴンヘイストが気になってしかたない
[8022.602] (S)ちゅんｯ: みたwww
[8024.224] (S)ななみ0717: 凄かったww
[8024.675] (S)re1chans2: まぢww
[8024.991] (S)やにき81: 暴走列車ｗｗ
[8027.428] 水溜りでバタフライ: ゴンくんいじり見たいねえ
[8027.654] (S)たけちゃん軍団: 電車！？
[8032.808] (S)野苺: おもろそう
[8034.000] (S)nouka5hima: あれおもろい
[8035.819] (S)ゆん윤윤: みたい
[8041.194] (S)なおみみ: 絶対やりずらそうww
[8041.820] (S)シンノ: 逃げる時こわいわ
[8041.980] hachiko0000: ユニオンの中走ってるんかw
[8044.666] (S)みゆ5252: ほんとだねw
[8048.241] (S)nouka5hima: さすがのリアクションだった
[8052.236] (S)さく__12: 確かにww
[8056.107] renren122202: 銀行強盗のラップみた⁇
[8057.453] (S)みすたぁ801: バイオ6みたいに轢かれるw
[8058.721] tm_171717: トラック置けないよね
[8061.281] hachiko0000: なんなら警察も電車に轢かれる？
[8061.764] (S)たけちゃん軍団: ふさがれたらおわるｗ
[8063.790] (S)jansanpubg: れむせんだっていい
[8064.518] (S)ke_rberos: 警察もギャングもきついｗｗ
[8065.266] (S)re1chans2: そっかぁ
[8066.323] (S)yukichi1222: 電車で逃げよう
[8069.988] うちのまめ: 正面からきたらおわるw
[8072.411] (S)ごはんみーやちゃん: 電車乗って逃げよ
[8082.296] (S)tennis5009: みたい！ストグラ
[8084.197] (S)野苺: みんな頑張ってるかな
[8085.526] (S)へびすけ: プロジェクトB飲んで電車逃げができるかｗ
[8091.270] hachiko0000: 電車の中でバッチバチとかできるんかなぁ？
[8091.495] (S)さくら_0121: ゴンヘイストしたっていい
[8094.644] (S)gardenia_1024: ストグラが恋しい！
[8101.325] (S)黒亜_: 顔出したっていいね！
[8106.410] (S)mari_atsu_kai: 電車逃げ出来るんや 
[8108.951] tm_171717: みんな元気かな
[8110.558] (S)たけちゃん軍団: 公共交通機関での逃走劇おもろそう
[8124.305] hachiko0000: びっくりした
[8125.025] (S)yukichi1222: 電車で逃げてたら警察も電車乗ってきて電車の中でバトルとかもあるのかな？
[8125.754] (S)みみまい: すんごいところに湧くやんｗ
[8138.688] (S)jansanpubg: 主要ギャングのボスぽぽいないもんね今
[8146.700] (S)kiara3_55: ここ湧くん
[8159.852] hachiko0000: タダほど怖いものはない？w
[8166.858] (S)37kkk: アルスさん
[8167.946] hatosaburo7: wwwww
[8168.666] (S)jansanpubg: アルスちゃんw
[8177.623] (S)ke_rberos: この装備と銃持ってるふたりに「タダ」言われても怖すぎるｗｗｗｗ
[8186.113] (S)みみまい: アイアンマン入りましたー！
[8187.538] (S)ruuu_a: wwwww
[8189.215] (S)みゆ5252: www
[8189.255] (S)ひちゃそ: ｗｗｗｗｗｗｗｗｗ
[8189.321] (S)renge46: アルス 
[8190.122] (S)るえん: gocchaLove
[8191.347] hachiko0000: wwwwww
[8191.804] (S)なおみみ: wwwwww
[8192.271] (S)nemuiyoru: wwwww
[8192.427] (S)re1chans2: wwwww
[8192.607] (S)ぽろなる: ｗｗｗ
[8192.639] (S)ゆう_黒: www
[8193.114] (S)のーれい: wwww
[8194.504] (S)jansanpubg: もちもちしてるなぁー
[8195.061] (S)氷崎光輝_こうき_: wwwww
[8195.114] (S)らりれら: wwwwww
[8195.205] (S)kiara3_55: wwww
[8196.070] (S)ちゅんんんん: ふぉーーー！
[8196.334] (S)おやつはほねっこ: 🤣🤣🤣🤣🤣
[8196.500] tm_171717: wwww
[8201.403] (S)みほまる_: wwwwwwwwww
[8203.623] (S)たけちゃん軍団: ｗｗｗ
[8204.121] hatosaburo7: お代はありがとう。
[8204.587] (S)まちぬん: ｗｗｗえぐ
[8206.488] (S)みこ03: 楽しいタクシーwww
[8210.161] (S)もたぴ_: 新たな商売始まったwwwwww
[8210.360] (S)みゃみゅみょん: wwww
[8210.506] (S)ユーイング: サービス◎
[8213.112] (S)いとあ: いいねーww
[8213.714] (S)あさ_0017_: なんか始まったww
[8214.672] (S)なおなおみん: もちもちしてきたなぁw
[8214.859] (S)みゆ5252: gocchaWww
[8214.910] (S)ちゅんんんん: WWWWWW
[8216.664] (S)nemuiyoru: うまいんだよねww
[8218.148] (S)すーさん1111: gocchaWww
[8219.257] hachiko0000: wwwwwzw
[8221.296] (S)seki_unn: www
[8221.554] (S)なおみみ: よっ！
[8221.759] (S)みゃみゅみょん: 押し売りwwww
[8221.978] (S)___み___: ｗｗｗ
[8222.566] hachiko0000: すごーい
[8223.560] (S)Caaarii_: うまいw
[8225.156] (S)けいこ0630: うまいwwwww
[8225.355] (S)mxnya_: うまいｗｗｗ
[8225.872] hachiko0000: gocchaWww
[8225.885] (S)nouka5hima: 手厚いサービス
[8227.096] (S)さく__12: うまww
[8227.752] (S)ゆう_黒: gocchaWww
[8228.277] (S)re1chans2: うま
[8229.426] (S)リイア: にすぎwww
[8232.097] (S)re1chans2: てんかいっぴーん
[8232.631] (S)たけちゃん軍団: うまいｗ
[8233.066] (S)浪漫プリン: ヨッ！
[8233.870] (S)ななみ0717: wwww
[8234.008] (S)えりンギ: わこつw似てるねw
[8235.502] さんっ: よ！！！
[8235.901] (S)とびうお30匹: 暇を持て余した配信者の遊び
[8237.459] (S)kobo_gm: wwwwww
[8239.726] (S)re1chans2: gocchaWww
[8241.130] (S)ちゅんんんん: うめーWWWWW
[8241.370] (S)みゆ5252: うますぎwwwww
[8241.587] (S)のーれい: うまw
[8242.660] (S)なおみみ: よっ！！！
[8243.224] (S)すーさん1111: すごいw
[8243.795] (S)らりれら: wwwwww
[8243.860] (S)nemuiyoru: よっ！！
[8244.841] (S)Caaarii_: うまいんだよw
[8245.025] (S)パチモーノ_ウェスカー: gocchaWww
[8245.237] (S)re1chans2: うんまー！！
[8245.315] (S)gardenia_1024: ｗｗｗ
[8246.582] (S)ユーイング: wwwwww
[8247.065] (S)みこ03: www
[8247.207] (S)あーさん__: すごw
[8248.053] tm_171717: よっ！
[8248.547] (S)るえん: www
[8248.711] (S)ruuu_a: gocchaWww
[8249.719] さんっ: よよ！！！！
[8250.057] (S)mari_atsu_kai: 相槌www
[8250.564] (S)けいこ0630: 似すぎwww
[8251.558] hachiko0000: 魔法使えそーwwww
[8252.410] (S)たけちゃん軍団: すごｗ
[8252.698] (S)mxnya_: ｗｗｗ
[8253.189] うちのまめ: うまーーい
[8253.440] (S)ない_: 似てる🤣
[8253.455] (S)renge46: 合いの手なんなんｗ
[8254.417] (S)らりれら: よっ！wwwwww
[8254.688] (S)ななみ0717: wwwww
[8254.701] (S)アイシュ: 太鼓持ちえぐｗ
[8255.230] (S)ぽろなる: ズズのギャグガチャよりも人気出そうｗ
[8256.005] (S)re1chans2: ちょっとフリーザ入ってる
