[10.418] rioniku1515: うおおおおおおお
[9877.411] norato041197: www
[9877.583] shurimino: wwww
[9877.776] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗ
[9877.903] (S)咲虎: wwwwwwwww
[9878.006] (S)baceneKo: らだ用語
[9878.183] (S)なゆーた: wwwwwww
[9878.343] まだら25: wwwww
[9878.823] (S)kiiwiii4649: しょトンボw
[9879.162] 縮緬雑魚: しょがんぼウケてて草
[9879.217] ポテチの子: wwwww
[9879.483] (S)冷ユレ: めっちゃわろとるwww
[9879.638] のらごま: wwwwwww
[9879.831] miamio121: 楽しそうwwww
[9879.935] minto13579: やめたげてwwwwwww
[9880.057] マルゲリータ: wwwww
[9880.249] はぐりっと: めっちゃ笑われとるやんけ
[9880.710] nekodama2155: 浸透してますww
[9881.146] 銀河ポテト: wwwww
[9881.311] (S)mrgrtpsr: 聞こえてんのかな
[9881.359] こうか: wwwwwwwww
[9881.533] (S)seillane: wwwwwwwww
[9881.966] 胡桃柚子: ww
[9882.025] asaborake0408: 笑われてて草
[9882.074] Ichigo_Strawberry15: らっだぁ式
[9882.091] (S)umekkko: 無言で行かないでwwww
[9882.518] (S)you_28: wwwwwwwwwwwww
[9883.232] もずく_37: 楽しそうww
[9883.869] ayunosioyaki0223: 盛り上がってるw
[9884.099] (S)kiiwiii4649: 人外やん
[9884.380] しゃろっく: レンジャーマジで草
[9884.609] (S)にわすずめ: まぁ聞いてるんだよな
[9884.627] akaihi: こいつやっぱ変だよ
[9885.005] l1ibra0929: wwwww
[9885.107] hisamo1001: wwwwwwwwwwww
[9885.137] (S)a_mondoKojio: 聞かれてるのウケる
[9885.513] natubatch: 遊ばれてるなwwww
[9886.083] (S)ragumaltutyo: らだ語
[9886.862] エユン: www
[9887.392] (S)emazkirin: ｗｗｗｗｗｗｗｗ
[9887.649] 年中頭痛: こーれ聞いてます
[9887.903] (S)なんどね: ブルーザーwww
[9887.946] つよいこ: ショガンボほんとやばいな
[9888.645] しろかすか: いじられとるwww
[9888.726] himikokichi_06: 弄られてるww
[9888.759] mitora2916: これ全部聴こえてるんだよなぁ…
[9889.194] はぐりっと: 恥ずかしいからやめたげてよ
[9889.276] nobuhiro0517: たのしそ
[9889.338] goriie1222: ショガンボｗ
[9889.438] nobume0v0: ここの間だけで流行ってるwww
[9889.582] ほのぼの: 盛り上がってるなぁ
[9890.399] pokaburu: らだ語録！
[9891.251] わらびモち: こーれ馬鹿にされてます
[9891.857] マルゲリータ: らっだぁ時点に追加やな
[9891.961] (S)inuyo: バカにされてますwwww
[9892.817] (S)izayoi966: らっだぁは帰ってこれるかな
[9892.891] piisuke0428: へー
[9892.923] (S)noonmoon_v3: www
[9892.936] kurosu729: 聞いてるんかなwwww
[9893.265] 狐日和2014: らっだぁ用語集笑
[9894.955] ホトトギス: なおBluetooth
[9894.967] おるかす: wwwwww
[9895.291] (S)yume2525r: www
[9895.381] あぷあぷえる: 盗聴してるのか
[9895.664] 1995_kim: わこらだ
[9896.861] ~MISSING_COMMENTER_INFO~: 聞こえてるんだよなぁｗ
[9897.133] (S)taiyousinnaporo: 馬鹿にされてるなぁw
[9897.572] (S)you_28: こーれ聞こえてます
[9897.617] (S)ウツル: おじいちゃんの用語に付き合ってくれとる孫なんよｗｗ
[9898.115] 神崎立夏: ワイヤレスで聞いてるのかなぁ
[9898.151] ayunosioyaki0223: やっぱ独特だよね
[9898.801] (S)Ruria00: バカにしてねw
[9899.031] はぐりっと: バカにされてるなぁ
[9899.078] Ishio_62113125: らだ語検定
[9900.113] Ichigo_Strawberry15: wwwwwwwwwwwwwwwwww
[9900.497] shi__409: 盛り上がっておりますw
[9901.040] そふぃ3: 優しいなぁwwwww
[9901.378] goriie1222: らだ語録
[9902.612] ひなたやで: Bluetooth...
[9902.806] あげのり: らだおを攻略し始めてるwww
[9903.952] tugussiy: 珍しく盛り上がってる
[9904.210] si2821: 全部聞かれてます
[9905.059] (S)itoido: ワイヤレスで聞いてんだろなぁｗ
[9905.777] (S)にわすずめ: きったな
[9905.795] rosemary0920: 覚えよっかw
[9905.844] (S)sora_mameee: おい
[9905.860] fuu_maru: おかえり
[9906.108] そふぃ3: うわ
[9906.157] おっくん__: ？？？？
[9906.271] きっこまん: おか
[9906.318] しろかすか: これ聞こえてます
[9906.371] if0990: おい
[9906.679] ゆかりんりん: ショトボルとかはたまに聞くけど、ショガンボはほんまに言わんよな
[9907.468] くろざき: おかえり
[9907.588] コア21: おかえり
[9907.723] (S)なゆーた: おかえりー
[9907.747] Ishio_62113125: きったな
[9907.756] mikannn_0117: おかえり
[9907.979] えりさ_: おい
[9908.183] 贄ﾁｬﾝ: いっぱいでたか〜？
[9908.616] マルゲリータ: 風刺
[9908.785] めるめ: やめて
[9908.815] はぐりっと: うわ
[9908.828] nobuhiro0517: きも
[9908.884] sennpuki222: たらふくw
[9908.971] poruwo1212: こーれ今調べてました
[9909.094] (S)seillane: ぴ
[9909.137] Ichigo_Strawberry15: おい
[9909.245] (S)たまごガチアンチ: おい
[9909.259] if0990: きったね
[9909.374] (S)mrgrtpsr: おかえり
[9909.685] るきち: きったね
[9909.886] yukimaru022: たらふくでたぁ
[9910.060] (S)kuugay0905: おい
[9910.110] 愛の林檎: それやめろ
[9910.128] (S)きのここ: たらふくだすな
[9910.156] (S)inuyo: お
[9910.330] 年中頭痛: おい
[9910.376] くろざき: おい
[9910.599] うーろんてぃ: radaoBen
[9910.719] まだら25: おかえり
[9910.839] who_tawn: ぐちつぼは全部覚えてそう
[9910.849] (S)seillane: おい
[9910.861] ta_tago: おい
[9910.865] dokukinoco: おい
[9910.886] (S)itoido: うわ
[9910.945] のらごま: おい
[9910.950] (S)ログリア: おい
[9911.039] アーユン: 言うなて
[9911.050] (S)ベニマル: きったな
[9911.256] (S)Ruria00: きったな
[9911.417] shurimino: おかえり
[9911.457] 00000000もん: きしょ
[9911.621] ポテチの子: おい
[9911.839] fuu_maru: は？？
[9911.862] おるかす: 汚
[9912.032] ruchi_13: www
[9912.944] Ishio_62113125: きっっったな
[9913.310] Rino_238: おい
[9913.431] (S)Mi_zua0: たらふく？
[9913.561] (S)green_tea_1209: きったね
[9913.687] sansyoku_dango: おい
[9913.704] スペルタン: きったな
[9913.824] ほのぼの: おい
[9913.924] マルゲリータ: wwwww
[9913.968] そふぃ3: たらふく出たはまじで汚いから
[9914.455] 神崎立夏: wwwwwwwww
[9914.742] (S)baceneKo: はい？
[9914.775] (S)mira_o: おかえり
[9914.823] (S)きのここ: wwww
[9915.058] (S)seillane: www
[9915.265] (S)yume2525r: うわ
[9915.329] えりさ_: wwwww
[9915.566] (S)セレちゃ: たらふくいうな
[9916.761] (S)もねねん: www
[9916.829] 愛の林檎: wwwwwwwww
[9916.931] (S)ログリア: wwwww
[9916.951] nobuhiro0517: きっしょ
[9917.029] 00000000もん: たらふくえぐ
[9917.152] fuu_maru: wwwwww
[9917.168] omomo67: wwwwww
[9917.367] (S)kuronowa2525: wwwwwwww
[9917.455] (S)sora_mameee: ｗｗｗｗｗｗｗ
[9918.044] わるぷるぎしゅ: おい
[9918.194] (S)あぅら: www
[9918.608] (S)itoido: ｗｗｗｗｗ
[9918.610] nekodama2155: なんなん？？
[9918.675] (S)mrgrtpsr: wwwwwwwwwwww
[9919.120] (S)Ruria00: wwwwwww
[9920.089] マルゲリータ: そこはまんまか
[9920.540] (S)noonmoon_v3: おい
[9920.726] (S)雨傘ライ: www
[9920.987] koyaren: wwwww
[9921.206] (S)seillane: wwwwww
[9921.241] 胡桃柚子: wwwwwww
[9921.272] shurimino: wwww
[9921.398] ひなたやで: wwwww
[9921.672] (S)なゆーた: wwwwwww
[9921.914] (S)nekomrnn930: wwww
[9921.942] risukao: たらふくいうなw
[9922.170] しろかすか: www
[9922.237] taitainini: きっつ
[9922.612] はぐりっと: wwwwwwwww
[9923.103] kurosu729: www
[9923.170] (S)dewt0n: wwwww
[9923.314] (S)にわすずめ: wwwwwwwwwwww
[9923.461] (S)baceneKo: は？
[9923.686] わらびモち: まずレンジャーって言わないだろ
[9923.764] crowsuke96: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9923.874] (S)きのここ: wwwwwwwwwwwww
[9924.068] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗ
[9924.241] ayunosioyaki0223: wwwwwwwwwwwwwwwwww
[9924.457] そふぃ3: え？なんで？？？
[9924.489] nobume0v0: wwwww
[9924.520] yona_0724: wwwwwwwwww
[9924.521] nakihai556: wwwwwwwwww
[9924.616] rosemary0920: wwwwwwww
[9924.712] 年中頭痛: wwwwww
[9925.502] koyaren: wwwwwwwwww
[9925.553] おじょーー: wwwwwwww
[9925.565] (S)わらびもち_11: wwwwww
[9925.632] ruu_ha: wwwwwwwww
[9925.720] tanuki_pan: wwwww
[9925.857] おっくん__: wwwwww
[9926.091] Rino_238: wwwwww
[9926.116] (S)ユナク: wwww
[9926.295] (S)nerimaki0203: wwwwww
[9926.322] えりさ_: wwwwww
[9926.332] himikokichi_06: wwwwwwwwwww
[9926.338] もずく_37: wwwwwwww
[9926.551] (S)つむじのきもち: wwwwwwww
[9926.554] Ishio_62113125: wwwwww
[9926.568] shiki_maru: wwww
[9926.639] (S)sora_mameee: なんでｗｗｗｗｗｗ
[9926.671] 愛の林檎: wwwwwwwwwwwwwwwww
[9926.683] em21__: ｗｗｗｗｗｗｗｗ
[9926.774] そふぃ3: wwwwwwwwwwwwwww
[9926.788] ナラ抹茶: wwwwwwwwww
[9926.805] mikannn_0117: wwwwwww
[9926.819] (S)惰性さん: ｗｗｗｗｗ
[9926.877] (S)いちうら: ｗｗｗｗｗｗｗｗｗｗ
[9926.935] Ichigo_Strawberry15: wwwwwwwwwwwwwwwwwwwwwwwwwww
[9926.984] (S)しああき: wwwwwwwww
[9927.130] miamio121: wwwwww
[9927.257] (S)seillane: wwwwwwwww
[9927.332] (S)panno_mimi: wwwwww
[9927.395] yoichimu: wwwwwwwwwwww
[9927.433] らむねーど: wwwwwwww
[9927.442] (S)imnameak: www
[9927.687] (S)みみミみ: www
[9927.692] pan_dawa_: ｗｗｗｗｗｗｗｗ
[9927.711] (S)咲虎: wwwwwwww
[9927.795] (S)あーしゃん: wwwwwww
[9927.864] aina___10812: ｗｗｗｗｗｗｗｗｗｗｗｗ
[9927.933] starmooni1: wwwww
[9929.141] kagura_kiba: wwwwww
[9929.144] rin12027: w
[9929.270] 遅れます: ｗｗｗｗｗ
[9929.333] エユン: www
[9929.365] (S)nekomrnn930: wwwwwwwww
[9929.604] Turtle2465: wwwwwwwwwwwwwww
[9929.670] __あお: wwwwwwwwww
[9929.719] ホトトギス: wwwwwww.
[9929.797] おるかす: wwwwwwwww
[9929.875] minto13579: wwwwwwwwwwwwwwwww
[9929.878] sunomono8: wwwwwwwwwwwwwwwww
[9929.976] 柗原: wwwwwwww
[9930.118] ポテチの子: wwwwwww
[9930.138] omomo67: wwwwwwwwww
[9930.200] fuu_maru: wwwwwwwww
[9930.268] のぴ_: wwwwww
[9930.334] norara_tw: wwwwww
[9930.357] そふぃ3: マジで意味わからんwwwww
[9930.396] もにゅぷぷ: wwwwww
[9930.427] sjindoa: wwwwwwwwwwwwwwwwwwww
[9930.497] (S)itoido: ｗｗｗｗｗｗｗｗ
[9930.557] if0990: ？？？？？？ｗｗｗｗ
[9930.808] nobume0v0: wwwwwwwwww
[9930.831] ta_tago: ｗｗｗｗｗｗｗｗｗｗｗ
[9930.832] スパーズ: wwwwwww
[9930.832] (S)mrgrtpsr: wwwwwwwww
[9930.843] Hibi_10000: w
[9930.855] (S)seillane: wwwwwwwwwwww
[9930.887] nashu_noike: wwwwwwwwww
[9932.162] shakekan0701: wwwwwwww
[9932.221] めるめ: 嘘つけwwwww
[9932.243] (S)suimin_02: wwwwww
[9932.283] (S)ベニマル: wwwwwwwwwwwwwwww
[9932.299] rosemary0920: wwwwwww
[9932.305] aki_mokomoko0209: wwwwwwwww
[9932.317] peace3511: wwww
[9932.333] marumuudesu: www
[9932.340] emitsin: wwwww
[9932.365] (S)you_28: wwwwwwwwwwwwwwww
[9932.405] 大宮瑞樹: wwwwww
[9932.555] いのりさん: wwwwwwwww
[9932.561] (S)Fukenn59: キモすぎるｗｗ
[9932.591] ruchi_13: なんでなんwww
[9932.623] (S)kuronowa2525: wwwwwwwww
[9932.808] (S)にわすずめ: ちゃんと降るやんwwwwwwwwwwww
[9932.829] たかぎ3: wwww
[9932.856] sobayu120: wwwwwww
[9933.065] (S)矢知: wwwwwwwwww
[9933.070] あげだし丸: wwwww
[9933.288] koyaren: !uptime
[9933.393] piri1235: wwwwwww
[9933.574] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 45 minutes 38 seconds 経過しています。
[9933.675] dokukinoco: 統一感なしw
[9934.017] ayunosioyaki0223: なんで？wwwwwwwww
[9934.053] Gomichandovuti: なんで？www
[9934.153] nekodama2155: wwwwww
[9934.263] 胡桃柚子: wwwwwwwww
[9934.273] kobamaru_59: www
[9934.482] (S)ふぉー040: wwwwwww
[9934.482] (S)amenbomame: wwwwww
[9934.492] pawameru: wwwwww
[9934.549] end_salt: wwwww
[9934.869] himikokichi_06: 言わんだろwwww
[9935.329] minidaru00: wwwwwwww
[9935.386] shi__409: wwwwwww
[9935.576] みそチョコ: wwwwww
[9935.635] うみねずみ: vwwwwwww
[9935.794] (S)あかね0313: www
[9936.025] 卵太郎: WWWW
[9936.026] まな板春野: wwwwwwwww
[9936.068] (S)m_sakuta: radaoW
[9936.122] luno_snow: wwww
[9936.122] まだら25: wwwwww
[9936.283] Hinori0228: ？？？
[9936.307] スペルタン: 突然変異
[9936.363] (S)みみミみ: 意味わからんwww
[9936.416] norato041197: 何があったのかwww
[9936.426] takuann9500: 流れwww
[9937.165] (S)おるがのる: wwwwwwww
[9937.298] (S)miam_1018: wwwwwwwww
[9937.523] fuu_maru: なんで？？？？？
[9937.743] nobume0v0: おもろ wwwww
[9937.761] kuduki52: wwwwwwwwwwwwwww
[9937.878] miamio121: なんでwww
[9937.926] 贄ﾁｬﾝ: wwwwwww
[9938.050] らむねーど: wwwwww
[9938.109] (S)Ruria00: 異端者で笑うw
[9938.290] もげだ: www
[9938.301] akaihi: 終わってんだろw
[9938.602] kiba_1129: 言ったことないやんw
[9938.913] (S)a_mondoKojio: wwwwwwwww
[9939.006] suiha_7: radaoW
[9939.201] (S)霞ちゃん: わからんわぁｗｗｗｗｗｗ
[9939.341] (S)セレちゃ: wwwwwww
[9940.013] suna0056: おもろいｗｗｗｗｗｗｗｗ
[9940.089] (S)dewt0n: なんでなんｗww
[9940.116] warabimoti0902: まじでずるいwwwwww
[9940.181] shino0909: radaoHi
[9940.189] そふぃ3: 統一パwwwww
[9940.210] からたべ: wwwwww
[9940.255] kotatsu_san: wwwww
[9940.327] (S)ライチ31: www
[9940.427] (S)にわすずめ: なんでだよwwwwwwwwwww
[9940.453] (S)雨傘ライ: なぜw
[9940.846] taitainini: ｗｗｗｗｗｗｗｗｗｗ
[9940.926] 年中頭痛: キモすぎる
[9940.963] やくとみ: www
[9941.097] (S)ankoro0825: なんでやねんwww
[9941.143] こうか: wwwwwwwww
[9941.395] murasaki_chan: wwwwwwww
[9941.466] (S)sora_mameee: 謎すぎるだろｗｗｗｗ
[9941.952] sjindoa: きいてたろwwww
[9942.068] koyaren: wwwwwwwwww
[9942.083] おっくん__: 合わせてくれるってよ
[9942.193] (S)ログリア: 釣られんかぁw
[9942.239] luno_snow: きもいってwww
[9942.244] rin12027: 言ってないだろ
[9943.042] suzuyayaya: wwwwww
[9943.123] (S)romiwooo: wwwwww
[9943.288] エイさん: 言わんだろら
[9943.471] kurosu729: おろもw
[9943.568] nyankomarukun: 揃えろw
[9943.746] (S)emazkirin: ｗｗｗｗｗｗｗｗｗ
[9944.679] (S)taiyousinnaporo: なんでだよw
[9944.922] rekuron379: wwwwwww
[9945.188] つよいこ: 2スコでええやん
[9945.227] (S)kiiwiii4649: 統一
[9945.768] しろかすか: radaoW
[9945.859] taitainini: ｗｗｗｗｗ
[9945.865] amaikazitu: なんで？？？？？www
[9946.431] (S)a_mondoKojio: とんでもねぇwwwwwwwww
[9947.543] つよいこ: ww
[9948.198] リライトパンダ: まじ謎だよなw
[9948.686] あげだし丸: クラシックしか言わんやろw
[9949.250] nekodama2155: 正式名称縛りwwww
[9949.387] あげのり: www
[9950.026] rei_0537: チーム名「ブルーザー」？？wwww
[9950.175] 年中頭痛: 名前変えよか
[9950.967] はぐりっと: なんでよwwww
[9951.557] suiha_7: 言ってねーだろｗ
[9951.653] kakeru_0183: お前が合わせろww
[9952.321] goriie1222: スコープ名ｗ
[9952.503] (S)ログリア: 言ったことないだろw
[9952.551] shurimino: 言わんってwwww
[9953.903] yoichimu: 揃えてくれるwwww
[9954.071] そふぃ3: ぽまえに合わせるの草なんだ
[9955.730] マルゲリータ: チーム名それ入れようぜww
[9955.889] (S)ベニマル: 合わせてくれるの？wwwww
[9955.894] sopomuisu: wwwwww
[9956.388] suna0056: いいオチｗ
[9956.489] katsukichi09: なんですぐ出てくるんw
[9956.547] who_tawn: 「ブルーザーってなんだっけ」って言いそう
[9956.549] (S)いちうら: 言ったことないだろｗｗｗ
[9956.670] tanuki_pan: らだお宗教に入信した〜
[9956.720] syuria10y09: 2倍はブルーザーがチーム名か…
[9958.469] Hinori0228: そうはならないだろw
[9958.732] パッック: 何で少ないほうにまかれる年ｗｗ
[9958.767] if0990: ｗｗｗｗｗｗｗｗｗｗｗ
[9959.590] ayunosioyaki0223: ならねぇよwww
[9959.929] (S)つむじのきもち: 少数派が勝つってまじ？？？？
[9960.897] 神崎立夏: www
[9961.097] (S)なゆーた: www
[9961.263] _ひゅーす: wwwww
[9961.458] (S)kiiwiii4649: らだおが合わせろ
[9961.704] 年中頭痛: チーム名ブルーザー
[9961.786] えりさ_: wwwww
[9962.844] おれおお食べ: wwwww
[9963.201] (S)おるがのる: ブルーザーw
[9963.378] reo11118: 優しい世界
[9964.010] しゃろっく: ブルーザーは2スコ言ってたやんwwww
[9964.201] kurosu729: ブルーザーw
[9965.163] ruchi_13: wwwwwwwww
[9965.499] (S)Ruria00: wwwwwwww
[9965.827] shurimino: www
[9966.225] ひなたやで: なるほどね？
[9967.272] 愛の林檎: ブルーザーもレンジャーもあんま使わないやろwwwwwwwww
[9967.416] 神崎立夏: そうはならんやろwww
[9967.669] nobume0v0: もうおもろいてwwwww
[9968.000] そふぃ3: ぽまえ教祖やんwwwww
[9968.221] とんぼむ: チーム名「ブルーザーズ」で行こう
[9968.601] takuann9500: 他のチームはわからんのおもろいwww
[9969.952] Eye_39: チームクラブルレンジャーでいこう
[9970.542] muu_select: うそつけー！w
[9972.510] (S)北のまりも: クラシックブルーザーレンジャーｗｗ
[9973.182] (S)noonmoon_v3: 6倍はスナイパーとかじゃなかったっけ
[9975.698] ~MISSING_COMMENTER_INFO~: チーム名「ブルーザー」
[9980.213] shiki_maru: 絶対そっちの方が脳のリソース使うわｗ
[9982.196] (S)あのまの: ホロサイトを忘れるな
[9985.935] (S)big___melon: ショガンボWIN
[9987.412] (S)しああき: つよ
[9987.518] そふぃ3: なんか笑えるwwwww
[9987.856] 年中頭痛: チーム名:ショガンボ
[9987.970] おっくん__: おもれぇ……
[9988.184] はぐりっと: うわぁ
[9988.445] if0990: 嫌だこの会話ｗｗｗ
[9988.533] 愛の林檎: wwwwwwwww
[9992.319] (S)雨傘ライ: www
[9992.533] tanuki_pan: 明日には忘れてそうww
[9993.756] koyaren: wwwwwwww
[9993.799] (S)seillane: wwwwwwwwwwww
[9994.011] えりさ_: wwwwww
[9994.772] ひなたやで: www
[9995.835] Ichigo_Strawberry15: wwwwww
[9995.927] テープ職人: 実名
[9997.012] tiger_bay: ホロがキモイ
[9997.964] ruchi_13: WOW
[9998.890] はぐりっと: 横文字ばっか使う上司みてぇ
[9999.003] ぱけ: 全部変だよ
[9999.124] (S)izayoi966: ホロスコープにしよ
[9999.247] 甘酒大好き: wow
[9999.925] (S)seillane: わお
[10000.274] koyaren: WOW
[10002.704] そふぃ3: ますだおかだ！？
[10002.998] つよいこ: wow
[10003.117] umi_umiy: ますだおかだ？
[10003.732] 恭華: そのうい絶対言わなくなる
[10004.498] (S)a_mondoKojio: 名前ディスまじか
[10007.357] yukimaru022: サイトだな
[10007.478] (S)hinaaaaad: チーム名ショガンボ募集中
[10007.747] あげのり: スコープはCBLか
[10009.392] (S)にわすずめ: はい
[10009.734] ~MISSING_COMMENTER_INFO~: マルスコでいいだろ
[10010.289] himikokichi_06: あ
[10010.923] ayunosioyaki0223: wwwwwwwwwwwwwww
[10011.369] (S)sora_mameee: あ
[10012.249] ruchi_13: ショガンボ？
[10012.886] えりさ_: あw
[10013.143] (S)lemonade_1104: あ
[10013.183] (S)Ruria00: あ
[10013.233] (S)kagami_10_14_: あ
[10013.356] マルゲリータ: SGV(ショガンボ)WIN
[10013.398] nobume0v0: あ
[10013.566] kawaharaya: あ
[10014.360] (S)ベニマル: あ
[10014.512] 愛の林檎: wwwwwwwwwwwwwwwww
[10014.532] nekodama2155: あ
[10015.130] yukimaru022: ショガンボやな
[10015.204] つよいこ: wwwww
[10016.068] rei_0537: あ
[10016.118] omomo67: あ
[10016.515] (S)miam_1018: あ
[10016.784] (S)mrgrtpsr: ショガンボ
[10016.962] (S)seillane: あ
[10017.613] (S)いちうら: あ
[10018.306] (S)ログリア: あ
[10018.530] 愛の林檎: おー
[10018.782] crowsuke96: ｗｗｗｗ
[10018.990] (S)にわすずめ: いい子だwwwwwwwwwwww
[10019.361] fuu_maru: お
[10019.629] yoichimu: おー
[10019.823] (S)あーしゃん: あ
[10019.946] (S)miam_1018: おお
[10020.258] ruchi_13: いい子www
[10020.329] (S)baceneKo: ショガンボｗｗｗ
[10020.489] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗ
[10020.594] admjgptw0: radaoW
[10020.811] (S)sora_mameee: ｗｗｗｗｗｗｗｗ
[10021.015] kurosu729: あ
[10021.545] えりさ_: wwwwww
[10021.700] 年中頭痛: ショガンボWIN
[10021.853] koyaren: wwwwwwwwwww
[10021.895] (S)kuugay0905: おー
[10022.083] crowsuke96: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[10022.959] 愛の林檎: いいんだwwwwwwwwwwwwwwwww
[10023.016] (S)しああき: wwwwwwwww
[10023.018] nakihai556: wwwwwwwwwww
[10023.192] pokaburu: ウサイン、？
[10023.204] akaihi: 感染した
[10023.230] 宙海: あ
[10023.393] sosko3260: wwwwwwwww
[10024.074] himikokichi_06: wwwwwww
[10024.158] (S)わらびもち_11: wwwwww
[10024.393] Ichigo_Strawberry15: wwwwwwwwwwwwwww
[10024.448] ayunosioyaki0223: wwwwwwwww
[10024.452] (S)つむじのきもち: wwwwwwww
[10024.620] (S)ログリア: wwwwww
[10024.626] (S)にわすずめ: radaoQuiche
[10024.647] nobume0v0: wwwww
[10024.827] (S)雨傘ライ: w
[10025.072] kurosu729: wwww
[10025.339] fuu_maru: いい子wwwwwwwww
[10025.347] starmooni1: wwwww
[10025.352] norato041197: www
[10025.697] mikannn_0117: wwwwww
[10025.771] goriie1222: ｗｗｗ
[10025.774] (S)あーしゃん: wwwwwww
[10025.885] (S)kuugay0905: wwwwwwwwww
[10025.891] omomo67: wwwwww
[10025.938] Ishio_62113125: wwwwwww
[10026.055] (S)惰性さん: ｗｗｗｗ
[10026.289] (S)麦藁帽子: wwwwwwwwwwwww
[10026.517] kawaharaya: wwwwww
[10026.533] おるかす: wwwwww
[10026.536] ぱゆゆ: あ
[10026.627] ta_tago: ｗｗｗｗｗｗｗｗｗｗｗｗ
[10026.673] omoti1208: wwwwwwwww
[10027.118] kinugoshi_douhu: wwww
[10027.219] そふぃ3: 本音出てるwwwww
[10027.311] (S)seillane: いい子だwwwwwwwww
[10027.407] sunomono8: wwwwwwwwwww
[10027.479] remiiiii_28: wwwwwwwwww
[10027.741] (S)ベニマル: wwwwwwwww
[10027.875] ひなたやで: www
[10027.963] 愛の林檎: wwwwwwwww
[10028.547] rei_0537: チーム名「ショガンボブルーザー」
[10029.011] tanuki_pan: ナルトとか言い出すやつおるからな〜w
[10029.285] kurose_i: ちょっとねｗｗｗｗｗｗ
[10029.524] rosemary0920: wwwwwww
[10029.629] (S)ユナク: wwwwww
[10031.369] (S)hinaaaaad: チーム名[ショガンボ募集中]
[10031.375] なぷスタ: アーマー強
[10031.601] (S)kiiwiii4649: きもーい
[10031.612] sennpuki222: アーマーつんよ
[10031.926] shurimino: wwww
[10033.152] (S)raruaaa: wwwww
[10033.697] yukimaru022: じゃあええか
[10033.738] (S)雨傘ライ: radaoQuiche
[10033.777] そふぃ3: いやだいぶキモイよwwwww
[10034.566] KinakoMochi_06: 間違いない
[10035.181] kounotori510: 若手に圧力をかけるなジジイ
[10036.176] (S)kiiwiii4649: radaoQuiche
[10036.375] akaihi: アーマーつっっよ
[10036.441] のらごま: アーマーつよ
[10036.711] 柗原: 若い子をらっだぁ色に染めるなww
[10036.767] 愛の林檎: そらそう
[10036.817] aosun_: wwwwwwww
[10039.111] (S)seillane: アーマーつよ
[10039.365] 8分19秒: モジャンボみたい
[10042.115] 狐日和2014: アーマーつよつよ
[10042.701] つよいこ: アーマー良すぎ
[10043.714] 愛の林檎: ただわかりやすいのは分かる
[10043.852] Ishio_62113125: アーマーつおすぎ
[10044.177] (S)kamuni47: ショガボン…
[10045.868] (S)Ruria00: つっよ
[10047.706] takin720: radaoOme
[10047.907] ruu_ha: アーマーつええ
[10049.467] (S)にわすずめ: wwwwwwwww
[10049.748] くろざき: つんよ
[10053.463] あげのり: おじいちゃんは情報の更新遅いから…
[10055.139] (S)sora_mameee: ｗｗｗｗｗｗ
[10055.735] (S)kagami_10_14_: いいだろwwwww
[10055.924] ひなたやで: ww
[10057.576] えりさ_: wwwwww
[10059.682] (S)izayoi966: これが100万人の力か
[10059.689] (S)seillane: wwwwwwwww
[10060.359] (S)にわすずめ: だるwwwwwwwww
[10063.212] nobume0v0: www
[10063.836] ぱゆゆ: wwwww
[10064.873] omomo67: wwwwwww
[10065.658] そふぃ3: ぽまえが名付けろwwww
[10066.374] ナラ抹茶: ea批判ですか？
[10067.614] (S)yu_rayui: wwww
[10067.842] mbando55: EA批判！？
[10067.914] if0990: EA批判ですか？
[10068.077] つよいこ: wwww
[10068.288] yukimaru022: EA批判ですか？
[10068.691] 年中頭痛: wwwwww
[10069.224] (S)あぅら: www
[10069.785] (S)nekomrnn930: wwwwww
[10071.238] (S)sora_mameee: 6倍ディスがｗｗｗ
[10074.086] tugussiy: ea批判ですか？
[10075.488] 愛の林檎: ○○そう
[10076.583] (S)にわすずめ: wwwwwwwwwww
[10078.733] nobume0v0: なんだこの評論会w
[10078.973] tanuki_pan: 6倍にらっだぁって名付けよ
[10078.986] 00000000もん: はいきた
[10079.118] 年中頭痛: 6倍ちゃん泣いてるよ！
[10081.729] nekodama2155: wwwww
[10081.887] 愛の林檎: wwwwwwwww
[10082.330] end_salt: つんよ
[10082.822] yukimaru022: ボウぺんぎんが怒るぞ
[10083.631] ruchi_13: wwwwwwwww
[10084.870] shurimino: ww
[10084.918] ホトトギス: キモいなwww
[10086.059] 弥紅: こぞって使うじゃんｗｗｗｗ
[10086.120] oocathyo0: 長物だしね
[10086.348] drem_chan: w w w w
[10086.504] Ichigo_Strawberry15: www
[10087.032] 00000000もん: カービン来ましたね
[10089.780] kakeru_0183: らっだぁってフラトラをVKって呼びそう
[10089.874] mikuninnjinn: わこらだ
[10091.399] 00000000もん: これは勝った
[10102.613] yukimaru022: フラトラはクラシックだな
[10105.371] そふぃ3: 違和感がすごいwwwww
[10108.299] who_tawn: 言い直す必要はないだろw
