[2.324] (S)なん69: なん69 subscribed with Prime. They've subscribed for 10 months, currently on a 10 month streak! 
[7.232] (S)上ゆい: こんちわ
[8975.210] おしゃけのみさと: ランク時間よぉ〜
[8975.436] ゆきとよ: さて
[8975.921] (S)Ichigo_Strawberry15: 死んでるとできない
[8976.267] aren_crow: radaoOme
[8977.464] ニコ丸0429: あちあち
[8977.687] (S)PEI_OwO_: 死んじゃったからかな？
[8979.473] うめた: あちあち
[8985.217] (S)who_tawn: がんばれ〜
[8990.481] おしゃけのみさと: ふぅ
[8993.328] てぃやんでい: へー
[8998.855] ayunosioyaki0223: うわ
[9000.477] (S)えりさ_: へー
[9002.355] ひなてち: うわ
[9004.234] (S)ラボア: うわ
[9004.286] mira_bell5: うわ
[9004.501] (S)ばにら0115: へー
[9004.730] もねねん: うわ
[9004.873] (S)をぺ: うわ
[9005.116] (S)ナラ抹茶: うわ
[9005.123] (S)ほいほい511: パワハラ？
[9005.498] sunomono8: うわ
[9005.765] にわすずめ: うわ
[9006.038] Oozora96: うわ
[9006.527] おしゃけのみさと: おゃまぁ
[9006.762] さつまいもおいしい: うわ
[9006.780] ゆきとよ: ふーん
[9006.796] 宮々: うっわ
[9006.805] nijinora6089: うっわ
[9007.143] rimirimi1205: うわ
[9007.348] yururano_0: うわ
[9007.451] (S)Ichigo_Strawberry15: うわ
[9007.518] (S)nakihai556: うわ
[9007.611] wanrabu: 今北産業ダイヤランクやらんの？
[9007.959] (S)muhak0000: うわ
[9008.803] (S)雪代: どんぐり3つでそんなこき使ってるの？？
[9009.017] yubaharu: うわ
[9009.040] (S)ばにら0115: うわ
[9009.215] gaiantufan: うわ
[9009.234] pirarucu_0701: へー
[9009.386] shilva_0: うわ
[9009.418] yonku_2512: うわ
[9009.783] (S)STu_mormot555: は4ね
[9010.270] にわとり523: 作らせといて
[9010.379] _紅茶: ちゃうぞさん泣いとるぞ
[9010.585] yukinyanko926: うわ
[9010.737] wpj575: うわ
[9011.090] 哀れな人の子: 何様やねん
[9011.174] (S)mazirou: うわ
[9011.349] kurono1022: うわ
[9011.399] (S)きなこもち46: うわ
[9011.853] うめた: 給料が…
[9011.871] toumyou_2525: uwwa
[9012.337] (S)お手軽炊飯器: ｗｗ
[9012.555] ueko_o: www
[9012.874] ひなてち: 指示が雑
[9012.961] (S)Ichigo_Strawberry15: パワハラ
[9012.973] uni_mm: うわ
[9012.979] am4kumo: うわ
[9013.108] atuono: うわ
[9013.115] Yukimaru__31: うわ
[9013.183] panndaman1: うわ
[9013.289] (S)えりさ_: うわ
[9013.401] zyagaimo__: うっわ
[9013.427] ニコ丸0429: うわぁ…
[9013.999] 惰性さん: うわ
[9014.912] (S)ラボア: 社長まーたパワハラですか？
[9015.140] ugtktjgumt: うーわ
[9015.211] (S)Nanatuki_96: うわ
[9015.354] risukao: 厳しい目で？w
[9015.573] しうちゃ: かっこつけんな
[9016.492] (S)unavele_nobu: パワハラじゃん
[9016.815] おしゃけのみさと: それだかららだおは
[9017.247] (S)otux2_0205: うっわ
[9017.369] becpac: ちゃうぞさん・・・
[9017.489] mizuno0624: うわ
[9017.528] nobume0v0: うーわ
[9017.583] (S)rioniku1515: 最悪なクライアントやんｗｗｗｗ
[9017.756] (S)あム: うわ
[9017.955] (S)猫又01: うわ
[9018.335] kuruto__: うわ
[9018.618] ykk_live: おまえがつくれや
[9019.029] waraashi: どんぐりと松ぼっくりでね・・・
[9019.879] (S)zakuro0609: ちゃうさんに謝れ
[9019.918] 神崎立夏: クソ上司
[9019.998] てぃやんでい: どんぐり増やしてあげて
[9020.142] (S)オデち: なら給料もっとあげて
[9020.493] atuono: どんぐり増やしてあげて
[9020.749] yui_0714: うわ
[9020.908] そー司郎: うわ
[9022.245] mizuno0624: ちゃうさん...
[9022.245] (S)STu_mormot555: は？4ね
[9022.301] shiroa1019: うっわ
[9022.858] (S)yossizs: うわ
[9023.494] (S)Ichigo_Strawberry15: 指示が雑w
[9023.746] tonosan37: 造り手が1番イライラするやつ
[9023.814] raynidayooo: ちゃうぞさんも涙
[9024.411] ugtktjgumt: 謝れ
[9025.231] (S)をぺ: ちゃうさん.....
[9025.531] (S)dolly_7: radaoKasu
[9026.409] (S)ナラ抹茶: どんぐり増やしてあげて
[9026.441] もねねん: ww
[9028.037] becpac: ブラック企業
[9028.389] shiroa1019: 社長こえっす
[9028.768] suna0056: うっわ
[9028.771] 鳥飼いたい: どんぐり増やして
[9030.623] イモムシファザー: ちゃうぞさん…
[9030.827] さめまる_: どんぐり5つでもいいのに
[9030.918] おの_レエイ_00: どんぐりね…
[9031.976] (S)PEI_OwO_: 給料あげてやってくれ！
[9031.995] Yukimaru__31: wwww
[9032.318] にわすずめ: どんぐり増やせ
[9032.528] くろざき: ちゃうさん、、
[9034.191] mizuno0624: いっちゃんイライラするやつ
[9034.351] おしゃけのみさと: ブラック
[9035.293] (S)ばにら0115: ブラック…
[9036.193] ayunosioyaki0223: どんぐり増やせ
[9036.240] 雪狐0143: ちゃうぞさん...
[9036.262] (S)オデち: 族長………
[9036.535] (S)unavele_nobu: 自分たちはちゃうぞさんの味方です
[9037.183] minto13579: これでどんぐり2個か…
[9038.260] tokotto: ちゃうさんを解放しろー！！
[9038.474] atuono: 正体表したね
[9038.512] (S)Nanatuki_96: どんぐり…
[9039.321] yubaharu: どんぐりくれよ
[9039.531] (S)howlin_0: ら民はブラック企業です
[9039.903] おふじくん: 社長…
[9040.512] (S)夜終: 典型的なダメ上司w
[9041.018] (S)猫又01: かわいそう
[9041.573] hotallu_42: ちゃうさん逃げて
[9042.127] ARIZAminn: ブラック陰キャ
[9042.327] saka1116: ドングリ10個にして
[9042.358] risukao: ブラックやーんw
[9043.126] おしゃけのみさと: ちゃうさん
[9045.086] becpac: 労基に連絡しておきます
[9046.150] okome_san__: なんかよくして
[9048.697] uni_mm: これはブラック
[9048.715] (S)ぷれはぶ: 3個あげて
[9049.028] (S)ハル_ｮｮ: 族長...
[9051.950] mizuno0624: これでどんぐり2個かよ...
[9052.984] おしゃけのみさと: ちゃうさん逃げて超逃げて
[9053.548] (S)オデち: ドングリ1ダースあげて
[9056.282] 雪狐0143: ら民はブラック企業...
[9062.361] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[9063.835] (S)猫又01: 族長可哀想
[9065.616] にわすずめ: マイクラ利用者が
[9068.493] (S)えりさ_: きりぬき多い
[9069.037] ugtktjgumt: 逃げろぉぉぉぉ！！
[9071.016] きるた: どんぐり20個あげるべき
[9074.039] ayunosioyaki0223: ふん
[9076.950] (S)ばにら0115: なんか養ってあげて…
[9079.727] minto13579: ってことは切り抜きを切り抜いてるってこと？
[9081.859] 神崎立夏: 先見の明
[9085.810] マノア: 族長…
[9085.911] (S)きなこもち46: ふん
[9087.430] mira_bell5: ふん
[9087.674] ARIZAminn: うわ
[9088.263] ひなてち: やめて
[9088.476] あるみ屋: ふん…
[9088.711] (S)なつおよ: ふん
[9089.197] (S)howlin_0: 鼻息くっさ
[9089.203] うめた: 大きく出たね
[9089.211] (S)who_tawn: ん？？？
[9089.432] ニコ丸0429: ドヤるな
[9089.658] mizuno0624: ふん
[9089.721] おしゃけのみさと: どんぐり40個あげるんだ
[9090.270] マノア: ふん
[9091.144] risukao: ふんw
[9091.323] ayunosioyaki0223: え？
[9091.372] souta0712likeblue: ふん
[9091.387] tora25_22: 鼻で笑うな
[9091.602] atuono: きたな
[9092.136] (S)猫又01: 小坊主さん可哀想
[9092.374] (S)kamiusa1210: ε-(`･ω･´)ﾌﾝｯ
[9093.138] 神崎立夏: wwwwww
[9093.342] 哀れな人の子: 過言
[9094.188] ta_tago: ふん
[9094.248] いのりさん: イキんな
[9094.313] (S)ナラ抹茶: うわ
[9094.844] (S)Ichigo_Strawberry15: ふん
[9094.978] (S)えりさ_: ふん
[9095.064] 雪狐0143: ふん
[9095.070] crow_d27i7: 先駆者
[9096.026] okome_san__: 帽子付きドングリでな
[9096.499] おしゃけのみさと: ふん
[9096.747] (S)もすちょこ: くっさぁ
[9097.340] (S)sjindoa: wwwwww
[9097.796] (S)ばにら0115: www
[9098.164] にわすずめ: ふん
[9099.027] イモムシファザー: ふん
[9099.268] zyagaimo__: うわ
[9099.722] mikan_san: 大丈夫かその発言
[9099.790] ひなてち: 恥ずかしい
[9100.142] ARIZAminn: 鼻グイーン
[9100.640] ugtktjgumt: ﾌﾝ
[9101.387] あるみ屋: wwww
[9101.809] (S)suiha_7: radaoDoya
[9102.336] (S)mazirou: ふん
[9103.829] risukao: www
[9104.608] nobume0v0: wwwww
[9104.797] (S)髭ピー: パイオニア
[9105.257] (S)きなこもち46: 過言
[9105.341] yubaharu: ふん
[9106.251] うめた: うっわ
[9106.403] ta_tago: 特許？
[9107.716] akaihi: 100万行ってないけどね
[9108.927] smzr_18: !uptime
[9109.140] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 31 minutes 57 seconds 経過しています。
[9109.280] おしゃけのみさと: あごグイーン
[9109.378] (S)muhak0000: wwwww
[9109.390] あるみ屋: そこはねw
[9109.896] (S)sjindoa: うわ
[9109.909] shiki_maru: うわ
[9109.928] tora25_22: うわ
[9110.112] (S)dolly_7: 消されるぞ
[9110.142] panndaman1: wwwww
[9110.294] minto13579: 結構wwww
[9110.493] masaba014147: wwwww
[9111.316] (S)howlin_0: 多すぎワロタ
[9111.552] (S)ばにら0115: radaoTariki
[9112.193] 哀れな人の子: 貰いすぎだろ
[9113.875] ayunosioyaki0223: radaoSekiyu
[9113.906] (S)をぺ: wwwww
[9114.591] reima406: 著作権取ってればお金取れたのにね
[9117.526] risukao: だいぶじゃね?w
[9117.565] (S)Ichigo_Strawberry15: おい
[9119.053] uni_mm: 強欲
[9119.406] (S)nonaru4637: 重
[9121.172] (S)ばにら0115: radaoSekiyu
[9121.977] (S)猫又01: おい
[9122.506] atuono: radaoKasu
[9126.069] 8mitsu: 8mitsu subscribed at Tier 1. They've subscribed for 22 months! 
[9126.130] (S)らるとす_99: radaoSekiyu
[9127.852] うめた: 強欲
[9127.860] (S)suiha_7: radaoMoeru
[9128.098] (S)縊死: 遺言になっちゃう
[9128.344] risukao: 一割取りすぎw
[9128.618] ta_tago: でか
[9128.631] ugtktjgumt: おい
[9129.015] (S)haru_anura: radaoSekiyu
[9129.642] atuono: radaoSekiyu
[9130.991] すいぺりあ: radaoSekiyu
[9131.801] tokotto: 珍しく控えめじゃん
[9133.013] minto13579: 言っちゃったよ
[9133.291] yubaharu: うわ
[9133.514] ニコ丸0429: radaoSekiyu
[9133.581] おしゃけのみさと: らだおめぇ
[9134.763] (S)きなこもち46: radaoSekiyu
[9135.214] (S)ぷれはぶ: さすが5億ー！
[9135.717] (S)みそギン: radaoSekiyu
[9136.730] イモムシファザー: あ
[9137.688] tora25_22: はい炎上
[9138.987] (S)sjindoa: radaoSekiyu
[9139.775] risukao: 消されるなw
[9140.910] (S)Ichigo_Strawberry15: radaoKasu
[9141.028] (S)猫又01: radaoKasu
[9141.262] zyagaimo__: うっわ
[9141.899] ugtktjgumt: うーわなんやねん
[9143.071] (S)暇な爆弾魔: radaoSekiyu
[9144.288] ta_tago: 強欲の壺じゃん
[9145.358] おしゃけのみさと: 顔が大量
[9146.150] a_mitsuki: wwww
[9148.276] (S)オデち: だから月収あんなに高いのか
[9148.944] am4kumo: radaoKasu
[9151.031] suna0056: あー
[9151.658] (S)ちゃつう: radaoSekiyu
[9151.944] minto13579: あー
[9152.909] (S)そふぃ3: あwwwwwwwww
[9153.111] (S)tono__0214: radaoSekiyu
[9153.155] (S)ばにら0115: radaoSekiyu
[9153.335] okome_san__: 五億の男はちげぇや！
[9154.168] きるた: 壺
[9154.501] (S)えりさ_: radaoSekiyu
[9155.911] wpj575: あ
[9157.184] (S)そふぃ3: わこらだ
[9159.027] (S)ばにら0115: あwww
[9159.831] うめた: 富豪だぁ
[9160.157] ウノゾー: 土地
[9164.825] えうん: そりゃ年収億いくわ
[9166.803] (S)をぺ: wwwwww
[9166.804] risukao: 富豪だw
[9167.119] 神崎立夏: wwwwwwwww
[9167.779] (S)お手軽炊飯器: ｗｗ
[9169.023] あるみ屋: さすが5億の男やな
[9169.402] sunomono8: wwwwwwww
[9169.423] minto13579: 買っちゃう(余ってるから)
[9169.517] にわすずめ: うそだぁwwww
[9170.575] (S)howlin_0: wwwwwwwww
[9171.817] yubaharu: wwww
[9172.017] さめまる_: 地位と名誉
[9172.146] イモムシファザー: wwwwwww
[9174.091] uni_0141: wwww
[9174.778] (S)ばにら0115: radaoW
[9176.400] 神崎立夏: ヨギボーは？
[9177.685] 雪狐0143: wwwwww
[9179.499] くろざき: www
[9180.268] nobume0v0: www
[9180.929] おしゃけのみさと: おやまぁ！
[9183.412] あるみ屋: www
[9186.657] (S)dolly_7: うそだぁ
[9188.909] risukao: ぽちぃーw
[9194.959] 神崎立夏: ふむ
[9198.854] 北のまりも: 家電とかになると値切らないとね
[9200.266] ugtktjgumt: 使う金あるからな？
[9203.482] 神崎立夏: 地位名声
[9204.072] rekunano: 今北わこらだ
[9206.248] ayunosioyaki0223: 土地
[9206.891] (S)howlin_0: 土地？
[9207.747] あらんえむかーびぃ: 土地
[9211.174] okome_san__: チキンクリスプと水とSポテ
[9211.525] saka1116: 友達だろ
[9211.767] (S)そふぃ3: WS好きなタイプかぁ
[9212.207] マノア: 土地
[9212.259] 惰性さん: 土地？
[9212.372] とんぼむ: 世界
[9214.741] (S)えりさ_: あー
[9217.026] waraashi: 視聴者？
[9218.435] yubaharu: 土地？
[9219.008] (S)ばにら0115: ガチやん
[9219.277] 神崎立夏: あー
[9219.309] ugtktjgumt: ウォーターサーバー？
[9221.172] うめた: ほえー
[9225.486] akky_0209: 土地？
[9228.121] (S)オデち: しっかり欲しいやつじゃん
[9228.198] ウノゾー: キルポイント
[9228.353] (S)dolly_7: 土地...
[9230.729] nobume0v0: 富、名声、力
[9231.706] priskens: オイルヒーターは？
[9232.209] いのりさん: そんなんじゃだーめ
[9232.910] (S)ららら0913: 世界の半分
[9233.412] yubaharu: あー
[9235.339] 雪狐0143: へー
[9240.723] (S)猫又01: あー
[9243.634] (S)ばにら0115: へー
[9244.626] becpac: 高級志向
[9247.320] ugtktjgumt: ﾌﾝ
[9257.314] ニコ丸0429: またまたぁ〜
[9258.792] risukao: 金持ちw
[9259.265] (S)えりさ_: めっちゃ高かったような
[9262.829] (S)そふぃ3: お？
[9270.561] uni_0141: 3人の空気感すきだわぁ
[9273.747] (S)そふぃ3: ぽまえは買えるっこと？？
[9276.658] 神崎立夏: へー
[9279.583] おしゃけのみさと: ﾌﾝ
[9280.815] うめた: ふーーん
[9281.372] ugtktjgumt: へー
[9285.173] NORI25252: 案件？
[9287.222] (S)ナラ抹茶: 案件？
[9287.480] 인터뷰1007: へー
[9291.290] 哀れな人の子: 案件待ってます
[9291.827] nobume0v0: へー
[9292.817] (S)そふぃ3: すげー
[9294.872] おしゃけのみさと: へー
[9303.410] うめた: 次の案件かぁ
[9306.375] (S)ばにら0115: 案件狙い
[9306.536] もにゅぷぷ: 無印のやつなんだっけ
[9306.590] ふうぺん: 無印良品をすてるのか？
[9314.685] risukao: 掃除機も持ってるタイプやな
[9318.779] 神崎立夏: www
[9323.989] (S)PEI_OwO_: 加湿器どこ切り捨てたのか
[9326.673] (S)ばにら0115: www
[9328.187] yubaharu: wwww
[9339.477] にわすずめ: ﾊｲ
[9339.714] おしゃけのみさと: ﾊｲ↑
[9341.863] (S)えりさ_: wwwwww
[9342.087] てぃやんでい: wwwww
[9343.809] shiki_maru: ﾊｲ
[9344.829] (S)ナラ抹茶: ﾊｲ
[9346.447] itoido: チューニングだいじｗ
[9347.837] (S)雪代: ﾊｲ↑
[9348.723] tukky1208: ﾊｲ↑
[9349.314] minto13579: ﾊｲ↑
[9349.389] ゆきとよ: ﾊｲ↑
[9351.373] や5: ﾊｲ
[9351.940] ayunosioyaki0223: ﾊｲ⤴
[9353.458] uni_mm: ﾊｲ
[9356.681] (S)ばにら0115: ﾊｲ↑
[9356.823] uni_0141: 俺のッスw
[9357.370] あるみ屋: ww
[9357.575] (S)PEI_OwO_: ﾊｲ
[9358.748] ugtktjgumt: ﾊｲｯ（裏声）
[9358.959] (S)ららら0913: ﾊｲ↑
[9359.483] (S)みそギン: ﾊｲ
[9360.391] ta_tago: ﾊｲ
[9360.739] (S)Ichigo_Strawberry15: ﾊｲ↑
[9361.243] まここま: ﾊｲ↑
[9361.927] kuensa: ハイ↑
[9362.140] yubaharu: ﾊｲ⤴︎
[9362.492] さめまる_: ﾊｲ
[9363.311] (S)にゃんねね: ﾊｲ↑
[9363.534] (S)mazirou: ﾊｲ
[9363.767] ラムネ味: ﾊｲ↑
[9363.967] risukao: ハイ↑
[9366.228] (S)minibanbi: ﾊｲ↑
[9366.635] natuki_19217: ﾊｲ↑
[9367.471] (S)howlin_0: 女子バレー部やん
[9367.482] lara_3o: ﾊｲ↑
[9367.623] stellaAQ: ﾊｲ↑
[9368.089] mizuno0624: ﾊｲ↑
[9369.294] hondachaan: ﾊｲ↑
[9369.429] souta0712likeblue: ﾊｲ↑
[9369.911] (S)ばにら0115: www
[9371.309] kamimi339: ﾊｲ↑
[9371.965] たーや_黒猫: ﾊｲ↑↑
[9372.277] 雪狐0143: ﾊｲ↑
[9372.837] (S)髭ピー: ﾊｲ↑
[9373.798] (S)sjindoa: w
[9374.326] minto13579: wwwww
[9374.759] (S)Ichigo_Strawberry15: ©らっだぁ
[9376.082] nobume0v0: ﾊｲ↑
[9379.036] ugtktjgumt: www
[9380.409] 哀れな人の子: バレー部がパクってたんか
[9381.556] okome_san__: らだ美ちゃん！？
[9383.777] おしゃけのみさと: ﾊｲ↑↑
[9386.576] (S)猫又01: www
[9386.698] tora25_22: バレー部の一割ってなんだよｗｗ
[9387.073] 鍵葉: リズム天国で聞いたことあるやつｗ
[9389.748] あるみ屋: 女テニじゃないんw
[9390.685] tyomonunu: tyomonunu subscribed at Tier 1. They've subscribed for 17 months! 
[9391.360] うめた: どこのバレー部によw
[9393.797] いのりさん: 独占はスーパーマカセロリだけにしとけ
[9395.901] _よーぐる: ﾊｲ↑
[9398.813] おしゃけのみさと: らだ身
[9412.846] おしゃけのみさと: 違うらだ美
[9416.157] (S)お手軽炊飯器: かばんちゃん...
[9417.109] ニコ丸0429: 独占はショガンボにしとけ
[9420.256] いのりさん: 君はカバンがないフレンズなんだね！
[9423.641] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[9424.512] (S)zakuro0609: それけもフレ
[9427.073] mizuno0624: フレンズか
[9427.145] _紅茶: スルー
[9429.108] (S)オデち: けもふれはいいぞ
[9439.379] ugtktjgumt: けもフレやぞ
[9442.436] risukao: え？
[9444.400] おしゃけのみさと: けもフレええぞ
[9456.757] (S)sjindoa: がんばえ
[9463.186] おしゃけのみさと: がんばえー
[9463.241] (S)ゲネポス: ゲネポス subscribed with Prime. They've subscribed for 4 months! 
[9476.690] ugtktjgumt: ｶﾞﾝﾊﾞｴﾗﾀﾞｵ
[9491.613] ガクフル: radaoWakotu
[9497.523] おしゃけのみさと: 逃げるな逃げたらそこで試合終了だ
[9499.925] にわすずめ: 感想がおかしい
[9505.903] (S)tommyy_0430: うまいねえ
[9506.477] uni_mm: じめじめ
[9508.742] ugtktjgumt: ぼっち思考
[9511.759] risukao: ジメジメw
[9517.055] masaba014147: www
[9537.805] おしゃけのみさと: ひとりぼっち
[9549.209] ガクフル: わあ
[9551.952] (S)sjindoa: うわあ
[9552.056] ugtktjgumt: あぁあ
[9552.592] おしゃけのみさと: 巣に帰るのか
[9552.779] (S)Ichigo_Strawberry15: www
[9555.695] 哀れな人の子: 解散
[9557.063] mira_bell5: 解散
[9563.564] risukao: かいさーん
[9566.510] にわすずめ: よいしょー
[9568.246] ガクフル: よいしょー
[9570.729] (S)ラボア: よいしょー
[9571.661] tora25_22: ｇｇ
[9572.267] mira_bell5: gg
[9572.336] ugtktjgumt: よいしょーぅ
[9577.576] (S)ラボア: radaoGG
[9578.041] risukao: よいしょー
[9578.367] おしゃけのみさと: よいしょよいしょ
[9579.810] mizuno0624: よいしょー
[9580.026] にわすずめ: GG
[9582.692] Yukimaru__31: よいしょー
[9583.090] uziro0836: radaoGG
[9586.044] (S)ららら0913: キッシュ
[9587.971] risukao: G G
[9591.790] ガクフル: gg
[9592.882] (S)mazirou: radaoGG
[9593.941] hiyamugi_2na: ゆかぺろ
[9597.400] おしゃけのみさと: キッシュ食いたくなってきた
[9598.377] ugtktjgumt: キッシュw
[9603.972] okome_san__: キッシュ
[9608.316] みだいふく: がんばえーー
[9610.815] (S)ご機嫌なシャチ: macaroni_Y subscribed at Tier 1. They've subscribed for 4 months! 
[9622.443] おしゃけのみさと: 誰か誰か私にキッシュを………
[9632.269] masaba014147: がんばえー
[9635.472] おしゃけのみさと: 今度こそは行くんだ！
[9643.131] ayunosioyaki0223: www
[9645.710] ugtktjgumt: やめろこれから晩飯たぞ腹が減る
[9645.944] (S)PEI_OwO_: このマップガチでバナー増やして欲しい
[9648.160] ガクフル: おじいちゃんだけどさwww
[9648.510] ta_tago: おじいちゃんだけどさぁ
[9648.920] risukao: がんばえーー
[9653.643] (S)Ichigo_Strawberry15: www
[9656.543] おしゃけのみさと: おじいさん
[9656.565] ta_tago: wwww
[9660.747] ugtktjgumt: www
[9661.062] okome_san__: ほわほわしたチームやの
[9663.911] (S)Ichigo_Strawberry15: radaoOld
[9669.705] yutauka: !uptime
[9669.908] masaba014147: wwww
[9669.994] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 41 minutes 17 seconds 経過しています。
[9671.031] おしゃけのみさと: らだじい
[9676.199] みだいふく: エペよく分からんが、がんばえ
[9681.641] (S)えりさ_: たしかに
[9683.226] ガクフル: あー
[9687.526] ta_tago: ヴァロかポケモン
[9690.166] uni_0141: 大会やってるからねえ
[9692.323] ugtktjgumt: あーね
[9694.907] そー司郎: あー
[9698.559] yuriri0323: !uptime
[9698.834] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 41 minutes 46 seconds 経過しています。
[9698.904] (S)サノウラ: 皆ヴァロに......(´;ω;｀)
[9704.147] mizuno0624: 今夜決勝だよ
[9705.085] おしゃけのみさと: らだじいはAPEXをらだばあは川にpcを捨てに
[9708.089] (S)hisoka_HyskoA0606: 次決勝だよ
[9708.312] risukao: みんなでやる？
[9709.287] 転々粛々: valo配信待ってるぞ
[9715.032] ガクフル: なんでやろな
[9716.376] suna0056: わかるー
[9718.611] tyunbe: 涙も出る素晴らしいゲームだぞ
[9723.581] 哀れな人の子: 俺はハンターだ！！
[9727.832] あるみ屋: わかるなぁ
[9739.463] okome_san__: あえてのパブジー派
[9743.648] おしゃけのみさと: らだお〜！いけー！
[9752.234] きーうぃ: !uptime
[9752.415] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 42 minutes 40 seconds 経過しています。
[9759.381] ガクフル: お
[9791.273] ムーン_893: わこらだー！
[9796.440] ガクフル: へー
[9798.457] ugtktjgumt: へー
[9798.705] masaba014147: がんばえー
[9810.776] ayunosioyaki0223: wwww
[9811.225] ガクフル: ついーよ
[9811.685] ゆきとよ: ｗｗｗｗｗ
[9812.767] (S)とりーーも: そうだね
[9813.233] sunomono8: wwwwww
[9817.757] (S)tempest0709: ツイーヨww
[9818.778] (S)WANCHOBI0706: なんですかそれ
[9818.868] 哀れな人の子: おっさん
[9819.847] てぃやんでい: セーフ
[9822.411] tora25_22: うーん
[9822.737] ガクフル: 聞いたことないです
[9823.151] (S)sjindoa: なにそれ
[9824.131] c_kuma76: ちょいおじ
[9825.222] wpj575: うーん
[9825.530] るちのー: なんそれ
[9825.531] ayunosioyaki0223: 今はあんま使わんなぁw
[9825.715] sakuraironohituji: ？
[9825.847] いのりさん: なにそれ？
[9826.420] きのここ: おじさんかなぁ
[9826.509] happasan88: おっさんかな
[9827.570] ruchi_13: ？
[9827.704] 惰性さん: なんそれ
[9827.884] (S)えりさ_: ついーよってなに
[9827.952] (S)のせ太郎: おっさんかも
[9828.078] にわすずめ: ついーよ
[9828.733] ugtktjgumt: ついーよ草
[9828.902] (S)そおお: おっさんやね
[9829.568] たーや_黒猫: なんすかそれ
[9829.836] ta_tago: うーーんwwww
[9829.887] ぴーやぽう: 知らん
[9830.148] nobume0v0: なにそれ？
[9830.361] あるみ屋: なんそれ？
[9830.543] (S)unavele_nobu: わからん
[9831.276] itoido: ツイーヨってなに？
[9831.824] すいぺりあ: ？？
[9832.072] にんじん10: ？？
[9832.412] (S)まなえ: あうと
[9833.437] shiki_maru: 聞いたことはないかな
[9833.453] kuromame0749: ？
[9833.902] 仮面ライダー555: 控えめに言っておじさん
[9834.603] (S)Zzz_jun: なんそれ？
[9834.692] (S)camel123450828: 久々きいた
[9834.835] ファルム: おじさんやな
[9835.055] そー司郎: ？？？
[9835.270] (S)zakuro0609: おっさんかなぁ
[9836.298] みだいふく: セーフ
[9836.458] 五色椿: ？？？
[9836.518] souta0712likeblue: ？？？
[9836.579] (S)nonaru4637: 俺の同級生めっちゃ使うw
[9837.132] (S)minibanbi: あんま言わんね
[9837.334] (S)yunchan18: おっかく
[9838.231] 인터뷰1007: なにそれ
[9839.660] まるちぃず: なんだ？
[9839.791] (S)tiger_bay: テルミットも確保しとかんとー
[9840.625] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[9840.805] (S)PEI_OwO_: おじさんかなぁ？
[9841.372] (S)at_gear: 久しぶりに聞いた
[9841.413] おの_レエイ_00: なにそれ
[9841.613] akaihi: なにそれ?
[9842.362] (S)猫又01: 何それ？
[9842.591] (S)dolly_7: なにそれ
[9842.806] (S)tempest0709: でもさっき言ってたマイナスイオンも辞書から消えるらしいぞ
[9843.457] hondachaan: オタクくん
[9844.012] (S)mazirou: わからんす
[9845.607] にわすずめ: なんす
[9846.436] や5: 俺いうんだけど
[9847.433] kurono1627: 分からねぇ
[9851.125] gana_000: JKが使ってたぞ
[9851.964] okome_san__: なにそれ？
[9853.399] (S)えりさ_: へー
[9854.013] (S)かがりごまだれ: あんまり言わなくなった
[9856.073] 雪狐0143: ついーよとは？
[9856.340] (S)tiger_bay: 言われれば聞いたことあるが
[9856.660] uni_0141: www
[9857.427] おしゃけのみさと: 広告が
[9857.674] いのりさん: へー
[9858.438] nishina___: 分からん()
[9858.564] Oozora96: 語源はしらん
[9858.644] atuono: 分からん
[9858.938] tora25_22: ツイートのことなのは知ってる
[9859.939] shiba_Noizy: らだ語
[9860.628] にわすずめ: なんで よww
[9861.059] 北のまりも: 聞いたことない
[9862.581] ガクフル: 予想はできるけど聞いたことない
[9862.635] itoido: わかんなかったし言わねーな
[9863.351] ねま_: 1個賢くなったわ
[9864.553] (S)きっこまん: www
[9866.890] フェアリー爺: へー
[9867.197] あるみ屋: へー
[9867.372] shi_n_tou: 分かるけど聞かんなあ
[9869.043] tsuyuki77: radaoWakotu
[9869.399] 雪狐0143: へー
[9869.625] yubaharu: www
[9870.369] のいたぬ: ツイートじゃないの
[9871.560] ugtktjgumt: なんやそれ案件だけども
[9874.204] tora25_22: でたｗｗｗｗｗ
[9875.685] きのここ: www
[9875.788] risukao: 初めて知ったw
[9875.857] すいぺりあ: へー
[9876.079] (S)きっこまん: とぅいったー
[9876.150] ガクフル: とぅいったー
