[4.024] ゆかりんりん: わこらだ！！！！！
[5936.018] siiroda: え
[5936.280] 梨一: お
[5936.735] ぱんだぁぁぁ: かわいーん
[5936.826] hanadango823: かわいーん
[5936.939] スカイウリ: お
[5937.060] ritoreto: かわいーん
[5937.103] nanasi0917: かわいーん
[5937.154] kitu2456: 女体化！？
[5937.423] そのた: お
[5937.445] mamed790312: かわいーん
[5937.646] mikan1185: え、かわいーん
[5937.671] (S)MORIYA_37: ん？
[5937.833] magaos_753: お
[5937.903] (S)スパーズ: V
[5937.957] (S)鉛筆びー: お
[5937.998] アキレゐト: うーん
[5938.155] namatamago427: かわいーん
[5938.171] (S)ちよび: radaoKawaiin
[5938.322] (S)nonaru4637: かわいーん
[5938.387] tora25_22: かわいーん
[5938.398] oooooooooto: かわいいい
[5938.564] rona0525: かわいーん
[5938.571] suibotu_: お
[5938.633] piisuke0428: おおおおおおおおお
[5938.639] (S)なつおよ: うわー
[5939.082] 夢現: うーん
[5939.428] (S)lightreft1250: かわいーん
[5939.824] dky_i111027: お
[5939.838] (S)ナラ抹茶: かわいーん
[5939.910] 46_kulo: おおおおおおおおお
[5940.011] riyuka_5439: え
[5940.626] key_1950: お
[5940.752] (S)きっこまん: うおおお
[5940.815] mimipaadesu0428: かわいーん
[5940.890] mekari0425: かわいーん
[5940.923] noguttyan02: お
[5940.954] (S)ruchi_13: おおー！
[5940.978] ぱんだぁぁぁ: radaoKawaiin
[5941.096] yanoneko11299: お
[5941.140] dede_san: おーーーーかわよ
[5941.142] renncyann: おぉ
[5941.144] _ほたる_: かわいーん
[5941.211] ikanana2525: かわいーん
[5941.259] minto13579: 女体化？
[5941.281] itoido: かわいーん
[5941.343] (S)8分19秒: うわ
[5941.643] ayunosioyaki0223: おー
[5941.754] (S)Zzz_jun: かわいーん
[5941.799] yotuba_330: かわいーん
[5941.992] (S)liri_san: かわいーん
[5942.133] pirarucu_0701: かわいーん
[5942.202] (S)~MISSING_COMMENTER_INFO~: radaoKawaiin
[5942.274] mikan_san: Vかぁ…
[5942.376] negishio___: かわいーん
[5942.473] えふのふ: かわいーん
[5942.495] のへび: かわいーん
[5942.640] futunooryo: かわいーん
[5942.670] (S)なーちき: かわいーん
[5942.679] にちゃん: radaoKawaiin
[5942.684] kenp1n_8: なるほど
[5942.910] chitose0917: かわいーん
[5943.013] mirucha_02100: かわいーん
[5943.132] 甘酒大好き: おおおおおおおおおおおおおお
[5943.168] (S)mazirou: うおおおおおおおおおおお
[5943.357] (S)鉛筆びー: かわいーん
[5943.366] (S)myaruame: えっっっっっ
[5943.412] (S)アールル: かわいーん
[5943.507] kosuke25252: かわいーん
[5943.586] miamio121: かわいーん
[5943.639] 1205au: かわいーん
[5943.687] もぐつむり: かわいーん
[5943.712] kitu2456: かわいーん
[5943.763] えんそ: うおおおおおおお
[5943.769] かにょ: radaoKawaiin
[5943.796] 469646: はー
[5943.984] (S)supuringu5140: あーね
[5943.987] (S)tsuM6G1_: 女体化!!
[5944.034] nagisa_0618: かわいーん
[5944.080] yururano_0: かわいーん
[5944.289] riyuka_5439: かわいーん
[5944.290] WIWY_YY_: おおおおおおおお
[5944.331] barusua: かわいーん
[5944.502] rona0525: おおおおおおお
[5944.708] family857: かわいーーん
[5944.820] uzura_0412__: かわいーん
[5944.902] jam_ars: かわいーん
[5944.905] (S)のんんんん: かわいーん
[5945.040] hirobiiiin: かわいーん
[5945.126] yuzkm: かわいーーーん
[5945.213] rila26: かわいーーん
[5945.445] kenp1n_8: かわいーん
[5945.477] nobume0v0: かわいーん
[5945.489] アキレゐト: きつい
[5945.599] non11_piuzo: かわいーん
[5945.686] (S)masao0203: radaoKawaiin
[5945.704] toremoro_san: かわいーん
[5945.731] ハトクロンエ: かわいーん
[5945.794] (S)ここねり: うおおおおおおおお
[5945.807] (S)ﾅﾏﾁｬ: かわいーん
[5945.825] nekonaaa: おおおおおお
[5945.834] kairodi: かわいーん
[5945.880] amehuriyuudaci: かわいーん
[5946.047] 月藍ちゃん: かわいーん
[5946.291] riooooo_0815: かわいーん
[5946.313] 咲虎: かわいーん
[5946.324] kurufu1022: かわいーん
[5946.353] (S)aina___10812: かわいーん
[5946.421] (S)sjindoa: radaoKawaiin
[5946.480] tadano_reizouko: 口隠しかわいーん
[5946.516] (S)dars39: かわいーん
[5946.708] kanaharu_: かわいーん
[5946.722] tukky1208: 売れない
[5946.908] ajataka66: かわいーん
[5947.091] dokukinoco: かわいーん
[5947.117] mitsuxx00: ばびにく？
[5947.136] (S)らむ麦: うおおおおおおおおお
[5947.183] (S)mazirou: かわいーん
[5947.319] (S)あんころころもち: 女体化？
[5947.325] kittyrxxy: かわいーん
[5947.529] piisuke0428: かわいーーーん
[5947.551] Ruria00: かわいーん
[5947.722] (S)あんこモチ: かわいーん
[5947.785] まっしゅ2525: radaoKawaiin
[5947.806] ruuno_1105: かわいーーん
[5948.095] ritoreto: うーん
[5948.319] ぷます: かわいーん
[5948.332] (S)MORIYA_37: radaoKawaiin
[5948.402] (S)yuna_aaaaaaaaa: ついにV化！？
[5948.497] 椋榎: radaoKawaiin
[5948.526] ~MISSING_COMMENTER_INFO~: うれそう
[5948.543] 燐だよ: うーん
[5948.618] nhati_000: かわいーん
[5948.653] daizu___mame: かわいーん
[5948.800] 礼紋: radaoKawaiin
[5948.847] tomatotto_: かわいーん
[5949.126] (S)なつおよ: 女の子ならいける
[5949.151] 巫狐: これはいける
[5949.187] mikan1185: 売れる
[5949.294] (S)mary611: radaoKawaiin
[5949.349] 1205au: 本体と交代しよ
[5949.354] あずき_: かわいーん
[5949.357] nenekoko_ra: かわいーん
[5949.366] mimaninoria: バーチャルバーチャル
[5949.419] (S)タクトン: ついにか…
[5949.455] (S)スパーズ: radaoKawaiin
[5949.522] (S)baberuboburu3939: 無理やろな
[5949.623] (S)しおなみ: かわいーん
[5949.636] (S)shige__maru: かわいーｎ
[5949.724] はぐりっと: かわいーん
[5949.744] ぬら_: かわいーん
[5949.754] レガンガ: 声が。。。
[5949.786] 46_ika: かわいーん
[5949.795] _紅茶: 懐かしい懐かしい懐かしい懐かしい懐かしい懐かしい懐かしい懐かしい懐かしい懐かしい懐かしい懐かしい懐かしい
[5949.832] harusame55: かわいーん
[5949.851] (S)yuntake: 受肉
[5949.876] 神崎立夏: ガーターベルト!?
[5949.913] aisathank: かわいーん
[5951.164] monaka0975: かわいーん
[5951.166] usiuma: これは売れる
[5951.199] noguttyan02: かわいーん
[5951.254] 縮緬雑魚: バーチャルVtuber
[5951.313] わばぬん: かわいーん
[5951.398] (S)らふれ: radaoKawaiin
[5951.409] kchan1225: かわいーん
[5951.436] ztsk_v: おおおおお！
[5951.440] (S)zo_0910: radaoKawaiin
[5951.442] 雪寺: ふぅ．．．
[5951.546] (S)RBlue_Lyco: かわいーん
[5951.555] _ほたる_: radaoKawaiin
[5951.581] らむねーど: かわいーん
[5951.641] (S)remon1503: かわいーん！
[5951.693] (S)とりーーも: かわいーん
[5951.777] (S)チュチュンバー: radaoKawaiin
[5952.300] (S)lightreft1250: 登録者300人
[5952.303] てぃやんでい: かわいーん
[5952.312] 夢現: 声がなぁ・・・
[5952.335] (S)evolblackhole555: radaoKawaiin
[5952.417] ivvvvvvvvvvii: うれる
[5952.423] 哀れな人の子: 声がブスだから売れない
[5952.514] (S)ナナシ_: かわいーん！
[5952.525] family857: 声がな
[5952.606] ifo_tsusufu: ぶひいいいいいいい
[5952.713] みらいちゃ: かわいーん
[5952.763] (S)tsuM6G1_: radaoKawaiin
[5952.812] liangshi32100: かわいーん
[5952.840] ri_10_: かわいーん
[5952.864] kyurukapi: さすがにやだ
[5952.958] (S)mazirou: radaoKawaiin
[5952.988] (S)yona_0724: かわいーん
[5953.080] (S)~MISSING_COMMENTER_INFO~: らっだぁVデビュー!?
[5953.177] (S)moris1013: radaoKawaiin
[5953.197] (S)ゆきとよ: これで声はぽまえなんでしょ？
[5953.205] koya_cha: かわいーん
[5953.223] (S)monhana1147: radaoKawaiin
[5953.230] (S)hyouhakuzai: 売れなさそう
[5953.452] 角角家: radaoKawaiin
[5953.696] having_harumaki: かわいいアバターからドブボ出るとか嫌なんだけど
[5953.742] karasudayou: かわよ
[5953.763] ぶろぶらくん: かわいーん
[5953.768] nichan1004: かわいーん
[5953.841] oooooooooto: おまえよりかは
[5955.410] koba_728: ほしがってたやつやん
[5955.443] (S)moka_0322: radaoKawaiin
[5955.473] yutanpo8038: バーチャル多くね？
[5955.582] milk__lemon: かわいーん！
[5955.593] saaaaasan0611: うれるね
[5955.624] 1205au: かわいーん
[5955.651] らたき: すきだわ
[5955.653] myunn_0121: は？
[5955.667] (S)スパーズ: radaoKawaiin
[5955.803] miyazawasinpei: かわいーーん
[5955.826] (S)うがら: おおおお 
[5955.866] さたさた: radaoKawaiin
[5955.894] mimipaadesu0428: かわいーーーーん！！！
[5955.903] ぺーきち: 女体化？
[5956.104] (S)あんころころもち: らっだぁ女体化？
[5956.170] rila26: これはかわいーん
[5956.310] YAMAda1018: かわよ
[5956.346] miki_15g: radaoKawaiin
[5956.458] tora25_22: 中身がぽまえだとダメ
[5956.514] ugei0013: かわいーん
[5956.516] ﾓﾓｽｴ: 生足いいね
[5956.644] ztsk_v: かわいーん
[5956.905] (S)yutiy_25: かわいーん
[5956.908] 巫狐: 声による
[5956.946] banira1109: かわいーん
[5956.965] omochi_uma_uma: かわいーん
[5957.138] (S)鉛筆びー: radaoKawaiin
[5957.143] kosuke25252: 受肉した...
[5957.282] gushin1555: ガワと中身の相違がちょっと・・・
[5957.344] chiara_1016: かわいーん
[5957.376] (S)rerereghoul: radaoKawaiin
[5957.513] maurice_ao: なーる
[5957.532] みーちゃ__: かわいーん
[5957.613] rarirarurarua: かわいーん
[5957.629] ritoreto: この声にな～
[5958.500] miine1221: かわいーん
[5958.522] (S)よっしぃ37: kawaii
[5958.522] yusan913: 受肉した
[5958.541] みりンゴ: かわいーん
[5958.583] さつまいもおいしい: かわいーを
[5958.609] 白の六号: radaoKawaiin
[5958.773] (S)なつおよ: radaoKawaiin
[5958.814] (S)蕪木りん: こっちのらっだぁならいいよ！
[5958.860] (S)Zzz_jun: 普通に欲しいw
[5959.208] myunn_0121: クソかわやん
[5959.277] tyasiki_02: バ美肉
[5959.280] bc_moimoi: radaoKawaiin
[5959.301] あしゅ_1127_: かわいーん
[5959.384] masa0763: 声がね...
[5959.456] ぺーきち: radaoKawaiin
[5959.578] yotuba_330: バ美肉！？
[5959.595] (S)ゆきゆた: radaoKawaiin
[5959.625] itigomiruku0803: 可愛い
[5959.663] (S)ruan_mt9: 声変えたら売れる
[5959.693] (S)らふれ: お前よりは売れる
[5959.906] yuzkm: おまえよりかは
[5960.029] (S)そふぃ3: これは売れる
[5960.038] mitora2916: 可愛いけど、なぁ…
[5960.181] みきな: 声が
[5960.277] kurono1022: かわいーん
[5960.441] 梨一: 声で無理
[5960.450] ayunosioyaki0223: 声がなぁ
[5960.549] らずらむ: お前の声じゃなければ
[5960.670] suibotu_: 好きだな
[5960.674] nabe_0926: かわいーん
[5960.680] dede_san: こういうグッズほしい〜
[5960.733] kanikamadesu: かわいーん
[5960.831] toki_ra: 多少売れるとは思う
[5960.874] (S)masaba014147: radaoKawaiin
[5961.585] suiryuu_01: かわいーん
[5961.722] wasabi_kinako: かわいーん
[5961.740] hukakyon28: 声がドブボだから無理
[5961.813] (S)nyu__n_: うれない〜ん
[5961.855] kyurukapi: Vになったら見ないよ
[5962.033] 89u_u: かわいーん
[5962.126] (S)なーちき: ｗｗｗｗｗｗｗ
[5962.201] mikotthi: かわいーん
[5962.231] kuusan2: お前の顔よりかわいい
[5962.526] kawasemikarume: そでフリルいい
[5962.758] tansan_416: かわいーん
[5962.761] ラボア: 元があれだもんな
[5962.788] (S)yuu_1010: radaoKawaiin
[5962.795] さつまいもおいしい: かわいーん
[5962.860] レガンガ: うーん
[5962.955] (S)emitsubo723: radaoKawaiin
[5962.971] かかおしてます: かわいーん
[5962.993] koromoti1219: これは売れる
[5963.185] sei_0401: かわいーん
[5963.216] kujirai___: うーん
[5963.224] arupusu0129: 声がこれだしなー
[5963.243] ひのめ: radaoKawaiin
[5963.462] Nekolate_: CVチェンジで
[5963.712] cocoron2525: 声変えようぜ
[5963.716] r_neko5rira: かわいーん
[5963.811] bell_msvio: みどりちゃんならいける
[5963.963] 海びちゃん: radaoKawaiin
[5963.994] ajataka66: 次から出て欲しい
[5964.035] minto13579: この声じゃ売れないんで声優雇いましょ
[5964.041] KinakoMochi_06: 声さえかえれば
[5964.077] staso_1125: うーん
[5964.209] 1205au: 本人と交代しよ
[5964.277] sora_to_fu: 声が…
[5964.454] mimipaadesu0428: 声がな〜
[5964.566] (S)masao0203: 声がな〜
[5964.660] よわはと: 声がなあ
[5964.704] myunn_0121: タイプ
[5964.862] stotyan: かわいーん
[5964.864] mirucha_02100: あ
[5964.911] まがは: 声がなぁ…
[5965.082] rioapr03: それはちょっと...
[5965.109] (S)ふじ田: かわいーん
[5965.133] やに: あとは声だな…
[5965.161] (S)hyouhakuzai: 声がなぁ
[5965.203] 大宮瑞樹: radaoKawaiin
[5965.234] nanasi0917: 声による
[5965.326] (S)~MISSING_COMMENTER_INFO~: ドブボ
[5965.347] すいぺりあ: 声がなぁ
[5965.366] (S)きっこまん: バ美肉か…
[5965.380] tukky1208: うーん
[5965.434] さらしゃ: 声がなぁ…
[5965.758] 夢現: 無理かなぁ…
[5965.990] okome_san__: かわい～～ん
[5965.991] (S)tsuM6G1_: wwwwww
[5966.022] family857: ごめわ
[5966.047] shoooootingstar: 声がダメ
[5966.090] ruu_ha: 無理だね
[5966.158] ふぉー040: 声が…
[5966.185] (S)myaruame: うーん
[5966.273] (S)sjindoa: うーん
[5966.293] (S)yutiy_25: ガーターベルトがたまらん
[5966.307] poru1010: 詐欺で有名になれるかも…
[5966.307] nikopuu3: うーーん
[5966.548] からあげさーん: 本家よりかわいい
[5966.688] ごんのすけ: 声がなー
[5966.699] (S)ゆきゆた: 声がな
[5966.750] yaaanagi_09: 声がな〜
[5966.776] (S)shiroinuno_roa: 中身の声が…
[5966.792] (S)otux2_0205: うーむ
[5966.812] (S)ruchi_13: うーん
[5966.919] mokomoko_1419: 声がね
[5967.028] oooooooooto: 声が、、、、
[5967.042] mitora2916: うーん
[5967.046] (S)shige__maru: かわいーん
[5967.227] ayunosioyaki0223: 無理だな
[5967.253] mitsuxx00: きつい
[5967.260] 贄ﾁｬﾝ: スキンは可愛いね、スキンは
[5967.409] みきな: うーん
[5967.530] スパアイ: うわ
[5967.572] 黒い探偵: 無理だ...
[5967.636] (S)おの_レエイ_00: 声があかん
[5967.747] さめざぁ: かわいーん
[5967.788] ﾓﾓｽｴ: 声がダメ
[5967.816] わばぬん: うーん
[5967.928] norinorikun: かわいーん
[5969.043] momo_0430_: うーん
[5969.124] (S)kuensa: 声が
[5969.147] くろざき: 声がなぁ
[5969.155] 雪寺: 声がなぁ
[5969.280] kiriya_453145: 声がなあ
[5969.289] もねねん: うーん
[5969.292] maurice_ao: 声が
[5969.301] 46_ika: ボイチェンつけろ
[5969.422] nekonaaa: うーん…
[5969.495] 五色椿: 声がダメ
[5969.504] (S)kiba_1129: こんなかわいくないので無理
[5969.562] acerolaaa3: 声がなあ
[5969.662] annindofu0920: 絶対領域ある
[5969.673] (S)~MISSING_COMMENTER_INFO~: 声がなー
[5969.739] (S)あらじお: うーん
[5969.776] (S)なつおよ: ボイチェン使って
[5969.838] ぱんだぁぁぁ: うーん
[5969.860] (S)RBlue_Lyco: 普通にかわいいーん
[5969.886] さたさた: 声がなぁ
[5969.942] sunomono8: うーん
[5970.061] (S)nonaru4637: こえによる
[5970.098] (S)らふれ: 声がなければ
[5970.130] (S)をぺ: 声がなぁ…
[5970.225] foxy1003: きっつ
[5970.282] (S)dia11313: 声がな
[5970.317] (S)u_kurage: radaoKawaiin
[5970.478] (S)zecky310: 声がなー
[5970.505] (S)Chief_0219: ボイチェン
[5970.563] (S)nakihai556: あー
[5970.863] (S)ゆきとよ: 無理そうですね
[5970.870] minto13579: それは無理
[5970.890] nagisa_0618: 声がなぁ
[5970.933] ritoreto: 認めたw
[5972.079] (S)前髪が長い: 声優さん雇えば…
[5972.129] てとてと: 声がなぁ
[5972.145] murasakineko6262: うーん？
[5972.167] saaaaasan0611: 爆笑
[5972.282] mamed790312: 声がダメかな
[5972.312] MOUTYUUUU: すぐ金
[5972.312] (S)zo_0910: ボイチェンはよ
[5972.317] (S)yona_0724: 声がなぁ
[5972.336] conoa_minto: 声がなぁ…
[5972.361] (S)tsuM6G1_: うーん
[5972.481] (S)kanngana: うーん
[5972.565] (S)yuna_aaaaaaaaa: 声むりです
[5972.575] (S)タクトン: ギャップよ
[5972.591] (S)ryotamk_2: 声がな〜
[5972.672] 椋榎: めっちゃ可愛い
[5972.700] miyazawasinpei: ボイチェンしてくれ
[5972.714] kotehan31415: バーチャルVチューバーは重言過ぎて草
[5972.752] 分かり徹夜: ボイチェンすれば…
[5972.801] (S)mazirou: うーーん
[5972.813] rona0525: うーん
[5972.826] Ruria00: 声がな
[5972.881] (S)蕪木りん: もうちょい高く
[5972.922] (S)りったん_: うーん
[5973.186] mamewasa817: きちぃ
[5973.271] とろとろトロリ: きつい
[5973.373] rioapr03: 声と性格がだめ
[5973.469] (S)ﾅﾏﾁｬ: う～ん…
[5973.637] (S)yuntake: ごめんなさい
[5973.648] (S)evolblackhole555: 声がな…
[5973.658] (S)supuringu5140: 声がだめ
[5973.705] 神崎立夏: 脚最高
[5973.791] 1205au: 声がダメ
[5973.801] haru_freezer: 厳しい
[5973.809] suiryuu_01: 声がなぁ
[5973.813] わむじゅ: すでにバーチャルなのに何をいまさら
[5973.826] (S)Zzz_jun: 声がダメ
[5973.855] chiara_1016: 声がなぁ
[5975.122] いるーじゅ: 挨拶しろ
[5975.159] mirucha_02100: うわ…
[5975.178] たろたろ02: ボイチェンしろ
[5975.182] mikan_san: きちぃ…
[5975.201] mai_parastica: むり
[5975.221] (S)ココナッツ__24: むぅむ
[5975.233] nvaaaa: 声次第
[5975.234] 俺だよおれ: 声作れ
[5975.308] raia0717: 中身知らなきゃ売れる
[5975.360] acerolaaa3: 声ぶっさ
[5975.363] stockun18: うわっ…
[5975.398] WIWY_YY_: おとなしくボイチェンつかお
[5975.415] かぁまま: う、うれるよ
[5975.425] 贄ﾁｬﾝ: むり
[5975.558] (S)ほのぼの: ボイチェン使えばワンチャン？
[5975.750] amehuriyuudaci: ボイチェン
[5975.780] もぐつむり: 中身がなぁ……
[5975.804] ぴーやぽう: きっつ
[5975.869] (S)dars39: 声がなあ
[5975.953] miamio121: きっつ
[5976.023] アオぶる: 中身変えれば売れる
[5976.062] ぺーきち: うーん
[5976.095] nanadefo: 厳しいかもなー
[5976.182] family857: NotLikeThis
[5976.184] siiroda: 無理かな
[5976.255] originmi: 声で萎える
[5976.312] minto13579: おrrrrrrr
[5976.356] (S)ruchi_13: 声要らない
[5976.426] (S)ふれーく: スキンはだいぶマシになった
[5976.529] (S)そおお: 声きち〜って言われんな
[5976.791] c_kuma76: チェンジ
[5976.822] t_neko_t_: 声がなぁ
[5976.931] かにょ: うーん
[5977.475] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[5978.175] hirobiiiin: きっつ
[5978.252] のいたぬ: 無理
[5978.355] (S)a_o3o1_m: きつ
[5978.384] (S)hikky7294: 見た目だけ
[5978.402] koromoti1219: 声がなぁ
[5978.423] くろざき: うーん
[5978.440] (S)aina___10812: うーん
[5978.446] きのここ: ボイチェンで
[5978.462] miine1221: 声がなあ
[5978.472] zakoteki: 声ヘロヘロにしなきゃね
[5978.551] nikopuu3: おっ確
[5978.639] みーちゃ__: 声がなぁ…
[5978.656] (S)Raruruum: ボイチェン入れろ
[5978.779] nobume0v0: 声がなぁ
[5978.802] (S)すてら583: 声は売れない
[5978.803] oooooooooto: 声だけ
[5978.818] (S)ryo_ngz: 黙ってくれ
[5978.881] (S)あんころころもち: むりかな
[5979.003] mochi082: ボイチェンでちょっと
[5979.051] しょうゆびん: やばそう
[5979.051] ひのもり: 声がダメだわ
[5979.080] yoyoyonoyo1231: 声が
[5979.103] 甘酒大好き: おっ確
[5979.116] ぱんだぁぁぁ: ちょっと
[5979.222] 贄ﾁｬﾝ: うわ
[5979.240] itigomiruku0803: でもなー、声がなあ
[5979.580] yuuuma_s: 声がなぁ
[5979.593] bc_moimoi: ごめんなさい
[5979.718] (S)koromu_rom: radaoKawaiin
[5979.724] (S)nashu_noike: 声帯変えてからこい
[5979.786] mimipaadesu0428: 可愛い声出してみてよ
[5979.786] (S)にゃんねね: 声がなぁ
[5979.788] rarirarurarua: うーん
[5979.792] omochi_uma_uma: 声がきちぃ
[5979.821] (S)レだん: ボイチェン
[5979.867] tau_tawan3: 声がな…
[5979.902] ミニミニ: むりだね
[5979.919] ｻｧｻ: uuum
[5981.200] (S)tsuM6G1_: 声が…
[5981.247] (S)なーちき: ううっ…
[5981.293] minmin2741: ぴこん
[5981.532] (S)renoharuru: 本能が拒否してる
[5981.539] (S)アールル: きっつ
[5981.553] ミュウユグシー: 見た目いいぶん声が
[5981.565] (S)Kuragee29: 声がなぁ
[5981.583] そのた: 無理
[5981.593] Libra_2010: 難しいかな
[5981.680] usagi_rom: らだおくんが動くほうがマシ
[5981.757] 雪狐0143: うーん
[5981.757] panndaman1: 声がなぁ
[5981.759] ayunosioyaki0223: お前喋るな
[5981.826] am4kumo: 声がダメ
[5982.045] まみまる: 声要らない
[5982.051] mumadoo: 声きm
[5982.069] koya_cha: まあ
[5982.130] stotyan: 声がなぁ
[5982.159] (S)しおなみ: 見た目だけはいいのになぁ
[5982.159] kurufu1022: 無理かな
[5982.256] (S)~MISSING_COMMENTER_INFO~: 声がきもい
[5982.334] (S)u_kurage: ちゃんかあ
[5982.480] にちゃん: かーえーれ
[5982.491] 贄ﾁｬﾝ: ほんとにやめて
[5982.696] すううう: はいどうも～しか言えないのかよ
[5982.711] KinakoMochi_06: radaoMute
[5982.724] (S)universal_studio_alice: 無理
[5982.758] pinopino0011: きんちゃんにも前言われたじゃん
[5982.792] 神崎立夏: ボイチェンはよ
[5982.812] miki_15g: radaoNayami
[5982.890] i_iiiiiip: きつい
[5982.924] (S)蕪木りん: ミュートにすれば行ける！
[5984.255] nanana_ka: まずいですよ
[5984.356] justice031101: ボイチェン付ければ何とか？
[5984.468] mochimochiku: 声がなぁ
[5984.476] jin_skyline34: うるせぇ
[5984.488] tanuki_pan: それしか挨拶しらんの？w
[5984.489] syumawok: 声変えよ
[5984.492] (S)OmOtc: きっつ
[5984.527] (S)yoichimu: きっつ
[5984.619] tomatotto_: 声が
[5984.693] ekurea1221: 声が
[5984.696] yawaeiaaa: さすがにきつい
[5984.709] mattya0_0: 声優交代したら売れる
[5984.765] akasatanu_: ちょっときつい
[5984.890] くろざき: ボイチェンするか
[5985.074] (S)ta__mei: 声優変えたらいける！
[5985.224] imoyoukanmaru: うーｎ
[5985.316] (S)jima922: 少なくとも顔は殴られない
[5985.363] arukoishi: ボイチェン使っても無理だぞ
[5985.375] momo_0430_: 声変えよ
[5985.556] ちょーみん: なんか、、、イメージしずらいよね
[5985.566] sora_to_fu: 声がダメ
[5985.590] haru_freezer: VC使うしかない
[5985.687] (S)8分19秒: 挨拶して
[5985.725] 都さむらい: 声優変えろ
[5985.806] ario0324: むり
[5985.838] kairamu0522: 今の方がいい
[5985.856] mono_0114: ごめん無理だわ
[5985.948] (S)スパーズ: あ
[5986.055] もぐつむり: 声がなあ
[5986.063] mokomoko_1419: きっつ
[5986.127] nenekoko_ra: 声がなー
[5986.132] (S)そふぃ3: この姿ならドブボ緩和される
[5986.162] karasudayou: 声だけなぁ...
[5986.191] (S)あんころころもち: これは落とせ
[5986.198] (S)tanaka_1025: むり
[5986.233] dokukinoco: ボイチェンやればなんとか
[5986.402] (S)~MISSING_COMMENTER_INFO~: うっ……
[5986.672] (S)nonaru4637: uuum
[5986.719] 稚魚ちゃん: 🤔
[5986.729] mikan_san: 心底やめてほしい…
[5986.845] hukakyon28: 常にミュートすればいけるな
[5986.867] A6oexx7: きっつ
[5986.887] asa_0322: がちでやめてくれ
[5986.892] waaaa_i: 炎上
[5986.901] amane73: 声がなぁー
[5986.914] itigomiruku0803: こえがねーーー
[5986.915] (S)su__pu: ボイチェンはよ
[5988.096] (S)nonsugar017: 声がダメ
[5988.140] Mugicha1270206: 声が無理
[5988.160] ちゃい1221: ボイチェンしろ
[5988.280] phoenipiyo: ボイチェンしよ
[5988.347] ボンレスキャベツ: VCかえようか
[5988.363] kel525: 画像だけでいいです
[5988.373] (S)Zzz_jun: radaoMute
[5988.385] pon2929: 無理してる
[5988.390] イオです: バ美肉ならいける
[5988.526] maaaagaou4: 口紡げ
[5988.689] yuu_915: 声が
[5988.739] magurodukushi: 芸人かな？
[5988.815] (S)shiroinuno_roa: これは声で売れない
[5988.828] (S)ミツキ0204: ボイチェン
[5988.910] (S)tukasa0628: 売れると…思うよ？
[5988.961] mirucha_02100: 黙れば可愛い
[5988.997] noguttyan02: ちょっと
[5989.090] kuuuuuuu: あら^
[5989.213] みらいちゃ: かわいあボイチェン使えば行ける
[5989.337] (S)magumaro_01414: radaoMuteこうですわ
[5989.337] (S)mazirou: ハイドーもbotやめろ
[5989.344] (S)totorinori: うーん
[5989.481] (S)nostalgic8451: バーチャルVTuberでvvTuberじゃん
[5989.555] chiara_1016: ボイチェン？
[5989.607] (S)てんまる: 登録者200人ぽい
[5989.618] にぃぃぃ: radaoNayami
[5989.708] さたさた: ボイチェン
[5989.714] (S)あんころころもち: おとせーー
[5989.733] (S)Kuragee29: ミュートにしよ
[5989.901] 厄介: はいどうもしか言わん
[5991.305] saaaaasan0611: らっだぁーですっ！
[5991.542] pe_tanku: 姉御肌キャラなら売れる
[5991.562] satuki_manzi: このスキンですーちゃんにやってもらお
[5991.575] (S)moris1013: ボイチェンで
[5991.602] 椋榎: かーえーれー
[5991.627] Vana_xx: くさいからだめ
[5991.727] (S)ゆきゆた: 声が
[5991.830] すいぺりあ: おっさんってわかってて見るのはきつい
[5991.855] 19sheeps: チャット系Vになろ
[5991.874] suiryuu_01: ボイチェン
[5991.920] kaikina0905: キズ○アイです〜
[5991.946] chitose0917: ボイチェン使えば
[5991.973] えすおくん: VTuberははいどうもっていわんやろ
[5991.977] kro_cat: やめてください
[5992.014] (S)アカツキ2369: きっつ
[5992.054] 虎空: もうちょいかわいいボイスだったらいいのになー
[5992.094] (S)jyu_bako: 果てしなくキツイ
[5992.105] (S)あげだし丸: radaoMute
[5992.287] (S)ichigomilk_252: 声が
[5992.653] (S)mary611: せっかく可愛いのにねぇ
[5992.697] having_harumaki: 高評価 3 低評価 8652
[5992.709] khinmr: 黙っとけ
[5992.807] mugii__12: これで肝試しのハイビスカス付けれるね
[5992.864] rahasu_8931: 声も変わってもらおーぜ
[5992.892] kasitukinomizu_1: ボイチェンしよ
[5993.031] hua_uoxou: ミュート
[5993.036] mtsunoki: あぁ、、、
[5993.263] (S)dia11313: 人が変わったらなぁ
[5993.264] popopopopo1234321: 挨拶が若手芸人なんよ
[5993.284] (S)jingai_botti: www
[5993.416] mi_tyan0: らだおもバ美肉か
[5993.479] (S)ワラリです: もうちょい高い
[5993.492] (S)yume_nosk: radaoMute
[5993.498] IF_Then018: チェンジ
[5993.673] touyukomaa: 無理っぽそう
[5993.757] mochi082: 漫才の入り
[5993.787] (S)かずはっと: しゃべらんかったらかわいいやつやん
[5995.065] 1205au: ボイスチェンジャーしとけ
[5995.080] Da1_ChaN1026: 誰にしようか悩むな
