[30.309] 卯尾市場: DinoDance
[6565.118] (S)美濃屋善兵衛: ケツドラムとか？
[6565.239] oomorisoba: 吉野家だなあ
[6566.882] (S)田中脊髄剣田中: ランランルー
[6568.716] (S)うちま_: ゴノレゴ
[6568.960] (S)mori_123: ゴノレゴ？
[6569.354] (S)よぞらかげ: ロナウ自慰ニョ
[6571.278] shyuing: タピオカパン
[6571.543] (S)ハラショータロー: 修羅パンツ
[6572.251] acis3983: ウメハラがァ！捕まえてぇ！
[6572.354] (S)mukubado2: wwww
[6572.747] おさかな_39: イキイキになる
[6574.348] プロ自宅警備員: ふぃぎゅ@！？
[6575.074] humi_akira: ロイツマとか
[6575.942] nyarlbini: インターネット老人会始まったな
[6576.135] てつやん: ニコニコ動画流星群までなら知ってる
[6576.283] (S)しらまつ: ニコニコ組曲とか流れそうだ
[6576.315] 紫ゆかり: あれ本人まぁまぁ反省してるのもおもろい
[6576.839] しぼみ: ブロント語はかなりアレかもしれない
[6577.312] oomorisoba: 巫女巫女ナースとか
[6578.170] coffee_008: 引くこと覚えろksとか
[6579.981] atamamiru: ねぎだくぎょくで
[6580.309] ねじゼリー: やばい、話題がどんどん古くなってるｗ
[6581.513] (S)acrofiora: ﾆｺﾆｺ流星群
[6582.778] acis3983: 古すぎる死にたくなってきた
[6584.026] (S)あはとぽけ: ニコニコ組曲？
[6585.969] 養分は非プレイヤー: 四半世紀くらい前の話してます？
[6587.458] (S)鉄板: レッツゴー陰陽師から
[6587.767] (S)よぞらかげ: 吉野家コピペｗｗｗ
[6588.618] 蒼い人: ウマウマ
[6590.186] 588461: 古のネットミーム特集回やろうよ！！
[6591.479] EZ_Eleonore: ニコニコ復旧頑張ってくれ〜
[6591.644] ささみ橋: ジュースを奢ってやろう
[6592.607] (M)(S)こまっている: きしめーーーーーん
[6592.816] プロ自宅警備員: ブロント語は知らないとガチで喧嘩になる
[6593.861] (S)kanabuso: 先ほどサブスクギフトいただきました。ありがとー
[6594.156] (S)acrofiora: ﾆｺﾆｺ組曲
[6594.203] BrokenJP: 勝負しようじゃないかマクリー君
[6594.669] kaeruseijin1008: ウメハラ実況は確かに古いネットミームに入る
[6594.824] nolen9210: ほぼ組曲でしか聞いたことないわ
[6594.970] (S)港区ザンギエフ: ｻｽｹｪ!お前の前の棚のオレオ取ってオレオ！
[6595.599] (S)mori_123: あーブロント語は確かに
[6596.220] Dev9ru: 吉野家ゴノレゴブロントさんになると一気に一世代超える
[6596.256] ｾﾀﾒﾝ: ブロント語は今見ても味するのすごいよ
[6597.781] れなまる〇: ワザップジョルノがミーム化したのは５年前らしい
[6597.935] モドキ: Cheer100 Cheer100 お誕生日おめでとうございます、モダホラ3の足しにでも
[6598.720] (S)kanabuso: kanabuso is paying forward the Gift they got from 総フロ to the community! 
[6598.763] (S)kanabuso: kanabuso is gifting 1 Tier 1 Subs to 生駒どぐらデビル's community! They've gifted a total of 1 in the channel! 
[6599.098] (S)kanabuso: kanabuso gifted a Tier 1 sub to Line_X! 
[6599.156] (S)godog02: フラッシュ全盛の時代
[6602.096] acis3983: ｼﾝｸﾉｿﾗｰ
[6602.664] (S)田中脊髄剣田中: 高らかにオナニーの話した？
[6603.782] マシューまろ: それこそ電波実況もミームか
[6603.851] (S)mukubado2: えーりん！えーりん！
[6604.916] 呪縛衆: ここだけ平成
[6606.339] (S)港区ザンギエフ: えーりんえーりん！
[6606.805] (S)vra_oji: ラーメンズとか
[6607.956] acis3983: ｺﾉﾒﾆｳｰ
[6608.059] (S)芋之山: シャイニングスパイラルウンコ
[6608.550] (S)よぞらかげ: えーりん！えーりん！
[6608.768] hyperion0123: 時代に逆行していってる
[6609.113] shyuing: レッツゴー陰陽師なっつ
[6609.580] ごや58: ( ﾟ∀ﾟ)o彡°えーりん！えーりん！
[6609.591] atamamiru: えーりん！えーりん！
[6610.512] Nikogel360: …詳細キボンヌ
[6611.345] Dev9ru: 17年くらい前
[6612.253] (S)LooseDash: 千葉！滋賀！佐賀！！！！！
[6613.567] (S)しらまつ: えーりんは最近歌い直してたよ！
[6613.796] むしぱんと申します: 令和やぞ
[6614.436] びりびり0810: えーりん！えーりん！
[6615.732] (S)あはとぽけ: アラフォーの誕生日配信みたくなってきましたね
[6616.362] ささみ橋: その曲最近リマスターされたんすよ
[6617.092] masteriws: えーりん！えーりん！
[6617.327] 蒼い人: エアーマンが倒せない おくせんまんとか
[6617.738] てつやん: きしめん
[6618.218] toto3210119: 開国してくださいよぉ～
[6618.871] acis3983: てーれってー
[6619.020] arugado: えーりん最近mvでてちょっと話題になった
[6622.725] (S)acrofiora: えーりんつべのコメ欄で全然通じてなかったの面白い
[6623.182] プロ自宅警備員: 老人ホームになってもうた
[6623.417] (S)frofrofrognico2: ニコニコが爆発した今、まさかの避難所が…
[6624.421] (S)よぞらかげ: 開国してくださぁい
[6624.474] (S)うちま_: DJラオウ
[6627.006] kaeruseijin1008: おっくせんまんおっくせんまん
[6627.027] (M)(S)ぱぱすぬわ: オンドゥル語も素晴らしいね
[6628.358] bakedonion: 平成どまんなか
[6628.427] (S)港区ザンギエフ: ふふふ セ○クス！
[6628.430] ｾﾀﾒﾝ: ブロントさんの偉大さといったら
[6628.452] oomorisoba: ここはあの女のハウスね
[6628.837] 紫ゆかり: フラッシュ自体がもう・・・
[6632.009] 588461: おびたのわさび
[6632.018] nyarlbini: 減るもんじゃなし～
[6632.916] (S)mori_123: 何話しかけてきてるわけ？
[6633.059] (S)mukubado2: 杉田ペリーもいますっと
[6634.111] acis3983: ヒョギフ大統領の貴重な産卵シーン
[6635.383] びりびり0810: 千葉！滋賀！佐賀！
[6636.729] (S)godog02: フラッシュですごい技術のアニメーション作ってた人たちもいたなぁ
[6637.377] brontttt: flash時代か
[6638.198] veronica_ash: あなたは赤い部屋が好きですか？
[6638.421] むしぱんと申します: ﾓｰｲｰｼﾞｬﾅｲﾃﾞｽｶーﾍﾙﾓﾝｼﾞｬﾅｲｼｰ
[6639.105] (S)田中脊髄剣田中: えーりん最近ミクさんのゲームに収録されてて時代感じた
[6639.440] ささみ橋: DJラオウ懐かしすぎる
[6641.814] (S)happyhk: 古いよもう
[6644.028] humi_akira: 夢の中へ～夢の中へ～行ってみたいと思いませんか～
[6644.471] nimono44: 若い視聴者、おる?
[6646.112] 蒼い人: お前モナー
[6646.264] banana_3200: 1つもわからん
[6646.363] (S)鉄板: ９本でいい
[6647.412] (S)amakusa_akaikitune: もーすかーう
[6647.839] プロ自宅警備員: ジュースを奢ってやろう
[6650.374] (S)よぞらかげ: 飛影はそんなこと言わない
[6650.760] coffee_008: フラッシュまでいくと流石に化石か？
[6650.936] ねじゼリー: 古さがやばいｗ
[6651.373] にんど: 恥知らずなソル使いがいた！
[6651.387] kirei1031: どぐにゃんにはぜひホロライブの古のネットミームクイズ見て欲しいわ
[6651.608] EZ_Eleonore: 若さ若さってなんだ!?
[6651.758] mokuyou2100: インターネット老人会
[6653.999] sgthr7: お前を◯す
[6654.475] brontttt: ブロント語
[6654.510] ごや58: お前ハイスラでボコるわ…
[6655.029] atamamiru: 田代砲
[6656.217] hyperion0123: 恥知らずの○○使い
[6656.973] 蒼い人: 金太の大冒険
[6657.111] Dev9ru: DJラオウ好きだわ
[6658.220] (S)LooseDash: バックステッポ
[6658.272] びりびり0810: きた！メイン盾きた！
[6658.875] (S)しらまつ: ゴノレゴの吉野家コピペとか
[6659.103] matsuyany: はああああー！！！！！！
[6659.367] Keidelic: あなたに髪の毛ありますか～
[6659.530] 東堂タスク: すごいな～憧れちゃうな～
[6659.538] acis3983: 加齢臭がする
[6660.812] ささみ橋: 追撃のグランドヴァイパ
[6661.456] shyuing: インターネット老人会
[6662.120] toto3210119: ｶｶｯとﾊﾞｯｸｽﾃｯﾎﾟ
[6662.223] (S)田中脊髄剣田中: めいんたてきた！これで勝つる
[6665.189] veronica_ash: ブロントさんだよなーやっぱ
[6665.973] OldTypeOji: ２０年前はネットミームなんて言葉なかったしな
[6666.012] (S)ハラショータロー: フタエノキワミアッー！
[6666.078] kaeruseijin1008: あなたさぁ～はネットミームに入りますか？
[6666.249] しぼみ: ダメージはさらに加速した
[6666.813] Nikogel360: m9(^Д^)ﾌﾟｷﾞｬｰwwwwww
[6668.011] (S)vra_oji: ﾄﾞｰﾗｴﾓｰｰｰﾝ
[6671.101] (S)acrofiora: 多分20台半ばくらいならぎりぎりついていける
[6672.236] (S)鉄板: 氷（電気）
[6672.559] (S)港区ザンギエフ: ニコニコが仮死した影響がここにも
[6672.767] (S)onemoch: ｶｶｯとﾊﾞｯｸｽﾃｯﾎﾟ
[6672.891] humi_akira: メイン盾キタ
[6673.976] acis3983: リアルではモンクタイプ
[6674.584] ｾﾀﾒﾝ: FLASH倉庫
[6675.106] ねじゼリー: ハイスラでボコる なっついｗ
[6676.574] callfield9: べひんもす
[6678.274] (S)mukubado2: ダメージはさらに
[6679.069] (S)LooseDash: 俺はソルを使い手なのだが
[6679.721] brontttt: 恥知らずのカイ使いがいた
[6680.223] (S)acrofiora: バックステッポ
[6680.732] (S)よぞらかげ: うちのシマじゃノーカンだから
[6680.851] hyuoshi: ウォーリーを探さないでは許せない
[6681.050] (S)muzai0128: ハイスラでボコるわってマジで意味わからんのよな
[6681.445] nolen9210: ブロントさんのソルって実際どのくらいの実力だったんだろうな
[6681.514] (S)うちま_: クソルの再現ほんとすき
[6682.777] モドキ: ウメハラがぁ！画面端ぃ！
[6683.189] (S)しらまつ: ｶｶｯ
[6684.488] (S)godog02: ギルティ勢なんすよねブロントさん
[6686.352] (S)芋之山: サザエさんラップ
[6687.264] プロ自宅警備員: 闇と光が交わり最強に見える
[6691.580] Dev9ru: メイン盾キタこれで勝つる だっけ？
[6691.950] びりびり0810: 恥知らずのカイ使いなっつい
[6692.718] (S)mori_123: うるさい、気が散る、一瞬の油断が命取り！
[6693.761] somaogami: ハイスラでボコるは懐かしすぎる笑笑
[6694.917] nyarlbini: お前ハイスラでボコるは
[6695.109] veronica_ash: ウメハラがぁ！画面端ぃ！
[6695.553] (S)よぞらかげ: ブロントさんマジで好き
[6695.775] (S)鉄板: ッは全角だといているサル！
[6696.729] ささみ橋: 汚いさすが忍者きたない
[6696.869] (S)vra_oji: フラッシュrea時代
[6697.242] EZ_Eleonore: ウメハラがぁ！捕まえてぇ！
[6697.689] むしぱんと申します: (´・ω・)やぁ、ようこそバーボンハウスへ
[6698.718] (S)gularain: そういうゲームじゃないからこれ こくが元ネタて知ったときびっくりしたw
[6698.818] (S)ニックネーム2303: ハイスラってすごい技だと思ってた
[6700.407] (S)田中脊髄剣田中: ウメハラがぁ！決めたぁぁぁぁあ！！！！
[6702.120] 玉兎86: ジュースをおごってやろう
[6704.611] (S)港区ザンギエフ: ウメハラがァ！
[6705.684] (S)Ippo360: リアルではモンクタイプ
[6706.297] acis3983: 深紅の空燃え立つように
[6707.195] toto3210119: きた！メイン盾きた！
[6707.407] yagi0628aa: 黄金の鉄の塊でできたナイトが革装備のジョブに遅れをとるはずがない
[6707.666] (S)よぞらかげ: どちらかというと大反対
[6709.898] (S)芋之山: ウメハラMAD見る枠ほしい
[6710.443] 養分は非プレイヤー: https://burontosan.com/
[6713.737] 東堂タスク: あのコピペ最後はタイムアップ狙いなの狡くて笑う
[6715.142] kirei1031: ウメハラがーとかでも有名じゃない？ギルティでしょ確か
[6715.964] ごや58: 時すでに時間切れ下段ガードを固めた俺に隙はなかった
[6717.241] (S)muzai0128: うるさい 気が散る
[6717.503] Dev9ru: 俺の怒りが有頂天
[6717.554] (M)(S)まめスパ: https://www.youtube.com/watch?v=8cJg7Nu5g8Q
[6717.744] (S)dtnhr: まさか前HSが中段だったとは・・・
[6717.821] にんど: あれ元スレのログ見たらロイってコテハンの人が書き込んでるんだけどあのロイさんなんだろうか
[6719.014] プロ自宅警備員: 黄金の鉄の塊のナイトが革装備に負けるはずもなし
[6719.297] (S)港区ザンギエフ: どぐらの怒りが有頂天に達した！
[6722.909] ｾﾀﾒﾝ: ｶｶッっとバックステッポ
[6723.281] (M)(S)ぱぱすぬわ: あれまあまあ目も当てられなかったｗ
[6723.285] 588461: 令和キッズおいてけぼりなのですが
[6723.449] (S)mukubado2: インド人を右に！
[6724.742] arugado: sflのコメント欄が置いてけぼりになってたのくそおもろかった
[6725.375] awser21: 多分初めて見た格ゲーらしきものがMUGEN？なんですけど、格ゲー界隈の人は知ってたりするのかな
[6726.518] ヒースシザリン: 今となってはHSの読み方もヘビィスラッシュになったもんなぁ
[6727.102] (S)acrofiora: おじさんすぎる
[6727.239] (S)Ippo360: あったなｗ
[6728.345] (S)happyhk: 経験が生きたな
[6733.276] (S)港区ザンギエフ: うるさい 気が散る
[6733.902] toto3210119: 運営さんいい仕事
[6735.252] びりびり0810: ﾏｼﾞで親のﾀﾞｲﾔの結婚指輪のﾈｯｸﾚｽを指にはめてぶん殴るぞ！
[6738.193] (S)よぞらかげ: ほう、経験が生きたな
[6739.007] kitori_17: 切り抜きタイトルになったw
[6740.603] ｾﾀﾒﾝ: どちかというと大反対
[6740.753] acis3983: そもそもぷげらのファイナルあつしってブロント語録じゃないの
[6744.675] ささみ橋: そりゃそうよ
[6746.629] (M)墾田永年私財砲: 【SFL ReACTION】第3節 Day2 どぐらの怒りが有頂天‼ 恥知らずのコーディー使いへ制裁！  https://youtu.be/8cJg7Nu5g8Q?si=YJQUnsPycQ5GjR4z
[6747.141] (S)LooseDash: 公式がその語録使ってんのビビったわ
[6749.171] Nikogel360: 格ゲー会なら『お前それサバンナでも同じ事言えんの？』
[6753.626] EZ_Eleonore: これで勝つる！
[6754.070] urumax999: 流石忍者汚い
[6755.222] (S)うちま_: ほう、経験が生きたな
[6755.330] (S)よぞらかげ: さすが忍者汚い
[6756.921] (S)godog02: お前ハイスラでボコるわの汎用性は異常
[6756.992] マシューまろ: 時すでに時間切れ すき
[6757.328] ｾﾀﾒﾝ: 一生味する、マジですごいわ
[6760.488] (M)(S)ぱぱすぬわ: ぷげが口開くたびに定期的にコメ欄の時が止まってたんだよな
[6764.287] (S)mukubado2: さすが忍者
[6764.377] kaeruseijin1008: レッツゴージャスティン！
[6765.329] (S)たくれざる: SFL運営の世代がバレる
[6765.588] ida_pon: 一瞬の油断が命取り
[6767.361] 蒼い人: これにてジ・エンドってね
[6768.083] shyuing: 汚いさすが忍者汚い
[6769.987] びりびり0810: 稀によくあるはたまにリアルで使っちゃう
[6770.263] (S)shi_a__: www
[6771.211] (M)(S)こまっている: キングベヒんもス
[6772.878] (S)acrofiora: ｗｗｗｗ
[6773.036] acis3983: カカｯとバックステッポ
[6779.602] ささみ橋: 金髪のザコすきだわ
[6781.301] kaeruseijin1008: よく覚えてるｗ
[6782.408] ねじゼリー: また一覧見たくなるｗ
[6782.902] kitori_17: ぷげガールキョトンとしかしてないもんもうw
[6782.967] (S)港区ザンギエフ: そうそう
[6783.515] coffee_008: ほう、経験が生きたな
[6783.911] (S)鉄板: 下段ガードを固めた俺には隙はなかった
[6784.070] toto3210119: なんか氷出す金髪のザコ
[6784.852] (S)acrofiora: インターネット老人会
[6786.021] humi_akira: 確定的に明らか
[6786.774] ryu_kirino: 語彙が天才すぎるのよ
[6788.474] モドキ: 『誰だよこいつを神って言った奴は出てこいよ！』
[6789.626] プロ自宅警備員: あいつマジで天才だったな
[6790.858] ｾﾀﾒﾝ: 火を見るより確定的に明らか
[6791.461] しぼみ: ブロント語録は噛めば噛むほど味がする
[6791.514] (S)mukubado2: 金髪のザコ
[6793.289] さざなみ_201: ザンギュラのスーパーウリアッ上
[6793.498] acis3983: 黄金の鉄の塊で出来た
[6795.257] 東堂タスク: たまに来る下段ｶﾞｰﾄﾞでは防げない攻撃もキックで撃退、終わる頃にはズタズタにされた金髪の雑魚がいた。
[6797.633] にんど: ハザマのバクステがｶｶｯとね！だったのももう古いな
[6798.055] ゆるっさん: バツ牛ぅん
[6798.074] ｾﾀﾒﾝ: 天才過ぎる
[6799.271] プロ自宅警備員: 稀によく見る
[6803.232] (S)vra_oji: TRFでも北斗の再翻訳で実況とか流行ってましたね
[6803.642] (S)よぞらかげ: どちらかというと大反対
[6803.698] arugado: 天才だ
[6807.577] (S)Ippo360: 忍者汚いもブロント語だもんなー
[6807.895] ヒースシザリン: 天才の語彙力
[6808.923] (S)田中脊髄剣田中: ブロントさんまだ生きてるんかな
[6811.876] もずパパ: わかる
[6812.268] acis3983: 稀によくあるも
[6813.047] カモナベ: wwwww
[6813.675] ねじゼリー: 絶妙なセンスｗ
[6813.709] (S)港区ザンギエフ: ブロント語録すげぇよなぁ
[6813.971] 紫ゆかり: ベヒんモスのネプリーグコラまじで好き
[6815.869] brontttt: ｶｶｯとバックステッポ
[6816.291] プロ自宅警備員: 稀によくある
[6817.829] びりびり0810: 汚いなさすが忍者汚い
[6817.869] 59_tsubushi: 黄金の鉄の塊
[6817.902] awser21: 稀によく見るは汎用性ヤバい
[6818.286] Dev9ru: ブロント語はいいよねえ
[6818.294] humi_akira: 俺は別に強さをアッピルなどしてはいない
[6818.736] abeshi: ブロント語まだ味する
[6821.714] (S)onemoch: 言語センスすごいですよねｗ
[6821.955] toto3210119: 日本語堪能できる
[6823.891] 蒼い人: また見たくなる
[6825.506] (S)うちま_: 光と闇が備わり最強に見える
[6828.473] ねじゼリー: 普通に面白いのがｗ
[6830.244] (S)よぞらかげ: 一生味するガム
[6834.320] yagi0628aa: 光と闇が合わさり最強に見える
[6834.750] モドキ: 結局アレって何？有名なFF11プレイヤー？
[6839.790] acis3983: センスがな
[6840.542] ささみ橋: 俺はこのままタイムアップでもいいんだか？
[6841.346] (S)mukubado2: 俺はこのままタイムアップでもいいのだが？
[6841.443] (S)鉄板: タイポミスが良い味出してる
[6841.622] 玉兎86: パンチングマシーンで100とかふつうにだすし
[6844.313] veronica_ash: アッピルよくつかってたなー
[6844.841] (S)amakusa_akaikitune: リアルではモンクタイプ
[6846.122] shyuing: 一生擦れる
[6847.046] ｾﾀﾒﾝ: 片っ端から全部おもろいのすごいよ
[6847.565] ねじゼリー: まだ味するｗ
[6849.979] びりびり0810: 俺パンチングマシンで100とか普通に出すし
[6850.902] (S)godog02: もはや普及して元ネタわからない状態で浸透してるフレーズちらほらある
[6851.492] EZ_Eleonore: 無くしちゃいけない文化
[6851.874] プロ自宅警備員: 現代でも通用するガチの天才
[6852.153] (S)onemoch: 日本語として間違ってるのに何を言いたいかよく伝わるのがすごい
[6852.521] (S)vra_oji: アカシックレコード アカシックレコード
[6855.597] にんど: 次のSFLでぷげと当たった時擦るか
[6855.805] hyperion0123: グランドヴァイパでトドメ刺すよ
[6855.816] (S)mori_123: 1000年後の人類が真面目に解析すると思うと
[6856.036] coffee_008: 仏の顔を三度までという名セリフを知らないのかよ
[6857.036] (S)mukubado2: 無形文化遺産
[6862.983] 東堂タスク: 特定の人物というよりもはや概念に近い
[6863.140] (S)gularain: 元ネタ知らずにつかってるひと多いと思うw
[6863.514] Dev9ru: すげーなまだまだ味がするのｗｗｗ
[6863.747] 春詩音: 絶対ひなーの笑うやつw
[6864.695] veronica_ash: 今そういうのないもんなー
[6870.427] humi_akira: 仏の顔を三度までという名セリフを知らないのかよ？
[6875.775] もずパパ: シミー教える時にカかっとバックスてっぽ
[6876.955] (M)墾田永年私財砲: ただのネット工作に必死だったプレイヤー 面白すぎて結果有名になった
[6878.466] ｾﾀﾒﾝ: ひなーのは笑うやろなあ
[6881.080] ささみ橋: ネットスラングでブロント語が一番好きまである
[6881.457] ねじゼリー: 知らない世代に逆に新しく刺さりそう
[6881.982] sgthr7: どこまでブロントさんかわかんねぇ
[6881.989] veronica_ash: あるある
[6882.363] acis3983: 黄金の鉄の塊でできたナイトが皮装備に遅れをとるはずがねぇ
[6885.342] (S)onemoch: 母親のネックレスの指輪がなんとかかんとか
[6893.540] (S)田中脊髄剣田中: 今はそこがINMになってるから
[6894.435] ごや58: お前親のダイヤの結婚指輪のネックレスはめて殴るわ
[6897.350] (S)mukubado2: 「いや、今のハメでしょ？」ウチの島じゃノーカンだから
[6897.905] プロ自宅警備員: 金メッキナイトまじで好き
[6899.909] (S)港区ザンギエフ: 俺は不良だからよタバコも吸うし宿題もやらない
[6899.912] urumax999: そんな装備で大丈夫か？
[6900.138] びりびり0810: あの伝説のスレは後世に残さないと
[6900.392] shyuing: 元ネタ知らんはもうしょうがない気もする
[6902.009] 呪縛衆: 破壊力ばつ牛ﾝ
[6903.242] (S)godog02: 皮装備ってのがまたいいなー
[6905.498] genmybrown: 稀によくある ｶｶッｯとバックステッポ
[6907.346] 東堂タスク: BBのジン元ネタにブロントさん含まれてるってマジなんかな
[6908.385] sai0079: 格ゲープロゲーマーで結婚して子供がいる人ってどぐらさんとふーどさんだけでしょうか？
[6909.159] (S)muzai0128: ちなみにハイスラでボコるとかはブロントさんで確定なんやっけ
[6915.046] (S)鉄板: うちのシマではノーカンだから
[6915.624] mokuyou2100: ダークパワー
[6923.937] (S)港区ザンギエフ: ギガトンパンチ
[6924.274] (S)いなかぽてと: いなかぽてと subscribed with Prime. 
[6926.123] (S)dtnhr: まさ
[6927.162] sgthr7: sakoさん
[6927.248] veronica_ash: めっちゃおおい
[6928.609] 蒼い人: かずのこ
[6928.696] 呪縛衆: ハイタニ
[6929.950] (S)田中脊髄剣田中: ハイタニ
[6931.357] Dev9ru: かずのこ
[6932.211] kitori_17: いっぱいおりますよ〜
[6932.994] kaeruseijin1008: な、なるお…
[6933.009] bakedonion: たつや
[6934.180] (S)ニックネーム2303: さこさん
[6935.887] nimono44: えいた
[6935.897] 楚々: nariku
[6940.838] (S)しらまつ: ごーちゃん
[6941.088] veronica_ash: 藤村さんはまだ？
[6943.884] (S)vra_oji: 板さん
[6947.673] (S)kuroji61: ガチくん
[6949.078] bakedonion: なるおが先駆者だったな
[6951.415] しゃかりきおにぎり: こんちゃ 今日のようつべの動画まじで心来ましたありがとうございます
[6951.825] acis3983: かなり多い
[6953.313] (S)田中脊髄剣田中: Dもいた？
[6955.743] (S)鉄板: ごーちゃんとこは子供いないんだっけ
[6955.824] kitori_17: ちょいちょい違う人おるなｗ
[6956.468] 玉兎86: ネモさんも結婚報告あったしなぁ
[6956.585] てつやん: アクアさんも嫁さんおるな
[6959.938] (S)ニックネーム2303: なるおさんはプロ？
[6961.799] hyperion0123: ふーどさんの結婚披露宴の愛妻家大会めっちゃ好き
[6961.961] kangakus: 格ゲーマーはモテる？
[6961.992] (S)港区ザンギエフ: ナリくんって結婚してんだ 知らなんだ
[6962.264] sgthr7: kokuji3Murasakikoku
[6962.574] しぼみ: 結婚前後で強さって変わったりするもんなんですか？
[6964.066] acis3983: な、るおは嫁がね……
[6966.231] ｾﾀﾒﾝ: 並んだメンツを考えるとなんとかなりそうって思えるな
[6968.993] シイラカンス: 逆にいない人を上げたほうが早いか、、？
[6970.614] なつまき: なつまき is gifting 10 Tier 1 Subs to 生駒どぐらデビル's community! They've gifted a total of 40 in the channel! 
[6971.062] なつまき: なつまき gifted a Tier 1 sub to reioli! 
[6971.063] なつまき: なつまき gifted a Tier 1 sub to イヌワシ! 
[6971.064] なつまき: なつまき gifted a Tier 1 sub to tousikh011! 
[6971.068] なつまき: なつまき gifted a Tier 1 sub to master4569! 
[6971.092] なつまき: なつまき gifted a Tier 1 sub to ライ_5396! 
[6971.095] なつまき: なつまき gifted a Tier 1 sub to nyarlbini! 
[6971.102] なつまき: なつまき gifted a Tier 1 sub to StayTau! 
[6971.107] なつまき: なつまき gifted a Tier 1 sub to ぱんたに! 
[6971.117] なつまき: なつまき gifted a Tier 1 sub to sukebosuke! 
[6971.118] なつまき: なつまき gifted a Tier 1 sub to だわさワサワサ! 
[6974.209] ささみ橋: http://burontosan.com/ 有志によるブロント語まとめ
[6976.796] しゃかりきおにぎり: 上手くなるための動画
[6977.416] プロ自宅警備員: まあ格おじの枠で
[6977.729] なつまき: どぐらさんお誕生日おめでとうございます～！
[6977.896] odenn_dao: わぁ
[6980.762] (S)港区ザンギエフ: うおー石油王！
[6981.604] shamoa7: 石油王？
[6984.042] (S)yukikaze083: 石油王
[6984.827] (S)acrofiora: しゅごい
[6985.022] brontttt: 石油王きた
[6985.725] acis3983: 石油王ありがとー
[6987.546] shyuing: うわあ富豪だ
[6989.555] (S)mukubado2: 大富豪じゃんねぇ
[6989.620] 楚々: 石油王～～
[6990.561] (S)nyarlbini: 石油王
[6990.565] (S)LooseDash: ラシードもいます
[6990.684] (S)acrofiora: おいきん
[6990.825] (S)港区ザンギエフ: ありがとう ありがとう
[6990.880] 蒼い人: なるおのNHK動画好き
[6990.905] 春詩音: 石油王！
[6990.979] pen2g: 石油王
[6991.428] (S)田中脊髄剣田中: 石油王キタ！これで勝つる！
[6992.911] miya271: MUGENで見たブロントさんは出来良かったなあ
[6992.979] しぼみ: 石油王まみれだ
[6993.501] ささみ橋: 石油王がいっぱい！！
[6994.007] 紫ゆかり: すごーい
[6994.656] ねじゼリー: わぁ！
[6995.371] kaeruseijin1008: うおおおおありがとーーーー
[7004.475] sai0079: 子供いてもプロゲーマーの収入で結構やっていけるんですね
[7008.346] ranbin5656: SFL延期はベガ仕上げる時間として有難いですか
[7014.555] Nikogel360: 81年組(ウメちゃん・板さん)と80年組(オオヌキ・こくじん)に既婚者が少ないイメージ
[7019.429] (S)港区ザンギエフ: ｶｶｯ
[7019.525] veronica_ash: プロモーションゲーマーの略でプロゲーマーでもいいじゃない？
[7023.819] whitemagicianboy: 既婚者リーガー結構いるよなそう考えると
[7024.310] kanameape: どぐらはアガリ
[7025.796] sgthr7: なんだぁ？
[7028.186] (S)スパイシーアイス: 誕生日おめでとうございます！石油王ってラシードの話ですか？
[7028.855] (M)(S)まめスパ: Cheer100
[7033.234] しゃかりきおにぎり: 実家のような安心感がある、それがどぐ配信
[7034.166] 蒼い人: だいこくも結婚してたな
[7035.344] 春詩音: カレーケーキ食べました？
[7035.853] (S)港区ザンギエフ: まめス！？
[7036.387] arugado: うおおおおおお
[7038.057] ねじゼリー: あら素敵
[7038.372] kaeruseijin1008: 誇らしくないのかよ！？
[7038.823] (S)godog02: えらいっ
[7039.113] ささみ橋: cagdogKami
[7039.385] acis3983: うおおお
[7039.747] odenn_dao: うおおおお
[7039.931] (S)うちま_: うおおおおおお
[7039.953] tonfa123: うおおお！！！
[7040.675] kitori_17: ひゅーひゅー！！
[7041.630] veronica_ash: 夢あるうううううううう
[7041.951] toto3210119: うおおおおお
[7042.109] shyuing: うおおおお
[7042.209] (S)mukubado2: 大黒柱野崎良、甲斐性のかまたり
[7042.378] (S)鉄板: うおおおおお
[7042.723] てつやん: 食っていけるんだな
[7043.817] humi_akira: まめスパビッツ送ってて草
[7044.109] (S)港区ザンギエフ: うおおおおお！
[7044.433] (S)acrofiora: 偉い
[7044.864] EZ_Eleonore: まめス！？
[7045.133] miruujyu: 優しい
[7046.484] (S)たくれざる: cagdogKami
[7047.108] 呪縛衆: それはトップ層の話じゃないのか！？
[7049.228] にんど: もっと金ありそうなふるまいしろ！
[7049.308] おさかな_39: うおおおおおお
[7050.775] (S)mukubado2: うおおおおおおおお！
[7052.247] (S)田中脊髄剣田中: 優しい
[7052.260] (S)美濃屋善兵衛: 上澄み野崎
[7053.129] toto3210119: ネチネチネチネチ…
[7053.339] (S)LooseDash: うおおおおおおおおお
[7056.034] ｾﾀﾒﾝ: 平均的に数百人リスナーいれば一人暮らしならいけるっていうよね
[7056.318] atamamiru: うおおおおお
[7056.922] (S)港区ザンギエフ: いつもな
[7060.238] (S)vra_oji: まめスの貴重などんぐり代を
[7061.532] urumax999: なんか戸愚呂メガネ買った時何か買うの断った言って無かった？
[7061.800] (S)港区ザンギエフ: ネチネチネチネチ
[7063.538] しぼみ: プロ格ゲーマーのリアルな金銭事情いつか知りたい
