[10.996] jSTARszn: tykwonNOWAY
[10904.272] shibaponz: 敵の布陣の見た目がやばすぎて草
[10906.076] (S)ponponguripon: オタオタ
[10906.386] Spike_rod: 死んで成長しない負のスパイラル
[10909.177] (S)ましゅダヨ: 敵メンツえぐすぎてワロてる
[10914.030] vungo_mr: キツすぎ
[10915.013] maddy2623: 旧ロマサガって雑魚強すぎて詰みとかあったけどミンサガは詰みある？
[10915.458] (S)すれいまん: このままでは全滅だな・・・
[10924.595] tama_zx61: もう化物しかおらん
[10928.212] ぜりっぴ: よくこの町は治安を維持できているな
[10932.038] miso_soup_nerd: 町の下水道にこんな強いの住んでたら泣いちゃう
[10932.479] (S)蟹右手: 楽なクエはよ
[10934.947] moriyasu0917: 熱情まだですかね？
[10937.433] matsukaze: ミンサガは宿屋セーブがあるから詰みはない
[10937.823] ゆるっさん: 一応積みはしないかな
[10938.114] 残り8万: 雑魚と戦ってレベル上げするゲームじゃない
[10939.891] すいそう: そのへんの敵が世界滅ぼせるかもしれん
[10950.989] sh1zuku716: ん
[10951.742] (S)ましゅダヨ: ストーリー？とかクエ進めないとまずいのかな？？
[10952.891] ~MISSING_COMMENTER_INFO~: エルマンに細工師オススメです
[10953.637] prisira: 育成も考えてしないと割と詰む
[10960.859] ぜりっぴ: ｗ
[10963.343] あり0221: ミンサガは詰まないと思うけどなぁ。初回もっと下手なプレイしたけど割とコツ掴んだら楽になったし
[10964.721] ゆるっさん: エルマン使い続けるん？
[10966.974] fuan4444: エルマンを早く格闘家にしないと
[10968.441] _かかし_: 結構転職できるじゃないか…
[10975.263] totoro2500: 楽なクエストは基本的に序盤にしかないからもうある程度戦闘してるから序盤終わってる。
[10976.363] ぷーぬ: こんにちはー
[10980.093] nekodorakunn: 魔法と防具揃えたいね
[10980.825] (S)shinobuchan4649: ミンサガBGMいいねえ
[10985.348] sh1zuku716: いうて何も上げてないからね
[10989.932] 残り8万: イベントこなすと金貰えるからそれでどんどん装備整えるゲーム
[10990.030] ぜりっぴ: 情は湧くが、ジュエルとなれば話は別
[10992.379] (S)kimi_3_: kimi_3_ subscribed with Prime. They've subscribed for 8 months! 
[11004.078] bobonchuaaaa: 移動はやっw
[11006.317] ~MISSING_COMMENTER_INFO~: ジャンプとクライミングが必須ですね
[11025.502] ノイきち: ハゲの人明らかに魔法向いて無さそうw
[11029.277] (S)すれいまん: 敵をよけて宝箱を回収していくゲーム
[11031.562] nurupo2: このゲームやりこんだわぁやってくれて嬉しい
[11037.600] isekai7153: リアルかよｗｗｗ
[11039.852] だいこん_: ひもじい
[11040.011] iwaisi: ｗｗｗ
[11042.059] cuomo914: リアルw
[11042.127] vungo_mr: 働けど働けど
[11043.075] (S)ましゅダヨ: せちがらい
[11044.502] totoro2500: 世知辛い
[11045.338] syurionea: 足元みやがってぇ・・・
[11045.423] (S)蟹右手: ロマサガは人生
[11049.341] ゆるっさん: 金欲しいなら良い仕事ありますぜ…
[11049.786] ~MISSING_COMMENTER_INFO~: メルビルは2階もあります
[11050.290] すいそう: 今いくらくらい貯めたいの？
[11050.483] bobonchuaaaa: 貧乏
[11054.777] sh1zuku716: 人生プレイ
[11055.829] sugata128: 贅沢は敵
[11056.544] fuan4444: 日当じゃ高級ホテルは泊まれない
[11058.762] aka2376: 時給１０００円
[11059.615] dai920: ドラクエとは違うんです
[11059.717] ddtsam123: イベント探さないと詰みそうだなw
[11062.112] vungo_mr: ぢっと手をみる
[11063.612] tsukikage_saga: ｗｗｗ
[11064.042] 残り8万: せやろ
[11064.593] (S)maya_g01: ｗｗ
[11064.806] isekai7153: ええんやで
[11065.007] bobonchuaaaa: w
[11066.037] miso_soup_nerd: おもしろいっす
[11066.485] aranami0: さーすがに名作
[11066.706] (S)ましゅダヨ: んふふ
[11068.165] potocki1810: にこにこｗ
[11068.194] (S)meat114kg: ｗｗｗｗ はまってますねえ
[11069.366] すいそう: ご飯用意すべ
[11069.973] あり0221: サガはやりこんだ人多いよね。自分も大体一周して満足するタイプだけどミンサガマジでやりこんだ
[11070.184] yking0122: 時間泥棒だぞｗ
[11071.225] tama_zx61: 脳溶ける
[11071.701] syurionea: いやロマサガは無限にやれる
[11073.110] prisira: もう３時だからな
[11073.312] bobonchuaaaa: cptありがとう。
[11075.882] sh1zuku716: 倍速プレイならすぐクリアできそうだけど
[11076.329] nurupo2: やり込み甲斐がある神ゲーです
[11079.857] kahaku91: 金貯めて武器買うのかな？
[11080.384] (S)ましゅダヨ: やりはじめるとね
[11081.483] _かかし_: やっぱ、ボランティアで狩してるだけだとそんなもんすか
[11084.863] totoro2500: 初見だと30時間ぐらいは遊べる
[11085.013] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[11087.720] sh1zuku716: てか周回プレイ前提よね
[11090.653] taroumaruh: ちょミンサガやってるじゃーんｗ
[11091.835] naosu7: 真サルーイン倒してくれー
[11097.017] bobonchuaaaa: 台風で学校休みになった気分に近そう。
[11098.218] chienowaman: サガ新作も楽しみ
[11098.368] tsubame0614: さすが傑作リメイクと呼ばれるだけある
[11099.871] syurionea: なによりイトケンサウンドがいつまでも気いてられる
[11108.531] ゆるっさん: 周回前提ではないと思うけどシレンみたいにプレイヤーが上手くなるゲーム
[11109.899] nurupo2: 周回プレイのご褒美がちゃんとあるからやっちまうんだよなぁ・・・
[11113.441] (S)すれいまん: 真はさすがにゲーム知識が必要だからなぁ
[11113.577] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[11119.660] すいそう: 他の選手も別ゲーしてるしCPT延期してもすぐ切り替えれるの良い事だね
[11131.969] shinra0721: リマスターで欠点改善した神ゲーだからなぁ
[11134.829] syurionea: ちょっとした休みみたいなもんだ
[11140.566] ddtsam123: このゲーム、オープニングムービー流すと版権に引っかかる奴だっけ
[11145.262] 前立ー腺マスタ: 狂人剣が小学生でも取れるくらいカンタンになったんだよねっ
[11147.415] nurupo2: 金金金恥ずかしくないのか！？（保志ボイス）
[11152.829] taroumaruh: しかも今回のリマスターでイベントも追加ときた
[11158.367] あり0221: 20代叔母の実況とか好きだったなぁ。プレイも根気あって好きだった
[11159.264] ゆるっさん: 騎士として
[11162.571] ~MISSING_COMMENTER_INFO~: はやくイベントにたどりついてほしいなあ、でも自力でイベントみつけるのって結構しんどいんだよなあこのゲーム
[11164.289] Ceciltaisa: サガ運営マジで頑張ってるからねー
[11170.671] cuomo914: ミニオン戦見たすぎる
[11181.075] moriyasu0917: 九州旅行したくなる
[11182.274] syurionea: ねんがんの ミンサガ実況が みれるぞ！
[11187.793] ゆるっさん: パブに行く癖つくだけでも結構イベント見つかりそう
[11189.597] ~MISSING_COMMENTER_INFO~: 結局イベントをこなさないとお金もジュエルもたまらない
[11196.307] ddtsam123: アールさんは既知だったから思い出しながらプレイしてたなあ
[11197.520] shinra0721: 今のスクエニはサガチームしか信用してない
[11204.253] totoro2500: ねもとさんはサガ好きよな
[11206.350] moriyasu0917: てかなんでミンサガ？嬉しいけど
[11206.452] 前立ー腺マスタ: はやくやるよ編がみてえよ
[11207.834] すいそう: やった事ないけど、周回要素あるなら年末年始もだらだら遊べたりするんかこのゲームなｗ
[11208.172] あり0221: 初期イベがここにあるから気づいて欲しいね
[11211.221] おーとん: イベント見つけるの大変だよなぁこのゲーム
[11212.010] ~MISSING_COMMENTER_INFO~: おかえりー
[11221.948] yuhi_N: おかえりなさい
[11225.245] nurupo2: グレイでトリケラトプスで全越！！
[11228.782] syurionea: おかえりー
[11241.857] あり0221: 序盤はコツ掴むまでダルいって思うかも知れないけどマジで神ゲーっす。未だに一番好き
[11245.372] 梓樹: ﾜｶﾞﾅﾊｶｰﾙ･ｱｳｸﾞｽﾄ･ﾅｲﾄﾊﾙﾄ､ｲｸｿﾞｰ!のやつ？
[11247.904] totoro2500: 回復覚えれば
[11250.546] (S)ましゅダヨ: おかえり
[11254.040] 動画勢: かえれ！
[11256.294] つきよ2223: ロマサガやってるー
[11256.901] syurionea: うまいこと閃いてくれると強くなって楽しいんだけどね
[11258.154] taroumaruh: メルビルは帝国
[11264.561] つきよ2223: 心配だー
[11265.167] yking0122: あ、奇病はじまた
[11271.479] (S)すれいまん: ミンサガ今Switch版セールしちょるよ
[11281.888] ddtsam123: 設定が細かい
[11282.243] totoro2500: 座学
[11285.673] ~MISSING_COMMENTER_INFO~: そこの本、面倒ですが全部読むのがおすすめです
[11293.778] kahaku91: 昔のスクエアのゲーム帝国出がち
[11294.233] cuomo914: 奇病はまず無理
[11300.957] shinra0721: 町中も店とかにファストトラベルできるようになったのも神
[11305.631] 残り8万: 戦ってるだけで勝手にストーリー進んでいくから何もイベントしないでもラスボスと戦える
[11307.139] thescrb: これアド禁ですか？
[11312.010] あり0221: 奇病は60%くらいやっけ？
[11317.532] sh1zuku716: はっや
[11322.523] 将門ゴルゴロ: はっやｗ
[11323.841] (S)蟹右手: なんかのフラグってことか
[11325.441] ~MISSING_COMMENTER_INFO~: 読むのがフラグになるイベントもあるので
[11326.968] つきよ2223: 速読のウメハラ
[11327.167] taroumaruh: 読んだ判定があったっけか
[11331.352] sh1zuku716: フラグ探し
[11337.577] fuan4444: 読んでねぇ フラグたててるだけ
[11338.821] chamomile21: 速読
[11343.908] isekai7153: はええ
[11345.043] syurionea: もっかいミンサガリマスターでだしてくれないかなぁ
[11353.071] _かかし_: 速読っすか
[11357.436] nurupo2: マリーザの既視感はシフだった
[11360.032] すいそう: ﾍﾟﾗﾍﾟﾗ
[11361.085] moriyasu0917: 佐賀シリーズリメイクないかなー
[11363.529] shibaponz: そら差し返しもうまいわ
[11381.471] ddtsam123: ゲッコ族と壁ってさっき…
[11381.768] cuomo914: もっかいリマスターで出す意味なんなの？w
[11390.739] 梓樹: ハイパーサイメシアダイゴ
[11402.271] 残り8万: もう40％ぐらいすすんだかな
[11406.647] (S)蟹右手: ディスティニーストーンの場所ですと
[11408.912] shinra0721: サガフロ２がリマスターくるみたいだから楽しみ。戦闘のテンポ改善するだろうし
[11409.743] lain_the_3rd: 希望するならリメイクでしょ
[11420.702] fuan4444: ソシャゲに市場食われてる内はフルリメイクなんて早々出ないわな
[11425.067] 動画勢: いらん
[11426.662] syurionea: いらん。
[11426.828] 前立ー腺マスタ: はやくサガフロ２をリメイクしろ
[11426.869] あり0221: 聞かないんかいw
[11427.548] すいそう: 仲間から外したい人
[11428.236] potocki1810: いらん
[11429.679] moriyasu0917: さがふろ2リマスターまじですか？
[11434.421] nurupo2: ロマサガ２のこういうリメイクくれよーよだれたらしてやるのにー
[11441.334] (S)rt3191: リメイクでダッシュができるようになった＝神
[11442.978] ~MISSING_COMMENTER_INFO~: PUBの張り紙などは調べるのおすすめです
[11446.780] natoooji: なんか張り紙貼ってなかった？
[11448.464] 動画勢: エメサガも街のグラフィック見る限り予算ないよね
[11449.769] zyangara2: サガはソシャゲで稼いで定期的に還元してくれてるよね
[11450.743] シャンウー: コニチハ！ アールさんがウメさんのミンサガのツイートしてたw
[11454.053] あり0221: サガファンは冨樫ファンと同じ心境でいる
[11455.471] cuomo914: サガフロ2は戦闘面白くなったらまじで神ゲーになる
[11455.824] totoro2500: 水の神殿
[11463.605] shinra0721: 小林女史がポロリしちゃってたサガフロ２リマスター
[11467.613] totoro2500: 癒しの水
[11474.017] ~MISSING_COMMENTER_INFO~: ホークには癒しの水の適正あります
[11479.871] あり0221: 癒しの水最強っす
[11483.411] totoro2500: 水のスキルレベルがないと
[11489.387] (S)蟹右手: ちょっと前にそのニュース見たな ＞ポロリ
[11499.705] totoro2500: いまのは、ばーばらが買った
[11505.683] totoro2500: 他のキャラもかえるよ
[11510.618] (S)すれいまん: ジュリちゃんのポロリ！？
[11515.923] ~MISSING_COMMENTER_INFO~: 一人ひとり買うイメージです
[11516.736] シャンウー: Beast♪
[11516.937] 残り8万: スキルレベルが高いほど消費が減る
[11518.143] あり0221: 慣れると最初に魔法買うまである
[11532.995] ddtsam123: 2階にある地下水道とは
[11537.071] ~MISSING_COMMENTER_INFO~: お
[11537.668] nurupo2: こｋは・・
[11538.960] (S)meat114kg: ｐ
[11540.083] (S)meat114kg: お
[11540.236] syurionea: そうそう、全員が使えるわけじゃないんだよな
[11548.047] une3333: 頭にドーナツ乗ってますよ
[11549.202] lutz001: 顔でかい
[11549.251] (S)すれいまん: 奇病
[11549.458] ゆるっさん: 奇病きたか
[11550.324] totoro2500: いまストーリー進行度が40％ってことやな
[11550.381] ~MISSING_COMMENTER_INFO~: イベントフラグきちゃ
[11552.997] cuomo914: このイベむずいんよなwメインぽいんだけど
[11563.895] moriyasu0917: あー
[11567.147] (S)すれいまん: これは初見ではまず無理
[11581.461] buretan555: 高いｗ
[11583.721] ゆるっさん: 進行度普通でやってるんだっけ
[11586.741] syurionea: こんな高かったかｗｗｗ
[11587.959] ~MISSING_COMMENTER_INFO~: このイベントが、この作品の代表といっても過言ではない
[11588.788] あり0221: 初回だったら半分くらいシナリオやれたら御の字か
[11589.355] thescrb: 音楽よい
[11593.405] (S)すれいまん: 普通で始めてたね
[11597.654] ddtsam123: パブの張り紙だけは見て
[11599.216] とっきーマウス: 金！金！金！
[11601.806] 残り8万: 情報がいろんなところに散らばってるけど親切に教えてくれるわけではない
[11621.745] ~MISSING_COMMENTER_INFO~: あ
[11623.562] totoro2500: スキルレベルがないと使えんよ
[11628.859] isekai7153: ｗｗ
[11630.050] miso_soup_nerd: 倹約生活
[11630.151] buretan555: 記念日用かな
[11632.135] rm_rf__: 一個だけだよ！
[11632.764] zyangara2: 誕生日に一個ね
[11633.384] _かかし_: ホークには…？ｗ
[11639.230] shibaponz: おこづかい生活ハラ
[11640.755] ~MISSING_COMMENTER_INFO~: 適性のあるキャラじゃないと意味ないです、ホークに買わないと無駄遣いになります
[11642.937] donekofg: お金が貴重ゲーム
[11643.180] あり0221: 装備買うより全然いい
[11647.259] tsubomaru: ホークは適正あるよね
[11647.584] fuan4444: 金に意味あるのは良いゲーム
[11653.168] totoro2500: エルマンに水のスキル覚えさせんと使えんよ
[11663.012] (S)すれいまん: お金は大事なことを教えてくれるゲーム
[11665.985] ddtsam123: エロ神殿
[11669.154] taroumaruh: バーバラは自由な分けっこう大変よなぁ
[11672.872] _かかし_: でも、言うて貧乏だしね大事にしないと…
[11674.470] mikaze0001: 何事も適正って大事だな
[11690.354] (S)ymd1222: エルマンいらなくないですか？
[11690.468] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[11692.947] ねじまきがえる: ねじまきがえる subscribed with Prime. They've subscribed for 53 months, currently on a 1 month streak! 今、配信観始めて、CPTじゃなくて混乱したけど、延期になったんですね。
[11701.854] (S)すれいまん: ザンギエフは波動拳撃てないってコト
[11712.064] totoro2500: バーバラとグレイは難しいからな
[11733.423] シャンウー: ウメさんのこういう配信、年末年始にダラダラずっと見たくなる
[11736.553] taroumaruh: みんなCPT延期で学校休校した感覚に陥ってる
[11752.923] totoro2500: 悪者退治か
[11757.130] kahaku91: 悪とは
[11766.860] (S)ponponguripon: あらあら
[11769.552] 残り8万: イベントやらないと貰えねえ
[11771.237] あり0221: 雑魚敵で稼ぐって概念ないから余計ありがたみがある
[11771.322] akira_s_: 金策はサガシリーズはきつい
[11775.012] tsubame0614: あらあら
[11776.750] Ceciltaisa: あらハラ
[11783.770] (S)蟹右手: ベセスダゲーなら
[11785.619] taroumaruh: メンツいいなｗ
[11786.258] totoro2500: 扉はフラグないとあかない
[11794.175] ddtsam123: 鍵開けは宝箱だけっすね…
[11804.916] (S)すれいまん: まぁちょっとわかりにくい
[11819.109] ~MISSING_COMMENTER_INFO~: ウメハラさんのいう通りでお金が貴重なゲームなので、道具屋でも武器屋でもいいので、強化素材系を売るのおすすめします。現状では使わないと思うので
[11827.250] katsuo73: ガラハド、折笠さんみたいだね
[11842.735] moko15: ちょっと似てる
[11892.738] tyapa95: 騒ぐのはいいんだよ
[11910.816] syurionea: アイイイイイ
[11911.379] katsuo73: 体術つかってるのいいね〜
[11916.010] 動画勢: 全部逃げれば無敵
[11921.512] あり0221: そのドキドキが初回は楽しいんよ
[11934.439] ddtsam123: つんよ
[11950.457] zyangara2: サガはそれが怖いよねｗ調子に乗ってると敵がどんどん強くなってく
[11950.792] シンヤ__: ロマサガは戦闘（勝利）回数で敵が強くなりますので、ある程度は逃げるのもおすすめです。
[11953.356] syurionea: 連携きもちいい
[11957.483] (S)meat114kg: そういやモンスター道場ってミンサガにはあったっけ？
[11963.327] 残り8万: 武器が初期装備なのがきつい
[11973.600] あり0221: あるよ！有名なのは四天王のタイラント道場
[11975.185] ~MISSING_COMMENTER_INFO~: 弓は編制で後ろに下げないと、弱いです
[11977.089] taroumaruh: 閃き道場ならいくつかあるが
[11990.641] ~MISSING_COMMENTER_INFO~: そうですねどうせ宿で回復できるのでどんどん技使いましょう
[11991.910] シャンウー: 勝利数で敵が強くなるってまさしくランクマ…
[12000.848] cuomo914: イベクリアするとまぁまぁ良い武器手に入ったりした気がする
[12016.504] ~MISSING_COMMENTER_INFO~: 技を覚えるには通常攻撃がいいです、技を振ってると覚えにくいです
[12021.904] 残り8万: スキルレベル上げたら閃き確率上がる
[12033.912] zyangara2: 純愛
[12040.740] ~MISSING_COMMENTER_INFO~: 愛は回復効果アップですね
[12044.586] katsuo73: システム説明はあり？
[12045.847] あり0221: だから装備は基本買わなくて良い
[12047.520] シンヤ__: 近接ジョブは前列、弓魔法は後列だと強くなります！ウメハラさんがミンサガ遊ばれてるのファン的には嬉しいですー
[12053.772] totoro2500: ジュエル使ってスキルレベルあげると技ひらめきやすい
[12054.044] azu_maru: 💡
[12065.366] kahaku91: 脳筋
[12072.604] ddtsam123: BEASTの愛
[12077.353] (S)すれいまん: 愛やよ
[12090.546] zyangara2: リアルなら無限のお金があるのに…
[12091.507] 残り8万: イベントやらないとジュエル貰えるないのよ
[12097.621] miso_soup_nerd: 骨砕きおつよい
[12099.010] artri4: サスケしかないんです
[12099.507] fuan4444: もう負のスパイラル突入しとるんやろな
[12100.047] machakyuro: わたしにはなにもないから
[12100.374] niboshidaiashi: ガラハドおる！
[12101.163] totoro2500: クエスト探して世界中まわらんとな
[12102.319] (S)蟹右手: 初見を堪能しているところです
[12102.786] mg_mahiru: おー
[12103.754] あり0221: ミンサガファン多いのも嬉しいねぇ。発売当初はキャラデザで散々不評だったけど
[12111.115] moonKazu: 力こそ全てパーティ
[12111.774] (S)すれいまん: イベントクリアした回数でもらえるジュエルが増える
[12112.689] cuomo914: 骨砕き強いね
[12122.461] hikky722: これこれー
[12124.967] totoro2500: クエストクリアせんとは
[12130.022] パプワ後藤: まぁじでぇこれ
[12131.299] _かかし_: めちゃくちゃジュエルポイント足りたように見えたけど
[12148.527] totoro2500: ドラクエじゃないんでね
[12148.687] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[12153.237] あり0221: フラグ立てたいね…
[12156.407] shinra0721: キャラで不安になったけど遊んでみたら神ゲーだったってなったか当時
[12158.204] (S)すれいまん: 体当たりで扉壊せって言ってんの！
[12162.507] (S)ymd1222: ジュエルは戦闘よりクエストクリアして入手するのが基本です
[12169.841] ジャンクばっち: ウメちゃんやってるの見てミンサガ買っちまったよ
[12175.639] 残り8万: ドラクエみたいにやるとマジで詰む
[12176.875] ~MISSING_COMMENTER_INFO~: この手探りでゲームしてるかんじ本当にいい
[12183.152] sh1zuku716: イベント何個クリアしたっけ？
[12201.358] zyangara2: サガは親切すぎないで適度にプレイヤーを突き放してくるのが良いよね
[12201.899] (S)ばいざうぇい: ばいざうぇい subscribed with Prime. 
[12224.200] あり0221: ミンサガは後悔しない。中盤に入る頃にはこんなおもろいんかって思うの保証します
[12225.010] totoro2500: みた限りだとフロンティアでのイベント１つクリアしたぐらいかな
[12227.413] sh1zuku716: レベル上げげないと無理？
[12236.950] ~MISSING_COMMENTER_INFO~: バーバラに関して初期イベントがないので、適度にというよりは全力で突き放してますね（笑
[12237.992] maddy2623: やっぱ下水道はアレンジ前のが好きだな
[12240.854] シンヤ__: 今のPTですとガラハドが前列、ジャミルは弓メインにするなら後列が強いですね。お金がないのはめっちゃわかります…ｗ
[12264.998] Spike_rod: ガラハド剣使ってない？
[12267.042] fuan4444: 右に隊列補正表示されとるやん
[12271.036] シンヤ__: 杖はお好みですがガラハドは強いので前でも大丈夫です！
[12272.465] (S)ponponguripon: あらあら
[12280.347] balthazar000: 戸締りばっちり
[12280.390] isekai7153: 鍵さあ
[12282.863] totoro2500: 杖は主に知力とか魔法に補正つけるのがメインの役割だから
[12283.684] zyangara2: 詰んじゃったね
[12287.849] (S)meat114kg: 防犯意識しっかりするのやめなー？
[12289.118] ~MISSING_COMMENTER_INFO~: 杖は前衛ですが魔術は後衛です、杖には知力アップなどの効果があって、基本的には装備品扱いです
[12290.288] 残り8万: 攻撃効果の星1つにつき10％UPだったかな
[12293.810] sh1zuku716: 鍵レベル上げよ？
[12293.934] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[12295.658] totoro2500: フラグないとな。鍵というより
[12306.626] cuomo914: あらあら
[12309.952] balthazar000: ウメさんに鍵渡したら無くしちゃうじゃんねぇ
[12314.386] _かかし_: 鍵かけしっかりしてる！
[12321.912] (S)すれいまん: この場所下水道から敵溢れてくるだろ
[12322.300] sh1zuku716: あらあら
[12324.109] あり0221: ウメちゃんドラクエの時町の人全員に話しかけないタイプだっけ？
[12335.374] shibaponz: 俺だよ？
[12338.049] (S)すれいまん: 剣で鍵ぐらい切れ
[12349.612] 残り8万: 下水道なんで施錠はしっかりしてる
[12374.571] sh1zuku716: 傷薬とかないんだっけ
[12379.405] totoro2500: ストーリーの進行度40越えてるからそれなりに敵は強い。序盤終わってるからね
[12403.474] ~MISSING_COMMENTER_INFO~: ホークに癒しの水があれば、回復もできて安定しそう
[12408.585] あり0221: もう40超えてる？あ、じゃあ…
[12416.848] (S)mt7f: 子供助けたイベントしかやってないな
[12426.740] sh1zuku716: いうてイベントクリアしたっけ？ｗ
[12433.577] ice816: このまま一生下水道で終わりそう
[12436.735] 残り8万: なんだかんだエルマンがレギュラーに
[12437.142] (S)すれいまん: まぁ2週目からが本番
[12442.514] (S)meat114kg: 子供は助けた！
[12443.286] sh1zuku716: 一生レベル上げしてるね
[12455.305] jacofrost: 戦闘回数で進行度上がっちゃうからねえ
[12457.921] kahaku91: 気付き
[12468.087] yking0122: イベントこなさないと金もジュエルもたまんないね
[12473.087] sh1zuku716: もしかして戦闘だけでラスダン行？ｗ
[12474.926] ゆるっさん: ジュエル使うか
[12480.528] zyangara2: それもまた選択だね
[12482.405] あり0221: まあ初回はドラクエみたいに結果的に雑魚敵と延々と戦うプレイなっちゃうよね
[12488.794] 残り8万: こっちのステータス上げても敵のステータス上がってるから楽にはならないよ
[12505.124] kiton_taichi: 自分の初見ロマサガ2を見てるよう
[12510.612] (S)すれいまん: サガ慣れしてても何も見ず初見攻略はキツイ
[12517.808] yking0122: 最初はずっと戦闘しちゃうよねｗ
[12526.793] zyangara2: 初見ならではのガムシャラな攻略もまた楽しい
[12530.634] あり0221: 絶対避けれないイベントもあるから最低限のシナリオは絶対やらないとラスダンまでいけない
[12537.050] shinra0721: 敵も連携してくんの怖い
[12538.893] kahaku91: 体験することが大事なのです
[12539.357] 残り8万: 一周目はだいたい中盤までこんな感じになる
[12542.785] sh1zuku716: 敵つえーや
[12550.206] kahaku91: おわたｗ
[12551.732] ariszkakf: 敵がどんどん強くなっていくぅ
[12552.064] (S)すれいまん: ｺﾉﾏﾏﾃﾞﾊｾﾞﾝﾒﾂﾀﾞﾅ・・・
[12560.963] sh1zuku716: イベクリアすべ・・
[12565.911] yking0122: ﾎｲ!
[12567.665] (S)rt3191: これはきつい組み合わせ・・・
[12568.785] sh1zuku716: イベやろうず
[12569.358] シャンウー: あきらかにリュウより強い
[12576.120] naginagi99: 敵がどんどん強くなってやり直す。あるある
[12584.575] nuka_cola_jp: すーぐ殿下湧く
[12587.533] namekojiru123: 1回もﾍｰﾗﾗﾛｫｰしないでクリアしちゃう
[12590.527] totoro2500: 初代ロマサガは勝てないから逃げるとそれでも敵が強くなったから優しくなったよね
[12617.962] 残り8万: あと半分でラスボスです
[12620.864] buretan555: 画面が忙しいｗ
[12622.576] ariszkakf: 逃げても強くなるのはマージで小学生泣くぞw
[12650.053] yking0122: お、プロテクターいい防具よ
[12650.913] (S)すれいまん: 体力上弦999なのに1000ダメ出す雑魚がいるゲームだったからな
[12671.386] ariszkakf: 何故か触手が強いサガ
[12676.316] えるく_: 初代ロマサガはセーブデータよく消えてた。途中でやめちゃった
[12711.295] sh1zuku716: 気づき
[12713.074] buretan555: スーファミは電池だからね
[12716.442] ariszkakf: 今どれぐらいイベントこなしてんだろ？
[12722.419] おひとつ: エルマンいいよな
[12731.863] 残り8万: イベントほとんどやってません
[12740.777] sh1zuku716: イベ子供は助けたよ
[12742.227] totoro2500: 連携すると閃かないから通常攻撃使わんと閃かんよな
[12749.393] isekai7153: 豪遊するかー
[12751.589] シンヤ__: 魔法も使うとどんどんステータスがあがります～！！
[12756.379] すいそう: お～お買い物だ～
[12757.494] ariszkakf: もしかして、ひたすら戦闘してる感じか？w
[12758.086] sh1zuku716: 飼おうぜ
[12763.821] えるく_: お買い物王
[12768.765] (S)すれいまん: 助けた子どもに格ゲー教えるか？
[12775.166] sh1zuku716: やっとだ買えるぞ・・
[12784.837] totoro2500: 場所によって買えるもの。覚えれるスキルが異なる
[12786.692] 残り8万: クリスタルシティが都会
[12790.318] すいそう: 移動のムービーわくわくするな
[12791.996] (S)蟹右手: 地下労働場で焼き鳥とビール買うくらいの豪遊を
[12794.353] えるく_: 大きな街
[12796.237] (S)すれいまん: 親の顔より見た街並み
[12797.231] ddtsam123: クリスタルシティ
[12797.280] あり0221: ３割くらいのイベントは内部進行度によって発生しなくなる。まあ７割は絶対こなせるから。
[12801.334] (S)ponponguripon: 800円
[12803.183] miso_soup_nerd: ｗｗｗ
[12803.828] isekai7153: ｗ
[12804.749] すいそう: ｗｗｗｗ
[12805.999] buretan555: ｗｗｗ
[12812.816] shinra0721: マップで情報みれなかったっけ？
[12817.338] シンヤ__: もしかしたら、お持ちの強化素材なんかを売ってお金にできるかもしれません
[12817.680] すいそう: これ貯めるまでの苦労がねｗ
[12817.681] sh1zuku716: え
[12818.939] totoro2500: それはスキルじゃない
[12823.473] totoro2500: それはスタイル
[12827.064] katsuo73: 最初目玉飛び出るぐらいたかいよなぁ
[12832.119] one596: 所詮世の中金なんじゃい
[12835.493] yking0122: さっきそこそこ使える体防具とってたよ
[12839.046] mochimaru36: 各職業で持ってるスキルが違います
[12839.642] おひとつ: なにもかもたけぇw
[12841.006] totoro2500: スキルはジュエル使うやつ
[12841.441] ddtsam123: また新しい単語が
[12841.940] (S)すれいまん: 金！金！金！
[12843.166] tsubomaru: スタイルはいらない
[12845.774] 残り8万: それは体術のモード変えるだけ
[12846.950] kahaku91: ヒテンミツルギスタイル
[12849.118] (S)mt7f: 体術をいじるとこ
[12853.472] tsubomaru: それは買っちゃだめ
[12856.833] fuan4444: アサルトエルマンにしよ
[12859.634] isekai7153: あぶねえ
[12865.391] (S)すれいまん: 罠もあります
[12877.219] sh1zuku716: ほしいものっだらけだ
[12878.014] veronica_ash: バーバラは拳、ってずっと思ってた
[12879.905] ~MISSING_COMMENTER_INFO~: 体術もマルチスタイルが閃きやすいので、エルマン体術でいくならマルチに変更したほうが良いです
[12882.487] (M)gameinntwitch: ミンサガやってるのか。これはFF14と同じで画面内にコピーライトあった方が良いって感じですかね？
[12891.097] isekai7153: ぬののふく卒業か
[12893.083] 残り8万: スキルだいたいはフード被った怪しい男のところ
