[15.229] 熊ビッグベアー: 1gett-!
[16544.870] muteking510: かずのこvチューバになるんか？
[16551.379] kanten10: ガチになったヌキさんも見たい
[16551.950] (S)mojira_2222: パニカン大足で位置入れ替えられるのかなりでかいよね これはリュウ側の明確な強みだと思う
[16556.517] omedetroit: たしかに一年目だけ優勝して去っていくのがかじゅっぽい
[16577.566] porcupinepine: あのウル4の煮詰まった最後の優勝者がかずのこなんだけどね
[16578.799] hitmehitme: ｗｗｗ
[16581.116] market_fujisaki: ヌキさんはもうおじリーグ確約だからちょっとはやると思う、ガチるかは知らん
[16586.190] neon_d99: 5でパンクに、サムスピでインフィルにわからされてからトップ勢ではあるけど一番になれそうかんは薄れたよなかずのこ
[16595.286] あり0221: 話題的にあれやけど、才能の塊のパンクが1番格ゲーで尊敬してるのかずのこやろ
[16596.977] jony_avion: ウルⅣのラストでユン使って優勝してるんだよなぁ
[16598.724] tw_numa: エンディングウォーカーがモダンで無双する可能性ない
[16606.792] maddy2623: まじかよ
[16612.231] neon_d99: ヤール
[16612.705] 空気にふれて即死: ヌキさんが同じ扱いというより６をやってEVO参加するって言ってたからね
[16612.835] market_fujisaki: おおー
[16612.876] porcupinepine: 神イチ
[16617.076] emaplusplus: アナウンスかっこいいねぇｗ
[16620.419] harumak1_: SFLドラフトもだけど、CPTも情報ないからスケジュール気になる
[16625.979] omedetroit: いい勝負
[16630.354] (S)kazukitaiga: 永遠にヌキさんの話題で盛り上がる
[16630.393] (S)King_Fuudo: パンクはマサ信者なんだが？
[16632.536] 新福菜館マン: 弾お前…あかんのか…
[16635.806] (S)mtbmttb: mtbmttb subscribed with Prime. 
[16641.573] akindo08: 始めたてはコンボのルート構築が一番むずそう
[16641.701] 記入漏れ: 期待するのは結構だけど、ここで期待を寄せないでくれ
[16644.337] TUBE_MAN: ヌキさんEVO壇上で見たいぞ
[16646.798] ロミヲ: ヌキさんはモダンは最終的に「ない」って予想してたなあ
[16648.722] suzan_star: シーズンとかいいから大会一発勝負に戻してくれ…
[16648.895] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます → https://bit.ly/2YE2nLB
[16649.752] porcupinepine: シン鳥かご
[16662.127] (S)ishiwata1234: 幽白の魔界編、スト6に来るか
[16666.790] maddy2623: オオヌキはスト６でEVO出るとは言ってない！
[16670.554] emaplusplus: 声ｗ
[16677.211] market_fujisaki: ワールドウォーリアーはあるだろうけど、オフはどうなるんだろうね
[16691.455] jony_avion: ヌキさんはそもそもスパⅡＸでＥＶＯ何回も行ってるからな
[16696.554] 空気にふれて即死: 昨日おじリーグで言ってたよ
[16698.412] japonism: あの距離はルークのSA1も届かないねえ
[16705.960] あり0221: パンクは実はウメやマサでもなく多タイトルですぐにトップになるかずのこが理想って言ってたで。
[16709.407] akindo08: インパラーの使い勝手いいな
[16723.192] hojihojidx: 真空の弾抜き性能上げてもいいと思うけどな
[16725.508] harumak1_: さすがにCCチケットはEVOで１枠確定だろうし地域毎のオフ＋オンなのかなー
[16730.666] neon_d99: 拮抗してきたか
[16736.567] ロミヲ: ヌキさんプロ引退してるけどさっそく６の案件来てたよねｗ
[16742.963] zyangara2: ゲージ管理すごいなーちゃんとドット残してCA
[16751.580] towai8: EVOってエンジョイ勢でも参加できるお祭りでもあるから…
[16751.591] nemu_less: GOちゃんの溜めナックルの精度すげえな
[16753.879] naginagi99: だれまえかごーちゃん
[16766.566] jony_avion: ヌキさんは数字持ってるからな。斎藤佑樹みたいなもん
[16772.614] slmeret: ｗｗｗｗｗ
[16775.479] (S)daichan1200: ひどいｗ
[16775.750] harumak1_: 旅費はエンジョイ勢には辛いぞ。
[16775.974] (S)mtbmttb: wwww
[16776.288] market_fujisaki: パワハラｗ
[16776.299] ギアふっしー: Ｇｏ１ルークのSA3のときボタン押してるけど、火力変わるの？
[16776.866] porcupinepine: ウメ"ハラ"
[16776.913] japonism: つーよい
[16777.140] maddy2623: あるのか
[16777.436] ddsato316: きっちぃｗ
[16777.445] naginagi99: 端鬼きついｗ
[16778.096] あり0221: 鳥かごw
[16778.160] yuzubox: きっちいｗ
[16778.334] (S)ishiwata1234: 唐突なインパクトにインパクト返しするのかっけえ
[16778.659] emaplusplus: 腕折れちゃう；；
[16778.971] (S)マンゴスチン: すげｗ
[16779.525] SpicyStinkyTOFU: wwwww
[16779.895] (S)jin0073: まーた柔道
[16780.558] なべしー1989: ウメプレやべえｗ
[16781.949] blue_rouge777: 鳥籠
[16782.252] neon_d99: 柔道やべーw
[16782.269] mugi_yu: 柔道
[16783.081] chicken_dumpling: throw loops
[16783.840] chipstar9: www
[16784.265] hojihojidx: ウメハラがーーーー
[16784.522] garo735: 端が地獄
[16786.736] icyblue1985: 地獄の端攻め
[16787.323] Slayerslice: DAAAAAIIIIGOOOOOOO !¡!!
[16795.310] porcupinepine: 鳥かご得意おじさん
[16797.158] (S)mtbmttb: あれはきっついww
[16802.070] tw_numa: このゲームは柔道だってな
[16802.526] ロミヲ: ｳﾒﾊﾗｶﾞｧ・・・・
[16802.646] あり0221: ウメハラがぁっ画面端ぃぃ
[16805.375] 欠損: 何回かに1回はバクステ入れとこう
[16807.017] akindo08: 溜めナックルはやると結構面白い部分だよ。光ったの見て押せばいいから、音ゲーみたいなもん
[16810.563] neon_d99: うまい
[16811.685] v401: ヌキは最強のエンジョイ勢って感じがいいよな。
[16832.382] hikky722: あんﾊﾞｯｶﾝ
[16834.560] blue_rouge777: 6バクステ弱くない？
[16844.853] neon_d99: 草
[16845.554] harumak1_: よわかったはず
[16849.969] あり0221: ヌキさんあのスピード感のまま5でウォーロードとか攻略してたのさすがやったわ
[16851.386] aki_tr21: ガッツポーズ
[16856.178] だいこん_: 昇天の拳
[16857.019] kaworuko19: わかるー
[16858.516] tw_numa: ここでタカシに真昇龍が光…
[16871.913] 欠損: 画面端やったら投げすかりに小パンからコンボ入れれるから＜＜バクステ
[16872.515] akindo08: 昇竜出そうとしてSAが漏れる
[16915.271] (S)kazukitaiga: SA2ボタンにしてほしいわ 昇竜化けるのかなりある
[16941.040] (S)gaasuu: gaasuu subscribed with Prime. 
[16970.726] zyangara2: SAを２ボタンにしてほしいの分かる
[16972.469] harumak1_: んっｗ
[16979.277] emaplusplus: 端おもすれーｗ
[16987.541] slmeret: 今回のリュウやっぱかっこいいな
[17001.038] tw_numa: 真昇竜どうして
[17008.256] (S)mojira_2222: バクステ弱そうに見えて、通常技が軒並みマイナスフレームだから結構強いんじゃないかと踏んでる 端はクッソ弱いだろうけど
[17010.979] (S)ganiganimede: へるー
[17014.123] ぬるぼっと: 端から端へ
[17014.326] v401: バーンアウトで防御してるリュウなんかカワイイ
[17016.398] blue_rouge777: 熱い
[17018.666] ootsukemono: いやー面白い
[17036.673] (S)nitamago33: CAがまじで減るのいい
[17041.031] akindo08: バクステ地上くらいだから投げ以外に無力じゃないっけ
[17051.435] emaplusplus: 端ぃ！
[17056.767] mugi_yu: Dゲージ管理うま
[17061.179] neon_d99: まじでバーンアウトしたら地獄だな
[17069.701] ロミヲ: あまりにもウメリュウ
[17070.962] hojihojidx: 端の畳みかける気持ち良さ、あります
[17077.831] あり0221: アシスト連打でCAまで簡単に繋がるの初心者は楽しいだろうね
[17078.195] ppooppy: ほんと回転はえーゲームだわ
[17087.863] zyangara2: いやほんとゲージ管理うまい。まだ発売前なのに煮詰まりすぎやん
[17088.390] akindo08: 6やってるとラッシュ中毒になる
[17098.642] だいこん_: もぉーん
[17101.333] (S)daichan1200: うめちゃんが上出てないの珍しいね
[17121.367] maddy2623: 早くほかのキャラ見てぇよ・・
[17134.292] neon_d99: なんか5と感覚違う上にひとぼだからとか言ってたよな昇竜出ないの
[17134.739] emaplusplus: たえたー
[17138.797] ppooppy: オープンβはよ
[17140.269] (S)sistersguitarreplica: ワイはキーボード使ってたからか6昇龍全くでなくて終わった
[17141.104] maddy2623: 岸田ハラスメント
[17151.685] bbbonten: あまりにも息苦しい画面端
[17161.042] v401: そんな君にモダンモードや
[17164.705] 欠損: 投げに行かんかったら圧出て来ないから固めって
[17167.971] めっとくん: 地上に意識割きまくってるからっていうのもあるだろうし、6に慣れてきたら無意識昇竜でてきそうやけども
[17176.920] (S)kazukitaiga: レバレス勢は昇竜出しにくそうにしてるな
[17178.521] (S)れんぞね: 5より早く出さないとあかんってのは他の人も言ってるね
[17190.447] ootsukemono: なんか昇竜出にくいらしいね
[17190.903] hojihojidx: 相手のゲージ削るプランと同時にコンボルート考えなきゃいけないのが頭パンクする
[17194.341] (S)King_Fuudo: レバレス波動が難しいらしいね
[17210.784] foo_twitch: 離し入力がデフォルトでオフになってるからその辺も関係してるかも
[17214.550] めっとくん: コマンドキャラ使うならパッドが一番いい
[17216.662] neon_d99: 6って斜め抜けると波動でないやつ？
[17220.742] (S)mm2351: リュウの立ちガードの絵すこ
[17229.049] jony_avion: そもそもモダンでええやろ
[17238.031] (S)kazukitaiga: 対空昇竜に離しは関係なくね
[17243.135] blue_rouge777: パッドいいよな
[17249.554] aranami0: あれ？えいたは帰った？
[17249.975] mugi_yu: 割るって単語は格ゲー用語に入ったのね
[17267.950] 真理に至った: 5より昇龍簡単に感じる 昇龍の判定がちゃん前にもデカイから
[17270.632] v401: Zero3でも割るやったんやないかな
[17271.285] omedetroit: えいたは帰った
[17277.067] maddy2623: 垂直でるぅ
[17281.525] aranami0: あざすあざす
[17285.804] mugi_yu: なるほど
[17291.606] towai8: スパダイあるけど、その程度だとモダン乗り換えになるかも
[17319.734] yoruko114: モダンもムズいじゃんね
[17346.188] akindo08: 昇竜は5と違って発生が5～になってるっぽいね
[17359.264] あり0221: 純粋にモダンはモダンの楽しさあるから、妥協してる感覚とかはなかったな
[17372.549] user_5960: きえええい
[17373.414] neon_d99: うまい
[17374.059] maddy2623: ここか OD波動していい場面
[17375.937] tora6666: スタン時、強化して飛びからOD波掌撃、強P、ラッシュコンボ、よかったら試してみてください。
[17380.399] 真理に至った: もともと使ってたキャラによるんじゃない？スト5にも簡単なキャラはいた  6でモダンにしても恥ずかしい事ではない
[17381.789] tama_zx61: つんよ
[17385.421] vslash00: go1もヒトボ？
[17397.987] emaplusplus: 深夜まで飲んでたはずなのに
[17398.807] みえけん: ればー
[17400.744] omedetroit: ウメリュウの成長スピードすんごい
[17402.770] めっとくん: ヒトボは3f昇竜あるけど、右手で上ボタン押さないといけないから慣れてないときついね
[17407.294] (S)yut7xot8: GO1さん強い！！
[17416.698] user_5960: ウメルークは見れないのか…
[17420.489] (S)mm2351: 対戦後に上見てなにか考える仕草が将棋っぽい
[17460.666] ootsukemono: イジメかな？
[17461.944] potocki1810: たこなぐられ
[17473.737] omedetroit: 正直go1にはかなりやられると思ってたけどこの仕上がりは凄い
[17474.568] emaplusplus: 投げないねぇ
[17475.002] Dakaa: which one is Daigo?
[17479.478] jony_avion: ＳＡないとＢＯ中のハラスに何もできんけぇ
[17481.633] zyangara2: こういう固めにはモダンが明確に有利なのよね
[17481.658] tktkappaking: それちょっと削って相手バーンアウト治るだけで見た目だけ強い
[17488.204] sakata0031: ごーちゃん棒なのは棒おじさんのわいうれしい
[17488.244] blue_rouge777: daigo ryu
[17490.684] maddy2623: まわしとるで～
[17492.349] Dakaa: thankyou
[17493.053] ロミヲ: Daigo is Ryu
[17495.395] emaplusplus: 2P Ryu
[17496.602] neon_d99: おー
[17500.428] vslash00: ウメちゃん、バーンアウトを端で凌いでる瞬間とか嫌いじゃなさそう
[17503.749] (S)yui_tang0307: BOした時、亀になるとゲージ回復相当早いですねぇ
[17515.289] あり0221: シュートにも初日処られてたけど次の時には逆転してたし宿題力パない
[17518.431] めっとくん: ウメハラとGO1ってあんまり関わりないイメージだけど、結構対戦するんやね
[17532.365] hojihojidx: 弾ジャスパリは3rdでEX弾赤ブロされたような意外性がある
[17532.469] (S)kazukitaiga: 5もめっちゃやってたよ
[17539.759] だいこん_: ごーちゃんもウメちゃんもバーンアウト中下がらず前に出てるから回復早い
[17543.054] (S)gameinntwitch: パリィダッシュ立ち中足Ｋで突っ込むの意外と強そう
[17546.774] (S)mojira_2222: リュウでスタンさせたあとはゲージさえあれば電刃錬気したあと直接Lv2SAからパリィラッシュで拾うコンボしたほうが減る
[17550.673] balthazar000: ただひたすら黙々と
[17572.017] emaplusplus: ジャストパリィかっこいいねぇ
[17574.873] maddy2623: 2021年頃とかSFLでsakoメナト対策でよくラウンジしてたよ
[17576.059] froz3__: PogChamp
[17576.331] moricocoa: ビーマニばりに光るやん
[17585.184] あり0221: バーンアウト作戦考えたのは一ミリも触る前から考えて攻略してたふーどの功績
[17586.970] (S)kazukitaiga: お互い成長している
[17588.174] 豆の木ジャック: 弾をジャストパリィしたら硬直ないからすごいな
[17592.151] akiaki0612: goちゃんウメちゃんより一回り小柄なんやね
[17601.070] balthazar000: メナト対策あったなぁ
[17601.441] hyunkim76: Wow
[17604.098] ロミヲ: スト６で背水並みの伝説を作ってほしいな・・・
[17611.977] akindo08: Dゲージがあればリーサル狙えるからSAゲージ使ってもよさそうに見えて、プレッシャー減るから使い切らない方が勝てるのかな
[17613.531] omedetroit: 一時はsflビースト入り直前まであったしgo1
[17614.494] zyangara2: ギタフリ全一の岸田にとってはこの程度のジャストなぞ
[17617.359] moricocoa: GO1が後ろにいるだけでは
[17617.505] maddy2623: 欲張りインパクト
[17618.112] (S)poto2panapa: BO時のガンガードのリスクが低そうに感じるんやけど、良いバランスなんかな？
[17625.843] 斉川: これ3戦ごとに休憩タイムあるからいいけど製品版出たらノンストップじゃん
[17631.267] emaplusplus: もう今からゼンくんのパリィが待ちきれんよ
[17633.096] 真理に至った: 戦略は流行りだから 正解とかなくて変動していくよ
[17645.883] パパゲーノ: GO1 177㎝あるぞ
[17656.773] akiaki0612: 後ろに引いてるのか
[17666.545] blue_rouge777: 遠近法
[17675.541] foo_twitch: 小顔に見せたいんだろう
[17675.687] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[17679.993] berurusuko: うめちゃんの体型の話してる？
[17684.170] hojihojidx: ベータ版まじで連戦止まらなかったからね
[17686.415] haenoou61: BO削りとフレーム状況もわるくなるからガンガードだと端行っちゃうと思う
[17691.635] shoop_click: BO時はガード後の不利フレーム増えててしんどい あと今作の投げは見ての通り強いからね
[17697.984] akindo08: いったい
[17700.866] だいこん_: えらい
[17705.338] hyunkim76: Nice
[17705.594] haenoou61: 激痛
[17723.683] kaworuko19: 再戦はやすぎ～
[17729.296] haenoou61: この運び力
[17732.579] blue_rouge777: この人たちは上手いから分かりづらいけど、普通はバーンアウトは超辛いよ
[17736.434] ultrastier: who is daigo playing against? 
[17736.440] だいこん_: テンポよくて見てて気持ちいいな
[17736.444] breeeezebear: 発売楽しみすぎる
[17737.450] juno0220: ジャストぉ！！！
[17741.198] あり0221: 前に出ると回復速いって時点で基本戦略は変わらないと思う。ラッシュとか単純有利やから使わないともったいないし
[17741.787] Papapadad: ウメちゃん普通にGO1といい勝負するようになってる
[17743.309] yoruko114: 今の良い昇竜だな
[17744.892] haenoou61: たてんか～
[17745.959] akindo08: 中段
[17746.649] balthazar000: 閉店システムの導入が待たれる
[17750.456] ootsukemono: すげえええええ
[17752.476] tama_zx61: 拳で
[17759.985] shoop_click: ちなBO時ルークに立中p屈小p繰り返されてると無敵無い限り一生割れません
[17773.178] emaplusplus: パリィ相手にも通常技とまぜると弾むちゃくちゃ機能するんね
[17783.023] dopweb: He is GO1
[17785.300] (S)jin0073: 閉店時間ないと、いつまでも頂上決戦しそう
[17791.797] ultrastier: ooooh! nice! thx @dopweb
[17792.185] zyangara2: 基本的にルークの方が強いから最初は負けて、少しずつ人対策で勝ってくのかなって
[17804.080] だいこん_: 今のパリィこえーw
[17829.210] 豆の木ジャック: ルークがカクカクしてるのこえーｗ
[17829.760] maddy2623: ｗｗｗｗ
[17829.955] berurusuko: 弱たまおせえ
[17830.838] akindo08: 詰み
[17832.461] tama_zx61: w
[17832.538] balthazar000: リアルな音
[17834.010] akiaki0612: 波動弱いって言われてるけどウメちゃんは撃つねぇ
[17834.996] potocki1810: うひょー
[17835.018] icyblue1985: 削りか
[17835.369] (S)gameinntwitch: 特にトラブル無さそうだしやること終わったので帰ります。どもども
[17835.636] neon_d99: やーる
[17836.202] (S)yut7xot8: おもしろい〜
[17841.020] balthazar000: おつ
[17846.572] hojihojidx: リバサSAしかないか
[17847.951] berurusuko: 波動拳弱いとかあるんか
[17849.095] zyangara2: メンおじいつもありがとう
[17849.898] tabibitox: メンおじおつかれさま～
[17850.757] akiaki0612: お疲れ様でした
[17851.628] akindo08: メンおじおつかれさま
[17851.642] tora6666: メンおじおつです。
[17852.438] emaplusplus: めんおじありがとー
[17853.598] (S)jin0073: お疲れ様でした
[17854.305] sarah_0519: お疲れ様です
[17854.984] (S)sistersguitarreplica: めんおじぃおつかれー
[17855.255] みえけん: ウメちゃん大好き削り
[17855.951] だいこん_: メンおじお疲れ様です 
[17856.075] haenoou61: SA3だとやばいぐらいけずれるんよね 投げ1回と同じぐらい削れてた
[17857.801] (S)yui_tang0307: メンおじお疲れ様でしたー！
[17864.495] (S)akichaa2: メンおじお疲れ様です
[17864.894] naginagi99: メンおじおつです。いつもコメ欄に書き残して去っていくのがかっこいい
[17866.510] (S)mojira_2222: メンおじありがとー
[17868.722] haenoou61: お疲れ様です
[17870.664] (S)moko15: メンテンスおじさんお疲れ
[17872.948] icyblue1985: メンおじいつもありがと～
[17874.585] potocki1810: おつですーいつもありがとうございます
[17879.619] hojihojidx: めんおじまだスタンバってたのかｗありがとー
[17881.706] あり0221: CA中に回復ってのがドライブゲージ運用のミソになってる
[17883.198] dohyaaaa: ３戦制限あるからまだ落ち着けるけど、製品版だったら一生終わらんな
[17886.474] neon_d99: おー盛り返してきたなごーちゃん
[17904.736] emaplusplus: 腰と首けっこうキテる感じ？
[17906.428] kaworuko19: ジョンも
[17907.056] balthazar000: トラボ三太郎、、、
[17910.999] asfeghjj: メンおじの神無給奉仕
[17913.384] chin_56_: 息抜に牛突っ込んでくるやつやらん
[17917.324] tktkappaking: ジョン三太郎失格
[17919.933] one596: 三トラボ...
[17920.941] レム__: みんなルークだね
[17923.941] gongogon: 記憶にない男達
[17924.254] prisira: ルークが強いって評価だよね
[17925.880] zyangara2: 若手組はシェアハウスで精神と時の部屋してる
[17928.351] 豆の木ジャック: 実際ルークの方が強そう
[17938.080] 157655: リュウは他に大谷くらいしかいないか？
[17938.875] balthazar000: 若手いいねぇ
[17939.390] (S)sistersguitarreplica: トラボは初日きただけなのに…w
[17941.035] 欠損: 中距離ガードさせやすいのリュウやと思ってる
[17942.970] market_fujisaki: ルークのBGMやっぱダサい・・・
[17946.258] potocki1810: 殺意かな？
[17952.654] akindo08: ルークは技が全部恵まれてる
[17953.197] emaplusplus: IBUSIGINリーグ出てほしいなぁ
[17953.729] kaomoji3: 端攻めえぐいw
[17957.264] berurusuko: 端で一生を終えた
[17960.858] moviepassion: 殺意の中足
[17962.913] zyangara2: リーチの差も運びも圧倒的にルーク
[17966.411] ロミヲ: ﾀﾞｲｺﾞｳﾒﾊﾗｶﾞｧ・・・
[17974.346] dohyaaaa: ルークのほうが簡単に強さわかるから使っちゃう
[17981.583] nekodogneko: SAの性能が段違い
[17982.220] (S)sistersguitarreplica: そういえば、今作殺意系はでないんかな
[17983.153] あり0221: ワールドモードもルーク主人公やし弱くはしないだろうね
[17984.484] naginagi99: ｗｗｗ
[17997.908] towai8: 体験版でキャラ差気にするの不毛そう
[18003.101] vslash00: リュウもそうだけど、キャラBGMは2曲目追加あると思うな。ルークも2曲目はかっこよくしそう。
[18006.625] kaomoji3: やるー
[18007.442] berurusuko: さすがの火力
[18010.422] neon_d99: やるなぁ
[18012.679] みえけん: へるう
[18013.022] naginagi99: やーる
[18016.696] tabibitox: CAかっこよ
[18016.807] hojihojidx: ネリチャギは空食らい確認が課題か？
[18016.866] blue_rouge777: たかが体験版という考えはもう古い
[18018.782] akindo08: 製品版では逃げエアフラッシュナックルが削除くらいかね
[18025.731] ぬるぼっと: うーんかっこいいい
[18035.961] haenoou61: １回で画面端やばいな
[18036.678] sndkzfm1: 今回はケンが大変だよな、なんか財団から追放されたんやろ？
[18040.551] だいこん_: CA倒し切りの時は無言なのかっこいい
[18046.968] naginagi99: 開発に体験版出したあとのこの状況が想定内だったのか聞きたいわｗ
[18047.100] pengetop: この回転率になれたら他のゲーム出来なそう
[18053.554] (S)latenight000: どっちが強いか「俺わかってる」って言いたくない？俺は言いたい
[18066.597] vslash00: いやあ、製品版では16キャラの試合観れるとか、当たり前だけどワクワクするなあ
[18069.359] moviepassion: ケンは指名手配犯で嵌められた
[18069.872] 豆の木ジャック: どのキャラでも端は地獄っぽいなぁ今作
[18078.649] (S)sistersguitarreplica: ケンどしたん?
[18100.034] berurusuko: 詳細は製品版で
[18100.395] (S)King_Fuudo: ケンの前日譚は漫画になってる
[18101.903] akindo08: へっる
[18104.686] ~MISSING_COMMENTER_INFO~: キャラ評価間違ってても「1か月でわかるわけない」で逃げられるからノーダメージ
[18105.478] emaplusplus: ﾋｭｰｯ
[18111.850] ootsukemono: このスピード感よ
[18112.627] tama_zx61: 再戦早すぎ
[18112.895] sndkzfm1: ケンの漫画の更新楽しみや
[18115.624] ロードホッグ退院: 起き上がり中段つえだ
[18117.149] あり0221: 5はガン待ち下がり戦法が初心者帯にもはびこってるからこれでええ
[18118.941] 真理に至った: やっぱインパクトはシに技と言われながらもたまには撃つよね
[18123.488] zyangara2: 端の地獄っぷりがシリーズ随一
[18133.989] CIRAX16: Question
[18137.422] gohan_udon: ケンこそ真の格闘家だったのに・・・！
[18137.822] v401: 会社継いでイキってたらハメられた
[18144.351] CIRAX16: Are they playing in fightstick or hitbox?
[18145.755] dcdryuya404: 黙々とやっとるな
[18157.266] (S)mobageiskusoge: go1 stick, daigo hitbox
[18163.364] haenoou61: ゴーちゃんうますぎる
[18165.029] (S)latenight000: リュウ「ケン、ようこそこちら側へ」
[18176.069] chicken_dumpling: @CIRAX16 you see the big HITBOX banner sponsor for daigo?
[18176.130] Moscardell1: drive rush overhead its pepega
[18178.612] akindo08: インパクトは反応してるのが凄いだけで大半の人は返せないと思う
[18180.288] 豆の木ジャック: TCみたらインパクトが正解なのかな？
[18181.870] rojyoooha: GO1うま GO1ってベータ勢？
[18182.978] ぬるぼっと: Go1さんスティックなんか
[18189.280] sonic_sol: nah @Moscardell1 stand lk it
[18195.300] sonic_sol: before the overhead hits you
[18207.654] anz121823: anz121823 subscribed with Prime. They've subscribed for 37 months! ara
[18208.068] CIRAX16: @chicken_dumpling nop
[18209.414] sonic_sol: and if they drive impact react with your own drive impact since the light has no recovery
[18210.051] 欠損: リーサルあったな今
[18230.972] sndkzfm1: 端の駆け引き
[18243.256] haenoou61: ゴーちゃんでもみてからはきついならマジで一般人にはむりそうやな
[18248.808] gohan_udon: しかし反応が大変なゲームだ
[18253.786] kitagawakun: GO1はサンズをわずか１２回目に突破して「まだあとひとりくらいおると思ったわ」と言い放つ男よ
[18277.145] ~MISSING_COMMENTER_INFO~: ijenzOMG
[18282.071] (S)daichan1200: 盛り返してきたな
[18286.862] inaduki: GOちゃん強い
[18289.429] dohyaaaa: ミスったけどそれ普通に強いんよｗ
[18290.685] sndkzfm1: つえーな
[18291.012] Moscardell1: @sonic_sol ok so you think it's reactable i hope you are right
[18298.325] shindahuri: shindahuri subscribed with Prime. 
[18299.569] potocki1810: つおい
[18302.419] (S)憂う者の弟子: あの ももちと！？
[18305.369] mikgames2d: お！
[18306.230] (S)メタルぱんだ: ！？
[18306.543] 真理に至った: ゴイチでも無理なのにこれがモダンならと考えると、やはりモダンつよい
[18308.650] neon_d99: お互い強くなってる
[18309.421] (S)daichan1200: 飲むんかい
[18310.484] akindo08: 武者修行
[18310.875] 豆の木ジャック: 普通に硬めのキャンセルインパクト意識にないから強い気がするなぁ
[18311.722] prisira: 戦闘民族
[18314.749] vslash00: go1のピアノ押しの音、凄い気持ちいい。誰よりも綺麗
[18315.114] balthazar000: beast会議か？
[18325.372] (S)junjamaica: よぉ、ごーちゃん
[18325.631] だいこん_: umeMika
[18328.617] sndkzfm1: ビースト飲み
[18329.599] (S)ganiganimede: 強いやつに会いに行く
[18349.509] balthazar000: w
[18352.579] hojihojidx: 会社帰りじゃなくて家から飲みにいくって不思議な感覚だ
[18353.744] nikkou18: 俺より弱いやつが会いに来い
[18354.904] dcdryuya404: ももち襲撃？
[18356.610] nekodogneko: パリィでめちゃくちゃゲージ回収した
[18356.852] 平本: 強いやつと飲みに行く
[18371.881] kaomoji3: パリィガンガン使うね
[18374.995] (S)isuta2: ごーちゃん明日もいるのかな
[18382.410] dohyaaaa: 追い込まれたら適当にパリィ置いてジャスト出来たら端脱出ありだな、投げで死ぬけど
[18400.942] prisira: 投げが弱くないからパリィ置きはちょい怖いね
[18402.815] Ayaeve223: 珍しくももちが誘ってた
[18407.633] hikky722: ふーさんはトパンガワールドがあるから６触れないのか
[18422.595] プリズムパワー: リュウって大ゴス以外有料フレーム取れる技全く無い?
[18423.454] balthazar000: そうかワールド選ばれてましたね
[18425.563] (S)ganiganimede: ももちさん配信してくれるかな
[18426.439] maddy2623: 元気にLoLやってるけどね
[18430.843] (S)daichan1200: スカイの配信あるんかな
[18434.669] ~MISSING_COMMENTER_INFO~: x0piriGg
[18448.808] (S)憂う者の弟子: しゅーちゅーが地味に強い
[18461.785] blue_rouge777: 別ゲーは出来ても、6は感覚混ざるんかな
[18473.189] reinschwert: リュウの大パン波動ってインパクトで割れる?
[18474.715] (S)mojira_2222: OD波動掌は有利とれたはず
[18486.731] maddy2623: うぉぉ
[18491.146] gohan_udon: リュウは火力はある感じなのかな
[18496.462] tabibitox: 1本だし
[18497.907] prisira: ワールド組は５やらないとだから大変だな
[18499.690] potocki1810: これ渋くてかっこいい
[18501.215] ootsukemono: リュウ強い…強くない?
[18502.618] 真理に至った: 立ち中kモダンではできない利点だ
[18513.213] Ayaeve223: パニカンSA1はマジで減るね
[18514.536] sakubunshow: ルークはできないのかな？中KパニカンSA1
[18518.920] hojihojidx: 雷光はノーマル弾貫くけどＯＤ弾には負けるというね
[18533.792] (S)junjamaica: ごーちゃん、いっぽひいてるな
[18536.862] v401: Zero3やる人もおるしな
[18539.496] Ayaeve223: ジュリも引くくらい減ってた
[18543.407] (S)junjamaica: もっとまえおいで
[18543.660] (S)mojira_2222: 立ち大K対空真空も減るしかっこいい
[18555.330] 豆の木ジャック: 確ったか
[18574.306] tama_zx61: それかっけぇ
[18592.315] shoop_click: ゲージ使ってる弾に雷光勝ったらみんな文句言うよ
[18592.505] gohan_udon: ルーク、タックルで端に寄せるコンボつえーなぁ
[18599.378] (S)isuta2: 歩きパリィかっこよ
[18604.264] 欠損: 立ち中足に刺し返ししたいとこやな
[18618.451] haenoou61: あいいいいい
[18619.532] zyangara2: にゃん師も出場者も６体験版が出るなんて思ってなかっただろうからねぇ
[18621.084] maddy2623: えらすんぎ
[18623.526] tabibitox: 今のSA２より入れ替えの方が期待値高かった？
[18626.808] berurusuko: あれキャンセルできるんか
[18627.253] だいこん_: 出んがや
[18629.998] jony_avion: 立ち中足ってすごい日本語やな
[18636.778] prisira: ＣＡだけはキャンセルできる
[18649.058] haenoou61: ぶっぱのりすくすごいな
[18649.923] neon_d99: やりすぎw
[18651.089] (S)憂う者の弟子: Digoooooo
[18660.123] (S)daichan1200: あの上出るのすげえな
[18694.954] 真理に至った: 6ジャンプ攻撃ガードさせた後の有利少なくない？
[18696.586] moricocoa: 大足の当て方参考になるわ
[18696.731] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[18713.669] だいこん_: リュウの新BGMオシャレですき
[18731.956] prisira: 中ｋ真空つえぇ
