[3.336] nito1116: radaoMoeru
[14484.491] (S)m_sakuta: おおおあおおお
[14484.577] (S)kamiyu0306: radaoG
[14484.578] kosei000: おおおおおおお
[14484.630] (S)mrgrtpsr: radaoG
[14484.707] waterdragon131: おおおおおおれ
[14484.823] (S)あーしゃん: radaoG
[14484.833] (S)imnameak: radaoG
[14484.889] ~MISSING_COMMENTER_INFO~: うおおおおおお
[14486.098] (S)バナナ民: おおおお
[14486.241] ao1o7: GG
[14486.369] mirumiru_h: radaoG
[14486.477] (S)ログリア: radaoG
[14486.700] なん69: radaoG
[14486.971] rindou_03: radaoG
[14486.977] みかぬです: おおおおお
[14486.990] kujirai___: うおおおおおおお
[14487.147] (S)ウツル: おめでとーーー！！
[14487.288] なるか3: radaoG
[14487.290] gaiantufan: 名前違うw
[14487.326] Ichigo_Strawberry15: 桜ふらべにーのねw
[14487.542] peng1130: radaoG
[14487.644] (S)壱代目: radaoG
[14487.649] ruu_ha: GG
[14487.750] 愛の林檎: スターファイナルはどこなのよ
[14487.750] quick0822: おおおおおお！
[14487.803] ほのぼの: おおおおおお
[14487.928] えりさ_: ちゃうんよwww
[14487.935] nakihai556: radaoG
[14488.182] soyokaze1212R: radaoG
[14488.314] radio_39: おおお
[14488.487] (S)dinosaursan: radaoG
[14488.541] koyaren: GG
[14488.548] (S)romiwooo: おおおおお！！！！
[14488.561] (S)りんねんら: radaoG
[14488.766] (S)kurodedu1212: おおおお
[14488.946] tanuki_pan: radaoG
[14489.223] sjindoa: radaoG
[14489.465] (S)m_sakuta: radaoG
[14489.471] (S)さつまいもおいしい: radaoG
[14489.479] rekrex_09: radaoG
[14489.582] (S)なつきﾁｬﾝ: radaoG
[14489.962] waterdragon131: 違うんだよなぁ
[14490.192] ギンナン: radaoG
[14490.242] kojimanominato: スターファイナルつえー
[14490.260] まここま: 名前違うのよwww
[14490.499] mochi_00v: radaoG
[14490.559] tyontyon: radaoG
[14490.618] ドらコアら: スターファイナル！
[14490.648] (S)romiwooo: radaoG
[14490.751] obake_cyan: ﾋﾅｰﾉｰ！
[14490.751] (S)バナナ民: radaoG
[14490.767] (S)kuugay0905: おおおおおおお
[14491.005] 愛の林檎: GG
[14491.231] (S)にわすずめ: スターファイナルだれ？
[14491.464] (S)みとこんどりあ_: radaoG
[14491.840] vanilla_621: GG
[14491.986] (S)purin_31: radaoG
[14492.665] (S)はむくんだお: radaoG
[14492.710] (S)kuugay0905: radaoG
[14492.868] (S)ななしふじ: radaoG
[14492.904] (S)Ruria00: ちゃうってばw
[14493.313] ta_tago: うおおおおお
[14493.560] (S)96猫3: スターファイナルべにー
[14493.599] もにゅぷぷ: 変えるなwwwww
[14493.787] kainn_1114: radaoG
[14494.338] renatus266: おおおおおお
[14494.525] eggkake: 名前変えとるてw
[14494.605] (S)odenday_o_: べにちゃーん！！
[14494.711] (S)kuuki1214: radaoG
[14494.829] natsu_ren: そんな名前じゃない笑
[14494.942] (S)まななのだ: スターファイナルはだれなんよ
[14495.041] 眼鏡3: www
[14495.150] charlotte0ra: wwwwwwwww
[14495.161] rei_0610: GG
[14495.230] (S)しああき: radaoG
[14496.010] kosei000: ひなーの最強なの
[14496.279] (S)冷ユレ: radaoG
[14496.314] (S)96猫3: radaoG
[14496.498] oshousantotanbo: どこやねんw
[14497.097] (S)きのここ: wwwwwww
[14497.140] (S)nekomrnn930: スターファイナルだっけw
[14497.188] (S)にわすずめ: おしゃん
[14497.399] mazirou: さすがスターファイナル
[14497.841] Ichigo_Strawberry15: wwwwwwwwwwww
[14497.855] そおお: GG
[14498.068] つぶみかん: wwww
[14498.111] (S)G4Lam: radaoG
[14498.278] quick0822: GG
[14498.330] えりさ_: radaoG
[14498.498] panno_mimi: radaoG
[14498.602] tadaboshi: radaoG
[14498.652] haru_chan92: うおおおおおおお
[14498.692] あまちゃン: Gg
[14499.548] オレオおおおおおお: wwwwwwwwwwww
[14499.672] (S)ベニマル: wwwwwwwww
[14500.018] riiiree: スターファイナルだれｗｗｗｗ
[14500.206] kinugoshi_douhu: wwwww
[14501.409] otumaro: GG
[14501.464] (S)kamiyu0306: wwwww
[14501.638] ayunosioyaki0223: なに忘れとるw
[14501.657] いのりさん: 全然ちゃうやんw
[14502.064] 年中頭痛: なの
[14502.114] (S)sora_mameee: 名前勝手に変えてるww
[14502.321] tanuki_pan: 全然ちゃうww
[14502.361] hima_norita: wwwwwwwww
[14502.689] めるめ: 同じこと言うとる
[14502.803] (S)にわすずめ: べに
[14503.032] ao1o7: www
[14503.059] (S)さつまいもおいしい: www
[14503.185] toubun__: おおおお
[14503.220] (S)96猫3: うおおおおおおおお
[14503.671] yona_0724: wwwwww
[14503.960] (S)dinosaursan: 全然違う
[14503.962] (S)nekomrnn930: 全然ちがうw
[14504.280] roro_131: おされやん
[14504.853] natsu_ren: だれ笑
[14504.959] (S)いちうら: 全然ｗｗ
[14505.380] haru_chan92: GG
[14505.381] 愛の林檎: ほんまにwwwwwwwww
[14505.391] (S)kuugay0905: wwwwwwwwww
[14505.725] (S)みりぃもち: wwwww
[14506.096] many7575: radaoG
[14506.363] えりさ_: 誰だよwww
[14506.391] dokukinoco: それこの前もいってたやん
[14506.480] myugi39: 昨日も言ってなかった？www
[14507.346] terabyte__o0: ｗｗｗｗｗｗ
[14507.516] ルロア: スターファイナルってなんだよｗ
[14507.751] tanuki_pan: ダサすぎるww
[14507.818] (S)AoironoMalco: 勝手に改名w
[14507.966] (S)ななしふじ: wwwww
[14508.666] (S)ウツル: スターファイナルｗｗｗ
[14508.844] oshousantotanbo: かすりもしてないわw
[14509.100] もにゅぷぷ: べにしかいないってww
[14509.406] (S)grai_2525: 昨日も言ってるｗｗｗｗｗｗ
[14509.945] 年中頭痛: ベニしかない
[14510.170] mt_310x: べにしかあってないかもやね
[14510.179] kaomodi22: この前言ってたやん
[14510.541] (S)ackasia: wwww
[14510.651] (S)loy_qun_o: 忘れとるwwwwwwwww
[14511.315] (S)kamiyu0306: めっちゃダサくなってるなwww
[14512.874] nekodama2155: スターファイナルwww
[14513.714] えりさ_: www
[14514.899] きのこの炊き込みご飯: radaoG
[14515.399] (S)~MISSING_COMMENTER_INFO~: wwwwww
[14516.003] うもうくん: おんなじこと前も行ったぞ
[14516.038] めるめ: しすもピンクじゃん
[14517.186] tora25_22: 全然ちげぇのよwwww
[14518.481] tniken: スターファイナルおめ
[14519.006] (S)なびさん: べにだけ
[14521.003] gaiantufan: 木と星の違いw
[14521.258] myugi39: wwwwwwww
[14522.959] haru_chan92: オシャレって前も言うてたわ
[14523.193] 年中頭痛: まだまだ
[14523.479] (S)96猫3: まだまだ
[14523.584] (S)kamuni47: ひなーの強いなの
[14524.284] (S)raderkirai: あ
[14524.541] ドコサヘキサエン: 桜ふらべにーのとスターファイナルべにwww
[14525.434] oreoreo5: え？
[14526.182] dokukinoco: さすがにね
[14526.448] (S)なびさん: まだいけるいける！
[14527.259] (S)きのここ: あ
[14527.340] (S)ackasia: まだね
[14528.153] (S)mrgrtpsr: wwwwwwwwww
[14529.639] (S)96猫3: さすがに
[14530.804] sjindoa: あ
[14530.855] (S)Ruria00: あ
[14531.513] えりさ_: あ
[14531.683] 愛の林檎: あれ
[14531.720] oshousantotanbo: 同じくだり昨日もしてたぞ
[14531.766] oreoreo5: あ
[14532.393] スペルタン: wwwww
[14532.469] kaomodi22: 切り抜き見返しな(？)
[14532.784] maqurari: あ
[14532.900] (S)kamiyu0306: あ
[14533.242] (S)kamuni47: あ
[14533.365] (S)sora_mameee: あ
[14533.392] ほのぼの: あ
[14533.428] (S)わらびもち_11: あ
[14533.548] (S)motyar_6989: 今から対カワセか
[14533.614] nari_0602: まだあるよね？(圧)
[14534.134] (S)96猫3: あ
[14534.231] (S)nekomrnn930: あ
[14534.244] つぶみかん: あ
[14534.276] himikokichi_06: ヘラ
[14534.318] charlotte0ra: あ
[14534.750] natsu_ren: かわせのとこだ
[14535.578] おれおお食べ: あ
[14535.691] mirumiru_h: 流石にまだあるよね？
[14536.396] 年中頭痛: あ
[14537.068] (S)ななしふじ: あ
[14537.200] Ichigo_Strawberry15: あ
[14537.486] hima_norita: あ
[14537.710] たいやっき: edy
[14537.810] わっふるるる: 10キル
[14537.888] オレオおおおおおお: メンヘラっだあ
[14538.652] ingenmamesan: あ
[14539.901] (S)にんじん10: かわせのとこだ、、、
[14541.157] (S)main94: あ
[14541.307] あらんえむかーびぃ: wwwwwww
[14541.412] (S)imnameak: カワセ
[14541.805] めるめ: 行っちゃうの？ 
[14541.961] dokukinoco: edy？
[14542.077] sjindoa: wwwwwwwwww
[14542.321] (S)まななのだ: あ
[14542.385] (S)きのここ: wwwwwww
[14543.144] (S)kamuni47: 悲しきソロレディ
[14544.110] maqurari: wwwwwww
[14544.611] (S)りかお: やる気勢だねぇ
[14544.645] (S)ウツル: ｗｗｗｗ
[14545.066] (S)みりぃもち: wwwww
[14545.356] ao1o7: www
[14545.816] charlotte0ra: wwwwwwwww
[14546.415] (S)Ruria00: wwwwwww
[14546.664] (S)kuugay0905: wwwwwwwwwww
[14546.905] rosemary0920: wwwwwww
[14546.911] おれおお食べ: www
[14546.915] オレオおおおおおお: wwwwwwwww
[14547.520] ロストジェラシー: それはそう
[14547.799] (S)わらびもち_11: wwwwww
[14547.902] (S)ｻｧｻ: wwwwwwwww
[14547.959] (S)ウツル: 逆襲のかわせｗｗ
[14547.977] (S)kamiyu0306: wwwww
[14548.206] (S)96猫3: あっ
[14548.251] (S)あーしゃん: wwwwwww
[14548.286] ra1two: ｗｗｗｗ
[14548.373] ホトトギス: それはそうwww
[14549.224] ぱけ: rdy
[14549.342] ingenmamesan: wwwww
[14549.424] (S)みとこんどりあ_: wwww
[14549.702] (S)りかお: wwwww
[14550.212] つぶみかん: wwwww
[14550.416] (S)sora_mameee: wwww
[14550.579] めるめ: 全然あるww
[14550.688] びんとにっく: 全然あるなぁｗｗｗ
[14550.723] (S)96猫3: wwwwwwwwwww
[14550.900] oshousantotanbo: かわせのとこ落ちたの結構きついね
[14551.158] yuu_1010: 確かに www
[14551.976] (S)ｻｧｻ: たしかに
[14553.065] root_1123: 絶対きそうw
[14553.170] mirumiru_h: www
[14553.839] (S)ななしふじ: それはあるwww
[14553.851] すずやんさん: ただのファイトｗｗ
[14553.974] 眼鏡3: wwwwww
[14556.081] (S)kamiyu0306: ランドマーク争い
[14556.091] (S)96猫3: それはそう
[14556.990] (S)sora_mameee: たしかにww
[14557.199] 狐_火: 絶対くる
[14557.574] rosemary0920: 洞窟初動ファイト？w
[14559.541] hima_norita: お
[14560.373] (S)samehurai1028: 洞窟の取り合いwwww
[14561.739] ingenmamesan: 初動ファイトってこと！？
[14562.838] 眼鏡3: 洞窟ファイトwww
[14562.927] つぶみかん: お
[14563.069] natsu_ren: きた
[14563.679] (S)96猫3: お
[14564.818] (S)AoironoMalco: きた
[14564.882] niranin12: ナイスigl
[14565.300] ひなてち: ほんとに来たw
[14566.221] (S)りかお: きた
[14566.323] icenohikari: お
[14566.817] ロストジェラシー: 戻ってきた笑
[14567.374] sjindoa: お
[14567.661] yona_0724: お
[14568.059] (S)きのここ: きたw
[14568.089] (S)96猫3: きた
[14568.608] (S)loy_qun_o: きた
[14568.849] (S)sora_mameee: きた
[14569.916] (S)romiwooo: お！きた！！！
[14570.569] zonzon_00: 初動ファイトは草
[14570.927] tora25_22: きたｗ
[14571.266] dokukinoco: かわせきた！
[14571.381] sjindoa: きた
[14571.561] わかめたまご: きたwwwww
[14571.635] (S)みりぃもち: きた
[14571.646] ao1o7: きた
[14571.821] (S)mrgrtpsr: きた
[14572.062] ra1two: カワセたち戻ってきたｗ
[14572.312] (S)ackasia: きちゃ
[14572.313] とんぼむ: 逆に調査キャンプ取りに行かん？
[14573.282] ホトトギス: 最終日に初動ファイトww
[14574.152] rei_0537: かわせ来たwwwww
[14575.989] (S)抹茶の午後: がちで帰ってきた
[14576.392] たいやっき: かわせ帰ってきた
[14576.640] (S)96猫3: きたきたww
[14577.655] (S)まななのだ: radaoKitya
[14578.212] (S)ｻｧｻ: きた！
[14578.939] (S)きのここ: wwwwwww
[14579.243] koronn1101: かわせきたw
[14580.121] (S)sora_mameee: これはリベンジくるか
[14580.183] kinugoshi_douhu: 初動来そうね
[14581.896] sjindoa: きそうwwww
[14582.684] めるめ: 来るよ
[14582.699] たいやっき: wwwwww
[14582.745] (S)いちうら: ねｗｗｗｗ
[14582.822] 愛の林檎: わかる
[14583.057] (S)にわすずめ: wwwwwwwww
[14583.903] (S)izayoi_77: きそうｗ
[14584.260] つぶみかん: wwww
[14584.642] nakihai556: wwwwwwwwww
[14584.846] (S)ウツル: ｗｗｗｗ
[14585.073] ruu_ha: wwwwww
[14585.230] ra1two: 絶対来るねｗ
[14585.476] おじょーー: 洞窟くるだろなぁ
[14585.515] はちみつトマト: わかる
[14585.554] tunamayo1234: wwww
[14585.625] あらんえむかーびぃ: wwwwwwwwwwww
[14585.695] rosemary0920: wwwwwww
[14585.996] zonzon_00: ｗｗｗｗｗｗｗｗｗ
[14586.121] hima_norita: wwwwwww
[14586.167] (S)みりぃもち: wwwwwwwww
[14586.321] frogflingpstfst: あｗｗｗ
[14586.466] aina___10812: ｗｗｗｗｗｗｗｗｗｗ
[14586.654] (S)ウツル: 似てるｗｗｗｗ
[14586.719] (S)りかお: wwwwww
[14586.767] mimi_fuwa1489: くるぞ
[14587.008] スペルタン: あ
[14587.291] roro_131: くるなぁw
[14587.547] (S)なびさん: わかりやすい
[14587.601] ぱけ: deta
[14587.776] kinugoshi_douhu: wwwwww
[14587.778] (S)わらびもち_11: きそうwwwwww
[14587.825] (S)imnameak: きた
[14588.238] (S)AoironoMalco: wwwww
[14588.428] 愛の林檎: wwwwwwwwwwwwwwwww
[14588.447] gaiantufan: wwwww
[14588.943] maqurari: wwwwwww
[14589.002] 神崎立夏: wwwwwwwwwwww
[14589.010] (S)きのここ: wwwwwwwwwwwww
[14589.116] gyudon_plb98: 負けんな
[14589.157] おれおお食べ: wwwwwwww
[14589.230] つぶみかん: 言ってるwwwww
[14589.234] ao1o7: www
[14589.249] (S)grai_2525: ｗｗｗｗｗｗ
[14589.496] スペルタン: wwwwww
[14589.732] rivel_2217: wwwwww
[14589.740] kosei000: 絶対くるwwww
[14589.819] Ichigo_Strawberry15: wwwwwwwwwwwwwww
[14590.011] yuu_1010: 来る絶対来る
[14590.174] sunomono8: wwwwwwwwwwww
[14590.177] nashu_noike: wwwwwwwwww
[14590.223] oreo_oic101: wwwwww
[14590.230] めるめ: www
[14590.350] (S)96猫3: 来るなww
[14590.443] (S)いちうら: ｗｗｗｗｗｗ
[14590.521] まだら25: wwwwwww
[14590.554] tora25_22: wwwwwww
[14590.569] 犬ﾚ: wwwwww
[14590.660] yona_0724: wwwwwwwwww
[14590.691] tniken: 言ってるww
[14590.737] charlotte0ra: wwwwwwwwwwwwwww
[14590.753] オレオおおおおおお: wwwwwwwww
[14590.834] ayunosioyaki0223: wwwwwwwww
[14590.933] 猫又01: wwwwww
[14591.034] (S)もねねん: wwwwwww
[14591.109] jgpmwp: 空いた調査キャンプとろうぜ
[14591.155] (S)kuugay0905: wwwwwwwwwww
[14591.278] ﾊﾅﾁｬﾝだお: wwwwww
[14591.389] skkmrsaki: ｗｗｗｗ
[14591.450] amar1chan: 反骨精神ｗｗｗｗｗｗ
[14591.475] koyaren: ｺﾚｲｷﾏｼｮｳ
[14591.598] shi_2u: わかりやすwww
[14591.870] (S)ウツル: ｗｗｗｗｗ
[14592.096] (S)nekomrnn930: wwwwww
[14592.139] (S)ｻｧｻ: きたwwwwwww
[14592.265] nikogori90: ここにきて初動ファイトｗ
[14592.300] ホトトギス: wwwwww
[14592.330] natsu_ren: wwww
[14592.464] panno_mimi: www
[14592.589] mirumiru_h: wwwwwww
[14592.784] まここま: やろ！
[14592.812] そおお: きた
[14593.054] yuu_1010: www
[14593.148] mimi_fuwa1489: ｗｗｗｗｗｗ
[14593.240] (S)mrgrtpsr: wwwwwwwwwwwwwww
[14593.313] みかぬです: wwwww
[14593.365] ロストジェラシー: 強気笑
[14593.485] mattya999: 女の子の前やからね
[14593.496] (S)m_sakuta: 笑笑笑笑笑笑笑笑
[14594.186] (S)みりぃもち: 挑戦状きたwwww
[14594.228] (S)main94: ｗｗｗｗｗｗ
[14594.350] dokukinoco: www
[14594.350] (S)ログリア: wwwww
[14594.360] えりさ_: wwwwwwwwwwww
[14594.463] oshousantotanbo: わろた
[14594.597] (S)Ruria00: うわwww
[14594.842] ネギ犬: www
[14594.981] komitanara: 絶対来ると思った wwwwww
[14595.069] peace3511: wwww
[14595.112] world_kohaku: きたああw
[14595.211] icenohikari: wwwwww
[14595.468] nashu_noike: やるしかねぇなぁ
[14595.647] ai0902: wwwwwwww
[14595.781] natsu_ren: がんばれ
[14596.051] kawaharaya: www
[14596.447] (S)ウツル: ちゃんと煽られとるｗｗｗｗ
[14596.545] udukimaru: わかりやすいな～ｗ
[14596.672] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗｗｗｗｗｗ
[14596.676] koronn1101: wwwwwwwww
[14597.322] who_tawn: じゃあ逃げるかw
[14597.626] (S)冷ユレ: かわーせ来たwwwwww
[14597.677] (S)kamiyu0306: きたwwwww
[14598.182] (S)にわすずめ: パキポキ
[14598.767] 眼鏡3: きたwwwwww
[14598.817] (S)ななしふじ: メタ読みみたいになっとるww
[14598.854] (S)りかお: えぐwwwwwwwwwwww
[14598.968] えりさ_: 強気やねぇwww
[14598.994] kanipannn: www
[14598.994] スペルタン: 配信みてるのか？w
[14599.058] Tqke_leo: やっぱりw
[14599.117] (S)grai_2525: なんか前もこんなんあったな
[14599.757] (S)you_28: やれやれだぜ
[14599.807] おれおお食べ: gogogo
[14599.989] maqurari: 誘い来たwww
[14600.492] (S)sora_mameee: でたwww
[14600.538] (S)sano_1y0reg: きたwwww
[14601.802] cha_ti: wwww
[14601.931] 年中頭痛: かわーせ
[14602.023] (S)ackasia: うおおおおおお
[14602.050] 愛の林檎: 前も見た事あるぞこの流れ
[14602.773] (S)romiwooo: ほらなぁ～
[14603.261] (S)AoironoMalco: ｱｼｭﾗ宛なのわは
[14603.342] Ichigo_Strawberry15: ガキが、舐めてると潰すぞ！
[14603.399] (S)きのここ: パキポキ
[14603.569] netawakukuran: 前もあったろこんなのww
[14603.574] mattya999: 何か勘違いしとんよなぁ
[14603.591] ホトトギス: プライドバトルやなぁwww
[14603.659] ネギ犬: 分からせるか
[14603.885] うりもち: やっぱかw
[14604.991] nari_0602: OKって言って全力で逃げてほしいwww
[14605.800] (S)ななしふじ: やったりますかと
[14606.206] (S)ウツル: 落としどころを知らないおこちゃまね～ｗｗｗ
[14606.435] toubun__: wwwwwwww
[14606.603] (S)~MISSING_COMMENTER_INFO~: 女の子いるからなぁ！
[14606.614] わらび粉: きたｗｗｗ
[14606.824] gaiantufan: 絶対負けたら乗り込んでくるw
[14606.858] yuu_1010: 出た〜〜
[14607.204] ingenmamesan: 来たw
[14607.388] (S)kamiyu0306: そうだよなあ
[14608.515] そふぃ3: 静かに燃えとるやんwwwww
[14608.634] dokukinoco: ガキやねw
[14608.681] kanipannn: 前も見たなw
[14609.181] oshousantotanbo: 洞窟は俺らのもんだ
[14609.885] ayunosioyaki0223: らだおーー^^
[14609.911] (S)sora_mameee: プライドバトル
[14611.032] めるめ: 物資寄越せって言うか
[14611.495] jha2_: やるしかない
[14611.762] taiyaki2020: おもろくなってきたぁ
[14611.989] (S)raderkirai: カワセさえ倒せば他はいないようなもんよ
[14612.678] (S)96猫3: きたww
[14613.147] ロストジェラシー: 分からせるか若造には
[14614.427] (S)らいちぃ: ランドマークとってまえ
[14614.831] toubun__: うわああああwwww
[14616.350] (S)AoironoMalco: ｱｼｭﾗ宛なのバレバレ
[14617.727] (S)にわすずめ: wwwwwwwww
[14618.262] えりさ_: わからせとく？
[14618.389] mizxm1z: ワロタ
[14618.830] ultimate_konbu: 若いね〜
[14618.839] 榊原紅葉: やだね〜
[14619.146] Ichigo_Strawberry15: あえてね
[14619.315] nakihai556: wwwwwwwwww
[14619.510] (S)みりぃもち: うわwww
[14619.603] (S)きのここ: wwwwwwwwwwww
[14619.744] himikokichi_06: wwwwww
[14620.010] yona_0724: wwwwww
[14620.034] チュチュンバー: ここで？ww
[14620.284] つぶみかん: wwwwww
[14620.474] (S)いちうら: ありｗｗｗｗｗｗ
[14620.916] dokukinoco: ここでね
[14620.931] shi_2u: ガン無視wwww
[14621.493] kagura_kiba: wwwwwwwww
[14621.521] ingenmamesan: wwwww
[14621.556] charlotte0ra: wwwwwwww
[14621.929] ~MISSING_COMMENTER_INFO~: wwwwwwwwwwww
[14622.008] ホトトギス: wwwww
[14622.435] (S)kuugay0905: wwwwwwwwww
[14622.584] (S)ウツル: ｗｗｗｗ
[14622.593] (S)ｻｧｻ: wwwwwww
[14622.713] frogflingpstfst: ｗｗｗｗｗｗｗ
[14622.737] mochi_00v: wwwwwwwwwwww
[14622.938] 鈴みん: wwwwww
[14623.039] (S)kamiyu0306: wwwwwwww
[14623.584] (S)ベニマル: wwwwwwwwwwwwww
[14624.011] ぱけ: 勝ち逃げw
[14624.118] えりさ_: wwwwwwwwwwwwwwwwww
[14624.175] roro_131: おー
[14624.255] (S)nekomrnn930: wwwwww
[14624.663] ayunosioyaki0223: あーwww
[14624.746] mirumiru_h: ガン無視www
[14624.920] (S)りかお: 効きそうwwwwwwwww
[14625.091] たいやっき: うわ
[14625.312] すいぺりあ: ありwwwww
[14625.334] めがねおおかみー: あえてエピセンターwww
[14625.354] 愛の林檎: ここでwwwwwwwww
[14625.480] kinugoshi_douhu: wwwwww
[14625.695] まだら25: wwwwwwww
[14625.729] kakky0083: じわじわとww
[14625.916] oshousantotanbo: ここに来てガン無視
[14625.918] めるめ: すかす？w
[14626.446] (S)なびさん: ガン無視w
[14626.654] 37_564: いいねーw
[14626.890] peace3511: www
[14627.622] (S)にんじん10: 勝ち逃げねw
[14627.694] (S)96猫3: wwwwwwwwwww
[14627.728] (S)romiwooo: wwwww
[14627.873] (S)ウツル: 大人の対応ねｗｗｗｗ
[14627.887] natsu_ren: wwwwwww
[14628.389] ボ口: 勝ち逃げwww
[14628.659] yuu_1010: 草
[14628.929] (S)motyar_6989: 酷すぎる
[14629.399] (S)きのここ: あえてねw
[14630.146] mego0946: www
[14630.594] (S)purin_31: wwwwww
[14631.140] koyaren: あり
[14631.205] kakinoyama: 悪ねーwww
[14631.321] (S)you_28: カワセ倒せばあと2人はチョンやろ
[14631.526] hima_norita: wwwww
[14631.537] 眼鏡3: いいねwww
[14631.702] はちみつトマト: たしかに
[14631.972] tyontyon: ガン無視www
[14632.760] えりさ_: たしかにね
[14632.996] oreoreo5: wwwww
[14632.997] つぶみかん: ひどいな
[14633.571] (S)sora_mameee: ガン無視ww
[14633.877] (S)96猫3: 勝ち逃げ！
[14634.368] すいぺりあ: 作戦だよ
[14635.581] ~MISSING_COMMENTER_INFO~: 大人w
[14635.986] jimapy: 勝ち逃げもアリよね
[14636.546] 愛の林檎: まあね
[14637.589] けたのこ: ガン無視して本番突っ込もw
[14637.647] (S)なびさん: 吹っかけといてガン無視w
[14637.700] (S)せここ: 洞窟だけくれよーーー；；
[14637.832] kakky0083: うぜえーww
[14638.544] himikokichi_06: wwwwwwwww
[14638.564] (S)にわすずめ: wwwwwwwwwwww
[14638.799] (S)きのここ: wwwwwwwwwww
[14639.159] あらんえむかーびぃ: wwwwwwwwwwwwwwwwwwwww
[14639.366] めるめ: 大人の嫌なとこ出てるなあwww
[14639.547] (S)みりぃもち: wwwwwwwwww
[14639.812] カナバ: 変なところ決闘の地にして行かない手もある
[14640.270] sjindoa: ガン無視wwww
[14640.452] ayunosioyaki0223: wwwwwwwwwwww
[14640.596] yuu_1010: あり
[14640.997] ruu_ha: wwwwwwww
[14641.149] (S)motyar_6989: 本番に行こう
[14641.149] すずやんさん: あえてｗｗｗ
[14641.183] koyaren: いいね
[14641.201] 愛の林檎: wwwwwwwwwwwwwwwww
[14641.223] (S)ウツル: ｗｗｗｗｗｗ
[14641.435] rosemary0920: wwwwwwww
[14641.439] Ichigo_Strawberry15: wwwwwwwwwwwwwww
[14641.513] natsu_ren: 大人だね笑
[14641.557] zonzon_00: 何か他の人らがきそうｗ
[14641.813] maqurari: wwwwwww
[14642.273] そおお: きもすぎるｗｗ
[14642.692] 神崎立夏: wwwwwwwwwwwwwwwwww
[14642.705] (S)96猫3: wwwwwwwwwww
[14642.765] sunomono8: wwwwwwwwwwwwwww
[14642.856] おじょーー: wwwwwww
[14642.927] gaiantufan: カワセ1人で盛り上がって終わるwww
[14642.968] ﾊﾅﾁｬﾝだお: wwwwwwwww
[14643.016] ingenmamesan: wwwwwww
[14643.085] (S)m_sakuta: 笑笑笑笑笑笑笑笑笑笑笑笑
[14643.132] nashu_noike: きったねぇwwwwwwwwww
[14643.154] mattya999: これでスカすのもおもろいwww
[14643.197] かいかいじゅ: ｗｗｗｗｗｗｗｗｗ
[14643.304] つぶみかん: wwwwww
[14643.320] えりさ_: wwwwwwwwwwww
[14643.414] (S)kuugay0905: wwwwwwwwwww
[14643.743] (S)sora_mameee: たしかにww
[14643.956] (S)なんどね: wwwwww
[14643.968] oshousantotanbo: wwww
[14644.031] (S)もねねん: wwwwwwwwwwwwww
[14644.157] charlotte0ra: wwwwwwwwwwwww
[14644.270] (S)loy_qun_o: wwwwwwwww
[14644.324] みさお婆ちゃん: www
[14644.417] tunamayo1234: wwww
[14644.502] yuu_1010: www
[14644.632] オレオおおおおおお: wwwwwwwwwwww
[14644.687] kinugoshi_douhu: wwwwwwww
[14644.859] 猫又01: wwwwww
[14644.934] かっぴーと: wwwwww
[14644.955] 1995_kim: wwwwwwww
[14645.038] 愛の林檎: きっもwwwwwwwwwwwwwwwww
[14645.054] (S)ウツル: 性格わっるｗｗｗｗｗ
[14645.210] aina___10812: ｗｗｗｗｗｗｗｗｗｗｗ
[14645.246] (S)you_28: wwwwwww www
[14645.314] marumuudesu: www
[14645.327] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗｗｗｗｗｗ
[14645.468] ra1two: ｗｗｗｗｗｗｗ
[14645.921] glass5278130: wwwwwwww
[14646.194] ホトトギス: ごめんなカワセwwwwwww
[14646.401] komitanara: 遊ばれてらァ
[14646.674] 8分19秒: 勝ち逃げじゃ
[14646.857] びんとにっく: あえての透かしｗｗｗｗ
[14646.959] hisoka_HyskoA0606: ｗｗｗｗｗｗｗ
[14647.016] nari_0602: wwww
[14647.077] myugi39: wwwwwwwwwwww
[14647.100] (S)にわすずめ: きっしょwwwwwwwwwwww
[14647.185] (S)romiwooo: ありよりのありww
[14647.259] (S)main94: ｗｗｗｗｗ
[14647.311] ぱけ: 性格いいね
[14647.545] (S)ｻｧｻ: ガン無視wwwwwww
[14647.775] shiki_maru: いいねｗ
[14647.795] ひなてち: 性格◎
[14647.800] うもうくん: うぜーｗ
[14647.843] gyudon_plb98: 大人のすかしｗｗｗ
[14647.845] haru_chan92: ガン無視wwwwww
[14647.920] who_tawn: 性格出てるってw
[14648.149] 3000bitto: wwwwwwwww
[14648.197] Ichigo_Strawberry15: 悪いなぁw
[14648.242] (S)96猫3: おもろwwwww
[14648.252] (S)kurodedu1212: おもろい
[14648.253] (S)いちうら: ｗｗｗｗｗｗｗ
[14648.514] waon_point: くそうぜえｗｗｗｗ
[14648.678] まここま: 性格出てるwww
[14648.710] cha_ti: あえてねw
[14648.723] ne6mchan: ｗｗｗｗｗｗｗｗｗｗ
[14648.738] はむおくん: ガチできもいwwwwww
[14648.959] (S)imnameak: www
[14649.207] (S)あーしゃん: wwwwwww
[14649.321] mochi_00v: wwwwwwwwww
