[7.348] (S)さいこりてぃ: こん塩～
[9211.570] (S)ネオノアン: まずいww
[9211.571] (S)horizonkkfr: ん？
[9211.703] (S)子トラ: ｗｗｗｗｗｗｗｗ
[9211.824] (S)でじたま: ｗｗｗｗｗｗｗ
[9211.838] sa_tan22: ｗｗｗｗｗｗ
[9212.492] pteryuu: あ
[9212.509] nana43: ｗｗｗｗｗ
[9212.816] (S)マルディー: ｗｗｗｗ
[9213.024] mustard1636: www
[9213.524] (S)earl2socks: ｗｗ
[9213.556] (S)yaman_moonieman: あれ？
[9213.737] rinori_ddd: wwwww
[9213.766] (S)もふーお: wwwwwww
[9214.441] plati_nu_m: wwwwwwwww
[9214.522] Rin_haruchasuki: wwwwwww
[9214.633] (S)dens331: ｗｗｗｗｗｗｗ
[9214.786] hikarinxxxx: おいｗｗｗｗｗｗ
[9215.022] (S)huranohajime: wwwwww
[9215.034] (S)いうた: www
[9215.097] kyo325: wwwwwww
[9215.693] (S)しぶさわ: あかんやん
[9215.735] bananapoop3939: あ
[9215.760] (S)arunaima: むずかしいｗｗ
[9215.845] (S)yukky_games_: wwwww
[9215.971] hal_ally: がんばれw
[9216.062] (S)5cd788: ｗｗｗｗｗｗｗｗｗ
[9216.182] (S)momimomi1129: あれ？
[9216.674] tiga916: ん？
[9216.924] (S)ippaioppi: がんばれまちょ
[9217.140] mosh_ki: www
[9217.369] (S)八咫烏: ｗｗｗｗｗｗｗｗ
[9217.648] (S)~MISSING_COMMENTER_INFO~: まずい
[9217.749] mci_foden: www
[9218.312] (S)かぐらんチャン: もっかい！！！
[9218.606] (S)tomorou_xo: ワンモア！ｗ
[9218.836] (S)yuuuuu066: プレッシャーあるよなｗｗｗ
[9219.399] とんこつ1052: 全然あっかーんｗｗ
[9219.897] yuk1_bts: 本番に弱いw
[9219.987] (S)obisan4646: 緊張www
[9220.366] lycoris_crz: なーにやってんだwww
[9221.099] akagi1031: 失敗
[9221.245] (S)ごはんよりパンがスキ: がんばってー
[9221.277] rouhey: ま、まちょ？
[9221.297] gogomogu: そこでミスるんかwww
[9221.596] (S)lalalalalalala0322: 立ちが悪いｗｗ
[9221.741] むぎちゃちや: 頼むってｗｗｗ
[9221.789] (S)rei_lisbeth: まちょ？？？
[9222.293] bananapoop3939: やばいww
[9222.535] (S)ティターナ: ｗｗｗｗ
[9223.283] (S)rebecca_76star: ここに来てw
[9223.516] (S)horizonkkfr: がんばれーまちょー
[9223.826] yume_maro: ぐんぐんワンモア！
[9225.452] tadasheeee: まちお緊張中
[9226.062] (S)yukidarum4n00: まちょがんばれ
[9229.373] (S)yuuuu_23: え
[9234.978] (S)Pal32: まちょきんちょうか
[9235.613] (S)かぐらんチャン: いけるいける！
[9237.511] kyo325: wwwwwwwww
[9239.444] yukito127: だああああああ
[9240.025] (S)八咫烏: ；；
[9240.120] kittakku222: ｗｗｗｗｗｗｗ
[9240.211] (S)kohaku0782: ｗｗｗｗ
[9240.616] (S)overrkills: wwwwww
[9241.108] (S)ばむるく: あらあ
[9241.704] (S)らる_: fantas22Nt
[9241.922] bacchan1112: wwwwwwww
[9242.153] yukito127: おっしいいいいいいいい
[9242.191] (S)八咫烏: ＮＦ
[9242.240] yasaigirai2003: wwwwwwwww
[9242.711] nana43: おっしい
[9243.046] cibo3564: エイムがｗ
[9243.242] 銀時3: エイムガバったかぁ
[9243.474] (S)manjuoisii: 負けるんかいw
[9243.554] くーたま: ｗ
[9244.066] rinori_ddd: wwww
[9244.071] (S)シュウ0307: 今ので負けるか
[9244.463] (S)碇のあ: fantas22Nt
[9244.620] (S)ティターナ: まじかあ
[9244.659] (S)yuuuu_23: パニックｗｗｗ
[9245.215] foo1625: wwwwwww
[9245.269] akagi1031: え
[9245.398] kiokoli: きも
[9245.602] ran73110: BibleThump
[9245.617] スピリタスン: ええｗ
[9245.625] (S)kakitake: wwww
[9245.780] yowamusi3: は？
[9245.813] (S)おいどん111: fantas22Nt
[9245.884] (S)ccc020202: BibleThump
[9246.200] (S)qpchan: どんまい～
[9246.221] okey3333: いまのでダメかぁ
[9246.267] kaede0216de: なんでいつもAIMいいのいいいい
[9246.533] (S)くうきをよむ: くそえいむだぁぁぁ
[9246.749] (S)いうた: nf
[9246.948] kamase1nu422: あw
[9246.978] (S)頑者: 負けるのかｗ
[9247.034] (S)to9ton: fantas22Nt
[9247.199] (S)takashi1111111: 皇帝強い
[9247.446] (S)Gorikerujackson: えいむぅが
[9247.666] (S)入谷: ｗｗｗｗ
[9247.773] (S)雪玉オニギリ: ぐにゃーーー
[9247.834] (S)蛙田いぶき: BibleThump
[9248.012] (S)ユキ_ノフ: おしー
[9248.015] (S)nicooooiioo: w
[9248.506] (S)のほほん005: いまのは…
[9248.541] ヤーマン8: いやー、ナイファイ！
[9248.694] sa_tan22: 皇帝、、、、、、、、、、
[9249.055] (S)地縛神ポンタリウス: fantas22Nt
[9249.225] tatisjrfan23: エイムがー
[9249.731] ニャンニャ: fantas22Nice
[9249.739] (S)ベリッサ: エイムｗｗ
[9249.838] Rin_haruchasuki: w
[9249.951] (S)shinshinbro: 負けるんかい！
[9250.739] (S)たく也: wwwww
[9250.840] miniyan123: うそやぁぁぁぁぁあんんん！！！
[9250.991] (S)ネオノアン: エイムがーーーwwww
[9251.233] tkshan: バラバラ
[9251.385] lycoris_crz: NF
[9251.498] (S)Allukaaa__: ええｗｗｗ
[9251.827] seirosu: 完全有利だったのにｗ
[9252.036] ニャンニャ: fantas22Gg
[9252.246] (S)obisan4646: ガバった〜！
[9252.310] (S)ティターナ: fantas22Nt
[9252.896] okoge_an: エイムが 
[9252.993] (S)tackey8120: fantas22Nt
[9253.147] (S)cyber_pandaa: がばかったああｗ
[9253.455] (S)arunaima: これで負けるのやべえ 皇帝強すぎｗｗ
[9253.457] bananapoop3939: wwwwww
[9253.520] (S)o_pe_pe: fantas22Nt
[9253.572] (S)のほほん005: fantas22Nt
[9253.621] (S)あっと_: fantas22Nt
[9254.549] くーたま: ｗｗｗｗｗｗｗｗｗｗｗｗ
[9254.651] Tamashiro_: fantas22Kusa
[9254.729] (S)ももどいう: wwwww
[9255.401] (S)kore552: ガバエイム；；
[9255.439] macueee: それ負けるんかいｗ
[9255.468] (S)zaki384: fantas22Nt
[9255.857] tackmail: どんまい！
[9256.310] (S)24fuku: どんまい😉
[9257.376] yasutai: 落ち着けたらな
[9257.740] (S)poaiue: fantas22Nt
[9257.890] りょうげーさん: あせっちまったｗ
[9257.975] (S)obisan4646: fantas22Nt
[9258.046] bansin404: エイムがー
[9258.351] sugar_nuts5: 皇帝髪どうした？！
[9258.444] (S)sagiri_nnn: fantas22Nt
[9258.566] qqqqqqqqqqqqdfuijbcqqqqqq: 真後ろ取れなかったらもう無理だw
[9258.676] yowamusi3: まじかよ
[9258.678] isk107: www
[9258.776] (M)Nightbot: 【Twitter】https://twitter.com/Fanta_JPN
[9258.854] (S)misosoup6906: fantas22Nt
[9258.921] (S)sigure_181: 撃ち負けちゃったかぁ
[9259.081] marubolo22: 完全に横っとっててまけるか
[9259.305] (S)horizonkkfr: 皇帝によく会うなぁ今日は
[9259.791] nana43: 皇帝が天敵過ぎる
[9259.851] (S)haijisansan: fantas22Nt
[9259.921] ニャンニャ: fantas22Gg
[9260.487] (S)ぺぷおじ: wwwww
[9260.698] mci_foden: ほんのちょっと時間は稼いだ
[9260.821] (S)jef_united: 緊張やね
[9261.008] yukito127: くっそおおおお
[9261.430] (S)アブソルート: fantas22Nt
[9261.637] hanataka5454: 😭
[9262.173] sa_tan22: ないふぁい！！！！！！
[9262.390] okomatata: どんまい
[9262.743] muchari: 腰うちでいけたね～
[9263.130] りょうげーさん: どまどま！
[9263.213] sugar3k: 皇帝ヘッドライ綺麗だったな
[9263.319] (S)クジラァ: しゃーない
[9263.373] guri473: nt
[9263.431] lorem_ipsum97: あそこ射線通らんかあ
[9263.929] (S)清水3535: fantas22Nt
[9263.971] cibo3564: これで負けるんかｗ
[9264.103] yowamusi3: あれ負けるか
[9264.295] (S)yukky_games_: fantas22Nt
[9264.317] (S)nozo_dayo: ハイセンシの人みたいだったなｗｗｗ
[9264.328] ようちエンジン: 皇帝が強かったんだ
[9265.433] (S)飛びます飛びます: fantas22Nt
[9266.001] mustard1636: 透明なかべあったな
[9266.345] (S)YAMATO00_RoueN: ガバっちゃったなぁ
[9266.382] gutsguigui: あれで負けるんだ…
[9266.775] yukaring052: また皇帝か
[9267.031] (S)5cd788: ガバったか
[9267.591] (S)okabanakakaka: 安定の雑魚エイムｗ
[9267.844] すこる: 位置取りはうまかったね
[9267.886] kyo325: まちょ頼むwwwww
[9268.120] (S)yaman_moonieman: NT
[9268.289] (S)でじたま: これは悔しい
[9268.702] (S)タカレン: あれやれへんか
[9268.821] harutya_ptpt: どまどま！
[9268.925] leeresky: がんばったーーーーーーーー
[9268.959] (S)キャキャロット0911: fantas22Nt
[9269.087] hikarinxxxx: ヴァロと一緒、横向いてる敵には当たらないのだ。
[9269.144] yowamusi3: あれ負けるんか
[9269.315] (S)ちょめちょめぇぇぇぇぇ: fantas22Nt
[9270.071] muu_555ty: 乙
[9270.280] rev313_hugh: fantas22Gg
[9270.560] (S)お茶請け: うわー悔しいやつや
[9271.660] kento_0213: 負けるかぁ〜
[9272.157] (S)つちのこ83: fantas22Nt
[9272.371] イクラちゃ: ガバってなかったら勝ってたな〜
[9273.042] rouhey: 他のゲームだとエイムいいのになぁ
[9273.405] yukito127: 今の勿体なかったねぇｗ
[9273.575] (S)ke134545: BibleThump
[9273.625] (S)mo55an: fantas22Yamucha
[9274.567] (S)キャキャロット0911: fantas22Gg
[9274.643] (S)まさきよ監督: fantas22Nt
[9274.878] (S)YAMATO00_RoueN: fantas22Nt
[9275.494] kumagoro23: どんまい
[9276.206] tyotyo111: ナイファイ！
[9278.512] kento_0213: くやちい
[9279.600] (S)zuntan4649: 皇帝がうまい
[9279.861] (S)yaman_moonieman: 悔しいね
[9280.111] (S)igyuigyu: 皇帝には勝てない運命なのか？w
[9281.566] (S)蛙田いぶき: fantas22Nt
[9281.866] (S)サダンガ: fantas22Nt
[9281.920] loma3molo: ガバすぎたかああ
[9282.951] kuroshirobear: どんまい！
[9285.443] (S)yuuuuu066: fantas22Nt
[9286.770] (S)マルディー: fantas22Nt
[9286.831] (S)モルト_416: fantas22Nt￼ 
[9287.366] らんぼー2: 最近全然撃ち合ってなかったからな〜w
[9287.609] (S)rei_lisbeth: どま！！
[9288.216] (S)iqos0: なっとら
[9288.279] romio_jennaro: 焦ったね
[9289.027] (S)深夜月: 場所はメチャよかった
[9289.316] kopoi_06: びっくりしちゃうよね、、、
[9289.527] ぞのち: fantas22Gg
[9289.775] (S)知ヤン: fantas22Nt
[9289.816] (S)おにぎりポン: fantas22Nt
[9289.955] (S)バロン67: fantas22Nt
[9290.675] kamase1nu422: やっぱ風呂我慢が効いたか、
[9290.891] (S)yuan445: ヘリ組の弱い所出てしまったか…(´;ω;｀)
[9291.080] (S)キャキャロット0911: fantas22Nt
[9291.296] sa_tan22: 皇帝つよすぎるｗｗｗｗｗｗ
[9291.683] sotsuji: どんまいよー
[9293.593] bansin404: あわてたかぁー
[9294.643] (S)キャキャロット0911: fantas22Gg
[9294.700] nekonekotinpo: NT
[9294.724] randall7950: コメントに名人がたくさんいます
[9294.979] (S)magongo10: どんまーい
[9295.686] yukito127: チンつっよ
[9296.427] (S)かぐらんチャン: というか透明な壁あったなw
[9297.138] nana43: さすチン
[9298.726] satan0120: 皇帝つよいな
[9298.966] にゃるらとほてぷ様: チンないすー
[9299.622] (S)niruka0521: fantas22Nice
[9302.024] (S)yotio0420: 久々に銃使ったんじゃない？
[9302.563] bananapoop3939: ちんつええ
[9302.804] (S)ネオノアン: ドンマイドンマイ
[9304.300] (S)jef_united: チンなんなん
[9304.456] (S)~MISSING_COMMENTER_INFO~: チン！！
[9306.171] (S)sayusayusay: 風呂さえ済ましていれば
[9306.959] (S)ガチャオ: 風呂デバフ
[9309.010] (S)テネット23: チンがうますぎる
[9309.243] むぎちゃちや: ぐんぐんが、、、、
[9311.005] kaede0216de: やっぱ撃ちあい練習ひつようかぁ
[9311.693] sa_tan22: チン逃げろーーーー！！！
[9311.790] (S)niziru753: この髪型なれないな
[9311.947] (S)たく也: 近距離って結構ムズイ？
[9311.987] sugar_nuts5: やっぱり四皇じゃ本物の皇帝には力及ばないのか
[9312.834] hako_ryu: 手前の棒にはじかれたように見えた
[9314.548] odoru_himanasi: ガバったっていいw
[9314.763] ororonline: このライオットは強すぎ
[9316.510] (S)bonehead51: チンがんばれ！
[9318.522] (S)ippaioppi: お
[9318.669] tonsuke6907: モグモグタイム
[9318.729] にゃるらとほてぷ様: がんばれ！！
[9318.868] (S)arunaima: これもう皇帝と回線の相性が悪い説まであるｗｗ
[9320.066] (S)~MISSING_COMMENTER_INFO~: えっぐｗｗｗ
[9320.201] ほしこんぶ: ナイスファイト！！
[9320.415] (S)まてぬい: 地上戦なかなか勝てないな
[9320.929] (S)tomorou_xo: いけるか！ｗ
[9321.584] yukito127: つっよｗ
[9322.057] till1022: つっよｗ
[9322.340] rinori_ddd: お
[9322.617] (S)alohapon: つっよ
[9322.880] (S)Madao2222: つっよｗ
[9323.372] kittakku222: チン最強
[9323.563] (S)未知数みちお: 焦った
[9323.681] (S)meru_sen: つっよい
[9324.029] (S)蛙田いぶき: つよwww
[9324.234] pipi551155: 強すぎ！！！
[9324.631] yukaring052: チンつよ
[9324.653] ももけろ: すご！
[9325.103] bansin404: チン頑張ってる
[9325.252] (S)chiiiiiiiii_: チンつよw
[9325.391] acro_10: チン無双中！
[9325.499] toraware3004: チンえぐいw
[9325.803] (S)トラファルガー激ロー: つよ
[9325.997] himajin_235: つよ
[9326.026] bananapoop3939: つええええええ
[9326.552] (S)こあちあん: 皇帝の無線は丸聞こえなのね
[9326.646] rouhey: チンつゃ
[9326.920] (S)tackey8120: やば！！
[9327.642] マキシマムなハラミ: 変な壁避けようとしたらガバったか
[9327.922] rt340: つよおおお
[9328.128] (S)bonehead51: おおおおお
[9328.415] (S)rinnteiyaa: つよｗｗｗｗ
[9328.650] (S)obisan4646: チン強い！！
[9328.828] (S)rich3352: チンバケモンやん
[9329.008] (S)あっと_: チンつっよ
[9329.233] (S)yukky_games_: つよ
[9329.450] tatisjrfan23: ちん強すぎ
[9329.480] (S)yuchaneru: つよすぎｗｗ
[9329.696] guri473: チンピラつよ
[9330.128] (S)~MISSING_COMMENTER_INFO~: チンつよいな
[9330.676] hiryame: つよー
[9330.914] (S)テバ_02: チンピラやば
[9331.144] (S)ぽふぃん: チンつええ
[9331.364] (S)5cd788: つよ！！
[9332.859] muu_555ty: さすちん
[9333.078] (S)スカイライン乗り: チンえぐいな
[9333.265] (S)ティターナ: チンやっぱすげぇ
[9333.768] (S)アブソルート: 兄バフ
[9334.133] (S)momimomi1129: チーーーン！
[9335.427] (S)shimakyu9: チンつっよ
[9336.919] (S)horizonkkfr: チンです！
[9338.282] horubya: 勘違いしてる？
[9340.043] seiya_410: チンつよぉ
[9340.249] bansin404: チンスゴ
[9341.972] bacchan1112: チン無双w
[9342.636] (S)ごはんよりパンがスキ: チンたのもし
[9345.359] (S)tackey8120: ちんやばすぎwww
[9347.262] leeresky: ワンマンアーミーぴら
[9348.150] (S)でじたま: チン無双や
[9348.415] ももけろ: チン大活躍や！
[9348.915] kittakku222: チンのコールは信頼できる
[9348.982] yuk1ycha: チンつよw
[9352.107] kurisukuro: それはチンです。
[9353.942] (S)yahoo1192: 高速側全滅させてるやん
[9357.222] bananapoop3939: チン流石
[9358.227] sa_tan22: 頼もしすぎーーーーーーー！！！！
[9358.639] (S)_やお_: おいてかれた・・・
[9361.634] (S)そると111: 最近チンピラ強すぎる
[9362.606] (S)suzu25012: ある！
[9364.190] (S)けー353: さすチン
[9366.490] bansin404: チンが最高の活躍
[9366.742] (S)horizonkkfr: チンすごい
[9368.934] (S)meru_sen: いるんかーい
[9370.119] (S)tomorou_xo: 個人医こい！
[9373.290] nekonekotinpo: ありぞ！
[9375.155] マキシマムなハラミ: ノーチャンでした…
[9375.944] ぞのち: チン大黒柱すぎだろ
[9381.612] (S)スカイライン乗り: ぺいん君だ
[9386.765] muu_555ty: これで金貰えるんいいな
[9386.996] bansin404: やっぱりチン
[9387.721] (S)たく也: カニに声似てる
[9397.261] むぎちゃちや: あぁ、、、
[9399.107] (S)masa1671252: 静かだｗ
[9403.354] (S)~MISSING_COMMENTER_INFO~: まちょ・・・
[9404.414] (S)ippaioppi: どうなった
[9405.161] waterpomp: あれ？
[9408.908] gutsguigui: ヤられたのか
[9410.962] pipi551155: ダメだったんかな
[9418.649] sugar3k: 増援来たのか？
[9424.184] satan0120: ナイストライアル
[9431.787] okomatata: ナイファイ
[9433.751] hal_ally: NTよー
[9436.886] konata_3: ぐんぐん失敗かぁ
[9437.592] tyonmageyarou: セイジ頑張って逃げろー！
[9439.330] (S)テバ_02: 横取りきてるんか？
[9443.778] (S)れすポン: fantas22Nt
[9445.729] (S)o_pe_pe: ナイファイやで
[9446.692] (S)bonehead51: チン強すぎる
[9446.999] momoRi_gold: NF
[9449.822] (S)dr_cafe3: お疲れ様
[9452.198] (S)pqsrg327: 少数で挑むのかっこいいよ 
[9452.738] むぎちゃちや: ぐんぐんしたかったねぇ
[9452.934] あいる류: fantas22Gg
[9453.108] (S)そると111: 風呂行った？
[9454.179] (S)クロウズ2: fantas22Nt
[9456.804] syou_16: NT
[9456.868] yukito127: 大穴からライオット来るの警戒しなきゃいけないの辛いなぁｗ
[9458.783] でぃっと_: 指名手配すっきり
[9463.141] (S)トミキチ: ナイスファイトー
[9467.966] (S)スカイライン乗り: fantas22Nt
[9469.382] (S)sagiri_nnn: fantas22Nt
[9471.460] toraware3004: 惜しかった〜
[9479.660] (S)~MISSING_COMMENTER_INFO~: fantas22Nt
[9483.423] (S)ゆーうと: 撃ち合い見れるだけで楽しいよ！ 
[9484.228] konata_3: 人数少なかったしどんまい
[9488.478] 大六天魔王: グレあればすぐ動けないライオットも潰せそうな気もするけどむずいか？
[9489.660] (S)頑者: 想定外過ぎておもろかったな
[9489.901] (S)ネオノアン: 全滅したっぽい、惜しかったなぁ
[9499.108] (S)みずのなか: 指名手配もかぶってそうでまだよかった
[9500.225] (S)patrick1000koo: fantas22Nt
[9505.372] (S)niruka0521: fantas22Nt
[9505.375] (S)れすポン: 静かすぎてミュートかとおもた
[9511.618] dosanko2544: ないふぁい！
[9513.126] yasaigirai2003: ぐんぐんあったな
[9513.958] yukito127: wwwww
[9516.706] nana43: ｗｗｗ
[9516.932] (S)蛙田いぶき: wwwww
[9518.048] meshi_oji: www
[9519.521] Rin_haruchasuki: w
[9520.197] karabina029: ｗｗｗｗ
[9521.637] yukito127: wwwwwwwwww
[9521.653] (S)スカイライン乗り: wwwww
[9521.781] (S)ぽっしぃ: あ
[9522.568] (S)たことまと: wwwwww
[9522.687] (S)元気なデブ: ｗｗｗｗ
[9522.791] (S)alohapon: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9522.959] (S)ccc020202: ｗｗｗｗｗｗ
[9523.163] (S)sagiri_nnn: wwwwww
[9523.197] (S)arunaima: ｗｗｗｗｗｗｗｗｗｗ
[9523.340] (S)ippaioppi: ｗｗｗｗｗｗｗｗｗ
[9523.395] nana43: ｗｗｗｗｗｗ
[9523.437] (S)meru_sen: ｗｗｗｗ
[9523.511] (S)ゆうたくん: ｗｗｗｗｗｗｗｗｗ
[9523.620] nifu80956: ww.
[9523.647] オオゼキ: ｗｗｗｗｗｗｗｗｗｗ
[9523.748] (S)らる_: ｗｗｗ
[9524.401] (S)マルディー: ｗｗｗｗｗ
[9524.575] (S)おいどん111: wwwwww
[9524.630] (S)earl2socks: ｗｗｗ
[9524.664] hal_ally: wwwwwwww
[9525.024] まれい: ｗｗｗｗｗ
[9525.271] yukito127: なにしてんねんｗ
[9525.309] むぎちゃちや: ｗｗｗｗｗｗ
[9525.320] (S)yaman_moonieman: あ
[9525.491] skira1231: 飯食ってるんかな
[9525.540] karabina029: ｗｗｗｗｗｗ
[9525.709] pteryuu: wwwwwwww
[9525.724] (S)べねでぃくと: www
[9525.838] (S)でじたま: ｗｗｗ
[9526.064] (S)chiiiiiiiii_: おいwwwwww
[9526.087] (S)めろん55: wwwwwwwww
[9526.125] (S)Madao2222: やってて草
[9526.355] (S)~MISSING_COMMENTER_INFO~: wwwwwwww
[9526.434] (S)patrick1000koo: wwwww
[9526.505] (S)頑者: ｗｗｗｗｗｗ
[9526.559] (S)takashi1111111: やってるwwww
[9526.644] (S)アブソルート: ｗｗｗｗｗｗｗｗ
[9526.682] (S)ishibashikun: ｗｗｗｗｗ
[9526.890] ichimachi16: wwwwwwwww
[9526.954] (S)スカイライン乗り: ナイチンwwwww
[9527.160] (S)もふーお: ｗｗｗｗｗｗｗ
[9527.377] Rin_haruchasuki: チンw
[9527.912] (S)kibou_nisekoi: www
[9528.045] (S)白湯飲みたい: wwwwww
[9528.167] yabu_sai: wwwwwwwww
[9528.273] (S)dubstract: チーン！
[9528.392] (S)オレティンコスモール: やはりモズ
[9528.666] (S)ippaioppi: キモセンｗｗｗｗｗ
[9528.702] syou_16: wwwwwwwww
[9529.155] (S)地縛神ポンタリウス: ナイチンｗｗｗ
[9529.274] たこ焼き25897: wwww
[9529.347] kurobuchimegane_: wwwww
[9529.384] (S)きとみみん: www
[9529.402] (S)catina5456: ｗｗｗｗ
[9529.489] pipi551155: ナイチンwww
[9529.924] (S)bonehead51: wwwwwwwwwwww
[9530.033] svarog176: ないちーんｗ
[9530.123] (S)horizontal_ark: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9530.367] 10花: ｗｗｗｗｗｗｗ
[9530.558] ももけろ: wwwwww
[9530.653] (S)真なる我: ｗｗｗｗｗ
[9530.731] till1022: ｗｗｗｗ
[9531.211] rinori_ddd: wwwwwww
[9531.313] (S)to9ton: ｗｗｗｗｗｗ
[9531.475] (S)sunasuke: 署長？？
[9531.547] (S)meru_sen: なにしてんだｗ
[9531.697] (S)arunaima: キモセンｗｗｗｗｗｗｗ
[9533.384] (S)chidoriris: omg
[9533.484] (S)めろん55: キモセンやってんなぁwww
[9533.486] (S)acane_zutomayo: ちーーーーん
[9534.337] (S)カメモチ: www
[9535.178] (S)rebecca_76star: ちーーーーん
[9535.178] umechan4989: これはひどいｗｗｗ
[9535.531] (S)八咫烏: ｗｗｗｗｗｗｗ
[9536.007] (S)chiiiiiiiii_: キモセンさすがだよw
[9536.214] (S)yahoo1192: ナイチンとプリズンで会える！w
[9536.224] (S)かぐらんチャン: ないちーーん！
[9536.305] (S)lulufette: キモセン流石だよｗｗｗｗ
[9536.333] hikarinxxxx: 首にしろｗｗｗ
[9537.453] (S)rinko626: 記憶がぁ
[9538.492] (S)5cd788: うちのNo2になにしてんだｗｗｗ
[9538.636] (S)碇のあ: wwwwwwwwwww
[9538.828] rinori_ddd: ちーん！
[9538.994] EAA_loss_age: ふぁっ！？
[9539.606] meshi_oji: あんたベテランやろw
[9539.874] (S)アブソルート: プリズンで会える
[9540.822] yuk1ycha: 草
[9540.832] yukito127: 治療してもらえねぇｗ
[9541.083] (S)roujint0521: チーーーン！！
[9541.860] (S)~MISSING_COMMENTER_INFO~: キモセンｗｗｗｗ
[9542.690] らんぼー2: こいつやってるwwwwwww
[9542.875] (S)harahara0: マジかwwwwww
[9544.164] (S)kafuka15: ｗｗｗｗｗｗｗ
[9545.289] (S)atui_samu: 終わってるｗｗｗｗ
[9545.501] (S)kurao_supportsen: 闇堕ちきちゃー
[9548.193] (S)horizonkkfr: ナイチーン
[9548.234] (S)Madao2222: ほんとブレないなｗ
[9548.714] (S)蛙田いぶき: さすがだww
[9548.835] (S)ティターナ: wwwwwwwww
[9549.413] まれい: プリズンに送れば送るほどいい
[9549.442] (S)八神みや: なにやってんだｗ
[9550.624] (S)arunaima: キモセンやばすぎｗｗｗｗ
[9550.911] (S)カメモチ: 最悪だよw
[9551.630] wander__wander: @テバ_02 2窓しながらそれ言うのは鳩だよ？
[9552.197] (S)chiiiiiiiii_: ガチ焦りwww
[9552.267] (S)シルニカ: キモセンさすがやな
[9553.121] hikarinxxxx: 何故間違えるのか
[9553.264] ~MISSING_COMMENTER_INFO~: キモセン安定でおもろくて好きw
[9553.843] (S)もっとのっと: mozuメンバーに手を出すとは
[9554.033] hal_ally: 大パニックw
[9554.251] nogupizza: チンガールーーーー
[9555.130] kawatoto3: なにしてんねんw
[9555.347] (S)kannzaki8: 終わってるか
[9555.528] (S)腋汗ビショビショ丸: ナイチン闇堕ちルート
[9555.610] みんみん458: やばすぎwwww
[9555.633] hidegaruru1019: モーーズのNO.2だから...
[9556.241] (S)ティターナ: やってるwwwwww
[9556.589] (S)ippaioppi: 署長テンパってるｗｗｗｗｗ
[9557.257] (S)頑者: まじでやってるｗ
[9558.383] (S)gorigorimandayo: 初めての人かよwww
[9558.590] svarog176: プリズンで尻筋鍛えてそう
[9558.604] (S)horizonkkfr: キーモットwww
[9559.132] (S)acane_zutomayo: プリズン行く回数は多ければ多いほどいい
[9559.380] (S)igyuigyu: 刑期は長ければ長いほど良い
[9562.080] (S)カニピザ: Ｎｏ．2が
[9562.723] (S)2坪: 流石だｗｗｗ
[9563.512] ジョンスミス01: 署長わたついてる笑
[9564.331] (S)かぐらんチャン: ifMOZUルートきた
[9564.548] tomotomo6969: ないちん、、
[9564.578] (S)こしつぶのハーフちゃん: ｗｗｗ
[9564.684] (S)スカイライン乗り: キモセンおもろwww
[9565.170] nisi2491: ランク６なのかあ
[9565.175] (S)chidoriris: テンパってるw
[9566.091] yukito127: くっそ焦ってるｗ
[9566.388] jedaiyuki: 相変わらずのキモセンw
[9566.602] wandora5: さすがキーモット
[9566.986] (S)takashi1111111: あの人新人？
[9567.283] (S)ちゅるんちゅるん: 送られれば送られるほど良い
[9570.781] umechan4989: めっちゃテンパってて草
[9573.671] a_ryuuku: 元所長何やってるんだw
[9574.631] (S)dekopon2777: 流石やキーモットwww
[9576.879] (S)マルディー: キモセン初心者じゃないんだからさぁｗ
[9577.667] (S)sugar0096: sugar0096 subscribed at Tier 1. They've subscribed for 5 months, currently on a 5 month streak! 
[9579.454] 大六天魔王: 走り回ってもどーにもならんよw
[9579.551] (S)鯖侍: シャンダーマもお怒りになるでｗ
[9580.543] (S)suzu25012: キモセンくっそ焦ってて笑う笑笑
[9582.366] (S)alohapon: キーモットｗｗｗ
[9582.428] むぎちゃちや: 刑期は長ければ長いほど良い草
[9584.581] leeresky: キモセンかわいいｗｗｗｗｗｗｗｗｗｗ
[9586.212] loutus00: パニックｗｗｗ
[9589.748] (S)きとみみん: キモセンらしくて良いw
[9590.320] (S)arunaima: キモセンもう大ベテラン警官だろｗｗ
[9592.433] hidegaruru1019: 北署の署長さんでしたね
[9592.474] Rin_haruchasuki: パニックなってるやんw
[9596.582] (S)スカイライン乗り: fantas22Kusa
[9597.300] (S)ippaioppi: 北署はもうボロボロｗ
[9598.462] ~MISSING_COMMENTER_INFO~: ヘマwwww
[9599.389] umechan4989: ｗｗｗ
[9599.609] ももけろ: ww
[9599.680] (S)かぐらんチャン: ヘマをしてw
[9599.743] sugar3k: こういうのがいっちゃん面白いｗ
[9600.377] okey3333: www
[9600.738] (S)~MISSING_COMMENTER_INFO~: wwwwwwwww
[9600.784] (S)こしつぶのハーフちゃん: ｗｗｗｗｗ
[9600.832] syou_16: wwww
[9600.946] (S)カメモチ: ヘマwww
[9602.261] romio_jennaro: ユニオンは旨味より達成感て感じね
[9603.148] (S)FA_UMA: ヘ マ を し て
[9603.357] (S)patrick1000koo: wwwww
[9603.732] 10花: ｗｗｗｗ
[9604.036] gutsguigui: www
