[13.659] 02zegu: ブブ
[6688.333] アンインストール: 石川県もこんな感じな場所あったわ
[6693.119] さっぽさんぽ: 舗装されてるし幅広いから全然マシ
[6693.930] (S)taku_yzfr1: 反射板つけた方がいいね
[6693.935] mikgames2d: 空気がうまそうだ
[6693.967] 4jou_half: むしろ道路広いくらい
[6694.384] (S)senseiabcd: 世界が終わった後みたい
[6700.488] funnydddc: トンビなんてうちの近所にもいるぞ
[6701.605] malionl: トンビって野生でいるんだねぇ
[6703.825] しゆう_エンド: 右側畑ですらないな
[6705.465] GelidiumJellyCat: azamasu
[6706.542] shifoncafe: 建物なんにもねえｗｗｗｗｗｗｗｗｗ
[6706.924] もきち555: 直線で残り2キロくらい
[6707.581] 黒雪: 今の座標わかる方いますか
[6711.763] neon_d99: 電話してるみたい
[6714.514] mahiro_8: 今なら歌うたい放題
[6715.861] kaworuko19: 反射板昨日持ってたよな
[6718.260] ~MISSING_COMMENTER_INFO~: 土地いくらなんだろう
[6720.503] (S)keel_116: 田舎は車も人も自由に道譲り合うからね
[6722.906] (S)やすぽこ: あらためてすごい散歩だわ
[6723.729] habutaedango: 北海道にも似たけしきだなー
[6725.619] Mrk111: 39.936463, 141.068937
[6726.200] さっぽさんぽ: 39.937278, 141.068642
[6727.028] sphere0315: まあ、スマホ構えてるしYouTuberの集団かなにかというのはわかるやろ
[6730.123] 伊頭三左衛門: とんび野生にいなかったらどこにいるんだよｗ
[6730.378] のってる: 杞憂民も
[6733.181] 黒雪: ありがとうございます！
[6734.848] (S)taku_yzfr1: 座標ニィネキさんきゅ
[6736.294] 今夜も赤こんにゃく: 手に食糧持ってる奪いにくる
[6740.205] hiyokko3: 座標すご
[6744.802] funnydddc: そういえば反射素材ついた服欲しかったね
[6746.728] akiaki0612: 大丈夫です
[6747.234] や8: 座標わかるんだ、すご
[6748.455] 記入漏れ: 流石に車に悪いのでちゃんと一列になって欲しい
[6748.494] (S)senseiabcd: 何で電波あるんだ？
[6749.061] dora777777: 暗くなって来たから、もう一気に暗くなるかも
[6751.575] omo7144: 座標にきやべぇな
[6752.882] weeep1: わかるわけねえ～
[6753.405] poposuke: 今日は松尾八幡平駅まで？
[6754.605] (S)taku_yzfr1: 住所設定がないからねこの辺
[6757.343] totokarutyo: 農道かいな
[6762.274] balthazar000: 暗くなったらKSK召喚？
[6762.724] 閃光の: 格ゲーマーって少年の心忘れないんやな
[6765.891] yonayona04: 一台は余裕で通れる幅あるよ
[6770.261] totokarutyo: 北森って聞いたが
[6770.345] neon_d99: 多分北森駅近くのセブンでゴール屋と思う
[6773.653] aranami0: 車に悪いはさすがに？
[6776.382] poyoyon915: この交通量なら大丈夫やｗ
[6776.744] トネ: 泊まるのは安比らしい
[6778.543] Mrk111: 車通り少なめだし二列でも許される
[6778.776] (S)hone253: 前から車来たら1列になるっしょ
[6779.394] 4jou_half: こういう道ワクワクするよなぁ
[6783.732] のってる: 画面暗くなってもgoproの露出の関係だから大丈夫だよ
[6787.047] (S)senseiabcd: こんな世界見れるなら旅やめられんな
[6790.856] spring__thief: あと30分強って感じか
[6796.344] kaworuko19: 呪術はもうよくわからん。。。
[6799.052] (S)taku_yzfr1: よく喋る話題がつきないもんだ、そこはマジ尊敬する
[6800.531] こがや: アンデッドアンラック読んでるんだ
[6800.779] や8: カメラ、GoProなんですね
[6801.366] nosveral: 夜の恐怖は楽しい =)
[6802.957] baystar9377: あとどれくらいなの？
[6803.061] ssGRiDM4N: 呪術は人死に過ぎや
[6803.142] totokarutyo: 北森駅で車乗って安比って感じか
[6803.563] fliege1515: 結構ずっと喋ってるよね
[6804.613] ずんころもち: すごい風景
[6807.510] shifoncafe: まだあるなー
[6813.048] (S)ノア1844: 車も全く通ってないですけど、夜だったらマジで危なそうですね
[6815.673] malionl: 車こなすぎてでっかい歩道と化したねｗ
[6822.712] あんころーる: ハンターも呪術も単行本買わんとキツイ
[6823.757] GelidiumJellyCat: そうなん？
[6824.608] forthemoment_elt: 呪術はなんか変なゲームになってからみてないなぁ
[6824.724] (S)黒光り肉の: 普通の散歩なら神ルート
[6835.156] ddb365: ２年生出てきたとこでやめた
[6840.822] tatyuhiko_2525: あーここら辺ほぼ何も無いw
[6841.387] omo7144: 田舎民はそんな悪い奴いないから大丈夫
[6842.952] (S)taku_yzfr1: カフェさんあんまり写真に夢中にならないように
[6846.414] xojan1: 雲おっも
[6846.724] 芋之山: 今はサカモトデイズが熱くない？
[6849.447] sakai_jin2020: 嘘やん
[6850.465] (S)kuroji61: 車はまあまあ通るな
[6850.769] (S)まとご: ここらの畑、何を栽培してんだ
[6852.121] chandio2251: もしかして明後日くらいにはゴール？
[6854.244] アンインストール: ここ地元民でも自転車やろな
[6855.563] lun__01: オタクの教養
[6856.759] funnydddc: 野生の馬とかいそうな光景
[6857.737] (S)kkshkk: w
[6858.142] sistersguitarreplica: わかるwwww
[6858.300] fliege1515: ｗｗ
[6859.453] np2np: www
[6859.535] pengetop: ｗｗｗ
[6860.215] (S)taku_yzfr1: 基本縦列守った方がいいよカフェさん
[6862.338] (S)wankoro_moti: ｗｗ
[6862.423] chachachakoma: ｗｗｗ
[6863.058] neon_d99: しょーもなくはないだろｗ
[6866.088] yonayona04: 俺も70巻まで読んだわ
[6866.433] (S)mart_00_: おもろいよなw
[6866.743] GelidiumJellyCat: あれしょうもないん？
[6867.164] nmasa: スラムダンクの方よめ
[6867.621] icyblue1985: 分かるわｗ
[6868.258] iaheunanjda: もけのスラムダンクの感想すごかったな
[6869.027] balthazar000: 広告からドン全巻買っちゃったよw
[6869.407] (S)まとご: 静かなるドンは面白い
[6872.375] norishio523: どこら辺まで来ているのでしょうか。
[6874.189] Bon0215: 土曜か日曜ゴールしょ
[6879.134] teruharu_: 熊や猪いても驚かない景色
[6883.443] mahiro_8: 日没との戦い
[6884.273] (S)kkshkk: 静かなるDは大丈夫?
[6884.655] (S)ディコトミー: 娯楽に雑なシュートw
[6885.427] xojan1: 寒そう
[6885.707] デス動画勢: 今日はあと何 Km
[6886.096] omo7144: カフェさん右がええな 車避けるのに気をるけないといけないから
[6886.859] (S)taku_yzfr1: 日曜日の弘前公園は行きたいなぁ
[6896.273] (S)マンゴスチン: 素晴らしくなんもない
[6899.880] のってる: 山王戦でスラムダンク読むのやめれるもけ
[6900.224] ryota9606: 流川死ぬの何巻だっけ？
[6902.114] (S)ノア1844: 1812
[6902.608] poposuke: 18:12
[6903.377] tanutanu_3: 静かなるドンはマフィア後が微妙すぎる
[6903.426] neon_d99: 18時すぎ
[6903.445] softoika: 何も灯りないね
[6903.745] balthazar000: 18:12
[6904.012] totokarutyo: 八幡平市野駄っていう地名らしい
[6904.549] アンインストール: 18時12分
[6905.839] v_harumi_v: 18：12
[6906.883] (S)黒光り肉の: 6時12分
[6907.715] ラリメモ: 18:12
[6908.253] kuuachan: 1812
[6908.484] IKEPON_: 今現在午後6時12分
[6910.700] (S)まとご: 日曜の弘前公園って場所取りしないと花見できなくない？
[6911.001] (S)taku_yzfr1: HypeSleep
[6911.238] LEE4646: 18/12
[6911.258] 吉田ジャスティスカツヲ: しゅーとはイナイレ世代だよね
[6911.885] (S)hone253: 静かなるドンはライン漫画で令和の学生の間でブームになったらしいね。
[6915.218] 4jou_half: もうそんな時間か
[6916.852] (S)m1s4m0: 18時12分
[6918.667] lun__01: mada
[6921.586] fliege1515: がんばてー
[6921.597] teruharu_: 順調
[6921.836] syugi3: おーまじか
[6924.011] lun__01: 結構明るいな
[6925.213] (S)taku_yzfr1: がんばえー
[6926.169] (S)黒光り肉の: D耐えろー
[6928.010] レクター泣かせ: ラストスパート！
[6929.566] tatyuhiko_2525: 暗くなる前には着きたいね
[6934.086] softoika: 日没はいつ頃だろう
[6934.579] tanutanu_3: 中山秀征がドラマやってたな静かなるドン
[6939.540] akiaki0612: 関東より明るいな
[6941.325] omo7144: あと何キロくらいだろ
[6941.683] chanmipoin: ヤフーニュースの記事で地獄のデスマーチとか言われてて笑うわ
[6943.606] mgrppaso: 今日ホテルどこなんだ
[6944.928] mahiro_8: Dさん、、
[6946.278] neon_d99: カフェし先導か
[6950.128] baystar9377: アールさんがんばってください
[6950.402] poposuke: 宿は安比高原
[6951.171] のぞみくん: なんか光ってる
[6955.715] (S)moto357: 駅までならあと3Kmぐらい
[6959.494] (S)taku_yzfr1: 車からしたらバラバラの集団怖い
[6959.857] アンインストール: 中山秀征から突然香川照之が主役に、逆かも
[6961.529] redbull_daisuki: ダンゴさん死にそうなの？
[6962.497] tanutanu_3: ここでテント泊
[6967.075] mgrppaso: リゾートホテルか
[6968.123] totokarutyo: あと３キロくらい
[6969.824] (S)dufushi: カフェさんの先導頼りになるな
[6970.319] pengetop: 安比高原までは車でいくのかな
[6972.047] ラリメモ: 横浜は暗くなり始めました…皆様気を付けて
[6973.711] (S)taku_yzfr1: ん？
[6975.923] ddb365: Ｄがんばれー
[6975.941] kyu_725: 東京より明るいな
[6975.943] (S)hone253: だんごさん…w
[6977.197] lg99632: この辺暗かったらマジ暗いだろうな
[6978.606] noveske0713: 結構明るく見えるのはカメラ性能が良いからか
[6978.824] redbull_daisuki: hs001D
[6979.426] のぞみくん: だんご…
[6979.959] もきち555: D限界じゃんｗ
[6980.173] (S)kuroji61: Dさんがんばれー
[6980.484] トネ: 上りだしね
[6980.888] omo7144: 1時間弱か
[6981.772] neon_d99: だんごさんもう止まれないぐらい疲れてるｗ
[6983.837] daruma2597: おじいちゃんの足取りになっとるD
[6987.434] バツイチ三十路侍: それでもだんごはとまらない
[6988.023] datyuranosuke: 止まったら終わりそう
[6989.198] lun__01: 直進のD
[6989.433] tanutanu_3: 実際は結構暗そう
[6989.660] (S)rm_rf__: 一気にトップに
[6990.667] xojan1: 田舎で浮きすぎててわらう
[6991.477] (S)まとご: 太陽、１時間は待ってくれんだろうなー
[6992.186] もきち555: これは折笠のときと同じ
[6992.757] (S)noboooooooooru: 交互にすれ違えばいいのに
[6994.251] (S)taku_yzfr1: カフェさん畑入っちゃダメだよー
[6995.750] (S)dufushi: ダンゴ歩けなくなる
[6998.534] gibutzsan: 峠越えはさすがにむりやろ
[7001.965] tatyuhiko_2525: よぼよぼになってきた
[7005.406] orihei: だんごさん止まったら終わるか
[7008.192] totokarutyo: 普通の足なら４５分ってとこか
[7009.844] (S)まとご: 街灯ゼロじゃん。明かりあるのか？
[7014.088] low_single: せめて車来なきゃいいんだけどねぇ
[7016.956] (S)foo_twitch: 草に見えて牧草だったりするんでね
[7017.400] kazuyaxxxxx: ジャンプスクエア
[7020.072] 芋之山: ？
[7021.319] tanutanu_3: 明かりなどあるはずもなく
[7022.220] neon_d99: ？？？
[7023.373] カラメルキッチュ遊撃隊: あと何キロ？
[7025.846] お兄ちゃんお姉ちゃん: 夢は見れたかよ
[7025.865] omo7144: カフェさんがしっかり引っ張ってるなー
[7026.161] mememe10: 農道なんじゃない
[7026.503] np2np: 夢は見れたかよ
[7027.786] embercleave4rr: いい夢見れたかよ？
[7027.925] aranami0: ああ牧草なのか
[7027.999] LEE4646: アニメ好きだった
[7028.688] (S)raurakd: 野田さん好きそうw
[7028.890] yonayona04: いい夢見れたかよ？
[7029.288] donnori_konos: いい悪夢は見れたかよ
[7030.082] 今夜も赤こんにゃく: 懐かし
[7030.733] largsrn: 誰も読んでいない
[7033.106] akaao123: 雷帝だっけ
[7033.199] (S)がーこ: 野田氏すきそー
[7033.821] 4jou_half: いい夢見れたかよ？
[7036.402] (S)めそたん: ゲットバッカーズ懐かしすぎるww
[7036.615] nidogami: 雨ふらなかったー？
[7037.230] ebifuryai: ヘッドライトほしいね
[7037.315] こがや: アールさんっぽい
[7037.491] usa451: 医者
[7037.585] datyuranosuke: 結構前の漫画だな
[7038.582] kirakiracat331: ばんちゃんな
[7039.344] ~MISSING_COMMENTER_INFO~: konohamaru
[7039.974] kaworuko19: 雷帝な？
[7041.750] (S)kentama11: 邪眼やな
[7042.772] スーパー対魔人4: 野田さんハマりそうじゃない？
[7043.120] 芋之山: ゲットバッカーズはええよね
[7043.543] koudou3: しかしまあよく7日も話続くよな
[7043.564] kyu_725: 野田はもっと尖れ
[7044.552] sagamihara_a_a: がんばれ元気読んだ奴おらんのか？
[7045.078] nabe555: 内藤先生はトライガンだよ
[7045.473] balthazar000: ゲットバッカーズと鬼目のKYOは読んだよな
[7049.309] jackeryna: アールさん好きそうｗ
[7049.886] (S)めそたん: バビロンシティ
[7050.859] 閃光の: 握力のやつ
[7051.533] right_8: セリフの言い回しがアールさん、好きそう
[7053.053] neon_d99: 血界戦線は別やろ
[7054.631] as6623: 雷帝に邪眼はアールさん向き
[7056.886] xojan1: あれ全部夢オチにできてずるい
[7057.256] だいす_: 牧草畑入ったら大損害あるからまじきをつけろ
[7062.627] SleepShiva: あの漫画はさすがに頬が赤くなる
[7063.748] あんころーる: 亜人の鈴木について
[7063.883] neon_d99: そうそうトライガンの人
[7065.444] mikan_otoko: トライガンの内藤先生やろ。
[7071.129] datyuranosuke: 血界戦線はトライガンや
[7072.212] (S)めそたん: ブードゥーチャイルドとか意味わからん厨二要素盛りだくさんだった
[7072.482] (S)raurakd: クスッ…でお馴染みの奪還屋
[7076.383] Bon0215: 魔界都市ハンターとかみてないのか
[7078.696] nidogami: ブッコミの拓世代
[7080.058] moricocoa: KYO
[7081.300] meganesandesuyo: 今のマガジンは...
[7081.722] ddb365: カメレオン？
[7085.710] (S)Maloneal: だからアールさんそんな感じなのか
[7086.239] (S)mart_00_: セリフがねw
[7087.658] もきち555: カフェはなんで左側にいるの？
[7088.816] fliege1515: 割と元ネタだよね格ゲー界隈
[7089.500] (S)raurakd: 限界突破やん
[7089.939] (S)成吉大: カメレオンは厨二だったか・・・？
[7089.954] お兄ちゃんお姉ちゃん: サムライディーパーKYO
[7090.674] 蟹右手: サムライディーパーってなんだよ…
[7091.042] ぐぐっす: 限界突破
[7092.919] 戸愚呂妹: あったなあ
[7093.582] kaworuko19: samurai deeper kyoな？
[7093.651] right_8: アールさんは永遠の厨二
[7094.647] (S)めそたん: KYOあったなぁ〜
[7094.930] こがや: アールさん好きそうすぎるw
[7095.176] tatyuhiko_2525: (´ー｀*)ｳﾝｳﾝ全部知ってる
[7095.228] lun__01: サムライディーパー京
[7095.228] 芋之山: サムライディーパーKYOか
[7098.121] Mrk111: なつすぎる
[7099.442] habutaedango: けっこう車とおるなー
[7100.366] usa451: 壬生
[7101.056] しゆう_エンド: GTOが流行った頃ですね
[7102.650] (S)fortis600: カフェさん右側歩かせたほうが良いよ
[7106.140] kenkyonaninja2: SAMURAIな
[7106.270] jmyswrows: 女キャラがエロい
[7107.974] (S)taku_yzfr1: カフェさん忠誠心高すぎて社会を見てない
[7108.278] れんぞね: ムキムキの伊達政宗出るやつか！
[7108.960] tamago0326: トライガンのリメイク不評だな
[7109.129] uguisupan1192: エアギアとかな
[7110.391] redbull_daisuki: しかし広いなぁ
[7112.838] セルゲイブブカ: エロイんだよなぁ
[7113.372] ドリアンくん: ゆらさんがかわいかった
[7113.837] mogai555: エッチの間違いでは
[7113.881] 閃光の: 特攻の拓
[7114.194] seikeihanaobasan: Kyo今でも好きだ
[7116.988] chin_56_: 烈火の炎
[7119.081] や8: 車通りが結構ありますね
[7119.189] iaheunanjda: それかゲットバッカーズかみたいなところある
[7120.260] (S)hone253: エアギアなついw
[7120.276] aranami0: アールさんサイコとか好きそう
[7123.487] embercleave4rr: 無明神風流な
[7123.785] 芋之山: おおぐれいと
[7125.428] (S)yukke85: 「！？」がめっちゃ多い印象
[7127.195] 敷地: !? マークすき
[7128.029] balthazar000: エアギアあったなぁ。話が最後とんでも無くでかくなってたな
[7131.979] スクルドちゃん: タフが出てこないな
[7131.992] Mrk111: スクールランブルとかの時代だっけ
[7132.588] akinikuihuku: 天上天下
[7133.538] fliege1515: おおー
[7133.841] 2bs_02: お前にも聴こえたか───風の───声を───
[7134.207] seikeihanaobasan: あの時期一瞬ジャンプ超えたんだよな
[7135.394] (S)pinkdark01: エアギアのラスボス戦好き
[7137.921] Phenomer: エアギアみた後マジで靴で飛べると思ってた
[7138.238] neon_d99: あの辺キバヤシ担当なんだっけ
[7139.019] mozuk310: サムライ要素ほぼ無いあれか
[7139.586] blackie_1988: ゲットバッカーズ相当だった
[7142.320] 閃光の: 破壊王ノリタカ
[7144.714] (S)pos888: 読んだはずなのにほとんど覚えてない
[7145.174] kaworuko19: まーじか
[7145.782] Bon0215: 魔界都市ハンターおもろいから見てほしい
[7146.365] (S)omochi1111: おお
[7146.436] koudou3: へー
[7146.467] (S)クラクラ777: すげえええ
[7146.602] ゆうマン: 破壊王ノリタカ
[7147.211] LEE4646: マジかｗ
[7147.276] ishiwata1234: すげえ
[7147.374] nonsandayo: いいなぁ
[7147.392] balthazar000: ？
[7147.502] fliege1515: なんそれ！
[7148.327] (S)がーこ: マジ？
[7148.420] 1108044k: まじでｗ
[7148.717] mogai555: 深夜アニメでKyo→あずまんが大王でみてたわ
[7149.099] れんぞね: まーじか
[7149.355] aranami0: すげえ
[7149.499] chachachakoma: まーーーーじか
[7149.508] (S)めそたん: すごい
[7149.641] (S)ノア1844: ｗ
[7149.909] kazuyaxxxxx: えー！！
[7150.358] (S)やすぽこ: へぇ～
[7150.685] bobby_yano: マジｋあよ
[7150.865] ddb365: なんそれｗ
[7150.941] oyatu_2454: まーじか
[7151.187] (S)brutal9998: へえー
[7151.286] akaao123: 激烈バカ
[7152.238] omo7144: 街が見えてきたーーーー
[7152.391] IKEPON_: なんで！？笑
[7152.884] (S)taku_yzfr1: 歩いてる人が写真撮るのに突然後ろ向いて止まるのも怖いよ車からしたら
[7153.743] (S)sarasaty135: 忍空好き
[7155.510] (S)hone253: すごい人脈やw
[7155.671] スーパー対魔人4: まーーーじか！！！！！
[7155.718] usa451: ルーシー・モノストーン
[7155.910] メトロシティの研究者: ずるー
[7159.270] xxzoids: まーじか。
[7159.633] golowthe14th: なんかすげえよい感じの村やん
[7160.676] balthazar000: KYOアニメあったんだw
[7161.030] lapistaxx: 不思議な縁だねえ
[7162.001] kaworuko19: マダラは読んでたよ
[7162.011] のぞみくん: すごい
[7163.123] 芋之山: これはマウントですよ
[7163.177] ラリぶべぼ: マガジン好きだったのね
[7163.650] (S)マルい: ほぼ他人
[7167.194] omo7144: RPGだなー
[7167.706] malionl: 海！？
[7168.405] (S)hone253: 多重人格サイコ懐かしいな～。最後どうなったんだ
[7169.115] tamago0326: ァじか
[7170.253] towatakun: マダラからファンです
[7172.516] (S)めそたん: サイコ描いてるひと普通な感じなんですか？
[7174.325] ノアール: 田島昭宇！なつかしい。。
[7178.115] アンインストール: マダラのが有名
[7179.601] (S)brutal9998: サイコは最後までついていけなかったなあ
[7180.645] tanutanu_3: 魍魎戦記
[7181.929] ddb365: アールさんコロコロ派？
[7183.596] (S)taku_yzfr1: 魍魎戦記
[7184.249] 戸愚呂妹: 脳に花植えるやつだっけ？
[7189.178] datyuranosuke: マダラのゲームやったな
[7189.300] aranami0: 脳に花植えるやつで衝撃をうけた
[7189.984] kazuyaxxxxx: 最後まで見ました？
[7192.404] kaworuko19: 雨宮和彦？
[7195.943] totokarutyo: 常仁勝
[7198.457] taiyaki_ltd: そういえば、対ありでした。のアニメ化ってどうなったんだろ
[7199.703] 芋之山: サイコ読むと自分にバーコードないか探すよね
[7200.307] seikeihanaobasan: ラブひな
[7204.075] mozuk310: サイコは内容えぐ過ぎて誰にも勧められない
[7205.129] 1108044k: 小林っていたっけ
[7205.517] koudou3: あれ18禁だか15禁で飼おうと思って売ってくれなかった思い出がある
[7206.085] ebifuryai: カフェさん疲れ感じさせないな
[7206.198] nogonogo: ブラザーズ好き
[7207.003] (S)成吉大: サイコは凄かったな・・・
[7208.999] ame512: カフェさん余裕だなぁ
[7209.127] nikorinko: カフェさんムーミンっぽいんだよなあ
[7209.638] のらねこさん: マダラはどろろが元ネタ
[7209.841] embercleave4rr: アールさん西園テトラ好きそう
[7211.069] (S)クラクラ777: おまえもスペアだ
[7215.467] (S)めそたん: バーコードのやつね
[7215.629] kaworuko19: 頭にバーコードあるよ
[7218.902] (S)brutal9998: 西園真二だっけ
[7223.962] 閃光の: ボーイズビー
[7223.969] nosveral: 虫の声を聞く楽しみ ?
[7225.406] (S)dufushi: カフェトークいこか
[7226.473] makurag: サイコの終盤酷かったなー
[7227.450] まめへび: 大体脳みそ露出してる
[7229.323] neon_d99: 何の音
[7230.267] 失地王: グロ漫画のコーナー？
[7231.020] 戸愚呂妹: 髪が…
[7231.698] お兄ちゃんお姉ちゃん: 車結構通るね
[7231.742] こんぽち: カフェさんの歩き、安定感すごいな
[7233.272] SleepShiva: お洒落にしたすぎるダサさがね
[7235.615] kaworuko19: ブラザーズもよかったよな
[7237.407] akiaki0612: ウイーーーーん
[7237.410] golowthe14th: 宿の人に歩いてきたって言ったら毎回びっくりされてんのかな
[7237.542] neon_d99: 脱穀でもしてんのか
[7238.246] (S)kkshkk: いいね
[7241.359] ame512: パソコン壊れたかと思った
[7243.357] yut7xot8: カフェトーク！！！
[7243.433] (S)ｾﾀﾒﾝ: この辺暗くなったら明かりないな
[7245.023] lun__01: カフェさんインタビュー
[7247.834] fliege1515: カフェさんお話しよ
[7247.836] koudou3: くれよ カフェトークをよ
[7248.049] tentough: 足、痛
[7248.782] 今夜も赤こんにゃく: 甘やかす極意
[7249.260] れんぞね: カフェトーーーク
[7250.671] ame512: 聞きたい
[7250.803] muucrs: いいね
[7251.176] kino883: カフェトーク！いいね〜
[7252.843] 戸愚呂妹: ダンゴさんイントロクイズしてる？
[7252.909] yonayona04: インタビュアーアール
[7253.264] feel2525: カフェ氏に迫る
[7254.677] (S)メタルぱんだ: 追いつかないｗｗ
[7256.116] neon_d99: あ
[7256.609] totokarutyo: 人家のあるところまでもう一息だよ
[7257.210] aranami0: カフェ氏が何者か未だに知らない
[7258.538] トネ: カフェトーク
[7259.127] mikan_otoko: 田舎道なのにクルマ通るなぁ
[7259.374] (S)まとご: なにこれ？サイロ？
[7260.693] xojan1: ＡＴフィールド張ってる
[7262.062] sakai_jin2020: なんでバーディなのか
[7265.191] fliege1515: はやいｗ
[7265.218] ~MISSING_COMMENTER_INFO~: juja3
[7265.640] (S)kuroji61: 牧場やなぁ
[7270.281] (S)dufushi: アールさんとカフェさんは相性が良い
[7271.662] こがや: kafe
[7272.501] (S)brutal9998: いかにしてカフェがこんな忠誠心を持つに至ったのか
[7274.304] blackcoffee0821: カフェさんとの出会いって
[7284.616] koudou3: カフェ とは
[7286.805] gibutzsan: でっかい牛舎
[7288.912] こがや: カフェさんはなんでそんなに足腰強靭なんですか・・・？
[7292.214] (S)dufushi: ｗｗｗ
[7292.619] weeep1: カフェとは
[7292.837] genosaurer0228: 有能仕事人
[7292.903] neon_d99: 草
[7293.544] akinikuihuku: 名前の由来は？
[7294.263] (S)やすぽこ: 草
[7295.535] (S)将門ゴルゴロ: ｗ
[7296.589] v_harumi_v: わーい！
[7297.263] レム__: 入籍！？
[7297.267] aranami0: 嫁入りきたぁ
[7298.084] kaigaizei: 初夜かな？
[7300.855] ペプシ男: ADカフェさん
[7302.625] (S)dufushi: そういうところもかわいい
[7303.096] fin_fannel: 嫁入りw
[7303.652] Planetrollcall: 渋いねぇ～
[7303.752] v_harumi_v: 聞きたい聞きたい
[7304.665] (S)pinkdark01: なんでバーディーなんですか？
[7305.955] forthemoment_elt: 謙遜
[7306.254] kaworuko19: 色んなとこに現れるが、ベールに包まれた男
[7307.397] koudou3: かわいい
[7307.860] neon_d99: カフェさん行軍の経験でもあるの？
[7307.870] スーパー対魔人4: 実際カフェさんのこともっと色々知りたいよね！！
[7308.796] あんころーる: 個人的に初登場キャラ
[7309.101] enuemu3: 嫁カフェ
[7309.957] ishiwata1234: アールさん聞き上手だなぁ
[7310.567] golowthe14th: コレだけ見たら完全にそういうドキュメンタリー
[7312.438] sakai_jin2020: カワノに似てるよね
[7313.481] Hikaru_256: 実は何者か良く知らないので教えてください
[7313.755] rxz_2017: 歌に乗せて語ってもいいのよ
[7314.964] (S)kuroji61: そもそも何者なんだ…
[7315.017] onesolo52: 実は凄い経歴とか言ってたけどその辺
[7316.409] レム__: 無敵
[7318.282] (S)まとご: ７日目にして初トーク
[7318.650] こがや: 全然ない！？
[7319.488] muucrs: すご
[7319.647] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[7320.672] HirocoT: 全然！？
[7320.959] xojan1: キャラと体力のギャップおかしいやろｗ
[7321.870] (S)闘劇のアルベルト: 充分オモロいよカフェ
[7322.137] datyuranosuke: すげえ
[7323.132] weeep1: 低メンタル
[7323.978] (S)やすぽこ: 超人か
[7324.590] Planetrollcall: 全然ないのすげえ
[7324.621] (S)hone253: ダメージ0www
[7324.875] myodent21: ないのかよすげぇ
[7325.159] (S)成吉大: すごいな
[7325.665] GG_sensay: つよ
[7326.549] (S)ancehutn: すごいｗｗ
[7326.748] usa451: DMをおくるな
[7327.318] のらねこさん: 足すげーな
[7327.373] (S)kkshkk: 気を張ってるよね
[7327.455] LEE4646: ダメージ具合はメンタルなんだｗ
[7327.537] fin_fannel: 精神w
[7327.572] bikibiki999: 肉体ダメ無いのか
[7327.794] アンインストール: ゲイものに見える
[7328.529] aranami0: すごすぎるｗ
[7328.894] レム__: 意味が分からない
[7328.962] syugi3: すげえ
[7330.032] あんころーる: 何故メンタル
[7330.628] 失地王: 一人４んだし
[7330.786] qq_taro: 全然無いw
[7330.942] blackcoffee0821: 世話
[7331.196] こんぽち: 体が大丈夫、がすげえ
[7331.294] (S)がーこ: 細々とメンタル
[7331.673] v_harumi_v: 疲れるとメンタルきたりしますよね
[7331.963] (S)クラクラ777: 足はぜんぜん・・・
[7333.106] のぞみくん: メンタル？！
[7333.540] myodent21: メンタル、、、
[7334.227] トネ: 強者すぎる
[7334.786] umesecond: ｗｗｗｗ
[7334.966] ishiwata1234: 色々裏方してるからね
[7335.242] oyatu_2454: 鋼の肉体すぎるだろｗｗｗ
[7335.431] golowthe14th: 1週間他人と一緒にいるとな
[7336.935] (S)めそたん: メンタル！？
[7337.301] masarin763: こんだけのメンツをなびしないといけないからね
[7338.307] komay38: 君たち赤ちゃんのおもりしてるから
[7338.532] fliege1515: ﾍﾟﾀﾝ
[7339.313] (S)dufushi: 気疲れするポジションだよね
[7340.284] Planetrollcall: お母さん…
[7340.532] jojojoy001: ・・・
[7340.718] weeep1: ｗｗｗｗｗｗｗｗｗ
[7341.642] rxz_2017: そらカフェさんが一番気を使ってるわ
[7343.778] low_single: 一番調べ物してるし
[7343.990] レム__: ｗｗ
[7344.401] usa451: ｗｗｗｗ
[7344.489] (S)めそたん: なるほど
[7344.674] ddb365: ｗｗ
[7344.850] 蟹右手: 忠誠心ってすげー
[7344.988] (S)クラクラ777: ｗ
[7345.570] umesecond: そこ？
[7345.985] v_harumi_v: あらら
[7346.000] (S)ancehutn: ｗｗｗｗｗｗｗｗｗ
[7346.045] HirocoT: 生命線！
[7346.160] (S)kkshkk: わかるよー
[7346.231] LogicalDashGG: wwww
[7346.439] あまる_333: ｗ
[7346.454] (S)メタルぱんだ: ｗｗｗ
[7346.765] neo_jsk: からだ鍛えてる？
[7347.040] さっぽさんぽ: ｗｗｗｗ
[7347.067] (S)dorayann: ｗｗｗ
[7347.136] のぞみくん: 忘れ物かあ
[7347.179] こんぽち: メンバーのせいじゃんｗ
[7347.377] ishiwata1234: wwwwwwwwww
[7347.598] (S)成吉大: 毎日電話がかかってくるｗｗｗｗ
[7347.690] kenkyonaninja2: あー
[7347.787] degajun: 忘れ物ｗ
[7347.995] mamimemou: ｗｗｗｗｗ
[7348.204] anonymouse79: ｗｗｗ
[7348.230] (S)hone253: カフェさんがミスったら大損害ですもんね
[7348.292] HirocoT: ｗｗｗ
