[20.299] suhifire: おそーいｗ
[9829.582] v_harumi_v: 急なお風呂掃除
[9830.204] shibaponz: あかん、強すぎる
[9832.907] pandasan_power: 本戦よりLCQの方がレベル高そう
[9836.789] milanor03: ノーブル3タテしたら一生風呂掃除できない
[9838.326] isekai7153: 通した
[9840.520] ぺりにうむ: うめちゃん目がしょぼしょぼｗ
[9841.543] パプワ後藤: 日本の層が分厚いっちゅーこっちゃ
[9842.829] sengoku_iori: 今日は床と風呂掃除の日
[9852.476] monpiipop: ほぉ…
[9858.307] peperon17: マゴさんも対策する前は50-25ぐらいで負けてたからね
[9860.225] poposuke: キッチンの匂いはどう？
[9867.547] オワオワタ: うま
[9867.610] isekai7153: まじかよｗ
[9869.493] shifoncafe: うわああああああああ
[9872.049] shibaponz: 通らねぇｗｗｗ
[9873.023] gokukeshi: えらかった
[9873.874] あり0221: 翔くんは相当仕上がってるけど、それ以外は5の時は大体トップ層に負け越してるよ
[9874.168] (S)buretan555: 今のうちに南アランド買っといたらいいんかなぁ
[9875.362] father_theresa: OD当身あるせいで下手に触れんのが辛すぎる
[9875.725] (S)しゃくれ: うあああ
[9875.789] (S)hitmehitme: あーあ
[9875.898] tabibitox: CAだしいった
[9876.040] soutyanneruuu: 優勝
[9876.085] doublepush_da: いっちゃああああ
[9876.982] isekai7153: すげえわ
[9877.329] (S)maya_g01: ああ～～
[9877.886] kobetaf: 優勝
[9877.991] pandasan_power: まーじか
[9879.183] AREA_Yuchiku: 翔にぃうますぎんよ
[9880.033] monpiipop: すげー
[9880.210] nnmdfs: あー
[9880.442] (S)箸くれ: ウワァァァァ
[9880.820] シバキラ: ここでCMうわあああ
[9881.153] chamomile21: かけるにぃいいいい
[9881.780] lunasolnars: つらｗ
[9882.228] (S)fikat_0702: つよい
[9882.620] (S)おかもこ: 翔さんおめ
[9883.139] chin_56_: いった
[9883.599] (S)nhhhe: おめでとーーー
[9883.621] からもこ: まじか
[9883.923] 19ze: つんよ
[9884.097] usa451: 早い
[9885.452] tabibitox: いってらｗ
[9886.424] ギアふっしー: 風呂
[9886.615] (S)しすてむえらー: 風呂掃除
[9887.186] udukitty: 勝ったな風呂掃除してくる
[9887.310] Coedawg: umeCossack
[9892.187] chichichichiro: かけるおめでとおおおおおおお
[9892.600] パプワ後藤: つよー
[9892.968] yunomi_desuuuu: 強かったなぁ
[9893.333] usa451: 最速風呂掃除
[9894.582] umetyaahan: でもノーブル押してるよ
[9897.196] ukir02: 翔気持ちよく終われ
[9903.214] takahashiseigi: 隙を生じぬ二段構えの翔
[9906.158] jtbgm: SFLも組み手も出ずに、時間に余裕があるのに、解説に出ないのはなんでだろう？
[9910.568] Ceciltaisa: 5の戦績とか意味なし
[9911.601] taco8ci: 掃除原
[9915.671] comment3: 勝ち確風呂掃除
[9917.416] yamanashi_sp: スト６がちゃんと、見て面白いゲームにもなってて良かった
[9920.587] パプワ後藤: ソジハラ
[9921.368] ギャﾉﾚ: 南アフリカ遠征つらくね？
[9921.403] chin_56_: ｺﾞｿｺﾞｿ
[9922.709] 19ze: 押してるようには見えないな
[9924.836] jigen0104: なんででもいいだろ 気にするな
[9925.750] pandasan_power: 解説別にやりたくないからやろ
[9931.343] ilm0806: ボンとガチに仕事いくじゃん
[9932.647] あり0221: 5の戦績までじゃないと招待なんてできないだろ
[9934.138] ケングー: 解説苦手っていってた
[9937.436] ギアふっしー: JP色々弱体化してくれ
[9938.106] (S)箸くれ: 画面買い風呂掃除配信
[9946.124] shokugo55: 全力少年
[9947.315] (S)dohyaaaa: 本選に鉄拳のアッシュとかスマDXのレッフェン出るのすごい
[9948.168] isekai7153: 解説出るより配信してくれたほうがありがたい
[9953.537] teruharu_: ｶﾞｻｶﾞｻ
[9953.705] (M)(S)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[9953.740] 超パンダ: 南アフリカって象とライオン以外なんかあるの？
[9955.343] ei1eN: 居酒屋配信ならできる
[9955.462] twitchyarutch: 適任者他にいっぱいいるしね
[9964.153] CARNO_JPN: 解説で最強武器をされても、はめこさんも困惑するでしょ
[9977.716] bikibiki999: 若手に席を空けてるのもあるんじゃないかな
[9982.936] yamanashi_sp: アパルトヘイトがある
[9983.021] sh1zuku716: 他のブルメンバーは出るからうめさんは断った？ｗ
[9990.519] lunasolnars: 解説に行く靴が無い
[9996.497] isekai7153: いてえ
[9997.140] 1up_kinoko: ハメコさんなら多分武器の話も返せるだろうなｗ
[9998.957] pandasan_power: はめこならモーニングスターの重量教えてくれるね
[10006.668] 19ze: 単純に南アのリスクが高すぎるw
[10009.283] ギャﾉﾚ: レッドブルさん靴もつくってください
[10009.687] yousuke778: ノーブルは昇竜出ないのか？
[10010.746] oryosu: 解説にクロックスで来ないでください
[10015.083] あり0221: ウメちゃんは元々海外遠征嫌いだから。EVOとかCC以外はそんな出ないんじゃない
[10016.081] 1108044k: ウメちゃん呼んでつまんなそうにされても困るしｗ
[10017.016] (S)quwrof_sb: これがマゴが恋した翔JPか
[10018.145] King_Fuudo: ハメコは武器の雑学めっちゃ持ってて「知ってます。」連呼するだろうね
[10018.941] pyonkoromochi: ハメコ「いや普通に槍でしょ」
[10031.229] totomaru_chan: 逆にウメさんにはオファーいってないよwみんな知ってるからねw
[10042.521] lunasolnars: 寧ろハメコもウキウキで乗っちゃうから誰も試合見ないまである
[10044.202] はやお閣下: 槍に勝てる武器はない
[10045.736] (S)latenight000: ハメコ「斧の発生フレームは～」
[10046.007] isekai7153: うへえ
[10046.810] kimie_white: 王に解説なんかやらせるな
[10047.374] パプワ後藤: ハメコ「状況によって最強武器っていうのは変わるんですけどぉ」
[10048.410] pantusato: ラッシュほんま止めるな
[10050.043] ごはんうまお: 別に強制じゃないなら選手判断でいいじゃん
[10050.544] babimaina: ハメコなら槍で勝てるかもしれん
[10052.899] chin_56_: 槍ハメ
[10056.771] ロディア8: JPくんマジでワープいるかな？
[10057.020] Sizzlaa: soofloCoffee
[10057.428] isekai7153: 強すぎない？
[10058.342] monpiipop: つよ
[10059.866] furu13: おわ
[10069.838] kokedama0: 仕上がってる
[10071.021] (S)箸くれ: JP腹立つなｗ
[10073.305] yamanashi_sp: 十字槍とかメッチャ強いよな
[10074.911] twitchyarutch: 攻めるためのワープ
[10074.984] takahashiseigi: 強いなぁ、強すぎる
[10076.738] father_theresa: これがEVOだったら冷え冷えになりそう
[10076.978] peperon17: LCQ抜けたら本戦もそのまま優勝候補だろうな翔
[10086.733] lunasolnars: やる
[10088.992] naitoyunizon: この翔くんをボコボコにしたマゴさんって凄かったんだな
[10092.440] twitchyarutch: 待ってた
[10106.741] CARNO_JPN: ウメハラさん、ソウルキャリバーはしないのかな？
[10106.999] あり0221: そら2D神よ
[10109.064] ~MISSING_COMMENTER_INFO~: 翔くんてまだ
[10109.308] パプワ後藤: うま
[10114.167] ei1eN: 最初は逆にボコボコにされてたけどね
[10117.489] aru_0928: これをガチガチに対策しておじ軍団が分からせてくれないとゲームが終わっちゃうな
[10123.991] 19ze: 梅ちゃんは見てから差し返せるから
[10129.433] hojihojidx: キャラランクつけるアプリで武器ティア決めてほしいね
[10147.504] のりゆき0125: イヤ、JPは絶対調整入るから
[10150.251] (S)マンゴスチン: あるぞ
[10150.771] twitchyarutch: 先は長いから長い目で見てます
[10152.591] 1108044k: まあマゴさんだけ相当暖まった状態でやった10先だから 次やったらどうなるかわからない
[10161.603] CARNO_JPN: モヤッとボールw
[10164.546] xxxjaime: ルークの方がよっぽどクソだけどな
[10168.934] じゃむじゃむお: 生活音すーごい
[10171.477] ギアふっしー: うっわ
[10172.539] おーとん: シャワー音草
[10172.871] (S)yoroshi_jp: 当身有利F取れすぎｗ
[10174.514] (S)ミジンコ隊長: うおおおおおおおおおお
[10175.214] shibaponz: なんでやねーん
[10178.266] pantusato: おー
[10178.542] yamanashi_sp: 非火薬、非飛び道具
[10179.493] pandasan_power: それすごいな
[10180.921] naitoyunizon: インパクト本当に通さない
[10185.230] Nagare765: 詰み
[10185.937] 11nekozuki: 風呂掃除の音w
[10186.925] (S)ミジンコ隊長: きっちー
[10189.197] だいこん_: あ
[10189.740] shifoncafe: むり
[10190.163] はやお閣下: 詰んだ
[10190.920] 1988nose: 槍とか言ってるヤツはプエルトリコで本物見たのかって言ってんの
[10191.166] Ceciltaisa: はい
[10191.226] ei1eN: 全勝優勝か
[10192.697] (S)mogu0621: ひい
[10192.923] Coedawg: umeYay
[10193.258] (S)buretan555: ああ、掃除してるんかｗ
[10194.435] 19ze: はい
[10194.847] (S)tantantatantan: 詰み
[10198.114] sh1zuku716: テスト前に
[10198.256] (S)mogu0621: おめでとー
[10198.630] (S)Raynys: dumb character
[10198.715] pantusato: おめ～
[10198.940] (S)おかもこ: 完全優勝
[10199.327] derwace_lifolve: 南アフリカいってらっしゃ～い
[10199.680] aiukake: まあJPか
[10199.894] aru_0928: 化け物しすぎる
[10200.003] father_theresa: そうだよねー
[10200.089] (S)maya_g01: おめでとー！
[10200.853] twitchyarutch: おめでとう
[10201.180] ギアふっしー: JP見栄え悪い
[10201.307] (S)omega312312: くだらねえ
[10201.349] chamomile21: 圧倒的翔
[10201.369] monpiipop: おめでとうございますー！
[10201.578] umetyaahan: おめー
[10202.211] Coedawg: umeSalute
[10202.783] あり0221: かけるにいおめーーー
[10204.812] prisira: 無双してこい！
[10205.072] chichichichiro: おめー
[10205.382] comment3: 順当
[10205.777] (S)ミジンコ隊長: かけにいおめでとー 
[10206.273] へるくんちゃん: おめ！
[10206.424] peperon17: 強かったあ
[10206.868] isekai7153: 文句なし
[10207.539] mamamamatsu: ノーブルはこのカラーやめたほうがええやろ
[10208.085] chin_56_: 掃除された
[10208.422] 蟹右手: 空を駆けた
[10210.659] niemalsaufgeben: 翔やっぱつえー
[10212.017] donder112: おめでとー
[10212.341] ロディア8: めでたいのはめでたいねー
[10213.303] (S)fikat_0702: 強いなあ
[10213.586] (S)おかもこ: LCQ 期待やなぁ
[10214.224] Ceciltaisa: 文句なし
[10216.774] kishio__: おめでとー
[10217.232] (S)latenight000: かけにぃつよかった～
[10218.258] moko15: 翔けるが翔け抜けるー
[10219.578] bunkichi23: karubisGg
[10220.629] Pika_dairy: つまんねーゲーム
[10220.942] 新ころりん: 空の玉座
[10222.044] lunasolnars: おめでとう！
[10222.118] 1988nose: 完成されてるな翔
[10222.384] (S)mogu0621: ウメハウスのときから強いなと思ってたけど、マジでつよいね。。。
[10222.796] おかき餅: つよいなー
[10225.369] (S)yoroshi_jp: キャラ差
[10226.318] まみたん2007: 翔もジュリ対策できてたけどマゴがフェイントで無効化してた
[10228.729] Marcow360: jp is op but that guy played incredible
[10230.025] (S)poto2panapa: レッドブル組手参加者震えて待て
[10235.293] (S)latenight000: 圧倒的なプレイだったねぇ
[10236.871] gomigokiburichan: 翔ほんま良かった
[10246.984] isekai7153: ゲーム自体はおもしろいよ
[10247.718] jigen0104: 抜けて強かったな
[10249.328] ei1eN: ガチ君マノンは勝てんのか
[10251.693] (S)エムクロ: ノーブル君も強いなぁ
[10255.338] ギャﾉﾚ: うまかったなー
[10255.489] (M)(S)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[10257.147] teaeuaunofune: 強い奴が強いキャラ使ったらあかん
[10260.753] nnmdfs: レッドブルアスリートたち処られそう
[10262.726] (S)マンゴスチン: まだ発売して1か月も経ってない
[10263.247] uudege: ウメハウスが翔を育てた
[10263.385] hojihojidx: トナメ予選から負け無しか
[10264.127] あり0221: 本当リュウなんて長いこと使ってなかったら5でももっと目立ってただろうに
[10266.337] peperon17: ありすさん2位か
[10267.041] father_theresa: みんなJP使ってゲーム壊そう！
[10273.253] (S)latenight000: ホント内容良かった
[10275.440] (S)mogu0621: ＪＰは賛否あるやろけど、翔の強さは本物やな～
[10277.262] pantusato: インパクトとラッシュを一切通さないのは仕上がってる
[10281.636] usa451: エンディングウォーカーリュウが止める
[10285.387] bunkichi23: たかしが枷だった
[10285.488] kishio__: 5より...ってコト？
[10288.532] inary07: 翔はウメが育てた
[10292.696] SleepShiva: 賛はねえだろうｗ
[10313.163] のりゆき0125: 賛否ある、って意見は、否が多い時にしか使われない
[10313.194] 1988nose: この翔が鳴かず飛ばずだったって5のリュウやっぱり酷かったんだな
[10315.764] twitchyarutch: 隠さないでどんどん勝ってくれ、他のキャラも
[10319.954] ei1eN: 翔は豪鬼きたら使うかもな
[10320.986] Nagare765: JP使いすらクソキャラと評するキャラ
[10329.085] あり0221: まあ途中ルークとかも使ってたけどね
[10332.647] TUBE_MAN: 勝利インタビューあるんかな
[10336.540] ギアふっしー: 王の残り体力２０ぐらい
[10337.443] chin_56_: 掃除完了
[10339.452] tabibitox: 風呂掃除おわったか
[10340.101] usa451: 一応スト5でも組み手出てるよ
[10351.908] snow_flower12345: JPうぜ
[10355.711] (S)endlesswaltzdayo: 本田、キャミィ、JP使ってるけどどれもクソっすｗ
[10361.686] (S)dohyaaaa: リリーにODアムネジアあげて
[10366.950] (S)gorogorogorn: タワマンの風呂はデカいんかなあ
[10369.387] b1w75: まぁラシードがJPのアンチテーゼとなるよ。その前に修正されるかもやがw
[10373.616] ギアふっしー: さよなら
[10374.607] bunbun0880: いいよ
[10374.767] guest324438: ウメさんて掃除するんだね
[10375.035] sh1zuku716: もういい？ｗ
[10375.140] あり0221: たかし以外みんなくそキャラしかいないぞ
[10375.801] usa451: 知らん
[10376.061] Ceciltaisa: うん
[10376.188] (S)latenight000: お仕事おわり？
[10380.744] メタルぱんだ: いいよ
[10381.934] vesiter: 見てるだけなら今日はJP線が一番白かった
[10382.416] ei1eN: 全勝優勝か。翔とはで掘り下げる？
[10383.557] jtbgm: 本当に興味ないんだねw
[10384.354] twitchyarutch: それは確認してw
[10384.779] Hitode_noko: おわりか？
[10387.142] 新ころりん: 終わったよ
[10389.133] (S)morinagasyuya: 試合は終わった
[10390.962] (S)mogu0621: おわったね～
[10391.286] dassun1: いいよ
[10391.482] shunyofthemost: くさ
[10391.584] chichichichiro: お仕事お疲れ
[10393.900] (S)ヘイヨー: 翔の完勝
[10394.585] sh1zuku716: もういいってどんだけ見たくないのｗ
[10395.503] chanmipoin: まだま見たくないか？
[10395.590] ギアふっしー: ３－１かける
[10397.135] lunasolnars: ケンのトレモ見たい
[10398.446] (S)gorogorogorn: 義務終了？
[10401.415] のりゆき0125: かるびがスト6はじめた
[10402.671] (S)akiraz3: 仕事 仕事
[10403.219] yrouta: 一言
[10403.717] (S)エムクロ: インタビューないんか
[10403.935] genocidekis: 練習するか
[10404.598] あり0221: 王の興味は引けなかった
[10406.748] CARNO_JPN: ギャラはホタテ？
[10407.481] yur4ki: 嫌々やってたのか？w
[10411.538] mememe10: 義務っぽいｗ
[10412.582] chin_56_: スト７
[10413.846] (S)ミジンコ隊長: こっちはスト６やりたいの！
[10416.489] condol456: スト6やりたくてしょうがない42歳
[10416.731] dassun1: じゃスト６するかｗ
[10417.549] foosan5: そろそろ自分がやりたい
[10417.723] akira_s_: 仕事やで
[10420.387] isekai7153: 翔呼んでぼこるか
[10427.129] (S)latenight000: ゲェムするぞ～
[10429.753] カブトシロ: 消えた・・・
[10430.405] (S)gorogorogorn: そっとじ
[10430.500] (S)fikat_0702: ぶちっ
[10430.784] waradosa: 自分がやりたくて
[10433.572] chanmipoin: はっやw感想とかないの？
[10436.945] Hitode_noko: 今は他人の試合見るより自分で練習したい段階
[10437.515] ギアふっしー: 200時間
[10440.444] kishio__: 王はスト6がやりたくてしょうがないから...
[10444.116] qty11: 素早い起動
[10444.259] genocidekis: 練習練習
[10447.110] (S)しすてむえらー: ここからが本番
[10455.516] rt340: 見るよりプレーよ
[10458.167] waradosa: 強かったな
[10458.290] 新ころりん: 普通に強かった
[10459.538] NAOjpp: 本編入ります
[10461.853] prisira: ただただ翔が強いだけ
[10462.458] twitchyarutch: 実際人の見てる時間がおしい
[10463.764] ei1eN: オフラインで翔と30先
[10465.446] pomodorojp: ほんへ
[10465.711] yk_1122: 感想はモーニングスターつよい？
[10467.469] (S)latenight000: リュウから開放されていきいきいしてる
[10467.771] カブトシロ: 途中でホタテもつまんでた。
[10468.865] pomeharu: 自由になった
[10469.366] lunasolnars: 感想は出てるガチ君に任せよう
[10470.063] (S)fikat_0702: うめさんが立ちふさがって
[10470.845] niemalsaufgeben: 翔やばいね
[10470.899] doiyasannn: 翔dj使って無双してほしい
[10472.024] derwace_lifolve: 翔元年かぁ？
[10474.327] poposuke: 枠変えるかタイトル変えたほうが親切では有りそう
[10475.273] tabibitox: はっやｗ
[10476.281] ロディア8: ほな、翔呼んで対策するか
[10477.924] Lifestyles703: who the JP?
[10478.709] masaou12: 本配信みてもろて
[10481.351] Lifestyles703: shuto?
[10484.327] ぢょごぢゃん: ありすケン参考になりそうなところありましたか？
[10484.503] (M)(S)Moobot: Twitch Prime に登録すると無料でたくさんの特典があります → https://bit.ly/2YE2nLB
[10484.611] kobetaf: 来年は？
[10488.061] sovianix: いぶしぎん楽しみだね
[10488.295] CARNO_JPN: 8000人が最強の武器について語った
[10489.022] ギアふっしー: いきなり希少種
[10491.117] (S)gorogorogorn: カケルとモニスタ強い
[10495.143] ギアふっしー: 2時間
[10495.199] chanmipoin: 起動して10秒でマッチング
[10497.855] suppappa: またウメハウスでオフ対戦してほしいな
[10498.578] feel2525: いぶし銀強ない？
[10499.716] あり0221: ウメちゃんのガヤ配信でまともな応援期待してた人はエアプ
[10503.201] balthazar000: それでも変えなきゃだめじゃない？
[10504.519] mamamamatsu: ブランカこえぇ
[10504.564] rump_momo: まあでも三先の大会が3時間で終わるの早えよな
[10506.251] nameless510: やる気あるじゃんｗ
[10507.885] chin_56_: ゴリラ
[10516.091] (S)mart_00_: けっこうやるw
[10518.535] twitchyarutch: 集中しないとね
[10518.721] dassun1: ７時か～残念
[10522.984] シミズム: 実際はこんな色してそう
[10524.160] anaguma3: ホタテ？
[10530.804] twitchyarutch: 黒光りしとる
[10537.130] (S)マタビー: ファミコンのゲームぐらい起動してすぐ遊べるゲーム、それがスト6なんだよね
[10540.601] (S)gorogorogorn: 長い短いの感覚バグっとる
[10544.059] sndkzfm1: 最強はモーニングスターですか？
[10557.333] chin_56_: ﾃｸﾃｸﾃｸ
[10573.065] sh1zuku716: ps4ってスト5よりグラいいのにロードも早いの？
[10573.489] (S)ミジンコ隊長: かわいい
[10574.513] (S)Raynys: LUL
[10576.352] pomodorojp: ﾋｴｯ
[10581.451] 157655: つまさきをやられた
[10581.870] Aretaikk: yuniiWaddle
[10586.587] (S)Raynys: Blanka chan strikes again
[10632.681] あり0221: PS4は流石に読み込み遅いよ。ただ対戦ラグはほぼない。相当カプコン頑張った
[10640.996] 温かいやさむぎ: スタンプかわいいね
[10690.434] bikibiki999: サーバーもかなり優秀だからねえ
[10705.752] twitchyarutch: 対戦やれればいいね
[10710.897] mikeymikeyyy: crazyShred
[10772.644] pomikan: ブランカのインパクト見にくいですね
[10784.116] (S)nikorinko: ブランカ。。。色が嫌だw
[10795.723] れいん4514: 初心者なんですが、ランクマ(ブロンズ)でずっとボコボコにされて心折れそう
[10810.412] johnpaulnaoto: スト6きれいですね
[10821.776] hiro_chan: ホンダ使おう
[10824.139] (S)quwrof_sb: ストリートにこんなん居ったら逃げるわ
[10831.568] monpiipop: ｳﾋｮｫ
[10841.809] potocki1810: 配信ありがとうございます 
[10853.594] ギアふっしー: ブランカ2連ｗ
[10854.417] (M)(S)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[10854.712] twitchyarutch: 流行ってる？
[10854.957] oleo0227: ブランカ村か
[10861.792] pomodorojp: 草
[10864.004] あり0221: チームゲーじゃないから練習しないと勝てないよ…頑張って
[10872.857] hukohuko: まずはCPU6くらいに勝てるようになればブロンズは抜けれる
[10874.130] chin_56_: 兄弟かな
[10883.605] ホテルしょくぱん: ランクマばっかりだと折れますよね
[10887.314] だいこん_: ワールドツアー、バトルハブやろ
[10891.700] isekai7153: 対空とコンボできればランクはあがるよ
[10901.403] tofu_noise: ワールドツアーでコス集めるの楽しい
[10902.470] booby_one: CPU6まじでちょうどいい感じで出来良いよね
[10902.927] オワオワタ: 雑にインパクトとかやってもいいかも
[10903.374] 08kirii: そのキャラの強い行動すればブロンズは抜けられる。何が強いかは動画見て勉強
[10905.040] (S)Raynys: is Blanka so popular in Japan? Can't believe how many Blanka players are in this game 
[10907.469] ギアふっしー: ランクマはエンドコンテンツだから
[10913.533] crownin_fumizuki: キマリみたいな色
[10917.859] bikibiki999: コンボを覚えたとしても攻めと防御が上手くなるわけでもないし…経験としか言いようがない
[10927.256] (S)northernpike777: 勝ち負けを気にせずに、この対戦でこれを決めるとか自分の中で目標たてていくと気持ちが続くよ
[10928.900] ホテルしょくぱん: あんまりランクにこだわるのも辛くなる原因です
[10937.388] れいん4514: CPU6には勝てるんですが、何を練習すれば良いのかも分からないです。色々動画は見てるんですが
[10937.693] dxgenre: blanka village 
[10956.129] あり0221: 気休めになるか分からんけどやってれば勝てる他のゲームの低ランクと同じ感覚でやらない方が良い。ちゃんと知識つけないと格ゲーは勝てない
[10962.682] オワオワタ: 正直ランクマやらんでもバトルハブで適当に対戦するだけでもおもろいよな
[10965.255] hiro_chan: どのキャラ？
[10970.315] kunisan92: 自分の動画見なおすのが良いんじゃないの
[10971.710] Lifestyles703: lol bodied
[10973.996] れいん4514: モダンキャミィですね
[10982.427] びっくすまん: みんなやさしいな
[10988.214] yuzupo_: ないです
[10989.291] hiro_chan: ホンダ使おう
[10992.440] 小次郎_: プラスという…
[10992.960] iwakata_25: 有利
[10999.156] 08kirii: すまん、モダンキャミィはわからんｗ
[11000.034] グッド: 本当みんな優しい
[11007.110] tooyasan1: 空中ODは咎められなさそう、マジで優秀
[11009.722] (S)quwrof_sb: ブランカでマスターまでやる心意気
[11013.885] (S)latenight000: EX雷撃蹴ローリングはガードさせてプラスっす
[11018.003] OKG_TWIN: ていうかこのゲーム、ランクマで刹那的に練習するより、バトルハブで同じぐらいの腕前の人見つけて連戦する方が上手くなるよ
[11019.223] tabibitox: ブランカけっこうやばそうだけど本田に隠れてるのよね
[11036.936] ギアふっしー: キャミィはコンボ調べないと安くて、相手のほうが火力高いっていうので負けるんよな
[11037.165] (M)(S)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[11037.347] lun__01: バトルハブだと格上と連戦できるから学びが多いんよな
[11039.366] niemalsaufgeben: 冷血さんのブログがモダンキャミィについて書いてたよ
[11041.370] hamham9999: ブランカマジでみため妖怪だな
[11048.356] (S)でっけぇおめぇ: でっけぇおめぇ subscribed with Prime. They've subscribed for 8 months, currently on a 2 month streak! 
[11059.292] (S)Raynys: umeshoryu 
[11067.224] ちいトラ: でっけぇおめぇ
[11069.500] れいん4514: バトルハブの方が良いんですね。そっちで試してみます。
[11069.677] OKG_TWIN: バトルハブは同じぐらいの腕前の人、アイコン表示でわかるようになってるから、開発もそれ見込んで作ってると思う
[11074.930] 新ころりん: おっ、かるびもうすぐGOLDか頑張ってるやん
[11076.334] ボディー: でっけぇおめぇ
[11076.727] ホテルしょくぱん: 私は最初のころ、トレモで対空とコンボの練習をひたすらしてました。応援してます☆
[11082.091] あり0221: ウメちゃんに教えてもらいたいならミルダムとかYouTube時代に格ゲーそのものの初心者講座みっちりウメちゃんやってるからそれも見るとええかもね
[11085.577] たかちゃん06: スラなげーな
[11089.094] tang_swi: 白髪だとモロ狒々爺
[11090.237] ギアふっしー: 俺も６キャミィ使いたかったけど、キャラ難度高くてリュウでやってる
[11091.327] twitchyarutch: ***だっけ？良くまとめてあるよね
[11097.511] hiro_chan: カッピーgameって人の配信でおしえてくれる
[11100.444] (S)Raynys: THAT'S A COMBO???
[11102.664] chanmipoin: 同じかどうかって何基準で判断してんの？
[11103.372] のな: キャンセルラッシュってもしかして昇竜確ってるの？
[11105.297] ~MISSING_COMMENTER_INFO~: キャミィは結局大Pto
[11106.995] amaneko_0723: スト６版初心者講座…ん？
[11112.490] DonReiniero: lol
[11112.492] (S)Raynys: LUL
[11114.172] chin_56_: ひろ
[11116.494] ギアふっしー: 範囲ひっろ
[11116.631] iwakata_25: ええええええ
[11116.940] (S)Raynys: ahahahahah
[11117.166] (S)Ganondorf_nulvi: Who is this guu
[11118.135] MochaMonk: wow
[11118.891] nhnsn: nanii?
[11119.185] dxgenre: woah
[11122.098] donekofg: はえ
[11122.923] hexxony: Wtf?
[11123.843] ギアふっしー: 千鳥流しじゃん
[11127.000] DonReiniero: That is some nie Blanka tech
[11128.817] lun__01: 全画面だっけあれ
[11129.950] GaneshaCBRPNK: Blanka op mano
[11138.858] tominaga0331: くそかっこよかった
[11143.333] takahashiseigi: kofのオロチみたいな、全画面か…
[11143.395] (S)fikat_0702: 全画面!?
[11153.969] Hitode_noko: マップ兵器じゃん
[11164.727] shomarusan: うますぎ
[11165.456] ギアふっしー: ブランカは宇宙の意志ってこと
[11169.015] eichannel01: ブランカはSA２状態だとSA1が全体化します
[11169.934] yuzupo_: 全画面ではないけど広い
[11170.607] Stimpj: lol
[11170.692] twitchyarutch: 良く転がるブランカちゃん
[11170.935] (S)Raynys: NICE
[11171.489] nhnsn: blanka needs a nerf
[11173.039] (S)Ganondorf_nulvi: Nice
[11174.283] DonReiniero: Close gg
[11175.030] dxgenre: NICE
[11175.857] hexxony: Clap
[11176.311] (S)Ganondorf_nulvi: The beast
[11182.070] lun__01: あ～SA2効果ね
[11189.882] tabibitox: SA2で電気強化されたSA1か
[11197.407] ギアふっしー: しらねーｗ
[11201.567] yuzupo_: SA2そうなんだ知らなかった・・・
[11203.971] Yookimbo: Yookimbo subscribed with Prime. 
[11238.929] ReconEazy: @nhnsn blanks is fine he don’t need a nerf
[11247.193] Marcow360: blanka stonks rising
[11270.042] (S)fikat_0702: ローリングに昇竜すごいなあ
[11274.586] 08kirii: 届くんだｗ
[11280.073] (S)Raynys: dead
[11281.690] ギアふっしー: 勝ったから良し！
[11283.715] Hitode_noko: アドリブうめぇ！
[11283.842] Loytory: アドリブすご
[11284.963] Ai_Ingu: cool
[11286.052] rt340: おおおw
[11287.556] kishio__: おおー
[11299.406] fjeoskmdjv: この画面のリュウリーゼントに見える
[11330.133] ギアふっしー: ブランカのインパクトもっとわかりやすくしてくれ
[11339.910] fallinggamerel: 勝てるから良いそんなに強くじゃないと思う
[11340.186] kunisan92: つえー
[11342.053] 08kirii: あれマジでわからんわ
[11342.367] (S)Ganondorf_nulvi: Lol
[11350.342] (S)latenight000: ブランカのSA3、普通に起き攻めいけるんか
[11351.575] ReconEazy: Who is this blanka
[11353.783] あり0221: ブランカも面倒なキャラだぁ
[11356.458] rindou_22: 起き攻めあるんだ
[11358.930] ギアふっしー: SA2→SA1?
[11363.564] オワオワタ: ブランカそこそこいるから対策しなきゃなぁ
[11365.923] (S)Ganondorf_nulvi: Gimmiky but strong
[11371.049] mekabox: 人形楽しそうだなぁ
[11372.015] ぜんでん坂人生: 今は勝つことよりも、何かを確かめながらプレイしてるの？
[11372.567] ioricar1: buen personaje ese blanka
[11373.581] (S)Raynys: Blanka is a problem, a real problem 
[11374.254] Proaxel: off to the lab
[11402.653] Lotan302: ブランカ、ダルに次いで人少ないらしいけど上位にはいるんか
[11424.366] lun__01: 真のレアキャラはやっぱりリリーなのか
[11437.502] Hitode_noko: リリーは今のところ救いがないな...
[11446.750] ぼんぎ: 対戦ありがとうございました。あまり調べないでください
