[66.152] vovovoooooo: ぐへへ
[17472.859] 平和太郎: ふーきゅんカゲ対策するって
[17473.064] kiraku08: ときんすと散歩配信ですか？
[17473.164] shomarusan: ときどは豪鬼ガイル面白いって言ってた
[17473.444] だわさワサワサ: ときど家に呼ぼう
[17476.915] Ryufantastic: I will be the best at street fighter 7 
[17484.838] Vitamin_Z7: the only reason why i love daigo because he said that SFV is better than SF4
[17489.340] sobokumeshi: umeCat2
[17503.512] junichitanaka: ウメさんちで対戦会するのが確かに早そう
[17520.801] (S)panzamu: ときどと２人家配信してグラブル配信倒そう
[17529.602] (S)tukumi07: 草
[17534.776] shomarusan: 横に流す人つけよう
[17534.983] (S)masmas999: 罰ｗ
[17535.660] une3333: だれかつくってｗｗ
[17537.863] sobokumeshi: 今日はまだやるんだ？もう終わりかな？ 
[17538.949] 壱万円札: ガフロさんにお願いしましょう
[17539.502] (S)playatlas: 俺らがチャットコマンドで流すように
[17539.807] junichitanaka: 社長が作ってくれる
[17540.199] omnipotents: paid to sell
[17540.920] napusuta: 闇のゲーム
[17542.326] shupii0907: w
[17542.424] (S)とりあえずちさと: ウメ猫にたのもう
[17542.713] 平和太郎: 判断むず
[17548.804] obo_006: おっとトパンガいってやる企画できましたね？
[17549.930] igor_umechanchin: ガフロに頼もう
[17550.847] (S)だいこん_: umeYay
[17555.017] kbjn10mg: TOPANGAにそんな装置があったような
[17556.634] (S)poki35: ガフロに電流コン作ってもらおう
[17557.858] sdy_hs: ライターのやつ手元に置いておこう
[17560.176] (S)さぶん: 前ときどさんがミスったら電流やってたね
[17564.092] (S)pandascal: だんだん電流目当てに失敗する身体になりそう
[17564.407] (S)highspeedwarakia2: 空投げで罰なのか…振り向き昇竜とかなら分かるんだけど
[17572.041] phillip38: エロ動画で見たことあるな
[17573.856] (S)masmas999: 電気は痛いよー
[17578.045] (S)acdcfandesu: VoteYea
[17582.403] une3333: 今の「え......」は悲しかった
[17591.166] ai_kurogane: ハリセンで頭叩いてもらえば
[17591.191] えたーなるぶるー: やばいへ
[17593.424] shomarusan: 空投げするために手が震える体に
[17598.166] えたーなるぶるー: へり
[17608.396] ~MISSING_COMMENTER_INFO~: でもさ～電流コンが大会で使えるか不安だよねー
[17614.105] (S)highspeedwarakia2: スキル2溜めたら有利とれるけど使いにくいし差返される
[17623.339] une3333: ピクってなって空投げが出るの？ｗ
[17631.046] (S)Hitode_noko: うめちゃん集中力下がった？
[17639.088] 神戸ルル: PC版ならMODで電気流せそう
[17639.660] (S)tukumi07: アケコンに仕込まずに別につけておけばおｋ
[17649.191] junichitanaka: しっぺでいい？
[17652.526] sobokumeshi: umeCat2
[17654.091] (S)masmas999: 今の空投げやろ（バチィ
[17654.309] だわさワサワサ: 久保みたいにスクワットするとか
[17654.983] une3333: 罰は適当に与えればいいんじゃないすかねｗ
[17660.129] 壱万円札: 空投げ貯金箱
[17661.675] (S)panzamu: ソニックだすと電流流れるヒットボックスにしよう
[17676.300] kbjn10mg: 誰かに待機してもらってケツバットしかないね
[17687.385] phillip38: ウメちゃんに電流流すバイトしたい
[17696.271] なるかみ_: 禁酒でいこう
[17699.125] えたーなるぶるー: 3回失敗したら今晩お酒抜きしよう
[17703.494] (S)lunasolnars: 痛みはウメちゃん喜びそうだし
[17704.655] junichitanaka: 針を爪に刺す係やりたい
[17710.046] napusuta: スクワット10回にしよう
[17712.771] (S)masmas999: レッドブガイル
[17713.676] kbjn10mg: 機械的にそれを判断するのは無理だよｗ
[17713.736] (S)pandascal: アッパーは電流半分くらいかなぁー
[17714.799] (S)tukumi07: それが判断できないｗ
[17716.458] lapistaxx: 怖いからやめてw
[17717.284] (S)highspeedwarakia2: 溜まってるならサマーないなら空投げ徹底したいてことかな
[17719.762] lyo0822: 流石に使うよねアッパー
[17734.271] obo_006: その判断はやっぱりプロがしないとね
[17736.179] loderunners73: 装置作るより女王様一人雇ったほうが早い
[17750.963] girotin89: 課金されると振動する大人のおもちゃあるよね配信用の
[17751.369] Kanquez05: アッパーもそこそこ難しいよ？ｗ
[17752.273] ぼんじゅ: めっちゃ大足使いますね
[17755.055] (S)masmas999: 対空弱Pも相手のリズム狂う気もするけど
[17757.671] lapistaxx: ポイズン呼ぶ？
[17758.386] STARfromTOKYO: 空投げ起き攻め出来るからね
[17762.151] powerupkotaro: ストリートファイターするウメちゃんが好き
[17768.805] 将門ゴルゴロ: 電流の部分翻訳されたどう思われるんだろうｗ
[17770.519] kbjn10mg: 女王様じゃウメちゃん喜んじゃうから ウメちゃんが一番叩かれたくない人に頼もう
[17782.628] (S)lunasolnars: ヌキ
[17787.333] obo_006: しょうへいとこのみーちゃんとかSそうじゃない？しょうへい蹴ってたし
[17811.740] (S)8ikaika8: sに見えてmなんだよ
[17820.754] (S)8ikaika8: しらんけど
[17820.821] junichitanaka: Daigo: "Can someone make an electric chair-like device so it will punish me for not doing air-throw when possible?"
[17821.348] obo_006: えええええー
[17822.317] (S)panzamu: 失敗するとヌキさんの叫び声するとかならできるんじゃ？
[17832.035] (S)pandascal: コパはやっぱり保留感が強いから高みを目指すなら電流流したい
[17843.190] (S)playatlas: むしろヌキがアドバイスしてくる
[17845.248] tabibitox: 10回ミスったらヌキさんに会う
[17860.754] 平和太郎: 空投げ出なかったらしょうへいが蹴られるの？
[17866.522] kbjn10mg: 騒ぐのはいいけどアドバイスはイヤだからな
[17888.377] (S)8ikaika8: 負けたら爪剥がされるw
[17906.443] lyo0822: ミスったらアールさんが叫ぶ
[17908.310] (S)highspeedwarakia2: 屈小p対空ばんばん弱くなってるしその場しのぎだからなぁ
[17922.987] ai_kurogane: 楽だから押しちゃうよね
[17954.695] une3333: やっぱかっこいいなぁブルコス
[17956.204] (S)pandascal: あと上見えてないからコパっていう情報そのものなのも良くない
[17963.170] (S)さぶん: しゃがみ小Pじゃなかったら電流流れる？
[17993.689] 壱万円札: ガイルの髪が伸びる対空ほしい
[18000.511] (S)tukumi07: メンテおじにスタンガン持って来てもらうのは？
[18004.333] powerupkotaro: ガイルの端つんよいよね
[18005.527] phillip38: 拒絶反応を利用する
[18017.960] Ivan248248: daigo are u gonna play granblue?
[18023.068] 真理に至った: ガイルの運びとは比べ物にならない奴らが多いからなあ ガードの上からでも押せちゃうキャラいるし
[18025.603] (S)masmas999: ガイルの目死んでない？
[18037.357] (S)とりあえずちさと: テキーラ１ショット
[18037.777] (S)pandascal: ｗｗｗ
[18040.041] sdy_hs: ちくわぶでもいいよ
[18040.306] kbjn10mg: すいとん嫌いなの？
[18044.426] (S)TEIKETTO: 自己申告制で腕立てでもしたらw
[18049.149] (S)playatlas: すいとんの話懐かしい
[18055.190] akiaki0612: 小パン対空する度にハンバーガー1個
[18061.082] (S)hayama01: 10回ミスったらヌキさんとちくわぶ食べる
[18067.797] mameneko1124: 早食いする?ミスしたら
[18070.751] 不渡哲也: ちくわぶしか入ってないおでん用意しなきゃ
[18071.740] (S)tukumi07: 腕立てとかは体のためになるしやってもいいかなって思っちゃうから本気で嫌なことのがいい
[18078.627] (S)nikoharu_ceo: 笑笑
[18095.526] Sharen_te_: Mods clean up my motherfuckin chat
[18099.962] (S)Hitode_noko: 空投げ失敗する毎に眉毛一本抜く
[18101.411] Kanquez05: じゃあカラオケかなー
[18117.812] (S)nikoharu_ceo: 腹筋20 カイですね
[18133.651] pimentelpr15: @sharen_te_ 😂😂😂
[18139.952] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[18142.485] 壱万円札: 小パン出したら服を一枚ずつ脱いでいく
[18148.424] Ivan248248: thats a sick looking hitbox
[18149.548] akiaki0612: スクワットかな
[18169.336] (S)TEIKETTO: んじゃスクワットですね、為にはなるけどマジできついやつ
[18169.479] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[18172.042] 残機なな: 対空小パンごとに歌う
[18193.207] (S)uni_ikura_: んん
[18196.803] (S)さぶん: ままま、今のはね
[18200.061] (S)pandascal: ビビビッ
[18201.000] (S)tukumi07: ミスにつきヌキさんにアドバイスもらってヌキさんは焼きアナゴ食べるのはどう？
[18201.424] (S)feel2525: すいとん
[18203.100] une3333: マゴさんみたいなこと言ってるｗ
[18203.652] (S)playatlas: 自分に甘い
[18205.497] powerupkotaro: そういや、他のプロみたいに厳密なキャラランクをコウヒョウしないな梅ちゃん、流石立ち回りわかってる重鎮で他のプロと違うわ
[18209.159] ~MISSING_COMMENTER_INFO~: bonsai mas
[18210.907] akiaki0612: スクワット10回
[18212.025] (S)highspeedwarakia2: 潜って屈小p対空は安定だしごまかしではない
[18221.345] ~MISSING_COMMENTER_INFO~: king daigo
[18221.477] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます。未登録のかたは こちら参照ください → https://bit.ly/2YE2nLB
[18223.937] 壱万円札: 脱ぎましょう
[18226.110] ガイルの櫛: 今日は練習ないんですか？
[18239.526] (S)nikoharu_ceo: 笑笑
[18241.613] akiaki0612: 眉毛1本
[18247.558] (S)とりあえずちさと: 小P１回に付きどぐらのモノマネ１回
[18253.302] ホナウド: いいよ
[18255.717] obo_006: いいだろう
[18259.066] (S)よもぎです: よかろう
[18260.363] 平和太郎: ガイルマスターに任命する
[18262.264] tabibitox: いいよ
[18262.723] (S)pandascal: しょうがないにゃあ…
[18263.446] lapistaxx: どうしようかな
[18270.220] (S)さぶん: じゃあ今はまだほぼマスター？
[18270.851] ~MISSING_COMMENTER_INFO~: あなたはこのゲーム仲間の伝説です
[18277.862] take00to: RitzMitz
[18282.958] an_outlyer: はい、スクアットと腕立て伏せ10回
[18290.133] (S)kakispe: でも電流はいいかもね目覚めそう
[18295.913] (S)nikoharu_ceo: 笑笑
[18301.138] (S)masmas999: ドラゴンスープレックス！
[18317.820] une3333: しゃがみ歩きの後ろ版でないかなーｗ
[18327.061] kaigaizei: 電流で何か違うものに目覚めるかもしれないだろ
[18332.108] (S)8ikaika8: 1回につき1本ブル
[18333.123] herumesuwind: 今はまだただのガイル
[18339.282] 壱万円札: ガイマスへの道
[18340.222] (S)highspeedwarakia2: 確かに潜り大足対空ならリターン高いけど屈小p違って後投起き攻めついてこないかな？
[18348.912] (S)masmas999: サマソー
[18349.132] だわさワサワサ: ショッカー戦闘員いた
[18350.499] bi9br0: 手元カメラなんかかぶってるで
[18352.874] Kanquez05: ｲｰ
[18358.938] (S)kakispe: 目覚めるところに貼るなw
[18368.287] (S)pandascal: 正直、端はそれくらいフレーム的に強気でもいいんでは
[18388.369] (S)masmas999: タオルどけれてえらい！
[18401.283] Ryufantastic: Is Street Fighter 20 
[18403.340] (S)nikoharu_ceo: ガイルマスター！
[18411.083] ~MISSING_COMMENTER_INFO~: how u play this pad ? 
[18420.333] ~MISSING_COMMENTER_INFO~: interesting
[18426.990] ぼんじゅ: ピアノ押しはトレモではできても実戦では無意識に使うの難しい気がする
[18451.736] (S)uni_ikura_: タラランタララン
[18461.721] hotshotqq: daigo play granblue
[18468.858] akiaki0612: 小パン対空まだ？
[18480.011] (S)uni_ikura_: ヒェ・・
[18482.053] (S)hajime_2005: umeYay
[18482.112] (S)playatlas: はい電流
[18482.590] powerupkotaro: w
[18483.198] girotin89: umeYay
[18483.543] an_outlyer: あっ
[18484.444] hotshotqq: umeYay
[18485.032] lapistaxx: ビリビリ
[18485.655] akiaki0612: はい、その場でスクワット10回
[18486.400] (S)さぶん: 電流流れたね
[18487.192] だわさワサワサ: 豪鬼と春麗は昨日トパンガでTop2認定されたし
[18488.344] obo_006: びびるｗ
[18491.003] lucentsnow: ウメちゃん！
[18491.940] danny_love_danny: ああ
[18492.741] (S)ギブソンくん: umeYay
[18493.010] 壱万円札: MorphinTime
[18495.382] (S)playatlas: もう電流設置されてる？
[18496.405] 残機なな: sekiDST
[18496.506] 将門ゴルゴロ: イヤホンキラーｗ
[18500.091] (S)feel2525: はい指折りますね
[18500.511] fundoshi98: 急に声ださないでもらえますか？
[18500.794] (S)masmas999: これは普通のガイル
[18510.040] take00to: SeriousSloth
[18511.024] (S)hajime_2005: AAAAAAAA 
[18516.071] (S)acdcfandesu: umeSnooze
[18518.331] (S)highspeedwarakia2: 無理して空投行ってないすかw
[18520.661] (S)墾田永年私財砲: 痛かったんやろなあ
[18521.086] lpl85210: hahahhahaha
[18536.790] ~MISSING_COMMENTER_INFO~: where is yoru jump button ? 
[18545.360] だわさワサワサ: 臨機応変でいいのではｗ
[18545.831] (S)masmas999: でも罰は与えますね
[18554.770] akiaki0612: 罪は罪
[18575.985] tm3fan: ここの配信名物急な叫びw
[18577.010] (S)masmas999: 空投げで借金返済
[18580.944] (S)pandascal: 見てる時の空投げはーやい
[18617.784] (S)かべ_娘は双子: ILL Communication
[18670.859] (S)さぶん: 意識改革しましょう
[18676.256] (S)masmas999: 暴れの時だけ添えるとかで
[18692.391] えたーなるぶるー: 指の働き方改革
[18710.345] (S)8ikaika8: なんで小パンはダメなの?
[18728.203] (S)masmas999: 大足って選択肢あったならしょうがなくなくない？
[18746.112] aaaaaaawrtgh: しょうがない多ない?
[18752.834] akiaki0612: しのさん『大吾さん、先程小パン対空しましたよね？』
[18755.373] 真理に至った: なんでガイルの大足は対空になるの？他のキャラより判定が上にあるの？
[18765.621] Nekrosfera_: PowerUpR
[18783.919] (S)bi9br0: 見えないソニックでも出とるんちゃうか？
[18802.602] kbjn10mg: 楽しそうやね
[18808.680] 壱万円札: PokPikachu
[18808.964] STARfromTOKYO: 大足対空ってシビア過ぎない？
[18813.305] woodmud: そんなんできたらすげえな
[18817.012] rekordern1: Gambale Desu Daigo Sama ¡!!
[18819.547] 真理に至った: その究極はやばすぎるｗｗｗ
[18820.579] 将門ゴルゴロ: ☺️
[18821.990] lapistaxx: それはヤバイ
[18826.346] (S)highspeedwarakia2: 大足対空かっこいいなぁ空投げや3大kもリターン高そう
[18828.078] youshi777: なんやて
[18831.829] (S)8ikaika8: かっこいいから大足なの?w
[18833.825] (S)takk_frosty: 前歩き潜り空投げとかヤベェな
[18835.032] kbjn10mg: でもそういうのやってきたのがウメハラ
[18839.065] akiaki0612: 700回
[18845.654] 壱万円札: 電流ねえさん
[18854.755] moviepassion: 来週もうセス来るのか。調整も一緒にくるのかねえ
[18857.392] take00to: PrideHi
[18858.202] 真理に至った: 究極はくぐって着地にN大pじゃない？
[18861.573] Ryufantastic: Daigo could you do the 100 wins again at arcade games center
[18864.017] (S)hayama01: ⚡️ 
[18869.916] (S)8ikaika8: なるほど あざます
[18874.968] (S)masmas999: 攻め持続考えるなら空投げ最強
[18888.875] shomarusan: それは無理w
[18889.513] lyo0822: 確かにｗ
[18893.645] (S)多抜深夜: プロ感のあるスキルよね大足対空
[18894.646] えたーなるぶるー: 晩酌ヌキ
[18896.462] (S)takk_frosty: 分かるわーw
[18910.162] sabanomisosuke: ﾌﾜｰｯ･･
[18911.731] rekordern1: Gambale Daigo sama!!!
[18927.972] (S)masmas999: 反射神経良くてごめーん
[18931.452] (S)サメカツ1999: 出ちゃうんですよね
[18934.514] tabibitox: 意識高い故のミス
[18936.574] shomarusan: まちゃぼーのオート対空みたいに
[18939.994] obo_006: その解説だれｗｗ
[18946.267] (S)多抜深夜: 3時間しか寝てねーわーに近い
[18946.528] sabanomisosuke: 反応できてるぅ！
[18951.536] (S)takk_frosty: アレは無理だよねw
[18956.319] kbjn10mg: なんかその感じヌキが言ってたな…
[18973.633] (S)nisikigoi7: ハメコさんあたりにドヤ顔で解説されそうね
[18975.292] Netwo_Z: 俺じゃなきゃ見逃してたんだけどなー
[18990.736] jfordawin17: told her I had enough of that bs lol
[18991.144] STARfromTOKYO: ヘップレとデビリバも空投げで勝てるの？
[18993.137] lyo0822: 対空勝手に出ちゃうんですよねぇ
[18993.849] (S)redocean_jp: えいた
[18997.963] 真理に至った: 極め過ぎてララの大肘を空投げで落とすウメちゃんが観れるかもしれない
[19015.027] (S)playatlas: PogChamp
[19017.238] lyo0822: オラァ！
[19017.944] obo_006: おらあああ
[19017.955] girotin89: SingsMic
[19018.707] kbjn10mg: 「3rdで最強がくぐるだからくぐっちゃうんだよね^]
[19020.235] (S)masmas999: つよい
[19020.352] shomarusan: わーい
[19022.677] (S)麻雀打ち: しびれるぅ～
[19022.681] rekordern1: @kidjerkprettygirl he can't read English bro
[19023.605] market_fujisaki: ランクもりもり上がってくね
[19023.801] (S)墾田永年私財砲: オラァ！どうしたぁ！
[19025.064] (S)さぶん: 今の100点？
[19027.420] (S)takk_frosty: ﾃﾞｷﾙｩｰ
[19030.111] (S)feel2525: 上出ちゃうんだよなぁ
[19031.820] xxxfahmixxx: what is uraa??
[19033.091] Lionelwest: take my normals dude
[19033.737] (S)157655: 他人の昇竜が引き付けてるように見えるまちゃぼー
[19038.303] (S)多抜深夜: オート空投げ
[19041.660] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[19042.708] (S)なかしょう: とんで、なげて、オラァ
[19045.402] 真理に至った: 配信じゃなければ空投げ精度２割くらい増しそう
[19048.576] sabanomisosuke: 目指せ空投げビースト
[19049.512] ghostofnavigators: ultra daimond and play this bad
[19056.121] (S)pandascal: でも脊髄で早いだけだと昆虫認定されるから格ゲーは辛い
[19064.753] an_outlyer: まちゃぼGG戻ってください
[19075.780] (S)takk_frosty: 昆虫認定は草
[19076.049] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[19081.388] gre3d0812: ニーパズあんまり使えてないんですけど使い方教えてください
[19085.382] (S)kakispe: カゲも大足対空のリターンある？
[19087.312] (S)masmas999: ソニック中にサマー溜めてないと見せて空投げはかっこいい
[19099.158] 真理に至った: Vリバに取っておかないんだ
[19124.943] obo_006: グラブルの名前しょうごザビーストで対戦したらすぐ死んだ
[19126.173] lyo0822: 空振りが怖い
[19150.781] 真理に至った: 参考になります
[19151.042] (S)さぶん: 最適解が大足対空で次が空投げ？
[19193.660] Lionelwest: is hitbox allowed in tournaments?
[19200.853] herumesuwind: ﾀﾀﾀﾝ！
[19203.025] (S)may0nn_aaaisee: しょうごなら仕方ない...
[19205.648] woodmud: しょうごじゃ勝てなかったかー
[19206.608] kbjn10mg: osikari
[19214.489] knock_fg: 濁点は２つ必要
[19218.878] (S)pandascal: "即死"
[19229.019] (S)多抜深夜: 小亀アピール
[19234.032] woodmud: この本田いかついな
[19240.947] take00to: GivePLZ
[19245.824] Nekrosfera_: come Daigo Senpai
[19251.671] (S)acdcfandesu: sumo
[19330.990] Nekrosfera_: PogChamp
[19344.861] (S)ジャンクばっち: 百貫落としじゃーい
[19357.539] (S)多抜深夜: 抜けれそう
[19367.739] iamchuan: anyone can help to translate why daigo use vs2vt2 in so many matchup? what is his objective?
[19375.553] Kanquez05: 普通に抜けれそうよね
[19389.823] (S)highspeedwarakia2: 一段アーマーだから無理かな中灼熱無理だから
[19412.508] (S)lTomGanksl: BAITECDX
[19416.557] Kanquez05: ダイブのほうじゃない？
[19417.628] Virchek: nutty
[19437.339] Kanquez05: あ、そっち
[19437.459] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[19457.916] tarou11: 岩戸はゲージ見て飛べるってまじ
[19463.426] だわさワサワサ: 攻撃判定出っぱなしだから空投げ無理そう
[19469.327] (S)オルちゃん: 百貫が弱い時代ってないのかなｗ
[19469.723] (S)highspeedwarakia2: 溜まっないの確認してスキル1ソニック作るしかないのかな
[19474.686] (S)ﾃﾄﾗﾝ: まだスト5やってた
[19482.942] めっとくん: 本田ガイル本田めっちゃきつそうだな
[19496.337] fulgie_18: Go Ryu!! 
[19503.690] Daigo_Tokido: DAIGO you speack english ?
[19508.297] jfordawin17: not sure why but he does a really good combo with it double back fist, vs2, fish kick, double flash kick
[19509.575] (S)多抜深夜: 去年きつくなかった組み合わせは1で良いのかも
[19510.304] (S)highspeedwarakia2: ホンダの頭突きとダイブかみ合って潜られやすいらしい
[19510.316] moonshineZX: play so ryu please
[19513.690] moonshineZX: so boring
[19527.645] (S)masmas999: 隙無さ杉
[19530.827] (S)うつらん: いまみんなグラブルだからスト5やってくれるの嬉しい
[19533.509] 真理に至った: 本田CPTに出てくるかな？サブとしては全然ありだと思うんだけど
[19551.405] (S)オルちゃん: 結構嫌なキャラだと思うあたりたくないっしょ
[19560.074] Daigo_Tokido: : DAIGO you speack english ?
[19562.348] thunderstormoffloods: play ken
[19569.555] fulgie_18: play Ryu please
[19572.363] だわさワサワサ: 引きつけサマーぐらい？
[19579.720] (S)redocean_jp: 逆らってはいけない技
[19585.900] thunderstormoffloods: ken
[19587.266] ガイルの櫛: 百貫いっぱい種類あるから無理やないですか？
[19596.366] fulgie_18: amkiddJustdoit
[19599.965] (S)highspeedwarakia2: 中k対空で落ちたっけ…屈大p良く相打ちなる
[19600.410] Daigo_Tokido: DAIGO you speack english ?
[19602.866] powerupkotaro: 高速でケツが降ってくる
[19603.372] Jerinos: ken!
[19614.156] fulgie_18: jimmyDP
[19627.863] STARfromTOKYO: めくりならマイナスだっけ
[19629.986] 残機なな: !uptime
[19631.109] だわさワサワサ: ケツが下向くまでに投げないとダメなんかな
[19640.506] 真理に至った: 百貫 強度で落ちてくるタイミング違うから絶対無敵なしの技で落とすの無理
[19645.488] fulgie_18: -> 
[19657.214] Daigo_Tokido: DAIGO you speack english ?
[19659.230] ガイルの櫛: ですよね
[19672.591] おじキッズ兄: ウメちゃんあまりにも硬派すぎる
[19674.684] Daigo_Tokido: okkk
[19677.108] (S)pandascal: そこも電流要素だね
[19678.014] (S)麻雀打ち: 意外な発見があるかも
[19678.366] Jerinos: he can read it
[19679.336] (S)TEIKETTO: ダブルチェックして間違えた
[19695.439] シシガバ: トリプルチェックしよか
[19705.236] (S)masmas999: だいごときどて
[19706.078] fulgie_18: Please drink water!!
[19706.972] powerupkotaro: 英語力は格ゲー力に変換済みだから
[19713.145] gabrielforever: nooooooo
[19727.991] take00to: SMOrc
[19736.266] だわさワサワサ: 怖い怖い
[19739.216] (S)AlfredoRT78: AlfredoRevillaTenorio subscribed with Twitch Prime. 
[19739.375] (M)Moobot: @ALFREDOREVILLATENORIOさんTwitch Prime登録ありがとうございます！
[19741.267] (S)多抜深夜: 1100やべぇ
[19746.317] (S)AlfredoRT78: finllay i gotta see daigo!!!
[19746.449] (S)playatlas: そういえば水bot消えたな
[19808.628] ResFGC: umeCatSleep
[19815.831] Epicurus38: Your Guile is the most boring thing to watch on the entire planet 
[19821.161] ShinYakimura: LOL
[19827.506] Lionelwest: LUL
[19827.560] iAsura: KEKW
[19829.553] (S)AlfredoRT78: i'm your biggest fan ^^
[19834.820] Nekrosfera_: PunOko
[19838.864] iAsura: Jebaited
[19840.593] Jerinos: impressively oppressive guile
[19840.941] (S)AlfredoRT78: domo arigato sensei
[19847.416] 将門ゴルゴロ: 😆
[19850.942] an_outlyer: 英語が難しいな
[19870.670] ghostofnavigators: guile is getting some ass
[19870.782] (S)masmas999: かわいがり
[19874.935] (S)麻雀打ち: 癖になるループ動画
[19877.348] Rackddup420: 😂
[19879.190] powerupkotaro: よっ！ガッハハ！！
[19880.454] (S)うつらん: いじめの現場
[19882.178] meltingzoo: なんという不快な絵面
[19887.983] ninjin_v: 朝からやってるんですか？
[19888.915] kbjn10mg: 土曜まで大寒波が居座るらしいです
[19891.717] trumyolo: You're getting ass
[19893.661] macaron0103: 尻相撲
[19894.989] (S)may0nn_aaaisee: BibleThump
[19897.777] moonshineZX: assing
[19904.615] ~MISSING_COMMENTER_INFO~: ライフは０よ
[19904.807] powerupkotaro: スト4でよく見たアレ
[19905.103] rockmantarou: 肛門で拷問
[19905.387] milia3939: 尻配信
[19909.670] (S)多抜深夜: 男の尻にしかれるガイル
[19914.883] rhayader_alone: この相撲技強いのに実際に力士が使うの見たことないな
[19916.741] 将門ゴルゴロ: 可愛がりは続いていた
[19928.088] meltingzoo: 糞本田botかな
[19933.262] gre3d0812: 相撲をなんだと思ってるんだ
[19933.291] (S)うつらん: どんな相撲だよといつも思う
[19943.296] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[19944.979] alifpisb: best guile ever
[19955.636] hisano_kg: 尻ついてるから、ホンダの負けだよねこれ・・・
[19955.788] ガイルの櫛: 本田っていつ相撲をやめたんだろう
[19958.730] (S)masmas999: ナッシュ！
[19965.366] (S)Hitode_noko: これはメリケン相撲です
[19965.985] (S)pandascal: 文字通り土俵の枠におさまりきらなくて引退した
[19970.766] ghostofnavigators: the bot is drunk, cant see any commercial break ever
[19971.062] (S)AlfredoRT78: i dont see a stick in daigos control
[19976.916] (S)AlfredoRT78: does he use only buttons?
[19977.088] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[19991.216] kbjn10mg: 破門になった巌竜より相撲してない
[20011.664] (S)うつらん: He use "Hitbox", Only Buttun
[20014.962] trumyolo: he's using hitbox for Guile
[20034.470] ガイルの櫛: すと2初期は相撲してたのに
[20044.673] Kanquez05: プラスになった
[20046.174] ninjin_v: he use stick and buttun
[20075.269] (S)AlfredoRT78: cool. never saw anything like that.
[20082.072] shomarusan: 今の垂直にコパ対空はOK?
[20096.935] Nekrosfera_: Nice Nash!
[20097.778] rockmantarou: ヤバいナッシュだ
[20110.162] (S)highspeedwarakia2: トリガー2表裏まで使うとはやり込んでるなぁ
[20111.227] powerupkotaro: 品格がない本田と破門された巌流と、なんとまあ、、、
[20113.471] Nekrosfera_: I love Theme
[20115.632] (S)AlfredoRT78: how do u rank nash overall?
[20119.785] (S)acdcfandesu: umeGuile
[20120.225] market_fujisaki: 前、ソニックの機能するしないでトリガー変えてるって言ってたけど、今も変わらない？
[20122.153] (S)AlfredoRT78: i think its pretty string fighter
[20123.780] sobokumeshi: 今日配信長いですね 
[20128.183] ウィルスミスビンタレベル8: PogChamp
[20128.740] shomarusan: なるほど
[20129.252] (S)AlfredoRT78: strong*
[20143.830] rockmantarou: バーチャにも相撲取りいたね
[20144.605] (S)Hitode_noko: 19時まで
[20145.306] junichitanaka: そのトリガー、中央での表裏はあれくらいしか無いよ
[20160.083] sobokumeshi: 19時まで！？ 
[20162.208] (S)AlfredoRT78: ナッシュは強い戦闘機だと思いますか？
[20168.527] (S)hayama01: ﾋﾞﾘﾋﾞﾘ
[20169.849] (S)feel2525: ビリビリ
[20178.827] shomarusan: 電流はよ
[20194.426] take00to: PartyTime
[20197.129] (S)hayama01: ⚡⚡ 
[20200.932] (S)Hitode_noko: ファイター...
[20201.692] ShinYakimura: Aw damn, he missed that mixup because of the respect
[20207.151] (S)AlfredoRT78: 彼のように見えます。 しかし、私はすべてのナッシュについて尋ねています
[20207.203] obo_006: 社長ーー電流もってきてー
[20214.971] Stiqman: BACKDASH!
[20219.223] trumyolo: this VT2 should be 2 bars only
[20220.936] une3333: っしゃあ！
[20221.210] (S)WhamBamBoozler: Ohaiyogozaimasu Umehara-San
[20228.032] ガイルの櫛: よし
[20238.343] ShinYakimura: Nash VT2 is pretty good I think, lol. I love using nash and the 3 dashes in it.
[20239.563] une3333: 言い訳を考え始めたｗ
[20243.038] Kanquez05: 思います
[20244.804] (S)hayama01: 実は初めから思ってた
[20246.281] obo_006: 思いません本間先生
[20250.284] shomarusan: 本間先生はやってるな
[20255.152] (S)tukumi07: でちゃうから仕方ないってことで
[20255.508] (S)Hitode_noko: それでいいんか？
[20257.888] (S)feel2525: じゃあ小パン使えばいいさ
[20258.431] lapistaxx: まだ早い
[20262.428] une3333: おおお
[20265.907] (S)masmas999: でも罰はあります
[20269.463] (S)highspeedwarakia2: 潜ったときの間に合うかの判断ムズイなぁ思います
[20269.595] une3333: 足りないのかー
[20273.933] kaigaizei: おこがましいとは思わんかね
[20281.446] Stiqman: WOW what a great ending
[20290.909] Nekrosfera_: eso es todo Daigo!
