[23.788] (S)かげでん: な、な、な、なぜ今ｗｗｗ
[3578.557] loq901: あれピンチｗ
[3585.381] (S)varoshi: ピンチだよ
[3585.666] しみてん: ダグダでリーフかついでもいいぞ
[3587.822] (S)あと1983: かつぐってやつ？
[3588.790] 記入漏れ: マジで理不尽手前の難易度ですんで
[3592.206] Ceciltaisa: こく？
[3592.751] isfpnpvajpjof: リュウみたいなもんだよ
[3593.149] Stay_Hydrated_Bot: @daigothebeastv 
[3594.872] (S)takeiteasy55: あーそこに置いちゃうと担げない・・・
[3594.889] call49: 主人公はだいたいたいしたことない
[3594.958] stvfang: 人間の盾
[3605.322] jony_avion: 総大将が単騎駆けなんかするかね
[3605.401] コル: おっさんでリーフ担ぐ
[3609.795] (S)nukaduke91: かついで
[3611.940] inkeyshai: 担ぐ大事
[3613.934] メンタム: プージでたおせばいい
[3615.927] (S)varoshi: ここから戦略いる
[3617.819] (S)gomeeeeeeen: オワ？
[3621.783] moromororo: ｗｗｗ
[3621.852] fina_thankyou: ｗｗｗ
[3622.137] hoehoeR: 心拍数ｗ
[3623.210] (S)kumatedd: ｗｗｗ
[3623.498] (S)ttp_hayato: 心拍数ｗｗｗ
[3623.646] (S)sugarsato_: w
[3624.485] metalface_05: wwwwwwwwww
[3624.707] jony_avion: 二回言うｗｗｗ
[3624.738] (S)icyblue1985: かつげーい
[3624.946] yarukiannu: wwwwe
[3625.080] stvfang: ここでかいｗｗｗ
[3625.227] すだちー: 心拍数みえるんだｗｗ
[3625.262] (S)takeiteasy55: ひっくｗｗｗ」
[3625.646] GelidiumJellyCat: ﾄﾞｸﾝﾄﾞｸﾝﾄﾞｸﾝ
[3626.592] scottiever06: 味方も担げるで
[3626.603] カメタロウ: ｗ
[3627.655] (S)hiisan: いけるなｗ
[3628.152] Ceciltaisa: ６１～
[3628.418] げろげろまる: 超冷静
[3628.461] S4K4S4K4S: 心拍数！？
[3629.413] (S)あと1983: すましがおｗ
[3629.439] suzuntus: www
[3629.584] (S)gomeeeeeeen: 全然w
[3630.129] call49: はい61
[3630.779] yuiyui1991: ｗｗｗｗｗｗｗｗ
[3630.863] (S)prisira: ひっくｗｗｗ
[3630.914] ガイギー: ふっつーーｗ
[3631.057] (S)kumatedd: えぇｗｗ
[3631.237] S4K4S4K4S: ｗｗｗ
[3631.795] (S)takeo_onakasuita: しんぱくすう
[3632.270] すだちー: ひくない！？
[3635.047] (S)varoshi: さすが
[3635.827] (S)komine58: 光の剣使うと回復だっけ？
[3636.054] (S)体調不良は背中をほぐせ: ひっくｗ
[3636.060] mgs_faye: 平静
[3637.912] loq901: 上がってないよねｗ
[3638.063] (M)Moobot: 音声別れてます。The audio in this channel is split. 「Left= English, 右＝日本語」 Playback Devices > Properties > Levels > Balance to change (or take out one earphone).
[3638.202] kireboshibasyato: 心拍数＝1/2ネモ
[3638.345] remorse2015: wwwe
[3638.600] (S)kuini__: 格下やんｗ
[3639.074] (S)henrietta19: 味方を担ぐことができます
[3641.880] (S)メピパラ: 心拍数www
[3646.107] しみてん: 敵だけでなく見方も捕獲（かつぐ）できるので有効活用しよう
[3646.339] (S)ememeume: 平常心
[3647.643] (S)prisira: 全然焦ってなくて草
[3649.528] tagane6: スマッグの半分
[3650.574] jony_avion: 光の剣は射程１～２
[3651.332] zakkn: ｗｗｗ
[3654.710] (S)あと1983: なぜ肝心なところでコメントをみないｗ
[3656.707] omedetroit: 笑ったww
[3659.100] scottiever06: 味方も担ごう
[3659.684] metalface_05: 全然上がてないｗ
[3661.749] (S)nukaduke91: かついでくれいｗ
[3665.478] (S)takeiteasy55: 命中６４にも目を向けてあげてください(´；ω；`)
[3665.581] mgs_faye: ダグダで担げｗ
[3668.054] zakkn: コメント縛りってま？
[3670.050] (S)varoshi: ナイス判断
[3671.215] (S)ttp_hayato: スマッグ＝リーフ*2
[3674.622] (S)kumanobed: 担いで！
[3678.509] メンタム: 命かかってるのに捕えるはあぶねーよ
[3693.687] BAKEMONO_7: hello daigo sama
[3695.652] (S)varoshi: うん
[3698.474] call49: 一理ある
[3701.106] jony_avion: ちょっと焦ったらすぐＥＸソニック
[3704.126] mgs_faye: ピンチ終わってない？
[3713.988] (S)takeiteasy55: まぁ下手に縛るのもつまらんから好きに使えばええんや
[3716.937] (S)あと1983: これEXソニック
[3718.194] (S)ttp_hayato: リーフ君トリガー吐いて？
[3719.012] jony_avion: ｗｗｗ
[3720.353] scottiever06: まぁオーシンはておのでもねｗ
[3720.582] ガイギー: ｗｗｗｗ
[3721.779] Banana_Cake_xd_: ｗｗｗｗ
[3723.998] FireisWet: this is 3DS game?
[3724.456] (S)icyblue1985: ウメソニックは当たる
[3724.887] (S)avmajvm: ておのソニックなんだよなあ
[3725.468] ulbaha: かっけえｗ
[3725.762] mitarashi458: 60回もあるから惜しんでたらそれはそれで一生使わないぞ
[3727.308] Ceciltaisa: ソニッ！
[3727.922] (S)gomeeeeeeen: 引退かかってたかー
[3728.034] (S)takeo_onakasuita: ww
[3728.111] kireboshibasyato: プージって名前と顔の時点ですでにイラナイツ臭
[3728.238] call49: ておの外したら引退とかやばすぎる戦いだった
[3730.271] メンタム: もったいない病のやつがいちばん苦労するよー
[3730.472] zakkn: 弾うちうまいねー
[3735.959] (S)obo_006: 根こそぎフランケンのようなセリフいいましたね？ｗ
[3744.843] okitakai: ｗｗｗｗｗ
[3747.296] (S)komine58: 引退ちけーなーｗ
[3750.447] jony_avion: ある
[3751.074] (S)henrietta19: さすがの玉打ち
[3752.176] カメタロウ: ある
[3755.454] (S)メピパラ: 90でも外すからなぁ
[3760.813] zakkn: ０
[3760.934] Ceciltaisa: 波動２回も撃たせちゃダメよね
[3765.432] メンタム: 画面見てねえー
[3767.595] call49: 隣接して交換可
[3775.498] yuiyui1991: ウメちゃんの引退すぐか...残念ｗ
[3798.409] snowX23: スパロボかと思った
[3798.559] scottiever06: 次で死人が出そうだな
[3806.717] (S)prisira: ガチャ
[3810.404] jony_avion: フィンは忠臣
[3812.116] call49: フィンは顔からしてできる匂いがする
[3812.808] (S)gomeeeeeeen: フィンは悲しかったんだ
[3814.600] mgs_faye: フィンは重要キャラですし
[3818.418] (S)komine58: 問題は3章だな
[3818.779] メンタム: 神成長
[3820.080] (S)varoshi: フィンは重要
[3828.060] okitakai: フィン×ラケ
[3830.688] zakkn: 前作組やからな
[3834.883] loq901: ゲームの世界でもイケメンに限るんだよなぁ
[3843.413] (S)takeiteasy55: フィンラケ頑張ってやったなぁ
[3843.828] 記入漏れ: カップリング論争はおよしなさい
[3853.040] (S)henrietta19: 三章傭兵だっけ？
[3867.582] (S)あと1983: フィンありがとーーーー
[3867.809] call49: ちゃんとイケメン美女が強いんだからわかりやすさある
[3868.932] yukisekka: はいどーぞ
[3869.736] (S)varoshi: リングは使わないと
[3871.670] メンタム: 光の剣は傷薬にもなる
[3880.772] (S)komine58: シドステージだな
[3882.586] jony_avion: おっさんは弱いんだよなぁＦＥは・・・
[3887.992] (S)takeiteasy55: 初代と同じSEだからじゃない？
[3889.137] (S)メピパラ: 赤緑の騎兵いる？
[3890.462] scottiever06: きずぐすり全快やで
[3893.220] ~MISSING_COMMENTER_INFO~: TriHard
[3903.909] ~MISSING_COMMENTER_INFO~: 本物のウメハラ？
[3907.282] Tsubasa_SS: 壊されなくなる
[3909.027] mgs_faye: 解放したら壊されない
[3910.232] (S)komine58: 赤緑がオーシン春ヴァン
[3911.734] tola1105: クロノトリガーの音ですかね
[3911.807] ~MISSING_COMMENTER_INFO~: @daigothebeastv are you ready for capcom cup? 
[3912.049] ooooo0ooooooo: トラキアはイケメンでも弱いの多いよ
[3912.429] jony_avion: 本物のウメハラは笑うｗ
[3913.531] debimaru72: 初代とSE同じだよね
[3916.548] kireboshibasyato: オッサンとブサイクに厳しいという現実を如実に表したゲーム
[3926.333] すだちー: 本物じゃなかったら、なんなんだｗｗｗ
[3932.855] call49: 再行動システムええな
[3934.313] (S)obo_006: そういう層も見に来てるんだね
[3935.643] matsu_zalem: ドラクエの敵を倒した後の音に似てる
[3937.143] (S)henrietta19: とっこうやくなかったっけトラキア
[3941.506] debimaru72: 偽物のウメハラダイゴだよ
[3947.401] おいす_: アーダン...
[3948.402] (S)komine58: ゴンザレスというやつがいてだなー
[3950.416] sui_2060: rip
[3951.379] Tsubasa_SS: ９９％外すゲームだよｗ
[3951.414] ~MISSING_COMMENTER_INFO~: 偽物なのか。ありがとう帰ります
[3954.173] h2hiroyuki: まず出ないが出るゲームなんだよなぁ
[3955.890] (S)varoshi: 一パーセントあるやん！
[3958.145] (S)gomeeeeeeen: 偽物のウメハラ見てみたい
[3962.701] Banana_Cake_xd_: アーダンｘアイラ
[3963.167] (S)prisira: このゲームで大丈夫だよねはやばいと思うがｗ
[3967.279] stvfang: ニセハラ
[3968.739] shichousha72: ニセハラ
[3971.255] debimaru72: オズインはおっさんでイケメンではないけど最強じゃね
[3972.234] (S)takeiteasy55: 相手必殺はまれに良く出るぞ
[3976.932] mgs_faye: 1%で泣きを見ることになるゲームですぞ
[3977.532] Banana_Cake_xd_: ニセハラはもう相当おもしろいｗ
[3979.274] すだちー: ニセハラか？
[3982.700] ガイギー: ｗｗｗｗ
[3982.825] cassissoda: 偽物の顔出し配信
[3983.245] Banana_Cake_xd_: 飛行機ｗｗｗ
[3983.386] 記入漏れ: よく似てると言われていたのは瞬獄ノイローゼさんか
[3983.406] kireboshibasyato: ラスベガスいけないわ
[3983.495] okitakai: ｗｗｗｗｗｗｗｗｗ
[3983.645] call49: 生きてるだけでまるもうけ
[3986.353] loq901: 飛行機そんな落ちないからねｗ
[3987.384] Ceciltaisa: ラオウ式
[3988.395] Tsubasa_SS: 本当に引くゲームだよ
[3989.916] (S)obo_006: 顔みりゃわかんでしょｗ
[3992.279] cassissoda: WiiUかこれ
[3993.474] scottiever06: このゲームは２重３重に保険かけとかないとｗ
[4000.531] (S)prisira: １％は普通に引くよｗ
[4002.164] stvfang: 縁起でもない
[4003.876] mitarashi458: 乱数的に引くんだよなぁ
[4004.946] すだちー: まあ梅ちゃんも年とったから・・・
[4008.664] jony_avion: はい
[4014.835] ecell11: 中断はロードすると消えるやつ
[4015.013] mgs_faye: 中断すれば続きからできます
[4017.923] cassissoda: できるよ
[4018.989] call49: １％あたって絶叫するゲーム
[4020.262] (S)gomeeeeeeen: 1%で落ちてたら誰も乗らんな
[4021.426] (S)khide05: スロットで子役引くくらいの確率
[4023.069] (S)kumanobed: できますよ
[4024.795] GelidiumJellyCat: ゼロではなぁい
[4025.944] debimaru72: 村全部焼かれると思ってたけど大丈夫そうだな
[4027.993] (S)varoshi: そう！
[4028.964] (S)takeiteasy55: 中断はもう寝たいって時に使えばそこでゲームやめれる
[4029.684] jony_avion: 100か0以外は信用するな、と言うのが鉄則
[4030.074] Banana_Cake_xd_: 敵からの命中が１％は当たる前提で勧めたほうが確実だね
[4031.574] zakkn: 72
[4035.288] (S)komine58: できる、ただし一回だけ
[4038.018] (S)nukaduke91: ゼロではなぁい
[4038.116] (S)haniwa09: 縁起でもないこといわないでぇ
[4040.170] debimaru72: 戦闘に出たら中断でやめられるよ
[4046.188] nhhajgd: ソシャゲのガチャ的に1％はめっちゃ高い
[4049.552] Tsubasa_SS: セーブじゃないよ
[4055.498] snowX23: スパロボの敵の命中率0%以外は当たる
[4055.901] stvfang: きゃわわ
[4056.318] おいす_: 中段は甘え
[4058.838] Banana_Cake_xd_: ぴこん♪
[4058.890] (S)prisira: ロードするから消えるよ
[4060.539] denden173: マジ？
[4063.998] (S)nukaduke91: ロードするとセーブ消えるよ
[4065.008] (S)obo_006: 失敗したからもう一回は無理ですよ
[4066.163] call49: やりなおしできない
[4068.738] Tsubasa_SS: 中断から再開すると消えるよ
[4068.887] jony_avion: それロードしたら消えるよ
[4068.893] (S)komine58: でも消えるよ
[4072.241] mgs_faye: 中断は再開したら消えるよ
[4078.820] Tsubasa_SS: 中断から再開できなくなる
[4079.758] (S)takeiteasy55: 中断は一回だけ
[4080.113] loq901: 中断だもんｗ
[4081.505] mgs_faye: セーブと中断は別物
[4086.027] メンタム: スパロボだと思ってるな
[4089.568] zakkn: クイック使う？
[4090.548] h2hiroyuki: そんな甘いゲームじゃないっす
[4091.290] (S)メピパラ: 飛行機w
[4092.305] scottiever06: 昔からそうやｗ
[4093.937] fina_thankyou: 中断はクイックセーブじゃない？
[4097.920] debimaru72: 中断だからね
[4100.322] (S)komine58: 中断はセーブじゃない
[4101.923] jony_avion: というか紋章やってるなら昔からそうでしょｗ
[4102.435] cqc2018: wiiu ならどこでこセーブ使えば？
[4103.883] shinku_klein: 戦争にセーブあると思ってます？
[4105.241] metalface_05: 中断はそうよもの
[4106.527] (S)atsu_240: あくまで中断だもんねwww
[4107.339] stvfang: ｗｗｗｗｗｗｗ
[4107.346] (S)takeiteasy55: 初代やってるくさいのに何でその辺り把握してないのかｗ
[4107.664] (S)suginaka56: スパロボはセーブできるのに
[4107.756] Banana_Cake_xd_: トラキアあまりにも硬派すぎる・・・
[4107.834] debimaru72: オートセーブみたいなもんよ
[4108.643] (S)nukaduke91: WiiUの機能でセーブして
[4109.303] kireboshibasyato: wii機能でセーブできんの？
[4112.044] (S)prisira: 本体セーブすればいけるんじゃ
[4112.459] (S)あと1983: あぁ～～～。SFCエフェクトの音～～～
[4113.137] okitakai: まままま
[4117.187] call49: 遠慮なく光の剣をぶんまわしていく
[4118.292] Tsubasa_SS: WiiUの機能でセーブするのはOKだったはず
[4119.354] tola1105: トルネコのセーブみたいなもんです
[4121.160] (S)gomeeeeeeen: プージ云々
[4122.537] (S)varoshi: いやあり
[4122.875] yensama: ＳＦＣで一番むずいＦＥ
[4126.045] metalface_05: ちなみにこれVC版？
[4126.340] ShiroHojingu: どこでもセーブあるんだ。
[4128.436] Banana_Cake_xd_: 水素水くだちゃい
[4138.841] debimaru72: WiiUのセーブで一応甘えられる
[4143.173] (S)henrietta19: でも使わんと序盤乗りきれない難易度
[4150.747] fina_thankyou: wiiUならまるごと保存でセーブできるんじゃないかな？
[4156.377] call49: 地形で攻撃確率とか変わるよ
[4165.580] メンタム: 増援は無視していいよ
[4168.973] (S)takeiteasy55: 無限ではない
[4170.336] (S)あと1983: MUGEN？
[4171.975] Tsubasa_SS: 途中から見始めたけど、なんでこんな修羅のゲームやってるん
[4176.976] (S)diego_ohunabara: umeYay
[4178.696] 記入漏れ: 難しすぎて楽しめる人も少なかったが刺さる人にはぶささってるらしいね
[4179.065] (S)varoshi: 無限ではない。
[4179.082] (S)komine58: 有限
[4182.280] (S)メピパラ: wiiUとかDSのまるごと保存は邪道
[4189.641] メンタム: 武器がもったいないから戦うと損
[4192.244] akanana05: NinjaGrumpy
[4194.608] (S)takeiteasy55: 無限だったらむしろ喜ぶ
[4201.089] finoa11: 聖戦しかやったことなかったけど、トラキアにもフィンいるんだね
[4201.497] (S)あと1983: 邪道ではあるが、配信向きではある
[4206.102] gazesd: 資源管理ゲーなのか
[4207.980] (S)gomeeeeeeen: 武器も有限だからな
[4208.871] zakkn: かわいがり
[4209.834] stvfang: ｗｗｗ
[4210.190] call49: クリティカル気持ちいいよなぁ
[4210.914] (S)komine58: 武器がしばらくないけどね
[4212.168] beehive3: 嫁
[4214.654] (S)あと1983: ウメちゃん…ショタ…？
[4215.284] h2hiroyuki: 経験値稼ぎよりも耐久値の損の方が
[4218.092] (S)kahaku91: これwiiでやってんの？
[4220.014] remorse2015: 大谷？？
[4220.798] mgs_faye: トラキアとヴェスタリアはお金が……
[4220.839] scottiever06: てつのおの奪いまくればいい
[4220.921] loq901: え男の子なの！？
[4220.952] (S)hokuro888: トラキアやってるぅｗ
[4221.021] Gods_Prodigee: Everytime I see a game like this, I think of FFT
[4235.389] zakkn: 斧はつかっていいかな
[4237.400] (S)takeo_onakasuita: おとこだったのかよ
[4237.478] (S)obo_006: あの顔で男なの
[4242.639] (S)komine58: タニタはオーシンと支援あるよ
[4246.550] (S)metal_hellion: 増援敵は武器を供給してくれる優しい敵です
[4248.464] une3333: ウメちゃんてRPGでキャラの名前変える人？変えない人？
[4248.876] (S)henrietta19: 無限ではないはずだけど武器的にも隠しステージ的にも相手してらんない
[4249.671] debimaru72: ロナンは男の子でイケメンボウマージ
[4254.019] jony_avion: ３ピンは上々
[4255.452] (S)prisira: いい成長
[4258.518] loq901: まじかよどう見ても女だろ
[4260.956] (S)gomeeeeeeen: マーティの顔ラーメン三銃士っぽいな
[4267.112] (S)takeiteasy55: 今ウメちゃんの中でマーティーの評価が高い。楽しみだ！
[4269.371] メンタム: ておのはゴミ
[4274.323] jony_avion: 高いって事はない
[4277.050] (S)komine58: 低い
[4280.024] miruisan: 惜しむ武器ではないよ
[4280.313] Tsubasa_SS: プージは価値高い
[4281.298] scottiever06: 強いよ
[4281.505] (S)varoshi: ここではたくさん手に入る
[4283.701] kireboshibasyato: FEの顔は男か女かワカラン
[4283.760] yensama: あまりつかわん
[4285.380] h2hiroyuki: 使い捨てれるという意味での価値は高い
[4286.675] (S)takeiteasy55: 強いよ
[4287.581] mgs_faye: たまに立ち回りで敵つぶしたい時に使う程度？
[4292.883] debimaru72: さいっきょ
[4301.814] jony_avion: やめたげてｗ
[4304.221] zakkn: おこなの？
[4306.406] Banana_Cake_xd_: ｗｗｗ
[4310.431] (S)あと1983: フィンの評価の乱高下がすごい
[4318.845] (S)takeo_onakasuita: ぼろくそw
[4319.307] (S)varoshi: マーティはクラスチェンジしたら強くなる。
[4323.578] jony_avion: ウメちゃん、槍は斧に弱いのよ
[4324.674] call49: てつのやりがあれば・・・
[4325.212] Tsubasa_SS: 槍に斧は武器相性悪い
[4325.589] おいす_: ゆうしゃ使われ
[4330.484] loq901: マーティ整形しないと強くなれなそう
[4335.636] debimaru72: 槍がなあ
[4336.713] scottiever06: このゲームで槍はね・・・
[4338.603] gtm555: 槍がほんたあ
[4342.972] Tsubasa_SS: じゃんけんある
[4343.681] shichousha72: 気づき
[4344.888] call49: 剣・斧・ヤリで３すくみができている
[4349.226] zakkn: そこにきづくとは
[4351.887] (S)komine58: 槍が不遇だからなー
[4351.961] 106manK: 武器のジャンケンあるよ
[4352.205] jony_avion: 剣→斧→槍→剣
[4352.575] 先日助けてもらった鶴です: 槍見てるか
[4355.020] メンタム: 3すくみは気にしなくていいよ
[4356.615] scottiever06: ３すくみはほぼない
[4361.040] stvfang: ケン 斧
[4364.268] (S)gomeeeeeeen: 何十年三竦みやってきたと思ってんだ
[4364.330] (S)kumanobed: 言うて相性は5パーセントくらいの影響らしいよ
[4364.838] mgs_faye: トラキアは余り気にしなくて良い
[4369.158] (S)takeiteasy55: 手斧で直接攻撃しにいく勇気
[4369.495] kireboshibasyato: 小野にはケン
[4370.758] debimaru72: 賢ハラ
[4371.226] miruisan: ケンは誰に弱いんすか
[4371.392] batorubaa: 一応有利で５％命中あがる
[4371.468] stvfang: 小野
[4372.072] Tsubasa_SS: 武器の重さもある
[4372.783] gazesd: ほぼないのかーい
[4373.037] (S)komine58: ほぼ意味ない
[4376.194] call49: トラキアはあんま関係ないのかー
[4378.793] (S)henrietta19: 槍そんな弱かったっけトラキア
[4381.756] jony_avion: 5％でも十分やろ！
[4382.463] 106manK: ガイルに弱いケン
[4383.779] startadevy: zekeZ
[4388.156] gtm555: 小野見てるかー？
[4390.318] (S)komine58: このゲームはまだね
[4395.827] (S)diego_ohunabara: www
[4402.064] loq901: スマブラのリュウケンSクラスかAクラスあるらしいね…
[4402.150] gazesd: もっと大事なことあるよね
[4402.806] debimaru72: SeemsGood
[4409.955] メンタム: リーフだろー
[4416.380] Tsubasa_SS: 遠距離は育てて損ない
[4419.350] メンタム: 捕らえなくていい
[4427.698] (S)takeiteasy55: 捕縛に固執するのもマズい。
[4433.222] mgs_faye: 経験も重要
[4433.924] sora_neko09: 弱い武器だったら倒しちゃえば？
[4434.947] (S)varoshi: 弓は削りが適任
[4437.680] (S)komine58: 槍は重くてね
[4438.164] scottiever06: トラキアは必殺係数がない人は人権が・・・
[4453.898] Nav024: Daigo streaming 776 sounds like a meme template
[4461.469] メンタム: アイテムあふれて困るよー？
[4466.943] jony_avion: ５％大事にしていけ
[4467.315] okitakai: リーフほんま
[4469.210] debimaru72: リーフ盗賊団は貧乏ゆえ
[4471.133] Banana_Cake_xd_: 69・・・主人公どうして・・・
[4473.234] zakkn: どきどきだねー
[4476.366] (S)あと1983: 起き上がりサマソもそんなものでは
[4478.679] げろげろまる: スパロボなら99%表記やな
[4478.947] call49: 相性５％なかったら６４％で外していたかもしれない！
[4479.920] mgs_faye: 要らないアイテムは売ってお金にする手も
[4486.289] 先日助けてもらった鶴です: 運ゲーじゃーん
[4492.875] andouand: ここのボスでリーフレベルマするくらい育てないと慣れてない人は詰んだ記憶
[4499.987] (S)henrietta19: 地形で命中変わってたよ多分
[4519.617] (S)komine58: 地形と指揮が重要
[4523.379] loq901: レベルマってなーに
[4529.160] mgs_faye: レベルマックス
[4532.245] call49: 森や砦の上で戦うとメリットでかいね
[4534.129] loq901: なるほど
[4536.941] (S)komine58: レベルマックス
[4537.765] debimaru72: ベイマ
[4538.203] (S)henrietta19: 指揮の話はやめてクレメンス
[4538.485] (M)Moobot: 音声別れてます。The audio in this channel is split. 「Left= English, 右＝日本語」 Playback Devices > Properties > Levels > Balance to change (or take out one earphone).
[4541.319] jony_avion: こんなとこでレベルマなんかいらんよｗ
[4541.604] miruisan: トラキア4コマ読み直したくなってくる
[4545.216] (S)kumanobed: トラキアは地形が大事だった気がする
[4550.690] zakkn: 玉座の守備アップあげつなかったよな
[4560.872] (S)varoshi: うめちゃん地形も意識して
[4561.990] (S)あと1983: なんか、トラキア経験者のコメントは闇が深いな
[4563.648] scottiever06: 城門はえげつない
[4583.179] cooper0201: 皆んな明日仕事は？学生が多いのかな？
[4586.838] jony_avion: トラキアがそもそも闇の深いゲームだから
[4588.535] メンタム: 捕らえはステータス下がるから
[4590.007] (S)prisira: 確定で追加するわけじゃない
[4600.630] loq901: 明日も仕事だけど3時くらいまで起きちゃうぜ
[4602.062] (S)komine58: トラキアクリアしてる奴なんてちょっとおかしい奴らですし
[4605.127] scottiever06: ステ下がるの知らないとやばいな
[4624.301] gtm555: 仕事だけど見てたいジレンマ
[4631.020] Tsubasa_SS: 死人を気にしなければクリアはできる
[4634.823] (S)kumanobed: 捕らえるのと担ぐのはステータス下がります
[4637.023] (S)あと1983: ルーラっぽい
[4638.082] balthazar000: レベルアップ？
[4640.861] (S)obo_006: 恋愛とかなかったっけこのシリーズ
[4641.204] fina_thankyou: まものをやっつけた のとき？
[4645.108] jony_avion: ウメちゃん、三章が最初の山場だからそこまではやって欲しい
[4645.746] ガイギー: 初代からこの音でなかった
[4647.890] hakonemaru: ドラクエの勝利SE
[4651.724] sora_neko09: 捕えるのときはステータスは半分になる
[4653.569] amikozi: リレミト？
[4655.678] (S)あと1983: 魔物をやっつけた音か、たしかに
[4658.649] mgs_faye: そういえば戦闘シーンカットしないのだろうか
[4661.358] balthazar000: 勝利の方か。繋がって覚えてた
[4664.311] (S)komine58: なんかニコ生の初期を思いだすなーｗ
[4673.015] (S)henrietta19: 確かにクリアしても達成感よりもトラキアから離れられる安堵のほうが大きかったわ
[4674.919] jony_avion: 体力ってウメちゃんの？ｗ
[4678.836] andouand: 次外伝あったような？
[4684.935] scottiever06: ３章前に次の外伝も初見はやばい
[4693.837] kokotaneko77777: どっちにしろ今回が最終回やろ
[4696.233] (S)kumanobed: 外伝は一応条件がある
[4704.176] balthazar000: よく見ればHyperXの青ヘッドセット！
[4706.095] メンタム: このゲーム続けてたらビビるね
[4706.799] call49: 弓兵一瞬でとけてやられるから怖い
[4707.522] (S)henrietta19: 条件覚えてねー
[4714.848] zakkn: 初見で外伝全部出せたやつはすごいね
[4718.475] メンタム: ヤバイ
[4736.242] Gods_Prodigee: やべ！
[4739.264] (S)prisira: ひでえｗ
[4740.229] (S)takeiteasy55: 条件が整っていれば必ず追撃するけどまぁめんどくさいか
[4742.258] batorubaa: 上がらなさすぎ
[4757.539] (S)henrietta19: 茶屋見ないで出せる気市内外伝
[4762.834] メンタム: てつでいいよ
[4764.441] call49: 必殺１の恐ろしさ
[4771.011] Tsubasa_SS: 平地は移動が伸びる
[4772.421] beehive3: 必殺まじ怖い
[4776.762] しゅあ君: いくわぁ
[4777.520] (S)komine58: 攻速4以上だっけ？
[4801.213] メンタム: きずぐすり優先だねえ
[4817.219] (S)prisira: ターン制限ないんだから１回アイテム整理したら？
[4818.682] メンタム: おぼれた
[4838.248] おいす_: 深い時間になってチャット欄がガチ勢だけに厳選されてきた
[4842.374] zakkn: ｻｸｻｸ
[4845.556] gekkoh: こういうゲームもやるんだ
[4856.917] メンタム: トラキアはのびないよ
[4864.000] jony_avion: システム結構複雑だから全く知らん人間は何やってるかわからんだろうしな
[4868.263] debimaru72: 同人誌のお姉さんみたいなセリフやめろ
[4879.084] Tsubasa_SS: 伸びるの聖戦だけか
[4884.746] (S)takeiteasy55: 攻速4ていうか追撃持ちじゃなかったかな。これスキル追撃あったかは忘れたけど
[4887.157] scottiever06: 普通に移動力が高いだけや
[4888.069] zakkn: ＳＲＰＧが配信向けじゃないもんなｗ
[4888.563] ororir: que chucha
[4893.493] (S)henrietta19: そういや武器持ってないキャラって無条件で捕らえられたっけこのゲーム？
[4902.680] (S)takeo_onakasuita: まったく分からんけどたのしいぞ
[4911.495] (S)komine58: そうか追撃だ
[4911.957] 記入漏れ: 悲しきかなユーザー人気もない作品が配信で受けるなんて事は・・・
[4915.393] (S)suginaka56: だんだんわかってきたわ
[4916.698] pi_dayo: ゲーム見ててもわかんねーからウメハラの顔見てます
[4922.755] jony_avion: 聖戦は追撃のスキルないと追撃できないけど紋章は攻速３以上勝ってれば追撃だしで記憶混乱するよね
[4923.483] call49: FEノーリセットとかおもろいのになー
[4924.311] (S)siotah: トラキアまじですか
[4926.835] ConvictHam: w w
[4931.229] Norris420chuck: 夜型にして大会に向けた体調作りしてるんですか？
[4931.454] メンタム: てつでいいよ
[4932.451] finoa11: うめちゃん顔眠そう
[4937.584] call49: やりますねぇ！
[4939.454] jony_avion: はい処理
[4939.587] zakkn: トラキアは4で追撃かな
[4940.525] しゅあ君: ウォホオオオ
[4942.071] gazesd: うおおお
[4942.934] メンタム: サイキョ
[4944.990] yarukiannu: つよw
[4944.998] (S)nukaduke91: はい昇竜
[4945.065] mgs_faye: ここで必殺か
[4945.844] 106manK: 真昇竜
[4946.247] (S)takeiteasy55: 綺麗なジェイガン
[4946.249] Tsubasa_SS: 昇竜決めた
[4947.089] (S)henrietta19: 処理
[4951.871] mamenoki: 昇竜
[4952.335] call49: ﾋﾟﾝ
[4954.066] Banana_Cake_xd_: ジェイガン様サイッキョ！
[4954.911] しゅあ君: ッケイ
[4955.469] (S)komine58: まー傭兵だし
[4957.707] jony_avion: 処理じゃないガン処理
[4957.860] ガイギー: ガン処理
[4960.076] (S)takeo_onakasuita: じぇいがんさま
[4963.150] mamenoki: 一閃
[4968.124] nikutoyasai: ジエイガンをチームビーストに入れよう
[4969.734] debimaru72: トラキアの必殺はかっこいいよなあ
[4975.950] (S)varoshi: 女戦士は強い
[4976.231] batorubaa: 魔力・・・・
[4977.531] (S)takeiteasy55: 雑兵の生き死になど捨ておけーい
[4979.930] Banana_Cake_xd_: ファイアーエムブレム♪ 手ごわいシミュレーション♪
[4980.453] 記入漏れ: は？
[4980.566] ガイギー: 魔力…
[4981.311] beehive3: しぶい
[4983.102] 106manK: 制圧するまでが遠足
[4983.685] メンタム: さすがのロナンくんだねー
[4986.463] すだちー: １ピンがおおいねえー
[4987.483] カメタロウ: いらね
[4988.596] scottiever06: 聖戦トラキアはモーションがいい
[4989.828] (S)ememeume: えーおそろしや
[5001.300] jony_avion: 無限沸きはない
