[24.046] kobayan86BRZ: 見れた
[11738.064] johndoe6523rp: キャミィ戦見るたびＭなら…って思っちゃう
[11744.575] xyz1648: もう生き残ってるのルークとマリーザとケンしかいないから、すでに開始してそう
[11747.338] bumpy671: その奮迅めくりマジイカすな 練習しよ
[11753.660] Youkan56: このゲームって自分がラグいかって確認する方法ないですよね？ランクマで1戦抜けされるのが多い気がして確認したいんですけど
[11753.835] (M)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[11783.077] (S)tabibitox: CA
[11783.834] だいこん_: ｶｺｰﾝ
[11783.912] esutark: ウォヲヲヲ
[11785.400] (S)日本語かな: 順当にいくと16→8→4→2だから全4回かな？
[11787.890] knxwledge: knxBEY
[11791.938] ぐちた: あっつ
[11795.287] uriuri77777: タイムの上に表示されるから毎回Rが多ければ自分かもね
[11796.391] (S)hoshi_boshi_0: キャミィ戦2連勝きたーー
[11801.901] 3_dots: ダイゴさんは、どれくらいケンを使いこなしてると思ってるのかな
[11805.184] medamaoyabun: 上にpingが出てるからそれがでかいか揺らいでなければいいと思う
[11809.398] xyz1648: 次は7先らしい
[11811.714] esutark: 頂点が見える領域
[11819.944] moricocoa: どんどん増えていくのか
[11823.737] pined0gg: 7先なんだ いいね
[11824.476] Youkan56: ありがとうございます
[11839.585] (S)aiukake: MR上がってきたねぇ
[11847.195] マジでラブ恋愛中: 今日もりもりやね
[11848.436] moririka755: 三太郎さんもっと見たかったよ…
[11862.555] esutark: 墾田永年私財法
[11862.784] RaonCrow: レオくんが残り続けるなら1日1回戦の録画しか出せないね
[11869.210] (S)日本語かな: こんな高いジュリおったんか
[11870.701] nagoyan138: 三太郎の通り名が増えてくの草
[11872.453] (S)tabibitox: 読めん
[11876.471] レム__: pingは応答速度だよ
[11878.622] pined0gg: しかも超長い名前ｗ
[11883.479] ababanobaba: なんて書いてんのかわっかんねー
[11883.881] 3_dots: 漢字まみれ
[11893.207] take0901: 最後は128先のコールドありでやろう
[11893.516] maddy2623: 中国ジュリ多いのはシャオハイの影響かな
[11894.029] TB2117: ぜったい読めないｗ
[11907.904] johndoe6523rp: 在日ぽい
[11910.608] indobazaar: 雑魚兄は風水防げないかな
[11913.462] (S)aiukake: 相手にデータ送ってから応答が返ってくるまでの時間がqing
[11913.590] RaonCrow: 風水しか読めんw
[11922.544] sei_6: 中国とか韓国語だとまじで誰かわからない
[11932.553] (S)日本語かな: やーふ
[11936.751] yuki_aion_aion: 中国人みんな嫌いじゃけぇ 
[11938.171] (S)fahmy0825: whuh?
[11951.127] bumpy671: なんかネトウヨみたいなのいるな
[11951.923] esutark: これは決勝戦の緊張感
[11959.669] moricocoa: 中国強い人目立ってきたね
[11964.568] もちもち芋: 風水使わないかい
[11968.706] ぐちた: つっよ
[11969.301] Beyyy0nd: PanicVis
[11975.453] 3_dots: oof
[11976.581] comeeee: 海外の強い人と普通にできるのいいゲームだなあ
[11978.319] だいこん_: 日曜は見知らぬ猛者が出てくるな
[11981.430] yuki_aion_aion: くっさ 
[11981.587] sndkzfm1: 中国のトレンドはケンJPの二刀流
[11982.941] pined0gg: 中国4000年の重み
[11994.478] esutark: マイナス9ですんで良かったのか
[11994.523] xyz1648: レオくんのために18時開始とかにしても良い気がするけどな
[11995.367] (S)tabibitox: p39だから北京勢あたりかも
[12006.370] (S)aiukake: 中国は母数多いんだから
[12013.599] 戸愚呂妹: p38てラグなさすぎんか
[12015.937] sistersguitarreplica: ワンチャンフロリダの可能性ある
[12033.551] dracepogi: dracepogi subscribed with Prime. 
[12034.569] naginagi99: 中国はさすがに強キャラちゃんと選ぶ人多いな
[12036.927] 3_dots: 中国プレイヤーのニューカマーなんでしょうかね
[12063.689] yuki_aion_aion: 中国人最強じゃけぇ 
[12073.705] ぐちた: はめじゃ
[12074.831] pined0gg: 普通につっよ
[12077.070] Beyyy0nd: strong jura
[12077.614] chanmipoin: ウメハラおはよう
[12091.751] ぐちた: つえー
[12106.592] (S)ひろみつー: 処理水出したから怒ってら
[12110.124] あいてぃー社長: 39msだと台湾なんじゃないかな
[12111.858] besaro630: oh he might have lost
[12120.227] だいこん_: つええ
[12120.804] besaro630: nvm
[12120.938] moricocoa: 台湾なら中国国旗つけないから
[12126.001] みっちー14: うめぇ
[12128.402] 3_dots: damnn
[12130.724] no_name__yet: 強かったな
[12132.225] Beyyy0nd: POG
[12147.686] maddy2623: ご予定が？
[12147.817] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[12147.910] tk1021: チートの人と対戦したことありますか？
[12166.315] (S)gularain: お。ついに
[12169.296] (S)fikat_0702: めがね！
[12169.344] (S)日本語かな: おお
[12170.151] _かっきー_: megane
[12170.520] pined0gg: おーめがね
[12170.938] だいこん_: ウメガネ
[12171.110] TB2117: ほう
[12171.983] playatlas: WubTF
[12172.266] (S)ましゅダヨ: おおおお！？
[12172.433] (S)hoshi_boshi_0: おおお遂に
[12172.789] syugi3: お
[12174.771] aranami0: たのしみー
[12174.867] sigurenigame: ｺｺﾌﾞﾙｰ！？
[12175.237] ~MISSING_COMMENTER_INFO~: おおお
[12175.639] gajonaori: 心牙！？
[12175.665] nikkou18: ついに青サングラス
[12176.016] 3_dots: かしこまりました
[12176.526] (S)haicro_zm: ついにか
[12179.076] (S)gloomymario: GO1！？
[12180.978] 戸愚呂妹: ココブルー？
[12181.661] potocki1810: ついにー
[12182.085] nappamatei: GO1モデルか
[12183.383] ~MISSING_COMMENTER_INFO~: メガネはら本日お披露目
[12184.497] (S)monmon_petitpetit: ついに！！
[12185.497] atalumier: Daigo the Glasses
[12185.674] もきち555: できたのかー
[12187.781] (S)moko15: ゲーミングメガネ
[12189.833] naginagi99: やっぱココブルーっす
[12190.916] mako6912: ココブルー？
[12191.722] (S)ふぁんつい: GO1メガネをついに
[12194.078] nikkou18: GOハラ
[12194.798] (S)ましゅダヨ: わかりました(っ ॑꒳ ॑c)ﾜｸﾜｸ
[12196.969] (S)john117_s: 新衣装お披露目
[12197.704] (S)gularain: ウメちゃん今視力いくつなの？？
[12199.726] TB2117: めがねスーパー？
[12199.916] (S)yuukida39: 光るメガネ
[12207.268] maddy2623: 銀座のかな
[12208.351] だいこん_: ココブルーじゃねえよｗｗ
[12210.066] johndoe6523rp: 眼鏡三指
[12213.364] moririka755: メガハラ始動。
[12213.625] (S)るーどるふ: 目は大事にしないとね。
[12216.740] レム__: 開眼しちゃう
[12219.198] moricocoa: ココブルーは眼鏡ではない
[12227.291] ~MISSING_COMMENTER_INFO~: umeMezame_SG
[12240.701] (S)gloomymario: MEGAハラ 強そう
[12244.748] (S)よもぎです: エヴァンゲリオンみたいな色ですね
[12253.241] ぐちた: うめー
[12254.124] chanmipoin: ブルーライトカットって意味ないらしいよ
[12254.857] TB2117: めがねとロートＺあれば最強
[12261.436] nanakusan793: ウメちゃんは老眼はじまってる？
[12269.832] もきち555: 結構時間かかるもんなのね
[12276.717] ABottari: I hate DeeJay
[12279.497] knxwledge: このキャラクターには頭痛がする
[12287.305] esutark: これは嫌な流れか？
[12287.469] (S)ましゅダヨ: ブルーライトカットついてるとホントに目が楽だよ〜！たのしみだあ
[12287.738] moririka755: 色んなキャラにエヴァカラーあるな
[12290.788] naginagi99: 老眼はなかなかわからんのじゃないかなー。ある日突然気づく感じある
[12294.782] goddoomchina: こんにちは、日本人の皆さん、私は香港出身です...中国人は気が狂っています....特に最近>.<彼らが残念です!ほとんどの香港人も中国人が嫌いであることを知ってください
[12296.400] knxwledge: deejay 
[12301.205] 3_dots: @knxwledge hahahaha
[12302.964] (S)日本語かな: ん
[12307.043] (S)凪水: ブルーライトカット効果ないって記事が最近
[12316.900] (S)takahashiseigi: 相手のDJ強いな、何者だ
[12325.189] 3_dots: @knxwledge daigo will get a glasses later . we dont know detail of it tho
[12325.353] cqc5555: 粛清されるぞ
[12329.007] (S)日本語かな: リズム刻めず
[12333.034] naginagi99: しばずけさんて５でガイルだった人かなー
[12342.789] (S)ましゅダヨ: @goddoomchina I know.
[12351.748] (S)aiukake: 香港はまあ残念だったね・・・
[12353.555] railgun_rebe: ブルーライトカットは”短期的には”効果がないことがわかっただけで、長期的に効果がないかはまだ分からない
[12355.874] (S)るーどるふ: リズムを刻め！
[12357.517] Giichigi11109: 中国だろうが香港だろうが他国の事悪く言う奴が嫌いだよこっちは
[12359.740] TB2117: あ、だからこの色なんだ
[12359.941] ぐちた: すげ
[12365.818] akiaki0612: あーキャプコマガイルの人か
[12369.946] moririka755: ホントの政治発言きちゃ
[12373.204] tantrave2014: スパムと会話すんな
[12374.104] bumpy671: なんか香ばしくなってきたな
[12386.941] (S)fikat_0702: まあ触れないが吉ｗ
[12387.882] 3_dots: hahh haha !
[12401.496] bumpy671: 格ゲーに政治持ち込んでいいのはネモだけって知らねえのか
[12407.890] goddoomchina: @ましゅダヨ 
[12414.177] knxwledge: かわいい眼鏡の時間 
[12418.234] white_mantis: 歴戦の対応力
[12418.888] ぐちた: うおおおお
[12427.312] potocki1810: なげなげぇ
[12432.693] akiaki0612: 紫だとdjのインパクト見やすいような
[12436.183] horohoro123: かっぱ巻きを寿司という人を僕は許せません
[12436.755] naginagi99: 出ない噂あったザンギもちゃんと出てるし、ストの世界は平和だわ
[12440.716] TB2117: ｗ
[12441.381] (S)gularain: ＞＜
[12441.655] xyz1648: リバサでんがや
[12442.187] (S)fikat_0702: BibleThump
[12446.297] woodmud: 格ゲーで政治が一番うまいのは5ベガの弱体化を防いだどぐらさんだろう
[12446.464] ぐちた: 火力えぐいな
[12448.017] (S)日本語かな: きれっそー
[12449.220] レム__: でんがや
[12457.394] 憂う者の弟子: どうなってんだかぷこん！
[12457.483] (S)ましゅダヨ: 中国が無理やりだから嫌になるのは仕方ない。いつも犠牲になるのは国民だからね。辛いよな。
[12457.525] (M)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[12458.389] latenight000: でんがや
[12470.306] pined0gg: 一番萎えるやつ
[12473.758] akiaki0612: 文句言いながらジャスパ
[12474.960] lackesis: 受け身タイミング違うよ
[12482.141] potocki1810: パーフェクトの呼ぶ声が
[12501.682] moririka755: リバサ要練習か
[12503.653] TB2117: ウメハラ「でんがや！」
[12505.659] latenight000: あつよる
[12508.200] ぐちた: つえー
[12508.446] (S)takahashiseigi: 強い
[12510.350] 3_dots: ohhh sick
[12511.626] (S)日本語かな: 🕺
[12512.439] knxwledge: knxSMH
[12513.203] (S)るーどるふ: 刻まれた〜
[12518.813] oinari6: スト6やってて1番イライラするのはリバサが出にくい事だと思う
[12527.873] chanmipoin: 一般人ならこういうのが止める理由ってなったりするからね
[12529.378] naginagi99: DJが軒並み結果が渋いのはやっぱ受けがあまりよくないのかなー
[12536.735] (S)gularain: あ
[12536.965] moricocoa: お
[12537.141] TB2117: あ
[12540.062] だいこん_: あ
[12541.386] (S)tabibitox: お
[12541.834] 3_dots: @knxwledge my main is dj 
[12541.856] maddy2623: あ
[12545.020] レム__: あ
[12548.262] xyz1648: 優勝候補筆頭
[12551.724] naginagi99: 優勝候補が
[12553.171] syugi3: お
[12554.594] hinhinpp: 強豪ケン
[12557.434] 3_dots: おや
[12557.667] (S)ましゅダヨ: りゅうきちさんー！
[12560.913] tagiharasan: このカードが見たかった
[12561.257] sndkzfm1: オールウメハラvsりゅうきち
[12566.253] maddy2623: 優勝候補
[12569.582] (S)takahashiseigi: 藤村一派筆頭のりゅうきち
[12569.865] akiaki0612: 試験
[12570.488] Eigyotyu440: チェック
[12574.184] johndoe6523rp: 神童対決
[12580.188] (S)箸くれ: すべてさんVS優勝候補
[12584.841] (S)Ganondorf_nulvi: Who is this ken
[12585.771] pined0gg: 今はケンきち
[12585.902] kakutora_no_o: あ、りゅうきちくん
[12587.420] esutark: ダイゴを2000から落とすもの リュウキチ
[12590.387] (S)ましゅダヨ: 次の日もやっててえらい！
[12593.319] TB2117: ほんとに試験みたいだｗ
[12594.451] knxwledge: @3_dots 
[12597.326] heijitusan: このゲームリバサ出ないからキレるんよー！
[12597.977] (S)gularain: ｗｗｗ
[12599.919] hal0087: ｗｗｗ
[12599.950] (S)robatoka: robatoka subscribed with Prime. They've subscribed for 3 months, currently on a 1 month streak! 
[12602.683] (S)日本語かな: 打ったってー
[12602.922] admjg23654: スト4プレイヤーの頃って小学生だっけか＜りゅうきちくん
[12603.152] akiaki0612: 1違い？
[12604.085] (S)マンゴスチン: つえー
[12607.967] だいこん_: リバサ出んがや
[12608.445] tsubame5204: umeFail
[12610.187] xyz1648: カプコン聞いてるか～？
[12612.919] (S)黒猫くん: これにはウメさんもご立腹ですわ
[12613.687] scottiever06: ラッシュで入力飛んでるな？
[12617.566] 憂う者の弟子: こっちはいい疲れたぞ！！
[12624.277] hal0087: アムネジアより百貫よりリバサでないのが一番腹立つからね
[12627.745] 157655: 重大なストレスやん
[12627.822] ram_doggo: これで出たらガードされるんだよな
[12631.371] Giichigi11109: ササモっちゃう
[12638.319] (S)gularain: ；；
[12641.796] xyz1648: NotLikeThis
[12641.840] akiaki0612: MR1違いで負けてる
[12642.759] だいこん_: カプコンみてるか？
[12642.836] syugi3: あら
[12643.527] (S)tabibitox: リプレイみて原因究明する？
[12643.692] knxwledge: knxBEY
[12644.641] latenight000: この俺が萎えるなんてね
[12647.328] (S)日本語かな: ちゃんと萎えたww
[12647.801] esaka2020: このゲームカプゲー史上一番端つよない？
[12648.603] レム__: 分かりやすく萎えてる
[12649.404] (S)takahashiseigi: リバサ出ないのに今日はイライラか…
[12651.522] (S)Ganondorf_nulvi: Wow this guy is good
[12657.442] (S)ましゅダヨ: 王が言い疲れてるんだぞ！
[12657.601] (M)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[12660.440] hal0087: カプコン、王がお怒りだぞ
[12660.586] goddoomchina: @ましゅダヨ ある程度までは彼らがやったことだ、貧しい人々は憎むべき何かを持っているに違いない、そしてもちろん彼らに同情する
[12662.113] feel2525: カプコン大事な時期やぞ
[12666.583] rxz_2017: 俺を萎えさせたら大したもんだよ
[12669.935] knxwledge: knxOK
[12671.960] kakutora_no_o: めちゃくちゃ珍しいな
[12672.658] akiaki0612: 冷静に萎えを分析
[12676.478] lutz001: 相手がラッシュだすと出ないよな
[12679.190] (S)黒猫くん: ウメさんにも萎えるって感情がちゃんとあった
[12680.184] エークトルプ: 択ゲーすぎる。
[12681.274] latenight000: まさかこの俺をね
[12685.329] tantrave2014: ジャストうますぎて草
[12687.385] Leu_shin: リバサ出ずに10割削られたことある
[12688.157] sndkzfm1: 萎えハラ
[12688.614] johndoe6523rp: 他のプロの人はどうしてるんだろう
[12689.582] 3_dots: knxCJ
[12694.205] SUGAKIYA: おーしっかり萎えてる珍しい
[12698.150] nikkou18: 他のプロもでないってぼやいてる
[12705.711] esaka2020: たま抜けEX昇竜うめえ
[12710.566] kaw0chan: ドライブラッシュの暗転でコマンド消滅するんだっけ
[12713.943] m0k0t: カプコンいい加減に直してくれよ
[12721.355] (S)tabibitox: 今のはリバサ出てた
[12752.584] chanmipoin: sflでもリバサ無敵出なくて負けてるやついたわw
[12758.657] moririka755: こっちもリバサミス誘う攻めするしか
[12759.681] esaka2020: りゅうきちくんスパ4の頃から反応よかったけど健在か
[12760.921] tk1021: 負けないで😢
[12767.469] ぼむむ: りゅうきちにぃつえーなぁ
[12770.578] (S)takahashiseigi: ラッシュの暗転が悪さしてるらしい
[12771.317] 3_dots: 白熱した戦いですね
[12779.823] knxwledge: knxKRY
[12789.933] (S)fikat_0702: おおお
[12793.460] レム__: 届いた
[12795.233] knxwledge: lfg
[12796.103] (S)日本語かな: やりー
[12796.761] (S)マンゴスチン: おおお
[12798.070] xyz1648: 届いた
[12798.146] (S)しるきち: うっま
[12800.155] papipopon: 生命拾った
[12800.641] TB2117: うおー！
[12802.608] (S)Ganondorf_nulvi: Holy shiiit
[12806.314] (S)2pc_genjin: ラッシュで押してから壁ドンは流石に王
[12810.314] heijitusan: しかも温存した
[12813.505] (S)るーどるふ: 届いたー！
[12815.498] (S)日本語かな: リバサでたぁ！
[12817.689] (S)tabibitox: 今のもリバサ出てた
[12829.765] esaka2020: リングアウトシステム作ったら面白そう
[12836.172] knxwledge: OOOF.
[12836.536] ぢょごぢゃん: おお
[12836.605] maddy2623: っしょ
[12841.791] (S)fikat_0702: うまい
[12848.803] knxwledge: knxOK
[12849.491] (S)しるきち: うっま
[12851.110] (S)マンゴスチン: すげ
[12851.160] (S)hsbcbcc: umeYay
[12851.440] pined0gg: おーうっま
[12852.722] (S)Ganondorf_nulvi: Nice
[12853.923] (S)takahashiseigi: なるほど
[12855.018] lackesis: おお
[12855.732] (S)日本語かな: ええ！？抜けるの！？
[12856.608] matchforest: かっこよすぎる
[12858.778] cvndgplan: さすが
[12859.163] johndoe6523rp: 大昇竜！
[12859.596] laco3345678: SeemsGood
[12860.016] admjg23654: 今の昇竜は仕込み？
[12862.951] gekizawa: うっっま
[12870.787] xyz1648: うんまい
[12872.778] knxwledge: yabai 
[12915.849] xyz1648: 崩れない守り
[12917.213] (S)日本語かな: ケンの後ろ投げ地獄車って名前いいよね
[12944.821] kiyotaka0614: kiyotaka0614 subscribed at Tier 1. 
[12962.968] オジョー: CoolStoryBob
[12966.428] (S)fikat_0702: ボンバー！
[12966.575] syugi3: おー
[12967.908] (S)tabibitox: ボンバー
[12968.389] オリバん: すぐ端車に名前変えてもいい
[12973.300] (S)相田俊介: 地獄車はモデルとなる技がある
[12986.730] moririka755: スト2の頃から地獄車
[12989.240] gorilla_osaka: 地獄車はおじちぇっく
[12994.998] akiaki0612: 昔はもっとゴロンゴロンしてた
[12997.478] pined0gg: の～
[12998.238] maddy2623: つんだが
[12999.154] papipopon: いってぇ
[13002.586] でっけぇおめぇ: でっけぇおめぇ subscribed with Prime. They've subscribed for 9 months, currently on a 1 month streak! 
[13004.446] レム__: 優勝
[13008.650] knxwledge: knxSMH
[13010.957] bobonchuaaaa: えー、だめなんだ今の
[13013.210] みっちー14: こりゃつええ
[13014.490] sndkzfm1: はい優勝
[13015.300] pu_neko3: 地獄車って柔道の技なんじゃなかったっけ？
[13017.308] SteveyoTTV: checkmate
[13030.738] (S)マンゴスチン: つええな
[13032.732] moyoroy: りゆうきち>全て
[13037.088] (S)hoshi_boshi_0: 流石の優勝候補
[13038.177] 3_dots: what a high level match
[13045.924] sigano3123: りゅうきちくんに勝てるやつおるんかな
[13050.882] knxwledge: ミラーマッチは厳しい。
[13052.468] akiaki0612: 疲れ
[13053.189] (S)相田俊介: 地獄車は柔道一直線って漫画の技
[13057.765] (S)日本語かな: おちゃまり
[13059.490] (S)hoshi_boshi_0: お茶マリきた
[13066.841] (S)takahashiseigi: りゅうきちくんは、大体藤村にボコられてる
[13070.559] akiaki0612: 綾波きた
[13070.734] kakutora_no_o: お馴染みの御茶ノ水ちゃんだ
[13077.499] knxwledge: @3_dots ハイペース、ハイレベル
[13082.529] (S)ましゅダヨ: @goddoomchina The government is ***e gap in poverty will not be filled.Take away territories from many ***'s natural that peace is threatened.
[13102.991] 3_dots: @knxwledge たしかに、その通りですね
[13117.630] john3sixteen_: hellio
[13135.311] (S)ましゅダヨ: 不適切コメだったら削除してくださいm(*_ _)m
[13185.038] bunbun0880: ケンのジャンプ小Kって結構強い？
[13185.192] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典があります → https://bit.ly/2YE2nLB
[13201.720] matsu_zalem: matsu_zalem subscribed with Prime. They've subscribed for 44 months! お疲れ様ですー。また俺を獲れ見返してしまった…。
[13205.704] (S)ましゅダヨ: 自分でコメント消せないのなんとかしてぇ…Twitch…
[13208.348] johndoe6523rp: うま
[13222.406] xyz1648: 見返してもいいぐらいおもろい
[13223.309] maddy2623: 2回見た
[13240.193] TB2117: ワイも２回見た
[13240.330] (M)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[13243.223] (S)haicro_zm: 面白かったからね
[13247.150] Jam10505: 昨日のトレモでなにがあったんだ
[13249.144] のぶとも: 翌日3時起きだったのに全部見ちゃったよ
[13260.818] jitajita: ササモレオ、リピートしてます。
[13262.184] (S)tabibitox: 届くのか
[13264.682] burisuke: ２回戦の情報ってなんか言いましたか？
[13277.891] xyz1648: ササモレオだけ見るのツラくて二回目見れなかった
[13283.846] latenight000: ササモが主人公だとしたら、1話目どころか0話目で主人公死んでたことになる。録画だったし。
[13286.054] maddy2623: ササモレオは飛ばした・・2回も見れなかった
[13290.583] (S)日本語かな: 地上技をジャスパ取った時ちゃんと強度によって最大決めたいよね
[13292.227] knxwledge: so good.
[13296.649] (S)ましゅダヨ: また公式から情報車では未定みたいですね！
[13301.255] (S)hachimit: マスター帯ってどのキャラが一番多いですか？体感
[13302.520] Jam10505: コメの雰囲気的にササモ負けたのか…
[13307.228] inchangwww: ストシリーズ最高のVTR
[13311.635] matsu_zalem: ルーク人形のおじぎで震えた。
[13313.667] twitchyarutch: 2回戦はカプコンとの調整があるので日時は未定
[13316.917] ぼんじゅ: ササモは未来の礎になった
[13320.219] (S)tabibitox: 再戦
[13323.113] esutark: ぎゃあああ
[13326.025] nen_100: 霊王
[13327.248] レム__: 無邪気な刺客
[13337.630] naginagi99: ササモ事件は知っておいたほうがいい
[13339.870] (S)日本語かな: 無邪気な悪鬼
[13344.524] Jam10505: ササモきっついなぁ
[13347.489] のぶとも: やめ男たちの逆襲が始まる
[13348.148] (S)john117_s: 人形コワイ・・人形コワイ・・
[13351.684] v401: 負けたなんて表現じゃ軽い気すらする
[13352.235] bunbun0880: 子供は無邪気に残酷じゃからのう
[13354.846] burisuke: レオ君が凄かったよ
[13355.240] hal0087: 崖っぷち感を理解してない小学生に破壊されるの震えた
[13361.129] latenight000: 2先で轢かれましたね～じゃないもん、しっかり5先で殺されちまってんだもん、グロ画像よ
[13361.844] kakutora_no_o: ルーク人形はみんなのトラウマ
[13364.605] maddy2623: 幽遊白書以来でしょ 第一話で主人公死ぬの
[13364.677] レム__: 漫画みたいな展開だった
[13368.358] gorilla_osaka: 散り方に華があるのが一流よささもん
[13369.136] syugi3: 台本あってもああはならんが現実に起きた
[13372.260] Jam10505: ササモンになってマスコットキャラとして生きていくか
[13378.076] ぼんじゅ: ササモからしたら一生もんのトラウマになりそう
[13380.197] wikokihgrs: マゴネモ１０－０以来のインパクト
[13388.243] xyz1648: やっぱ背負ってるものが重荷になった感あったな
[13392.659] sndkzfm1: スト6の歴史の1ページに追加された事件
[13393.036] (S)dokuyubi: でもあれもウメちゃんが召喚したカオスだから…
[13399.911] playatlas: LoL界がある
[13400.565] twitchyarutch: 本編をちゃんと見た方がいい、何日かけても
[13405.261] knxwledge: このジュリ選手は日本を訪れているに違いない
[13408.354] (S)るーどるふ: ルーク人形、ホラーだな。
[13410.112] Nagare765: このジュリの人の名前メスガキで草
[13414.293] chanmipoin: 小学生がプロに勝つって結構な事件だと思うんだが、ヤフーニュースとかに載らんかな
[13415.282] yukko2944: 手元見てみたい
[13436.661] esaka2020: 龍球っていうビリビリで配信してるプレイヤーだねこの人
[13437.654] (S)john117_s: しかも競技リーグの選手をって相当よ
[13438.168] naginagi99: やっぱ余分にタイマー減らないから強い気するんよなあ
[13438.557] レム__: しかも1先とかじゃなくて5先だからね
[13439.475] 3_dots: @knxwledge 
[13440.893] knxwledge: このキャラクターはこのゲームで驚異的なコンボを持っている。
[13441.925] sndkzfm1: スト6発売してまだ3ヶ月なのに内容濃過ぎる
[13442.318] kakutora_no_o: あの無邪気な笑顔と死んだ顔の並びはやばかったなぁ…
[13447.890] neon_d99: これからササモに負けたリーガーは全員11歳以下になるということをネモさんなら逆に利用する
[13447.894] (S)日本語かな: 有名なんだこの方
[13458.333] yukko2944: お手元見てみたい
[13461.504] knxwledge: why does juri have marvel combos in this game. 
[13464.475] ぼんじゅ: あのルーク人形って市販品なん？
[13471.273] pettan_omochi: 転生物はだいたい1話で死ぬけど、転生無しで死にっぱなしは辛すぎる…
[13481.785] esaka2020: シャオハイとかはDouyuだけどこの人とかDCQはビリビリで配信してたはず
[13482.976] xyz1648: 自分で作ったものでしょ
[13490.532] hinhinpp: プロではありえない11歳の戦い方で面白かった
[13491.769] buildingoodman: レオくんとのリスクマッチはコンテンツ化して欲しいね
[13513.052] miyusayers: ササモはこれから転生するから
[13513.884] みっちー14: つええ
[13514.536] naginagi99: 今のまじか
[13516.315] xyz1648: つよ
[13516.350] 496shikuro: 最近いつ来てもツイッチ開いたらそこにはウメがいる
[13516.665] moricocoa: このジュリうまいね
[13519.049] burisuke: ユリアンだった人か
[13524.206] 3_dots: majikayooo this juri
[13524.307] TB2117: ルーク人形はこくじんがかすんで見えたなｗ
[13526.036] 如月うづき: これがジュリの答えなのか
[13539.579] naginagi99: マゴさん。ジュリやっぱ強いです・・・
[13539.785] tagiharasan: 『ササモ』の第２話ってどこで見れるの？
[13549.307] (S)tak1on_: 人形の首の骨折れてたのじわった
[13551.839] chanmipoin: あの人形もはや不気味だったな
[13553.184] (S)日本語かな: 1話読切だったはず
[13557.213] maddy2623: 読み切りだよ
[13565.318] xyz1648: ササモはSFLでスピンオフしてるよ
[13565.449] (M)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[13566.611] naginagi99: ササモ先生の次回作にご期待ください！？
[13566.632] TB2117: よみきりｗ
[13572.081] 3_dots: fireeee
[13574.662] Nagare765: 雑魚お兄ちゃん風水もガードできないんだ？ みたいな名前
[13583.062] knxwledge: bruh.
[13586.194] (S)hoshi_boshi_0: バッチリィ
[13586.378] knxwledge: knxSMH
[13595.665] twitchyarutch: 出来ればレオ君にはこのままでいってほしい、世間のざわめき関係なく
[13601.758] esaka2020: お互いJPうまい
[13609.027] sachertorte1832: 次回謎の覆面巨漢DJ使い出ないかな
[13614.266] mecroboxy: えぐうま
[13614.654] (S)fikat_0702: おおお
[13615.567] xyz1648: かっけえ
[13616.594] (S)ソーラン武士: KomodoHype
[13618.392] ぼんじゅ: むしろレオ君に優勝してほしい
[13619.872] 3_dots: wooo
[13620.454] 如月うづき: １１歳はまだ反応速度の全盛期じゃないからまだまだ伸びる
[13622.013] (S)john117_s: マスクドササモ
[13624.439] (S)sumabufalcon: sumabufalcon subscribed with Prime. They've subscribed for 3 months, currently on a 3 month streak! 
[13624.876] (S)hoshi_boshi_0: ﾋｭｰ
[13625.960] naginagi99: 覆面しても１６０キロでわかっちまう
[13628.070] johndoe6523rp: へるー
[13628.379] neon_d99: 詰みか
[13630.386] (S)日本語かな: つみ
[13630.636] yukko2944: やるう
[13636.668] TB2117: マスクはわらうｗ
[13637.014] okerekereke: つぎいつあるんすか？
[13642.376] (S)hoshi_boshi_0: ナイスー！
[13646.946] xyz1648: 死闘を抜けてきたりゅうきちvsレオくんを決勝で見たい
[13654.129] maddy2623: でもカプコンプロツアーは15歳からだから4年はプロになれないんだ
[13666.499] 天然ベニテングダケ: 2回戦は1~2ヶ月後辺りだって言ってたっけ
[13677.598] Nagare765: プロになれる頃スト6終わっちゃう
[13681.500] gajonaori: 難しいけどとんでもない子が出てきたらルール変えるかもしれへんし
[13683.198] xyz1648: え、そんな後なんだ
[13683.275] (S)fikat_0702: 1～2ヶ月後(カプコンの許諾もらってから)らしいです
[13683.786] naginagi99: 次トラボレオくんとかでちゃんとトラボが対応できるのか見てみたかったりする
