[14.698] ちくお: っわこらだ
[12516.390] marimoko6231: うっさ
[12516.460] (S)netaiyo: うっさ
[12516.627] abokadia: うっさ
[12516.831] Chawan_7: うっさ
[12516.915] (S)かみまろ: うっさ
[12517.018] スカイウリ: うっさ
[12517.659] ギンナン: うっさ
[12517.728] (S)哀れな人の子: うっさ
[12517.832] marimoko6231: www
[12518.187] (S)karako2070: うっさ
[12518.365] (S)なーぽん: うっさ
[12518.576] 角角家: うっさ
[12518.797] Choco__158: うっさ
[12519.001] zusshin_sushi: うるさ
[12519.235] minmo2724: うっさ
[12519.297] (S)ゆんちゃん〇: うっさ
[12519.341] kafemoka_0401: www
[12519.836] poooooooni: うっさ
[12520.260] (S)暇な爆弾魔: うっさ
[12520.609] (S)yusan913: うっさ
[12520.724] shoumaru0714: うっさ
[12520.823] まかろにあ: うっさ
[12521.358] (S)ザミテス: うっさ
[12521.612] アストモ: うっさ
[12521.663] ネオだいる: うるさい
[12522.011] ド六角: やぶれた
[12522.179] 稚魚ちゃん: ホラゲーじゃないんだから
[12523.027] amaebi____: うっっさ
[12523.109] 神崎立夏: くそおもろwww
[12523.236] 鉛筆びー: うっさ
[12523.467] まいちゃ0101: 近所迷惑
[12524.248] (S)天然水の水: やかましい
[12524.407] takenokou: うっさ
[12524.448] (S)mini_momo33: 声やばw
[12524.704] (S)えびぽや: うっさ
[12525.170] (S)amaroni0614: うっさ
[12525.330] しなやかしょうゆ: ホラゲ？
[12525.582] (S)hanyuneko10: うっさ
[12526.517] (S)minto13579: ※まだ４んでません
[12526.881] (S)harugasumi16: 鼓膜を返せ
[12527.651] lateco: もうあの頃のらっだぁはいないんや
[12529.793] ももこ222: ｗｗｗ
[12530.425] sumomo893: うっさ
[12532.135] (S)なーぽん: 心臓飛んだ
[12533.013] (S)せんせー達の遊び場: 絶対やると思った
[12533.595] (S)m_nnm: これホラーゲーム？
[12535.460] (S)markarrow123: らっだぁも堕ちたなぁ
[12536.549] (S)しかくのさんかく: wwwww
[12536.628] ayatakamaru_0126: うっさ
[12540.602] (S)moris1013: なんでアスレで叫ぶんだww
[12542.083] りかお: wwwwww
[12543.196] (S)amaroni0614: アスレでも叫ぶってほんとですか？
[12545.043] amaebi____: ホラゲ並に叫ぶな
[12545.448] gu_taranosuke: wwwwww
[12545.558] amamizu2525: 落ち着け
[12546.708] (S)koukoukoy: おい
[12549.097] (S)ラスフィルツ: 頼るな
[12551.887] kanakana1225: ww
[12553.294] (S)yu_ai89: おちつけ
[12553.398] 4toki22: おい
[12554.230] (S)をぺ: もちつけ
[12555.947] 神崎立夏: www
[12556.722] rioapr03: 落ち着け
[12557.480] (S)shilva_0: www
[12557.528] (S)星空くん: おわた
[12558.524] dokukinoco: おちつけw
[12559.341] ruby7_26k: www
[12559.851] (S)銀河ポテト: 沼
[12559.875] (S)yona_0724: www
[12559.966] かびちゃん: ジャンプしてボタンじゃない
[12560.082] (S)なーぽん: シュルカーどうやって登るん？
[12560.102] itoido: www
[12560.970] bc_moimoi: おちつけ
[12562.160] ieyasudesu: ちょっと男子！
[12562.165] (S)yu_ai89: ぺったんぺったん
[12562.277] poteito: 詰まるとやばい系だ
[12564.417] (S)mini_momo33: wwww
[12566.736] 神崎立夏: 青鬼の鍵思い出したwwwwww
[12566.920] meme0_0han: なにやってんの？
[12568.745] honehone_2: 沼北
[12569.020] (S)なーぽん: 混んできたwww
[12569.088] ひろは: シェルかーの、ほうがらくやない？
[12571.323] amaebi____: wwwwww
[12572.741] hayate3136: 落ち着け
[12572.974] kuzu92_: とんでからボタン？
[12574.293] maatenndaa: 協調性がねぇ
[12574.458] hima_norita: www
[12574.555] (S)markarrow123: なにしてるの？？？？？
[12574.885] syotokeeki: 沼
[12576.230] kenp1n_8: wwwww
[12576.658] たはと: おちついて？
[12578.324] ももこ222: うずうずするｗｗｗ
[12578.545] itoido: 誰も譲らないwww
[12578.655] marimoko6231: www
[12579.145] _りおん: wwwwww
[12580.943] 鉛筆びー: おちつけ？
[12581.486] kafemoka_0401: www
[12581.990] (S)shinichan227: お前だけだよ
[12582.207] (S)こめヌか: ｗｗｗｗｗｗ
[12583.123] (S)yusan913: radaoAngry
[12583.378] ぞーざ: 飛んでからボタン押さないとw
[12583.540] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[12583.570] (S)ゆんちゃん〇: wwwwww
[12583.593] ルロア: ピストンからシュルカーじゃないん？
[12583.704] もえもん: wwwww
[12583.751] (S)田中弐号機: www
[12584.285] amaebi____: おちつこww
[12585.574] ayatakamaru_0126: ぽまえがおちつけ？www
[12585.692] hana3856: wwwwww
[12586.133] かびちゃん: ジャンプしてみるんだよ
[12588.131] (S)yu_ai89: 渋滞が
[12588.277] chloro_cat: アスレ？
[12588.298] (S)なーぽん: 頑張れwww
[12588.506] ポメ太: シンプル下手？w
[12588.880] しょぼん様: 飛んでから押せ
[12589.018] (S)暇な爆弾魔: wwww
[12589.775] (S)せんせー達の遊び場: 乗ってる状態でピストン押したらそりゃ落ちるやろ
[12590.647] (S)nyakku0720: 何してんのwww
[12594.075] (S)しかくのさんかく: ひとがwwwww
[12595.258] あきぬこ: wwwww
[12595.446] halcloud: 寝ますおっつぅ
[12596.758] (S)goodfriends02: ジャンプしてからだぞ
[12597.791] kero_ppi1: ジャンプして開ける
[12599.054] amaebi____: ああww
[12599.984] (S)かみまろ: ジャンプした瞬間に押すんやで
[12600.042] (S)nonsugar017: 人口密度www
[12600.292] mizuno0624: ジャンプしてから
[12601.192] having_harumaki: へくしょんさんゴール前でにっこにこだろうね
[12601.358] dokukinoco: クロスしていくんじゃね？
[12601.547] syotokeeki: 混んできたね
[12601.582] ひろは: ジャンプしておすんだよ
[12602.617] ド六角: 右いって左？
[12604.030] ぎょろっとみかん: おっつぅ？
[12604.408] (S)せんせー達の遊び場: ジャンプしてから押す
[12604.517] (S)poncho_popo: 落ち着いて頭使えば出来る
[12605.125] gu_taranosuke: wwwwww
[12605.451] ruby7_26k: シェルカーはジャンプしながら開けて乗る
[12605.505] narooon7676: 混んでるwwwww
[12606.035] orange_6003: 自分から押されに行くな
[12606.268] (S)星空くん: 密度が悪い
[12606.546] kuleimoa: 混んできた
[12609.329] (S)rioniku1515: ジャンプボタンだと思うよ
[12610.040] bakura1244: ジャンプしなきゃ
[12610.238] 夢川海月: 気持ち悪い笑笑
[12610.460] (S)yu_ai89: wwww
[12610.703] (S)wacky0000: ピストンとシュルカージグザグに登ればいいのでは？
[12611.178] (S)ディンダン: www
[12611.669] mikan_san: 紺だよ
[12611.941] かびちゃん: これ見てる側もいらつくやつね
[12612.043] ayunosioyaki0223: wwwwww
[12612.485] ogi_3: お前のせいでな
[12614.131] zusshin_sushi: がんばえーw
[12615.792] amy31077: 混んでるね
[12615.903] minmo2724: 渋滞してるw
[12616.415] ギンナン: 譲り合いしないと
[12616.534] marimoko6231: www
[12617.019] odamame: 密です！
[12617.375] kenp1n_8: wwwww
[12619.418] lycoris8: これはつんでる
[12619.960] zusshin_sushi: 密
[12621.857] (S)shinichan227: 民度悪いな
[12621.955] 夢川海月: はよしてくれんか…🥺
[12622.153] スカイウリ: 渋滞してるwww
[12622.313] soda10395: それ最初にジャンプ
[12622.548] mitora2916: ジャンプしろってんじゃん
[12625.720] (S)せんせー達の遊び場: ジャンプ中に押す
[12626.253] (S)なーぽん: wwww
[12627.808] sora602: 混んでるって言いながら突っ込むの
[12627.956] (S)shinichan227: リスナー自重して
[12629.887] moriken7: 全員蹴ろう
[12630.256] まいちゃ0101: SOCIALDISTANCE
[12632.255] mikomikoto0: ら民だから
[12637.254] さゃ: 最後まで開けた方がいいよ
[12637.620] amaebi____: 自分が一番可愛い
[12638.472] itoido: 誰も自重しないw
[12638.665] ネオだいる: お前が言うな
[12641.619] c1ty6: ジャンプしてからじゃないと登れんよ
[12642.752] かびちゃん: いそぎすぎやねん
[12643.103] narooon7676: 一回乗って落ち着こ
[12644.044] ogi_3: 落ち着いてもダメじゃん
[12644.285] kero_ppi1: そうそう
[12644.763] (S)mattyarate113: 最後まで出して
[12646.874] あきぬこ: おお
[12646.914] ayatakamaru_0126: ぽまえなら出来る！
[12647.011] (S)minto13579: すぐ閉じないほうがいいぞ
[12647.597] ayunosioyaki0223: うわ
[12647.657] (S)ゆんちゃん〇: ジャンプする前に押されるんじゃないの
[12648.407] ひろは: せっこ
[12648.931] (S)をぺ: おー
[12649.465] (S)rioniku1515: 介護ｗｗｗｗｗ
[12649.546] (S)dokokara_dokomade: お
[12650.538] (S)星空くん: おい
[12650.705] murabito_3w3: おい
[12650.855] mizuno0624: せこ
[12650.884] wpj575: あ
[12650.927] ポメ太: www
[12651.031] hayate3136: ジャンプしてから押すんじゃない
[12651.950] kero_ppi1: あ
[12652.014] (S)ディンダン: お
[12652.100] nolt0207ks: 歪
[12652.319] ruby7_26k: 助けてもらったね
[12652.519] (S)cupirus: おい
[12652.575] ichinomyo_taro: せっこ
[12652.718] amamizu2525: あっぶ
[12653.505] ド六角: うわ
[12653.509] (S)きょぴ: 歪
[12653.515] (S)koukoukoy: せこ
[12653.634] soda10395: よかったね
[12653.658] ゐそやん: やさしーん
[12653.941] mazirou: おいw
[12653.964] (S)ディンダン: ないす
[12653.974] chloro_cat: おー
[12654.058] mitora2916: おい
[12654.159] (S)yu_ai89: 脅したな
[12654.331] toumyou_2525: 優しい
[12654.593] remiiiii_28: おい
[12654.739] amy31077: やばあ
[12654.823] (S)そおお: せこ
[12655.520] kero_ppi1: クリアー
[12656.065] ogi_3: きも
[12656.134] (S)星空くん: おちろ
[12656.221] rei_0610: おい
[12656.550] noi_779: 歪
[12657.075] piisuke0428: やさし
[12657.201] ryaaaaako: せっこ
[12657.341] (S)t4keton: おい
[12658.318] bontakun0131: 最初にボタン押したりシュルカー開いたりしたらダメ
[12659.274] (S)koukoukoy: radaoHusei
[12659.510] かっふぇおーれ: 歪
[12660.156] (S)ドコサヘキサエン: せこ
[12660.235] まいちゃ0101: 要介護
[12661.295] もえもん: せこ
[12661.996] (S)mini_momo33: やさしい
[12662.754] アマノジャクだよ: おい
[12662.953] (S)t4keton: 歪
[12662.984] (S)atuono: radaoHusei
[12663.458] あきぬこ: ちっ
[12663.831] (S)なーぽん: あ
[12663.940] ギンナン: やさc
[12664.025] mirumiru_h: radaoHusei
[12664.333] sjindoa: 開けてくれてたね
[12664.478] zarameamaine: せこ
[12664.543] (S)yusan913: radaoHusei
[12664.854] waon0209: せっこ
[12665.120] アブサメ: 生主に似たんだな
[12665.324] kenp1n_8: 優しい世界…？
[12665.342] (S)哀れな人の子: radaoHusei
[12665.968] スカイウリ: 情けない…
[12666.293] (S)星空くん: ちっ
[12666.379] macha1945: 不正
[12666.781] ひろは: 不正
[12666.833] am4kumo: やさc
[12666.931] piisuke0428: ちっ
[12667.000] marimoko6231: 介護
[12667.058] (S)tirimen_2: やさしいねぇ
[12667.184] (S)かみまろ: radaoHusei
[12667.326] ド六角: ほんとらっだぁは性格が良いねぇ
[12667.527] itoido: 不正
[12667.554] (S)atuono: radaoKonro
[12667.666] karaage_oc: radaoHusei
[12668.586] アマノジャクだよ: 他力本願寺
[12669.719] (S)panndaman1: radaoHusei
[12669.893] (S)ルディナ: radaoKasu
[12671.167] (S)暇な爆弾魔: radaoHusei
[12671.752] ももこ222: おめ
[12672.037] wolf1130: 歪
[12672.127] (S)えびぽや: radaoHusei
[12672.981] (S)poncho_popo: 見損ないました
[12673.012] koronn1101: 情けな
[12673.232] rito1725: 歪
[12673.908] futunooryo: やさしーん
[12674.277] (S)なーぽん: おーちーろー
[12676.294] きのここ: だからよくないって
[12676.428] (S)縮緬雑魚: へくしょんクリアした？
[12677.098] amaebi____: 不正
[12677.301] marimoko6231: あー
[12677.462] 五色椿: radaoHusei
[12678.373] (S)かみまろ: チッ
[12678.824] amy31077: せっこ
[12678.906] 鉛筆びー: やさしーん
[12679.431] rk_ne4rl: はぁ
[12680.361] (S)t4keton: radaoHusei
[12680.864] ogi_3: 友達がいなかった理由
[12681.218] ~MISSING_COMMENTER_INFO~: rinrin_rinrin0828 subscribed at Tier 1. They've subscribed for 17 months, currently on a 17 month streak! わこらだ
[12681.278] (S)ryon_ryon__: リスナーは優しいなあ
[12681.369] eithertwig_8110: らっだぁはサバイバルしないおじいちゃんだから最新アスレ分からないよ〜😭😭
[12681.765] tanuki_pan: 今は練習よね
[12682.395] poteito: ルート理解した猛者が勝つだけじゃない？
[12684.242] snikku12: いいリスナーに恵まれてよかったね
[12685.550] rioapr03: はぁ
[12686.135] (S)かるろ: わこらだ
[12686.912] takotaroo: それはいいかも
[12687.569] waraashi: まずクリアしてから言え
[12687.806] mira_889: へくさんクリアしたよ
[12688.370] bakura1244: 無理だよ
[12689.924] ayatakamaru_0126: 優しっ
[12690.012] ひろは: あっこのシェルカーどーやっていくつもり？
[12690.273] itoido: うるさいぞ
[12691.632] ルロア: へくしょんさんはもうゴールしてます
[12691.821] 燐だよ: お前それうざいぞ
[12691.882] (S)atuono: それでゴールして気持ちいいか？
[12692.804] amaebi____: でた自己中
[12693.015] (S)せんせー達の遊び場: このレベルを不正しなきゃいけないのかよ
[12693.544] (S)哀れな人の子: 負け惜しみ
[12693.687] ruby7_26k: らっだぁは2回目のほうが出来なくなると思う
[12693.727] pinapina1003: よくない
[12694.340] kuzu92_: コース把握がね
[12694.498] ひのした: だめだよ
[12695.183] takenokou: 恥ずかしくないのか
[12695.411] (S)きょぴ: どうもこうもないけどどう？
[12695.811] (S)yukidaruna: アスレくらいらだおが無双すると思ってたのに…
[12696.204] 稚魚ちゃん: クリアしてからが良い
[12696.276] (S)wacky0000: ？
[12696.335] mizuno0624: ？
[12696.362] スカイウリ: もちろん無理
[12696.937] (S)mini_momo33: また今度ね
[12697.122] (S)がっちょ: どうせまたミスするからいいよ
[12697.264] あきぬこ: ？？？？？
[12697.444] (S)そおお: ？？？
[12697.448] rioapr03: ？
[12697.681] (S)星空くん: 惨めになるからやめろ
[12698.729] (S)shilva_0: ほう
[12698.836] (S)こめヌか: ?????
[12698.984] ayunosioyaki0223: ？
[12699.201] poteito: は？
[12699.284] dejitari: 結果は変わらないのにね
[12699.431] ponkotu0301: 大人気ないよ
[12699.455] (S)lightreft1250: ？
[12699.825] きのここ: ？？？？
[12701.231] (S)なーぽん: わがまま言うな
[12701.416] fuzi_inari: ？
[12701.639] (S)usamaru_01: ちなもうへくさんクリアしたぞ
[12701.888] 燐だよ: ？？？
[12702.095] 鉛筆びー: ？？
[12702.138] ド六角: え？
[12702.305] honehone_2: ？？
[12702.310] (S)しかくのさんかく: ？？？
[12702.336] rei_0610: ？？？
[12702.360] mokupachi88: ？
[12702.569] amamizu2525: ？？？
[12702.824] wolf1130: 今の所またやるんだよ
[12703.670] (S)t4keton: ？？？
[12703.774] (S)あおふろォ: そういうのいいから
[12703.775] もえもん: ？
[12703.823] bakura1244: ？？？？？？
[12703.948] gu_taranosuke: ？？？？？
[12704.699] ド六角: は？
[12704.853] rqiny94xyz: 頼み方って知ってる？
[12705.146] (S)をぺ: ？
[12705.724] honehone_2: 猛者？
[12705.789] 神崎立夏: ふん
[12706.297] takoyaki243: ?
[12706.416] mikomikoto0: ？
[12707.176] (S)koukoukoy: ？？？
[12707.181] uzura_0412__: ？？？
[12707.534] ayatakamaru_0126: ???????
[12707.903] itoido: やかましい
[12708.279] しゃのーん: そうまでして…
[12708.613] hima_norita: ？
[12709.703] syotokeeki: わからんやろ
[12710.051] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[12710.814] (S)ゆんちゃん〇: ？
[12710.848] (S)netaiyo: ？？？
[12711.993] ichinomyo_taro: そうだよ
[12712.334] スカイウリ: ？？？
[12712.464] (S)みそチョコ: ？？？
[12712.536] はむおくん: らっだぁも落ちたな…
[12712.734] (S)usamaru_01: はぁ
[12713.114] (S)bota111: え
[12713.238] noi_779: さっきのとこいけるの？
[12713.328] 神崎立夏: 最後ですねぇ
[12714.654] (S)goodfriends02: ？？
[12714.670] 肉汁うどん: ？
[12715.614] itoido: ？？
[12716.634] Bamboo_1021: radaoHatena
[12716.693] (S)銀河ポテト: ぽまえがやりたいなら皆やるよ
[12717.507] ネオだいる: ？
[12717.718] チョコに溺れろ: ？？
[12718.375] rqiny94xyz: よぉ雑魚
[12719.272] (S)暇な爆弾魔: ？
[12719.867] dokukinoco: ハマーが待ってるw
[12720.660] ーすむー: 猛者の意味知ってる？
[12721.397] タキ: ぶっちぎりのらっだぁみたい感はある
[12721.556] (S)福茶丸: ハマーが待ってるw
[12722.293] kasuuun0627: 人入れ替えてやれば？
[12723.529] honehone_2: はまーさんおるwwwwww
[12723.968] (S)chuwann: しゅんさんみたいなスピード感ないね
[12725.307] とんぼむ: ご冗談を
[12725.971] bontakun0131: そんなこと言って恥ずかしくないん？
[12727.608] (S)天然水の水: 今日中に終わるのかな
[12727.885] (S)poncho_popo: 猛者でないしルート覚えてないでしょ
[12729.203] koronn1101: 話せば話すほど惨めに見えてくるからもう黙って
[12731.916] tanuki_pan: 彼女が待ってるぞw
[12733.496] c_kuma76: うま
[12733.572] shushu_1005: うん、だから覚えゲーになるだけだよねってこと
[12736.396] ryaaaaako: うま
[12736.601] (S)netaiyo: はまーさんwww
[12739.638] (S)なーぽん: ハマーさん優しいw
[12740.352] mizuno0624: wwww
[12740.562] (S)ゆんちゃん〇: 彼女待ってくれてるやん
[12742.188] kuzu92_: ｗｗｗｗｗ
[12742.270] rioapr03: wwwww
[12742.275] (S)koukoukoy: あ
[12742.824] 五色椿: wwwww
[12742.883] あきぬこ: いたな
[12743.169] (S)dokokara_dokomade: あ
[12743.372] りかお: wwwwww
[12743.929] 神崎立夏: wwwwwwwww
[12744.188] (S)minto13579: a
[12744.422] (S)yona_0724: wwwww
[12744.675] murabito_3w3: www
[12744.802] 燐だよ: wwwwww
[12745.253] (S)ふむふる: wwwwww
[12745.389] honehone_2: あ
[12745.553] (S)あおふろォ: あ
[12745.579] ruby7_26k: 88888888
[12745.586] ichinomyo_taro: あ
[12745.589] (S)ここねり: あ
[12745.697] (S)ゆんちゃん〇: あ
[12745.772] ネオだいる: はまーさんだ
[12745.792] (S)星空くん: あ
[12745.819] (S)ディンダン: あ
[12746.133] (S)akaneko_2232: あ
[12746.157] ligr0w_24: wwwwwww
[12746.974] ゐそやん: wwww
[12747.035] ものかの: あ
[12747.213] hima_norita: wwwwww
[12747.338] gu_taranosuke: おい
[12747.546] (S)_こなた_: あｗｗｗ
[12747.669] (S)otux2_0205: ｗｗｗｗｗ
[12747.772] (S)ほのぼの: wwww
[12748.066] blaumouse: あ
[12748.330] toumyou_2525: あ
[12748.348] 夜の星海: あ
[12748.698] ド六角: www
[12748.873] bakura1244: あ
[12748.991] syotokeeki: あ
[12749.072] (S)koukoukoy: wwwwwww
[12749.082] keneyann: あ
[12749.097] sunomono8: あ
[12749.191] fuzi_inari: あ
[12749.791] (S)そおお: いたないま
[12749.905] あきぬこ: 負けてたね
[12749.954] (S)しかくのさんかく: とっくにおるが
[12750.184] dokukinoco: おいw
[12750.189] (S)kotaroabc: あ
[12750.360] waraashi: おい
[12750.394] honehone_2: 見なかったことにするな
[12750.674] (S)azisai1111: あ
[12750.844] ruby7_26k: おめー
[12750.953] (S)t4keton: あ
[12750.956] rio_reirei: ｗｗｗｗ
[12751.050] 琥龍: ふっ が低音で草 わこつっつ
[12751.491] kenp1n_8: あ
[12751.714] (S)しかくのさんかく: あ
[12751.861] わばぬん: ｗｗｗｗｗｗ
[12752.012] poteito: 声震えてるぞ
[12752.556] (S)きょぴ: めっちゃ煽られてるけどどう？
[12752.935] _イオ_: あ
[12753.679] (S)星空くん: 節穴がヨォ
[12753.826] (S)atuono: あ
[12754.033] mizuno0624: 目の前にいるの草
[12754.161] mazirou: あ
[12754.636] もえもん: あ
[12754.850] kainn_1114: あ
[12754.937] (S)minto13579: 声震えてますよ
[12755.099] ド六角: おい？
[12755.812] mirin_rinririn: もう23日経ったんか
[12756.341] アマノジャクだよ: あ
[12756.497] pinapina1003: あ
[12756.673] amy31077: あ
[12756.708] 神崎立夏: 大人げないな
[12756.743] bakura1244: 居たじゃねえか
[12756.868] スカイウリ: あ
[12757.201] (S)なーぽん: あ
[12757.614] ichinomyo_taro: おったやん
[12757.804] (S)usamaru_01: あ
[12757.812] (S)暇な爆弾魔: あ
[12758.186] kafemoka_0401: あ
[12758.708] (S)panndaman1: あ
[12759.255] (S)dokokara_dokomade: 引退か？
[12759.482] (S)yusan913: w
[12759.491] 村長の孫の嫁: おっとwwww
[12759.510] ~MISSING_COMMENTER_INFO~: あ
[12760.047] ネオだいる: あ
[12760.055] (S)ディンダン: フィルターかかってんな
[12760.102] itoido: あ
[12760.162] まかろにあ: あ
[12760.201] sakuramotikun: あ
[12760.204] ichisuke0116: おい
[12760.211] enu_xo: あ
[12760.247] zarameamaine: あ
[12760.646] (S)哀れな人の子: 節穴
[12760.751] (S)aina___10812: あ
[12760.960] (S)サメの子: あ
[12761.154] _こっぺぱん: w
[12761.330] amaebi____: あ
[12761.395] 鉛筆びー: あ
[12761.690] kyouyaaa: 目見えてないんか
[12761.923] (S)moris1013: あ
[12762.917] Choco__158: あ
[12763.092] chloro_cat: あ
[12763.137] (S)かみまろ: あ
[12763.412] odamame: あ
[12763.453] ぽっせ: 目見えてる？
[12763.724] あらんえむかーびぃ: 目ついてる？
[12763.820] (S)atuono: 色盲
[12763.911] (S)tirimen_2: wwwww
[12764.890] ネオだいる: 節穴か？
[12764.909] 燐だよ: どんな気持ち？
[12764.931] (S)田中弐号機: 今目の前にいたぞ
[12765.029] せおりー: 節穴かな？
[12765.277] とまとかれー: 節穴
[12765.844] (S)なーぽん: 思いっきりおった
[12765.973] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[12766.066] (S)ほのぼの: あ
[12766.249] abokadia: あ
[12767.014] スカイウリ: 23日も経ってたんかぁ
[12767.052] rioapr03: 23日経つの早いな〜
[12767.290] ayatakamaru_0126: あ
[12767.291] pinapina1003: 声震えてるぞ
[12767.918] syotokeeki: 23日後ですか？
[12768.224] ligr0w_24: 誰かスクショ送ったれ
[12768.376] blaumouse: お前…目が・・・・
[12768.913] ひろは: もー23日たったの？
[12769.546] honehone_2: 楽しい？
[12769.766] rei_0610: おじいちゃん……
[12770.563] itoido: 目が見えてないようですね
[12770.858] うめじゃむ: 視力0.2かよ
[12771.152] ド六角: え
[12771.368] (S)せんせー達の遊び場: へクションさんとっくにゴールしてるわ
[12771.455] bontakun0131: 節穴
[12771.716] bc_moimoi: 眼科いけ
[12771.770] 神崎立夏: ふーん
[12772.323] marimoko6231: 節穴
[12772.460] amy31077: 目わるい？
[12772.478] truthdayo: お前目が
[12772.488] ギンナン: つぶらな瞳が…
[12772.530] ネオだいる: 眼科行く？
[12773.183] koronn1101: 目どこについてんだよ
[12773.192] gu_taranosuke: 眼科いく？
[12774.507] rua_noir: あ
[12774.878] enu_xo: 節穴じゃん
[12775.546] ねこサカナ: 目擦れ
[12776.135] えびとまと: お前……目が……
[12776.188] mibuxmibu_: 昔のらっだぁはどこへ、、、
[12776.558] (S)tirimen_2: 眼科行こ
[12776.563] kakiage_01: 23日って意外と早いんだな
[12776.839] bontakun0131: いたけど
[12777.317] hima_norita: 23日後か
[12778.254] ~MISSING_COMMENTER_INFO~: 目無い人？
[12778.459] くまべりー: ぽまえ視点、さっき目の前にいた人誰に見えたの？
[12779.176] ichinomyo_taro: 23日じゃなくて23分の間違いじゃん
[12779.285] 夢川海月: まじでクリアしたと思ったやん
[12780.710] 256番: 眼科いってこい
[12780.988] あきぬこ: 幻覚しかみえとらん
[12781.725] maru0330: 節穴のらっだぁ出てるぞ
[12782.000] rqiny94xyz: どんなもんじゃ
[12782.309] タキ: 今居たんよなあ…
[12782.345] (S)minto13579: アーカイブ見直してこい節穴
[12782.813] (S)poncho_popo: 譲るってこと?
[12782.915] (S)星空くん: アスレ配信者は譲ったと
[12783.014] tokotto: 恥ずかしくないの？
[12783.049] 4__UoxoU_o0_: お前の目は節穴からっだぁ
[12783.191] kanade_1408: 視野角5
[12783.308] 神崎立夏: 目を潰した？
[12783.624] amaebi____: 23日後
[12784.830] アブサメ: 負けてるんよ
[12786.576] (S)lightreft1250: 老眼?
[12786.841] hayate3136: らだおの負け
[12787.057] rei_0610: 白内障ですか？
[12787.267] waon0209: お前ってそんな節穴さんなんでね
[12787.285] とんぼむ: 過去ログ見ろ
[12787.788] rua_noir: 今いたよね？
[12788.108] bakura1244: お爺ちゃん…
[12788.687] 夢川海月: ぽまえふざちぇんなよ
[12788.706] 夜の星海: はしごの斜め登り練習しろよ
[12789.442] 五色椿: おい
[12789.643] eithertwig_8110: みどりくんに譲れよ
[12790.029] 4toki22: 23分だった？
[12790.281] haruto412: 目薬いる？
[12790.407] takenokou: いい眼科教えますよ
[12790.465] (S)mini_momo33: もう奪われてる
[12790.485] monatto__: おじいちゃん
[12791.028] ponkotu0301: 眼科行こか
[12791.247] uva_li: じゃあ、ダイヤ踏まないで行ってみて
[12791.455] ichinomyo_taro: おい
[12791.481] itoido: 23日ってこんなに早かったっけ
[12791.592] (S)縮緬雑魚: 譲れ
[12792.079] (S)89u_u: 現実を見て
[12792.673] (S)しかくのさんかく: おい
[12792.767] Bamboo_1021: さっさと譲れ
[12792.912] が_じゅ: みじめすぎて言葉が出ねえ・・・
[12793.737] wolf1130: 目の場所手のひらとかにある？
[12794.401] (S)t4keton: おい
[12794.725] ネメシス: アスレ配信者の座は譲れ
[12794.972] (S)星空くん: は？
[12795.195] ネオだいる: シャンクス、腕だけでなく目が
[12795.362] (S)yu_ai89: は？
[12795.454] (S)aosun_: らだお...とうとう目が......
[12795.956] (S)yukidaruna: トップでゴールしてから言え
[12796.165] (S)かみまろ: らっでぃおじいちゃんだもんね..眼科行こ..
[12797.082] koronn1101: マジで話せば話すほど惨めに見えてくるからもう黙って
[12797.138] poteito: そんなんだから老害言われるんだぞ
[12797.160] brisyuthird: やっとはお前
[12797.176] mitora2916: 今こいつに現実を見せるのわあまりにも哀れだ
[12797.391] bontakun0131: 普通に負けてるやん
[12797.789] (S)usamaru_01: しっかり負けてて草
[12797.902] (S)きょぴ: 視野狭窄の症状がみられるので、眼科を受診してください
[12798.280] (S)an_do121: おい
[12798.755] 燐だよ: 一日で抜かれてどんな気持ち？
[12800.192] mikomikoto0: ？
[12802.358] もえもん: おい
[12802.553] gu_taranosuke: 老人ホーム行こっか
[12802.629] 神崎立夏: 恥ずかしいよらっだぁ……
[12803.604] (S)哀れな人の子: 惨めだ…
[12804.132] (S)ラスフィルツ: へくしょんさんが可哀想
[12804.346] sobayu120: 現実を見ろ
[12804.815] (S)daizu___mame: そろそろ怒られろ
[12804.984] ~MISSING_COMMENTER_INFO~: ？
[12805.416] honehone_2: らっでぃ哀れだな
[12805.657] toumyou_2525: 人外だからしゃーない
[12806.279] kyouyaaa: らだおのそういうとこよくないよ
[12806.345] 和田だよ: Shydo_ob subscribed with Prime. They've subscribed for 6 months! ら
[12806.396] ネオだいる: は？
[12806.626] tasuke_: ほんまそういうとこやぞ
[12809.068] zusshin_sushi: はっず
[12810.025] dejitari: リスナーなのが恥ずかしい
[12811.497] konnit: もう23日過ぎたのかはやいね〜
[12811.675] waraashi: すでに負けてる
[12811.826] tanuki_pan: 感情を失った目してるw
[12811.831] kafemoka_0401: どの口が…
