[10.153] (S)くろばれお: わこさかーーーー
[8512.968] (S)亜弥ノエル: あ
[8514.456] (S)ゆてぃ_: あっ
[8515.293] _ひゅーす: wwwww
[8519.810] (S)neet_master: ｗｗｗｗｗ
[8537.673] (S)youazz4242: www
[8589.701] (S)ren4299: w
[8592.967] (S)brocco_lin: www
[8593.166] (S)亜弥ノエル: なんでｗｗｗ
[8593.214] (S)かるぼなーら: wwwww
[8595.545] (S)sazanami28: wwww
[8596.935] (S)かぐらちゃん_: wwwwww
[8598.122] アナベル_バトー: ｗｗｗ
[8649.219] (S)kuh_nel: ウィーバーにハルトとは
[8735.124] (S)ren4299: w
[8749.280] 01__dska: ww
[8768.232] (S)sasa_nha: wwwwwww
[8769.986] (S)ゆてぃ_: わあああ
[8814.784] 01__dska: うめー
[8824.329] (S)ren4299: www
[8829.214] (S)ayu_tmm: ナイスw
[8831.186] (S)brocco_lin: ないすw
[8831.291] (S)sazanami28: ないすw
[8833.230] (S)megezoo: ないす
[8835.143] (S)mitasomam: ナイス👍
[8839.842] 01__dska: ナイスw
[8842.886] (S)kurooo__78: ないすー
[8846.811] (S)亜弥ノエル: ｗｗｗｗｗ
[8848.950] (S)ゆてぃ_: wwwww
[8894.328] (S)kuh_nel: さっきもずっとボールだったしOTP流行ってるの？
[8994.828] walle005: wwwww
[9023.307] (S)kuh_nel: エコー上手いなｗ
[9031.140] (S)ren4299: w
[9063.824] 01__dska: おしー
[9073.387] (S)mitasomam: おしいー
[9096.404] (S)亜弥ノエル: ｗｗｗｗｗ
[9108.501] (S)neet_master: え？ｗ
[9113.991] (S)ksnt007: 36
[9114.654] (S)yukidayo8: wwww
[9115.947] (S)megezoo: wwwwww
[9117.484] (S)ゆてぃ_: wwww
[9118.423] (S)sazanami28: wwwww
[9119.702] (S)brocco_lin: え？ww
[9120.236] niki_1420: 36時間さん
[9120.413] gacha_sukumizu: wwwwwww
[9121.729] (S)くろばれお: wwwww
[9123.445] __紬: wwww
[9125.146] うめちー115: wwwww
[9159.403] (S)ゆてぃ_: ないす
[9160.819] gacha_sukumizu: うっまwwww
[9175.407] sistent0206: うめぇ
[9176.395] (S)megezoo: うま
[9221.740] (S)yukidayo8: wwww
[9230.657] (S)ren4299: wwww
[9231.012] こじおじ: ナノハラ
[9248.594] robaomt: 咳大丈夫か？？
[9264.390] (S)ren4299: おもろw
[9319.330] (S)ren4299: w
[9361.103] (S)ゆてぃ_: ないす
[9364.125] (S)megezoo: ないす
[9367.558] ariworip: ナイス！
[9371.139] (S)brocco_lin: ないす！
[9372.262] (S)ayu_tmm: ナイス
[9372.636] (S)furifuriholiday: ナイスー
[9374.067] (S)にゃるろーる: 大丈夫ですか？
[9375.089] 01__dska: ナイスー！
[9411.077] (S)yukidayo8: ないすー！
[9411.694] (S)ゆてぃ_: なーいす！
[9411.825] (S)かるぼなーら: GG
[9414.509] (S)ayu_tmm: gg
[9415.305] (S)ksnt007: GG
[9415.758] (S)ゆてぃ_: gg
[9415.843] (S)にゃるろーる: ないっす！
[9416.034] (S)brocco_lin: ないすー！GG
[9416.045] (S)furifuriholiday: ナイスー！
[9416.091] (S)b_chizu: gg
[9416.184] _ひゅーす: ないす～！GG
[9417.089] ojou_43: ないすー
[9417.264] (S)ren4299: gg
[9417.348] (S)sazanami28: ないすgg！
[9417.446] アナベル_バトー: なーいす！GG!
[9417.521] (S)megezoo: gg
[9417.766] (S)ニックネム: ないす！GG
[9417.796] (S)新鮮なシャコ: ないす！
[9419.831] (S)にゃるろーる: ナノｗｗｗ
[9420.453] (S)ゆうひ__: GG
[9420.460] (S)furifuriholiday: gg
[9420.639] (S)おるた_: gg
[9420.655] (S)kuro_nekotan: ないすー！
[9420.683] (S)e_ten1120: ナイス！
[9421.924] (S)mitasomam: GG
[9422.012] (S)まめ___: gg
[9422.631] (S)ゆてぃ_: ナノ……
[9423.655] 柿ふらい: 強いヤン
[9423.918] (S)亜弥ノエル: www
[9423.978] _ひゅーす: wwww
[9424.779] トリテイ: ｗｗ
[9424.880] yuriuuu2: GG!
[9427.107] (S)furifuriholiday: wwww
[9428.180] (S)tokievi: gg
[9430.596] (S)ぱらぱら__: gg
[9442.733] naxxuB: ナノから逃げるな
[9450.395] 柿ふらい: むしやめてね 
[9450.790] (S)ren4299: キャスは違うかw
[9457.710] (S)ゆてぃ_: 当たればねww
[9458.746] (S)ksnt007: 当たればねw
[9465.893] (S)oavow: ナノ受けとめたげてw
[9472.927] (S)にゃるろーる: 暴れ方ｗｗｗ
[9481.090] (S)ren4299: w
[9486.176] (S)にゃるろーる: いてらしゃーい！
[9486.403] (S)シェオ: 駄々w
[9486.560] アナベル_バトー: いてら～
[9487.184] (S)ゆてぃ_: いてら
[9488.396] (S)brocco_lin: いてらー
[9489.238] (S)まめ___: いてら
[9491.909] (S)07FZK: いってら～
[9492.719] (S)furifuriholiday: いってらっしゃーい
[9493.206] (S)kuro_nekotan: いてらさい！
[9499.126] asari__misosiru: いてらー
[9499.168] (S)ksnt007: いてら〜
[9500.991] (S)mitasomam: いてら
[9503.206] __紬: いてら～
[9505.755] (S)くろばれお: いてらー
[9510.233] (S)pi_enn: いてら
[9572.562] (S)ゆてぃ_: wwww
[9582.297] (S)redgoya: redgoya subscribed at Tier 1. They've subscribed for 17 months! 
[9584.037] (S)kuh_nel: 一応アジア一位ではあるよ
[9587.311] (S)ゆてぃ_: おかえり
[9588.659] _ひゅーす: おかえり～
[9589.449] (S)brocco_lin: おかえりー
[9593.565] アナベル_バトー: おかえり～
[9594.864] (S)07FZK: おかえり～
[9595.757] (S)にゃるろーる: おかえりー！
[9599.960] (S)ぱらぱら__: おかえり〜
[9609.032] 01__dska: お帰りなさいー
[9618.062] nanohanasun: あ
[9621.447] hikarino_ow: CRってOWCSの世界一とかいけるのか？
[9627.215] (S)ren4299: lolやるかー
[9636.846] (S)fu4im1: また配信外者がw
[9637.822] rido_snow: lolの民
[9649.093] (S)kuh_nel: 配信外LoLはもう修行じゃない？
[9671.029] (S)エリンギのバター炒め: ギアさん、命削りながらOWやってる？
[9686.880] semosemay: lolは配信外の方がやりやすいと古来から言われており
[9773.619] onakaskii: わこさか～！
[9801.428] hikarino_ow: おほおおう
[9803.327] m_taromama: wwwww
[9805.507] 01__dska: www
[9806.251] ichimi_togarash1: 飛んだなーw
[9806.746] lemuter: めっちゃ飛ぶw
[9806.750] (S)ふき__: wwwwww
[9806.898] アナベル_バトー: くるくる～ｗｗｗ
[9807.531] (S)ren4299: わーおw
[9808.551] (S)tokievi: 飛んだwww
[9809.142] (S)kuh_nel: めっちゃ回るｗ
[9809.295] hikarino_ow: かっとんだなあw
[9809.524] (S)sudachim: 空飛んでたwww
[9813.983] (S)megezoo: めっちゃ飛んだなぁ
[9819.225] jo_nqs: 竹コプター
[9822.954] 01__dska: 吹っ飛んだなーw
[9860.216] (S)kuro_nekotan: wwww
[9860.788] (S)megezoo: あww
[9861.746] (S)yukidayo8: www
[9863.286] onakaskii: あw
[9863.407] (S)ゆてぃ_: wwww
[9864.976] (S)b_chizu: wwww
[9865.195] hikarino_ow: wwww
[9865.381] (S)ren4299: W
[9865.446] (S)brocco_lin: wwww
[9866.484] 0hihumi0: えぐｗｗｗ
[9869.913] (S)まこよ: wwwww
[9894.509] _ひゅーす: ｗｗｗｗｗ
[9974.123] Jecikalba: axeumBlush
[10023.245] (S)kiho127: joshua1230b subscribed at Tier 1. 
[10061.418] nanohanasun: よし！
[10068.720] (S)ksnt007: nf
[10069.048] (S)ren4299: gg
[10070.746] _ひゅーす: nf
[10070.952] (S)ゆてぃ_: nf
[10071.015] (S)brocco_lin: nf
[10080.664] onakaskii: nf
[10081.105] (S)mitasomam: nt GG
[10086.748] (S)kuro_nekotan: gg
[10087.271] (S)sazanami28: ntgg
[10099.213] (S)にゃるろーる: ntgg
[10133.835] (S)pi_enn: ん
[10135.182] (S)oavow: ん？
[10135.812] (S)ゆてぃ_: ん？
[10136.214] con1818: ん？
[10137.050] (S)ksnt007: ？
[10137.058] m_taromama: wwww
[10137.611] ojou_43: ん
[10138.938] (S)brocco_lin: ん？
[10139.136] (S)07FZK: ん？
[10139.197] _ひゅーす: ｗｗｗ
[10140.626] (S)ksnt007: あれ？
[10141.812] gemarurampage: ん？w
[10143.219] (S)ゆてぃ_: 時が止まった…？
[10143.905] (S)くろばれお: ん？
[10148.640] lemuter: ん？
[10149.960] con1818: え？
[10150.525] (S)ksnt007: で？
[10163.215] gemarurampage: お？
[10186.091] (S)ksnt007: 有識者〜？w
[10212.793] ゲンげん: マッチのリザルト画面みたいなとこだったはず
[10218.976] fumuumu: タンク同じ人？
[10223.023] ssstaro: 終わった後一番最初の画面で表示するまでラグありますよー
[10229.586] (S)ぱらぱら__: ハイライトイントロスキップしなければ見れるかな
[10234.694] (S)にゃるろーる: 雑いｗｗｗ
[10236.242] ojou_43: www
[10237.328] (S)ゆてぃ_: wwww
[10245.202] onakaskii: wwwwww
[10573.722] 01__dska: ww
[10785.214] (S)ayu_tmm: ナイス
[10786.413] (S)tokievi: ないすー
[10788.101] (S)sazanami28: ないすぅ
[10788.335] (S)ぽら_413: ないすー！！
[10788.575] (S)brocco_lin: ないす！
[10789.649] (S)ニックネム: ないす！
[10790.185] (S)ren4299: ないすー
[10790.666] (S)みにとーま: ないすー
[10791.446] (S)ゆうひ__: ないす
[10791.779] (S)megezoo: ないす
[10794.553] onakaskii: ないすー！
[10795.436] (S)pi_enn: ないす
[10799.672] (S)まこよ: なーいす
[10802.268] 01__dska: ナイスー
[10806.838] (S)mitasomam: ナイス
[10881.081] aome1208: 見入ってる
[10888.520] ハニートースト: わこさかー
[10906.287] ハニートースト: !member
[10906.400] Nightbot: しすこ、ギアさん、ぷてさん、紡木こかげさん
[11004.258] nanohanasun: うぅん
[11077.819] 01__dska: w
[11117.409] (S)megezoo: ないす
[11120.473] (S)tokievi: ないす！
[11121.505] (S)みにとーま: ないす
[11122.092] (S)Mokaaa65: なーいふ
[11122.408] onakaskii: つよーー！！
[11124.190] (S)ニックネム: ないす！
[11124.769] (S)brocco_lin: ないす！
[11125.680] lumiere8450: お狐ナノバイザーえぐ
[11126.506] (S)tomatome36: つんよ！！
[11126.561] (S)ren4299: わーお
[11128.770] 01__dska: うまぁ
[11130.363] (S)ぽら_413: ないすー！！
[11147.476] (S)megezoo: www
[11205.539] (S)ren4299: えぐー
[11308.626] (S)fu4im1: ハムまじ？w
[11339.362] rina___mm: 目まぐるしい
[11357.505] (S)ren4299: あ
[11401.363] ryoma199811: バスティオンじゃない？w
[11413.355] (S)sasa_nha: 壊したっていい
[11493.976] (S)sasa_nha: nt〜
[11496.538] (S)ren4299: gg
[11496.685] (S)brocco_lin: nf
[11499.042] _ひゅーす: nf
[11503.990] (S)mitasomam: nt
[11504.743] onakaskii: nt
[11509.377] (S)sazanami28: nt
[11512.892] (S)みにとーま: nt
[11634.075] 0_uka: わこさかですっ！
[11657.721] (S)亜弥ノエル: あ
[11667.431] rina___mm: あれ？
[11674.268] (S)亜弥ノエル: wwwww
[11677.678] (S)sha_8912: 最初に言ってたねw
[11689.668] (S)にゃるろーる: wwwww
[11694.862] m_nao0419: www
[11697.749] (S)かぐらちゃん_: wwwwww
[11698.848] (S)fu4im1: 被害妄想じじいすぎるw
[11700.425] (S)yukidayo8: wwww
[11701.773] (S)nnk_pop: www
[11711.551] megkgmgjtgt: 笑笑笑笑
[11727.585] (S)亜弥ノエル: wwwwww
[11739.217] ojou_43: wwwww
[11740.151] (S)megezoo: wwww
[11740.174] (S)sazanami28: wwwww
[11741.065] (S)みにとーま: www
[11741.920] (S)ひばり1226: wwww
[11742.985] (S)かぐらちゃん_: www
[11744.132] (S)亜弥ノエル: だって 
[11744.310] you0zeromus: wwwww
[11745.659] (S)sasa_nha: ハンゾーうますぎwwww
[11745.953] (S)megezoo: ミリww
[11746.242] (S)くろばれお: wwwww
[11750.536] (S)ren4299: wwww
[11751.455] (S)kurooo__78: w
[11769.135] ian0801234: お菓子の？
[11822.243] (S)かぐらちゃん_: wwwwww
[11822.943] (S)亜弥ノエル: ｗｗｗｗｗ
[11823.215] _ひゅーす: wwwww
[11823.564] (S)新鮮なシャコ: wwwwww
[11824.130] (S)tokievi: www
[11825.205] (S)sazanami28: wwwwww
[11825.382] (S)brocco_lin: wwww
[11825.621] ojou_43: 情けないw
[11882.541] sapiiiiio: 𝗐𝗐𝗐
[11883.828] you0zeromus: ないすー
[11885.018] (S)megezoo: 強気どこいったw
[11885.880] (S)yukidayo8: ww
[11886.654] 01__dska: www
[11903.676] (S)ちぴ_ぴ: www
[11911.169] monaka4243: wwwww
[12017.887] (S)megezoo: さて、と
[12033.683] (S)kuro_nekotan: wwww
[12034.373] rina___mm: きっとこっから本番
[12043.912] (S)にゃるろーる: ガチギレwww
[12051.154] (S)megezoo: 銃使わないんかい
[12053.048] tatsunoko09: じゃあウィドウで
[12063.942] (S)kuro_nekotan: ちょwww
[12064.806] (S)かぐらちゃん_: wwwwww
[12065.781] (S)megezoo: 大回転ゴミ箱w
[12068.415] アナベル_バトー: wwwwwwwww
[12071.512] (S)ゆうひ__: ｗｗｗｗ
[12074.166] (S)まめ___: www
[12076.565] _ひゅーす: wwwwww
[12079.834] (S)brocco_lin: www
[12080.095] (S)ぽら_413: ww
[12081.632] rina___mm: 高速回転ww
[12084.163] (S)b_chizu: wwwwww
[12087.495] (S)まこよ: wwwww
[12093.102] (S)fu4im1: うーーんww
[12096.307] 01__dska: うるさw w
[12129.526] (S)ゆてぃ_: wwww
[12130.369] (S)megezoo: あれ
[12132.810] 01__dska: あ
[12132.906] ojou_43: あら
[12135.331] (S)おるた_: あ
[12135.415] (S)brocco_lin: あれ
[12135.563] sapiiiiio: あ
[12135.779] buchinek07: wwww
[12135.817] (S)ゆいまる29: wwww
[12138.406] (S)megezoo: wwwww
[12139.943] (S)まめ___: wwww
[12140.077] (S)sazanami28: www
[12140.220] (S)しとろす: あるある
[12140.745] (S)ゆうひ__: ｗｗｗｗ
[12141.100] _ひゅーす: wwww
[12142.334] (S)b_chizu: wwww
[12142.423] (S)naeko1123: www
[12143.762] nanohanasun: 引き分けかぁw
[12149.660] (S)亜弥ノエル: ｗｗｗ
[12149.961] (S)ぽら_413: ww
[12150.403] (S)megezoo: 安心してない？
[12150.692] (S)みにとーま: www
[12155.988] (S)かぐらちゃん_: www
[12161.014] (S)にゃるろーる: おもちゃwww
[12162.376] (S)くろばれお: www
[12194.274] (S)にゃるろーる: おこwww
[12200.362] (S)ゆてぃ_: www
[12214.204] 01__dska: ww
[12250.042] gacha_sukumizu: 弓でしょ
[12282.438] lonpea: あ
[12284.497] (S)kuro_nekotan: www
[12292.801] nerouram: ナイシュー
[12393.721] epsea666: わこさか～
[12438.842] m_taromama: たくさん配信してくれて嬉しいなー最近短かったからー
[12468.544] aome1208: nt
[12497.436] (S)oji1chan: 思春期…？
[12499.282] buchinek07: 思春期w
[12500.519] ojou_43: wwwww
[12500.628] _ひゅーす: 思春期www
[12501.473] (S)ゆうひ__: 思春期ｗｗｗ
[12501.538] (S)maru_a_s_: 今www
[12503.624] (S)sazanami28: www
[12503.890] (S)ニックネム: wwwww
[12503.952] (S)くりーみーじぇのべーぜ: まだ伸びるの？
[12505.077] mic_chon_key: だいぶいまさらwww
[12505.874] (S)kuro_nekotan: まだでかくなるのww
[12506.335] アナベル_バトー: 思春期ｗ
[12506.610] (S)亜弥ノエル: 成長期wwwwwww
[12508.214] (S)b_chizu: まだ伸びるw
[12522.257] (S)くりーみーじぇのべーぜ: 駆逐されるぞ、それより伸びるとww
[12524.440] 01__dska: やばいなw
[12561.977] (S)kuro_nekotan: うおないす！
[12562.220] ryoma199811: owから逃げなかった奴らは顔つきが違え
[12568.408] _ひゅーす: www
[12594.523] 01__dska: www
[12596.314] (S)oji1chan: wwwww
[12629.277] (S)kuro_nekotan: wwww
[12630.803] buchinek07: www
[12632.109] (S)ゆてぃ_: wwww
[12637.033] ojou_43: wwww
[12705.936] (S)ayu_tmm: ナイス
[12706.153] (S)kuro_nekotan: ないす！
[12707.134] (S)oji1chan: ナイス！
[12709.982] (S)brocco_lin: ないす
[12710.612] (S)ニックネム: ないす！
[12711.268] (S)sazanami28: ないすぅ
[12711.439] (S)にゃるろーる: ないすー！
[12713.682] あしにき: ブリンクパンチうまない？
[12713.738] lonpea: うまーい！
[12714.528] (S)tokievi: ないすー
[12719.961] (S)ren4299: ないすー
[12723.636] (S)komon_azarashiiii: ナイス
[12740.299] (S)ゆてぃ_: wwwww
[12762.988] (S)ニックネム: www
[12861.771] (S)naeko1123: www
[12862.388] (S)yosimitu_sekisyo: これランクですか？
[12907.705] ryoma199811: ブリギッテバカうまいな
[12911.479] (S)かぐらちゃん_: wwwwww
[12912.393] _ひゅーす: wwwww
[12913.600] (S)亜弥ノエル: BibleThump
[12914.732] (S)sazanami28: wwwww
[12914.754] アナベル_バトー: ｗｗｗｗｗ
[12914.845] (S)naeko1123: www
[12915.069] (S)megezoo: www
[12915.097] 01__dska: wwwww
[12915.579] you0zeromus: wwww
[12916.126] (S)brocco_lin: wwwwwww
[12918.276] buchinek07: wwww
[12918.840] (S)にゃるろーる: ｗｗｗｗｗｗｗ
[12923.374] (S)うなやま: wwww
[12923.448] (S)ちぴ_ぴ: wwww
[12924.865] (S)ren4299: w
[12942.491] (S)たなか_たろう: Cheer500 ntgg🥺
[12997.684] (S)oji1chan: w
[12999.516] _ひゅーす: wwww
[13001.060] アナベル_バトー: ｗｗｗ
[13002.167] (S)にゃるろーる: ノーコメントwww
[13003.638] (S)たなか_たろう: のーこめｗｗ
[13004.814] ojou_43: www
[13012.632] あぎぎ: エコーが強い
[13014.844] (S)ren4299: wwwww
[13035.084] (S)ren4299: イツメンw
[13285.087] (S)ゆてぃ_: wwww
[13286.557] (S)たなか_たろう: ｗｗｗ
[13419.176] 桃の葉: 頑張れ〜
[13522.795] (S)b_chizu: wwww
[13538.188] (S)ren4299: W
[13559.747] アナベル_バトー: ないすぅ！
[13561.645] you0zeromus: なーいす！
[13564.216] (S)b_chizu: ないす
[13566.409] 01__dska: ナイスー！
[13569.920] (S)ren4299: いいねー
[13630.735] アナベル_バトー: ｗｗｗ
[13633.083] (S)oavow: oavow subscribed at Tier 1. They've subscribed for 20 months! おしー
[13635.544] えびふらいかも: www
[13635.763] you0zeromus: おしい！
[13636.122] アナベル_バトー: nt
[13637.078] _ひゅーす: nf~
[13638.206] (S)たなか_たろう: わあああんおしいnt
[13639.766] (S)ren4299: gg
[13639.910] (S)b_chizu: nf
[13640.018] (S)mitasomam: nt
[13642.773] (S)brocco_lin: nf
[13642.828] (S)ニックネム: nf
[13643.151] (S)うなやま: nf
[13644.874] (S)sazanami28: nt
[13651.514] (S)kaz_har: kaz_har subscribed with Prime. 
[13670.253] m_taromama: ほぼw
[13683.393] (S)ゆてぃ_: wwwww
[13686.742] (S)かぐらちゃん_: wwwwww
[13687.709] (S)新鮮なシャコ: wwwww
[13692.513] (S)brocco_lin: wwwww
[13693.411] (S)ニックネム: タカ呼びおもろいw
[13694.647] アナベル_バトー: タカじゃんｗｗｗ
[13695.239] (S)ゆうひ__: タカｗｗ
[13695.425] えびふらいかも: wwwwww
[13704.816] (S)ゆてぃ_: でもタカなんだよねww
[13721.948] ロキソマリン: タンクw
[13771.881] アナベル_バトー: ｗｗｗ
[13775.150] トリテイ: ｗｗｗ
[13776.183] (S)megezoo: wwwww
[13776.783] (S)tokievi: www
[13777.488] (S)brocco_lin: wwww
[13778.769] えびふらいかも: www
[13786.871] (S)fu4im1: なんしとんねんww
[13790.266] (S)うなやま: wwww
[13799.075] ロキソマリン: 痛そうww
[13799.205] トリテイ: ないすｗ
[13803.453] kqzuk: wwww
[13803.684] (S)ニックネム: wwww
[13806.958] えびふらいかも: wwww
[13815.412] (S)うなやま: www
[13883.648] (S)にゃるろーる: 黙って変える
[13884.122] kqzuk: 難しそうなんよな
[13892.940] (S)亜弥ノエル: ｗｗｗｗ
[13895.509] アナベル_バトー: ｗｗｗｗｗ
[13923.210] (S)亜弥ノエル: あ
[13923.676] (S)megezoo: wwww
[13923.709] 滅刃: www
[13924.769] アナベル_バトー: あ
[13925.598] トリテイ: あ
[13926.999] えびふらいかも: あ
[13927.968] (S)pi_enn: ん
[13928.227] 01__dska: あw
[13932.164] kqzuk: ん
[13933.488] (S)ゆうひ__: あｗ
[13934.062] himachan_dao: はやw
[13934.753] トリテイ: 静かに…
[13935.445] (S)07FZK: あ
[13939.557] (S)ren4299: W
[13943.323] (S)ur0co: かわっ……www
[13948.497] you0zeromus: ないすちむ！
[13953.938] douauje: 今のはキャラのせいでは無いwww
[13981.495] アナベル_バトー: ないす！
[13982.512] (S)亜弥ノエル: ないす
[13987.760] you0zeromus: 壁いいねぇ
[13992.631] (S)ren4299: うめー
[14028.765] 0_uka: がんばれぇぇ
[14049.073] アナベル_バトー: あｗｗｗ
[14053.584] kqzuk: あ、
[14053.699] ojou_43: wwww
[14055.926] (S)ゆてぃ_: wwww
[14056.137] (S)亜弥ノエル: バレたｗ
[14058.032] (S)ニックネム: wwww
[14058.428] (S)brocco_lin: あww
[14060.163] えびふらいかも: www
[14081.164] kp0w1: つよい！
[14086.340] アナベル_バトー: なーいす！
[14091.308] (S)ren4299: ないすー
[14092.637] (S)ayu_tmm: ナイス
[14100.333] lonpea: うまうま
[14121.620] (S)亜弥ノエル: おおお
[14192.767] (S)fu4im1: ﾆｬｰﾝ
[14342.474] アナベル_バトー: ひえええ
[14351.178] lonpea: ホラーじゃんｗ
[14360.013] (S)ren4299: えぐ
[14363.312] 01__dska: びびったw
[14414.387] イソフラポン酢: ハルト不遇の時代にすげーな
[14425.535] (S)chi1ibo: いかついｗ
[14469.197] イソフラポン酢: あぶねえw
[14488.355] bb_jp: ありさかさんちゃんと上手いの怖い
[14558.996] 01__dska: www
[14561.136] (S)ゆてぃ_: wwwww
[14565.608] えびふらいかも: www
[14570.524] アナベル_バトー: ナイス壁ｗ
[14572.188] (S)ren4299: めっちゃいい壁w
[14697.565] (S)シルバー000: ないすー
[14702.846] (S)ニックネム: ないす！
[14704.392] lonpea: おおおおお
[14704.584] (S)ayu_tmm: ナイスう
[14706.230] (S)b_chizu: ないす
[14707.175] (S)みにとーま: ないす
[14710.414] kqzuk: ないす
[14710.908] (S)fu4im1: ナイス〜
[14711.134] kp0w1: ないす
[14711.772] (S)neet_master: ナイス
[14712.957] sunchujapan: ないす
[14713.266] (S)e_ten1120: ナイス！
[14713.282] (S)maru_a_s_: ないすGG
[14713.472] (S)ren4299: gg
[14714.316] 01__dska: ナイスー
[14714.816] you0zeromus: ないすー！
[14714.886] (S)sazanami28: ないすgg！
[14715.757] (S)ゆうひ__: GG
[14716.759] (S)ayu_tmm: gg
[14716.990] (S)kuro_nekotan: ないすー！
[14717.009] (S)mitasomam: ヤッタァーGG
[14721.278] m_taromama: ないすー
[14727.030] えびふらいかも: ないすGG
[14789.145] (S)ゆてぃ_: wwww
[14795.824] (S)b_chizu: wwwwww
[14799.365] (S)ニックネム: えぐいwwww
[14804.392] (S)にゃるろーる: ｗｗｗｗｗｗ
[14807.215] (S)ren4299: 最低だよw
[14906.964] (S)ur0co: えとーww
[14912.117] (S)ren4299: wwwww
[14917.274] 01__dska: あーw
[14919.030] douauje: ムズいよね
[14920.898] (S)pi_enn: うーんｗ
[14922.233] (S)sazanami28: wwww
[14923.385] (S)kuro_nekotan: ああww
[14926.917] 01__dska: RTAw
[14928.907] 045451: そいつバックライン破壊する感じだったはず
[14933.627] (S)brocco_lin: ちゃうかぁw
[14950.543] (S)ren4299: マップ違うかw
[15020.496] えびふらいかも: https://clips.twitch.tv/CuteDarlingHumanDeIlluminati-VwbDnJi3o857TntY
[15050.750] takosorapanda: 敵の阻害うまかったね
[15215.522] えびふらいかも: ないす
[15216.459] (S)ren4299: いいねぇ
[15216.545] kp0w1: ありさんアッシュかっこいい
[15223.608] 01__dska: いいねー
[15249.176] (S)ren4299: ボブーたのむー
[15296.422] (S)シルバー000: ないすきーぷ
[15338.144] lonpea: まだとれてるｗ
[15349.809] (S)ren4299: シスすげえw
[15372.340] (S)b_chizu: シスすごw
[15372.541] (S)kuro_nekotan: ないす！
[15372.603] 01__dska: シスさん！！
[15373.576] lonpea: すごｗｗｗｗ
[15375.117] (S)oavow: シスすげぇw
[15376.129] (S)brocco_lin: ないす！
[15376.334] (S)亜弥ノエル: すごｗ
[15377.788] kqzuk: シス耐えすぎw
[15379.100] (S)ayu_tmm: しすさんすご！
[15388.632] (S)ren4299: ドゥーム上手くなってるw
[15390.827] (S)feliaru24: ないすぅ！
[15392.658] (S)sazanami28: ないす！
[15405.326] (S)feliaru24: シスさんうますぎ！
[15684.541] 01__dska: www
[15686.457] (S)かぐらちゃん_: wwwwww
[15688.565] (S)b_chizu: www
[15688.783] トリテイ: ｗｗｗ
[15688.793] (S)brocco_lin: wwww
[15694.059] (S)sazanami28: wwww
[15694.397] (S)ren4299: wwwww
[15700.315] (S)うなやま: wwwwww
[15703.483] (S)ren4299: gg
[15712.431] aome1208: www
[15758.265] m_taromama: 上手くても言われるんだなー
[15759.531] (S)ニックネム: wwww
[15761.371] (S)ひばり1226: wwwwww
[15762.076] (S)新鮮なシャコ: wwwww
[15762.564] (S)亜弥ノエル: ｗｗｗ
[15762.927] (S)かぐらちゃん_: wwww
[15764.864] (S)brocco_lin: wwwwww
[15765.417] (S)nnk_pop: wwww
[15765.493] (S)kuro_nekotan: wwwww
[15765.776] (S)ren4299: エコー今強いよな
[15766.222] monaka4243: wwwwww
[15766.814] 01__dska: はえw？
[15767.403] (S)にゃるろーる: ハエｗｗｗ
[15767.972] (S)kurooo__78: www
[15768.131] (S)くろばれお: wwwww
[15794.441] (S)fu4im1: 見た目すっごww
[15796.242] (S)ren4299: 色がw
[15799.727] kqzuk: スキン可愛いね
[15802.440] (S)yuri_404n: 緑やば
[15942.090] (S)yuri_404n: うま
[15950.546] (S)brocco_lin: うま！
[15954.342] (S)kuro_nekotan: すげー！
[15955.415] 10_10___shiell: 合ってるやん！
[15957.675] (S)ren4299: ありさんうめぇ
[15959.601] 01__dska: つよw
[15959.794] kp0w1: 火力めっちゃ高い！？
[15962.587] (S)ayu_tmm: つよ
[15975.050] 01__dska: 溶けてた
[15979.186] aome1208: ウルト早ないかw
[16000.420] (S)ayu_tmm: ないす
[16024.317] (S)シルバー000: ないす！
[16028.916] ken8196: うまーい
[16030.578] 045451: ビーム体力ハーフのやつにめっちゃダメージ通るみたいなやつだったはず
[16067.324] naxxuB: ソウルヒーロー見つかっちゃったか
[16071.546] m_taromama: 楽しそうねー
[16106.422] you0zeromus: ありさんエコーうま！
[16109.225] (S)ren4299: どのキャラも使えるしありさんエコー向いてるな
[16119.243] 10_10___shiell: うまい
[16123.522] choe5858: エコーやっば
[16249.667] (S)亜弥ノエル: www
[16280.428] おはぎだいすき: エコーのビームはローの敵に撃つと火力上がるんだっけ？
[16354.375] ukasajhbhui: @ayanaginagi 体力半分の敵だったはずです
[16391.300] m_taromama: ドゥームを止められるキャラが居ないって言ってたなー
[16524.976] (S)ren4299: おお
[16532.342] 01__dska: つよー
[16588.062] megkgmgjtgt: うま
[16589.316] 01__dska: ナイスー
[16589.545] (S)ren4299: いいねぇ
[16590.188] (S)ayu_tmm: ないす
[16592.186] you0zeromus: なーいす！
[16631.540] (S)かぐらちゃん_: wwwwww
[16636.087] (S)にゃるろーる: ｗｗｗｗｗ
[16636.821] (S)neet_master: ｗｗｗｗｗｗｗ
[16640.266] 01__dska: wwww
[16663.858] (S)亜弥ノエル: ないす
[16665.523] (S)シルバー000: ないす！
[16668.464] アナベル_バトー: なーいす！
[16668.636] you0zeromus: ないすー！！gg
