[18.070] フﾄ: kokuji3Chu
[5085.755] aranami0: 最強だよ
[5088.561] kusomegane123: あれはガチ技よ
[5091.211] pfl2: なるほどね
[5093.516] shumatsu623: 禁じ手ってわけ
[5097.092] rond112: 択拒否れるのでかい
[5097.351] (S)イエール: 膝パン
[5106.777] yamanoberui: あれあるだけでそいつは弱くは無い
[5110.496] emaplusplus: つられた
[5114.399] takarasann: 昇る龍の拳は名前からして強い
[5114.481] (S)箸くれ: アキは暗殺が得意なキャラだから正面切っての戦いに弱くても納得感はある
[5114.504] realseikintv_: リュウは強キャラよな
[5114.803] shellfish55: 実際今回も微調整はあったしな
[5116.880] une3333: すーごい
[5118.255] (S)wayway1008: タカシ・・・
[5120.303] aranami0: 初めてみた
[5120.846] twitchyarutch: ラストシーズンは可能性あったけどなアレックス、最強はあれだけどw
[5123.577] xyz1648: セットプレイ来た
[5129.043] レム__: 今回のは調整じゃなくて修正だよ
[5149.491] ymi420: 羽ばたくのいいね
[5154.543] niemalsaufgeben: ラシードの時もAKIの時も調整は入ってるよ。項目の多さみろ
[5156.056] (S)wayway1008: JPが意図せず強すぎたので修正しますでいいじゃん
[5160.692] 000105: 社員がぶどう摘みで忙しい説
[5162.979] realseikintv_: 全部バグってことにして調整すれば年一じゃなくて良いんじゃないか
[5179.762] xyz1648: その口実は誰が得するんだｗ
[5183.160] twitchyarutch: JPは意図してそうなのが
[5183.662] しいたけもぐもぐ: お
[5184.624] shellfish55: アキ追加よりアムネジア削除を期待してる人の方が多かったのに…
[5186.165] kiton_taichi: JPの強さは意図的だろうしなあ
[5190.174] しいたけもぐもぐ: 回答きたか
[5190.991] 17_4590: 意外、それは
[5192.257] une3333: シェンション...
[5196.456] だいこん_: シェンション！？
[5213.240] いのうえくん: ファンの生徒が強いわけないじゃんねぇ。
[5214.860] OKG_TWIN: スト6はキャラ固有のコンボ補正あるから、それで行き過ぎたダメージは調整してきそうよね
[5226.471] だいこん_: LP∔255草
[5230.821] olivemocomichi: うおおおおおおおおおおマスターくるうううううう
[5233.054] (S)箸くれ: 門番お疲れ様です
[5233.967] shuto_fgc: 404 raiders from shuto_fgc have joined! 
[5237.450] 天然ベニテングダケ: 門番だったのか
[5239.134] Hitode_noko: ポケモンユナイトは調整を不具合に読み替える天才なのでカプコンも見習っていこう
[5242.494] レム__: アムネジアは補正増やすで落ち着きそう
[5243.269] (S)イエール: シュートくんありがとー！！
[5245.486] twitchyarutch: マスター近づいてきた
[5246.834] une3333: シュートくんありがとー
[5247.079] v_harumi_v: シュートさん、レイドありがとーー 
[5251.961] emaplusplus: さすます
[5254.898] 天然ベニテングダケ: ディスポにぃありがとー
[5256.037] olivemocomichi: 少々強すぎてしまったようです
[5258.254] une3333: そうなんだw
[5258.908] aranami0: 焼肉友達
[5259.053] (S)箸くれ: いいなー肉
[5262.021] tabibitox: 明日焼肉なのね
[5263.502] niemalsaufgeben: シュート、ありがとー
[5263.555] (S)ponponguripon: やきにくー
[5264.037] 新ころりん: 事前に焼肉代か
[5264.310] (S)イエール: 明日焼肉ー！
[5264.731] v_harumi_v: おおー！焼肉うう！
[5265.720] (S)akatoki_mk1: 焼肉いいな～
[5268.224] Sasakure3: うめちゃん髪の毛すごいなｗ
[5270.310] 天然ベニテングダケ: でも、味は…？
[5273.569] emaplusplus: トラボ同伴やぞ
[5274.014] (S)chachachakoma: にくにくぅ！
[5274.244] battyo76: メンツは？
[5275.637] keikohiro: いいじゃん焼肉！
[5276.155] twitchyarutch: 明日か、トラボもいるかな？
[5277.311] une3333: ゴチになりますレイドかな
[5279.608] 000105: 予約はシュートなんかね？
[5282.116] (S)イエール: ディスポ兄
[5283.892] だいこん_: 豚肉と牛肉どっちでしょうクイズさせよう
[5285.724] maddy2623: どんなメンツでしたっけ shuto焼肉
[5287.709] Hitode_noko: トラボ良かったな！
[5290.254] (S)zolajin: 調整は年1でいいよ。1年やり込んでキャラ差ひっくり返す人もいるかもしれないのにすぐ調整してたら調整で強くなったんだね～で何も評価されない
[5295.201] (S)ラベット: いるんだｗ
[5295.747] kusomegane123: 予約したゴミ箱です
[5306.041] aranami0: ｗｗｗ
[5306.146] xyz1648: ｗｗｗ
[5310.351] battyo76: その3人か？
[5310.892] Sasakure3: あたってるｗ
[5312.927] 157655: それもだめなんかーい
[5314.017] 天然ベニテングダケ: シュート居るならトラボの匙加減は大丈夫そうな
[5320.532] だいこん_: カゲの弱灼熱と硬直一緒やぞ！舐めんな！
[5325.903] realseikintv_: フレームよえぇよ
[5326.026] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[5333.285] (S)箸くれ: ｗｗｗｗｗｗｗｗｗｗｗｗ
[5333.410] maddy2623: 天気の話！
[5333.614] low_single: 天気の話
[5334.394] tabibitox: 2000円について
[5334.893] aranami0: 天気の話！
[5336.136] 天然ベニテングダケ: ｗｗｗｗｗｗ
[5336.653] ymi420: そうっすねぇ
[5337.056] レム__: 天気
[5337.493] une3333: 最近寒いねー
[5340.568] chin_56_: 寒いよねー
[5341.020] 5don: ww
[5342.600] (S)箸くれ: 10月になった話
[5346.804] realseikintv_: 天気と季節の話題で乗り切ろう
[5348.292] コックローチ: その会話いるか？ｗ
[5350.336] 天然ベニテングダケ: 最近すっかり肌寒くなりますた
[5350.856] twitchyarutch: 天気とジブリが鉄板
[5352.960] (S)kimi_3_: 晩ご飯なに食べたか
[5352.971] (S)イエール: スト6の話せぇww
[5354.603] 5don: 退屈オブジイヤー
[5355.870] (S)ぺりんご: 扇風機しまったー？
[5356.934] kusomegane123: 10月はいいよね。11月はそうでもないよね。
[5358.358] (S)Justinfun456321987: 髪切った？
[5360.143] v_harumi_v: アキの話題もありますし
[5364.114] だいこん_: 10月の話でデッキ切れ
[5365.196] OKG_TWIN: その「キャラ差で強いんですねw」というのをJP使いはいま背負ってるからなー
[5368.647] Hitode_noko: 大弾混ぜると弾抜けに引っかかってくれるイメージ
[5369.605] keikohiro: 毛布出しちゃったとかの話しよう
[5375.216] niemalsaufgeben: もう秋だな
[5380.405] maddy2623: トラボはマリーザのモデルがおなつだと本気で思ってる
[5380.405] yamanoberui: そんな真面目な話あいつとはできねえよ
[5390.314] 5don: あと天気の話
[5390.452] (M)Moobot: ＊＊新ヘッドセット＊＊ HyperX Cloud III が ワイヤレスで登場！ → https://hyperx.gg/45bt2SJ
[5396.099] Sasakure3: もう10月だよ
[5401.207] emaplusplus: サンマまだまだ高いよな
[5409.156] (S)イエール: サンマ高すぎてキレそう
[5412.988] 96473785: トラボくん変なやつだねー
[5413.962] OKG_TWIN: てか物価高くなりすぎだよ
[5416.123] だいこん_: 天帝！？
[5416.255] keikohiro: あ
[5416.558] ロードホッグ退院: やら～
[5419.548] (S)イエール: ギルタイム！
[5420.889] realseikintv_: 柔よく剛を制すわけ
[5424.987] kusomegane123: トラボいると皆肩の力抜けてよさそうだよね
[5435.343] 天然ベニテングダケ: 芋ギルカラーの季節って？
[5439.527] shellfish55: 今年のさんまは小ぶりで微妙だ
[5458.622] v_harumi_v: サンマ食べたくなってきた
[5459.562] 5don: つぎの2000円企画のアドバイスしませんか
[5460.766] Hitode_noko: トラボが場にいるとなんか行ってスベってもお咎めなしなのが強すぎる
[5467.173] 96473785: サバ食べよ
[5472.172] (S)イエール: C国の漁船どうにかしてくれぇー
[5482.440] レム__: ギルかな？
[5486.939] (S)イエール: ギル！！
[5492.790] 157655: つよチャン
[5496.306] twitchyarutch: ダイソーで2000とか？
[5497.518] だいこん_: さすがに？
[5498.926] tabibitox: Mやで
[5498.988] aranami0: はい
[5500.663] v_harumi_v: さっ💦
[5500.799] misokatsu_1128: さすM
[5502.204] 戸愚呂妹: 2000円企画、最近ダイソーでもやってたぞ？
[5503.192] gt_26_t: はいＭ
[5505.292] (S)イエール: さすM
[5505.854] 5don: ww
[5506.890] だいこん_: ｗｗｗｗ
[5509.564] 96473785: Mなー
[5511.533] aranami0: 強く生きて…
[5519.375] keikohiro: やりたすぎだろw
[5520.570] だいこん_: スタンさせたいだけおじさん
[5543.013] shellfish55: それつえー
[5543.126] (M)Moobot: ＊最大120時間＊ HyperX Cloud III ワイヤレス → https://hyperx.gg/45bt2SJ 1回の充電で映画見放題だな
[5544.450] olivemocomichi: LUL
[5544.814] aranami0: クソ技ｗｗｗ
[5545.304] v_harumi_v: ｗ
[5546.155] (S)ニャガレ: 荒らしプレイｗ
[5546.729] レム__: 小学生かな？
[5548.694] (S)イエール: wwww
[5549.905] だいこん_: 前大K連打ｗ
[5550.370] v_harumi_v: どんだけｗ
[5551.946] une3333: 狂ったようにシェイヤ！
[5554.283] (S)イエール: キレてるだろw.
[5556.197] Hitode_noko: サンマって買わないんだけど国産メインじゃないの？輸出規制食らってるから船が出なくて高騰してる？
[5557.435] navyblue314685: 画面端までｗ
[5560.040] takashi710: バーンアウトしたらインパクトガードした時みたいにふっ飛んでほしい
[5561.133] In_Her_Hands: ゲーム内のコントロールを見せてください 
[5562.045] shellfish55: ウメちゃんこのゲーム嫌いなの？
[5568.582] misokatsu_1128: あの技はガチ
[5570.289] (S)spike1220: オオヌキの名前読んでるみたいな固め好き
[5570.353] kusomegane123: ブランカやん
[5571.306] (S)イエール: 足立式
[5586.527] だいこん_: 唯一の通常技(特殊技)有利
[5591.753] keikohiro: このゲーム嫌いなやつの動き
[5596.032] 如月うづき: インパクト確るけども
[5602.481] mizoguchi1957: 通るなら打ち続ける
[5618.637] Siohai: 端で毒破裂したら大泡で拾って伏せP派生までいけるよ
[5621.616] だいこん_: ソウトウジャ！
[5631.788] (S)SuperCerealGod: SuperCerealGod subscribed with Prime. 
[5636.872] niemalsaufgeben: 確認できる系
[5655.170] Hitode_noko: 確認したがり
[5657.474] olivemocomichi: 最近のサンマなんかちょっとデカいししゃもくらいのサイズ
[5660.406] 戸愚呂妹: コンボくらってる方のドライブゲージが回復するのやめてほしいわ
[5686.787] (S)ニャガレ: 刺さるなあ
[5698.091] だいこん_: Ｍだなあ
[5728.071] Hitode_noko: おおお
[5734.247] implicitt76: implicitt76 subscribed with Prime. 
[5737.119] 澤中翔: AKI楽しんでますなあ
[5774.905] loopy000401: ＡＫＩはリストラ対象だよ もうすぐお別れ
[5779.617] Hitode_noko: 潜伏kマジで強い
[5783.944] 澤中翔: そうなのか
[5789.773] kuropyonn: ハイタニさん、スト鯖で誰とも関わらず、ソロプレイしているのが面白い。
[5812.706] だいこん_: -4の前大Pぶんぶんとかカゲやん
[5835.744] (S)イエール: ハイタニはARKにハマりすぎで、嫁さんと一生にアンインストールしたほどの強者だからな......。
[5842.350] (S)イエール: 一緒に
[5845.285] keikohiro: ハイタニが今回は馴染めてるって話聞いたんだがどっちが本当なんだ？
[5851.968] だいこん_: ！
[5853.396] 96473785: ARKとか好きそー
[5856.612] tabibitox: 最大いける
[5859.112] (S)イエール: あ！！
[5860.960] olivemocomichi: ラインは全部差し上げる所存
[5861.667] (S)chikachikabonito: umeYay
[5861.751] いのうえくん: おはヨーグルト～～
[5862.158] だいこん_: 決まったーーーーーーー
[5862.161] kawasak1n: おおおおおおおお
[5864.159] v_harumi_v: おおおお
[5864.367] aranami0: おおー
[5864.641] 157655: きたあああああああ
[5865.093] フﾄ: きもてええええええ
[5865.301] tabibitox: いけたｗｗｗｗ
[5865.810] (S)ニャガレ: へーる
[5866.646] たまごやき813: ARCはソロでやっても普通に面白いからな
[5867.669] ymi420: かっけええ
[5868.718] (S)hoshi_boshi_0: 決まったーーー
[5869.296] (S)イエール: umeYay
[5869.342] mangoarmy009: 気持ちいい奴きた
[5869.367] (S)daiki_the_beast: daiki_the_beast subscribed with Prime. They've subscribed for 3 months! 
[5869.388] yamaes: んぎもぢいいい
[5869.906] hukohuko: 知り合い増えたから馴染めるんじゃないかって話では
[5869.989] (S)でかちゃん: つよー！
[5870.969] feel2525: 完走
[5872.057] (S)もちづきたろうさん: きもちぃえ
[5872.396] Moshimoshi_hey: なげー
[5872.563] (S)gekizawa: ゲキザワ subscribed at Tier 1. They've subscribed for 3 months! 
[5872.954] shellfish55: ARKはまじでおもろいからな
[5874.409] niemalsaufgeben: AKIっぽい
[5874.539] (S)てべす1103: あへぇ
[5874.596] kodawarimenbo: うますぎ
[5875.947] aranami0: アヘ顔も見れたー
[5876.209] yuuuuuuunno: ハイタニ自らの手で滅ぼしたARK
[5876.461] keikohiro: これやりたいためのアキ
[5879.836] 0208h: あへぇー
[5880.736] mcmartini88: brutal
[5887.576] adamcolebaybay37: Hey daigo
[5888.999] tonyudx2025: 相手かわいそう
[5889.556] kawasak1n: ｗｗｗ
[5889.854] kiton_taichi: かっけええ
[5890.280] だいこん_: キエエエエエエエエ
[5890.403] v_harumi_v: ｗ
[5893.365] gt_26_t: だけｗｗｗｗ
[5893.859] (S)tama_zx61: bleedPurple
[5894.626] Hitode_noko: 馴染めてるけどソロプレイが好き
[5895.885] 96473785: 草
[5896.818] battyo76: 相手バーンアウトしたら上から降る技全部ガードでプラスのはず。
[5898.067] teruharu_: w
[5904.704] Penkunator: あとSA2削り
[5908.619] kawasak1n: これだけｗ
[5908.797] (S)てべす1103: スカルは20時であってますか？
[5909.015] だいこん_: M多いなあ
[5911.149] ymi420: まさかあそこまで歩くとはねｗ
[5915.428] tabibitox: アイアンなのにダイヤ
[5921.384] ぼちお: AKIつかってるじゃーん
[5938.930] gt_26_t: 突進系のほうが困るのめんどうだなあｗ
[5945.883] keikohiro: 切り替えしがSAだからなぁ
[5952.194] だいこん_: ノーマルサクサクは全部-3なんでBO中は+1ですね
[5960.857] emaplusplus: ドーナツ
[5960.889] moricocoa: -3投げ間合い外は偉大
[5968.139] v_harumi_v: スカル20時であってますよー
[5970.414] aranami0: サクサクええな
[5985.553] misokatsu_1128: しとねくんのリプとか見るとサクサクしまくり
[5985.696] (S)てべす1103: @v_harumi_v ありがとうございます！
[5998.397] tabibitox: 根本氏、浮かしてラッシュ大Ｋのあととかのさくさくを小Ｋで拾ってた
[6000.519] Anclave: comad brab some times?
[6000.692] vesiter: スカル情報ありがとう
[6003.608] aranami0: ひどい裏切りｗ
[6003.643] (S)ニャガレ: ひでえ技ｗ
[6004.268] 96473785: やっぱり地上うまいなー。見習わないと
[6005.570] (S)terumaJP: www
[6008.879] emaplusplus: 擦ったー
[6011.057] shellfish55: ときどっぽい
[6038.220] battyo76: 凄いとこジャスパしたな
[6050.084] (S)FilthyOjiChan: @Anclave let him have fun first, even when using ken he utilize DI after 2 month playing. he a slow learner
[6053.944] Hitode_noko: ときどの肘の如く
[6057.321] だいこん_: ODサクサクバウンドの後なんだっけ
[6067.311] 157655: ファンで野田氏ボコってた時思い出す
[6100.129] だいこん_: ｗｗ
[6105.888] aranami0: 急に寝ちゃう
[6107.685] keikohiro: www
[6108.660] (S)daiki_the_beast: アキってゲージ無限なら永パできそう
[6112.841] (S)てべす1103: ぬる〜
[6115.014] (S)ハビー: とりあえずマスターまでやるの
[6145.141] Hitode_noko: それやめてw
[6145.802] (S)ニャガレ: すんごい差し返し
[6146.311] (S)terumaJP: つよー
[6150.351] (S)きしー: うめちゃんこんばんはー
[6156.613] Penkunator: 床設置の場所をJPみたいに遠くに出来たらなー
[6163.240] だいこん_: Ｍ村
[6172.553] CannedYellowUrchin: jiyuModern
[6174.824] orange682: orange682 subscribed with Prime. They've subscribed for 40 months! 
[6180.655] emaplusplus: 暗くなるの早くなったねぇ
[6181.819] (S)てべす1103: 次にはマスターいけそうやね
[6184.068] ひろみつー: もうすぐマスターか
[6185.370] 96473785: 最近モダン増えた気がする
[6186.648] (S)SuperCerealGod: why so many moderns 
[6188.128] (S)monpiipop: Mおおいすね
[6189.129] one596: ダイヤ帯もM多いねー良い事や
[6211.258] poco5656: このかっぱみたいなやつの目こわい
[6220.147] battyo76: アキも下から生える毒あってもええやろ
[6230.314] Hitode_noko: モダンヒーロー今年中に出てくるかな
[6239.215] moricocoa: ここらへんまではモダンのほうが早いだろうねぇ
[6242.196] aranami0: マスターのサブでMやってる人多いのかな
[6248.303] たまごやき813: そんだけ格ゲー始めてる人が多いわけだしねー、良いこっちゃ
[6264.697] emaplusplus: ひーどいｗ
[6265.106] 96473785: クラシックだけどモダン大歓迎ヨ。マリーザだけは勘弁な
[6270.091] xyz1648: マスター行くぐらいクラシックで熟達した人はモダンやらない気がする
[6277.489] (S)hoshi_boshi_0: わかる
[6283.800] yuuuuuuunno: わかる
[6284.767] tyomoki: 音いいよね
[6285.243] レム__: Mの人の多くはスト6から格ゲー始めた人だろうからねぇ
[6287.804] kawasak1n: マスター見えたね
[6289.599] maddy2623: 秘孔突く音だね
[6292.543] (S)monpiipop: 食らわしてる感あるやね
[6292.674] (M)Moobot: ＊＊新ヘッドセット＊＊ HyperX Cloud III が ワイヤレスで登場！ → https://hyperx.gg/45bt2SJ
[6293.128] 天然ベニテングダケ: MRの方も人増えて欲しいよなぁ
[6295.165] niemalsaufgeben: CからMにいった人もわりといるね
[6301.733] offhj: 伏せでSA2空かせたりしないかなw
[6302.785] ~MISSING_COMMENTER_INFO~: 多いなら、ここら辺から悩んでるモダン使いも多いってことじゃろな
[6321.524] (S)ニャガレ: おててが短い
[6327.117] 3_dots: ﾎｱﾁｬ！
[6327.292] (M)Moobot: ＊最大120時間＊ HyperX Cloud III ワイヤレス → https://hyperx.gg/45bt2SJ 1回の充電で映画見放題だな
[6327.804] olivemocomichi: マスター7万人もいるんだね
[6329.959] battyo76: 上から降ってこ
[6336.202] BigBlueBottle: NiceTry
[6337.423] tabibitox: 楽しい時間が欲しかっただけなんや
[6338.738] だいこん_: ｱｲｲｲｲ
[6340.294] fireballkid1981: アイィィィ
[6343.278] keikohiro: ダバダバするの好き
[6345.329] 3_dots: ｼｬ!
[6346.882] (S)chikachikabonito: yukaku1A
[6347.030] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[6350.141] (S)ponponguripon: ｼｬｰ
[6354.649] (S)monpiipop: ｼｬｰがお気に入りなのねw
[6357.039] Hitode_noko: スマブラプロとかもっとsf6大会出てほしいな、、そもそも大会が少ないけど
[6357.845] (S)SuperCerealGod: that punish 
[6366.835] ひろみつー: 毒便利だなー
[6376.023] Penkunator: BOを追う時にしゃかしゃか突進は使えない？
[6376.555] xyz1648: 次の次のシーズンにはマスターとレジェンドの間にランク出来てそう
[6381.297] niemalsaufgeben: 百万とかいるなかでだからまだ少ない
[6389.602] だいこん_: マスターともマッチングするダイヤ5は停滞する人多そう
[6391.184] yuubinya: テレビこわれてスト6できない┐(´д`)┌
[6396.558] (S)てべす1103: ぷっさんビーストカップ出るの嬉しいね
[6408.967] (S)chorichori: chorichori subscribed at Tier 1. They've subscribed for 4 months! 
[6409.331] fireballkid1981: おお
[6410.119] yamaes: おお
[6411.332] tabibitox: 勝てるのか
[6413.266] v_harumi_v: おおお
[6415.051] (S)ニャガレ: これはモダン人間
[6415.053] shizuku_72: おー
[6415.724] (S)ニューキングハナハナ: AKIの前大K空中判定じゃないのなんで・・・
[6415.895] (S)yut7xot8: kokuji3Koko
[6415.915] (S)kent6m: AKIメインありますか？
[6416.981] yuubinya: おお
[6418.789] 天然ベニテングダケ: テレビが壊れた？それならsteam版もあるぞ？
[6419.944] もつこり: おおお
[6422.138] 96473785: スト6デビュー人達の大会ほしいな
[6428.647] niemalsaufgeben: いいね
[6432.009] かべ_娘は双子: リーチ
[6434.565] twitchyarutch: そんな人にはBEASTcup
[6438.179] v_harumi_v: JP！
[6438.216] emaplusplus: きたー
[6439.178] xyz1648: え
[6439.236] kawasak1n: え
[6439.587] ~MISSING_COMMENTER_INFO~: ｗｗ
[6439.990] オカモ二等兵: うめはらさんこんばんわ
[6440.341] bikibiki999: え
[6440.967] kuniyoshi8: メインなんすねｗｗｗ
[6442.099] だいこん_: マスターリーチ！
[6443.200] neonkzsyou: え
[6443.210] 天然ベニテングダケ: え？
[6443.497] (S)chikachikabonito: umeYay
[6443.523] レム__: え
[6443.827] sekorin: え
[6443.930] ヨコグシ: www
[6445.163] (S)isuta2: やったぁ
[6446.441] navyblue314685: え？
[6446.583] ~MISSING_COMMENTER_INFO~: 人狼いたぁ！！！
[6447.058] tabibitox: マスターで終わるメイン
[6448.180] navyblue314685: ｗｗｗｗｗｗｗ
[6448.715] olivemocomichi: DansGame
[6448.751] shiiiiiiiig: ケンは捨てた
[6448.763] keikohiro: お？
[6449.596] xyz1648: あんた嘘つきだね
[6449.853] (S)gularain: え
[6449.952] nasi1129: うそか～
[6451.457] tarousan001: 違うんかい
[6451.471] tsubame5204: umeYay
[6452.143] (S)onoty: LUL
[6452.159] だいこん_: りゅうせいカラー
[6453.391] 天然ベニテングダケ: しってた
[6453.549] decodeko5893: 流れるように嘘つくじゃん
[6453.995] (S)ニャガレ: ご機嫌で草
[6455.025] (S)軽く捻るか: うそー！
[6455.828] (S)でかちゃん: wwww
[6455.954] kawasak1n: umeYay
[6456.588] もきち555: Sakoさんより質悪い
[6457.077] (S)sugi_tree3: 早すぎる
[6458.460] きあい: きあい subscribed at Tier 1. They've subscribed for 48 months! umeCat2
[6458.465] emaplusplus: りゅうせいカラー
[6459.179] domontyan: uうそおおおおおおおお
[6462.122] (S)tamamichune: umeCossack
[6466.719] 竹槍マン: jp特攻ないんか
[6467.655] 如月うづき: アキメインはプロ引退宣言
[6468.306] 天然ベニテングダケ: 流れる様に嘘吐くわでｗ
[6472.953] (S)daiki_the_beast: ケンが100点なら、アキは何点くらい？
[6474.073] (S)monpiipop: 「もう信じない」
[6474.141] (S)もちづきたろうさん: 全キャラマスターチャレンジ見てみたい
[6479.219] kaisenokoge: 二日酔いとれてきたな
[6486.130] keikohiro: umeCatSleep
[6496.008] umesecond: メインで使わざるを得ないとか聞きたかった
[6504.208] CannedYellowUrchin: noidBAKED
[6508.943] v_harumi_v: わー
[6514.217] trumyolo: LUL
[6516.760] prosciu: 笑顔
[6519.084] v_harumi_v: んがああ
[6538.296] moricocoa: 3Fで割れない連携募
[6550.087] trumyolo: daigo doing the smooth criminal and got caught
[6552.185] (S)ハビー: ｊｐはひどいですよ
[6560.892] めけにぃ: 弱PPターゲットがガードさせて割れないです、BO時ですが、
[6562.081] だいこん_: eSports
[6564.326] v_harumi_v: ；＿；
[6571.904] ひろみつー: 全然特効ねえ
[6572.422] olivemocomichi: ｗｗｗ
[6573.136] aranami0: 上がっちゃうし
[6575.965] xyz1648: すぐ上に行くからね・・・
[6578.730] (S)monpiipop: 上がっちゃうのかね
[6578.856] twitchyarutch: すぐ上に上がっちゃうのでは？
[6578.944] aromika10101: 上いくからね
[6579.535] nanase39: ::
[6579.973] yuuuuuuunno: すぐ上行くんすわ
[6580.542] umetyaahan: 簡単に上がるし
[6581.424] umesecond: みんなマスターかもしれない
[6582.791] Hitode_noko: JPの弾見てからの上からﾋﾟｬｰって間に合う？
[6582.843] feel2525: もうみんな上に行ったかな
[6583.214] gt_26_t: まあ使えばマスターまでいくでしょｗ
[6583.432] だいこん_: みんなマスターになったんや
[6584.129] 天然ベニテングダケ: 強いから直ぐ上に？
[6591.082] (S)sugi_tree3: マスターが巣だから
[6594.621] (S)kaniko9: モダンも微妙だからか？
[6601.620] カブトシロ: こんばんは。
[6604.583] olivemocomichi: MR1600くらいからがJPの住処
[6605.385] iranaiko: kopann
[6613.735] iranaiko: コパン立ち中ｐが割れない
[6632.359] オカモ二等兵: シンプルに強い
[6650.955] emaplusplus: うまくね
[6664.919] (S)軽く捻るか: ケンみたいなAKIだ
[6670.738] aru_0928: 使える人→上に行く。試したけど使えない人→やめる
[6675.533] bikibiki999: JPをちゃんと使える人は強い人だからすぐ上に行く感じか
[6686.347] 風吹水面: JP拒否行為が強いからな
[6688.399] (S)monpiipop: ww
[6688.781] gt_26_t: ｗｗｗｗ
[6689.151] yamanoberui: BibleThump
[6692.443] だいこん_: BibleThump
[6693.664] navyblue314685: ；；
[6697.781] (S)軽く捻るか: 止めないで・・・
[6698.579] v_harumi_v: ＞＜
[6699.982] オカモ二等兵: いかっ
[6700.450] derwace_lifolve: BibleThump
[6701.696] (S)kaniko9: ｗｗｗ
[6703.098] (S)ハビー: やめるのか
[6703.334] (S)ponponguripon: 今日で見納めですか
[6703.924] (S)てべす1103: タゲコパ固めが強いんだっけ？
[6705.313] (S)箸くれ: 次はだれ使うの？
[6708.711] チョコミんト: 悲しみ
[6713.797] ダーニシ: こことここと！コココ！w 
[6722.212] カブトシロ: サーセン♡
[6723.351] ppooppy: 次は試しにJPをマスターまでやってみない？
[6724.615] punpunjp_: JPつかって
[6725.971] 如月うづき: ケンとか合うと思いますよ
[6727.856] twitchyarutch: 明日までもたなそう
[6729.875] bamcky: master ゴールキーパー
[6730.426] (S)kaniko9: 次はJPウメ…
[6732.475] olivemocomichi: せっかく楽しいのにヨワイ
[6747.651] (S)mart_00_: キャラ対にはなったねアキ
[6748.366] jamxqc: ケンに戻る?
[6758.597] moricocoa: お いいね
[6763.763] moricocoa: ディレイか
[6765.389] (S)sullensenpai: ガイルやろうよ
[6783.406] kanatazx: ネモさんのA.K.Iは参考になると思います
[6783.808] だいこん_: トレモ神
[6787.530] ぼちお: ウメさんがJPやらない理由ってなんですか？
[6794.893] moricocoa: かなり優秀だね
[6797.601] xyz1648: トレモ機能充実してて本当練習がおもろい
[6848.177] niemalsaufgeben: インパクトの距離の長さは全キャラでも屈指
[6854.930] yuubinya: まっとうに強い
[6863.045] 天然ベニテングダケ: ブランカもきつくない？
[6901.309] (S)箸くれ: JPやったらほかのキャラ下手になりそう
[6908.337] olivemocomichi: インパクトの音もAKIは特別なのに
[6917.110] オカモ二等兵: おお？
[6932.243] (S)donekofg: 強いケンと面白いアキやってるのに爺さんやる理由あるか？
[6933.710] (S)ノア1844: 今更jp触っても、ケンも強いですしね
[6937.241] axchuuu: アキちゃん引退するの？
[6941.929] v_harumi_v: スト５のルークの時と同じで、倒す側になりたいのかも？
[6946.104] lvlyslzebra: Hi daigo
[6982.192] moricocoa: マスターで引退しちゃうのかな
[7002.787] nier1986: 同キャラ戦がつまらないキャラはやらないって言ってるからそれじゃない？
[7061.186] shellfish55: JP使いは他キャラ移行相当苦労するだろうな
[7078.490] aranami0: ！？
[7079.045] hohijin: うお
[7080.361] gt_26_t: へえ
[7081.140] オカモ二等兵: おら？
[7081.222] giguok: もう蛍の光流れてる感じ？
[7081.549] だいこん_: えっ
[7082.532] 1108044k: スカるのか
[7083.197] (S)ニャガレ: よく避けたな今のｗ
[7083.543] nanase39: e
[7089.100] tabibitox: 地味に強い点やな
[7089.858] rockriii: つぎか
[7095.815] Ai_Ingu: master
[7098.860] (S)fahmy0825: only need 9pts more!
[7102.784] (S)donekofg: 大Kにょろにょろはインパクトすかる
[7106.206] だいこん_: マスターリーチ！
[7107.498] v_harumi_v: ついに！？マスター？
[7107.635] (M)Moobot: ＊＊新ヘッドセット＊＊ HyperX Cloud III が ワイヤレスで登場！ → https://hyperx.gg/45bt2SJ
[7112.330] (S)vaio_95: 卒業式
[7123.973] (S)軽く捻るか: 秋が終わる
[7139.024] nanaumemayo: 旅立ちの日
[7140.734] axchuuu: 短い間でしたが…
[7144.609] tabibitox: もう冬
[7145.322] レム__: 今年の秋短かったな
[7152.345] emaplusplus: さみしいなぁ
[7160.328] aranami0: ｗ
[7168.300] v_harumi_v: おお
[7177.437] v_harumi_v: 卒業間近
[7180.564] 1108044k: 春はこない
[7186.353] moppu_gake: 詩的言うなw
[7198.581] gisvmpwf: 他に興味あるキャラっているんですか？
[7198.705] (M)Moobot: ＊＊新ヘッドセット＊＊ HyperX Cloud III が ワイヤレスで登場！ → https://hyperx.gg/45bt2SJ
[7199.017] チョコミんト: aki、楽しかった
[7200.240] hukohuko: 秋の次だから冬だな
[7207.434] nen_100: サマーも来ない
