[21.185] (S)rin_aimer: radaoKitya
[6509.148] きまぐれ_: オミクロン、デルタ、いろいろあるんだよな
[6509.757] mmn721: 重症化と感染力は反比例って聞いたことある
[6509.851] (S)kouam428: デルタよりは軽いらしい？
[6509.963] にわすずめ: 結構減ったよな
[6511.633] (S)星空くん: もう前と比べるとだいぶ減ってる
[6512.155] きまぐれ_: こわすぎ
[6512.429] (S)fuu_maru: それ東京な
[6512.767] mjoy0911: 弱いといつつそこからまた変異したときがめんどくさいんよ
[6513.276] itoido: 東京だけだろ
[6513.714] navyblue___: 東京
[6514.237] 雪狐0143: 少ない
[6514.346] towa0916: アニメイト行きたいなぁ
[6514.779] takenokominzokun_0321: 増えてね？
[6515.331] kalmia39: 東京
[6515.544] 和泉ぴけ: 武漢コルァ
[6516.092] pioka_12: 違うでしょw
[6516.596] よわはと: 東京
[6518.458] 角角家: 東京でしょ
[6518.562] manngetu: 万いきそう
[6518.604] r1ooooooo: それ東京じゃね？
[6519.039] (S)ポテチの子: 人クラス分
[6519.078] ムラさん: 増えてきた
[6519.419] ayunosioyaki0223: あー
[6519.539] 雪狐0143: 東京
[6520.381] takenokominzokun_0321: 東京
[6520.548] ミドリ草: だんだん減ってるのは吉報
[6520.564] hirunnkun: 多いな〜
[6520.757] YodoRa: 東京
[6521.369] nihu_umeki: 増えてら
[6521.611] wawafu2525: 感染力はめちゃ高い
[6521.701] gu_taranosuke: へー
[6521.708] BENIimo: 大阪オミクロン入ってきたらしい
[6521.818] (S)jima922: 絶っっっ対嘘
[6521.883] いをり: 25が全国なら急に少なすぎ
[6522.040] きまぐれ_: 段々と増えてってね？
[6522.855] (S)nakihai556: でも減ったね
[6523.406] hima_norita: あー
[6523.452] piisuke0428: まだいるな
[6524.116] 燐だよ: まぁまぁやな
[6524.250] あかましまし: らだおの県は何人ぐらい？(*^^*)
[6524.954] pioka_12: 増えてね？
[6525.201] (S)なつおよ: 大丈夫じゃない？
[6525.681] (S)mazirou: ゆうて少ないな
[6526.027] もんじゃ焼きたべたい: 増えた
[6526.666] (S)かがりごまだれ: 少なくなってきたね
[6526.896] r1ooooooo: 東京住みだもんね
[6526.904] suke0423: ほんまなんかなぁ
[6526.938] ぱなぷる: 修学旅行、工場見学になるって〜
[6527.689] いのりさん: だいぶ減った
[6528.359] (S)mamimumome19: 増えてきたな
[6528.985] たけのこ派: 症状はかるいらしいよ
[6529.679] (S)mari71ks: なんか増えてるね
[6531.266] ゆち888: ちょっと増えてね？
[6531.830] tanaoji0709: 前1000人とかだったけどね、大分減ったね
[6532.277] (S)tsuM6G1_: また増えてきた？
[6532.343] Soratandao: 東京全都
[6532.494] tokoivu1125: また増えてね
[6533.064] きぃぃくん: ウイルス強いウイルスは毒性が薄いって言われてるからなんとも言えん。
[6533.083] まよかた: モザンビークにもね
[6534.379] koyaren: 絶対ここから増える
[6535.135] なーちょん: うちの県がすみません、、、
[6535.450] ayunosioyaki0223: 増えてね？
[6535.505] king_of_melton: なんかデマ情報多そうｗ
[6536.016] (S)みーだん: 増えたね
[6537.065] pokaburu: らっだーの県は何人？
[6537.341] yuuuma_s: ちょっと増えたな
[6537.812] ミドリ草: え？増えた？
[6537.926] siwanasi: はい住所透けた
[6538.818] さめまる_: 少な
[6540.314] nagosaku: 増えた？
[6540.856] (S)にゃんねね: ちょっと増えたね
[6542.707] きまぐれ_: 1人もコロナにかかったらだめなんだからな
[6543.194] aisathank: 感覚麻痺してるわ
[6544.854] tanaoji0709: いや待て増えてね
[6544.972] (S)tsuM6G1_: あーあ
[6545.528] hasami_girotin: ちなみに修学旅行昨日まで行けるような状況ではありました
[6547.279] navyblue___: 年末年始帰省できなくなるからまじでやめてほしい
[6547.347] takenokominzokun_0321: オミクロンでふえそー
[6548.469] hima_norita: 症状軽くて甘くみそう
[6549.200] sta510pro: やばいね
[6549.980] (S)fuu_maru: 少し増えてるかな
[6550.537] 燐だよ: ちょっと増えてるな
[6550.811] きまぐれ_: あーー
[6551.228] (S)サノウラ: うちの学校クラスター起きちゃった
[6552.774] hirunnkun: 面積広くて人口少ない都道府県ってかからなくて楽
[6553.031] 筑紫螺旋: コロナの影響で学校で友達と机並べて弁当食べられない
[6553.649] 贄ﾁｬﾝ: 怖いな
[6554.561] 角角家: 冬に増えるかな
[6554.937] YodoRa: 増えてんな
[6555.162] prpr_friedrice2: 1400万中の20数人だぞ
[6557.542] にわすずめ: めっちゃ減ったくね
[6557.976] (S)lou_0912: お前の県は何人？
[6558.349] しまやん: いうて誤差
[6559.971] らむねゐろ: 広島のヴィレヴァンのらっだぁグッズグミ以外売ってなかった
[6561.367] salmon_oisii: 増えてるの嫌だなぁ
[6563.105] (S)rigore_napoli: 全国だしそんなもんじゃない
[6564.754] rioapr03: 3回目ワクチンまだだっけ？
[6564.811] (S)tukumaro_91: 感染力がえぐいんよねオミクロン
[6565.444] piisuke0428: 年末でまた増えそう
[6566.273] ayunosioyaki0223: やば
[6566.291] hirunnkun: えぐ
[6566.376] izayoi_77: 愛知県と岐阜県で濃厚接触者出てるよ
[6567.520] (S)fuu_maru: うわあ
[6568.230] 雪狐0143: 少し増えてる
[6569.306] (S)みーだん: えぐ
[6570.285] hima_norita: ひぇー
[6570.559] きまぐれ_: 青春を返せ。あってもボッチなんだった
[6570.710] (S)mamimumome19: うわ
[6570.845] (S)mokkun_fesiro: みんなワクチン打ったしまぁ
[6571.228] yanoneko11299: まじか
[6572.733] prpr_friedrice2: 1億分の百って少なくね？
[6572.811] (S)なつおよ: うわあ
[6573.123] hirunnkun: 地獄で草
[6573.271] (S)paddel063: 外国人の旅行者って来るんかな？正月
[6573.849] shooo818: 年超えてまだだけどた増えそう
[6573.934] 燐だよ: やっば
[6573.999] _もちもち_: やだあああ
[6575.259] wawafu2525: まだ空港で抑えられてるけど
[6576.058] ゆち888: ちりも積もればやで
[6577.215] (S)tsuM6G1_: もうやだよー
[6578.496] a_mondoKojio: やだなぁ
[6578.900] (S)mamimumome19: 年末また増えるかな
[6581.734] rioapr03: ねー
[6582.091] mikan_san: ねー
[6583.060] きまぐれ_: ワクチンうちましたか？
[6584.067] ayunosioyaki0223: ねー
[6584.261] (S)fuu_maru: ね
[6584.568] gu_taranosuke: ねー
[6584.609] ミドリ草: それに比べたらまあ
[6584.788] pioka_12: やばかったねあの時
[6586.011] nihu_umeki: んね
[6586.249] いのりさん: ねー
[6586.281] (S)うがら: ねー
[6586.302] (S)なつおよ: ねー
[6586.578] 雪狐0143: やば
[6586.828] (S)mamimumome19: 夏やばいな
[6587.464] lemonerd_fv: 他県勢からしたらばか多い
[6587.662] YodoRa: 地獄かよ
[6587.673] (S)yuujyuufudann: ねー
[6587.894] pasu0517: 話が暗い､､､
[6588.089] hima_norita: ねー
[6588.243] pokaburu: ねー
[6588.306] (S)tsuM6G1_: ねー
[6589.090] (S)ちゃろ58: ねー
[6589.213] nekoko28: それな
[6589.812] a_mondoKojio: 受験シーズンつらすぎ
[6590.458] 0秒: うちの県は18人
[6590.559] micham1206: コロナｼﾈ
[6590.569] (S)みーだん: よく自分かからなかったなってよう思う
[6591.549] prpr_friedrice2: ねー
[6591.908] souta0712likeblue: ねー
[6591.958] piisuke0428: ねー
[6592.277] sta510pro: 油断大敵
[6592.487] tanaoji0709: あの時はもうやばかった
[6592.704] きまぐれ_: えぐ
[6592.745] itoido: ねー
[6593.398] takenokominzokun_0321: 一時期1桁まで減ったんだけどね…
[6593.628] pioka_12: ねー
[6593.991] 贄ﾁｬﾝ: ね
[6594.072] mikan_san: 終わらないんだろうなぁ…
[6594.132] ゆち888: あと一年はおわらんなこりゃ
[6595.413] みおん3078: ねー
[6597.090] あしゅ_1127_: ねー
[6597.312] (S)fusuma_5884: 外国は増えてるの怖いな
[6598.350] (S)えりさ_: ねー
[6598.402] (S)mamimumome19: ねー
[6598.422] hirunnkun: らだおくん達にスキーかスケートやってほしー
[6598.476] nagosaku: ね
[6599.694] 0秒: うんー
[6599.832] (S)who_tawn: 本当にそう
[6600.080] (S)サノウラ: えぎる
[6600.676] toki__02: ワクチン三回目打つんかね
[6601.633] hima_norita: 終わって欲しいけどテレワークは終わらないでぇぇ
[6601.771] 雪狐0143: ねー
[6602.019] (S)なつおよ: 本当におわってほしいー
[6602.597] ミッシぇる: ホントにね
[6602.614] にわすずめ: まじで終わってくれ
[6602.841] (S)ばにら0115: めっちゃ他人事
[6603.536] pasu0517: ねーーーー
[6603.538] shooo818: ねー
[6604.401] が_じゅ: おっつぅ
[6604.437] ruchi_13: 終わらなそう〜
[6604.446] aisathank: そろそろもういらん
[6605.067] ﾓﾁﾓ: 終わるといいねー
[6605.511] らむねゐろ: らっだぁオフ会するかい
[6605.588] mamewasa817: 脱線
[6605.969] (S)mari71ks: まだつづきそー
[6606.074] _もちもち_: スノボ動画見てえよ
[6607.082] (S)lou_0912: とりあえず金振りまいてほしい
[6607.098] sanya09110927: らっだぁ今年くりぼっちなの？
[6607.832] pasu0517: 🦠🥺🦠🤛😊
[6608.838] テラン: ずっとマスク生活なんかな
[6608.935] kanato_ooo: 変異株来てるけどね
[6609.903] atsomee: らだっだぁの7days to dieの動画Youtubeで見れるようになりたいです
[6610.672] (S)Aki161116: ねー
[6611.329] 0秒: 終わったらボーリングオフ会ね
[6611.537] pioka_12: インフルみたいな感じになるのかな？
[6611.585] ムラさん: でも、少なくて余裕かましてたら世界中広まったもんな
[6612.491] aonatoooon_3939: オミクロンでたしもっと長くなりそう
[6612.673] salmon_oisii: ほんとそれー
[6612.878] tanaoji0709: 大人になるまでには終わっててほしい
[6612.895] takenokominzokun_0321: おわっておくれー
[6613.179] a_mondoKojio: もうお腹いっぱい
[6613.773] 哀れな人の子: もうそろ2年て
[6614.565] fusuma0115: いいと思います
[6615.060] たーや_黒猫: 昨日、ﾜｸﾁﾝ打ちました
[6615.287] BENIimo: 旅行行きたい
[6615.522] 04roze21: 修学旅行とか行きたいし終わって欲しい
[6616.107] (S)サノウラ: 終わらないに五億ペリカ
[6616.325] きまぐれ_: はよ終われ
[6616.758] eruuuDayonn: ラダお今年のクリスマス何するの？
[6616.966] nairon_5102: ほんそれ
[6617.228] 天音さくらたそ: 無理な気する
[6617.278] pasu0517: ぶっころな
[6622.797] tokoivu1125: 何の話からここまできた
[6623.520] a_mondoKojio: 今からインフルもくるよ
[6623.771] (S)らくだちょこ: 胸張って旅行いきたいよね
[6624.748] ミドリ草: テレワークをするか出勤するかの選択肢はあってほしいね
[6625.453] ノラネコ0817: 目の手術は？
[6626.027] YodoRa: 修学旅行無くなったの許さない
[6627.590] 筑紫螺旋: 友達と並んでご飯食べたい…
[6630.040] piisuke0428: ｗｗｗ
[6630.382] (S)lou_0912: クリぼっち
[6630.809] rioapr03: wwww
[6630.815] enku_game: 終わらないで欲しい
[6631.291] aonatoooon_3939: ライブで叫びまくりたい
[6631.598] (S)who_tawn: 忘れてました
[6632.221] くもん: 完全になくなることは無さそう
[6633.210] (S)fuu_maru: www
[6633.344] (S)rigore_napoli: wwwwww
[6633.573] まここま: www
[6633.748] hima_norita: wwwww
[6634.320] 夢現: 脱線しすぎだろ
[6634.370] nagosaku: ｗｗｗ
[6635.327] (S)みーだん: やっともどったww
[6635.466] (S)鉄火巻: tekka_mak1 subscribed with Prime. They've subscribed for 6 months, currently on a 6 month streak! 
[6635.574] goringo_: 東京住みですか？？
[6636.189] pokaburu: コロナ終わったらどこ行く？
[6636.291] (S)yuujyuufudann: wwww
[6636.511] (S)星空くん: そういえばそうだった
[6636.924] にわすずめ: ガッタンゴットン
[6637.158] navyblue___: 脱線やば
[6637.188] mikan_san: そうだったw
[6637.377] harugasaku: www
[6637.387] (S)かりんりんだよぅ: radaoWakotu
[6637.418] nairon_5102: マスクのせいでメガネ曇ってテストとか辛すぎる
[6637.883] sunomono8: wwwww
[6638.022] hirunnkun: マスクしながらスケートキツイんですけど？
[6638.491] きまぐれ_: wwww
[6638.644] (S)tsuM6G1_: wwwwwwwww
[6638.695] さめまる_: メガネ〜マスク〜コロナの感じ？
[6638.726] もんじゃ焼きたべたい: wwwww
[6638.830] (S)なつおよ: はい忘れてました
[6638.856] a_mondoKojio: 脱線の
[6638.913] (S)のせ太郎: そうだったwwwww
[6638.965] (S)sjindoa: wwwwwwww
[6639.415] itoido: 長かったｗｗｗｗ
[6639.810] nagosaku: 脱線がすごい
[6640.296] goma_nigiri: やっと本題きた
[6640.856] tokoivu1125: wwwwww
[6641.018] yuui01: 後お便り何個？
[6641.469] いのりさん: そうだったwww
[6641.687] gu_taranosuke: wwwwww
[6641.757] kohana0d06: ｗｗｗｗｗｗ
[6641.959] ayunosioyaki0223: うーわ
[6642.237] aonatoooon_3939: ｗｗｗ
[6642.359] まここま: ホント脱線するね
[6642.507] (S)mokkun_fesiro: 結局インフルと変わらんとこまで来てる
[6642.815] tunamayo1234: ｗｗｗ
[6644.229] akiiroi: 脱線のしかたえぐ
[6644.459] 0秒: wwwwwwwww
[6645.152] たけのこ派: 脱線がすごい
[6645.558] hirunnkun: はい
[6645.617] a_mondoKojio: ひでぇよ
[6645.837] (S)tsuM6G1_: はぁいw
[6645.875] prpr_friedrice2: wwwwwwww
[6645.971] みおん3078: wwww
[6646.061] (S)にゃんねね: wwww
[6646.251] 五色椿: wwwwww
[6646.459] tanaoji0709: んで、目とご飯の話はどこに？？
[6646.671] (S)mamimumome19: www
[6646.682] pasu0517: みんなでカラオケ行きたい
[6646.787] ゆち888: 脱線しすぎてわからん
[6647.597] ミドリ草: 飛びすぎワロタ
[6647.704] nairon_5102: wwwwwwwww
[6647.750] (S)えりさ_: wwwwwww
[6648.159] 0秒: 忘れてた
[6648.368] きまぐれ_: どうした？ww
[6648.805] suke0423: wwww
[6649.022] manngetu: wwwwww
[6649.943] rito1725: ww
[6650.624] ﾓﾁﾓ: wwwww
[6651.170] (S)lou_0912: www
[6651.392] hirunnkun: 脱線えぐいと
[6652.868] (S)ばにら0115: その話題だったな（笑）
[6652.879] (S)なつおよ: wwwwwwwwwww
[6653.764] kanato_ooo: 忘れてたよ
[6654.255] pasu0517: wwwwww
[6654.324] あぬん: WWWWWWW
[6654.550] ruchi_13: コロナが終わるのが先からっだぁの登録者100万人到達が先か…
[6655.961] tanaoji0709: おじいちゃん
[6656.186] (S)きなこもち46: 何のアドバイスもないと
[6656.741] hirunnkun: 次ｨ!
[6657.228] masaba014147: wwwww
[6657.328] 雪狐0143: やっと本題wwww
[6657.449] souta0712likeblue: wwww
[6657.564] にせもの_: そうだった
[6657.789] 惰性さん: それってあなたの感想ですよね
[6658.203] towa0916: 雑だなー
[6658.430] pioka_12: そーいえばそんなお便りだったなw
[6658.649] (S)mari71ks: どう脱線したらコロナの話まで行くの？ｗ
[6658.872] 北のまりも: 人と眼鏡とヘッドホンによるよね
[6659.750] mikan_san: 次次ィ！
[6659.806] pasu0517: 脱線しすぎ
[6660.451] (S)みーだん: はい、つぎ
[6660.594] きるた: 毎回脱線すごいね！
[6660.624] 2jqtpja: そんな話だったなw
[6661.370] mahinvicil: 草
[6661.412] nekomimi9696: 忘れてた
[6663.578] cheaperes: わすれてたわ
[6663.623] BENIimo: 次出るポケモンのメガネツルほそかった
[6666.091] penname46: ヘッドホン変えるとか
[6668.157] hirunnkun: 腹減った〜
[6668.332] (S)who_tawn: 脱線した末にクソみたいな回答
[6670.182] (S)なつおよ: 脱線するの得意じゃん
[6670.439] gaku1006: すーぐ脱線する
[6671.118] a_mondoKojio: 何本脱線した？
[6671.302] pasu0517: 1個1個が長い
[6672.357] nairon_5102: 脱線しすぎて本題に戻るとなんの話ってなるわ笑
[6672.598] ゆち888: え
[6678.082] YodoRa: でもそれってあなたの感想ですよね()
[6679.272] hirunnkun: 今日ミスドしか食ってないんだよなぁ…
[6680.864] にせもの_: コロナは盛り上がるなぁ
[6681.085] sena7723: 脱線ってレベルじゃねーぞ
[6682.920] (S)にゃんねね: !uptime
[6683.127] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 51 minutes 32 seconds 経過しています。
[6685.301] piisuke0428: あ
[6685.904] rioapr03: もう終わってるw
[6686.115] ruchi_13: あ
[6686.224] sunomono8: あ
[6686.731] takuma_an: あ
[6686.803] ayunosioyaki0223: あ
[6686.952] (S)ほのぼの: あ
[6687.253] にわすずめ: あ
[6687.255] (S)sjindoa: あ
[6687.271] (S)ちゃつう: あ
[6687.551] hirunnkun: あ
[6687.561] (S)rigore_napoli: あ
[6687.563] nekoko28: あ
[6687.688] kujirai___: あ
[6687.735] 夢現: 意味ねー
[6687.812] yanoneko11299: あ
[6687.920] sta510pro: あ
[6687.941] (S)who_tawn: 終わっとる
[6687.997] tunamayo1234: あ
[6688.620] (S)nakihai556: あ
[6688.648] minto13579: あ
[6688.775] アキレゐト: あ
[6688.881] toranoko_424: おわっとる
[6689.016] samehurai1028: !uptime
[6689.257] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 51 minutes 38 seconds 経過しています。
[6689.327] (S)omoti1208: あ
[6689.440] nihu_umeki: あ
[6689.457] yotsuha1218: あ
[6689.560] (S)yuujyuufudann: あ
[6689.579] いのりさん: 明後日…w
[6689.697] hima_norita: 終わってるな
[6689.737] nekomimi9696: あ
[6689.802] トマト狩り: あ
[6689.952] 燐だよ: あ
[6690.025] (S)ナラ抹茶: あ
[6690.030] (S)みーだん: もうおわってるなw
[6690.102] あっすー_: あ
[6690.178] prpr_friedrice2: あ
[6690.181] 哀れな人の子: あ
[6690.197] ルロア: もう終わってるやん
[6690.247] (S)jima922: あ
[6690.411] (S)うがら: あ
[6690.561] たけのこ派: あ
[6690.571] もんじゃ焼きたべたい: あ
[6690.592] goma_nigiri: あ
[6690.632] (S)fuu_maru: あ
[6690.780] minibanbi: あ
[6690.930] _もちもち_: あ
[6690.985] (S)evolblackhole555: あ
[6691.016] (S)星空くん: もうテスト終わってるだろw
[6691.069] (S)のせ太郎: あ
[6691.142] (S)ほのぼの: 終わってる
[6691.145] 紗弥0926: www
[6691.180] huku_mm: おい
[6691.286] harugasaku: あ
[6691.382] (S)MORIYA_37: はい
[6691.487] (S)soyokaze1212R: あ
[6691.544] gu_taranosuke: あ
[6691.619] futunooryo: あ
[6691.807] rimirimi1205: おわってるなｗｗ
[6692.057] akky_0209: あ
[6692.062] on_mame: あ
[6692.284] pasu0517: あ
[6692.301] 都さむらい: あ
[6692.307] nairon_5102: あ
[6692.350] mjoy0911: おしい
[6692.389] ゆち888: あ
[6692.429] (S)べるな_: ありぴとのスマブラは？
[6692.577] tanaoji0709: 喘ぐな喘ぐな
[6692.581] piisuke0428: おわった
[6692.610] (S)remonteli: あ
[6693.017] (S)hikasuke33: あ
[6693.104] rioapr03: wwww
[6693.199] kohana0d06: あ
[6693.225] tokoivu1125: あ
[6693.315] てとてと: あーあ
[6693.521] にわすずめ: がんばったねええええ
[6693.610] suke0423: あ
[6694.055] ruu_ha: あ
[6694.753] kawaharaya: あ
[6694.778] necohina: お疲れ様
[6694.834] ちよび: おつ
[6694.837] 和泉ぴけ: ありぴとスマブラは結局しないの
[6694.918] key_1950: あ
[6695.130] mikan_san: ってことは多分終わってるねw
[6695.146] kawaneko01: あ
[6695.193] (S)mari71ks: あ
[6695.666] くろざき: あ
[6695.894] hirunnkun: 結果聞きてー
[6695.930] うたさゐ: お疲れ様でした
[6695.978] トリエラ: 笑
[6696.232] (S)sjindoa: 終わってるやん
[6696.402] ruchi_13: wwwwwwwwwwww
[6696.655] 0秒: あ
[6696.889] rioapr03: お疲れ様でしたwww
[6696.924] (S)yakari_sk3: あ
[6696.998] おはぎくん: あ
[6697.095] remiiiii_28: あ
[6697.224] 燐だよ: おっつぅ
[6697.250] ふぉー040: あ
[6697.586] cheaperes: あ
[6697.803] (S)みりむ_423: あ
[6697.896] a_mondoKojio: ごはん食べて戻ってきてまだ同じ話してるのなんで？
[6698.772] (S)mamimumome19: wwwww
[6698.801] pioka_12: あ
[6698.801] 雪狐0143: あ
[6699.024] (S)なつおよ: テストどうだったー^^
[6699.253] mirumiru_h: お疲れ様
[6699.387] みおん3078: あ
[6699.396] (S)mokkun_fesiro: ；；
[6699.605] (S)tarakobb: あ
[6700.060] YodoRa: はい、オワタ
[6700.139] あきぬこ: お疲れ様でした
[6700.257] (S)にゃんねね: あ
[6700.294] ラムネ味: あ
[6700.430] chocominto_rin: え
[6700.625] itoido: もう過ぎてんのよ
[6700.671] 0秒: やったな
[6700.843] 角角家: 終わってる
[6700.860] ムラさん: あ
[6701.128] (S)sjindoa: おっつぅ
[6701.244] (S)がくお: おつかれ
[6701.340] 湯とうふ: あ
[6701.362] nairon_5102: おわりや
[6701.574] ねま_: よく頑張りました
[6701.880] れぢくす: あ
[6701.956] manngetu: あ
[6701.972] 五色椿: あ
[6702.110] もんじゃ焼きたべたい: お疲れ様
[6702.126] syugar1111: あ
[6702.200] ミドリ草: あ
[6702.239] akky_0209: おつ
[6702.897] とんぼむ: あのさぁ…
[6703.093] souta0712likeblue: あ
[6703.108] ayunosioyaki0223: お疲れ様でした
[6703.111] remiiiii_28: ww
[6703.238] すますま: おわっとるやん
[6703.711] pokaburu: あ
[6703.871] suibotu_: あ
[6703.921] masaba014147: あ
[6704.239] よわはと: お疲れ様
[6704.379] a_mondoKojio: おつ
[6704.620] (S)mamimumome19: お疲れ様でしたー
[6704.845] (S)ぞーざ: これ多分テスト死んだなw
[6705.103] yatayatakomayan: かわいそうに
[6705.357] sutenekosan_5: あ
[6705.563] さめまる_: あーあ
[6706.081] atuono: radaoOwari
[6706.311] 雪狐0143: お疲れ様
[6706.314] manngetu: おい
[6706.321] コンメサ: !uptime
[6706.474] mope716: おつかれー
[6706.501] YodoRa: テストお疲れ〜！
[6706.557] upaupa25: おつ
[6706.578] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 51 minutes 55 seconds 経過しています。
[6707.314] takenokominzokun_0321: お疲れ様
[6707.537] (S)にゃんねね: テストお疲れ様でした
[6707.546] suibotu_: お疲れ様でした
[6708.036] (S)PEI_OwO_: お疲れ様
[6708.094] masaba014147: お疲れ様
[6708.224] hasami_girotin: 終わってんな
[6708.260] (S)星空くん: radaoOtu2
[6708.298] kohana0d06: お疲れ様
[6708.326] nairon_5102: やってしまったな
[6708.426] prpr_friedrice2: ＼(^o^)／
[6708.457] tanaoji0709: あ
[6708.816] 夢現: テストオワったらしい
[6708.894] きぃぃくん: あーあ
[6708.904] ミドリ草: お疲れ様でした
[6709.019] (S)yuujyuufudann: お疲れ様です
[6709.189] ruchi_13: 頑張ったね
[6709.466] kanato_ooo: おつ
[6709.672] トマト狩り: おつかれさま
[6709.682] yatayatakomayan: おつかれ
[6709.965] a_mondoKojio: お疲れ様
[6710.035] (S)mazirou: お疲れ様でした
[6710.092] あぬん: お疲れ様でした
[6710.634] uziro0836: おつ
[6710.761] haku1219: おつ！
[6711.669] key_1950: テストお疲れ様でしたー
[6711.830] suke0423: お疲れ様でした
[6711.890] tanaoji0709: お疲れ様
[6711.950] rimirimi1205: ２５
[6712.277] _もちもち_: テスト４んでそう
[6712.477] かかおしてます: お疲れ様でした
[6712.513] (S)fuu_maru: おつ
[6712.624] (S)ナラ抹茶: 25
[6712.985] rioapr03: 24
[6713.933] mimoru_385: １８
[6713.992] maru_aoi: そこら
[6714.167] kisaragimutuki: おつ！
[6714.174] ringoame___0412: おつ
[6714.413] トマト狩り: 25
[6714.620] (S)なつおよ: 24
[6714.844] にわすずめ: 24
[6714.914] otukimi_omoti: 28
[6715.128] (S)fuu_maru: 24
[6715.176] あきぬこ: クリスマスから
[6715.379] goma_nigiri: 25
[6715.546] _もちもち_: 20
[6715.608] たけのこ派: １９
[6715.803] (S)えりさ_: 24
[6715.819] takuma_an: 24
[6715.886] すますま: お疲れ様
[6715.956] りむりん: 25
[6715.987] (S)星空くん: 25
[6716.002] きるた: おつ！
[6716.022] nihu_umeki: 25
[6716.072] wakaba1018: 25
[6716.275] 0秒: おっつぅ
[6716.402] mirumiru_h: 25
[6716.456] やまやまもりもり: 24
[6716.761] mope716: 25
[6716.775] hirunnkun: 23くらい
[6716.810] 稚魚ちゃん: 20
[6716.974] (S)omoti1208: 24
[6717.188] nagosaku: 25
[6717.203] yanoneko11299: 24
[6717.210] たーや_黒猫: ２４
[6717.260] (S)みずいろか: 25
[6717.390] (S)ぞーざ: 22
[6717.459] futunooryo: ２５
[6717.531] ゆうがり: ２５
[6717.657] ayunosioyaki0223: そんぐらい
[6717.902] れぢくす: ２７
[6718.195] a_mondoKojio: 帰ってきたくらい
[6718.317] (S)nanasino0131: 22
[6718.365] towa0916: 24
[6718.532] (S)mamimumome19: 30
[6718.627] 就眠: お疲れ様
[6718.683] 花園雨: 2４
[6718.773] (S)かがりごまだれ: 25日
[6718.856] (S)サノウラ: 24
[6719.106] 五色椿: おつ
[6719.319] (S)ちゃろ58: わからん
[6719.401] 8みつ: 21
[6719.452] akiiroi: 23
[6719.649] remiiiii_28: そんくらい
[6719.797] ねぎとろまぐろたべたい: 17
[6719.996] akky_0209: ２５
[6720.055] iroKANA_10: 25
[6720.209] ぶな_しめじ: そんくらい
[6720.428] ふるふれあ: 24で学校終わり
[6720.472] ringoame___0412: 24
[6720.575] sunomono8: 24
[6720.623] hirunnkun: 23
[6720.657] ねま_: 24
[6720.866] (S)yuujyuufudann: 20
[6721.175] a_mondoKojio: かな
[6721.192] bzvnj: 28
[6721.321] おはぎくん: 92
[6721.341] prpr_friedrice2: 25
[6721.358] 夢現: クリスマスイブからじゃね
[6721.926] (S)mari71ks: ２４か25
[6721.994] 惰性さん: うち２０
[6722.040] 月藍ちゃん: 24
[6722.127] kanakana1225: 25
[6722.136] おそば0804: 24
[6722.142] (S)manakaito: 28
[6722.204] konpei_shigure: ２１
[6722.339] ぴぴだぜっ: わ
[6722.477] kawaneko01: 24
[6722.619] purinnkai: 17
[6722.749] アキレゐト: 28
[6722.862] (S)kouam428: うちは25
[6723.485] maromaro222: 24
[6723.542] (S)べるな_: しっかり赤点とって課題👍✌️
[6723.733] nekoko28: 覚えてないや
[6724.165] かかおしてます: 25
[6724.375] suibotu_: 25
[6724.382] まるざね: 29日だよ
[6724.514] itoido: 25
[6724.985] (S)saika00002: 28
[6725.229] haku1219: 24
[6725.387] (S)マシュマロ: ２３
[6725.435] kisaragimutuki: 23
[6725.500] YodoRa: 24
[6725.514] a_mondoKojio: 24
[6725.576] toki__02: 26
[6725.611] (S)鉛筆びー: 24
[6725.687] pioka_12: 18
[6725.741] やまやまもりもり: 25
[6725.853] mg_rafu: 25
[6725.959] wawafu2525: ないよそんなもの、、
[6726.066] みおん3078: クリスマスから
[6726.326] すますま: 25
[6726.646] manngetu: 24
[6726.803] morie_04: 29
[6726.873] syugar1111: 25
[6727.103] yutalu3773: 24
[6727.126] nairon_5102: 24
[6727.340] maguro_tunakann: 25
[6727.432] たけのこ派: 来週
[6727.478] renoha_otaku: 28
[6727.517] souta0712likeblue: 25
[6727.558] (S)mamimumome19: 24
[6727.616] くろざき: 25
[6727.656] yuui01: 24
[6727.860] Miriotta: 28
[6727.940] いをり: 地域によって違うよね
[6727.989] _よっちゃん_: 25
[6728.050] monsta_niji: 23
[6728.340] (S)ばにら0115: 18
[6728.616] ak_omamen1111: ２４
[6728.727] ruu_ha: 25
[6728.772] hirunnkun: 26かな
[6729.083] karen__1121: 24
[6729.730] 0秒: 20
[6729.787] touuhu: 23
[6729.867] ikarugabr: 25
[6729.908] よわはと: 25
[6729.915] (S)べるな_: 24
[6730.366] ame_ume: 22
[6730.501] おかチャン: 25
[6730.903] haku1219: ないよ
[6731.115] pasu0517: 24
[6731.143] uyaaai: 23
[6731.266] ei_ae: 29
[6731.766] ボナパルト田中: 21
[6731.892] (S)サノウラ: 24が終業式
[6731.916] a_mondoKojio: 24から
