[30.205] okaka_iq200: おいす
[8987.857] FunkyTribal: daigo looks like he just rolled out of bed
[8989.806] ゼロ円: じゅりはつよくなったの？
[8992.026] 日本語かな: かんにぃ
[8992.125] (S)Reopon_: へっる
[9002.322] にんじん_: ウメちゃんってアメリカ行きますか？
[9002.736] nameless_774: ゴリラ！？
[9006.672] avareinu: ゴリラわろた
[9009.444] のぶとも: ゴリラいたぁ！
[9017.213] 吉田じんぎ: ゴリラゴリラ
[9023.559] 日本語かな: 回収ゴリラ🦍
[9024.441] nameless_774: 豪鬼動物園
[9026.844] v_harumi_v: kanvf: 便乗ですけどOD金剛からラッシュ大Pで拾えるようなときはラッシュ大K→4大Kが場合によってはいいかもで、簡単に百鬼K→大昇龍とかを繋いでもゲージ回収がゴリラです。
[9031.146] Youhei6251: 道義の2/3がゴリラかよ
[9040.715] chachachakoma: ゴリラ回収
[9044.902] 馬娘で破算した男: メモメモ
[9049.507] v_harumi_v: うほうほ
[9055.665] 軽く捻るか: かんにぃありがとー！
[9055.891] のぶとも: ケンは運びがゴリラだしなが
[9057.770] イエール: ゴリラ回収🦍うほほ
[9058.065] あぱれる君: karubisMemomemo
[9059.170] (S)メロンパンを極めし者: ずんだもん？
[9061.282] だいこん_: 元カレカラー
[9062.046] (S)9z_Ryu: ゴリラじゃない道着来た
[9064.418] avareinu: ゲージ回収がゴリラ読み上げ草
[9070.330] Youhei6251: 貴重なケンの生き残りが
[9071.115] まるいとうふ: 初期ウメカラー
[9073.349] v_harumi_v: かんにぃも、いつもありがとー 
[9079.507] アメンタセル: ファイナルバイソンのテーマ
[9081.410] イエール: 初期ウメカラーなのだ
[9081.484] tikkyponpon: ケンの前投げかっこよすぎ
[9085.253] tabibitox: ずんだ
[9087.675] 黒魔: ウメちゃんは海外いかないのか
[9087.786] (S)メロンパンを極めし者: オアー
[9089.619] pepepe393: 実際ケンもなんだかんだ大会勝ちそうだなー
[9093.216] びあびあ: 豪鬼使った後に久しぶりにケン使ったら動き重く感じて泣いた
[9100.617] kiton_taichi: 明日出発ですよ
[9110.182] 黒魔: 明日出発かありがとー
[9114.332] syatanex: 豪鬼やめるのだ！ そこは昇竜を出し入れする穴なのだ！
[9125.127] (S)メロンパンを極めし者: 渡航費いくらぐらいなんだろうか
[9127.271] maddy2623: ずんだもんなのか？
[9133.275] アメンタセル: WutFace
[9135.507] 黒魔: ファッキン円安
[9138.799] amateras04: このbgmわかるかたいますか？
[9141.906] moyasihorobiro: 昇竜を出し入れってなんだよ
[9143.363] amateras04: かっこいい
[9146.894] v_harumi_v: ちなみに、今日は20時くらいで配信お終いとのことです（明日の準備のため）。
[9147.027] イエール: バイソンちゃん
[9147.243] びあびあ: スト5バイソン
[9148.468] 吉田じんぎ: 5のバイソンじゃ？
[9149.472] 日本語かな: スト5のバイソンですね
[9152.779] amateras04: ありがとうございます！！！
[9156.886] pepepe393: ケンに戻ったら動き重かったけどやること単純で立ち回りやすかったw
[9156.931] イエール: 勝久のテーマ
[9166.692] だいこん_: テンカウントは聴けねぇぜあの世行きだー！
[9170.074] amateras04: かきかき承知しました
[9184.342] 吉田じんぎ: 止めてみやがれーｵｱｰｵｱｰ
[9190.267] hojihojidx: 時差調節は順調なのかな？
[9200.648] 日本語かな: ファイナル！（残りカウント45）
[9214.118] だいこん_: たわけものみちメドレー
[9220.774] pepepe393: ダラスってテキサスだっけ
[9226.900] yut7xot8: ずんだもん？？
[9239.842] dai920san: やっぱりケンが最強なのだ
[9240.722] syatanex: スト2のころからリュウケンって性能ちがうの？
[9249.823] tabibitox: 相手のセイの方がリターンでかいなｗ
[9250.022] (S)Reopon_: あちゃちゃ
[9255.638] banseim011: ダラスはテキサス州
[9259.376] KANTATATA: こんにちは〜お仕事を終えたのできました
[9260.295] (S)メロンパンを極めし者: せいなのだ
[9262.146] 吉田じんぎ: 最初の最初はほぼ同じじゃないかな？
[9263.451] avareinu: ずんだもんファイターの動画はオススメ
[9267.436] 日本語かな: スト2はバグでリュウのがピヨリやすいとかなかったか？
[9278.465] Jam10505: ずんだもんファイターは神
[9279.646] pepepe393: リュウのがぴよりやすかったね
[9283.558] 憂う者の弟子: でれれれーれれれれれれれーん
[9283.906] syatanex: ほぼコンパチなんだねぇ
[9288.443] v_harumi_v: おおお
[9289.189] tikkyponpon: ケンの竜巻ダウンしなかったイメージ
[9291.718] だいこん_: 失礼
[9297.184] 日本語かな: ノーゲージなら大竜巻にしない？
[9309.354] carry_on_my_way: 金剛て波掌撃みたいな使い方できんのかw
[9313.322] まるいとうふ: umeDuo
[9328.142] (S)mugitaro0930: umeCossack
[9333.078] moyasihorobiro: ケンこんなへるんか
[9338.214] だいこん_: umeSnooze
[9348.104] yukarigham: 普通にケンのが強そうに見えちゃうな
[9353.533] yukun1009: ケンと豪鬼どっちの方が体感強い？
[9355.038] hamomoo: ケンのが強く見える
[9361.986] あさご: うめちゃんがケンと戦ってるとウメケン見たくなる
[9368.264] 5don: 練度が整えば 
[9368.558] moskitopr: boladooLariat
[9370.595] だいこん_: メタきた
[9381.679] 日本語かな: セイの餌食
[9385.863] Yasushi_Yoshida: 豪鬼ガイルが安定して強いのか？今回は
[9388.594] BigbossJP: 豪鬼体力低いけどコンボ選択ミスらなくなればほんと強そう
[9393.248] tarantarantaran: nemohand1Ooooooooooo
[9401.435] tabibitox: レジェンドのザンギ数3倍くらいになってそうｗ
[9406.306] tarantarantaran: nemohand1CC2017
[9411.398] だいこん_: この勝利モーションすき
[9419.109] エムクロ: セイ
[9419.376] (S)メロンパンを極めし者: ザンギ村 入村
[9420.378] v_harumi_v: やりぃい
[9430.482] のぶとも: 槍刺さってる
[9430.705] 日本語かな: わかる、一瞬で地面切り裂くのすこ
[9433.281] だいこん_: セイ発生はえーなｗ
[9445.766] 5don: 又聞きになっちゃいますが、板Zさんはザンギの不利キャラ「いまのところいない」的にお考えだとか何とか(?)
[9446.762] avareinu: シーズン1ルークみたいなお手軽に強いわけじゃないってウメちゃん言ってたよ
[9451.088] ちぇすとです: うま
[9453.459] (S)ponponguripon: ザンギおおない
[9455.208] ぷりにゃん: 強い
[9455.329] tarantarantaran: nemohand1Oh2
[9456.663] のぶとも: まーじか
[9464.576] tarantarantaran: nemohand188
[9470.277] イエール: ザンギさんはハイになってる説ある
[9472.535] (S)黒光り肉の: ザンギ村の勢力が
[9485.505] pakorepukins: BOザンギは大パンに全てを賭けてる
[9485.726] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[9496.815] BigbossJP: EUでレジェンドザンギが急に増えて問題になってる
[9499.443] だいこん_: あ
[9500.790] お兄ちゃんお姉ちゃん: まけか
[9501.712] v_harumi_v: あら～～💦
[9501.886] tarantarantaran: nemohand1Ooooooooooo
[9502.203] kaban1192: やーる
[9507.130] イエール: umeYay
[9507.271] tarantarantaran: nemohand1Oh
[9507.330] 吉田じんぎ: ザンギのラッシュ大足-9じゃないかな
[9509.705] 5don: umeYay
[9511.187] sigurenigame: おわっちゃったあ！
[9513.377] tabibitox: 無敵がある瞬獄
[9517.624] ebi_chan620326: 板ザン『わかんないけどね』
[9519.794] dai920san: ひぐちさんがザンギ楽しい言ってたらネモさんから圧がかかってて笑った
[9523.337] yukarigham: 緊急です
[9529.596] ぷりにゃん: 不利マッチかも
[9533.397] tarantarantaran: nemohand1SOS2
[9542.131] だいこん_: そういやひかるくんもAKIで行けない組み合わせパッと思い付かないって言ってたなあ
[9542.422] moskitopr: boladooWin
[9542.898] イエール: wwww
[9549.025] (S)marvolo6: ザンギが増えて一番嬉しいのはネモさんだよ
[9552.542] 蝉時雨: ？？？）お前ザンギ担当な
[9558.388] TEIKETTO: 豪鬼の大足つえー
[9570.100] 5don: 1年目は苦労してたキャラに見えたので、強化は嬉しいです
[9581.323] avareinu: チーム顔合わせの時もザンギの話のときだけネモさんの語気違うのワロタ
[9583.275] だいこん_: 儚い
[9585.598] tarantarantaran: nemohand1Naname
[9586.824] sigurenigame: つよい・・・
[9590.314] syatanex: キャミィAKI五分？
[9590.428] (S)nobunobu493: ザンギにはJP出すんでしょ
[9591.669] (S)ヤマグチノボル: 初期のAKIの頃から強すぎてナーフ怖いって言ってたひかるくんはアテにならん
[9598.690] nameless_774: 遠め斬空からいったら
[9598.755] ぷりにゃん: ザンギ対策・・・本気で考えなくっちゃねぇ
[9613.784] tarantarantaran: nemohand1CC2017
[9614.911] v_harumi_v: ないすーー
[9620.995] だいこん_: 大鞭でストライクがまあまあ落ちるようになってキャミィも行けそうとのこと
[9622.920] 5don: umeTrigger
[9633.742] hiro925: やだやだザンギ向き合いたくない
[9636.248] (S)nobunobu493: ウメ豪鬼コンボ高くなってるね
[9638.671] une3333: ホントかっこいいですね殺意BGM
[9645.350] v_harumi_v: おおおお
[9645.612] sirokurorabbit: ウメちゃんも今回はザンギ最強クラスって思う？？
[9646.749] v_harumi_v: Ｐ！
[9647.701] 日本語かな: いいねー
[9648.198] tarantarantaran: nemohand1999
[9649.459] sigurenigame: 対応！
[9650.179] hoshi_boshi_0: ナイス！
[9650.596] セルベリア: umeGu
[9654.443] syatanex: まじかー 友達に五分だからって擦りまくろ
[9657.915] 5don: umeLaugh
[9658.877] お兄ちゃんお姉ちゃん: 鞭もだけど通常対空がマジで強くなったねー
[9659.495] v_harumi_v: umeTrigger
[9662.254] だいこん_: ライジングジャガー！
[9663.305] アメンタセル: うどんなり！
[9682.035] イエール: 5分だから！こくぬきのダド春論争みたいなw
[9682.589] 霧月むげつ: 草
[9684.210] (S)drunkar621: セイ！でだいぶ変わりそうで笑う
[9685.518] だいこん_: なるほど！？
[9687.370] 5don: うぇえええええ
[9687.576] sn0wf0x3: www
[9688.246] (S)黒光り肉の: うっま
[9689.149] のぶとも: こいつ大パンで全部解決しすぎだろw
[9691.641] Zerp_Derpling: HOLY
[9695.102] sirokurorabbit: ワンボタンインパクト対策じゃん
[9696.808] taka2656: 大パンえぐ
[9698.823] Hiraki16133: 笑うわｗ
[9700.716] avareinu: 大パンやってる
[9700.930] (S)ドン坂本: >(
[9707.168] 憂う者の弟子: 立ち大P、やりすぎやぞ小野
[9710.532] 千葉県おっさん: BO中インパクト拒否技増やすな
[9711.960] TEIKETTO: このゲームのアーマー技マジ強い
[9714.243] のぶとも: グラディウスやん
[9714.477] Fkdso555: かつてのマリーザ
[9717.464] simmonfoxy: 緊急動画
[9721.391] 吉田じんぎ: 豪鬼大pが3f目までキャンセル不可だから結構むずいんよな
[9721.722] まるまる1: これもう大pにザンギが付いてるだろw
[9722.144] pakorepukins: 理論値だったら豪鬼だけど事故ったら一瞬で死ぬってイメージだ
[9724.699] Hiraki16133: 小野関係ないやろ！
[9728.732] chachachakoma: へるｗ
[9730.793] (S)黒光り肉の: ちょくちょく調整するって言ってるから候補になるだろうな
[9736.118] 5don: ふううううう
[9736.208] だいこん_: ジャンキャン？
[9739.353] hoshi_boshi_0: よしよし
[9741.690] ましゅダヨ: ないっす！
[9749.565] tarantarantaran: nemohand188
[9756.695] sirokurorabbit: ザンギは来月またCクラスになっててもおかしくない
[9758.317] ぷりにゃん: まずいです
[9758.411] オシュ: 生ラッシュ中足から強金剛繋がるのって使えそうですか？
[9759.368] tarantarantaran: nemohand1Ooooooooooo
[9762.219] だいこん_: umeSnooze
[9762.249] 5don: 減ーーーーるw
[9764.507] hoshi_boshi_0: わあ
[9764.932] tarantarantaran: nemohand1Oh
[9765.366] tekkamaki2000m: これで体力多いのやばいな
[9766.906] Zerp_Derpling: too strong
[9767.108] yukarigham: 図々しいコマ投げや
[9768.970] sn0wf0x3: つええw
[9769.287] amateras04: 地味に前大p下大pラッシュコンボむずい
[9770.277] smile9104: 強Pつよ
[9776.495] syatanex: 豪鬼の見た目で最初に体力少なくしようって言った人だいぶ変わってるよな
[9781.779] 000105: ルークより本田より初心者におすすめできる強さになった
[9786.970] 吉田じんぎ: キャンセルできるのが4fから
[9793.071] Fkdso555: さそりさん
[9793.176] v1nnirbr: <3
[9803.467] tabibitox: リュウ使いが・・・
[9804.124] 霧月むげつ: またアドン
[9804.338] イエール: さそり兄やんけ
[9813.261] だいこん_: どのキャラもだけど特に豪鬼は9000がザンギ戦安定しなさそうね…
[9819.405] sn0wf0x3: 真っ赤だ〜
[9820.650] のぶとも: 殺意にのまれた
[9832.723] Youhei6251: ちょんまげvsライオン
[9840.613] yukarigham: 同じカラーのコス違いだ
[9854.182] tarantarantaran: umeCatillust
[9858.307] ペプシ男: もう一人の我
[9865.227] une3333: ホントだ色同じだ
[9866.841] v_harumi_v: 髪は同じ美容院で染めた
[9874.460] イエール: ウメちゃんと同い年の猛者
[9888.927] Youhei6251: このtcかっけぇよなぁ
[9889.217] une3333: どのコスでも同じ番号は基本的に同じ色なんですよねー
[9891.621] だいこん_: クラシックコスも良いなあ
[9895.938] ぷりにゃん: うんこ色豪鬼だ
[9896.676] ememeume: ウメハラさんーーー！ 
[9897.719] avareinu: 美容室に行く豪鬼
[9902.438] (S)nobunobu493: スト2プレイヤーの人？
[9907.117] mizu0525: ライオンはちょっとださめではあるけど、豪鬼はファッションとか興味なさそうだし実際こうなりそう
[9912.532] (S)johndoe6523rp: 前大Pタゲコンめっちゃダメージ高い
[9914.377] イエール: でも、道着は茶色を使い続けてて良きw
[9922.515] だいこん_: セイだと昇竜もまにあう！
[9924.251] (S)メロンパンを極めし者: こっちにはせいがある
[9938.751] イエール: うわーー
[9945.377] 小鋒___: SeemsGood
[9945.411] 5don: umeYay
[9945.864] (S)メロンパンを極めし者: umeYay
[9952.851] takochoku: 豪鬼の波動モーションええなあ
[9961.371] イエール: せいっ
[9964.396] kiton_taichi: ワンミスが命取りやなぁ
[9967.492] Jam10505: ユンBGM最高やな
[9982.308] ぷりにゃん: これって・・・・
[9985.253] one596: さそりさんやんけ
[9995.373] (S)nobunobu493: そういえばラッシュ中段あったは
[9997.134] だいこん_: ラッシュ中段つよくなーい？ガードでも＋3っしょ？
[9999.442] イエール: umeGu
[9999.956] fwonderch1ld: LUL
[10001.558] 軽く捻るか: ｗｗｗ
[10002.025] sn0wf0x3: www
[10002.084] v_harumi_v: 沢山投げた
[10002.402] erukima: ｗｗｗ
[10002.592] clllp: 柔道
[10002.681] tsubame5204: umeYay
[10003.121] snajgela: LUL
[10004.007] sonosonosonosono18: なげ
[10009.450] fwonderch1ld: ｗｗｗ
[10011.131] イエール: うお
[10012.255] fwonderch1ld: www
[10017.692] AyeSupple: So people can't tech a throw?
[10019.594] taoti: 柔道家豪鬼
[10022.976] lobelia_c: このラッシュ小P投げやってないからぱくるわ
[10029.481] one596: 古来からの弾撃ちおじさん同士の対決
[10036.696] (S)hikarubundoki: 次回の調整で、セイに回数制限付いたら嫌だな…
[10042.125] kiton_taichi: ウメさんはフィニッシュぐらいしか中段は使わない印象
[10048.120] (S)ヤマグチノボル: なんか豪鬼にしてからP勝ち多くない？気のせい？
[10059.284] Youhei6251: 今、瞬獄調整で弾食らった？
[10061.841] uncledoon: うわあああ
[10062.472] 憂う者の弟子: うわああああああああ
[10062.901] イエール: wwwwww
[10063.623] Baya_45_: らっきー
[10063.634] シャンウー: うわぁー！
[10064.566] v_harumi_v: ＞＜
[10065.052] nomal11: さっきのザンギのインパクトですがラッシュ中P＞インパクトでいいかと
[10065.495] sirokurorabbit: ちいかわ
[10065.872] おりっち: ｗｗｗ
[10066.064] clllp: LUL
[10066.270] haipung: ca?
[10066.489] Hiraki16133: うわあああ
[10066.544] sn0wf0x3: wwww
[10067.042] ぷりにゃん: 詰めうまいなー BOしてるのに
[10067.232] hal0087: wwww
[10067.627] diego_ohunabara: umeYay
[10068.072] 軽く捻るか: ｗｗｗ
[10068.561] erukima: アール！？
[10068.710] だいこん_: 多分ウメちゃんは甘い行動通らない世界を見越して使ってないんだろうけど
[10069.001] ememeume: にゃぁぁぁーーー
[10069.769] (S)nobunobu493: うわぁぁぁあ
[10069.982] kanarikaduki: ????
[10069.994] v_harumi_v: やりたくなっちゃう
[10070.207] Baya_45_: うわあああ
[10070.563] maddy2623: かっこつけて～
[10070.588] yut7xot8: kokuji3Kaki
[10071.148] AyeSupple: LUL
[10072.358] sanyokk784: 弱灼火から
[10072.591] Hiraki16133: ウワアア
[10072.816] (S)ponponguripon: いつものー
[10074.533] 吉田じんぎ: 弱金剛がいいよ
[10074.620] hoshi_boshi_0: umeYay
[10074.710] 5don: umeThebeast
[10074.767] ememeume: MercyWing1
[10075.990] pakorepukins: でんがや
[10076.278] hal0087: わぁぁぁ
[10081.798] kiton_taichi: 金剛安定
[10085.105] izakunn0215: コンボいつ覚えるんだ・・・
[10085.629] ましゅダヨ: わあああ
[10085.825] (S)chromavalue: やりたかったのにー
[10087.619] mutant_dogg: 瞬獄チャレンジ
[10088.296] yukarigham: 瞬獄に呑まれたw
[10097.154] ts6xx: kkkkkkkkkkkkkkkkkkkk
[10098.452] hal0087: のぶれ
[10099.809] v_harumi_v: やりたくなっちゃう気持ちわかるー
[10100.591] tabibitox: のぶ
[10101.360] だいこん_: umeNoble
[10101.956] のぶとも: ノーベル
[10102.481] sirokurorabbit: いつものノブレ
[10102.514] Baya_45_: まあ相手もミスったしね
[10103.604] sn0wf0x3: のぶ
[10105.160] Youhei6251: ノヴ
[10106.546] syatanex: メカ豪鬼コスください
[10107.731] pakorepukins: 瞬獄やりたくない人は居ないよ
[10107.871] sasamin_5397: ワシじゃあ
[10109.594] kajiryoji3310: オシキ鬼みたいなカラーやな
[10113.538] ましゅダヨ: の、ぶ
[10114.204] 吉田じんぎ: 昇竜出ないのに使えるんか？
[10114.614] no_name_0521: イツメン
[10115.717] (S)nobunobu493: 一日中１つずつ強くなる
[10116.298] Hiraki16133: 人気ゼロ
[10118.607] もっとー: 瞬獄が逆に枷になる
[10128.992] 日本語かな: umeNoble
[10142.090] Youhei6251: 人気ゼロはシンプル悪口過ぎて笑ってまう
[10155.513] sistersguitarreplica: ひどすぎやろｗ
[10156.583] yukarigham: 豪鬼黄色になると途端に動き悪くなる
[10158.211] sirokurorabbit: ノブレとあそぼ
[10170.528] maddy2623: ｗ
[10174.224] 吉田じんぎ: 大昇竜の無敵多分短いんよな。公式になぜか載ってないのでわからんけど
[10176.845] hal0087: 大Kは夢がある
[10177.193] (S)nobunobu493: ノブも豪鬼やってんだ
[10180.216] wasabi00009: 世界で2番目につまらない男
[10182.333] ましゅダヨ: あーーーそろそろ闇話題とか40の集いロスですなぁ
[10182.359] しゅーかいおくれ: こんばんは！BGMを買おうと思っているのですが、おすすめの曲は教えていただきたいです！
[10185.330] dj0d4y4k4: umeNoble
[10191.367] ぷりにゃん: BibleThump
[10192.231] だいこん_: 硬直短くなーい？
[10194.356] tarantarantaran: umeNoble
[10194.665] taoti: 間に合うのか
[10197.111] une3333: この色使ってるひとも多いですよね、コス違うけどときどさんとかカワノくんとか
[10213.832] だいこん_: エルフォルテのテーマ
[10218.074] ememeume: ノーブルくんも豪鬼なんだねー
[10227.301] akichi018: バトルハブで豪鬼EXカラー貰えるっぽいね
[10236.761] sirokurorabbit: CFNで特定の人との戦績出せるようにならんかな
[10237.785] シャンウー: サードストライクの キャラセレクトBGM
[10238.443] (S)nobunobu493: 普通にウメカラーの方が理解できる
[10246.480] ましゅダヨ: へー！バトルハブで買えるんだ
[10247.500] shibaponz: ラヴィジョンにノーブルくんも入れて格ゲー界の二大巨頭揃えてほしいわ
[10251.287] tabibitox: セイ
[10254.667] 5don: EXカラー いいですね
[10270.837] TEIKETTO: この曲最近聴きすぎてコレが豪鬼のテーマなんじゃないかと思えてきている
[10273.295] uncledoon: 大K引っ掛かるの怖すぎぃ
[10273.886] Baya_45_: あぶねーぃ
[10274.525] wasabi00009: ときんすのカラーは勝手にアイスエイジっぽいイメージと思ってた
[10275.223] une3333: セイ！豪波動！せい！
[10277.208] Hiraki16133: トラボはそこそこ好感度あるから…
[10279.978] sirokurorabbit: ラビジョンを格ゲー界の少年院にしよう
[10285.644] akichi018: バトルハブやってないから詳細は調べてほしい
[10289.108] hal0087: 斬空つよーい
[10292.348] ましゅダヨ: うめカラー良いよねぇ、ウメちゃんのプレイスタイルにあってる
[10300.848] だいこん_: ハブのイベントでティア20までポイント稼ぐとEX1カラー貰えるよ！イベント6/1までなので注意
[10308.427] uncledoon: ッケイ
[10310.487] hal0087: うめぇ
[10311.964] v_harumi_v: ないすーーー
[10313.173] まるいとうふ: ときんすはマッドキャッツ時代から青だね
[10313.329] ememeume: 確かにBGM選べるとなるとスト6のキャラBGMの印象は薄くなっちゃうかー
[10313.368] hoshi_boshi_0: ナイスー
[10324.584] une3333: なんとなくまだ馴染まないウメちゃんのカラー
[10326.189] Baya_45_: 立ち大Pでもいいかも
[10329.543] sirokurorabbit: 大昔から青やで
[10343.722] (S)nobunobu493: スト6の豪鬼のBGMどんなだっけw
[10351.110] シャンウー: ウメさんは茶色好きそう
[10356.900] ようちゃあああん: 殺意の時と同じ色合いじゃない？この豪鬼
[10363.629] akichi018: マリーザのBGM地味に好きなんだよなぁ
[10365.585] pakorepukins: なんか尺八っぽいアレ
[10372.265] yukarigham: 人参ぽい
[10372.799] ましゅダヨ: 青ケンとかかっこよかったけど、豪鬼の青ちょっとこわい…
[10390.230] 吉田じんぎ: BOしてるみたい
[10392.488] ましゅダヨ: 怖い方が豪鬼っぽいんだろうけど
[10407.023] (S)Reopon_: このBGMって誰のやつですか？
[10408.651] tukuyoriven: これこく兄の使ってたというキャラBGMか！
[10411.217] (S)nobunobu493: スト6はザンギとジェイミーの曲がすこ
[10418.856] Youhei6251: この試合でラスト？
[10437.094] v_harumi_v: 確かにそろそろ２０時ですね
[10437.446] avareinu: 確かにこの色最初からBOしてるように見えてそういう強さあるな
[10438.682] ememeume: いつ出発なんだろ？
[10440.987] (S)nobunobu493: これはスト4ザンギ
[10444.823] v_harumi_v: 明日出発だそうですよー
[10449.798] ememeume: ありがとうございます！！
[10451.478] 吉田じんぎ: せいせい
[10452.333] hal0087: セイ！
[10452.596] Fkdso555: せい
[10454.047] だいこん_: せい！せい！
[10455.551] maddy2623: 飛べねぇ
[10456.598] akichi018: セイ
[10462.387] yukarigham: 球撃ちほんとうまい
[10462.624] のぶとも: せーい！
[10462.853] ememeume: 日本にいないと思うといつも寂しい 
[10476.665] 5don: (明日) 
[10477.793] hojihojidx: やっぱり斧より槍が・・・
[10484.924] hal0087: 減りすぎぃ
[10487.543] Hiraki16133: ウメハラの居ない日本
[10488.364] v_harumi_v: 日本に居ないと思うと寂しくなりますね。気持ち超わかります；＿；
[10493.055] niemalsaufgeben: 表裏のセットプレイだな
[10495.557] (S)nobunobu493: スウェーデンだかに行くんだっけ？
[10498.586] uncledoon: うおおおおお
[10502.089] tarantarantaran: umeCatillust
[10504.203] AyeSupple: HOOORAY!!!!!
[10505.754] Baya_45_: でかーーーい
[10507.476] AceCaliberClass: UME DEMON DAIGO
[10509.925] une3333: リーサルには遠いけど〜バーンアウトー
[10510.099] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[10510.312] (S)Reopon_: 僕たちはウメちゃんを信じて待つのみ
[10512.071] kiton_taichi: とりま
[10514.746] 5don: 今回はテキサス州だそうです。同時開催でオーストラリアに行く人たちもいるとかなんとか
[10519.902] (S)drunkar621: セイ力が違うってわけ
[10522.112] takaaaaanaaa: つよw
[10522.369] (S)mirin_melon: かっこいい
[10522.429] hal0087: SA1弾抜けはかなり無理ありそうだな
[10523.389] une3333: とったっ！
[10523.680] maddy2623: カゲのリスナーチェックみたい
[10523.806] (S)plutogogo: ウメちゃんおはよ
[10523.825] hoshi_boshi_0: ナイス！
[10523.869] gilded_goose: WICKED
[10524.535] だいこん_: とった♡
[10525.114] bighoncho: TwitchConHYPE
[10525.554] v_harumi_v: そろそろラストですか？
[10525.800] ts6xx: gênio
[10526.754] Baya_45_: せい！せいれ
[10528.293] sabannba: お埋めフィニッシュ
[10529.247] masawater: つんよ
[10532.580] Hiraki16133: かこよ
[10534.775] (S)kanvf: ジャスパからなんですけど相手の中攻撃以上は4大K決めていった方がいいのかなと思い始めてまして、弾ジャスパ後もラッシュコパ→4大Kで運び重視が望ましいかもと
[10535.340] シャンウー: そうかー
[10541.371] AyeSupple: mooferWicked
[10541.431] 5don: 明日の出発時刻までお願いできませんか
[10543.590] redpeppar510: 渡米すっか
[10544.247] ましゅダヨ: 終わり！？今日は早いのね
[10545.348] TEIKETTO: 一瞬千撃からの四撃
[10545.732] makibaoh2024: そういえばウメちゃんは大会行かないの？
[10546.777] tukuyoriven: BibleThump
[10551.432] kiton_taichi: 武器きたー
[10553.326] hoshi_boshi_0: kanにぃ〜
[10553.418] 5don: kanせんせー！
[10554.510] シャンウー: カンにぃ
[10555.931] ましゅダヨ: 荷造りしてなさそうw
[10560.717] 成歩堂龍一スマブラ参戦: サウジ行けるのがアメリカ8枠オーストラリア2枠なんで渡米民のが多いっす
[10560.967] ememeume: おおお
[10561.567] syatanex: 瞬獄殺のときに出てくるのは豪鬼の兄弟たちですか？
[10567.037] Jam10505: kanvf: ジャスパからなんですけど相手の中攻撃以上は4大K決めていった方がいいのかなと思い始めてまして、弾ジャスパ後もラッシュコパ→4大Kで運び重視が望ましいかもと
[10572.315] 霧月むげつ: kanvf: ジャスパからなんですけど相手の中攻撃以上は4大K決めていった方がいいのかなと思い始めてまして、弾ジャスパ後もラッシュコパ→4大Kで運び重視が望ましいかもと
[10572.588] (S)plutogogo: ウメちゃんはダラス？
[10574.893] despera_lk: いやだよお
[10575.119] お兄ちゃんお姉ちゃん: バンビノくんきたー
[10575.632] きくま_: ムラッシュきた
[10575.940] だいこん_: DinoDance
[10579.479] kmr_4949: ムラゲの人や
[10579.542] yukarigham: ムラゲの人だ
[10584.273] kouchamino3: jpやってるのか
[10585.560] hornetyo: kanvf: ジャスパからなんですけど相手の中攻撃以上は4大K決めていった方がいいのかなと思い始めてまして、弾ジャスパ後もラッシュコパ→4大Kで運び重視が望ましいかもと
[10585.775] 5don: パスポートが削れてて画面端に追い込まれる問題って、もう解決してるんでしたっけ？
[10589.646] une3333: top8はさすがに厳しいかもしれないけど、初豪鬼楽しんできておくれー
[10589.695] ken_10281028: jp見なくなったと思ったらきた
[10599.921] 日本語かな: 元、小岩井パンビ
[10609.778] tabibitox: バンピくんはコサク軍団
[10616.276] ましゅダヨ: パスポートそのままな気がして心配
[10616.287] mizu0525: ムラゲもいつかSFLでるんかねえ
[10617.277] v_harumi_v: 追い込まれた時の回避方法を知って解決してそうなイメージあるｗ
[10618.811] uncledoon: 化けたー
[10619.031] Baya_45_: 朝起きれたらスペシャル、起きれなかったらムラッシュ、今日はムラッシュ 
[10620.421] sashimisyouu: 1人でどーするんだろ
[10620.912] niemalsaufgeben: 化けたか
[10623.190] ilm0806: 日本で一番有名なチームか
[10625.927] Youhei6251: ナウマン「また変な名前の奴が1人減った……」
[10628.428] (S)ponponguripon: 今日おじいちゃんいるねえ
[10629.225] ememeume: おお、バンピくん！
[10630.081] 5don: 回避OK…w
[10641.501] (S)ヤマグチノボル: ウメちゃんがパスポート新しくするわけない
[10645.595] 5don: いまの時期にJP鍛錬つづけるの、ちょっと好き。一途一閃！
[10657.667] ましゅダヨ: あれやってくれればいいのになぁ航空で
[10661.442] (S)Reopon_: 昨日切り抜きでウメちゃんが飛行機で漏らしそうになった話見てました笑
[10666.830] une3333: パスポートダメだったごめーんは全然ありそうw
[10668.857] ぷりにゃん: 落ち着いて・・・
[10669.359] uncledoon: あら
[10669.671] ilm0806: 有名人は、みんなキャラ替えしたからね
[10687.498] Hiraki16133: ままま
[10688.479] 吉田じんぎ: DinoDance
[10688.859] jamjam_o_o: パンピはこの前の大会豪鬼だったよ
[10689.014] 5don: 懐かしいたけのこの味
