[13.129] 騙すカス鋼: にょっす
[8768.384] ましゅダヨ: 関係ないね
[8782.048] シケモクスッパマン: 芯が自分にあるか他人にあるかってことね
[8782.266] (S)noriyuki3: 逆に客観視できてるからじゃない？
[8790.314] (S)moppu_gake: 主観だもんね
[8794.116] cruseaguar: 人間の存在自体がそもそも行儀悪い
[8798.495] kitori_17: 第二印象の話でと
[8807.173] sharks_up: それはルールがあるんでね
[8810.526] v_harumi_v: うんうん。なるほどね
[8811.199] (S)chiichan2222: くちゃらーね
[8820.938] ミジンコ隊長: ｗｗｗ
[8824.650] tsu_ki_yu_bi: ノーブル
[8827.993] kkshkk: いるいる
[8828.098] gorogorogorn: 麺食べ方とかね
[8838.340] シケモクスッパマン: 吉良吉影？
[8844.194] 赤髪_: それ良い人なんでは？
[8849.431] poriporikaku: サイコパスってやつか
[8850.752] v_harumi_v: 一人の時なら別に良さげ。自分をコントロール出来てる
[8850.961] もきち555: 周りにきつかえるいい人
[8851.831] levee_breaks: それはもはや邪悪ではない
[8853.076] (S)noriyuki3: そうそう
[8853.603] (S)Koooon__: それな
[8854.934] taroumaruh: そうよね
[8855.146] ましゅダヨ: うん、そう思うよ
[8864.494] hairi0610: 本性の話よねー
[8866.682] gorogorogorn: 制御できてるからね
[8870.254] migiriugachi: 行動で決まるわね
[8871.754] nako756: 深いなそれ
[8874.238] gokukeshi: 演じれるなら善人か
[8879.386] (M)gameinntwitch: 俺それだわ
[8880.514] ましゅダヨ: うんうん
[8882.923] kitori_17: スイッチング出来ちゃったりするのかしら
[8886.098] erisuk: それでも善に染まれないサイコパスがまじでやばい
[8887.681] raurakd: ふむ
[8887.697] sharks_up: 人によって変える習慣になりそう
[8890.400] もきち555: 人によって言うこと変わる人は信用できない
[8891.765] mohuryun: 良い人ではあるけど一人で溜め込んで病んでしまうのが現代
[8892.652] niemalsaufgeben: 周りの環境はあるね
[8892.722] taroumaruh: 外にでて＝他人に対して だもんねぇ
[8903.606] gorogorogorn: メン様ｗ
[8906.721] nako756: まさかの
[8908.595] のぞみくん: めんおじw
[8909.678] taroumaruh: ファイティン
[8910.663] ミジンコ隊長: まさかの！
[8911.293] RKC48: ファイティーン
[8911.863] (S)chiichan2222: また？ｗ
[8911.976] pupurasu: 大丈夫か・・
[8912.418] mohuryun: ふぁいてーん
[8912.885] hairi0610: 挙手こえーよｗ
[8913.169] ミジンコ隊長: ふぁいてぃーん！
[8913.436] よるねこ族: ✋
[8913.495] v_harumi_v: ファイティーン２！
[8914.682] as6623: ファイティンｗ
[8914.941] 軽く捻るか: ｗｗｗ
[8916.018] nako756: ファイティン―ん
[8917.215] lucentsnow: 最終的に人騙そうとしていい人ぶるの見分けられるんかなそれ
[8917.337] シャンウー: カットインさせてもらいます！
[8919.493] raurakd: w
[8921.570] ミジンコ隊長: 無筋通るか！？
[8921.629] tabibitox: え？
[8922.573] nako756: え？？？
[8923.698] fuan4444: Dはどうせ話纏まらんだろｗ
[8925.648] v_harumi_v: ！！！！！？
[8925.650] taroumaruh: えーーーーーーーーー
[8926.329] isekai7153: 長いんよｗｗｗ
[8926.381] hairi0610: うっそだろｗｗｗ
[8926.620] もきち555: えー
[8926.818] 無心に: ファイティン乱用
[8927.235] RKC48: まじ？？
[8927.517] (S)feel2525: ｗｗｗ
[8927.669] 星の子ザック: すーーーごい
[8927.710] kamiyama_t: ええ？？？
[8928.598] のぞみくん: いいぞ
[8928.756] ましゅダヨ: え！？
[8928.829] 皇帝ルル: ファイティーン！
[8928.952] prisira: 考えてからしゃべれよｗ
[8929.276] ミジンコ隊長: ｗｗｗｗｗｗｗｗｗｗ
[8929.299] erisuk: 何でかんがえてねぇんだよ
[8929.777] kaban1192: よろめいた
[8929.845] lucentsnow: ふぁいてぃーん
[8929.869] 箸くれ: ｗｗｗｗｗｗ
[8929.962] シャンウー: ええ？ 
[8930.853] gokukeshi: 間違えそう
[8931.560] w4m1_54: ｗｗｗｗｗ
[8931.866] (S)moppu_gake: 古畑w
[8931.977] dogstark: えーーーーー
[8932.255] teruharu_: ｗｗｗｗｗ
[8932.922] raurakd: なんなのもうw
[8933.391] nihonsyu_: なげーーよｗｗｗｗｗｗｗｗｗ
[8933.560] gorogorogorn: ハンマカンマｗ
[8933.571] シャンウー: 古畑任三郎
[8933.828] bakedonion: えーーー…
[8934.459] forjc3rd: ミート火傷してて草
[8934.501] もきち555: CMいった？
[8934.569] kitori_17: この長さなんだなあw
[8934.836] nako756: 嘘だろお前ｗｗｗ
[8935.276] ryabegaming: えええええ？
[8935.392] taroumaruh: 急にフリーズするやんこのロボ
[8935.673] よるねこ族: 早すぎるｗ
[8935.870] gomesu: gomesu is gifting 5 Tier 1 Subs to DaigoTheBeasTV's community! They've gifted a total of 1073 in the channel! 
[8936.180] gomesu: gomesu gifted a Tier 1 sub to きょうまる00! 
[8936.183] gomesu: gomesu gifted a Tier 1 sub to kitsune_margiela! 
[8936.199] gomesu: gomesu gifted a Tier 1 sub to 生きてりゃなんとかなる! 
[8936.206] gomesu: gomesu gifted a Tier 1 sub to andlotta! 
[8936.222] gomesu: gomesu gifted a Tier 1 sub to mmmotyuyoi! 
[8937.428] tabibitox: たけしキレるぞｗ
[8937.552] iwaisi: ファイティン
[8937.653] ymdmad: ノーファイティーン
[8938.178] Sunsun_the_Sunfish: Dさぁ～
[8938.353] 勤務中: Dが真相に切り込む！
[8939.008] tomohirom: もう寝ろ。ダンゴ。
[8939.811] angofang: また見切り発車ｗ
[8942.106] kitori_17: なんで手上げたんだw
[8942.484] smile9104: now loading…
[8942.696] ましゅダヨ: ごめにぃーーーー
[8943.337] v_harumi_v: ごめにぃ、ありがとー
[8943.549] ミジンコ隊長: ごめにぃありがとー
[8944.278] maya_g01: ごめにい！
[8945.180] gomesu: めっちゃおもしろいわ
[8945.427] teruharu_: ごめにいーーーー
[8945.898] goozy009: ごめにいありがと〜
[8945.952] 皇帝ルル: ゴメにぃありがとー
[8948.788] v_harumi_v: ファイティーーンギフ
[8954.793] (S)nakao1976: スリルあるなあ
[8959.938] 2bs_02: Now Loading ...
[8959.950] taroumaruh: ｗ
[8961.470] sharks_up: ｗｗｗｗ
[8961.503] もきち555: ｗｗｗ
[8962.005] (S)feel2525: ｗｗｗ
[8962.341] kkshkk: w
[8962.532] ymdmad: www
[8963.517] ましゅダヨ: ？？
[8963.569] RKC48: ｗｗｗｗｗ
[8963.978] ミジンコ隊長: ｗｗｗ
[8964.038] isekai7153: ひどいｗ
[8964.114] erisuk: ？
[8964.887] teruharu_: ｗｗｗｗ
[8964.989] えりんぎ老師: wwwwwww
[8965.047] ヨコグシ: ｗｗｗ
[8965.758] kamiyama_t: ｗｗｗｗｗｗ
[8965.801] goozy009: www
[8965.837] tabibitox: もー
[8965.920] 無心に: は？
[8966.729] よるねこ族: 悪口
[8967.297] 軽く捻るか: 酷いｗ
[8967.331] kikiltie7: 邪悪ww
[8967.346] dogstark: ｗｗｗｗ
[8967.550] taroumaruh: 急なディス
[8967.638] のぞみくん: なんてw
[8967.654] (S)sethsual: underbuu subscribed with Prime. 
[8969.593] hairi0610: 謝ればいいってわけじゃねえぞｗ
[8969.616] うわらば_: ソワソワするわw
[8969.999] sharks_up: おぎゃーから邪悪
[8970.298] afuring: まず、邪悪として
[8971.645] ましゅダヨ: 邪悪まで言う？w
[8971.909] もきち555: 本心です
[8972.789] nihonsyu_: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[8972.907] kkshkk: 前提がw
[8972.915] iwaisi: ファイティンｗｗｗ
[8973.317] w4m1_54: ｗｗｗｗｗ
[8974.203] ミジンコ隊長: ｗｗｗｗｗｗ
[8974.413] kitori_17: ごめんなさい？w
[8975.330] bakedonion: シンプル悪口
[8975.433] maya_g01: 邪悪として生まれ
[8975.844] (S)feel2525: 邪悪なミート
[8976.711] ddb365: ｗｗｗｗ
[8978.686] からもこ: マジュニアかな？
[8978.706] kamiyama_t: 急に刺す
[8979.315] goozy009: なちゅらるぼーん邪悪w
[8979.748] ましゅダヨ: wwwwww
[8980.321] t_orange1000: wwww
[8980.759] ミジンコ隊長: めちゃくちゃいってらｗ
[8980.908] kskskn: 邪悪で能力を得た！？
[8981.975] teruharu_: 腹痛いｗ
[8983.860] naina717: 魔人ブウかな
[8984.664] tabibitox: 邪悪で得た能力
[8986.137] もきち555: ほんとごめんなさいね
[8986.429] neojapan01010: めちゃくちゃ言われてるｗ
[8988.317] poriporikaku: けどもーｗ
[8989.293] (M)gameinntwitch: ？？？
[8989.367] kikiltie7: 邪悪も驚いてるよww
[8991.128] のぞみくん: ナチュラルボーン邪悪
[8992.495] mohuryun: ？？？
[8992.501] nihonsyu_: すごい悪口きたｗｗｗｗ
[8993.527] karin11020530: 邪悪人間＝ミートさんになってて草
[8995.272] kamiyama_t: ｗｗｗｗｗｗｗｗｗ
[8995.449] dogstark: 邪悪さと引き換えに音楽の能力を
[8995.566] えりんぎ老師: D「ミートは邪悪」
[8996.896] ミジンコ隊長: ・・・・
[8998.014] migiriugachi: メタ読み人狼中途半端やな
[8998.562] (S)てんとうむし55: ？？？
[8999.034] kaban1192: ？？？
[9002.164] シケモクスッパマン: カットインしてそれで終わり？？
[9003.052] ましゅダヨ: 誰か、もうオフトゥン連れてってあげて
[9003.890] (S)chiichan2222: 話入ってこないｗ
[9006.429] lucentsnow: ファイティーン・・・
[9007.997] kanabuso: すーーごいひどいｗ
[9009.379] ヨコグシ: ｗｗｗｗｗ
[9010.304] kkshkk: w
[9010.440] syan1114: ミートさんディスって終わりw
[9012.499] ミジンコ隊長: ｗｗｗｗｗ
[9014.652] hairi0610: 味付けちゃんとしろｗ
[9015.306] kitori_17: 邪悪ではwww
[9016.102] taroumaruh: スマホという小道具で邪悪になったんだが？
[9017.382] (S)nakao1976: え？どっち？
[9018.462] sasanqua1985: つまり、ミートさんは邪悪ってこと？
[9020.339] iwaisi: ディスｗｗ
[9021.345] 箸くれ: 悪い味変
[9023.724] 赤髪_: こんな人出て来たらどうします？がミートさん本人のことってことか
[9024.304] levee_breaks: 味変わった
[9025.865] ましゅダヨ: フォローのはずがね！？
[9030.878] (S)てんとうむし55: かわいいw
[9031.066] nako756: もう寝ろ
[9032.128] v_harumi_v: ｗｗｗｗｗ
[9033.423] もきち555: そうっすねー
[9033.984] ヨコグシ: ｗｗｗ
[9035.597] ミジンコ隊長: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9036.161] kskskn: もう何味かわからねえよ
[9036.789] hairi0610: はらいてえｗｗｗ
[9037.264] teruharu_: ｗｗｗｗｗ
[9037.655] kamiyama_t: ｗ
[9038.149] (S)moppu_gake: 古畑ねてくれ
[9038.265] Sunsun_the_Sunfish: 揉めの話題回収してる？
[9038.964] ミジンコ隊長: 行ってくれ
[9040.255] fuan4444: 行儀良いから慇懃無礼になったな
[9041.070] kamiyama_t: ひどいｗ
[9041.286] (S)feel2525: 襲撃
[9042.596] ましゅダヨ: 早退しよか？
[9043.701] raurakd: Dよw
[9045.247] bakedonion: 熱海いく？
[9046.630] よるねこ族: 何のフォローも無し
[9049.122] kikiltie7: フォロー入った
[9051.259] kitori_17: なんで手上げたんだよ！w
[9051.444] neojapan01010: 揉めが発生してる？ｗ
[9052.007] erisuk: いい大人の因縁
[9053.835] (S)noriyuki3: そうよね
[9057.806] ましゅダヨ: ほおーー？？？
[9061.021] lobelia_c: 翻訳きた
[9061.359] nako756: もうそれでいいだろ
[9063.573] vungo_mr: ｗｗｗｗｗｗｗｗｗ
[9064.485] (S)chiichan2222: ｗｗｗ
[9065.917] ましゅダヨ: おもってねぇよww
[9067.382] hairi0610: 思ってんのはお前やｗ
[9067.951] prosciu: www
[9069.604] afuring: ｗｗｗｗ
[9069.627] gokukeshi: そもそもそういう話してないｗ
[9070.819] シケモクスッパマン: ｗｗｗｗｗ
[9072.056] tabibitox: おもわれてねぇｗ
[9072.102] goozy009: ナチュラルボーンと言っておいて？
[9072.127] shougik: 「そんなに」
[9072.997] taroumaruh: 何回いうんだよｗ
[9073.479] erisuk: お前が思ってるだけだろｗ
[9075.349] 無心に: 強固な前提
[9075.505] ミジンコ隊長: 思ってないｗ
[9075.744] afuring: ミートさんは邪悪とされていますが~
[9076.248] もきち555: そうなの？
[9076.319] vungo_mr: 誰も得しねえｗ
[9076.732] kkshkk: ネガキャンw
[9077.141] うわらば_: 「ミートさんはそこそこ良い人」
[9077.716] mako_oswald: 思ってないぞ
[9078.862] raurakd: 言えば言うほどw
[9079.253] (S)feel2525: 何回邪悪言うねん
[9081.009] kitori_17: ぜんぶが刺さるww
[9081.102] のぞみくん: やめたれ……
[9081.199] シケモクスッパマン: なんなんだよこいつｗｗｗ
[9083.242] bakedonion: 営業妨害？
[9083.744] tawashi00: 営業妨害だ！
[9084.057] (S)chiichan2222: 邪悪邪悪いいすぎｗ
[9084.131] forjc3rd: すんげえ巻き込み事故
[9084.213] teruharu_: どっとｗ
[9084.677] ましゅダヨ: wwwwwwwww
[9084.993] pupurasu: そこはわかってんのｗ
[9085.619] (S)moppu_gake: 誰も言ってないw
[9086.197] kanabuso: もうやめて！
[9089.821] neojapan01010: なんで邪悪前提なんだよｗ
[9090.535] kikiltie7: 何回邪悪いうねんww
[9093.501] isekai7153: そうｗ
[9094.267] のうみそきんにくん: 味方だったwwww
[9094.622] nako756: ほんとうにそう
[9095.501] シケモクスッパマン: まじでいらないｗｗｗ
[9095.585] Loytory: それはそう
[9095.740] よるねこ族: 喋れば喋るほど傷つけるｗ
[9096.548] Dynamite_Gotanda: 携帯見ながらお礼するしね
[9096.642] taroumaruh: それはそう
[9097.245] teruharu_: ｗｗｗｗｗ
[9097.627] pakupaku_koz: 邪悪ビジネスやめろってことかー？
[9097.725] Qtr1214: ひどいｗ
[9098.355] ましゅダヨ: もうさぁw
[9099.462] からもこ: 邪悪は前提
[9099.888] ミジンコ隊長: それはそう
[9100.484] もきち555: 邪悪なのかな？
[9103.326] iwaisi: Ｄめちゃ面白いｗｗｗ
[9103.484] kiddworld5: 深い話をしたがるけど、内容激浅なんだよな
[9103.757] smile9104: じゃあもう邪悪だろｗ
[9106.216] ましゅダヨ: ふぇ？
[9107.290] gomesu: じゃないヤツｗｗｗｗ
[9108.980] 勤務中: 情報にノイズを乗せてくるのおもろいｗｗ
[9110.120] Time_K: そうかなぁ
[9112.261] erisuk: いや？
[9112.789] nako756: 裏の裏みたいな花しか
[9117.860] ましゅダヨ: わかんなくなるw
[9118.541] migiriugachi: D,社会に疲れすぎじゃね？
[9124.397] syouyuireppa: それはどっちかというと、サイコじゃね？
[9125.907] kikiltie7: ？
[9125.969] ましゅダヨ: あぁ、そゆことね
[9127.211] もきち555: 試してきてる
[9128.756] シケモクスッパマン: ほんとそれ
[9129.620] 箸くれ: ｗｗｗｗｗｗ
[9129.858] v_harumi_v: ｗｗｗ
[9130.317] taroumaruh: ｗ
[9130.478] goozy009: 邪悪とは？
[9130.688] mikaze0001: 邪悪じゃないと思ってるなら逆にミートさんのキャラ維持のために邪悪って言ってほしいｗｗ
[9131.241] ヨコグシ: ｗｗｗｗｗｗｗ
[9131.731] sussy_int: もう
[9132.175] RKC48: ｗｗｗｗｗｗ
[9132.504] tabibitox: もうｗ
[9133.101] ましゅダヨ: wwww
[9133.420] as6623: ｗｗｗｗｗｗｗｗｗｗｗｗ
[9133.451] えりんぎ老師: wwwwwwwww
[9133.773] (S)feel2525: ｗｗｗ
[9133.845] sasanqua1985: 邪悪の定義
[9133.994] ミジンコ隊長: ｗｗｗｗｗ
[9134.059] v_harumi_v: 長くなるしね
[9134.098] うわらば_: wwwwwww
[9134.942] のぞみくん: だんごw
[9135.110] (S)chiichan2222: ｗｗｗｗ
[9136.159] (S)moppu_gake: もう
[9137.123] teruharu_: ｗｗｗ
[9137.192] nako756: 切られたｗｗ
[9137.372] dogstark: ｗｗｗｗ
[9137.470] (S)nakao1976: 発言権剥奪w
[9138.812] w4m1_54: ｗｗｗｗｗｗ
[9138.992] raurakd: もはやね
[9140.054] goozy009: 除外
[9140.090] naina717: Dの事かな
[9140.095] (S)feel2525: あなたじゃダメです
[9140.976] erisuk: サイレス
[9141.934] (S)Opening_Runner: ふぁいてぃーんならず
[9142.159] ましゅダヨ: ダンゴは寝なさいw
[9142.792] のうみそきんにくん: なるほどん
[9143.274] シケモクスッパマン: あなたちょっとしゃべらないでもらって
[9145.976] ryabegaming: 皆収集するのに困惑してるｗ
[9147.581] kitori_17: できるだけ聞いてないですねw
[9149.559] fuan4444: D以外に質問します
[9167.498] seiji141141: ウメちゃんがいつも言ってる邪悪代表ってヌキさんじゃね？
[9186.360] もきち555: この中で一番邪悪な人誰か決めようよ
[9187.831] ましゅダヨ: なるほどね
[9197.997] のぞみくん: ゴッドファーザーみたいな話？
[9205.926] (S)feel2525: 生まれながらの邪悪
[9208.346] mohuryun: 要は意見違う人は悪になり得るんじゃ
[9218.231] goozy009: 身内理論では邪悪までは行かないでしょ
[9220.393] RKC48: お前も敵か？
[9220.685] erisuk: 良い人かどうかはひとによるが邪悪かどうかは別じゃね？
[9222.038] ましゅダヨ: 違いすぎるとな…
[9229.446] migiriugachi: 正義は最も血を好むもの
[9236.728] ましゅダヨ: 価値観の相違か……
[9237.278] 赤髪_: ダンゴさんの今の顔何考えてるの？？
[9240.526] よるねこ族: 習慣の話から
[9253.786] yo5hhhh: この外国人の量が続くと今話してる事は崩れていくね
[9255.759] ましゅダヨ: わかるー！！！！！！！
[9273.611] gokukeshi: 悪いことしてるのにいい人って思われたいのか
[9278.054] bakedonion: ブルーハーツ
[9280.604] ましゅダヨ: 本来の善とは？とかさ、
[9299.293] mohuryun: まあ本当に邪悪だったら表社会には出てこないような
[9303.234] ジェーワイパーク: 都合のいい人だよね
[9308.177] kitori_17: 普通の人でいたい場合はどうすれば
[9311.331] ましゅダヨ: 別にいい人と思われたい訳じゃないんだよね？
[9313.938] (S)noriyuki3: 出来ない人間もいるんだよなぁ
[9316.303] hairi0610: いい人に徹するのもしんどいと思うけどね
[9329.563] 千葉県おっさん: トラボ？
[9336.768] lobelia_c: 面白い人に面白いと思われたいよね
[9344.424] pakupaku_koz: 意外性を見せたい
[9346.418] もきち555: Dはわかってくれた
[9348.442] migiriugachi: 偽悪者の振りして正論言いたいのは伝わる
[9349.349] v_harumi_v: うんうん
[9349.583] (S)chiichan2222: 人を不快にさせるのは良い人でも面白くもないけど。。
[9354.919] ましゅダヨ: 傷ついてるのか……
[9364.011] cruseaguar: 馬鹿なやつほど邪悪が増える
[9369.305] sharks_up: 被害者がいるんですよという理論に勝てない
[9369.357] ましゅダヨ: 不快にするのはあまり好きじゃないけど……
[9378.910] もきち555: D？
[9386.955] avareinu: 被害者がいてもいいじゃんっていう割り切りが足りない
[9393.747] pakupaku_koz: いきすぎたのが迷惑系○○
[9397.262] のぞみくん: だんごいま
[9404.494] poriporikaku: 表現者には厳しい世界
[9414.547] ましゅダヨ: 難しい話だなあ
[9415.578] goozy009: 毒も使いよう
[9427.224] choran_nao: 先進国とか
[9432.339] もきち555: 実体験
[9441.290] ミジンコ隊長: 合意の上はセーフ
[9444.511] erisuk: 勝負の世界は必ず踏み潰さないと決まらんからね
[9445.030] kkshkk: 億の重み
[9448.288] せんじ肉: ときど「豪鬼一本で行きます」
[9449.052] 箸くれ: 傘盗むヤツとかね
[9450.000] ｾﾀﾒﾝ: 迷惑かけてかけられて世界は出来上がっている
[9450.209] lobelia_c: ずるいの話好き
[9455.948] mohuryun: 漫画にある金持ちが貧乏人から搾取する的な
[9460.630] gorogorogorn: 覚悟の基準いいね
[9468.024] ましゅダヨ: 第2じゃなくてもいいかなぁ
[9469.163] tawashi00: 二次面接？
[9470.306] もきち555: 第三印象は？
[9471.710] fuan4444: 第一が更新された時じゃない
[9472.162] kitori_17: 行儀の判断
[9484.340] levee_breaks: 第一以外
[9495.649] ましゅダヨ: それもね、ある
[9495.843] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[9498.129] v_harumi_v: いつも言ってますね
[9502.245] ましゅダヨ: うん
[9504.605] v_harumi_v: ｗｗｗ
[9505.256] taroumaruh: ｗ
[9506.032] kikiltie7: ww
[9506.426] (S)chiichan2222: ｗｗｗ
[9506.538] ミジンコ隊長: ｗｗｗｗｗ
[9507.051] sn0wf0x3: wwww
[9507.166] のぞみくん: wwwwww
[9507.385] gokukeshi: 印象が変わったならそりゃ結果論としては正しいよ
[9508.548] もきち555: 思ってたよりいいやつってだけ
[9508.578] ましゅダヨ: ふふふふふふ
[9509.055] v_harumi_v: 白目ｗ
[9509.385] meshiuma3150: 白目ｗ
[9509.385] ミジンコ隊長: あってる！
[9511.531] tabibitox: 今もやばい
[9512.018] fuan4444: それ絶対外れないじゃん
[9513.762] v_harumi_v: ｗｗｗｗｗ
[9514.314] kitori_17: 世の中も人も変わる
[9514.446] avareinu: ｗｗｗｗｗｗｗｗｗ
[9516.235] ましゅダヨ: 手上げてるww
[9516.750] (S)chiichan2222: ねてたよねｗ
[9517.546] v_harumi_v: ま、いいやってｗｗ
[9518.266] シャンウー: wwww
[9518.442] ミジンコ隊長: ｗｗｗｗｗｗ
[9518.729] ヨコグシ: ｗｗｗ
[9519.477] as6623: ｗｗｗｗｗｗｗｗｗｗｗ
[9519.605] raurakd: まあいいやw
[9519.958] maya_g01: ｗｗｗｗ
[9520.298] erisuk: 第一とか第ニとかどうでもよくて減点制だな
[9521.860] 軽く捻るか: ｗｗｗ
[9523.254] 無心に: 良くないw
[9523.563] teruharu_: どんだけｗ
[9523.823] (S)feel2525: ふざけてたんか
[9525.440] gorogorogorn: 外したら変わったと思ってない？ｗ
[9525.451] v_harumi_v: えーー、そうなの？
[9525.475] ddsato316: おふざけになってたんですね
[9526.009] BiosLifeG: flyyin2Sip
[9527.911] せんじ肉: そんなことある？
[9529.944] toshio0224: まあいいやｗ
[9536.059] migiriugachi: 意識飛んでるときあんのかｗ
[9550.466] goozy009: 自分も変わるしね
[9560.554] ミジンコ隊長: 今寝てたｗ
[9560.752] kamiyama_t: ねとるやんｗ
[9561.817] kitori_17: 今もw
[9561.889] のぞみくん: 今も?
[9562.448] hairi0610: こっくり…こっくり…
[9568.951] v_harumi_v: 寝てる
[9569.627] taroumaruh: ｗ
[9569.701] RKC48: 違いますｗｗｗ
[9569.827] kikiltie7: もー寝てるんよな
[9572.229] smile9104: 違いますｗ
[9573.221] ミジンコ隊長: 寝とるやんけ！
[9573.824] teruharu_: 眠そうｗ
[9574.707] raurakd: 違う！？
[9578.153] ましゅダヨ: :(
[9578.299] kkshkk: 許可とらずw
[9578.819] のぞみくん: ふざけ寝してるぞ！
[9578.990] levee_breaks: 違います即答
[9581.136] kitori_17: 違いますし寝てます
[9587.366] (S)相田俊介: chigaimasu
[9588.808] ましゅダヨ: 違います(ｽｯ)
[9616.532] erisuk: だりぃよな
[9616.758] sn0wf0x3: wwwwww
[9617.390] gorogorogorn: ｗｗ
[9619.262] ましゅダヨ: 能面の顔www
[9619.303] ミジンコ隊長: ｗｗｗｗｗ
[9620.594] ヨコグシ: ｗｗｗｗｗｗ
[9620.729] v_harumi_v: ｗｗｗｗ
[9622.390] もきち555: こわ
[9622.993] smile9104: umeNirami
[9623.072] ましゅダヨ: wwwwwwww
[9623.443] pupurasu: こわ
[9623.707] gorogorogorn: あっさｗ
[9624.689] kaban1192: ｗｗｗｗｗ
[9624.898] kamiyama_t: こわｗ
[9626.036] as6623: やばいねｗ
[9626.210] taroumaruh: こわい
[9626.296] ミジンコ隊長: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9627.117] (S)chiichan2222: ｗｗｗｗ
[9628.945] ましゅダヨ: え、こわ！？
[9629.294] goozy009: キモ
[9629.701] よるねこ族: ｗｗｗｗｗ
[9629.770] sn0wf0x3: こっわw
[9630.719] ddb365: ｗｗｗ
[9632.394] 赤髪_: ｗｗｗ
[9633.260] ミジンコ隊長: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9637.929] 無心に: 一番やばいw
[9638.001] (S)てんとうむし55: キモかわいいw
[9638.216] kaban1192: こわ
[9638.604] もきち555: やべーやつｗ
[9638.942] 軽く捻るか: だいぶ下の社長ｗ
[9639.029] nihonsyu_: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9639.268] のぞみくん: おもろw
[9639.454] fuan4444: 偉い人だとメンドクサイ奴だった時にメンドクサさが倍増するからな
[9639.621] ヨコグシ: ｗｗｗｗｗｗｗｗｗｗｗ
[9640.723] kkshkk: w
[9641.322] kitori_17: 人に慣れてなさそうw
[9642.279] (S)chiichan2222: かおｗｗｗｗｗ
[9644.418] アイビス59: ｗｗｗ
[9645.185] よるねこ族: まーじで
[9645.397] shougik: ｗｗｗｗｗｗ
[9646.785] taroumaruh: それは折笠さんが悪いｗ
[9647.181] ましゅダヨ: なんだそいつww
[9647.190] gokukeshi: Ｄ相当変わったんだなぁ
[9647.566] as6623: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9647.625] ミジンコ隊長: ｗｗｗｗｗ
[9649.475] hairi0610: ぜったい青森まで歩かなそう
[9650.254] tomohirom: 嫌な奴
[9652.034] bakedonion: 奴は社長界で最弱…
[9653.250] シケモクスッパマン: 全部まちがってるｗｗｗ
[9655.729] kikiltie7: まじで困るやつ
[9657.078] teruharu_: ウメちゃんの危険レーダーがｗ
[9658.009] v_harumi_v: なるほどー
[9659.723] taroumaruh: 会わすなｗ
[9663.841] v_harumi_v: ｗｗｗ
[9669.069] pupurasu: 初対面うどんｗ
[9673.730] sn0wf0x3: www
[9676.362] ましゅダヨ: wwwww
[9677.925] kkshkk: うわーw
[9679.103] 千葉県おっさん: 一の矢二の矢がヤバすぎる
[9679.736] smile9104: ｗｗｗｗｗｗ
[9679.803] avareinu: ｗｗｗｗｗｗｗｗｗｗ
[9679.949] kikiltie7: wwww
[9680.778] goozy009: 最悪
[9681.699] ましゅダヨ: なんだこいつ！！！！
[9682.089] ryabegaming: ｗｗｗｗ
[9682.256] RKC48: ｗｗｗｗｗｗ
[9682.848] ミジンコ隊長: やなやつｗ
[9682.934] maya_g01: ｗｗｗｗ
[9683.021] のぞみくん: おんなwww
[9683.103] kitori_17: 全部まちがえてるww
[9684.440] ヨコグシ: ｗｗｗｗｗ
[9685.159] v_harumi_v: それは酷い
[9685.687] もきち555: 悪手のみｗ
[9685.882] afuring: ｗｗｗｗｗｗｗ
[9687.755] taroumaruh: ｇｍｗ
[9687.805] avareinu: ごみｗｗｗｗｗ
[9687.998] kaban1192: ゴミ
[9688.000] (S)feel2525: 全印象最悪
[9688.113] kamiyama_t: おわってるｗ
[9688.156] raurakd: www
[9688.218] tomohirom: 帰れ！
[9689.780] ミジンコ隊長: ごみｗ
[9694.074] (S)chiichan2222: おなかいたいｗ
[9694.170] erisuk: ファンの癖にそういうの聞かれるの一番嫌いってこともわからないｇｍ
[9694.455] xxzoids: 印象を最悪にするゲーム？
[9695.259] low_single: 嫌いだわーｗ
[9714.711] shochann: 第一印象でおわｗｗｗｗ
[9717.792] v_harumi_v: やーばい
[9718.408] もきち555: ｗｗｗｗｗ
[9719.085] taroumaruh: ｗｗｗｗｗｗｗｗ
[9720.126] 赤髪_: ｗｗｗｗｗ
[9720.777] ましゅダヨ: wwwwwwwww
[9721.679] ミジンコ隊長: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
