[24.164] トイメン: うぃーす
[18671.753] (S)pero888888: 脂肪が多すぎてみえないだけか
[18672.472] ynoyeu: zeta対戦会でササモがメナに間違われた話好き
[18672.743] hamham9999: 日本にそういうのってとっきーくらいか
[18673.864] (S)teitei0343: 動けるふとっちょ的な
[18674.093] (S)maromiyabi: 闘争力維持には良いと思う
[18680.346] (S)lil_ozi_vert_: 食えるって才能だからね
[18681.000] nano0616: 時速何キロで走るの？
[18684.198] かしわぎ2: 筋トレしてる身体じゃないだろw
[18695.038] (S)teitei0343: www
[18697.976] roziurara: 速い
[18699.214] (S)みなぷ080821_: ササモンは上もデカいから
[18701.353] (S)lovepeace369: 肉弾戦車がよー
[18705.477] (S)teitei0343: マシンスペックの聞き方w
[18707.377] noblesse3: 60くらい？
[18712.665] (S)maromiyabi: 2kmぐらい
[18712.881] (S)TNTNBRN: 60キロは出てるんじゃないか
[18716.777] kaworuko19: 車じゃないんだから
[18719.384] kazumetal: 朝青龍の海岸でダッシュしてるやつ見たことある？あれ世界一おもろいよ
[18723.573] hamham9999: ササモ痩せたら鉄拳のミゲルみたいになりそう
[18726.893] nano0616: 原付は余裕で抜いてほしいんだよね
[18739.352] ryu_fusega: 何したらジェイミーをこんな長時間さわれるんや…
[18740.337] パプワ後藤: わかる。原付には負けてほしくない
[18743.447] 京こ: わぁ
[18745.016] いつほし: うおおおお
[18745.206] highlow_gio: 天才やん
[18745.857] CryoSnake: Wow
[18746.287] (S)henya1210: おー
[18747.484] (S)tea3n: 冷静
[18747.560] (S)ケツ洗い坂48: なるほど！
[18747.691] クライドフロッグ: うま
[18747.846] sander1214: ジェイミーの中足が全然当てれないのですがなんかポイントありますか？僕のジェイミー足短い
[18748.270] (S)teitei0343: めっちゃ良い判断じゃん
[18750.189] IMULTA: マジか
[18750.203] かしわぎ2: ササモは時速70kmらしい
[18751.122] いつほし: naru04Owa
[18752.107] botmandayo: まじか
[18752.315] (S)なかしん: 集中！
[18752.563] (S)lovepeace369: naru04Nltu
[18754.178] roziurara: ラッキーボーイゆけーい
[18756.042] べっくさん: 知的！
[18757.214] (S)がすいんニキ: だね！
[18757.510] ギガゾンビ: なるお選手、これいまわざと弾食らいましたね
[18761.345] (S)きたむら__: 咄嗟に逆向きに真空回すのすごい
[18762.303] tanishi45: なるちゃんただいま、こんばんゆ
[18763.777] (S)みなぷ080821_: 相手も削るのためらってたね
[18764.001] みはる_雨月: そういう所、解説してこ
[18775.842] noblesse3: ジョン竹の中足は長そう
[18778.028] hamham9999: 解説しながらやって
[18781.807] (S)teitei0343: なるおさんなるおさん、なんでわざと食らったんですか？
[18783.468] tensan1223: なるーた選手って言ってくれ
[18783.717] X_March_X: 公式配信みたくちゃんと解説してホラ
[18785.701] (S)ジャスパ単騎待ち: あれはお願いパリィですね
[18787.216] あかなめ: 解説もばっちりやね
[18792.352] nano0616: 誰かと思えばラッキーボーイじゃねえか
[18795.346] 京こ: 読みバッチリ
[18797.556] yonayona04: えら
[18798.649] (S)がすいんニキ: 俺クラスになるとわざと喰らってそのまま死ぬんよ
[18799.478] (S)tea3n: ままま
[18810.348] (S)teitei0343: まあ倒せたなら
[18817.725] (S)mayuge_dimension: なんでって……あぁ
[18822.547] (S)pero888888: 実況もかなり知識あるからそこまで解説大変じゃなさそう
[18831.151] ponponpain2627: わかる、わざと食らってさらに余計にもらって４ぬ
[18831.867] jangfuran: ここですか？
[18845.822] (S)teitei0343: 言葉選びさえミスらなければ十分務まりそうだよね解説
[18856.374] (S)みなぷ080821_: 置きパリィ狙ってるのバレると露骨に弾増やすのホント腹立つ
[18872.756] アメンタセル: 「今の動きは💩ですね！」
[18875.882] (S)lovepeace369: ダルシム多いね
[18878.358] noblesse3: CA調整うまいなぁ
[18882.775] しぐれ桃: 格ゲーマー人狼ぐらいのテンションの方が他の仕事もきそう
[18895.969] noblesse3: あ
[18897.269] (S)pero888888: 謎のゲーム
[18897.352] (S)teitei0343: 積んだー
[18904.596] (S)めしをくえ: つれー
[18905.005] CryoSnake: Jamie diff
[18913.034] (S)みなぷ080821_: がんばった
[18913.780] (S)tea3n: 惜しい
[18920.924] (S)がすいんニキ: ちくしょー
[18936.647] (S)teitei0343: なるお間違っても「ねぇねぇ今の俺の解説上手くなかった？」とか実況の人に褒めてもらおうとしないでね
[18940.821] まわるれこーど: 神ゲー
[18945.198] 京こ: スト6やってる
[18947.286] 猫神寝猫: こっち側は出る！
[18953.482] ponponpain2627: ジャスパで負けたときまじでしっくりこない
[18954.048] (S)tamamowkun: 2p
[18954.593] いつほし: naru04Kei
[18954.868] ryu_fusega: うっま
[18955.713] (S)みなぷ080821_: やるう
[18956.958] (S)やくりのやっさん: 2Pありがとーーー↑
[18958.044] onyancoscratch: ダルシムに酒かけて燃やしたりできんかな
[18958.833] (S)miyami022: naru04ATM
[18959.140] (S)teitei0343: 2pありがとー
[18962.271] (S)Lambda_Delta_: 2p ww
[18965.767] (S)けめこ___: naru04ATM
[18968.008] (S)henya1210: トゥーピーなんだわ
[18968.807] (S)Tetsuya5963: だるシム 
[18968.966] diaz_brahim: ｱﾗｧ-
[18972.120] (S)がすいんニキ: トゥーピー
[18974.754] (S)みなぷ080821_: 負けおわ？
[18977.414] (S)teitei0343: トゥーピー神
[18985.564] TripleTN: ラストっていわんかった？
[18993.815] jangfuran: おお
[18995.029] あろえってぃ: ファイナルラスト
[18997.620] うーたんんんっ: のぶ
[18997.822] ピーマンのジースポット: ノーブルくんたっけえな
[18998.454] (S)ジャスパ単騎待ち: 門番きたな
[18999.083] noblesse3: あ
[18999.119] ri_nemuri: ノーブル君うおおおおおお
[18999.306] (S)lovepeace369: のっぶやん
[18999.773] ゴルバチョフポリ公: 門番
[19000.139] ynoyeu: 門番きた
[19001.696] (S)けめこ___: ん？
[19001.841] (S)teitei0343: おや
[19003.612] (S)TNTNBRN: おろ！
[19004.380] marinon_if: え？
[19004.486] 京こ: 門番さん！？
[19005.349] ryu_fusega: ？？
[19005.779] botmandayo: あら
[19005.842] (S)めしをくえ: 煽りか？
[19005.906] (S)tea3n: ん？
[19007.666] TripleTN: 配信開いてる
[19010.580] はっちです: 紳士
[19010.688] (S)pero888888: トイレか？
[19010.705] (S)がすいんニキ: 酒4にならなきゃー
[19016.354] あろえってぃ: ゴースティングrdy
[19016.652] (S)やくりのやっさん: これ配信チェックされてました
[19018.502] mitsuo_3: ん？
[19018.555] (S)みなぷ080821_: じゃあ今日中に終わらないじゃんよ〜、勘弁してよなるちゃん
[19020.627] onyancoscratch: カテドラにい
[19020.916] moowwzz: 民度確認ごっこか？
[19021.424] nano0616: 俺ならラッシュで殴りに行ってた
[19029.119] 京こ: 門番言われてないか見てるの笑う
[19033.360] (S)lovepeace369: こーれ悪口チェックかー？
[19034.759] (S)tea3n: 配信でバレるやつか
[19035.072] (S)dook_dokidoki: 俺なら迷わず殴ってたね
[19035.601] deeef219: ワイなら普通に殴ってます
[19037.725] (S)TNTNBRN: 思考盗聴スイッチ入れたな
[19044.867] (S)teitei0343: おぉ？
[19047.889] NoE_vivre: おいしくてぇ～
[19050.747] あかなめ: ノブー？
[19060.048] nano0616: お腹痛くて集中出来てない
[19062.907] うーたんんんっ: コメントにバレた焦り
[19063.194] roziurara: 負けてはならぬ
[19064.676] (S)みなぷ080821_: こぼして机びちゃびちゃなら笑う
[19065.639] (S)tea3n: ボタン設定間違えたか
[19090.887] (S)olka_kakuge: 会場を沸かせる石井プロって見た？
[19115.722] (S)lovepeace369: 石井プロで沸く会場ってどこだよ
[19117.743] (S)tamamowkun: 2P
[19118.333] (S)がすいんニキ: ノーブル君って仕事してんのかな？
[19121.206] (S)teitei0343: カクカクしてたわりにはインパクト通ったな
[19127.077] いつほし: naru04Kei
[19129.443] (S)めしをくえ: それつえーわ
[19129.908] (S)みなぷ080821_: 仕事してるよ〜
[19130.087] (S)lovepeace369: naru04Kei
[19131.686] パプワ後藤: これ
[19140.093] (S)teitei0343: そうだったのか〜
[19144.905] (S)olka_kakuge: はえ～
[19153.230] (S)TNTNBRN: 激痛
[19153.635] roziurara: もおおおお
[19154.044] (S)がすいんニキ: 仕事してるんだ〜
[19157.799] 京こ: 20秒もせずにおわ
[19158.081] (S)可愛い嘘のカワウソ: naru04Kei
[19158.758] NoE_vivre: 18秒！
[19161.091] (S)Bron61: カクカク見た目どうにかしてほしいわ
[19161.740] (S)henya1210: 命が軽い！
[19161.894] noblesse3: 別のノブがいた
[19162.471] (S)tamamowkun: 20カウントいかず
[19166.248] (S)ジャスパ単騎待ち: 仕事できるんだわルーク君
[19168.008] いつほし: すーーごいはやい
[19170.566] (S)teitei0343: 兼業か
[19171.719] (S)めしをくえ: 門番の仕事してるんかな
[19175.961] yonayona04: よくバイトツイートしてる
[19178.946] ギガゾンビ: 仕事しててるのにあれなんだ
[19186.657] (S)がすいんニキ: あ、バイトなのか
[19187.875] roziurara: それ
[19188.078] 京こ: 門番が仕事説
[19189.635] (S)みなぷ080821_: フレックス制なのかかなり融通きくっぽくてうらやましい
[19191.324] (S)miyami022: 仕事は偉い
[19192.872] igita_00: なるおは無職なのに
[19197.162] (S)lovepeace369: あー、そういえば燃えたんだっけ
[19197.872] intaisita: えらい
[19198.173] roziurara: シフト制か
[19205.147] miyabi008: スポンサーがついてないからなー
[19220.975] ju69ju69: 頑張れ無職！アルバイトに負けるな！
[19224.114] (S)みなぷ080821_: 正社じゃなかったのか…、まあなるおは無職だけど
[19224.188] (S)白岳: プロになったらいろいろ掘り返されちゃうんだ
[19226.126] moowwzz: 門番だけじゃ食っていけない
[19232.103] パプワ後藤: 無職ー！がんばえー！
[19236.824] igita_00: 本気でやってるんだな
[19238.227] 亀の甲より柴咲コウ: ライセンス持ってんの？
[19246.732] don____b: 正社員かと思ってた
[19248.911] (S)TNTNBRN: 無職！バイトに負けるな！
[19249.835] roziurara: あぶね
[19251.267] (S)miyami022: ありそう
[19252.400] ytytw: 無職に人権ないよ
[19254.289] (S)shogayaki0610: これなんでs3使ったんですか？
[19255.948] (S)がすいんニキ: 大変だねノーブル君も、頑張って欲しい
[19258.574] (S)みなぷ080821_: ストシリーズではプロじゃない
[19265.331] roziurara: あ
[19268.153] (S)miyami022: BibleThump
[19268.367] (S)衝撃のおみそ: あ
[19269.590] (S)ひぐさん: おぅ
[19269.657] おつち: あ
[19270.169] CryoSnake: That was so lame
[19271.440] asbr_j: BibleThump
[19271.713] (S)lovepeace369: あれまぁ
[19271.903] (S)olka_kakuge: これあるー
[19273.361] (S)teitei0343: 門番もそのうち終わってるエピソードとして笑い話に昇華されるよ
[19274.573] (S)見るぞ: BibleThump
[19274.895] ju69ju69: アルバイトの勝ちーー！！！
[19276.330] パプワ後藤: さすがバイト
[19278.067] roziurara: やりたすぎたあ
[19280.483] don____b: 有給がどうのこうの言ってなかった？
[19282.207] (S)dook_dokidoki: バイトの勝ち
[19283.366] ピーマンのジースポット: バイトなの？
[19283.561] ハゲエギル: あの騒動以降、コーチングとか他の人に取られちゃってるしな
[19285.170] (S)がすいんニキ: 飛び待ちもありだったかもねー
[19285.435] (S)みなぷ080821_: 元々BBの人だっけ
[19286.211] ochimpanzee: ゲードガーディアン
[19287.918] いつほし: 労働者の勝ち
[19288.813] (S)shyasan0124: 読まれたか。。
[19291.325] miyabi008: スト5の時に大会上位でライセンス取ってたような？
[19295.912] chiffon1122: 門番大勝利
[19296.721] hamham9999: なんで門番しちゃったかね
[19299.890] (S)teitei0343: いちおうアルバイトにも有給はある
[19306.092] (S)hiroumi_sea: BOしつるー
[19307.008] (S)miyami022: しゃぶりたいむ
[19307.385] ynoyeu: これは労働力がものを言った試合だったな
[19322.649] marinon_if: 労働の差？
[19328.483] 京こ: いいよ
[19329.088] clllp: 分からされる
[19330.234] miyabi008: これがアルバイターの拳！
[19333.579] (S)teitei0343: 勝負にでた！
[19334.267] kasumiasano: 夢を見ろ無職
[19335.867] (S)tea3n: 少女じゅいられない
[19336.511] (S)白岳: 夢か
[19337.632] パプワ後藤: いいよ
[19340.067] (S)がすいんニキ: 雲掴んじゃう？
[19340.246] roziurara: それね
[19340.479] (S)teitei0343: あっけねぇ
[19341.548] (S)dook_dokidoki: 無職の夢が
[19341.579] NoE_vivre: 人の夢と書いて
[19341.976] nano0616: 夢見るなるおじゃいられなかった
[19344.314] いつほし: 夢破れたり
[19345.464] X_March_X: 夢破れたり
[19346.135] (S)がすいんニキ: 掴めず
[19347.375] ryu_fusega: 儚いね…
[19347.732] なっつ: 夢なので
[19348.828] marinon_if: アルバイトのマジレス
[19355.093] パプワ後藤: 無職だからこそ夢見れる場面もある
[19356.338] (S)TNTNBRN: 無職は夢も見られねェ！ドン！
[19358.794] (S)みなぷ080821_: チャレンジ精神は評価対象です
[19359.552] 31carat_poteto: ショートスリーパーくらい夢短い
[19363.932] nano0616: いつか終わる夢
[19389.195] (S)teitei0343: 唯一お前だけが、俺に夢を忘れさせた
[19392.548] miyabi008: そういえば最近動画上がってないな
[19395.429] (S)tea3n: しゅごい
[19399.435] いつほし: しゅごい〜
[19404.975] marinon_if: しゅごいのぉ
[19422.493] (S)TNTNBRN: んほおおおラッシュしゅごいのおお
[19423.789] (S)hiroumi_sea: …げる
[19424.683] パプワ後藤: しゅんごい
[19427.624] salmontyan: トクン
[19430.368] みぞぐち: ...げる
[19434.087] 桂歌丸: NobleくんとかEVOJ行ったら誰かに殴られるんじゃないか？
[19434.748] nano0616: ベルセルク読んでみよっかな
[19434.923] jakamasiya2097: レバーでキンバリーの最低空旋風脚が出せないのですが、コマテクとかありますか？
[19441.258] (S)lovepeace369: トゥンク⭐︎
[19443.792] 水増し: 佐藤14巻成
[19446.605] TripleTN: シグマよりかっこいい？
[19446.733] dozawa2: ただのヤンホモでしょ
[19452.006] (S)pero888888: ベルセルクって完結できそうなの
[19454.073] (S)みなぷ080821_: なるおおじたん！ルークはなんでこんなに色々できて、なんの縛りもなくこの火力出せるの？
[19454.698] (S)miyami022: はやーい
[19455.640] (S)tea3n: えらお
[19456.538] いつほし: うおおお
[19457.304] (S)ctama999: 2P
[19457.474] (S)毒見ユッケ: 偉い？
[19458.572] roziurara: トゥーピー神
[19461.156] (S)henya1210: トゥーピーなんだわ
[19467.210] いつほし: naru04Kei
[19468.275] (S)teitei0343: おいおい負けね〜わ
[19469.825] ryu_fusega: つんよ
[19470.635] oon2102: なるおキャンセルラッシュ見てるの？
[19470.949] schroeder3232: うんまー
[19472.110] miyabi008: ベルセルクは黄金時代編は読まないは損
[19472.389] (S)lovepeace369: naru04Kei
[19473.835] (S)shogayaki0610: さっきの試合なんでs3使ったんですか？
[19474.728] nano0616: 勝ちヨ
[19476.436] yudedako: 腕毛「KSK・・・一言いうだけでいい・・・捧げると」
[19476.692] (S)tea3n: なんか勝っちゃいました
[19476.994] (S)みなぷ080821_: 勝った
[19477.209] asbr_j: kazunoKO
[19479.575] pepepe393: なるお、俺上京してから騒音怖くてずっとアケコンに毛布被せてやってる、どうしたらいい
[19479.630] クライドフロッグ: 門突破
[19479.882] roziurara: そりゃかじゅもトゥーピーとるわ
[19482.727] ライム_: あれまだやってんの？飯終わりかと思ってた
[19495.447] vaseline120: 14巻まで読めばいいんですか？
[19503.874] ga_hq: おれはアケコンの中にタオルつっこんでる
[19505.111] みささぎ: アケコンからレバレスにかえべ
[19506.277] (S)shogayaki0610: caのリスクより状況よくするほうが大事ですか？
[19507.670] 京こ: 言うよね
[19507.708] ライム_: タオルとか
[19507.918] (S)TNTNBRN: へー
[19508.131] nano0616: へー
[19508.466] (S)miyami022: へえ
[19509.097] intaisita: 綿か
[19511.647] パプワ後藤: ほぉ
[19514.106] botmandayo: 中なんか
[19514.824] (S)teitei0343: 吸音するのか
[19515.474] (S)みなぷ080821_: 中に音が響くの？
[19515.951] X_March_X: なんか着火しそうで怖いな
[19516.639] ゴルバチョフポリ公: ぬいぐるみかよ
[19516.736] (S)ctama999: ぬいぐるみみにしろってことか
[19518.645] 毛むくじゃらのコリー: 空洞なくせば音が響かなくなる
[19519.093] (S)pero888888: 空洞がだめなのか
[19519.327] pepepe393: スカスカだからひびくのか
[19520.806] mi_kd: 中の反響音がね
[19520.857] パプワ後藤: 燃えない？大丈夫？
[19521.928] (S)dook_dokidoki: 静音レバーとかあるのかな
[19522.141] みはる_雨月: 火がでそうねｗ
[19522.691] taoao12: 燃えたりせん？
[19523.512] (S)ジャスパ単騎待ち: 静音ボタンと静音レバーに変えたけどすごい静かになったわ
[19524.571] marinon_if: アケコンってそんなうるさい？
[19525.438] (S)ピース様: 静音レバーと静音ボタンなら音気にならないんじゃない？
[19525.758] (S)可愛い嘘のカワウソ: ずりたん
[19526.550] (S)ｸﾙﾐｯｯ: なるほどね
[19528.210] Yuuuu1105: バスドラムみたいだな
[19529.895] (S)六角橋アキ: ボタンとレバー替えるのが一番だけど、スポンジ詰めるのもちょっと効果ある
[19530.480] intaisita: スポンジ良さそう
[19530.644] (S)白岳: ギチギチにタオル入れるんじゃ
[19530.655] oon2102: まぁそれでもうるさいけどね
[19536.933] Poise1010: 洗濯物？
[19537.268] nappamatei: ほーん、じゃあ札束詰めるわ
[19538.129] 毛むくじゃらのコリー: エアコン用の粘土とかね
[19538.214] botmandayo: 静音ボタンレバーまじで変わった
[19538.599] kanadiam: 火打石みたいにならない？
[19539.367] Youhei6251: 中に何か詰めるの、ワンチャン発火した時にヤバいからやめとけってツイートあったな
[19539.976] びーさん_: ちさんなら絶対燃えるって言うね
[19541.007] SAJ_sf6: なるおさん、ベルゼバブ使ってた人だ
[19541.995] thanksformatching: ティッシュつめてたわ
[19548.791] 京こ: レバー超高速で動かしたら燃えそう
[19550.652] (S)Bron61: 不燃性のやつ詰めたら？
[19552.397] (S)みなぷ080821_: 静音のレバーボタン変えても音はやばいよ
[19554.071] いつほし: 実家にいた時兄ちゃんのアケコン音うるさ過ぎて壁ドンしたことあるわ
[19554.428] (S)lovepeace369: アケコンへそくりにも使えるかー
[19563.154] なるちゃんハリケーン: ゲーセン行って初めてアケコン使った。格ゲーやってる人みたいで嬉しかった。でも難しかった。
[19563.617] ga_hq: しかもなぜか突っ込んでるタオルにはトラボのサインが入ってる
[19564.308] カオカザリヒメフクロウ: 洗車用のスポンジ詰めてるわ
[19567.230] 毛むくじゃらのコリー: JCOMダイブされたか？？
[19569.866] pepepe393: アケコンちなガチうるさい
[19571.171] mikosi_354: アケコンの空洞で音がするから静音だけじゃきついよね
[19572.070] ochimpanzee: あのベルゼバブ使うんだ
[19573.477] yudedako: あの何でも持ってて弱いとかいう奇跡の
[19580.206] (S)白岳: なぜかできなくなったグラブル
[19580.798] 京こ: バブちゃん？
[19581.250] (S)teitei0343: 静音ボタンにしてもレバーの音がなー
[19581.525] kanadiam: なるおが使ってた頃はよえ
[19582.364] (S)見るぞ: バブさんは今もかっこいいぞ
[19583.452] miyabi008: 20時からkskさんのやつ見るのか？
[19586.210] roziurara: 吸い込めるようになったやつか
[19586.928] (S)TNTNBRN: 使ってヒィヒィ言ってたよな
[19590.728] パプワ後藤: ベルゼバブって蝿の王だっけ？
[19596.271] (S)miyami022: かった
[19597.654] びーさん_: めちゃ早出しの2C対空
[19600.926] kasumiasano: どこ行っても弱キャラ使いなのか
[19601.450] みぞぐち: スパ４の頃、うるさすぎて兄に顔面殴られたことある
[19609.659] ryu_fusega: サイハ撃たせない距離にまとわりつく感じ…？？
[19610.196] (S)みなぷ080821_: VSRだと強いんだっけ
[19611.053] 亀の甲より柴咲コウ: ベルゼブブ？
[19611.893] roziurara: 見た目の割に火力なかった
[19619.650] (S)ctama999: ランスロとか
[19619.965] ga_hq: フェリの話すると頭痛くなるからやめろ
[19620.635] (S)knock_fg: 痛いか？
[19622.564] dosuken0122: ユクゾッ
[19623.999] (S)見るぞ: ランスロットは？
[19624.514] ゴルバチョフポリ公: フェスティバ、な？
[19625.599] (S)ばんじ333: ランスロット？
[19627.613] oon2102: フェリだけはダントツで終わってます
[19631.744] (S)TNTNBRN: 上がクソキャラ列伝に載れるくらいクソキャラが多かった
[19634.696] yudedako: 技持ってるのに弱いってジェイミーと似てるな
[19635.262] 2youyou2: OD雷撃撃つタイミングって適当？めっちゃ当ててるから気になる
[19636.159] (S)olka_kakuge: エドっぽかったかも
[19638.134] びーさん_: ﾍﾞｯﾎﾟ！
[19639.008] SAJ_sf6: 苦しんでる配信よくみましたね
[19639.626] (S)tamamowkun: 痛いか！
[19640.711] _ふみお: 当時を知らんけどフェリマジでいい噂聞かんなｗ
[19641.172] (S)teitei0343: フェリって鞭持ってる人だっけ
[19642.931] roziurara: 昇竜持ってるダルシムよ
[19643.246] 毛むくじゃらのコリー: くっそうざくて強すぎるダルシム
[19644.256] (S)ctama999: ダルシムに昇竜拳つけたやつ酒飲んでただろ
[19649.589] まわるれこーど: ファスティバとフェリはありえない
[19652.782] ちづにい: メーテラもなかなか終わってた
[19656.714] (S)みなぷ080821_: えっちな恰好なのがフェリ？
[19657.569] ochimpanzee: 可愛いJPことニーア
[19663.341] (S)mameneko1124: EX喧嘩キックからフルコンたたき込めるグランが好きだったなぁ
[19667.896] (S)TNTNBRN: グランのヤクザキックも無法だった
[19669.771] (S)dook_dokidoki: he-
[19670.538] (S)ばんじ333: なきそうですぅ
[19670.944] 毛むくじゃらのコリー: 遠距離キャラもコマ投げキャラも終わってるゲーム
[19679.463] (S)tec_0419: 設置と無敵持ってるダルシム
[19679.583] 桃山: でも面白かったよねぇ！
[19680.135] nano0616: グラブルはソシャゲの方も人権キャラとかそんなんだし
[19680.634] (S)見るぞ: グラブルは女はだいたいえっちな格好してる
[19683.677] まわるれこーど: メーテラは大したことない
[19685.082] (S)olka_kakuge: フェリの足払いにずっとキレてた
[19685.605] SAJ_sf6: 懐かしい
[19689.214] ga_hq: ダルシムがくそつよ昇竜と無限ブランカちゃん人形もってんだぞ？
[19689.357] kaneyann_mk: 可愛くなかったらまじで終わってた
[19689.427] ocloclocl: あれ使って他キャラに文句言う奴いるんだからすごいよ
[19691.151] seleste_isono: 痛いか？
[19693.279] (S)見るぞ: 原作にないグランのヤクザキック好き
[19693.371] yudedako: 設置と無敵と風水持ってるダルシム
[19697.228] cement78: そういうのって発売前にテストプレイで「なんか強すぎるな…？」ってなったりしないんですかね？
[19700.386] (S)ばんじ333: アプデでまるくなってやめたんだっけ？
[19700.947] dosuken0122: あの初期の熱気やばかった
[19702.404] marinon_if: お祭りゲー？
[19704.073] (S)ctama999: 尖ってたから面白かったけど、そのあと丸くなったからなぁ
[19705.805] SAJ_sf6: ぶっ壊れ多くてよかった
[19706.136] roziurara: バランスとってさらに過疎ったからね
[19706.346] (S)のうみそきんにくん: パーシヴァルは武器にちゃんと神経通ってた
[19707.165] pepepe393: kofてきな？
[19707.806] みぞぐち: 各ゲームの人たちが大集合してたからおもろかった
[19709.577] クライドフロッグ: ランクマ配信おもろかったなー
[19710.402] asbr_j: 全員が壊れてる方が面白いよな
[19710.647] oon2102: 近B有利なの終わってるけど楽しかったよな
[19711.264] (S)みなぷ080821_: 本田もちっさい女の子になってるゲーム
[19713.990] やくちゅー: じゅりのラッシュ中k対策ある？
[19714.610] まわるれこーど: ランクマのシステムがやばかった 射幸心煽り過ぎ
[19715.373] (S)teitei0343: 開発アークだっけ？
[19715.492] ocloclocl: 全員強いのは悪くないからね
[19720.578] (S)たべっ子水族館: なるちゃんのとんおりってなんでこんなにガードされないの
[19727.916] nano0616: ☆とり？
[19728.724] pekemon317: なるおさん起き攻め毎回コパン始動ですけど立中P
[19729.903] (S)tec_0419: アプデを重ねる毎に尖りがスポイルされて鎮火してしまった…
[19733.701] (S)mameneko1124: システムは神だったけど運営に潰されたゲーム
[19735.579] ga_hq: ランクマ配信はたしかに熱かったよな
[19735.752] (S)ピース様: アークゲーはうんちのぶつけ合い
[19738.113] (S)見るぞ: 本田は可愛くても許されないことがわかった
[19745.955] pyokotan_insitao: どんなシステム？
[19750.850] (S)えむしーぽんぽん: ハースストーンのラダーみたいな感じか、星取り
[19755.979] (S)TNTNBRN: どぐらパーシヴァルマゴゼタも今や懐かしい
[19762.255] (S)ばんじ333: アークゲーは確かにバランス良いゲームひとつもないね
[19765.794] (S)dook_dokidoki: かわいい本田、かわいくないシャルロッテ
[19769.417] 毛むくじゃらのコリー: あのランクマはひりついてたね
[19771.549] びーさん_: 昇格戦5戦中3か4勝たないといけないんだよな
[19774.660] (S)ゆるっさん: とんおりでちゃんと足元踏むのうまい印象あるわ
[19779.505] (S)teitei0343: ハースストーンのあれか
[19781.835] (S)見るぞ: ゼタは明るくて…
[19783.215] nano0616: 連勝したらいいんだ
[19789.073] oon2102: 今のMR2400競争の数倍は盛り上がってた
[19791.366] kukukurin: なんであのゲームをEスポーツとして昇華しようとしたのか不明
[19793.190] ライム_: 誰が最初に最上位の称号取るか争ってたの面白かった
[19795.217] tatyaman: ギルティとかグランブルーファンタジーとかのランクシステム苦手だわ
[19797.129] (S)ゆずまんじゅう_: naru04Ohayu
[19800.569] (S)henya1210: 喋りながらパーフェクト取るのヤバないか？
[19801.978] 毛むくじゃらのコリー: 連勝するまですげー沼んだ
[19804.245] (S)olka_kakuge: リスクリターン高い
[19808.524] alice_iwnl: あんまラッシュ大P使わんねや
[19809.749] (S)えむしーぽんぽん: あったまりそうやな
[19811.698] tatyaman: SF6みたいにパワーが数値で見たい
[19816.488] nano0616: 連勝しなきゃ上がれないのか
[19821.887] sugari0225: 落ちたらまた連勝必要
[19822.090] (S)ばんじ333: スプラトゥーンの昇格戦みたいな感じか
[19825.008] plzn0730: グラブルの1ボタン昇竜は
[19827.827] (S)teitei0343: 連勝しなきゃなのはきっちいな
[19831.611] (S)TNTNBRN: naru04Otukare
[19833.098] 4jou_half: なるたんおっす
[19834.212] パプワ後藤: 終わりかい？
[19834.233] (S)olka_kakuge: 不利キャラだろうとなんだろうと、負けは負け
[19834.384] (S)tec_0419: かじゅが一番最初にマスター上がってランクマからBANされたの面白かったね
[19836.437] (S)えむしーぽんぽん: naru04Otukare
[19838.704] (S)ほーく999: 飯から戻ってきたらまだやってた
[19840.754] (S)04popoo: naru04Otukare
[19843.173] (S)serah_4351: naru04Otukare
[19843.437] (S)lovepeace369: おかわりきたあああ
[19845.180] roziurara: まだまだー
[19846.875] (S)skin1018: ジュリのラッシュの声エロくてすき
[19846.884] nano0616: アルティメットファイナルラスト
[19847.950] marinon_if: 集中力どうなん
[19849.593] 京こ: 連コインがとまらん
[19849.660] しぐれ桃: mago2dSyuutyu
[19853.856] (S)みなぷ080821_: 百円玉落ちてたか
[19854.092] (S)tea3n: 油こってり
[19856.206] (S)henya1210: ファイナルラストエンディング
[19858.007] (S)見るぞ: 2400目指して♡
[19858.425] (S)serah_4351: 応援してますよ〜！
[19858.698] roziurara: こばやんですか
[19859.350] びーさん_: マスターって名前がまだ公表されていなかった
[19860.190] (S)teitei0343: すげ〜な
[19861.647] (S)TNTNBRN: かじゅランスだっけ
[19863.414] ライム_: あいつはゲームうまお
[19864.048] jtopnbsd: かじゅランク
[19865.409] 京こ: 相変わらずすごい
[19865.823] ryu_fusega: 頭パンクしないのすご
[19869.383] なっつ: すげー
[19869.789] (S)見るぞ: かじゅはやばいよ
[19870.415] どらひあ: でもかじゅは
[19871.346] (S)dook_dokidoki: かじゅ帯
[19873.432] SAJ_sf6: 御坊さんじゃなかったでしたっけ
[19874.166] 亀の甲より柴咲コウ: やっぱ天才やで
[19877.852] びーさん_: 段位かずのこって言われてた
[19878.748] roziurara: かじゅの要領の良さやばすぎ
[19881.087] X_March_X: かじゅしかいなかったってやつ？
[19881.123] ocloclocl: しかもかじゅ発売から1週間くらい海外行ってて人より始めるの遅かったんよね
[19881.221] nano0616: 天井突き抜けた景色がマスターだったんだ
[19883.988] (S)knock_fg: 謎マークでて 
