[23.083] rilakkuman: てゃ
[4475.348] v_harumi_v: ひえーー
[4478.569] どぶろく三太郎: まことって今のワカメちゃんの人だよね
[4479.248] donekofg: バルログとサガットの弟子枠の人出てきそう
[4479.729] gorogorogorn: コーディはよ
[4479.790] (S)日本語かな: ヴィーハトの起爆から減りすぎだろw
[4481.327] illmatic_buddha: 画面があまりにも暴力すぎる
[4510.461] 売れないバンドマン41: 時代設定かーなるほどな
[4530.507] (S)sherufala: まことのスタンが見たいんじゃぁ
[4532.880] (S)日本語かな: 鉄拳のレオ？ってキャラも何かめっちゃ男声になってたな
[4536.519] ぷりにゃん: もうむり
[4543.461] v_harumi_v: おお
[4549.128] johndoe6523rp: いい投げ
[4549.790] twitchyarutch: 舞台がマッドシティなのでファイナルファイトのキャラは先々増えそうな気がする
[4549.942] (S)イエール: うおおお
[4550.929] (S)日本語かな: naru04Kei
[4559.863] (S)イエール: ワンチャン、ハガー来る？
[4560.969] illmatic_buddha: ほなソドムかぁ
[4572.407] rise_matsumoto: ロレントかぁ
[4582.326] hojihojidx: 自発的にＤゲージ回復できるのってジェイミーだけだっけ？
[4585.929] LGA2011: セス子はその後も気になるから出してほしいな―
[4588.801] Ceciltaisa: ザンギ出してるからハガー厳しそう
[4592.929] carry_on_my_way: ジャスパえぐw
[4593.935] (S)イエール: ロレントきたら、ネモロレント観れるのか......？
[4596.517] ジェイコブ: ワールドツアーに出てないキャラが来るのかな？
[4600.208] warotyphoon: セス来たら本気出す
[4611.268] rise_matsumoto: ザンギハガーはユンヤンみたいな住み分けできれば…
[4617.098] gomesu: セスみてみまいねー
[4622.290] maddy2623: セスの義体ってジュリが一個も逃さず破壊したんじゃない？
[4625.263] maddy2623: 念入りに
[4642.643] Goodwisp: jpの技を使えるセスに震えろ
[4644.101] (S)junjamaica: 体調マシなった？
[4650.447] どぶろく三太郎: 既存キャラよりも新顔を増やしてほしい
[4651.894] illmatic_buddha: ｗｗｗｗｗｗ
[4652.563] tomodaachii: LUL
[4652.750] johndoe6523rp: 草
[4653.280] yuuhi_0: ｗｗ
[4653.334] potocki1810: ｗｗｗｗｗｗｗｗ
[4653.640] (S)maya_g01: ｗｗｗ
[4653.658] (S)日本語かな: ラッキーww
[4653.756] donachan: ラッキー
[4654.226] vaio_95: ｗｗｗｗｗ
[4654.548] (S)y_proto: 落とした
[4656.437] Madnessboi53: LUL
[4656.955] きくま_: w
[4656.984] まふぃさん: w
[4657.164] (S)イエール: ぶおおお！
[4658.338] fbhjkl: PogChamp
[4658.346] (S)仙ニーン: wwww
[4660.512] niemalsaufgeben: おいしいw
[4660.904] じぇいみ: っぶねー
[4661.144] aki_pooh: www
[4661.349] nail0232: ｗｗｗ
[4663.648] (S)akatoki_mk1: ぱなした！
[4665.161] therealrockey: www
[4665.257] carry_on_my_way: www
[4665.970] (S)ましゅダヨ: ういいい
[4666.342] hojihojidx: 怠らないねぇ
[4666.989] (S)仙ニーン: あぶねーいwwww
[4669.006] ItsMysticMars: EZ
[4682.918] (S)junjamaica: まだ咳でてるねぇ
[4695.613] (S)日本語かな: きっつい
[4712.215] (S)仙ニーン: 杖短くならん？
[4712.287] (S)イエール: 杖をうまい棒に！
[4726.264] tankbba146: やっぱり一日一回はりゅうせい摂取しないとな
[4732.924] sonic_chop: ダムドとかきそうファイナルファイトの
[4751.961] (S)日本語かな: ダムドはワールドツアーにおるやん
[4760.952] sndkzfm1: 見えてるキャラだったりアバターコスにあるキャラは薄いかな〜
[4762.751] sonic_chop: そっか～
[4777.238] Jam10505: ソドムなんかはほぼほぼなさそう
[4790.105] sndkzfm1: ソドムハガーは薄いねぇ
[4790.992] tabibitox: あぶない
[4794.112] kiniku: カルロス宮本をだな
[4798.926] rise_matsumoto: ラスボスのボウガン車椅子爺さんが大穴
[4799.885] (S)仙ニーン: ヴァンパイアから追加キャラ来て欲しい
[4808.335] (S)日本語かな: あちゃー
[4808.934] discentrajp: 前はタゲコン後は奮迅竜巻締めでしたけど奮迅昇竜で締めてる理由はなんですか？
[4811.024] aranami0: うわあ
[4811.253] (S)イエール: うあああ
[4811.779] donachan: Kreygasm
[4812.174] illmatic_buddha: 学び
[4815.358] (S)ましゅダヨ: のおおおおおお
[4818.700] gorogorogorn: ワールドツアー限定キャラにされるのが、FF勢の恐れるところ
[4820.099] (S)gularain: 学び
[4820.223] yutama0502: 他シリーズはしばらくないんじゃい？まず出さないといけないキャラ他にいっぱいいるし
[4821.830] (S)イエール: りゅうてゃー！！
[4838.828] (S)ましゅダヨ: いやすんごい内容だわ
[4838.845] めれおじ: かりん SF6で見てみたいな
[4839.961] donekofg: ファンとか絶対出なそうだもんねワールドツアーに出てきたし
[4842.144] (S)akatoki_mk1: カルロス宮本の声が子安さんだったから、ワンチャンあるんじゃないかと思ってる
[4846.927] Jam10505: ファイナルファイトならマキきてほしいな
[4857.278] どぶろく三太郎: スト6の時代設定って2010年ぐらい？
[4865.104] donekofg: 武神流枠はもう
[4869.073] sndkzfm1: 開発には楽しく新キャラを作って欲しいけどね
[4869.484] (S)日本語かな: 燃えろ！
[4879.835] sonic_chop: あ～マキね！
[4882.661] johndoe6523rp: そういえばジャンプ中にDゲージの回復遅くなるのはウメさん知ってるのかな
[4892.673] sndkzfm1: 武神流は諦めてくれ
[4897.590] donachan: ろけってぃあ
[4898.608] 吉田じんぎ: は？うま
[4900.126] puertoescondidomota: うまし
[4900.358] bec118_japan: じんぎにぃのもう一つは、立ちから2とか3だとしゃがむのに4fかかるから低空百烈に昇竜がむずかったって言ってた。
[4901.550] v_harumi_v: P！
[4902.394] きくま_: おお
[4904.179] (S)akatoki_mk1: っけい！
[4905.324] (S)日本語かな: 詰み！ 
[4906.322] aranami0: ナイスー
[4906.682] v_harumi_v: 吉田じんぎ (jingi_65536): もう一個が、低空百烈に323昇竜出そうとしたらくらうこと多くて、調べてみたらこのゲームガードしながらしゃがむと1fでしゃがむけど、2や3でしゃがむとしゃがむのに4fかかってるからくらってた。プラス5から投げてしゃがむと分かる
[4906.930] メタメタ仮: Cheer1000 いつぞやはyoutubeでのスパチャのためにお手を煩わせてもうしわけありませんでした。サロメさんとの大会応援しております
[4909.067] sengoku_iori: 奮迅のもう１つの神器を最後に確認しては？
[4909.394] Jam10505: お疲れさま～
[4909.398] ソーラン武士: SeemsGood
[4911.298] sonic_chop: ないすぅ～ｗ
[4914.370] (S)ponponguripon: デイリーおつ
[4916.794] sndkzfm1: お疲れさまでしたー
[4917.945] donekofg: ハカンくらいどうしようもなくカプコン味のキャラが欲しい気がする
[4920.920] (S)ましゅダヨ: っけぃ！
[4927.196] sarah_0519: お疲れ様でした
[4930.164] (S)日本語かな: 忘却のウメ
[4938.492] Ceciltaisa: ウメちゃんいつもありがとう
[4938.621] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[4950.468] 吉田じんぎ: 不具合の可能性あるからカプコンにメールしといた
[4965.038] (S)ましゅダヨ: お疲れ様ー！お大事にね、夜頑張ってね！
[4967.423] (S)ponponguripon: まなび〜
[4968.979] (M)gameinntwitch: しゃがみガード入れないと、しゃがみ状態に即以降しないって事でしょ
[4971.111] ぢょごぢゃん: 1しゃがみが早いってこと？
[4972.638] (S)ましゅダヨ: wwww
[4974.232] (S)イエール: 神器と呼ぼう
[4976.076] potocki1810: じんぎにいありがとー
[4977.405] sonic_chop: へーーー
[4979.131] (S)日本語かな: お問い合わせ 
[4980.183] クラクラ777: マニアックすぎるｗ
[4980.649] (S)軽く捻るか: へー
[4980.863] (S)ましゅダヨ: へええーーーー
[4982.910] puertoescondidomota: そんな発見あったのか
[4987.609] johndoe6523rp: 4fてすごいな
[4988.131] maddy2623: なんか変だね
[4988.330] aranami0: 斜め後ろでしゃがむのがマストってことか
[4989.489] ryuken_future: なんで2,3からしゃがむほうが遅いんだ
[4989.649] v_harumi_v: じんぎにぃ抜かりなし
[4993.575] ぢょごぢゃん: 逆だよね
[5000.964] sonic_chop: そうだねぇ
[5001.045] (M)gameinntwitch: でもどのシリーズもそんなもんじゃないか
[5004.036] yutama0502: 確かに逆だよね
[5006.378] (S)ましゅダヨ: ほんまそれw
[5007.279] (S)イエール: あーー、たしかに！
[5009.992] (S)仙ニーン: あなたデバッガーなりなよwwww
[5016.599] じぇいみ: まぁそうよね
[5017.235] (S)日本語かな: 5ってどうだった？w
[5020.018] bec118_japan: 食らうリスクあるのに遅いっておかしいよね
[5021.351] sengoku_iori: 中足から5000減るってマジ！？
[5021.702] v_harumi_v: はい
[5023.895] クラクラ777: おつ
[5024.157] (S)~MISSING_COMMENTER_INFO~: 40度くらいのお風呂に長めに。免疫上げるのがいちばん早いです
[5027.386] tsubame5204: umeSalute
[5028.604] Jeakfreet: おつかれさまでした
[5029.934] 5don: どぞ
[5029.964] (S)maya_g01: おつかれさま～
[5030.225] (S)firefly860130: お疲れ様でした
[5030.519] potocki1810: おきをつけてー俺を獲れ楽しみにしてます
[5031.125] despera_lk: おわりますのね?
[5031.687] aranami0: 楽しみにしてますよ
[5031.738] fbhjkl: お疲れ様です
[5032.706] rise_matsumoto: お疲れ様です
[5034.503] tabibitox: おつおつ
[5035.094] sarah_0519: お疲れ様
[5038.172] johndoe6523rp: お疲れした！
[5038.291] (S)4きね8: お疲れ様です♪
[5038.518] (S)ましゅダヨ: よね？
[5038.732] peroperoperorincho: お疲れ様です
[5039.315] (S)イエール: お疲れ様よー
[5039.449] (S)sherufala: いってらっしゃい
[5039.873] maddy2623: もうないのぉ？
[5040.166] じぇいみ: お疲れ様です
[5040.286] (S)軽く捻るか: お疲れ様でした！
[5040.870] Ceciltaisa: 銭湯いくのも良い
[5041.925] LGA2011: でも逆にすると中下択防げなくなっちまう
[5042.761] despera_lk: おｋ
[5043.639] カブトシロ: フルーツ配信ありがとう！
[5044.790] (S)yuukida39: お疲れさまでした！
[5046.136] 吉田じんぎ: 終わり
[5046.368] (S)日本語かな: お疲れ様でした
[5047.359] shruch312: お疲れ様でした
[5049.339] carry_on_my_way: お疲れ様でした〜
[5049.898] kumanobed: お疲れさまです
[5051.041] (S)mart_00_: いってらー楽しみにしてる
[5051.391] ちふ0717: お疲れ様です
[5052.543] maddy2623: umeKazushi
[5052.620] goozy009: 今晩楽しみにしています
[5052.705] rat_2442: umeCossack
[5053.547] v_harumi_v: ノシノシ
[5054.204] あぱれる君: また夜
[5054.321] bec118_japan: さいならー
[5054.728] LGA2011: おつ！
[5055.725] カブトシロ: 御疲れ様でした。
[5055.746] sonic_chop: おつかれさまでした～
[5055.817] ケン犬: おつかれさま
[5055.926] (S)えび猫: お疲れ様でした
[5056.010] (S)ましゅダヨ: お疲れ様あ
[5056.029] teruharu_: お気をつけて
[5058.050] 吉田じんぎ: 聞いてくれてありがとー
[5058.664] (S)akatoki_mk1: さいなら
[5058.746] nikukuisugi333: おつ
[5058.925] (S)~MISSING_COMMENTER_INFO~: いってらっしゃい
[5059.068] (S)ryabegaming: バイバーイ
[5059.506] takastoz: お疲れ様でした～
[5059.755] (S)maya_g01: またあとで～
[5059.928] hotsumaowo: おつかれさまでした
[5060.584] (S)仙ニーン: お疲れ様でした
[5060.773] v_harumi_v: 寒さに気をつけて
[5061.311] sengoku_iori: おつですー
[5062.204] 5don: 俺を獲れ楽しみです！
[5062.324] sonic_chop: きをつけて～
[5063.137] sarah_0519: バイバーイ
[5063.139] metalcatcoin: おつかれさま～
[5063.447] (S)てんむすさん: おつかれさまでしたー
[5063.655] (S)4きね8: umeCossack
[5064.916] johndoe6523rp: あれ
[5065.559] (S)yukikaze083: おつかれさまでした～
[5066.283] (S)ponponguripon: ？？
[5067.994] maddy2623: 切れてないよ
[5068.208] mamamamatsu: うめちゃん頑張ってねー
[5069.029] puertoescondidomota: 良いもの授けてくれたねー
[5070.600] bec118_japan: 終わってないよ！！
[5070.616] aranami0: あれ？ｗ
[5070.621] (S)日本語かな: ？
[5071.517] ryuken_future: 終わってなくない？
[5071.590] v_harumi_v: おやおや？
[5071.736] (S)maya_g01: 終わってないよ！
[5072.674] donekofg: 俺を獲れたのしみー
[5072.787] goozy009: 付いてるよ
[5072.899] 5don: ？？？
[5072.928] sarah_0519: 終わってないよ
[5077.363] tabibitox: きれてないよ
[5077.682] クラクラ777: つづいてるｗ
[5078.276] v_harumi_v: 終わってないよ
[5078.401] peroperoperorincho: サービス？
[5078.599] Ceciltaisa: ウメ・・・どうして・・・
[5078.780] donekofg: きれてないよー
[5078.829] (S)仙ニーン: ウメさん？wwww
[5078.835] (S)akatoki_mk1: 切れてないよ！
[5081.929] 吉田じんぎ: ん？
[5082.551] LGA2011: ｗｗｗｗ
[5082.558] 5don: wwwww
[5082.601] crownin_fumizuki: ｗｗｗｗ
[5083.509] yuuhi_0: ｗ
[5083.595] v_harumi_v: ｗｗｗ
[5084.430] (S)firefly860130: 終わってないよウメちゃん
[5084.528] (S)maya_g01: ｗｗｗ
[5084.727] (S)mart_00_: www
[5084.763] aranami0: ｗｗｗ
[5085.029] goozy009: www
[5085.758] gungnir_val: wwwww
[5086.700] maddy2623: 良かった
[5087.092] (S)~MISSING_COMMENTER_INFO~: 気をつけて
[5087.454] sonic_chop: ｗｗ
[5087.572] (S)maya_g01: 終わったよかった
[5087.786] ryuken_future: あぶないｗ
[5088.638] (S)4きね8: www
[5089.934] 5don: 調べ物をしたかったのね
[5090.677] (S)日本語かな: w
[5093.133] sarah_0519: 終わった
[5093.363] hojihojidx: 早速トレモで草
[5093.517] mamamamatsu: なんかかわいかった
[5094.029] ilm0806: 調べものか、あぶなかった
[5094.051] suupu: おつｗ
[5094.181] kumanobed: セーフ
[5094.767] ぬーぼー2: セーーーフ
[5095.983] puertoescondidomota: キャミィ戦も頑張れー
[5096.965] すくいーず: 普通に調べものしにいったｗ
[5098.313] 5don: それか昇竜1000本ノック？
[5103.646] クラクラ777: 終わったらすぐとれもｗｗ
[5104.858] カブトシロ: 配信事故になる可能性あったな。
[5105.050] cubespin: お大事に
[5106.804] teruharu_: 勤勉なのバレちゃう
