[34.119] kobi3070: ｳﾒﾁｬｱﾝ
[34965.637] fujimike: メガドライブだし仕方ないよ
[34965.674] jzone07: Whats Daigo's WR with Ken?
[34966.172] itomax5: アドレッデッドキングじゃない？
[34967.350] anz121823: ww
[34968.216] zebra_rogue: メガドラにぃごめーん！
[34968.265] だいこん_: OFFかー
[34969.015] elelrei: 王の謝罪と王の感謝
[34970.322] mono_mono1837: メガドラにぃありがとーーーーー
[34971.117] セツリ: a.. king thank you!
[34971.821] despera_lk: メガドライブ2買ってあげよ
[34971.865] だいこん_: ありがとうございます
[34971.920] あり0221: メガドライブ王から名前呼ばれたぞ！これ以上の幸福はないぞ！
[34972.769] 真理に至った: メガドラ成仏
[34972.826] AngelKof_: give some tips from cammy
[34973.399] (S)perfecttakahashi: メガドラにぃ
[34974.495] tabibitox: メガドラおじの可能性
[34974.502] sonic_chop: ｗｗｗｗ
[34975.884] berurusuko: 離し入力は大会でもオフになりそうだもんなあ
[34976.600] (S)ryabegaming: メガドラにぃ またな！
[34977.163] sistersguitarreplica: メガドラさんきゅー
[34978.630] ~MISSING_COMMENTER_INFO~: 梅原が魅せたネイティブの省略
[34980.238] ohigekujira: メガドライブは神ハードという証明
[34980.368] Yui764: オフにぃ
[34980.537] nikyo12: うめちゃんはメガドラソフトはなにがすきなんやろ
[34984.495] ramenbrake115: １２０００人がメガドラすきになったよ多分
[34987.684] sonic_chop: ありがとありがと～！
[34988.058] chainsawmay: he just bodies every cammy...
[34988.176] kitkit3: 名前からしておじやろｗ
[34988.644] のってる: オンにすると漏れまくるからなぁ
[34989.740] butwhenwilltheylearn: Kreygasm
[34990.515] domontyan: Cheer100 メガドラにいに幸あれ
[34991.148] 戸愚呂妹: メガドラキングありがとおおお
[34991.829] bikibiki999: 一瞬でメガドラにいが有名にｗｗｗ
[34991.848] (S)omega312312: メガドラ株急上昇
[34994.223] fujimike: PCエンジンにぃはいないのか？
[34994.539] BOIK_99: @AngeKof_ and now u get to see cammy vs daigo ken
[34994.848] jigen0104: 間違いなく同世代
[34995.032] maddy2623: sega好きに悪いやつはあんまりいない
[34996.919] baby_dandan: 獣王記
[34997.602] chin_56_: 普通にスーファミが好き
[35003.746] ひろみつー: このコスやらしくてすき
[35005.408] (S)凪水: LPもりもり
[35007.047] Loot1: Kreygasm
[35007.627] 天内崇: メガドラ好きになった
[35008.765] Goodwisp: けつがすごい
[35009.099] dxgenre: no manon so far eh
[35009.124] mt7f: なんかメガドラにぃ覚えたわｗ
[35010.368] nikyo12: 獣王記むずかった
[35010.410] embercleave4rr: ハイレグ主義
[35010.720] ~MISSING_COMMENTER_INFO~: 名前も憶えやすかったからｗ
[35014.586] (S)からめろ: えど
[35014.775] あり0221: メガドライブ好きはワンチャンウメちゃんより歳上の可能性あるんよ
[35018.663] yamainu_2013_twich: メガドラ世代は45歳前後くらい？
[35019.441] kobetaf: デフォだとOFFなのはパッドの人達に重きを置いてるからかな？
[35019.787] rock69696969: 私は３DOでやってた
[35023.270] (S)moyashi117: これで戦場はノーガードすぎ
[35023.480] 1108044k: 尻全部見えとる
[35027.476] omegazwalt: くいこみがえぐい
[35030.409] berurusuko: 田中かとおもったら竹中だった
[35030.472] Loot1: Cammy walk speed is nuts lol
[35033.095] (S)Jouker666: Cammy is just a bunch of pacience and anti airs
[35033.291] chin_56_: 柔らかそう
[35033.732] icyblue1985: スピンナックルとめるのね
[35033.772] Yui764: ワンダースワンにぃ
[35035.100] ninpoko13: 年齢が上がるにつれてなぜか際どくなっていくキャミィ
[35039.113] ledlight9413: 裸でしょこれ
[35041.317] tondemonaiyo: メガドライブって今ならテラドライブとかになったのか
[35043.500] akira_s_: 暗殺専門
[35045.971] prisira: 出たよ！
[35046.451] chainsawmay: LUL
[35046.659] CARNO_JPN: キャミィのこのコスは大会で使っていいやつ？
[35047.771] reklats12: あ
[35048.860] otowa_igzo: 再評価の流れがきてるキャミィ
[35049.902] (S)moyashi117: ばかろー
[35050.105] (S)Raynys: umeFail
[35051.145] kimie_white: リュウ使いたるもの紳士たれ
[35051.711] yamadasrm610: ｗｗｗ
[35053.144] tabibitox: なんでぇ！？
[35054.315] Hitode_noko: ？！バルス
[35055.005] トネ: メガドラってスーファミと同じ年代だった気がする。
[35056.124] chocolat1234: 😢
[35056.375] potocki1810: ｗｗｗ
[35058.497] あり0221: なんでぇ！？
[35058.647] (M)(S)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[35059.186] 000105: 猪木
[35059.492] minOn54: なんでえ！？
[35062.450] ItsTruck_Month: That’s unfortunate 
[35062.565] LGA2011: この盤外戦術ほんまやめてほしい、全く集中できない
[35062.685] une3333: セガサターンにぃとかもいるのかしら
[35063.465] 1108044k: ウメちゃん尻に気をとられすぎ
[35064.075] berurusuko: キャミィの評価もうなぎのぼりですわ
[35064.305] むしめがね: sekiMuri
[35066.047] AngelKof_: @AngeKof_ kkkkk
[35069.332] Yui764: がちぃ？
[35070.164] (S)latenight000: コノコスハベガノ？
[35071.858] ひろみつー: マゴさんがキャミィは上位っていってたね
[35075.013] (S)tibusa8: フンケリからのSA出しにくいよね
[35080.160] (S)moyashi117: ケツに見惚れるよねえ
[35081.389] otowa_igzo: キャミィは最上位まであるらしいね
[35086.879] prisira: マゴさんは弾キャラ用じゃない？
[35089.448] ADreadedKing: ADreadedKing is gifting 50 Tier 1 Subs to DaigoTheBeasTV's community! They've gifted a total of 100 in the channel! 
[35089.923] akira_s_: マゴさん、即切りしたのに…
[35091.937] ADreadedKing: ADreadedKing gifted a Tier 1 sub to SEKITAKA! 
[35091.949] ADreadedKing: ADreadedKing gifted a Tier 1 sub to くま1! 
[35091.971] ADreadedKing: ADreadedKing gifted a Tier 1 sub to Doniel! 
[35091.978] ADreadedKing: ADreadedKing gifted a Tier 1 sub to SrAloneX! 
[35091.982] ADreadedKing: ADreadedKing gifted a Tier 1 sub to Master_MPS! 
[35091.982] ADreadedKing: ADreadedKing gifted a Tier 1 sub to アイスコーヒー! 
[35091.998] ADreadedKing: ADreadedKing gifted a Tier 1 sub to right_8! 
[35092.000] ADreadedKing: ADreadedKing gifted a Tier 1 sub to ledlight9413! 
[35092.011] ADreadedKing: ADreadedKing gifted a Tier 1 sub to torr354! 
[35092.013] ADreadedKing: ADreadedKing gifted a Tier 1 sub to あかど! 
[35092.024] ADreadedKing: ADreadedKing gifted a Tier 1 sub to youcan3904! 
[35092.037] ADreadedKing: ADreadedKing gifted a Tier 1 sub to nyi007! 
[35092.048] ADreadedKing: ADreadedKing gifted a Tier 1 sub to lost7144! 
[35092.049] ADreadedKing: ADreadedKing gifted a Tier 1 sub to モモンガ_アイリス! 
[35092.058] ADreadedKing: ADreadedKing gifted a Tier 1 sub to ムエタイ! 
[35094.024] 残り8万: マゴさんがキャミィ全一になりました
[35094.811] あり0221: えぇそんな落とし方ある？
[35095.062] (S)moyashi117: わああ
[35095.198] erisuk: あれ？
[35095.886] soko2a: あ
[35096.114] (S)hitmehitme: ５０？！
[35096.215] rainchan4: うわああああああああああああ
[35096.349] シンノ: うおおおおおおおおおお
[35096.705] omegazwalt: ひょええ
[35096.771] (S)496shikuro: わあ
[35096.952] ItsTruck_Month: cewPOG
[35096.969] トネ: うおお
[35096.977] yoshida_hayo: またｗ
[35097.369] berurusuko: 有利キャラは多い気がするんよなキャミィ
[35097.495] ochayan: わあ！
[35097.802] akira_s_: またきたー
[35097.825] チョコミんト: ファッ！？
[35097.874] tabibitox: まーたきたｗｗｗ
[35098.064] bikibiki999: うわまた
[35098.408] King_Fuudo: むぁ～～～～～～～～～～じか
[35098.427] (S)Jouker666: DAMN
[35098.608] ADreadedKing: ratirlKing
[35098.757] スタガフェイド: wtf
[35098.805] Loot1: PogChamp
[35098.808] otowa_igzo: うわ
[35098.883] niiparu: これはちょっと悩殺専門かなぁ笑笑
[35098.885] syrup9000g: やべえｗ
[35099.075] momo123456759: ！？！？
[35099.180] jitaabagu: わぁ！？
[35099.594] zebra_rogue: KomodoHype
[35099.735] rock69696969: FamilyMan
[35099.749] DonReiniero: OH SHIT
[35099.777] (S)Raynys: BRUH
[35099.801] Jam10505: ええええええええええええ
[35099.911] yomogi0610: ひぃｗｗｗ
[35099.975] icyblue1985: やりすぎやろがｗ
[35100.087] beastbeast: きたーーーー
[35100.227] potpost: わぁ！？
[35100.361] revivingeem: わあ！？
[35100.459] chin_56_: ダメ押し
[35100.568] sonic_chop: わぁ！！
[35100.642] prisira: 金大丈夫か本当にｗ
[35100.911] ひろみつー: また富豪だああああああ
[35101.189] まるまる765: ちょw
[35101.202] もけたわけ: @ADreadedKingさん、サブスクギフトをありがとう！
[35101.615] unheil619: 倍プッシュだああああああああ
[35101.842] Krizalid99999: RyuChamp
[35101.958] (S)maya_g01: アドレッドキングにい！
[35101.983] rdstus: またｗ
[35102.160] nikyo12: いやいやいや
[35102.396] あり0221: はぁ？
[35102.750] kenyoman_: やば
[35102.765] itomax5: やばすぎる
[35102.851] maruino351: 爆撃
[35103.042] (S)i3ell_mouth: @ADreadedKingさん、サブスクギフトをありがとう！
[35103.279] rawvoltage: PrideGasp
[35103.525] だいこん_: すーごい
[35103.546] 000105: 50
[35103.564] まるいとうふ: まーじか
[35103.837] Kobun774: PogChamp
[35104.435] une3333: また！？
[35104.668] (S)matsupez: ！！？
[35105.154] (M)(S)Moobot: That's a tad too many emotes, @LionhartZ (warning)
[35105.256] (S)からめろ: karubisGyo
[35105.313] ItsTruck_Month: YOOOOOOO 
[35105.443] (S)moyashi117: また石油王があああああ
[35105.622] (S)fahmy0825: My GOD, Dreadking!!!
[35106.638] (S)ゴーゴー夕張: umeYay
[35106.890] (S)latenight000: ぴや～
[35107.097] (S)ハルキ10: やべーー
[35107.473] chipstar9: wwwww
[35107.562] Jam10505: 宝くじでもあたった？
[35107.663] c0ffee_sugar1: ひええええええええええ
[35107.782] yomogi0610: やーりすぎｗｗｗ
[35108.496] Roshimitsu: RyuChamp
[35108.879] wesric: KomodoHype
[35109.031] TR_Doppie: LOL
[35109.128] froshiki: なんやこれ！？
[35110.357] jigen0104: きたー
[35110.874] Krizalid99999: oil king
[35111.017] nikyo12: 合計何個やねん
[35111.211] potesaraudon: over donate lol
[35112.117] チョコミんト: 石油王おったあ
[35112.300] akira_s_: 事件だよ
[35112.478] (S)Jouker666: This people got bags
[35112.489] v_harumi_v: ひゃー。石油王が！！
[35112.705] icyblue1985: ﾋﾟｬｰ
[35112.814] You_nari: えぇ！？？
[35112.851] (S)ヨコグシ: umeYay
[35112.970] (S)hitmehitme: umeYay
[35113.101] bikibiki999: お金ありがとー
[35113.244] ~MISSING_COMMENTER_INFO~: わあ
[35113.916] ~MISSING_COMMENTER_INFO~: 名前間違えたからやり直しか
[35114.319] あり0221: 石油王多すぎw
[35114.528] DonReiniero: Still dodged it
[35114.551] chanryo12: おお
[35114.924] (S)moyashi117: アドなんたらさん
[35115.507] umesecond: ガチ富豪じゃん
[35116.169] otowa_igzo: 石油王
[35116.926] (S)playatlas: @ADreadedKingさん、サブスクギフトをありがとう！
[35116.961] dekasugill: スパムみたいなの草
[35117.112] Loot1: umeYay
[35117.323] saibabasan: アドレッドキング
[35117.456] (S)Raynys: LUL
[35117.690] sonic_chop: ｗｗｗｗｗ
[35117.799] mattun1040: GIGACHAD
[35117.822] syrup9000g: ｗｗｗｗ
[35117.910] Backslash: SirPrise
[35118.036] redbull_daisuki: 同じ人やんけ
[35118.221] yomogi0610: ｗｗｗｗｗｗｗ
[35118.395] (S)ひまんちゅ: 合計100個だと！？
[35118.489] nikyo12: プレイしてるばあいじゃないなｗ
[35118.820] ~MISSING_COMMENTER_INFO~: すげぇ
[35118.966] (S)Jouker666: Laundry money
[35119.695] une3333: マジでウメちゃんに救われた人なのでは
[35120.023] tabibitox: まーた50個
[35120.077] manof_steal: lol
[35120.177] DonReiniero: lol
[35120.257] real_momokan: Kreygasm
[35121.068] (S)むらび__: ｗｗｗｗｗｗｗｗｗｗｗ
[35121.157] belial_8616: ｗｗｗｗｗｗ
[35121.398] heaventrasher: wow
[35121.484] momo123456759: wwww
[35122.085] JaymanCDXX: wwwwww 󠀀
[35122.419] jitaabagu: 慣れたもんです
[35122.427] (S)hitmehitme: ｗｗｗｗ
[35122.506] (S)kitsune_margiela: wwwww
[35122.760] (S)BATAKE21: ｗｗｗｗｗｗｗ
[35122.797] ochayan: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[35122.991] (S)playatlas: ｗｗｗ
[35123.122] 残り8万: オイルキング
[35123.181] ItsTruck_Month: hbox7
[35123.714] ~MISSING_COMMENTER_INFO~: ｗｗｗｗ
[35123.929] minOn54: ｗｗｗｗｗｗ
[35123.995] v_harumi_v: ADreadedKingさんありがとーー
[35124.258] (S)matsupez: wwww
[35124.372] braindamagedoomfie: 草
[35124.385] syrup9000g: umeYay
[35124.437] AngelKof_: @BOIK_99 kkkk
[35124.465] koro3__: ｗｗｗ
[35124.521] librabird: なんだこの人
[35124.530] だいこん_: umeYay
[35124.622] chainsawmay: LUL
[35124.801] Krizalid99999: 石油王
[35124.845] You_nari: wwwww
[35124.926] トネ: ｗｗｗｗ
[35125.129] (S)mm2351: ｗ
[35125.528] あり0221: wwwww
[35125.890] maruino351: ｗｗｗｗｗｗｗｗ
[35125.914] (S)sugata128: KING
[35125.927] burupapu: 👑
[35126.168] チョコミんト: www
[35126.614] kurare2020: きーんぐ！
[35126.751] (S)abeeeru: wwwww
[35126.797] (S)クラウ07: www
[35126.949] ItsTruck_Month: hboxWhale
[35127.034] hatomugimugicha1234: うおおおおおおおおおおおおおお
[35127.336] smackyourfacetheboss: lol
[35127.684] berurusuko: 格ゲーおじさんって石油王多いんよなあ
[35127.966] NekkyOne: テンションｗ
[35127.998] oimo: すご
[35128.052] sonic_chop: 石油王ありがとう！！
[35128.074] icyblue1985: king
[35128.647] (S)ハルキ10: キング！
[35128.746] (S)fahmy0825: KINGG GEHH
[35128.914] BOIK_99: wwwwwwwwwwwwwwww
[35128.970] (S)hitmehitme: きんんんんんんんぐ！
[35129.834] nakao86: 50すごいな
[35130.064] final_chikuwa: karubisGyo
[35130.101] 4きね8: www
[35130.361] (S)moyashi117: きーーーんぐ
[35130.872] (S)metoro3: king
[35130.990] nanasinogon: 😂
[35131.273] akkerakan_: どしたどしたアドレデッドキング
[35131.343] bikibiki999: まさにキング
[35131.531] chipstar9: きーーーんぐ！
[35131.542] OGPG_mendokusai: けんぐ
[35131.678] ramenbrake115: キイイイイイイイイン
[35132.345] prisira: これへーるｗ
[35133.322] dansankai: 最初の呼び方の方が好き
[35133.570] zyangara2: ピャ～～～～
[35133.637] burisuke: umeYay
[35133.670] tsubame5204: umeYay
[35133.947] 天内崇: 言い方ｗｗｗｗｗｗｗｗｗｗ
[35134.112] You_nari: とりまking
[35134.257] ~MISSING_COMMENTER_INFO~: サブスクください
[35135.132] 000105: キぃんンンンぐぐ
[35135.318] inpma555: なんて？
[35135.571] derwace_lifolve: とんでもないファンボーイがおる
[35136.013] (S)ryabegaming: オイルキングすげー 
[35136.218] elelrei: オイルキングもいます
[35136.259] よーーちゃ: アドキンやば
[35136.429] suzu_mushi: すっごいなｗ
[35137.224] saibabasan: King
[35137.390] セツリ: 合計6万円うおおおお
[35137.663] Opening_Runner: けぇんぐ
[35137.767] kfcwatermelonbasketball: やーばｗ
[35137.840] pandascal: kiiiinnng
[35138.001] chin_56_: 読むほどくれそう
[35138.308] methotrexate_aym: あまりにも石油王
[35138.506] ひろみつー: アドレッキングサンキューな
[35138.651] (S)yut7xot8: kokuji3Hook
[35138.754] kobetaf: king of king
[35138.962] 将門ゴルゴロ: キング
[35139.025] domontyan: umeCossack
[35139.203] (S)kani7321: キンーーーーヌ！
[35139.266] GelidiumJellyCat: 50件て
[35139.267] tondemonaiyo: 雑
[35139.317] (S)mm2351: どこの石油王だ
[35139.414] jigen0104: www
[35139.475] erisuk: 100件てｗ
[35139.514] librabird: なんかやばくないかｗ
[35140.403] tabibitox: キングまじキング
[35140.556] (S)からめろ: ｗｗｗｗｗｗ
[35141.411] (S)ひまんちゅ: あんたが本当の王だ！
[35141.990] (S)shir039: umeCossack
[35142.467] Kobun774: king of kiing
[35142.974] potocki1810: lol
[35142.981] bikibiki999: ガチキング
[35143.015] JackKisaragi: w w w w w w
[35143.959] rock69696969: キンーーーヌ！
[35144.217] yomogi0610: パトロンいたぁ！
[35144.569] トネ: キングすぎる
[35144.630] (S)若鶏の唐揚げ: umeCossack
[35144.797] (S)moyashi117: そうキングならね
[35145.213] (S)あんじい121: キンーーーグw 笑ったw
[35145.637] mattun1040: 石油王
[35146.302] hiro_chan: w
[35146.594] もけたわけ: umeCossack
[35146.787] prisira: いくら吹き飛んでるんだこれｗ
[35148.857] GelidiumJellyCat: karubisNikoniko
[35149.106] (S)yuukida39: すごいなあ
[35149.110] redbull_daisuki: umeCossack
[35150.255] v_harumi_v: 石油王すごい。
[35150.488] momimomi1129: 王が認めたキング
[35150.712] CARNO_JPN: 抱かれてもいい
[35150.759] despaipai: ウメさん昨日より元気そうで良かった
[35151.966] gajonaori: AD KINGGGGGGGGGGGG
[35152.638] kukukurin: あまりにに草
[35153.936] ItsTruck_Month: hboxWhale
[35154.528] (S)kani7321: umeCat
[35154.681] butwhenwilltheylearn: moon2LOLE
[35154.991] PHYDGE: 2回目か。マジ石油キングじゃんか
[35155.241] nex_poni: ジン君以外にも太客がw
[35155.852] heaventrasher: among the 100 subs im not in there yet DAMN
[35155.980] mako6912: umeCossack
[35156.069] (S)mm2351: 寄付の人はどうなったｗ
[35156.111] 暁ちゃん: エグいな
[35156.778] singer_songer: ADreadedKingさん、ありがとー
[35157.488] simmonfoxy: 1/127の抽選に漏れたか
[35157.718] あり0221: さすが王族の同士の交流だぜ…
[35158.800] omegazwalt: これがスト6の力か
[35158.921] icyblue1985: CAぶっぱ
[35159.154] (S)yuukida39: umeCossack
[35160.695] GelidiumJellyCat: karubisFurifurii
[35162.006] gungnir_val: 石油王やw
[35166.073] teruharu_: KINGありがとうーー
[35169.443] redbull_daisuki: umeCossack
[35170.094] ADreadedKing: @DaigoTheBeasTV  「ダイゴさん、私を刺激してくれて本当にありがとうございます。大会でのあなたのプレイやストーリーを見ることで、格闘ゲームを続ける意欲が湧きました。今、私には一度本物の大会でプレイできる目標があります。本当にありがとうございます。私は努力して目標に向かって頑張ります。ところで、私は日本語が話せませんので、翻訳機を使いました。よりよく伝わるようになっているかもしれません。」
[35170.254] touruko: 王と王
[35170.334] (S)Raynys: Scummy....
[35170.722] ilm0806: ボーナスでたか
[35171.321] ひろみつー: キャミィつえーな
[35171.993] kumi115: かっこよキャミィちゃん
[35173.177] You_nari: 試合は負けました
[35173.476] kfcwatermelonbasketball: あー
[35173.888] otowa_igzo: あ
[35174.060] saibabasan: KINGありがとーキング
[35174.537] NekkyOne: rip streak
[35175.387] (S)mm2351: 連勝ストップ！
[35176.394] uhpa84: あ
[35176.596] melfactory: 日本円で6万飛んでるよなぁ
[35180.943] chainsawmay: holy shit blog post
[35181.681] OOXT: chnyOkay
[35182.938] erisuk: 今よめないんだごめ～ん
[35183.589] ひろみつー: 終わったらみよう
[35183.849] underground0714: キングの発音にこだわったせいで・・・
[35185.543] SwatKatt: SeemsGood
[35185.834] ~MISSING_COMMENTER_INFO~: ADreadeKing thank you
[35186.387] (S)moyashi117: かなりの長文
[35187.319] (S)Jouker666: Bit the dust heaven get good at randomness
[35188.824] beastbeast: kingからの手紙
[35189.604] rainchan4: 愛がすごい
[35189.719] gajonaori: ADreadedKing！ADreadedKing！ADreadedKing！
[35190.421] ItsTruck_Month: @heaventrasher there’s more than 10 k people in here lol
[35191.271] librabird: キャミィ最初いろいろ言われてたけど普通に強いよな…
[35192.267] ~MISSING_COMMENTER_INFO~: あったけぇ...
[35192.966] elelrei: ラブレターきてた
[35193.065] ADreadedKing: ratirlJAM
[35193.377] une3333: ウメちゃんに希望をもらった人なのか
[35193.456] Shobon1214: 少なくともおしりはキャミィと本田が最強
[35193.478] sistersguitarreplica: がんばれアドレッシング
[35194.038] methotrexate_aym: 心がこもりすぎた
[35194.131] uhpa84: お便りきてます
[35194.541] saibabasan: キングからの手紙
[35194.767] あり0221: お気持ち表明きちゃあああああ
[35195.189] chin_56_: 狂ファン
[35195.819] (S)ハルキ10: 翻訳優秀やな
[35196.542] akkerakan_: ドルだからもっとでしょ
[35197.042] nakao86: 万分の50じゃ来るわけはなかった 
[35197.665] berurusuko: 海外勢か
[35197.783] (S)metoro3: めっちゃ良い事言ってるやん
[35197.907] zyangara2: ガチの石油王の可能性でてきた
[35198.309] nikyo12: プレイもすとっぷｗ
[35199.494] (S)yut7xot8: thnak!!!
[35199.530] ramenbrake115: 読んだらまじで王の器だった
[35199.560] CARNO_JPN: 熱いエールやで
[35202.022] smackyourfacetheboss: i wonder if umehara plys this off stream
[35202.695] Loot1: Kings Diary 
[35203.187] yamaes: 熱い想いだ
[35203.221] チョコミんト: 石油王も救う
[35204.018] prisira: とりあえずコピペしといた
[35206.358] (S)shir039: 翻訳機優秀やな
[35206.582] Opening_Runner: 流行りの縦読みってやつか
[35206.676] kenyoman_: すげえ丁寧で分かりやすいから
[35207.283] kino883: キングからの手紙やで
[35208.524] ヒゲ大名: ヒゲ大名 subscribed with Prime. 
[35208.756] tabibitox: 理解できる翻訳だったｗ
[35208.823] セツリ: ex jp ok!!
[35209.204] ancehutn: 翻訳すげぇ
[35211.191] Hitode_noko: thank you ADking!
[35211.557] ItsTruck_Month: What a whale
[35212.760] takahashiseigi: ガチの、ウメシタン
[35213.373] msyyy: 海外のガチファンありがてえなあ
[35213.387] (S)ryuken_future: 翻訳で意図は全然伝わってるな
[35213.637] onuki_123: ご丁寧に
[35213.743] ~MISSING_COMMENTER_INFO~: ARIGATOOOOOOO
[35215.341] PHYDGE: マジのキングなんか。。。
[35215.640] あすかみ: ガチファンです
[35216.271] erisuk: 翻訳なのにすごいわかりやすいな
[35216.484] chipstar9: みんなで貼り付けるぞ
[35217.405] yomogi0610: 王は背中で語る
[35217.745] soko2a: ちゃんと翻訳されとるねえ
[35218.851] (S)moyashi117: 翻訳機使うキング
[35218.879] (S)ひまんちゅ: 気持ち伝わってるよーーー！
[35219.418] (S)fahmy0825: ADreadKing the KINGGG GHH
[35219.728] i_am_spartan300: すごい！ウメさんのガチファンの人だ
[35220.411] tondemonaiyo: 100なら70000程度
[35222.498] potpost: キャミィは火力ないだけで最強になれるポテンシャルはある
[35222.852] prisira: 試合終わったらはっとく
[35222.923] ~MISSING_COMMENTER_INFO~: ウメちゃんに感動して格ゲー続けるって
[35223.761] あり0221: 王が王に感謝する外交かな？
[35224.593] saibabasan: 子亀の石油王
[35225.274] kfcwatermelonbasketball: 100ってやばいな
[35225.744] bikibiki999: この間の翻訳にいは酷かったｗ
[35225.790] akira_s_: 大会に出るのが目標であると。
[35226.964] hiro_chan: キャミイに刺激されていけ
[35230.081] 残り8万: 最近の翻訳すげえ
[35230.591] まるいとうふ: 𝐓𝐡𝐚𝐧𝐤 𝐲𝐨𝐮 KING
[35232.595] (S)moyashi117: king
[35233.926] potocki1810: リスペクト感じますね
[35236.840] NekkyOne: @ADreadedKing 
[35237.111] (S)yuukida39: ウメちゃんにめっちゃ憧れてる
[35237.201] ItsTruck_Month: hboxNODDERS
[35239.258] ninpoko13: 多分ＤｅｅｐＬだな、日英も英日も凄い精度
[35240.377] chin_56_: ガチヤバくんです
[35240.651] 三角_: ガチ石油王
[35242.123] viewingdirt: ウメちゃんと記念に対戦して貰えばいいのにw
[35245.280] wananaki: うっま
[35246.450] (S)SrAloneX: Obrigado pelo sub ADreadedKing, ADreadedKing thank you ! 
[35251.602] yamainu_2013_twich: タニマチやん
[35251.647] otowa_igzo: ADreadedKing is GOD
[35257.712] たかさん64: 長文さんｳﾒさんのプレイに感動してるようですよ
[35258.366] (S)Raynys: @ADreadedKing our hero 
[35260.065] あり0221: ゲーマーでこれほど海外の人にリスペクトされてる日本人おらん。
[35261.217] burupapu: 封蝋で閉じられてそうな御手紙だよ
[35261.904] pistonjw: pistonjw is gifting 5 Tier 1 Subs to DaigoTheBeasTV's community! They've gifted a total of 5 in the channel! 
[35262.247] pistonjw: pistonjw gifted a Tier 1 sub to yakata801! 
[35262.298] pistonjw: pistonjw gifted a Tier 1 sub to raharu0516! 
[35262.327] pistonjw: pistonjw gifted a Tier 1 sub to fujilow! 
[35262.327] pistonjw: pistonjw gifted a Tier 1 sub to 満ニラ! 
[35262.363] pistonjw: pistonjw gifted a Tier 1 sub to owabeee! 
[35267.308] kaotiknotral: cammy 
[35267.626] nakao86: 愛が熱すぎる
[35269.917] (S)若鶏の唐揚げ: umeYay
[35269.960] もりりんだよー: わー！
[35271.053] hiro_chan: ピストンにい？！
[35271.419] (S)Jouker666: Damn
[35271.756] (S)moyashi117: わあ
[35272.011] 三角_: 追い石油
[35272.339] Kobun774: PogChamp
[35273.030] (S)クラウ07: わー
[35273.309] otowa_igzo: ピストン
[35274.812] チョコミんト: ありがとー！
[35275.011] (S)ハルキ10: 違う人きたぁー
[35275.274] beastbeast: pistonきたーーー
[35275.514] jitaabagu: またきた
[35275.609] touruko: 負けじと
[35276.188] sistersguitarreplica: マサ
[35276.268] akira_s_: さらにきたね
[35276.963] ~MISSING_COMMENTER_INFO~: わぁ
[35277.363] hogeta_hogeo: @ADreadedKing Keep up the good work.
[35277.771] (S)からめろ: umeYay
[35277.837] King_Fuudo: サブスクありがっとーーーーー
[35277.970] (S)yut7xot8: ぴゃぁぁぁぁぁぁぁあっぁぁ
[35278.164] jangsi: I
[35278.690] heaventrasher: piston!
[35278.938] donaldmickey: sekiHand
[35278.942] methotrexate_aym: フィーバー状態
[35279.120] wananaki: ピストンにき
[35279.971] sonic_chop: ありがとうありがとう～！
[35280.047] burupapu: ﾄﾞｷﾄﾞｷしてきた
[35280.475] ledlight9413: 産出量ファイト
[35280.941] (S)suzupoo: suzupoo subscribed with Prime. 
[35281.287] (S)hitmehitme: 止まんないぞおお 
[35281.320] hiro_chan: ナイスピストン
[35281.890] (S)ヨコグシ: umeSalute
[35282.181] (S)fahmy0825: pistonjw king gh
[35282.703] ramenbrake115: ピストンにぃ
[35283.515] (S)metoro3: こし1 ありがとーーー
[35284.101] chin_56_: キャミィにピストン
[35284.134] 三角_: 石油が石油を呼ぶんだよお！！
[35284.220] chipstar9: 高橋？
[35284.598] itomax5: マサ！？
[35285.364] ~MISSING_COMMENTER_INFO~: サブスクありがとう！
[35286.688] otowa_igzo: ピストン高橋
[35286.742] (S)moyashi117: ピストンにぃさんきゅう
[35287.294] yomogi0610: ピストンにぃありがとー
[35287.926] (S)若鶏の唐揚げ: umeSalute
[35289.853] ~MISSING_COMMENTER_INFO~: 負けずとサブスクｗ
[35290.526] burupapu: ｗｗ
[35290.945] Hitode_noko: piston GOD
[35291.357] チョコミんト: ピストンjw
[35291.650] icyblue1985: 油田かここは！？
[35295.897] kukukurin: 投げ銭の投げ合いってこういう感じなんだろうな
[35296.061] fl0kis: EVOの前に1億サブ達成しちゃうだろ
[35296.151] bikibiki999: ピストンにい！
[35296.503] minOn54: 腰入ってるねー
[35296.739] une3333: ギフトの波が止まらねぇよオイ
[35297.318] dansankai: なおウ
[35300.894] (S)おかもこ: 何が起きてるんです？
[35301.893] ~MISSING_COMMENTER_INFO~: 祭りだ
[35302.728] kaotiknotral: cammy insta lose 
[35302.812] Maxwell_242: とても感動的です
[35303.429] tondemonaiyo: 名前w
[35304.121] mattun1040: 石油王だらけ
[35307.306] (S)shikanosuke80: umeCossack
[35308.630] teruharu_: ピストンにいありがとーーー
[35313.530] torontoseoul: atpCap
[35313.548] syrup9000g: 石油があればそれでいい
